Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_A05_547376
Composite Element REF	Signal
ZFP161	4.48170201355473
FGR	3.79549116586938
COX15	5.99272081758022
EPN2	5.07489014537097
AQP9	7.12154980033086
XK	5.10604018571352
SLC15A2	3.74252696157342
MREG	6.17393373125357
HEPH	6.8793726310769
THRAP3	4.34888818418019
MET	4.53008015693438
PDLIM2	5.87715071050948
ING3	6.27802911459543
PHYHIP	3.45597707622435
CCT8L2	3.38571853062336
ADAM7	3.07395031003907
COPS7A	7.20631641516509
WSCD1	3.80620522686767
SLC12A8	7.58775005248248
RNF185	3.55669805584267
TNS3	9.8967529374647
IGSF3	5.88001009487004
SRPK1	6.92131087499515
MED13L	6.39518409515532
LOC93432	2.91713248045738
C7orf44	6.86546775977078
PTCD3	6.92755084517702
RPL7A	12.2814122123859
TEAD1	6.57234287387826
ARL6IP1	9.78536186582759
CTAGE5	4.45125073609093
SLC25A14	5.96673417465337
LEP	3.05663655758068
PCDH21	4.20025626569438
CACNG5	3.23770741922194
ECH1	9.42423588528882
MAPKAPK2	5.36050607303846
ATXN10	7.96370168758158
LHFPL2	6.5678885533107
CCL22	3.96513667005217
ACTR8	4.69246268738002
PTPN22	2.97383055939433
CYP2F1	2.92309694577679
ITGA3	6.86193236607245
RABGGTA	5.13564369333488
KIAA1033	7.00940339624792
ZNF510	4.03863119110817
SLC26A10	3.5114189707234
STX8	7.54136489257347
RUNX3	7.55815570609115
EFNB1	4.19365785067409
EIF4G3	6.78999692953799
ACSM3	4.25343895525571
C5AR1	5.67888012612718
SIGLEC8	3.22415892794388
ASCC3L1	8.95239013910901
ZNF623	6.91972042837074
A2M	9.08389268079894
NOL8	6.85018082737065
GRPEL1	7.39331778559129
LMNB2	4.80510707837902
ROCK2	4.36848155008698
SNX16	4.39303112163161
Magmas	5.30061258230019
ANXA3	7.42186553734146
C11orf2	7.99211985682894
VKORC1	7.35462496313287
TRPM6	3.37669177263083
KIAA1609	4.77960645184386
FOXK2	6.3903953096453
FEV	3.3317598552475
EED	5.62126491958167
RNF32	2.99490462565001
PDCD5	6.7739986705101
SLC8A1	3.28992825703499
HES1	5.76124686237695
DGUOK	7.112550068591
CLDN16	6.54406568422335
CLC	3.27614073798579
ISL1	3.60860564596174
C1QTNF3	6.9309231796311
GAGE1	2.86760659934566
KIAA0528	6.8496757794156
VGLL3	3.62511563089531
MANEA	5.00321163822883
C1orf61	3.48042869232301
SUPT4H1	7.90230601210693
CD1A	3.87678717552474
ASAHL	4.4968368365809
TRAF5	6.06149233031829
RAPGEF6	5.47351910032846
WHSC1	5.650821130441
NEIL1	3.71884242061235
KIAA0020	7.3091458837894
C16orf45	5.09221564548595
GFPT2	5.65828950968128
RBM10	6.98089438739154
MRS2L	6.61254874193754
DNAH17	3.25993846566277
STARD5	3.76200269788895
C19orf10	7.59017092662442
SIP1	5.06192965973912
DNAJC15	6.16149036504229
C1orf160	6.73058114766369
SLFN12	4.98913208645785
STAU2	5.60563708177227
FAM98A	7.89682378419411
EXOC3	6.48098958994762
RAD23B	9.25201772108063
HIST3H3	3.70861821306186
NCOR2	4.40951679766795
TNFRSF9	3.17620191704393
KLK8	9.97428328892438
NOL1	6.17655256577544
ALX1	3.69235264253555
CCNE1	7.22996397961328
PKDREJ	3.61191869638767
TIAL1	5.93920632175192
WHSC1L1	4.3354781345242
HIST1H1E	4.15899775647239
SMUG1	5.75992901096838
TM4SF4	3.70086067025136
NPY6R	3.35330300043302
UFM1	7.74720844668901
AP3M2	6.52219597671188
USP14	7.7581158363615
CORO2A	6.78016837637554
ETNK2	3.49276760125138
APOE	5.65808070189771
ANGPT4	3.97134217082318
DSTN	11.1046145890026
SFRS14	4.8972388188635
FRS2	3.20762953185252
NR2E3	3.28219862310356
ST8SIA4	3.39882261325495
GMPR	7.21680446175532
TUBB2C	9.18518698199876
LOC730092	4.00934666784507
ORM1	2.92454613946580
HSPD1	10.8443659532636
C5orf13	7.31149569732886
F2RL1	7.19396654617647
PLEKHA9	5.0650193184608
ZNF232	6.00747064056268
SLC6A7	3.47522059191114
ADH5	7.97464328740486
SHBG	3.51119466242582
DSCR6	3.80626846719905
CROCCL2	3.40760347584266
CDIPT	8.26562892350362
SLC16A5	5.66107685644843
TUBB	10.1368426776128
GAS2L1	5.44429961557407
TOR3A	5.78389217608237
PREP	6.10854088725902
RFX3	3.64403360992611
CHMP1B	7.94617497294315
COPS4	8.2503318177366
MYH6	2.94925232392889
BCHE	3.18648984208811
MAP3K13	3.90899852530679
LCMT1	7.34747850000709
EIF1AX	8.37417174800014
SLC24A5	2.96263499271263
BCL2	3.48706094041797
HBZ	3.11795581771309
HCRTR2	3.0962431983706
TJAP1	5.7260346561843
MAPBPIP	7.25201252204219
TMEM156	3.26248214984636
MYO15B	3.61764300434533
ZNF239	6.0747732301437
KIAA1324	3.20017363279125
PLCL2	4.77859082664036
C4orf29	3.65539587733778
SNX19	6.53038811868392
NAALADL1	3.05696757403715
DUSP5	6.22202836184066
GKN1	3.8434377690936
PXDN	8.61623674717505
FCN1	3.36537758063037
SLMO1	3.6617563556039
TNXB	4.18223808878729
C1QL1	3.12995098049060
BIRC7	3.63348795547656
A4GALT	4.25311199043434
TIMM22	6.69089093209114
ABHD9	4.29656044274283
TOMM34	6.91920331917518
ZNF35	4.26236027701311
LIMD1	3.52759142544907
CARD8	4.61815066950137
KIAA0286	5.08303029809766
CD6	3.69135121063452
RSRC1	7.31474033130584
TOX3	2.89468992973281
C16orf35	4.48974826733503
CRHBP	2.9672603896865
PTRF	7.100471139269
FBXO24	3.01593240041076
CHST11	3.84604976233593
THRB	4.00789283971625
RNF39	4.69000127614766
MYBPC1	3.25402978578385
PSMD11	8.00040926065447
ALAD	5.52864857009774
AQP2	3.37284407548256
EN1	3.03255563320968
GSTM4	4.27036320218026
ZNF187	5.72801826719126
CDC42BPA	6.39004441385561
F7	3.07898517578610
CNOT1	6.32277345146564
SLC13A4	3.26195859730584
ZBTB11	7.55560230043002
B3GALT5	2.90449139293339
LUC7L2	7.29577804112625
SPTBN1	4.7897512291735
EXOC2	5.71925124784744
LSM4	6.75589499410847
IRS1	5.48772241780679
TMEM1	5.27400455494916
MRPL34	6.98732083469911
SAMM50	7.73960881482511
CDC42EP3	6.0249110403063
HSF2	4.68180492073678
SRP72	8.22749241126388
MFN2	6.25784804431834
TSPAN7	7.36860330556465
SGK269	4.05112063411725
NUCB1	7.34405502319384
RHOH	3.40592465533197
MTX1	7.76378273772216
CENTA1	4.96221893379896
ATR	6.82145188807553
IGLV3-25	6.35247386823149
DDX49	5.50717533951337
TACR1	3.41767510638837
SFRS5	6.64484646989689
THAP1	5.62479712885073
RHBDF1	6.80172128347522
RASIP1	4.39743061673988
DPYD	6.83910102142341
MYO5C	7.46062237274559
DOHH	3.21375391564380
POF1B	3.88292435057285
MAPK10	4.13862678972652
ZNF552	5.34794179143681
USP32	5.24337884964485
MED27	7.55846217098416
NCAM1	3.64371617534429
LOC171220	4.65078290089525
PRDX4	10.1658321291132
AGT	3.31182258145349
SLC22A14	3.75417187687811
DAPP1	5.75246068515805
PILRA	3.8571102392503
ATF7	3.66470583851227
ABCF2	4.78974267367009
KIAA0748	3.29912387437704
C17orf85	6.10345174171609
TKTL1	3.19522244960572
FGF1	3.62589541867837
IL6R	3.92799772151444
CHRNB2	3.67416920334064
COL7A1	4.18320283957072
NFIL3	7.89716125136214
LRRC48	3.37900586963956
TM6SF1	4.09132400158232
SPG20	6.96977250685088
COX10	4.93104062668969
DNAJA3	7.0291330169425
ECEL1	3.63190463165173
GCA	6.55085303464552
GLG1	8.23681128665245
CIITA	3.35201216487955
CLDN6	4.6021935496802
EPHA4	5.1771418106646
FANCC	3.88995813934562
MUTYH	5.31857659709678
L2HGDH	3.64885214205226
GPATCH2	4.70371636498843
PSG3	3.1510616112561
ZNF227	3.76170329196611
MRPL15	9.19612616770181
NQO2	7.37069964402237
C21orf59	8.15595372747846
ZBTB20	7.0044509173907
NEU1	8.23854337573737
QRICH1	7.13280971309308
C2orf34	4.710572721953
UBE2L6	9.74554179932324
HP1BP3	6.29161603627338
MED14	5.00732006964859
TSN	6.86856872652083
TPBG	8.52366137355867
SPRY2	6.52542988364611
LZTFL1	7.10893021894791
OSR2	6.66447896885098
KLHL7	3.86040644875652
XPC	6.71730742284774
GMFB	7.65712869604538
PBEF1	7.31953224570951
CCR3	3.12849801218138
AGTPBP1	5.83909698366844
TMEM8	5.813878831254
PCSK6	3.51751200955893
STAT5A	4.56333175317368
FAM18B	6.98659515868347
PTPN2	5.68104115912124
SF3A3	6.61531868864265
EFCBP2	3.631917283831
HCFC1	5.56786534910866
NFYA	4.31403980694431
PBLD	5.21524444041293
PIGF	6.74994541256432
AHNAK	7.43865887561016
ACTR5	4.50457595200822
KIF14	5.34003506982529
PTGER1	3.84288970007491
NOS2A	2.96133990836476
TENC1	5.38430289034246
YIPF2	4.95609596675611
ETV2	2.99572954800664
KIAA1012	8.70927316596703
C17orf53	4.00191598975096
AHR	7.5687751383064
PTPRH	4.06216310048754
ATP10A	4.39076855123575
ATP6V1C1	6.63799347138656
DPH4	6.47713384154577
TAS2R3	3.18572024302485
C5orf5	6.69012578426315
KCNA4	3.82446945168406
COQ10B	7.61879300769906
NMNAT2	4.50354565672536
PSMF1	8.15746860359046
SORBS2	3.89598845824836
NFE2L2	9.35852310284209
SH3PXD2A	3.79377950797077
NRF1	4.21402557388114
SPINK5	6.33414764271319
SH2D2A	4.13265833778894
PRDM12	3.29754351568459
RBBP6	6.71644909048941
OPA3	3.34455910097285
PAQR4	4.94486243043904
IFI27	11.4122896970912
SKAP2	5.18040575682965
TJP3	5.46692632109117
C9orf61	3.91131728078898
MT1G	11.6546644331249
HS1BP3	6.39912260530862
IDS	5.55682456152837
PARG	5.97116874479359
OR2B2	3.06769415330185
DYRK4	5.02177602901894
MICALL1	5.02058240723899
GALR2	2.85391077516670
CHRM4	3.47645525285435
RIC3	3.08294359305909
GPBP1L1	7.44591646576948
ART1	3.32877530393075
TBX21	3.16584653997253
DUS4L	4.87902564641389
KCNJ6	3.38441989234538
TNFAIP6	6.17713679100421
CCT4	10.3123016190205
RTEL1	3.65479705334135
CASP5	3.93701356198219
CHMP6	5.07342148564107
BRD4	6.18687199476908
NDUFA13	8.7117119193045
CYP19A1	3.10560867451248
CD151	7.6939317374268
DOK4	3.90585025297338
FAM26B	7.00153344199103
ARFRP1	5.04235056113199
MRPL41	3.03983206287669
CRYBA1	3.04188670687746
HRH2	3.69098052801553
KIF25	3.53013363219422
MTMR6	6.38123056593143
SCAMP3	7.52641088282181
MTG1	6.03551531328104
UBTD1	4.04680694545732
SOX9	6.87964699936135
CRABP1	7.5420922991627
FLJ33790	3.3631336328848
FAU	11.0388977286796
DTNB	4.22312748444616
CARD9	5.39434859788143
PACSIN3	4.646333803261
OMD	3.73102406802849
HOXB8	2.78192485663431
NSBP1	3.78472888775365
SLC4A5	3.42492039208284
FBXO46	6.12656505863187
UGCGL2	4.99812038158636
SVIL	7.96280468276125
OAS1	7.93539276968671
PHB2	10.2132356657747
NDRG2	4.15317765225186
ERMAP	5.42279828673664
GRIP1	2.84552890952714
APBA2	4.39348852590677
TCF21	6.36741915066309
JPH2	2.99515598274856
DLST	6.6003637137831
SLA	5.30747961182103
AMELX	2.77580476246731
WNT6	3.29574217438332
ATP2B2	3.61418096722244
CPVL	6.53462442889477
RGS20	2.93396901912076
TRAM2	6.971739559746
ZNRF4	4.37876740492707
ZNF419	5.07749802584657
LXN	7.89623760063742
TLK1	4.91252702248657
UPK3B	6.52822122582981
MTMR12	4.16801465334307
KLHL21	6.62145542449404
ZNF384	5.03854278083735
PI15	3.29825251367212
RER1	6.83689453155563
ELAVL2	3.17731277291221
KLF2	6.72609714344635
RPN1	9.37503624862833
PMVK	6.57831878610932
EIF3D	8.89730410161171
SIX2	3.49803974870435
HPS1	4.79363505838078
RNF7	7.26292224012148
TFE3	6.08154780181975
C11orf17	5.41301128232348
SNRPC	8.47629702202605
KCTD13	4.50957242709875
DLGAP1	3.32226431618496
PGLYRP1	3.50266357317997
IL8	4.56041610512541
IRF7	8.18805151134849
SERPINB13	2.89483274739924
SET	10.0989754746360
NAB2	5.00256318689065
MGC40069	3.82556383478632
BLR1	3.23872820356591
LRP5L	3.72280409232655
FAM120A	6.61325485344936
ASCL2	2.91997277800576
PCDHGA10	3.88543963166572
SHH	2.95774158389399
SH2B1	4.7150623120998
ATP5H	10.9691181588448
THPO	3.17054645109507
HIST1H3E	3.46065161662225
TYRP1	3.38494562543799
EIF2S1	7.29077218258192
RFNG	5.72837291214482
RAB20	7.02941698656855
TNFRSF17	3.66922645491463
RBM7	7.85327509450298
TMPRSS4	8.09221290281127
NKX2-8	2.91961051157816
C1orf115	6.07017434994084
TAF9	7.57284984882907
TERF2	6.95241457992236
TNFRSF1A	7.51173431888674
ACADVL	8.7869244575083
ISCU	9.0842603311566
KIAA0841	4.78096040836388
GTF2H5	8.5237150872642
EDG8	2.91848449598095
RAB15	5.64655980878317
HBP1	5.79026078701248
TNNT2	3.56629402068020
CECR5	6.13469453436329
JRK	4.62946612891636
PHGDH	7.9419042545542
XPO4	4.32398725200115
ARHGAP25	4.95222508612299
CA9	4.89991188612396
TLX1	3.24980643992717
GPS1	6.37317434877928
RPS29	11.4123151557469
MKLN1	5.75400086940748
ATP6V0A2	4.27428358954498
EMR2	3.38873968211663
KIAA0319L	5.42066688806978
DOPEY2	4.30750754471325
SLC29A3	7.15766149378102
LGALS4	4.3555743761684
SDHD	9.34052208191054
USH2A	3.07442569431398
NF1	4.48442649961074
IMPAD1	6.23949685077478
APOBEC3A	4.46708545854383
OLR1	4.18183984819957
HCFC1R1	6.85362394930922
TAOK2	3.63544756484828
NRAP	3.43008075802851
PPFIBP1	6.70651583164391
LYPD3	5.54565892264039
BCL7A	5.21109052927047
AGER	3.30541135390185
MCM10	4.34409946389591
MAP4K3	6.84739365640328
PFTK1	5.59292483977212
CBS	7.23517165419077
CLK3	6.09702922375952
KIAA0753	6.78506467419066
GABRE	6.75346334365154
FIS1	7.67900796092163
ELF4	7.33539376239568
C11orf49	8.11030997698427
CLIP2	4.84798817363169
CLPS	3.72410266247905
PPCDC	4.44188138293476
KDELR1	7.26359974534363
NT5E	6.24748152065535
FOXN2	3.95359364608401
NCSTN	7.70400165548692
PARP4	7.91034042959747
CD83	5.98544250746995
NPY	3.34787652338085
IL18	5.32232703947274
BEGAIN	3.15502262959897
VPS16	7.0758127247479
SLC16A2	5.08217487278985
SLC35B1	8.10629455703031
C4orf20	6.56769130569614
IGFBP2	8.70839246159747
NOTCH2	7.3661379538175
SIGLEC1	4.74762672842706
SLC9A2	4.31812336641468
CD93	6.1569010392407
CEP164	3.93830427300115
P53AIP1	3.27434502110602
ADD1	7.32973722308472
ZNF136	5.80550999060975
ANP32A	5.18047389856337
MGP	8.5671840234242
DNAJC1	5.88372719365393
CCDC144A	2.95509185117321
ACLY	7.0894831326669
TRPC1	3.80007992513375
CYP4F12	3.74974577675922
FKBP5	3.61067861584016
SMS	8.60813703428386
MAPK7	4.70456088077619
RRAGC	7.70272564585651
PARD6A	4.26350089067646
CCDC85B	4.29028355065163
SYNGR4	3.20674774630436
WIF1	3.17937200565885
GCH1	6.39570330642195
STRN3	4.9899717452483
TMOD2	2.74670313011704
FLI1	3.79639079605524
DGKQ	3.64425205327983
MAB21L2	3.03814771497091
SCNN1B	3.08450851518322
ECHDC3	6.40763964867578
TMEM106C	8.33933598470003
CSNK2A2	6.33027806364128
GPRIN2	4.38334240383067
CPA4	4.017112878639
RPL39	12.6040311380051
HERC3	3.81386043864598
MELK	7.52031642023535
IL15RA	4.99867529757712
HMBOX1	5.77265014118847
CUL3	6.26797565227239
PODXL	6.90216972993866
CCT6B	4.54371178544064
GPX2	3.95144169357976
ITK	3.76788670413698
CLIC5	9.0727021302297
RABAC1	8.69957382997516
YPEL1	5.12261791080209
DNAJC4	4.04588344973709
NR1D2	7.9807185328309
KIAA0776	7.7296179432109
FBXL5	7.46797762203057
C13orf27	4.94763774047926
DEFA5	2.9560453476116
TRHDE	3.2777804529069
ZNF536	3.07912910148048
MEF2B	3.56521622582484
UQCRQ	9.53249623587053
ITGB2	7.16339155239903
PTPN4	7.0149196466688
STX5	5.86647281975459
CD72	3.69626047198204
ERH	9.6526107601952
XRCC1	5.61526008365478
VEGFA	7.54643598246411
MPHOSPH1	5.86904526523358
MORC1	2.91879573890120
PARVB	3.93235714727992
ELL	3.482499023101
SETBP1	4.66072202832205
CDH11	8.34568840310269
NDC80	6.14349594504933
GIMAP6	5.49014014157324
AREG	3.73186549081121
BAT2D1	7.45713259989732
CDS2	6.36545848192554
LIPT1	6.36565497575101
SENP3	5.82958890445346
IL1F9	3.35861002296937
GRIN2A	3.48619757033917
MAN2C1	4.71832884551337
NSUN5	6.43328578068832
SF3B5	8.81211442162422
CEP72	5.23096944711718
MYC	7.90326082240865
NRXN1	3.11860354141711
DECR2	5.30388872311724
SLC37A1	5.34822134313576
SUPT16H	7.27679034590781
MUS81	6.38578908532524
PHYH	6.8350857616918
ULBP1	3.10239225011693
OIP5	6.46541992945612
IL10RB	7.58652875612898
OTUB2	3.32762692368425
NELL2	6.12422277679224
MAPK8IP2	3.77779388117238
ARHGAP10	4.78993645333052
POU3F2	3.05567482326847
RPLP2	8.1397906738505
FGF22	3.34840804106937
PSCD4	3.86966904816321
TRAPPC6A	6.00461515989824
C21orf2	3.67668002324082
CEMP1	3.01312755019852
IL1RAPL1	3.40894605971774
LIN7B	3.54991695015800
VCP	8.68151574265157
NKX2-1	3.04313778644799
BGN	6.50907184152466
LAMA3	4.12239515675175
APOBEC3F	3.22545664744576
COCH	3.11754307491714
SCGB1D2	6.58076621858873
SP4	3.60584921175376
SLC11A1	3.91927852839038
ICAM2	4.65189738570607
C21orf25	6.35886029149477
SH3GL1	6.93596407014921
RALB	7.43837740110357
GSK3B	6.88954991658898
GNGT1	2.87246663250017
GPD1L	6.96023911325283
VPS37B	6.75231040493495
TNFAIP3	6.73057928201192
C6orf32	3.54776297750471
ATG3	9.16437542995856
KLHDC2	8.40163734483285
NDUFV2	8.98987986912518
PANK3	5.55764202117947
BLK	3.0430940537023
MATN4	3.28492785683207
GPM6A	3.34415609670920
WDR82	8.22662959463537
APOM	3.89891159958116
PKP2	4.68518540610998
C1orf135	6.01181331723773
TRIP10	6.10966505334169
HRASLS	5.36969637992749
TESK1	6.25003495144723
FSD1	3.52529533692307
SFXN3	5.59332136093454
MMP1	6.55182406030531
CA12	5.78386410752287
ZNF611	6.09960079617822
C19orf58	6.27841060568102
NCOA6	8.48362834050962
PDE6G	4.28312849316109
PPP4R1	7.89906432897494
HLA-DQA1	7.56486898955156
GCLC	7.065087544428
MAN1A2	4.18185849686229
SEC61A1	8.18977359457296
IKBKAP	5.84671072486774
TWSG1	4.97717247128995
UPF1	5.66935428280992
KIAA1219	6.63829647744318
CTDP1	4.44107288362807
ZMYND10	3.83755642871954
WNT16	4.2575225089396
ADAMTS6	3.07764275185704
SNW1	7.79296698935245
IL18RAP	3.60693130116054
RPP30	8.0422453426006
KRT86	5.78480196089664
CDC40	5.99752605939962
SLIT1	3.58951937209951
KIAA0574	3.41850968891184
GTPBP2	6.62075801376305
SETD3	6.70290072696854
C15orf44	5.85053376934259
PRRX2	5.14404219222211
GPR110	3.58424159867473
C11orf10	10.2671207111851
MKKS	8.27614400450591
ELK4	3.24177721254261
ACOX3	4.56506243848243
ADCY1	3.36814487067849
KIAA0372	7.26316301446030
TP53AP1	4.65805541623162
RHBG	3.68132421202029
SMURF2	7.93776568184067
TP53I3	6.43645942580546
EBP	7.48510995119241
SLC22A3	2.99534613251968
TOR1A	7.83664600105591
P2RY4	3.30294649129884
TRPV1	3.92025943581619
ADAMTS12	3.51206093436154
PES1	6.04983459347769
UCP2	8.9604710410399
ATG4A	5.53297723111051
FOXG1	3.6924619424238
MAGEA10	3.86106967360072
WFS1	7.52489544640142
TRIM24	6.16387566900766
PABPN1	9.14808784598875
PROC	3.39758585708168
SLCO1C1	3.41049573422352
SLC25A30	3.25121020144536
SLC22A5	4.84043478471718
DEPDC1	6.08038735122747
KIF23	6.31413553537133
SYN2	3.68154147831248
ASPN	5.82282199226451
CENTG2	6.99047042400857
ZDHHC17	5.0376411221084
VNN3	3.95555670620150
KCNH1	3.63273233865415
PPARD	5.34879743519814
PSMAL	2.76883318140950
FLJ10815	5.08198786874198
YBX1	9.86838541497258
STK24	8.6208325008301
SPEG	4.92077580328918
STK10	4.65952756782867
ZNF695	2.78175870812752
SCTR	3.0910610026146
AAAS	5.27376444529037
SSX3	3.29410199978186
ABCD3	7.6942523447594
MTF2	5.92708302720504
FIG4	7.72327565833849
TMCO6	5.01735436403918
C9orf46	7.45375617438431
ATP6V1F	8.82129928193534
IGHMBP2	4.79618421403596
CCDC94	4.58586249179345
EGR4	3.17446065216692
DUS2L	4.63658557044684
FAM3C	10.9029333329676
DCTN4	5.74189619124669
EIF2AK2	6.75082145844635
CST4	4.19533435634835
CCL11	4.67906070290152
LMO7	4.06060078285214
PAM	9.22808338967627
NUTF2	8.66382376517148
ADRBK1	4.83950252933075
ZNF84	5.88462367554058
SLC39A4	8.34511485896074
CITED2	7.2239318763131
C12orf49	5.83969867678557
GRM3	3.00206884306812
CCDC49	4.61057060013066
STARD8	3.77545274743131
FNDC4	4.47507373249095
SIAH2	6.56305542371316
CCDC103	2.87101520239381
ATP5A1	11.6753448231170
HTR7P	3.23628052309284
LALBA	3.10390662310316
RMND5A	4.74215788902041
ATP5J2	9.2647814652437
PSCD2	6.94519402756793
MMP3	4.13181363872420
ZNF409	4.0983930959053
CRHR1	3.25011535575324
WDR70	6.88738053775714
ZFAND1	7.19336382934777
CCL18	3.31456803247371
KRTAP1-3	3.00061642609316
RINT1	5.42023498647695
NRN1	3.61468210199394
SPAG5	6.27974715565458
KIAA0408	2.71152740181523
F13A1	7.06806086857508
DNAH7	3.30108432850972
SLC10A1	3.77555381989901
BRCA2	3.12650503548377
ACADM	7.81260801585945
GIPC2	3.1841994902042
OGN	5.63056720343392
RAGE	4.4350404499236
XPO6	6.52385061874968
FMR1	9.21642660457516
DUSP3	5.77756345010683
ANKMY1	3.54097356932787
CHMP2A	9.16397852094311
FAM8A1	7.91376861462302
GPR21	3.94801372006323
BBS9	4.53041157633926
UNC119B	6.58363877376158
SLC12A3	3.12853356761423
ZDHHC7	6.97331313035968
FVT1	6.7938235542814
ENTPD6	6.86704123532134
PPP1R2P9	3.23855081012129
ERCC4	4.12329796673275
MMP8	2.87567249445416
HMHA1	5.13989010624976
RAD23A	7.6471741407184
ACY1	6.80187479075345
MT1E	9.86825663080376
PPP5C	5.36147772898776
GPR20	3.2592783497032
RFPL3	3.11039569012348
GHITM	10.1251610289846
SCAMP4	6.04267735769957
NARG1L	4.21466359161321
MYO9A	5.57337825920435
BLMH	5.39347058864871
NDUFB7	7.21484928121302
ADCYAP1	3.10188577020324
SP110	6.8409860912305
MIER2	4.02136990510674
KIAA0513	3.84010511013968
SH3BP2	4.05642074421865
PNMA2	3.6057984706592
MAP3K7IP2	7.47537943565007
AGRN	5.35933348345879
CEP290	4.06369904515567
ANXA10	3.30399223215032
RTN2	6.649299272342
C14orf133	6.15539313339127
PRPS1L1	2.87568505428700
PRPH2	3.94466961883554
KLRA1	2.75242556672497
IRX4	3.0518868309277
GOLGB1	7.41838049149585
GPR97	3.46167727670869
NFKBIL1	4.96790907417845
CHD7	5.27379488794497
APBB3	4.09531701437064
RPS10	10.4392372615044
HIC1	3.10089152073248
TLE3	4.42383940965128
PSMB7	10.2519157587408
IAPP	3.54983213116626
SHQ1	7.12074096171463
API5	6.65486587121916
GP1BB	3.68536241481883
FTHP1	9.0880978637523
TRIM6-TRIM34	5.57607128783483
SLC6A1	3.46711270549534
OCLN	5.61082491410944
NAGLU	4.65027475702601
PTTG3	4.96654259211681
FAM117A	7.20771114313381
SPRY1	7.66927522983874
FLJ10781	7.77482837254068
CDON	3.5277820645033
SH3YL1	8.52982228069652
IGKC	7.21824231479281
TREM2	5.37568471511104
MMP14	4.9363615272793
SERPINI1	4.1906911288259
HDHD3	6.33278820249614
DYNC1LI1	7.04592609844616
FASTKD5	7.05578551987386
TDRD3	5.35054119304042
THSD7A	3.58181752554097
NDST3	3.27889533672531
CXCL2	4.9121595913054
DHRS12	4.01806091424002
MAP3K15	8.26414704839095
FBXO9	7.23305817956631
APPL2	6.00342354893597
TNPO1	7.9111699584803
CARD10	4.40850104607122
MRPL13	8.40699151187746
SNX5	7.93929009196714
EEF1D	7.93978785936701
RAB6A	4.02267174050379
SOD1	10.5814448394765
C12orf5	5.4118358890307
PACS1	4.66620449507609
PAPOLG	3.25057976199575
CHML	3.23348992858493
SIRT5	6.2279578417024
MSRB2	7.17067862364072
BCR	5.60864207713205
PUS3	6.03345812233039
CAPN2	10.9656421567022
FXYD5	7.60197612240794
TWISTNB	3.20633475010795
UBE1L	6.0234878794893
UBE1C	8.0561964625652
CHD2	3.04149522947864
C15orf2	3.40387527769637
FZD5	5.4244672085467
NR4A1	5.53937952378552
LOC339047	5.84268103976259
TRIM17	4.45428297540182
ZSCAN21	3.12155960165422
RPL15	11.6799462867605
ATP5G3	10.5694489912895
PRC1	7.58707450617578
ADAMTS8	3.25058814653777
ABCB9	3.89337162140162
HOXC4	5.03003967024268
TRAK2	7.17679100084265
STAB1	5.53168164963562
CEACAM5	3.0161026542679
MYT1L	2.94967000153414
RASA2	5.31428063759493
LRRTM2	3.2053400037768
STAG1	7.02155392034322
OSBPL7	3.55561446966251
GIMAP4	6.39469530884076
FUT3	5.50531584078764
DBI	9.41427115606454
LPIN2	5.51156567530653
PAPD1	7.03366278056523
APOOL	4.98444757841276
DIABLO	8.78790275861114
ARMC9	4.59127990355783
RPS6KA4	5.13782934717362
TRHR	2.98684597165494
SLITRK3	3.56128852792525
TGFBRAP1	5.16184937297298
FAHD2A	5.58259488033128
CNTN1	3.52852731925529
ZNF211	5.11092276177348
BBS4	5.40124346439406
TMEM181	3.50917492101451
PFDN1	7.4810670952338
MINPP1	8.01212118154631
MPHOSPH6	6.571874596422
RGS11	3.15078480444132
HOXC10	3.21065053736316
ITPKB	6.2937190239181
HS6ST1	3.32385933634831
AKR1D1	3.29063988161252
TNP2	3.10872145070103
MEOX2	2.99593005658349
EML4	4.97510424837718
SGTA	5.46034365135382
ATP6V0C	9.74777811181354
PRPF8	8.40916534200903
PSMD6	9.53650453900686
HIST1H2BI	4.57240648680549
TMC5	5.08869476303901
FKBP3	8.5623078816989
FLJ20273	9.49243267608412
PLEKHB2	8.24034836875755
RPL28	9.07622077627443
NOX3	2.81941655824416
ZNF544	7.14054896539366
EPYC	6.37611598079806
ELAC1	3.47696184561844
METT11D1	6.33100520399112
BIN2	3.86511477052285
NACA2	3.21414818887342
RPL18A	11.9989499218289
UBOX5	4.79745829220159
TCERG1	7.56988723830922
MPP6	4.29515206647931
KRT16	4.19015231586734
UBE2O	5.1435999487669
KLF5	8.03485973527711
C9orf31	3.56911332131835
APOLD1	6.08316862568514
UBL5	8.7068970847213
ARHGAP29	7.8567923308194
TNFSF8	3.24872934524815
PDE5A	3.03305157623109
CDR1	2.79129397142554
FBLN2	4.29001828428
C14orf104	5.53070982443728
HBE1	3.01478398032575
ROBO4	3.17347981835723
C1orf108	7.00184780164328
FOXI1	2.87794572934937
BCKDHA	7.38969356397238
RAB4A	7.23933266424224
C11orf80	5.20713202018607
MYOC	3.49791650668736
GIF	3.52892930358346
TMEM39B	5.68495114367495
RPL3	11.7634085269038
THBS1	7.16007637363457
APOO	8.35283819565558
ATPBD1C	7.32525288186381
