Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D01_458642
Composite Element REF	Signal
RAPGEF1	3.8147377396447
HSF2BP	5.13151176208941
MAP3K8	6.94536765686666
AKAP10	3.54081575719625
DLG4	3.18348848927699
STC1	4.36846543070319
RPAP3	6.70945029410902
STOM	6.27311261921984
MUPCDH	2.97916131114024
TMEM14A	9.38447904853022
TCP11L1	4.01407429023377
CWF19L1	4.63545542539995
MYH3	3.09953289889481
GPKOW	6.51330990609327
YY1AP1	7.628338401506
SPON1	8.23866990081383
SULT1A1	6.011238347595
RAB23	5.59742268340364
PLA2G4A	3.79746363561441
MAPRE3	3.22473758602396
SPEF1	3.32761596014579
GGPS1	6.78019711778928
C19orf42	7.63773240638528
MAP2K2	4.51646566638765
HIST1H2BB	3.75748787897908
ELN	3.89073657968347
RNF19B	5.01759546922947
MPI	4.63537626436721
MEPCE	7.46403627430778
TLR8	3.29919767536818
PCDHA9	3.28867376192401
ABCC3	3.65805977586084
HLA-DMB	6.54693789818858
RRAGA	8.99313119768217
CARS2	6.4694793594422
ANGEL1	4.33551847874165
CLUL1	4.66735597450311
RHAG	3.12947122248144
C9orf95	6.65572254281587
C14orf143	4.98501116615348
CPN1	3.28481577113939
ELA3B	3.66284643033721
HLA-A	11.2791232557173
EDNRB	4.00309872086553
LDHA	11.2694076575006
MRPL20	10.038232967247
SCD	4.93985994114703
C8orf55	4.56898696121428
ATP5S	4.90084986003437
RABL4	5.39684057717345
SILV	3.57723622342452
RCVRN	3.27503296121499
TEX28	2.96314973704886
SHANK1	3.81584284882455
CD226	2.98330730219376
TCTN1	6.46260661195385
STAT3	7.66108436106723
PPP2R5C	7.11434618670036
SYNJ2	4.25683955224896
CAPG	6.76845230250323
MBD4	7.29142198238436
SLAMF8	4.07909360982630
ROBO1	4.31375881009271
ST3GAL6	4.54017215417184
ATN1	4.57006437654256
MPZL1	5.90092400582995
ARSB	3.25260725715889
KRT36	3.31124206514866
MAD1L1	4.88118772712707
DDX52	4.86981709345772
AMPD1	3.42393414813766
INPP1	5.26516518709594
DPEP3	3.33164274000546
DENND4A	2.99373337833882
ANKRD11	6.66100137303916
EIF5A2	3.88749210094956
CAP1	9.65206933257648
NT5DC3	3.93809209208724
SEZ6L2	4.87979963210723
SEPT9	6.20124090955509
GUCY2D	3.29936175722561
VPS11	5.93176025469292
CPM	4.146562460986
NDUFB5	9.46886948266929
CIDEA	3.5444526321605
SLC26A4	3.1793679050092
FAM59A	5.29947816855528
N6AMT1	5.08473168213641
FBXO5	5.59298185067252
SIPA1L1	5.82726312773983
OXR1	5.60883639876245
DGKB	3.06815126146452
DPYS	3.07864858759988
GCN5L2	5.32579224980568
MIR16	8.34598720004924
TGM3	3.20621012753179
MTCH1	10.5893619813316
WDR4	3.77753575978735
HK1	7.76156371024699
PDC	3.02485424224728
VPS33B	5.53133469535151
HEXB	8.62147454067566
GALNT12	4.99592298535721
LOC339229	6.93580881461699
MRPL35	7.01434948982803
ORC4L	7.09633795586781
TCEB3	5.91228871916934
TNKS	4.31931269003306
C2orf24	5.54158763112752
CRLF1	3.57990538356678
GGTLA1	3.51400498506348
PYCR1	7.28449668861939
CDK5R2	3.35310252797769
WAS	4.79274532294839
CCBL2	7.34561640110769
MADD	5.0486569874469
CDY1B	3.61142155378607
SLC30A4	3.24239929734158
WDR42A	5.65149135215859
TUB	3.31853894823588
KLF12	3.76395552674304
ARHGEF18	8.09994938155464
ARRB1	3.28135589238275
KCNK1	5.01403324421156
HSPA1A	10.3619991751313
ITM2C	7.58540362610099
DAPK2	3.9205348608585
RUNDC3B	3.27419954351924
SCAMP5	4.77804603912479
EREG	3.02661343660159
IL17RB	5.5670945254751
CENPA	7.21477325954963
TMED5	6.79606744150611
MCAM	6.20381426872114
FLJ20323	6.7608428641278
CDH6	7.21469545545393
POLR3E	6.73379519021607
BRP44	8.19421790453378
OR7C1	3.39466064149408
AQR	6.61902560831929
THG1L	4.21801861800239
CAMP	3.93171751989770
GABRA2	3.27889888051754
C14orf166	10.0854656514065
ADAMTSL2	3.34314802546735
MYL1	3.13882940085549
TNFSF18	3.47239262318446
PPIB	10.1354739836433
KLHL4	2.84609865141134
SFN	5.89420957384802
FRAP1	4.44419027793507
CLMN	4.44100738851873
GOLGA5	8.02710805055891
SDCCAG1	6.3236000353479
SSTR3	3.23853914832551
MAGEA5	3.58885185781024
OVOL2	6.06198106277988
C10orf95	3.68874151968718
RBL2	6.72184214500171
JMJD1B	6.27113684513797
PPP1R10	5.16466053539594
C1orf163	5.75901427370212
CSE1L	8.09039756080875
ASRGL1	7.79637326843216
RDH16	4.04590027613617
TOM1	3.7036765549821
PTX3	7.0535953263388
CENPN	5.18039589194671
TTC15	6.61038957965725
TMED2	7.58736859426897
ANG	4.91057695065388
RCAN3	4.32326481252661
CINP	5.68021721169849
U2AF1	9.62496854432646
NMT2	5.57331018130832
OSGEPL1	5.41412660663779
DFNB31	3.85458032108007
MARCH7	6.74206401233226
SLC6A20	3.34957995752637
PFKM	8.14189274795882
SGMS1	5.65067050673612
DKC1	7.69078460295397
MGC5590	3.21740131292351
CREBZF	3.87779514655626
DAZ1	3.54201835837744
RIOK3	6.26568772052655
PRPSAP1	7.28895673078264
GCHFR	5.58808027057619
LOC196993	3.05111034237188
UBD	4.18604591017592
ATG9A	5.3526821050779
S100A1	4.96404494051851
RPL6	11.3913180704633
TMEM40	3.35084761750054
DNAJB6	7.0705810512383
ELP3	4.91726872256047
ZNF787	4.14397184083871
KERA	3.21641343033038
PELI1	7.780138933358
PPT1	10.9013276421193
SLC35C2	4.92213394022447
MT1X	8.3456710796427
UBE2B	6.42164599433243
KEAP1	6.50026177810041
MST1	5.42033471698071
MUC4	4.44402960609216
RFC4	9.39590016820527
BCL2L13	5.20472172556555
GNB2	7.20937839783812
NUP50	4.75625985680341
SULT4A1	3.80560907757470
S100A8	6.23637585887754
C7	7.47165834739775
CCDC130	6.32296718374186
RQCD1	3.6335863982659
AYTL2	7.01294637723606
MTUS1	5.17318455347014
ARFIP2	6.67647816482034
UROS	6.43919755959805
LEMD3	7.10136163828763
PLEKHF2	5.94925588672255
KHDRBS2	3.13373079919392
HOXA7	5.06616722226666
POLQ	4.57945152457854
GTF3C2	7.47033441745689
SOAT1	4.72812520971555
SPAG4	5.68489840263896
MRPS30	7.49157422817467
MR1	3.75565299128513
UBE1L2	4.51052418418514
F8	5.6745390580012
KPNA5	3.1808300347191
ACHE	3.3551468747603
TNFRSF12A	6.58123483794768
EGR3	4.97695098965873
TCEB3B	3.1888731293346
ZNF184	7.22118130267324
OASL	5.1709756238875
SERPIND1	3.08045615553779
IFRD1	7.59509718604775
SPINLW1	3.03515667886412
KCTD9	4.66539078792658
PRR14	6.06478831261663
ZNF267	5.1454243989128
PPP1R3A	3.25572045081564
ZBTB6	3.41633250619073
ACTN2	3.485382700661
TXNIP	9.84335629570881
NUDT3	6.25427579764763
DFNA5	7.02755086469972
RPL36AL	9.48611051730273
KLK15	3.46001399068224
RAP2B	6.06884206324313
CHAD	3.46368837595924
HEBP2	10.0865382900653
GABPA	4.28626853959207
CAMK2G	5.35100174921632
TLR3	4.6214407797625
FGF14	3.00109855078303
HMGB2	10.2202899008190
POLB	7.65480491840782
KIF3B	6.37490707737386
C3orf27	3.42084187356727
MTMR9	4.96683695167485
SEC31A	8.79434972433485
TRIM58	3.89330597527604
TAS2R14	3.12079141867405
NSDHL	5.77419065442959
GLRA3	3.04319487070924
VPS8	6.65407863903969
H1F0	6.02353897859909
PRKCB1	3.7316926471229
POLR2D	5.34946455001641
UGT2A1	3.17823811185250
TOR1B	6.58992151495886
LSS	4.56552247302339
TOPORS	6.16916440835707
HNRNPC	8.93196832079937
TMEM100	4.36612807967619
DHRS9	4.05951709464267
ISG15	11.5675945284757
DNAH2	3.69229335958047
ZCCHC14	4.3197536970904
FXR1	8.15801590660315
ZMYM3	6.98706932338687
CREBL2	6.64606116514222
TGDS	5.94727370388223
CASP3	6.36647430143162
FAM120C	3.71910906475218
KCNQ1DN	3.47168426791794
SCLY	4.03215993334555
CACNA2D3	3.57915581801756
CA7	3.36690952904843
ENTPD5	3.76951917600325
SUCLG1	9.45124419501848
PDIA5	7.53246983949814
KCTD20	4.12463045829053
WDR47	5.48767752741422
KLRF1	3.32610205500750
MAGEH1	6.62231272060851
PRPF40A	7.99792465520822
SMR3A	3.08218721972795
TAS2R16	3.01995511854367
SPINK2	3.20996806900791
NPY5R	3.25920765126464
IRF4	3.71770790085873
PRKCE	4.31774229972060
ITGAM	4.04282044357306
RGS2	7.96178076837782
DDX19A	6.04033654919796
PDPN	5.61599640248325
TMEM34	6.55734753662053
MST1R	3.6122306033252
MGAM	3.85253255727956
COL3A1	10.8341381767445
PTMA	11.994634063668
PRDM11	3.45396247329341
NAPA	5.69357235142026
DIRAS3	4.14399861212346
LIPF	3.37668779878542
PSG9	3.307713758884
ASGR2	3.1448985852778
ARHGEF11	4.38346528476173
PIK3R4	6.21327008309961
IVNS1ABP	7.37490270073249
SIGIRR	5.78004348978585
BTBD3	7.59233088025015
UBE2NL	6.11460958191915
PPP1R2	5.15750545670693
FOSL2	4.69396884052819
IL1RAPL2	3.67123815986437
C4orf30	6.39223421353479
TUBA4A	6.04378777917275
SEPT4	3.71176263910065
SFRS2	8.77020817225837
EEF2	10.4836306774695
ZDHHC11	3.10430696650451
HNF1A	3.57384628001118
EPHA3	3.11515353622225
PRDX3	9.9760083295856
P4HA2	6.20109564950751
RFWD3	4.82135378598137
RBM12	6.6314860483261
H2AFJ	3.42357003119468
EDIL3	3.62250252866954
LOC200383	3.71822253332355
SERGEF	3.81926987711209
B3GALT4	3.87350588120067
SMC2	5.53599210012677
LOC90925	2.98703721978797
NPFF	3.47589629900516
DEDD	4.75381821471325
SCYL2	5.79233177890817
PTPN1	5.08125960550902
ZNF174	4.1130081337207
MYH14	3.78558935868469
CCR8	3.34767259235474
SKAP1	4.23290203924937
GADD45G	4.45142192553829
PILRB	4.75011945771747
IFITM3	10.7966950693818
DNMT3L	3.5855831099317
GPATCH1	5.1879553436107
VPS37C	6.70503391026832
DSC3	5.77695915869851
TBX4	3.12366297368950
B3GNT3	4.35011516569853
LHCGR	2.96086869627538
SAP130	7.27852801088859
UBE2S	7.12837592136991
CNR2	3.75571736636943
PCDH1	3.8227163017554
ATP6V1B2	6.54762061410524
PLCG2	5.56564425649873
CAPZA1	9.17752279754873
GLRX3	8.73067204344166
HRH3	3.45514382320463
KIAA0247	6.07990400199224
MGC15523	6.94927289894097
CRYGD	3.50578393802017
HTR2B	3.24959409425035
CCR1	4.94610106364948
NUS1	4.54055991119228
DNAJA2	7.6603499198122
PGRMC1	9.28308651559663
UVRAG	6.72924472305889
ITGA2B	3.53117023176581
CLDN5	3.98020940975986
PTPRN2	3.51709493337712
PSAP	9.7446731125638
MYOM2	4.56719261307803
CHM	3.10059609565667
CCNL1	6.9256555752139
FAM105A	4.12555157718108
LYN	5.61681702240014
DUSP6	6.77418783871595
TGFB3	4.07914505615981
PCDH11Y	2.8356838296562
NAP1L3	4.41432677792262
ELK1	4.50614641519099
HGD	3.44184757789607
C10orf57	5.48803415899401
B3GALNT1	5.30275033047357
AARSD1	4.20426575469199
MYO3A	3.02860723067647
SERPINE2	6.30397342554296
GDAP2	4.39906365527322
MAPK6	8.33871312767599
COX6B1	10.3910265496936
DNASE2	6.33801435395377
MSH5	4.15632136879209
LGMN	8.1845002277614
TCN1	3.4438895250859
SLC24A6	5.15067759917501
TATDN2	6.96223941298917
SDCBP	9.77647530229796
NUDT11	4.18057405651683
LILRB1	3.87598055372788
PYGL	5.41724346718759
P2RY5	5.26477402166235
SNPH	4.17506126272898
NUCB2	6.60667302450724
B3GNT4	4.31380543915779
SNX27	5.43714578037388
C2orf37	3.54730030392704
MIZF	5.84461756295239
FOXO4	4.59708527400822
NUBPL	3.85524375731908
NOD1	4.42919536820718
ID4	7.87621705962214
CDH22	3.8083740751505
PXMP3	7.72512324067316
SOX5	4.03814336010251
NUBP1	5.64948523422673
DSCAM	3.99914705793089
INA	4.55834001328484
DGKI	3.19895274910614
MCOLN1	5.7055871463583
FAM136A	9.11890480496216
RIN3	3.80456295846772
NFIX	3.3949856969156
SLC16A6	3.46312782130076
AKAP1	4.53434171406060
PSG2	3.42465967198517
HIBCH	6.51722892518677
PLA2G5	3.22083735175409
TIMM10	6.74534545168559
MED17	7.21794098873587
PSORS1C1	3.22839552360259
KIAA0495	5.3365186818095
LPA	3.16406647655789
PIGA	4.30614389968358
COL4A4	2.95737875967663
LY75	4.85118781914172
TPP1	7.15067806395492
UTS2	3.05182146202317
GJA3	3.1664830803747
GALNACT-2	5.87135593981954
RREB1	3.36606696524401
TMPRSS5	3.70578739822196
MGC3196	7.58425238160069
FLJ31568	3.84250716508268
DNMBP	5.09681727872678
LPHN1	4.07469451930521
NQO1	6.53094397444632
ZSCAN2	3.35581173262984
SP1	3.57167997595254
TOX4	5.38048762010124
SEC24C	7.18609745984232
HSPA9	7.63582570849271
APOBEC1	3.12849439365900
SURF1	8.35844516537388
LSM5	7.10290559857868
ZBTB1	4.29401208674268
GTF2F1	5.238786941206
DUSP21	3.2280493239377
RPS15A	12.3179182210026
TAF1	4.02175688598693
GINS4	4.26989199905206
MYO15A	3.54205910895947
AP1G2	4.74202185323386
RBM42	6.16466958787497
HCN2	3.60593724162384
UTP3	7.16975927708549
HNRPA3	6.9695545409238
CKLF	7.12153699527584
U1SNRNPBP	6.65195167541041
FLJ20674	4.3077817030543
RUSC1	7.63939293350064
MBNL1	6.00935999580284
NUP160	4.80530028165124
GRIK5	4.03414356278080
USP21	6.03195001532868
FLJ22639	3.88882396383113
HAND1	3.18729664121273
ORMDL2	8.13372640998403
SERPINB1	6.00977685950366
FGA	2.99190454962745
PRSS7	3.11258983695405
IGFBP1	3.15672625231762
SLC1A1	3.78022625919561
DHX57	4.7626201784912
PSAT1	9.05362200553237
FLJ13195	4.23858550340635
GDPD3	4.02371172079719
PTPN21	3.64056765854258
TBR1	3.24467827304304
TBC1D1	4.90652695552857
IFNG	3.37131256908047
FOS	8.8829703272864
IQGAP1	7.60270384819284
ZNF226	4.79303815759364
EMD	5.3801715705364
RETN	4.20396254011201
APH1A	7.81186432818728
C14orf1	5.58831970579223
PUS7	7.14263684921565
PAFAH2	4.41592611788421
NPEPL1	4.81430169873017
RP11-114G1.1	3.44706720463088
TUBB6	9.5108753339748
FOXL2	3.85604846666903
LATS1	3.4902502145922
BAZ2A	5.01358029790569
KCNQ2	3.10228715533396
SPOCK2	6.28735039238617
MARCH6	8.07048835374107
MGC10334	7.1342298279847
HTATIP2	5.44456237122651
CENTA2	5.57024276716957
FGF2	3.72926308550801
FXYD7	3.39883735345216
CCDC33	3.43877015583723
PRODH	4.04785413532327
DDX6	3.20058585203303
SLC43A1	3.52150878760887
NTN1	3.41314199469445
ING4	6.7397515667405
DPH2	5.76610413935952
ZNF313	7.67712065650387
VPS28	7.99546052089812
FCGR2C	3.77600775492146
DIAPH1	4.80219891763148
CEP76	5.60800840455274
CORO1A	4.19128080414715
TRAF4	4.76339869926954
ZNF460	3.09719499517501
RRM2	8.79154835150265
EDG4	6.32390193036011
OS9	7.4097314620618
SLC4A1AP	6.54020952718165
COG5	7.03438674866376
COPS8	7.50469474760322
NGLY1	8.34577190467552
AKAP9	5.18629593153515
NCBP2	7.21685551594683
C17orf42	5.92322600535566
GPSM3	4.14350170593043
SLC20A1	7.62193694094807
SIL1	4.41308128982902
LDB2	4.45719348360883
ASB6	5.01918602525175
KLK5	6.55294472708247
SMAD5OS	3.18328857071413
UNC93A	3.33578477679356
SPTB	3.96195876981703
EFEMP2	7.17874447069281
EFNB2	7.51951544192253
C21orf62	3.02480538736599
PCM1	5.83542342827858
FMO5	3.31287838637953
TSG101	8.55831280083987
CEBPG	6.40277983593426
GTF3C4	5.73800348000842
ABHD3	4.30429199030494
TNFRSF1B	4.48922899248046
CLEC1A	3.51896152570877
IQSEC1	4.47116825030875
PIGN	4.75946328264654
PATZ1	4.28274937874046
RBM22	7.07053208280787
AEBP1	7.37797541400807
BAG2	5.81671982427543
PAQR5	3.37566841089821
C9orf127	4.49029037262388
THNSL1	4.72607291825668
ANKRD2	3.56034997861684
JAM2	4.80355224311811
SNRPN	3.34873612238686
ALX4	3.52486233633002
FAM130A1	5.97990677948828
CACNA1S	3.36859771089923
TRIM38	6.83587365596076
CORIN	2.84164429092451
TMCC1	5.21084417411033
PCLKC	3.48646446749962
PLEKHG6	4.15532842949903
LRRC40	6.64784792444051
SMG5	5.48169339216612
NCAPD2	7.79809075542653
WNT2B	3.74524685744912
DCP2	5.95601777671746
ASNS	9.21237585634105
MRPL49	7.95782676395463
TMEM24	4.37548958268209
RPL18	10.8362440825765
SMU1	6.02922723027243
ISG20	6.45299940880517
CASZ1	4.38862473775104
POLR1D	8.91389814623656
GIN1	5.08919587065622
TMEM177	6.12274743989545
CDKN2AIP	6.80507499015446
KRR1	7.26863537068223
CXCL1	4.74328383032783
C1D	8.17419134752915
EPM2A	3.68077296380012
LDHC	4.07295280091097
PC	3.47078471478616
PDZRN4	2.96916067852266
FAH	4.26283050599303
UBE4B	4.48224037878334
NIT1	6.62010189172473
CDC2L6	5.59437016859586
BTN3A3	4.73784281729792
PAX8	6.3640945686618
PRO2012	3.03998781007086
BEX1	8.26611196086045
COMMD3	8.91416401930624
MRPL40	8.05751766715027
SLC2A4	3.41868995401907
SHFM1	8.83624562381492
PKMYT1	4.28205336957387
FEZF2	3.60364060577017
DUT	9.01420440351512
LRRC59	8.23770698165057
LY6H	2.98108520629635
MAP2	3.49982885975011
LYL1	4.34253522178788
EDEM1	5.27630888315217
NOS3	3.56275959708901
ZNF34	3.95505255203886
ADH1A	3.2121926688277
CYP11B1	2.93646496322442
CDC73	6.30057809228554
GPR172A	5.10461091007793
GSTM3	5.36412369818403
C19orf54	5.84250668553169
KCNA5	3.25676153704319
FLRT2	4.86358484478138
WRN	4.81494754775802
ANAPC5	7.73567511289673
SDF2	7.47782680701779
KRT8P12	4.17799079460864
DZIP3	4.31479619264145
C15orf24	8.17370244716271
NFATC2IP	5.72215233570809
RIT1	6.32245894205114
RHBDF2	5.05878928492755
SCML1	3.62674473490616
MED9	4.13984078114375
RAB13	9.85463557945942
FBXW11	5.33695595908503
ETAA1	5.99300349029653
C14orf131	4.33010802103339
SLC12A5	3.27656063821841
PHF14	3.35925974598246
NRIP3	4.29378398266163
TMEM121	3.41041680191131
NOS1AP	4.3704731057045
FAM3A	4.91368846168305
RPL13	11.8921509853362
PRDX2	10.2331614833641
SAP30BP	5.60815170185808
WDR76	3.70624758744306
PRMT3	5.19954729516038
TRIM10	3.51392031657844
FAM82B	6.46235149139201
GCNT4	3.20872256107750
MAP9	5.5803354051901
GPRASP1	4.31525738081988
CXorf36	3.66998330788406
CDKN1C	6.12907764521533
DSCR3	5.34030651274004
ZFAND3	6.50615113781403
C7orf43	4.80711255357614
HSPH1	7.81330228757987
SPSB3	6.47012473549062
AQP1	5.58419766315383
COL17A1	3.67274903770385
GFAP	3.41597651986127
CDC16	7.40916702567795
KIAA1614	3.53820231494697
PRSS16	3.14250114752807
KIF13B	4.68826877390627
PCDH9	3.13036506004611
MKRN3	3.52364701766396
ADAMTS13	4.05245478525621
ITFG1	8.47420786124855
TUBG2	3.73218668273863
TTYH1	3.36184367113223
SFRS7	9.22093031954854
C3orf18	4.90596140668104
FLJ13236	3.61609088449128
C18orf25	3.83775986546193
EXTL1	3.54426630627379
RANBP10	4.10926699143088
RARG	4.29544932269161
MYO7A	3.61886065276731
SFRS18	6.78254316906873
CD96	3.64958807313580
ACVR1B	4.45542919506278
DENND1C	3.80205678818154
RBMS3	3.64952591019395
SLC41A3	6.62945623455088
PSMD1	8.45118494664594
DGCR6L	3.35515305964599
ILVBL	5.49719437946641
CSNK1G3	5.23955395475428
RNF186	3.48896677280355
IFNGR1	7.03137679031231
MAGEL2	3.93069276799338
TSPAN6	9.48848362466335
SLC29A2	4.39544745053779
MSL2L1	6.2629802876113
MATN2	6.31621937385387
ST6GALNAC2	6.377196494467
RBMX	8.57206525736695
MPP3	3.79781348713131
FGL1	4.04233970560679
PSORS1C2	3.68889120801004
RAD51L3	3.69683363380698
ARHGEF6	5.23355560865715
TGFBR2	5.16169578693836
ORAI2	4.06898208576903
CDC123	9.24163015891764
IL33	3.33393930563469
DEAF1	4.61239519369288
AMN	3.68910851117039
MSLN	7.86810437367976
DEFA6	3.48311903895971
WWTR1	4.94638480828466
COBL	4.60258798492465
PPP1R16B	5.11430964436132
CIB1	7.70330363922515
TSSK1B	3.14651445110303
GAS7	4.26774096538983
MDN1	5.44110151305141
HAAO	3.85211570054548
HLA-DRB1	9.28819822109333
CTNNAL1	7.40109903632502
TLE6	3.22965394496623
CIT	5.2591595111175
TNFAIP2	5.4983605913304
FOXN1	3.23470547620122
HERC4	4.82097523233663
DRAP1	6.05125060258358
PEMT	6.23201536281994
SLC38A1	8.97532435165922
ARHGAP6	3.45201734559397
PHF20L1	3.90604199005875
MCM3AP	4.83935134016363
MYO1F	4.51791395160377
RAB11A	8.22608624913557
PTBP2	6.88736835825298
SNX1	5.39305194564679
CTB-1048E9.5	4.44416208896899
C19orf60	6.70301715418279
C7orf25	5.24193152273159
ELF5	3.33235771909634
HOXB9	3.54098007058104
RBM8A	7.23688922063409
PARP3	4.53738513861485
ITGA9	3.18805966342085
ZFR	6.15656687385041
VANGL1	5.61283284746084
FLJ20699	4.16080961909765
ACSL6	2.73041913791003
CHAF1B	5.23666591539172
NDUFA3	8.66792676923761
FABP4	3.24653519440472
KCNB1	3.63389310204184
CANX	7.35695845010569
SLC25A28	4.92582070846209
SHARPIN	5.63073215886586
ADIPOR2	7.72142289057527
TTC23	4.46681121856174
UGP2	10.1990066862910
ECHDC2	6.99240653734259
CIRBP	6.48202614038468
SEC14L4	3.69430655182216
SMA4	3.92004303897813
FRZB	4.83059373395026
PABPC1	10.7652319644271
APOBEC3G	6.25601384532389
CUEDC1	4.83763274491842
CLDN8	3.02663099576791
VPS52	8.07318070500543
LOC23117	6.12861600250345
FAT	5.36476065920214
M6PRBP1	7.03531460982439
PPM1F	4.77995374904154
TSR1	5.31971015364186
E2F6	7.29884359190252
TMEM126B	8.94943918058581
ZFHX3	4.70688391430788
PCSK5	4.26549601337331
HEMK1	4.96121704055587
GIMAP5	5.17866348345439
DPY19L4	6.23025224912122
FAM77C	3.47546379881145
CTPS2	5.78481204310258
NDUFA9	9.0840229753816
SCRIB	6.83822581418394
AURKC	3.42141678659928
LOC51035	5.61825576636724
RSRC2	8.20420410174355
ORM2	3.23334758712001
FAM115A	5.27415374988452
EGLN3	3.48411569920256
FZD6	5.67749609979491
PITX3	3.72380507474094
GPX3	6.01319503685006
UNC119	5.52463723942075
NOV	5.69673771590289
GRM4	3.44949049555522
CABC1	5.7238540174598
KLK1	3.74063227872586
GPM6B	5.4399441023173
RRAGD	7.76835689036806
EIF2S2	8.30679279285592
RNF130	7.52106278402562
CKAP5	7.18445149648999
UCHL5	5.44437873799215
C10orf18	8.51642430666201
TMEM93	7.1791210851877
KCNMB2	3.91102390159003
AIM2	4.43343784736691
PNO1	8.18835476761531
ANK3	6.49507585802319
OR2F2	3.31158244870366
GNAT2	3.23222489423731
KRT5	5.48040921536132
ST13	7.77299589618837
SIX1	4.76311052732499
TIMP2	7.47816341128983
CDH12	3.31599641218266
ZMAT4	3.43986537023860
QRSL1	4.65935324083997
CCL15	3.52800571713593
GTF2IRD1	7.7198852076271
CCDC22	4.41656664626479
SNX24	4.78390436226204
RARS	9.12139360251481
MORC2	5.82829805483352
FAM48A	5.93716743045859
FOXD1	3.38695839548076
COX4I1	8.24008235067625
DSN1	5.52464596661493
AMT	4.73203365436887
GPRC5B	6.71784530749738
CTAGE1	3.10936631792191
DTWD1	5.16695329306965
STRN4	4.61053387970553
KITLG	3.15349080156519
HSD11B1	4.8408991023203
HDGF	9.25682544649098
KRT6B	3.50232207455665
SUMO4	6.55365061914976
ARID4B	5.33761360001785
SATL1	5.0142132589664
SETX	5.48745501725313
DDR2	4.81454364486032
KCTD12	7.33807857309769
WWP2	4.82972650887186
CTSH	7.515665072935
FASTKD1	7.59639065344432
PAF1	7.76692505168562
IFT57	9.3464789705884
TMEM2	4.76422378474812
ZNF592	4.76131332198808
TNFSF9	3.5566447377392
PPFIA4	3.57507500742937
CFP	3.75891335700851
DCTD	7.77602914731656
CNIH3	3.55644887033500
MAP4K4	6.23297901400115
ROD1	3.70342362490562
MFNG	3.60310482409608
JMJD2B	5.41195080864151
DOCK3	3.48616208673142
STX16	5.3516398114599
ALDH3B1	4.79853607347813
THSD4	4.88153120501936
DLAT	6.18942448590279
KIF21B	3.91614424910663
FEZ2	6.13997376776344
CDC5L	6.87994869749352
KCNJ5	3.68320752851654
LMNA	5.79540089452702
TBCD	6.1680379207119
ZNF250	5.87494749433079
CASQ2	3.64047178720963
PEG10	4.95772050946468
TPSD1	3.4500168418537
PRAME	6.34338092836602
NP	6.57394252324582
ZNF12	7.26949412332015
XTP3TPA	9.12834303689804
SIGLEC7	3.91993232867538
FAM70A	3.52579749307945
PANK4	6.47231415460147
SNED1	4.1726930230397
HIP1	4.56364759321460
WNK1	7.27066275828115
AHNAK2	4.97906516678773
FLJ10490	3.88034357622445
TOE1	5.3100962840867
RECQL4	4.18290864910514
PPA1	11.8559693176955
DPAGT1	6.39276614581037
HAS1	4.05349904514601
ST7	4.91804795132291
MAGED2	8.88485923456726
ANKRD55	3.32918084740999
TRPS1	4.70326170525655
POPDC3	3.01469188335531
ACOX2	3.09131221689650
TFPI2	6.35955762224623
CYP4F11	2.77109598880666
PDHB	8.41379744453247
ERN1	3.65625539905376
LHX2	3.09272843402093
B3GALT1	3.03565894342974
ADAMTS5	3.96633971746315
NOTCH3	5.24094429252933
C1orf116	3.97823484817705
UGCGL1	5.34558608340313
NF2	3.50058188387984
POM121	3.9303794790492
CLPP	7.33478829193735
MTMR3	3.74865639554278
ATP1B3	9.70513835048361
TMEM16A	3.19943271917585
HIST1H3F	3.24700698592348
TRIM25	4.44908301195678
CRKL	4.82401982771256
HOXB2	5.684709139519
ANP32B	10.0022829822193
NUP62	5.44427623192013
GATM	5.17262771713395
AP4E1	3.29791708409803
RASA3	3.1055522488771
EDG5	3.48847823092464
CDKN3	5.94283125421851
CDH4	3.19152901640562
PGD	7.69496654542632
TMEM168	6.53677058914397
RND1	3.78155192103880
GAD1	3.10718418427510
MPG	5.44045252439615
ZNF133	5.90846372284158
LOC440350	3.72231037698782
FJX1	6.7772174836085
CLCF1	5.27222027412582
AMELY	3.03331242427099
PHTF2	4.57606309697521
IGSF2	3.36045409725484
TFF3	4.02259318265734
NDFIP1	7.31706518207467
IQCC	3.84897263539748
CUTA	10.6468750806258
HEYL	3.59793626272436
FTSJ2	6.49799810090006
APPL1	6.61336806453713
TNR	3.5082639895447
WAC	7.18026399957066
ADCY9	4.36705822061999
PYCRL	4.00937605753706
PCGF1	5.94285326299727
PTPN13	3.61961091952716
AGPAT7	4.5751126415478
SSTR5	3.60531967617029
CDKAL1	3.08214059323671
PDYN	3.98164706059468
SFRP1	3.33127124276406
VAV3	4.25004232684902
MTMR11	4.50825093061292
SUOX	6.19040871042929
IDH3B	7.76670106579471
STXBP3	6.93700466890661
EIF3G	8.29022687269824
GOLT1B	5.36726422980311
ARHGAP22	3.59144964077284
NPFFR1	4.56853545222581
NPC1	6.25005042528598
ALDH9A1	7.76265758385007
ICAM5	3.228142855956
ADD2	4.16058591486740
RASSF1	4.97359525203352
PITPNB	7.8851367518024
PAPOLB	3.18524869670645
URM1	5.70364223512942
TMEM106B	7.18447026276455
