Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_D01_458642
Composite Element REF	Signal
CYP26B1	4.40008594049766
FLJ13231	4.91118395063103
VN1R1	3.99175018312256
LECT2	3.26430986713923
PCCA	5.33870687190848
AQP5	4.06566758141327
RAB30	3.41620955777235
OSBPL11	6.30963788326373
YLPM1	6.57326568043798
GNB5	4.60223897979682
CCL21	3.65470376164351
PRKAR1B	4.12011017990341
C1orf121	6.6749179744718
FMO2	3.57323424003459
IL16	3.22702947555767
MSTN	2.66213516600092
VCL	6.49014944729248
TCF3	5.08574652648068
CCDC88C	3.67387568766156
HFE	3.96842545629217
SERPINE1	5.69988365722994
FAM125B	4.32998475155244
BAI2	4.10593663479542
SMC5	5.56310780699409
AKAP5	2.89551389672005
POU2F3	3.26124961288399
BACH1	4.68367379792384
PPP2R2D	5.9389259162428
C11orf63	3.72917791081982
SSSCA1	5.45206687950563
LRRC51	6.96010943310555
LRRC3	2.93614708300835
PORCN	3.80329770429724
DTL	5.88353097609029
ACTG2	4.70000032817025
FAM124B	3.34842560186047
RSAD2	7.89864852771801
CTBP2	8.77869779461296
ZMYND11	7.63972809915266
CRTC3	7.42943981767632
MYH8	3.18056419278464
LRRFIP2	5.68037229440046
TTN	3.14735291828028
RGS6	3.57693302942374
PLLP	5.37836180535668
SRGAP3	5.12507287691955
PDK1	4.18245421751759
NBR2	3.30241943162914
ZFYVE21	6.37168426657821
C13orf1	3.95175310993527
ZNF137	3.89468622960538
CEP27	6.37251492216869
WDR41	7.19268562228262
BEST2	3.05371098784711
RNF121	3.9487266263785
ZNF93	8.13668750112556
MEG3	3.97527982631995
BCCIP	6.88699967040012
OXSR1	7.13046451572484
RAD51	5.32712278884668
RPL13A	11.9148153974527
MEST	10.6615195621775
DYRK1A	4.99650590023805
HTRA2	5.48681464908546
SARDH	3.31301973882475
ILKAP	6.19424751743737
ANGPTL2	4.4739895787004
RBBP5	4.20080403807491
ORC2L	5.02115247932609
HBS1L	4.99950142214518
TMEM30A	7.93189304904747
PDS5A	5.6132784632475
WISP3	4.52907614536959
CRK	5.61866263640233
NCAPH2	4.15065931771316
RNASET2	8.96495765061
NEDD9	6.35307061676304
WDR79	5.00164751264636
PSG6	2.98716884000377
SMPDL3B	5.16504958732064
MORC4	5.9667023193299
PSMD13	6.79348712145468
DDX23	6.40259522985122
ETV5	3.58681207724268
MYRIP	4.08448223889541
LY6E	7.78409313501207
ATP12A	3.69209995461988
BTBD7	3.22863699199589
AUP1	7.28331179501428
PIP	3.86139374071347
GSTO1	9.56881757494334
CORO7	3.80910719604147
COX6A2	4.20675832675393
MAD2L1BP	6.39919420288648
PITPNM3	3.05878317564876
ENPP1	4.52816744111841
SCNN1A	7.95443089784054
LSM1	7.85916289752414
KCNE2	3.58289482015422
IDUA	3.5628059367889
P2RX4	5.78859508012767
PPP2R3C	6.84889939936697
CCND2	4.18540690421672
COX11	6.5635333215659
CUL4A	5.97489391163995
CFB	5.44838681158915
PDZK1	3.23487530518708
PCP4	8.27591959157685
UBIAD1	3.99313439454205
CDC42BPB	4.89962097190529
ZNF323	5.68446206510718
RIMS2	4.28690472331564
CXCL6	3.97270788479506
SLC34A2	8.26249691726681
RNMTL1	4.90551068088782
NPTN	9.00203913239919
SART3	6.93336964123137
UPP1	4.06745175830759
CAPN10	3.37865761590781
SLC6A9	3.34933617362431
CCR5	4.50924186435857
NDUFS5	10.6719167772071
CISD1	8.39215348943002
PDLIM3	4.53437567601513
ZNHIT3	7.11965689723957
SNRPD3	8.56754300414188
VPS24	9.3143825738993
SCN8A	3.21435469818723
KIAA0701	4.74624110913811
UNC93B1	4.42058491252635
GMNN	8.63025068057046
FDXR	3.78958349226032
SPCS2	10.0038479630917
CDCP1	5.2325586759868
PAX3	3.47493094160248
PNLIPRP1	3.33993547360701
LASS4	4.67963300663006
HSD17B8	5.35884956275952
EYA4	4.91826510261721
PRKAB1	6.50610161004947
KIF20A	6.36090627743196
YAP1	7.16707292847253
SC5DL	5.53801920722995
NNT	5.53249445234707
DKFZp566H0824	2.92139941381302
ITPKC	4.20128593570439
ST8SIA2	3.21339543236363
LMX1B	3.46813490300433
RAD21	8.74742287860985
SNRPB	9.53314719355176
MIF	10.5059566498286
DLGAP2	3.17603264983208
PFN1	9.25997250480332
IRF8	4.26082594963919
PRO0132	3.05928372049585
MICALL2	4.15461062391796
ZNF654	4.33438254863492
SS18L1	6.42932232362362
ACD	6.25859679894164
BCL3	4.20092493903877
SLC16A8	3.58357071926939
ITGB3	3.38961506062297
MRLC2	10.0700303472512
CEP152	3.65424999831418
F2RL3	2.94887345968309
CLIP1	4.8962025791394
ZNF75	4.13548525649276
SF3B4	7.19564839991562
ATP5C1	11.5763402913517
MAP7D3	4.39325637174838
SEMA5A	4.82034337454859
PSCDBP	4.20083216940165
UBP1	8.32727344465615
XYLB	3.27148625261082
C13orf15	7.78368779251644
ZNF282	4.81288392412492
ZNF222	4.3834840060449
COL10A1	4.83225340516244
MFSD5	6.34916741756131
C20orf67	4.7801128948146
NLGN4Y	2.71158400929146
INHBC	3.36693966866809
GNG13	3.07848148563116
NUMA1	3.57030913675323
F12	4.11091718783151
C1orf41	6.9384540553716
SUPT6H	4.12345174822205
GSK3A	5.11817909974968
GIPC1	6.06049705192881
ELL2	3.5410026474327
C9orf167	3.80388978515198
PVRL3	6.7604758085884
ADAM20	3.61338324111789
GPR87	4.17508624466176
ZNF770	4.63466838275175
SMR3B	2.88575343118240
FZD1	4.91796184624494
TRPC4AP	5.9814526576322
MKL1	3.68775754326573
C2orf28	10.5796454447854
LAMA4	4.41748441298771
EIF4G2	9.47673866516587
ZZZ3	7.09209609229678
C16orf5	4.35418090048086
GALNAC4S-6ST	6.08608697164629
IGFBP4	6.34177736654871
NDUFA10	8.23257272826112
CTNNA2	4.22287403977368
NUDT15	6.48872215485017
CEPT1	6.01873265690578
CLIC2	4.87385325732527
RNF13	7.66433920545748
TDRD1	3.40655380946228
KCNK5	4.55130835031647
CCDC92	7.61769377890052
ETNK1	5.15395862051682
CD69	3.73108696122837
LTA	3.17068595771640
TTPA	3.03176412491978
MYOZ1	4.17982907909494
IFNB1	3.45211402314651
CLNS1A	9.22245413721909
SC65	4.84928683020273
CXorf45	4.93539708630797
ZXDB	3.09117789696374
PEX5L	3.06101216989966
EPS15L1	5.01328961510234
GPA33	3.4545909820102
MGEA5	6.81594572252369
HIST1H3A	2.90715345287553
BCAT1	4.4418594793858
ING1	5.48876541946124
SLC2A9	4.46867263709022
ORC6L	6.99388364675692
PRAMEF12	2.99217813124466
KLK11	3.61244559081586
C19orf28	5.32543145831288
MAGEB1	3.00723074629386
MED22	4.55606524399219
ETV6	3.73378608952614
CEBPB	9.33811544339066
KRT85	3.58841521711498
CRYGA	3.26767810910411
HMGA1	5.50034080815814
CAPN7	6.43335697638003
MGC5566	3.93194515374439
GEM	5.15838086543354
NANOS1	6.2803431722773
RANBP2	6.49189161992912
APITD1	7.00592637193229
LIG3	4.42729724096518
IRAK4	4.09899458346776
PARD3	6.84359993536104
SERPINI2	3.73133767787056
TTC9	4.14258356718177
MLPH	6.67669089008382
RETSAT	5.80909296327749
NRG1	3.35132209632015
CAST	5.94718468732796
TBC1D9	5.94814663130354
TTK	7.99664579579935
ZNF557	3.58013340992534
DDX41	5.94970250228951
TGFBI	8.75328245741085
PGM3	6.21696102221771
PSMB10	6.04029373492861
UBE2D2	7.40870757020166
GABARAPL2	9.88425689439962
DGCR2	5.3079591209022
UNC45A	4.89443089789195
CISH	5.11573014203914
OGDHL	5.28870670742196
SPINT2	10.8523496733596
CASK	5.06583108045002
GIT2	4.42283831421593
CLDN18	3.5167797932739
RNF128	3.24897003947052
NCAPG	5.68290556171081
ABHD6	3.99890801295250
ATP6V0E1	7.30217354402233
C14orf161	2.75039346981175
UTP11L	8.25613683145826
GCNT1	4.68360612645828
DUSP9	3.324044130292
TM4SF5	3.90222172296666
SUCLA2	6.69490407627712
NANS	6.54791403206447
OLFML1	5.01101853604611
ATP10B	4.01937286456664
SCNM1	7.91578466634098
NPAS3	5.01701906060074
AMD1	8.11593329623013
GGA2	4.7143022282401
PRKCA	3.91174050867843
TRIB2	6.26500790353639
SDCCAG3	5.3658615857716
TTC1	6.56044689315348
GHSR	3.04315497872928
ATP8B1	4.15814491653652
HIPK1	5.60436511705977
C1orf78	5.21191932881508
CLN3	5.59745235073845
STX4	6.63906420565097
WAPAL	5.70495678844855
TUBB1	3.25788342729977
SCN5A	3.90820715249751
ZNF192	2.98691730218993
SEC22A	5.08221808661092
DPY19L1	4.48664355801157
C11orf9	4.30048034282494
GRIA2	3.86409260667992
VDAC2	10.4250833342322
C8orf44	3.34108482778539
ZPBP	3.33098852366702
NUSAP1	8.21223171317365
LANCL1	6.60900509788423
FGF23	3.78942290021657
PCNT	6.14490200734067
BCKDHB	5.05829220226908
IFNA8	3.36316077617407
BET1	8.53625812617992
SPRR1B	3.29435992512797
FLRT1	3.45617215143833
HDAC6	4.34133964795019
SNX17	7.79179563351044
N4BP3	3.41676287199372
PLSCR3	7.97050809630388
TTC30A	4.68510240240209
CRISP1	3.15602689278861
KRT32	3.7102504655247
GHRH	3.34916431226480
IL11RA	5.18813046374159
GDF3	3.26609951863456
RPS6KB1	4.94552001186682
POLR3B	6.89596452130987
TOP1	8.14578680481109
DNAJC10	6.36791979658171
CRCT1	3.05409485793713
ADIPOQ	3.04530306875696
MPST	5.02510068905429
DPM2	5.50153229980019
FAM38B	4.71653428734249
RIT2	3.00758544032601
SLC18A1	3.26490771398533
RPS17	11.6631194991816
ABCA3	5.18967754156181
CD44	4.65174435655258
FARP1	6.39634738644016
KCNMA1	4.71929648023651
PAX7	3.15004071003816
TUBD1	4.55330211126032
NARG2	5.89148817851688
GNL3	7.8974172082913
BTG2	5.57825531815672
ITGA5	5.38810139524406
NDUFS6	9.27270666209266
MEFV	3.591502486952
TUT1	4.14383906660256
ERAL1	5.33383915123654
ECHS1	9.92388907887685
NMBR	3.2137475387716
VPS4A	6.73263252604285
ABCB7	5.30350791871102
CYP11A1	3.18006074939176
PFKP	9.4109093465656
C9orf91	4.53744521648245
ABCC6	3.43782533333677
LRRC41	6.301167799938
ATP5F1	10.0747965812885
GFOD2	4.21102218404569
MOSC1	6.14934321863964
NCF4	3.52422054412976
HYMAI	3.65161014165965
SLC25A3	11.4037958523293
NAGPA	4.78762342555876
MTHFD2L	4.46762992671742
ZNF646	3.57410634150135
RAB1B	6.74290200293219
IFT122	6.52933379751167
GALNT3	8.2739408330584
LDB3	3.58968908800020
GARNL1	4.45162704940038
ALDOAP2	2.86956786415882
LRRC6	4.24337826850537
NTRK1	3.16879589490721
ARTS-1	3.56801141334087
UBAC1	6.54018031481673
SLC6A11	2.97167317508306
NAP1L2	3.2009107247233
EPB41L4B	7.77975311421885
RPL19	10.7921694068847
CNGB1	3.35678494267976
LOC643641	5.89843006413312
FAM134B	3.80162696113372
WISP2	3.3088654592395
NTSR1	3.35965895586505
HS3ST3A1	3.67493197857582
GPSM2	5.7288164070985
PRKCG	3.55423857929844
CHORDC1	6.84343268912293
MON1B	4.02582575574609
TRIB3	6.20396492905298
SLC2A5	4.16537366601429
C2orf49	5.69311586593165
DDX5	9.65314936000878
ZNF446	4.63841624784530
MLF1IP	9.08551233264562
SLC26A1	3.24358659201078
RGN	4.54814881756755
COL4A5	8.03359254808837
CCNB1	8.3439693896881
CCDC28B	3.82111862523131
RP11-35N6.1	3.20233983421934
KCNK3	3.63114518672822
ZFP161	4.75800936526203
FGR	3.88112320503212
COX15	5.68106207626034
EPN2	4.5588671093369
AQP9	5.18089269466195
XK	4.00436758888565
SLC15A2	3.62324454017655
MREG	7.1540199853766
HEPH	5.67896037332584
THRAP3	3.86388963676404
MET	4.73168197963806
PDLIM2	5.22310376273467
ING3	6.02762172934641
PHYHIP	3.67691219005903
CCT8L2	3.50387679935709
ADAM7	3.11134552232155
COPS7A	7.39639155184741
WSCD1	3.92827709580843
SLC12A8	6.3294333987556
RNF185	3.71353576562257
TNS3	8.55949740999685
IGSF3	5.72289485419333
SRPK1	6.84651887605437
MED13L	5.54761390738373
LOC93432	3.10336817648046
C7orf44	6.79362781567854
PTCD3	7.05166964209933
RPL7A	12.1799049908916
TEAD1	4.97353753588186
ARL6IP1	10.3228555399285
CTAGE5	4.1388442401822
SLC25A14	5.93811192927336
LEP	3.19704132226074
PCDH21	4.10531485340549
CACNG5	3.5254713444499
ECH1	8.04168922707535
MAPKAPK2	5.04427720811171
ATXN10	7.59513703386913
LHFPL2	5.54400163497787
CCL22	4.27526788606646
ACTR8	4.6946276071942
PTPN22	3.09550873739104
CYP2F1	3.19514223191482
ITGA3	4.70043178045845
RABGGTA	5.03825356772889
KIAA1033	6.91639695162665
ZNF510	3.74385556042579
SLC26A10	3.28919896997198
STX8	7.21800471897405
RUNX3	4.42869075686978
EFNB1	4.34806232012661
EIF4G3	6.54955343865045
ACSM3	3.89052498568624
C5AR1	4.74513460981468
SIGLEC8	3.3265651295165
ASCC3L1	9.6399249009285
ZNF623	5.01986182442185
A2M	8.4782888460596
NOL8	6.06492083721842
GRPEL1	6.44141551266699
LMNB2	4.80457270658583
ROCK2	4.47683864340275
SNX16	3.95700609904422
Magmas	4.94293333275392
ANXA3	8.42917109980337
C11orf2	7.13061957748855
VKORC1	7.79461814095223
TRPM6	3.39009809043096
KIAA1609	4.08513235533908
FOXK2	6.55552624040125
FEV	3.38283798134611
EED	5.62144379815444
RNF32	3.77437014483294
PDCD5	9.06143596548945
SLC8A1	3.28470946520110
HES1	7.22266019804042
DGUOK	8.28564830063744
CLDN16	5.59170803219130
CLC	3.26414060399913
ISL1	3.76133716552981
C1QTNF3	4.70802276333435
GAGE1	3.09150560271934
KIAA0528	7.85826173838317
VGLL3	3.27089839578625
MANEA	4.42217900225395
C1orf61	3.37903509637969
SUPT4H1	7.4012094749592
CD1A	3.89059112953780
ASAHL	4.0635433683602
TRAF5	6.58991420219344
RAPGEF6	4.42591863609787
WHSC1	6.04286017785574
NEIL1	3.56651468572323
KIAA0020	7.38714054201487
C16orf45	4.10003491012494
GFPT2	4.02910975760642
RBM10	6.16347985092115
MRS2L	6.6657076093764
DNAH17	3.77090994238745
STARD5	3.63663203219905
C19orf10	7.41174526542434
SIP1	5.70713234073042
DNAJC15	7.97441362697589
C1orf160	5.40188820037890
SLFN12	4.3491959049696
STAU2	5.79310753580495
FAM98A	8.03273066172197
EXOC3	5.79463955660275
RAD23B	8.08352574826893
HIST3H3	3.86411348790505
NCOR2	4.23526136520877
TNFRSF9	3.19707672818730
KLK8	7.06116235052826
NOL1	7.06701018951022
ALX1	4.00965813395502
CCNE1	8.34263884308497
PKDREJ	3.38725034487973
TIAL1	5.84944881762274
WHSC1L1	3.49717208132514
HIST1H1E	4.07962654397299
SMUG1	6.02075702952039
TM4SF4	3.44128860374592
NPY6R	3.74476589593751
UFM1	6.65057245594724
AP3M2	5.8921345833604
USP14	7.85354266844183
CORO2A	4.65460937139756
ETNK2	3.55125248533621
APOE	5.81344380283127
ANGPT4	3.86616461037356
DSTN	11.0099092397814
SFRS14	4.8373474768294
FRS2	3.45799225034216
NR2E3	3.27692420688362
ST8SIA4	3.17691043180312
GMPR	6.71903812466925
TUBB2C	9.52637434471013
LOC730092	3.73361316550904
ORM1	3.05059200824206
HSPD1	10.9795977189649
C5orf13	8.7142986642401
F2RL1	5.85146559807771
PLEKHA9	4.94324435488871
ZNF232	6.7650752164755
SLC6A7	3.69952024407705
ADH5	8.51910182486098
SHBG	3.4174984486753
DSCR6	3.45117878266277
CROCCL2	3.56029796163196
CDIPT	8.69480579875625
SLC16A5	4.32547263345107
TUBB	11.0482520412351
GAS2L1	4.37302123992087
TOR3A	5.88293927218207
PREP	5.39593951119746
RFX3	3.82192070060576
CHMP1B	7.9063120675763
COPS4	8.63633575756765
MYH6	3.10838167918811
BCHE	3.41773175588472
MAP3K13	3.34855851660898
LCMT1	7.74133757249237
EIF1AX	7.75993154996919
SLC24A5	3.24566643358836
BCL2	3.96797088449900
HBZ	3.18539011628845
HCRTR2	3.15478721218890
TJAP1	5.70551996770604
MAPBPIP	7.25114098508412
TMEM156	3.06195865655138
MYO15B	3.88788287596050
ZNF239	7.56648298171703
KIAA1324	3.47366710888172
PLCL2	4.32466044273717
C4orf29	3.90887826241461
SNX19	5.76401082296116
NAALADL1	3.15381532263256
DUSP5	4.20751902162826
GKN1	3.92791130427519
PXDN	8.93649317990981
FCN1	3.74843743777961
SLMO1	4.25669172281182
TNXB	3.99514286804739
C1QL1	3.40181803812029
BIRC7	3.84589696133568
A4GALT	4.0547137720737
TIMM22	4.98837663431245
ABHD9	3.23908700513290
TOMM34	7.17861820155341
ZNF35	4.58480002529504
LIMD1	3.56949975225586
CARD8	3.92125002978565
KIAA0286	4.82384883863969
CD6	3.51291752649901
RSRC1	5.78770262854742
TOX3	3.2773397639476
C16orf35	4.85840422385918
CRHBP	3.38084243271815
PTRF	5.61126079274308
FBXO24	3.23850430814915
CHST11	3.7090196371427
THRB	4.0994340167573
RNF39	4.01377229363971
MYBPC1	3.31627144853677
PSMD11	7.95856386608618
ALAD	4.75368970006463
AQP2	3.67458452892273
EN1	3.04902724328300
GSTM4	4.55390790316527
ZNF187	5.79296639378751
CDC42BPA	5.33849973628758
F7	3.01727891481458
CNOT1	6.26520167901068
SLC13A4	4.05148992639355
ZBTB11	6.82128400096714
B3GALT5	2.9010086471174
LUC7L2	7.37353826568028
SPTBN1	4.60661418020182
EXOC2	4.99601214925901
LSM4	8.70806529608917
IRS1	6.18253135520566
TMEM1	4.78901785823493
MRPL34	8.81672128887368
SAMM50	7.38551026882397
CDC42EP3	5.43997693777613
HSF2	4.73544901102608
SRP72	7.31296463932278
MFN2	5.58587784591388
TSPAN7	5.10155672736697
SGK269	4.00158188876276
NUCB1	5.44467130157676
RHOH	3.32612222159606
MTX1	7.63516444572681
CENTA1	5.05774422204524
ATR	6.27018252595267
IGLV3-25	6.77228446671207
DDX49	5.4918042982936
TACR1	3.51766782644603
SFRS5	6.45271204792539
THAP1	4.41559581889806
RHBDF1	5.64615479758429
RASIP1	3.83023201017366
DPYD	5.30493141477913
MYO5C	6.24826912105852
DOHH	3.40204153013586
POF1B	3.86170164589879
MAPK10	3.58221354979624
ZNF552	5.15865806764268
USP32	6.5379415037885
MED27	6.52090985046356
NCAM1	4.27283862492399
LOC171220	5.02340530491697
PRDX4	9.51551685969543
AGT	3.31602763441706
SLC22A14	3.60355368070735
DAPP1	5.26786866949971
PILRA	3.79144183530389
ATF7	3.63857798840085
ABCF2	5.21249208076545
KIAA0748	3.27991133974722
C17orf85	4.64233886288793
TKTL1	7.94457177362013
FGF1	3.58613746622227
IL6R	3.53748206774315
CHRNB2	4.08753600283823
COL7A1	4.17173434685402
NFIL3	8.07338716091893
LRRC48	3.72874864100981
TM6SF1	4.00176071541892
SPG20	6.25858213530723
COX10	4.555580769998
DNAJA3	7.02846829264928
ECEL1	3.90168624309639
GCA	6.14398865077321
GLG1	8.21769032858664
CIITA	3.38526734650541
CLDN6	5.9040453542714
EPHA4	4.29426483893111
FANCC	4.33526099238308
MUTYH	6.22627326775985
L2HGDH	3.81254789257855
GPATCH2	4.62770842565097
PSG3	3.26456372462019
ZNF227	4.01743694582952
MRPL15	9.2410887967984
NQO2	8.52502285929881
C21orf59	8.84528253222222
ZBTB20	5.56579240478655
NEU1	7.42513008703286
QRICH1	6.85743804456076
C2orf34	5.06624705675991
UBE2L6	9.26951495424463
HP1BP3	5.27456413414215
MED14	4.46700023073862
TSN	7.51627629165056
TPBG	7.68571144871734
SPRY2	5.78679347543743
LZTFL1	7.21104625382028
OSR2	5.77973818819686
KLHL7	7.18431301199762
XPC	6.10291824979128
GMFB	7.63769183870027
PBEF1	8.01664355741623
CCR3	2.97793005704272
AGTPBP1	5.73813515234208
TMEM8	5.54713376631365
PCSK6	3.6744614739733
STAT5A	4.21012195360063
FAM18B	6.6617065648046
PTPN2	6.10154326273987
SF3A3	7.24893038485712
EFCBP2	3.6978258612877
HCFC1	4.93692786279087
NFYA	4.24931168972721
PBLD	5.77339841769706
PIGF	8.99794170590016
AHNAK	6.28340054035812
ACTR5	4.72867121980616
KIF14	5.35418076593647
PTGER1	3.77244889074085
NOS2A	3.15901701081342
TENC1	4.79069968006333
YIPF2	5.40310319741066
ETV2	3.48749378113890
KIAA1012	7.68368375564058
C17orf53	3.61517789793755
AHR	6.95196231338546
PTPRH	3.44058825077394
ATP10A	4.06695732351767
ATP6V1C1	5.07279910063583
DPH4	6.25370050261997
TAS2R3	3.05262608973281
C5orf5	5.84845570241736
KCNA4	3.77673963649646
COQ10B	6.75200693817954
NMNAT2	3.32747274127194
PSMF1	7.63622134697178
SORBS2	3.51084696994254
NFE2L2	9.29693132596169
SH3PXD2A	3.71091056194766
NRF1	3.98816709678577
SPINK5	4.10940553645095
SH2D2A	4.66818372637439
PRDM12	3.21873615824317
RBBP6	6.94291570884253
OPA3	2.85238253702264
PAQR4	4.68020841065775
IFI27	11.2719448283614
SKAP2	7.13067990096646
TJP3	3.85197354543655
C9orf61	3.48962076279743
MT1G	8.10412056942924
HS1BP3	5.62057256228644
IDS	4.28622171711856
PARG	5.91688865147695
OR2B2	2.89152878430600
DYRK4	6.21627043022596
MICALL1	4.66271889360839
GALR2	2.90813512133378
CHRM4	3.48403934123063
RIC3	3.1726156626833
GPBP1L1	6.28614456954795
ART1	3.42914542594234
TBX21	3.18536107724863
DUS4L	5.91333347121523
KCNJ6	3.42909267174922
TNFAIP6	5.37058471652039
CCT4	10.8640129528965
RTEL1	3.65970296242065
CASP5	3.85294339004175
CHMP6	5.03130594158663
BRD4	5.32725068964629
NDUFA13	10.1405308671722
CYP19A1	3.37306705476947
CD151	7.10819516963323
DOK4	3.83155601913738
FAM26B	5.33504804411874
ARFRP1	4.53138086554918
MRPL41	3.23840998763378
CRYBA1	3.03540657440575
HRH2	3.44951706931302
KIF25	3.89238151993193
MTMR6	5.32443988065884
SCAMP3	6.86625442902683
MTG1	6.44734295280964
UBTD1	3.81327537266569
SOX9	5.64737959191429
CRABP1	6.94471590311857
FLJ33790	3.38238074968077
FAU	10.8529010170155
DTNB	4.33199938575441
CARD9	3.8878882665026
PACSIN3	4.94536524549172
OMD	3.03902528765647
HOXB8	2.97248124664276
NSBP1	3.92558151260674
SLC4A5	3.30434129399938
FBXO46	4.81961847624363
UGCGL2	5.02320392497491
SVIL	7.36675041876232
OAS1	7.86501619377666
PHB2	11.0756136333339
NDRG2	4.5736080128345
ERMAP	4.36849673677967
GRIP1	2.96577768051318
APBA2	4.63626173472695
TCF21	4.60261154341024
JPH2	3.07522924390688
DLST	6.06790221618133
SLA	4.42060341525038
AMELX	2.88738741773695
WNT6	3.56210730686752
ATP2B2	4.16554480172414
CPVL	7.86482610293057
RGS20	3.32598928154107
TRAM2	6.1264930620636
ZNRF4	4.49699051532522
ZNF419	4.89168498542005
LXN	7.55963043827328
TLK1	4.63227882290660
UPK3B	5.66634126036018
MTMR12	4.25576409648634
KLHL21	6.48564766056055
ZNF384	5.17014695664251
PI15	3.50065797909617
RER1	7.75820257348345
ELAVL2	3.00647521229856
KLF2	6.2515910487745
RPN1	9.06563553671685
PMVK	6.16093207247176
EIF3D	8.5454483600666
SIX2	3.66535662950865
HPS1	4.42187426701608
RNF7	7.36216831019247
TFE3	5.4237347926739
C11orf17	4.79177467231666
SNRPC	8.74338615440758
KCTD13	3.83219216309048
DLGAP1	3.23616517735106
PGLYRP1	3.89146249801006
IL8	5.61916098544434
IRF7	5.16097222137831
SERPINB13	2.96012189775694
SET	9.6116910247631
NAB2	4.91578101992237
MGC40069	3.80010125986234
BLR1	3.32522213318844
LRP5L	3.76115959778047
FAM120A	5.78018870572745
ASCL2	3.22988772372153
PCDHGA10	4.3877203644794
SHH	3.17404166130421
SH2B1	4.67832138737091
ATP5H	9.69119197790266
THPO	3.3122874912126
HIST1H3E	3.47614594483784
TYRP1	3.17946388752972
EIF2S1	6.67372195345599
RFNG	6.76653487328449
RAB20	6.00726411486083
TNFRSF17	3.72223917715575
RBM7	7.56195854666318
TMPRSS4	5.54095595669483
NKX2-8	3.02498744369184
C1orf115	5.83542448848311
TAF9	7.23553674610934
TERF2	6.2314853218808
TNFRSF1A	6.91337364941713
ACADVL	6.60057435208825
ISCU	9.66529286496455
KIAA0841	5.0495742233736
GTF2H5	8.96718157083164
EDG8	3.10400663935882
RAB15	5.02492726791245
HBP1	5.9623838183368
TNNT2	4.41463065995503
CECR5	6.60237945290207
JRK	4.34512758580273
PHGDH	7.81626748519972
XPO4	4.11035410873468
ARHGAP25	4.73546347269069
CA9	4.50365798688369
TLX1	3.35677634734221
GPS1	7.41069524550288
RPS29	11.4897885618148
MKLN1	5.8832656437764
ATP6V0A2	4.42405733732482
EMR2	3.40504132618716
KIAA0319L	4.73194657211643
DOPEY2	4.27214465283716
SLC29A3	6.81754445071292
LGALS4	4.09964975086569
SDHD	9.06181103034692
USH2A	2.9635425979038
NF1	3.83714494459658
IMPAD1	5.59692950248234
APOBEC3A	4.94477058456654
OLR1	3.80150954290828
HCFC1R1	5.91568994762794
TAOK2	3.67975970109898
NRAP	3.66491260493662
PPFIBP1	4.6861033695901
LYPD3	4.51063452371613
BCL7A	4.65534837803588
AGER	3.3702723441368
MCM10	6.64126846207782
MAP4K3	6.41322168209785
PFTK1	5.85758754006228
CBS	6.51692727587345
CLK3	5.94712001754898
KIAA0753	5.98417026631863
GABRE	3.42636803658589
FIS1	8.4293270491126
ELF4	6.43995449818048
C11orf49	8.44124085169052
CLIP2	4.45088036406037
CLPS	3.78201547502823
PPCDC	4.50432463072344
KDELR1	6.05265626905299
NT5E	4.67688400497729
FOXN2	3.44928141479323
NCSTN	6.37528408182384
PARP4	7.17322314265512
CD83	5.67021482557672
NPY	5.49196719657365
IL18	3.59273645973704
BEGAIN	3.33287354641464
VPS16	6.77346039603131
SLC16A2	4.46237308602483
SLC35B1	7.80654824535589
C4orf20	7.34291983092555
IGFBP2	9.77882129415982
NOTCH2	6.24983377643897
SIGLEC1	4.39698843621719
SLC9A2	4.49054402801756
CD93	5.73970563223978
CEP164	3.86438633333259
P53AIP1	3.22587685360765
ADD1	6.7407932486084
ZNF136	5.72459867913744
ANP32A	6.09842136902798
MGP	8.39613712488228
DNAJC1	4.97535925366577
CCDC144A	3.12489576802816
ACLY	5.8952713793294
TRPC1	3.52872737172042
CYP4F12	3.88822885215781
FKBP5	3.63557919576414
SMS	7.20493212506511
MAPK7	4.63920610778042
RRAGC	7.77390996108608
PARD6A	4.21799170699636
CCDC85B	4.06925864771152
SYNGR4	3.34706468255616
WIF1	3.41567898091783
GCH1	6.43350572455423
STRN3	4.36175440265839
TMOD2	2.83587934072884
FLI1	3.64632743020508
DGKQ	3.73854803267023
MAB21L2	2.99252219628265
SCNN1B	3.22140554225162
ECHDC3	6.78421857033292
TMEM106C	9.07676423065135
CSNK2A2	7.0062933731909
GPRIN2	4.35191447015129
CPA4	4.19361664618045
RPL39	12.4345518772489
HERC3	3.49830556001803
MELK	8.12889221943733
IL15RA	4.23569041063646
HMBOX1	5.99301697009414
CUL3	5.8847338686749
PODXL	8.7893170230695
CCT6B	4.6748706826851
GPX2	3.74688187111393
ITK	3.68853333854574
CLIC5	7.50772448469076
RABAC1	7.82333973470879
YPEL1	5.15343637258976
DNAJC4	3.89603873376816
NR1D2	5.86722311495514
KIAA0776	6.63298044728092
FBXL5	7.25430939390199
C13orf27	5.8427041511455
DEFA5	3.04199813236580
TRHDE	3.07681217268110
ZNF536	3.37067689868094
MEF2B	3.53534361178935
UQCRQ	8.9942978402038
ITGB2	5.87131626647752
