Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A05_543736
Composite Element REF	Signal
F7	3.22408000873087
CNOT1	6.19986147123705
SLC13A4	3.38763412899681
ZBTB11	6.31686112875944
B3GALT5	2.92088772062547
LUC7L2	8.30411829974373
SPTBN1	4.30350750064875
EXOC2	3.69297001964397
LSM4	7.82254068476404
IRS1	3.82547921062391
TMEM1	5.49677187466355
MRPL34	8.49733023227962
SAMM50	6.97404823050373
CDC42EP3	4.40658819219934
HSF2	4.45335353658923
SRP72	6.5882177819457
MFN2	6.24148701814534
TSPAN7	3.42687243738777
SGK269	4.10251303557921
NUCB1	6.99948438987711
RHOH	3.4138578610871
MTX1	7.5104321878845
CENTA1	5.70180012077737
ATR	7.49074060475593
IGLV3-25	4.27509379237252
DDX49	7.0856168736916
TACR1	3.49136186083052
SFRS5	6.9685593127362
THAP1	4.77041195364681
RHBDF1	6.86755334371998
RASIP1	4.50131993537592
DPYD	5.03044807619881
MYO5C	8.3798780528138
DOHH	3.49069238106172
POF1B	3.9553948532448
MAPK10	3.74366165365316
ZNF552	5.79292519994867
USP32	5.38284404865131
MED27	7.09272149912261
NCAM1	3.44098065755202
LOC171220	4.48562407778575
PRDX4	10.6528686000201
AGT	3.46737270759448
SLC22A14	3.85626270771096
DAPP1	6.39969724195484
PILRA	4.82753779830817
ATF7	3.829012022995
ABCF2	6.14641019113033
KIAA0748	3.65192858064474
C17orf85	5.59208138538515
TKTL1	3.32288207674077
FGF1	3.68320999198012
IL6R	4.62845488518569
CHRNB2	4.2673596427909
COL7A1	4.80243915459291
NFIL3	7.75205350384644
LRRC48	3.88214961380695
TM6SF1	4.09804365219962
SPG20	5.52435208218515
COX10	5.76993467074954
DNAJA3	8.42294735780456
ECEL1	3.97447323367181
GCA	5.58088683708769
GLG1	7.72314960297943
CIITA	4.09457708845402
CLDN6	3.69120774219439
EPHA4	4.73403850896752
FANCC	4.50329573320542
MUTYH	7.5029000133101
L2HGDH	5.35612093635138
GPATCH2	4.99382630479355
PSG3	3.33352131283528
ZNF227	3.41800312761916
MRPL15	10.0085476198067
NQO2	5.6876534388207
C21orf59	8.56042823382096
ZBTB20	4.96399671545822
NEU1	6.25580039485032
QRICH1	7.50525453109229
C2orf34	3.79120621976785
UBE2L6	10.3555111999753
HP1BP3	6.32248919954482
MED14	4.80655434185052
TSN	5.84968789958359
TPBG	5.17003735906554
SPRY2	3.82171336374896
LZTFL1	6.66737232628022
OSR2	5.8730310016519
KLHL7	3.92088472295284
XPC	7.14488396364502
GMFB	7.31821758281031
PBEF1	7.80128119136612
CCR3	2.87587934284681
AGTPBP1	5.71863947891943
TMEM8	5.27100372884115
PCSK6	3.5119238082876
STAT5A	5.21821747773343
FAM18B	5.24547930094621
PTPN2	6.15892181484592
SF3A3	6.8276317015492
EFCBP2	3.87495377741753
HCFC1	6.23115978989733
NFYA	4.01886727346083
PBLD	5.52874823375922
PIGF	6.01813819075483
AHNAK	7.50257313793695
ACTR5	4.47517011453793
KIF14	5.32775806855385
PTGER1	4.46433971282124
NOS2A	3.44635639920593
TENC1	5.64825926416112
YIPF2	5.50298897176575
ETV2	3.16272522339652
KIAA1012	8.18089952185209
C17orf53	4.07608324920994
AHR	6.50109951955754
PTPRH	3.39234022258431
ATP10A	4.76704966415839
ATP6V1C1	4.58410921448329
DPH4	6.48452815910382
TAS2R3	3.22523171258612
C5orf5	6.56780594465072
KCNA4	3.95766782204452
COQ10B	6.44912861553161
NMNAT2	3.39526072685425
PSMF1	6.92294329268554
SORBS2	3.38690460196127
NFE2L2	8.50630842865705
SH3PXD2A	4.00902761446444
NRF1	4.22439080177343
SPINK5	4.57046723000684
SH2D2A	4.61541602155175
PRDM12	3.34184087560998
RBBP6	7.26671077699754
OPA3	3.19907005990666
PAQR4	8.31006770766295
IFI27	11.8048613785692
SKAP2	5.47661532029156
TJP3	5.72479391614794
C9orf61	3.92178610583583
MT1G	11.6818599191289
HS1BP3	5.73707534931899
IDS	4.90610256229964
PARG	5.6412134380442
OR2B2	3.08317024916963
DYRK4	5.85090836570633
MICALL1	5.99354621181841
GALR2	2.87578056167750
CHRM4	3.40536431108819
RIC3	3.39700593796314
GPBP1L1	7.29402260727855
ART1	3.41109677210729
TBX21	3.33819067763368
DUS4L	4.99537330705086
KCNJ6	3.42239641088317
TNFAIP6	3.82594700754019
CCT4	9.5567219080405
RTEL1	3.9587596079965
CASP5	4.02288301279883
CHMP6	3.74914823836952
BRD4	7.79306664375793
NDUFA13	9.8877563783199
CYP19A1	3.34352122133712
CD151	5.92060445846875
DOK4	3.59790626444604
FAM26B	5.99218107084125
ARFRP1	4.49484069498359
MRPL41	3.27092248480861
CRYBA1	3.13497836091187
HRH2	3.68592655867905
KIF25	3.67135987018739
MTMR6	6.21185161682184
SCAMP3	7.8916935134213
MTG1	5.03196784609084
UBTD1	4.90208607704603
SOX9	6.7038301923141
CRABP1	11.0146910321544
FLJ33790	3.45177342284684
FAU	11.5078745891270
DTNB	4.3014654939811
CARD9	4.57020014076569
PACSIN3	4.87926539358253
OMD	3.13217210386079
HOXB8	3.46380372789828
NSBP1	3.47878418212663
SLC4A5	3.22326995384873
FBXO46	6.41216213858496
UGCGL2	4.34378956988286
SVIL	6.12666934488218
OAS1	7.77933673046953
PHB2	10.8302271736799
NDRG2	3.76455810070387
ERMAP	5.01558655824653
GRIP1	3.06103145851729
APBA2	4.13390322187326
TCF21	3.27598024332337
JPH2	3.14434721605781
DLST	6.52936918831415
SLA	5.25234190188502
AMELX	2.71404895267491
WNT6	3.22585950064829
ATP2B2	4.63217063701052
CPVL	5.79617648891882
RGS20	3.09961556301301
TRAM2	6.59911638171175
ZNRF4	4.53653133593956
ZNF419	4.67121483177982
LXN	7.40099966037512
TLK1	4.06121757218498
UPK3B	5.44466498333567
MTMR12	4.98451546394143
KLHL21	6.74825847987588
ZNF384	5.57992011087841
PI15	3.73036036212015
RER1	6.79633177563955
ELAVL2	3.34752689037571
KLF2	5.7687141738616
RPN1	8.869090556473
PMVK	7.31316066214756
EIF3D	8.69273989081184
SIX2	3.57009658115748
HPS1	4.82277016890693
RNF7	7.79260345048812
TFE3	5.58709030534719
C11orf17	5.40269319500607
SNRPC	8.59329559835006
KCTD13	6.53482814870805
DLGAP1	3.53737162963738
PGLYRP1	3.61686939609464
IL8	3.59731401163388
IRF7	7.07466822696874
SERPINB13	2.92038502379896
SET	9.33152411184213
NAB2	5.13315224892402
MGC40069	3.65346866218644
BLR1	3.46660475761205
LRP5L	3.93748742074069
FAM120A	7.10171653007067
ASCL2	2.89616459972024
PCDHGA10	4.1263091945669
SHH	3.22780437934008
SH2B1	5.90344453709218
ATP5H	10.1577418185404
THPO	3.33189786684144
HIST1H3E	3.77204217646108
TYRP1	3.29254575569081
EIF2S1	6.60764298842162
RFNG	5.41580906506778
RAB20	6.33051469457682
TNFRSF17	3.80355815521674
RBM7	7.17994841064351
TMPRSS4	7.8296733846708
NKX2-8	3.07589610651299
C1orf115	6.58953731607124
TAF9	6.96443676447262
TERF2	7.05883535135892
TNFRSF1A	7.1657088643927
ACADVL	8.83708901219712
ISCU	9.45670157998915
KIAA0841	6.5285640413335
GTF2H5	8.14107589853675
EDG8	2.96446558511513
RAB15	5.26987901882178
HBP1	5.46820812916496
TNNT2	3.45973064983973
CECR5	7.55011499835923
JRK	5.10964592592614
PHGDH	8.15868179454
XPO4	4.50978829104613
ARHGAP25	4.75962815852151
CA9	4.3872736193836
TLX1	3.26397833904672
GPS1	5.4535748380191
RPS29	11.6585808746253
MKLN1	5.6800241131178
ATP6V0A2	4.59229449113993
EMR2	3.25150176961372
KIAA0319L	4.73456874583073
DOPEY2	4.73300900984824
SLC29A3	5.93391806772928
LGALS4	4.411265938645
SDHD	9.2408272814892
USH2A	2.96721156824713
NF1	3.95863271504808
IMPAD1	5.83639078183165
APOBEC3A	3.66674942005502
OLR1	4.10836221567363
HCFC1R1	6.74645168686077
TAOK2	4.04236742878601
NRAP	3.52531146885297
PPFIBP1	5.50314733579611
LYPD3	4.26123913761689
BCL7A	5.56139202244265
AGER	3.69486285365647
MCM10	5.61151948765751
MAP4K3	4.78587776406567
PFTK1	4.38513684939142
CBS	5.57473048263228
CLK3	6.77353424336234
KIAA0753	7.1357643879877
GABRE	6.24215924918077
FIS1	8.28162516136835
ELF4	8.002844710302
C11orf49	7.88122955756573
CLIP2	5.10360605253248
CLPS	4.0399687398892
PPCDC	5.99883391645699
KDELR1	5.61374641965698
NT5E	4.57204987122292
FOXN2	3.35810076818596
NCSTN	7.0163157409242
PARP4	8.55212589099742
CD83	6.39521103440763
NPY	3.53011564853072
IL18	3.83188514077765
BEGAIN	3.70832225568958
VPS16	6.90954283452325
SLC16A2	4.24129206782927
SLC35B1	7.18655376791404
C4orf20	7.60519814378669
IGFBP2	6.72032714359251
NOTCH2	6.95213175216735
SIGLEC1	5.20360042050336
SLC9A2	3.29620291011774
CD93	5.76497148428997
CEP164	4.60801359509728
P53AIP1	3.34388727430593
ADD1	6.44009255321162
ZNF136	5.923162701397
ANP32A	4.87868793178718
MGP	5.63486343924623
DNAJC1	5.55431306760579
CCDC144A	2.95942574559447
ACLY	5.94396301838982
TRPC1	3.20359220642709
CYP4F12	4.38875413161746
FKBP5	3.77437979746557
SMS	8.88538274761404
MAPK7	4.88680640871436
RRAGC	7.87808169893945
PARD6A	5.11009630924032
CCDC85B	4.42742513082243
SYNGR4	3.32743066374279
WIF1	3.06120784673311
GCH1	7.46732705511498
STRN3	4.80655768507858
TMOD2	2.79286435002994
FLI1	3.83677600103966
DGKQ	3.57293875923817
MAB21L2	2.89952242016902
SCNN1B	3.02893951481719
ECHDC3	7.26569873576068
TMEM106C	9.29540083528823
CSNK2A2	7.1134474533007
GPRIN2	6.18630167516848
CPA4	4.63669010728524
RPL39	12.5326930044183
HERC3	4.02496056774099
MELK	8.79735240938463
IL15RA	6.50746463767914
HMBOX1	6.56792567925769
CUL3	6.16798924249842
PODXL	7.89193033070946
CCT6B	4.33927304498199
GPX2	4.00655585112065
ITK	4.29501736304269
CLIC5	5.17679191372825
RABAC1	7.84987904120832
YPEL1	5.50448793998396
DNAJC4	4.45053896894541
NR1D2	6.62013546019658
KIAA0776	7.05009973387945
FBXL5	6.29366711094047
C13orf27	5.21713206507876
DEFA5	3.20136386801048
TRHDE	3.15869689327150
ZNF536	3.07186853734636
MEF2B	3.78973949021401
UQCRQ	9.95959678628293
ITGB2	7.46754535295603
PTPN4	5.8383059425831
STX5	5.09337968205527
CD72	4.60260214271452
ERH	9.47563807599585
XRCC1	5.76392889062889
VEGFA	7.3740208682719
MPHOSPH1	5.50730166504456
MORC1	2.82495019711809
PARVB	3.46759323723864
ELL	3.82660977545395
SETBP1	5.9907017835775
CDH11	3.64500177217623
NDC80	6.9372319191952
GIMAP6	5.21900806211426
AREG	3.65724440505011
BAT2D1	6.92950286505557
CDS2	5.15254078298394
LIPT1	5.82835742846557
SENP3	6.19627343001609
IL1F9	3.45869109020736
GRIN2A	3.60916554672608
MAN2C1	5.66988699336349
NSUN5	7.92235646667185
SF3B5	9.70451222897448
CEP72	5.47655389110484
MYC	8.05876550812938
NRXN1	3.12950109411836
DECR2	6.69933352509172
SLC37A1	5.90043521809178
SUPT16H	7.91263263820809
MUS81	7.77284431773414
PHYH	8.42367799376002
ULBP1	3.23974389662662
OIP5	5.75137733721551
IL10RB	7.53614676413144
OTUB2	3.3142443979874
NELL2	3.44021411690576
MAPK8IP2	3.957124010881
ARHGAP10	5.63959044336862
POU3F2	3.14250519850954
RPLP2	8.34481926678092
FGF22	3.22030156343846
PSCD4	4.10914581341758
TRAPPC6A	5.65073010083109
C21orf2	4.02741604353529
CEMP1	2.82101378335470
IL1RAPL1	3.31317021342673
LIN7B	3.76614762303276
VCP	8.08748388368005
NKX2-1	3.34959143028309
BGN	5.0272621396477
LAMA3	8.17052536348795
APOBEC3F	3.53163096810278
COCH	4.02979726663692
SCGB1D2	8.68089794902312
SP4	3.68811838052554
SLC11A1	3.90800140509716
ICAM2	4.49272323424637
C21orf25	7.16636906633493
SH3GL1	6.62039670810755
RALB	6.07972370103377
GSK3B	6.71208665765922
GNGT1	2.86699389948429
GPD1L	6.9297662392268
VPS37B	6.73919355922387
TNFAIP3	7.11462737286597
C6orf32	3.7316977219181
ATG3	9.5508970582901
KLHDC2	9.04996201979016
NDUFV2	9.68885397409079
PANK3	4.4563773531273
BLK	3.10245456642589
MATN4	3.4137849219813
GPM6A	3.20784739985667
WDR82	7.97228104628667
APOM	4.63367186510492
PKP2	4.59449762811955
C1orf135	5.37974283748281
TRIP10	5.5305688637588
HRASLS	3.63376076298152
TESK1	7.27332722360307
FSD1	3.62651916837955
SFXN3	5.18938617682748
MMP1	3.22540972148520
CA12	6.46504931527659
ZNF611	5.62312808168125
C19orf58	7.29918160161025
NCOA6	8.96585640000068
PDE6G	4.27939478383013
PPP4R1	8.43859631636576
HLA-DQA1	3.65325128194401
GCLC	5.69195954148939
MAN1A2	3.99339729042091
SEC61A1	7.61237910674054
IKBKAP	5.78648291867123
TWSG1	4.94723909689648
UPF1	6.29653999869055
KIAA1219	6.03363253733405
CTDP1	5.29901023024116
ZMYND10	5.42223290827446
WNT16	4.25065406468787
ADAMTS6	3.39065704804586
SNW1	7.58989066397808
IL18RAP	4.59908527258058
RPP30	8.14917433750083
KRT86	5.07087138842206
CDC40	5.24773473516782
SLIT1	3.63838807396797
KIAA0574	3.57663611423529
GTPBP2	7.41365465518317
SETD3	7.76223157168855
C15orf44	6.63666079348631
PRRX2	4.0309837968564
GPR110	3.45546970701901
C11orf10	10.4978478178323
MKKS	5.7903606285183
ELK4	3.30616212162705
ACOX3	3.98038210115056
ADCY1	3.3009683259137
KIAA0372	5.72129114443846
TP53AP1	5.09172946528326
RHBG	3.93932157180774
SMURF2	7.51893043961907
TP53I3	5.69554521261838
EBP	6.94787339672066
SLC22A3	2.67811696386351
TOR1A	7.07538513391774
P2RY4	3.45317064213851
TRPV1	5.96288021179792
ADAMTS12	3.62929791547376
PES1	5.76612385886212
UCP2	10.3257203457299
ATG4A	4.59754771401563
FOXG1	4.20506685416036
MAGEA10	3.92555625077457
WFS1	4.99309991992261
TRIM24	7.04253175283849
PABPN1	10.8379039090429
PROC	3.55737955888612
SLCO1C1	3.72317669018401
SLC25A30	3.00660652629067
SLC22A5	4.9771896816537
DEPDC1	6.87629407496382
KIF23	7.26268257242372
SYN2	3.80851018280131
ASPN	3.98476855058695
CENTG2	6.72208894753366
ZDHHC17	4.74907313214828
VNN3	3.37616076990524
KCNH1	3.95396754422896
PPARD	5.31893276462601
PSMAL	2.77330846388461
FLJ10815	4.41050259207297
YBX1	9.50629402012474
STK24	9.0294186716814
SPEG	6.68191609465937
STK10	4.68686541820135
ZNF695	2.54909674591543
SCTR	2.99973219815864
AAAS	5.6337467968449
SSX3	3.23459234321807
ABCD3	7.78480006423616
MTF2	5.74235652141451
FIG4	6.75695154933115
TMCO6	6.41294191729318
C9orf46	7.7076020005131
ATP6V1F	9.5404683914841
IGHMBP2	5.38905386044148
CCDC94	4.87896177568544
EGR4	3.27282125833712
DUS2L	5.02133635283761
FAM3C	8.6728773090187
DCTN4	5.38461856319928
EIF2AK2	6.17203586202272
CST4	3.79539772353196
CCL11	3.56823169988679
LMO7	4.08423810605966
PAM	6.76960825669483
NUTF2	9.23719960129227
ADRBK1	5.60925055595706
ZNF84	5.20994725244034
SLC39A4	6.69167154003683
CITED2	5.75113661895333
C12orf49	5.27449091058061
GRM3	3.02889905813091
CCDC49	5.2211613849727
STARD8	4.12305794643708
FNDC4	4.41218915039534
SIAH2	7.71995715020424
CCDC103	3.06118938467803
ATP5A1	11.8022602627279
HTR7P	3.25651278142774
LALBA	3.10822069845595
RMND5A	4.7979894691552
ATP5J2	10.2963393235394
PSCD2	5.91545745474043
MMP3	4.38091256591051
ZNF409	4.35807540807279
CRHR1	3.40902468395856
WDR70	7.88272634485944
ZFAND1	7.19906691376446
CCL18	3.62420008266556
KRTAP1-3	3.21051989589669
RINT1	6.17619811179425
NRN1	3.72351544564955
SPAG5	6.32326137605501
KIAA0408	3.03725670314352
F13A1	5.74343680008729
DNAH7	3.29794660167284
SLC10A1	4.1123854159033
BRCA2	3.85512957711701
ACADM	8.1753433506374
GIPC2	2.99912735413717
OGN	2.86907963397572
RAGE	6.26779024851664
XPO6	6.96667521535167
FMR1	8.75622228519749
DUSP3	4.84919041184855
ANKMY1	3.37863473112022
CHMP2A	8.17014389964027
FAM8A1	8.20816394230106
GPR21	4.14756734968636
BBS9	3.82303801630125
UNC119B	7.62219115883286
SLC12A3	3.46635681608994
ZDHHC7	7.21341471589916
FVT1	6.55533981786515
ENTPD6	7.01970338021749
PPP1R2P9	3.36664291269266
ERCC4	3.84604603100772
MMP8	2.93832150459868
HMHA1	6.07497896848378
RAD23A	9.471864582476
ACY1	7.14107355911688
MT1E	10.0707028918924
PPP5C	4.7445348501607
GPR20	3.4526199345765
RFPL3	3.56323782571858
GHITM	9.27988895854636
SCAMP4	5.03230625235868
NARG1L	4.7151484289803
MYO9A	5.66959271321015
BLMH	5.51842540687645
NDUFB7	8.60413398735488
ADCYAP1	3.34370907056
SP110	5.98522568010034
MIER2	4.61310329182991
KIAA0513	3.85107274541889
SH3BP2	4.42124032962133
PNMA2	3.02444864587576
MAP3K7IP2	6.94152453004411
AGRN	5.73142717937424
CEP290	3.28111162491378
ANXA10	3.68080826115339
RTN2	6.11072718315945
C14orf133	5.96162844316113
PRPS1L1	2.89593522343534
PRPH2	3.56675761051613
KLRA1	2.65376231406179
IRX4	3.19672593113287
GOLGB1	6.7670100480591
GPR97	3.57477794049795
NFKBIL1	4.62231607235060
CHD7	5.50058540914625
APBB3	4.85422342081067
RPS10	10.3712692247258
HIC1	3.26477745716621
TLE3	4.45884913654037
PSMB7	10.0553969688140
IAPP	3.48432507883094
SHQ1	6.68527877957348
API5	6.62042288623257
GP1BB	3.65976871628788
FTHP1	8.68372080202623
TRIM6-TRIM34	4.8685920862371
SLC6A1	3.56681752258014
OCLN	4.2172681746653
NAGLU	4.90477866291108
PTTG3	5.32950908710653
FAM117A	6.64568789374512
SPRY1	6.42245480018161
FLJ10781	5.93350913114389
CDON	3.4270464160361
SH3YL1	7.00186600835517
IGKC	6.66696575096
TREM2	5.41721011021528
MMP14	4.68724527693968
SERPINI1	3.73902406433041
HDHD3	5.99242270249027
DYNC1LI1	6.62331086037242
FASTKD5	5.95818593473485
TDRD3	4.74021309639515
THSD7A	4.4000628717771
NDST3	3.2094288230311
CXCL2	4.43911650343205
DHRS12	4.00230169856562
MAP3K15	8.65144974614959
FBXO9	7.23776226044929
APPL2	6.0580799403858
TNPO1	7.11524515447252
CARD10	4.4527889511552
MRPL13	7.26604459994166
SNX5	7.26076250425626
EEF1D	7.0564543173065
RAB6A	4.15617259492763
SOD1	10.5487359669261
C12orf5	5.57379925367081
PACS1	4.85040433551595
PAPOLG	3.22178430995198
CHML	3.15198861243317
SIRT5	6.45499590938106
MSRB2	7.13960911789724
BCR	7.2984782342957
PUS3	5.87889565761898
CAPN2	10.3609433724178
FXYD5	7.53082267829611
TWISTNB	3.05120993682527
UBE1L	7.25314128465618
UBE1C	8.0237795600196
CHD2	3.23831609833831
C15orf2	3.16706818000924
FZD5	4.28889662214047
NR4A1	4.98508371696708
LOC339047	8.6976000052419
TRIM17	4.21909568108517
ZSCAN21	3.19988482954735
RPL15	11.5126596981492
ATP5G3	10.0377614205134
PRC1	8.78782545929877
ADAMTS8	3.37392199832693
ABCB9	4.28496201723869
HOXC4	8.03111626528367
TRAK2	5.65517365450392
STAB1	6.60385189785322
CEACAM5	3.12205132128873
MYT1L	2.85667333452742
RASA2	5.42728457925255
LRRTM2	3.28223270676957
STAG1	7.49620964296997
OSBPL7	3.58241663233768
GIMAP4	6.17807121156625
FUT3	3.53841701645064
DBI	8.7087171326423
LPIN2	6.03017289907676
PAPD1	6.85643683231259
APOOL	3.76641982126979
DIABLO	8.68907757653792
ARMC9	3.72399906559552
RPS6KA4	5.8139381164689
TRHR	3.26494034791745
SLITRK3	3.80592823499657
TGFBRAP1	4.18982124173138
FAHD2A	5.13454978012036
CNTN1	3.36436419470025
ZNF211	4.28134994893758
BBS4	5.8828419991658
TMEM181	2.95611928110619
PFDN1	7.28425337607468
MINPP1	5.50620938222714
MPHOSPH6	6.59632547295816
RGS11	3.1537813124148
HOXC10	3.76745697987798
ITPKB	6.28312821048797
HS6ST1	3.55497052948586
AKR1D1	3.16890589279483
TNP2	3.31681376990566
MEOX2	2.78918098341226
EML4	4.13967921400395
SGTA	5.21922111618419
ATP6V0C	10.0504438785648
PRPF8	9.19629879784706
PSMD6	9.62341323758465
HIST1H2BI	4.31976499612494
TMC5	8.06560743539731
FKBP3	9.05852160820626
FLJ20273	8.70770141100962
PLEKHB2	7.10942450763321
RPL28	9.20322058256925
NOX3	2.79958923808428
ZNF544	6.35615304888872
EPYC	3.14111098937946
ELAC1	3.39883813611329
METT11D1	8.20385055406494
BIN2	4.74443886957997
NACA2	3.28371463806132
RPL18A	13.0022877901112
UBOX5	4.62577192927546
TCERG1	7.98661807212799
MPP6	3.39977389502749
KRT16	3.87739966320319
UBE2O	5.02943434313661
KLF5	6.41342946857798
C9orf31	3.6087089592078
APOLD1	5.56909975842455
UBL5	8.4062489998619
ARHGAP29	7.46866617453252
TNFSF8	3.42154211702033
PDE5A	3.09673155918423
CDR1	2.85705232208475
FBLN2	3.4004728404995
C14orf104	5.43040571579221
HBE1	2.98608584816302
ROBO4	3.38298873313091
C1orf108	6.45515323196792
FOXI1	3.00616802441639
BCKDHA	6.54128382374722
RAB4A	6.90647346591765
C11orf80	5.77794694650683
MYOC	3.74316577877406
GIF	3.86817061127212
TMEM39B	4.89462933895149
RPL3	11.2229814644928
THBS1	4.06640934042435
APOO	9.39132816706828
ATPBD1C	7.43302796939706
FARSA	7.17788802463744
ARMCX1	5.9625489487907
EIF4ENIF1	5.70671226648608
CMAS	6.29432318164736
OR7E24	4.68602148766620
TNFRSF21	9.49480993912068
PLAC1	3.50644342598197
KLHL18	5.41832528309559
LBA1	5.39038310714785
MKL2	7.79924307836315
TBX3	3.1373719041139
TAZ	5.40519743809105
CRIP2	9.14468126766114
DAXX	6.48948773452522
ELMO1	4.82073144143909
RGS13	2.60676868373551
DIO2	3.57418431615343
UNC13A	4.41513711679
TAF11	6.85066481283847
ORC3L	6.63732479853242
PRX	3.35075995869825
TARBP2	7.20265713892548
CABIN1	7.09823260330631
TRIOBP	6.94667938309694
HIST1H2AC	7.40747420565437
RBM5	6.61602658802544
TUBGCP4	5.1914532619735
NCOA1	5.51308143267409
CDK7	6.00332506151524
SSR2	8.82054535764534
IL25	3.46220319119325
CRELD1	5.65744035851227
GPR6	3.15585925538694
SNCG	7.1594824255762
CHEK2	5.38452621363895
GAL3ST4	5.68003033904501
KBTBD10	3.05677099050541
DRD4	2.86929194873688
GDF11	3.82826841553189
SEMG2	2.94159115246677
MCM2	8.96914723752029
CD247	4.60626083800792
SOX14	3.03871909367643
RBMX2	5.70316325598638
KIAA0922	6.75175243434073
TGS1	5.58062339508624
C16orf57	5.17503414770261
SYF2	6.87948173026891
MCM4	6.90151454925745
PDZD2	7.62746542027296
CEP192	5.49817929661828
IFT88	6.4536989127313
MCC	3.45896575187021
RPL9	11.7435334636808
RAB32	7.72220884058145
P2RX2	3.74718508572037
DDX43	3.1445432687601
HHLA3	6.8765764293807
ID2	6.62533060233044
UBE1	10.1377608806485
SLC24A1	4.3769888528077
ARHGAP5	5.1748091342556
C20orf23	3.87757958646832
CETP	3.16865589937481
ZNF688	5.93098082189377
APOC2	5.89666130263642
PWP1	8.33638124778211
FAM50B	5.3822097452736
PTPN6	7.10403752297746
BAHD1	4.5724067181201
GPR56	6.82799068700173
GRIK3	3.24319926640389
DGCR14	5.09720239093396
CACNB2	3.30139069244254
PDE10A	3.16703892300356
METAP2	6.70904478161796
RHOQ	5.59146870214488
MAP3K4	6.54922815097051
PDHX	7.10304107288588
RPL23AP13	4.18647608935343
MTA1	6.2584576321711
GNG11	6.06769792758029
ZBED4	3.59263313675452
CLCN3	5.44055682320624
CDK2	6.05956990392161
HCG9	3.46594647386156
SLAMF7	5.57729720037695
CDC37	8.22050999840828
ZER1	4.91283233677083
GRK4	3.22397708334542
PRPH	4.77938282313252
PPP2CA	8.95457910407508
LRP12	3.21033335088569
POLR2A	4.28381564910547
SEC14L2	3.30073768895548
OGFOD1	5.4025712904753
DKFZP586H2123	4.7101125438448
MC3R	3.27836494551992
NOL5A	6.42349527328303
PHEX	4.05984316105828
HIST1H2AB	3.6924013868388
C20orf117	6.0727430123086
POLH	4.99907908300752
DDX17	6.7589180320566
CAMTA2	5.92992521558321
PLEKHA2	4.69973881121105
SNAPC2	4.02975649705386
FILIP1L	6.15879102567666
PDE4DIP	4.23526019637144
LRRC1	6.74328126185897
SCN7A	2.79637485285882
GAS1	8.23229370644325
DGKA	4.35038863089321
PEG3	3.06434214467667
NADK	5.33387926841058
SGSH	5.47235593066584
CXCL10	9.9315086962376
GALT	6.40283889448563
MCF2	2.95907068741717
ZMYM4	5.85863661005426
ZNF263	6.7764570290217
STK32B	3.69585611850281
KIAA0888	3.33760380090431
TACSTD1	10.2421868763815
ATP6AP2	7.14398709430603
TYR	3.60471632259483
GDPD2	4.22393644125689
ABHD10	5.80588465508434
TACR3	2.94154843925134
SLC35C1	3.98216830053214
KIF1A	3.83988835993309
VCAN	3.5465613894556
HERC5	9.00541553163503
UBE2A	8.57798425208077
SYDE1	4.4061715220233
ELA3A	3.33356334958303
TM9SF3	8.28534450209404
HAO2	3.67727370634177
RNH1	7.70592257096929
MAFG	5.24506549206251
BICD2	6.8592898415611
C14orf43	4.22916793351904
CDH7	3.17816408833412
JUP	8.69266147052191
SHANK2	3.61979895688720
OSBP2	3.82150687293914
ACOXL	2.78050672765226
DAK	5.16001865224146
CBX3	8.2795838029807
C3orf58	4.87039360062017
RBMXL2	3.05396133508435
TCL1B	3.52891797993541
FGF13	3.23962504022363
KBTBD2	7.61799278572627
KIF3A	4.43921658620709
DCXR	7.49637801850444
MYL9	10.6189740967302
PDIA6	6.60951265501095
CDC23	7.84606698372567
CASKIN2	4.49571781536673
PBXIP1	4.70096615358232
EHD1	5.17718394470113
NBL1	5.89128207260908
MARCKSL1	7.98847874790258
RAB11FIP5	4.68650950364783
CDKN1A	7.36297490795927
NCK1	8.09923992480372
SAPS3	5.63680470193076
ZNF550	3.16780691421548
TRAF3IP3	4.18844698473087
LSR	8.4163795434329
MIS12	6.88890736761377
KIAA0774	2.67601074771623
CXorf1	3.40867699509325
CUL7	7.1063293857925
DIO1	4.05303445194975
LIPC	3.76330021659838
EIF2B1	8.93369704748748
OMP	3.24103713782068
HS3ST2	3.54501205485113
C20orf11	7.750197065679
CTRL	3.51902549613337
GSTZ1	5.27784102647378
PAK4	7.85754995407967
CCRL1	3.2339867701591
RNF10	7.20696112854239
MAGOH	7.67722670681893
CENPB	4.35864342144038
C19orf7	8.19597738897873
JMJD1A	7.53574358297278
GATA2	3.76088620218781
HIST1H4H	3.88510509145991
CELSR2	8.10723064703247
GABRA5	2.97184320842205
STAM2	4.09518966787185
GPC3	5.50855065168455
GRP	3.19427833225007
SV2A	3.40685920327819
EBNA1BP2	7.9444627510435
TAF1C	5.24352819473193
MAGEA12	3.45560014026481
GSG1	2.90857421729673
PDGFRA	3.68128195603856
CACNG1	4.26771239469036
CIAPIN1	6.61093831603246
CSTB	10.4281027578597
FRMPD1	4.44164612395621
PTPRJ	3.13012102678078
ZNF668	4.3583318064634
PLEKHJ1	5.80687545303763
ADAT1	5.46871215748628
