Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_A05_543736
Composite Element REF	Signal
B3GALT4	5.56415053687578
SMC2	6.8706956409251
LOC90925	3.03814922242229
NPFF	3.82412571419320
DEDD	5.16897794527932
SCYL2	5.74176599306059
PTPN1	6.26709227111583
ZNF174	4.40153019395993
MYH14	4.37027686789926
CCR8	3.43828030631042
SKAP1	5.27160251300549
GADD45G	4.45154153226705
PILRB	6.6853183518412
IFITM3	10.8115542226561
DNMT3L	3.65897097614701
GPATCH1	6.05081218187621
VPS37C	7.52357475749145
DSC3	3.49099099934359
TBX4	3.39218363045208
B3GNT3	4.41993421099569
LHCGR	3.29711064299391
SAP130	6.56049948784817
UBE2S	7.01943089692187
CNR2	4.11694594224076
PCDH1	3.97108812134662
ATP6V1B2	7.06707897807223
PLCG2	5.05260801500252
CAPZA1	9.15934706727562
GLRX3	7.42556641614291
HRH3	3.58654948603554
KIAA0247	6.84817170677494
MGC15523	6.04916870347261
CRYGD	3.27178372376118
HTR2B	2.98522290005069
CCR1	4.77868536387817
NUS1	5.4506892279838
DNAJA2	6.4045805547076
PGRMC1	8.32532288756408
UVRAG	8.25018679035224
ITGA2B	3.55534016896602
CLDN5	3.97214104730799
PTPRN2	3.48513833428409
PSAP	9.67319723637496
MYOM2	3.793053740687
CHM	3.1726094065363
CCNL1	8.48981489346556
FAM105A	4.6785006371465
LYN	6.62384387916261
DUSP6	6.64530968759927
TGFB3	4.2573436705769
PCDH11Y	2.54552318576586
NAP1L3	2.82906062157226
ELK1	4.96929112880476
HGD	3.5727493700033
C10orf57	6.45575075090983
B3GALNT1	6.05351412575723
AARSD1	4.58963468965664
MYO3A	3.11283399067706
SERPINE2	7.67563297955437
GDAP2	4.14397184083871
MAPK6	6.62579812150315
COX6B1	11.2102258721707
DNASE2	7.45517355468723
MSH5	5.73918253493355
LGMN	8.76401062041478
TCN1	3.65845699178568
SLC24A6	6.01985419099942
TATDN2	7.3673015616522
SDCBP	9.95602752854088
NUDT11	4.00188679120772
LILRB1	4.83963217607997
PYGL	6.12985274683667
P2RY5	6.0383344594587
SNPH	4.11914868414918
NUCB2	8.16554204163182
B3GNT4	4.62599137200864
SNX27	5.90774951933478
C2orf37	2.97495087357622
MIZF	6.3648386569111
FOXO4	4.79673843276005
NUBPL	4.82596058991798
NOD1	6.05036200216067
ID4	7.22187869140887
CDH22	4.2055504622786
PXMP3	7.36747047619484
SOX5	4.03227261711751
NUBP1	6.4229976433651
DSCAM	3.87728413352320
INA	3.46507734824865
DGKI	3.25477014597900
MCOLN1	3.57678117791123
FAM136A	7.12676070730508
RIN3	3.91994296377775
NFIX	4.68116022186307
SLC16A6	4.10522116336502
AKAP1	5.40318916346720
PSG2	3.20091850520806
HIBCH	6.81469295837958
PLA2G5	3.10524978264055
TIMM10	7.48230304365721
MED17	6.91330205838707
PSORS1C1	3.75194556315155
KIAA0495	5.29170947072618
LPA	3.19051179804399
PIGA	5.98636027489253
COL4A4	3.29344681076655
LY75	6.1023667781514
TPP1	6.80615604895526
UTS2	3.02911127453108
GJA3	3.48783917534672
GALNACT-2	6.18240511397253
RREB1	3.37424419650997
TMPRSS5	3.93967031530704
MGC3196	8.85449005800465
FLJ31568	3.62046013889924
DNMBP	6.42448284235399
LPHN1	6.08003612160144
NQO1	6.87494139877273
ZSCAN2	3.15065219097883
SP1	3.54216659048009
TOX4	6.27118045444424
SEC24C	7.59736721180754
HSPA9	8.66589970677498
APOBEC1	3.39614365926402
SURF1	9.24747195905357
LSM5	6.85592931398132
ZBTB1	4.2867681197458
GTF2F1	5.71044996608698
DUSP21	3.36169069344333
RPS15A	12.2860729187491
TAF1	4.36505165999252
GINS4	4.70456330804654
MYO15A	3.39935759898660
AP1G2	6.07738621180293
RBM42	7.67160865863356
HCN2	3.58283166802345
UTP3	6.434297092217
HNRPA3	6.94341473116816
CKLF	6.85534861260871
U1SNRNPBP	6.8083132841077
FLJ20674	4.80404631243159
RUSC1	8.6722408029018
MBNL1	7.56621341145341
NUP160	4.56539033562122
GRIK5	3.99290498025985
USP21	6.7428986116549
FLJ22639	5.26548971807957
HAND1	3.16276178884620
ORMDL2	8.11536137583922
SERPINB1	6.15778776044213
FGA	3.12653827695832
PRSS7	3.19505554973312
IGFBP1	2.9006089750335
SLC1A1	4.28692925137946
DHX57	3.99164172753139
PSAT1	6.34279195569692
FLJ13195	6.08699562025682
GDPD3	5.70861968638196
PTPN21	3.74357660580848
TBR1	3.15783339256073
TBC1D1	5.10815687555212
IFNG	3.47775320295701
FOS	6.92301740014506
IQGAP1	9.46933253551214
ZNF226	3.94979982209053
EMD	5.9965266742505
RETN	3.94538623324964
APH1A	8.26223480892988
C14orf1	4.89861836178451
PUS7	6.47059967299964
PAFAH2	3.9097330745385
NPEPL1	6.02307462084927
RP11-114G1.1	3.35650503068201
TUBB6	9.7515625485022
FOXL2	3.09402854153981
LATS1	3.48418467611826
BAZ2A	5.15702444179023
KCNQ2	3.31612668455583
SPOCK2	5.12298135260953
MARCH6	8.15542401728089
MGC10334	7.12765779944217
HTATIP2	6.6546975346995
CENTA2	6.51053734328138
FGF2	3.60165213010763
FXYD7	3.54575364810119
CCDC33	3.24638601530619
PRODH	4.01738715943126
DDX6	3.17529415677101
SLC43A1	3.82301118519193
NTN1	3.59166614944603
ING4	6.663194437439
DPH2	6.05303047333839
ZNF313	7.45308647275356
VPS28	9.07152079199953
FCGR2C	3.69599530362544
DIAPH1	6.70908360214384
CEP76	5.51243510042481
CORO1A	6.50672016127446
TRAF4	4.27826539568685
ZNF460	3.16628738138199
RRM2	8.09398004027961
EDG4	5.32368317614465
OS9	7.53726687151835
SLC4A1AP	6.09048543431077
COG5	6.19455563595028
COPS8	6.25577360328899
NGLY1	8.22285001916063
AKAP9	5.24663753771191
NCBP2	6.14516610388761
C17orf42	6.08620070553051
GPSM3	4.73577642891657
SLC20A1	6.96275879870546
SIL1	5.72775253780504
LDB2	4.87939235742013
ASB6	5.73470920682147
KLK5	6.01869581765189
SMAD5OS	3.35504831637368
UNC93A	3.16376528690791
SPTB	3.98921274748559
EFEMP2	5.34076790283775
EFNB2	6.23024623798504
C21orf62	2.82190980424392
PCM1	5.88368478309213
FMO5	3.53836313683699
TSG101	9.95964834214072
CEBPG	7.27374737436183
GTF3C4	5.49431384923698
ABHD3	7.34847382539503
TNFRSF1B	6.32414798921115
CLEC1A	3.89217137171284
IQSEC1	4.97847009835843
PIGN	4.56806384899713
PATZ1	4.61605172345969
RBM22	7.50996668359713
AEBP1	5.02344422384933
BAG2	3.71984062022345
PAQR5	3.27482543376056
C9orf127	6.7995044598549
THNSL1	4.03306704018771
ANKRD2	4.38326104878642
JAM2	3.9927765614635
SNRPN	3.11817133537591
ALX4	3.50145819448452
FAM130A1	5.72596291206339
CACNA1S	3.49976184308
TRIM38	6.97872913469915
CORIN	2.88055947106586
TMCC1	5.12130869842942
PCLKC	3.61328565853773
PLEKHG6	4.52736066838974
LRRC40	6.81953759549574
SMG5	6.4478606266663
NCAPD2	7.64018314183423
WNT2B	3.40938368452159
DCP2	5.79505481856528
ASNS	7.77128100359601
MRPL49	8.7418661623758
TMEM24	6.61490593312872
RPL18	11.1256521534194
SMU1	6.45862088355097
ISG20	6.31550934073598
CASZ1	4.62698775033202
POLR1D	9.6276559987276
GIN1	4.15555943533165
TMEM177	5.59220128976585
CDKN2AIP	6.39678571395646
KRR1	6.40000617589656
CXCL1	3.3727173643319
C1D	6.47551352375997
EPM2A	4.3532717667985
LDHC	3.43439750987208
PC	3.54318242677671
PDZRN4	2.99710805285614
FAH	3.75700375636558
UBE4B	5.83186456079713
NIT1	7.36757285517834
CDC2L6	5.73850422450632
BTN3A3	7.2424468369693
PAX8	6.20972181951325
PRO2012	2.97508298861096
BEX1	4.08712838727951
COMMD3	8.29170862773561
MRPL40	8.17785822605779
SLC2A4	3.40172235681378
SHFM1	8.42119447809666
PKMYT1	5.54477911614291
FEZF2	3.495264985743
DUT	8.58040982342309
LRRC59	7.76776458818808
LY6H	3.02783582067011
MAP2	3.37085845237839
LYL1	4.85174742135347
EDEM1	5.58548718169663
NOS3	3.34053444186327
ZNF34	5.2121643127658
ADH1A	3.2595319446629
CYP11B1	3.12293665783761
CDC73	5.54284058869446
GPR172A	5.60931853718835
GSTM3	5.01852654871275
C19orf54	6.41409950200783
KCNA5	3.66065011658613
FLRT2	3.57296615965114
WRN	5.62299698484115
ANAPC5	8.12303931161212
SDF2	6.95737681114307
KRT8P12	4.8640059605395
DZIP3	3.83841713380491
C15orf24	7.98004001089268
NFATC2IP	7.78973103412469
RIT1	4.74221022287916
RHBDF2	6.0511199701359
SCML1	6.8888974299996
MED9	4.36149539913917
RAB13	9.13221164884982
FBXW11	5.66099016983348
ETAA1	4.68872220737542
C14orf131	5.53836870251665
SLC12A5	3.77003078541131
PHF14	2.80177061278782
NRIP3	4.74191439337444
TMEM121	3.57176803281778
NOS1AP	4.74762048019223
FAM3A	6.15763404974802
RPL13	12.286299424669
PRDX2	10.9426988365929
SAP30BP	6.11487388197625
WDR76	3.71561328754617
PRMT3	6.65875006592652
TRIM10	3.70215291775482
FAM82B	5.78779089241561
GCNT4	2.97873323631565
MAP9	4.25372516900891
GPRASP1	3.76842766759325
CXorf36	3.73210830690721
CDKN1C	3.90719563764896
DSCR3	5.57990020596057
ZFAND3	7.36671253912579
C7orf43	5.54991154632665
HSPH1	8.24525964298802
SPSB3	7.60751702367235
AQP1	4.90317070355118
COL17A1	3.69320128181988
GFAP	3.57281238688597
CDC16	7.27259689740333
KIAA1614	3.34198511764307
PRSS16	6.02015135575852
KIF13B	6.09366998040784
PCDH9	3.14895673237965
MKRN3	3.32777163458411
ADAMTS13	3.93495231650209
ITFG1	7.00896967486681
TUBG2	3.92153134927224
TTYH1	3.9190058649595
SFRS7	8.3386156162158
C3orf18	5.02981461863059
FLJ13236	3.91153105884879
C18orf25	4.50426170262235
EXTL1	3.68527696136213
RANBP10	4.65184659671372
RARG	4.80502547839553
MYO7A	3.71980114825720
SFRS18	8.50728448348622
CD96	3.84662809720047
ACVR1B	4.28138348662888
DENND1C	4.51684277872244
RBMS3	3.85551904560773
SLC41A3	7.02838060642494
PSMD1	7.68444740410022
DGCR6L	2.92937833923728
ILVBL	7.671651522796
CSNK1G3	4.51676512832825
RNF186	3.54693295405769
IFNGR1	7.16706511647625
MAGEL2	3.69243682653183
TSPAN6	9.13073095402265
SLC29A2	5.33990408510651
MSL2L1	6.90017786090526
MATN2	9.18789661322088
ST6GALNAC2	5.97066115430367
RBMX	8.32151802997576
MPP3	3.94478782844953
FGL1	4.12993950714481
PSORS1C2	3.80775966330041
RAD51L3	3.78256626439892
ARHGEF6	5.7502649564405
TGFBR2	4.97178077457836
ORAI2	4.58275760427533
CDC123	8.47280435833372
IL33	2.78656188518862
DEAF1	5.00733581188884
AMN	4.02814483895538
MSLN	10.0694507508257
DEFA6	3.64440521901762
WWTR1	6.8678785022955
COBL	7.94465451804356
PPP1R16B	5.74898471872488
CIB1	8.8424916275497
TSSK1B	3.07786356143164
GAS7	4.23744178898979
MDN1	5.93291631845481
HAAO	3.92003958509051
HLA-DRB1	11.0483917480479
CTNNAL1	7.92849406840712
TLE6	3.40482765148210
CIT	6.63398497855454
TNFAIP2	8.7381165931479
FOXN1	3.71802995973504
HERC4	4.15329673432096
DRAP1	7.00983340017935
PEMT	6.54288119800993
SLC38A1	8.62670430261198
ARHGAP6	3.27197060912536
PHF20L1	4.08897775904576
MCM3AP	5.19739804225123
MYO1F	5.36083904870933
RAB11A	8.85350792756413
PTBP2	5.93071929336864
SNX1	6.29715893299885
CTB-1048E9.5	4.77044199913558
C19orf60	6.78008505308291
C7orf25	5.30058842541288
ELF5	3.1867615450631
HOXB9	3.34977147312607
RBM8A	7.32626447720936
PARP3	5.5355715531883
ITGA9	3.65314421997798
ZFR	5.82595059718104
VANGL1	7.55595961187849
FLJ20699	4.80915146394775
ACSL6	2.9936139296896
CHAF1B	5.71962184004286
NDUFA3	8.95916826193632
FABP4	3.37143262348495
KCNB1	3.54606193405696
CANX	8.0126574419509
SLC25A28	6.83435588896968
SHARPIN	7.30750698884007
ADIPOR2	7.73748028081769
TTC23	4.40014980113341
UGP2	8.39609661105489
ECHDC2	7.72702758187634
CIRBP	7.67699792526232
SEC14L4	3.67275033234096
SMA4	4.58645213306042
FRZB	3.37851157033599
PABPC1	11.6508026182660
APOBEC3G	6.91498569815869
CUEDC1	7.56908955718964
CLDN8	3.18378770954106
VPS52	8.2681684583312
LOC23117	9.17966524782591
FAT	8.8362865623587
M6PRBP1	6.27468270577546
PPM1F	6.08402784294622
TSR1	6.11581791450807
E2F6	5.46863212134652
TMEM126B	8.53171103459159
ZFHX3	4.75118004520844
PCSK5	3.02752150546918
HEMK1	5.890454756707
GIMAP5	5.68626209611462
DPY19L4	5.30470127132372
FAM77C	3.74479247768496
CTPS2	5.60093793422395
NDUFA9	9.36146005861991
SCRIB	9.03336737786248
AURKC	3.82222547352501
LOC51035	5.80345193081842
RSRC2	8.16994028870806
ORM2	3.40829915765049
FAM115A	6.43614676069169
EGLN3	3.25485129576208
FZD6	4.76881471014363
PITX3	3.49872992860191
GPX3	7.04242805050852
UNC119	5.34636615552117
NOV	4.24319374488207
GRM4	3.74572714584862
CABC1	7.46631635973987
KLK1	4.33230594863941
GPM6B	7.64269207186036
RRAGD	7.5981413478795
EIF2S2	7.17363764437699
RNF130	7.43161810912494
CKAP5	7.68844689880014
UCHL5	5.56852176792914
C10orf18	7.7619121321239
TMEM93	7.15120859004085
KCNMB2	3.64647466258514
AIM2	4.39610954946535
PNO1	6.10298871021159
ANK3	6.09753242827247
OR2F2	3.39098287551711
GNAT2	3.35176407471482
KRT5	8.83768740523788
ST13	7.36159151026361
SIX1	4.06603021203753
TIMP2	6.5282005946809
CDH12	3.2211467784842
ZMAT4	3.36017503029809
QRSL1	5.5323748323407
CCL15	3.53472368060242
GTF2IRD1	8.3801106516877
CCDC22	5.32851154365241
SNX24	4.6723495866832
RARS	9.12524286838797
MORC2	5.63347531706436
FAM48A	5.93170661060159
FOXD1	3.32848031650185
COX4I1	9.21925952757862
DSN1	6.18339322850798
AMT	7.1301246412256
GPRC5B	6.94549286420545
CTAGE1	3.08024680456681
DTWD1	4.83907814066251
STRN4	5.88472259825044
KITLG	2.99796202868388
HSD11B1	3.77260947052506
HDGF	9.52223202204606
KRT6B	3.35925451718195
SUMO4	6.45630828727742
ARID4B	5.33830481395791
SATL1	5.52249580815889
SETX	6.04495252754051
DDR2	4.22315208978446
KCTD12	7.49768899277927
WWP2	5.12018866690437
CTSH	8.17773142317885
FASTKD1	7.45438765984095
PAF1	6.75900817621708
IFT57	7.940475985841
TMEM2	4.71157203683791
ZNF592	6.47868038917642
TNFSF9	3.68230990518161
PPFIA4	3.47719351637559
CFP	3.66807267974797
DCTD	6.71427790900634
CNIH3	3.37666898910193
MAP4K4	4.81664219844022
ROD1	4.06368143773488
MFNG	3.69491427550665
JMJD2B	5.42802797880191
DOCK3	3.12212037938034
STX16	6.06435365830034
ALDH3B1	6.36989469300675
THSD4	5.78613898503635
DLAT	7.19844758942797
KIF21B	4.57323007875338
FEZ2	5.44265323901002
CDC5L	7.30441371445012
KCNJ5	3.93014293330859
LMNA	7.04037819154573
TBCD	5.93368444246126
ZNF250	6.36243388180575
CASQ2	5.14876267475455
PEG10	3.90769515830436
TPSD1	3.40819016762721
PRAME	5.58062408508884
NP	7.12577179532986
ZNF12	5.87850215971744
XTP3TPA	9.33380449128319
SIGLEC7	3.89797439468666
FAM70A	3.34656147962037
PANK4	6.13589368130315
SNED1	3.87960474910966
HIP1	6.20121413254084
WNK1	7.53042336456013
AHNAK2	8.55889758020282
FLJ10490	3.93360358760275
TOE1	6.56986904825992
RECQL4	5.12918756833016
PPA1	11.6419889839785
DPAGT1	6.74076978352894
HAS1	3.64202127557058
ST7	5.9481747987129
MAGED2	8.43252520677452
ANKRD55	3.70356260992683
TRPS1	6.09909140836352
POPDC3	3.18664866911718
ACOX2	3.17547889162201
TFPI2	4.23866581953295
CYP4F11	2.84756426710558
PDHB	8.59435023422936
ERN1	3.71404968656735
LHX2	3.13213036075193
B3GALT1	3.27720466426350
ADAMTS5	3.36218838028395
NOTCH3	5.70661995387214
C1orf116	4.17304025432817
UGCGL1	4.33028380889827
NF2	3.75598878984204
POM121	4.27571275989135
CLPP	7.21973308558388
MTMR3	4.07321536158485
ATP1B3	11.2133126585680
TMEM16A	4.14052056980698
HIST1H3F	2.77444897277618
TRIM25	4.5198737661686
CRKL	5.4574252190903
HOXB2	8.62220914793987
ANP32B	10.5961263869229
NUP62	6.43833666016254
GATM	4.06466958917429
AP4E1	3.15557842681275
RASA3	3.35333248328657
EDG5	3.7815656277282
CDKN3	8.16572925592548
CDH4	3.45497596055475
PGD	7.32263071366999
TMEM168	6.30969560760562
RND1	4.03560088904003
GAD1	3.34551136919725
MPG	6.119276625053
ZNF133	5.33154857628249
LOC440350	5.23929828031287
FJX1	7.13747619388437
CLCF1	4.77633804626097
AMELY	3.22265179699446
PHTF2	4.56326576017312
IGSF2	3.78975500949605
TFF3	3.44880621016273
NDFIP1	8.19695760479176
IQCC	3.9909556045733
CUTA	10.2841241481438
HEYL	3.58204616899551
FTSJ2	5.5294732107983
APPL1	6.19063898956921
TNR	3.43305535766504
WAC	7.80728052535842
ADCY9	5.89977860381085
PYCRL	5.44819244554885
PCGF1	6.13366182435182
PTPN13	3.32114818357197
AGPAT7	5.2487098042675
SSTR5	3.58408110709072
CDKAL1	3.06138338929272
PDYN	3.41487681553933
SFRP1	3.20491377228777
VAV3	7.52107560765502
MTMR11	6.40782335118015
SUOX	6.35588269005972
IDH3B	7.1527726996787
STXBP3	7.49504535123016
EIF3G	9.82258512585697
GOLT1B	5.45307943747812
ARHGAP22	4.20653612101629
NPFFR1	4.44462277677535
NPC1	5.81993542660331
ALDH9A1	7.9995145833055
ICAM5	3.65553607305365
ADD2	3.77880946592724
RASSF1	6.04617163719085
PITPNB	9.02821213274171
PAPOLB	3.29268967590417
URM1	6.86633867610545
TMEM106B	6.31172905498451
LRIG2	4.93370812181249
SLC27A5	5.16075992713828
CDKL1	4.79843818056405
PRODH2	3.76562289995319
SFRS11	9.4050913305909
IL7	3.33878425112536
SCN9A	3.15179743913223
BTG3	9.68199531559259
PAK2	5.71282933680686
ATP2B1	6.12984473067533
GATA4	3.22112479470253
PRKAG1	7.11921138927717
FAM64A	6.75343233036275
ATF7IP2	4.41934571795498
EEF1G	12.1464011787372
INCENP	4.0866561992536
SMAD5	5.51379794196441
GARS	8.99399720129888
CDK10	5.81558470416981
HLX	4.63818277475265
ELAVL3	3.84879865794449
MDM4	2.82814471814747
GNL2	7.78347548664984
CDX1	4.88048156207088
PFDN2	7.6419971396024
ZNF200	4.64075276375755
NDN	3.9634245039219
PRR3	5.52914229080447
HBA2	6.855683851233
FBLN5	7.06557029480187
PUM1	7.90346292566236
CCDC88A	3.28463746071363
TNNT1	7.04304915114514
KLHL24	5.38837432437562
HNRPH2	8.1463217740125
RAB7A	8.07849402709397
SGPP1	3.49730111333673
PMS2	7.33282589099301
ARNT2	5.12910705322116
CBR1	6.44314957564953
ITPR3	6.34991627389255
BIRC3	5.62512098327008
NRSN2	4.61552098105562
SPOCK1	3.28363184611357
H2AFY	8.92243967838945
RXRB	5.24519521912001
ZNF638	7.12779852473118
APBA1	3.91234829868901
RAB2A	6.76354205451679
ACTN4	9.0055471134329
FXC1	5.05065394585103
C6orf162	4.11417999102991
HPSE2	3.94137730507019
PLCE1	4.50185394564105
INSL3	3.12338385903107
PTPLA	6.85060940215765
EIF2B5	6.7311354503245
DLG1	5.65856039165322
PINK1	6.06332035594542
TFIP11	6.24966946029254
VPS33A	5.11786674880647
SKIP	5.1766680603046
GRAP2	3.13413329567983
GAPDHS	3.43204279258891
POLR2G	9.19797358852437
CNTNAP1	4.55481096297990
PSTPIP1	3.64047068393512
CYP26A1	3.97045069536729
APOL2	4.73681458549589
TACC2	5.36228698727759
CNBP	10.2772348924974
WASF1	6.0267834476232
HSPB1	12.7728272062841
INPP5E	6.20800672199766
COX7A2L	8.69659403932454
HSD17B1	4.35731265202928
ARRB2	5.64974527751263
CUBN	4.04682109723964
SLC7A6	3.83540617575001
IGF1	6.57652736456903
ITPK1	6.04750354783599
NAALAD2	3.09683931088211
G3BP1	6.83537157368817
HSD17B10	9.64050609862584
NUP155	7.65921777172118
CYP39A1	3.61392746895536
GLULD1	2.84553580059511
RBM15	6.91579405582649
AMZ2	7.235452019123
GDF15	4.52266485496904
CYCS	9.58182993526144
TECTA	3.2906992146848
CCDC46	3.55108476003552
GNAL	3.19952393138446
LPO	3.42241553203453
GZMM	3.79754309180686
PAIP1	7.81963036435688
DDX11	6.64478597227491
TAF9B	3.59999204422933
CACNA2D1	4.20761076656206
IMP4	7.60886853881945
SH3BP4	4.93699981811501
PADI1	4.59693382337919
DEC1	3.26929649993133
PON3	3.7517820538696
PROP1	3.58479899328255
UBB	11.7272925098593
RPA4	3.33914634158509
TCF25	7.9192590671315
NDUFS1	7.4585558048111
UPK1A	3.90413100733275
AES	6.4091996625643
PPP1R13B	6.6454333851129
TCL6	3.42725605801804
ARL2	8.78613040808463
CD2BP2	7.2354622450578
TOP3A	4.31630667039989
CHRM5	3.49698966227666
FGFR1	5.04409706952975
UGT2B17	2.87130554884724
CEACAM6	7.1397936397512
CERK	5.59707958921174
FXYD6	4.40770537978223
AP3S2	6.05681166515803
ZNF208	3.34057450911387
CARKL	5.64261451872167
HIST1H4E	3.26213241888858
GOT1	8.52155850810616
BBC3	5.11147670417518
CASP6	6.62215216304194
HOXA1	3.45023374642272
RCL1	7.05826808692723
RAB40B	6.16549312578636
PI4KB	6.06780557240848
LRRN2	4.60760980522675
B3GAT1	3.33218751161048
OAZ2	6.80534830779226
BET1L	3.77377286311824
NOC4L	6.09846634785399
FRY	4.19535628604849
C10orf12	3.28307436024891
AK3L1	6.21680224196688
FADS1	4.14495644815818
CSF3R	3.96620389432295
DKK2	2.73541667835158
POLR3K	7.86998817837754
LBX1	3.22861805763693
ATG2B	4.55584905836039
RHOT1	6.8603681783025
DARS	7.98179258437717
EPS8	6.60861060877591
OXT	3.48456085579793
C10orf56	4.96543483963956
ARL4A	5.83555151462256
CCDC64	4.09580987299429
DAD1	9.70545394607697
HERC2	6.33927467628364
HSD11B2	4.89735359264593
USE1	6.74790950954756
FAM96B	8.31462224106643
HNMT	4.09323023864111
PCGF3	4.71562784469034
BSN	3.95585083300816
CAND1	6.44122653843234
ACTR10	9.10385397176044
NASP	7.19931528807131
C20orf4	6.31965875414584
ACSBG2	3.14204378091032
COL9A2	7.18257499906468
RWDD2A	4.69704645540917
PALLD	8.655973169117
GPC5	2.87470290156966
CENTD2	6.35528938930544
TBL3	7.497793010549
TLR1	4.30617978695558
LMO6	4.07313231518106
CCDC106	3.69816892517025
KPNA2	10.067048278093
PARP16	5.35909094000673
PDIA3	9.64736191393992
MACROD1	7.07606252928689
SFRS1	7.24165765079382
DCP1A	6.40897921972235
TMCO3	3.62907474946217
NTN2L	2.98803816883622
CLN5	5.08581151055751
BIRC5	6.15639960781189
PRR16	2.80320604749983
FAM63B	4.00819264925527
GLE1L	4.77322091955438
CES2	5.80570579641971
GNAS	10.3337346230194
KATNB1	5.38267270341404
CPLX3	3.49406268752334
WNT8B	3.78301150208345
TSPAN13	6.42993229459834
MRPL52	4.28655762060696
GHR	2.80829462398462
DUX4	3.86066938858418
BCLAF1	7.2584359220946
GOLGA3	7.44898751692875
CLEC4E	3.40435355733674
SCUBE3	4.18335066959748
UCRC	9.34593510449246
CDKL3	4.45923122929793
MGAT4B	8.0441479442788
BBS7	4.08534148492565
ZNF345	5.08663838392283
RTF1	6.07444807108776
SERPINB9	3.80542772456274
DHRS7	4.36421976799004
RIPK4	7.1892204104827
PLEC1	5.56157195469394
PIP3-E	4.95249447627393
KNTC1	7.8575445438955
EXOSC2	6.35366617641439
MS4A2	3.06632245194728
FGF17	3.58356624339770
WDR59	4.46640971883599
LAIR1	5.04941817818241
EVI2A	4.93970546297091
IL17RC	4.54847446626269
GTF3C3	5.52871306614802
HS3ST1	3.59115010446621
ITGB1BP2	3.25059768750907
RBPJ	8.13363768237798
LRRC8D	9.10344341742693
ALDH18A1	7.1272697106083
INE1	3.96221363740936
TPI1	9.54410189496946
FLJ20035	7.92743012956325
GATA6	3.32200816778745
CABP1	3.29908026292585
RASGRF1	3.48876247799904
C4orf15	5.26357037618601
ALDH2	9.33977186544087
DAPK3	3.64636094337359
C3	8.86652413442048
EMP2	10.2776987383984
GJB1	5.94494444350396
PIN1	6.14736844660675
SLC6A15	2.95833552596019
POLE3	8.54243986456861
RIN2	8.12821164887256
CTSL2	4.96296844164626
APOC4	3.94130655293135
CYorf15B	2.82086142294309
TRIM2	5.64662847141167
CP110	7.09297548818485
KIAA1622	3.06665535918058
DNM1	4.94317843488785
HYOU1	8.30892029902055
OTUD4	6.4390812381385
USP7	7.00810782640749
ZSCAN16	5.16545739623668
ASCC1	6.05420252865641
OTUD3	3.76635612420502
YME1L1	9.10722905039897
HNRNPR	8.98911423818824
SERPING1	9.33248433716127
TPCN1	8.24833167036783
STARD13	5.08271397814209
PCBP4	5.58049021840597
ADI1	8.4402849715184
ASIP	3.10584490292829
CDH10	3.69093695590069
WBSCR22	8.30455603789704
SCP2	8.36613862098677
KL	3.12755689064497
SLC35D2	6.1616182958864
MAFK	3.33852054639697
SON	8.55396202538179
SBNO2	5.32563251909605
RACGAP1	8.36657221574968
SC4MOL	8.33536431958688
SLC6A6	3.3432468578903
OBP2A	3.43872561939913
PSMD3	5.96209993689008
ERLIN2	4.89708635782922
PPP1R9A	4.20720770068887
RAB35	4.91457966153729
PDZRN3	6.18704649109314
AVEN	5.95228410562234
FLJ21075	4.06872596868999
BCAM	7.14617569519785
C14orf132	6.36575468079227
PCK2	8.29513230328682
FKRP	3.36268830305845
HLA-DRA	10.6880688508137
GUCY2C	3.08594600695398
RP11-125A7.3	4.97342577543377
BARX2	3.40408194514737
DAO	3.40943146682086
EDNRA	4.67178291457272
NIPBL	6.04963387836398
ZNF331	4.65673395054613
PPP2R5A	6.35319502611791
HMGN4	8.33569592538483
DDX39	9.1038651743347
EFHC1	6.50742350304211
EIF3M	8.81519026530168
SLC17A3	3.24086745052795
ZNF24	5.32929446676524
ASCIZ	5.99375652414938
FNDC8	3.50478323184277
ESRRA	5.51351557352488
PTMS	4.96664687882998
PHF7	3.80682895238328
PIP4K2B	4.82668424870488
IRF3	6.13839071265252
GPR19	4.99214276915747
HHLA2	3.48509299479328
GMFG	5.66637257800259
BDH2	7.51623155951199
APOBEC2	3.85046108943399
PRSS21	7.52528816711855
PENK	3.39439557228344
PHF16	5.97486818615732
ZMAT5	4.79601236992556
SMAD9	3.05598273403438
SLAMF1	3.50719881463467
RGL1	6.46640038319824
DLGAP4	5.00370730610495
MBD5	4.10106614912647
PHLDA1	4.01145095951019
BACE2	7.80367944642640
APPBP2	4.62629913741953
LIF	3.68555864984422
OXTR	7.47582816131102
ACTC1	8.34319981504364
USP19	4.45758352939057
SUV39H2	3.32594153537358
ERO1L	5.34046747953352
ZNF395	7.27367297120622
CNTFR	3.71664166588971
HIST1H2BL	3.00890711799858
WNT3	3.45164490675021
ZNF549	3.30335308803347
ZNF467	4.49640093849136
SLC25A21	3.01592712749303
IL5	3.06847029816837
CLSTN2	3.78252387268686
LSM12	6.11375376893314
KRT37	3.1554783713209
NACAD	4.08862974697213
NAG18	2.84283859259608
PTGES	4.27275150518542
GDAP1L1	3.34014199562853
MFAP5	5.57759467100812
OPRK1	3.11665521439830
