Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B11_472040
Composite Element REF	Signal
DPM3	7.76861040015043
SLC25A13	5.68159176875808
KRT24	3.56270021489582
SMPD1	3.88313584997363
COL6A2	5.70116969239286
TH	3.3749877112998
MOCS3	4.29447463730167
ANKS1B	2.72823110615122
GPR126	4.30981535049785
ZC3H12A	4.83160656148557
TMEM47	7.02072108957436
C17orf71	6.18551609660409
HIST1H2BN	4.37681575110983
RAPGEF1	3.41803955551714
HSF2BP	3.41545759172647
MAP3K8	4.21430192474946
AKAP10	3.95651113628345
DLG4	3.29577159638659
STC1	6.0315018188865
RPAP3	5.93949070813687
STOM	6.08362962187825
MUPCDH	3.02722399864582
TMEM14A	7.57530437560222
TCP11L1	4.22757687255792
CWF19L1	5.23421019801961
MYH3	3.0643288216546
GPKOW	5.4897356521146
YY1AP1	7.25468034258592
SPON1	9.57024751622899
SULT1A1	7.87123127536197
RAB23	4.35490429876581
PLA2G4A	4.13739973630439
MAPRE3	3.33695323587465
SPEF1	3.46740965145902
GGPS1	6.08949897325215
C19orf42	7.03098430184174
MAP2K2	4.40412405488394
HIST1H2BB	3.13445765622126
ELN	4.00171759978046
RNF19B	4.91635558179554
MPI	4.77590641292698
MEPCE	6.05935865520649
TLR8	3.33561470059786
PCDHA9	3.366421206148
ABCC3	4.49272580096979
HLA-DMB	7.38664691765545
RRAGA	9.11352105764781
CARS2	6.62847012638493
ANGEL1	6.05263089856787
CLUL1	3.51291113860194
RHAG	3.39057518610063
C9orf95	5.58231187839743
C14orf143	4.42238665771508
CPN1	3.1846508000159
ELA3B	3.82475747151947
HLA-A	10.9831058144993
EDNRB	3.4054575437821
LDHA	11.3931957410192
MRPL20	8.08666089598598
SCD	6.46521675747264
C8orf55	4.2577269301465
ATP5S	5.7500603542561
RABL4	5.29863009335494
SILV	3.50588943275343
RCVRN	3.1059765858759
TEX28	2.75101552943225
SHANK1	3.86320132971683
CD226	2.92263403210126
TCTN1	6.36049053408288
STAT3	8.46174159040623
PPP2R5C	6.84000865263292
SYNJ2	4.0618876462783
CAPG	7.97546290502366
MBD4	8.10339715271382
SLAMF8	4.43627450401652
ROBO1	7.10304011211998
ST3GAL6	5.11436985928685
ATN1	4.15955187069642
MPZL1	5.8559822402735
ARSB	3.13478836620547
KRT36	3.10822101756337
MAD1L1	4.86470606744373
DDX52	4.81039080644225
AMPD1	3.41703597172185
INPP1	5.92267377067258
DPEP3	3.14331656772866
DENND4A	3.31983898883463
ANKRD11	6.50183560598209
EIF5A2	4.12583894177855
CAP1	9.7150759319
NT5DC3	3.62644976476822
SEZ6L2	5.46166990854864
SEPT9	7.32082381892824
GUCY2D	3.01805615862698
VPS11	5.94462717537897
CPM	3.81990980424585
NDUFB5	9.43703208814155
CIDEA	3.55784777411976
SLC26A4	3.22277250206187
FAM59A	5.38614641295752
N6AMT1	4.37262385127238
FBXO5	4.57808309975413
SIPA1L1	4.92402169327504
OXR1	5.39721058814555
DGKB	2.93086255805333
DPYS	2.97804033408513
GCN5L2	4.97889240493652
MIR16	7.71835497808712
TGM3	3.15428350000131
MTCH1	9.16674203040483
WDR4	3.39164138897325
HK1	7.71100648777962
PDC	2.92399522575641
VPS33B	5.58070872290476
HEXB	9.16057437485005
GALNT12	5.55580916342346
LOC339229	5.82140887190707
MRPL35	7.68143156238732
ORC4L	6.12269405004387
TCEB3	6.19982343830724
TNKS	3.87730744617290
C2orf24	5.34557200710944
CRLF1	3.75771909754283
GGTLA1	3.26316373099063
PYCR1	5.06214596850596
CDK5R2	3.13644547383292
WAS	5.30978288353461
CCBL2	7.08304231299155
MADD	4.75378190538553
CDY1B	3.54915786603452
SLC30A4	3.18128027619654
WDR42A	4.95359142602412
TUB	3.27648865183002
KLF12	3.76695234000884
ARHGEF18	6.5208118014542
ARRB1	3.25333896902537
KCNK1	6.89441720491473
HSPA1A	8.69520078064797
ITM2C	7.00709401266915
DAPK2	3.64897158776945
RUNDC3B	3.22838627507329
SCAMP5	4.55621040241924
EREG	3.29415459841589
IL17RB	4.36894027754331
CENPA	5.96087496951308
TMED5	6.86154632905582
MCAM	6.65314257953877
FLJ20323	6.08408755040249
CDH6	4.29902099396869
POLR3E	7.09278084787202
BRP44	6.79302575055183
OR7C1	3.30589461151428
AQR	7.54934896723972
THG1L	4.93528188205094
CAMP	3.45829433389926
GABRA2	3.07242524630046
C14orf166	10.4634956864747
ADAMTSL2	3.54681640892245
MYL1	3.12734906870258
TNFSF18	3.45122847116529
PPIB	10.2161935951235
KLHL4	2.84760010712566
SFN	8.4305283536446
FRAP1	4.34488589201854
CLMN	4.51940865920075
GOLGA5	7.5007640924012
SDCCAG1	7.36569221578949
SSTR3	3.44846218125648
MAGEA5	3.1901524666124
OVOL2	5.07814510572689
C10orf95	3.88318862673605
RBL2	7.0436256004489
JMJD1B	6.06297153161348
PPP1R10	5.86681821525951
C1orf163	5.59385155762565
CSE1L	7.14761175365525
ASRGL1	9.04091993423477
RDH16	3.88576804432896
TOM1	3.58967343154431
PTX3	7.37981897201402
CENPN	5.02255102377338
TTC15	5.70194676877573
TMED2	8.7386424476252
ANG	3.9998624933178
RCAN3	3.77668954421703
CINP	6.07442161092365
U2AF1	7.96598415593248
NMT2	4.22859163718588
OSGEPL1	5.06660560042688
DFNB31	3.84781551078251
MARCH7	7.10704734196323
SLC6A20	3.35509968052034
PFKM	7.66548870424254
SGMS1	5.8659283379716
DKC1	7.82660948453527
MGC5590	3.18891039591173
CREBZF	3.98758383791720
DAZ1	4.49919335327892
RIOK3	6.73027172743271
PRPSAP1	7.80389628693777
GCHFR	5.1922553341135
LOC196993	3.26251025082727
UBD	9.27341573149738
ATG9A	5.41046804370739
S100A1	6.3981805511022
RPL6	11.6661240771050
TMEM40	3.46800087334151
DNAJB6	6.92396567582972
ELP3	6.03414121133598
ZNF787	4.92966963515552
KERA	3.27424960197870
PELI1	5.45596641904213
PPT1	10.0453155686541
SLC35C2	4.23394450798779
MT1X	8.57788678026068
UBE2B	5.9037200652603
KEAP1	6.97611263373835
MST1	5.09403321433259
MUC4	3.84240482528986
RFC4	6.12219765099191
BCL2L13	5.52769235514519
GNB2	6.767640441529
NUP50	5.59254189618067
SULT4A1	3.80147816398283
S100A8	7.17391391271147
C7	7.9093596201134
CCDC130	5.30531476645898
RQCD1	3.6996073995732
AYTL2	7.32381921438703
MTUS1	5.71524229262028
ARFIP2	6.31861479658518
UROS	6.22195832096071
LEMD3	6.67251587619371
PLEKHF2	6.41381332348744
KHDRBS2	3.39100858179911
HOXA7	3.20879369390582
POLQ	4.33069316795744
GTF3C2	7.30083053453772
SOAT1	4.75732428446604
SPAG4	5.34766867292082
MRPS30	6.98134203134903
MR1	4.23123890883718
UBE1L2	5.32345009495652
F8	4.7233051391184
KPNA5	3.54565420976848
ACHE	3.37781315172052
TNFRSF12A	5.23379153489984
EGR3	3.86266610996362
TCEB3B	3.26030581614196
ZNF184	5.14610606945152
OASL	4.43649958438083
SERPIND1	3.10302890313722
IFRD1	5.18683331566999
SPINLW1	3.27975480571671
KCTD9	5.04070627113537
PRR14	5.51569947740237
ZNF267	6.68530626637186
PPP1R3A	3.22887489791745
ZBTB6	3.51108062466414
ACTN2	3.50547588800997
TXNIP	9.64485328946972
NUDT3	5.97572510533766
DFNA5	5.9604319765467
RPL36AL	10.7407587712767
KLK15	3.33701096683403
RAP2B	6.74071276591217
CHAD	3.60034987432561
HEBP2	9.53911892537589
GABPA	3.94931057450118
CAMK2G	4.80358062097060
TLR3	3.81388626649706
FGF14	3.2235035908923
HMGB2	9.14885125265605
POLB	7.11795296505754
KIF3B	5.95819699970581
C3orf27	3.45263162186194
MTMR9	4.34536680246492
SEC31A	8.604572683643
TRIM58	3.81369068728560
TAS2R14	3.26293055323862
NSDHL	6.20853518815991
GLRA3	3.07759369658137
VPS8	4.72431014622788
H1F0	8.0384516858004
PRKCB1	4.22596846789078
POLR2D	5.71008973083273
UGT2A1	3.26208193821057
TOR1B	6.32346961145332
LSS	4.1176621230712
TOPORS	6.76778327492123
HNRNPC	9.37881449259684
TMEM100	7.92098473284994
DHRS9	4.829848329116
ISG15	8.97051617087014
DNAH2	3.68921304398601
ZCCHC14	5.02709269137975
FXR1	7.03186826014468
ZMYM3	6.14085940815197
CREBL2	6.93346194562035
TGDS	6.17555305304041
CASP3	5.48574788305303
FAM120C	3.21672883903865
KCNQ1DN	3.74811871756292
SCLY	3.88576757894441
CACNA2D3	4.41551097580462
CA7	3.59565370352235
ENTPD5	3.55043609347745
SUCLG1	9.24787233311256
PDIA5	8.7472007622016
KCTD20	3.61265053597758
WDR47	5.41641395052651
KLRF1	3.85339056383715
MAGEH1	5.80073325684579
PRPF40A	7.5242468527003
SMR3A	3.51979603883923
TAS2R16	3.11431361639953
SPINK2	3.04773101510987
NPY5R	3.26896583044706
IRF4	3.54115322954225
PRKCE	3.98772520835603
ITGAM	4.63556004415711
RGS2	6.69519302653046
DDX19A	4.94276969942859
PDPN	3.92493026798894
TMEM34	5.9422169306837
MST1R	4.67582634375566
MGAM	3.77768865187352
COL3A1	9.90354916492928
PTMA	11.5918742958368
PRDM11	3.3986505461851
NAPA	5.96667794337252
DIRAS3	3.38641563343656
LIPF	3.25367064274277
PSG9	3.10839109177714
ASGR2	4.12824044511638
ARHGEF11	3.87608410010515
PIK3R4	6.04826168809272
IVNS1ABP	7.55670179738998
SIGIRR	5.08813976799497
BTBD3	6.84229490023762
UBE2NL	5.7664355934419
PPP1R2	4.87744778223697
FOSL2	4.61502036222522
IL1RAPL2	3.45271229924981
C4orf30	6.32800086750196
TUBA4A	7.85034004350668
SEPT4	3.52767338662764
SFRS2	9.04007629910635
EEF2	10.5587382139575
ZDHHC11	4.57071910105024
HNF1A	3.48115605483367
EPHA3	3.04760122837438
PRDX3	10.3656695248410
P4HA2	5.5342816255671
RFWD3	6.01961431132755
RBM12	6.22420191943001
H2AFJ	3.48903086173279
EDIL3	3.84117810116269
LOC200383	3.74837908438053
SERGEF	4.03524764652306
B3GALT4	5.09611915156131
SMC2	5.54098491695071
LOC90925	3.16588409951442
NPFF	3.44023046827908
DEDD	5.05282240982985
SCYL2	5.38064231644981
PTPN1	5.12172479135975
ZNF174	3.59228182888318
MYH14	3.93661960904539
CCR8	3.30737551881806
SKAP1	4.13252075287971
GADD45G	4.13851992706099
PILRB	4.18050971341811
IFITM3	10.7344606259967
DNMT3L	3.43411851225072
GPATCH1	4.66478449135269
VPS37C	6.04338096306956
DSC3	3.23929420080924
TBX4	3.01441998424815
B3GNT3	4.1207439670375
LHCGR	3.06187117007733
SAP130	5.25003480683113
UBE2S	6.71923798080383
CNR2	3.78965164395146
PCDH1	4.08453673732967
ATP6V1B2	8.02108570286788
PLCG2	5.43851941426734
CAPZA1	9.85986128321213
GLRX3	7.78542283344078
HRH3	3.388337533859
KIAA0247	7.48421172498892
MGC15523	6.10346678934768
CRYGD	3.27407538535503
HTR2B	3.25530380587654
CCR1	5.51178112062032
NUS1	6.04613865680402
DNAJA2	8.04052033508428
PGRMC1	8.99498056375335
UVRAG	5.92524347446262
ITGA2B	3.43505240770109
CLDN5	4.37564773211932
PTPRN2	3.79176652617813
PSAP	10.1528200376645
MYOM2	4.2065380585717
CHM	3.96402325266527
CCNL1	7.69447075490589
FAM105A	4.58128300191926
LYN	7.56047453184628
DUSP6	8.8401336426482
TGFB3	4.00640878032876
PCDH11Y	2.78370927113439
NAP1L3	3.64494821017673
ELK1	4.51332593161542
HGD	3.52956340520875
C10orf57	5.66094492104955
B3GALNT1	5.35501604477021
AARSD1	3.97100179048445
MYO3A	3.19331765277975
SERPINE2	8.81257070838569
GDAP2	3.76533921918961
MAPK6	6.92207131443993
COX6B1	10.3722631581969
DNASE2	5.3850297829039
MSH5	3.79524094877314
LGMN	7.50485243970524
TCN1	3.28303294649305
SLC24A6	4.99000118593491
TATDN2	6.24624552059335
SDCBP	10.2833572988821
NUDT11	4.00804967883232
LILRB1	4.54969866625737
PYGL	6.88482663675772
P2RY5	6.44648715412867
SNPH	4.25985142522062
NUCB2	5.98985969196397
B3GNT4	3.90888705577614
SNX27	5.19389137069653
C2orf37	3.75345150971211
MIZF	6.47707787098388
FOXO4	4.15947780604829
NUBPL	4.45478950724353
NOD1	4.40169384646269
ID4	8.00402290752433
CDH22	3.65890780014904
PXMP3	7.33118976847478
SOX5	3.84539720723555
NUBP1	4.61874843189727
DSCAM	3.40628131350972
INA	3.68375656266378
DGKI	3.30143800207534
MCOLN1	3.69263093120965
FAM136A	7.29471146524464
RIN3	4.21367427686885
NFIX	3.62609311345857
SLC16A6	3.73660445419538
AKAP1	4.80275043666725
PSG2	3.27057122988883
HIBCH	5.10031376544191
PLA2G5	2.94537131857646
TIMM10	6.37414706690773
MED17	7.33521218883512
PSORS1C1	3.40337109288833
KIAA0495	4.18639251222351
LPA	3.46179978246571
PIGA	5.08398306073232
COL4A4	3.00495352966712
LY75	7.66760881073035
TPP1	6.80603339193732
UTS2	3.11161121686880
GJA3	3.30086990484521
GALNACT-2	5.8382072483856
RREB1	3.27334686087148
TMPRSS5	3.94094270675662
MGC3196	8.07082521348807
FLJ31568	3.78900880071388
DNMBP	4.68199167088192
LPHN1	4.37245288203975
NQO1	6.4670501238312
ZSCAN2	3.7682520811946
SP1	3.96706386233721
TOX4	5.59211777987088
SEC24C	6.71789727600383
HSPA9	7.56253719238856
APOBEC1	3.41859474185109
SURF1	7.96033271969387
LSM5	6.47315192402131
ZBTB1	4.54424826204597
GTF2F1	5.58718429539202
DUSP21	3.3896268757814
RPS15A	12.1723519654493
TAF1	4.27391010899826
GINS4	4.60496680828182
MYO15A	3.47567369571060
AP1G2	4.60598922079636
RBM42	5.59429680876886
HCN2	3.72638427972925
UTP3	7.51232055779547
HNRPA3	7.48999846682912
CKLF	7.29725662783399
U1SNRNPBP	6.2647801769343
FLJ20674	4.01805955549503
RUSC1	6.6557285470037
MBNL1	7.42397183668527
NUP160	4.29694952464703
GRIK5	4.24125496609135
USP21	5.48477926545644
FLJ22639	3.03905625499800
HAND1	3.11530183737426
ORMDL2	7.78017588725321
SERPINB1	9.22850870318258
FGA	3.26328052067693
PRSS7	3.11868480323789
IGFBP1	2.82682562094121
SLC1A1	3.94414421494255
DHX57	5.23484490697526
PSAT1	6.08977874104788
FLJ13195	3.84294138103134
GDPD3	3.67448345653814
PTPN21	3.55268891271083
TBR1	3.13977756137431
TBC1D1	4.68425380062605
IFNG	3.30930398033569
FOS	6.7017545479597
IQGAP1	8.64361203630377
ZNF226	6.96836937879179
EMD	5.13227300420705
RETN	4.02226756218115
APH1A	8.05515746464972
C14orf1	5.31072842736731
PUS7	6.41561451465354
PAFAH2	3.70631178087001
NPEPL1	4.56746002752925
RP11-114G1.1	3.3873625061239
TUBB6	7.74906228542265
FOXL2	4.30276901360609
LATS1	3.31150927855942
BAZ2A	5.01851805927606
KCNQ2	3.28077614969365
SPOCK2	5.16517858334985
MARCH6	7.00560176432409
MGC10334	5.06209901924454
HTATIP2	5.67771071783474
CENTA2	6.02768803525642
FGF2	3.59243741863706
FXYD7	3.46054363628499
CCDC33	3.16020319866381
PRODH	3.95588931245359
DDX6	3.70386693613812
SLC43A1	4.07858279147396
NTN1	3.61763639119227
ING4	6.06070368183623
DPH2	5.11673182758363
ZNF313	6.76375984618222
VPS28	7.8944948275725
FCGR2C	3.41051850733383
DIAPH1	5.01076386774989
CEP76	4.00388638407914
CORO1A	6.19371950483528
TRAF4	3.88600053167984
ZNF460	3.10508781243954
RRM2	7.68087445477326
EDG4	4.54535821056601
OS9	7.66179005582477
SLC4A1AP	7.02819105106609
COG5	5.91875671212054
COPS8	5.87434625453276
NGLY1	7.84236962332699
AKAP9	4.65244883467097
NCBP2	6.08189086404517
C17orf42	5.55183004357143
GPSM3	4.63443308360834
SLC20A1	7.42511253889899
SIL1	4.56354705326081
LDB2	4.24638543537678
ASB6	5.26660169887596
KLK5	6.1552989334444
SMAD5OS	3.13641152105581
UNC93A	3.37617680353758
SPTB	4.06266757908247
EFEMP2	7.3488194477524
EFNB2	8.24158259237072
C21orf62	2.85677846583486
PCM1	5.84748751868125
FMO5	3.50097520184865
TSG101	7.58482880667939
CEBPG	5.8828171902328
GTF3C4	5.38607245405924
ABHD3	5.04229778581196
TNFRSF1B	5.39527484965831
CLEC1A	3.39012801195811
IQSEC1	4.69378884436341
PIGN	5.51823208633001
PATZ1	4.5229760791573
RBM22	6.4305283536446
AEBP1	6.51866804153325
BAG2	4.48453639480712
PAQR5	3.43784095002145
C9orf127	4.40148983130034
THNSL1	3.90928975261878
ANKRD2	3.3961061515102
JAM2	4.119346607727
SNRPN	3.50415111711277
ALX4	3.57997464664514
FAM130A1	5.7080615060926
CACNA1S	3.10841470274720
TRIM38	5.65524463849088
CORIN	2.80895111875027
TMCC1	5.62442433862534
PCLKC	3.50866198842703
PLEKHG6	3.96508566234617
LRRC40	6.61204742805801
SMG5	4.94824200606937
NCAPD2	8.12263702497291
WNT2B	3.33901078925799
DCP2	5.67312745382077
ASNS	6.17701448842715
MRPL49	7.27250278639635
TMEM24	5.26457102612035
RPL18	11.2457955264563
SMU1	5.66252104814461
ISG20	6.0690845526593
CASZ1	3.68353631016401
POLR1D	8.7993518860155
GIN1	4.64850745994399
TMEM177	5.36644575295415
CDKN2AIP	5.44655984672066
KRR1	7.00363525697128
CXCL1	8.97235914876732
C1D	8.1823294851817
EPM2A	3.76020086179927
LDHC	3.3986303246739
PC	3.89990202402333
PDZRN4	2.95375454692819
FAH	6.01180274123005
UBE4B	4.71130998325383
NIT1	5.49716135859897
CDC2L6	4.77028299291574
BTN3A3	4.66192071827017
PAX8	5.53460377038419
PRO2012	3.04154101593169
BEX1	7.14253916398362
COMMD3	7.50354553541377
MRPL40	7.9539525404466
SLC2A4	3.39288560707419
SHFM1	8.08823780945995
PKMYT1	3.70742938487179
FEZF2	3.49335414412248
DUT	8.32985353528269
LRRC59	7.77788144937048
LY6H	3.55026181370018
MAP2	3.48604052727236
LYL1	4.05996096248029
EDEM1	5.42837001337324
NOS3	3.08601470870853
ZNF34	3.86371536978955
ADH1A	3.30060336642559
CYP11B1	2.90369883022597
CDC73	6.06634676153804
GPR172A	5.26862637655064
GSTM3	6.77063969897819
C19orf54	6.40785537032368
KCNA5	3.41689350255898
FLRT2	4.79984709927787
WRN	4.48529768698869
ANAPC5	7.33243844451878
SDF2	6.5824513189179
KRT8P12	4.10854535376516
DZIP3	4.80148290046814
C15orf24	8.89050086515411
NFATC2IP	5.70076544296763
RIT1	5.81708670849015
RHBDF2	5.8946710589837
SCML1	4.4142973540978
MED9	3.9998755651859
RAB13	9.14138155010396
FBXW11	6.12891990113466
ETAA1	5.01466123980655
C14orf131	3.74930099686164
SLC12A5	3.63953303691553
PHF14	2.91916930549771
NRIP3	4.10803704042283
TMEM121	3.43221716856419
NOS1AP	3.76811555532274
FAM3A	4.54318608551696
RPL13	12.0247271146786
PRDX2	9.47997781954691
SAP30BP	7.26351679384098
WDR76	3.79874073720021
PRMT3	5.5124911627127
TRIM10	3.43405270065919
FAM82B	5.82985045773414
GCNT4	3.02735445019993
MAP9	4.39144735411697
GPRASP1	3.57170311888193
CXorf36	3.1989687806467
CDKN1C	4.07223108511726
DSCR3	4.37105953134554
ZFAND3	5.79431392506782
C7orf43	4.59240183067199
HSPH1	8.16071623372274
SPSB3	5.58220838046707
AQP1	4.47395825126852
COL17A1	3.7109192827414
GFAP	3.56168847915335
CDC16	7.81772223805977
KIAA1614	3.35047847050312
PRSS16	4.35722404257025
KIF13B	4.95373865299677
PCDH9	3.05769200685826
MKRN3	3.34949951069298
ADAMTS13	3.91424733984786
ITFG1	9.51456550238314
TUBG2	3.82909653699868
TTYH1	3.48348196548056
SFRS7	8.96532315438026
C3orf18	4.55992970705418
FLJ13236	4.49202968495142
C18orf25	3.96614640990768
EXTL1	3.43981566919408
RANBP10	3.68180620727283
RARG	4.04467343383599
MYO7A	3.81820377364589
SFRS18	6.95938470696316
CD96	3.25035625262047
ACVR1B	4.24873354290575
DENND1C	3.8000537501515
RBMS3	3.84351770439003
SLC41A3	7.25145640559322
PSMD1	7.36252150302264
DGCR6L	3.25148327744637
ILVBL	4.85085105723887
CSNK1G3	4.77354168825135
RNF186	3.3020661380999
IFNGR1	8.92497184557887
MAGEL2	4.10223716854327
TSPAN6	8.68026829960631
SLC29A2	4.25525193293889
MSL2L1	7.79976045910627
MATN2	5.8369096480699
ST6GALNAC2	8.10647428358921
RBMX	8.75802482287197
MPP3	3.54378127441759
FGL1	4.10824271670271
PSORS1C2	3.90905778292316
RAD51L3	3.56451085456538
ARHGEF6	5.59032365998429
TGFBR2	6.11041050619081
ORAI2	3.96537855769131
CDC123	8.08939293499945
IL33	4.07521863297971
DEAF1	5.08762502189062
AMN	3.6383703959601
MSLN	8.25797907207281
DEFA6	3.10767109073304
WWTR1	4.69587915769992
COBL	5.41670541141172
PPP1R16B	3.88516012413886
CIB1	8.54726193724831
TSSK1B	2.94759306577318
GAS7	4.40524743708428
MDN1	5.27053843793044
HAAO	3.75098650731145
HLA-DRB1	9.9513292755048
CTNNAL1	6.35827237332167
TLE6	3.18135641500832
CIT	4.59990750894208
TNFAIP2	7.24615721505662
FOXN1	3.24321713855328
HERC4	4.60201883999269
DRAP1	5.86831475939042
PEMT	5.83736836375508
SLC38A1	9.20498255669816
ARHGAP6	3.46897398383308
PHF20L1	4.16866584486089
MCM3AP	4.43749670893052
MYO1F	5.19616414810614
RAB11A	8.17463162766265
PTBP2	4.52288726740795
SNX1	5.4524229958614
CTB-1048E9.5	4.48587867767188
C19orf60	5.15469451762894
C7orf25	4.50675695846959
ELF5	3.10939357969531
HOXB9	3.16835153434824
RBM8A	5.93970151786763
PARP3	4.52373841441992
ITGA9	3.642764333533
ZFR	6.38064931768553
VANGL1	5.16135196553779
FLJ20699	5.07169050220028
ACSL6	3.04770539147430
CHAF1B	3.78713954533861
NDUFA3	9.71704013160914
FABP4	3.22353408171270
KCNB1	3.18568516213994
CANX	9.42110611026357
SLC25A28	4.74730311621556
SHARPIN	5.29163739325323
ADIPOR2	7.88865574843846
TTC23	3.83401478868247
UGP2	9.11900283668146
ECHDC2	6.37346750756192
CIRBP	7.798826054612
SEC14L4	3.89881761132014
SMA4	3.97549841592807
FRZB	4.09299645036384
PABPC1	11.0901848007706
APOBEC3G	6.2770746614472
CUEDC1	4.61884385379142
CLDN8	3.20525497639785
VPS52	7.33724649610118
LOC23117	7.22779013368038
FAT	7.14730089716878
M6PRBP1	6.69429528542384
PPM1F	4.42316041801945
TSR1	5.26220541197262
E2F6	4.92211978158927
TMEM126B	8.57025713013068
ZFHX3	4.76027346177758
PCSK5	3.44771536885416
HEMK1	4.38726835964156
GIMAP5	5.10725858783273
DPY19L4	5.91988560601481
FAM77C	3.24280587774996
CTPS2	5.75164916977928
NDUFA9	8.9717542919915
SCRIB	5.45735833277815
AURKC	3.84589877935129
LOC51035	5.6172414525357
RSRC2	7.62120521392129
ORM2	4.01944565916611
FAM115A	5.25576049540837
EGLN3	5.7286682100508
FZD6	6.75150840756285
PITX3	3.47524706708218
GPX3	6.7632359763362
UNC119	4.8169410594001
NOV	6.53758870595961
GRM4	3.25112393336215
CABC1	5.44034568316768
KLK1	4.34048703883149
GPM6B	5.8231363927664
RRAGD	6.57861454910668
EIF2S2	7.05578204522165
RNF130	8.12843193338574
CKAP5	6.58089454069116
UCHL5	5.54197347234621
C10orf18	6.13699799381365
TMEM93	7.0508312752913
KCNMB2	3.66294060908305
AIM2	4.11637965881632
PNO1	6.94711029453153
ANK3	5.72566175579187
OR2F2	3.33224775588173
GNAT2	3.12939308164294
KRT5	4.28824652866184
ST13	8.60233402720877
SIX1	4.18061335902618
TIMP2	6.72889485819647
CDH12	3.2280773694965
ZMAT4	3.27375434501539
QRSL1	5.76256280144895
CCL15	3.59019103306194
GTF2IRD1	6.96964613980323
CCDC22	3.93977692126976
SNX24	3.62466651822337
RARS	9.2368630971655
MORC2	4.786063087216
FAM48A	6.02168268316146
FOXD1	3.14634523848586
COX4I1	8.5078915217656
DSN1	4.85147427185047
AMT	5.92116402479159
GPRC5B	6.48774069245726
CTAGE1	3.17635746705965
DTWD1	5.28366504823321
STRN4	4.41956689708971
KITLG	3.10232336263277
HSD11B1	4.75839575583356
HDGF	9.15997693747716
KRT6B	4.12569755230849
SUMO4	7.38953537141615
ARID4B	5.18203890643709
SATL1	5.0579191952392
SETX	5.06965118610593
DDR2	4.58396591842283
KCTD12	10.834615132981
WWP2	4.44295311103064
CTSH	8.61791882428921
FASTKD1	8.4547716887747
PAF1	5.52931616136679
IFT57	9.79543290136826
TMEM2	4.75215479940446
ZNF592	4.33695214658906
TNFSF9	3.7004296637357
PPFIA4	3.30514801960394
CFP	3.95051460532533
DCTD	6.84245901736841
CNIH3	3.85519175463409
MAP4K4	5.81561910006882
ROD1	4.26661499455363
MFNG	3.70210217612372
JMJD2B	4.56117838202355
DOCK3	3.15955448829633
STX16	5.82229064163141
ALDH3B1	5.13136621708816
THSD4	6.45995872733115
DLAT	7.2877856395469
KIF21B	4.26486548916191
FEZ2	6.43649539065782
CDC5L	6.26173885226486
KCNJ5	3.48453344470985
LMNA	6.31187259830638
TBCD	5.13729262633635
ZNF250	4.30479233065545
CASQ2	3.48917446941633
PEG10	4.90487143696442
TPSD1	3.33130664710327
PRAME	6.64570768087214
NP	7.39378714194391
ZNF12	6.61292078961219
XTP3TPA	8.78577501815443
SIGLEC7	4.30010073283711
FAM70A	3.22064593728721
PANK4	4.80902572383878
SNED1	3.88718556036541
HIP1	4.14232865864831
WNK1	7.54420721943244
AHNAK2	6.51634591230054
FLJ10490	4.32756045595376
TOE1	5.49257704569968
RECQL4	4.05244450302389
PPA1	11.4866320202936
DPAGT1	7.45796182565744
HAS1	3.63087443860294
ST7	4.50258479165557
MAGED2	8.18097734953615
ANKRD55	3.41051850733383
TRPS1	6.2410362646953
POPDC3	3.06424411067323
ACOX2	4.93711991532497
TFPI2	6.49215697677693
CYP4F11	3.3525488962253
PDHB	7.85819362117997
ERN1	3.18103302485491
LHX2	2.95867200527101
B3GALT1	3.22685416471110
ADAMTS5	4.42521564713902
NOTCH3	4.54001425434664
C1orf116	3.97612793337802
UGCGL1	5.00721500290712
NF2	3.94388470440025
POM121	3.34846153327459
CLPP	7.12375136978782
MTMR3	4.07654569917846
ATP1B3	9.6740859945307
TMEM16A	2.81843375357995
HIST1H3F	3.07678477743061
TRIM25	4.20302547159777
CRKL	5.19275589500687
HOXB2	6.0958079418064
ANP32B	9.61029123107295
NUP62	6.21461438653251
GATM	6.53044646443081
AP4E1	3.48317526779053
RASA3	3.28249559064554
EDG5	3.57622529041149
CDKN3	7.11136924419553
CDH4	3.43261606357352
PGD	7.29305959027835
TMEM168	5.94271914738268
RND1	3.90740984389812
GAD1	3.03691224780156
MPG	5.67459250234896
ZNF133	4.85314990502276
LOC440350	3.74109177755274
FJX1	6.56358754936268
CLCF1	5.4830571478005
AMELY	3.05967848692772
PHTF2	4.23812334371131
IGSF2	3.75752602801714
TFF3	5.83468147961597
NDFIP1	7.8668887555649
IQCC	3.66639663469182
CUTA	10.0610042565460
HEYL	3.7710960895837
FTSJ2	5.61809766999029
APPL1	6.17862367192565
TNR	3.18420191209571
WAC	7.59098832443098
ADCY9	3.89831962041621
PYCRL	3.86966434208780
PCGF1	5.60112592672474
PTPN13	6.18879135071853
AGPAT7	5.01454138323107
SSTR5	3.81546323709025
CDKAL1	3.85680448631267
PDYN	3.46965063514391
SFRP1	4.38041733412791
VAV3	5.76092608829164
MTMR11	4.19958189082593
SUOX	5.88964896623824
IDH3B	6.85302803714762
STXBP3	7.4111434630189
