Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_B11_472040
Composite Element REF	Signal
DCTN1	5.37570605611933
TNKS2	6.97578614446974
MRTO4	6.94140757517863
C1QBP	6.18939175734663
TTC3	7.1806078961932
NDUFB8	8.51000219038261
CADPS2	4.77064484022408
EDG2	4.91894419476995
MYF5	2.96876029380274
SEMA3G	3.48769175512153
IL23A	4.98789509474638
GJA9	3.36790700268316
R3HDM2	6.55033533320862
C5	3.83929453200142
SLC2A10	6.63749849092551
TRIM45	4.27422940815009
TSP50	3.54648850164826
PAQR3	4.4196632022902
ANKRD26	3.3293674248382
TCP1	7.54904584968657
TMED7	6.86946667305735
CMA1	2.97823799091836
PTCRA	4.04152413861262
HCRTR1	3.58158988015584
FST	3.99608061373731
PAWR	3.9586656339562
LDLR	5.17000755075299
ASTN2	3.61571078682058
SCRN1	7.03514258004198
GPATCH8	5.42309551559123
KIF4A	5.55015340669545
TANC2	3.43423154333602
ZMYM5	3.74260138147914
PGM1	8.98115551539257
ZNF586	5.78456176394936
POLR3G	3.62076830349674
CPD	6.72973067861555
SNCAIP	4.78090375612359
DCT	3.28964660428098
HLA-DOA	3.37354848748554
TANK	6.69768759492919
RCAN1	3.9999981081896
UPK1B	7.76766024106128
DNAJB4	4.11864615296215
UGT1A8	2.99588107469489
LIMD2	3.57757070044370
HIST1H4L	3.54600150719001
PECR	5.12827065695105
HSPA2	4.70529204319156
SERP1	9.35321602923621
TACR2	3.27755104470603
NUP85	7.78537573593653
CD177	3.5378602423592
GPR135	3.23761815191490
PIGG	7.29945650809478
LGR5	4.19482161705657
JAK2	3.96200644504499
DPYSL4	3.28930705661417
TM9SF4	6.2937490484093
PTHR1	3.07419292261753
SIRPG	2.85825092333171
ZNF264	6.444640341931
BICD1	5.66213320970346
RAB5A	7.60534273790413
FLJ13224	3.08608616154373
METTL5	9.37433123606225
HERC6	4.61698064183097
CASP1	6.68966223554824
USP9Y	2.70501344331994
LRP1B	2.99323738148112
XAF1	5.76383783799263
PLA2G4C	3.99754948899297
APOA2	3.13198927265868
SPAG6	3.00092445446306
KALRN	3.16081115752109
SECTM1	5.04473846049103
THOC7	8.72964086437003
IFNAR1	3.55986915826362
TCTA	5.64068801272709
NY-REN-7	3.53925218911762
TALDO1	9.08063506391605
B2M	11.9925520171515
LPPR4	3.69448000073732
SQLE	6.67787993820532
SEPHS1	7.20944756468896
EIF5A	6.00752966691727
FAM49A	4.39855165377599
YTHDC2	4.20763399974285
EHD2	4.64369790201839
NCF1	4.19008086093958
SPG7	6.18387249752139
ZNF614	3.47664782602628
HOXA5	3.6476404541037
NUP133	7.614017367055
FGF12	3.44262248911497
SLMO2	7.60519757849587
INPP5B	4.45152845272914
PPID	6.17703852383175
SNTA1	3.90589027296622
IL20RA	3.57051100661425
UBE2J1	6.16647679757752
CACNG2	3.04687886836976
GCM1	3.39170549340334
ELF1	7.54184282242317
TLR5	4.35887799373351
TCFL5	6.15803948992577
C1orf107	5.88692052738274
C19orf22	6.35960145393105
SAFB2	5.38376795966444
MAP3K7IP1	3.59945218137995
NCK2	7.55980662351182
OXA1L	8.31359691113412
KIAA0652	5.22200300006211
KLRG1	3.69346887843686
FRAG1	5.10498675172971
ZSCAN12	2.86346366617297
PSMD12	6.10779734029839
E2F4	4.80746606770651
CLEC4M	3.44486791141157
KIAA0999	5.08817843530901
CLDN10	10.3370087883492
MGC13053	4.05206732663348
TAC1	2.6482687012096
GYPA	3.37646789561104
HPCAL4	3.1483077547364
TRAIP	4.12298166846871
MEX3D	4.46233950810371
KIAA0232	7.20075331051956
ERCC8	5.09039109931058
NFAT5	4.31261433448027
GPX4	9.47374699003425
CSPG4LYP1	3.40339891995479
KIAA0368	5.50934565665093
FBXO3	5.06486460618191
DVL1	5.28261535025658
CMKLR1	3.68329106971626
GPR157	3.4822429642249
TYMS	7.56341764430386
OR52A1	3.22577523288636
PEF1	6.72099161973748
ZNF750	3.00037040307653
ALG9	6.25222061336446
MCM5	6.24871298874166
SDK2	3.49351283629587
BAIAP3	3.88438472406749
RABGGTB	6.13680982914422
KCNK7	3.48700351301422
PTP4A3	5.85535669270914
ANKRD40	3.65677693167056
CALCOCO2	6.23673232677097
TMSL8	5.47016235385925
SNCA	4.39162146227152
ZNF551	4.08351162737272
HBQ1	3.46462190073271
ARHGAP26	4.30675511330069
GEMIN6	6.57527297959686
HRAS	4.62687872143438
KLRC4	2.76908499283839
BSDC1	4.98628978493508
DSC1	3.43574629786433
RNF43	4.39007958601808
NDUFAF1	6.19175730988069
MAP2K4	5.06152001749784
FOLR2	5.07010996826231
LYZL6	3.70990332344409
EPB41L3	4.32780781004116
TEKT2	4.82112972225424
CDKN2B	3.4374706748175
WSB1	6.24439417860933
ZNF480	3.44385880153029
MAP3K6	4.31027924301716
PROS1	6.65383325821195
PSMB8	7.53498875366536
HN1	8.72180919309547
MAS1	3.15159726050316
APOL1	6.88610429196396
CSHL1	3.33093328580714
ZBTB7C	3.05935898530673
AHCTF1	6.08901171483647
SAE2	9.05499920787905
ITGA2	4.92288124630331
AP2S1	8.78138252762465
P15RS	6.8621894459508
MME	4.05567151382216
VAT1	6.56474353614565
MAST4	4.71437036184119
TUFM	9.21489803373878
KRT33B	3.34833225704998
THEG	3.65630428710595
KCTD2	5.03796278898642
WDR26	8.80461041838202
MFI2	3.03733899149461
KRT34	3.02841568155422
NR4A3	3.32108072834073
SGSM3	4.60075173173850
ARSA	4.3972822806729
TOMM22	6.73096262276535
SOCS3	3.86213107003538
UNKL	3.79790390441058
POP4	8.13855632999827
BHLHB3	8.95173159217777
MALL	4.01179028873454
SOX15	3.03963262838716
CCNA2	5.37634481468672
PARK2	3.53725561312302
GPR124	4.34014824517622
TMEM132A	4.82046501577933
CGRRF1	5.91948258297944
RUVBL2	8.0924960161271
MCAT	6.21970842186439
WNT10B	3.74352308883381
ISCA1	6.65599172421135
RPAP1	4.05876748954419
C12orf48	4.7165239258318
RAI16	4.87207673289697
RPL27	8.86393131029141
EPN1	3.55976905468965
MAGI1	2.94352267045138
GBX2	3.21939469800782
SLC35A1	7.2097027839858
GAL	5.40995476717452
SLC14A2	3.88314433541374
RDH11	6.95155250219145
ZNF518	4.47665227542347
PCYT1B	3.20004009280571
AUH	5.64906711528899
EIF3H	10.9433190367321
KIF1B	5.84116571729302
MBD2	4.6914531316598
AMOTL2	7.7792152792707
C6orf120	4.93902791265298
PIGT	6.98615547988057
PSRC1	5.14001700138311
PLA2G10	4.0044862362512
ALAS1	6.49590820046558
FOXO1	6.7066314405808
C17orf62	6.80389589289098
KIF5C	4.18482874254036
DUSP10	5.4853914228787
CRLF3	6.52043584520842
CLCNKB	3.37408151399941
PSMA5	8.91069990798413
FARS2	5.06986306328213
CCDC28A	6.85955819804841
AMPD3	5.04602971622871
PIAS1	7.13025774077806
ADCYAP1R1	3.29139500106575
TMEM134	6.68264628472401
CDH20	3.13786326660002
FBXO7	8.2779850026142
FLJ14213	3.66154011190749
ZNF3	5.21326474253405
LRRFIP1	7.06821458232948
TMEM49	8.33454199549574
CNOT2	7.19833442499644
CBX2	3.03088851979406
ZC3H14	6.22877745075989
ALDH5A1	5.11854286927604
HNT	3.06561663822890
SERPINA4	3.39662725204568
FLJ20920	4.85123691574112
CRTAP	5.13863694439256
DDX50	8.00939775768122
STYXL1	6.31280209737625
TK2	4.33600865262673
BLVRB	7.16181478295028
STMN1	6.64650103097716
GUCA2A	3.37842306269986
DPP6	3.34414376774538
GALNT10	3.9004798109468
STK39	5.7320663735713
MMP24	4.06289052777224
CKS2	9.56821847668291
RHO	3.62742211359748
BANF1	9.46244111324644
CR1	3.19186722723142
RPS6KA2	4.98223437814568
HMBS	6.36525288229034
C20orf112	3.859054716083
SLC25A24	7.28896911820093
MRPL22	6.65047275501622
SLC25A15	4.87841955548995
GADD45B	4.85809172398358
TDP1	5.55247925648274
ZNF287	3.64635204323099
DAAM2	5.39900078997087
C11orf57	6.53194240533856
RFK	6.66798110855575
ZFYVE9	3.79301622187127
TCTN3	6.76862322084767
STCH	4.83354969738851
LOC283871	3.42218567644193
NDUFB3	7.90867737446447
DEFB4	4.07365765027918
FPR1	4.92793534975903
FMNL1	4.20202515088507
SEPT7	9.58161504817097
PTCD2	4.21495241531153
GNLY	4.8455364705583
GRAMD1C	4.17958249001993
ZNF165	4.23948694475236
TR2IT1	4.87821157395917
ARMCX3	7.43513165727441
NDE1	5.24997146358636
MAGEF1	5.91144236948669
ITGA10	3.74644707375408
ARHGDIB	9.31004232133602
FSHB	3.73943833858536
ANXA2	11.3430335937383
HLCS	3.95724775922099
MCF2L	4.55540359978652
AK1	5.81796351372247
FH	6.87691267193641
LGALS2	4.02564735318621
SYNPO2L	2.86567069656578
KIAA1045	3.43288910924732
C1orf183	4.5417972221059
MAGEA8	2.83269786355852
DGCR8	4.32825376245982
GSR	5.77146186385648
NEU2	3.47112160115941
HIST1H4B	3.45296799916473
CACNA1C	3.14038622926263
FAM20B	6.07892721070416
HES2	3.16071546446061
PDCD6	9.64992789372501
INTS7	5.7152515110413
AMPH	3.83312625674215
UCKL1	5.1688043095064
ASB4	3.08955910123753
C10orf97	5.12994186468906
ALDH1L1	4.05188268324258
CCL23	3.39971431977772
OBSL1	5.55240995066009
SLC12A7	7.47286284940014
THAP4	4.08394038653217
RBM4B	5.62752219569306
OGFRL1	4.5387178763784
KIAA0831	5.6408459692525
C12orf11	7.06255559776181
PPP1R15A	4.45157775190705
KIAA0240	4.98393220483118
CD1B	3.27758282637381
FCGR2A	6.71703594661675
MDC1	4.34861578504288
MAN1A1	4.76582429562228
KRT9	3.27587669348597
HTR1A	3.41016470718149
OCEL1	4.70343038436534
ATP11B	4.85494046113449
NLGN4X	6.57538274720761
FBXO34	7.2013607268665
ALOX12	3.46051576504776
RB1CC1	6.178518819513
PCDH12	4.41377975801102
RPE	6.34353626643997
EIF4E	7.15116569050992
CSDC2	3.71282157193103
ABHD5	5.3857130019375
TMBIM1	6.99977287903284
PET112L	4.3873618486977
P2RXL1	3.25278581753848
F2RL2	3.16686122373190
TRMT1	4.67302455344829
IMPG2	3.41689723836765
LRRC32	5.38724311261279
BGLAP	3.88202569196181
HTR4	3.42102994004072
MRAS	4.18372517521277
TRAF6	4.97746117636784
AXL	5.09032325183258
ATP2C2	4.04426519957265
LMNB1	5.65418508526949
TELO2	4.04483649513827
PNPLA3	4.06671628257827
CSNK1E	6.32874846448634
SRP14	10.6655850959846
KCNQ4	3.11348417645732
PIK3C2B	5.90915705916258
C15orf15	8.65474418150384
TUBB2B	3.24591779140904
USP15	5.62058542609556
C12orf41	7.2133878672139
CEND1	3.75285958688351
RNF31	4.31801534795416
TCEAL2	3.99456639366452
PTGER2	4.95661925220463
UBN1	5.34493382778624
SLC5A7	3.29455092005463
SLC31A1	5.74823196191368
ADAM29	3.37716987880681
ST7L	4.20127546463228
GFOD1	4.93193307427634
CTNNA1	8.7364621131033
HRBL	3.55280873608864
CBX4	3.59959791999524
NTRK2	3.54064622291002
FOXN3	5.10513002557663
MFGE8	5.44328087449726
PFKFB2	3.96278500573912
TAS2R4	3.33978830862844
SH3TC2	3.28530611704799
IL10	3.46528925989419
PXMP4	5.42735696693947
RNF167	5.24387810724963
PRMT5	7.34013995772669
TSKU	5.50875542729159
ATPIF1	8.12419169108434
ETV3	3.33630551045323
PAK7	3.09665387647545
PDLIM1	9.48189314882347
CEP63	5.56721222979837
WDFY3	4.41308903952854
RNF126	4.46638183621867
DPM1	8.78726770569403
CLIC4	6.57431692114289
ACR	3.82379724647945
KLK7	9.02244062599947
ALOX5AP	10.1615089710743
LRP1	4.52034543805568
TNK1	4.51103488635192
TAS2R9	3.32380835928107
ZNF16	5.15733367306006
POLR1B	5.20898162841635
SLC8A2	4.06467567357714
OLFM4	2.85008437333991
TACC1	5.35724498711537
SAMHD1	6.79472739710229
ATP13A2	4.62541923527102
KRT4	3.78574748499722
PAX6	3.609094175692
SCG2	3.17989284527254
SLC17A6	3.56975179224700
TUBB4	5.00344327992787
PADI4	3.02310610171678
FMO3	3.30982589516633
NLK	3.38172433068353
POU4F3	3.36584156671538
MDM2	3.59326892333093
CAPNS1	9.78296512540396
SDF4	6.02118840852722
ITGBL1	3.41944628150953
TAP2	3.69721501414815
OR2C1	3.5434533845003
KLHDC3	5.99825891535763
EFHD2	6.68624841532414
GALR3	3.95181019267909
NBEA	3.68331302525445
ABCA6	3.15612474944956
ABBA-1	3.66256016307339
GNAI1	4.66034741700315
CLDN3	6.7385510218847
AKT2	3.54570345851977
EGFR	3.70662216691486
VPS4B	7.76680588662595
RBM16	6.81909744679885
GALNT6	6.70391983293104
ZDHHC3	5.63940353281625
SLC25A4	6.12839385803863
CYB5B	5.71675353620653
NDRG1	7.02007571345949
SESN1	6.26224154863568
GBE1	7.27479941965221
MRPL46	6.07647784983804
CLASP1	5.28148296304289
FARP2	3.60320626771569
ACOT11	3.92206940839516
LDHAL6B	3.05219090671676
MAPKAPK3	5.59058796358652
NCAM2	3.13936242745498
AFAP1	4.51256482404155
PRKD2	5.67398521059475
OR2H2	3.1632110994817
ZFP36L1	7.31818268345735
DZIP1	5.02663808690911
GPR161	3.81434844815391
RNF146	5.04690367428343
NKX3-1	3.80035725199937
CCNB2	5.84191259127787
ZNF10	3.53911300751753
WDR74	5.04620311776589
FAM134A	7.64299926910974
PCNP	9.35253434891204
PURA	4.72138158429265
DNPEP	7.10868572262608
ERBB2	4.59457188888793
CREB1	6.25903592010061
NEO1	7.05520695771205
DDX3Y	3.48897608609435
RPS3A	12.3333890528703
MXRA7	10.3271151116963
LGALS3	10.5151285698722
GLT8D1	7.05438455671866
TMPRSS3	6.40712056592849
UPB1	3.45062844668983
LAT	3.75257634534849
CLDN14	3.62177757098319
DHX38	4.39090903298601
KCNA3	3.30581377836785
BTBD1	8.52550933918346
TARS2	4.79969634005336
SKIV2L2	8.2857505871903
ABCF1	7.2677861059418
CDT1	3.25890656932555
ZHX2	6.12389152964097
FCF1	4.78758447004081
LRRC49	5.24166521460437
GUCY1B2	3.72466934633017
CD28	3.34186353735463
SMARCA4	5.69973881121105
SEPT2	9.03121220051462
SOHLH2	3.25860326814473
MCOLN3	3.74477934082079
LRP8	5.62617278548829
TAGLN3	4.06026894959755
MASP2	3.45032273961689
GPATCH3	4.16334855290119
TTRAP	7.87694198407778
AGL	6.44617905337195
NFE2L3	4.88735775921149
PSD4	3.52794774970221
PALMD	7.2464329888145
CCNB1IP1	8.1047287909559
TMEM43	7.66888952764352
OBFC1	6.1350502485092
STAT5B	4.41473735833431
C14orf79	3.88164564836578
ENPEP	3.73182748561686
SSB	9.05792464732075
SCT	2.98856525274243
TIMM23	6.88629308861987
SKI	3.42143784698027
SLC22A13	3.48798216593137
AKAP3	3.83011399509672
OAS2	5.63592509865627
KIAA0423	6.04582847102538
SEC61G	8.95814264775307
CAPN11	3.04157259771122
TMEM50B	7.45106933612755
DEGS1	7.3291147250398
ARHGEF4	3.51788716695853
DBNDD1	4.26747166408057
TBL1XR1	7.5001359289959
FAIM	6.58170893593324
SP140	3.41211483438767
G6PD	4.80757406044883
NUDC	6.77710157430579
GABRP	5.31145592298962
SCARA3	4.01709503328638
TACSTD2	5.88928968159406
EIF3J	6.88918382874459
