Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F01_586114
Composite Element REF	Signal
MAPBPIP	8.2248876959676
TMEM156	3.3399668614246
MYO15B	3.55390310001334
ZNF239	6.4848452611946
KIAA1324	3.36360702955000
PLCL2	5.47285082918389
C4orf29	4.13701754401361
SNX19	6.07728954923906
NAALADL1	2.98673541103403
DUSP5	4.21815006070248
GKN1	3.82072073083038
PXDN	6.09474120923666
FCN1	3.53449038076251
SLMO1	3.71411321926937
TNXB	3.98270493038264
C1QL1	3.26384742533375
BIRC7	3.60345361985399
A4GALT	3.84451527698297
TIMM22	5.60909327366582
ABHD9	3.26228843890869
TOMM34	6.9327694736623
ZNF35	4.87131128372949
LIMD1	3.37162112729627
CARD8	5.14180093588881
KIAA0286	4.71577131372113
CD6	3.65425010759294
RSRC1	7.64103622213372
TOX3	7.15773241414518
C16orf35	4.51237252510484
CRHBP	3.05526373194339
PTRF	5.24607702488658
FBXO24	3.03846508249011
CHST11	4.56683958259715
THRB	3.8038630881183
RNF39	4.86213551690622
MYBPC1	3.47204127879982
PSMD11	7.69514405778467
ALAD	5.41539595258006
AQP2	3.37924508830531
EN1	3.36867856502629
GSTM4	5.35547571255973
ZNF187	5.63566576228424
CDC42BPA	7.46464483230756
F7	3.13061423622572
CNOT1	6.13595816710053
SLC13A4	3.34898270830017
ZBTB11	8.09670984704705
B3GALT5	2.68555373092724
LUC7L2	7.59184211727177
SPTBN1	4.59926397063851
EXOC2	4.50100461130627
LSM4	8.03489482111221
IRS1	7.39338862432514
TMEM1	4.60237435532694
MRPL34	8.55395370803033
SAMM50	7.96663420641657
CDC42EP3	5.32253320931195
HSF2	4.71608888455798
SRP72	7.57679282388544
MFN2	6.20175840114332
TSPAN7	7.42875617467608
SGK269	3.96441340787209
NUCB1	6.6913106319214
RHOH	3.81943985042058
MTX1	8.1552383951501
CENTA1	4.76193799414851
ATR	7.39860631941524
IGLV3-25	7.20483632994891
DDX49	7.01292268501604
TACR1	3.43265072272405
SFRS5	6.97337821330656
THAP1	5.58481367072414
RHBDF1	5.26135823548525
RASIP1	3.88556698422559
DPYD	7.5049796959361
MYO5C	7.4544610850409
DOHH	3.34192460016414
POF1B	5.26198498740938
MAPK10	3.90190421419973
ZNF552	6.31543885720573
USP32	5.0840919310153
MED27	7.56386459133916
NCAM1	3.41541671417664
LOC171220	4.87232834763969
PRDX4	10.5728230243267
AGT	3.3441936248847
SLC22A14	3.63038656393242
DAPP1	5.9158745476463
PILRA	4.47038469190677
ATF7	3.51102100768547
ABCF2	5.44940812639034
KIAA0748	3.34999602281464
C17orf85	4.34650101854583
TKTL1	3.28369740190407
FGF1	3.66671020186584
IL6R	4.11339292325271
CHRNB2	3.91233267301007
COL7A1	3.89298964685166
NFIL3	8.36309084439669
LRRC48	3.57112698096499
TM6SF1	4.6209378498452
SPG20	5.92588018439356
COX10	5.30749920659309
DNAJA3	7.15147292831556
ECEL1	3.62517305637989
GCA	7.56358033462315
GLG1	7.60936137611993
CIITA	3.77062891238314
CLDN6	3.12191825266962
EPHA4	5.26153212941264
FANCC	4.75197579144505
MUTYH	6.15890841296746
L2HGDH	4.43860697573909
GPATCH2	5.87398379506193
PSG3	3.09835229167184
ZNF227	3.5499647614362
MRPL15	9.8761753646865
NQO2	7.96722168453694
C21orf59	7.70178901848343
ZBTB20	6.69701144703385
NEU1	7.39718277205271
QRICH1	6.84145781390064
C2orf34	6.0346769058027
UBE2L6	9.51470526665642
HP1BP3	6.47950879687525
MED14	5.16021120181109
TSN	7.32582092810338
TPBG	7.9389556098732
SPRY2	6.26500675855226
LZTFL1	6.58915564425804
OSR2	5.17999714244506
KLHL7	5.96344223186518
XPC	6.43227771084852
GMFB	7.34331789374881
PBEF1	8.63855213764428
CCR3	2.96384444769519
AGTPBP1	5.94925116601906
TMEM8	5.5623916210104
PCSK6	3.93635074291372
STAT5A	4.60113805808934
FAM18B	7.20053227318504
PTPN2	6.87088166854118
SF3A3	7.7835447267726
EFCBP2	3.63594015046711
HCFC1	5.27845229413129
NFYA	4.27915868764991
PBLD	4.90251560938365
PIGF	6.87777464960967
AHNAK	6.1799681464624
ACTR5	5.85279645981976
KIF14	5.62608965904727
PTGER1	3.80986770849818
NOS2A	3.04705300020128
TENC1	4.40450558585688
YIPF2	5.899401641321
ETV2	3.22180761094816
KIAA1012	8.54765979485513
C17orf53	3.61807245812299
AHR	8.84060381938496
PTPRH	3.46770653631571
ATP10A	5.10829712266851
ATP6V1C1	5.61813296586434
DPH4	6.53728926953832
TAS2R3	3.18691611185052
C5orf5	6.8537626111323
KCNA4	3.64889305524341
COQ10B	7.40024702026563
NMNAT2	3.07102955093089
PSMF1	8.04408422545701
SORBS2	5.04358805647897
NFE2L2	9.48572946032302
SH3PXD2A	3.4582876995067
NRF1	4.28453424801413
SPINK5	3.62387535181099
SH2D2A	4.56855505069583
PRDM12	3.10284073935409
RBBP6	6.53290091978115
OPA3	3.55023973362743
PAQR4	5.96860448538454
IFI27	10.9221207799591
SKAP2	7.1795015498123
TJP3	6.22670073187142
C9orf61	3.39921363403867
MT1G	6.09706025710312
HS1BP3	7.13189086378498
IDS	5.20170935210076
PARG	5.64977794405495
OR2B2	2.9019036619497
DYRK4	4.56779376179362
MICALL1	4.94949582062651
GALR2	2.99898477325271
CHRM4	3.59534661529124
RIC3	2.93770391053585
GPBP1L1	7.74047211439391
ART1	3.26935714536646
TBX21	3.19099699460414
DUS4L	5.66468782912066
KCNJ6	3.60075706186361
TNFAIP6	6.66616049334537
CCT4	10.3792803925105
RTEL1	3.79815079188103
CASP5	4.03020304649904
CHMP6	4.47784668934974
BRD4	6.83813779286579
NDUFA13	11.0287301392088
CYP19A1	3.28449584140372
CD151	6.88043793493275
DOK4	3.65497804824659
FAM26B	6.41256286956702
ARFRP1	4.26618089170813
MRPL41	3.30073643235775
CRYBA1	3.14585613507620
HRH2	3.70704521725005
KIF25	3.62957774155257
MTMR6	6.55165992142602
SCAMP3	8.03796362656696
MTG1	6.04478431085767
UBTD1	3.96380071292911
SOX9	6.8530917334384
CRABP1	2.91672759427350
FLJ33790	3.36340597860756
FAU	11.7441262468440
DTNB	5.21250380659224
CARD9	4.57893811439215
PACSIN3	4.93088592292145
OMD	3.33725493632078
HOXB8	2.99677033711828
NSBP1	3.24892300376861
SLC4A5	3.41789255108689
FBXO46	5.83229542306139
UGCGL2	4.91672677436617
SVIL	5.40942654622357
OAS1	7.27091635568722
PHB2	10.4784777183956
NDRG2	6.05084356135523
ERMAP	4.91123982642895
GRIP1	2.99800207061917
APBA2	4.07542055369736
TCF21	3.19911635234866
JPH2	2.95473137677883
DLST	6.12148593201256
SLA	6.66850566998195
AMELX	2.75011322026922
WNT6	3.14497153567833
ATP2B2	3.81523796334452
CPVL	6.62659937385182
RGS20	2.66868224853599
TRAM2	6.15836884545591
ZNRF4	4.2174371102259
ZNF419	4.97859586945268
LXN	6.73225552985702
TLK1	5.3203715692538
UPK3B	3.84081201214175
MTMR12	4.55799649150633
KLHL21	6.45960659255608
ZNF384	4.8764904361106
PI15	3.46652721823135
RER1	7.10862622703783
ELAVL2	4.42452000400282
KLF2	6.01407360898152
RPN1	10.1130601340060
PMVK	6.89019598397556
EIF3D	8.36629352933912
SIX2	3.42728496294245
HPS1	4.79865561248304
RNF7	7.66276006726003
TFE3	5.90811312636857
C11orf17	6.96536842846905
SNRPC	8.85177696338541
KCTD13	4.82529412649207
DLGAP1	3.05602740128254
PGLYRP1	3.65856812727792
IL8	5.29192441724493
IRF7	7.48741956455965
SERPINB13	2.88649255908089
SET	9.84260499015057
NAB2	4.56258936159515
MGC40069	3.6451055910052
BLR1	3.24884094088786
LRP5L	4.04133195719455
FAM120A	6.57563699278179
ASCL2	3.21014960648323
PCDHGA10	4.16826445179567
SHH	2.94759404666981
SH2B1	4.94558957541744
ATP5H	11.0085424907963
THPO	3.2049556998349
HIST1H3E	3.53911963551726
TYRP1	3.1573870299554
EIF2S1	6.95297091858936
RFNG	5.14798338923102
RAB20	7.47999421963158
TNFRSF17	4.79437322641772
RBM7	7.5816257358254
TMPRSS4	7.52799891860686
NKX2-8	2.93660388463184
C1orf115	8.08436820723737
TAF9	8.44035164012298
TERF2	6.75039970604847
TNFRSF1A	7.49633205551852
ACADVL	6.85183328216395
ISCU	9.07257800514004
KIAA0841	4.80461967386802
GTF2H5	8.7570008051411
EDG8	2.95117237361022
RAB15	4.19854141174913
HBP1	5.77552086663185
TNNT2	3.38238879799987
CECR5	6.8679436194513
JRK	4.64260218033794
PHGDH	7.738509378477
XPO4	5.12690593014526
ARHGAP25	5.34187588582014
CA9	5.5686102496893
TLX1	3.26214073655807
GPS1	6.10778393378921
RPS29	11.6759756557253
MKLN1	6.32582147696476
ATP6V0A2	4.03343291610628
EMR2	4.50593678781163
KIAA0319L	4.91711818157622
DOPEY2	4.44506158886065
SLC29A3	6.29123183765288
LGALS4	3.81198433534479
SDHD	9.34641485375463
USH2A	3.05363774768223
NF1	4.13814006307728
IMPAD1	6.51473367530938
APOBEC3A	5.3152683004558
OLR1	4.65243318820134
HCFC1R1	6.06924061624261
TAOK2	3.7020242631037
NRAP	3.92747697022913
PPFIBP1	4.82576188638651
LYPD3	3.76975977203166
BCL7A	4.29636607250265
AGER	3.48802962193816
MCM10	4.50809796302714
MAP4K3	7.45984156702708
PFTK1	5.09276649472982
CBS	4.88920063572445
CLK3	6.54926023643335
KIAA0753	5.42905677735766
GABRE	6.53733868616197
FIS1	8.3880255651309
ELF4	5.75829337240985
C11orf49	7.79693701641984
CLIP2	4.21043383549827
CLPS	3.9157007052154
PPCDC	6.16084900222114
KDELR1	6.20238766605608
NT5E	5.217932412294
FOXN2	3.9925101813236
NCSTN	8.09847694980161
PARP4	7.91790759558653
CD83	7.40453131217537
NPY	3.26815803318106
IL18	5.26536809905915
BEGAIN	3.23036161810349
VPS16	7.42276108071193
SLC16A2	6.39336256759824
SLC35B1	7.81449289234562
C4orf20	6.89566938966233
IGFBP2	6.94090812674226
NOTCH2	6.36272321225338
SIGLEC1	6.28767870687966
SLC9A2	4.28917377673935
CD93	6.69819256346564
CEP164	3.76156634781745
P53AIP1	3.1793868894004
ADD1	6.97327756562462
ZNF136	6.66067122267148
ANP32A	6.46560115315714
MGP	7.63087543817675
DNAJC1	6.05277664841129
CCDC144A	3.06357628240230
ACLY	6.75153200508998
TRPC1	3.91683363169413
CYP4F12	3.88658298156677
FKBP5	3.69002270339535
SMS	8.28417894784934
MAPK7	4.66084995925158
RRAGC	8.01103816343895
PARD6A	6.1757240513913
CCDC85B	4.15266966457537
SYNGR4	3.17954164083919
WIF1	3.09546752955474
GCH1	7.15358388272465
STRN3	4.94888940730372
TMOD2	3.09803465391056
FLI1	4.06437948137928
DGKQ	3.80043496901825
MAB21L2	3.02270238367639
SCNN1B	3.07453202172929
ECHDC3	5.76062554523124
TMEM106C	8.93966977732594
CSNK2A2	6.58147391773857
GPRIN2	4.56523307982781
CPA4	3.85662005367685
RPL39	12.7962773083486
HERC3	4.00143877711425
MELK	8.4396108879021
IL15RA	5.67418213692159
HMBOX1	7.13616397020811
CUL3	6.31351138794061
PODXL	7.88146856537949
CCT6B	5.66089967084639
GPX2	3.93513221969207
ITK	4.05051429187744
CLIC5	6.4183237387743
RABAC1	8.07225938487768
YPEL1	5.3974129895727
DNAJC4	4.33376983049713
NR1D2	6.62076371786362
KIAA0776	6.80051534790928
FBXL5	7.18396939196904
C13orf27	6.35622331776367
DEFA5	3.03461058451838
TRHDE	3.19661128092472
ZNF536	3.0080672943746
MEF2B	4.18136885164361
UQCRQ	10.4014594934612
ITGB2	8.26240515608926
PTPN4	6.89581035421334
STX5	6.0985937267056
CD72	4.35471158044797
ERH	9.67924544575115
XRCC1	5.10385957305845
VEGFA	6.54116008455467
MPHOSPH1	6.02664602219246
MORC1	2.70398497461987
PARVB	3.82457384852428
ELL	3.79550989324502
SETBP1	4.07350631323703
CDH11	6.95559590292606
NDC80	8.18435206142969
GIMAP6	6.37558781500946
AREG	4.38512670936361
BAT2D1	7.89496130820638
CDS2	6.4051274365893
LIPT1	7.27659187379811
SENP3	5.20629003032619
IL1F9	3.60121980041936
GRIN2A	3.59181107911056
MAN2C1	5.44808579780219
NSUN5	6.66876620232648
SF3B5	8.95241244692241
CEP72	5.36273578470674
MYC	6.49776621511936
NRXN1	3.05970571390759
DECR2	5.80494210187213
SLC37A1	5.30209208363963
SUPT16H	7.5546461097865
MUS81	7.24281852249671
PHYH	7.59679316016925
ULBP1	3.28029785646870
OIP5	7.60879873195982
IL10RB	7.57143521675023
OTUB2	3.65084139497564
NELL2	6.57223009861339
MAPK8IP2	3.86518596065084
ARHGAP10	4.70405591975815
POU3F2	3.39062792461689
RPLP2	8.70939013188205
FGF22	3.13558639506246
PSCD4	4.29618372156884
TRAPPC6A	6.34382575245872
C21orf2	3.67983775223738
CEMP1	3.05063568034468
IL1RAPL1	3.2389527928976
LIN7B	4.09187244799150
VCP	7.64003162403522
NKX2-1	3.21076853552722
BGN	5.89302770994343
LAMA3	4.93106651427143
APOBEC3F	3.44048509482209
COCH	3.39051824732925
SCGB1D2	7.36852351292736
SP4	3.52735541805824
SLC11A1	4.3633105230722
ICAM2	5.20444905588703
C21orf25	6.30222696502945
SH3GL1	6.91684283216815
RALB	7.30826513972613
GSK3B	7.20215207893095
GNGT1	2.91254438200291
GPD1L	6.71421826225333
VPS37B	5.76248017855423
TNFAIP3	6.58018897294606
C6orf32	3.34798313985744
ATG3	9.65320841436792
KLHDC2	8.16265024596263
NDUFV2	9.84571533959876
PANK3	5.08666688834646
BLK	3.11521006394107
MATN4	3.29617405716655
GPM6A	3.32296195922408
WDR82	7.47694034468569
APOM	5.6342350879789
PKP2	4.28466668649772
C1orf135	5.61246887639189
TRIP10	7.25327346202358
HRASLS	7.28429277769836
TESK1	6.13839336892978
FSD1	3.63454331562159
SFXN3	5.56968574464474
MMP1	3.09870920928562
CA12	3.7475895459097
ZNF611	6.89292954031386
C19orf58	6.8476967273841
NCOA6	7.8393765234387
PDE6G	3.95594454728288
PPP4R1	8.02465441701837
HLA-DQA1	3.40976978238133
GCLC	5.71002118449711
MAN1A2	4.34126865037098
SEC61A1	8.60641131271867
IKBKAP	5.8182837538622
TWSG1	5.19156410607685
UPF1	6.17871696896967
KIAA1219	6.25648571515085
CTDP1	4.54769344473989
ZMYND10	3.65626478394226
WNT16	4.47511357283408
ADAMTS6	3.12587645416151
SNW1	7.96753754099596
IL18RAP	4.54266904894479
RPP30	7.89549901215287
KRT86	5.25922417661644
CDC40	5.60341094473197
SLIT1	3.60158854700268
KIAA0574	3.26489540450341
GTPBP2	6.36884998210029
SETD3	6.59425853259563
C15orf44	6.75274190805398
PRRX2	4.0597722115832
GPR110	3.5597638043105
C11orf10	10.8394902271808
MKKS	8.16040972721588
ELK4	3.61679279752147
ACOX3	3.99855384724357
ADCY1	3.25600145972225
KIAA0372	7.74369780773993
TP53AP1	5.75183577601506
RHBG	4.01915038557728
SMURF2	7.92806000018548
TP53I3	7.67577832811553
EBP	7.88398852705438
SLC22A3	2.85365621292722
TOR1A	7.20815233002375
P2RY4	3.43487786519928
TRPV1	4.13022364206269
ADAMTS12	3.33276703642305
PES1	5.90947151093962
UCP2	7.89618539149691
ATG4A	5.7752527919684
FOXG1	3.90711071660815
MAGEA10	3.98559737662104
WFS1	5.78393382841865
TRIM24	6.27343479840361
PABPN1	9.18309241156274
PROC	3.32646363893644
SLCO1C1	3.49486705662995
SLC25A30	3.47151819489201
SLC22A5	6.049662458711
DEPDC1	5.89488500551214
KIF23	7.27452076918066
SYN2	3.9399279851945
ASPN	6.22677612763349
CENTG2	7.25588422329607
ZDHHC17	4.83002596117098
VNN3	3.07543834487147
KCNH1	3.37542090887766
PPARD	5.55103557726137
PSMAL	2.76674321742057
FLJ10815	4.50514983815862
YBX1	10.1066872106140
STK24	8.17852489812182
SPEG	4.18570965836495
STK10	5.15077566441857
ZNF695	2.70227352767765
SCTR	3.01197024243503
AAAS	5.06591421958698
SSX3	3.29452175359594
ABCD3	8.22118794184564
MTF2	5.51546476489987
FIG4	6.55320026168727
TMCO6	6.04049408139104
C9orf46	8.04567801856657
ATP6V1F	9.69261177730415
IGHMBP2	4.87954875627234
CCDC94	4.64419439184942
EGR4	3.0678387175218
DUS2L	4.74264444870408
FAM3C	8.91547933802123
DCTN4	6.29746599161751
EIF2AK2	6.82661811509767
CST4	5.09422591356991
CCL11	5.44622373900309
LMO7	4.00139479277126
PAM	9.5717525277938
NUTF2	9.00539188675872
ADRBK1	5.07758994810301
ZNF84	5.33122749875122
SLC39A4	7.12949889307149
CITED2	5.17001060804416
C12orf49	4.97428460199235
GRM3	3.22095260141562
CCDC49	4.45324827462071
STARD8	4.27526319647086
FNDC4	4.02179313894762
SIAH2	6.6801392884223
CCDC103	2.94656498705679
ATP5A1	12.0197581760595
HTR7P	3.27364466001110
LALBA	3.02848397443145
RMND5A	5.12171546536341
ATP5J2	10.9881578199071
PSCD2	6.95221388636712
MMP3	4.39537462071530
ZNF409	4.07553937499324
CRHR1	3.21158222228924
WDR70	7.66449502775254
ZFAND1	7.65657903333077
CCL18	4.23714488458594
KRTAP1-3	3.14565450844658
RINT1	7.58454176981456
NRN1	3.76667104338217
SPAG5	6.7744652606663
KIAA0408	3.17371571231523
F13A1	7.90622296502038
DNAH7	3.26282477241632
SLC10A1	3.99876678742638
BRCA2	3.70252665944931
ACADM	7.78419170652031
GIPC2	3.07180243127194
OGN	2.84678617586068
RAGE	4.77480243900885
XPO6	6.17118321275446
FMR1	8.0063986782922
DUSP3	5.14427890254797
ANKMY1	3.30371554133189
CHMP2A	9.20517740318955
FAM8A1	7.4274278163879
GPR21	4.12317006615037
BBS9	5.85866515777649
UNC119B	6.8909063148191
SLC12A3	3.25196572985309
ZDHHC7	6.59871009359123
FVT1	6.26853714601715
ENTPD6	6.53734022670096
PPP1R2P9	3.32579032875101
ERCC4	3.47587836834502
MMP8	2.90430055231322
HMHA1	6.13765942541645
RAD23A	8.844678088313
ACY1	6.55602874739217
MT1E	6.24052277544651
PPP5C	4.58954405928954
GPR20	3.23022644504257
RFPL3	3.02139023943553
GHITM	10.0671802669531
SCAMP4	4.22631663732684
NARG1L	4.56207189470961
MYO9A	6.05874107045624
BLMH	4.46885345268918
NDUFB7	9.68150694952887
ADCYAP1	4.39407902160082
SP110	7.09618254387037
MIER2	4.14067346252278
KIAA0513	3.94770550785155
SH3BP2	4.15424409178401
PNMA2	3.10682296912942
MAP3K7IP2	6.35461810346488
AGRN	5.19286754184624
CEP290	3.71471339184242
ANXA10	3.27982818758512
RTN2	4.28679279111021
C14orf133	6.67413643774996
PRPS1L1	2.98558078739484
PRPH2	3.68264264165754
KLRA1	2.77697300945928
IRX4	3.14393666386049
GOLGB1	6.7831300357006
GPR97	3.47268439465964
NFKBIL1	5.0158529644148
CHD7	5.19197337234072
APBB3	5.39787461973828
RPS10	10.5849970114937
HIC1	2.98395507365548
TLE3	5.44230748639699
PSMB7	9.94715703577722
IAPP	3.5713301253535
SHQ1	7.08870899502097
API5	6.7120383639797
GP1BB	3.74715711353659
FTHP1	8.52284752776581
TRIM6-TRIM34	5.03764531094009
SLC6A1	3.67186517679174
OCLN	6.05086763509604
NAGLU	4.25702737598306
PTTG3	5.92842394672125
FAM117A	5.02471544948681
SPRY1	7.28226678963036
FLJ10781	5.25556069351851
CDON	3.72427017175003
SH3YL1	9.08342381501943
IGKC	10.6153209339971
TREM2	7.62446996654026
MMP14	4.58839863177009
SERPINI1	4.85606556911801
HDHD3	6.7822356960084
DYNC1LI1	7.21964845920689
FASTKD5	6.19773907888671
TDRD3	6.01799756139407
THSD7A	5.70596368965155
NDST3	2.95040282697527
CXCL2	6.68691936936329
DHRS12	4.10705596484914
MAP3K15	7.16831204941336
FBXO9	7.20301800128112
APPL2	5.81362229189961
TNPO1	8.34763880378147
CARD10	4.31727031078161
MRPL13	7.9990947433371
SNX5	7.8721434460844
EEF1D	8.33734273890243
RAB6A	3.80974428740647
SOD1	10.0080495078066
C12orf5	6.79152698927607
PACS1	4.86105859552401
PAPOLG	3.33611873828573
CHML	3.57550739430419
SIRT5	5.77622467718535
MSRB2	6.67339297622208
BCR	5.05839427507392
PUS3	6.10720462168605
CAPN2	10.5884411813755
FXYD5	7.23115656644113
TWISTNB	3.04909240645652
UBE1L	6.08047144493892
UBE1C	7.62798177169511
CHD2	3.25885209480652
C15orf2	3.29220506390253
FZD5	4.87357562594445
NR4A1	4.78257186321116
LOC339047	5.96297505866737
TRIM17	4.20563905150206
ZSCAN21	3.00966445484198
RPL15	11.0790643041326
ATP5G3	10.4859733582083
PRC1	8.36533859686844
ADAMTS8	3.19554823179803
ABCB9	3.58544695182873
HOXC4	5.08263001504863
TRAK2	6.43655194135095
STAB1	7.73280774087136
CEACAM5	3.02359633603982
MYT1L	2.87332798398236
RASA2	5.37585954301533
LRRTM2	3.3560288943656
STAG1	7.3893956749366
OSBPL7	3.54690505471578
GIMAP4	7.55615156881375
FUT3	4.41272450025498
DBI	9.89562723627553
LPIN2	6.19156726862332
PAPD1	6.51365363257637
APOOL	6.13667404753901
DIABLO	7.99585822166031
ARMC9	5.07848278864536
RPS6KA4	5.7410823111923
TRHR	3.16597515818136
SLITRK3	3.77384870615736
TGFBRAP1	5.26335288254854
FAHD2A	6.57770771911896
CNTN1	3.36799016099576
ZNF211	4.55799730923434
BBS4	6.4812760553538
TMEM181	3.47104244303448
PFDN1	7.63895928848753
MINPP1	6.77570069390531
MPHOSPH6	7.42799589292382
RGS11	3.04308620837485
HOXC10	6.69000991104695
ITPKB	6.91397993046927
HS6ST1	3.51974265884964
AKR1D1	3.30013691042733
TNP2	3.11848251142906
MEOX2	2.91328315557074
EML4	5.03573192757039
SGTA	5.41063508450119
ATP6V0C	9.03734485708381
PRPF8	7.71111711501995
PSMD6	8.79060602628211
HIST1H2BI	5.84056809325352
TMC5	7.37735405971046
FKBP3	9.15101142750436
FLJ20273	8.20258570287923
PLEKHB2	7.321481558828
RPL28	9.18613147254321
NOX3	2.82246541379452
ZNF544	6.68737290668155
EPYC	6.19986177070496
ELAC1	3.27794812339536
METT11D1	7.3211426771407
BIN2	5.08307965594188
NACA2	3.41761935596230
RPL18A	13.1862152159534
UBOX5	4.6549595893353
TCERG1	7.94580976346632
MPP6	4.43474045537179
KRT16	3.36619853152962
UBE2O	4.53554426382018
KLF5	7.38183692235058
C9orf31	3.48646851845605
APOLD1	5.65401590421572
UBL5	10.6943179244180
ARHGAP29	5.67297234542142
TNFSF8	3.48552556640181
PDE5A	3.22811407751929
CDR1	2.93418639750927
FBLN2	4.62978738099116
C14orf104	5.47305441582438
HBE1	3.19723754417112
ROBO4	3.32476164829474
C1orf108	6.86581339595204
FOXI1	2.82185833727967
BCKDHA	6.6510012009807
RAB4A	7.99091103985004
C11orf80	6.05371579306732
MYOC	3.49140724841371
GIF	3.65099397230446
TMEM39B	6.36026895180072
RPL3	11.1967040222423
THBS1	5.78819548225368
APOO	8.49961247349231
ATPBD1C	7.08820885071066
FARSA	7.19447778587556
ARMCX1	5.52647810575364
EIF4ENIF1	6.25425099647722
CMAS	5.2863170528412
OR7E24	3.75232235033516
TNFRSF21	7.99587840133973
PLAC1	3.52849918092648
KLHL18	4.77290511206815
LBA1	4.18075584061407
MKL2	7.21866773088326
TBX3	3.05741569757568
TAZ	5.45716830361996
CRIP2	7.94796727401308
DAXX	6.60671661970014
ELMO1	5.72101478269564
RGS13	2.76253218590972
DIO2	4.05468429810685
UNC13A	3.99356296883249
TAF11	7.4455607600963
ORC3L	6.51246584452988
PRX	3.20387623696658
TARBP2	6.12377267875132
CABIN1	4.90292367545294
TRIOBP	6.73371566065494
HIST1H2AC	10.1128747054540
RBM5	5.8789661709799
TUBGCP4	6.34413211610031
NCOA1	6.6542979708929
CDK7	7.70900490795783
SSR2	10.2587218650607
IL25	3.27088941575193
CRELD1	6.31433983621705
GPR6	3.18955840884894
SNCG	4.40255723891746
CHEK2	6.0963585475058
GAL3ST4	6.66322625786951
KBTBD10	2.77529328769959
DRD4	2.76338066487991
GDF11	3.89612209115538
SEMG2	2.92256997630084
MCM2	8.80134267418312
CD247	5.01964824298165
SOX14	2.99926364037391
RBMX2	6.52788298086383
KIAA0922	4.63068339622708
TGS1	5.88442161740475
C16orf57	5.32357419888485
SYF2	7.9525503744275
MCM4	6.74507581483538
PDZD2	6.11243362051961
CEP192	6.70435486451499
IFT88	6.12424991706566
MCC	3.94625610813394
RPL9	12.0830684531583
RAB32	7.35252774869376
P2RX2	3.74756485946664
DDX43	3.03860691231207
HHLA3	5.25801876638739
ID2	9.62567852503465
UBE1	9.40545819301372
SLC24A1	4.10774147902158
ARHGAP5	5.76805132714518
C20orf23	5.69410268017648
CETP	3.43076913250193
ZNF688	4.14944633651938
APOC2	7.78006942942977
PWP1	7.6981113648312
FAM50B	5.47340935363956
PTPN6	6.97468109384887
BAHD1	4.92164411592338
GPR56	5.60458897098317
GRIK3	2.91518233534773
DGCR14	4.41538421763244
CACNB2	3.24933093318388
PDE10A	3.18182802209342
METAP2	6.44884993250312
RHOQ	6.61775542330964
MAP3K4	6.42382799958973
PDHX	8.06490669745644
RPL23AP13	4.52876289661168
MTA1	5.27049652016786
GNG11	6.66947928797001
ZBED4	4.24003764550591
CLCN3	6.06806546217974
CDK2	5.55334172399677
HCG9	3.31441479921084
SLAMF7	5.65054386111016
CDC37	7.51836201019787
ZER1	4.53072744355373
GRK4	3.25829774633549
PRPH	3.64970351149353
PPP2CA	9.17091772585952
LRP12	4.1346531774902
POLR2A	4.2074391868737
SEC14L2	3.00489148401021
OGFOD1	6.58286106281367
DKFZP586H2123	4.49267691021489
MC3R	3.36137103415673
NOL5A	6.9776441531523
PHEX	3.88367611440626
HIST1H2AB	3.81094057576528
C20orf117	3.90077967131073
POLH	4.89129987509084
DDX17	6.87446080018578
CAMTA2	4.60170766386032
PLEKHA2	5.39585677203263
SNAPC2	4.18760201933338
FILIP1L	6.2662908596239
PDE4DIP	4.30050170862979
LRRC1	6.67814942420984
SCN7A	2.92209119161386
GAS1	6.04968106886515
DGKA	3.55646278656842
PEG3	3.46775528576025
NADK	5.1766481271264
SGSH	5.22654816465054
CXCL10	8.78300620482264
GALT	5.4449101108011
MCF2	3.00361329842465
ZMYM4	7.14631431502713
ZNF263	6.28071966328114
STK32B	3.51713831684106
KIAA0888	4.70286807917546
TACSTD1	10.5266009615976
ATP6AP2	7.31521231916955
TYR	3.34088685969437
GDPD2	3.98167484274966
ABHD10	7.71222921956988
TACR3	2.86554044274123
SLC35C1	4.85509012057496
KIF1A	4.79254367918654
VCAN	7.1613225923795
HERC5	8.05147930537422
UBE2A	8.96282153596144
SYDE1	3.90533521776319
ELA3A	2.98926039688676
TM9SF3	8.77641977893405
HAO2	3.52664012044529
RNH1	7.60541904248386
MAFG	5.27670019922804
BICD2	6.12566113872958
C14orf43	3.1555623689914
CDH7	2.98376802559438
JUP	7.5069037747768
SHANK2	4.29269725764414
OSBP2	3.44624696488618
ACOXL	2.89224874465726
DAK	4.66791962487223
CBX3	9.59456562470693
C3orf58	5.72080181554476
RBMXL2	3.12068180303206
TCL1B	3.59215645513631
FGF13	7.815770061007
KBTBD2	7.24145530414185
KIF3A	4.41382958955278
DCXR	7.28487986150582
MYL9	7.0880095210909
PDIA6	7.8310210121142
CDC23	8.04257817433256
CASKIN2	4.16139502458418
PBXIP1	5.91241006872194
EHD1	5.19585201860757
NBL1	7.03687436107473
MARCKSL1	8.9059303836341
RAB11FIP5	5.1630197179395
CDKN1A	6.41421733890778
NCK1	8.01975325639403
SAPS3	6.32954877742133
