Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_F01_586114
Composite Element REF	Signal
ACTN2	3.46448293257699
TXNIP	7.56143863916937
NUDT3	6.45167659671417
DFNA5	5.42312283653445
RPL36AL	9.5963626705597
KLK15	3.57169941603817
RAP2B	6.65494943137213
CHAD	3.54591304146120
HEBP2	9.84267317605412
GABPA	4.41428509399367
CAMK2G	5.58909711003085
TLR3	6.00588646369454
FGF14	3.22506824870743
HMGB2	9.87373350132137
POLB	9.0586287839348
KIF3B	6.43162894769366
C3orf27	3.47016421612925
MTMR9	6.04355585131738
SEC31A	8.75020575669274
TRIM58	4.10050097579573
TAS2R14	3.14040776203841
NSDHL	6.62622158939773
GLRA3	3.01983773659594
VPS8	7.19449852626736
H1F0	6.91341976165617
PRKCB1	4.34394825152159
POLR2D	5.58224847100145
UGT2A1	3.04354467111908
TOR1B	7.46213964713309
LSS	4.19444366878534
TOPORS	6.72504177496886
HNRNPC	9.21507035849053
TMEM100	4.35294754327406
DHRS9	3.928221966376
ISG15	10.1144108484845
DNAH2	3.69232294814622
ZCCHC14	4.45438615364388
FXR1	8.40966504639457
ZMYM3	6.73166188726794
CREBL2	6.43923954464794
TGDS	6.55241628331002
CASP3	6.29331236903699
FAM120C	3.77343876428531
KCNQ1DN	3.62454738566641
SCLY	4.13037464454116
CACNA2D3	4.20045444561568
CA7	3.34334636133633
ENTPD5	3.75329796574956
SUCLG1	10.2943551569429
PDIA5	8.63809757473541
KCTD20	3.43847905806086
WDR47	6.76550828102525
KLRF1	2.98432379427127
MAGEH1	6.01551765209233
PRPF40A	7.52722844967838
SMR3A	3.1873457295932
TAS2R16	2.78636176845271
SPINK2	3.24888740034071
NPY5R	3.06539427481781
IRF4	3.77466160576052
PRKCE	3.88971598566739
ITGAM	4.94690306271602
RGS2	9.21824142776234
DDX19A	5.90806996027454
PDPN	4.75221973918609
TMEM34	5.99381801420062
MST1R	5.32365514242793
MGAM	3.56618634711517
COL3A1	9.95225584056097
PTMA	12.3488467266481
PRDM11	3.08743953235454
NAPA	6.58581012613881
DIRAS3	4.08480530668279
LIPF	3.2952733028349
PSG9	3.2928544995647
ASGR2	3.4465936677198
ARHGEF11	4.89809483164937
PIK3R4	6.50446078367493
IVNS1ABP	7.09239229501902
SIGIRR	6.2216840228882
BTBD3	8.74036587734242
UBE2NL	5.60632794353406
PPP1R2	6.05925813616813
FOSL2	4.92246744480848
IL1RAPL2	3.5475624881497
C4orf30	6.2650369572048
TUBA4A	6.13557230497474
SEPT4	3.45680571316511
SFRS2	8.92157093663688
EEF2	9.90624095114953
ZDHHC11	4.38029406117245
HNF1A	3.49203971218861
EPHA3	3.75699093376021
PRDX3	9.83372176004424
P4HA2	7.23319294126674
RFWD3	5.57621271703464
RBM12	6.58311204237527
H2AFJ	3.22225423894356
EDIL3	3.6996507106135
LOC200383	3.86439219025179
SERGEF	4.04298004187666
B3GALT4	5.94508290814175
SMC2	7.447009550706
LOC90925	3.02986970561584
NPFF	3.36265299174906
DEDD	5.85501462721955
SCYL2	5.19343030897707
PTPN1	5.78319709382996
ZNF174	4.54882649343087
MYH14	3.90490707531169
CCR8	3.37507722559346
SKAP1	4.31392608659867
GADD45G	4.80280949084298
PILRB	5.41920476286314
IFITM3	10.8725836757677
DNMT3L	3.41952292114858
GPATCH1	6.58533725956647
VPS37C	6.54111611735777
DSC3	3.380563451127
TBX4	2.99917889318616
B3GNT3	4.29758997215458
LHCGR	3.07218446291407
SAP130	6.23278378866436
UBE2S	6.9036119563761
CNR2	3.63748898316239
PCDH1	4.29419120593338
ATP6V1B2	8.26141075021699
PLCG2	6.20127591339407
CAPZA1	10.1002844063448
GLRX3	8.71980845796205
HRH3	3.45589131501996
KIAA0247	7.11737122244036
MGC15523	6.30496426953118
CRYGD	3.12665910562941
HTR2B	3.11273044909511
CCR1	6.32163844702916
NUS1	4.7721631252679
DNAJA2	6.87376175187024
PGRMC1	8.4967863786098
UVRAG	6.56219944429745
ITGA2B	3.36118319459718
CLDN5	4.42776730833005
PTPRN2	3.68983517753274
PSAP	10.2727147766604
MYOM2	4.29524036679825
CHM	3.27544906331616
CCNL1	7.94254126167655
FAM105A	5.35025426572106
LYN	7.97382600598746
DUSP6	6.98678956423354
TGFB3	4.12533700161368
PCDH11Y	2.87925632430942
NAP1L3	3.02341545778316
ELK1	4.9914414005529
HGD	3.42589661686854
C10orf57	5.59544974412934
B3GALNT1	5.9113181952194
AARSD1	4.851318898571
MYO3A	2.81719007918404
SERPINE2	5.39646106389174
GDAP2	4.01323065353233
MAPK6	8.68525268267327
COX6B1	10.8954629557324
DNASE2	7.15483973646265
MSH5	4.21478007647047
LGMN	8.32715760969462
TCN1	3.32740900772827
SLC24A6	5.23375204590478
TATDN2	6.66498712470919
SDCBP	10.8728963395032
NUDT11	3.98754489356512
LILRB1	5.32083634879786
PYGL	5.27004661171559
P2RY5	7.12866555556129
SNPH	3.74691825203327
NUCB2	7.56864967624878
B3GNT4	3.8237634336674
SNX27	6.66171700144637
C2orf37	3.61782872068814
MIZF	5.78043463814638
FOXO4	4.40407960568152
NUBPL	5.06344001338695
NOD1	5.85262789537992
ID4	3.08740683451882
CDH22	3.84688963962795
PXMP3	7.95556850080303
SOX5	4.05602376178074
NUBP1	6.46294466456463
DSCAM	3.78056239430589
INA	5.53168498075382
DGKI	3.16877187478134
MCOLN1	5.41299177778236
FAM136A	8.05933587810706
RIN3	4.25228934477805
NFIX	4.53489972873566
SLC16A6	4.39435618716418
AKAP1	5.40472268599341
PSG2	2.94608687048942
HIBCH	7.64591762755879
PLA2G5	2.96743815613849
TIMM10	7.7124461847791
MED17	6.48550898340016
PSORS1C1	3.33956189256190
KIAA0495	4.72408402600052
LPA	3.13203949469614
PIGA	5.28972384619751
COL4A4	3.12727443442657
LY75	7.97669119686642
TPP1	6.86731531888778
UTS2	3.08065555564141
GJA3	3.32523407583216
GALNACT-2	6.72124399246214
RREB1	3.32770558462932
TMPRSS5	3.78817088340325
MGC3196	8.94455443779407
FLJ31568	3.57079401696293
DNMBP	7.1931834766452
LPHN1	4.45068834711377
NQO1	6.92970881926888
ZSCAN2	3.14312377452702
SP1	3.35692098393732
TOX4	6.05352638899519
SEC24C	7.67261136799487
HSPA9	9.09322911009905
APOBEC1	3.27919326837709
SURF1	9.5327435297753
LSM5	8.58894973502426
ZBTB1	4.78618416278923
GTF2F1	6.80866758422373
DUSP21	3.27613463099355
RPS15A	11.8775518786239
TAF1	4.1036313425651
GINS4	6.62183054724469
MYO15A	3.25162412977908
AP1G2	5.62930725500266
RBM42	6.07291159776282
HCN2	3.32915990214241
UTP3	6.65700937845584
HNRPA3	7.49251384756965
CKLF	7.50583553571919
U1SNRNPBP	6.00927763388818
FLJ20674	4.39428762047104
RUSC1	8.61318885639266
MBNL1	7.93799891649583
NUP160	5.88842350279974
GRIK5	3.66298188502699
USP21	6.95545551697354
FLJ22639	4.91485152076053
HAND1	2.91317448240151
ORMDL2	7.31936589365977
SERPINB1	8.3660757722869
FGA	3.15488932380152
PRSS7	3.0957871813733
IGFBP1	2.97827858404499
SLC1A1	5.5597808388044
DHX57	5.22595817444121
PSAT1	3.87195006331384
FLJ13195	5.09691119447979
GDPD3	3.55397338844641
PTPN21	3.43056319059208
TBR1	3.02751458740259
TBC1D1	4.8048157974407
IFNG	2.97851347796897
FOS	7.38961269757967
IQGAP1	8.76442972929956
ZNF226	5.30685049211252
EMD	6.04325929643128
RETN	3.7047362669286
APH1A	8.88156947827444
C14orf1	5.76499597587857
PUS7	7.55066060620127
PAFAH2	4.63783078104765
NPEPL1	5.59065214756025
RP11-114G1.1	3.35035004940366
TUBB6	6.61860808752716
FOXL2	3.34354534764234
LATS1	3.416000882334
BAZ2A	4.9497620702664
KCNQ2	2.94816062593959
SPOCK2	4.41200367634421
MARCH6	7.85889968296098
MGC10334	6.04997049232714
HTATIP2	6.56531978765506
CENTA2	7.19716253894662
FGF2	3.84726919822298
FXYD7	3.25139254681590
CCDC33	3.19873892825723
PRODH	4.05063783900748
DDX6	3.35281031876698
SLC43A1	3.61635264139346
NTN1	3.36628872622923
ING4	6.1171151496411
DPH2	6.09980623421643
ZNF313	7.8731310980059
VPS28	8.65726937778356
FCGR2C	3.56984888831951
DIAPH1	6.27559569365407
CEP76	6.37366862145748
CORO1A	7.03652796991237
TRAF4	4.65603352687299
ZNF460	3.0600856829143
RRM2	9.34130571072872
EDG4	5.79443996231272
OS9	7.57798137180226
SLC4A1AP	7.31479757532034
COG5	7.34745498007975
COPS8	7.76718245100585
NGLY1	7.77187679956751
AKAP9	5.15365886899186
NCBP2	7.41380222114706
C17orf42	6.75791305655384
GPSM3	5.12774846965769
SLC20A1	7.6976739160185
SIL1	6.41743110188413
LDB2	4.33873787849019
ASB6	6.10578672847805
KLK5	4.1073721017475
SMAD5OS	3.29515038451602
UNC93A	3.09848626660035
SPTB	4.10377315061134
EFEMP2	5.4655043787966
EFNB2	7.34793544043062
C21orf62	2.95238987247967
PCM1	6.84593533054746
FMO5	3.49200376055178
TSG101	8.96271776653498
CEBPG	7.14301693295084
GTF3C4	5.7092892598615
ABHD3	7.21830204025663
TNFRSF1B	6.88825143112051
CLEC1A	4.13103173765884
IQSEC1	5.54632999622561
PIGN	5.8403553507918
PATZ1	4.28050643899722
RBM22	8.62136162856414
AEBP1	7.7573349675097
BAG2	6.13461197609306
PAQR5	3.34184019710915
C9orf127	6.26277460264815
THNSL1	3.65433403123443
ANKRD2	3.64514760031490
JAM2	4.86132728590675
SNRPN	3.31918394567829
ALX4	3.44143033064548
FAM130A1	5.50451400471051
CACNA1S	3.35874937934323
TRIM38	6.95280726480021
CORIN	2.85668397146695
TMCC1	6.15612227996247
PCLKC	3.72891976241485
PLEKHG6	3.96934251507139
LRRC40	7.78084529988998
SMG5	6.11456589786008
NCAPD2	6.89866365657255
WNT2B	3.24524571374681
DCP2	7.13054479800939
ASNS	8.02656447241281
MRPL49	8.39884622358675
TMEM24	4.95850350992337
RPL18	11.1314247822683
SMU1	6.51181658277853
ISG20	6.81484616712526
CASZ1	4.89139630138287
POLR1D	8.85644633114079
GIN1	6.15697878407712
TMEM177	6.41174875602529
CDKN2AIP	5.92562678360075
KRR1	6.46331619395914
CXCL1	5.67155834290367
C1D	8.14215022704157
EPM2A	3.47675164171891
LDHC	4.1332115257165
PC	4.12400705657945
PDZRN4	2.93187231482114
FAH	4.34776706100633
UBE4B	5.18538724265953
NIT1	7.44597088087639
CDC2L6	5.19198707277158
BTN3A3	6.54964367888322
PAX8	3.84566567192873
PRO2012	3.10571880204427
BEX1	5.57357080170149
COMMD3	8.46290049386088
MRPL40	8.1348972285583
SLC2A4	3.46778786737876
SHFM1	9.05133475216567
PKMYT1	3.66250257683738
FEZF2	3.55453393327867
DUT	9.29721589912946
LRRC59	8.0649476366196
LY6H	2.90055858214716
MAP2	3.59066904962638
LYL1	4.96384444769519
EDEM1	5.74642923626943
NOS3	3.14884582334394
ZNF34	4.6882554323309
ADH1A	3.29258675686283
CYP11B1	2.96474723912887
CDC73	6.86991807177423
GPR172A	6.32872354169801
GSTM3	8.54743716815281
C19orf54	6.04435993088701
KCNA5	3.28132957122540
FLRT2	3.88524159844681
WRN	6.14320787166022
ANAPC5	7.36004157353829
SDF2	7.48043004830422
KRT8P12	4.43319878726538
DZIP3	5.06575730277681
C15orf24	9.43073506607401
NFATC2IP	6.32585042910665
RIT1	6.53099122838035
RHBDF2	6.05132346611619
SCML1	6.6329471763617
MED9	4.46851069158173
RAB13	9.83592019331852
FBXW11	5.6994912263766
ETAA1	6.78783960458564
C14orf131	4.25079297443674
SLC12A5	3.60504087133908
PHF14	3.93561712695198
NRIP3	3.25490419200871
TMEM121	3.25671878522412
NOS1AP	4.90689940109337
FAM3A	5.92661433365735
RPL13	11.5688808797375
PRDX2	11.1617434480181
SAP30BP	6.60966053677523
WDR76	5.27436308034982
PRMT3	7.4975919108816
TRIM10	3.66400048349183
FAM82B	6.77935466670255
GCNT4	3.05486295409554
MAP9	3.23065625734702
GPRASP1	3.40664501922874
CXorf36	3.55448861524297
CDKN1C	5.37514870042661
DSCR3	5.09636112143989
ZFAND3	6.38447944377497
C7orf43	5.07987894345997
HSPH1	7.64023732241392
SPSB3	6.37080432117561
AQP1	6.90460017089796
COL17A1	3.74766964589893
GFAP	3.47091786565316
CDC16	7.2800229572615
KIAA1614	3.00301222499259
PRSS16	6.37886157872977
KIF13B	5.89416182558
PCDH9	3.17539101987359
MKRN3	3.35269543875500
ADAMTS13	3.93095258739560
ITFG1	6.91293674271855
TUBG2	3.76832003637253
TTYH1	3.03573947744318
SFRS7	9.0470242016453
C3orf18	4.22931332869146
FLJ13236	3.51344184024248
C18orf25	4.64937800205635
EXTL1	3.69872236245554
RANBP10	4.52982597347604
RARG	4.01598614905337
MYO7A	3.91743236000404
SFRS18	7.55146595770699
CD96	4.02926565540983
ACVR1B	4.24024441350717
DENND1C	4.40297872613016
RBMS3	3.77246157669064
SLC41A3	7.73430070542136
PSMD1	8.44426751035215
DGCR6L	3.01681406735449
ILVBL	6.65241436844664
CSNK1G3	6.65238723255419
RNF186	3.36297143105947
IFNGR1	7.85481028092759
MAGEL2	3.58097985247483
TSPAN6	8.21851978072345
SLC29A2	4.77145733003231
MSL2L1	7.32879378999237
MATN2	9.8624219800415
ST6GALNAC2	6.87037393899998
RBMX	9.32358162004394
MPP3	3.86707659474397
FGL1	4.20070976420415
PSORS1C2	4.38044243665433
RAD51L3	3.79536264393399
ARHGEF6	6.83302585595997
TGFBR2	5.17736357095696
ORAI2	3.83880373553655
CDC123	7.27549225829748
IL33	6.48021800666874
DEAF1	5.08675498936813
AMN	3.52818544908321
MSLN	6.48735393184162
DEFA6	3.33232452611471
WWTR1	5.62741910768743
COBL	5.74360546922601
PPP1R16B	5.75988645664988
CIB1	9.1684542207276
TSSK1B	2.91375373463023
GAS7	4.8026646608546
MDN1	5.4185111043573
HAAO	3.84213181972207
HLA-DRB1	11.4016167745656
CTNNAL1	7.33029789836024
TLE6	3.2057725216254
CIT	5.26490356312526
TNFAIP2	6.2690606006195
FOXN1	3.1770268104251
HERC4	4.62457304238532
DRAP1	7.1644142554875
PEMT	6.69301555165081
SLC38A1	5.49803719141768
ARHGAP6	3.33132715114953
PHF20L1	4.35997792264319
MCM3AP	4.94103309464095
MYO1F	5.96335491302367
RAB11A	8.77975461682996
PTBP2	5.94355915514342
SNX1	6.10284570399039
CTB-1048E9.5	5.39038468166945
C19orf60	6.99083194489321
C7orf25	5.84148871911901
ELF5	2.94038950627797
HOXB9	3.82590839408199
RBM8A	7.6481089214592
PARP3	4.21485239312559
ITGA9	3.77903418576500
ZFR	6.691645665003
VANGL1	6.97686527107325
FLJ20699	5.71180485173287
ACSL6	2.8316358423801
CHAF1B	4.94515803081321
NDUFA3	9.51479313906861
FABP4	7.28861730229137
KCNB1	3.26590314607734
CANX	8.79876070766081
SLC25A28	5.71368856638562
SHARPIN	6.41481308746236
ADIPOR2	7.10734671755455
TTC23	4.12446039464281
UGP2	9.22702697756446
ECHDC2	7.03517866603796
CIRBP	7.29439035699692
SEC14L4	3.53670313276727
SMA4	4.89777899778257
FRZB	4.73715211449158
PABPC1	11.7227659518819
APOBEC3G	6.97536528926549
CUEDC1	4.95374575645145
CLDN8	3.39201706066766
VPS52	8.19079042930807
LOC23117	6.85181088832749
FAT	7.27479970396194
M6PRBP1	8.48580793951938
PPM1F	5.14959441020719
TSR1	6.13302553269181
E2F6	6.83973586587263
TMEM126B	8.50478068648155
ZFHX3	4.80470267520029
PCSK5	4.25130975736076
HEMK1	5.03616321362597
GIMAP5	6.38409916826619
DPY19L4	6.81215693221777
FAM77C	3.52633888036382
CTPS2	5.62092420635118
NDUFA9	9.15722649067403
SCRIB	7.06478189982712
AURKC	3.81228866792184
LOC51035	5.86786615703295
RSRC2	7.53306958381615
ORM2	3.37795926800754
FAM115A	5.7479979888861
EGLN3	3.74852598711367
FZD6	6.91129880917044
PITX3	3.52269897320468
GPX3	6.26360289712014
UNC119	5.40829203013603
NOV	4.78073118329388
GRM4	3.32567931488982
CABC1	7.33215936943351
KLK1	3.80000614009838
GPM6B	5.03271284038527
RRAGD	7.40215918470566
EIF2S2	7.78910783315801
RNF130	8.62913791105862
CKAP5	7.62534320080367
UCHL5	5.94861916486604
C10orf18	7.40770991732207
TMEM93	6.62323616619767
KCNMB2	3.61329690110688
AIM2	5.72804692441218
PNO1	7.38214996811882
ANK3	7.20932484703094
OR2F2	3.1576667358403
GNAT2	3.28585921462303
KRT5	3.68152871777133
ST13	7.84445215870767
SIX1	4.47516553684566
TIMP2	6.79134892529501
CDH12	3.20787941459658
ZMAT4	3.34916836265023
QRSL1	5.25772347781204
CCL15	3.71402882290809
GTF2IRD1	6.56230264055117
CCDC22	5.1312823689653
SNX24	6.62846812390079
RARS	9.17842262211874
MORC2	6.18611408837405
FAM48A	5.7730460162373
FOXD1	3.75046186247557
COX4I1	9.01751901317258
DSN1	6.61162315523656
AMT	4.83708342846504
GPRC5B	6.08360446567479
CTAGE1	2.94474083168279
DTWD1	6.79571340153583
STRN4	5.2140629377155
KITLG	3.04765064854631
HSD11B1	4.25437427715725
HDGF	9.77983255011385
KRT6B	3.52384930297122
SUMO4	7.23279710697449
ARID4B	6.02157408264863
SATL1	5.28241470840095
SETX	6.7728097926589
DDR2	4.1667706805997
KCTD12	8.97995587076319
WWP2	4.93907303277484
CTSH	9.5079204277395
FASTKD1	7.9170637170239
PAF1	5.70017468176222
IFT57	8.99997738410415
TMEM2	6.12718908839175
ZNF592	5.30757216351055
TNFSF9	3.84173900779881
PPFIA4	3.19829635178814
CFP	3.74545799066939
DCTD	6.60666297257898
CNIH3	3.84053620789444
MAP4K4	6.28716647544092
ROD1	4.69707711356134
MFNG	3.66218711559638
JMJD2B	5.58948051177788
DOCK3	3.23480062381862
STX16	5.60534499883858
ALDH3B1	4.45110594503071
THSD4	3.16342257266954
DLAT	6.5491060316388
KIF21B	4.41964687328958
FEZ2	6.19923035426235
CDC5L	6.98701865143442
KCNJ5	3.70904888464973
LMNA	7.03521307277492
TBCD	5.13501829890818
ZNF250	5.17091696201777
CASQ2	3.57968272971875
PEG10	6.69910726936861
TPSD1	3.24454356380147
PRAME	4.58421085542208
NP	7.36283261567589
ZNF12	7.29409723074423
XTP3TPA	8.79880133977426
SIGLEC7	4.39101999209383
FAM70A	4.34291196618029
PANK4	6.50361807792632
SNED1	4.34015558156722
HIP1	4.33984782868256
WNK1	6.25310693964632
AHNAK2	3.59134633973534
FLJ10490	3.68221494601260
TOE1	6.42361529439388
RECQL4	4.54501122972977
PPA1	11.5476483819537
DPAGT1	7.01833926013414
HAS1	3.8366104656884
ST7	6.7205444600301
MAGED2	8.26969885257691
ANKRD55	3.54515491160575
TRPS1	6.82511328985395
POPDC3	2.99695027818
ACOX2	3.78796461500028
TFPI2	3.03755080793933
CYP4F11	3.2318772692259
PDHB	8.43632814013044
ERN1	3.44705887838582
LHX2	6.88307449222915
B3GALT1	3.0805470762953
ADAMTS5	3.74305439665034
NOTCH3	5.56526597362509
C1orf116	3.85997272065784
UGCGL1	5.47888068682685
NF2	3.65684772773611
POM121	3.89813294485433
CLPP	8.54036314846739
MTMR3	4.01980075591152
ATP1B3	10.8763391392121
TMEM16A	3.61036366945505
HIST1H3F	3.00397111246180
TRIM25	4.33360688635198
CRKL	4.78431952985485
HOXB2	7.95816858468953
ANP32B	10.5204827252016
NUP62	6.28162770807628
GATM	5.41507043358056
AP4E1	3.42928285880048
RASA3	3.07532261670088
EDG5	3.36676869132998
CDKN3	7.23220966726314
CDH4	2.99272064472762
PGD	7.89804370484888
TMEM168	7.30140325267331
RND1	4.03059406380199
GAD1	3.83003650617714
MPG	6.6171006250963
ZNF133	5.90454651792695
LOC440350	3.5843189127654
FJX1	5.99697587142168
CLCF1	3.91196181044314
AMELY	3.12766834644414
PHTF2	5.27385463334351
IGSF2	3.72988239598562
TFF3	4.1574504079808
NDFIP1	8.91424870871034
IQCC	3.79938746166928
CUTA	10.6289480843365
HEYL	3.65525413915951
FTSJ2	6.57194736986516
APPL1	6.50226379440997
TNR	3.39191902319689
WAC	7.1011897713262
ADCY9	4.32510119119205
PYCRL	4.97093695120625
PCGF1	7.10745240225942
PTPN13	7.39725968942304
AGPAT7	5.96580031060441
SSTR5	3.54223438239804
CDKAL1	3.41218953812099
PDYN	3.36262369875699
SFRP1	3.29260852071017
VAV3	5.64485955904856
MTMR11	4.26869889906258
SUOX	6.34046598540958
IDH3B	8.56244402839867
STXBP3	8.24184135290078
EIF3G	9.73538692751894
GOLT1B	6.38574498904092
ARHGAP22	3.55313227983521
NPFFR1	4.45274170390484
NPC1	7.23701209674981
ALDH9A1	9.2969279661793
ICAM5	3.14387019882142
ADD2	3.20568930929957
RASSF1	5.69871314377237
PITPNB	8.50304600909001
PAPOLB	3.24515197806361
URM1	6.8113834156933
TMEM106B	8.94481213035958
LRIG2	5.43128564429314
SLC27A5	4.31079997330738
CDKL1	3.89196944121407
PRODH2	3.39075018659728
SFRS11	8.8224745554396
IL7	5.89626458231995
SCN9A	6.08629936484272
BTG3	8.23639469169472
PAK2	7.23518962606303
ATP2B1	6.42557461125924
GATA4	4.24315102502538
PRKAG1	7.00565898278794
FAM64A	6.53374487443244
ATF7IP2	4.43383576847067
EEF1G	11.9134979208178
INCENP	4.04434342006679
SMAD5	6.2876637723059
GARS	9.05454917378683
CDK10	4.1943772358365
HLX	6.16367946244372
ELAVL3	3.95761672669173
MDM4	2.97960190532852
GNL2	8.49462294889116
CDX1	4.76015730005859
PFDN2	8.99585244366593
ZNF200	5.42314156326709
NDN	5.04396428632339
PRR3	5.53688806714896
HBA2	6.36520227892601
FBLN5	5.67263402613852
PUM1	8.35012056265171
CCDC88A	4.31502459322385
TNNT1	6.84331718684976
KLHL24	7.84165407958261
HNRPH2	8.59501350204018
RAB7A	8.63569808502383
SGPP1	3.27582342421363
PMS2	6.48004255563877
ARNT2	5.90722452433663
CBR1	5.99335858907259
ITPR3	5.85956379025244
BIRC3	5.64873696464021
NRSN2	5.05039405574863
SPOCK1	4.09938200460137
H2AFY	8.80616293396391
RXRB	5.10743691722028
ZNF638	7.95103796164888
APBA1	3.71418838553621
RAB2A	7.16473924403383
ACTN4	6.09897515347698
FXC1	5.2698841538719
C6orf162	4.21880192230158
HPSE2	3.86133410192525
PLCE1	6.02789013981412
INSL3	3.14486063094536
PTPLA	3.62600563630264
EIF2B5	7.28350256249528
DLG1	6.90458335862342
PINK1	5.74404810624506
TFIP11	5.45705530144247
VPS33A	4.89686100735268
SKIP	5.19293931025219
GRAP2	2.94958318085760
GAPDHS	3.06914684897121
POLR2G	9.4139429305359
CNTNAP1	4.51567782433678
PSTPIP1	3.79543785592418
CYP26A1	4.22968709281605
APOL2	4.93798347641392
TACC2	6.41829220851985
CNBP	10.7941165669009
WASF1	4.96591389597237
HSPB1	10.6760113935731
INPP5E	5.72956846960355
COX7A2L	10.3255500395296
HSD17B1	3.84942018239579
ARRB2	6.37757237167799
CUBN	3.75235175397584
SLC7A6	4.07359783645569
IGF1	5.23317655397981
ITPK1	5.03028691701885
NAALAD2	3.56263966582922
G3BP1	7.48853045127461
HSD17B10	9.26288884384056
NUP155	7.00564647714981
CYP39A1	5.28893237793431
GLULD1	2.98740784271977
RBM15	7.75703591414438
AMZ2	7.36780384773094
GDF15	4.38506797481355
CYCS	11.4455670744156
TECTA	3.51801844299922
CCDC46	3.92999869447544
GNAL	3.28967375901445
LPO	3.35169763159434
GZMM	3.62119570998335
PAIP1	8.39160127309565
DDX11	4.6993988741899
TAF9B	4.18807657127593
CACNA2D1	4.32877585166931
IMP4	7.4009878077407
SH3BP4	8.6410865108768
PADI1	4.59407545363939
DEC1	3.39938107017042
PON3	3.43576422571998
PROP1	3.43052222838006
UBB	10.7016759816944
RPA4	2.72574048261259
TCF25	7.02257591290204
NDUFS1	8.81163937359374
UPK1A	3.48375084130302
AES	6.36263065422447
PPP1R13B	5.25184296535302
TCL6	3.32750947244397
ARL2	8.07721733335009
CD2BP2	6.44692199307458
TOP3A	3.96937123787938
CHRM5	3.37115726794346
FGFR1	5.22714481935692
UGT2B17	2.82844924454052
CEACAM6	5.4320696896733
CERK	6.57046780907116
FXYD6	4.70715983568218
AP3S2	6.30529987415971
ZNF208	3.65945341882324
CARKL	4.87552973583389
HIST1H4E	3.79988177364693
GOT1	8.72941505951884
BBC3	4.59862582387512
CASP6	7.22965966522478
HOXA1	4.36958949251290
RCL1	6.19680125916318
RAB40B	6.54182014058023
PI4KB	6.49024899024441
LRRN2	4.13447175719936
B3GAT1	3.18649165562576
OAZ2	7.01994273621654
BET1L	4.40649282674331
NOC4L	5.30238679779606
FRY	4.28916899138287
C10orf12	3.24534611735139
AK3L1	6.80788070004674
FADS1	6.84044429344294
CSF3R	3.90381722764251
DKK2	3.66298720736539
POLR3K	6.6022747790804
LBX1	3.32921849336832
ATG2B	4.47462242048614
RHOT1	7.60904253378486
DARS	7.93687405115807
EPS8	7.42468504141526
OXT	3.40727437808963
C10orf56	5.59659629961919
ARL4A	7.58863595561778
CCDC64	3.98171377170314
DAD1	9.63492501889722
HERC2	6.84909599198775
HSD11B2	4.90231751406408
USE1	7.47301910309835
FAM96B	8.48320245862719
HNMT	5.31683862314231
PCGF3	5.16198234467133
BSN	3.98551234396296
CAND1	6.79694612329009
ACTR10	8.94743807572887
NASP	7.21801433001857
C20orf4	6.32425156592468
ACSBG2	3.31801962470087
COL9A2	6.49721838309123
RWDD2A	4.78548848798914
PALLD	7.89698523153882
GPC5	3.11468169743511
CENTD2	5.56340600623883
TBL3	5.62241092342351
TLR1	5.87129943788206
LMO6	4.06655896030086
CCDC106	4.10881650859165
KPNA2	8.97519715775321
PARP16	6.6862515148896
PDIA3	10.5187391073924
MACROD1	7.65289266417783
SFRS1	7.50614835267923
DCP1A	5.76803234090992
TMCO3	3.57132456964812
NTN2L	2.96628584746904
CLN5	7.52337219437117
BIRC5	6.8462958173453
PRR16	4.11378666975415
FAM63B	4.16134273843207
GLE1L	4.6561591458594
CES2	5.06574333553197
GNAS	9.95291290446782
KATNB1	4.83478716504708
CPLX3	3.35743857550353
WNT8B	3.59136631565095
TSPAN13	9.16720388799384
MRPL52	4.57832316310658
GHR	3.14689009743198
DUX4	3.77168742880794
BCLAF1	7.18919567210643
GOLGA3	5.37052392361866
CLEC4E	3.79107115327599
SCUBE3	4.0894284974772
UCRC	9.6644680096331
CDKL3	5.55501676886547
MGAT4B	7.43490547281717
BBS7	4.56075030667845
ZNF345	4.40694377840942
RTF1	6.53034929959409
SERPINB9	5.57395592515577
DHRS7	5.39228702247751
RIPK4	5.27384609843806
PLEC1	4.66684356102536
PIP3-E	6.19615123788325
KNTC1	6.50423332951714
EXOSC2	6.47261920360398
MS4A2	3.18802011034304
FGF17	3.29920382528036
WDR59	4.13856976604347
LAIR1	5.53912484320997
EVI2A	7.49417746786874
IL17RC	4.51588700341385
GTF3C3	6.40114878685049
HS3ST1	4.39732889849228
ITGB1BP2	3.03290146638651
RBPJ	8.17403221012517
LRRC8D	7.06251492004175
ALDH18A1	7.87500966755197
INE1	3.61421781964494
TPI1	9.21881551809252
FLJ20035	7.29333412194091
GATA6	8.60339758727259
CABP1	3.29087087317240
RASGRF1	3.53302786537234
C4orf15	6.21455495285696
ALDH2	7.62628532169782
DAPK3	3.4337530099208
C3	11.5551950399940
EMP2	7.43257133674798
GJB1	5.43809701414538
PIN1	7.92478152091703
SLC6A15	2.94428222013712
POLE3	8.68742844078443
RIN2	8.89187555568497
CTSL2	7.19904758731187
APOC4	4.13301502478174
CYorf15B	2.93701598735693
