Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D05_452028
Composite Element REF	Signal
PCP4	4.82771338949037
UBIAD1	4.08825819348237
CDC42BPB	5.86415997352905
ZNF323	7.27419755252187
RIMS2	4.67709925189440
CXCL6	4.11945822465021
SLC34A2	9.98289777241856
RNMTL1	3.51927906955198
NPTN	9.11463023210482
SART3	5.85415301960738
UPP1	4.10803337021517
CAPN10	3.26295018920442
SLC6A9	3.51704529917151
CCR5	5.57925619698908
NDUFS5	10.9913718504855
CISD1	8.21731536618695
PDLIM3	5.53899476361958
ZNHIT3	6.96697174742243
SNRPD3	8.35484311046325
VPS24	9.32133910607808
SCN8A	3.37103865341808
KIAA0701	4.26495222763051
UNC93B1	5.16706818000924
GMNN	6.15428674533594
FDXR	4.03496549381641
SPCS2	10.3828916629214
CDCP1	5.49709555830699
PAX3	3.19994172641294
PNLIPRP1	3.38648496996943
LASS4	3.60876320697837
HSD17B8	6.3860873251031
EYA4	2.96574862189882
PRKAB1	4.81918887934507
KIF20A	6.09123650202994
YAP1	7.76603051750155
SC5DL	5.11039999157806
NNT	4.72368781372837
DKFZp566H0824	2.96426171297308
ITPKC	4.23358822816078
ST8SIA2	3.01306824114095
LMX1B	3.31566770881318
RAD21	10.1998424548975
SNRPB	8.82037376146957
MIF	10.0990547987192
DLGAP2	3.15419231856835
PFN1	9.4473920168386
IRF8	5.07226740031588
PRO0132	3.11730637610344
MICALL2	5.95557967454711
ZNF654	4.44427787510819
SS18L1	6.39020635617504
ACD	5.80878324319396
BCL3	5.27811988741942
SLC16A8	3.73362185357379
ITGB3	3.62734674129612
MRLC2	10.1074223898675
CEP152	3.47903480946276
F2RL3	3.16994197029740
CLIP1	4.82504640464661
ZNF75	5.09619895462339
SF3B4	7.2394171636379
ATP5C1	10.5071130196837
MAP7D3	5.21476155215389
SEMA5A	5.14539050129893
PSCDBP	4.32944777026687
UBP1	8.04190224348136
XYLB	3.26737936145482
C13orf15	9.01729692782587
ZNF282	4.41320127634249
ZNF222	3.52010692303382
COL10A1	8.58310285816554
MFSD5	6.50858353378813
C20orf67	4.37548043520188
NLGN4Y	2.89814761770840
INHBC	3.32256992893401
GNG13	3.17881010804583
NUMA1	4.46240129586748
F12	4.60197725551671
C1orf41	7.71040392994422
SUPT6H	4.75105487186806
GSK3A	4.84412656246858
GIPC1	6.58110562641522
ELL2	3.42010350132077
C9orf167	4.45084198788057
PVRL3	6.87246484765774
ADAM20	3.50379032145328
GPR87	2.97565829163663
ZNF770	4.30006734807836
SMR3B	3.05547822898853
FZD1	5.64325927274703
TRPC4AP	5.69925948744776
MKL1	3.88868166473288
C2orf28	9.92168769487644
LAMA4	4.88058824214893
EIF4G2	9.09976803779516
ZZZ3	7.41256364481737
C16orf5	4.02107265228529
GALNAC4S-6ST	7.40194651446481
IGFBP4	7.3424693017492
NDUFA10	7.55690113767657
CTNNA2	3.37527055751498
NUDT15	6.85579361616066
CEPT1	6.75295164116709
CLIC2	4.70278323372112
RNF13	7.96806091357097
TDRD1	3.22575037810386
KCNK5	5.07397792255159
CCDC92	6.66707883242328
ETNK1	5.43839821534591
CD69	3.32735870421218
LTA	3.37081762141364
TTPA	3.01687883204994
MYOZ1	4.19321897737467
IFNB1	3.21834313703579
CLNS1A	9.84057327935975
SC65	5.5213414026421
CXorf45	4.58903308550043
ZXDB	3.18011919244342
PEX5L	3.02708880936352
EPS15L1	4.51937086342227
GPA33	3.74044679115573
MGEA5	6.57854671785864
HIST1H3A	2.78667005831312
BCAT1	5.917125740875
ING1	4.2450176032881
SLC2A9	4.23792152155750
ORC6L	6.76340609533044
PRAMEF12	3.37335611955253
KLK11	8.3547520628446
C19orf28	7.32819211826247
MAGEB1	2.827828791261
MED22	4.48392756357795
ETV6	4.00579088497205
CEBPB	9.4595724499196
KRT85	3.62402600923461
CRYGA	3.46369810328964
HMGA1	6.01702178005003
CAPN7	5.61676688990944
MGC5566	3.92980226095837
GEM	4.66480390980775
NANOS1	5.71549556826447
RANBP2	6.35160611567415
APITD1	5.68765653536901
LIG3	3.91733091972425
IRAK4	4.16602788986564
PARD3	6.33857087025745
SERPINI2	3.87511347116716
TTC9	4.25272663667610
MLPH	6.36396695304269
RETSAT	5.94644121138967
NRG1	3.40359265427881
CAST	6.1822547618615
TBC1D9	5.01618462748067
TTK	5.55870505422585
ZNF557	3.84187305945315
DDX41	7.38725271179558
TGFBI	10.0185564311325
PGM3	5.22629767249015
PSMB10	6.9613497126061
UBE2D2	7.64718742839899
GABARAPL2	8.96507297621178
DGCR2	5.36486122737923
UNC45A	5.29860855998582
CISH	4.35971404298092
OGDHL	5.35774662551461
SPINT2	8.8297404427647
CASK	5.37046672008084
GIT2	4.23170049599396
CLDN18	3.48640763015395
RNF128	3.14873583659354
NCAPG	4.07599416774523
ABHD6	3.81635187008851
ATP6V0E1	7.79559758169052
C14orf161	2.95071331089741
UTP11L	8.1777385694408
GCNT1	4.10207694279796
DUSP9	3.92432431302062
TM4SF5	3.91003120103779
SUCLA2	6.62156598183018
NANS	6.87890295226442
OLFML1	5.28138079798195
ATP10B	3.58899924281507
SCNM1	6.90691893807098
NPAS3	4.28360867481993
AMD1	7.77145602025823
GGA2	4.75042015253716
PRKCA	4.16742028978083
TRIB2	6.83278863135575
SDCCAG3	6.34995392241017
TTC1	7.29143701862942
GHSR	3.07819153570613
ATP8B1	4.8775530955336
HIPK1	5.19419881365948
C1orf78	5.89966789454771
CLN3	6.31365392378002
STX4	7.2369564973335
WAPAL	6.05517418323191
TUBB1	3.14448787879212
SCN5A	4.04378327445437
ZNF192	2.88910684841756
SEC22A	4.89794255334944
DPY19L1	4.64819331283177
C11orf9	5.35159088492073
GRIA2	3.54315634323057
VDAC2	9.9884411279471
C8orf44	4.25413606920951
ZPBP	3.19165536534568
NUSAP1	6.81420046832193
LANCL1	5.10084774005262
FGF23	3.88094092152595
PCNT	6.63311862428807
BCKDHB	4.71441564270083
IFNA8	3.43447335938589
BET1	7.8643845384655
SPRR1B	3.32166996023291
FLRT1	3.47792078258355
HDAC6	4.21885408806298
SNX17	7.26810162181543
N4BP3	3.11048187608226
PLSCR3	7.62538489762069
TTC30A	4.73996453540467
CRISP1	3.12185202986373
KRT32	3.52289325219898
GHRH	3.22290808057100
IL11RA	4.32935277876682
GDF3	3.35516919400559
RPS6KB1	5.88486156295404
POLR3B	5.37477776191587
TOP1	7.97262629565615
DNAJC10	6.60090108119377
CRCT1	2.86013180733297
ADIPOQ	4.8591178624146
MPST	5.29117083987272
DPM2	6.1543932191708
FAM38B	4.94492470004405
RIT2	3.03795843355977
SLC18A1	3.07380848123217
RPS17	11.7489829790546
ABCA3	5.22565389631111
CD44	4.87608578677196
FARP1	5.88467956491077
KCNMA1	4.80872836033949
PAX7	3.11823645974692
TUBD1	4.29545436753016
NARG2	6.24338001192312
GNL3	6.44527886072671
BTG2	6.01549655424134
ITGA5	6.35692084964823
NDUFS6	8.59152348791983
MEFV	3.31867299025153
TUT1	4.35756878331572
ERAL1	4.71311052306801
ECHS1	10.0896636727053
NMBR	3.17855483489657
VPS4A	6.4266217944965
ABCB7	5.82869115385387
CYP11A1	3.14242604650368
PFKP	7.29591253347126
C9orf91	3.88964516033236
ABCC6	3.51967440155856
LRRC41	6.9292282437994
ATP5F1	10.7621934454768
GFOD2	3.81472835329379
MOSC1	4.55728594435231
NCF4	3.90162612956215
HYMAI	3.25056357101809
SLC25A3	10.3573721247199
NAGPA	5.11801065099558
MTHFD2L	3.94797654551299
ZNF646	3.89708497258545
RAB1B	8.14716299332466
IFT122	5.30440995424696
GALNT3	6.46889321665383
LDB3	3.68296416042502
GARNL1	4.63763922060296
ALDOAP2	3.13923703633366
LRRC6	5.87345528364372
NTRK1	3.22767557583916
ARTS-1	4.29677004758014
UBAC1	6.82768984290707
SLC6A11	3.03531712718112
NAP1L2	3.09886675823069
EPB41L4B	7.78785793348346
RPL19	10.6126973250827
CNGB1	3.64878501119279
LOC643641	4.97923092891319
FAM134B	3.44033212149687
WISP2	3.20828065538469
NTSR1	3.72356044039110
HS3ST3A1	4.59828551495011
GPSM2	4.85118257571683
PRKCG	3.42071918037960
CHORDC1	8.75111904372088
MON1B	3.91918221987611
TRIB3	6.07551978973894
SLC2A5	4.55636548706592
C2orf49	5.83158182204880
DDX5	10.3754434469731
ZNF446	4.30195174897436
MLF1IP	6.71497671395064
SLC26A1	3.17783450838103
RGN	4.41791263313585
COL4A5	7.21050637033644
CCNB1	6.94217611565878
CCDC28B	3.70867914411628
RP11-35N6.1	3.34931160396933
KCNK3	3.08100159415331
ZFP161	4.60310844720532
FGR	3.68912269821101
COX15	5.15796087735112
EPN2	4.3892868230966
AQP9	4.00678096537735
XK	3.20894130565551
SLC15A2	3.19922630967053
MREG	5.06673598770882
HEPH	6.32781520945472
THRAP3	3.90308195856289
MET	4.18117227959566
PDLIM2	6.15198799328928
ING3	5.50359939675843
PHYHIP	3.8148499800263
CCT8L2	3.62500445312111
ADAM7	3.16173837449416
COPS7A	6.95491069366131
WSCD1	3.91389759855866
SLC12A8	7.81699982842985
RNF185	3.68799892989927
TNS3	10.0251666039037
IGSF3	5.50820195856594
SRPK1	6.0614328340455
MED13L	5.18848365863939
LOC93432	3.35219150170613
C7orf44	5.77386912475591
PTCD3	6.17584905160942
RPL7A	11.8133012109929
TEAD1	5.47145989736248
ARL6IP1	9.86811370177504
CTAGE5	4.53667799882918
SLC25A14	5.14931530576555
LEP	3.32028589576229
PCDH21	4.25374896951073
CACNG5	3.66282068490413
ECH1	6.31875241668074
MAPKAPK2	5.11551267186923
ATXN10	6.97963086067772
LHFPL2	6.52823875611177
CCL22	3.86811747068532
ACTR8	3.96869078406061
PTPN22	3.01283728752679
CYP2F1	2.91794036468457
ITGA3	5.36526075969927
RABGGTA	5.41682548338559
KIAA1033	5.989196979519
ZNF510	3.68578554339388
SLC26A10	3.41296193919926
STX8	5.99882247031753
RUNX3	4.8124168660651
EFNB1	3.98179267146061
EIF4G3	5.86093531067327
ACSM3	3.16691223791778
C5AR1	4.95635789910278
SIGLEC8	3.50895038437437
ASCC3L1	9.67183635316221
ZNF623	7.5540455476752
A2M	9.60760483896866
NOL8	6.37412583552266
GRPEL1	7.62370447609236
LMNB2	4.58336492958021
ROCK2	3.91263684074986
SNX16	5.01921877903334
Magmas	5.10751833154517
ANXA3	6.45772353937283
C11orf2	8.15489735648105
VKORC1	7.51587702028282
TRPM6	3.24806538263142
KIAA1609	4.19499575552216
FOXK2	6.03522633173745
FEV	3.35999266310034
EED	5.71014681524941
RNF32	2.94534488260924
PDCD5	5.21795267035916
SLC8A1	3.2591320633295
HES1	5.96023716857871
DGUOK	7.52087964536649
CLDN16	5.7150551878454
CLC	3.39353068413161
ISL1	3.93873482176377
C1QTNF3	6.59898910252059
GAGE1	2.79475158700040
KIAA0528	7.15081005538967
VGLL3	3.37799142748585
MANEA	4.02925857717195
C1orf61	3.56730172044618
SUPT4H1	7.72420781351706
CD1A	3.94804349467161
ASAHL	5.01035377780775
TRAF5	5.99525684117029
RAPGEF6	5.65882250816319
WHSC1	5.08913475745909
NEIL1	3.46410073228049
KIAA0020	5.53315135322063
C16orf45	5.46302389393568
GFPT2	5.3407771372828
RBM10	6.68034911354761
MRS2L	5.83434450739874
DNAH17	3.61554365579568
STARD5	3.7566926233708
C19orf10	7.08063766605604
SIP1	4.88613341794894
DNAJC15	5.62279920037045
C1orf160	5.92281520570177
SLFN12	4.49301813311070
STAU2	5.61475241094825
FAM98A	7.92734801908945
EXOC3	5.53447910067926
RAD23B	7.79028405746304
HIST3H3	3.71381996000224
NCOR2	4.48740766501742
TNFRSF9	3.29443523231446
KLK8	7.54536787391929
NOL1	7.12099670810525
ALX1	3.52106026722516
CCNE1	3.51285593635093
PKDREJ	3.57298384824891
TIAL1	5.59524643894217
WHSC1L1	3.73915842544433
HIST1H1E	3.57670957039974
SMUG1	5.13953620808815
TM4SF4	3.98616685332061
NPY6R	3.50364767616461
UFM1	7.77542521752028
AP3M2	7.02864988736176
USP14	7.69503294249189
CORO2A	3.98337297970871
ETNK2	3.69921785946421
APOE	6.19017884675389
ANGPT4	3.68115271369215
DSTN	10.2894639648671
SFRS14	4.48946899198723
FRS2	3.2629764178513
NR2E3	3.43042996343689
ST8SIA4	3.32334494872327
GMPR	4.82727931478795
TUBB2C	8.95980609339038
LOC730092	4.00934837656449
ORM1	2.96019650661018
HSPD1	11.3889742715675
C5orf13	7.53458049952374
F2RL1	5.56084358010341
PLEKHA9	5.07481258395263
ZNF232	6.03388135307027
SLC6A7	3.82062511078167
ADH5	7.95240142637245
SHBG	3.52798066976516
DSCR6	3.44111266063779
CROCCL2	3.44306621112337
CDIPT	8.50852115386569
SLC16A5	5.19965048064498
TUBB	9.9076958916877
GAS2L1	5.25682055262435
TOR3A	6.66168884408369
PREP	5.68963739076115
RFX3	3.68491733828347
CHMP1B	7.19235527956915
COPS4	8.50808768399121
MYH6	3.05534582717219
BCHE	3.99778316113649
MAP3K13	3.48509422352455
LCMT1	7.43891504835389
EIF1AX	7.49148566402702
SLC24A5	2.85614661296667
BCL2	3.61148605580738
HBZ	3.30733827143307
HCRTR2	3.24274352444702
TJAP1	5.77794293451659
MAPBPIP	6.6825213437215
TMEM156	2.91824644672741
MYO15B	3.96725915817501
ZNF239	4.87754111360831
KIAA1324	3.43674381594618
PLCL2	4.27530170754696
C4orf29	3.92886459046910
SNX19	6.35750180158935
NAALADL1	3.19294307160058
DUSP5	4.43911561546762
GKN1	3.6499079451794
PXDN	9.05158717146627
FCN1	3.53335955903452
SLMO1	3.76790619728957
TNXB	4.05761698552833
C1QL1	3.37136867548306
BIRC7	3.88674399770258
A4GALT	4.83523990477378
TIMM22	4.35201755474096
ABHD9	4.07842154570578
TOMM34	6.10201829572662
ZNF35	4.00128620068242
LIMD1	3.38252139089239
CARD8	4.50212549105625
KIAA0286	4.15713441541726
CD6	3.83093786764737
RSRC1	6.4260079897539
TOX3	3.01005100131902
C16orf35	4.49384702230485
CRHBP	3.09897916795933
PTRF	6.56441549195197
FBXO24	3.39562499868327
CHST11	4.43752502843218
THRB	3.7501436914818
RNF39	4.02997178786272
MYBPC1	3.18258090906910
PSMD11	7.40023346732115
ALAD	5.30390989918989
AQP2	3.29183043476598
EN1	2.85155223814799
GSTM4	3.94987416536538
ZNF187	4.43996172452905
CDC42BPA	5.98247080500189
F7	3.15226286704845
CNOT1	5.99530230711799
SLC13A4	3.36243669111818
ZBTB11	7.01762401178537
B3GALT5	2.7576158523014
LUC7L2	6.61631561908303
SPTBN1	4.38068960715525
EXOC2	3.83483807643323
LSM4	6.44794547971459
IRS1	4.74735864458406
TMEM1	5.34923195221081
MRPL34	6.00584929494377
SAMM50	6.76134000643616
CDC42EP3	5.22781128182563
HSF2	4.27448138413532
SRP72	7.55638876001996
MFN2	5.65125199171324
TSPAN7	7.96873278908395
SGK269	3.91788802479797
NUCB1	6.64329627072686
RHOH	3.29250433209057
MTX1	6.96792094407561
CENTA1	5.36649004287383
ATR	6.54406273542551
IGLV3-25	5.72050344171025
DDX49	4.83402858474428
TACR1	3.61296475867769
SFRS5	7.23552827363462
THAP1	5.02121382959127
RHBDF1	7.63078469626542
RASIP1	5.14535815787898
DPYD	7.44057317069585
MYO5C	8.1083590249085
DOHH	3.51107688359015
POF1B	3.66410446364060
MAPK10	3.62004706154094
ZNF552	5.10817841609782
USP32	4.94014590177734
MED27	6.26450345004061
NCAM1	3.50575632159211
LOC171220	4.62464822509927
PRDX4	9.96622114800374
AGT	3.46829067508311
SLC22A14	3.75539240582271
DAPP1	5.99942529150893
PILRA	3.97017743910772
ATF7	3.77498034572863
ABCF2	4.98904344942983
KIAA0748	3.34551718946458
C17orf85	4.28490625913285
TKTL1	6.44615380664077
FGF1	3.83919090661399
IL6R	4.25401507565627
CHRNB2	3.79718525704699
COL7A1	4.15108701224281
NFIL3	7.10402904204959
LRRC48	3.08066791558900
TM6SF1	3.83612809965868
SPG20	6.49321461741453
COX10	4.36569021366133
DNAJA3	7.5404864830496
ECEL1	3.46222428870042
GCA	7.37694077844376
GLG1	8.11047725626313
CIITA	3.40076623672753
CLDN6	4.30963705068421
EPHA4	6.23841363228137
FANCC	3.52783228499297
MUTYH	6.15630717111867
L2HGDH	3.24790984438094
GPATCH2	4.27655297120003
PSG3	3.24110989641218
ZNF227	3.34586879833575
MRPL15	9.94302663748944
NQO2	5.42122350472131
C21orf59	7.3326845540528
ZBTB20	6.21218702735194
NEU1	7.76460922335886
QRICH1	6.34898851457993
C2orf34	3.96492311280709
UBE2L6	9.78525818503402
HP1BP3	4.95819248520791
MED14	4.53214923959466
TSN	6.53535405445213
TPBG	8.49891857793479
SPRY2	8.08900524712842
LZTFL1	4.35348863812602
OSR2	5.22118381080863
KLHL7	3.59803829765343
XPC	6.79100783961088
GMFB	7.12520407803565
PBEF1	6.9264908250653
CCR3	2.93522243269618
AGTPBP1	4.63154344282925
TMEM8	6.09911854386005
PCSK6	3.35044650119304
STAT5A	3.98549479829638
FAM18B	5.81712350891577
PTPN2	6.15671437282618
SF3A3	6.5267152117255
EFCBP2	3.95207530441641
HCFC1	5.23033127124113
NFYA	4.17522104823611
PBLD	5.2154574584748
PIGF	6.40879734844886
AHNAK	6.78876054277925
ACTR5	4.11381877514601
KIF14	4.26703024409549
PTGER1	3.85973647442559
NOS2A	3.41780810043696
TENC1	4.83520404556432
YIPF2	4.63816531523684
ETV2	3.29443986000219
KIAA1012	8.29564605832423
C17orf53	3.74522613230929
AHR	7.66964320565826
PTPRH	4.0598547106426
ATP10A	4.14270695415703
ATP6V1C1	7.07287431771001
DPH4	6.0351791695571
TAS2R3	2.93337099206989
C5orf5	6.71139937040648
KCNA4	3.65701036008505
COQ10B	7.73577446669629
NMNAT2	4.87922752665192
PSMF1	7.35315059543701
SORBS2	3.32947870274832
NFE2L2	9.47065465435884
SH3PXD2A	4.1651385513337
NRF1	3.85803090481562
SPINK5	4.54016765988393
SH2D2A	4.28659681835306
PRDM12	3.21256154376712
RBBP6	6.77885437260052
OPA3	3.36230009869038
PAQR4	5.36521803425347
IFI27	11.1505279322572
SKAP2	4.97304882663557
TJP3	4.50117352178747
C9orf61	3.6983286616317
MT1G	9.29722345712028
HS1BP3	5.60787705499298
IDS	5.69310373923122
PARG	4.82056775518623
OR2B2	3.03492722019259
DYRK4	6.13476330320557
MICALL1	4.92818084387021
GALR2	3.00311073377109
CHRM4	3.39403439270635
RIC3	3.11417236400049
GPBP1L1	6.85110306399286
ART1	3.45455960700197
TBX21	3.32495017106049
DUS4L	4.44582038211216
KCNJ6	3.43196783503479
TNFAIP6	6.00592945492618
CCT4	10.3796801820945
RTEL1	3.8592573244739
CASP5	3.92673855544355
CHMP6	4.68046125819735
BRD4	5.64029878345956
NDUFA13	8.40382731101731
CYP19A1	3.41384611362185
CD151	5.88766463503179
DOK4	3.89112100579758
FAM26B	6.18085279288231
ARFRP1	5.08082956094443
MRPL41	3.07185233836574
CRYBA1	2.98870306036073
HRH2	3.57726100642873
KIF25	3.61822439497005
MTMR6	5.43198772211239
SCAMP3	6.51551685969543
MTG1	5.282499691198
UBTD1	4.38708728132803
SOX9	7.60955785523797
CRABP1	7.58338777104414
FLJ33790	3.45268289399544
FAU	11.178645401255
DTNB	4.21086230300476
CARD9	4.42870238407945
PACSIN3	5.16476870113319
OMD	3.76518764362159
HOXB8	2.87247339609355
NSBP1	3.23811649038739
SLC4A5	3.58115770327375
FBXO46	4.30437847956952
UGCGL2	4.54680557798731
SVIL	5.58943925011417
OAS1	6.82683143843194
PHB2	10.5780531466289
NDRG2	4.56141521445247
ERMAP	4.76798941897844
GRIP1	3.16954261422875
APBA2	4.48802631110462
TCF21	3.87896205623655
JPH2	3.34208036647005
DLST	6.9311820556191
SLA	4.94416495231718
AMELX	2.87971457849685
WNT6	3.22196864298823
ATP2B2	3.86677530469673
CPVL	6.7999329439854
RGS20	3.09737907398981
TRAM2	6.10013808324728
ZNRF4	4.51453684963664
ZNF419	4.62856212640908
LXN	8.08163784120406
TLK1	4.94251352098292
UPK3B	4.6245903325255
MTMR12	4.05515382295265
KLHL21	6.21186453580272
ZNF384	5.23530139731572
PI15	3.27859011267826
RER1	6.86825163747719
ELAVL2	3.00090726711242
KLF2	6.27621146359401
RPN1	9.93878676966954
PMVK	6.36566512008614
EIF3D	9.14237509399774
SIX2	3.58030538376528
HPS1	4.8258002126842
RNF7	7.59917803030734
TFE3	5.85659137047904
C11orf17	4.38626379189464
SNRPC	7.65240780335818
KCTD13	4.37602732606873
DLGAP1	3.28584087550046
PGLYRP1	3.81518870140472
IL8	4.36659569285458
IRF7	6.71947436661577
SERPINB13	2.95168775542269
SET	9.24244203946326
NAB2	4.43806565920574
MGC40069	3.99523337431408
BLR1	3.31180678629758
LRP5L	3.57014210659889
FAM120A	6.93502715895422
ASCL2	3.08618936494735
PCDHGA10	4.5855724515539
SHH	3.19594781156174
SH2B1	4.96033263130538
ATP5H	10.5049839376171
THPO	3.27529517068397
HIST1H3E	3.16161137684006
TYRP1	7.19081604440847
EIF2S1	7.41322555657576
RFNG	5.60035985689846
RAB20	6.0749405988762
TNFRSF17	3.58332257435086
RBM7	7.32468749566422
TMPRSS4	5.50957061500949
NKX2-8	3.18551186215030
C1orf115	5.31616812611067
TAF9	7.1723095374347
TERF2	6.08401502499076
TNFRSF1A	7.59493334301059
ACADVL	6.62049750246953
ISCU	8.65312923723053
KIAA0841	4.35584721178103
GTF2H5	8.31393604786306
EDG8	2.94192386034520
RAB15	6.58525025632426
HBP1	5.60206722151206
TNNT2	3.95177027056142
CECR5	5.11213004775327
JRK	4.96688217828390
PHGDH	6.85277836627545
XPO4	4.43177621664566
ARHGAP25	4.66207201972698
CA9	4.8331231675915
TLX1	3.25206985484685
GPS1	6.37081722240829
RPS29	11.4047733509823
MKLN1	4.89352475322004
ATP6V0A2	3.7270426477133
EMR2	3.60102501702857
KIAA0319L	5.53505474726763
DOPEY2	3.9074356088597
SLC29A3	5.70022379761005
LGALS4	3.69196284172737
SDHD	9.42541684709221
USH2A	2.85528824807356
NF1	3.99861926471061
IMPAD1	7.03949675621807
APOBEC3A	4.38955073195168
OLR1	4.0752545465721
HCFC1R1	6.69923703178905
TAOK2	3.95322631289801
NRAP	3.68326707889250
PPFIBP1	5.86803408124438
LYPD3	4.32686955842579
BCL7A	4.10608780385695
AGER	3.46946557204386
MCM10	3.02141921535888
MAP4K3	5.82157236544911
PFTK1	6.09737698414382
CBS	5.41487758954726
CLK3	6.28477694849753
KIAA0753	4.90600729753903
GABRE	6.53629014562507
FIS1	8.59357987325835
ELF4	8.45903681753443
C11orf49	7.0858162100406
CLIP2	3.75252305910462
CLPS	3.83640108778451
PPCDC	4.25899769096772
KDELR1	6.19105032613487
NT5E	6.59936318732231
FOXN2	3.10713787969487
NCSTN	7.12688797496784
PARP4	7.70472687555098
CD83	6.06387247499518
NPY	3.60718174131214
IL18	5.03181509996742
BEGAIN	3.37884544264382
VPS16	5.61387689881248
SLC16A2	4.642818196968
SLC35B1	7.27526916504443
C4orf20	5.45499465474602
IGFBP2	7.91934891411626
NOTCH2	6.53764770905212
SIGLEC1	5.14262298361262
SLC9A2	3.18686323162655
CD93	5.92199407222815
CEP164	4.14382132093721
P53AIP1	3.13511273612482
ADD1	6.55149060064187
ZNF136	4.71321994007238
ANP32A	4.78452641987631
MGP	7.90552206551293
DNAJC1	5.257726354758
CCDC144A	3.17660065157762
ACLY	6.01311204145625
TRPC1	4.31883873280695
CYP4F12	3.90963173228214
FKBP5	3.30624418706964
SMS	7.65302610358649
MAPK7	4.21686439475224
RRAGC	8.45779654455516
PARD6A	4.51853598418812
CCDC85B	4.41555713725546
SYNGR4	3.12657829174587
WIF1	3.27026466727954
GCH1	5.82807196712108
STRN3	4.66516890643429
TMOD2	2.79058832881247
FLI1	3.72918465443154
DGKQ	3.77510285743087
MAB21L2	3.0118271341632
SCNN1B	3.16661485957086
ECHDC3	5.6086064355015
TMEM106C	8.19302897812812
CSNK2A2	5.20817540561135
GPRIN2	5.03652461625165
CPA4	3.91042424574998
RPL39	12.4511850724412
HERC3	3.61340909714703
MELK	6.29984047887927
IL15RA	4.69153427992927
HMBOX1	5.09095992334559
CUL3	5.38291316137058
PODXL	8.64783947252829
CCT6B	4.4901541001296
GPX2	3.88760904710099
ITK	3.52826439525622
CLIC5	6.42784874894081
RABAC1	7.20809292729706
YPEL1	4.1255925652093
DNAJC4	4.02225181268177
NR1D2	7.03557051861644
KIAA0776	7.21645635720219
FBXL5	7.30145586489605
C13orf27	4.15125954125605
DEFA5	3.06915127518575
TRHDE	3.23302993800545
ZNF536	3.04775380977978
MEF2B	3.54243313371977
UQCRQ	9.7720917254082
ITGB2	7.94956341172712
PTPN4	6.46858066719763
STX5	4.92035221930986
CD72	3.72810953222972
ERH	9.98513680273592
XRCC1	4.59811953411284
VEGFA	6.19009111207493
MPHOSPH1	4.16155510069734
MORC1	2.71652350718334
PARVB	3.8058021152546
ELL	3.30903844042798
SETBP1	4.64587344236525
CDH11	8.8855382191697
NDC80	5.05797652367201
GIMAP6	5.31420815746954
AREG	6.10175868169511
BAT2D1	7.48159399615085
CDS2	5.40525263168551
LIPT1	6.3812369040898
SENP3	4.36034250374399
IL1F9	3.49612392361803
GRIN2A	3.67959445924091
MAN2C1	4.74887941372386
NSUN5	6.17801983035991
SF3B5	8.2658171799769
CEP72	3.91720333524234
MYC	6.72346982454831
NRXN1	3.10735869128612
DECR2	6.10166556182288
SLC37A1	5.39201391518381
SUPT16H	7.2843828748586
MUS81	6.7587754362742
PHYH	7.81621415609281
ULBP1	3.39137996022986
OIP5	4.97637593976057
IL10RB	7.94844218343686
OTUB2	3.66224384502619
NELL2	5.62851907513295
MAPK8IP2	3.70020474424691
ARHGAP10	4.42145698084036
POU3F2	3.3407934332181
RPLP2	7.81745964760346
FGF22	3.40036143331872
PSCD4	4.08495400383525
TRAPPC6A	5.47878504600808
C21orf2	3.80687073422349
CEMP1	3.63657738417354
IL1RAPL1	3.244845190537
LIN7B	3.42977602767558
VCP	8.19191796707357
NKX2-1	3.32031468372490
BGN	6.7836126647886
LAMA3	5.35757227326031
APOBEC3F	3.4786380553061
COCH	3.20375632973698
SCGB1D2	5.19856299301734
SP4	3.33471137995574
SLC11A1	4.06229191329492
ICAM2	3.99636702560806
C21orf25	6.06254110542626
SH3GL1	6.40177312727686
RALB	6.70177633004287
GSK3B	6.52562056958464
GNGT1	3.91148918352011
GPD1L	5.516164097938
VPS37B	5.03631935737601
TNFAIP3	6.75873223804898
C6orf32	4.40253277847178
ATG3	8.86262931813256
KLHDC2	8.60235747656072
NDUFV2	8.99885371031843
PANK3	3.94614596310418
BLK	3.12563875416865
MATN4	3.47778704153184
GPM6A	3.31420483768193
WDR82	7.6575172278107
APOM	3.96551067146851
PKP2	4.31086624719476
C1orf135	4.00065166704522
TRIP10	5.22788985034443
HRASLS	3.75054088314555
TESK1	6.29156418807924
FSD1	3.43484694912915
SFXN3	5.23182249673756
MMP1	3.26704596548198
CA12	3.96211485618015
ZNF611	5.2905092558943
C19orf58	4.92605479590697
NCOA6	7.67591935605487
PDE6G	3.92545067144835
PPP4R1	7.34989333345387
HLA-DQA1	7.38488754207008
GCLC	5.36455496008852
MAN1A2	4.03202739251100
SEC61A1	8.37640973488974
IKBKAP	5.37142158900091
TWSG1	4.79118246726878
UPF1	5.09489903104446
KIAA1219	5.91876126075072
CTDP1	4.26962809230043
ZMYND10	3.53511302328058
WNT16	4.31616453455636
ADAMTS6	3.09938232566982
SNW1	7.55428741876429
IL18RAP	3.98882048979832
RPP30	7.20521350508614
KRT86	4.27867305268008
CDC40	5.73918346221355
