Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_D05_452028
Composite Element REF	Signal
CDK5R2	3.07635209178118
WAS	5.3306762105165
CCBL2	7.88503860247905
MADD	4.82484407986035
CDY1B	3.48144014668423
SLC30A4	3.30424658484739
WDR42A	5.33314633999141
TUB	3.43013130614848
KLF12	3.64738771712177
ARHGEF18	6.75976305218476
ARRB1	3.79486658260805
KCNK1	7.97873602889894
HSPA1A	9.9727147201955
ITM2C	7.77782206807969
DAPK2	4.40762162719845
RUNDC3B	3.18608959901515
SCAMP5	4.8998617453984
EREG	3.05723504334179
IL17RB	3.76853751181679
CENPA	5.13374710185659
TMED5	7.80165695551771
MCAM	5.29323559971612
FLJ20323	6.18032395214544
CDH6	5.44137295762617
POLR3E	7.22133370086541
BRP44	7.3858305477661
OR7C1	3.17525166288597
AQR	7.65169093482841
THG1L	4.74257414259441
CAMP	3.49721899231509
GABRA2	3.03186405450581
C14orf166	9.62445144780502
ADAMTSL2	3.69672965171769
MYL1	3.39878387060257
TNFSF18	3.4070894383696
PPIB	10.673265289989
KLHL4	2.96151160544408
SFN	6.81453591964091
FRAP1	4.23474303906711
CLMN	5.20302771268522
GOLGA5	8.28495538284284
SDCCAG1	7.04115228619374
SSTR3	3.35940949614836
MAGEA5	3.67481994193719
OVOL2	5.4156129674278
C10orf95	3.83644182928858
RBL2	6.18725752035358
JMJD1B	6.59046895300473
PPP1R10	5.58755744757501
C1orf163	5.68341840718695
CSE1L	7.06661069133527
ASRGL1	7.17900943281323
RDH16	4.24583845815393
TOM1	4.20228766581439
PTX3	4.57305332881168
CENPN	3.71038322371157
TTC15	6.89836372510332
TMED2	6.83707014294668
ANG	4.10282184154998
RCAN3	3.18255984509660
CINP	6.2906976681191
U2AF1	9.24822742001233
NMT2	4.01169612391922
OSGEPL1	4.84421881740726
DFNB31	4.33347436125342
MARCH7	7.86666288240115
SLC6A20	3.01385201461791
PFKM	7.8207008673092
SGMS1	5.67661976995296
DKC1	7.85153126963133
MGC5590	2.97218058502733
CREBZF	4.49151416661812
DAZ1	3.50603464193301
RIOK3	6.64307536989962
PRPSAP1	7.02168234432702
GCHFR	3.79155312070074
LOC196993	3.54528585120531
UBD	6.40022408443886
ATG9A	4.8982195955856
S100A1	7.18290167991153
RPL6	10.9325480070511
TMEM40	3.35793115556354
DNAJB6	6.8323184116468
ELP3	4.817571090937
ZNF787	4.11680574038262
KERA	3.20919810220115
PELI1	6.38294718893584
PPT1	10.4370950963402
SLC35C2	4.45443535526794
MT1X	8.72200585059305
UBE2B	6.26820573119703
KEAP1	6.30363876624702
MST1	5.62549047214031
MUC4	3.21254521729388
RFC4	6.98753968934044
BCL2L13	5.59506997504589
GNB2	7.45455170039225
NUP50	4.51453444181690
SULT4A1	4.12801367880795
S100A8	5.95793726032337
C7	5.67148329794313
CCDC130	5.183941232691
RQCD1	3.42692335389908
AYTL2	5.63421702658867
MTUS1	5.47658417342518
ARFIP2	6.61048555600401
UROS	6.77018366815377
LEMD3	6.71302984500477
PLEKHF2	6.89411028158675
KHDRBS2	3.46351938430407
HOXA7	3.24758568006034
POLQ	3.75431554011632
GTF3C2	7.06217710243678
SOAT1	5.09998452430133
SPAG4	5.4771285287601
MRPS30	6.45226713506517
MR1	4.54679039099566
UBE1L2	4.3497359792013
F8	5.95042801345809
KPNA5	3.10173512181348
ACHE	3.31428755344712
TNFRSF12A	7.53101800889007
EGR3	4.18987778299478
TCEB3B	3.42725644171552
ZNF184	4.76949122996432
OASL	5.65745704113353
SERPIND1	3.22831052298274
IFRD1	6.70452637088208
SPINLW1	3.18154780598790
KCTD9	4.68619646989135
PRR14	5.95657707023535
ZNF267	5.65848728250383
PPP1R3A	3.22660372567984
ZBTB6	3.09500933501679
ACTN2	3.46044814693855
TXNIP	8.01120353495442
NUDT3	5.58043558710998
DFNA5	5.94920137501703
RPL36AL	9.97692993184409
KLK15	3.63391571152138
RAP2B	6.23003026030641
CHAD	3.7218803098765
HEBP2	9.04944327285044
GABPA	3.71582304285015
CAMK2G	5.13118328372187
TLR3	5.06411448501872
FGF14	3.20504372879818
HMGB2	7.66015501416304
POLB	8.29392286951465
KIF3B	5.5867610056799
C3orf27	3.60492169014368
MTMR9	4.60565132269442
SEC31A	9.59303771916923
TRIM58	3.0927097258468
TAS2R14	3.13549574642629
NSDHL	6.62095261151307
GLRA3	3.02791679255919
VPS8	5.95870846280906
H1F0	7.15701734642964
PRKCB1	5.09092003868231
POLR2D	5.08427038911713
UGT2A1	3.22603213859667
TOR1B	6.61408557350065
LSS	4.59331702920472
TOPORS	4.88322564391389
HNRNPC	9.10311328862445
TMEM100	3.53784661936841
DHRS9	4.07388478947743
ISG15	9.66550399290133
DNAH2	3.65865822790761
ZCCHC14	4.24788391970882
FXR1	7.55188565156367
ZMYM3	6.29802437968857
CREBL2	6.01527841159893
TGDS	4.99840802447726
CASP3	5.22821949776782
FAM120C	3.45707396870959
KCNQ1DN	3.96162782499705
SCLY	3.77514858308670
CACNA2D3	3.81287981232377
CA7	3.59481571523532
ENTPD5	3.85353039025461
SUCLG1	9.23379636125845
PDIA5	7.84410644378565
KCTD20	3.50484771282902
WDR47	5.09865845591058
KLRF1	3.0610067294737
MAGEH1	6.16127445601555
PRPF40A	8.2314652529516
SMR3A	3.3208652634663
TAS2R16	2.88745891180132
SPINK2	3.26735992857056
NPY5R	3.08152439716069
IRF4	3.52637147893675
PRKCE	4.15277115265949
ITGAM	4.62506667804642
RGS2	6.68736906193377
DDX19A	5.54906218839452
PDPN	5.66559290245799
TMEM34	6.4666394809596
MST1R	4.13725134387524
MGAM	3.60546448418283
COL3A1	11.5488441278032
PTMA	11.4397889161373
PRDM11	3.55964642417915
NAPA	6.5373345385488
DIRAS3	4.17134495556003
LIPF	3.33807272274318
PSG9	3.20360355677468
ASGR2	3.6567552230901
ARHGEF11	4.29178632129690
PIK3R4	5.84554460580074
IVNS1ABP	6.36615836905751
SIGIRR	5.38780725203123
BTBD3	5.7699725929339
UBE2NL	5.24639297444097
PPP1R2	5.27024185071341
FOSL2	4.28738787756144
IL1RAPL2	3.41319946822366
C4orf30	7.10539702703306
TUBA4A	6.56163895740807
SEPT4	3.71911073634682
SFRS2	8.6760220501696
EEF2	10.5538496785138
ZDHHC11	3.70820899278047
HNF1A	3.56389390976248
EPHA3	3.11459735051594
PRDX3	9.7829398374916
P4HA2	8.01640518372554
RFWD3	4.17646004174857
RBM12	5.81938293498318
H2AFJ	3.28461091697638
EDIL3	3.73271490967593
LOC200383	3.75075430932492
SERGEF	3.86833567380328
B3GALT4	5.67332244823032
SMC2	4.97616954757708
LOC90925	2.98940298914734
NPFF	3.51760583808884
DEDD	4.65191478928135
SCYL2	4.53616763775786
PTPN1	5.45582736694442
ZNF174	4.28211503692889
MYH14	3.73845557011575
CCR8	3.43562702745142
SKAP1	3.36593805600912
GADD45G	3.79546441205390
PILRB	5.2566105325289
IFITM3	10.7182640346878
DNMT3L	3.33523304641936
GPATCH1	3.98017174791242
VPS37C	7.28658737151166
DSC3	3.62727192176430
TBX4	3.59576762141381
B3GNT3	4.08891016847412
LHCGR	2.93877268380739
SAP130	6.10510763997594
UBE2S	6.06180806448713
CNR2	3.63566974731867
PCDH1	4.10383620750004
ATP6V1B2	6.83652369408049
PLCG2	5.46816884360541
CAPZA1	9.7406062377924
GLRX3	8.04098997808187
HRH3	3.48051399338671
KIAA0247	7.54295450437417
MGC15523	6.13534449612572
CRYGD	3.53430323871265
HTR2B	3.15336384897427
CCR1	5.26014398091753
NUS1	5.95559980480416
DNAJA2	7.2276137401986
PGRMC1	10.0004874884444
UVRAG	7.64748444749555
ITGA2B	3.41201130257665
CLDN5	4.06898093809864
PTPRN2	3.52307828968682
PSAP	9.76634833881534
MYOM2	3.67828280492019
CHM	3.182400264149
CCNL1	7.86465109900104
FAM105A	4.04035778861789
LYN	7.16597592464406
DUSP6	6.98981665218357
TGFB3	4.45128771775044
PCDH11Y	2.70674250917434
NAP1L3	3.47029481733574
ELK1	5.30593092234854
HGD	3.58466643087382
C10orf57	5.19542252373515
B3GALNT1	4.70483460891893
AARSD1	4.30575242006438
MYO3A	2.97099705266565
SERPINE2	6.5295439846958
GDAP2	3.78129056858815
MAPK6	8.0016660654544
COX6B1	9.31730716459842
DNASE2	5.90019665976203
MSH5	3.85751578415483
LGMN	7.89795427473502
TCN1	3.33922165803575
SLC24A6	4.70541703170868
TATDN2	7.12001871184142
SDCBP	10.1771628017825
NUDT11	4.28685214163572
LILRB1	4.45892208478738
PYGL	6.47658788142072
P2RY5	6.13345378252619
SNPH	4.56283096892216
NUCB2	6.64739177970835
B3GNT4	4.27368122260577
SNX27	4.8851567719545
C2orf37	3.26435497198533
MIZF	5.66938769787966
FOXO4	4.64131289879364
NUBPL	3.80541030638884
NOD1	4.57261870237481
ID4	5.14084880115998
CDH22	4.32068667170254
PXMP3	8.16214020382765
SOX5	3.44297411238934
NUBP1	5.45196064352114
DSCAM	3.8584754613204
INA	4.09593973944783
DGKI	3.41759205935604
MCOLN1	4.18493041412981
FAM136A	8.07858230287764
RIN3	3.94987282989124
NFIX	3.64460996476676
SLC16A6	3.74156686789546
AKAP1	5.0163540013563
PSG2	3.60964160154187
HIBCH	6.96223808891239
PLA2G5	3.14338321398982
TIMM10	6.76978801547467
MED17	8.17054690951789
PSORS1C1	3.19547208736181
KIAA0495	4.66022814767731
LPA	3.36697554199641
PIGA	4.72677788168062
COL4A4	3.02614550739828
LY75	6.23115598035741
TPP1	7.19240856091325
UTS2	3.04998577599350
GJA3	3.33177748320635
GALNACT-2	6.40148931048445
RREB1	3.22965379829264
TMPRSS5	3.72994336880720
MGC3196	9.25264031487029
FLJ31568	3.64042787623257
DNMBP	4.99848670517968
LPHN1	5.07313869096022
NQO1	5.77879503134254
ZSCAN2	3.17189999716445
SP1	3.59551325689787
TOX4	5.6469485609212
SEC24C	7.65461166567816
HSPA9	9.36999264162468
APOBEC1	3.20160227583619
SURF1	8.98415957265329
LSM5	6.76553407866547
ZBTB1	4.12344764338497
GTF2F1	5.41080935044663
DUSP21	3.19157916575984
RPS15A	12.0116048532418
TAF1	3.87275527822275
GINS4	4.1349164939897
MYO15A	3.44924765674484
AP1G2	5.74668345085588
RBM42	5.14159157004657
HCN2	3.48724216533261
UTP3	7.8371025863522
HNRPA3	7.15587747107554
CKLF	7.34835859954018
U1SNRNPBP	5.26893057549605
FLJ20674	3.88028088499718
RUSC1	7.41809168571459
MBNL1	6.76393830953915
NUP160	4.68797341592783
GRIK5	3.89910103326727
USP21	5.05505003072178
FLJ22639	3.5447767582714
HAND1	2.99687366808645
ORMDL2	8.99348514208383
SERPINB1	5.50052730193166
FGA	3.09277359068314
PRSS7	3.10513082505594
IGFBP1	2.87751003502580
SLC1A1	3.97608238368753
DHX57	3.8637297353254
PSAT1	6.33228559510141
FLJ13195	4.49741490536418
GDPD3	4.79711142279069
PTPN21	3.62108859068264
TBR1	3.08600239448374
TBC1D1	4.98285191385531
IFNG	3.38456296973563
FOS	8.15238697643709
IQGAP1	8.9944079954685
ZNF226	4.64198711038272
EMD	5.99487493966839
RETN	3.75583622863628
APH1A	7.92882005334623
C14orf1	5.73716387653617
PUS7	6.6037359004067
PAFAH2	4.1508792995876
NPEPL1	4.7219822864741
RP11-114G1.1	3.31829827570992
TUBB6	9.28374374126926
FOXL2	3.15193257883495
LATS1	3.41549988652098
BAZ2A	5.31803273078119
KCNQ2	3.15729203480558
SPOCK2	7.41611637290309
MARCH6	7.63572044485144
MGC10334	6.4346674192664
HTATIP2	6.38523798239193
CENTA2	6.13722632362691
FGF2	3.75567815087679
FXYD7	3.13277269427862
CCDC33	3.30411662820129
PRODH	3.73816371241338
DDX6	3.49210513208644
SLC43A1	3.85210731645055
NTN1	3.22425786533607
ING4	5.53767389238239
DPH2	5.60560091371908
ZNF313	7.29048942899798
VPS28	9.82103889937287
FCGR2C	3.73034460524037
DIAPH1	5.34647315419991
CEP76	4.83588878317548
CORO1A	6.89173828460081
TRAF4	4.35168671468348
ZNF460	3.02224351448928
RRM2	7.0371383739881
EDG4	4.11383673478132
OS9	7.36354981843706
SLC4A1AP	5.90228742475033
COG5	6.10747794422885
COPS8	6.88420042958423
NGLY1	7.53475632769806
AKAP9	5.39772215190278
NCBP2	6.56548400683143
C17orf42	5.32156358320873
GPSM3	4.86649196863933
SLC20A1	7.41982545365556
SIL1	5.76289182679394
LDB2	4.93399593441216
ASB6	5.64588817091346
KLK5	7.72629612810833
SMAD5OS	3.4350417220323
UNC93A	3.26085135571833
SPTB	3.96782070631869
EFEMP2	8.65388594483022
EFNB2	6.62946190436412
C21orf62	3.26261304414008
PCM1	5.62730565783712
FMO5	3.54109377867182
TSG101	8.12758743164978
CEBPG	5.53346994821562
GTF3C4	5.33837255687414
ABHD3	6.11879441232215
TNFRSF1B	4.94530317352725
CLEC1A	3.44960283246234
IQSEC1	4.94672720901762
PIGN	3.98113582570609
PATZ1	4.03634166224653
RBM22	7.83568729878734
AEBP1	8.96055491123128
BAG2	4.75523927208063
PAQR5	3.17593202384908
C9orf127	5.80339881568616
THNSL1	4.08085378992479
ANKRD2	3.70357105843259
JAM2	4.60315215024375
SNRPN	3.05534582717219
ALX4	3.63721676922769
FAM130A1	6.39444097505684
CACNA1S	3.30687746398555
TRIM38	6.03182182921207
CORIN	3.01757898904421
TMCC1	5.1053944691697
PCLKC	3.86852370148446
PLEKHG6	4.18917379940822
LRRC40	5.89470778271431
SMG5	5.55250962803601
NCAPD2	5.52620095517357
WNT2B	3.51682643161834
DCP2	5.33417369978564
ASNS	8.26143083731386
MRPL49	9.13710840986573
TMEM24	4.47681837643379
RPL18	10.7434758361119
SMU1	4.08844891573752
ISG20	7.5363667522283
CASZ1	3.93826693716709
POLR1D	7.32476425729936
GIN1	4.14772151564367
TMEM177	6.10050739217247
CDKN2AIP	6.376880517681
KRR1	5.37434675933304
CXCL1	4.22756218399241
C1D	7.29279918605736
EPM2A	3.62496330290591
LDHC	3.51278554439051
PC	3.52127034502702
PDZRN4	2.93123481732554
FAH	5.19193031299669
UBE4B	4.70750321507766
NIT1	6.3869960102954
CDC2L6	5.46064211867602
BTN3A3	5.8908239540342
PAX8	5.62605667457447
PRO2012	3.11727878778047
BEX1	4.38129777540122
COMMD3	7.76189702037336
MRPL40	7.1333015339666
SLC2A4	3.63773771215618
SHFM1	8.61144789527404
PKMYT1	3.11138818957312
FEZF2	3.45833626756149
DUT	7.60621982753863
LRRC59	7.92774577730677
LY6H	3.12201133877739
MAP2	3.95024502320798
LYL1	4.37236931627874
EDEM1	5.58346363883891
NOS3	3.39679080848591
ZNF34	5.5371714686495
ADH1A	3.36886143581753
CYP11B1	3.02316753820555
CDC73	6.56351109456239
GPR172A	7.99860015623087
GSTM3	5.99796228702251
C19orf54	4.96409245869951
KCNA5	3.51172310071986
FLRT2	4.86306707062709
WRN	4.5288480097388
ANAPC5	6.61770308177101
SDF2	6.90053508943222
KRT8P12	4.39765648656091
DZIP3	4.06529976409811
C15orf24	9.35844261657319
NFATC2IP	5.93057222477005
RIT1	4.58942301944106
RHBDF2	5.63020945749462
SCML1	3.74639130525286
MED9	3.82531664455077
RAB13	9.7457021198168
FBXW11	6.31840447999746
ETAA1	5.52214532011878
C14orf131	4.47209744509819
SLC12A5	3.62360044516895
PHF14	3.08517548066515
NRIP3	3.93967686072769
TMEM121	3.62416939816896
NOS1AP	3.98844788920956
FAM3A	6.16942318345771
RPL13	11.3188020559785
PRDX2	9.1854468314775
SAP30BP	6.41536036057651
WDR76	3.52549213414506
PRMT3	5.67509236973435
TRIM10	3.55522640781498
FAM82B	7.52276481313288
GCNT4	2.95887967702961
MAP9	5.53094040355717
GPRASP1	4.18727051040901
CXorf36	3.58054542266679
CDKN1C	4.2395610925928
DSCR3	5.59196010183493
ZFAND3	6.25182332206354
C7orf43	5.07259043448392
HSPH1	8.48800669119439
SPSB3	6.63903295217808
AQP1	5.96611903137941
COL17A1	3.40785083324129
GFAP	3.49980769692744
CDC16	6.79172678825758
KIAA1614	3.42940597526185
PRSS16	4.57626047221396
KIF13B	4.87427795435265
PCDH9	3.20928379006592
MKRN3	3.49050216326012
ADAMTS13	3.8291916940349
ITFG1	8.76542339847465
TUBG2	4.07238550018196
TTYH1	3.58223652436848
SFRS7	8.09307175044848
C3orf18	4.56414460448879
FLJ13236	4.62300346179613
C18orf25	3.64398617528559
EXTL1	3.58009636672264
RANBP10	3.97167475361776
RARG	4.28965448342726
MYO7A	3.68285349577407
SFRS18	7.9337392735229
CD96	3.33123980188889
ACVR1B	4.183553002537
DENND1C	3.80749967504958
RBMS3	3.81685495161452
SLC41A3	6.34563873293793
PSMD1	8.25308817942171
DGCR6L	2.86002692011355
ILVBL	6.28785227473683
CSNK1G3	5.42069438352549
RNF186	3.38111568198459
IFNGR1	7.42253859432024
MAGEL2	3.81191096072576
TSPAN6	8.40051453454193
SLC29A2	4.0301508354802
MSL2L1	5.57867661938977
MATN2	9.14310306096218
ST6GALNAC2	6.45729532654294
RBMX	8.56291491071965
MPP3	3.76721963721694
FGL1	3.73999769307419
PSORS1C2	3.53256495929523
RAD51L3	3.63918534787355
ARHGEF6	5.342257414888
TGFBR2	5.70408822397764
ORAI2	3.97034527883056
CDC123	6.79317452876541
IL33	3.09421060813336
DEAF1	4.81819645816088
AMN	3.69359680951999
MSLN	8.2632730693474
DEFA6	3.18282304689435
WWTR1	5.12110139763093
COBL	4.01298949948689
PPP1R16B	6.63704492293908
CIB1	7.15187747184781
TSSK1B	3.10640702853854
GAS7	4.71718649408101
MDN1	5.23847588144053
HAAO	3.78427239631833
HLA-DRB1	10.0672416606414
CTNNAL1	6.40410676924573
TLE6	3.46095614262167
CIT	4.34752959370039
TNFAIP2	5.76407806678815
FOXN1	3.34657148859183
HERC4	4.72125734539061
DRAP1	6.95699564508798
PEMT	5.85723916780410
SLC38A1	8.66990537036772
ARHGAP6	3.30506394292955
PHF20L1	5.54859522807986
MCM3AP	5.30295164939704
MYO1F	4.82182292227192
RAB11A	8.56169395557138
PTBP2	4.65992470643807
SNX1	5.14763566291858
CTB-1048E9.5	4.41293481267907
C19orf60	5.09614328601749
C7orf25	5.18981325038742
ELF5	3.06982947307531
HOXB9	3.11575839488138
RBM8A	6.8945460802921
PARP3	4.29048450738575
ITGA9	3.90204088958248
ZFR	5.90785301047449
VANGL1	5.44214976936384
FLJ20699	4.25934473410741
ACSL6	2.98224134267172
CHAF1B	4.83866776355429
NDUFA3	8.73669620978986
FABP4	7.26746309133004
KCNB1	4.53981363158961
CANX	8.2977224768187
SLC25A28	5.14838130882635
SHARPIN	7.54050823992594
ADIPOR2	7.82280876922071
TTC23	3.72385026871452
UGP2	9.22119856445794
ECHDC2	6.78075370702124
CIRBP	7.3052956987211
SEC14L4	3.65550954173202
SMA4	4.08498124440062
FRZB	5.40457366864982
PABPC1	11.91513910665
APOBEC3G	7.02110282098553
CUEDC1	5.31032570728444
CLDN8	3.17854115827452
VPS52	8.15809050873598
LOC23117	7.38875583927617
FAT	8.09941186366088
M6PRBP1	6.75521848620809
PPM1F	4.85094383669537
TSR1	5.37577736726084
E2F6	6.15926051754226
TMEM126B	8.85188674008737
ZFHX3	4.66242858058239
PCSK5	4.76398317511703
HEMK1	4.2129031699406
GIMAP5	5.16580545331296
DPY19L4	6.88250750900635
FAM77C	3.86005572459006
CTPS2	4.34149208410250
NDUFA9	8.63614908879712
SCRIB	8.22817941548904
AURKC	3.48174425761420
LOC51035	5.91487697072978
RSRC2	7.37389877286045
ORM2	3.20033140962402
FAM115A	5.49639021003217
EGLN3	4.15842724928012
FZD6	7.88967133733569
PITX3	3.51466566213464
GPX3	9.32251491791552
UNC119	5.42036697369645
NOV	4.87355131422949
GRM4	3.39331935691331
CABC1	5.54446583915813
KLK1	4.26546267661905
GPM6B	4.34371896381651
RRAGD	6.63071649724128
EIF2S2	7.27859011267826
RNF130	8.64557279324233
CKAP5	6.72668112812369
UCHL5	5.94649520280261
C10orf18	7.4560169459255
TMEM93	6.53366313866173
KCNMB2	3.36174556919573
AIM2	4.84868224748342
PNO1	7.26754753070247
ANK3	5.78896341271902
OR2F2	3.3353945802429
GNAT2	3.14985237873622
KRT5	4.8704757249691
ST13	8.13302678736253
SIX1	3.58107079250036
TIMP2	6.72272155763546
CDH12	3.28677530972985
ZMAT4	3.2246070365418
QRSL1	5.36854016450988
CCL15	3.79332964274656
GTF2IRD1	7.10681530310653
CCDC22	4.17785792198748
SNX24	5.45839497264102
RARS	9.40473152001698
MORC2	5.64577011847143
FAM48A	6.1869173205187
FOXD1	3.07194658443097
COX4I1	8.08126610803465
DSN1	4.889498764576
AMT	4.28611748934937
GPRC5B	6.42266036303768
CTAGE1	2.89414905542653
DTWD1	4.81685026532907
STRN4	4.63108277923839
KITLG	2.93883701111508
HSD11B1	3.9419292317483
HDGF	8.71140829831376
KRT6B	4.77761551850742
SUMO4	6.97836762303207
ARID4B	5.41805062529684
SATL1	4.90998086161674
SETX	6.00575611193043
DDR2	5.01718323816415
KCTD12	9.1614792935705
WWP2	4.20359355055186
CTSH	8.54434060365759
FASTKD1	7.5266934846027
PAF1	4.98577784812766
IFT57	8.15202963012402
TMEM2	5.83661585864604
ZNF592	4.6313330591729
TNFSF9	3.51231115283874
PPFIA4	3.80924215492836
CFP	3.87752463829855
DCTD	8.22011347374528
CNIH3	3.57930580832835
MAP4K4	5.54647531315399
ROD1	3.80898096124864
MFNG	3.64264977066516
JMJD2B	4.82916236349145
DOCK3	3.39356852074403
STX16	5.90076824920062
ALDH3B1	4.80643388214193
THSD4	3.16906651442207
DLAT	6.68304675164613
KIF21B	4.07485781501287
FEZ2	6.2020290381288
CDC5L	6.03505261288453
KCNJ5	3.83469208707994
LMNA	6.97081112486096
TBCD	4.82921037621539
ZNF250	6.23690016608086
CASQ2	3.39041630294777
PEG10	6.32148899075932
TPSD1	3.50534540421558
PRAME	7.63114274378117
NP	5.92805683660227
ZNF12	8.28371068224016
XTP3TPA	8.29373824527649
SIGLEC7	4.1021051438195
FAM70A	5.80801783655648
PANK4	4.60458727439382
SNED1	4.04854158519963
HIP1	4.33474247252716
WNK1	8.54327542671377
AHNAK2	6.22369462661062
FLJ10490	3.8692739667465
TOE1	6.10550301450851
RECQL4	5.38022363363091
PPA1	10.9771469611345
DPAGT1	6.24813127134023
HAS1	4.13754858250081
ST7	4.94216259990261
MAGED2	7.89986847394259
ANKRD55	3.64677545338135
TRPS1	9.737127661513
POPDC3	4.27270922459265
ACOX2	4.82323252692196
TFPI2	6.39980361655174
CYP4F11	2.89702355877528
PDHB	7.32277372647666
ERN1	3.46827712494767
LHX2	2.93436756614648
B3GALT1	3.36921485816268
ADAMTS5	5.6637523335648
NOTCH3	4.90682822188549
C1orf116	5.10214808522532
UGCGL1	5.76047144315143
NF2	3.72302186953816
POM121	3.62126603764163
CLPP	6.63740606396747
MTMR3	3.91867447041302
ATP1B3	10.2580972888795
TMEM16A	5.63345890913598
HIST1H3F	2.66262383121721
TRIM25	4.42639260813859
CRKL	4.40307549470051
HOXB2	6.19726604513402
ANP32B	9.44342999424457
NUP62	5.28088656787215
GATM	4.26818959402083
AP4E1	3.30915088096032
RASA3	3.15441887061821
EDG5	3.50188661637643
CDKN3	6.47259268016413
CDH4	3.35108588766671
PGD	6.05699551350882
TMEM168	6.5319099324028
RND1	3.99302880801766
GAD1	2.91511557656127
MPG	6.59281252170718
ZNF133	4.76712737727466
LOC440350	3.84351348729081
FJX1	6.55266511099214
CLCF1	4.4821128245803
AMELY	3.0111214488832
PHTF2	4.48119585077354
IGSF2	3.37915226189093
TFF3	5.13845149330193
NDFIP1	8.13006586608628
IQCC	3.86983525690083
CUTA	10.1264316179493
HEYL	3.6675123375522
FTSJ2	6.89832192718012
APPL1	5.20752334091998
TNR	3.34653307540428
WAC	7.37824708968566
ADCY9	4.48989302827937
PYCRL	5.94905056638179
PCGF1	6.9116802641125
PTPN13	4.37330314416811
AGPAT7	5.76716213965428
SSTR5	3.51819161781876
CDKAL1	3.10957658691887
PDYN	3.52291778958261
SFRP1	4.81674355058409
VAV3	4.11954307939811
MTMR11	4.40000382981212
SUOX	6.01136939941407
IDH3B	6.79497671204973
STXBP3	7.80336442284133
EIF3G	7.84396550933568
GOLT1B	5.36219292946587
ARHGAP22	3.59451961061645
NPFFR1	4.48703259512617
NPC1	6.30339907907844
ALDH9A1	8.14399752260413
ICAM5	3.62047166130105
ADD2	3.84696632424978
RASSF1	4.54582527715566
PITPNB	8.54595709830782
PAPOLB	3.10522611981652
URM1	5.98854271691103
TMEM106B	8.02181278970445
LRIG2	4.13885642393633
SLC27A5	4.05260055289186
CDKL1	3.66451000143214
PRODH2	3.63539087903864
SFRS11	8.71377308751523
IL7	2.81317935573566
SCN9A	2.99317785385337
BTG3	8.74357075088109
PAK2	5.24878492703487
ATP2B1	5.54787626990724
GATA4	3.24000167649675
PRKAG1	7.28272152785466
FAM64A	4.29883352588308
ATF7IP2	4.74799235668251
EEF1G	11.9048403904702
INCENP	3.32676164435591
SMAD5	5.10090210487324
GARS	8.67999480796158
CDK10	4.08159688535772
HLX	4.86103795409436
ELAVL3	4.27972321353135
MDM4	2.83523768769797
GNL2	8.55506874250026
CDX1	4.52110257285902
PFDN2	7.44887563608478
ZNF200	5.02745569812683
NDN	7.62861262936941
PRR3	4.36040319132178
HBA2	5.4042342622037
FBLN5	5.70473162400798
PUM1	9.10688221972392
CCDC88A	3.54457785793702
TNNT1	6.57091118830237
KLHL24	6.08752564390082
HNRPH2	8.44932096612862
RAB7A	7.51932586715682
SGPP1	3.80616136025055
PMS2	6.16745352058427
ARNT2	4.88413110342229
CBR1	7.20040370576637
ITPR3	5.64458246165383
BIRC3	4.40439163093989
NRSN2	4.51617552213407
SPOCK1	4.73414335191068
H2AFY	8.02845041858217
RXRB	4.73502945635242
ZNF638	7.71370261862877
APBA1	3.61833150307182
RAB2A	7.03484412264554
ACTN4	6.44836412429621
FXC1	5.09289179768103
C6orf162	3.96215643516258
HPSE2	3.68596055423695
PLCE1	3.85406425211257
INSL3	3.26199445330715
PTPLA	4.6879801414118
EIF2B5	5.70944503527316
DLG1	4.59459455360649
PINK1	5.93796695893406
TFIP11	5.23851480402305
VPS33A	4.26948813080672
SKIP	4.99517228967782
GRAP2	3.10946404341306
GAPDHS	3.35655876080504
POLR2G	9.22327864594222
CNTNAP1	4.38063320158259
PSTPIP1	3.42066097776321
CYP26A1	4.43266690520404
APOL2	4.83005169472028
TACC2	5.96280185916918
CNBP	10.5749636000667
WASF1	5.96792745049632
HSPB1	10.4051334108760
INPP5E	5.05431781024159
COX7A2L	9.3245051189074
HSD17B1	4.39553844996048
ARRB2	5.33927413251663
CUBN	3.6894588795815
SLC7A6	3.89165541511225
IGF1	6.12945785865415
ITPK1	5.07065376383441
NAALAD2	3.27130557448321
G3BP1	7.2964097660775
HSD17B10	7.89116968937252
NUP155	4.82134074412919
CYP39A1	4.07731188163772
GLULD1	3.21532488138826
RBM15	6.81611354819782
AMZ2	8.14529175829747
GDF15	3.59416044526625
CYCS	10.6238028074399
TECTA	3.50492346218587
CCDC46	4.87466341395797
GNAL	3.17265365674948
LPO	3.16787963396732
GZMM	3.76611374633036
PAIP1	7.64874957975755
DDX11	4.36029655096579
TAF9B	3.67860261044291
CACNA2D1	4.11496313584214
IMP4	7.7953863277109
SH3BP4	9.88663656258793
PADI1	4.42220826577215
DEC1	3.24497014829813
PON3	5.09585364589314
PROP1	3.36199756932364
UBB	12.1151236836119
RPA4	2.83192707278724
TCF25	7.28806709239591
NDUFS1	8.19614943644761
UPK1A	3.45569294135585
AES	6.39407889072632
PPP1R13B	5.89623122475517
