Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_H10_298006
Composite Element REF	Signal
ENY2	9.66631525211274
GRIN1	3.89174041652708
OR1A1	3.48291416045715
CALU	6.42060534260382
ANKFY1	3.78991854870378
LIMCH1	4.56327507153777
DENND3	4.12748352662042
JARID1D	3.22592067625384
RWDD1	7.9320809957231
HIST1H2AK	3.40286634157978
SLC18A2	3.2296115556769
UPK3A	3.48806861562815
LOC93349	4.81155814225727
FIP1L1	5.95409831023442
SSH1	5.76771933498826
LENEP	3.69398967738161
RHOB	8.96199205435515
RIBC2	3.65172727933127
ENSA	7.75830903032561
GNAQ	4.29689842775561
CKAP2	6.63868072400869
HOOK2	6.41530348892231
INTS9	4.88635672864712
DKFZP564J102	3.31075823860687
CCNG1	9.60676010063993
HNRPAB	9.51588688313557
AMH	3.16241776041733
HADH	7.58432453336118
TRPM1	2.88307327996779
CACNG3	3.32958477148682
PPP2R1A	7.14244957442355
CCKAR	3.42917595351679
COL2A1	3.29932989270322
PTH2R	4.18902430195076
IFI30	9.93603274763698
DDN	3.82901763805371
GLUL	8.1670272813075
HK2	5.24561363272739
ELOVL6	5.1125895188115
MDK	9.88931010844294
EPHX1	8.0939932534091
RASSF2	4.7730092818337
BFAR	6.3129478875495
ZNF14	5.48585583552264
PPIL2	4.41196748350507
PRTN3	3.51724731053589
CTA-126B4.3	6.15092886833692
AVPR1A	3.28706259780943
KLHL22	4.32574271322142
HSPBP1	5.3596001135323
PRKD1	3.8627757232505
TNFAIP8	5.53249599806753
KIAA0195	4.97455524355862
GNB2L1	11.8887207705181
SCGB2A2	3.64857855325583
CALCRL	3.6286492262249
ICAM1	5.54112249977594
UBXD7	6.10741185345419
TMEM35	3.57790210428097
ZNF674	2.75571329208216
BCL2L1	5.01657691196285
HECTD3	5.31161362803525
BRSK2	2.96153924817722
PCDHGB5	4.01567485539632
CD19	3.31925907092161
RAPGEF3	6.25814028748083
LGALS9	6.77590540851084
SCARB2	5.5101919074099
KIAA0974	4.30074285495689
MAPK3	5.98237226950424
USP34	6.03289759996918
MAP2K1IP1	8.30221761998297
CHIC2	6.44628647327396
SLC16A3	5.29239943379024
STK4	3.69152288536899
APLP2	8.2242310704623
DLX5	3.33381690892125
FBXO41	3.91939992798049
MICAL3	4.24279425029881
ITIH2	3.72821584508547
ADK	5.81732106332413
TNNI3K	2.77673552076353
HDAC2	8.11232400438915
PRR7	4.20054230066269
THBS2	7.33763197317633
CA2	6.77271114503393
RANBP17	4.34402142077854
CRYZ	5.26499573803347
GBAS	7.95567881556526
TGOLN2	7.20579757385875
CTBS	5.15692186416126
ETS1	3.99796151200648
FGD1	4.90435614402597
EDC4	5.43922977784206
PCDH8	3.14660596370732
KCNK15	5.6673849960728
HSP90B1	8.19367409153801
GSTA3	3.56194491633938
TNIP2	6.00493553327342
BCAS1	3.80814641475194
HOXB6	3.82000703039862
NOL6	5.44713810192243
PDHA2	3.40075672703946
SORD	7.46182475687868
SPC25	4.30798287684334
VAMP3	6.6433225871648
WDHD1	3.92866664721495
TCIRG1	7.42343025767873
STAP2	6.43843984292972
CHCHD8	8.14918891571573
TRIM44	7.69743880935271
KIAA1305	6.43524778883325
PARL	9.04659565116348
CRNN	3.77120462237025
SIDT2	6.25572635674272
RYR2	3.38237362490181
TRRAP	5.48007042209064
TRAF1	3.96437815190983
GRN	8.44948961395298
SCAMP1	5.06146398336969
TRIM32	5.76011566639649
PTS	8.42731808778528
BANP	7.17428447440017
ATP6V1G1	10.0049279918607
PRKACG	3.54173094549992
ADCY6	4.73962828182716
PRKY	3.12631927873876
CYP51A1	5.9093862659337
DDC	3.48966877735624
ANPEP	4.99662950551687
NPR2	3.97466534128427
PROM1	4.98176820080539
COPG	7.7862714226554
OR5I1	2.90531942411695
TRIP4	6.98473439691071
ZFYVE26	5.17083461750473
GDF5	3.85606319378999
SNX3	10.8453288627908
C1orf175	3.41284399971155
CSH2	3.44087043459042
PPY2	3.02297001819497
STOML2	8.84336933175957
ALPI	3.24538761159818
FTSJ1	5.77542943746774
ZNF273	3.70619741128145
DST	4.48626865770968
GLRX5	9.73342067008194
C20orf12	4.46459635153797
CAB39	7.39825715430366
RAB5C	5.9807343065878
FLAD1	5.91072790126891
TTLL3	3.77497773256834
MSH2	6.4327541855294
NPPC	2.82005856344794
PIP4K2C	6.35308529331651
CYLD	4.26918904422969
ZEB2	3.24629510852489
MRP63	7.44187403958546
WTAP	5.51396825183599
NEUROD4	3.42428240923391
MGAT4A	4.63693178515436
MTMR2	6.2696088323501
CHRM2	3.10229372398219
TSC22D4	5.2112692515867
PPYR1	3.52726830749717
CCNH	6.40617697286158
USP48	5.29553984683482
NR1H4	3.36197803185435
RASL10A	3.10138103616439
RRM1	6.89803761380962
GABRA4	3.32158408857526
C1orf35	5.01995257423855
SSTR1	3.19350671164535
APOBEC3C	5.18958962558688
CTDSPL	5.16208087417463
RUSC2	4.88483837205401
PDE11A	3.31406913482518
ZCCHC8	6.79392314953912
RAD17	4.88240451594141
TEX12	2.97568627680947
LILRB5	2.89696639078905
CD5	3.79012722327809
ARHGEF1	4.35115748238761
ABCA4	3.63762761341137
TSPAN9	4.88030396241258
WDR67	5.35858440353788
THUMPD1	6.76799921539056
ARID4A	4.26156613097327
OPRM1	3.13005313639573
SYCP2	3.24263785197365
CYP26B1	4.08096809969250
FLJ13231	3.92440596144275
VN1R1	3.60506461594185
LECT2	2.93099922363349
PCCA	6.07801932999616
AQP5	5.92288260699821
RAB30	3.20374378593915
OSBPL11	6.262393255384
YLPM1	6.31281178948784
GNB5	5.17710226135188
CCL21	3.69308225131873
PRKAR1B	4.09140536171823
C1orf121	6.17028527921603
FMO2	4.50846953123138
IL16	3.47769602137169
MSTN	2.94989259478228
VCL	6.76503696293762
TCF3	4.72303322639515
CCDC88C	4.00371982856352
HFE	3.9380562767482
SERPINE1	5.75326684687525
FAM125B	4.70519035678107
BAI2	4.18847415067855
SMC5	6.16451952419416
AKAP5	2.73915327379182
POU2F3	4.34561978474055
BACH1	3.90619947259561
PPP2R2D	6.21080494359171
C11orf63	4.57852299344355
SSSCA1	6.49642312664245
LRRC51	5.87963185671429
LRRC3	3.36337081854986
PORCN	4.82246035668937
DTL	5.53970017748123
ACTG2	3.96520194671353
FAM124B	3.31524369660248
RSAD2	7.39976385735686
CTBP2	9.17258163501966
ZMYND11	6.58722150047811
CRTC3	8.48882522789184
MYH8	3.26252473122109
LRRFIP2	5.7920664128328
TTN	3.20679558124044
RGS6	3.49747106707178
PLLP	6.08919570898451
SRGAP3	5.75373345752796
PDK1	4.28891956788957
NBR2	3.45706532416626
ZFYVE21	5.57736232414347
C13orf1	4.03118106434066
ZNF137	4.05832573183481
CEP27	5.50825032602988
WDR41	6.47179240975265
BEST2	2.97278666520247
RNF121	4.61060213840001
ZNF93	5.83771791018479
MEG3	3.55687588553336
BCCIP	6.06200923482334
OXSR1	8.10778521060498
RAD51	5.05550156354917
RPL13A	11.8549228699011
MEST	9.2438128954524
DYRK1A	4.88794607415348
HTRA2	5.62737613362205
SARDH	3.3187714452801
ILKAP	4.93682553811595
ANGPTL2	4.9577654914873
RBBP5	4.37857454107309
ORC2L	5.40968446649662
HBS1L	3.9186823854715
TMEM30A	7.12268030736588
PDS5A	5.59322742787635
WISP3	5.79993106711315
CRK	5.71054623783816
NCAPH2	4.7035919682716
RNASET2	8.75207790937418
NEDD9	6.82289277237948
WDR79	4.77531901144467
PSG6	3.03241371169933
SMPDL3B	5.16935237668063
MORC4	5.02394127856591
PSMD13	6.52546321966003
DDX23	6.4944215289081
ETV5	5.65006719703339
MYRIP	4.51335412646288
LY6E	9.26022540339277
ATP12A	3.65691688417452
BTBD7	3.27829687800067
AUP1	7.9394421036506
PIP	3.72356679370220
GSTO1	10.1262723237135
CORO7	4.25333709331558
COX6A2	3.95889577985405
MAD2L1BP	7.61417456289446
PITPNM3	2.86234431517491
ENPP1	4.36412917660644
SCNN1A	8.07772749458298
LSM1	8.60468770904669
KCNE2	3.26073953691398
IDUA	3.67153523595046
P2RX4	5.15093847208515
PPP2R3C	6.23341268850496
CCND2	4.15077488983771
COX11	6.66037755924088
CUL4A	6.5690497948696
CFB	6.71230049524276
PDZK1	3.25065637755072
PCP4	5.50837365572387
UBIAD1	4.71820476159345
CDC42BPB	6.00441233997742
ZNF323	7.18832578818829
RIMS2	4.17552427216231
CXCL6	3.53925136069544
SLC34A2	8.51116473592794
RNMTL1	5.24834716248607
NPTN	9.5376088478488
SART3	6.2550527811699
UPP1	5.45995347595236
CAPN10	3.28921501459474
SLC6A9	3.23026456454150
CCR5	5.13303290386664
NDUFS5	11.2717721850755
CISD1	9.2309140539695
PDLIM3	4.22851075824203
ZNHIT3	6.96466986906726
SNRPD3	8.12626208164258
VPS24	8.88302712002736
SCN8A	3.18837046456190
KIAA0701	4.03115733307574
UNC93B1	4.83330078301027
GMNN	8.03754695396218
FDXR	4.094218180317
SPCS2	10.5920360906519
CDCP1	7.3099155217368
PAX3	3.4731972686633
PNLIPRP1	3.50417100372863
LASS4	4.79085496094013
HSD17B8	7.70442843005075
EYA4	3.28152894910938
PRKAB1	4.96579722870625
KIF20A	5.93509381224448
YAP1	7.08819024562091
SC5DL	5.29749593823107
NNT	5.30353105130085
DKFZp566H0824	2.98254905410539
ITPKC	5.32791824919589
ST8SIA2	3.12952216111143
LMX1B	3.33265928946948
RAD21	8.85102869654407
SNRPB	9.11322979774332
MIF	10.9785816432932
DLGAP2	3.26240529947065
PFN1	9.9294666552479
IRF8	4.81484440732138
PRO0132	3.26729905622426
MICALL2	4.96719775719783
ZNF654	4.58039717144411
SS18L1	5.36288450584108
ACD	6.24943727397381
BCL3	5.5238465517942
SLC16A8	3.48099427242013
ITGB3	3.52592351245211
MRLC2	10.0410163899145
CEP152	3.62125004930182
F2RL3	3.19827836409616
CLIP1	4.63186911616964
ZNF75	4.08658137338597
SF3B4	7.19371604625697
ATP5C1	10.9202867898465
MAP7D3	3.88080970423382
SEMA5A	4.55989692469114
PSCDBP	4.55856972192548
UBP1	8.48375207117793
XYLB	3.32658775819944
C13orf15	8.88760300480554
ZNF282	5.59244985140512
ZNF222	3.57247853951519
COL10A1	4.73374172284062
MFSD5	6.02908093573496
C20orf67	5.35334783028696
NLGN4Y	2.85361804851048
INHBC	3.40005791912233
GNG13	3.10321095826289
NUMA1	3.31966261261662
F12	4.40825885433258
C1orf41	6.79885373472763
SUPT6H	4.70024909585336
GSK3A	5.0048047527361
GIPC1	7.14069764304998
ELL2	3.45262508704734
C9orf167	5.54422373096907
PVRL3	5.1044277517495
ADAM20	3.21851224239700
GPR87	3.21338401045565
ZNF770	4.0607473787039
SMR3B	3.13406575056724
FZD1	4.44599411083056
TRPC4AP	5.62042299810389
MKL1	3.85969401612806
C2orf28	9.70114070785003
LAMA4	4.47198126647532
EIF4G2	8.81840732433244
ZZZ3	6.24075421754423
C16orf5	4.2842091715386
GALNAC4S-6ST	8.1206101450154
IGFBP4	7.11177420716105
NDUFA10	7.8576855817164
CTNNA2	3.81856160188592
NUDT15	7.5588534497743
CEPT1	6.6511374438005
CLIC2	3.93595400197047
RNF13	8.03664467244958
TDRD1	3.64457201033344
KCNK5	4.87702738858292
CCDC92	7.66776211510214
ETNK1	5.58816321369464
CD69	4.77487400638341
LTA	3.13425443015291
TTPA	2.97706850584333
MYOZ1	4.73609850669340
IFNB1	3.46779831323808
CLNS1A	9.12455773408194
SC65	5.12207360355137
CXorf45	5.03782474906954
ZXDB	3.07253335674528
PEX5L	2.93288388776208
EPS15L1	5.55246119741823
GPA33	3.76462744485738
MGEA5	6.2800150253374
HIST1H3A	2.87011624352399
BCAT1	7.8490360336003
ING1	5.81282557461178
SLC2A9	4.29975581288201
ORC6L	5.63622068305403
PRAMEF12	3.19822080197465
KLK11	9.27140389582904
C19orf28	6.14884675408461
MAGEB1	2.83784867960362
MED22	4.56855783388891
ETV6	3.90272416433155
CEBPB	10.3508184883971
KRT85	3.77960905663357
CRYGA	3.45951954599676
HMGA1	6.70829741440014
CAPN7	6.47443972706488
MGC5566	3.70040055848298
GEM	9.2702682323354
NANOS1	6.25465727821199
RANBP2	6.0649214948784
APITD1	6.09507358118118
LIG3	4.23751793840619
IRAK4	4.18894660542897
PARD3	6.52224830801464
SERPINI2	3.81446952016329
TTC9	4.63794650085592
MLPH	7.13135930843829
RETSAT	5.67154031087377
NRG1	3.37424698291847
CAST	6.20645697710588
TBC1D9	5.49765305983964
TTK	6.72612105632476
ZNF557	3.86101030547815
DDX41	7.03476320285864
TGFBI	9.8529961403399
PGM3	4.59638689967425
PSMB10	6.68623088662175
UBE2D2	7.50559364041215
GABARAPL2	9.45449296422065
DGCR2	5.58621089844204
UNC45A	5.53198772348863
CISH	5.0363406560192
OGDHL	5.28002579008097
SPINT2	10.2642119203318
CASK	5.45532558965332
GIT2	4.14708844521740
CLDN18	3.32606954093436
RNF128	3.13622625311829
NCAPG	4.96416880188743
ABHD6	4.18761153304365
ATP6V0E1	7.66786030362356
C14orf161	3.3906359270591
UTP11L	7.5246300663449
GCNT1	4.24713639362029
DUSP9	3.23376798788844
TM4SF5	3.98706602629341
SUCLA2	6.37156609417352
NANS	7.453069261394
OLFML1	4.30636435583731
ATP10B	5.06871104625489
SCNM1	7.313035105396
NPAS3	5.30903510872297
AMD1	7.55558790783987
GGA2	4.78311014751898
PRKCA	4.27052004559274
TRIB2	8.12657120259275
SDCCAG3	5.50591522994718
TTC1	7.58346926276773
GHSR	3.05745222235222
ATP8B1	3.48177480065347
HIPK1	5.57672237007088
C1orf78	6.56517786770479
CLN3	6.69382786493052
STX4	6.11319338612044
WAPAL	6.13600120820109
TUBB1	3.43750839237973
SCN5A	4.47984217260114
ZNF192	2.90993042890814
SEC22A	4.54296418384114
DPY19L1	5.06156797439087
C11orf9	5.11245175649292
GRIA2	3.26434079632851
VDAC2	10.6585358770756
C8orf44	3.89794209187562
ZPBP	3.19017673636032
NUSAP1	7.30244453407536
LANCL1	5.69206599697311
FGF23	3.88450583502347
PCNT	5.08376480867189
BCKDHB	4.44373779746084
IFNA8	3.15396727667532
BET1	6.66564288457104
SPRR1B	3.04799587693569
FLRT1	3.38278337445108
HDAC6	4.45256237645613
SNX17	7.78235069360447
N4BP3	3.26456272245062
PLSCR3	7.47011145088185
TTC30A	4.80299087753578
CRISP1	3.05254168377669
KRT32	3.63337376229462
GHRH	3.15337420971398
IL11RA	5.1850279939614
GDF3	3.13191801714318
RPS6KB1	4.78593671496931
POLR3B	5.77188646889672
TOP1	8.23988895808483
DNAJC10	5.21851475517686
CRCT1	2.82437534238363
ADIPOQ	3.07404719658819
MPST	5.6981946834732
DPM2	5.99477379563339
FAM38B	4.02588369804342
RIT2	3.07564186682099
SLC18A1	3.3424254890285
RPS17	12.0578189063065
ABCA3	5.11383466863997
CD44	5.55778351598915
FARP1	6.84079626429351
KCNMA1	4.78867522535819
PAX7	3.25767126024586
TUBD1	4.51359460370866
NARG2	6.3857760540263
GNL3	7.60700819926761
BTG2	7.75368133601612
ITGA5	6.01576110577575
NDUFS6	8.49077120271081
MEFV	3.39544718903693
TUT1	3.76879664239248
ERAL1	5.42644290173057
ECHS1	9.9866954891046
NMBR	3.10882926756329
VPS4A	6.54577815317794
ABCB7	6.17958112333742
CYP11A1	3.51102861079754
PFKP	8.23466498905994
C9orf91	4.48440474084417
ABCC6	3.64391672639773
LRRC41	6.69401625456404
ATP5F1	10.6964808070059
GFOD2	3.9739583116252
MOSC1	4.98343082563947
NCF4	3.70233599563717
HYMAI	3.37048188589089
SLC25A3	10.9578091439596
NAGPA	5.06870694665777
MTHFD2L	4.2826641278865
ZNF646	3.77161530021603
RAB1B	8.33355789033434
IFT122	6.37563898331595
GALNT3	7.43573243858919
LDB3	3.64337720049999
GARNL1	4.88376345136546
ALDOAP2	3.24155669921807
LRRC6	7.26575209408101
NTRK1	3.30620927505358
ARTS-1	3.71126449976817
UBAC1	7.55183285921749
SLC6A11	3.33393698606107
NAP1L2	3.71324102523365
EPB41L4B	7.55175202452619
RPL19	11.1248019214683
CNGB1	3.4662337007778
LOC643641	5.15361867065285
FAM134B	3.37950317252961
WISP2	3.38829785160723
NTSR1	3.64308098644139
HS3ST3A1	4.16303523215617
GPSM2	4.66193158815672
PRKCG	3.45037182828002
CHORDC1	7.52327347492358
MON1B	4.3847567471495
TRIB3	5.20611874073935
SLC2A5	3.90349363405202
C2orf49	5.93778776803161
DDX5	10.0781242524780
ZNF446	4.28256289479102
MLF1IP	7.24714972499673
SLC26A1	3.06540890288024
RGN	4.69879642766864
COL4A5	5.009452604622
CCNB1	7.68959132547447
CCDC28B	4.0554487706354
RP11-35N6.1	3.36495724808698
KCNK3	3.23481436197304
ZFP161	4.70270398377119
FGR	4.13604878668705
COX15	4.60229573710947
EPN2	4.63209051873903
AQP9	5.45733340618702
XK	5.07933128957006
SLC15A2	3.31114933274511
MREG	6.15419030942104
HEPH	4.56713828846035
THRAP3	3.92403683030203
MET	4.44324583734168
PDLIM2	4.92639472535228
ING3	6.48481810130293
PHYHIP	3.50245938784378
CCT8L2	3.31730730262593
ADAM7	3.0681584795273
COPS7A	7.62523627752231
WSCD1	3.72593774878746
SLC12A8	6.02527121641774
RNF185	3.61569911409383
TNS3	9.57199723317345
IGSF3	6.12913394450928
SRPK1	6.95397331487294
MED13L	5.11888643317184
LOC93432	3.19400187729889
C7orf44	6.90104235488736
PTCD3	6.55172116770939
RPL7A	12.5283198458009
TEAD1	4.19269856355536
ARL6IP1	9.80758486910448
CTAGE5	4.45529084380038
SLC25A14	5.30218191297918
LEP	3.17604010896744
PCDH21	3.90815647445837
CACNG5	3.43406950390413
ECH1	6.99703007244471
MAPKAPK2	4.87910466265535
ATXN10	7.16179956307756
LHFPL2	6.21502620501248
CCL22	4.09693531568985
ACTR8	4.17983120467960
PTPN22	2.99895568743119
CYP2F1	2.95694824696321
ITGA3	7.24214892519628
RABGGTA	6.7064151800395
KIAA1033	5.26839736421554
ZNF510	3.92401063498727
SLC26A10	3.3379042767804
STX8	7.49043385499506
RUNX3	4.28741775226685
EFNB1	4.37835108836193
EIF4G3	4.83392795729328
ACSM3	4.29240210198077
C5AR1	6.14195119911894
SIGLEC8	3.54765885358832
ASCC3L1	9.1395897589068
ZNF623	5.98175252543448
A2M	8.62946924173642
NOL8	6.40858785718072
GRPEL1	6.65630756080026
LMNB2	4.65100864866984
ROCK2	3.69595804027502
SNX16	4.45124721397868
Magmas	6.71762570159063
ANXA3	7.30961970516827
C11orf2	8.49403887556328
VKORC1	7.52265827065525
TRPM6	3.04266366612529
KIAA1609	4.06896454270777
FOXK2	6.57602941013404
FEV	3.47057286417294
EED	5.53038597532583
RNF32	2.89991778491828
PDCD5	5.61154762834499
SLC8A1	3.44710227525682
HES1	7.5949501949945
DGUOK	7.41353147833304
CLDN16	8.59977734895624
CLC	3.20711175859035
ISL1	3.54847599495646
C1QTNF3	4.81224860978721
GAGE1	2.91968051745161
KIAA0528	7.14688745675285
VGLL3	2.92117020061145
MANEA	4.10811554871589
C1orf61	3.35889462291143
SUPT4H1	8.09816753365257
CD1A	4.06037451119709
ASAHL	4.98587398037358
TRAF5	5.81017091850662
RAPGEF6	5.1445813870252
WHSC1	4.85224955364439
NEIL1	3.85277493799937
KIAA0020	6.73125480115685
C16orf45	5.52109490280784
GFPT2	4.30169573556873
RBM10	6.94511747756204
MRS2L	5.76211962377723
DNAH17	3.49675127637164
STARD5	3.98121702215133
C19orf10	6.63809547506057
SIP1	5.61557250383597
DNAJC15	8.27787932694834
C1orf160	6.45535732430406
SLFN12	4.45443736346185
STAU2	5.50618952368935
FAM98A	7.70309533052399
EXOC3	5.03131200004601
RAD23B	8.15443061450217
HIST3H3	3.83429483254226
NCOR2	4.42994135858184
TNFRSF9	3.46082006980531
KLK8	8.62628264767189
NOL1	6.67127336727773
ALX1	3.77323480625091
CCNE1	6.9485914516852
PKDREJ	3.75502069976247
TIAL1	5.88467956491077
WHSC1L1	3.82922131437459
HIST1H1E	4.02335115509059
SMUG1	5.33464401041877
TM4SF4	3.494961149134
NPY6R	3.20066831167938
UFM1	7.36596661453471
AP3M2	6.06655271960625
USP14	7.9735458562586
CORO2A	5.11273712942143
ETNK2	3.74130948670092
APOE	6.07973558076145
ANGPT4	3.66217440007332
DSTN	10.0888464558016
SFRS14	4.7502250812298
FRS2	3.22767660396281
NR2E3	3.69897060897728
ST8SIA4	3.87054815608199
GMPR	6.06786743173209
TUBB2C	9.335484131709
LOC730092	4.04654286438510
ORM1	3.27380968227413
HSPD1	10.4932072863913
C5orf13	8.26438203421613
F2RL1	5.71574586733536
PLEKHA9	4.84043987525493
ZNF232	5.10336257327427
SLC6A7	3.49732219112401
ADH5	8.2167064918411
SHBG	3.49513760179821
DSCR6	3.48506633106692
CROCCL2	3.53796353598205
CDIPT	8.40782568458304
SLC16A5	5.08582139565934
TUBB	10.9600103308751
GAS2L1	5.28167241621649
TOR3A	5.58583166847632
PREP	6.1192598413731
RFX3	3.44116738390346
CHMP1B	8.5692642433789
COPS4	8.61490335022788
MYH6	2.8791147614607
BCHE	2.97930063056087
MAP3K13	3.65245561840226
LCMT1	7.83114910322313
EIF1AX	7.65029634418094
SLC24A5	2.99566719062657
BCL2	3.52549058090232
HBZ	3.34987349642750
HCRTR2	3.36578150787992
TJAP1	6.11676196416061
MAPBPIP	7.44190733757673
TMEM156	3.43669604028726
MYO15B	3.60347195731708
ZNF239	6.36331760892419
KIAA1324	3.27767291792129
PLCL2	4.66298546946113
C4orf29	3.59488289974714
SNX19	5.6994418737646
NAALADL1	3.41340945315933
DUSP5	9.61557126910676
GKN1	4.02073058323203
PXDN	9.59774546758724
FCN1	4.48512703026254
SLMO1	3.85518994829142
TNXB	4.05300428053971
C1QL1	3.40987347516933
BIRC7	3.84442811748510
A4GALT	4.72233747995365
TIMM22	4.26511295196471
ABHD9	5.68914968520392
TOMM34	6.33592717293011
ZNF35	3.79290991326105
LIMD1	3.58412596393438
CARD8	4.75442238610831
KIAA0286	4.26632417724681
CD6	3.75117994303055
RSRC1	6.7691347443657
TOX3	3.21057548313153
C16orf35	4.64397847113643
CRHBP	3.08898374179069
PTRF	5.23252134896846
FBXO24	3.38187929044458
CHST11	4.80961035670942
THRB	4.39359365732201
RNF39	4.1355367660311
MYBPC1	3.15606193055780
PSMD11	7.75060753110911
ALAD	5.11292193951723
AQP2	3.57850594847731
EN1	3.25475991184564
GSTM4	4.91767027048746
ZNF187	5.11002141447266
CDC42BPA	5.71632348398669
F7	2.83682963465652
CNOT1	6.18466411620264
SLC13A4	3.27297712309004
ZBTB11	6.69158337135144
B3GALT5	2.84942275958949
LUC7L2	7.09979853081792
SPTBN1	4.56709835624035
EXOC2	3.74463811197568
LSM4	7.3650412442722
IRS1	4.15448454242609
TMEM1	4.00623172761362
MRPL34	7.73576042125216
SAMM50	7.09942229813273
CDC42EP3	5.63659043793866
HSF2	4.11195611696238
SRP72	7.61486325852194
MFN2	5.45040681866642
TSPAN7	8.58518296563357
SGK269	4.19917417836105
NUCB1	5.81644601592147
RHOH	3.42564170702338
MTX1	7.61098887667808
CENTA1	5.28360401225855
ATR	6.33916972545274
IGLV3-25	3.96299808566427
DDX49	5.64657211336653
TACR1	3.42171340144193
SFRS5	6.76220824992337
THAP1	4.63694726885519
RHBDF1	6.96207318771745
RASIP1	6.06077804816773
DPYD	4.48660452578506
MYO5C	8.95258920859464
DOHH	3.40598124890482
POF1B	4.29449034290407
MAPK10	3.37855218413028
ZNF552	3.8965710477261
USP32	5.37822591855326
MED27	7.04051866288876
NCAM1	3.4365650302966
LOC171220	4.45020429060614
PRDX4	10.0261336847743
AGT	3.35778353341265
SLC22A14	3.49892271577272
DAPP1	4.57978594872083
PILRA	4.58718669944196
ATF7	3.84333185279614
ABCF2	4.71270698268824
KIAA0748	3.21819914534389
C17orf85	4.73486319175167
TKTL1	3.26960012962154
FGF1	3.65378898684798
IL6R	4.45540849966162
CHRNB2	3.6844945970285
COL7A1	4.22518625059432
NFIL3	8.449839693618
LRRC48	3.31528170799698
TM6SF1	3.71242393343874
SPG20	5.9308811417244
COX10	4.5882597649185
DNAJA3	7.18790763478732
ECEL1	3.59298185067252
GCA	5.33786617642018
GLG1	7.43543716625168
CIITA	3.53961724031398
CLDN6	4.77677236117460
EPHA4	6.15231486430131
FANCC	3.93858408150046
MUTYH	5.61316367102999
L2HGDH	3.77715375973312
GPATCH2	4.57863239890506
PSG3	3.19602843487104
ZNF227	3.33382782543786
MRPL15	10.0733320762056
NQO2	7.76786822074902
C21orf59	7.41722079998537
ZBTB20	6.1950178406073
NEU1	8.46542441361617
QRICH1	6.81282557461178
C2orf34	4.43153445813763
UBE2L6	9.9986040295918
HP1BP3	4.93643881287358
MED14	4.48679943090245
TSN	6.52776011485667
TPBG	8.8972254295331
SPRY2	8.15667919661554
LZTFL1	5.17721010673272
OSR2	3.64284485256622
KLHL7	3.63883647049347
XPC	7.14518694337101
GMFB	7.34181726359318
PBEF1	7.79734053419154
CCR3	3.09914487604328
AGTPBP1	4.98961156774784
TMEM8	6.7196799061794
PCSK6	3.31597969557589
STAT5A	4.51840991817238
FAM18B	5.05612037089754
PTPN2	6.05443324823029
SF3A3	6.54740621890937
EFCBP2	4.0377595775773
HCFC1	5.61733282604451
NFYA	4.14633109768999
PBLD	3.99880241783928
PIGF	6.90032105778741
AHNAK	6.78488211747833
ACTR5	4.09838667011832
KIF14	4.62385582099300
PTGER1	4.29388849977076
NOS2A	3.03252301267641
TENC1	4.72268466560266
YIPF2	5.33561006683119
ETV2	3.47649863968255
KIAA1012	7.87552870469595
C17orf53	4.01497445429592
AHR	6.91607917536994
PTPRH	3.90321024619196
ATP10A	4.75423081214433
ATP6V1C1	5.9132461710833
DPH4	5.94516508731978
TAS2R3	3.65716435852817
C5orf5	5.65715170771774
KCNA4	3.57871795971079
COQ10B	7.76811252575598
NMNAT2	4.27920503130437
PSMF1	7.42233429747502
SORBS2	3.56509440621089
NFE2L2	8.93078470249904
SH3PXD2A	3.45218944976774
NRF1	4.24053587693398
SPINK5	4.26558142634853
SH2D2A	4.35724820932609
PRDM12	3.29128369779234
RBBP6	6.38344366269575
OPA3	3.26126439292602
PAQR4	5.0572148774218
IFI27	11.5799183850294
SKAP2	4.48466213709478
TJP3	4.75318522040892
C9orf61	4.38678964282725
MT1G	8.79592470668845
HS1BP3	6.67273997521159
IDS	4.74547891764367
PARG	4.98563541821005
OR2B2	3.09404868278001
DYRK4	6.05663622685693
MICALL1	4.41220789034941
GALR2	3.05959482262883
CHRM4	3.41263044399183
RIC3	3.38694498016975
GPBP1L1	7.33789924214764
ART1	3.50380984917498
TBX21	3.54091895764460
DUS4L	4.84396646746816
KCNJ6	3.43856281496541
TNFAIP6	6.06432125543914
CCT4	10.3157297522993
RTEL1	3.77961596932193
CASP5	3.80467914387222
CHMP6	5.17982467608818
BRD4	6.76207135370044
NDUFA13	10.2109056925483
CYP19A1	3.28701326388594
CD151	6.81831837806839
DOK4	4.00260147043542
FAM26B	5.46921973676035
ARFRP1	4.56856038514453
MRPL41	3.45079442516574
CRYBA1	3.19410997012584
HRH2	3.53590408605932
KIF25	3.74770682635196
MTMR6	5.75907311310851
SCAMP3	7.03732038903968
MTG1	5.7224008572094
UBTD1	4.17861364289403
SOX9	7.54497162334983
CRABP1	5.12740952908269
FLJ33790	3.48158155577085
FAU	11.6630899572336
DTNB	4.27029603946876
CARD9	4.43742457423561
PACSIN3	4.78645839031257
OMD	3.09291598618672
HOXB8	2.98065421594841
NSBP1	3.23193306472964
SLC4A5	3.43187935971309
FBXO46	5.43060108917298
UGCGL2	5.22319584794216
SVIL	5.95004616410174
