Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_B10_543602
Composite Element REF	Signal
CA7	3.94478586283597
ENTPD5	3.76385262557469
SUCLG1	10.5729357532540
PDIA5	6.06083295477288
KCTD20	3.69934411671868
WDR47	5.20392147957073
KLRF1	6.46223727162841
MAGEH1	6.09997008218027
PRPF40A	7.8822166092872
SMR3A	3.28102372945504
TAS2R16	3.02020019890262
SPINK2	3.27271776622642
NPY5R	3.50024694428395
IRF4	3.57773963833758
PRKCE	4.19049069883935
ITGAM	3.77836323015095
RGS2	6.55565448699172
DDX19A	4.70748120332885
PDPN	4.51348340603664
TMEM34	6.34679545498019
MST1R	4.31891084279963
MGAM	3.73808009270287
COL3A1	9.91059186344802
PTMA	11.6411863111952
PRDM11	3.51084491805474
NAPA	5.70448447243936
DIRAS3	5.0473780677296
LIPF	3.44382339909109
PSG9	3.25408516374248
ASGR2	3.77769246393635
ARHGEF11	4.06403140661599
PIK3R4	3.83871921132059
IVNS1ABP	5.80915215102206
SIGIRR	5.44455276676395
BTBD3	7.3433504280887
UBE2NL	5.84154217782499
PPP1R2	5.15770620485152
FOSL2	3.94501001486638
IL1RAPL2	3.84880142723402
C4orf30	4.74655009628967
TUBA4A	7.8132894663561
SEPT4	3.76536522220939
SFRS2	8.06555550403306
EEF2	10.0815460139772
ZDHHC11	3.49205927732879
HNF1A	3.49189357665593
EPHA3	3.1464669057609
PRDX3	10.8753760881543
P4HA2	6.65037819710805
RFWD3	4.34869857713238
RBM12	5.60386332734075
H2AFJ	3.73858524279522
EDIL3	3.88866178632642
LOC200383	4.08873713511751
SERGEF	4.36200292200878
B3GALT4	4.67616014823487
SMC2	4.21466877879803
LOC90925	3.23147580016087
NPFF	3.70410532591865
DEDD	4.96655887366144
SCYL2	4.51098661215404
PTPN1	4.40151600205673
ZNF174	4.17540335574526
MYH14	3.63532876566256
CCR8	3.63219249676353
SKAP1	7.21701680572509
GADD45G	4.79821211154541
PILRB	4.15174619728673
IFITM3	10.4836569987558
DNMT3L	3.74986185934137
GPATCH1	4.20746361439454
VPS37C	5.87803350746753
DSC3	3.28839960930927
TBX4	3.76100108741921
B3GNT3	3.95334222478899
LHCGR	3.15473298659427
SAP130	6.03795910362626
UBE2S	5.32990183629864
CNR2	4.12428652406755
PCDH1	3.80214861665116
ATP6V1B2	6.85825376940574
PLCG2	4.87345087152773
CAPZA1	9.5408375091075
GLRX3	10.1710205352694
HRH3	3.64265329581213
KIAA0247	5.15646920148075
MGC15523	5.39025084119845
CRYGD	3.7215729809742
HTR2B	3.29425796667700
CCR1	4.28995020169376
NUS1	5.56509998595997
DNAJA2	7.84667333260916
PGRMC1	8.6521711119655
UVRAG	7.8937729329712
ITGA2B	3.77561771494309
CLDN5	4.33430506937584
PTPRN2	4.08076044920101
PSAP	9.01549315133325
MYOM2	4.60317649203567
CHM	3.64628941104516
CCNL1	6.48077676785234
FAM105A	5.02931789847252
LYN	6.22998626903575
DUSP6	5.06105173601675
TGFB3	4.68004665514060
PCDH11Y	2.6319383705499
NAP1L3	4.54073371171003
ELK1	4.75891569453445
HGD	3.81596711698698
C10orf57	5.1681484355896
B3GALNT1	6.17175663823373
AARSD1	4.02452372108185
MYO3A	3.08313079797938
SERPINE2	8.23402566781089
GDAP2	4.10819963720981
MAPK6	7.52754930967002
COX6B1	11.0117179597861
DNASE2	6.94934584434672
MSH5	3.99005383131206
LGMN	6.93122922557798
TCN1	4.75496352923134
SLC24A6	4.24262389739587
TATDN2	5.46738912720663
SDCBP	9.38820232065038
NUDT11	4.4625470795373
LILRB1	3.31651466904578
PYGL	5.44302092154658
P2RY5	6.46708533412734
SNPH	4.26458892179779
NUCB2	6.81772301863648
B3GNT4	4.63234306484574
SNX27	4.31509150276899
C2orf37	4.63975624687352
MIZF	6.71056095129531
FOXO4	4.24805292860326
NUBPL	3.62155770988593
NOD1	4.74416341605088
ID4	7.83122160258414
CDH22	3.83678823006495
PXMP3	9.594318452584
SOX5	3.74328393306649
NUBP1	5.92278508728086
DSCAM	3.83487298055001
INA	3.81322849057975
DGKI	3.88859936263405
MCOLN1	4.18135550500641
FAM136A	7.1522238678789
RIN3	3.73539570821045
NFIX	3.74706284430822
SLC16A6	3.55443369302814
AKAP1	4.62233975777278
PSG2	3.37685707490202
HIBCH	5.34415284512458
PLA2G5	3.73536285781996
TIMM10	8.0663480755583
MED17	6.74346648810745
PSORS1C1	4.40065836973941
KIAA0495	4.24093497856532
LPA	3.35871571508085
PIGA	5.12331280878212
COL4A4	3.26726804749236
LY75	7.21359359548931
TPP1	4.75085426532806
UTS2	3.14568544605102
GJA3	3.47516071169484
GALNACT-2	4.83315203158507
RREB1	3.41122481282551
TMPRSS5	3.89304854697707
MGC3196	9.26537239166971
FLJ31568	3.57334809265527
DNMBP	5.34929256894896
LPHN1	4.03753254334771
NQO1	8.0399322716469
ZSCAN2	3.64290983729129
SP1	3.52287601593362
TOX4	4.84443099095908
SEC24C	5.78446920856699
HSPA9	7.48069135907591
APOBEC1	3.38303660638639
SURF1	8.70674008556764
LSM5	7.65669707739354
ZBTB1	4.00023989585153
GTF2F1	5.27882063155914
DUSP21	3.37784981453473
RPS15A	12.7956797166543
TAF1	4.10753812570632
GINS4	4.15697461928138
MYO15A	3.56264781681313
AP1G2	4.59666487974018
RBM42	5.09751635416486
HCN2	3.6187281595318
UTP3	5.56329532354839
HNRPA3	5.79999823786285
CKLF	8.68300154666077
U1SNRNPBP	5.01458003125437
FLJ20674	3.85934852214655
RUSC1	7.3575141511595
MBNL1	6.49299430390368
NUP160	4.98884882742655
GRIK5	4.11092594687351
USP21	5.14903692283274
FLJ22639	3.39614261376493
HAND1	3.18189382253006
ORMDL2	9.20854932755302
SERPINB1	6.85104890961464
FGA	3.46519458246489
PRSS7	3.31298429818052
IGFBP1	2.88822875923953
SLC1A1	4.67591268176089
DHX57	4.8390780445241
PSAT1	6.04956807494746
FLJ13195	5.39482769119446
GDPD3	4.09305353044583
PTPN21	3.64722553371339
TBR1	3.26200520993377
TBC1D1	4.64068646837402
IFNG	3.59103936074105
FOS	6.93604326471228
IQGAP1	8.4754044234936
ZNF226	7.07628602770967
EMD	5.69640227140609
RETN	4.13450841909741
APH1A	7.98714246486456
C14orf1	5.73615364200923
PUS7	6.46351427059488
PAFAH2	4.43294541928602
NPEPL1	4.7065190987511
RP11-114G1.1	3.32258918229493
TUBB6	6.63156719926685
FOXL2	4.06134465638605
LATS1	3.48088940603952
BAZ2A	4.71441868233726
KCNQ2	3.34157067133828
SPOCK2	4.51941861792359
MARCH6	6.45021360575845
MGC10334	4.98346988120439
HTATIP2	7.03006897827311
CENTA2	5.54342128763617
FGF2	3.88302833232751
FXYD7	3.76179326226803
CCDC33	3.30282659517166
PRODH	3.75819179517994
DDX6	3.46077133537235
SLC43A1	3.87245733250750
NTN1	3.68271989412579
ING4	7.61464649695136
DPH2	6.04864850719254
ZNF313	7.25421177515145
VPS28	8.9199998647885
FCGR2C	3.43798580893385
DIAPH1	4.99611725900599
CEP76	5.27464176127702
CORO1A	4.71133330217542
TRAF4	4.30336618866228
ZNF460	3.34094633444467
RRM2	7.11244491575784
EDG4	4.72894684526438
OS9	6.46034752632523
SLC4A1AP	5.05120977084023
COG5	7.05053604623903
COPS8	6.88910248390927
NGLY1	6.31553352546756
AKAP9	4.69727186778332
NCBP2	6.57745406874515
C17orf42	6.99753122772498
GPSM3	5.00562574838758
SLC20A1	5.77472664609259
SIL1	5.22463794560382
LDB2	3.88440913340129
ASB6	3.91833672079247
KLK5	8.02891338667038
SMAD5OS	3.4166174124072
UNC93A	3.66121019357023
SPTB	4.19586793449197
EFEMP2	5.22682580144048
EFNB2	3.776061687253
C21orf62	3.16739716559038
PCM1	5.09398938616422
FMO5	4.16786478412635
TSG101	8.76678405379242
CEBPG	5.47526958296683
GTF3C4	4.60626174180678
ABHD3	6.86157235833414
TNFRSF1B	4.03080737782939
CLEC1A	3.45074786755055
IQSEC1	4.55946415101105
PIGN	4.96594321539429
PATZ1	4.19364491800353
RBM22	6.98961702434134
AEBP1	6.06324299303238
BAG2	6.89252076796044
PAQR5	3.11663411729952
C9orf127	5.75892870330525
THNSL1	5.75138949467004
ANKRD2	4.21216505507819
JAM2	4.362658342003
SNRPN	3.52951658107332
ALX4	3.72103398054127
FAM130A1	5.15342307428931
CACNA1S	3.35017803895070
TRIM38	5.59901782931386
CORIN	3.08481584733460
TMCC1	3.68972610494701
PCLKC	3.64437859223381
PLEKHG6	4.12591916665368
LRRC40	7.69818938344844
SMG5	4.36744594681786
NCAPD2	5.10562737600667
WNT2B	4.31912012060906
DCP2	5.29605611823025
ASNS	8.45295116331595
MRPL49	9.32095062720165
TMEM24	4.22273108912918
RPL18	11.8735989047316
SMU1	4.99338104980295
ISG20	7.18173356138152
CASZ1	4.28369711934240
POLR1D	9.48400528009108
GIN1	5.06439856055471
TMEM177	6.14454591373346
CDKN2AIP	5.38442648001383
KRR1	6.32880214287585
CXCL1	3.48726020068996
C1D	8.77559792385617
EPM2A	3.4721638995277
LDHC	3.55548247481337
PC	4.15993583724932
PDZRN4	3.32067717005640
FAH	5.35018545943273
UBE4B	4.38962385636123
NIT1	6.94546848445575
CDC2L6	4.11323027474538
BTN3A3	6.53066268033782
PAX8	4.24994788993357
PRO2012	2.90585245593763
BEX1	8.87161519987084
COMMD3	10.1815864754084
MRPL40	8.52028416420464
SLC2A4	3.69406430486709
SHFM1	8.8892097355545
PKMYT1	3.98982271420216
FEZF2	3.57546365363291
DUT	7.92628269142868
LRRC59	7.2415209135343
LY6H	3.03735910198687
MAP2	3.60787818347655
LYL1	4.36113472454032
EDEM1	4.94268988901762
NOS3	3.15837562596842
ZNF34	3.71163840918868
ADH1A	3.56898499037271
CYP11B1	3.02217306260578
CDC73	5.58453603537606
GPR172A	5.71079182782435
GSTM3	6.69667617229622
C19orf54	5.03736412956614
KCNA5	3.25246289146382
FLRT2	4.62556973156498
WRN	4.43265836801281
ANAPC5	7.34422586853016
SDF2	7.59001486372322
KRT8P12	4.1388515816874
DZIP3	3.62412889363412
C15orf24	9.36801747958771
NFATC2IP	4.93437953525525
RIT1	5.25043461495916
RHBDF2	4.87561691119467
SCML1	5.58772716554499
MED9	3.73797790716708
RAB13	8.73097111956811
FBXW11	5.21830854486081
ETAA1	4.90893221250713
C14orf131	4.29730631249740
SLC12A5	3.73754485301528
PHF14	3.61771350539802
NRIP3	4.03697393733395
TMEM121	3.78890976147129
NOS1AP	4.25262919947981
FAM3A	6.26636721732882
RPL13	12.3207747999311
PRDX2	10.8837874051892
SAP30BP	5.33974455031009
WDR76	3.82551967944931
PRMT3	6.19598519611455
TRIM10	3.71582513710781
FAM82B	7.5770517783913
GCNT4	3.27841627764982
MAP9	4.51241171035311
GPRASP1	4.40619695909241
CXorf36	3.55621040241924
CDKN1C	4.3166371615214
DSCR3	5.93733924433658
ZFAND3	5.1083745000535
C7orf43	4.42603858378836
HSPH1	7.01779644438302
SPSB3	6.29155041778498
AQP1	4.18985365899343
COL17A1	4.06410329850262
GFAP	3.78180012200801
CDC16	7.15492052742142
KIAA1614	3.25603184746225
PRSS16	5.22559079725878
KIF13B	4.38923600525188
PCDH9	3.23492207041615
MKRN3	3.67144733976578
ADAMTS13	4.89634081208656
ITFG1	7.12509479716698
TUBG2	3.55736308036377
TTYH1	3.21412461557888
SFRS7	9.63445413358811
C3orf18	5.68123379987026
FLJ13236	3.71324731925192
C18orf25	3.72138919892356
EXTL1	3.94077911626575
RANBP10	4.16608445165192
RARG	4.0474607793175
MYO7A	3.9814248711982
SFRS18	5.13577753698973
CD96	3.26363642013514
ACVR1B	4.1758295638593
DENND1C	3.99499152267231
RBMS3	3.80049895650877
SLC41A3	5.71877731935849
PSMD1	6.66306106636113
DGCR6L	3.29001181375915
ILVBL	6.8435619831876
CSNK1G3	5.50888874549132
RNF186	3.50089134514468
IFNGR1	9.21880103561511
MAGEL2	3.92917667311028
TSPAN6	9.04412859540532
SLC29A2	4.5684560119136
MSL2L1	4.41929376165874
MATN2	9.27297755009364
ST6GALNAC2	6.4879765250619
RBMX	9.61392915459626
MPP3	4.07228882912586
FGL1	4.12039182713142
PSORS1C2	3.90110746575402
RAD51L3	3.59270920417212
ARHGEF6	5.28588545326995
TGFBR2	4.63646841381407
ORAI2	3.56854913639269
CDC123	8.83463393793302
IL33	3.64326257617667
DEAF1	4.67619006953391
AMN	4.04065878614904
MSLN	7.2594095349843
DEFA6	3.70923329861866
WWTR1	4.26813918203338
COBL	5.05709090040896
PPP1R16B	3.87879885979334
CIB1	9.20447323557629
TSSK1B	3.17732965509558
GAS7	4.28307280548774
MDN1	4.95423341377972
HAAO	4.2567382180262
HLA-DRB1	9.64298351981975
CTNNAL1	7.3033351093173
TLE6	3.48457425385328
CIT	3.77811584117459
TNFAIP2	4.38162585526972
FOXN1	3.45287552521302
HERC4	4.0488350612745
DRAP1	6.40069888594275
PEMT	7.24047138735265
SLC38A1	6.05508330464249
ARHGAP6	3.73077205327347
PHF20L1	3.52223513555427
MCM3AP	4.40895020476
MYO1F	4.54301824601111
RAB11A	7.73301045846918
PTBP2	3.71566858296776
SNX1	4.6450163996456
CTB-1048E9.5	4.72083823400807
C19orf60	6.74944852185995
C7orf25	5.76870680496295
ELF5	3.18382404785709
HOXB9	3.33466951302244
RBM8A	6.54465697332835
PARP3	4.5423753888315
ITGA9	3.77633965284462
ZFR	5.8253372210902
VANGL1	4.09276568836928
FLJ20699	5.1019711840573
ACSL6	2.84604765748530
CHAF1B	4.97623869792974
NDUFA3	9.88472800061365
FABP4	4.98924644877042
KCNB1	3.82530208550125
CANX	8.03432074991834
SLC25A28	4.77937160070672
SHARPIN	5.1017548352101
ADIPOR2	6.39254461853916
TTC23	4.31109721146827
UGP2	9.43943182310153
ECHDC2	7.37077346415115
CIRBP	7.35709877173145
SEC14L4	3.95630551643778
SMA4	3.79317710917278
FRZB	5.04193481968826
PABPC1	10.762012839278
APOBEC3G	9.1404963863117
CUEDC1	3.79449112771355
CLDN8	3.13569691919937
VPS52	6.86683528482086
LOC23117	5.44548511240235
FAT	5.25535092217846
M6PRBP1	7.73789654539448
PPM1F	4.05779891377479
TSR1	5.47343895881697
E2F6	5.46189643104307
TMEM126B	10.6177820977102
ZFHX3	3.93643611693417
PCSK5	3.39662555367866
HEMK1	5.42403682788824
GIMAP5	4.76491824907245
DPY19L4	7.34034563543557
FAM77C	3.63921692931555
CTPS2	5.72799220523888
NDUFA9	10.5762880403055
SCRIB	3.78314922403807
AURKC	4.05445891826362
LOC51035	5.79330423814377
RSRC2	5.90269307159353
ORM2	3.37876065909572
FAM115A	4.8130249909664
EGLN3	3.35991199075512
FZD6	7.49227496541286
PITX3	3.9426560666819
GPX3	7.05147416078988
UNC119	5.59649518633022
NOV	4.03741004731267
GRM4	3.22017489348429
CABC1	6.350031915138
KLK1	5.73626679703127
GPM6B	5.79775155692844
RRAGD	5.86003781661144
EIF2S2	6.78742365531141
RNF130	8.04014722023728
CKAP5	6.03199223687086
UCHL5	5.03092976240435
C10orf18	7.68746677942736
TMEM93	8.60713861179696
KCNMB2	5.94269472071514
AIM2	4.17830969977391
PNO1	8.04001574575906
ANK3	5.03319679642333
OR2F2	3.47441955015329
GNAT2	3.12511261697881
KRT5	4.05061176878685
ST13	7.94154046955962
SIX1	4.29264362299794
TIMP2	5.0506388353123
CDH12	3.4125808294266
ZMAT4	3.45304501438580
QRSL1	4.58904623362691
CCL15	3.73168218677443
GTF2IRD1	5.32196139034436
CCDC22	4.24488771512472
SNX24	4.14974076339947
RARS	9.17276198774953
MORC2	4.47833242468183
FAM48A	4.81308724786388
FOXD1	3.43458648992539
COX4I1	9.04501304073729
DSN1	4.21840655386912
AMT	7.5267146148309
GPRC5B	5.33168373825457
CTAGE1	3.06452075997934
DTWD1	5.87158436935416
STRN4	4.34166852614354
KITLG	3.16012424215816
HSD11B1	5.45405199005726
HDGF	8.01348301258547
KRT6B	3.51202475460516
SUMO4	6.68573411589108
ARID4B	4.96460007383465
SATL1	4.26104095419169
SETX	4.35198373302734
DDR2	4.02568046744994
KCTD12	8.31703453450114
WWP2	4.4022975206706
CTSH	9.16614055139579
FASTKD1	8.19341165889248
PAF1	4.76708341783367
IFT57	6.98357425614481
TMEM2	4.76808566331909
ZNF592	3.87954847583530
TNFSF9	3.81299581935739
PPFIA4	3.58554104899380
CFP	3.90901125628282
DCTD	6.72474375649565
CNIH3	4.1371035617462
MAP4K4	4.93532190330793
ROD1	4.01496815663098
MFNG	3.67350124184303
JMJD2B	4.43105885600947
DOCK3	3.21947283994333
STX16	4.64574747416145
ALDH3B1	4.41587532740999
THSD4	3.32208452182584
DLAT	6.386073770087
KIF21B	4.13195207583525
FEZ2	6.35465872298437
CDC5L	5.96640749221275
KCNJ5	4.07219133364919
LMNA	5.8565381815832
TBCD	4.38161476646426
ZNF250	5.06019241260773
CASQ2	3.63387980218247
PEG10	4.55317342095943
TPSD1	3.49676675558888
PRAME	8.13178726824448
NP	6.44351738465987
ZNF12	6.17955834510493
XTP3TPA	10.6298267266739
SIGLEC7	4.17000923226394
FAM70A	3.57370115202176
PANK4	5.12273985802507
SNED1	3.70396312028065
HIP1	3.53791923434773
WNK1	5.16515941106693
AHNAK2	3.80643683229575
FLJ10490	4.34132349393233
TOE1	5.98599702377517
RECQL4	4.15298060396789
PPA1	12.1855740166350
DPAGT1	6.05927134103909
HAS1	3.98477463385412
ST7	4.87497056344043
MAGED2	8.72960394141869
ANKRD55	3.7473365154535
TRPS1	4.65127454979049
POPDC3	3.02943333208012
ACOX2	5.02252799671413
TFPI2	4.69096486777367
CYP4F11	2.82726894346665
PDHB	9.3244337000402
ERN1	3.6967456739362
LHX2	2.95691236510415
B3GALT1	3.17785184056779
ADAMTS5	4.16857740413262
NOTCH3	4.84004170254478
C1orf116	4.43089186704416
UGCGL1	5.33845634692418
NF2	3.62464766737842
POM121	3.57141345836698
CLPP	8.13413110168874
MTMR3	3.93347626352818
ATP1B3	9.82168524303495
TMEM16A	6.69033181732633
HIST1H3F	3.19642728131144
TRIM25	4.39200080892728
CRKL	4.32301406606795
HOXB2	7.1036782399966
ANP32B	8.81166563316815
NUP62	4.8289635195954
GATM	7.05313722894053
AP4E1	3.43157921711982
RASA3	3.26299132353649
EDG5	3.48271663741870
CDKN3	7.71345248921022
CDH4	3.50337204939619
PGD	6.9689929645001
TMEM168	6.75982602532948
RND1	4.05070757868322
GAD1	3.97130471537295
MPG	7.69854603168267
ZNF133	5.5870268786411
LOC440350	3.47903851116507
FJX1	6.94206700140284
CLCF1	4.54530623947059
AMELY	3.23260185701885
PHTF2	4.41863861742805
IGSF2	3.59408547972181
TFF3	5.87320809047579
NDFIP1	8.9336122315456
IQCC	3.83132647854576
CUTA	10.4763456056813
HEYL	4.17198380744858
FTSJ2	5.01689634011668
APPL1	5.78915898896385
TNR	3.36922391230760
WAC	6.94698665485203
ADCY9	4.13212533894316
PYCRL	4.33826264306632
PCGF1	6.7336877363621
PTPN13	3.36998811697089
AGPAT7	4.8114742604682
SSTR5	4.00334874028954
CDKAL1	3.21837196321470
PDYN	3.40865743186615
SFRP1	5.55655388195744
VAV3	3.71298861247093
MTMR11	4.41698109828521
SUOX	5.44394780953951
IDH3B	7.87350466087231
STXBP3	6.9422920237327
EIF3G	9.29253424145349
GOLT1B	7.84778130063752
ARHGAP22	3.27141458252811
NPFFR1	4.43610112625454
NPC1	5.81938595623578
ALDH9A1	9.24568587078132
ICAM5	3.54497303788213
ADD2	3.60502990346204
RASSF1	4.95908829201144
PITPNB	7.99692209923724
PAPOLB	3.22929601701761
URM1	5.83987644541372
TMEM106B	8.96998420612614
LRIG2	4.59227475622293
SLC27A5	6.21983513278003
CDKL1	4.77460862638337
PRODH2	3.79841375574099
SFRS11	8.36110058029062
IL7	3.04422500359663
SCN9A	3.28748778629743
BTG3	10.2779764921089
PAK2	5.08421928746172
ATP2B1	4.55506605021832
GATA4	3.62675364545223
PRKAG1	8.09457724952381
FAM64A	6.19866190303281
ATF7IP2	5.24546653442416
EEF1G	11.967208049521
INCENP	3.17426984275302
SMAD5	5.29953294710738
GARS	7.95829914750969
CDK10	4.4374932800742
HLX	4.31387531075163
ELAVL3	4.35003785212797
MDM4	3.04222830649751
GNL2	6.95139464625827
CDX1	5.0207705915315
PFDN2	8.07547653802713
ZNF200	4.73386147873684
NDN	5.8570283000208
PRR3	4.28177130683281
HBA2	7.87825770110562
FBLN5	5.13029969523444
PUM1	7.05840038599977
CCDC88A	3.09634503427652
TNNT1	7.15256755045623
KLHL24	5.69792096473317
HNRPH2	7.20918813470589
RAB7A	5.9622833716485
SGPP1	3.35885586590115
PMS2	6.70849392257015
ARNT2	4.62446963186643
CBR1	8.08136510536758
ITPR3	4.63103602737502
BIRC3	5.43277240542748
NRSN2	4.37233570261235
SPOCK1	3.55784029695716
H2AFY	7.85526666832768
RXRB	4.50617995758884
ZNF638	5.62803585602055
APBA1	3.7793260087042
RAB2A	6.71622644547585
ACTN4	4.80053233157360
FXC1	5.43747283376181
C6orf162	4.82534983863431
HPSE2	4.09043293699824
PLCE1	3.43087413369638
INSL3	4.20536312439044
PTPLA	5.88558327486047
EIF2B5	5.85343625401423
DLG1	4.92038111637818
PINK1	4.97699441496989
TFIP11	4.73248347837042
VPS33A	4.84304924348262
SKIP	5.87955053237234
GRAP2	3.14870868765681
GAPDHS	3.66563746360129
POLR2G	10.0782477384187
CNTNAP1	4.38622747387162
PSTPIP1	3.88572941690032
CYP26A1	4.00665497419763
APOL2	4.58272705904856
TACC2	5.39312816683687
CNBP	10.3644245797506
WASF1	4.2807645411378
HSPB1	11.0337074721795
INPP5E	4.85224974417376
COX7A2L	11.1662127421186
HSD17B1	7.48817749808772
ARRB2	5.07370389806563
CUBN	3.95284653629484
SLC7A6	3.9133531038855
IGF1	4.33520564521714
ITPK1	5.17120535991357
NAALAD2	3.38524285450592
G3BP1	6.74966047311973
HSD17B10	8.70363030218935
NUP155	5.84874728188503
CYP39A1	5.2218630599067
GLULD1	3.65805498026797
RBM15	6.00803702287304
AMZ2	8.07621767675783
GDF15	3.7084087758245
CYCS	10.8504360989082
TECTA	3.64652366346261
CCDC46	3.84504425089924
GNAL	3.26853914484153
LPO	4.33861153609474
GZMM	3.68759300140929
PAIP1	8.09141520856627
DDX11	4.26101024121731
TAF9B	3.22384455057521
CACNA2D1	4.28979967713444
IMP4	9.52789526688905
SH3BP4	8.00381605917285
PADI1	4.65092770775119
DEC1	3.43443887125906
PON3	9.19898975622514
PROP1	3.65922985991668
UBB	12.5113506804427
RPA4	3.04191343641488
TCF25	6.76126482199359
NDUFS1	8.68441305181424
UPK1A	3.71312625948560
AES	6.4221308701764
PPP1R13B	4.3726180065049
TCL6	3.54143591268496
ARL2	7.7927503860184
CD2BP2	6.94359277747405
TOP3A	3.8461950852784
CHRM5	3.46683959063262
FGFR1	4.29384907877064
UGT2B17	3.08617008575138
CEACAM6	4.32308885466021
CERK	5.8635256745952
FXYD6	5.34860606037472
AP3S2	7.16824424911667
ZNF208	3.46764597029798
CARKL	5.66632077890455
HIST1H4E	3.58768379380250
GOT1	7.65908403249312
BBC3	4.97045016874262
CASP6	7.24394680156733
HOXA1	3.45940885420864
RCL1	6.14368977827864
RAB40B	6.78191015311317
PI4KB	5.22889206789418
LRRN2	4.630714831101
B3GAT1	3.56477888278737
OAZ2	5.65727526648742
BET1L	4.11441386702275
NOC4L	4.28561965910301
FRY	3.99820605195793
C10orf12	3.34563643209867
AK3L1	8.36399301159937
FADS1	4.85082264054885
CSF3R	3.8312946782531
DKK2	3.168573119669
POLR3K	8.65759234860052
LBX1	3.64827363917548
ATG2B	4.10089360549362
RHOT1	6.84896938902898
DARS	9.06007545492477
EPS8	8.42234905606835
OXT	3.51979591888641
C10orf56	4.34727194409452
ARL4A	6.93675330456384
CCDC64	3.94433772239006
DAD1	9.129176875176
HERC2	4.74142450123889
HSD11B2	4.25173333504642
USE1	7.95363378417757
FAM96B	9.20573822321949
HNMT	6.62220289088461
PCGF3	4.40318344122621
BSN	4.00941723627278
CAND1	7.02486235639261
ACTR10	9.52311838200385
NASP	4.90167630106145
C20orf4	4.94051935809477
ACSBG2	3.44802616743428
COL9A2	3.86209398070642
RWDD2A	6.43888472616782
PALLD	6.66255646893102
GPC5	3.34159510173104
CENTD2	4.49202039135229
TBL3	4.91547879094325
TLR1	5.20947017334903
LMO6	3.84417245117652
CCDC106	3.98501637950726
KPNA2	7.55506663549743
PARP16	5.35185032491123
PDIA3	8.36268723303147
MACROD1	6.45910625331459
SFRS1	5.64063120150798
DCP1A	5.24322905319654
TMCO3	3.37803668775941
NTN2L	3.5329238611503
CLN5	6.02929211422963
BIRC5	5.988231339701
PRR16	2.91862807092091
FAM63B	3.61893389401658
GLE1L	3.85509820212326
CES2	5.10286636309989
GNAS	8.54393439790402
KATNB1	4.91741542343359
CPLX3	3.48540456752971
WNT8B	3.90988081824419
TSPAN13	9.33964588538071
MRPL52	5.04636434084266
GHR	4.41682896171658
DUX4	4.13091331649495
BCLAF1	6.05273851278699
GOLGA3	4.10072408854005
CLEC4E	3.80844910288969
SCUBE3	3.65229531686804
UCRC	9.77289796584718
CDKL3	5.34284036790677
MGAT4B	5.48371332961477
BBS7	4.29429527280583
ZNF345	4.15227911639129
RTF1	5.14563056632746
SERPINB9	4.18712353470136
DHRS7	5.69456905525208
RIPK4	5.67157475509425
PLEC1	4.07708039036102
PIP3-E	3.90105349853973
KNTC1	4.26244788311366
EXOSC2	5.10247266808825
MS4A2	3.25959486954027
FGF17	3.78000543077688
WDR59	4.55460676703573
LAIR1	3.85271837026798
EVI2A	6.24993039022441
IL17RC	4.22167532118193
GTF3C3	7.43055004708068
HS3ST1	4.2561999045887
ITGB1BP2	3.6421988113108
RBPJ	7.12587992164346
LRRC8D	7.53851020566974
ALDH18A1	7.02165269600535
INE1	3.81930545231132
TPI1	9.50009835452646
FLJ20035	6.85285759527497
GATA6	6.88044624941415
CABP1	3.56685281844544
RASGRF1	4.66707688281797
C4orf15	4.53713840208359
ALDH2	7.99990342850945
DAPK3	3.35959917525242
C3	10.0016114370588
EMP2	8.14936229212634
GJB1	6.7984054492292
PIN1	6.65704002678584
SLC6A15	3.23470152985115
POLE3	8.81040316311038
RIN2	8.08329508965492
CTSL2	4.76283587953497
APOC4	4.7049580545035
CYorf15B	3.21014678175071
TRIM2	6.12446228785498
CP110	4.36482022632612
KIAA1622	3.25633180203997
DNM1	4.46237882789592
HYOU1	6.55866301966774
OTUD4	5.2914802996563
USP7	5.3794430187042
ZSCAN16	5.96731870934848
ASCC1	7.35844033606349
OTUD3	3.36213673268332
YME1L1	9.42332125058452
HNRNPR	7.39753271950104
SERPING1	7.60552303630151
TPCN1	5.00374041319074
STARD13	4.75545373626916
PCBP4	4.77473659790948
ADI1	9.05089834928559
ASIP	3.15725347979471
CDH10	3.57933044070290
WBSCR22	7.89827403800476
SCP2	8.89853625559034
KL	3.00931915718390
SLC35D2	7.01516473293748
MAFK	3.67273522816911
SON	7.26920659730157
SBNO2	3.79114221632521
RACGAP1	7.46365956771139
SC4MOL	9.80633652368117
SLC6A6	3.29848410759515
OBP2A	7.80163090779882
PSMD3	5.13613001080529
ERLIN2	4.81170031858977
PPP1R9A	4.86861591652565
RAB35	4.30854082057752
PDZRN3	5.00980794860864
AVEN	6.9209070690899
FLJ21075	4.09038205316454
BCAM	5.08065425458814
C14orf132	5.29705647228219
PCK2	6.36875168948594
FKRP	3.64502233857579
HLA-DRA	10.4529473940692
GUCY2C	3.30465295463497
RP11-125A7.3	4.38552725210664
BARX2	3.65938460165226
DAO	3.59925568335273
EDNRA	4.16037494876985
