Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B02_491104
Composite Element REF	Signal
RYR2	3.65913053768607
TRRAP	6.1008522304399
TRAF1	3.75680540029538
GRN	7.8121381258424
SCAMP1	5.72710000035662
TRIM32	6.10451141560014
PTS	8.70581839839554
BANP	8.54163371067312
ATP6V1G1	9.51990950973847
PRKACG	3.57473071357458
ADCY6	4.56517054467502
PRKY	3.09437734808547
CYP51A1	5.97697318303941
DDC	3.32834512801382
ANPEP	4.28484301695144
NPR2	4.47812847033219
PROM1	10.1493584154218
COPG	6.62671922816381
OR5I1	2.96491985281871
TRIP4	6.81809403747561
ZFYVE26	4.46466925901897
GDF5	3.95552939201721
SNX3	10.6906892410000
C1orf175	3.18498427296148
CSH2	3.20237316719807
PPY2	3.19559028222961
STOML2	8.1857581959526
ALPI	3.19619297051248
FTSJ1	6.0190366721586
ZNF273	4.41274052021611
DST	4.44165384835310
GLRX5	9.11361373337464
C20orf12	5.08680891619932
CAB39	8.157862066059
RAB5C	5.93144007357493
FLAD1	6.28686905820297
TTLL3	3.35310104688208
MSH2	7.49005136689183
NPPC	2.90835303666084
PIP4K2C	6.8474466100074
CYLD	4.15272721662137
ZEB2	2.92126601325337
MRP63	7.4751849610075
WTAP	6.24543795441414
NEUROD4	3.74123304531254
MGAT4A	4.42845998209139
MTMR2	6.43505367979925
CHRM2	3.20812746752599
TSC22D4	4.78076842233321
PPYR1	3.61500531514887
CCNH	7.21269289094286
USP48	5.15827668896688
NR1H4	3.49855987964542
RASL10A	3.37050396915377
RRM1	7.492693655485
GABRA4	3.12774752520564
C1orf35	5.65940191514197
SSTR1	2.96176920105609
APOBEC3C	5.26881452781109
CTDSPL	4.45029278212486
RUSC2	4.06928553057398
PDE11A	3.64401258919896
ZCCHC8	7.8365783001295
RAD17	6.52964203774235
TEX12	3.00926618486806
LILRB5	3.22884657434687
CD5	3.85895079358026
ARHGEF1	4.16170608801478
ABCA4	3.59931460151506
TSPAN9	3.99809213938409
WDR67	4.99784913027585
THUMPD1	7.35297918789812
ARID4A	4.66539892076403
OPRM1	3.08848708951338
SYCP2	2.88157974653598
CYP26B1	3.62519502241717
FLJ13231	3.65442046311098
VN1R1	3.81930350300805
LECT2	3.14787225011198
PCCA	5.36708462344031
AQP5	4.5105399992312
RAB30	3.21417057573367
OSBPL11	5.41265447543348
YLPM1	7.40102427707391
GNB5	5.33549817047591
CCL21	3.13080823705794
PRKAR1B	4.19708647966699
C1orf121	7.25243647097783
FMO2	4.22616461759499
IL16	3.53306138284981
MSTN	2.76193535725742
VCL	6.29979856564027
TCF3	5.01198252281727
CCDC88C	3.58349623436658
HFE	3.79091510045161
SERPINE1	3.82263812274483
FAM125B	4.53087315016078
BAI2	3.58926070266619
SMC5	6.67546274162086
AKAP5	2.69899349254979
POU2F3	5.24486159095311
BACH1	4.19140401192874
PPP2R2D	6.15781550987542
C11orf63	3.69288480284451
SSSCA1	6.2862124088554
LRRC51	7.14528149485762
LRRC3	2.97089974846440
PORCN	4.17426786137272
DTL	6.77048162192749
ACTG2	4.05303080488975
FAM124B	3.52236146646961
RSAD2	6.54351993601673
CTBP2	9.29813991986268
ZMYND11	6.91331073350972
CRTC3	6.98255027263407
MYH8	3.16312647080720
LRRFIP2	4.83679920721196
TTN	3.38232599353114
RGS6	3.65963176197306
PLLP	6.0693294600272
SRGAP3	4.94873749683196
PDK1	5.49600783466953
NBR2	3.38712331469921
ZFYVE21	6.04775214594745
C13orf1	4.27667805209519
ZNF137	3.8163668127315
CEP27	6.64546472013267
WDR41	6.73976042389756
BEST2	2.92933598536732
RNF121	4.22099760678633
ZNF93	6.18918662137498
MEG3	3.33424654795179
BCCIP	4.63620585547801
OXSR1	7.25872172131281
RAD51	5.03784049700905
RPL13A	12.1410879074990
MEST	10.4057488895782
DYRK1A	5.2135231439035
HTRA2	5.4581323458576
SARDH	3.22858870155034
ILKAP	6.26714986524695
ANGPTL2	3.93817404213727
RBBP5	5.90557210171137
ORC2L	5.55472935832028
HBS1L	5.32286461474825
TMEM30A	7.67254576526754
PDS5A	6.2358611460332
WISP3	7.2084399296895
CRK	6.28302432436705
NCAPH2	4.37207978791704
RNASET2	11.0314748957483
NEDD9	4.6623862021633
WDR79	5.5173425981665
PSG6	3.05853135178332
SMPDL3B	5.5777548486915
MORC4	4.59641465459181
PSMD13	6.69485732888584
DDX23	6.79448081545319
ETV5	5.43072409319561
MYRIP	4.34642161726816
LY6E	9.03739597049463
ATP12A	3.91657225906726
BTBD7	3.47866817049007
AUP1	7.96888190582693
PIP	4.19512300304154
GSTO1	9.74152716300077
CORO7	3.46974800109660
COX6A2	4.15528657889677
MAD2L1BP	7.186681762177
PITPNM3	3.18795972187305
ENPP1	5.8585107467495
SCNN1A	8.29825796830432
LSM1	7.81792058853278
KCNE2	3.48228076038917
IDUA	3.6264922094279
P2RX4	5.70566571082931
PPP2R3C	6.98192877646286
CCND2	4.76465923069834
COX11	7.04148369908442
CUL4A	6.63135548675444
CFB	5.83812182339537
PDZK1	3.45515749725374
PCP4	8.58073908091142
UBIAD1	6.028700298182
CDC42BPB	5.60268493468779
ZNF323	6.05216303991768
RIMS2	4.72606012968779
CXCL6	3.22576699702953
SLC34A2	6.4503796319649
RNMTL1	5.79551791918874
NPTN	9.19612196427545
SART3	7.38469891963304
UPP1	3.21880325233026
CAPN10	3.66716515397314
SLC6A9	3.71624947570235
CCR5	4.29276366636723
NDUFS5	11.7012857305148
CISD1	7.98961286693864
PDLIM3	3.72352325733729
ZNHIT3	8.04234221073524
SNRPD3	8.62826808397805
VPS24	9.29590020552826
SCN8A	3.12650692601471
KIAA0701	4.72901937498956
UNC93B1	4.09883094586321
GMNN	7.8076353739313
FDXR	3.62405167522721
SPCS2	10.2971956043286
CDCP1	3.97001221378221
PAX3	3.45140620362207
PNLIPRP1	3.29302969180488
LASS4	3.29125165434901
HSD17B8	6.99392198860551
EYA4	3.96228981527516
PRKAB1	6.90570429909718
KIF20A	6.83305008794226
YAP1	8.18403464065692
SC5DL	5.36597782426876
NNT	5.35344879332487
DKFZp566H0824	2.99849918695365
ITPKC	5.07196818162048
ST8SIA2	3.15363181254076
LMX1B	3.33535123370121
RAD21	9.95923062478589
SNRPB	9.4831854797938
MIF	11.2130873058387
DLGAP2	3.16677558324983
PFN1	10.0011116114564
IRF8	4.01274199773447
PRO0132	3.10817410801441
MICALL2	4.45342751683762
ZNF654	5.75706685006523
SS18L1	5.47086537614499
ACD	6.62089367577013
BCL3	4.16041834475432
SLC16A8	3.7246893281781
ITGB3	3.27926965483257
MRLC2	10.0988195435327
CEP152	3.75256246253201
F2RL3	3.24332044395625
CLIP1	4.6811863928962
ZNF75	3.97678103296538
SF3B4	8.05940602381967
ATP5C1	10.9676048197787
MAP7D3	4.72101864315251
SEMA5A	4.04823025240552
PSCDBP	3.1894270498597
UBP1	8.44231811838562
XYLB	3.20031868632553
C13orf15	7.71632076239142
ZNF282	5.68772337648116
ZNF222	3.71215825531339
COL10A1	4.88497499740696
MFSD5	6.5265028210352
C20orf67	5.18435826686226
NLGN4Y	2.70909769931204
INHBC	3.42119216621649
GNG13	3.00793816574906
NUMA1	4.27427150200855
F12	3.92066951011828
C1orf41	7.06670823623924
SUPT6H	4.80702556225745
GSK3A	5.25016958274592
GIPC1	6.64043173780425
ELL2	3.53702924148004
C9orf167	4.27832353816163
PVRL3	6.40688255273625
ADAM20	3.44847503655918
GPR87	3.11834768727570
ZNF770	4.31604835676594
SMR3B	3.03830699362422
FZD1	3.77798104797343
TRPC4AP	6.00138981008534
MKL1	3.82307106843111
C2orf28	10.1739686417156
LAMA4	3.83519594820012
EIF4G2	9.17324419086643
ZZZ3	8.00242910063656
C16orf5	3.70924581645355
GALNAC4S-6ST	4.4437085880614
IGFBP4	4.97105223851604
NDUFA10	9.00237845021712
CTNNA2	4.90319654432984
NUDT15	7.69909148522496
CEPT1	6.62836009688685
CLIC2	3.79429488465256
RNF13	7.78870091071357
TDRD1	3.39305770821425
KCNK5	4.96451511649513
CCDC92	8.37707718362008
ETNK1	6.4599642287551
CD69	4.13879237997506
LTA	3.25135425908947
TTPA	3.08978714455599
MYOZ1	4.56468609600576
IFNB1	3.22234107131685
CLNS1A	10.1326737113424
SC65	5.04816654729866
CXorf45	3.61295103957346
ZXDB	3.12436367974927
PEX5L	3.13430645373850
EPS15L1	6.31229829484287
GPA33	3.89420346659955
MGEA5	6.58366964396524
HIST1H3A	3.13233435695506
BCAT1	5.87612729689459
ING1	5.11716351362028
SLC2A9	4.02219609533083
ORC6L	8.04278388038814
PRAMEF12	2.99987926312710
KLK11	6.46234624871562
C19orf28	6.67485064515073
MAGEB1	2.88102627640384
MED22	4.20695621156953
ETV6	3.984648965727
CEBPB	9.15681449690611
KRT85	3.60595057559016
CRYGA	3.30466116997865
HMGA1	7.72224376407367
CAPN7	5.89971131276506
MGC5566	3.75414852642681
GEM	3.83359495870763
NANOS1	6.59302620359488
RANBP2	7.47746307252874
APITD1	8.15615006144854
LIG3	5.14384560442425
IRAK4	4.55113300213018
PARD3	5.54401826682322
SERPINI2	4.17745710160031
TTC9	3.637367145582
MLPH	7.54010083526725
RETSAT	5.45237184018221
NRG1	3.45759880842121
CAST	5.71833616268173
TBC1D9	6.44569562794743
TTK	8.03684770565741
ZNF557	3.51484212862398
DDX41	7.12518389402516
TGFBI	7.24988237340324
PGM3	5.67318979450137
PSMB10	7.19279170719846
UBE2D2	7.00710000252362
GABARAPL2	10.8847913371562
DGCR2	5.38248497853567
UNC45A	5.27766525681171
CISH	4.97447787256248
OGDHL	4.48825449558745
SPINT2	10.7928451912045
CASK	5.42956521924957
GIT2	4.6528827104158
CLDN18	3.42180340107252
RNF128	3.11417808427634
NCAPG	6.58563330639428
ABHD6	3.81384566568995
ATP6V0E1	7.12937138383842
C14orf161	3.16758536429356
UTP11L	8.28550212409371
GCNT1	5.73713674114836
DUSP9	3.66376883479720
TM4SF5	4.04487917480801
SUCLA2	6.60497008748999
NANS	7.55214078734039
OLFML1	4.10996277074906
ATP10B	4.35382054562877
SCNM1	7.73323290799331
NPAS3	5.01415757089778
AMD1	8.59322446386964
GGA2	5.03614174463528
PRKCA	3.90669181583249
TRIB2	5.19762615879638
SDCCAG3	6.56691121727357
TTC1	7.30853623790074
GHSR	2.83955212130904
ATP8B1	4.69379447955138
HIPK1	6.55719080425789
C1orf78	5.43665143977354
CLN3	6.31850116047914
STX4	7.04977112532658
WAPAL	5.94990105264841
TUBB1	3.2845747715276
SCN5A	3.35035976232338
ZNF192	3.64574582529004
SEC22A	5.40713587006533
DPY19L1	4.89288008251726
C11orf9	4.79345953663421
GRIA2	4.54659388751713
VDAC2	10.0806700297800
C8orf44	3.30539632342780
ZPBP	3.08815012252376
NUSAP1	8.19705422452104
LANCL1	6.43247040958546
FGF23	3.81093243909874
PCNT	6.44790639497799
BCKDHB	5.65228612497733
IFNA8	3.37181811271791
BET1	8.11913981653738
SPRR1B	3.16563634179423
FLRT1	3.45526864113845
HDAC6	4.26102502371183
SNX17	7.82968006159044
N4BP3	3.04897770400322
PLSCR3	7.07561118531768
TTC30A	5.16047789669331
CRISP1	3.17929697711351
KRT32	3.57819829828656
GHRH	3.10136965397080
IL11RA	6.97712485779261
GDF3	3.27883168873466
RPS6KB1	4.94489253817332
POLR3B	7.23885893892192
TOP1	8.05447812908653
DNAJC10	7.27419925909121
CRCT1	2.87236235642274
ADIPOQ	2.96063700915142
MPST	6.14156911948544
DPM2	5.91946021476721
FAM38B	3.80541109365547
RIT2	3.20105839714931
SLC18A1	3.18295561453197
RPS17	12.3560642338079
ABCA3	4.98972606527157
CD44	4.16500924493442
FARP1	7.11490913950122
KCNMA1	4.86592324221399
PAX7	3.24175234102423
TUBD1	4.00332300247303
NARG2	5.72919368044714
GNL3	8.89278681198387
BTG2	6.26510894480804
ITGA5	4.48206357283537
NDUFS6	8.80693384708534
MEFV	3.4013382659424
TUT1	3.9759771155609
ERAL1	6.54195043818272
ECHS1	10.1175405384981
NMBR	3.35176326609483
VPS4A	7.02781220301304
ABCB7	6.51228583149665
CYP11A1	4.22604066702285
PFKP	7.77585368013391
C9orf91	4.47666216292367
ABCC6	3.36486536748595
LRRC41	7.09007735876039
ATP5F1	10.8012443793725
GFOD2	4.71289659567159
MOSC1	8.02103688969426
NCF4	3.30105934197577
HYMAI	3.40766246691403
SLC25A3	11.7300533829741
NAGPA	5.52525458805982
MTHFD2L	3.87700697436936
ZNF646	3.63291889547707
RAB1B	7.98903625772146
IFT122	6.11724120973325
GALNT3	8.2064627900832
LDB3	3.71295052641181
GARNL1	4.99156941927411
ALDOAP2	3.02737470035376
LRRC6	4.64828538049315
NTRK1	2.97931476239924
ARTS-1	4.39792761420189
UBAC1	6.72357366774498
SLC6A11	3.21685936343588
NAP1L2	3.99844917312602
EPB41L4B	7.38618510168922
RPL19	11.7376768766280
CNGB1	3.30756340887526
LOC643641	5.24695408917794
FAM134B	3.2346736127701
WISP2	3.57594634332894
NTSR1	3.31960569912611
HS3ST3A1	3.60943408665772
GPSM2	6.35760274280257
PRKCG	3.15407964744804
CHORDC1	8.25714092192085
MON1B	5.73552080143467
TRIB3	6.35644377590077
SLC2A5	3.81816856143761
C2orf49	6.4136192784222
DDX5	9.73550809634196
ZNF446	4.72950540644532
MLF1IP	8.38589688519302
SLC26A1	3.17807637998867
RGN	4.54173141807117
COL4A5	6.89897035066368
CCNB1	8.74024223309389
CCDC28B	3.49691642008376
RP11-35N6.1	3.33469365143523
KCNK3	2.77582927173142
ZFP161	4.7460181954322
FGR	3.83027234590021
COX15	6.00900795969948
EPN2	4.58963000398908
AQP9	4.20877672949119
XK	5.58436077994271
SLC15A2	3.74801089166960
MREG	7.52633052163673
HEPH	3.87789818843751
THRAP3	4.30763650150202
MET	4.27393414778619
PDLIM2	4.65982652060641
ING3	7.14276739746058
PHYHIP	3.3921713120235
CCT8L2	3.35980692233291
ADAM7	3.31809963891472
COPS7A	7.52768519724334
WSCD1	3.93274289586013
SLC12A8	4.15723574414371
RNF185	3.61827548518202
TNS3	9.04809585296038
IGSF3	7.12696782654393
SRPK1	7.4861324959275
MED13L	5.68270403681369
LOC93432	3.36712089319356
C7orf44	6.64780423739969
PTCD3	7.80537310755061
RPL7A	12.3828363985666
TEAD1	6.10068719952538
ARL6IP1	10.27876208382
CTAGE5	4.655973169117
SLC25A14	5.49210806674131
LEP	3.02431268893771
PCDH21	4.16003543016447
CACNG5	3.07968545741046
ECH1	7.02150410638063
MAPKAPK2	5.50052936854638
ATXN10	8.30151656892287
LHFPL2	4.57945820000995
CCL22	4.23971811610612
ACTR8	5.55986962493068
PTPN22	3.02541468715832
CYP2F1	3.10670462036127
ITGA3	4.50383823060981
RABGGTA	5.15138358213231
KIAA1033	6.3244342494296
ZNF510	3.7680236556339
SLC26A10	3.72606002571522
STX8	6.8348149351168
RUNX3	3.34451034005701
EFNB1	3.87343923098676
EIF4G3	5.93148894839454
ACSM3	4.22288214479828
C5AR1	3.57905128753697
SIGLEC8	3.37743945552963
ASCC3L1	10.2653834093117
ZNF623	6.41732679185302
A2M	8.84579734971582
NOL8	6.39374643116482
GRPEL1	7.38772982903553
LMNB2	5.37877732521
ROCK2	4.47832637560332
SNX16	3.62422184036770
Magmas	6.37180429005702
ANXA3	8.54757166608785
C11orf2	8.63168708560029
VKORC1	7.72837633773944
TRPM6	3.23624329224742
KIAA1609	4.45502250738705
FOXK2	5.83233811585703
FEV	3.44219078251443
EED	6.36713916106958
RNF32	2.90256354197155
PDCD5	6.93635361875243
SLC8A1	3.33937105574902
HES1	5.68345396114297
DGUOK	8.28856942955017
CLDN16	7.55103745539332
CLC	3.25223563059152
ISL1	3.56530409694651
C1QTNF3	7.14788187422904
GAGE1	3.02574551111235
KIAA0528	7.45084299448193
VGLL3	3.03861880060121
MANEA	4.60424373050021
C1orf61	3.57747135664746
SUPT4H1	7.15576215262376
CD1A	3.75238513863304
ASAHL	4.1227581808103
TRAF5	6.79971738406285
RAPGEF6	5.0530266604922
WHSC1	5.6785524305961
NEIL1	3.16342579751088
KIAA0020	7.39172083085083
C16orf45	3.98883816838399
GFPT2	3.67691746125365
RBM10	6.70516925911763
MRS2L	6.11961938108503
DNAH17	3.57132156029877
STARD5	3.24369713362098
C19orf10	7.71726631238868
SIP1	6.4930861969343
DNAJC15	8.23336280208876
C1orf160	6.4570515429031
SLFN12	4.52216124779721
STAU2	5.65075891106414
FAM98A	8.07945743927988
EXOC3	6.22024029672582
RAD23B	8.01827608932797
HIST3H3	3.50514632402790
NCOR2	4.32213335877646
TNFRSF9	3.29454110448532
KLK8	8.6867832589921
NOL1	7.09478549771107
ALX1	4.07912258931576
CCNE1	9.03739178093892
PKDREJ	3.71969431791603
TIAL1	6.1086019814832
WHSC1L1	3.84951725351277
HIST1H1E	3.51261461262952
SMUG1	6.079927595667
TM4SF4	3.48954837048000
NPY6R	3.43267111007071
UFM1	7.854473888048
AP3M2	6.32646802786598
USP14	7.79468793893908
CORO2A	4.87929849127081
ETNK2	3.79119896486192
APOE	4.48246283292148
ANGPT4	3.59450947365172
DSTN	10.4124314586119
SFRS14	4.83732110304426
FRS2	3.30458305269972
NR2E3	3.26400669734474
ST8SIA4	3.50833943883613
GMPR	8.00598922944996
TUBB2C	9.25060448179865
LOC730092	4.52351481708556
ORM1	3.18730555276589
HSPD1	11.355861053789
C5orf13	8.2772455360909
F2RL1	6.59296223917698
PLEKHA9	5.41275757352766
ZNF232	5.97422253633976
SLC6A7	3.52744097221554
ADH5	8.67348991962364
SHBG	3.32431722476459
DSCR6	3.34018234549216
CROCCL2	3.42430688817288
CDIPT	8.98631114063068
SLC16A5	4.86968420162172
TUBB	10.6674864586888
GAS2L1	3.64555212474878
TOR3A	6.5564024429383
PREP	6.45375755566804
RFX3	5.09198379039911
CHMP1B	7.85029148874022
COPS4	8.08092761263141
MYH6	3.39509830467007
BCHE	2.88795453134870
MAP3K13	3.52876301582125
LCMT1	8.09371091728595
EIF1AX	8.53712157221421
SLC24A5	2.96615107565007
BCL2	4.11507032847175
HBZ	3.35276856976215
HCRTR2	3.36576375667875
TJAP1	6.24260180237168
MAPBPIP	6.36736635678253
TMEM156	3.10942402937118
MYO15B	3.48281718679329
ZNF239	6.45781169611121
KIAA1324	5.68298879902735
PLCL2	3.80103385199083
C4orf29	4.22543355241454
SNX19	5.77912939547796
NAALADL1	3.48295316959768
DUSP5	3.7739483823906
GKN1	3.77592609934229
PXDN	4.34984664178718
FCN1	3.70929609708258
SLMO1	3.85777137456125
TNXB	4.04651022553691
C1QL1	3.24031095155409
BIRC7	3.64703302019512
A4GALT	4.14247964597444
TIMM22	4.78268043588101
ABHD9	3.50112856193611
TOMM34	8.21916527010182
ZNF35	4.19623680348503
LIMD1	3.36165040528174
CARD8	3.90762841885891
KIAA0286	5.56193396538765
CD6	3.75942924861949
RSRC1	5.85613644710642
TOX3	3.14514837453788
C16orf35	5.02098739687369
CRHBP	3.38450065508427
PTRF	5.896156652562
FBXO24	3.04850816005817
CHST11	3.11293609353133
THRB	4.77620449273986
RNF39	4.44172399917902
MYBPC1	3.1592857745846
PSMD11	8.22674291283206
ALAD	4.45670834699428
AQP2	3.44545960093337
EN1	2.90211101697475
GSTM4	4.08792505656493
ZNF187	5.70053845926245
CDC42BPA	6.52441067254898
F7	2.98736386225251
CNOT1	7.16795173772318
SLC13A4	3.42383646099233
ZBTB11	7.03635759408577
B3GALT5	2.81632003099964
LUC7L2	7.3715627708501
SPTBN1	4.7909248418225
EXOC2	4.63967235400626
LSM4	7.19708122887842
IRS1	7.52595193994531
TMEM1	4.22139020065436
MRPL34	8.72762188774877
SAMM50	8.5570166372158
CDC42EP3	5.24931979226657
HSF2	5.0954879726519
SRP72	8.16598542874775
MFN2	6.38279841133853
TSPAN7	8.22274892189005
SGK269	4.52775582032153
NUCB1	6.20531464525836
RHOH	3.19994187613857
MTX1	8.35415762411524
CENTA1	4.45843026964124
ATR	5.41661831432759
IGLV3-25	4.17103642195405
DDX49	6.01090247296096
TACR1	3.41850145356523
SFRS5	6.46656455713714
THAP1	5.85715201412306
RHBDF1	5.04625908153657
RASIP1	5.32680758081073
DPYD	3.32254806230534
MYO5C	7.25017102877116
DOHH	3.32396018594007
POF1B	3.65811383416868
MAPK10	3.35200569701928
ZNF552	5.21390695212144
USP32	4.71492925036461
MED27	6.79975206154964
NCAM1	4.26790623578293
LOC171220	4.74078614737462
PRDX4	10.5154438302027
AGT	3.94252649653505
SLC22A14	3.57991355264101
DAPP1	5.97039724198284
PILRA	3.58457009760635
ATF7	3.74074498011337
ABCF2	5.12394345477838
KIAA0748	3.37320156938155
C17orf85	4.91735213717699
TKTL1	3.60841682075969
FGF1	3.65783131354642
IL6R	5.24650562076561
CHRNB2	3.82185843457245
COL7A1	3.93058314264744
NFIL3	6.87260171048306
LRRC48	4.27488016136416
TM6SF1	3.5836687259018
SPG20	7.17754697655438
COX10	5.08224716585967
DNAJA3	8.02334303244133
ECEL1	3.86796943933319
GCA	6.37000342088975
GLG1	9.1785802122851
CIITA	3.50459110505187
CLDN6	5.39162801713799
EPHA4	5.57492665479303
FANCC	4.36325731122262
MUTYH	6.85347784985461
L2HGDH	4.75744321789013
GPATCH2	4.94631501531434
PSG3	3.21980471136095
ZNF227	3.52565772412368
MRPL15	10.5470445460303
NQO2	7.00616939440721
C21orf59	9.22354940052901
ZBTB20	5.13063198799347
NEU1	6.6847731215767
QRICH1	6.92010638908175
C2orf34	4.63077425558147
UBE2L6	8.64144002655285
HP1BP3	4.8762385156475
MED14	4.58239400521173
TSN	7.57574880971688
TPBG	7.9637926888664
SPRY2	6.72108186970577
LZTFL1	7.79770436551632
OSR2	4.44032527724076
KLHL7	5.39055327674721
XPC	6.18296879487701
GMFB	7.63278214126037
PBEF1	7.56905002672304
CCR3	2.85915692452732
AGTPBP1	5.89568057489372
TMEM8	5.44539670439461
PCSK6	3.38311599599714
STAT5A	4.10647747852549
FAM18B	6.40730277837308
PTPN2	5.79356788836362
SF3A3	7.54329832171774
EFCBP2	3.80999720099547
HCFC1	5.62006194422544
NFYA	3.93447222499114
PBLD	5.1489807744727
PIGF	7.04954098832574
AHNAK	6.4657712709813
ACTR5	4.21149904733143
KIF14	5.59465571240194
PTGER1	4.29836565810173
NOS2A	3.22177133201878
TENC1	4.68327511157881
YIPF2	5.70948668472787
ETV2	3.55124696913888
KIAA1012	7.85650883187075
C17orf53	3.85388527338556
AHR	7.95985737651628
PTPRH	3.38975119163875
ATP10A	3.97104943101977
ATP6V1C1	4.81248208702786
DPH4	6.5034165754201
TAS2R3	3.29645247806873
C5orf5	5.70606858969881
KCNA4	3.99805726638982
COQ10B	6.39354377649732
NMNAT2	3.23030810750599
PSMF1	7.7293323834931
SORBS2	3.75236584300796
NFE2L2	9.76185249557064
SH3PXD2A	3.56760740927167
NRF1	4.34519717527255
SPINK5	3.87050695545333
SH2D2A	5.00048284647419
PRDM12	3.49562243042545
RBBP6	6.97392722833351
OPA3	3.27320498271157
PAQR4	7.3932887158252
IFI27	10.5201482972445
SKAP2	4.33255481230563
TJP3	4.06736542500102
C9orf61	3.77292695311561
MT1G	9.8566362945724
HS1BP3	6.73284147737332
IDS	5.16750803582055
PARG	5.51766614462653
OR2B2	3.10524882334442
DYRK4	5.38397423260785
MICALL1	5.9908958961841
GALR2	2.96412507695308
CHRM4	3.41351869522739
RIC3	3.45581031364554
GPBP1L1	7.53913928262325
ART1	3.62934361187865
TBX21	3.39085617357783
DUS4L	5.65733131702091
KCNJ6	3.49254404121892
TNFAIP6	4.21424321944387
CCT4	11.0400348153194
RTEL1	3.61898585497235
CASP5	3.85115397488191
CHMP6	4.11301051909591
BRD4	6.90944715573761
NDUFA13	9.08315011783285
CYP19A1	3.22220470234533
CD151	7.37866449450133
DOK4	4.00920534974462
FAM26B	5.32542569369976
ARFRP1	4.22669147247108
MRPL41	3.25982600152629
CRYBA1	3.1852208649102
HRH2	3.41249516276245
KIF25	3.58583384560955
MTMR6	5.69647688032741
SCAMP3	6.9794356624694
MTG1	6.26940565987913
UBTD1	4.04074255262443
SOX9	7.36361946063665
CRABP1	8.50818357850446
FLJ33790	3.37299175829244
FAU	11.8968638706328
DTNB	3.79461576141588
CARD9	4.16777124192348
PACSIN3	4.7312350136374
OMD	3.16444111047921
HOXB8	3.10991735209685
NSBP1	3.74616010952141
SLC4A5	3.36912577832499
FBXO46	6.04909190776994
UGCGL2	3.81463389973864
SVIL	5.24295978730427
OAS1	5.94323406906248
PHB2	10.8723021359035
NDRG2	5.86833426067683
ERMAP	5.22897131129271
GRIP1	3.16572143664999
APBA2	4.43481526901200
TCF21	3.690806657838
JPH2	3.31479785185596
DLST	6.03577789729482
SLA	3.96036453919714
AMELX	2.91742134215017
WNT6	3.52577993310825
ATP2B2	4.14050059894971
CPVL	4.69527959410785
RGS20	5.50019356560054
TRAM2	6.8212807890233
ZNRF4	4.55609518923086
ZNF419	4.48766624327071
LXN	6.41065889044481
TLK1	4.94662495241497
UPK3B	5.6098965300823
MTMR12	5.08624298891903
KLHL21	7.05993654504862
ZNF384	5.36279155692873
PI15	3.44902052515987
RER1	7.51790878689025
ELAVL2	3.22953689469573
KLF2	5.11442022181954
RPN1	8.05585484570935
PMVK	6.73118259093889
EIF3D	9.80040109794785
SIX2	3.5511853506074
HPS1	4.43475915914556
RNF7	6.95495425515993
TFE3	5.08442319660167
C11orf17	4.82643860816414
SNRPC	9.18154932245528
KCTD13	5.30102597939265
DLGAP1	3.48917410183812
PGLYRP1	3.62481095883115
IL8	3.889632721448
IRF7	7.10814586581568
SERPINB13	3.05368712720626
SET	9.6600030761423
NAB2	5.77679143349739
MGC40069	3.55541799421547
BLR1	3.56280395748542
LRP5L	3.79360539283561
FAM120A	6.39720640923626
ASCL2	3.26435439923422
PCDHGA10	3.62316157981465
SHH	3.26403863556853
SH2B1	5.55125060748417
ATP5H	10.0576525137369
THPO	3.39270117149627
HIST1H3E	3.37620290749993
TYRP1	3.69515882293945
EIF2S1	6.57730261786432
RFNG	5.7113560955318
RAB20	4.93287352780382
TNFRSF17	3.78292504435714
RBM7	7.36089703701635
TMPRSS4	5.15808449754999
NKX2-8	3.03346820469672
C1orf115	5.90219871743318
TAF9	7.38962280612664
TERF2	6.71128487822773
TNFRSF1A	6.30637214420834
ACADVL	5.76010723797232
ISCU	9.52184541581436
KIAA0841	4.9325052955843
GTF2H5	9.01257322219192
EDG8	3.00443034289865
RAB15	4.36168199343724
HBP1	5.62078306689951
TNNT2	3.42954580953575
CECR5	6.92132386102847
JRK	4.72510264058478
PHGDH	7.58458236898722
XPO4	4.80019044746412
ARHGAP25	4.55137723965595
CA9	4.61386217694886
TLX1	3.40621110502351
GPS1	5.58373585775038
RPS29	12.5334660271084
MKLN1	6.20936396906627
ATP6V0A2	4.85531524606763
EMR2	3.16805858549457
KIAA0319L	5.43268971327314
DOPEY2	3.96352963361489
SLC29A3	5.18844200425165
LGALS4	3.77382627554112
SDHD	8.45461972091899
USH2A	2.91350741650224
NF1	4.28118267336754
IMPAD1	5.67032938174939
APOBEC3A	3.58899764212785
OLR1	3.61519249410356
HCFC1R1	6.1057280721931
TAOK2	3.86339815742944
NRAP	4.00108411516438
PPFIBP1	5.13571695666311
LYPD3	4.25307042913844
BCL7A	4.43356723151747
AGER	3.43252673596854
MCM10	4.16989992997581
MAP4K3	6.36212174650493
PFTK1	5.30761496318505
CBS	6.47278242357242
CLK3	5.63233940346495
KIAA0753	6.42497073702284
GABRE	3.25567233821629
FIS1	7.75562599771305
ELF4	7.821065280456
C11orf49	8.8206043695477
CLIP2	3.55505352518843
CLPS	3.73811504653762
PPCDC	4.7043480038362
