Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_B02_491104
Composite Element REF	Signal
INE1	3.65698712801476
TPI1	9.86694373311718
FLJ20035	6.63603743007489
GATA6	7.0940043716804
CABP1	3.39129446773430
RASGRF1	3.63039123018198
C4orf15	7.01285382196623
ALDH2	7.90752179435516
DAPK3	3.48092132270141
C3	9.8157641987411
EMP2	7.7294471120611
GJB1	5.54770321011895
PIN1	6.11507032847175
SLC6A15	6.61382486590413
POLE3	8.24866579990493
RIN2	8.31545005187879
CTSL2	8.17224512993435
APOC4	3.94638525452041
CYorf15B	2.97824785558967
TRIM2	5.55544830396617
CP110	5.77057054239974
KIAA1622	3.13368016571123
DNM1	4.09870487283283
HYOU1	7.83230971852732
OTUD4	5.99201056433745
USP7	6.69791121082216
ZSCAN16	5.66673674467954
ASCC1	6.64642500080494
OTUD3	3.70196685638181
YME1L1	9.63855744040134
HNRNPR	9.4592114640473
SERPING1	10.0768079329740
TPCN1	6.00885190845445
STARD13	3.86884167249731
PCBP4	5.68233980637994
ADI1	9.41872289081974
ASIP	3.18770123065621
CDH10	3.52529987778084
WBSCR22	8.41874013087653
SCP2	8.61493243567016
KL	3.22484428342258
SLC35D2	6.35165531125708
MAFK	3.42118330397486
SON	7.75315675209257
SBNO2	4.09338596897933
RACGAP1	8.24142373492306
SC4MOL	8.3953559223401
SLC6A6	3.27630646904436
OBP2A	3.69442675668924
PSMD3	6.20228467616383
ERLIN2	5.19307952668895
PPP1R9A	6.70891337322375
RAB35	4.50735550733514
PDZRN3	5.01472269648970
AVEN	6.4004720587247
FLJ21075	4.03830766352884
BCAM	7.30255609521886
C14orf132	6.3907305099395
PCK2	5.70220027500042
FKRP	3.42680731792418
HLA-DRA	9.05468678189134
GUCY2C	3.18376469480084
RP11-125A7.3	5.78179522042717
BARX2	3.49559925410378
DAO	3.22176499048624
EDNRA	3.95864236071993
NIPBL	6.85508755348544
ZNF331	5.27950955853153
PPP2R5A	5.87757911843482
HMGN4	8.85395740039206
DDX39	9.28127565380695
EFHC1	7.73396530050164
EIF3M	10.2601488635235
SLC17A3	3.31990815549642
ZNF24	5.30259318738808
ASCIZ	8.1189062303499
FNDC8	3.16630040837302
ESRRA	4.79978802250741
PTMS	4.6082605757281
PHF7	3.71878682871362
PIP4K2B	5.26964335741173
IRF3	6.21098964463794
GPR19	5.49954447358185
HHLA2	3.38639023990678
GMFG	3.68405845846388
BDH2	7.15821026483677
APOBEC2	3.59026323114154
PRSS21	8.31928236584467
PENK	3.5407146774362
PHF16	5.87650551808962
ZMAT5	4.47327482204273
SMAD9	2.99310933788289
SLAMF1	3.31173598307903
RGL1	7.61787063525233
DLGAP4	4.89035242223283
MBD5	5.70978356002269
PHLDA1	4.49685633677326
BACE2	7.82647323117507
APPBP2	6.03232962838941
LIF	3.48670320899684
OXTR	5.58353158361347
ACTC1	4.0765678800015
USP19	3.61850256824363
SUV39H2	3.28753907667018
ERO1L	5.42055330315715
ZNF395	7.03603036911844
CNTFR	3.59621250922526
HIST1H2BL	3.14399347581083
WNT3	3.56119563294238
ZNF549	3.35755213884844
ZNF467	4.23563870405806
SLC25A21	2.93785770540569
IL5	3.21854121300502
CLSTN2	3.67436718221173
LSM12	6.27712362676523
KRT37	3.23572488065921
NACAD	4.0707903356965
NAG18	2.79316916944306
PTGES	4.17716584394812
GDAP1L1	2.88516124153192
MFAP5	4.71984458824497
OPRK1	3.29090081641835
C12orf4	5.15928377251811
NTAN1	5.87627074593307
CST3	10.8229369109679
WDR6	5.29771841930634
NUP88	7.74963101457616
CD300A	3.67368163055278
FCGBP	5.11376028558047
CNIH	8.95591245282405
VASH1	3.98885220710653
DHX16	6.38690973150319
SLC35A5	6.73201046056073
CLEC3B	3.45801040468377
ARL2BP	5.75418197149769
C10orf79	4.20598947743057
ZNF79	3.87028193034565
CRP	3.38559636805509
OCRL	4.75485468495255
GLA	5.78947424385485
NEBL	3.34488061086198
HSPA8	10.7652971277051
DIDO1	5.6463276499661
PLA2R1	2.81919453276644
NGDN	7.35000195995232
CBFA2T2	5.70317667167929
SAC3D1	7.5605003041587
PNOC	4.27767873466251
PIGP	8.27927404799366
AGGF1	5.52156198248649
PRRG1	4.43637783437103
DPF2	7.89120872777623
MYH13	2.84140416010137
TMED9	8.0554931234325
TRPV5	3.66629314473377
UGT2B4	3.0629516103588
PJA2	7.17250243748401
COLEC11	5.71611945478438
SCYE1	7.78002436025158
MED12	6.10522931751812
CARS	7.83443430362395
MYH1	3.14485923097138
CYP7A1	2.75947659125666
PHF1	6.68938401348052
LOC644096	6.51064852681683
FRYL	6.99788383606642
RHOBTB2	3.37753729041798
MMP27	2.98718280822101
ZNF432	5.22489946863601
SRD5A2	3.71013041553774
UTP14C	7.2625614333504
RABEP2	5.42529659155038
VWA1	5.71766387358893
FUBP1	5.56396231709993
IGLL1	3.45970638947618
KIAA0586	4.14373383472968
IL27RA	3.62937351944758
STON1	8.6104098568822
IL5RA	3.43871229626587
PERP	9.18074491600639
SMPD2	4.39090627857336
TNFSF12	3.92678351874131
FN1	6.87236038355944
MTR	7.29574791872633
CSRP3	3.28347896521851
MMP20	2.85178982827476
PHLPPL	4.97819093638097
CBX6	5.04081293945497
DHFR	6.2280297945093
PRG3	3.22949127478788
ALPP	5.79381065797833
ASH1L	4.34107994001146
CHRNA2	3.93431671882557
PPP1R12A	6.4955633910617
RBM38	6.44670547329035
ZNF7	7.13593453307737
RDH8	3.39549648111232
GPR132	3.50743402878148
DGKD	4.77603698107204
TPMT	5.53621638124349
ATP1A1	8.92032404865466
SERTAD2	7.53369533455442
C5orf4	5.95841589164535
ZNF672	6.24503342127122
PLXNB3	3.58920743135006
FAIM3	3.76213818096099
UBQLN2	7.51118368140394
NR1I3	3.40138462267342
ACVR2A	7.05376616406765
YWHAZ	9.4820119798294
LILRP2	3.47114405745416
GNAO1	4.18234736970258
OPA1	6.02661917712179
RPS6KA6	3.55332297254112
RPL10	12.2475233881351
MMP23B	3.58702115407195
PFKL	5.72949586375362
TMEM140	3.89608050547776
AURKB	5.71435715465609
IFI16	9.4267684239545
CSTA	5.86204629302522
PRPF39	4.98719538817669
DISC1	3.79275564762133
USP4	7.55694193765914
OSBPL10	9.1147831931225
CAPN6	3.66302098746354
CLTCL1	3.4606527413749
NUAK1	5.94669829950883
ALG6	6.95832481609802
NPPA	3.72930873126158
LAMB3	6.56875913728315
PPL	7.08829944597984
LRTM1	3.21911045610399
RRAD	3.58091040768509
TIPIN	5.85941582650288
CARD14	3.34895826765708
RBM9	5.63520940304071
LCN1	3.39318893136125
RALGPS1	3.76783468744067
NCOA3	5.28853563607051
CCDC6	6.95026505002304
RASSF4	3.58421188785537
MTHFD1	7.71847162812379
FCMD	4.93203340290881
IGHD	3.46548968147907
PLA2G6	4.54329832171774
TPT1	12.2268911977795
S100A3	3.52056712932837
SEC63	6.66986472444467
C10orf59	2.87014484726439
TOR1AIP1	6.32499149723121
PAFAH1B3	6.74051678926691
CEBPD	5.95439566334
ZNF107	4.9033315341828
ALDH6A1	7.91348331195047
G6PC2	3.55928815736903
SNTG2	2.90994360931431
GRWD1	4.79227964309432
FLJ22222	5.54849269289058
BCKDK	6.04583913372718
CTSB	10.0705179979348
PFKFB1	3.17191541617964
ZFP36	6.21610920503562
SVEP1	3.41201440476136
PXN	4.27113000434287
TNF	3.22132957024574
SIRT2	5.51127442316423
C5orf21	7.08547391798599
VIL2	7.53538099142648
DIXDC1	4.43583084927377
GANAB	8.4834491213122
PDSS1	6.05353699495477
GRM6	3.14622713527616
NGFR	2.88718788500073
ATP8B4	2.85975334367017
MEIS1	9.74465278974504
BMP8A	3.53147665209713
NGFRAP1	10.3297324335579
EDAR	4.20020956072199
NEDD4L	5.22302345963615
CRYBB3	3.3070430379917
C6orf60	4.12962088889033
IL1A	2.98542244188222
GNRH1	2.91250536848129
PDGFD	4.93154269074978
CACNA1H	3.75467376922468
TXNDC3	3.59334586916091
ERCC1	5.42845333686661
CAV3	3.39427846055155
HARS	7.04461023845785
AQP8	3.52798901893707
CREBBP	5.19828106226425
ITGB1	4.91198859104717
SPACA1	3.46383253326766
ZNF254	4.06193229583704
PARK7	11.1085895395272
PAX1	3.09455614922910
PSMC4	8.54833828842669
KCNH4	3.56250365404526
TUBA1A	10.3919541496876
PRMT8	3.35307155929848
SELP	3.56657507237913
PSMD8	8.93439816367061
SOX10	4.16573201565965
HTR1E	3.80645522145193
RABGEF1	6.70792832350212
EPS8L3	3.63736073279274
MAP1LC3B	7.81599046492048
AGXT2L1	3.13049766609421
CYB5R4	4.18839582080715
MEMO1	8.44300485479082
LRBA	6.96115962210435
TRAPPC2	5.24863062439986
FLJ14107	3.27078678281822
FNTB	4.4077891275042
MYST3	5.42316567678398
KRT8	8.35800254558483
AURKAIP1	9.54537989409766
LMAN2L	8.26605132187313
C1GALT1C1	6.82337394621507
DSE	5.24966729049992
FHIT	5.93619337187508
OSBPL3	5.58847801093464
PPOX	6.4938858590787
SLC39A9	3.93444018921217
EPB49	4.87650486235468
LOC137886	6.11851720561819
C7orf49	6.64276929037484
RHCE	3.45785689939486
CST8	3.80133655562531
ATG7	4.5246636599425
SPP1	9.17094171028494
GLI1	3.18587960837398
HYPK	7.69158944110756
SFTPD	5.84970965836985
MCFD2	6.94328567633851
ZNF157	3.27913346020308
EPS15	6.95940964868426
SFRS2B	7.65057837204966
BTNL3	3.71794234174435
GPR23	3.48230747564739
TRPA1	3.15537135985173
ASPSCR1	4.36997973301608
GNS	7.26032936474147
FDFT1	9.5417604809054
ENO2	4.78018379866874
CBX1	7.75520962155371
PTGS2	5.39347255259294
BMP7	4.71439688066522
CCDC90B	8.92567558414123
LRP5	6.05516954839685
UBE2D3	9.429741299394
ARFGEF2	4.84483609350547
ARR3	3.7674406126721
MAP1A	3.48440019235998
NEFL	3.11491692145146
CD2	3.50341063060812
FLJ23861	4.00306611390337
NAV2	6.98702186186777
ENTPD2	3.53566694327146
COX7B	9.70345773873049
ATP6V1A	7.11700160684687
TRGV3	3.06476956745947
ANKRD17	7.15902348021433
ADH1C	3.63944990390650
ATXN7	3.5246468034664
IL21R	3.31424135492549
CHN2	3.44670698752755
HAS2	4.58183843815643
C6orf48	10.4346069771846
TGIF2	7.43193201210722
KIAA0241	4.88748001535372
IGF2AS	3.65585746726291
CYP2C9	3.38872877921567
DNMT3A	5.32412010190232
CNOT7	8.93340674380291
FCAR	3.22301358720358
SFRS10	8.06940125229897
MARCH3	3.324044130292
RUNX1T1	3.07277947814543
CTSK	5.23602441385095
LRRC61	5.43081684966643
HNF4G	3.15878409305764
LRCH4	5.09926545203579
PSIP1	7.37303757407726
AP2B1	6.28232052860508
C7orf28A	4.58081784776029
SMCHD1	6.15084243172588
EIF2C3	6.65215010003465
S100B	3.2598387852478
BMP2	3.54836216163627
POP7	8.16319067232513
UGT2A3	2.65968151556084
ESR1	4.65888568789615
ZFPL1	4.6571098283814
ARHGAP12	5.04922023076502
PGGT1B	3.81061085697735
LRRC19	2.79984057921795
ZNF767	5.1730739660963
DEPDC6	10.3981186913748
SLCO1B1	2.96418440502100
SST	9.96168566634598
NACA	12.6178816180117
KCNN3	3.76187125903772
GLOD4	7.1625250188137
SCCPDH	7.31087678418505
PRF1	3.5488629375628
LST1	3.56789365818506
CDK4	10.1321968980680
TCF15	3.57706019420935
PARC	4.24141369663961
PRMT1	8.69307597508587
ITIH3	3.2703025990221
PPM2C	5.18936521198159
TEX10	7.93685150178029
EDA2R	3.29224916456971
LOC283345	4.63116717306555
NARFL	5.12749281540491
DENND2A	3.56007331069131
C1orf103	5.59872928640979
DMXL1	5.43107722489131
KCNAB1	3.56838746938445
FLJ20254	6.530088493965
RBM3	7.8847524041402
GPR1	4.40701044917449
DMTF1	6.94098848368726
HTR5A	3.25972214754565
MXRA5	8.88969797798262
GRM1	3.23444046212489
SCFD1	6.99114388615102
RAPSN	3.42740275091578
ACOT9	7.20094199603248
PDE4D	3.18271304438424
TRPC4	3.22503131595923
EPHB3	4.30980411201634
GEMIN4	5.38024305770522
RAMP3	3.65377849269586
CNTN5	3.48218435974517
DLEU2	4.36753393069167
TSPYL5	7.75468487963308
GRTP1	3.75965091255385
ITGB8	6.45675696824589
GAP43	3.23090731285928
FRS3	3.77213623744216
PDE3A	3.66997239039957
TNFRSF10C	3.01204034154559
JMJD5	4.09152206675891
OTOF	2.98505252490870
TEX14	3.17793789027149
XYLT2	4.46651141113676
HIPK3	3.54812341176154
XPOT	9.17476845441617
RRH	3.30609841337002
CDR2L	5.41203986827542
GAL3ST1	3.52016796456915
DHCR7	5.68548550595783
PDZD7	3.52037733300304
FGFR4	3.47302851990980
CRAT	4.36749607162184
C1orf217	4.29854116125975
SLC19A1	3.81951410999538
PPP1R14D	3.31461380567945
LIMS1	8.59786103858982
TMPRSS11D	3.2891178996758
TRIM14	4.66026014242406
PIK3CD	3.89256884848938
MFAP3L	3.75419002674952
DERL2	7.62246488185172
SLC7A11	4.64498527485237
FHL5	2.97761489589344
OR10H2	3.13655170800622
ACAN	3.55728056805232
BRWD2	7.64943008411617
PPM1E	3.15551048865475
DCUN1D2	4.63673169867221
TINAGL1	3.84956144400135
C3orf36	2.80010264265793
DOCK4	3.60428796480953
ENOPH1	8.01736048137095
FAM127A	8.44725692907086
SLC5A3	7.31955333121929
ARPC1A	8.4034189447079
CHST2	6.22831213789438
SPATA2	5.27272217938406
PGLYRP4	3.60298276528693
RUFY1	7.45897876415504
NTS	7.89154945759063
FRMD4A	3.26241676993589
RPS4Y1	4.99629064317365
BCL11B	3.03778789151787
TNFRSF8	3.90245221816046
FOXE3	3.47355935520398
PTGIR	3.8170028546772
ART4	3.14004571902806
EVX1	3.64002787175379
PRM1	3.4050002823165
GLCE	4.71143308609608
GPR18	3.50782052430041
ACAA2	7.57567599699006
PIGK	7.15174975795719
HIST1H2AG	4.56375475829801
C16orf67	4.4031221858155
UQCC	6.80101805873097
PLS3	6.40797786615496
DAG1	6.539313727721
WWOX	5.62336299885723
GTSE1	5.2197807872701
GP2	3.36215653560885
CHIT1	3.14178815343948
PLOD2	7.55100587897488
RPS24	12.3202915432069
KLF9	4.32409496164957
TTC27	7.3166250094068
PYROXD1	6.35880839049741
MIA	4.03562018483338
TSPAN2	3.81230443622232
MRPL9	7.39196253797676
PCSK2	4.67239210509831
PI3	4.04924615993223
RPL24	12.2455131026693
HIST1H2BE	4.80194601416156
CD86	3.52005187550533
CALM2	11.2494044321447
LFNG	3.13391858216683
GYG2	3.74698732201497
INTS12	6.45982743712657
RAB4B	5.28971456050274
CTSF	7.54137682797804
HUNK	3.33598085739453
GNA13	3.46351302334598
B4GALT4	5.00212465625423
TSPAN31	7.59438098999375
CHD1L	5.97536257762236
CNKSR2	3.73447757839922
C1orf156	6.32861823131728
IBSP	3.3721884841279
FUT8	8.60912101071301
TRMT11	8.78322967236245
AGA	7.62749993108873
GFRA2	3.46345988954169
WWP1	5.84549627221642
B9D2	4.00807499041779
CPZ	4.81400121439257
STAT1	6.51916374897472
PTTG1	9.6265267435315
TMEM62	4.51741445025030
COL8A1	3.04288922659682
RBPJL	3.30316883041725
CASP8AP2	5.08493519457327
SSBP2	6.69651508539363
MMP12	3.71032057766502
NME4	7.45404960468959
LOC55565	3.56048269507198
GABRA1	3.56487480269793
PEX11B	8.4546070457503
HABP2	3.65849567226653
REEP1	3.87723535362774
C9orf156	5.08928882888907
SMARCA1	5.61909850527283
WEE1	6.7255278999353
APOF	2.94413858362125
GCDH	6.1140987928755
SSR4	9.7765605410617
SPAST	6.48960238945678
RGS1	4.83727393704391
ACCN4	3.93039725676906
PLXND1	4.39406541058871
FLJ20489	4.85397776277284
MLCK	4.33895245840946
INTS5	6.09412924492902
BSG	8.7919242749254
PARP8	5.89785080945134
ZNF215	3.32438480354612
TEAD4	5.11233673237885
PDE7B	3.20845645153131
MS4A3	2.98582517690833
DTX4	4.95315569534194
EFEMP1	3.48245901689726
TNRC6B	5.70153152703229
TULP2	3.39187367205970
RERE	5.24230217788145
BNC1	2.94192502415091
FGFBP1	3.91703520883813
TIMM8A	5.62853631804635
PIGB	5.4996403294175
AJAP1	3.45037044375087
COMMD8	7.85683772346669
TRIP11	4.44388636425646
SLC25A42	3.06245991271763
SYP	3.94689458725571
PCDHB6	3.59005610892767
FLJ12716	5.18007289359736
FKBP8	4.35486489648606
KIAA1109	4.45033155052557
PTPRC	3.64682828853206
POT1	5.7734570758309
CCT7	8.95043531122607
MMP11	3.64385596963691
MYO1E	4.72408267250387
EEF1A2	3.89841687038272
MIPEP	5.78245978285139
ZFX	4.45737849920254
UCHL3	7.61403040181444
LRFN4	5.11051262139828
XCL1	3.31740833521835
CARHSP1	8.64668263018762
GREM2	3.04412275733219
CCDC102B	2.85512510859897
HDDC2	8.39388609969064
SHC2	3.49816078842182
SDS	4.16407077442608
CASQ1	4.02900222043893
LYPLA3	5.4341229674724
INPPL1	6.88915142136327
SLC25A40	5.31537749226949
IHH	4.56306648256418
CHGB	3.14988462155925
COL9A3	4.81246661445362
C2orf18	4.39240115133109
DDEF2	6.7822960958887
BUB3	8.3334877371504
C6orf211	7.59054136560301
FOXD2	3.49642727164384
GGH	7.25184137656749
GGT1	3.2711928529279
ADARB1	3.70017785740640
VPS35	11.0619800742771
CNN2	5.45864203350936
DBP	4.81014061018188
WNT1	3.63169152564355
COL5A3	3.50419052629830
RHOD	5.2857799315109
ASNA1	8.02671473654416
WDTC1	5.69421801256616
COL4A2	6.91339172924294
HEBP1	8.25840731030274
SLC1A6	3.62261423451287
LUM	7.261562113953
C1S	6.61911294985403
TCF7L1	5.37441654564951
ZCCHC6	5.11948561301544
ME2	6.59410530381606
PAGE1	3.47683098153332
DTX2	3.84058422774501
KPNA4	5.15106734200558
H3F3A	11.0985307615162
GLO1	10.6733945937961
WDR61	7.32416543567705
CD302	3.89740566719963
SIRT7	5.60566997130847
D4S234E	8.6707733630729
RABIF	6.37299574233149
DYRK3	5.77834869082913
PKIG	8.40726594867416
PFAS	6.80105803508495
ALOXE3	3.46846457790851
RPLP0	12.6288787974773
RBM34	7.63171905360674
MKNK2	9.04933940135554
ZNF528	3.97137497643742
U2AF2	5.11540043173767
SEC16A	7.4862405423981
EFNA5	3.60077940281206
ZNF44	4.56222495286186
FCGRT	5.63737831261251
NOL4	3.32633402234144
CCS	5.56799575187923
IGF2BP2	9.30824833329559
MFSD7	3.37273423322997
OR1D5	3.28804990816024
SIX6	3.36390213869381
CCR6	2.92378428403165
TSSC4	5.72783613517089
COL11A2	3.27562354036767
CHRNA6	3.88254445037935
PLD2	4.04251054539989
PALM	4.93722599138151
ORC1L	3.8299111220311
SASH1	5.22047457249227
PUM2	8.95601644691825
ZNF365	3.45407270492651
CDC14B	4.41112820133591
PHC1	7.04637350070384
KIAA0913	3.90749905655422
LDLRAP1	5.01401757488264
NAT8B	3.39492749317888
PPP3CB	5.92151191837931
ANGPTL4	3.62431042987964
HHEX	3.84740292820357
LSM14B	4.64919114904739
PLCH1	4.06822229219318
INSM1	2.94814056989039
TLN2	4.67687421537350
ZNF493	4.07554884110418
HDAC4	4.86728750748377
GLRA1	3.27666115757936
RPS6	11.7241792881514
SFXN1	5.1668497338015
FAM102A	6.17317052078332
KLHL1	3.24672392952692
SAPS2	3.87334037647831
CTNNBIP1	7.51532002052462
SCGB1A1	3.65881041655404
SCAND2	3.64762387714414
HMGN2	11.9622734854804
NEUROD2	2.92939414260157
YAF2	5.6243713459594
BRPF1	5.49949471848628
RICH2	3.50623481044350
TBCE	7.59005930795243
LIAS	6.1665151068912
MAPK1	5.69767338582555
MRM1	4.18357920076027
HDHD1A	6.74908336483355
CTA-246H3.1	3.8670170961244
ATP9A	6.44654924594578
HSD17B3	3.37552166469051
HN1L	6.97806792385583
SAG	3.23197333573406
C20orf10	3.58671302424622
CTRC	3.64055298589763
HNRNPA2B1	10.7352578968424
RNF216	4.42807591454131
GADD45A	8.37966709549894
MSH4	3.11122515566174
HOXD12	3.16884454591136
TMEM70	6.63188598613265
PPP1R14B	7.7021143331354
SBF1	3.63074726495261
HIST1H2AM	3.98351806857358
GNG3	4.12787281711021
C1orf50	6.56704774288488
FTO	8.19725809492204
CALCB	3.16078746561822
PPP3R1	5.52832473488651
USP46	5.74647290696155
CCNJ	4.12736402658458
PSD	3.29808215093227
GNAZ	4.24098664120116
FAM57A	6.1637439464179
LILRB3	4.38799021142819
DHX8	6.36508985032365
SPI1	3.8283638209132
OXSM	6.70193989663575
GYS2	2.80385520698071
UBE3B	5.60749286788483
PLAT	9.03316284578949
NUPL2	6.36778918686779
SF3A1	7.6437553631423
COPE	7.0658358454707
EIF3A	8.9463926620137
IQCE	3.43416790079626
FBXW10	2.91817992059055
KIAA0182	5.30260587659546
YRDC	7.32870642414893
GPRC5D	3.52925514817551
LRRC23	4.55382050672841
BLVRA	5.67777060304321
SLC22A7	3.19399796836621
RASL12	4.0261693212467
DAZAP2	8.79342728752428
IKBKB	4.92468992784972
PPFIA2	3.42784440214837
ZNF271	5.66117604477983
CXorf6	4.19937355546461
FRG1	7.68775594171578
BTN2A2	4.5860971399189
THBS4	5.07358100315657
ARHGAP1	5.74863377451747
ENOX1	2.97078357146298
ZNF706	8.63414765988394
DOK1	4.30129146277506
FCHO1	4.50142150487025
PGAP1	4.77851483145310
HOXD10	2.98140962762934
CXCR3	3.24815284742820
FSCN1	6.56506464718463
KIF17	3.58115390965880
TRIM66	3.81261849311294
CHI3L2	3.32812540257438
SRPX2	3.68841829784277
C13orf24	4.84009761666004
CBR3	4.7107613546594
ZNF132	3.08812051484543
AQP3	6.73004456970721
BNIP1	4.38153595428424
ST6GALNAC4	4.72883529386382
KIAA0391	5.01905669994828
KRTAP5-8	4.03653870157429
SIRPA	3.69820941743972
LYVE1	3.57701730761047
IGFBP6	3.70699211886060
APOH	3.12365760660913
TSC22D2	4.43434876554617
PLCD1	5.30719149625699
NPHS2	3.26065297545697
ARHGEF15	3.2741248792373
M-RIP	7.04548788953053
POLDIP2	6.97096862542611
NDUFV1	8.84553101513473
SRD5A1	5.67829097287886
RAB3GAP2	6.9209259631146
CLEC7A	3.91540101257993
REXO4	5.41982185398168
HSPA14	7.17567700221882
TAAR5	3.60889740787427
ZNF142	5.39466679010313
MUT	8.07919129117277
C2orf43	6.52620597086607
SELPLG	4.39309215217159
BAZ2B	6.86103975312979
SLC38A3	3.66573178556885
BRD7	7.88596367869782
POU6F2	3.06491771332945
NISCH	8.3297699282857
TCEB1	8.03669933159862
OPCML	3.34411694172379
DTYMK	6.38444466182264
TAX1BP3	5.7609811962849
F13B	3.20510534587672
RPL34	10.9121711977503
AKAP12	6.44948772480348
MARK2	3.89472989050439
AMBN	3.76258915867751
C14orf32	7.12885069589543
FLJ21865	5.14588629114725
HSD3B2	3.42284690971568
HMG20A	5.97903742158184
WDR77	7.6293163721035
ATF2	5.33730652949296
C10orf137	5.77620529610627
ARL6IP5	8.69342931640396
QTRT1	5.06364210823387
CCNT1	5.37646498100656
AP1B1	4.94178688280882
CD74	9.50676531033385
DYNLL1	11.1123720519621
PLSCR1	7.21262773830178
LIPG	4.18549462174586
PHACTR2	5.01305324306199
SLC35E1	7.23188195554544
VENTX	3.38689565810098
FEZ1	4.10833477486289
APOD	4.1317357816329
LAD1	5.10903833913671
C16orf44	4.91605693661332
C1orf166	4.9393721533609
PAOX	4.29724137219962
MAPK8	3.73710413673738
NELF	4.43013219965993
RBBP8	8.52783240427947
DNAJC8	5.61564905498309
KCNJ12	3.06645943442703
WNT11	5.04519023145107
SRP54	7.1288530552196
GPR35	3.85034233288558
NRGN	3.796198475682
IFNW1	3.44186682280922
ACVR1	9.08903677693127
SCN1B	3.8461508872228
RNASEH2B	5.71180369667728
STAR	3.69752174264517
C14orf65	3.38323045704806
TAAR2	3.34814744082484
VAMP5	3.65977731632374
TUBA1C	11.5181959409186
PIK3R2	4.13277128252537
ARD1A	6.16293338826109
SYTL2	3.19758356778162
UBXD2	8.19498674110453
EBF2	3.48949949442474
CAMSAP1L1	5.51461124928619
CYP3A43	3.11468503308761
CCDC91	5.76207439597986
AKR1B1	8.51874282865002
KAL1	3.0651054634844
GRID2	3.05719355413422
ZNF423	7.96304016853655
PSMB4	10.7548976936920
ARPP-21	3.31960652597255
XPNPEP3	4.99440385184902
CYBB	4.12390084158125
UXS1	7.78994948378027
SART1	6.69407684870933
C7orf16	3.18532235761961
SPTA1	3.2031905557227
SHB	3.9143663347748
CHST7	3.74858761014812
SEMA6D	4.04503137756855
IKZF4	3.60541542517269
NDUFA1	10.0234443930598
HSPE1	10.0529555407752
MAPK13	6.52291647295311
MYCN	4.23581601776884
KCNJ3	3.06537323644549
ZNF573	5.49646677047136
PCDHGA8	3.82205806553754
ERO1LB	3.03546832835286
NTF3	3.87944218627081
GTF2B	8.30288779920712
GSPT1	8.47313656103249
GUSB	10.4662893467145
EXTL3	3.74014462798490
PMPCB	8.80607991824068
COPS3	7.93325499546043
LIG1	5.0409888079262
NID2	4.15384500362197
LSM8	8.14139324466849
TMEM97	8.24446038036978
SUZ12	7.38190054001697
EXTL2	7.74749858298452
PDE6B	4.34696989746256
MRPS16	7.42818481862142
KRT18	11.0514872711460
C10orf118	4.00132331535371
ZDHHC13	8.04854308182964
JMJD2C	4.55851448775297
OR2F1	3.72092745014094
ZNF415	4.66527171793731
CDK5RAP3	7.15179418819308
YTHDF2	8.99889080156232
GGCX	6.09911003396636
FZD8	3.38088496210419
TCEA1	10.3586426166670
ARPC4	6.0244359638674
SUSD4	3.91009856158798
C22orf24	3.56843641209813
EGLN2	5.67488694951101
KBTBD4	6.69699277555298
TNFRSF14	3.83765093317716
ROBO3	4.01045332325739
TRIM28	8.55743927734396
FGF5	3.43706867388226
RTCD1	8.36868069621052
MZF1	4.08458004265327
CNIH4	8.21708767874141
ZFP2	4.10006924849961
CSPG5	5.02343762462602
FKBP15	4.81091449905738
BZW2	10.0842922892725
PTPRN	3.15032540788899
HTATSF1	6.20337145427925
WFDC2	12.2720513668792
TST	8.47976805465446
NDUFA7	7.48965799871683
TTC22	3.18208483905329
RNF24	5.98428867380263
SFRS4	8.46740940268196
CD70	3.83117288341506
DCPS	5.61824803562198
PDXDC1	8.76619555467954
SRC	3.89962816250747
NTNG1	3.3776226753924
SETD1B	7.36614649356088
TINP1	9.74759804778192
ZNF606	5.31180747907121
SSR1	8.51961309920016
NFS1	6.63719874512742
CRMP1	4.77801835806641
NUP107	8.78415285796605
OSBPL9	9.23366677523966
MYOZ3	3.93099949424555
PDE4B	3.68399465880064
ADAM18	3.62888291252012
FBXL7	5.0555861274825
IDH3G	5.73625234341704
CCDC87	3.46718063401048
ARFGAP3	7.11215025610118
MAPRE2	4.07854793785486
CSNK1G1	3.58695188498489
IL1RN	3.77940516752395
MAFB	6.38219047961783
RAC3	3.47656316127041
C1orf54	5.09667993201168
TMEM14B	9.99634047325646
ADIPOR1	7.90473420273532
GRINA	6.93830974764559
CLIP4	4.46455372699625
TFPI	3.19971891745447
DPEP1	3.06552756550046
C14orf118	4.65849087812239
FABP6	4.16500326250734
TMEM87A	7.8958158076471
BBS5	5.6278767132193
SMTN	5.31012541480984
CYP17A1	3.8006226773574
SCG3	2.86222965489147
GFER	4.35229779979003
CD209	3.871267096343
NRIP2	3.20449308649974
CYB5R2	8.05323055073632
RIC8B	5.3420377630712
CSGlcA-T	5.31710231722607
DNTTIP2	7.91578019947691
TNNI1	3.60582887032660
GABRB3	2.86717135372329
PCBD1	7.77383975406982
KTELC1	6.41212620821609
HOXD3	5.92609697467937
GPR85	3.5062056285001
P11	3.28315591219019
SP3	8.74909062999604
GOSR2	4.73507306017989
DDX1	8.91147235990171
BFSP1	3.57924975084297
FLRT3	5.10150110482092
