Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A12_433732
Composite Element REF	Signal
AMD1	6.35272318318308
GGA2	4.58214048822484
PRKCA	4.61740412699584
TRIB2	5.40243063861881
SDCCAG3	4.73463964985025
TTC1	7.16232324963417
GHSR	3.25713530959394
ATP8B1	5.42434290093543
HIPK1	6.48065598628379
C1orf78	4.68345278316448
CLN3	5.48965420167695
STX4	6.96725678311416
WAPAL	6.16934488288748
TUBB1	3.51651844640849
SCN5A	4.01749335700999
ZNF192	3.22085815935227
SEC22A	4.67001703266088
DPY19L1	4.85743813948345
C11orf9	4.26939210451777
GRIA2	3.39127506075676
VDAC2	10.4961085594406
C8orf44	3.74855874387165
ZPBP	3.47138472728356
NUSAP1	8.09908450398413
LANCL1	5.92446024013415
FGF23	4.30213839387340
PCNT	6.0365765971168
BCKDHB	5.30297702139536
IFNA8	3.50906301960837
BET1	6.74783126635232
SPRR1B	3.52469868730909
FLRT1	3.76190797387276
HDAC6	4.31338572330689
SNX17	7.31689675042967
N4BP3	4.09287470422578
PLSCR3	6.14305898524431
TTC30A	5.53346115541499
CRISP1	3.16619557607454
KRT32	3.70111754095365
GHRH	3.64484042024885
IL11RA	7.58301296462619
GDF3	3.53126293821987
RPS6KB1	5.13849024158242
POLR3B	6.06773009059594
TOP1	8.04674584146233
DNAJC10	6.83751831722738
CRCT1	3.22357915391900
ADIPOQ	4.92001059028676
MPST	5.49999948886884
DPM2	5.03969169197762
FAM38B	4.05411937443821
RIT2	3.27478847368499
SLC18A1	3.4698673399402
RPS17	12.4911319648584
ABCA3	6.20892836047116
CD44	5.11552537175852
FARP1	6.7325199136679
KCNMA1	7.28061319666157
PAX7	3.48718719904335
TUBD1	4.51896632658955
NARG2	6.43031254999794
GNL3	7.30906731488241
BTG2	4.86173619002892
ITGA5	5.70748710124663
NDUFS6	8.41443453110548
MEFV	3.47984587223247
TUT1	4.02920464660014
ERAL1	5.22014182164205
ECHS1	9.38547906645798
NMBR	3.32319415702447
VPS4A	5.48897130691316
ABCB7	6.34391776323592
CYP11A1	3.21938967550804
PFKP	9.247449358652
C9orf91	4.54464600826484
ABCC6	3.67136991326033
LRRC41	6.4409105972654
ATP5F1	11.1885997110794
GFOD2	4.3994737776136
MOSC1	5.68138716470268
NCF4	4.14621703389493
HYMAI	3.72020646768895
SLC25A3	10.4809925473004
NAGPA	4.80963508331239
MTHFD2L	3.11264312484194
ZNF646	3.87236226247693
RAB1B	7.40790151812247
IFT122	5.547171194816
GALNT3	9.40591608822151
LDB3	3.70841319642199
GARNL1	4.89316504360241
ALDOAP2	3.39396044443175
LRRC6	4.18901343977602
NTRK1	3.53019853825417
ARTS-1	4.10048910542353
UBAC1	6.4443476456745
SLC6A11	3.3671887631866
NAP1L2	3.17425627786424
EPB41L4B	7.016835995884
RPL19	10.7601296798120
CNGB1	3.77370325300042
LOC643641	5.25863417615912
FAM134B	3.54042322070275
WISP2	3.4542421790491
NTSR1	4.08289130772702
HS3ST3A1	3.89552517560657
GPSM2	6.6102339987994
PRKCG	3.64221523033452
CHORDC1	7.31312176425607
MON1B	4.49719608532095
TRIB3	4.50280279595565
SLC2A5	4.3022205490339
C2orf49	6.25892769741126
DDX5	9.25925320329786
ZNF446	4.78034121680303
MLF1IP	6.46973905959945
SLC26A1	3.30430926071732
RGN	3.94909858100101
COL4A5	4.35544358494204
CCNB1	8.27366030948411
CCDC28B	3.67926005231613
RP11-35N6.1	3.38353621341035
KCNK3	3.15757730986707
ZFP161	4.80685028585053
FGR	4.18318708629773
COX15	5.54882190845875
EPN2	4.43058411787769
AQP9	4.09059252290528
XK	4.12819811601301
SLC15A2	3.49120464482031
MREG	6.2608404469482
HEPH	3.90913855986464
THRAP3	4.22498319896859
MET	4.8292334140116
PDLIM2	4.50743862620677
ING3	6.34008140078417
PHYHIP	3.85127628714667
CCT8L2	3.91479341287560
ADAM7	3.26887019760716
COPS7A	6.46997089967715
WSCD1	3.78761485742765
SLC12A8	6.04481832255189
RNF185	3.65254424163878
TNS3	9.44027622578846
IGSF3	6.31818213168214
SRPK1	6.25325124091124
MED13L	5.74780402361563
LOC93432	3.34264236933324
C7orf44	6.42312411919513
PTCD3	5.63055853858684
RPL7A	12.3462875585159
TEAD1	5.39681432146564
ARL6IP1	9.29977076251996
CTAGE5	4.35818261524555
SLC25A14	4.60439260579424
LEP	3.52746650622501
PCDH21	4.39454289711628
CACNG5	3.77988433635603
ECH1	6.96737913764247
MAPKAPK2	5.0857526846983
ATXN10	7.23003304637505
LHFPL2	6.40990518995195
CCL22	4.29191121230366
ACTR8	3.77374258514157
PTPN22	3.38314935943012
CYP2F1	3.09097138796379
ITGA3	5.20446890714318
RABGGTA	5.6294393361518
KIAA1033	6.09213707385815
ZNF510	3.99158879409083
SLC26A10	3.57862122841194
STX8	6.39206371787278
RUNX3	5.65446296690061
EFNB1	3.85149028483241
EIF4G3	5.77129269218672
ACSM3	3.46452481138553
C5AR1	4.58547090650058
SIGLEC8	3.70052755891316
ASCC3L1	9.6758240829654
ZNF623	5.70209107615401
A2M	9.235883344532
NOL8	6.65558302028731
GRPEL1	5.38346383451135
LMNB2	4.80299698908154
ROCK2	4.48258875605852
SNX16	5.01788222829382
Magmas	4.54475907411227
ANXA3	7.5234220899947
C11orf2	8.15544409145461
VKORC1	6.9518353546044
TRPM6	3.4738077958227
KIAA1609	4.16261075832954
FOXK2	6.19404998637221
FEV	3.56990102551863
EED	5.14488971898624
RNF32	3.32918769220275
PDCD5	7.73932110516765
SLC8A1	3.43660378812854
HES1	7.07285616786195
DGUOK	6.09403095850348
CLDN16	3.67371667057293
CLC	3.31089050988593
ISL1	3.94036342696754
C1QTNF3	4.8335716044303
GAGE1	3.24208334435833
KIAA0528	7.57332497609883
VGLL3	3.45224677136263
MANEA	3.87233172976451
C1orf61	3.77487199611236
SUPT4H1	6.6542286887983
CD1A	4.47325636322983
ASAHL	4.68556880842405
TRAF5	5.45626153120461
RAPGEF6	5.41011410174992
WHSC1	4.90911016939159
NEIL1	3.41116092322092
KIAA0020	6.50869559326923
C16orf45	3.99053716115981
GFPT2	3.86223003332323
RBM10	6.67092082238123
MRS2L	6.23098556641673
DNAH17	4.11177882282894
STARD5	3.87449569680826
C19orf10	6.55027849097792
SIP1	4.31651825972854
DNAJC15	8.25014427706965
C1orf160	5.95563403446423
SLFN12	3.99608966736086
STAU2	4.76092040484294
FAM98A	7.95104881470084
EXOC3	5.3429389502137
RAD23B	7.83221090305415
HIST3H3	3.97811149017251
NCOR2	4.66167808108559
TNFRSF9	3.86294651044565
KLK8	8.18830344948266
NOL1	7.44624077976906
ALX1	3.90537846575834
CCNE1	7.42730286835734
PKDREJ	3.32767845119902
TIAL1	5.67853416340912
WHSC1L1	3.99148274838188
HIST1H1E	4.53311688703087
SMUG1	5.4098930219137
TM4SF4	3.75373111159041
NPY6R	3.65022665047821
UFM1	7.0783892943894
AP3M2	6.0354131191069
USP14	8.17298213400034
CORO2A	4.25225469069308
ETNK2	3.44430972730705
APOE	6.63050477093639
ANGPT4	3.78142635369926
DSTN	11.1514631732821
SFRS14	5.27497027969902
FRS2	3.47582346204108
NR2E3	4.21680978923365
ST8SIA4	3.79085386747126
GMPR	7.86356830383953
TUBB2C	8.08961567097881
LOC730092	3.78394062053211
ORM1	3.35213343189107
HSPD1	11.0312668975715
C5orf13	7.51042929026793
F2RL1	4.57211453819747
PLEKHA9	5.34767488994899
ZNF232	4.929835844319
SLC6A7	3.82942912364406
ADH5	6.27246462768818
SHBG	3.87616768144329
DSCR6	3.36448188977258
CROCCL2	3.96127984489135
CDIPT	7.84498192172956
SLC16A5	4.48413106867610
TUBB	10.7758602090605
GAS2L1	4.83611721374009
TOR3A	5.06733473111674
PREP	4.84182556226027
RFX3	3.87943508132414
CHMP1B	7.00871464461133
COPS4	7.9228118491619
MYH6	3.36729996173562
BCHE	3.37593468997081
MAP3K13	3.79754724755204
LCMT1	7.02440518839694
EIF1AX	8.9666729273302
SLC24A5	3.39174311574037
BCL2	3.89846650778174
HBZ	3.73334732680807
HCRTR2	3.52591813744295
TJAP1	5.33689713659724
MAPBPIP	7.5246703546585
TMEM156	3.47903703048528
MYO15B	3.95232436904594
ZNF239	5.80596197655263
KIAA1324	3.79604604704107
PLCL2	4.52790015741367
C4orf29	3.94145620304681
SNX19	5.05446289293763
NAALADL1	3.66901024642736
DUSP5	3.92000268251187
GKN1	4.11177882282894
PXDN	5.75260176280599
FCN1	3.89543429485799
SLMO1	3.78975729758121
TNXB	4.15460737931182
C1QL1	3.51662700607571
BIRC7	4.07403837413629
A4GALT	4.25784401693212
TIMM22	4.30819707941829
ABHD9	3.46323910136754
TOMM34	6.38746861078668
ZNF35	4.29206320229544
LIMD1	3.29617335684502
CARD8	4.40877014350938
KIAA0286	4.37903364166907
CD6	4.13999577493029
RSRC1	7.247077560205
TOX3	3.27323515255552
C16orf35	5.14199452938381
CRHBP	3.42232428721275
PTRF	4.9898495599783
FBXO24	3.4149645337941
CHST11	3.88756665754047
THRB	4.40987541691075
RNF39	4.15896325205041
MYBPC1	3.51331906355629
PSMD11	6.38204399943738
ALAD	4.96171895718542
AQP2	3.43277431659226
EN1	3.46119914249270
GSTM4	4.32340528847909
ZNF187	5.33781460325838
CDC42BPA	6.65128571919332
F7	3.63015701026157
CNOT1	5.65181780819349
SLC13A4	4.11774787604075
ZBTB11	6.48418676627634
B3GALT5	2.92590209119639
LUC7L2	6.7899567449722
SPTBN1	4.6242535279213
EXOC2	5.0377870538353
LSM4	7.16426447219319
IRS1	4.08358271737762
TMEM1	4.79698185730169
MRPL34	7.34384865406961
SAMM50	6.67619458996398
CDC42EP3	4.45655407645427
HSF2	4.60845336950182
SRP72	7.52660693100283
MFN2	5.85464737271211
TSPAN7	6.17903966335679
SGK269	4.62193582340792
NUCB1	6.5935035098
RHOH	4.42782611990738
MTX1	6.91307694354455
CENTA1	5.10197519021148
ATR	5.87850543385324
IGLV3-25	4.67909819042775
DDX49	5.9245784863062
TACR1	3.76621547516978
SFRS5	6.18963350884439
THAP1	5.55741789117448
RHBDF1	5.15802176393495
RASIP1	7.44705156134292
DPYD	6.38983835075131
MYO5C	7.52442645566874
DOHH	3.68302768431318
POF1B	4.18682545885127
MAPK10	3.57732889815264
ZNF552	5.48443817790944
USP32	5.07728482189866
MED27	5.31184932198114
NCAM1	3.71297318931193
LOC171220	4.7644299317871
PRDX4	9.60886312580736
AGT	3.56455958010164
SLC22A14	4.17000831507639
DAPP1	5.81157636826271
PILRA	5.42694471782969
ATF7	4.14482205338754
ABCF2	5.3826078005969
KIAA0748	3.57592938326829
C17orf85	4.04713306715388
TKTL1	3.49873236294396
FGF1	3.71349538660229
IL6R	6.25991246898499
CHRNB2	4.39507528684263
COL7A1	4.16523625204108
NFIL3	6.17902492794484
LRRC48	3.41276054491738
TM6SF1	4.39023653790396
SPG20	6.42280085263401
COX10	4.53487859934571
DNAJA3	6.42082311695978
ECEL1	4.12135676392569
GCA	7.15711899185156
GLG1	8.07852871914399
CIITA	4.25558864151806
CLDN6	3.99214821618581
EPHA4	4.92910504911274
FANCC	4.38765016708345
MUTYH	5.60764897034495
L2HGDH	4.2813976373196
GPATCH2	4.047777935133
PSG3	3.26430628732914
ZNF227	4.16084161796738
MRPL15	9.02700407753766
NQO2	5.93809146375562
C21orf59	7.97043042017874
ZBTB20	5.93973827863923
NEU1	5.74383132350444
QRICH1	6.0980312795377
C2orf34	4.8950137466274
UBE2L6	10.2175603230756
HP1BP3	5.66237598769149
MED14	4.99490548860546
TSN	6.70627383436182
TPBG	4.36618198632769
SPRY2	5.22853644623824
LZTFL1	5.57806535836274
OSR2	3.16356614790686
KLHL7	3.99008552151743
XPC	6.05229822204006
GMFB	6.75466398384
PBEF1	7.19361198428407
CCR3	3.23780557771108
AGTPBP1	5.58835745353774
TMEM8	5.28244638310684
PCSK6	3.64169623267935
STAT5A	4.34507383443988
FAM18B	5.44628811417401
PTPN2	6.68712660853167
SF3A3	6.85830831807302
EFCBP2	3.47303471514698
HCFC1	5.61850648894955
NFYA	4.20124046078241
PBLD	4.07781923926867
PIGF	5.57954889074175
AHNAK	7.2618668018815
ACTR5	4.35843751895829
KIF14	4.78402931460798
PTGER1	4.01557652027084
NOS2A	3.34088916812082
TENC1	4.96724473181924
YIPF2	4.60227523223019
ETV2	3.17392351711587
KIAA1012	7.89709577745154
C17orf53	4.11195277499438
AHR	7.97279166003322
PTPRH	3.62269354041146
ATP10A	4.26349329721174
ATP6V1C1	5.11062572029028
DPH4	6.1938886643062
TAS2R3	3.60957115578323
C5orf5	5.70265104237922
KCNA4	3.97761646794035
COQ10B	5.25561212318161
NMNAT2	3.52778015585163
PSMF1	8.3950279422021
SORBS2	3.59642238947369
NFE2L2	9.8620534841257
SH3PXD2A	3.89361001486025
NRF1	4.14866850629283
SPINK5	4.76274171702119
SH2D2A	5.03395056359372
PRDM12	3.72459930360496
RBBP6	6.6821816123617
OPA3	4.0648948594096
PAQR4	4.53298519483284
IFI27	11.4599551013812
SKAP2	4.74546691544554
TJP3	5.37811966123998
C9orf61	3.68085879172746
MT1G	8.00412443417243
HS1BP3	5.43531227406308
IDS	4.76909397447834
PARG	4.90849954742701
OR2B2	3.14125524276627
DYRK4	5.72936672003387
MICALL1	4.4101313155614
GALR2	3.25323738861608
CHRM4	3.67303976245613
RIC3	3.11582219982643
GPBP1L1	7.24050981941411
ART1	3.9359890605035
TBX21	3.72220675557009
DUS4L	4.71317042544735
KCNJ6	3.87941853414163
TNFAIP6	4.64870493271618
CCT4	10.1663071517104
RTEL1	3.89180965607206
CASP5	4.08344183240759
CHMP6	4.5780898967229
BRD4	5.86080841664524
NDUFA13	9.49128380552876
CYP19A1	3.43427863700803
CD151	5.61743517992497
DOK4	4.0246221245571
FAM26B	6.35374787168314
ARFRP1	4.69674790217766
MRPL41	3.45345401817688
CRYBA1	3.40006248077866
HRH2	3.9063423483455
KIF25	3.91722582954271
MTMR6	5.18129589863099
SCAMP3	6.80917227233904
MTG1	5.28530047210214
UBTD1	3.49740905759867
SOX9	5.32701352269832
CRABP1	3.44223394633033
FLJ33790	3.70896440192405
FAU	11.3942064877318
DTNB	4.22415230242968
CARD9	4.42491834237885
PACSIN3	4.33443301704105
OMD	3.49892758380214
HOXB8	3.13157487412780
NSBP1	3.35892774658984
SLC4A5	3.60323921271394
FBXO46	6.33505663354952
UGCGL2	4.06777226244327
SVIL	6.2989241175298
OAS1	7.10894249849227
PHB2	10.5660258091436
NDRG2	4.13751137239138
ERMAP	5.34260113881467
GRIP1	3.70079157819242
APBA2	4.152535986448
TCF21	3.5719496837459
JPH2	3.48772131396143
DLST	5.95638307046828
SLA	5.81492828891883
AMELX	2.95597646371619
WNT6	3.48253816655889
ATP2B2	3.86150619572101
CPVL	6.07282019451534
RGS20	3.20643208537405
TRAM2	5.98768071719029
ZNRF4	4.31041128083981
ZNF419	4.68308520690493
LXN	7.1416037306213
TLK1	5.89074641188101
UPK3B	6.83529908979895
MTMR12	4.57953312385389
KLHL21	5.10212581353632
ZNF384	5.07446636425081
PI15	3.76167661423666
RER1	5.53067018063851
ELAVL2	3.38231609761972
KLF2	5.47998016242757
RPN1	7.32227600823267
PMVK	6.92170848520481
EIF3D	8.9371446162041
SIX2	3.79368516101007
HPS1	4.60376487235008
RNF7	6.6384162478453
TFE3	5.84298088359382
C11orf17	4.70167566445988
SNRPC	8.04083584369253
KCTD13	4.01130660523624
DLGAP1	3.5824994422954
PGLYRP1	3.93439321411512
IL8	3.78077943369296
IRF7	6.51946313137447
SERPINB13	3.22390139389888
SET	9.47213637586296
NAB2	4.80695134517811
MGC40069	3.94843442997755
BLR1	3.40191293208711
LRP5L	4.12511356315736
FAM120A	6.50512439081173
ASCL2	3.42622917385259
PCDHGA10	4.27314122549421
SHH	3.35433588728203
SH2B1	4.73984209256255
ATP5H	10.4743570370713
THPO	3.50226003040290
HIST1H3E	3.56007681019536
TYRP1	3.82547843423247
EIF2S1	6.3874782084692
RFNG	4.96627625276559
RAB20	6.8170945176775
TNFRSF17	4.11487944065227
RBM7	8.24537818119234
TMPRSS4	6.46813552463424
NKX2-8	3.28269395918946
C1orf115	6.11381607323463
TAF9	7.44040563183005
TERF2	5.8256445724792
TNFRSF1A	7.27808017501168
ACADVL	6.53838480734109
ISCU	8.7623014333289
KIAA0841	5.10519909895498
GTF2H5	8.46245197234089
EDG8	2.93069890315754
RAB15	4.60011957534293
HBP1	5.58818929688975
TNNT2	4.16578782248459
CECR5	5.44802137672694
JRK	4.66287369609662
PHGDH	6.82420711521285
XPO4	5.11861098664769
ARHGAP25	5.20660661654972
CA9	4.12108242124135
TLX1	3.66452877256457
GPS1	5.88155034177382
RPS29	11.7046015106332
MKLN1	5.86934674064498
ATP6V0A2	3.99710968996878
EMR2	4.25911079452734
KIAA0319L	5.44310428868971
DOPEY2	5.09494975581636
SLC29A3	6.30666765400864
LGALS4	4.50810050254238
SDHD	9.58100859520108
USH2A	3.36139633640505
NF1	4.32695223680697
IMPAD1	5.25521345930548
APOBEC3A	3.81173902026514
OLR1	3.97641894534199
HCFC1R1	5.45732075483782
TAOK2	4.06615227334168
NRAP	4.11149962793495
PPFIBP1	5.83752986627072
LYPD3	3.7576697645315
BCL7A	4.22471256618147
AGER	3.67528257549046
MCM10	5.78720811154833
MAP4K3	6.41863025415121
PFTK1	4.67031943949865
CBS	6.63857820934549
CLK3	6.43462517369879
KIAA0753	5.29304850124545
GABRE	4.93891927770407
FIS1	8.57503171543478
ELF4	7.25972645698813
C11orf49	7.17758119143597
CLIP2	4.32172183854933
CLPS	3.94145709857229
PPCDC	4.41899716340885
KDELR1	6.81834929531924
NT5E	4.28014943723057
FOXN2	4.18477639098108
NCSTN	7.31594626178125
PARP4	8.04393392462738
CD83	6.54690976350332
NPY	3.16074300378927
IL18	5.69625654470384
BEGAIN	3.56699852085448
VPS16	6.87629904053212
SLC16A2	4.24264003236423
SLC35B1	5.94981184192154
C4orf20	6.05276537363602
IGFBP2	9.17348942565194
NOTCH2	6.83343398022567
SIGLEC1	5.45733591139153
SLC9A2	3.48166999099448
CD93	5.3556108020351
CEP164	4.22909941224795
P53AIP1	3.61144767013516
ADD1	6.20833707324772
ZNF136	4.35400086886712
ANP32A	7.26714815031844
MGP	6.43487341230821
DNAJC1	6.07115675601975
CCDC144A	3.41284761683806
ACLY	5.72734465857844
TRPC1	3.67435231049127
CYP4F12	3.91980579221126
FKBP5	4.51340087567946
SMS	7.28130268352582
MAPK7	4.21082099256917
RRAGC	7.80711678013936
PARD6A	4.39715103754536
CCDC85B	4.74505713948888
SYNGR4	3.3523776866043
WIF1	3.47622012546693
GCH1	6.64799456272375
STRN3	4.66782046608753
TMOD2	3.00134410602548
FLI1	4.07971247216014
DGKQ	4.00295575961126
MAB21L2	3.24498480581638
SCNN1B	3.23665321660400
ECHDC3	6.29790029658229
TMEM106C	8.28980671134216
CSNK2A2	5.64612062024923
GPRIN2	3.71858095283958
CPA4	4.1623719657216
RPL39	12.7874010361885
HERC3	3.89422983862363
MELK	7.50526664783945
IL15RA	6.52157396304416
HMBOX1	6.14356413994999
CUL3	6.23384155274198
PODXL	7.33781922994976
CCT6B	4.28980882159779
GPX2	4.2344853410708
ITK	4.0043362108555
CLIC5	6.08230402303252
RABAC1	7.79596977715363
YPEL1	4.45793440533015
DNAJC4	4.11129887347194
NR1D2	6.34311169030935
KIAA0776	5.4920348208621
FBXL5	6.40931155485551
C13orf27	4.97204986972272
DEFA5	3.10064501658306
TRHDE	3.4948184824817
ZNF536	3.29321721376969
MEF2B	3.95599118050036
UQCRQ	9.50684156424983
ITGB2	7.878301955582
PTPN4	6.81417787389889
STX5	4.95447092389915
CD72	4.23546852666752
ERH	9.32709660411214
XRCC1	6.14437071266776
VEGFA	5.2263044351737
MPHOSPH1	5.02799388032233
MORC1	2.94329792944135
PARVB	4.00148413456352
ELL	3.86964645886126
SETBP1	4.09060705920581
CDH11	5.88573435009942
NDC80	7.79783030477854
GIMAP6	6.55696683794112
AREG	3.73912885470869
BAT2D1	7.59020279976755
CDS2	5.77390211577245
LIPT1	7.24644516688181
SENP3	4.31206904661494
IL1F9	3.71758125347058
GRIN2A	5.5218062463923
MAN2C1	4.99246186116135
NSUN5	6.24970518907506
SF3B5	9.49851995114372
CEP72	3.89070392888639
MYC	8.46959822370903
NRXN1	3.34899135019643
DECR2	5.10446038602748
SLC37A1	5.457895089431
SUPT16H	7.23359393284125
MUS81	6.23115641992022
PHYH	5.68635721677404
ULBP1	3.32496499919148
OIP5	5.66375461335157
IL10RB	7.80141372650243
OTUB2	3.84909990638181
NELL2	3.99019089077424
MAPK8IP2	3.73325670288839
ARHGAP10	5.10831435345568
POU3F2	3.54409293083031
RPLP2	8.48400712457771
FGF22	3.59624641065006
PSCD4	4.40250428413180
TRAPPC6A	7.09363871287598
C21orf2	3.955112076947
CEMP1	3.35347625404893
IL1RAPL1	3.62279786012345
LIN7B	3.63154322080463
VCP	8.30409879829483
NKX2-1	3.48426127228669
BGN	5.2713236718138
LAMA3	7.17353639372736
APOBEC3F	3.46978091029626
COCH	3.70208230183181
SCGB1D2	7.32841114869597
SP4	4.13562365485356
SLC11A1	4.01982721925004
ICAM2	4.59011403302727
C21orf25	7.09709354082816
SH3GL1	5.65867424278726
RALB	7.47422358424089
GSK3B	6.92622694271293
GNGT1	3.60689155192708
GPD1L	6.7914855555907
VPS37B	4.66582371644884
TNFAIP3	7.22472007217977
C6orf32	3.94841455597777
ATG3	8.67794669630965
KLHDC2	7.33293936019669
NDUFV2	9.3070733425115
PANK3	4.42862955275971
BLK	3.35552101262930
MATN4	3.59976112068919
GPM6A	3.30325622330977
WDR82	7.87702560937397
APOM	4.26356349941882
PKP2	5.41610619051249
C1orf135	5.37166632201073
TRIP10	5.57495494110306
HRASLS	3.75535603421011
TESK1	5.84397901894483
FSD1	3.80151082568002
SFXN3	4.79190113025064
MMP1	3.06346947360036
CA12	5.73769688540253
ZNF611	6.29288355936473
C19orf58	5.0503458920574
NCOA6	8.24364353434476
PDE6G	4.92841418724736
PPP4R1	6.84635875935888
HLA-DQA1	10.0773677926233
GCLC	6.23839803312507
MAN1A2	4.53998338202402
SEC61A1	7.93528017325345
IKBKAP	5.38283112262255
TWSG1	6.12007932194938
UPF1	6.02333710964742
KIAA1219	5.63810575238727
CTDP1	4.90785484373157
ZMYND10	3.67481272389388
WNT16	4.76686814881799
ADAMTS6	3.58578399989362
SNW1	7.61993258282781
IL18RAP	4.00165249444232
RPP30	6.68941867419542
KRT86	4.26096790216669
CDC40	4.49525400481145
SLIT1	3.85749831921404
KIAA0574	3.80756993348622
GTPBP2	4.66244520562222
SETD3	6.88442115158567
C15orf44	5.49924652563439
PRRX2	5.35873556501984
GPR110	3.60025322129836
C11orf10	10.5609488552374
MKKS	7.23472988486738
ELK4	3.42571225664641
ACOX3	3.9859655041294
ADCY1	3.60749173909982
KIAA0372	7.20248825721324
TP53AP1	4.9633001375984
RHBG	4.24645357548734
SMURF2	7.47440023947057
TP53I3	6.44222432635416
EBP	6.37121630561928
SLC22A3	3.01032645710062
TOR1A	5.78770193118159
P2RY4	3.81698020647849
TRPV1	3.89273160632499
ADAMTS12	3.61755109000925
PES1	5.6162042098543
UCP2	10.0214785209898
ATG4A	3.97802042721402
FOXG1	3.84071646615189
MAGEA10	4.23462727799298
WFS1	4.78929642388704
TRIM24	6.45612213145273
PABPN1	9.25527974282906
PROC	3.75985547956656
SLCO1C1	3.86680821862705
SLC25A30	3.82629981682957
SLC22A5	5.12826231728907
DEPDC1	5.33295342374834
KIF23	6.1555416788427
SYN2	3.75944509740063
ASPN	5.65659190736693
CENTG2	6.86249056003475
ZDHHC17	4.65923574062381
VNN3	3.36600784991301
KCNH1	3.71574649564659
PPARD	5.38354583728916
PSMAL	3.51863886990538
FLJ10815	4.41201246589669
YBX1	10.7216556856886
STK24	8.81242597367395
SPEG	4.33321091270225
STK10	5.03536495612432
ZNF695	2.82234559453784
SCTR	3.28292240976058
AAAS	5.09035976063394
SSX3	3.51529920405431
ABCD3	8.07008391989663
MTF2	6.45211075457044
FIG4	5.8357186169548
TMCO6	5.57321193080336
C9orf46	6.64269647816354
ATP6V1F	9.08025347433586
IGHMBP2	4.41386379932984
CCDC94	4.29942073268662
EGR4	3.52537981843617
DUS2L	4.55421105513002
FAM3C	8.74735157559314
DCTN4	4.94756363856435
EIF2AK2	6.69083340026444
CST4	4.11834325101425
CCL11	4.01775482460843
LMO7	4.09368674210467
PAM	6.5765367060605
NUTF2	7.34410312206345
ADRBK1	4.97641422527983
ZNF84	4.90085299173511
SLC39A4	7.16201170440032
CITED2	4.07539949780415
C12orf49	4.28452676445333
GRM3	3.38122105864166
CCDC49	4.09471479655382
STARD8	4.36226665097302
FNDC4	4.21338089537414
SIAH2	5.65258351859144
CCDC103	3.47663793842782
ATP5A1	11.0845132189126
HTR7P	3.52329800584129
LALBA	3.57440216077179
RMND5A	4.86121992936759
ATP5J2	10.3296556621152
PSCD2	6.83693708847136
MMP3	3.9653671072609
ZNF409	3.95945997304283
CRHR1	3.6240449797949
WDR70	6.94630109201604
ZFAND1	6.32837594717298
CCL18	3.75776029185776
KRTAP1-3	3.38428365261833
RINT1	5.91971179170509
NRN1	3.70294404490626
SPAG5	5.79036341284373
KIAA0408	2.89989621733442
F13A1	5.99186554878138
DNAH7	3.58484646509314
SLC10A1	4.32674875446101
BRCA2	3.86944040927648
ACADM	7.80130043586824
GIPC2	3.48381319463979
OGN	3.05060246974067
RAGE	6.02677635719644
XPO6	6.76897751157274
FMR1	8.90068562043663
DUSP3	4.77412468483759
ANKMY1	3.71220602010084
CHMP2A	9.70765497115352
FAM8A1	7.50723112255329
GPR21	4.17777293182308
BBS9	4.55870937437491
UNC119B	6.07423425254507
SLC12A3	3.54905419538066
ZDHHC7	6.046490575262
FVT1	5.57852437545901
ENTPD6	6.74449235259503
PPP1R2P9	3.72482388622821
ERCC4	3.56338156599669
MMP8	3.29517925794705
HMHA1	5.54688680801892
RAD23A	7.13126211278907
ACY1	6.0592135688363
MT1E	8.5919883984387
PPP5C	5.47233894766394
GPR20	4.31775085482035
RFPL3	3.57162269560577
GHITM	8.9577888674177
SCAMP4	4.74104567990801
NARG1L	4.32056920492827
MYO9A	6.25432006379333
BLMH	4.60075524735514
NDUFB7	7.34397345468462
ADCYAP1	3.56755704586572
SP110	6.82158861647335
MIER2	3.93597314942871
KIAA0513	4.063613145238
SH3BP2	4.29733038445138
PNMA2	3.3213709010996
MAP3K7IP2	7.51662592412598
AGRN	5.12524412984533
CEP290	4.74513060813815
ANXA10	3.53428269435663
RTN2	4.27229503703997
C14orf133	5.67587597259206
PRPS1L1	3.11695307884875
PRPH2	3.95469819050795
KLRA1	3.07576768679988
IRX4	3.32397474946751
GOLGB1	6.84585323258579
GPR97	3.48231055341033
NFKBIL1	4.49109060661254
CHD7	6.00698345260376
APBB3	4.13916894891779
RPS10	10.5106381452207
HIC1	3.34083132055620
TLE3	4.82640476021579
PSMB7	8.74840160702477
IAPP	3.66817290349239
SHQ1	7.0306925592021
API5	6.28439233614615
GP1BB	4.19466083208019
FTHP1	8.53583635190121
TRIM6-TRIM34	5.39078009460314
SLC6A1	4.0411091618238
OCLN	5.29888259706452
NAGLU	3.85155376311913
PTTG3	5.1746566170361
FAM117A	5.8671041273476
SPRY1	6.29324682765977
FLJ10781	8.0354142937937
CDON	3.85686640176704
SH3YL1	9.11197282668625
IGKC	5.8728255288401
TREM2	6.16688083300176
MMP14	4.8755767924356
SERPINI1	3.79136542098477
HDHD3	4.43976647361694
DYNC1LI1	6.79354546458925
FASTKD5	6.82398291133265
