Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_A12_433732
Composite Element REF	Signal
ITM2C	5.26346664813252
DAPK2	4.1389006282317
RUNDC3B	3.08864689079659
SCAMP5	3.97725135771777
EREG	3.45480958412782
IL17RB	3.71983800967702
CENPA	5.90827899679334
TMED5	7.30972016750261
MCAM	4.35899332118376
FLJ20323	6.25133749885928
CDH6	4.9400233669679
POLR3E	5.86402561464599
BRP44	8.02617168572084
OR7C1	3.32932471812129
AQR	6.28260403926627
THG1L	5.0810653290378
CAMP	3.98701405269311
GABRA2	3.69219969393251
C14orf166	8.97667966108657
ADAMTSL2	3.5011622211999
MYL1	3.47133684463024
TNFSF18	3.64027031529356
PPIB	9.53694283162776
KLHL4	2.92446033074796
SFN	7.52723155242236
FRAP1	4.8381937808176
CLMN	5.28366490694922
GOLGA5	6.84244741180253
SDCCAG1	5.89149828371734
SSTR3	3.45195008235673
MAGEA5	3.61964819316572
OVOL2	6.61805643435166
C10orf95	3.71209715607129
RBL2	6.1436407385972
JMJD1B	6.85175818997066
PPP1R10	5.99974028282117
C1orf163	6.19446380848682
CSE1L	8.01986572593327
ASRGL1	8.89515098384326
RDH16	3.86920890961063
TOM1	4.51743523622256
PTX3	3.67115931806177
CENPN	4.44902380074467
TTC15	6.9890997687979
TMED2	6.40278204742139
ANG	3.90828293712954
RCAN3	4.6833333739915
CINP	6.67911612824044
U2AF1	9.65263176541796
NMT2	6.00035699181112
OSGEPL1	5.39899322508179
DFNB31	3.75823053568787
MARCH7	7.2933038081268
SLC6A20	3.39526242682872
PFKM	7.53946815438777
SGMS1	7.9987669595561
DKC1	8.17184992239436
MGC5590	3.43368310707802
CREBZF	4.17846654241992
DAZ1	3.15540888425758
RIOK3	7.44370150690581
PRPSAP1	6.96754378530265
GCHFR	4.96040378228467
LOC196993	3.68410138248855
UBD	9.05098451154878
ATG9A	5.63390629094797
S100A1	8.92818120539186
RPL6	11.6408540210423
TMEM40	3.75371703588495
DNAJB6	6.71330018792131
ELP3	5.1619771182695
ZNF787	5.61416557431603
KERA	3.28348292167508
PELI1	5.87006929076008
PPT1	10.1356184886375
SLC35C2	5.51436239269421
MT1X	7.30015842099685
UBE2B	6.71850810545564
KEAP1	7.07213505809317
MST1	4.52035419125053
MUC4	3.45463540785474
RFC4	8.6498877771386
BCL2L13	5.09204074920695
GNB2	7.2300462434692
NUP50	5.29409246169083
SULT4A1	3.63495292823315
S100A8	3.66258993316956
C7	4.72629768744087
CCDC130	5.30137003760307
RQCD1	3.56796280424931
AYTL2	6.10783181360707
MTUS1	4.30330124182480
ARFIP2	6.68019585298227
UROS	6.62447677155795
LEMD3	6.32245674148139
PLEKHF2	6.72637118206966
KHDRBS2	3.28567143919582
HOXA7	3.22236126757132
POLQ	4.62013557209018
GTF3C2	7.07192924099927
SOAT1	5.02168437733247
SPAG4	3.96203116491333
MRPS30	7.18719528730284
MR1	4.2098672545499
UBE1L2	3.97925744908592
F8	4.73115358151232
KPNA5	3.20467665728543
ACHE	3.46819010269609
TNFRSF12A	5.27781038536203
EGR3	3.74680951647448
TCEB3B	3.74449861439228
ZNF184	5.1103652609489
OASL	4.71300938626123
SERPIND1	3.32837649506318
IFRD1	6.26602786648689
SPINLW1	3.08379385676162
KCTD9	4.68937228197301
PRR14	5.72689603485029
ZNF267	5.62778177562228
PPP1R3A	3.52189189069102
ZBTB6	3.46740206373913
ACTN2	3.80262186963451
TXNIP	9.3535754582901
NUDT3	6.18582245660163
DFNA5	4.73929081660259
RPL36AL	9.5509738323120
KLK15	3.90983001588866
RAP2B	6.42974155475207
CHAD	3.67609664414121
HEBP2	9.76481065935679
GABPA	4.34815460154345
CAMK2G	4.88817096291474
TLR3	5.33376027816562
FGF14	3.60336498549649
HMGB2	9.82137879875603
POLB	8.16337204921419
KIF3B	7.13089541112288
C3orf27	3.80598371632087
MTMR9	4.32665989332863
SEC31A	9.63327840960649
TRIM58	4.44872846428462
TAS2R14	3.14247668559051
NSDHL	6.27850702611795
GLRA3	3.27175338109382
VPS8	6.55315337799418
H1F0	7.89788606785694
PRKCB1	4.59029213220821
POLR2D	5.97446430595346
UGT2A1	3.25771384000128
TOR1B	5.96991844306609
LSS	4.89911984616066
TOPORS	6.23186306372677
HNRNPC	9.28304792908122
TMEM100	4.74360495564711
DHRS9	4.28452337565831
ISG15	8.71632023900713
DNAH2	3.97156460282923
ZCCHC14	4.46999374638799
FXR1	8.10109004062379
ZMYM3	6.82324273290207
CREBL2	6.38881245358621
TGDS	5.33418024808587
CASP3	5.90229533820865
FAM120C	3.67347018640031
KCNQ1DN	4.09686375492348
SCLY	3.89087422435165
CACNA2D3	3.57565384088278
CA7	3.60491660154332
ENTPD5	4.15228375902705
SUCLG1	8.54995865295823
PDIA5	7.30380568762291
KCTD20	3.81892938295386
WDR47	5.54019746384759
KLRF1	3.68889686236072
MAGEH1	5.26312532446364
PRPF40A	7.92410807190106
SMR3A	3.45181101981430
TAS2R16	2.98875523314321
SPINK2	3.29131883232885
NPY5R	3.52513329064316
IRF4	4.1420040369297
PRKCE	5.18586947846301
ITGAM	4.52549452374599
RGS2	5.23395547579826
DDX19A	5.54512827437295
PDPN	3.7224898725349
TMEM34	6.56211685868232
MST1R	4.18671772546349
MGAM	3.76323161924322
COL3A1	10.5327449563479
PTMA	12.2710946597181
PRDM11	3.41279684705422
NAPA	6.6585095098205
DIRAS3	3.45987007649353
LIPF	3.54578062722505
PSG9	3.69714627765714
ASGR2	3.36118239123934
ARHGEF11	4.65368360460494
PIK3R4	5.61587441952861
IVNS1ABP	6.74994520803357
SIGIRR	5.3146422921982
BTBD3	6.49876047929685
UBE2NL	5.48949851443678
PPP1R2	5.09695991890864
FOSL2	4.50447593792827
IL1RAPL2	4.10743340512642
C4orf30	5.2154102061396
TUBA4A	6.05651368849026
SEPT4	3.77055592433120
SFRS2	8.54479078755012
EEF2	10.8937485889908
ZDHHC11	3.25567017743316
HNF1A	3.58472594785642
EPHA3	3.21053743434645
PRDX3	8.75292776068658
P4HA2	6.46096676300862
RFWD3	4.98840038633585
RBM12	6.35059055982939
H2AFJ	3.86597759603391
EDIL3	3.95916950037375
LOC200383	3.98702125448904
SERGEF	4.19355228060187
B3GALT4	4.73280008278252
SMC2	5.51141136966829
LOC90925	3.35270958039909
NPFF	3.64388095506389
DEDD	5.24689756722428
SCYL2	4.53610288109103
PTPN1	4.70120407111387
ZNF174	4.35958992646105
MYH14	4.76678122358611
CCR8	3.77683118342296
SKAP1	4.94036118645496
GADD45G	4.26871517329867
PILRB	4.63447684506394
IFITM3	10.7682907544446
DNMT3L	3.65330737967941
GPATCH1	5.70548537528039
VPS37C	6.43128487903829
DSC3	3.76435025074137
TBX4	3.48713603434309
B3GNT3	5.70126309482266
LHCGR	3.19986461564701
SAP130	6.34522465812687
UBE2S	7.58443808764689
CNR2	4.21843789169468
PCDH1	3.89183106682495
ATP6V1B2	6.16713052149251
PLCG2	5.42152247065548
CAPZA1	9.97543272881448
GLRX3	7.83471118031854
HRH3	3.62734139717253
KIAA0247	6.12198621086135
MGC15523	5.97318812432489
CRYGD	3.5423457479196
HTR2B	3.26899794453116
CCR1	5.96431495344109
NUS1	4.30910285187917
DNAJA2	5.19931933241369
PGRMC1	9.04920211331392
UVRAG	7.03479056835673
ITGA2B	3.73112861221734
CLDN5	4.18438596395539
PTPRN2	3.62298202073054
PSAP	9.61797328717
MYOM2	3.58189554413915
CHM	3.37003642357093
CCNL1	6.44297702219203
FAM105A	4.5125920693413
LYN	7.38354939678972
DUSP6	7.1860826451708
TGFB3	4.53250562905771
PCDH11Y	3.11369162089069
NAP1L3	3.28035761639213
ELK1	4.86896965111874
HGD	3.36630380260382
C10orf57	4.84661403854989
B3GALNT1	4.59435296810164
AARSD1	4.68624018541113
MYO3A	3.03408662314689
SERPINE2	4.72553299646185
GDAP2	4.40517795749474
MAPK6	6.84574443123567
COX6B1	11.0748948805646
DNASE2	5.91022403053184
MSH5	3.86611686835113
LGMN	7.33296898907285
TCN1	3.58078979115685
SLC24A6	4.59547535445307
TATDN2	6.89445846849235
SDCBP	9.98781496705794
NUDT11	4.0052659455625
LILRB1	5.46414012877227
PYGL	4.50411279822629
P2RY5	6.0638010652332
SNPH	4.22565183717814
NUCB2	8.34401139409979
B3GNT4	4.36256149933583
SNX27	6.04724492040429
C2orf37	3.37020488517246
MIZF	5.14943191596595
FOXO4	5.12248963394634
NUBPL	4.21890019334129
NOD1	5.37748235012693
ID4	7.13013469876352
CDH22	4.34702195566715
PXMP3	6.0863045487251
SOX5	3.56917336747016
NUBP1	5.97921496423205
DSCAM	4.15619744308215
INA	3.61129625627784
DGKI	3.70636637992779
MCOLN1	4.1478387204285
FAM136A	7.5047543841527
RIN3	4.11205032544658
NFIX	3.58589973098219
SLC16A6	3.63492823071337
AKAP1	5.46937228627455
PSG2	3.43751271015224
HIBCH	6.60983274582243
PLA2G5	3.11313868745761
TIMM10	7.40876573885188
MED17	6.04160902451368
PSORS1C1	3.40587753559487
KIAA0495	4.20681778445687
LPA	3.59124188972968
PIGA	5.62407153816023
COL4A4	3.30443418649537
LY75	8.46143198417272
TPP1	6.86995241973039
UTS2	3.51078251513203
GJA3	3.5424142399412
GALNACT-2	5.53704204249948
RREB1	3.62950815142039
TMPRSS5	3.62915937202799
MGC3196	7.86036334705915
FLJ31568	3.6975399830878
DNMBP	4.81885392332783
LPHN1	4.15829132960511
NQO1	5.98809209975017
ZSCAN2	3.32852332213891
SP1	3.69950001647157
TOX4	5.8296375803717
SEC24C	7.8078297125903
HSPA9	8.42341563838198
APOBEC1	3.3363535959448
SURF1	7.66135058663276
LSM5	7.54244151775475
ZBTB1	4.25184079882687
GTF2F1	5.28812667221811
DUSP21	3.742201586381
RPS15A	12.3768830341149
TAF1	4.72181670119095
GINS4	5.27885663794758
MYO15A	3.97291915380601
AP1G2	6.0529132651561
RBM42	5.99221470285829
HCN2	3.74154310680739
UTP3	7.25845360648623
HNRPA3	7.13039821270083
CKLF	6.31345644560931
U1SNRNPBP	5.97554984396417
FLJ20674	3.9184672987847
RUSC1	7.71837818341582
MBNL1	7.75854936817565
NUP160	4.70256671255742
GRIK5	4.00631340743638
USP21	5.76407138305406
FLJ22639	3.45761195827703
HAND1	3.38719564174257
ORMDL2	7.55882286122486
SERPINB1	7.1091941263982
FGA	3.58364692172336
PRSS7	3.30674565849770
IGFBP1	3.15606548059266
SLC1A1	3.71841016852735
DHX57	4.73609799043516
PSAT1	6.68861337072965
FLJ13195	4.15483880958028
GDPD3	4.26412828797025
PTPN21	3.64517971131838
TBR1	3.02747493442969
TBC1D1	4.88309799124813
IFNG	3.26279825432766
FOS	5.05199101686623
IQGAP1	9.98948744632507
ZNF226	4.41811575507135
EMD	5.37587173643816
RETN	4.03847328790112
APH1A	8.0751972476432
C14orf1	4.87485052501478
PUS7	6.72159644748466
PAFAH2	4.52740672729709
NPEPL1	4.69009945510379
RP11-114G1.1	3.67483114599258
TUBB6	6.85886573464724
FOXL2	3.37851143804163
LATS1	3.55401626270906
BAZ2A	5.32880433378811
KCNQ2	3.18160740195664
SPOCK2	5.02936609523325
MARCH6	6.9930302769503
MGC10334	5.59984793411998
HTATIP2	6.4351186825219
CENTA2	6.45759317273202
FGF2	4.43888612176359
FXYD7	4.22478791874557
CCDC33	3.57127167363158
PRODH	4.05635574582318
DDX6	4.29242976661276
SLC43A1	3.63785089728734
NTN1	3.49088538854858
ING4	5.32874791673738
DPH2	5.27056310325557
ZNF313	7.40348395822398
VPS28	8.26092326541529
FCGR2C	3.83238438105758
DIAPH1	6.2056096715039
CEP76	4.82459268770755
CORO1A	6.71637466995674
TRAF4	4.15480884006262
ZNF460	3.37470069765413
RRM2	8.55525297629406
EDG4	4.56102497964583
OS9	6.82095897440151
SLC4A1AP	7.03534028665688
COG5	6.50721793326567
COPS8	6.50011683788291
NGLY1	7.54905654627169
AKAP9	5.15552037076747
NCBP2	6.9779059573743
C17orf42	4.99379676933879
GPSM3	5.19737434365832
SLC20A1	6.9743562061558
SIL1	5.76565941828125
LDB2	3.67693693223418
ASB6	4.93563870657296
KLK5	4.18269925559926
SMAD5OS	3.68177404352748
UNC93A	3.99498927912087
SPTB	4.40520380169552
EFEMP2	6.08091427929432
EFNB2	6.8605552581258
C21orf62	3.21598646046501
PCM1	5.49609234152025
FMO5	3.45031883762585
TSG101	8.56533094538843
CEBPG	6.12347558762194
GTF3C4	5.24333569940156
ABHD3	4.9801966815603
TNFRSF1B	6.04680444806956
CLEC1A	3.51083852097407
IQSEC1	5.04851364782110
PIGN	4.58168089665393
PATZ1	4.5251502609446
RBM22	7.48679673088547
AEBP1	6.19290305035076
BAG2	3.69036954600868
PAQR5	3.37770911425771
C9orf127	4.28878273262289
THNSL1	4.91299264201005
ANKRD2	3.81293336272121
JAM2	4.42328687958103
SNRPN	3.26335832745344
ALX4	4.05877260818653
FAM130A1	5.00921440682159
CACNA1S	3.50106561579023
TRIM38	6.42094027752587
CORIN	3.0882536637245
TMCC1	5.25998657982504
PCLKC	3.72535034235252
PLEKHG6	3.98204048965588
LRRC40	7.21355488462274
SMG5	5.96004189227068
NCAPD2	7.31245230703068
WNT2B	3.51434565624017
DCP2	6.8412798560665
ASNS	7.2625614333504
MRPL49	7.63688002414818
TMEM24	5.00237999551045
RPL18	11.8701462586185
SMU1	5.77132211477169
ISG20	5.33644908107906
CASZ1	4.53037549664047
POLR1D	7.12420052769889
GIN1	4.60325449622055
TMEM177	6.00196184744659
CDKN2AIP	5.38892409942701
KRR1	6.45609417466517
CXCL1	3.85309468491733
C1D	7.05204576123886
EPM2A	3.83861977604006
LDHC	3.70144565108101
PC	4.5378673499555
PDZRN4	3.18757604507478
FAH	7.3926242727105
UBE4B	4.5199664817188
NIT1	6.65742585646908
CDC2L6	5.03560558717001
BTN3A3	6.83029430276413
PAX8	6.4154702287157
PRO2012	3.07371141523360
BEX1	3.52992210153966
COMMD3	8.45993384562903
MRPL40	6.33252053122163
SLC2A4	3.65206966090864
SHFM1	8.78693771454377
PKMYT1	4.15259478159471
FEZF2	3.87587343865957
DUT	8.15011138605885
LRRC59	7.37463782290076
LY6H	3.22087498229735
MAP2	3.67388959408537
LYL1	5.04278972388174
EDEM1	4.79938676992882
NOS3	3.39241477805353
ZNF34	4.07512770229623
ADH1A	3.64569086183148
CYP11B1	3.29559043138216
CDC73	6.19194491718397
GPR172A	5.68220197706311
GSTM3	4.0536281367059
C19orf54	5.30291400879729
KCNA5	4.03644295220688
FLRT2	4.36647616906934
WRN	4.72420448211658
ANAPC5	6.7019923355219
SDF2	6.00100970069586
KRT8P12	4.77334820926964
DZIP3	4.00264988135583
C15orf24	7.54151035597058
NFATC2IP	5.36560064895295
RIT1	4.87625547411426
RHBDF2	6.11712022397078
SCML1	4.39342646466340
MED9	4.23922222481233
RAB13	10.4227182284462
FBXW11	5.66001298089911
ETAA1	5.08315758594217
C14orf131	4.68952617043954
SLC12A5	4.00294237235786
PHF14	3.16310481366987
NRIP3	3.71836083171875
TMEM121	3.41177215576170
NOS1AP	4.35749146545481
FAM3A	5.62508396227161
RPL13	11.6813184206645
PRDX2	8.41945554020563
SAP30BP	5.78281629017158
WDR76	3.95960739827388
PRMT3	6.84941474163841
TRIM10	3.87618407855917
FAM82B	6.14729282208179
GCNT4	3.26705096770539
MAP9	4.55346864150453
GPRASP1	3.46465156215708
CXorf36	3.67243526972016
CDKN1C	4.26526979478197
DSCR3	4.80350051122158
ZFAND3	6.50442853489403
C7orf43	4.55000035455303
HSPH1	7.52953516793493
SPSB3	6.47535048879521
AQP1	4.55530260068905
COL17A1	3.80220582155072
GFAP	3.79505125033949
CDC16	8.31055689677834
KIAA1614	3.51135743722232
PRSS16	5.54127933292105
KIF13B	5.06905619055249
PCDH9	3.47452922002575
MKRN3	3.35272547274797
ADAMTS13	4.27802315742915
ITFG1	5.95313668574895
TUBG2	3.86906937051929
TTYH1	3.41329374568389
SFRS7	8.15719209809147
C3orf18	4.28904583336562
FLJ13236	5.61221980248050
C18orf25	3.93363681247502
EXTL1	4.10000843371727
RANBP10	4.32440032424203
RARG	4.59274946011802
MYO7A	3.80333889868149
SFRS18	6.61795031439487
CD96	4.1304684435335
ACVR1B	4.38116691871407
DENND1C	4.50407023396621
RBMS3	4.14209474511858
SLC41A3	5.87804099362703
PSMD1	8.3071978901837
DGCR6L	3.01324854674901
ILVBL	5.71837797436047
CSNK1G3	6.63057297996974
RNF186	3.77980870978757
IFNGR1	7.72660619421873
MAGEL2	3.45530138053733
TSPAN6	6.91235789332028
SLC29A2	4.61671125987176
MSL2L1	6.00106555487101
MATN2	9.09076178097293
ST6GALNAC2	5.89912159832941
RBMX	8.51113191260355
MPP3	3.98354790218497
FGL1	4.11145951111631
PSORS1C2	3.59407932736131
RAD51L3	3.60437303567896
ARHGEF6	6.37469167781567
TGFBR2	5.01197535927367
ORAI2	3.85752575046651
CDC123	9.1855803680374
IL33	3.28200174235278
DEAF1	4.33683558827855
AMN	3.93381075785308
MSLN	9.1150742984162
DEFA6	3.51347882783394
WWTR1	4.1336875335421
COBL	7.1676335967867
PPP1R16B	4.66526521109734
CIB1	9.44493866417888
TSSK1B	3.59826665703488
GAS7	4.63102592166622
MDN1	6.7173465446904
HAAO	4.3630297348867
HLA-DRB1	11.6137713700721
CTNNAL1	5.97043928512308
TLE6	3.35320875896064
CIT	5.20255999699297
TNFAIP2	6.59048482926401
FOXN1	3.38457732938998
HERC4	4.976525579668
DRAP1	7.10114247225449
PEMT	5.87068143864025
SLC38A1	8.9841523565579
ARHGAP6	3.33723642222604
PHF20L1	5.12951996009670
MCM3AP	5.02681737989739
MYO1F	6.10423113060035
RAB11A	8.42599570075408
PTBP2	5.93968690295919
SNX1	5.95961677213429
CTB-1048E9.5	4.9873047857871
C19orf60	6.59888951944532
C7orf25	5.1630888394028
ELF5	3.33797135818354
HOXB9	3.58981079115174
RBM8A	7.52412271987272
PARP3	4.5168980690253
ITGA9	3.79114817949883
ZFR	6.33305623370419
VANGL1	5.62523393604792
FLJ20699	4.65245539957272
ACSL6	3.12461736504852
CHAF1B	4.3363033309029
NDUFA3	9.75703255592884
FABP4	6.5627019614658
KCNB1	3.8128611132707
CANX	9.00890797261888
SLC25A28	5.20157042060917
SHARPIN	5.67405204137078
ADIPOR2	7.28445559808632
TTC23	5.55636174464631
UGP2	8.98227111564148
ECHDC2	6.59784797055328
CIRBP	6.32494893537603
SEC14L4	4.09773575027309
SMA4	5.24775515842899
FRZB	4.59640089094943
PABPC1	11.8073949197539
APOBEC3G	7.4178525148859
CUEDC1	5.71471926026816
CLDN8	3.28608589514189
VPS52	7.94187059284866
LOC23117	7.55414651768029
FAT	4.94919175509047
M6PRBP1	6.11091384345598
PPM1F	4.86942581808051
TSR1	5.82225202745208
E2F6	5.49945883049395
TMEM126B	8.31176078538466
ZFHX3	5.11104586077371
PCSK5	3.89921252374549
HEMK1	4.50497193968706
GIMAP5	5.92770780558089
DPY19L4	6.38237534012959
FAM77C	3.85740985224438
CTPS2	5.48875242795796
NDUFA9	8.94897680426187
SCRIB	7.5901815510837
AURKC	4.01638375876868
LOC51035	5.70137785623307
RSRC2	7.3385477487017
ORM2	3.1960526059723
FAM115A	6.13489957801493
EGLN3	3.69871282588569
FZD6	5.70253405720472
PITX3	3.96468960852052
GPX3	9.71578586927087
UNC119	4.62651794298359
NOV	5.32253348436877
GRM4	3.93405732460266
CABC1	6.1704081535611
KLK1	3.77050208823602
GPM6B	5.3333883703829
RRAGD	6.64359343139198
EIF2S2	7.19863402907832
RNF130	8.70442874668053
CKAP5	7.27146901222032
UCHL5	5.0549872882561
C10orf18	9.58352079529878
TMEM93	6.29351571080561
KCNMB2	5.77852074678944
AIM2	5.63136048295037
PNO1	6.26521484449451
ANK3	6.02586021733457
OR2F2	3.26059138877079
GNAT2	3.52020118255133
KRT5	4.85530612004165
ST13	6.98688319934495
SIX1	3.85715410283495
TIMP2	5.6847169501898
CDH12	3.39689648325784
ZMAT4	3.67559507885588
QRSL1	4.60470501295983
CCL15	3.9929921706256
GTF2IRD1	7.02378784938167
CCDC22	5.09129849488075
SNX24	5.51459391378836
RARS	9.5360667062297
MORC2	6.21772818919488
FAM48A	5.64247195989038
FOXD1	3.55037937265338
COX4I1	8.0399627176742
DSN1	4.81950933488837
AMT	4.92970936097727
GPRC5B	6.23002175543202
CTAGE1	3.0363966682729
DTWD1	4.97508220120619
STRN4	5.51475281472204
KITLG	3.13661725950638
HSD11B1	4.19701506730499
HDGF	9.39661915212348
KRT6B	3.52222651351508
SUMO4	6.00871225135253
ARID4B	4.91284010125272
SATL1	4.88978068152582
SETX	5.89615729942535
DDR2	4.25480589280473
KCTD12	10.4674810487049
WWP2	4.48492735223850
CTSH	8.87997159331996
FASTKD1	8.49606368535066
PAF1	5.58035909981993
IFT57	7.55078024593977
TMEM2	3.83032254634439
ZNF592	5.63955279824086
TNFSF9	3.94798617354598
PPFIA4	3.51593739912916
CFP	3.92637110664624
DCTD	6.55499991214937
CNIH3	3.7776123081787
MAP4K4	5.43038210585186
ROD1	4.42198710614396
MFNG	3.84802820705786
JMJD2B	4.84807444953735
DOCK3	3.366449354896
STX16	5.19958069272151
ALDH3B1	4.62839436379814
THSD4	4.10662539632806
DLAT	6.50666859520476
KIF21B	4.49312908649164
FEZ2	6.0696123467755
CDC5L	6.34787638824723
KCNJ5	4.04036431089669
LMNA	6.72200334822701
TBCD	5.68985564771482
ZNF250	5.09124812589238
CASQ2	3.55645296335877
PEG10	5.38169502637014
TPSD1	3.86225605026910
PRAME	7.37587677282186
NP	6.1437912773395
ZNF12	6.74162868603564
XTP3TPA	7.48038825884305
SIGLEC7	4.44023617220292
FAM70A	3.48742152736131
PANK4	4.0618266833948
SNED1	3.98340020672896
HIP1	5.34133883346623
WNK1	7.29698858105057
AHNAK2	7.64262200983173
FLJ10490	3.82797189213872
TOE1	5.69783020840466
RECQL4	4.58499792871223
PPA1	12.0092132106071
DPAGT1	6.70530132541147
HAS1	3.83639550138929
ST7	5.45473191013124
MAGED2	8.95712463097789
ANKRD55	3.52260068655765
TRPS1	5.12668415228841
POPDC3	3.33711798085128
ACOX2	4.04946221820469
TFPI2	4.00079279413391
CYP4F11	3.2913505932135
PDHB	7.88234816517446
ERN1	3.88860131341532
LHX2	3.32616186801293
B3GALT1	3.39101094255715
ADAMTS5	3.66122193882724
NOTCH3	5.34940799021671
C1orf116	4.63406853787746
UGCGL1	5.2221231696572
NF2	3.95594640909421
POM121	4.27061214750466
CLPP	6.00945362977861
MTMR3	4.25359274450182
ATP1B3	8.51590865334017
TMEM16A	3.23897377804452
HIST1H3F	4.38685291094405
TRIM25	4.6453206833633
CRKL	4.99379150125554
HOXB2	4.96326167889128
ANP32B	9.6443766117096
NUP62	7.34144159056265
GATM	4.75746000411078
AP4E1	3.46435691490088
RASA3	3.37673680878057
EDG5	3.70153892989222
CDKN3	6.01248166598587
CDH4	3.56582203261863
PGD	6.09623917626783
TMEM168	6.9147757155038
RND1	3.92998325880245
GAD1	3.39603400841986
MPG	5.57742871278036
ZNF133	5.46507934168369
LOC440350	4.01365832587334
FJX1	7.9801768044213
CLCF1	4.48931267218648
AMELY	3.39787057328298
PHTF2	4.8334552134279
IGSF2	3.88493960830498
TFF3	4.13853289473625
NDFIP1	7.9743087622296
IQCC	3.87097871690632
CUTA	9.90235505581413
HEYL	4.24169474217749
FTSJ2	5.9740705561338
APPL1	6.92190239279066
TNR	3.5819856222211
WAC	8.26532688934791
ADCY9	5.07990562915461
PYCRL	4.35657487945175
PCGF1	5.68779170924116
PTPN13	6.33599666259224
AGPAT7	5.27878717599915
SSTR5	3.92745309795624
CDKAL1	3.42346667703695
PDYN	3.46077520919519
SFRP1	3.98101611359862
VAV3	4.03543577361236
MTMR11	4.06638503188804
SUOX	5.69797153558407
IDH3B	7.66286891647883
STXBP3	8.04309605675779
EIF3G	8.60221235633592
GOLT1B	5.69276266062665
ARHGAP22	4.353286306678
NPFFR1	4.70554295855451
NPC1	5.97730193711128
ALDH9A1	8.91364372746831
ICAM5	3.46507909250446
ADD2	3.94539150246857
RASSF1	4.69431728670474
PITPNB	8.85524879587085
PAPOLB	3.42428343453811
URM1	5.61457236375939
TMEM106B	6.97430937498398
LRIG2	4.18099479571187
SLC27A5	4.51810167038561
CDKL1	4.02021444450816
PRODH2	4.37241648037957
SFRS11	8.69647719870715
IL7	3.30331615476926
SCN9A	3.68098881131062
BTG3	9.95699334166371
PAK2	6.2953770114005
ATP2B1	6.25791866558545
GATA4	3.58478202230457
PRKAG1	7.07641798971765
FAM64A	4.94064570371625
ATF7IP2	5.6324096337854
EEF1G	12.1094610145005
INCENP	3.83098282426222
SMAD5	5.38981341118159
GARS	8.95524832740226
CDK10	4.11393320439465
HLX	4.60863542259067
ELAVL3	4.10361021421389
MDM4	3.18025094627474
GNL2	9.07647654501176
CDX1	4.89978164566069
PFDN2	8.18663023338475
ZNF200	4.38906594285695
NDN	4.50353825669945
PRR3	4.01852926532194
HBA2	4.82711801776582
FBLN5	8.33251479486507
PUM1	8.62413871301972
CCDC88A	3.9753967789414
TNNT1	7.2931651423751
KLHL24	6.43110554312593
HNRPH2	7.76217995910217
RAB7A	6.95646877390183
SGPP1	3.32091083731477
PMS2	5.59127864786179
ARNT2	4.73919551679933
CBR1	5.96085756342019
ITPR3	6.081437439025
BIRC3	5.08649990271449
NRSN2	4.79959941508926
SPOCK1	3.50281663253328
H2AFY	8.56602697084288
RXRB	4.85405645020668
ZNF638	7.29076852724521
APBA1	4.05160210613570
RAB2A	6.90459181072036
ACTN4	7.37379073634739
FXC1	5.11938650583168
C6orf162	4.79182583298875
HPSE2	4.06190362801347
PLCE1	3.42951860995795
INSL3	3.52779458996721
PTPLA	3.16740696661702
EIF2B5	6.36226170064498
DLG1	5.29051108389229
PINK1	5.6612216125714
TFIP11	5.27841244907333
VPS33A	4.22849299656005
SKIP	5.20818671995815
GRAP2	3.3483457660794
GAPDHS	3.66528006833895
POLR2G	9.0383545560795
CNTNAP1	4.64948183537432
PSTPIP1	4.48706818003525
CYP26A1	3.76611384745602
APOL2	4.71257884602542
TACC2	5.320803027366
CNBP	10.7846087881957
WASF1	3.74153703789532
HSPB1	10.8541772798694
INPP5E	4.88620832393157
COX7A2L	9.30684604309532
HSD17B1	4.92157238936354
ARRB2	5.38948942011977
CUBN	4.03096023067756
SLC7A6	3.93277677121044
IGF1	6.60721990195464
ITPK1	5.52648467265719
NAALAD2	3.59710960468405
G3BP1	7.29445500505824
HSD17B10	8.31605443526515
NUP155	6.16046851011677
CYP39A1	3.8451107898213
GLULD1	4.10974379186501
RBM15	7.4519673070732
AMZ2	7.36098314468234
GDF15	3.64944740783725
CYCS	10.3305930614697
TECTA	3.71620257739862
CCDC46	3.99250309331522
GNAL	3.53479775876663
LPO	3.55278470186457
GZMM	3.92992819453001
PAIP1	8.53411203426428
DDX11	4.86921634755038
TAF9B	3.98312043113363
CACNA2D1	4.36753646348131
IMP4	7.8290244148196
SH3BP4	7.47775567295283
PADI1	4.77454156999881
DEC1	3.55811704297608
PON3	3.72066792544043
PROP1	3.53262488154749
UBB	11.7806548002135
RPA4	3.16985941723409
TCF25	7.08315628714333
NDUFS1	8.04668689946182
UPK1A	3.41890480163388
AES	5.46314403978204
PPP1R13B	6.1993792472689
TCL6	3.60563199569458
ARL2	7.91966788027896
CD2BP2	6.19480809377679
TOP3A	4.29799836089105
CHRM5	3.43392437851659
FGFR1	5.14410942750632
UGT2B17	3.15137862689608
CEACAM6	5.71546948858296
CERK	6.15142879787674
FXYD6	4.40395183909115
AP3S2	6.35711918101281
ZNF208	3.44577631532473
CARKL	4.39838960169106
