Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A11
Composite Element REF	Signal
UGT1A8	3.08335628839159
LIMD2	3.38960994069093
HIST1H4L	3.41542096962228
PECR	5.62902126010275
HSPA2	8.56534547355775
SERP1	9.18335248708552
TACR2	3.17930107796477
NUP85	7.30644919118497
CD177	3.24871733119509
GPR135	3.36469775044360
PIGG	7.74821773006502
LGR5	3.14994848502384
JAK2	3.63696208881319
DPYSL4	3.21456740300669
TM9SF4	6.85429534065463
PTHR1	3.25153283014264
SIRPG	2.95407372038333
ZNF264	6.69476106698651
BICD1	4.85134558964985
RAB5A	7.93189990029154
FLJ13224	2.95469996519416
METTL5	9.18966985101282
HERC6	4.77240227395139
CASP1	6.18776178094194
USP9Y	2.93076729042707
LRP1B	3.03859100529307
XAF1	6.53210701879415
PLA2G4C	4.49726139366366
APOA2	2.92115367115194
SPAG6	5.73464419751101
KALRN	3.17435991647567
SECTM1	5.98323509697202
THOC7	9.41333222978047
IFNAR1	4.52322417250057
TCTA	6.62274625966695
NY-REN-7	3.96468388058198
TALDO1	9.34575282289447
B2M	12.0325934653786
LPPR4	6.77980179802267
SQLE	5.93840712104711
SEPHS1	7.41840326917122
EIF5A	6.34498406384483
FAM49A	4.66386762112296
YTHDC2	4.93339035394964
EHD2	6.01674436981489
NCF1	3.6853913972573
SPG7	6.85016012512022
ZNF614	3.5858386582082
HOXA5	4.79788382316302
NUP133	8.45565644866599
FGF12	3.97143742784445
SLMO2	8.36091431252786
INPP5B	4.22605963523826
PPID	7.03126420484181
SNTA1	4.09087756918499
IL20RA	5.57022180162288
UBE2J1	6.43323534297376
CACNG2	3.07873082853773
GCM1	3.135705685624
ELF1	7.38121564474033
TLR5	4.73123459923619
TCFL5	7.18673313802613
C1orf107	7.07502386779264
C19orf22	7.00248799024447
SAFB2	6.44324646978885
MAP3K7IP1	3.83090847589883
NCK2	7.83474396609836
OXA1L	9.14345047999132
KIAA0652	5.65077983372447
KLRG1	3.35034438350362
FRAG1	7.02100909256569
ZSCAN12	2.91526194936978
PSMD12	7.37928475589163
E2F4	5.19001513134093
CLEC4M	4.06374956245061
KIAA0999	5.42385556306725
CLDN10	8.4212832258068
MGC13053	4.12856157083387
TAC1	2.76899042993227
GYPA	3.30316381248281
HPCAL4	3.19125820989148
TRAIP	4.00835407251125
MEX3D	4.97068432221889
KIAA0232	7.33763469510583
ERCC8	6.25118057898326
NFAT5	6.23207510653511
GPX4	9.3084641629785
CSPG4LYP1	3.08301081427325
KIAA0368	6.68216542757821
FBXO3	7.3519958604262
DVL1	5.45666110261056
CMKLR1	3.64007841637213
GPR157	3.33428801792393
TYMS	8.62550975788641
OR52A1	2.92898175357506
PEF1	6.75193963996578
ZNF750	2.95464202056136
ALG9	6.75806458477869
MCM5	5.47862324432928
SDK2	3.29163865780134
BAIAP3	3.78515329919093
RABGGTB	6.90152375587986
KCNK7	3.0469010105816
PTP4A3	5.32065775345449
ANKRD40	4.31695294251673
CALCOCO2	7.92111743282798
TMSL8	7.21588354834384
SNCA	4.32249373811414
ZNF551	4.53751986596833
HBQ1	3.34859349924800
ARHGAP26	5.01857646559005
GEMIN6	7.05247717373436
HRAS	6.21184953789457
KLRC4	2.82369852639371
BSDC1	5.297996122693
DSC1	3.51513542932245
RNF43	5.50470674783873
NDUFAF1	6.89148484100393
MAP2K4	6.26134187804722
FOLR2	6.30826166733917
LYZL6	3.44335537305765
EPB41L3	4.34965230185427
TEKT2	5.11600677386532
CDKN2B	3.29928516937945
WSB1	6.72136583335321
ZNF480	3.67676953776494
MAP3K6	4.11377109361357
PROS1	7.77289353718544
PSMB8	8.10416025082433
HN1	7.92354139543193
MAS1	3.00042060824527
APOL1	5.29218090627769
CSHL1	3.15951614768179
ZBTB7C	2.87360791577413
AHCTF1	6.26826199569158
SAE2	9.24661202504555
ITGA2	5.39411056201033
AP2S1	8.7779799447033
P15RS	7.28043379962453
MME	4.29086215718122
VAT1	7.83554293733703
MAST4	6.17750470104666
TUFM	9.35508004941317
KRT33B	3.4693209827414
THEG	3.82410997742812
KCTD2	5.30831930788055
WDR26	9.03697829573376
MFI2	3.39726386817801
KRT34	2.91460575494696
NR4A3	3.45044986322943
SGSM3	4.24798776042372
ARSA	4.0488202641934
TOMM22	6.12330159831213
SOCS3	3.73835877186184
UNKL	4.18419313271964
POP4	8.18300606278725
BHLHB3	8.68920589759594
MALL	4.27367851956629
SOX15	3.53242013690957
CCNA2	4.56328054193648
PARK2	3.1880220729259
GPR124	5.31858197542528
TMEM132A	5.36135657552988
CGRRF1	7.18343124270101
RUVBL2	8.89607218819839
MCAT	6.19820101446494
WNT10B	3.35035423136322
ISCA1	6.97183233530649
RPAP1	4.98942984273482
C12orf48	5.40798421750703
RAI16	5.52684425454149
RPL27	9.66467264030238
EPN1	3.67327327070965
MAGI1	2.95584675448144
GBX2	3.24356683598201
SLC35A1	8.44429847799968
GAL	4.22334052034871
SLC14A2	3.59506655940271
RDH11	8.26636321365442
ZNF518	5.00662347468343
PCYT1B	3.20776520061959
AUH	7.61072017551762
EIF3H	10.8200239809809
KIF1B	6.32976897040331
MBD2	4.72821345728506
AMOTL2	9.37581872080623
C6orf120	6.76557181320637
PIGT	7.82634647005372
PSRC1	4.17817366448571
PLA2G10	3.58714376937574
ALAS1	7.0782580012863
FOXO1	6.95136360663716
C17orf62	7.14157130219421
KIF5C	4.89395323225063
DUSP10	5.32145224361445
CRLF3	7.58140587598531
CLCNKB	3.28004122884931
PSMA5	8.49972790786194
FARS2	6.53985314323025
CCDC28A	7.69918258595791
AMPD3	5.21288625378015
PIAS1	7.7045210940671
ADCYAP1R1	3.26065914833650
TMEM134	6.6158428840787
CDH20	2.88277633850373
FBXO7	7.73704945046966
FLJ14213	5.00609318669094
ZNF3	6.06014539972813
LRRFIP1	7.92873955781668
TMEM49	9.12590734597982
CNOT2	7.79893459716634
CBX2	2.73962879682364
ZC3H14	7.6183804609263
ALDH5A1	6.86202803125371
HNT	6.48816634046582
SERPINA4	2.95945829264442
FLJ20920	6.1210602818047
CRTAP	6.35715288254936
DDX50	8.71585068680642
STYXL1	7.60293248945371
TK2	5.37112974279587
BLVRB	7.00659796642068
STMN1	6.99072073731873
GUCA2A	3.23972510747924
DPP6	3.84903259641977
GALNT10	5.82948419243874
STK39	6.32190828234994
MMP24	4.79183487284123
CKS2	9.52055118404069
RHO	3.64176678059386
BANF1	9.2964687222974
CR1	3.04920975923846
RPS6KA2	7.05098749974304
HMBS	6.61301671016867
C20orf112	3.69953411729694
SLC25A24	7.59380381143627
MRPL22	8.50894567090572
SLC25A15	6.08459918092143
GADD45B	6.19088098418375
TDP1	6.9600563908316
ZNF287	4.10604018571352
DAAM2	5.8697386962844
C11orf57	6.55418388181886
RFK	7.34897109567055
ZFYVE9	3.79821240824713
TCTN3	7.49696736097105
STCH	6.6222495946781
LOC283871	3.41943303632709
NDUFB3	7.9551237864759
DEFB4	4.67383709393826
FPR1	4.5472587595942
FMNL1	4.08696307428054
SEPT7	9.95017114410807
PTCD2	5.52541566482518
GNLY	3.34282829890843
GRAMD1C	5.59660016657841
ZNF165	4.60578965576595
TR2IT1	3.93241320031312
ARMCX3	7.42152670812935
NDE1	5.94720778934624
MAGEF1	6.99549640557928
ITGA10	3.70111881038226
ARHGDIB	8.58133541720679
FSHB	3.67703170159708
ANXA2	12.1539501188820
HLCS	4.08287653109409
MCF2L	5.1708301869617
AK1	7.40453598963854
FH	7.29001589300394
LGALS2	3.79869169964892
SYNPO2L	2.82692849010891
KIAA1045	3.22301933385165
C1orf183	4.47281798993825
MAGEA8	2.92828604284549
DGCR8	5.34815595261844
GSR	5.04281910794791
NEU2	3.29598874023508
HIST1H4B	3.58846142631163
CACNA1C	2.97807246389413
FAM20B	6.99398416241027
HES2	3.12432186787768
PDCD6	8.82292981388512
INTS7	6.13918394091826
AMPH	5.7262170157588
UCKL1	7.14472124909293
ASB4	2.91273714996133
C10orf97	5.74288442986347
ALDH1L1	3.96696866802569
CCL23	3.23058062435662
OBSL1	5.8070289043937
SLC12A7	7.39505593065801
THAP4	6.16847044175243
RBM4B	6.59549481799505
OGFRL1	4.97801091023561
KIAA0831	7.42224317585952
C12orf11	7.73652425358138
PPP1R15A	6.08442416984588
KIAA0240	6.13213946273577
CD1B	3.35137440213863
FCGR2A	6.81518655104363
MDC1	5.45720200211254
MAN1A1	4.30577635150449
KRT9	3.38463977246328
HTR1A	3.18911692884089
OCEL1	5.83469652290538
ATP11B	6.44231837152726
NLGN4X	5.69686854039955
FBXO34	8.02700306477658
ALOX12	3.26114442626991
RB1CC1	6.97011133368992
PCDH12	5.07238288311516
RPE	6.2587846815382
EIF4E	6.65588475627222
CSDC2	3.59614743445956
ABHD5	4.82276540456485
TMBIM1	6.64149724692731
PET112L	4.81574592785955
P2RXL1	3.09346350545678
F2RL2	3.28274542027170
TRMT1	5.8051481227057
IMPG2	3.47398289227006
LRRC32	6.455235775554
BGLAP	6.12371506490287
HTR4	3.27270737389867
MRAS	4.9931138308331
TRAF6	5.57127676654906
AXL	5.78416474233921
ATP2C2	4.12911444444387
LMNB1	5.64463944752153
TELO2	4.48942893358969
PNPLA3	3.47179116963994
CSNK1E	6.04673751646706
SRP14	10.4286659688792
KCNQ4	3.10583083899049
PIK3C2B	6.00354072991275
C15orf15	9.41426083158578
TUBB2B	4.37570380273584
USP15	5.9639994485486
C12orf41	7.9574421741503
CEND1	3.22925317706723
RNF31	5.3893943619356
TCEAL2	5.75433134321873
PTGER2	4.54432916446833
UBN1	6.56697472186486
SLC5A7	3.07840542013771
SLC31A1	6.36332389257514
ADAM29	3.30316158228412
ST7L	4.24743588516723
GFOD1	5.41381500174076
CTNNA1	9.3196052857027
HRBL	3.73879673474915
CBX4	3.53196881136286
NTRK2	3.49588490677681
FOXN3	5.77918711957063
MFGE8	6.71259196455232
PFKFB2	3.63432217837994
TAS2R4	3.56037447026972
SH3TC2	3.07650590331763
IL10	3.73272629397888
PXMP4	6.30775975007312
RNF167	6.20361893934009
PRMT5	8.52815670778744
TSKU	5.87928212951416
ATPIF1	7.5199800347218
ETV3	3.28027279055066
PAK7	2.90257577786648
PDLIM1	9.8067599359641
CEP63	5.65261666794501
WDFY3	5.2533316104576
RNF126	4.83247169171552
DPM1	9.05204824957007
CLIC4	6.92329701494356
ACR	3.86596919774758
KLK7	8.05661324137068
ALOX5AP	8.01397329107644
LRP1	5.47711802668436
TNK1	5.08315011783285
TAS2R9	3.18073732942461
ZNF16	5.84210371045305
POLR1B	5.85348651153778
SLC8A2	3.61787332491541
OLFM4	2.82090932328585
TACC1	7.13999109258248
SAMHD1	6.18149639680047
ATP13A2	4.67480485941752
KRT4	4.55411500923769
PAX6	3.1725790409496
SCG2	3.89171511128591
SLC17A6	3.38936245564388
TUBB4	3.91361478643123
PADI4	2.94334801403511
FMO3	4.22599023094237
NLK	4.63604052874868
POU4F3	3.06324793121461
MDM2	3.43651648623178
CAPNS1	9.7743053900859
SDF4	6.53739035257232
ITGBL1	4.79363664581751
TAP2	3.738541744992
OR2C1	3.3254284387565
KLHDC3	6.5343335203225
EFHD2	5.77671805386386
GALR3	3.38976681240916
NBEA	5.82135135280894
ABCA6	3.27349797351609
ABBA-1	3.98385776994999
GNAI1	5.65709575926905
CLDN3	7.43291356998662
AKT2	3.22590111798897
EGFR	4.73766047747703
VPS4B	8.08533046179732
RBM16	8.43916432585232
GALNT6	5.19322484393654
ZDHHC3	5.67091034408534
SLC25A4	6.40147589941052
CYB5B	6.44211432496117
NDRG1	8.17840377701211
SESN1	6.52899926983755
GBE1	8.4650397216455
MRPL46	7.15907816089649
CLASP1	6.35074026845011
FARP2	4.81030293374981
ACOT11	3.72077155308506
LDHAL6B	2.80479935637789
MAPKAPK3	5.82838454774557
NCAM2	3.09722988353158
AFAP1	4.86930672957684
PRKD2	6.51460631350593
OR2H2	3.11792538909649
ZFP36L1	7.66766608524434
DZIP1	5.5445125343589
GPR161	4.6784404598491
RNF146	6.33159586391306
NKX3-1	3.77890829885654
CCNB2	7.67383299733718
ZNF10	3.83745758698655
WDR74	6.03801455055026
FAM134A	7.73580524226492
PCNP	8.81909286527149
PURA	6.01799110706059
DNPEP	7.4117724143202
ERBB2	5.46273278260289
CREB1	6.63268020490831
NEO1	6.14552359928006
DDX3Y	3.26800136123572
RPS3A	12.8331705660189
MXRA7	10.2379982289681
LGALS3	11.6271136968505
GLT8D1	8.1364536098636
TMPRSS3	8.9839970713506
UPB1	3.23518451213843
LAT	4.26654780008875
CLDN14	3.50720268678293
DHX38	5.62492817374475
KCNA3	3.22525731191220
BTBD1	8.48238392533492
TARS2	5.70962308879197
SKIV2L2	8.33185769453173
ABCF1	7.83901238048919
CDT1	3.58767223541361
ZHX2	7.27131255694474
FCF1	5.446997943948
LRRC49	6.76194357217147
GUCY1B2	3.88492843261874
CD28	3.26700237394385
SMARCA4	6.46184860703949
SEPT2	9.5147707501676
SOHLH2	3.45860248658946
MCOLN3	3.89074511329272
LRP8	4.00285603875289
TAGLN3	3.6142733212121
MASP2	3.48655628638572
GPATCH3	3.83403273318462
TTRAP	8.72390806078846
AGL	6.91881047601231
NFE2L3	5.29265948895174
PSD4	3.66184375713069
PALMD	6.68845020708325
CCNB1IP1	9.51670093738565
TMEM43	7.84508934451827
OBFC1	6.55652230911064
STAT5B	5.03556347124444
C14orf79	5.68113437213889
ENPEP	4.36786502190661
SSB	8.503086904677
SCT	3.10912731693073
TIMM23	6.9026479031383
SKI	3.62842195474559
SLC22A13	3.12816428330874
AKAP3	3.39298161427557
OAS2	4.6155040308934
KIAA0423	8.00650551658837
SEC61G	9.6410379866807
CAPN11	2.96047272025911
TMEM50B	7.59157313573139
DEGS1	8.06895962405417
ARHGEF4	3.74490013388504
DBNDD1	4.48462452618099
TBL1XR1	5.2012246040581
FAIM	6.60215672871063
SP140	3.26071125787154
G6PD	4.61800712932357
