Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_A11
Composite Element REF	Signal
CDK10	4.51255313010465
HLX	5.08839941772757
ELAVL3	3.83221631248293
MDM4	3.27029333007934
GNL2	7.19793715506517
CDX1	4.48297224308370
PFDN2	8.17450972207396
ZNF200	5.50699720655941
NDN	8.47878677376943
PRR3	5.86713524232884
HBA2	5.04551505235552
FBLN5	6.75199917708893
PUM1	8.12407097119751
CCDC88A	4.07647703432175
TNNT1	7.59553283374663
KLHL24	6.59273315260389
HNRPH2	8.80829452577281
RAB7A	7.95185393680461
SGPP1	4.88530714700709
PMS2	6.92270452648663
ARNT2	5.75844170908926
CBR1	6.25158397020775
ITPR3	5.45690933763676
BIRC3	5.55219779082296
NRSN2	5.1083287122878
SPOCK1	5.2506205277598
H2AFY	8.34044289420646
RXRB	5.02815192265965
ZNF638	7.95224535212688
APBA1	3.40422984367599
RAB2A	6.6399850509099
ACTN4	7.35980370583193
FXC1	5.37831007196761
C6orf162	4.66838436790136
HPSE2	3.69283384058049
PLCE1	6.57199538213016
INSL3	2.96218362416763
PTPLA	6.43476055873793
EIF2B5	6.3441793995179
DLG1	6.33774275155847
PINK1	5.45447890734632
TFIP11	5.30882866682557
VPS33A	4.96058433976352
SKIP	4.99147626083019
GRAP2	3.07050833497725
GAPDHS	3.46805085617447
POLR2G	9.04910420865527
CNTNAP1	4.72511065176521
PSTPIP1	4.14639278783775
CYP26A1	4.27781024350352
APOL2	4.61253906831805
TACC2	6.24280340692443
CNBP	10.4892309528219
WASF1	7.32370433849154
HSPB1	10.5818259136045
INPP5E	5.64413463721039
COX7A2L	9.62340653918874
HSD17B1	4.54271875388912
ARRB2	5.67776651759633
CUBN	3.64270352822062
SLC7A6	4.12753894356735
IGF1	5.37528249073526
ITPK1	5.5529620767355
NAALAD2	3.66263100185600
G3BP1	7.40753683247792
HSD17B10	8.22152915416882
NUP155	6.48050635101155
CYP39A1	5.2107645231537
GLULD1	3.64542744787456
RBM15	6.7952778151663
AMZ2	8.52013126800291
GDF15	4.21297973534412
CYCS	10.3896888381391
TECTA	3.21827912607646
CCDC46	5.04351964051026
GNAL	3.24526660755819
LPO	3.22436577591608
GZMM	3.66519688750571
PAIP1	7.98745425063477
DDX11	4.98916908192517
TAF9B	3.98098117391293
CACNA2D1	4.21153944719557
IMP4	7.99903012186965
SH3BP4	9.21113049486907
PADI1	4.1743498577602
DEC1	3.24168470577955
PON3	3.31823454938443
PROP1	3.10936854989933
UBB	12.0127026185405
RPA4	2.95103217925179
TCF25	7.41777243915062
NDUFS1	7.78967999808627
UPK1A	3.85141355434599
AES	6.9300793003069
PPP1R13B	6.02160288545327
TCL6	3.34072390261134
ARL2	8.47068965268794
CD2BP2	7.42545321633616
TOP3A	4.09100497392654
CHRM5	3.26227352595961
FGFR1	5.20288905751991
UGT2B17	2.81561206461074
CEACAM6	4.05772340229216
CERK	6.23841421542412
FXYD6	5.76150284189685
AP3S2	5.90724900879042
ZNF208	3.29339867701507
CARKL	5.05983375632847
HIST1H4E	3.69293044392866
GOT1	7.44756114251379
BBC3	4.83280388751001
CASP6	6.14500544313754
HOXA1	3.66728688349167
RCL1	6.47468071412774
RAB40B	6.48749954656457
PI4KB	5.95070948476103
LRRN2	4.57168853887968
B3GAT1	3.18102619829652
OAZ2	7.34234518486014
BET1L	4.14780006718752
NOC4L	5.29648440620672
FRY	4.92948363153025
C10orf12	3.10560531780837
AK3L1	7.09802935132109
FADS1	5.60927423137627
CSF3R	3.72601895596424
DKK2	3.25917589331803
POLR3K	7.09684992479305
LBX1	2.9333205599074
ATG2B	5.68840090220707
RHOT1	7.65314498551565
DARS	9.6744411074746
EPS8	7.8980548716874
OXT	3.33131074793584
C10orf56	6.10710498657297
ARL4A	7.23557604021229
CCDC64	3.88286456932822
DAD1	10.2648092351891
HERC2	6.7234386805479
HSD11B2	3.41727257341363
USE1	6.88054013433373
FAM96B	8.68979114433379
HNMT	4.86487624855158
PCGF3	5.26100005125426
BSN	3.50564488151189
CAND1	7.47011567217266
ACTR10	9.88254995418981
NASP	5.86840387906108
C20orf4	6.82221419038972
ACSBG2	3.10153540831603
COL9A2	3.36525288229034
RWDD2A	5.78798612964441
PALLD	9.43052618428305
GPC5	3.9183808547462
CENTD2	5.32182049852881
TBL3	5.6125865359222
TLR1	4.92150592562122
LMO6	3.91140378334054
CCDC106	4.2007640846628
KPNA2	8.87342787198123
PARP16	5.58246119640077
PDIA3	9.92673466519296
MACROD1	5.67262733662837
SFRS1	7.70648305477204
DCP1A	6.54504612016365
TMCO3	4.81921899817942
NTN2L	2.98600379650173
CLN5	7.07914456775388
BIRC5	5.88836989519567
PRR16	2.97332521866605
FAM63B	4.8258462999217
GLE1L	4.24755960469799
CES2	6.26385129275813
GNAS	10.1442985099456
KATNB1	5.26540587359374
CPLX3	3.24371746886866
WNT8B	3.50476965653106
TSPAN13	7.83968089871795
MRPL52	4.30507869846201
GHR	6.03221543540778
DUX4	3.61529376497323
BCLAF1	7.96042004487296
GOLGA3	5.81866584204336
CLEC4E	3.53546096873042
SCUBE3	4.16360668421078
UCRC	8.85898464507157
CDKL3	6.0059738150533
MGAT4B	7.06070483611013
BBS7	3.46825512124560
ZNF345	4.3504597206561
RTF1	6.56966917433323
SERPINB9	5.16905213569089
DHRS7	6.56739863336924
RIPK4	8.02058884998994
PLEC1	5.15340080709315
PIP3-E	4.26646401707425
KNTC1	5.86492931979621
EXOSC2	6.45398067841481
MS4A2	2.99147591482661
FGF17	3.343947438509
WDR59	4.77030245371767
LAIR1	4.83811460821522
EVI2A	6.67553585702111
IL17RC	4.09655318831398
GTF3C3	7.1636303298621
HS3ST1	3.97084999707213
ITGB1BP2	3.13884017890795
RBPJ	9.28093087432939
LRRC8D	7.3029747909079
ALDH18A1	7.40059453161188
INE1	3.4439594408623
TPI1	9.65368043427296
FLJ20035	5.82966167579509
GATA6	8.4616707827391
CABP1	3.38365143207151
RASGRF1	3.66953151442662
C4orf15	6.59555832877933
ALDH2	7.68126072033174
DAPK3	3.59221646249287
C3	11.4715771102147
EMP2	7.73657039270321
GJB1	5.30171917628759
PIN1	6.11422829461327
SLC6A15	2.94215767691360
POLE3	8.22465369425218
RIN2	9.33234337654366
CTSL2	7.23840707190908
APOC4	3.95617592542884
CYorf15B	3.00497992397180
TRIM2	4.5853466588122
CP110	6.7387034636105
KIAA1622	3.22139890408052
DNM1	4.90185515516374
HYOU1	7.78318779981926
OTUD4	5.65645617869832
USP7	6.60964284135642
ZSCAN16	6.08804689749246
ASCC1	6.67383903442944
OTUD3	3.30861955702295
YME1L1	9.13548306455672
HNRNPR	8.6499798463349
SERPING1	8.9217767552676
TPCN1	6.23215798220034
STARD13	5.58005149945812
PCBP4	4.86041810020306
ADI1	8.3728226920962
ASIP	2.98476029468333
CDH10	3.53646351264999
WBSCR22	7.43618527554186
SCP2	8.08593028934745
KL	3.25303564949495
SLC35D2	6.56856502377954
MAFK	3.37860509941084
SON	8.37715571007102
SBNO2	4.56369809327931
RACGAP1	7.62053754977285
SC4MOL	8.00172756287115
SLC6A6	3.26077800700560
OBP2A	3.79745938067618
PSMD3	6.28167694354584
ERLIN2	6.6511555136261
PPP1R9A	6.20557671150453
RAB35	4.5201628079185
PDZRN3	6.27066247315499
AVEN	6.06620303334705
FLJ21075	3.61840342685305
BCAM	7.67380065534133
C14orf132	6.04238730230352
PCK2	6.82929555614836
FKRP	3.43419323086342
HLA-DRA	10.3721086237735
GUCY2C	2.9497794326667
RP11-125A7.3	5.61961461335415
BARX2	3.63109543862719
DAO	3.11395291073802
EDNRA	7.16853517100719
NIPBL	6.03560139241183
ZNF331	6.79069242260969
PPP2R5A	6.86838136414604
HMGN4	8.60556011054562
DDX39	8.16520465724575
EFHC1	7.5251295858325
EIF3M	9.80119641381074
SLC17A3	2.85318408330491
ZNF24	5.6564628345015
ASCIZ	7.25949617107745
FNDC8	3.13824242212325
ESRRA	5.14104907296135
PTMS	4.42402849584634
PHF7	3.73129706887572
PIP4K2B	5.17488576769123
IRF3	6.22164051383197
GPR19	3.84666549063148
HHLA2	3.64039720395325
GMFG	6.45696847668353
BDH2	7.4485086866621
APOBEC2	3.61757642308156
PRSS21	4.16894184299805
PENK	3.55171330674184
PHF16	5.80091135098876
ZMAT5	4.42505656276827
SMAD9	2.93617791245758
SLAMF1	3.24600959208933
RGL1	7.47141189316008
DLGAP4	5.03659688591406
MBD5	5.71111511897205
PHLDA1	6.02749079574963
BACE2	8.76927954888476
APPBP2	6.80885353732464
LIF	4.67312820882783
OXTR	7.48873441124565
ACTC1	4.10483610696128
USP19	3.35870257105204
SUV39H2	3.12431224308661
ERO1L	6.40376088298267
ZNF395	7.72978439855194
CNTFR	3.51091950833575
HIST1H2BL	2.85921835988517
WNT3	3.45529372886695
ZNF549	3.56418461854802
ZNF467	4.01804138215788
SLC25A21	3.32797963107572
IL5	2.9153549636243
CLSTN2	3.85768216508155
LSM12	6.666394033988
KRT37	3.22950638379172
NACAD	4.66444033995023
NAG18	2.71075000586797
PTGES	4.4288482912059
GDAP1L1	3.02053781583189
MFAP5	9.34577582926587
OPRK1	3.07485405941925
C12orf4	4.88053602407708
NTAN1	7.25666523570395
CST3	9.62453879614118
WDR6	5.40603913819848
NUP88	8.02946518001917
CD300A	4.34733967281928
FCGBP	4.91625916908316
CNIH	9.8553925297856
VASH1	4.17200563701479
DHX16	6.29320009076916
SLC35A5	7.18121732972236
CLEC3B	3.907848610648
ARL2BP	5.8656253922215
C10orf79	3.58789091358847
ZNF79	4.05403687806743
CRP	3.29357871427475
OCRL	5.432462890739
GLA	6.98742788071293
NEBL	4.11993562596308
HSPA8	11.1192671248808
DIDO1	6.27686927286387
PLA2R1	3.03330805478244
NGDN	7.97228560457232
CBFA2T2	4.54074553411392
SAC3D1	6.50811912551756
PNOC	7.1155715666629
PIGP	8.99793869190362
AGGF1	5.48340003818384
PRRG1	6.54593754383072
DPF2	7.27596816999395
MYH13	2.90541041885827
TMED9	7.64916022385623
TRPV5	3.54575034930908
UGT2B4	2.83504623517164
PJA2	8.28131032534404
COLEC11	3.27003691325331
SCYE1	7.32525617632588
MED12	5.62933082592579
CARS	7.85605293232804
MYH1	3.11440846542347
CYP7A1	2.695375396586
PHF1	5.6892382160631
LOC644096	6.08933199180612
FRYL	6.70100011397641
RHOBTB2	3.83621980785359
MMP27	2.89072377917495
ZNF432	6.46001111503971
SRD5A2	4.72325826127053
UTP14C	8.30609660501598
RABEP2	4.83980313052008
VWA1	5.18964331076421
FUBP1	5.53149557067562
IGLL1	3.62194778104253
KIAA0586	4.8695387783272
IL27RA	3.73860173451044
STON1	6.43879362890518
IL5RA	3.37225226293302
PERP	9.35713045970234
SMPD2	4.16595660965978
TNFSF12	4.66969618298667
FN1	9.56831277635555
MTR	7.45722329815176
CSRP3	3.13172181086343
MMP20	2.9418269030809
PHLPPL	5.73723867676873
CBX6	5.70170083151414
DHFR	6.28966109624897
PRG3	3.17381329129776
ALPP	6.3807752020319
ASH1L	4.54104720908207
CHRNA2	3.67345228608448
PPP1R12A	6.60625812660792
RBM38	6.32434057551451
ZNF7	6.36069949223616
RDH8	3.06671940257521
GPR132	3.4986207441377
DGKD	4.66327936275872
TPMT	5.36518799216676
ATP1A1	8.60885139754482
SERTAD2	7.19291779515091
C5orf4	5.46765218869208
ZNF672	6.35200098085288
PLXNB3	3.23056171548947
FAIM3	4.05263189349726
UBQLN2	8.53129411671554
NR1I3	3.05115167490462
ACVR2A	6.55051465341999
YWHAZ	9.65544555884232
LILRP2	3.50111191428434
GNAO1	3.164646879854
OPA1	6.38449657094336
RPS6KA6	3.52786842834907
RPL10	12.6174783390233
MMP23B	3.23197348217202
PFKL	6.20170157587989
TMEM140	5.35070210097092
AURKB	5.58604249139653
IFI16	9.22813243118044
CSTA	5.75633794966677
PRPF39	6.28830089034685
DISC1	4.13746259129836
USP4	7.70726538614718
OSBPL10	7.4739057484344
CAPN6	5.18258030291591
CLTCL1	3.59252786743063
NUAK1	7.80330401164764
ALG6	6.28629561695553
NPPA	3.55011499835923
LAMB3	7.34860808635266
PPL	9.1316397102374
LRTM1	2.87051626802711
RRAD	4.95872527544097
TIPIN	6.24346398405014
CARD14	3.29520911190646
RBM9	6.1260190868804
LCN1	3.22489152209537
RALGPS1	4.59855415667206
NCOA3	6.00354604829644
CCDC6	7.32126106078159
RASSF4	4.33781977426541
MTHFD1	8.49191717946395
FCMD	6.28344660664859
IGHD	3.61114325022362
PLA2G6	3.8609904208718
TPT1	12.2333335423910
S100A3	3.49670861625197
SEC63	7.05833696323924
C10orf59	2.93146135506522
TOR1AIP1	6.72260858583316
PAFAH1B3	7.08353548673751
CEBPD	7.02138769766011
ZNF107	4.79806414868647
ALDH6A1	9.01381641327244
G6PC2	3.19123094568519
SNTG2	2.77904921929531
GRWD1	5.13040418324015
FLJ22222	5.55952366654932
BCKDK	6.21045494232328
CTSB	10.0837099564941
PFKFB1	3.07437032255693
ZFP36	7.78081617098527
SVEP1	4.9725752015043
PXN	4.82276491840662
TNF	4.79044077516578
SIRT2	5.47554147782919
C5orf21	7.72048381930262
VIL2	7.56755402864733
DIXDC1	5.62270135906678
GANAB	7.8983220194506
PDSS1	5.93062491855586
GRM6	3.02480859932940
NGFR	2.92364122134012
ATP8B4	2.86441278374663
MEIS1	9.18181134408667
BMP8A	3.63053187719245
NGFRAP1	10.6584890258352
EDAR	5.30480931662255
NEDD4L	6.18744314620183
CRYBB3	3.34444735476813
C6orf60	3.54201812213882
IL1A	2.94332878533421
GNRH1	3.09652825645374
PDGFD	6.58083210582507
CACNA1H	3.64744107883376
TXNDC3	3.14869782793906
ERCC1	7.211254396045
CAV3	3.16699909575954
HARS	7.6054597366096
AQP8	3.37059628949589
CREBBP	5.10672793951005
ITGB1	5.39929618091536
SPACA1	3.26364530217098
ZNF254	4.37371454848746
PARK7	10.0367041938153
PAX1	3.16209086509015
PSMC4	7.94927156291013
KCNH4	3.50668675248180
TUBA1A	10.305510300614
PRMT8	3.61635836293849
SELP	3.30157364233332
PSMD8	8.59439727889227
SOX10	3.87339163521711
HTR1E	3.20206955454565
RABGEF1	6.98217796424559
EPS8L3	3.83790265822531
MAP1LC3B	8.16804021681348
AGXT2L1	2.82239130598025
CYB5R4	6.79661913082848
MEMO1	7.65326243605344
LRBA	6.28614682620823
TRAPPC2	6.60827039089605
FLJ14107	3.3667038693508
FNTB	5.42485313465079
MYST3	5.35167175433813
KRT8	9.33021472750613
AURKAIP1	7.79809500850306
LMAN2L	7.4526988533318
C1GALT1C1	6.99308307112469
DSE	7.79501655879542
FHIT	5.71792446200184
OSBPL3	5.43275189209935
PPOX	7.21967666855078
SLC39A9	4.29955963692382
EPB49	5.75151606913994
LOC137886	7.05240337336179
C7orf49	6.90795979381521
RHCE	3.07857187945011
CST8	3.37824073837856
ATG7	5.39059368415793
SPP1	11.7461788731285
GLI1	3.34776016865296
HYPK	8.0173480767545
SFTPD	5.75221167292567
MCFD2	7.47621579836832
ZNF157	3.21588769458561
EPS15	6.99615571398115
SFRS2B	7.50315546589405
BTNL3	3.55723288173193
GPR23	3.55181162441791
TRPA1	3.15398798941519
ASPSCR1	4.80467107027374
GNS	7.63689451299305
FDFT1	8.76925593715355
ENO2	6.43087362338099
CBX1	7.89158579735498
PTGS2	4.01998412330486
BMP7	4.55498820598064
CCDC90B	8.27490020394116
LRP5	5.65935879436682
UBE2D3	9.122701632155
ARFGEF2	4.83324904512367
ARR3	3.67635204277230
MAP1A	3.77161338614003
NEFL	3.01739565552524
CD2	5.2965283762577
FLJ23861	4.6431215129967
NAV2	6.77281311434929
ENTPD2	3.4106961511332
COX7B	10.3030464435935
ATP6V1A	7.7984880177867
TRGV3	3.34281785710931
ANKRD17	6.97826304530563
ADH1C	3.25998241478190
ATXN7	3.55392360116006
IL21R	3.44485527662369
CHN2	4.42377530701129
HAS2	3.96400420940336
C6orf48	9.8122131539822
TGIF2	7.03686480541572
KIAA0241	4.09567581022916
IGF2AS	3.52952372989458
CYP2C9	3.26237017060353
DNMT3A	5.00526628827455
CNOT7	9.10191221218066
FCAR	3.15364912872792
SFRS10	8.09079650226308
MARCH3	3.49560510920966
RUNX1T1	4.16967870126301
CTSK	10.2193330973173
LRRC61	5.63211249067454
HNF4G	3.23087639127616
LRCH4	4.82985403767576
PSIP1	7.03643406446519
AP2B1	7.41047852475965
C7orf28A	4.39017013726685
SMCHD1	6.18416845935945
EIF2C3	5.08293644859132
S100B	3.73822897572489
BMP2	4.65783719995705
POP7	7.71125987780946
UGT2A3	2.76405183801762
ESR1	4.58709179366602
ZFPL1	4.38709438286655
ARHGAP12	5.86652187057665
PGGT1B	4.09945183530541
LRRC19	2.78789608473593
ZNF767	5.30718746528864
DEPDC6	8.30137841122228
SLCO1B1	3.05589207181193
SST	9.37795569468792
NACA	12.3291347126597
KCNN3	3.68459571953389
GLOD4	7.80945580583852
SCCPDH	7.89061274391183
PRF1	3.98507972025075
LST1	4.78471201651577
CDK4	9.27079704644015
TCF15	3.50746935598899
PARC	4.80629325114515
PRMT1	9.20776788110337
ITIH3	6.4449737865853
PPM2C	6.42578331493895
TEX10	7.75706949586978
EDA2R	3.28460936387025
LOC283345	4.52395336538009
NARFL	4.92715773632858
DENND2A	3.84944519052543
C1orf103	5.45748734292463
DMXL1	6.36746114441579
KCNAB1	3.30369937849566
FLJ20254	7.022354943377
RBM3	8.79250753719816
GPR1	4.50036038262657
DMTF1	7.47377683596552
HTR5A	3.102780842073
MXRA5	9.47635388822769
GRM1	3.34478080690975
SCFD1	7.64000359204987
RAPSN	3.25845403781014
ACOT9	7.74784304406793
PDE4D	3.2043920379782
TRPC4	3.05136695011570
EPHB3	4.03156003845498
GEMIN4	5.8973512843332
RAMP3	3.71134128514305
CNTN5	3.36455963539409
DLEU2	3.70499677414744
TSPYL5	8.42920596953967
GRTP1	4.05038990376961
ITGB8	4.51770602724667
GAP43	3.27497951864233
FRS3	3.59788262899954
PDE3A	3.42656945978109
TNFRSF10C	3.44062119829531
JMJD5	3.94234921355209
OTOF	2.80431312815898
TEX14	3.07686614632514
XYLT2	4.79196728528764
HIPK3	3.30450924817601
XPOT	8.3589788387078
RRH	3.05683150603587
CDR2L	6.5393797604566
GAL3ST1	3.74214781273536
DHCR7	5.30355111782534
PDZD7	3.47884872498764
FGFR4	3.33495260255799
CRAT	5.61557138135491
C1orf217	3.94679305629184
SLC19A1	3.81530442520085
PPP1R14D	3.21237348128712
LIMS1	8.42917505941292
TMPRSS11D	3.31770159330911
TRIM14	5.31364465245945
PIK3CD	4.47178124869989
MFAP3L	3.44945334185053
DERL2	7.72253031328051
SLC7A11	4.71037302814771
FHL5	2.82788653712841
OR10H2	2.97123708257691
ACAN	3.60495866676724
BRWD2	7.8168904887838
PPM1E	3.16660275477467
DCUN1D2	5.34674271240266
TINAGL1	4.05272541379648
C3orf36	2.90317180708143
DOCK4	7.51378168077673
ENOPH1	7.81748931462062
FAM127A	8.7498425299384
SLC5A3	6.0565431251071
ARPC1A	8.54715871875644
CHST2	4.46519408414619
SPATA2	5.71244125172854
PGLYRP4	3.26591358753434
RUFY1	8.08396066910409
NTS	2.88059954491744
FRMD4A	4.31848516244449
RPS4Y1	5.23645790392705
BCL11B	3.28691445001153
TNFRSF8	4.19133517953862
FOXE3	3.21782002662027
PTGIR	4.25648485132514
ART4	2.97454010227620
EVX1	3.51833583424148
PRM1	3.59212508147531
GLCE	5.51280880786699
GPR18	3.5744554041092
ACAA2	8.27167089709672
PIGK	6.39597715398628
HIST1H2AG	3.77900201348381
C16orf67	4.40726633772519
UQCC	7.4754249577341
PLS3	9.31216061175677
DAG1	6.18210333296106
WWOX	5.53283114249397
GTSE1	4.60311467440307
GP2	3.2680360676095
CHIT1	3.41768296020136
PLOD2	8.1004660060409
RPS24	12.5896109183079
KLF9	5.12736638834125
TTC27	7.18841483769864
PYROXD1	7.35583363842093
MIA	3.75522663756635
TSPAN2	3.55054600574535
MRPL9	7.09697004952383
PCSK2	3.569295074976
PI3	6.45258399243872
RPL24	12.0334446790657
HIST1H2BE	4.625696359247
CD86	4.74080374602038
CALM2	11.4919307539610
LFNG	3.23061492352966
GYG2	4.67146029777082
INTS12	6.43901489138289
RAB4B	5.64335771170431
CTSF	6.23325980532074
HUNK	3.31403648676928
GNA13	3.63445058834987
B4GALT4	5.54869775598229
TSPAN31	7.50865618607287
CHD1L	6.11766244009711
CNKSR2	3.5358692110756
C1orf156	7.03215001002457
IBSP	3.3251964630334
FUT8	8.80427471919002
TRMT11	7.09288018705424
AGA	5.94541052508185
GFRA2	3.47753162712802
WWP1	6.52781689695269
B9D2	4.17737467328545
CPZ	5.37126417223158
STAT1	6.38010563006264
PTTG1	8.6306086384576
TMEM62	4.67633912862975
COL8A1	2.77686842288987
RBPJL	3.12054481131562
CASP8AP2	6.17281294627995
SSBP2	7.01101836537196
MMP12	9.5901110626172
NME4	7.59254052752813
LOC55565	3.7768521621088
GABRA1	3.36584009864032
PEX11B	8.41995040819596
HABP2	3.61790772974661
REEP1	4.99951974451208
C9orf156	5.14267735470841
SMARCA1	5.99828663773434
WEE1	6.18052610297036
APOF	2.96200653333099
GCDH	5.73123977924281
SSR4	9.9595199354523
SPAST	5.35742904436704
RGS1	7.58666481217694
ACCN4	3.53614640832837
PLXND1	5.80867190441988
FLJ20489	5.3575706625177
MLCK	3.12625703936556
INTS5	6.01675558964622
BSG	8.1926192588159
PARP8	6.63867884611161
ZNF215	3.25042116932532
TEAD4	6.42675870029824
PDE7B	3.11830918640924
MS4A3	2.97618274846928
DTX4	7.4554858863988
EFEMP1	7.21260057813145
TNRC6B	4.90685087853498
TULP2	3.39369210470241
RERE	4.26757767621865
BNC1	4.78973033773866
FGFBP1	4.90005722907852
TIMM8A	5.50494600442654
PIGB	6.91500676771094
AJAP1	3.46045227160899
COMMD8	7.87939908862245
TRIP11	4.88288527387743
SLC25A42	2.59037791813066
SYP	3.54300136655547
PCDHB6	3.75919281696323
FLJ12716	5.54038715401111
FKBP8	4.17224726672218
KIAA1109	4.50994301192132
PTPRC	6.46058225518118
POT1	6.76605195722155
CCT7	8.29409133955832
MMP11	5.28138009044245
MYO1E	6.17344032102903
EEF1A2	3.90455864514288
MIPEP	6.37004560563427
ZFX	4.72602113944878
UCHL3	7.89671571151767
LRFN4	4.58789926641462
XCL1	3.00585546125439
CARHSP1	7.37866872746566
GREM2	3.77097283400222
CCDC102B	3.60929114215213
HDDC2	7.23200848041932
SHC2	4.93736816238158
SDS	4.60030812827255
CASQ1	3.21114059752166
LYPLA3	5.06695568168564
INPPL1	6.31511140914214
SLC25A40	4.2654015810828
IHH	4.43861471642513
CHGB	2.96967134384371
COL9A3	4.94961256690229
C2orf18	4.4094036263782
DDEF2	7.58074161071647
BUB3	7.90025941299552
C6orf211	7.77091871109437
FOXD2	3.31247474268602
GGH	8.37955565634599
GGT1	3.12989046935087
ADARB1	4.31846033755675
VPS35	9.97985690173975
CNN2	7.01748469158048
DBP	5.59337926807353
WNT1	3.44307304238865
COL5A3	6.50736809041224
RHOD	6.44102107052807
ASNA1	7.50740475009778
WDTC1	4.97285957048981
COL4A2	9.23636198959142
HEBP1	9.50547213237397
SLC1A6	3.59038637079502
LUM	10.6270575735001
C1S	10.0948768082016
TCF7L1	4.86844853103307
ZCCHC6	6.88578358808673
ME2	7.3637758425771
PAGE1	3.46227322374233
DTX2	3.79312629414746
KPNA4	4.87773861545877
H3F3A	10.7373833139423
GLO1	9.64400917742901
WDR61	7.87775302922713
CD302	6.19577093496128
SIRT7	5.72944244425944
D4S234E	8.08081118567459
RABIF	6.19759301589694
DYRK3	4.97550445094562
PKIG	8.73709031059379
PFAS	6.97106469671484
ALOXE3	3.41101360421985
RPLP0	12.5404433230576
RBM34	6.99572454571598
MKNK2	8.6435045868776
ZNF528	4.37546717788123
U2AF2	5.11546965016345
SEC16A	7.65421644934431
EFNA5	2.96710046032690
ZNF44	4.82678286166444
FCGRT	7.14675945568704
NOL4	3.30839722312052
CCS	5.89219666895243
IGF2BP2	8.1657286426505
MFSD7	3.46000736419301
OR1D5	3.22808955666364
SIX6	3.20797649681297
CCR6	2.8680198527341
TSSC4	5.32932375994327
COL11A2	3.2637050396042
CHRNA6	3.77334529129127
PLD2	4.85323787199766
PALM	4.99640211189458
ORC1L	3.42405438911125
SASH1	5.68597306183498
PUM2	8.59778137854604
ZNF365	3.61319279156586
CDC14B	5.03457146192605
PHC1	7.06721736612521
KIAA0913	4.09651426225308
LDLRAP1	4.78745524177514
NAT8B	3.15438564727083
PPP3CB	7.44069798844379
ANGPTL4	4.29842663213700
HHEX	5.59214105360616
LSM14B	4.95994039826426
PLCH1	3.71589152349987
INSM1	2.91933809276164
TLN2	5.06412583595374
ZNF493	3.81380154158949
HDAC4	4.71077028651581
GLRA1	3.32219223605698
RPS6	11.9232834118449
SFXN1	5.90837695219226
FAM102A	6.25197497287493
KLHL1	3.32047307611438
SAPS2	4.48791447404204
CTNNBIP1	5.65077698563148
SCGB1A1	3.22808500484217
SCAND2	3.46745567447869
HMGN2	10.7626063919897
NEUROD2	2.90285496726863
YAF2	4.83166512268037
BRPF1	5.69678726720934
RICH2	6.39554420260465
TBCE	7.12746463399288
LIAS	6.56687696775049
MAPK1	6.5727092458933
MRM1	4.43469261332328
HDHD1A	8.1038363675394
CTA-246H3.1	4.61685750844213
ATP9A	8.25468956823225
HSD17B3	3.31467852181238
HN1L	6.57923662824223
SAG	3.06411859768665
C20orf10	3.49113991823131
CTRC	3.50191357828484
HNRNPA2B1	10.1564962047720
RNF216	4.70928273817426
GADD45A	7.704315283227
MSH4	2.98039203834013
HOXD12	3.09079585629322
TMEM70	6.80191819601897
PPP1R14B	7.54672469658567
SBF1	3.73301335570668
HIST1H2AM	3.37770381952971
GNG3	3.78449526844997
C1orf50	5.7034803400154
FTO	8.28724215904584
CALCB	3.03046794619899
PPP3R1	6.12940503101912
USP46	4.83158085565594
CCNJ	4.67001897829703
PSD	3.13773227380918
GNAZ	4.17585925212367
FAM57A	6.15334080765953
LILRB3	4.85365040743267
DHX8	6.19809547649594
SPI1	4.28288113300335
OXSM	7.4816522551168
GYS2	2.89343476478576
UBE3B	5.11021214944661
PLAT	8.90138528207522
NUPL2	5.98554465522628
SF3A1	6.84797135735048
COPE	7.29071411786928
EIF3A	8.70625970957331
IQCE	4.15623988459233
FBXW10	2.75883337068680
KIAA0182	6.49316048914814
YRDC	5.85840687991287
GPRC5D	3.37879068441657
LRRC23	6.32361968724135
BLVRA	5.85462587848575
SLC22A7	3.23910769689652
RASL12	3.73750194273967
DAZAP2	9.11424863248032
IKBKB	5.30736634604385
PPFIA2	3.29798884852536
ZNF271	6.9187054935547
CXorf6	6.11454969470915
FRG1	7.3474190235876
BTN2A2	4.61587958184977
THBS4	4.43008254511346
ARHGAP1	5.4755176055826
ENOX1	3.6466481357865
ZNF706	9.02557487084415
DOK1	4.39466888324066
FCHO1	3.86068842523432
PGAP1	4.24692379948328
HOXD10	2.97533878492221
CXCR3	3.41986119278759
FSCN1	7.061981557031
KIF17	3.25632733845874
TRIM66	3.77382899137419
CHI3L2	3.21702523964858
SRPX2	6.66557165140374
C13orf24	6.26324670279545
CBR3	5.42006378350646
ZNF132	3.7678961982442
AQP3	4.74988221118417
BNIP1	4.86987506509809
ST6GALNAC4	4.75612901378369
KIAA0391	5.60865324315794
KRTAP5-8	4.17825452723116
SIRPA	4.96561785089071
LYVE1	3.2765034185615
IGFBP6	5.70296475253407
APOH	3.11868036801294
TSC22D2	4.21338653218337
PLCD1	5.5792849740758
NPHS2	3.12330207199572
ARHGEF15	3.34832806922517
M-RIP	7.91682206269797
