Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_C03_543702
Composite Element REF	Signal
PLLP	5.24310525234657
SRGAP3	5.39837055089439
PDK1	4.17707411983455
NBR2	3.2233658586255
ZFYVE21	6.46908729877616
C13orf1	4.67278819996231
ZNF137	5.41097596367774
CEP27	6.58004482677139
WDR41	7.12224347473707
BEST2	3.19814269969499
RNF121	3.95943750860758
ZNF93	5.6727336098556
MEG3	4.1756786771348
BCCIP	6.20951732316465
OXSR1	7.5063518955423
RAD51	4.6401735413971
RPL13A	12.4687815019800
MEST	9.47900667621483
DYRK1A	5.2070141711841
HTRA2	5.1112576365434
SARDH	3.17135946417946
ILKAP	6.72550990593226
ANGPTL2	4.14731906594924
RBBP5	4.88176922951717
ORC2L	5.64453042432969
HBS1L	4.75598512367381
TMEM30A	6.60311376863053
PDS5A	5.61111926767123
WISP3	5.38907920713133
CRK	5.84366107842944
NCAPH2	4.54195032005786
RNASET2	9.32282199009937
NEDD9	5.43548333038292
WDR79	5.10693268461862
PSG6	3.05465946002682
SMPDL3B	5.27790443448545
MORC4	4.03998011511561
PSMD13	6.42572160325235
DDX23	6.29466211176935
ETV5	4.38095047075525
MYRIP	3.59486388343159
LY6E	7.10098228523556
ATP12A	3.67157594281132
BTBD7	3.40338760714673
AUP1	7.92465667749348
PIP	3.77963570536582
GSTO1	10.2121107168020
CORO7	3.53900293092711
COX6A2	3.78987557669299
MAD2L1BP	6.61581112348048
PITPNM3	3.02679560255942
ENPP1	4.56594030550911
SCNN1A	8.39231807795061
LSM1	8.16998905400325
KCNE2	3.31715684480535
IDUA	3.80641755784838
P2RX4	6.56365434217351
PPP2R3C	6.62667289161787
CCND2	4.13541072879893
COX11	7.0134985173404
CUL4A	7.07301509391243
CFB	6.20820145825052
PDZK1	3.03625009268524
PCP4	3.14933562018853
UBIAD1	4.90922409423523
CDC42BPB	5.74237523175239
ZNF323	5.2763538984226
RIMS2	4.45660007110321
CXCL6	3.37179511918008
SLC34A2	7.23984686846098
RNMTL1	4.71565549238708
NPTN	9.65417721682317
SART3	7.14398507089617
UPP1	3.78914356279319
CAPN10	3.23498008642161
SLC6A9	3.40107728621078
CCR5	5.01741978415932
NDUFS5	10.6671588722780
CISD1	8.98688580264398
PDLIM3	4.13077823539562
ZNHIT3	7.15736405280598
SNRPD3	8.07764324077166
VPS24	9.23267182218478
SCN8A	3.15437699362219
KIAA0701	4.5020908827876
UNC93B1	5.18972775531513
GMNN	6.92732613423168
FDXR	5.72631546371275
SPCS2	9.89947245029941
CDCP1	6.92322246838825
PAX3	3.29269711724191
PNLIPRP1	3.31636481912355
LASS4	3.490823462517
HSD17B8	5.74717729864676
EYA4	3.29235365248934
PRKAB1	5.36666772249671
KIF20A	8.61469591696311
YAP1	6.45740843517607
SC5DL	5.20770786685745
NNT	5.23871552291783
DKFZp566H0824	3.17636903370987
ITPKC	5.54999389382148
ST8SIA2	2.86273127365484
LMX1B	3.23075826765811
RAD21	9.78603555955595
SNRPB	8.50819591251893
MIF	10.6332311744291
DLGAP2	3.09911067622424
PFN1	9.66143975251396
IRF8	5.36535995796434
PRO0132	3.07205996606915
MICALL2	4.80306983277076
ZNF654	5.10304619695987
SS18L1	6.16671583106551
ACD	5.55386350268806
BCL3	5.46328363593996
SLC16A8	3.39980726652128
ITGB3	3.45123274807032
MRLC2	10.2435518735155
CEP152	5.09531749733217
F2RL3	3.31480600963291
CLIP1	5.20576223218924
ZNF75	4.03733949426034
SF3B4	7.1164848425462
ATP5C1	11.3972279566076
MAP7D3	5.23623964211282
SEMA5A	4.92721824245633
PSCDBP	4.68041683064194
UBP1	8.33502445700612
XYLB	3.17089969908623
C13orf15	7.10916271517236
ZNF282	5.51336545244306
ZNF222	3.53412925557908
COL10A1	3.72650838974432
MFSD5	5.79280726987768
C20orf67	4.45147776839966
NLGN4Y	2.69952628053263
INHBC	3.24456591943834
GNG13	3.00822001040041
NUMA1	4.2625555553378
F12	4.48296350622786
C1orf41	8.03851431425618
SUPT6H	4.49278080108869
GSK3A	4.88727724114316
GIPC1	6.12660554527682
ELL2	3.53530302708672
C9orf167	4.10590435351427
PVRL3	6.20767272087941
ADAM20	3.56703369620311
GPR87	3.60429905145710
ZNF770	3.85398841960523
SMR3B	2.96195550312336
FZD1	4.37506688200334
TRPC4AP	5.08986390510476
MKL1	3.92108809637521
C2orf28	9.4132427333025
LAMA4	4.65397174775611
EIF4G2	9.57510583053778
ZZZ3	7.42042480265619
C16orf5	3.70559220835921
GALNAC4S-6ST	6.98317924418919
IGFBP4	6.73380429084859
NDUFA10	9.33304462869751
CTNNA2	3.38799008000017
NUDT15	8.53744249111067
CEPT1	7.38639892375482
CLIC2	4.67845808346039
RNF13	8.32100556022478
TDRD1	3.46997375553579
KCNK5	4.39029283170249
CCDC92	6.91030675536155
ETNK1	5.59466596222572
CD69	5.91132743093413
LTA	3.21808855469807
TTPA	3.02897272216604
MYOZ1	3.73445390700154
IFNB1	3.07278013223274
CLNS1A	9.17496239705644
SC65	4.13901652140236
CXorf45	5.62479567892575
ZXDB	3.27014530412416
PEX5L	3.15483587444883
EPS15L1	5.08978342762575
GPA33	3.67438668764168
MGEA5	7.66045438101333
HIST1H3A	2.78488700858261
BCAT1	3.75656120881134
ING1	5.15646750411413
SLC2A9	4.53466289567795
ORC6L	6.30151545255003
PRAMEF12	3.08867406172371
KLK11	9.3439337527283
C19orf28	7.1118685866752
MAGEB1	2.99026629822933
MED22	4.09747648960513
ETV6	4.05484474180079
CEBPB	9.41218049116192
KRT85	3.37479487201106
CRYGA	3.04956375441612
HMGA1	6.33853251547424
CAPN7	5.78388018957573
MGC5566	4.21449299694283
GEM	4.38986184605680
NANOS1	7.13606068106338
RANBP2	6.69887938890739
APITD1	6.90136723530791
LIG3	4.01286183343058
IRAK4	4.18828850650677
PARD3	6.28109237612473
SERPINI2	4.7165174367670
TTC9	3.85127647780462
MLPH	8.76533436254254
RETSAT	5.86503677836627
NRG1	3.23627599704136
CAST	6.94344960887023
TBC1D9	5.93941708335966
TTK	7.31219357932593
ZNF557	3.28820371387213
DDX41	7.61920196559278
TGFBI	9.20671689863523
PGM3	4.85507814078478
PSMB10	7.9864587120009
UBE2D2	8.10483274845917
GABARAPL2	8.97664985989502
DGCR2	4.8964189780645
UNC45A	5.35237243280131
CISH	5.39566264967914
OGDHL	6.37577736726084
SPINT2	9.94683400856852
CASK	5.20252188567917
GIT2	5.13810552502773
CLDN18	3.37413353193585
RNF128	3.00063860220731
NCAPG	5.32063503156722
ABHD6	4.10075536327017
ATP6V0E1	7.21016060802033
C14orf161	3.99386119384998
UTP11L	7.58440849557293
GCNT1	4.5166013997143
DUSP9	3.22220543950956
TM4SF5	3.90597976319941
SUCLA2	7.64832652921668
NANS	7.88905308046929
OLFML1	4.63049643899305
ATP10B	7.9068589504537
SCNM1	6.90434263681509
NPAS3	4.49070572229577
AMD1	7.4570598116768
GGA2	4.69830820532847
PRKCA	3.90697332835685
TRIB2	7.02398779466512
SDCCAG3	5.55927753637615
TTC1	7.65950383185104
GHSR	2.99855548271639
ATP8B1	4.97064614761458
HIPK1	6.84147086711711
C1orf78	4.48812195434626
CLN3	5.3329618891211
STX4	5.90978415492865
WAPAL	6.33287163476614
TUBB1	3.18146272961426
SCN5A	3.38247838199591
ZNF192	2.93383641572237
SEC22A	5.09112510193194
DPY19L1	5.64736839222897
C11orf9	3.41617772350772
GRIA2	3.39608981507564
VDAC2	10.9971799117356
C8orf44	3.64876131720245
ZPBP	3.19289492560056
NUSAP1	8.21142314599798
LANCL1	6.46755443243562
FGF23	4.02771013654925
PCNT	6.65298891679507
BCKDHB	4.38043028180134
IFNA8	3.33658283136818
BET1	7.5170694554994
SPRR1B	3.19830369669788
FLRT1	3.72608269155812
HDAC6	4.46985492220644
SNX17	7.49471937638331
N4BP3	3.06148293633307
PLSCR3	6.62981772394288
TTC30A	5.36936943657585
CRISP1	3.11730923003777
KRT32	3.45532809834677
GHRH	3.15488762457511
IL11RA	4.99412697930946
GDF3	4.44576899177403
RPS6KB1	5.29449651291537
POLR3B	6.99382803199441
TOP1	8.05349954231153
DNAJC10	6.15032447810177
CRCT1	2.79254427492601
ADIPOQ	3.27217285106927
MPST	5.09941443215326
DPM2	5.47972155942325
FAM38B	4.17015031933749
RIT2	3.08895770858453
SLC18A1	3.27783818936114
RPS17	12.5142147680651
ABCA3	4.51358352046827
CD44	5.9697365912829
FARP1	7.3524414042815
KCNMA1	4.53034179762500
PAX7	2.99493137702880
TUBD1	4.32400209003235
NARG2	6.41353741791934
GNL3	7.44743275511142
BTG2	6.6304635551203
ITGA5	5.20834645120108
NDUFS6	9.4199177565108
MEFV	3.47872704139064
TUT1	3.87689459737989
ERAL1	5.21591464486665
ECHS1	10.0982497940581
NMBR	3.34868426105861
VPS4A	6.31504546822904
ABCB7	6.85504838103424
CYP11A1	3.221753339691
PFKP	7.99410927907074
C9orf91	4.02378835689209
ABCC6	3.44020777911432
LRRC41	6.6611338470688
ATP5F1	11.3325546757292
GFOD2	4.02144022677554
MOSC1	5.13734235136884
NCF4	3.88663451612714
HYMAI	3.47060451342915
SLC25A3	11.7461628779378
NAGPA	4.17688365578519
MTHFD2L	4.55189574054774
ZNF646	3.45088590021189
RAB1B	7.73489440011698
IFT122	7.23901225002108
GALNT3	7.57122977212808
LDB3	3.58477044064417
GARNL1	4.84209382890756
ALDOAP2	3.0936894819789
LRRC6	7.92606303263109
NTRK1	3.12017616623647
ARTS-1	4.50462868391334
UBAC1	6.71154998205812
SLC6A11	3.14639527403526
NAP1L2	2.97449178914498
EPB41L4B	7.5797248467252
RPL19	11.3768248901273
CNGB1	3.31590025450792
LOC643641	5.69299895603905
FAM134B	3.45926475454689
WISP2	3.40995114278778
NTSR1	3.43484198722904
HS3ST3A1	3.99319470154439
GPSM2	6.8222930732202
PRKCG	3.35872027522614
CHORDC1	7.72937232168806
MON1B	4.05943094535761
TRIB3	5.91933063598265
SLC2A5	4.48420127434901
C2orf49	5.37865721906487
DDX5	10.6600921076686
ZNF446	4.40460121268371
MLF1IP	7.9386534419231
SLC26A1	3.23201287344478
RGN	4.7861892489377
COL4A5	6.8598513330216
CCNB1	9.43562435710544
CCDC28B	3.30574337610283
RP11-35N6.1	3.40004175770955
KCNK3	3.10778153975661
ZFP161	4.44192518903506
FGR	4.45076875574752
COX15	5.63511151389158
EPN2	4.55890201652044
AQP9	5.54838250647355
XK	7.19773742938725
SLC15A2	5.78705393266212
MREG	5.52073076814833
HEPH	5.8161557457614
THRAP3	4.25902528503001
MET	4.2211398440389
PDLIM2	6.13892233938608
ING3	6.31825537799528
PHYHIP	3.51655174852605
CCT8L2	3.21159722297658
ADAM7	3.12316232859092
COPS7A	7.69866757930082
WSCD1	3.82837176300565
SLC12A8	5.54385123192509
RNF185	3.69065120100936
TNS3	10.2420724381649
IGSF3	6.03805625997384
SRPK1	6.06517220590125
MED13L	6.44232723145638
LOC93432	3.26148722316991
C7orf44	7.11552854671337
PTCD3	7.49174693708818
RPL7A	12.1407210431743
TEAD1	6.34805380778055
ARL6IP1	9.47458021491467
CTAGE5	4.15395104633553
SLC25A14	6.19080670248337
LEP	2.97315203086871
PCDH21	4.31498450130718
CACNG5	3.46630079930314
ECH1	7.4940759976272
MAPKAPK2	4.75656304116479
ATXN10	7.9288960276104
LHFPL2	6.23056244839591
CCL22	4.13812490394468
ACTR8	3.93096070599800
PTPN22	3.08444850073772
CYP2F1	3.05740941720419
ITGA3	5.79975048082764
RABGGTA	4.46280503560217
KIAA1033	6.39293118837021
ZNF510	3.90893706700056
SLC26A10	3.34753081019484
STX8	6.88622860836077
RUNX3	3.81601879454161
EFNB1	4.27069925396467
EIF4G3	6.26071441596469
ACSM3	3.60526224632908
C5AR1	6.0138036374558
SIGLEC8	3.34141037055442
ASCC3L1	9.16988494803785
ZNF623	6.61235593221416
A2M	9.77393098229307
NOL8	7.08682268098345
GRPEL1	6.50773609687251
LMNB2	5.42852515478918
ROCK2	4.54763238020798
SNX16	4.75649341009752
Magmas	5.41238480936659
ANXA3	7.16215111652925
C11orf2	8.49983640045099
VKORC1	6.68102635603954
TRPM6	3.39106222251450
KIAA1609	4.03940890102101
FOXK2	5.63879659657632
FEV	3.31092669519870
EED	5.84794460377184
RNF32	3.60044708803354
PDCD5	7.41284516236035
SLC8A1	3.13389977362162
HES1	6.65691208478111
DGUOK	7.38938241357155
CLDN16	6.69156431002147
CLC	3.24759495118672
ISL1	3.68079946371756
C1QTNF3	4.96789175274588
GAGE1	2.84308001875666
KIAA0528	7.58947513982754
VGLL3	3.41685756100898
MANEA	3.50645710662027
C1orf61	3.58527501667435
SUPT4H1	7.26926053955171
CD1A	3.76712848887535
ASAHL	3.84005832328992
TRAF5	6.81601019802571
RAPGEF6	6.15368994463246
WHSC1	5.09000464910113
NEIL1	3.93311872355445
KIAA0020	7.52917327681195
C16orf45	4.25558532812372
GFPT2	3.9574152499098
RBM10	6.94413634896385
MRS2L	5.52492987050748
DNAH17	3.28654704549304
STARD5	4.34920549065348
C19orf10	6.85371578927536
SIP1	5.82581360239125
DNAJC15	9.84275296193668
C1orf160	6.40915808925889
SLFN12	4.08560196287381
STAU2	5.89029545320627
FAM98A	8.05213799251394
EXOC3	6.06290699233588
RAD23B	8.70936783335647
HIST3H3	3.66054741040296
NCOR2	4.34614279895322
TNFRSF9	3.06971001668675
KLK8	9.88528023893857
NOL1	7.06731766043862
ALX1	3.52916386190314
CCNE1	7.65976425295793
PKDREJ	3.33970853703382
TIAL1	5.96436369671627
WHSC1L1	3.73088158976617
HIST1H1E	3.87254431797575
SMUG1	5.14360586492066
TM4SF4	3.66913463245696
NPY6R	3.3881543556801
UFM1	8.53823488341945
AP3M2	6.31252709119168
USP14	7.84680357971215
CORO2A	5.21861629738333
ETNK2	3.36077623657392
APOE	5.63013545300696
ANGPT4	3.79375817875601
DSTN	10.8780119845426
SFRS14	5.45447689921024
FRS2	3.32017060041325
NR2E3	3.82653733489265
ST8SIA4	3.27832750878175
GMPR	6.69202927071877
TUBB2C	8.95747937128752
LOC730092	3.9482931671305
ORM1	2.86927067159308
HSPD1	11.4028512522467
C5orf13	6.86700314046691
F2RL1	7.51128805806848
PLEKHA9	5.65147065879357
ZNF232	5.30306191676074
SLC6A7	3.77872125232073
ADH5	7.32635404852307
SHBG	3.66886626972806
DSCR6	3.61186085341803
CROCCL2	3.35994187489075
CDIPT	8.02060868670035
SLC16A5	6.70968818379545
TUBB	10.3361665575330
GAS2L1	5.5003817804994
TOR3A	5.81558998086666
PREP	4.87379159736413
RFX3	4.12245456119484
CHMP1B	7.69342729573337
COPS4	7.83038744644916
MYH6	3.21199965843984
BCHE	2.84558709973324
MAP3K13	4.11823582594725
LCMT1	6.94218121760004
EIF1AX	8.33311139034204
SLC24A5	3.00774658940986
BCL2	3.93083540381224
HBZ	3.21727527568258
HCRTR2	3.20003515218797
TJAP1	5.63841293330006
MAPBPIP	7.05760459176135
TMEM156	3.08702185080784
MYO15B	4.19954774446005
ZNF239	7.04346657418328
KIAA1324	6.10167373609706
PLCL2	5.00912212450771
C4orf29	3.73412070896151
SNX19	6.0094312470269
NAALADL1	3.27442920084883
DUSP5	7.18363083863972
GKN1	3.58043064143791
PXDN	8.04943812100056
FCN1	4.14013873530143
SLMO1	3.93896368356431
TNXB	4.1837179071247
C1QL1	3.26350017431357
BIRC7	3.63661134584179
A4GALT	3.92163576314037
TIMM22	4.47743453803269
ABHD9	3.57491326189768
TOMM34	7.14900078339305
ZNF35	4.14853150890625
LIMD1	3.70289407068234
CARD8	4.56601860658725
KIAA0286	4.91910318570712
CD6	3.67337205543436
RSRC1	7.39235909111643
TOX3	3.49917948190737
C16orf35	4.50516425812262
CRHBP	3.04332805853564
PTRF	5.72351461240036
FBXO24	3.09464538042951
CHST11	3.54121634170195
THRB	4.08917048797596
RNF39	5.00370438990036
MYBPC1	3.3712604493298
PSMD11	7.1662058450719
ALAD	4.41344328551142
AQP2	3.33239951657948
EN1	2.99539012912318
GSTM4	4.31197622881545
ZNF187	4.48277078972743
CDC42BPA	6.70205788144932
F7	3.12520565489958
CNOT1	6.48430442499834
SLC13A4	3.38574985944301
ZBTB11	7.53701063238809
B3GALT5	2.72661419705441
LUC7L2	7.17470385186454
SPTBN1	4.60506846026935
EXOC2	3.77888303996899
LSM4	7.21248287815108
IRS1	5.37405510621698
TMEM1	5.03196296788536
MRPL34	7.66208756200952
SAMM50	7.66884733858983
CDC42EP3	5.15522835666698
HSF2	4.02589062393492
SRP72	7.15060385219941
MFN2	6.10331774684124
TSPAN7	5.83039653803397
SGK269	4.0345561819989
NUCB1	7.41156606989733
RHOH	3.33268714876873
MTX1	7.30770903463048
CENTA1	4.78548250137601
ATR	7.56397232198284
IGLV3-25	4.08730711773088
DDX49	6.02460301925278
TACR1	3.48682900803032
SFRS5	6.82419963583583
THAP1	5.51080713865798
RHBDF1	4.94284395851388
RASIP1	7.3402237810463
DPYD	6.21550544985804
MYO5C	8.921704853728
DOHH	3.27072220585525
POF1B	4.79684148980598
MAPK10	4.00461378843071
ZNF552	5.62338711366472
USP32	5.03082707453486
MED27	5.43208065232214
NCAM1	3.37849794395342
LOC171220	4.73041944888668
PRDX4	10.7418091880741
AGT	3.45579150462624
SLC22A14	3.6241813373052
DAPP1	6.30886809715011
PILRA	4.18449931974034
ATF7	3.7393441817428
ABCF2	5.08526318646794
KIAA0748	3.2491102691234
C17orf85	4.35051286707092
TKTL1	3.17732509236280
FGF1	3.36659742694376
IL6R	4.28671976264767
CHRNB2	3.84814973370911
COL7A1	4.58259327252255
NFIL3	8.54465343622019
LRRC48	4.80127576338321
TM6SF1	4.73921900749761
SPG20	7.83945735685921
COX10	4.95383463547149
DNAJA3	6.822131315002
ECEL1	3.47897039832214
GCA	6.37216616087998
GLG1	7.77679464565326
CIITA	3.40810994259903
CLDN6	3.27724482652045
EPHA4	4.32812869048344
FANCC	4.24188222089337
MUTYH	5.9878941408715
L2HGDH	3.49994111481985
GPATCH2	5.06898126600456
PSG3	3.23261400602541
ZNF227	3.71286322895122
MRPL15	10.0747898862436
NQO2	6.824623665005
C21orf59	8.76369299270307
ZBTB20	6.89416830315087
NEU1	6.07310092631902
QRICH1	6.23356599431905
C2orf34	4.3391618402374
UBE2L6	8.4877995622405
HP1BP3	6.36997986609511
MED14	4.81375751398011
TSN	6.95365536238137
TPBG	6.52606134473484
SPRY2	4.66265327406738
LZTFL1	8.0280822647237
OSR2	3.62450488374982
KLHL7	4.06911701265221
XPC	6.49325359339609
GMFB	6.61740782647735
PBEF1	7.61950480191334
CCR3	2.80035636321636
AGTPBP1	6.2002004291244
TMEM8	5.29685306899872
PCSK6	3.95754233854105
STAT5A	4.38515989464411
FAM18B	6.71303372688746
PTPN2	6.69489079592227
SF3A3	7.13076849650199
EFCBP2	3.58490299349672
HCFC1	5.17125469339754
NFYA	3.70341464744921
PBLD	4.35932383076719
PIGF	6.68504153711246
AHNAK	7.15039808440262
ACTR5	4.78546424205252
KIF14	6.05486510644245
PTGER1	3.81983556503628
NOS2A	3.43894067581338
TENC1	5.02401029100412
YIPF2	5.47860300241505
ETV2	3.28616318688963
KIAA1012	8.41112807199893
C17orf53	3.80399912947016
AHR	7.8078720549016
PTPRH	3.74060860516941
ATP10A	3.82714409404731
ATP6V1C1	5.48859235323172
DPH4	6.62412777779062
TAS2R3	2.987239981067
C5orf5	7.07252419792941
KCNA4	3.74210750689138
COQ10B	6.77499451701546
NMNAT2	4.44495369869493
PSMF1	7.86188543009319
SORBS2	4.19393016173333
NFE2L2	9.74024789563489
SH3PXD2A	4.01860923321336
NRF1	4.15389586181443
SPINK5	3.99310363527208
SH2D2A	4.48102815828139
PRDM12	3.37261282589574
RBBP6	6.62595103003872
OPA3	3.68434220432993
PAQR4	5.87023441846708
IFI27	11.3466182863749
SKAP2	5.03340602898181
TJP3	5.36655073919982
C9orf61	3.88425773296933
MT1G	5.87474069986247
HS1BP3	6.14278141745267
IDS	4.9274454117237
PARG	5.53077827587972
OR2B2	3.06080047273939
DYRK4	5.3383465755293
MICALL1	4.87331596691494
GALR2	3.01882093147441
CHRM4	3.52691897711162
RIC3	3.20187219448131
GPBP1L1	7.49129934351953
ART1	3.17294216538206
TBX21	3.04368416709114
DUS4L	4.97153285398649
KCNJ6	3.54571040976315
TNFAIP6	3.35649656800523
CCT4	10.4603960250870
RTEL1	3.62938508205897
CASP5	4.08910969706633
CHMP6	4.13731764543485
BRD4	6.12465664441808
NDUFA13	9.57591011547448
CYP19A1	3.29627209882447
CD151	6.83323109087116
DOK4	3.44238975569504
FAM26B	5.87382519626941
ARFRP1	4.24922935955950
MRPL41	2.94273346318609
CRYBA1	3.09084301133308
HRH2	3.50079861096918
KIF25	3.36056367287925
MTMR6	6.60705449424237
SCAMP3	7.0127043232898
MTG1	5.81510982015275
UBTD1	3.62599527241554
SOX9	7.36167864726708
CRABP1	4.09768078383113
FLJ33790	3.37055784557558
FAU	11.5938650037614
DTNB	4.05432311032286
CARD9	4.90143067422152
PACSIN3	4.19438490133288
OMD	3.13894326925438
HOXB8	2.92681310147474
NSBP1	3.54388202159108
SLC4A5	3.6073851778179
FBXO46	6.46626843305714
UGCGL2	5.41902906415224
SVIL	7.43038312683024
OAS1	5.92215109376942
PHB2	11.4214735461921
NDRG2	3.76507379969589
ERMAP	4.77470221861463
GRIP1	2.98379272324126
APBA2	3.8601002566949
TCF21	6.88233902196169
JPH2	3.01537285337518
DLST	6.19161033880414
SLA	5.30943166639133
AMELX	2.84329475629044
WNT6	3.09587488814481
ATP2B2	4.04977295298255
CPVL	6.20436800619499
RGS20	2.97505831639075
TRAM2	5.84144274496711
ZNRF4	4.28415931623534
ZNF419	4.28891703402109
LXN	7.19013302037068
TLK1	5.10380595974255
UPK3B	5.72391170525606
MTMR12	4.29315040484672
KLHL21	6.90279287874546
ZNF384	5.30928135651904
PI15	3.35695536153363
RER1	6.68196873043285
ELAVL2	3.18429439503585
KLF2	5.87683325457999
RPN1	9.69510347938676
PMVK	6.35475354224621
EIF3D	9.16462186993081
SIX2	3.3878385355266
HPS1	4.80656682975103
RNF7	7.48857617317457
TFE3	5.55934207812679
C11orf17	4.55039546139526
SNRPC	7.18764520805371
KCTD13	4.47712012710562
DLGAP1	3.20093391642902
PGLYRP1	3.55843344266579
IL8	5.64360190821587
IRF7	6.75445857737443
SERPINB13	2.85411810314157
SET	9.31583130993126
NAB2	4.85582050967004
MGC40069	3.7182497131932
BLR1	3.23876143508036
LRP5L	4.1612507717198
FAM120A	7.10203399927452
ASCL2	2.99970364345606
PCDHGA10	3.94950971312708
SHH	3.0198491020287
SH2B1	4.80180307055548
ATP5H	10.9723432831735
THPO	3.32990019436431
HIST1H3E	3.31140201107204
TYRP1	3.18640747485032
EIF2S1	6.71083007598938
RFNG	5.56137908603399
RAB20	6.634075962676
TNFRSF17	3.65570442093378
RBM7	8.0301584146163
TMPRSS4	6.5256834091781
NKX2-8	2.95925822280353
C1orf115	6.46411257627561
TAF9	8.33177966960483
TERF2	6.65750512525665
TNFRSF1A	7.36551454946855
ACADVL	7.32881610988445
ISCU	9.00598100845891
KIAA0841	4.80444627133504
GTF2H5	7.67615648875283
EDG8	2.83797674324137
RAB15	4.36702248269958
HBP1	5.6629170378169
TNNT2	3.77166687857089
CECR5	6.26010822250532
JRK	4.64082534322984
PHGDH	7.05574878741278
XPO4	4.73646851307684
ARHGAP25	5.03467858478299
CA9	3.93009699146565
TLX1	3.52575329410442
GPS1	5.7194675774619
RPS29	11.7851672711041
MKLN1	5.28364809405483
ATP6V0A2	3.97175788733811
EMR2	3.53334933958736
KIAA0319L	4.63546970713774
DOPEY2	4.10548559025476
SLC29A3	6.47111465328471
LGALS4	4.01113339517148
SDHD	9.7407288216423
USH2A	3.08546986574706
NF1	4.17841304761952
IMPAD1	6.22831448685354
APOBEC3A	4.22289349175621
OLR1	5.18810902776388
HCFC1R1	5.09581808051399
TAOK2	3.37713558228187
NRAP	3.67016640664822
PPFIBP1	5.73383117874567
LYPD3	4.04335108976993
BCL7A	4.74636198491884
AGER	3.43068249757316
MCM10	4.23392023227077
MAP4K3	6.39541554708243
PFTK1	4.78272332283357
CBS	6.81599896386523
CLK3	6.48405508040253
KIAA0753	5.75801312798496
GABRE	5.43590204661744
FIS1	7.65913097332481
ELF4	7.33181656457955
C11orf49	7.85840412900003
CLIP2	4.12106897948105
CLPS	3.75864827732767
PPCDC	4.8592927803871
KDELR1	6.69819076145675
NT5E	3.39691320241366
FOXN2	3.58323051343918
NCSTN	6.72994513158854
PARP4	9.18374289102405
CD83	7.03119015280683
NPY	3.51462232463408
IL18	6.05852689286639
BEGAIN	3.41646936097489
VPS16	6.27054029140883
SLC16A2	4.14416778892787
SLC35B1	8.07810030345317
C4orf20	6.11114745333067
IGFBP2	7.11454572332086
NOTCH2	6.95282983271284
SIGLEC1	4.93451334852988
SLC9A2	3.40502859751674
CD93	6.44455567338436
CEP164	4.16385294848686
P53AIP1	3.27684883176441
ADD1	6.20863743517517
ZNF136	5.59012899923114
ANP32A	5.96109928609992
MGP	7.69905885705173
DNAJC1	5.08714506324914
CCDC144A	3.19219753117182
ACLY	6.42679375633013
TRPC1	3.47474655464401
CYP4F12	3.80064548507067
FKBP5	4.14788063241109
SMS	8.78771916598122
MAPK7	4.17801481375355
RRAGC	7.18607009793205
PARD6A	4.5530224472128
CCDC85B	4.42223534683253
SYNGR4	3.20620446261344
WIF1	3.02511556241161
GCH1	5.17462431361781
STRN3	4.74103765382825
TMOD2	2.85069571219056
FLI1	3.93304936674959
DGKQ	3.50988395181227
MAB21L2	2.89802100175367
SCNN1B	2.97221836839849
ECHDC3	6.55999806930098
TMEM106C	8.78041000673954
CSNK2A2	5.83481512796263
GPRIN2	4.29346000166007
CPA4	3.86504329361096
RPL39	12.8838837756983
HERC3	3.60433344214835
MELK	7.66082124105079
IL15RA	6.02834182043336
HMBOX1	7.26250767014777
CUL3	6.2436027162161
PODXL	7.89251094784803
CCT6B	4.57280672126050
GPX2	3.76853518982874
ITK	3.89143811501194
CLIC5	6.46028065035856
RABAC1	8.36023666278695
YPEL1	4.80208420911001
DNAJC4	4.04833520168196
NR1D2	7.15608492845473
KIAA0776	5.94548384463911
FBXL5	6.06786710357291
C13orf27	5.73949262535044
DEFA5	3.16993539680065
TRHDE	3.11015096403169
ZNF536	2.97036458968000
MEF2B	3.51181284361248
UQCRQ	9.90688041419966
ITGB2	7.6827487154157
PTPN4	6.73249703820511
STX5	4.45555235791559
CD72	3.82552967517141
ERH	9.9107156428385
XRCC1	5.77107109666199
VEGFA	6.97167852455479
MPHOSPH1	6.11449981327855
MORC1	2.65468934131116
PARVB	4.12223130788459
ELL	3.59016190148464
SETBP1	4.63602647399633
CDH11	7.48064057974431
NDC80	6.8316808738832
GIMAP6	5.2381121159083
AREG	4.39199805659828
BAT2D1	7.46193214192832
CDS2	5.29488082456044
LIPT1	6.89689176422555
SENP3	4.47298032005594
IL1F9	3.61374316033665
GRIN2A	3.51488606133127
MAN2C1	5.73126205305936
NSUN5	6.56962629921733
SF3B5	8.52125213070718
CEP72	5.39341821581613
MYC	10.2265117107492
NRXN1	3.08729983295512
DECR2	5.1535472385331
SLC37A1	5.46516979090101
SUPT16H	7.16706113387363
MUS81	6.4283151859343
PHYH	6.19556189832273
ULBP1	3.15335024072549
OIP5	5.11052154219636
IL10RB	7.68515171317034
OTUB2	3.67303134898225
NELL2	3.88790731911933
MAPK8IP2	3.7466000160066
ARHGAP10	4.33651623017742
POU3F2	3.24624508560395
RPLP2	8.86336705627755
FGF22	3.43378815105422
PSCD4	3.9391554652977
TRAPPC6A	7.03851984016587
