Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_D04
Composite Element REF	Signal
C20orf67	5.17433202622861
NLGN4Y	2.92015255928425
INHBC	3.61028480945455
GNG13	3.14414849101241
NUMA1	3.78787765671122
F12	5.31996808806958
C1orf41	6.7013812407628
SUPT6H	5.0187187361923
GSK3A	5.03558729793503
GIPC1	7.10719887369349
ELL2	3.58029445627166
C9orf167	3.70147388918079
PVRL3	6.56152068095008
ADAM20	3.59605698476144
GPR87	3.20808131444813
ZNF770	4.62609511924198
SMR3B	2.91979333795073
FZD1	4.49275684573909
TRPC4AP	6.09257521338318
MKL1	4.28975662703596
C2orf28	9.89395388010269
LAMA4	4.16992072097887
EIF4G2	9.28732305295991
ZZZ3	7.10077541081751
C16orf5	5.26327636513251
GALNAC4S-6ST	7.40277059968669
IGFBP4	6.55658299852596
NDUFA10	8.84659663241174
CTNNA2	4.90618901100210
NUDT15	7.43881469090052
CEPT1	6.96638126288213
CLIC2	4.00162088551419
RNF13	8.15475646915326
TDRD1	3.3479303055541
KCNK5	3.84644991518793
CCDC92	7.4173633656114
ETNK1	6.4767742577181
CD69	4.84000298411267
LTA	3.05722826630176
TTPA	3.23892918424245
MYOZ1	4.76147169659783
IFNB1	3.33465833011804
CLNS1A	8.84212548798912
SC65	5.54633906424172
CXorf45	4.46083219067787
ZXDB	3.25640652897808
PEX5L	2.94524306388544
EPS15L1	5.79521944294207
GPA33	3.74134786019126
MGEA5	6.82075247294847
HIST1H3A	2.82539234923995
BCAT1	7.95075317329614
ING1	4.72406601397964
SLC2A9	4.86604270468497
ORC6L	6.04010256040328
PRAMEF12	3.21906598283958
KLK11	7.8631926316191
C19orf28	6.17857869269357
MAGEB1	2.96560772334841
MED22	4.49249954509418
ETV6	4.22702330403717
CEBPB	9.47716460589672
KRT85	3.58903994540746
CRYGA	3.00964122117536
HMGA1	7.28701862022213
CAPN7	6.65514624282957
MGC5566	3.83547566652042
GEM	3.75300572797339
NANOS1	6.80677104566764
RANBP2	7.02097926090507
APITD1	8.14564906709076
LIG3	4.41625337706865
IRAK4	4.32603592856946
PARD3	6.5812440340569
SERPINI2	3.78409922726610
TTC9	4.47553727238436
MLPH	8.53833968969544
RETSAT	6.28205648129255
NRG1	3.24476812059835
CAST	6.13528468055489
TBC1D9	5.51426052609086
TTK	7.79631840658582
ZNF557	3.25229078868019
DDX41	7.09190875624252
TGFBI	8.72704119308763
PGM3	5.81793619784044
PSMB10	6.2638280880563
UBE2D2	7.38360700674409
GABARAPL2	8.56020826874859
DGCR2	5.04005773191368
UNC45A	5.51839094728501
CISH	5.73119875308067
OGDHL	4.5560803336628
SPINT2	9.07532865634135
CASK	5.98678583258789
GIT2	4.49713832883815
CLDN18	3.43545090118890
RNF128	3.11120604891917
NCAPG	4.89948793930018
ABHD6	4.37005917901216
ATP6V0E1	6.91264935694304
C14orf161	3.17178060871662
UTP11L	7.17705236682609
GCNT1	4.73825887420221
DUSP9	3.56352203354932
TM4SF5	4.36999077853366
SUCLA2	6.84919938570991
NANS	7.12919857590606
OLFML1	4.46788026086747
ATP10B	3.52219561745152
SCNM1	7.60049983252002
NPAS3	5.54380864436919
AMD1	8.35131953490405
GGA2	4.7699548422483
PRKCA	3.73668103800764
TRIB2	4.8347285375889
SDCCAG3	6.4418679623026
TTC1	7.02716205956081
GHSR	3.18719755311634
ATP8B1	3.86181776767775
HIPK1	6.31099476549224
C1orf78	7.09622163976873
CLN3	6.48172664580973
STX4	6.71298955674062
WAPAL	6.34519324910776
TUBB1	3.29059474747559
SCN5A	4.02599602852142
ZNF192	3.16433445484816
SEC22A	5.43071337541986
DPY19L1	5.55340969598047
C11orf9	3.98273521594646
GRIA2	3.63851380254995
VDAC2	9.87290939307893
C8orf44	3.39131715258657
ZPBP	3.09094393731741
NUSAP1	7.94879095688656
LANCL1	7.0209214603072
FGF23	4.08891679831141
PCNT	6.35938241624906
BCKDHB	5.48401376471007
IFNA8	3.39450665607929
BET1	8.31148405617235
SPRR1B	3.36265620190381
FLRT1	3.58518422664641
HDAC6	4.54749035693655
SNX17	7.93584504539901
N4BP3	3.02786871604815
PLSCR3	7.51760607835893
TTC30A	6.1840718810446
CRISP1	3.00923457143025
KRT32	3.72596239216543
GHRH	3.12083744527035
IL11RA	5.06063755688953
GDF3	4.18919295689296
RPS6KB1	4.83398526659651
POLR3B	7.7981673088858
TOP1	8.35241580978105
DNAJC10	6.89217498563137
CRCT1	3.00030970750892
ADIPOQ	3.14644515246755
MPST	6.24697640749341
DPM2	5.35428072895735
FAM38B	3.81971182453025
RIT2	3.05074111894574
SLC18A1	3.33678711032061
RPS17	11.9300836328556
ABCA3	5.90848891925406
CD44	5.52752413506202
FARP1	6.50736349276218
KCNMA1	5.31332717756481
PAX7	3.01886761295707
TUBD1	4.47438476598056
NARG2	6.9333174078387
GNL3	7.96185387876951
BTG2	6.05634069488658
ITGA5	5.08724155342481
NDUFS6	8.00240866898643
MEFV	3.60476710176328
TUT1	3.97556847305555
ERAL1	6.53996516586091
ECHS1	9.90323185624694
NMBR	3.23707776259195
VPS4A	6.14087048301627
ABCB7	6.78293314061844
CYP11A1	3.67832901776124
PFKP	9.917360879041
C9orf91	4.40475698248812
ABCC6	4.6496892603442
LRRC41	6.58969697330415
ATP5F1	10.8455495826323
GFOD2	4.34385949494207
MOSC1	7.06770465561736
NCF4	3.65707547333063
HYMAI	3.54723816351822
SLC25A3	11.5894306775983
NAGPA	7.4174635523557
MTHFD2L	4.26904604295555
ZNF646	3.78654274218736
RAB1B	7.88660047003549
IFT122	6.36067444564374
GALNT3	7.82678761275777
LDB3	3.68555415865982
GARNL1	5.02557318123564
ALDOAP2	2.9541491752749
LRRC6	4.2684781794521
NTRK1	3.15037375599867
ARTS-1	3.78931224647368
UBAC1	6.46102161293897
SLC6A11	3.16929211936441
NAP1L2	5.15936739492978
EPB41L4B	7.74786721368755
RPL19	11.5667973199529
CNGB1	3.32002002761915
LOC643641	5.59170369561471
FAM134B	3.77861799545226
WISP2	3.1600323516611
NTSR1	3.46268486151946
HS3ST3A1	5.93999235065453
GPSM2	5.13507890857868
PRKCG	3.38448300097283
CHORDC1	6.11422829461327
MON1B	4.51070152007949
TRIB3	6.79932391898288
SLC2A5	4.64696250967271
C2orf49	6.04552738377599
DDX5	9.7782677693057
ZNF446	4.07753111201424
MLF1IP	7.38093713153321
SLC26A1	3.07426447328418
RGN	5.80511711810637
COL4A5	7.30776044479283
CCNB1	7.85160418156985
CCDC28B	3.43766064955037
RP11-35N6.1	3.3350033237164
KCNK3	3.2398564807324
ZFP161	5.00448777928850
FGR	4.17369497593116
COX15	6.8331580166887
EPN2	4.46585071884715
AQP9	4.18841770530338
XK	6.11685459054042
SLC15A2	5.32393229500072
MREG	7.38410219927115
HEPH	4.14380046171814
THRAP3	5.26930463370242
MET	4.9740749336678
PDLIM2	4.6921289084711
ING3	6.49187095184018
PHYHIP	3.44668553568571
CCT8L2	3.59130501724920
ADAM7	3.1368459624185
COPS7A	8.05208059748534
WSCD1	3.85871570767296
SLC12A8	6.25071752251767
RNF185	4.00441919825962
TNS3	9.55035447585245
IGSF3	6.59927952336142
SRPK1	6.86683707664155
MED13L	5.79177258611483
LOC93432	3.26294560272538
C7orf44	6.60360416126425
PTCD3	7.20445248883056
RPL7A	12.3356257398056
TEAD1	5.99799897063806
ARL6IP1	9.1433587670039
CTAGE5	4.40894826177292
SLC25A14	5.82444070480902
LEP	2.93863334299758
PCDH21	4.94062285479578
CACNG5	3.30897971799995
ECH1	6.48189881352882
MAPKAPK2	5.62075532947262
ATXN10	6.68886336267679
LHFPL2	6.0590021028431
CCL22	4.23717683939452
ACTR8	4.50786309900897
PTPN22	3.00924533716524
CYP2F1	2.97647698336248
ITGA3	4.10605728368413
RABGGTA	6.54553579380872
KIAA1033	5.69940194563059
ZNF510	3.82645354368253
SLC26A10	3.77937280311366
STX8	7.03154876490694
RUNX3	6.01254833039071
EFNB1	4.41595086792418
EIF4G3	6.22059900218396
ACSM3	5.62614860577087
C5AR1	4.70413689007986
SIGLEC8	3.28527125915443
ASCC3L1	9.58862108828202
ZNF623	5.51035974572414
A2M	8.31256074279945
NOL8	6.252522516247
GRPEL1	7.18496551337191
LMNB2	4.87491692250333
ROCK2	4.49407123531057
SNX16	3.5477963896886
Magmas	8.47160985369067
ANXA3	7.04010473488415
C11orf2	7.90069501658806
VKORC1	7.09930318013659
TRPM6	3.11880534109509
KIAA1609	4.18305075271102
FOXK2	7.02931941517834
FEV	3.34492218252021
EED	5.57720071958833
RNF32	3.16696110567146
PDCD5	6.77821632612611
SLC8A1	3.33485538201975
HES1	7.39014113523916
DGUOK	7.91129231661468
CLDN16	4.14405760058483
CLC	3.34682114938357
ISL1	3.76039783786473
C1QTNF3	4.19301724338749
GAGE1	3.01954101623098
KIAA0528	8.07662985402302
VGLL3	3.26833367976217
MANEA	4.73557533909828
C1orf61	3.90457793823085
SUPT4H1	7.62896287548212
CD1A	3.82212275483153
ASAHL	6.34190465326394
TRAF5	5.85812607002518
RAPGEF6	5.16595553659751
WHSC1	5.75041729004619
NEIL1	3.69848848638767
KIAA0020	6.86028111871105
C16orf45	6.56780466835623
GFPT2	3.8416047517472
RBM10	6.99639306023157
MRS2L	6.49121822602332
DNAH17	3.31884576472391
STARD5	3.6162035366606
C19orf10	6.83654507447286
SIP1	5.38807642562961
DNAJC15	9.10251752078626
C1orf160	5.9259993099356
SLFN12	4.79727343751424
STAU2	5.25930550732867
FAM98A	9.48185164802108
EXOC3	5.65851833527772
RAD23B	8.38595505955303
HIST3H3	3.67835438045879
NCOR2	4.34879540948609
TNFRSF9	3.14419502345
KLK8	7.41461401584461
NOL1	7.45676448684985
ALX1	3.61334614252752
CCNE1	6.83360586367458
PKDREJ	3.51182188996531
TIAL1	5.92111280079614
WHSC1L1	3.77712726582899
HIST1H1E	4.1542726821665
SMUG1	5.85928680792799
TM4SF4	3.82634569412886
NPY6R	3.32864356676650
UFM1	6.8421986849631
AP3M2	5.38970472212848
USP14	8.24982437505155
CORO2A	5.84328411603137
ETNK2	3.38654101566109
APOE	5.79778934851856
ANGPT4	3.90327066157569
DSTN	10.5600862588139
SFRS14	5.44181744389794
FRS2	3.56142127461471
NR2E3	3.56514985400910
ST8SIA4	3.52306237212958
GMPR	8.3648403931135
TUBB2C	8.74350346886978
LOC730092	3.75779233106729
ORM1	3.55812393466462
HSPD1	10.7219468353046
C5orf13	7.10348631901848
F2RL1	5.90501012764076
PLEKHA9	5.55509168522083
ZNF232	7.48490265168215
SLC6A7	3.76466682275419
ADH5	7.26221301221899
SHBG	3.57517393919109
DSCR6	3.61884038197868
CROCCL2	3.61626861059867
CDIPT	8.26771982312665
SLC16A5	5.29134834467829
TUBB	10.5809936490549
GAS2L1	5.2236059609033
TOR3A	6.44985983950288
PREP	6.17726075629436
RFX3	3.73679084921045
CHMP1B	7.67951177752301
COPS4	8.0557494492672
MYH6	3.38418943677171
BCHE	2.77912668960445
MAP3K13	3.36160382487529
LCMT1	7.03089255993859
EIF1AX	8.21628893517868
SLC24A5	2.96208704791172
BCL2	4.1683957623138
HBZ	3.05274514514189
HCRTR2	3.21605175773085
TJAP1	6.03857359109223
MAPBPIP	7.25115688057564
TMEM156	3.19487510789866
MYO15B	3.80284557283911
ZNF239	6.65917540778614
KIAA1324	5.83415949605189
PLCL2	4.07570698125394
C4orf29	3.911761991337
SNX19	6.36164357893692
NAALADL1	3.15228283050109
DUSP5	4.30865441076159
GKN1	4.02746008537638
PXDN	7.83844031359433
FCN1	3.55515325418798
SLMO1	3.88416688508315
TNXB	4.18238071313256
C1QL1	3.23999614272344
BIRC7	3.85707900224821
A4GALT	4.2434032572918
TIMM22	7.19807014023773
ABHD9	3.68164087799181
TOMM34	7.68836963222407
ZNF35	4.61470939485434
LIMD1	3.9058774226308
CARD8	3.89255958454292
KIAA0286	5.3983959953952
CD6	3.52894515654141
RSRC1	7.03898862816054
TOX3	3.18671938761052
C16orf35	4.63904775072667
CRHBP	2.96588994693336
PTRF	5.46310237039336
FBXO24	3.21217455664304
CHST11	3.18860589826852
THRB	4.08421506946643
RNF39	5.25250331531464
MYBPC1	3.24817355437696
PSMD11	8.15212682965593
ALAD	5.01735470389163
AQP2	3.36925773169934
EN1	3.07478890647839
GSTM4	4.51169402958043
ZNF187	5.89440443702158
CDC42BPA	6.05643893662924
F7	3.30643083379498
CNOT1	6.440963047782
SLC13A4	4.05514587739987
ZBTB11	7.01286081069293
B3GALT5	2.82223442215576
LUC7L2	7.2369776574689
SPTBN1	4.90594653772995
EXOC2	5.75119526963311
LSM4	8.06275567592429
IRS1	7.10297541907746
TMEM1	4.79185781990467
MRPL34	8.79305403845147
SAMM50	7.1932514688021
CDC42EP3	5.7742003082632
HSF2	4.27370355805398
SRP72	7.14400405970779
MFN2	6.67965491053712
TSPAN7	5.03836209224012
SGK269	4.45866205685288
NUCB1	6.52203477958073
RHOH	3.21494856273351
MTX1	7.71168272573546
CENTA1	5.23122894595021
ATR	6.57173528693713
IGLV3-25	4.07829693435838
DDX49	7.32129271987643
TACR1	3.54376298816921
SFRS5	6.55637437527358
THAP1	5.15569545822776
RHBDF1	4.41887341272069
RASIP1	4.14370877097728
DPYD	4.61412714751175
MYO5C	7.64456573950486
DOHH	3.32115919637145
POF1B	3.99645883435637
MAPK10	3.83595083200164
ZNF552	5.6270758360998
USP32	4.78617159693376
MED27	6.26389039613347
NCAM1	4.50701160807058
LOC171220	4.90775373612506
PRDX4	9.6403614555818
AGT	3.92304560896105
SLC22A14	3.5001773935367
DAPP1	5.29202738354544
PILRA	3.8777032355986
ATF7	3.7611922718871
ABCF2	5.87379469450266
KIAA0748	3.13749370507064
C17orf85	5.92083539671775
TKTL1	9.0614488208197
FGF1	3.70422292266505
IL6R	5.05994710398871
CHRNB2	4.33667489666318
COL7A1	3.71409812264311
NFIL3	8.13720349227168
LRRC48	3.0092993355128
TM6SF1	3.92316596642556
SPG20	5.99699000352219
COX10	4.87196942155168
DNAJA3	9.34648316378417
ECEL1	4.5494262937438
GCA	6.06085125651024
GLG1	8.2068484809584
CIITA	3.65623291872373
CLDN6	3.62619551628165
EPHA4	4.59219284772834
FANCC	3.98415792077922
MUTYH	6.30247047281093
L2HGDH	3.65041479383547
GPATCH2	4.67084520410587
PSG3	3.22862979990431
ZNF227	3.79457788660063
MRPL15	9.1319630623386
NQO2	7.8973533156486
C21orf59	8.18994954951374
ZBTB20	5.5125729012416
NEU1	6.56932694905473
QRICH1	7.2366784681065
C2orf34	7.15993845415266
UBE2L6	8.65373214261087
HP1BP3	4.83069981594343
MED14	4.78348427923058
TSN	6.78150889919707
TPBG	3.50930276318629
SPRY2	5.43927949907437
LZTFL1	6.17183022787748
OSR2	5.75388736309656
KLHL7	4.89555910418444
XPC	6.29161266408977
GMFB	6.7802307655461
PBEF1	7.55996890491612
CCR3	2.92278953250904
AGTPBP1	5.67948622039695
TMEM8	5.29729217703493
PCSK6	3.77595442320323
STAT5A	4.52147967336562
FAM18B	5.28068979112634
PTPN2	6.41538009103477
SF3A3	6.35393735459621
EFCBP2	3.74324643296973
HCFC1	5.7124823949531
NFYA	3.88753114602883
PBLD	4.59524404828522
PIGF	9.22835573982539
AHNAK	6.59091479243396
ACTR5	4.63808354000865
KIF14	4.90225604654064
PTGER1	4.34221318873671
NOS2A	3.32187058274259
TENC1	5.02285457409963
YIPF2	5.77261530945316
ETV2	3.38084494225089
KIAA1012	8.17240629590496
C17orf53	3.85846474272615
AHR	6.37223007354357
PTPRH	3.33284500797014
ATP10A	4.11396085676806
ATP6V1C1	5.46684855011803
DPH4	6.0547712280196
TAS2R3	3.02304263152217
C5orf5	5.71565873886216
KCNA4	3.8532115967098
COQ10B	7.16327452933494
NMNAT2	3.66749349691934
PSMF1	8.14640164489681
SORBS2	3.94900344101799
NFE2L2	9.84203434633
SH3PXD2A	3.53453110706586
NRF1	4.1316470884962
SPINK5	4.16855536961273
SH2D2A	6.99359060884279
PRDM12	3.30359361891740
RBBP6	5.79577373513703
OPA3	3.21812536990517
PAQR4	6.03170439938778
IFI27	11.4465708260125
SKAP2	5.54853137961508
TJP3	5.72369572862596
C9orf61	4.10419321115334
MT1G	5.40542339378708
HS1BP3	6.13092541034859
IDS	4.96624914078157
PARG	5.6140395036025
OR2B2	2.98207505543086
DYRK4	7.08826078190905
MICALL1	5.18475324069737
GALR2	3.06935814458259
CHRM4	3.61865647595505
RIC3	3.02706737369454
GPBP1L1	7.17770162136442
ART1	3.33341034631514
TBX21	3.21026407783174
DUS4L	5.20846106570558
KCNJ6	3.75496006427785
TNFAIP6	3.63270826862688
CCT4	11.9086164521621
RTEL1	3.73075578271604
CASP5	3.78575756059759
CHMP6	5.13510443592073
BRD4	7.99688271673457
NDUFA13	10.1292554994584
CYP19A1	3.44365990441477
CD151	6.18627008490217
DOK4	4.13559140483827
FAM26B	6.28806075397215
ARFRP1	4.9502330069855
MRPL41	3.13659645231229
CRYBA1	3.09767499776805
HRH2	3.77272745255566
KIF25	3.57784737488967
MTMR6	5.38057190590729
SCAMP3	7.38918216527235
MTG1	5.20124764112855
UBTD1	4.14888956750635
SOX9	6.94178321199003
CRABP1	9.21378060922152
FLJ33790	3.6192081237112
FAU	11.6801632239812
DTNB	4.61256718912517
CARD9	4.61650374988046
PACSIN3	5.1470500825027
OMD	3.03952754610677
HOXB8	3.14247699721016
NSBP1	3.71897240533848
SLC4A5	3.69082466374936
FBXO46	5.51608701231361
UGCGL2	4.14101647609670
SVIL	6.38089975464024
OAS1	6.50928403465386
PHB2	11.3142387268214
NDRG2	5.71148644140287
ERMAP	7.57159411244076
GRIP1	3.33929805807129
APBA2	4.82639380068124
TCF21	4.92014419786107
JPH2	3.06948877503055
DLST	6.5583981737854
SLA	5.01815483438549
AMELX	2.81927455554455
WNT6	3.49002246802388
ATP2B2	4.45590197275697
CPVL	6.35692635549074
RGS20	3.56493688564032
TRAM2	7.30389164877736
ZNRF4	4.44289149684672
ZNF419	4.83521561314863
LXN	3.45248722069378
TLK1	4.51783768011751
UPK3B	4.43850672375805
MTMR12	4.47721649608656
KLHL21	6.16743208144386
ZNF384	5.47654523889656
PI15	3.47962313751865
RER1	7.32617490033417
ELAVL2	2.99551288117958
KLF2	5.97561998605126
RPN1	9.49632217999092
PMVK	6.63733828780584
EIF3D	8.68734460482605
SIX2	3.7129235612937
HPS1	4.71321270181164
RNF7	7.57637720044237
TFE3	5.43027004908254
C11orf17	4.5744411983784
SNRPC	8.7621714413269
KCTD13	4.61530454282906
DLGAP1	3.47575692862936
PGLYRP1	3.77321971200923
IL8	4.06831956416839
IRF7	6.19689533864937
SERPINB13	2.94405875951246
SET	9.467402810074
NAB2	5.51545237255838
MGC40069	3.66025763945925
BLR1	3.27016740915729
LRP5L	3.42027984035297
FAM120A	6.67872713918186
ASCL2	3.46568745994821
PCDHGA10	3.68056770706329
SHH	3.25724481797829
SH2B1	4.42820744202931
ATP5H	10.1049059940169
THPO	3.23947762137501
HIST1H3E	3.46390273615291
TYRP1	4.69551781401054
EIF2S1	6.69695108211265
RFNG	6.39519259545916
RAB20	6.00055075529069
TNFRSF17	3.63428638995832
RBM7	8.02262755224151
TMPRSS4	7.21878226729035
NKX2-8	2.88173945526818
C1orf115	6.84082881605851
TAF9	7.07423049532786
TERF2	6.79800361405191
TNFRSF1A	7.1077084400485
ACADVL	7.9390384079166
ISCU	9.3660628285841
KIAA0841	5.273935143467
GTF2H5	9.18163772974873
EDG8	2.88144410624229
RAB15	6.03432226137377
HBP1	5.63360147449635
TNNT2	3.55036786380824
CECR5	6.28223341389104
JRK	4.44819181526618
PHGDH	8.44106515611998
XPO4	5.08384773211713
ARHGAP25	4.61970829907681
CA9	4.41667461881273
TLX1	3.38097912985475
GPS1	6.94048700825221
RPS29	11.5842685558385
MKLN1	5.97623091758778
ATP6V0A2	4.44940182886006
EMR2	3.25858946714307
KIAA0319L	8.99052625491032
DOPEY2	4.58071424258985
SLC29A3	6.25828149795209
LGALS4	3.77508587324673
SDHD	9.1426938681599
USH2A	3.10144644195871
NF1	4.36002602957886
IMPAD1	6.29455190160788
APOBEC3A	4.83064053863532
OLR1	4.08720318478219
HCFC1R1	5.29795821268605
TAOK2	3.80415475844134
NRAP	3.93200158335231
PPFIBP1	5.5319701197569
LYPD3	5.44932751592665
BCL7A	5.04961825863273
AGER	3.45034363396998
MCM10	3.93330416907499
MAP4K3	6.13111827005495
PFTK1	5.2185950140194
CBS	7.32962952331207
CLK3	6.11286929808887
KIAA0753	6.21531303032923
GABRE	3.69450444345458
FIS1	8.42872819359463
ELF4	7.05644968658221
C11orf49	7.34067569094598
CLIP2	5.07064148155852
CLPS	4.1329372324997
PPCDC	5.3497597318864
KDELR1	6.38528604441869
NT5E	4.61059110008416
FOXN2	3.86753609413123
NCSTN	7.739604694791
PARP4	7.29728587901199
CD83	7.191332317727
NPY	3.20346152165026
IL18	4.3031226926403
BEGAIN	3.42414578093033
VPS16	7.28311209802875
SLC16A2	5.19285580579242
SLC35B1	8.23499981425464
C4orf20	6.1674470888756
IGFBP2	8.17016682699917
NOTCH2	7.48665214986931
SIGLEC1	4.34431812472818
SLC9A2	5.7323111228016
CD93	5.346655480062
CEP164	4.14564440305515
P53AIP1	3.2620713255706
ADD1	6.58098341660398
ZNF136	6.627077061022
ANP32A	5.39132423333447
MGP	8.31552675378358
DNAJC1	4.69970535056004
CCDC144A	3.06777472379707
ACLY	6.6109279559487
TRPC1	3.76579708710162
CYP4F12	3.64167991798299
FKBP5	4.52200052586415
SMS	8.02025446712338
MAPK7	4.39293210522058
RRAGC	10.7799902068922
PARD6A	5.18982063861262
CCDC85B	4.58314889342884
SYNGR4	3.18767646621611
WIF1	3.85910639008834
GCH1	6.21645546907295
STRN3	4.48532287219707
TMOD2	3.06640638400262
FLI1	3.45283996639562
DGKQ	3.78947742789627
MAB21L2	2.94230267427773
SCNN1B	2.91158152706204
ECHDC3	6.7106317839818
TMEM106C	9.6772606928972
CSNK2A2	6.27463138279941
GPRIN2	4.5156301864485
CPA4	4.15453893187201
RPL39	12.757908378248
HERC3	3.87962419185704
MELK	6.86652564364773
IL15RA	4.61096241420038
HMBOX1	6.80800545944106
CUL3	6.35340746664217
PODXL	8.35583457915298
CCT6B	4.98784271741049
GPX2	4.07319411000752
ITK	3.5823539187214
CLIC5	5.53219930829463
RABAC1	7.92431008524234
YPEL1	5.07037845199515
DNAJC4	4.27045645477341
NR1D2	7.14316551223549
KIAA0776	6.84788182646264
FBXL5	7.00389496005271
C13orf27	5.3133417104175
DEFA5	3.01687611233118
TRHDE	3.16126061459123
ZNF536	3.07988268599569
MEF2B	3.4782167470916
UQCRQ	9.10310464214115
ITGB2	6.45751665041777
PTPN4	7.03458724541715
STX5	4.84969419821336
CD72	3.73656285777965
ERH	10.0186189105556
XRCC1	4.94274661570525
VEGFA	6.04959466254781
MPHOSPH1	4.84121909197303
MORC1	2.61085689728217
PARVB	3.69771590668116
ELL	3.73981459555855
SETBP1	5.91616712447086
CDH11	5.18573717831916
NDC80	6.03164366187447
GIMAP6	4.32593769365924
AREG	4.3139768606587
BAT2D1	7.76793144709568
CDS2	6.36058684611997
LIPT1	7.05272823257663
SENP3	6.0632192895224
IL1F9	3.36620373522326
GRIN2A	3.56138025148097
MAN2C1	4.82896623040726
NSUN5	7.1805086511259
SF3B5	9.79505045739923
CEP72	3.75737993716902
MYC	7.81351524025135
NRXN1	3.05634979162528
DECR2	5.29131883232885
SLC37A1	5.05867254369199
SUPT16H	8.78386091106865
MUS81	6.12620299135189
PHYH	7.79866194016095
ULBP1	3.38104133266951
OIP5	6.89470278760185
IL10RB	7.30642958214625
OTUB2	5.24995873675417
NELL2	5.59555798733097
MAPK8IP2	3.67586423837921
ARHGAP10	5.09685844802864
POU3F2	3.43853426202151
RPLP2	8.4166196027843
FGF22	3.66536270217540
PSCD4	3.93165287435236
TRAPPC6A	6.34991937757095
C21orf2	3.82085684701412
CEMP1	3.14411689790004
IL1RAPL1	3.35324497534047
LIN7B	3.81929950692812
VCP	7.54728100302601
NKX2-1	3.07824757551543
BGN	4.92985263570617
LAMA3	5.47085954385953
APOBEC3F	3.33029488897215
COCH	3.73830485478917
SCGB1D2	11.4415369649423
SP4	3.5241795257195
SLC11A1	3.83141056712765
ICAM2	4.36486389841718
C21orf25	7.23412290735233
SH3GL1	6.18831869417736
RALB	6.45564403341674
GSK3B	7.77802517808662
GNGT1	3.2323351385927
GPD1L	7.99683014760498
VPS37B	5.26147588878548
TNFAIP3	5.66143551182248
C6orf32	3.53243607046176
ATG3	9.42212522257404
KLHDC2	8.08347575642866
NDUFV2	9.22032045963449
PANK3	4.81311984356412
BLK	3.22638970107266
MATN4	3.72235676444623
GPM6A	3.52520236569318
WDR82	8.0856774878208
APOM	5.27311788509403
PKP2	6.39658283255838
C1orf135	5.8277289901014
TRIP10	5.84271163109883
HRASLS	5.91825836832384
TESK1	6.3778784029419
FSD1	4.48927003657379
SFXN3	4.61946472593165
MMP1	3.47717782571749
CA12	5.84056021801952
ZNF611	5.96050100155213
C19orf58	7.08462577944878
NCOA6	8.85715761566176
PDE6G	4.60474832838141
PPP4R1	8.74089904256051
HLA-DQA1	7.77694159413673
GCLC	7.8632157949154
MAN1A2	4.46167877531291
SEC61A1	8.78373434576752
IKBKAP	5.67000298076635
TWSG1	6.18977570555633
UPF1	6.65934866733122
KIAA1219	6.23549248418376
CTDP1	4.85271875120288
ZMYND10	3.3687139955552
WNT16	4.37856528084295
ADAMTS6	3.12839637544798
SNW1	7.4623125453411
IL18RAP	3.7816289569453
RPP30	7.57956454237242
KRT86	4.79973832896937
CDC40	5.8945788292714
SLIT1	3.48737392866824
KIAA0574	3.3957982112726
GTPBP2	5.70453513035234
SETD3	7.49398624363154
C15orf44	6.32676507250005
PRRX2	4.81440008592395
GPR110	3.57072558542522
C11orf10	10.5226377992331
MKKS	8.20447756399642
ELK4	3.4679143318047
ACOX3	4.34980170300459
ADCY1	3.55277813634837
KIAA0372	5.77554839471776
TP53AP1	6.47568334256533
RHBG	3.69690312786188
SMURF2	7.3726793753825
TP53I3	8.95670813160268
EBP	6.96341462557044
SLC22A3	2.67760029460436
TOR1A	7.01585228400194
P2RY4	3.31256448181853
TRPV1	3.73072676470594
ADAMTS12	3.30037155385259
PES1	6.24279439564253
UCP2	9.20412229182677
ATG4A	5.70639894865208
FOXG1	3.92139705284839
MAGEA10	5.25015931592506
WFS1	6.39767097757924
TRIM24	6.38321793007144
PABPN1	9.55946193371807
PROC	3.57237768784591
SLCO1C1	3.66234588717847
SLC25A30	3.70039219722908
SLC22A5	5.24265907430195
DEPDC1	4.9506790532685
KIF23	5.77411734352269
SYN2	4.52787844812907
ASPN	2.8628747368947
CENTG2	6.74660288608155
ZDHHC17	4.68059399614839
VNN3	3.15808835087722
KCNH1	3.50887170368837
PPARD	5.01631080950579
PSMAL	2.88201533355445
FLJ10815	5.0493297617016
YBX1	12.2029256649735
STK24	8.5883997755931
SPEG	4.65489743895689
STK10	4.52316888476976
ZNF695	2.92159399849994
SCTR	3.25966195765364
AAAS	5.08492141176872
SSX3	3.39936985620801
ABCD3	7.97523713668862
MTF2	5.89583022679639
FIG4	6.96869394766144
TMCO6	5.40949530357503
C9orf46	6.97268886819012
ATP6V1F	8.95791911045908
IGHMBP2	4.71531226734275
CCDC94	4.81380858588231
EGR4	3.17915085769493
DUS2L	4.56447259398132
FAM3C	9.27673100589232
DCTN4	4.79611944061929
EIF2AK2	6.52705957873949
CST4	4.65413164456089
CCL11	3.40310813962228
LMO7	3.55038735832871
PAM	8.7517215885298
NUTF2	8.68809628450644
ADRBK1	4.99261182990572
