Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_A06_458806
Composite Element REF	Signal
C10orf79	3.15811316605804
ZNF79	3.82172085602666
CRP	3.31400425300623
OCRL	4.96608460940564
GLA	5.8964697929181
NEBL	4.0034676430412
HSPA8	11.1092441916084
DIDO1	5.44872972438088
PLA2R1	2.85102621756309
NGDN	7.50702988205007
CBFA2T2	4.41601828384836
SAC3D1	6.09235051411437
PNOC	5.32089073543218
PIGP	7.85562169492123
AGGF1	4.79172301309819
PRRG1	3.85281122017468
DPF2	6.82823441675959
MYH13	2.96528941809459
TMED9	7.94654669355703
TRPV5	3.69730612738088
UGT2B4	2.99151120676395
PJA2	6.64253365632228
COLEC11	3.90135517331205
SCYE1	6.76340072559136
MED12	4.85020830270969
CARS	6.5462364863457
MYH1	3.23203220259789
CYP7A1	2.84586749002624
PHF1	5.59138891663911
LOC644096	5.82028376757527
FRYL	6.44216749123863
RHOBTB2	3.58117609641695
MMP27	3.16792158011509
ZNF432	5.59206141936819
SRD5A2	3.63659043793866
UTP14C	6.79492625775045
RABEP2	4.71242792191179
VWA1	5.24422851571715
FUBP1	5.29753469998075
IGLL1	3.91455666975024
KIAA0586	4.28148381202971
IL27RA	3.86093578413755
STON1	8.00804813959996
IL5RA	3.39830661145011
PERP	8.44253643654253
SMPD2	4.07263867894895
TNFSF12	4.30927108546678
FN1	9.31043166795602
MTR	6.24891316225852
CSRP3	3.27745285763118
MMP20	3.15353749751546
PHLPPL	4.41837482919305
CBX6	6.12610087762475
DHFR	5.8270708078341
PRG3	3.15080153518043
ALPP	3.25774606168356
ASH1L	4.26721503101978
CHRNA2	3.90480043319991
PPP1R12A	6.27394424680247
RBM38	5.89164410593148
ZNF7	6.85526894990197
RDH8	3.04763400894682
GPR132	3.68066717385443
DGKD	4.67151860735327
TPMT	5.8254500956589
ATP1A1	8.58906178256096
SERTAD2	6.70961625312039
C5orf4	5.07051013655051
ZNF672	5.23067985520107
PLXNB3	3.30578817794171
FAIM3	3.85567130613807
UBQLN2	6.92761133482051
NR1I3	3.19914256909226
ACVR2A	6.58415166134433
YWHAZ	9.5623328060076
LILRP2	3.63821150514153
GNAO1	3.43135579093008
OPA1	5.54281827669447
RPS6KA6	3.40787222221906
RPL10	12.2170635615922
MMP23B	3.85157854367427
PFKL	5.48832511388512
TMEM140	4.31921413409025
AURKB	5.92474256513022
IFI16	8.34742186229061
CSTA	7.00886370262121
PRPF39	5.0765308574079
DISC1	3.70022951356992
USP4	7.8678818006302
OSBPL10	7.32304472436051
CAPN6	3.04440062341495
CLTCL1	3.50979541750874
NUAK1	8.36512643731507
ALG6	5.25896980893121
NPPA	3.95796506016061
LAMB3	4.27241877895023
PPL	7.2600374211066
LRTM1	3.17003369038338
RRAD	3.468896198907
TIPIN	5.04985768721681
CARD14	3.35637365210310
RBM9	6.01698064783199
LCN1	3.20225642366016
RALGPS1	4.31807756647138
NCOA3	5.62036225070606
CCDC6	7.01887287513856
RASSF4	4.10678990911473
MTHFD1	7.26077872472145
FCMD	5.26110395679842
IGHD	4.02751188766029
PLA2G6	4.35783399504707
TPT1	11.8716258212072
S100A3	3.51182611157722
SEC63	6.46846905261523
C10orf59	3.01633920744287
TOR1AIP1	5.96105166922856
PAFAH1B3	7.19069233433556
CEBPD	6.50258491304798
ZNF107	4.40208422007119
ALDH6A1	6.67074127652354
G6PC2	3.53984675519402
SNTG2	2.89038545210397
GRWD1	4.43040622627314
FLJ22222	4.86906343839649
BCKDK	5.5792582689585
CTSB	8.99558887352885
PFKFB1	3.56548609867488
ZFP36	6.46526820716092
SVEP1	4.29469295788926
PXN	4.37176720745676
TNF	2.98553562204275
SIRT2	5.08679142663709
C5orf21	6.37101657833813
VIL2	6.45771565008392
DIXDC1	3.88187413451345
GANAB	7.46493368908407
PDSS1	4.77322031578193
GRM6	3.16137364900393
NGFR	3.15592285492643
ATP8B4	2.81504980104458
MEIS1	10.4278798153408
BMP8A	3.50180232680029
NGFRAP1	10.0762879852071
EDAR	4.28951673286635
NEDD4L	4.02459372011932
CRYBB3	3.4598140573587
C6orf60	3.66621056417500
IL1A	2.91997459592657
GNRH1	3.07085976295731
PDGFD	6.18221626192618
CACNA1H	3.52208280527538
TXNDC3	3.49585051436026
ERCC1	5.8942294684933
CAV3	3.51789377308315
HARS	6.59193625466934
AQP8	3.49672677742854
CREBBP	5.37557614944203
ITGB1	5.21961788615375
SPACA1	3.20707674707412
ZNF254	4.97081972422137
PARK7	10.4563762250365
PAX1	3.00983271692157
PSMC4	6.9939579979273
KCNH4	3.68084162655047
TUBA1A	10.3620409255022
PRMT8	3.38916364910775
SELP	3.33406360203726
PSMD8	8.5178578594227
SOX10	3.91146513665753
HTR1E	3.72474864765882
RABGEF1	5.89849372458972
EPS8L3	3.8158129525278
MAP1LC3B	6.45283732772053
AGXT2L1	2.78373274739754
CYB5R4	4.72596852694936
MEMO1	7.40873438766586
LRBA	5.94523949116814
TRAPPC2	4.39646485298587
FLJ14107	3.41305481137491
FNTB	4.62430808690213
MYST3	4.62089076806204
KRT8	7.72965030238852
AURKAIP1	8.79570587204233
LMAN2L	7.54189326461842
C1GALT1C1	6.65439959318264
DSE	6.41263858371851
FHIT	4.24428964332842
OSBPL3	4.45976428853479
PPOX	6.17239881795805
SLC39A9	3.87020562832983
EPB49	4.2156069078668
LOC137886	7.14718520170355
C7orf49	7.08743321946379
RHCE	3.15800311287468
CST8	3.41758381876964
ATG7	4.71623733253783
SPP1	9.77340586328702
GLI1	3.36481154517191
HYPK	7.92899015426488
SFTPD	3.77440242057022
MCFD2	7.35650274710745
ZNF157	3.13529814710391
EPS15	6.50615186437005
SFRS2B	7.84804674244457
BTNL3	4.05817228227246
GPR23	3.55131198850696
TRPA1	3.16349536019053
ASPSCR1	4.56210905415545
GNS	7.2384792343635
FDFT1	8.5398182452801
ENO2	6.09952535455496
CBX1	7.8094063460629
PTGS2	3.57968951915538
BMP7	4.23748336531876
CCDC90B	8.11093390959283
LRP5	4.76431997686515
UBE2D3	8.97738771710642
ARFGEF2	4.88990282533749
ARR3	3.69510135483186
MAP1A	3.41361269360086
NEFL	3.16493699396338
CD2	5.12265692871635
FLJ23861	4.17276717522713
NAV2	5.36793205729469
ENTPD2	3.36247842882989
COX7B	9.51811343952752
ATP6V1A	7.50247905498996
TRGV3	3.34123919145877
ANKRD17	6.77345949052287
ADH1C	3.23816096350532
ATXN7	3.96643451320569
IL21R	3.28457674825524
CHN2	3.89660153363948
HAS2	3.26555524501921
C6orf48	10.5541134865074
TGIF2	6.1003387923972
KIAA0241	4.15170625525068
IGF2AS	3.56181746075493
CYP2C9	3.35068146583549
DNMT3A	4.91282338472808
CNOT7	8.27551996492374
FCAR	3.13586879402311
SFRS10	8.43560197686868
MARCH3	3.43537790104171
RUNX1T1	3.64737047845145
CTSK	8.98995408054795
LRRC61	5.00558994346039
HNF4G	3.2491448541147
LRCH4	4.52211789535817
PSIP1	7.74402972564701
AP2B1	6.31669391606489
C7orf28A	4.57103344390279
SMCHD1	5.40654810055115
EIF2C3	6.2522388072926
S100B	3.8127706495078
BMP2	3.89304752828464
POP7	7.49384934277039
UGT2A3	2.63034067834116
ESR1	4.6600863392887
ZFPL1	4.40594191920304
ARHGAP12	5.3859788814081
PGGT1B	3.49236800456860
LRRC19	2.8138530032698
ZNF767	5.28849522366178
DEPDC6	7.14056425509347
SLCO1B1	2.99250447634398
SST	4.5971591743241
NACA	12.3192776793223
KCNN3	4.14127645069669
GLOD4	7.2552996272923
SCCPDH	6.07807000003562
PRF1	3.87836660397317
LST1	4.53478838049139
CDK4	9.20629778185434
TCF15	3.76942807193995
PARC	5.63571911655453
PRMT1	9.23516098785178
ITIH3	4.04319487070924
PPM2C	6.18573808556146
TEX10	6.90447696821238
EDA2R	3.20797098772093
LOC283345	5.16366057730563
NARFL	5.42695533571345
DENND2A	3.94108540773698
C1orf103	4.36174088476177
DMXL1	4.64428506451176
KCNAB1	3.53542026866835
FLJ20254	5.78208588539148
RBM3	8.05463114409395
GPR1	4.5569915039939
DMTF1	7.3439006895145
HTR5A	3.2166504003304
MXRA5	9.03750757577957
GRM1	3.34801570428264
SCFD1	7.53319425653399
RAPSN	3.28998199272273
ACOT9	6.29903511250252
PDE4D	3.18315391297767
TRPC4	3.00705276756747
EPHB3	5.43914669389777
GEMIN4	5.18459390219708
RAMP3	3.73197794718411
CNTN5	3.3470671163282
DLEU2	3.79771910681503
TSPYL5	6.65265528652838
GRTP1	3.71197117008403
ITGB8	3.87666176186176
GAP43	3.25766047125693
FRS3	4.03748093205915
PDE3A	3.48200299088307
TNFRSF10C	3.06964692530218
JMJD5	3.97923206300950
OTOF	3.10696031180375
TEX14	3.09686343329405
XYLT2	4.87621799657314
HIPK3	3.37537251707146
XPOT	8.58579534424241
RRH	3.22749549602422
CDR2L	4.92570881102289
GAL3ST1	3.4109094759222
DHCR7	5.3098178479263
PDZD7	3.70965968537509
FGFR4	3.40236883073735
CRAT	4.26482154540624
C1orf217	3.89913644556874
SLC19A1	3.59904485241544
PPP1R14D	3.21436255474181
LIMS1	7.96655236106564
TMPRSS11D	3.2228494296927
TRIM14	4.89836151067419
PIK3CD	4.33713050614608
MFAP3L	3.41347969959928
DERL2	8.06120372575916
SLC7A11	4.176503108769
FHL5	2.86637065663092
OR10H2	3.01431628474114
ACAN	3.59385531799826
BRWD2	7.0887403695762
PPM1E	3.22477511497415
DCUN1D2	4.51414793465641
TINAGL1	3.98681742109729
C3orf36	2.91077062199968
DOCK4	6.53081910710672
ENOPH1	8.0937154299416
FAM127A	7.8706922549626
SLC5A3	6.47886254641041
ARPC1A	8.6927776629718
CHST2	6.40179577813786
SPATA2	5.25356634469924
PGLYRP4	3.37145934519905
RUFY1	6.89249223386385
NTS	3.52054914590851
FRMD4A	4.87710520341761
RPS4Y1	4.82040219993121
BCL11B	3.35903770638506
TNFRSF8	3.98215141064329
FOXE3	3.23551877856071
PTGIR	3.92347910274137
ART4	3.00514547723295
EVX1	3.58844598528433
PRM1	3.40219510387931
GLCE	4.06202043758833
GPR18	3.62190911394092
ACAA2	7.03145470306484
PIGK	6.48966975722856
HIST1H2AG	3.38560926933208
C16orf67	4.92623354941027
UQCC	6.80484995881042
PLS3	8.64337312659272
DAG1	6.08875654176085
WWOX	4.47214840203332
GTSE1	4.43024375659811
GP2	3.3254903383992
CHIT1	3.12603500413239
PLOD2	7.74112264568786
RPS24	12.5647494660703
KLF9	4.15940604748205
TTC27	7.1707525738631
PYROXD1	7.25956283278812
MIA	4.41089395304781
TSPAN2	3.81124356039759
MRPL9	7.20987126941965
PCSK2	3.72128676312508
PI3	3.07756142675298
RPL24	12.1922304971958
HIST1H2BE	5.00126197253469
CD86	3.76788428009959
CALM2	11.4523283501439
LFNG	3.4409417637443
GYG2	3.94565842127731
INTS12	6.95380702229633
RAB4B	4.65104522940834
CTSF	6.10708422839162
HUNK	3.46162220192386
GNA13	3.56982629494807
B4GALT4	5.61833990556769
TSPAN31	6.68564162730738
CHD1L	5.32667826938206
CNKSR2	3.53475003576982
C1orf156	6.84677192749631
IBSP	3.35626174250782
FUT8	7.942832685694
TRMT11	6.21580210189311
AGA	5.57259788696952
GFRA2	3.72308282042942
WWP1	6.39127650317623
B9D2	4.12315301188264
CPZ	4.9934892883428
STAT1	6.90118196666277
PTTG1	8.73927155109599
TMEM62	4.63136914298232
COL8A1	2.89405207260111
RBPJL	3.48677279869589
CASP8AP2	5.31317339717241
SSBP2	6.14677141743274
MMP12	3.17739611726708
NME4	7.87614594326521
LOC55565	3.8537175022969
GABRA1	3.50046360012023
PEX11B	7.76225154698768
HABP2	3.21620617918737
REEP1	4.05353252057508
C9orf156	4.98378437478821
SMARCA1	5.15589429722761
WEE1	5.99124018060378
APOF	3.09507986072797
GCDH	5.03684753801172
SSR4	9.6291970669475
SPAST	5.45549516751152
RGS1	6.30609020620659
ACCN4	3.75951519569069
PLXND1	4.5917826649143
FLJ20489	4.49834951218628
MLCK	3.09229550343319
INTS5	5.12698672567843
BSG	7.06332661063797
PARP8	6.11703760532031
ZNF215	3.09598801395936
TEAD4	5.29018172563844
PDE7B	3.53323359335385
MS4A3	3.18763871472729
DTX4	7.11089919181469
EFEMP1	7.12552099304754
TNRC6B	4.83298472823768
TULP2	3.84424621493410
RERE	4.802455129524
BNC1	3.35099676008358
FGFBP1	3.88057395009172
TIMM8A	5.25502698453752
PIGB	5.04443247619129
AJAP1	3.45457090208353
COMMD8	7.85159560388599
TRIP11	4.40809477840095
SLC25A42	2.89047581648237
SYP	3.57516447343505
PCDHB6	3.85044802192298
FLJ12716	5.16021304868493
FKBP8	3.98737626713544
KIAA1109	4.65729554961673
PTPRC	5.31614781989754
POT1	6.93821927872505
CCT7	7.98927807008273
MMP11	4.32124151438486
MYO1E	4.75917188474763
EEF1A2	3.97176744565501
MIPEP	4.79296808122089
ZFX	3.94540775654809
UCHL3	7.23489415760242
LRFN4	3.98961875658892
XCL1	3.37422469149984
CARHSP1	7.64439366613458
GREM2	3.13274116479354
CCDC102B	2.98158583345532
HDDC2	6.5546831097279
SHC2	3.93771791705194
SDS	4.18562180269053
CASQ1	3.32421928485538
LYPLA3	4.87534065030868
INPPL1	6.07489161491549
SLC25A40	4.45244411119026
IHH	4.64562864066944
CHGB	3.18227901326184
COL9A3	6.03656536270137
C2orf18	4.22705989195158
DDEF2	6.80424596103612
BUB3	7.51860141411089
C6orf211	7.42393645562805
FOXD2	3.32052072816082
GGH	7.34228861657173
GGT1	3.5081211812858
ADARB1	4.11794630883934
VPS35	9.12663374347501
CNN2	6.15394331753812
DBP	5.03598725911785
WNT1	3.31956545869316
COL5A3	3.41551110474928
RHOD	5.49327240901033
ASNA1	7.02663825574538
WDTC1	4.48986706545645
COL4A2	7.2315692567855
HEBP1	8.70285793602135
SLC1A6	3.58639062550040
LUM	10.1323045439251
C1S	9.45251361363161
TCF7L1	5.49029563716101
ZCCHC6	5.34616904615758
ME2	5.36228631832476
PAGE1	3.67433797745619
DTX2	3.32841169657281
KPNA4	3.62928679690814
H3F3A	10.4685443747619
GLO1	10.4804542092104
WDR61	7.84118059712355
CD302	5.11394973231374
SIRT7	5.26987416903544
D4S234E	8.5563466579188
RABIF	6.12040970512759
DYRK3	4.9964329733282
PKIG	7.67969077209839
PFAS	6.82836362720308
ALOXE3	3.38702652229175
RPLP0	12.6257827405930
RBM34	6.44695214680691
MKNK2	7.7412944662364
ZNF528	4.36128039759369
U2AF2	4.72832536820384
SEC16A	6.90793284666196
EFNA5	3.28163492372431
ZNF44	4.54866295374972
FCGRT	5.95266971729078
NOL4	3.32665701347815
CCS	5.66886226716525
IGF2BP2	8.7246960928035
MFSD7	3.53174386889509
OR1D5	3.39436259876849
SIX6	3.3859234719563
CCR6	2.75701250823713
TSSC4	4.70157192503449
COL11A2	3.53289771033773
CHRNA6	3.99606198896165
PLD2	4.27090352720935
PALM	4.40276591649632
ORC1L	3.74617395155024
SASH1	4.60679398098332
PUM2	8.18188790971032
ZNF365	4.29568094667201
CDC14B	4.38248972802562
PHC1	6.8809060870668
KIAA0913	3.91633571656518
LDLRAP1	5.0184839312365
NAT8B	3.44416588123864
PPP3CB	7.13332474075813
ANGPTL4	3.82434717638393
HHEX	3.84327395499
LSM14B	4.65516044017613
PLCH1	3.62504571367603
INSM1	2.8006187279332
TLN2	4.71380978869707
ZNF493	4.13415836962674
HDAC4	4.75833953227094
GLRA1	3.19322875496453
RPS6	12.0228153006886
SFXN1	4.65372722329275
FAM102A	6.28374727317202
KLHL1	3.41348331513231
SAPS2	4.28579657850436
CTNNBIP1	5.71976115307349
SCGB1A1	3.14997964068809
SCAND2	3.64175895435472
HMGN2	11.3254320073225
NEUROD2	2.83768134266372
YAF2	4.93598061057603
BRPF1	5.57653359223673
RICH2	4.64351009165334
TBCE	6.17764901053630
LIAS	6.06258639349148
MAPK1	5.80806537940935
MRM1	4.06486575713153
HDHD1A	5.61011795001588
CTA-246H3.1	6.46515621142162
ATP9A	7.1187399256102
HSD17B3	3.43924081305943
HN1L	7.37690965506739
SAG	3.15506201655600
C20orf10	3.34648356957666
CTRC	3.68851103545282
HNRNPA2B1	10.2996079847580
RNF216	3.86840058191975
GADD45A	6.99505667043276
MSH4	3.00180417330435
HOXD12	2.98258021330102
TMEM70	6.7066427164352
PPP1R14B	6.73772349457996
SBF1	3.75073703606228
HIST1H2AM	3.44588439650861
GNG3	3.86498153923990
C1orf50	7.77056237646247
FTO	6.5609179613378
CALCB	3.35694287289221
PPP3R1	5.18063050611757
USP46	6.45317177273861
CCNJ	3.64108386414455
PSD	3.39509699684881
GNAZ	4.1004214103532
FAM57A	5.24213685621933
LILRB3	4.69265870392095
DHX8	4.98274992336162
SPI1	3.97365366648538
OXSM	7.44708461389708
GYS2	2.88059113790797
UBE3B	5.13409348989407
PLAT	9.34596094953628
NUPL2	5.74304802582608
SF3A1	6.07141980741138
COPE	7.02260046298244
EIF3A	8.12522993838641
IQCE	3.66373919758040
FBXW10	2.81014522022703
KIAA0182	4.2503081053826
YRDC	6.91368599677264
GPRC5D	3.32829143261714
LRRC23	4.61891810378641
BLVRA	5.59248988647152
SLC22A7	3.26081992101237
RASL12	4.02518840584493
DAZAP2	9.0679568523258
IKBKB	5.31823923929655
PPFIA2	3.31438727635014
ZNF271	6.35229860811047
CXorf6	5.58240801799146
FRG1	7.36836844416258
BTN2A2	4.55595200793956
THBS4	4.65247006107878
ARHGAP1	5.12231979174407
ENOX1	3.54162425857862
ZNF706	8.94864001623315
DOK1	4.42531106372762
FCHO1	3.50844075715806
PGAP1	4.47261957542444
HOXD10	2.91610916069169
CXCR3	3.6813848053672
FSCN1	6.10806640174799
KIF17	3.41884858412119
TRIM66	3.70869250861484
CHI3L2	3.35263200167451
SRPX2	5.16074254224061
C13orf24	5.26548986115474
CBR3	4.77630169682791
ZNF132	3.38208913275391
AQP3	4.53709028235777
BNIP1	4.47265935965968
ST6GALNAC4	4.46554647706391
KIAA0391	5.03317141755956
KRTAP5-8	4.15090702731664
SIRPA	4.04212207684607
LYVE1	3.71156521039448
IGFBP6	5.17433324548565
APOH	3.07751334662938
TSC22D2	4.10929329847065
PLCD1	5.71504774924812
NPHS2	3.27125555627066
ARHGEF15	3.18105107715366
M-RIP	7.74937783041793
POLDIP2	5.99955354995858
NDUFV1	8.54712140763264
SRD5A1	5.90626407584325
RAB3GAP2	5.88433646317682
CLEC7A	4.7488485064239
REXO4	4.90108941551113
HSPA14	7.4531883547717
TAAR5	3.80915774575788
ZNF142	5.18284334947107
MUT	9.01458360656984
C2orf43	4.97916453910624
SELPLG	4.12048105669338
BAZ2B	6.14999824076391
SLC38A3	3.60503668772571
BRD7	6.89230128176424
POU6F2	3.26611553619286
NISCH	7.59798137259744
TCEB1	8.2259037649877
OPCML	3.29221629986928
DTYMK	6.60227942385905
TAX1BP3	6.36951654362867
F13B	3.14690547540849
RPL34	10.5370051799972
AKAP12	7.22342021656672
MARK2	3.68963035310421
AMBN	3.37601248348898
C14orf32	6.60356590486078
FLJ21865	4.86165403989285
HSD3B2	3.27294623616179
HMG20A	5.32270785983927
WDR77	5.54462525694882
ATF2	5.22575714335335
C10orf137	5.92954512373173
ARL6IP5	9.86421222082673
QTRT1	5.7011306583288
CCNT1	4.49482641555735
AP1B1	4.67076331584631
CD74	9.54053247953763
DYNLL1	10.5977997882479
PLSCR1	7.32574820212341
LIPG	3.17076754679379
PHACTR2	4.77786249175777
SLC35E1	5.95867934994623
VENTX	3.47679946857798
FEZ1	4.46292557400267
APOD	4.42016044113415
LAD1	4.69607333060044
C16orf44	3.83022514234767
C1orf166	4.69800853493695
PAOX	4.18859790018970
MAPK8	3.54388178565744
NELF	5.01561718214758
RBBP8	8.01934605350892
DNAJC8	5.43944463229912
KCNJ12	3.08787003869689
WNT11	6.11931415012159
SRP54	7.49962707055075
GPR35	3.79756812504314
NRGN	4.57579542639531
IFNW1	3.49911985782671
ACVR1	7.24613705917647
SCN1B	3.68949897720603
RNASEH2B	4.18456893303091
STAR	3.47548173462481
C14orf65	3.24562103076663
TAAR2	3.04057284103752
VAMP5	4.23601010309946
TUBA1C	10.9123544209849
PIK3R2	4.08594681713524
ARD1A	5.98479001571525
SYTL2	3.04483399433721
UBXD2	8.2918309967123
EBF2	3.47089428904176
CAMSAP1L1	5.84609692931941
CYP3A43	3.06012428467313
CCDC91	6.32139457485964
AKR1B1	8.66652828919679
KAL1	7.15866962299857
GRID2	3.21228159338634
ZNF423	5.82836508002834
PSMB4	10.6902581689482
ARPP-21	3.16559264248532
XPNPEP3	4.25411458241842
CYBB	4.94789889486114
UXS1	7.54922791590954
SART1	6.19324394770344
C7orf16	2.98723104524805
SPTA1	3.19300295094625
SHB	4.41650660075486
CHST7	4.33704704751055
SEMA6D	4.12502225406824
IKZF4	3.42218131255328
NDUFA1	9.03429404727796
HSPE1	9.51639508962955
MAPK13	6.31189338042229
MYCN	4.56147371726303
KCNJ3	3.04381614189135
ZNF573	5.85224955364439
PCDHGA8	3.7990942328069
ERO1LB	3.23659628963025
NTF3	5.98135109082812
GTF2B	7.48325708482244
GSPT1	7.25980100830533
GUSB	8.62274916363776
EXTL3	3.82764972562073
PMPCB	8.62625133891615
COPS3	8.41619344740234
LIG1	4.78507754910641
NID2	5.6947821049037
LSM8	7.69933585525632
TMEM97	6.62488847118691
SUZ12	7.0074436073969
EXTL2	6.98380350658828
PDE6B	4.15491218592576
MRPS16	7.99646710978748
KRT18	10.7303942595611
C10orf118	3.65749771102924
ZDHHC13	6.64291688630583
JMJD2C	4.5533571937642
OR2F1	3.44105261466628
ZNF415	5.74982391619448
CDK5RAP3	8.05931755713569
YTHDF2	8.14365132508221
GGCX	5.68809414960743
FZD8	3.18574549468555
TCEA1	9.9045701291549
ARPC4	6.01976072070749
SUSD4	5.21733918326534
C22orf24	3.18213516618148
EGLN2	5.5144622053559
KBTBD4	5.607016893803
TNFRSF14	3.77523621150234
ROBO3	4.54586167937467
TRIM28	7.33060030985032
FGF5	3.4437791448204
RTCD1	6.77141592044555
MZF1	4.5081839412711
CNIH4	7.7252876146788
ZFP2	3.58890056856219
CSPG5	4.42917952992676
FKBP15	5.24565076760047
BZW2	8.955308731202
PTPRN	3.10628672843133
HTATSF1	5.62244868336372
WFDC2	10.1756331491814
TST	6.39523208852161
NDUFA7	6.58228040478471
TTC22	3.01879546821084
RNF24	6.25992769361555
SFRS4	7.7749394391766
CD70	4.280895910561
DCPS	4.94117963818568
PDXDC1	7.64050080302643
SRC	3.92273083624969
NTNG1	3.24964646032472
SETD1B	6.96073306397315
TINP1	9.5334871771966
ZNF606	5.56517321816639
SSR1	6.89081662666454
NFS1	6.14207121141127
CRMP1	5.94298029897908
NUP107	8.14644157868084
OSBPL9	8.76624388920017
MYOZ3	3.89749337718087
PDE4B	4.07822118494618
ADAM18	3.74164925720871
FBXL7	5.26612983743393
IDH3G	5.66951129446999
CCDC87	3.35023321944005
ARFGAP3	6.0135637717902
MAPRE2	4.42210211851597
CSNK1G1	3.9213544640153
IL1RN	3.61040399904649
MAFB	7.2618933370965
RAC3	3.82968354518841
C1orf54	5.54064433120169
TMEM14B	9.26961796302527
ADIPOR1	7.05092972689049
GRINA	4.7956838777705
CLIP4	3.92226381199121
TFPI	3.18240299217674
DPEP1	3.28038069835387
C14orf118	4.03251628670155
FABP6	4.05490484150097
TMEM87A	8.49691861374754
BBS5	5.4227028321118
SMTN	3.73796955464892
CYP17A1	3.75983587733089
SCG3	2.85377812291646
GFER	4.42068384794551
CD209	3.92286346643874
NRIP2	2.98305169686176
CYB5R2	5.37857599624671
RIC8B	5.22472831401529
CSGlcA-T	5.58550517588983
DNTTIP2	7.2807775653648
TNNI1	3.34441254236404
GABRB3	3.00552278541104
PCBD1	7.31341617168987
KTELC1	7.64845819724563
HOXD3	4.11299429846674
GPR85	3.34815460154345
P11	3.15815925026146
SP3	8.49196413934287
GOSR2	4.63419242727633
DDX1	8.94432574623917
BFSP1	3.19198963217831
FLRT3	6.23343097488236
RNPS1	8.49817600899546
LCP2	4.05346590039157
TAS2R8	2.84769558059405
SEZ6L	3.56470295620297
NR2C1	4.91023263267095
EXDL2	5.89014234939895
SLC25A10	3.73740136677984
ADAMTS3	3.76385151144708
PCYOX1L	4.89092959387335
TNFRSF13B	3.86611828365119
VPS54	5.5443903689717
MKI67	4.95228108359819
C7orf54	4.26108501325149
GLS	4.13151710003038
PCDHB12	4.31307760488036
LGALS13	3.01797310271457
IL4R	4.88714836569087
SEC11A	10.0373009483800
C4orf6	3.20405003249455
SPP2	3.71657981431065
CCL5	4.60143994881979
PEX5	5.52810924165533
CLSPN	3.83358656279195
LOC51336	3.00247665890319
SPAG1	3.24184193465969
C9orf82	7.45917856306124
KIAA1024	3.42823607227423
TM4SF1	8.89108623080964
SMG7	4.515437814429
WDR45L	8.78902860774655
TAS2R13	3.15599231723949
SPAG8	3.13493716880062
VASP	5.27363740428874
ZCCHC11	5.67379300096288
LOX	4.24547465858763
SYPL1	8.32526798141983
BAG5	6.92415483928232
RPS27L	8.1456288561609
MGC2752	5.47875135424823
IQSEC3	3.80732691318258
TGFBR3	5.30936671446217
PPA2	9.15247641523722
MED24	4.33350029400207
CASP9	5.84513721305989
PDCD1	3.84069178641061
MAP3K7	6.15185131077159
C17orf81	5.8174428620472
SRPR	7.18211530839783
BAG4	3.42753370041353
ZNF32	7.17102588176932
BRD2	7.57681784511603
IL32	5.64076853741845
LAMP2	7.06253797638016
FAM53B	4.59764602593225
CAT	7.80572734327515
C16orf80	8.1245588383815
SLC7A1	4.60321815517294
C1orf76	3.34572047802244
PRKCQ	3.78464622678629
ATXN1	6.51538860445784
LAMC2	4.62739238821181
CPOX	5.37416378640356
SPSB1	4.98710203361638
APH1B	4.72232299035449
USP36	4.10657699724773
CTNND1	6.68248190898024
MADCAM1	3.88528722204956
GABRG2	3.13096797362461
LYZ	7.504084664725
F5	3.58421051127748
TMEM186	7.2822933765312
TPM2	6.17144193145501
SEMA4F	4.00734197184913
NUDCD3	4.96695168723418
OLFML3	7.91451688944372
PPP1R11	8.74614431919304
ELAVL1	7.39244963043113
GCNT3	3.61589372202618
DNAJC17	4.57858080662642
N4BP1	5.28657862960331
ABCA2	3.56002023383918
BNIP3L	8.5897858799808
SLC35F2	5.62379454831101
ATP10D	5.0076973228105
LCP1	6.11336128534128
IGBP1	7.65659474400352
GALNT8	3.47652595664573
PRKCH	4.7527258833945
DCAKD	4.14734189306703
ELA2A	3.44508862330544
PITRM1	6.8440829716343
RASSF8	3.27764099636298
GUK1	5.99197563049752
USP12	3.40185630886617
STXBP1	6.76784610097348
ADM	5.1307083338145
LSM2	7.11131813819676
GHRHR	3.28177555091357
SERF2	10.2425446735366
VPS72	8.29870000467533
CD22	4.10255356212242
CD47	8.74432676438953
LAP3	8.57388475496772
IMPDH1	5.5932879606813
PPIC	6.41136900669583
ACP6	5.7373943519898
PRKACA	4.17424713292343
PPP1R1A	4.56680567969502
C9orf40	3.70142597926914
ASXL1	6.16153987808481
IDH1	8.41000900244578
XRCC5	9.85841076912553
TBRG4	4.31021446794438
RAB1A	8.76564323298675
INHA	3.50873040609322
MLL2	3.71554992560333
FXYD1	3.78893474588126
DKFZP566E164	3.67396569973599
KMO	3.19678775442718
KIAA1128	4.7426903925124
NUDT4	8.18226446247056
USO1	7.74813632938382
RAB9A	6.53488037992422
RUFY3	4.66231328663645
CLDN1	6.9307868677161
FBXO38	5.0253472627569
VRK3	5.73264111651574
ICOS	3.82178692260932
NFKB1	5.18476655593862
FASTK	6.473306783724
LDB1	5.6782646417937
ABCC1	4.84637301180435
IFNA6	3.09331955188472
PCBP2	10.1839577347002
RBP3	3.20653224589766
