Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F02_298040
Composite Element REF	Signal
TMED9	7.98207401063368
TRPV5	4.11067701010502
UGT2B4	3.09594698072754
PJA2	6.12361040701301
COLEC11	3.68403490858113
SCYE1	6.92142438531773
MED12	5.65205860701837
CARS	7.90480796545964
MYH1	3.27623276580863
CYP7A1	2.93837068531798
PHF1	6.26185030677213
LOC644096	5.56220142443047
FRYL	5.4519401497625
RHOBTB2	3.55818654239486
MMP27	3.20713485082752
ZNF432	5.7892242746728
SRD5A2	3.93517881096088
UTP14C	7.25659095404644
RABEP2	5.44794547971459
VWA1	7.02219846632577
FUBP1	4.78031317920681
IGLL1	3.88354831515419
KIAA0586	4.46589243345134
IL27RA	4.1902796898197
STON1	4.77965994927356
IL5RA	3.41006232965054
PERP	8.04298605150969
SMPD2	4.27303932194814
TNFSF12	4.60938662794684
FN1	7.95897195616413
MTR	5.85849670856387
CSRP3	3.15337776636867
MMP20	3.16912402791377
PHLPPL	4.87198210763463
CBX6	5.91437983971382
DHFR	4.17906761465254
PRG3	3.34374932078289
ALPP	3.14344238332384
ASH1L	4.10173127526566
CHRNA2	4.18967150976215
PPP1R12A	5.43907958902093
RBM38	7.01979770241814
ZNF7	4.82807099837427
RDH8	3.36709662456255
GPR132	3.75436519186206
DGKD	5.07895668200595
TPMT	5.68427831018596
ATP1A1	9.64321665782661
SERTAD2	7.12977478384823
C5orf4	4.77797934291924
ZNF672	6.18737367146381
PLXNB3	3.65542415778858
FAIM3	3.87208180696610
UBQLN2	7.19082629032129
NR1I3	3.55098310596162
ACVR2A	5.56497094874143
YWHAZ	8.55665455964316
LILRP2	3.54566563845626
GNAO1	3.52530322366689
OPA1	4.91038114875137
RPS6KA6	3.38633089887955
RPL10	12.4568800178037
MMP23B	3.5562146130823
PFKL	5.86847707365819
TMEM140	5.38906200294998
AURKB	4.5928132059046
IFI16	8.30587096028783
CSTA	7.53299553572012
PRPF39	4.29570546609030
DISC1	3.48666516029933
USP4	8.65287735066935
OSBPL10	6.69169390080335
CAPN6	3.31107225912667
CLTCL1	3.73037777741864
NUAK1	6.67650442092495
ALG6	5.32573832208479
NPPA	3.9082971405777
LAMB3	5.07438829002665
PPL	8.45586699000762
LRTM1	3.12014894921779
RRAD	3.60586028641019
TIPIN	5.2952185024608
CARD14	3.64989336722162
RBM9	5.78333529769829
LCN1	3.47029469319572
RALGPS1	4.53263546279777
NCOA3	5.41177965393948
CCDC6	7.5038005098628
RASSF4	4.20092119844302
MTHFD1	7.47772467419882
FCMD	4.45708511884117
IGHD	3.63359704032728
PLA2G6	4.87069244307183
TPT1	12.0366731759452
S100A3	4.20203666307645
SEC63	5.48561904183076
C10orf59	2.88188757374823
TOR1AIP1	5.44542613223301
PAFAH1B3	6.52497660469806
CEBPD	7.39813069811165
ZNF107	4.59448065694723
ALDH6A1	7.64618853454538
G6PC2	3.59564926498087
SNTG2	2.97413184040124
GRWD1	5.35650812021831
FLJ22222	6.17479374613662
BCKDK	5.07524018124243
CTSB	8.53938875392867
PFKFB1	3.62751529370247
ZFP36	7.03193403474137
SVEP1	3.66942987113469
PXN	4.78873655087555
TNF	4.55465887253173
SIRT2	5.36559077113351
C5orf21	6.02099044785009
VIL2	6.93011901484993
DIXDC1	3.89767801234477
GANAB	7.08917938004853
PDSS1	5.09798885817698
GRM6	3.28590082945955
NGFR	3.18697276708256
ATP8B4	3.22442995900861
MEIS1	9.15752766064062
BMP8A	3.73877797794378
NGFRAP1	9.17752310168968
EDAR	3.96662382199482
NEDD4L	4.15621303083641
CRYBB3	3.96279277069471
C6orf60	3.16147452666065
IL1A	3.26052290817968
GNRH1	2.98223254995202
PDGFD	4.80915038425888
CACNA1H	3.69227047592103
TXNDC3	3.20804826198186
ERCC1	6.07125579468723
CAV3	3.88847785162999
HARS	6.82458598720148
AQP8	3.63739887741283
CREBBP	5.03289625512594
ITGB1	5.01260851325617
SPACA1	3.15070502093344
ZNF254	4.29711106291396
PARK7	10.5442067476715
PAX1	3.16428780012204
PSMC4	7.63971838530192
KCNH4	3.67153199662838
TUBA1A	8.95596449513644
PRMT8	3.54572242708795
SELP	3.84767751853057
PSMD8	8.09371623577147
SOX10	4.32135039270274
HTR1E	4.03585238527137
RABGEF1	6.09120098409219
EPS8L3	4.09637109539109
MAP1LC3B	6.7454334728967
AGXT2L1	2.8353225125178
CYB5R4	4.18240875132948
MEMO1	6.88017063152139
LRBA	7.26044236395356
TRAPPC2	5.2673427816906
FLJ14107	3.46610397641264
FNTB	3.74507971405304
MYST3	5.57237225183322
KRT8	7.90133150940887
AURKAIP1	9.99941376403414
LMAN2L	6.77659337019624
C1GALT1C1	5.27678793260552
DSE	4.46959549130713
FHIT	5.0101495430001
OSBPL3	6.18751473188865
PPOX	5.72471180742623
SLC39A9	3.7549183822734
EPB49	4.75479710015407
LOC137886	5.96439815977415
C7orf49	7.46796282554668
RHCE	3.78770472064289
CST8	3.67923352410689
ATG7	4.71813074521007
SPP1	9.27053815277971
GLI1	3.53797230138485
HYPK	8.20436218477113
SFTPD	4.54070557399908
MCFD2	6.29786560176405
ZNF157	3.22614418045211
EPS15	6.57171654161087
SFRS2B	6.20848383867213
BTNL3	3.91410770905209
GPR23	3.18644117797659
TRPA1	3.37009790235901
ASPSCR1	5.20575060056435
GNS	5.96705189740844
FDFT1	8.75887666751822
ENO2	5.34149276276708
CBX1	5.72558916107218
PTGS2	3.47322650652915
BMP7	4.06695436821867
CCDC90B	6.8187367288488
LRP5	6.4694351399325
UBE2D3	8.13564745051914
ARFGEF2	4.64437947246592
ARR3	3.49612404555529
MAP1A	3.65228152901001
NEFL	3.09493832276949
CD2	4.54889761741414
FLJ23861	3.4424377228591
NAV2	5.38987339668122
ENTPD2	3.46751985548178
COX7B	10.7861252219961
ATP6V1A	6.02147157388479
TRGV3	3.36078279916376
ANKRD17	6.60827129343688
ADH1C	3.62544142052609
ATXN7	4.17908128628477
IL21R	3.60455967626011
CHN2	3.45665233027352
HAS2	3.07364114452645
C6orf48	10.2021045382854
TGIF2	5.61880364744815
KIAA0241	4.46889334091451
IGF2AS	3.71013693339419
CYP2C9	3.50884378370378
DNMT3A	4.59459125072997
CNOT7	8.93204710403143
FCAR	3.32208699810537
SFRS10	6.85880570676313
MARCH3	4.30456606406841
RUNX1T1	4.14692333850875
CTSK	5.94298405621105
LRRC61	5.18180679550591
HNF4G	3.41299345699164
LRCH4	5.30730560968847
PSIP1	5.8263033085992
AP2B1	5.16270770852512
C7orf28A	4.16452458794705
SMCHD1	4.62270951276219
EIF2C3	6.71627972848668
S100B	3.51240351168152
BMP2	3.95990087732511
POP7	8.35358057311355
UGT2A3	3.14370083143695
ESR1	4.53782446692611
ZFPL1	4.25377551021334
ARHGAP12	5.12822423746516
PGGT1B	3.55677849697141
LRRC19	3.21588147521849
ZNF767	5.29518654629461
DEPDC6	10.9116028292381
SLCO1B1	3.09881922233901
SST	5.1903038066983
NACA	12.1646221768037
KCNN3	3.80189027869123
GLOD4	5.2212718878568
SCCPDH	5.04128449279798
PRF1	4.51923731040757
LST1	4.6525873477636
CDK4	8.18199312395846
TCF15	4.15202018841926
PARC	4.88163136677998
PRMT1	8.84429708099059
ITIH3	3.78019541535215
PPM2C	5.74836905145307
TEX10	6.19801226995553
EDA2R	3.37645636964072
LOC283345	4.68185220018283
NARFL	5.58265161186364
DENND2A	3.76697437242654
C1orf103	4.90755645047529
DMXL1	4.23538087382743
KCNAB1	3.68008218494716
FLJ20254	7.5227000506095
RBM3	5.12945581476377
GPR1	4.31545654751346
DMTF1	6.4672377362768
HTR5A	3.45010773676856
MXRA5	8.9565678538426
GRM1	3.50374253200075
SCFD1	5.90441596015409
RAPSN	3.85295376886293
ACOT9	6.19689263788841
PDE4D	3.23597753830938
TRPC4	3.28330585962136
EPHB3	6.18909580922648
GEMIN4	4.46391109044288
RAMP3	3.5966008489819
CNTN5	3.43496412134889
DLEU2	3.95165725563694
TSPYL5	7.21459052442827
GRTP1	3.96841403001907
ITGB8	4.88939153441617
GAP43	3.22954408226671
FRS3	3.61374608248625
PDE3A	3.55625905822072
TNFRSF10C	3.48045963303163
JMJD5	3.85078640368922
OTOF	3.5748434090058
TEX14	2.98192755740915
XYLT2	5.67073252552259
HIPK3	3.5799816648114
XPOT	7.1210438351461
RRH	3.07652123463991
CDR2L	7.10295908522686
GAL3ST1	3.73478051732232
DHCR7	6.04607485926952
PDZD7	3.82211730742388
FGFR4	3.86249869482456
CRAT	4.57507212133682
C1orf217	4.09114124740668
SLC19A1	3.51160813963863
PPP1R14D	3.63355591275973
LIMS1	6.4819081725585
TMPRSS11D	3.41392614940295
TRIM14	5.60335615572201
PIK3CD	4.74736345967398
MFAP3L	3.57782306285197
DERL2	6.776770353547
SLC7A11	4.80744051774057
FHL5	3.31581555860371
OR10H2	3.17453242777047
ACAN	3.6336168831279
BRWD2	5.84639013368355
PPM1E	3.16802460325066
DCUN1D2	5.48640591149522
TINAGL1	4.49897674997855
C3orf36	3.00810919455751
DOCK4	5.27815945690986
ENOPH1	7.8969443172447
FAM127A	8.69390632816217
SLC5A3	7.39232803652617
ARPC1A	7.92690908286405
CHST2	5.97812607018909
SPATA2	5.11174508036443
PGLYRP4	3.52683184019328
RUFY1	6.85052184703645
NTS	4.41888228916294
FRMD4A	3.54541359720099
RPS4Y1	4.77858962358151
BCL11B	3.44431554152141
TNFRSF8	4.10575460366915
FOXE3	3.53629975132004
PTGIR	4.1779628224422
ART4	3.32327113561297
EVX1	4.27031357907723
PRM1	3.45000916210407
GLCE	4.25375401805155
GPR18	4.33876385278912
ACAA2	5.73172827387932
PIGK	5.23791670897942
HIST1H2AG	4.32085438611141
C16orf67	4.36860650250658
UQCC	5.78082277759255
PLS3	5.69436171338925
DAG1	6.91376523696941
WWOX	4.61743069578877
GTSE1	4.75299878864748
GP2	3.55961923636508
CHIT1	3.45298194512949
PLOD2	6.71892287877725
RPS24	12.1533944670647
KLF9	4.08936464603888
TTC27	6.02495515868408
PYROXD1	5.47372791803698
MIA	3.91154321892394
TSPAN2	3.2226459014944
MRPL9	6.26203145576615
PCSK2	3.3123988478285
PI3	8.33584650622253
RPL24	11.9482758759644
HIST1H2BE	5.32028148798525
CD86	4.01733601188825
CALM2	10.7261477758983
LFNG	3.48736521842814
GYG2	3.79544142319391
INTS12	5.04356519589426
RAB4B	5.53372551012628
CTSF	6.60852465944549
HUNK	3.72292965688487
GNA13	3.20783563612259
B4GALT4	4.43664457803366
TSPAN31	5.95175897835889
CHD1L	4.78979708978616
CNKSR2	3.50158684373991
C1orf156	4.86404923701584
IBSP	3.44332552350214
FUT8	5.29296076855012
TRMT11	4.93724646918011
AGA	4.43852778994233
GFRA2	3.44514521713833
WWP1	5.18800757994335
B9D2	4.09895588380619
CPZ	4.44964892332620
STAT1	5.97288489369987
PTTG1	8.29889993235357
TMEM62	4.39384054855511
COL8A1	3.03152285223867
RBPJL	3.50562356155909
CASP8AP2	4.45265926882696
SSBP2	5.19594721099877
MMP12	3.43018312889748
NME4	7.48315914990335
LOC55565	4.00351636803363
GABRA1	3.50463729054708
PEX11B	6.67802936027707
HABP2	3.43170711049
REEP1	3.79165893322804
C9orf156	4.64464274779241
SMARCA1	4.58838833732219
WEE1	5.23167032375066
APOF	3.18091332784896
GCDH	6.84535748361756
SSR4	10.7525942090702
SPAST	4.75598166117305
RGS1	5.06525143796396
ACCN4	3.83566128010044
PLXND1	5.00987422424433
FLJ20489	5.93879906104199
MLCK	3.39238359363357
INTS5	6.05015122793049
BSG	6.97724384491048
PARP8	4.357537104971
ZNF215	3.2158127642355
TEAD4	5.77424475528874
PDE7B	3.3005940108563
MS4A3	3.07261774595548
DTX4	6.91336451810586
EFEMP1	4.70806245359268
TNRC6B	5.51529667717909
TULP2	3.59187965886122
RERE	4.53755375319037
BNC1	2.92510617195571
FGFBP1	4.77196241116657
TIMM8A	4.93125673315945
PIGB	4.48161493516208
AJAP1	3.52543000313140
COMMD8	5.18576046402424
TRIP11	4.40851076399237
SLC25A42	3.04018267949539
SYP	4.55028894353963
PCDHB6	3.59839252327091
FLJ12716	4.68961211901516
FKBP8	4.70255508775931
KIAA1109	4.28766447677040
PTPRC	4.8454481284425
POT1	4.84896652458012
CCT7	7.99695803375573
MMP11	4.11948054699863
MYO1E	5.15456550778735
EEF1A2	3.95423572161474
MIPEP	4.49535539223598
ZFX	4.21690568047957
UCHL3	7.98814594194737
LRFN4	5.73074521193709
XCL1	3.36603040209707
CARHSP1	6.6376997975731
GREM2	3.30589864609655
CCDC102B	3.24117057427135
HDDC2	6.09473074085313
SHC2	4.06122878109902
SDS	4.31106241669546
CASQ1	3.61620746361939
LYPLA3	4.97787033104007
INPPL1	6.71115777076294
SLC25A40	3.56530223729566
IHH	4.56152079748338
CHGB	2.93265414948221
COL9A3	3.70536661570266
C2orf18	5.10952780851698
DDEF2	6.6614405136624
BUB3	6.74015605677254
C6orf211	5.03197760245233
FOXD2	3.38756050926241
GGH	6.53979292895066
GGT1	3.85967961035035
ADARB1	4.00508343983073
VPS35	10.1771320755498
CNN2	4.93061463259131
DBP	4.45527165168890
WNT1	3.74161264031703
COL5A3	4.29647628420354
RHOD	5.82601288087863
ASNA1	7.37557296790727
WDTC1	5.64708485750884
COL4A2	7.57180737317562
HEBP1	7.60508971695414
SLC1A6	4.14625370934131
LUM	7.84896289627007
C1S	9.19041745206256
TCF7L1	4.24064694365367
ZCCHC6	5.43848882995028
ME2	4.50098759764355
PAGE1	3.78446960795573
DTX2	4.55200741854198
KPNA4	4.51910722532553
H3F3A	10.6862678676592
GLO1	8.59709755309217
WDR61	6.27942369091148
CD302	4.40674400708728
SIRT7	5.57605455997343
D4S234E	5.11620211412963
RABIF	5.72364709297673
DYRK3	4.95772006672127
PKIG	5.85012845105614
PFAS	5.16377311679272
ALOXE3	3.66713136246342
RPLP0	12.2745140865953
RBM34	6.04114426315274
MKNK2	9.7410230421325
ZNF528	3.64326466834485
U2AF2	5.31117483821567
SEC16A	5.84634565463711
EFNA5	3.53920591509263
ZNF44	4.97870347751426
FCGRT	5.96425924482426
NOL4	3.41967220244775
CCS	5.08519769132638
IGF2BP2	6.20185978381744
MFSD7	4.07597524130435
OR1D5	3.60060179972634
SIX6	3.71958706190318
CCR6	3.08750767744236
TSSC4	5.1364534534019
COL11A2	3.63590097116128
CHRNA6	3.82767802102075
PLD2	4.43108730216463
PALM	4.21455243317073
ORC1L	3.65055656999661
SASH1	6.16095207015108
PUM2	7.75312511997109
ZNF365	3.66950426607645
CDC14B	4.23768058126586
PHC1	4.58819513122412
KIAA0913	4.45331334199454
LDLRAP1	5.37509884080519
NAT8B	3.14079716895290
PPP3CB	5.79797868728763
ANGPTL4	4.36029320158071
HHEX	3.62301742065194
LSM14B	4.32957532826375
PLCH1	3.69626100269449
INSM1	3.57284892385453
TLN2	5.53517556945745
ZNF493	3.55301142832386
HDAC4	4.24112517525021
GLRA1	3.39184680149370
RPS6	11.9391882037851
SFXN1	4.83227175795848
FAM102A	5.80526967399365
KLHL1	3.90141456155419
SAPS2	4.73993704073428
CTNNBIP1	5.99357212464456
SCGB1A1	3.06007512498842
SCAND2	3.56010993841315
HMGN2	11.0956328366942
NEUROD2	3.07321045740248
YAF2	4.38663468341227
BRPF1	6.24853870082108
RICH2	3.58242605063068
TBCE	4.97016154950295
LIAS	5.85405997058408
MAPK1	4.19596988207752
MRM1	4.45151990065946
HDHD1A	7.85062084687885
CTA-246H3.1	4.97775453937756
ATP9A	8.01124705062388
HSD17B3	3.54780168380165
HN1L	6.05487603369264
SAG	3.47146002140228
C20orf10	3.94599028188061
CTRC	3.68277078634879
HNRNPA2B1	9.41750411441876
RNF216	4.26774725086778
GADD45A	6.31486629279195
MSH4	3.16375607522432
HOXD12	3.46600897890810
TMEM70	5.99705342392715
PPP1R14B	8.39891548702681
SBF1	4.12818237997018
HIST1H2AM	4.12466800210876
GNG3	3.92380005813688
C1orf50	6.11334204788007
FTO	7.43233480945393
CALCB	3.17933236555730
PPP3R1	4.44660843260886
USP46	4.25306350213938
CCNJ	3.46572469606025
PSD	3.67055749435554
GNAZ	4.23291345401565
FAM57A	4.3417621673844
LILRB3	4.46114704776662
DHX8	4.87062556869276
SPI1	4.36304484535654
OXSM	6.82603917116511
GYS2	2.90442946667851
UBE3B	4.96048562366782
PLAT	5.71599350547607
NUPL2	5.30273471453539
SF3A1	6.10073082469305
COPE	7.99836188150027
EIF3A	8.21222725949937
IQCE	3.65613382649206
FBXW10	3.18622050643883
KIAA0182	7.07958569374069
YRDC	6.2465567943757
GPRC5D	3.61060878387597
LRRC23	4.19013754277587
BLVRA	5.23913465403072
SLC22A7	3.35175558418233
RASL12	3.33702703305804
DAZAP2	8.10162997914859
IKBKB	4.55013801999239
PPFIA2	3.95104863678261
ZNF271	4.937496310841
CXorf6	5.0913307817689
FRG1	6.33353059378105
BTN2A2	4.11136494562985
THBS4	3.69212901491801
ARHGAP1	5.5004214143573
ENOX1	3.07647328294089
ZNF706	8.79282077077847
DOK1	3.83818560401855
FCHO1	4.48495364987845
PGAP1	4.59671264506259
HOXD10	3.02470885607584
CXCR3	3.75968321453697
FSCN1	5.02294513586448
KIF17	3.38170981060264
TRIM66	3.67152249457497
CHI3L2	4.59846283545782
SRPX2	3.74646327081921
C13orf24	5.16539390893104
CBR3	5.78469484558587
ZNF132	3.01609313010714
AQP3	5.77404231917677
BNIP1	3.79444075558860
ST6GALNAC4	5.38187255914829
KIAA0391	4.69411054645732
KRTAP5-8	4.15897234034875
SIRPA	4.2803552090497
LYVE1	3.45626291009172
IGFBP6	4.33923076643746
APOH	3.10492646372625
TSC22D2	4.34158817982842
PLCD1	4.91194937968667
NPHS2	3.17864129853955
ARHGEF15	3.68887925912061
M-RIP	6.62384287470508
POLDIP2	6.40367781113626
NDUFV1	9.09832819414155
SRD5A1	5.73348418296526
RAB3GAP2	5.26386217878593
CLEC7A	4.77741666528977
REXO4	4.06919537265573
HSPA14	5.96899858749667
TAAR5	3.72684574040065
ZNF142	5.04554938010216
MUT	6.79973882294935
C2orf43	3.91775384396297
SELPLG	4.52964001241268
BAZ2B	6.5151438531641
SLC38A3	3.97611193432238
BRD7	7.66523918344396
POU6F2	3.02290349508609
NISCH	7.38239618658115
TCEB1	7.11572347555749
OPCML	3.49636668029119
DTYMK	5.08676357245212
TAX1BP3	5.46419236486671
F13B	3.31337880313022
RPL34	10.5119112648826
AKAP12	4.58577265545562
MARK2	4.11752310049615
AMBN	3.50607169881560
C14orf32	6.66797753651203
FLJ21865	5.44057000259218
HSD3B2	3.48716290523925
HMG20A	5.30703108282256
WDR77	6.79206194330054
ATF2	5.37011520111279
C10orf137	4.92130515383848
ARL6IP5	8.66591845983456
QTRT1	5.16154987274751
CCNT1	5.35151068493831
AP1B1	5.88074451141909
CD74	9.9935345508948
DYNLL1	9.60357495972247
PLSCR1	6.89124322163868
LIPG	3.41757261664702
PHACTR2	5.43681636584949
SLC35E1	5.85172026120972
VENTX	3.60264959861279
FEZ1	3.80092615827011
APOD	4.54737385682306
LAD1	5.22192794427982
C16orf44	5.14827625257622
C1orf166	4.83365083372942
PAOX	4.57358166467802
MAPK8	3.72409672798408
NELF	5.24739140728656
RBBP8	7.50326952512443
DNAJC8	5.39578958381688
KCNJ12	3.38504005531004
WNT11	3.5836767589371
SRP54	5.73216742566338
GPR35	3.77292554402575
NRGN	3.92304179944255
IFNW1	4.00935042702511
ACVR1	5.5850949212849
SCN1B	3.89852140217295
RNASEH2B	4.73735649216649
STAR	3.40923786750515
C14orf65	3.78583357424529
TAAR2	3.2863171938657
VAMP5	4.11223601908929
TUBA1C	10.8552279760808
PIK3R2	4.98681151999971
ARD1A	6.95544407620233
SYTL2	3.06756221144982
UBXD2	7.5266416724509
EBF2	3.36829530027468
CAMSAP1L1	5.92712770842915
CYP3A43	3.08942025352632
CCDC91	5.04649007567525
AKR1B1	6.6460575384113
KAL1	5.57848579369657
GRID2	3.18044081456011
ZNF423	6.12481201618122
PSMB4	10.3055225467112
ARPP-21	3.17294521646066
XPNPEP3	5.24459335542833
CYBB	4.77228376185349
UXS1	5.53882548872074
SART1	6.58951194300131
C7orf16	3.46645291093368
SPTA1	3.28304566756845
SHB	5.05706147496687
CHST7	3.76247815093905
SEMA6D	4.47282195547174
IKZF4	3.59724603077919
NDUFA1	10.8615534279965
HSPE1	8.56181314990302
MAPK13	5.56775930115502
MYCN	4.16420753204602
KCNJ3	3.05884525792618
ZNF573	6.11979872164979
PCDHGA8	3.86904451193691
ERO1LB	3.22502587160961
NTF3	4.35060256406647
GTF2B	6.52270926837346
GSPT1	6.60842663486471
GUSB	7.92536555041395
EXTL3	4.12592153077683
PMPCB	9.05907193461992
COPS3	6.27749443187598
LIG1	4.67277298830224
NID2	4.46872905896038
LSM8	6.31480905150403
TMEM97	6.70067105594617
SUZ12	6.7131241613065
EXTL2	6.05283401575598
PDE6B	3.70375638508117
MRPS16	7.2795434224088
KRT18	10.8912485069157
C10orf118	4.54559718279817
ZDHHC13	5.88244500503424
JMJD2C	5.08271073014422
OR2F1	3.65263636026967
ZNF415	4.99482100281886
CDK5RAP3	6.37993316627798
YTHDF2	7.1223371718645
GGCX	5.12340406824048
FZD8	3.4887890735017
TCEA1	9.18182241223994
ARPC4	5.85680049780273
SUSD4	6.41468717108322
C22orf24	3.18845694563775
EGLN2	5.42320543755396
KBTBD4	4.31017715507267
TNFRSF14	4.70522548370619
ROBO3	3.94208007048541
TRIM28	8.87338496980647
FGF5	3.55145821269766
RTCD1	6.23804489307813
MZF1	4.94234330672737
CNIH4	6.92610512065214
ZFP2	3.56368669019341
CSPG5	5.57790244993369
FKBP15	5.25809239932525
BZW2	10.0945680685175
PTPRN	3.54174252345093
HTATSF1	6.64519400708316
WFDC2	12.4168665786863
TST	8.09570864307863
NDUFA7	9.04707380804874
TTC22	3.13082205960341
RNF24	6.10053995484454
SFRS4	7.7616448640526
CD70	4.20276951650845
DCPS	5.22976951912323
PDXDC1	7.87856352514158
SRC	4.11226752258006
NTNG1	3.63579969768696
SETD1B	7.60847671960234
TINP1	9.04470494711946
ZNF606	5.83819936025388
SSR1	7.73763469227146
NFS1	5.45497683881077
CRMP1	4.33710191564006
NUP107	6.93939618794547
OSBPL9	7.9026134048931
MYOZ3	4.03907634156683
PDE4B	3.51565268231398
ADAM18	3.79360578970311
FBXL7	4.26204938297283
IDH3G	6.83841828799411
CCDC87	3.60033807665046
ARFGAP3	5.4817433955029
MAPRE2	3.84260633280143
CSNK1G1	3.69328786262757
IL1RN	4.07201955545385
MAFB	8.0133967962934
RAC3	3.98004968887269
C1orf54	5.66285609833477
TMEM14B	7.41333959071554
ADIPOR1	6.99285675973716
GRINA	6.46070747827742
CLIP4	4.14392810296168
TFPI	3.45936207343101
DPEP1	3.8430986178252
C14orf118	4.639048523781
FABP6	8.26287250374764
TMEM87A	7.58892549502446
BBS5	6.26965020525965
SMTN	4.27025169040181
CYP17A1	3.79999942320094
SCG3	2.87288901442336
GFER	4.94635553491791
CD209	3.73919252891993
NRIP2	3.46640922093683
CYB5R2	5.99459461865642
RIC8B	4.85509791689291
CSGlcA-T	6.52962964744575
DNTTIP2	7.90038970247538
TNNI1	3.62946590657182
GABRB3	3.16097775907085
PCBD1	7.01654154781898
KTELC1	6.5062062339406
HOXD3	3.75249498605814
GPR85	3.63128964637842
P11	3.55740737326992
SP3	8.11445135991921
GOSR2	4.17353761365699
DDX1	8.5107275934988
BFSP1	3.52001289722698
FLRT3	4.01534375575714
RNPS1	7.51942785667728
LCP2	4.34679586068485
TAS2R8	3.19965662062260
SEZ6L	3.61486179857885
NR2C1	4.60109440737540
EXDL2	4.95364115454685
SLC25A10	5.11111624383935
ADAMTS3	3.42652672048789
PCYOX1L	5.65547656796917
TNFRSF13B	4.186784209851
VPS54	5.37315615716364
MKI67	4.93743192372465
C7orf54	4.37609212804336
GLS	4.3980068412102
PCDHB12	4.30551725863654
LGALS13	2.96596232112336
IL4R	4.81405364715684
SEC11A	9.00002734498234
C4orf6	3.32628409284246
SPP2	3.8860392449097
CCL5	5.2830964094087
PEX5	5.33129407114405
CLSPN	4.02756841246029
LOC51336	3.07220131251575
SPAG1	3.70034509812146
C9orf82	6.9606562736486
KIAA1024	3.59735266152759
TM4SF1	8.05541749116382
SMG7	4.85548330672527
WDR45L	7.913024061576
TAS2R13	3.26984549790665
SPAG8	3.22034836059640
VASP	6.42565195037693
ZCCHC11	4.69285958792009
LOX	3.97113725042510
SYPL1	7.07429322323758
BAG5	7.39535879902897
RPS27L	8.91109386806946
MGC2752	5.94431242935764
IQSEC3	3.97516496384461
TGFBR3	8.38190647928248
PPA2	8.5645144596137
MED24	4.29146638803926
CASP9	5.22825341267240
PDCD1	3.78054006783049
MAP3K7	4.33433562507351
C17orf81	7.18547632249469
SRPR	7.86499919710515
BAG4	3.61565118758153
ZNF32	5.84918220167118
BRD2	9.21479534032858
IL32	6.36740008642908
LAMP2	7.46027377508345
FAM53B	4.77824059389748
CAT	7.54112533639718
C16orf80	7.75736528657423
SLC7A1	5.1614485390364
C1orf76	3.21631114080863
PRKCQ	5.37672475512534
ATXN1	4.66474912522673
LAMC2	4.81330835560025
CPOX	5.07448743376725
SPSB1	4.52703857291534
APH1B	4.60101957450728
USP36	5.34746768629501
CTNND1	6.35978547885757
MADCAM1	4.0312517509018
GABRG2	3.23934359116685
LYZ	7.02562133430292
F5	3.72518899252280
TMEM186	5.09435141202525
TPM2	5.20640123095466
SEMA4F	3.74545255370972
NUDCD3	5.64744503147465
OLFML3	5.50655758874881
PPP1R11	9.4737725015325
ELAVL1	7.09613894184517
GCNT3	4.66210614731636
DNAJC17	4.20323059137922
N4BP1	6.0475977339547
ABCA2	3.77707116538827
BNIP3L	7.8691365995396
SLC35F2	6.06860412495214
ATP10D	4.06046604664383
LCP1	4.35444767732051
IGBP1	7.39065232536758
GALNT8	3.27998131417344
PRKCH	3.99712787041054
DCAKD	3.78608482970665
ELA2A	3.57057539518914
PITRM1	6.59300716279011
RASSF8	3.59454011212517
GUK1	6.60488120700419
USP12	4.3382094515709
STXBP1	7.09327505716929
ADM	4.21484246461917
LSM2	6.63323527707627
GHRHR	3.48883172333033
SERF2	11.0990464490211
VPS72	7.18193809210278
CD22	3.93009058295871
CD47	8.40674712061879
LAP3	6.48374346203158
IMPDH1	6.67988219762872
PPIC	6.41499355704235
ACP6	6.43912741266483
PRKACA	5.08796275877471
PPP1R1A	3.49659537798764
C9orf40	4.03038526499163
ASXL1	5.40360721580764
IDH1	7.95523431264967
XRCC5	7.9349488981243
TBRG4	4.77217279267827
RAB1A	6.6923409351432
INHA	3.50076555094895
MLL2	3.47537213713886
FXYD1	3.99483187665001
DKFZP566E164	4.08052186628371
KMO	3.51326050298745
KIAA1128	5.14998537573703
NUDT4	4.72608529082927
USO1	7.1332341067111
RAB9A	5.90280502071128
RUFY3	4.51367170215508
CLDN1	4.36454801389226
FBXO38	4.94650903498823
VRK3	6.36691139612281
ICOS	3.67370157651475
NFKB1	4.81539130968652
FASTK	8.00013843939149
LDB1	5.59844954569482
ABCC1	5.41877126538249
IFNA6	3.11196693851992
PCBP2	9.01121565121385
RBP3	3.48553539327581
MUC13	3.73781651970749
C8orf30A	6.96440388884719
NUP205	5.92964137498464
MFAP1	6.58030411848078
ACTA1	3.98976754889422
NHLH1	3.87194677426703
GABBR2	3.53935715819376
CXorf34	5.33132523745088
TDRD7	5.44027939453732
KCND2	3.36908543093848
WIPF1	4.31375272191363
TIMM17B	6.67681192611862
SNX15	4.65626882160807
AGXT	3.17174228628903
IGF2R	5.19988423062104
PIP5K1B	3.40813638235803
ATP8A2	3.02540268956297
