Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_F02_298040
Composite Element REF	Signal
GSTA3	4.09486440835066
TNIP2	6.60160101449902
BCAS1	3.59406462994947
HOXB6	5.19595712025583
NOL6	5.88283379174647
PDHA2	3.27055212509935
SORD	6.21704772987018
SPC25	3.9275251656975
VAMP3	5.55885987095231
WDHD1	3.75620599368213
TCIRG1	7.32650999633041
STAP2	5.57635182554394
CHCHD8	7.90038334491669
TRIM44	6.84395410751038
KIAA1305	5.00701015209522
PARL	8.40429988874265
CRNN	3.27750195200391
SIDT2	6.29311587633354
RYR2	3.53367193023142
TRRAP	5.17960541972235
TRAF1	3.76985388107025
GRN	6.47790769305566
SCAMP1	5.09233825385095
TRIM32	5.22632928041279
PTS	6.56864840070048
BANP	7.61605105019483
ATP6V1G1	9.52970231978249
PRKACG	3.75535725680022
ADCY6	4.49672592422402
PRKY	3.52653207287445
CYP51A1	6.01109192406065
DDC	3.92440288045412
ANPEP	9.70481941488617
NPR2	3.49557802914574
PROM1	8.07761080907628
COPG	8.033993230563
OR5I1	3.21249608833722
TRIP4	6.07207763513232
ZFYVE26	4.71400974130731
GDF5	3.79051763619235
SNX3	9.5543778318291
C1orf175	3.18979952929738
CSH2	3.35410380449084
PPY2	3.27301498358389
STOML2	7.63935881642477
ALPI	3.53292029515831
FTSJ1	5.39191168322514
ZNF273	3.95801950733437
DST	4.07658500466836
GLRX5	9.6775488970733
C20orf12	4.04866214208695
CAB39	6.2852894643942
RAB5C	5.35583457915298
FLAD1	5.94177237854352
TTLL3	3.76829317779916
MSH2	5.01020777677397
NPPC	2.95224392996046
PIP4K2C	5.91947458138238
CYLD	4.9151174918154
ZEB2	3.51929874872974
MRP63	8.26277689616132
WTAP	4.71074307045147
NEUROD4	3.5380145877826
MGAT4A	4.25898518723448
MTMR2	5.4886145392272
CHRM2	3.09019998741684
TSC22D4	5.0714443586099
PPYR1	3.63466206872781
CCNH	5.1753733535033
USP48	5.82758993522764
NR1H4	3.81685866157971
RASL10A	3.47307089480073
RRM1	5.5885068334121
GABRA4	3.32913840897001
C1orf35	4.91190989304388
SSTR1	3.1235998303031
APOBEC3C	5.64652047735749
CTDSPL	5.043624432429
RUSC2	4.81203644963007
PDE11A	3.82052237545933
ZCCHC8	6.85847223626502
RAD17	4.78339155477287
TEX12	3.24085071356439
LILRB5	3.1773845588485
CD5	4.06339771471017
ARHGEF1	4.58941821878444
ABCA4	4.08745733779501
TSPAN9	5.01130182730647
WDR67	4.31078125523553
THUMPD1	6.1255624548867
ARID4A	4.22466944272863
OPRM1	3.13593328093289
SYCP2	2.9574238409227
CYP26B1	3.60839459776938
FLJ13231	3.83916216318886
VN1R1	3.54702606567765
LECT2	2.92129570933974
PCCA	5.74426526709153
AQP5	3.89809169395568
RAB30	3.24184426169297
OSBPL11	5.14944028920807
YLPM1	7.38944609327118
GNB5	4.50570278297576
CCL21	4.20774584142223
PRKAR1B	4.21685788363362
C1orf121	6.08283463608117
FMO2	5.22439727898344
IL16	3.48278531204640
MSTN	2.88856239018549
VCL	6.26126654534669
TCF3	4.74773007645135
CCDC88C	3.400704487772
HFE	3.87722833143405
SERPINE1	4.45773117816702
FAM125B	4.78807786209603
BAI2	4.25486340297606
SMC5	6.35243844073101
AKAP5	2.8064640717644
POU2F3	4.40107559307436
BACH1	3.86286111937532
PPP2R2D	5.39016908742986
C11orf63	3.58169491636171
SSSCA1	5.83116379672133
LRRC51	7.63168908362145
LRRC3	3.00559902326287
PORCN	5.26071944018954
DTL	5.52477997621392
ACTG2	8.4910423946163
FAM124B	3.42990982588665
RSAD2	5.83256025254892
CTBP2	9.27964132563308
ZMYND11	7.05473629110326
CRTC3	7.81224371262844
MYH8	3.08600190839376
LRRFIP2	5.37857176301029
TTN	3.3339686410969
RGS6	3.97903471683197
PLLP	7.54506415441523
SRGAP3	5.58199515821943
PDK1	3.70426788980296
NBR2	3.85315704539931
ZFYVE21	4.8066090124897
C13orf1	4.47927466014108
ZNF137	5.10919954755579
CEP27	6.62264584569638
WDR41	6.24554777400016
BEST2	3.2143758959629
RNF121	4.70644500737273
ZNF93	5.59091056765569
MEG3	3.8781925799996
BCCIP	5.3277919148763
OXSR1	7.11017295283888
RAD51	4.83103870386502
RPL13A	11.7014610922078
MEST	9.95657317099945
DYRK1A	5.09432966403772
HTRA2	4.9432641213576
SARDH	3.42923624038558
ILKAP	5.14088046591968
ANGPTL2	3.94104465026546
RBBP5	4.48072475906959
ORC2L	4.37644497606231
HBS1L	4.05031201042844
TMEM30A	5.66865574149203
PDS5A	5.48178847091721
WISP3	5.2499476006839
CRK	5.3456785233424
NCAPH2	4.93970142820607
RNASET2	8.65076011604234
NEDD9	4.65728159136479
WDR79	4.96989394577942
PSG6	3.1906484832736
SMPDL3B	4.38923547999349
MORC4	4.4794621699341
PSMD13	5.55906404950986
DDX23	5.22143651997957
ETV5	3.96192009875267
MYRIP	3.53431380766045
LY6E	7.19636784412173
ATP12A	4.43373327448865
BTBD7	3.62361752372147
AUP1	8.37709943100807
PIP	3.99672965767601
GSTO1	9.77800802768027
CORO7	4.35502249914865
COX6A2	4.30793842096204
MAD2L1BP	5.43889005479897
PITPNM3	2.95136725316022
ENPP1	4.49237081643391
SCNN1A	8.43450186555472
LSM1	8.16649426675073
KCNE2	3.32928584295931
IDUA	4.43364287002607
P2RX4	5.27193713677353
PPP2R3C	5.15994984532367
CCND2	4.28753456769953
COX11	6.22560609425216
CUL4A	6.46961846816194
CFB	7.09966852976398
PDZK1	3.39582004111952
PCP4	6.43746343598065
UBIAD1	4.90197361193812
CDC42BPB	5.82391422492255
ZNF323	5.08288578680495
RIMS2	4.43210474436238
CXCL6	3.73357241364992
SLC34A2	8.6364510441739
RNMTL1	5.27283819787928
NPTN	8.54810271040362
SART3	6.65880464304726
UPP1	4.75535246831639
CAPN10	3.54274933161452
SLC6A9	3.44286075202957
CCR5	5.01194687530793
NDUFS5	11.6401639408961
CISD1	8.47309902013762
PDLIM3	4.06025130026398
ZNHIT3	5.42877393407639
SNRPD3	7.8818225229552
VPS24	7.82478087181925
SCN8A	3.16317347028474
KIAA0701	3.88988621215917
UNC93B1	4.7855043523938
GMNN	6.08287831728853
FDXR	5.04884453797706
SPCS2	9.46680872975697
CDCP1	6.62532814951755
PAX3	3.42309705481306
PNLIPRP1	3.5843448361472
LASS4	3.56578659533637
HSD17B8	6.91619692569612
EYA4	2.96438308779642
PRKAB1	4.65008878729425
KIF20A	6.13099011859631
YAP1	6.01367791738579
SC5DL	5.58120529505017
NNT	4.45306398487769
DKFZp566H0824	3.03173804787893
ITPKC	4.8489480964898
ST8SIA2	3.11668868359876
LMX1B	3.34521585825513
RAD21	8.53609469734934
SNRPB	8.72476300885058
MIF	11.0170651205812
DLGAP2	3.35197079702287
PFN1	9.47571079864498
IRF8	4.67865697892791
PRO0132	3.36501867662022
MICALL2	5.26870732171646
ZNF654	4.20403525173073
SS18L1	5.54057007969038
ACD	5.4844083058623
BCL3	5.25584605459058
SLC16A8	3.64106379293362
ITGB3	3.63499600944174
MRLC2	9.44450600728282
CEP152	3.45374826337019
F2RL3	3.05317137580412
CLIP1	4.57618399395534
ZNF75	3.97342997974527
SF3B4	7.01892227080979
ATP5C1	11.1414855504373
MAP7D3	3.64940914187182
SEMA5A	4.82188295214382
PSCDBP	3.5179251217349
UBP1	8.48934293290569
XYLB	3.4243309822203
C13orf15	5.99011859634457
ZNF282	5.5002601974551
ZNF222	3.49943766224260
COL10A1	4.83834951594287
MFSD5	6.11350198128768
C20orf67	4.89683228187322
NLGN4Y	2.95845005455636
INHBC	3.42994059261361
GNG13	3.01757627064505
NUMA1	3.41103623981183
F12	4.3647660016455
C1orf41	6.10609036049134
SUPT6H	4.4547122086304
GSK3A	4.93601656737142
GIPC1	7.51113613623495
ELL2	3.34802097397530
C9orf167	4.40600110804982
PVRL3	5.08025835463514
ADAM20	3.69182028585862
GPR87	3.59735107008182
ZNF770	3.50020001005666
SMR3B	2.9553686890072
FZD1	4.08630130880079
TRPC4AP	5.51388550832039
MKL1	4.53353684303856
C2orf28	9.82358638928303
LAMA4	4.55887855058041
EIF4G2	8.35308300432259
ZZZ3	6.51762181596282
C16orf5	4.38173819062442
GALNAC4S-6ST	4.89595370796804
IGFBP4	6.17598302276603
NDUFA10	7.44976124789834
CTNNA2	3.66830125764449
NUDT15	8.4048473966117
CEPT1	6.59754237202017
CLIC2	3.99749496291787
RNF13	7.26572591584873
TDRD1	3.63318693162795
KCNK5	4.1771226445946
CCDC92	7.85967164920096
ETNK1	5.11032144818281
CD69	3.81519368632036
LTA	3.50085476264976
TTPA	2.97045095867955
MYOZ1	4.71213746926371
IFNB1	3.21910410286444
CLNS1A	8.54246525257548
SC65	4.48435249387821
CXorf45	4.14951316537434
ZXDB	3.21921328604368
PEX5L	3.24831907385
EPS15L1	5.00718283110432
GPA33	3.88181440306637
MGEA5	6.30204423746934
HIST1H3A	3.08560212494874
BCAT1	3.52683327262352
ING1	5.14938260588773
SLC2A9	4.6372303700868
ORC6L	6.36665598457808
PRAMEF12	3.46524815072099
KLK11	7.63134327375822
C19orf28	6.37091165059881
MAGEB1	3.19491732820216
MED22	4.33575370667773
ETV6	4.15060090843937
CEBPB	9.8692141820782
KRT85	3.75010616476247
CRYGA	3.51222059684901
HMGA1	5.50574529909822
CAPN7	4.68903448028904
MGC5566	3.89610582667753
GEM	4.80258558484059
NANOS1	6.53947052095138
RANBP2	5.55022434784505
APITD1	5.52376210006903
LIG3	4.06949828092517
IRAK4	4.08426065560803
PARD3	6.16645427122614
SERPINI2	3.65978602516856
TTC9	4.15565099358413
MLPH	7.32883322613217
RETSAT	6.39492971673556
NRG1	3.39553844996048
CAST	5.7271297147788
TBC1D9	4.80403488621927
TTK	5.97618921773658
ZNF557	3.18003676428537
DDX41	6.49736690425437
TGFBI	8.0007092540654
PGM3	3.96766936928255
PSMB10	8.65275319586748
UBE2D2	6.6391743052482
GABARAPL2	9.25457654999935
DGCR2	5.67666926390969
UNC45A	5.61393151449021
CISH	5.56986232831109
OGDHL	4.85146588402710
SPINT2	10.0636114995958
CASK	5.3547800367274
GIT2	4.40971825685103
CLDN18	3.55399459145139
RNF128	3.3823897215746
NCAPG	4.85860123285723
ABHD6	3.8187672471299
ATP6V0E1	6.58160562458202
C14orf161	3.6126089193927
UTP11L	7.12785849408906
GCNT1	4.38080716671742
DUSP9	3.31546608360499
TM4SF5	4.23703836344533
SUCLA2	5.57751434499984
NANS	7.14893780864398
OLFML1	4.70546807875651
ATP10B	4.31382121244699
SCNM1	7.06510710742338
NPAS3	4.29757402040280
AMD1	6.15483695581374
GGA2	4.5009053216005
PRKCA	4.26018964699865
TRIB2	5.56199897088331
SDCCAG3	5.20176662566708
TTC1	5.71449634811648
GHSR	3.19496089946184
ATP8B1	4.51316374029569
HIPK1	5.59595583366546
C1orf78	6.6975625712233
CLN3	5.4727904787495
STX4	6.42609784988382
WAPAL	5.67505208511622
TUBB1	3.46480920613258
SCN5A	3.57760262269392
ZNF192	3.3715916170422
SEC22A	4.40840010539235
DPY19L1	4.38731319832746
C11orf9	3.78346319693014
GRIA2	7.81087734383603
VDAC2	9.73673222923242
C8orf44	3.60464439180502
ZPBP	3.35264776019057
NUSAP1	7.55469095453026
LANCL1	4.51588868730866
FGF23	3.88113039504664
PCNT	5.29379674958696
BCKDHB	4.03657911227245
IFNA8	3.45574435560676
BET1	6.60638182904546
SPRR1B	3.31343596279422
FLRT1	3.71458407083066
HDAC6	4.47311871993693
SNX17	7.27931259386571
N4BP3	3.0220116538549
PLSCR3	7.38149978108842
TTC30A	4.92837731752795
CRISP1	3.26691418637854
KRT32	3.66496825106964
GHRH	3.31124566897825
IL11RA	5.56579600663392
GDF3	3.44109036537889
RPS6KB1	4.74880419115974
POLR3B	6.12101536933237
TOP1	8.68527450142547
DNAJC10	4.73767285421201
CRCT1	3.15948812297357
ADIPOQ	3.18007243819149
MPST	5.94920894621041
DPM2	6.74787509945041
FAM38B	4.24909710056149
RIT2	3.07324560367441
SLC18A1	3.64969068546547
RPS17	11.6071510314230
ABCA3	6.04559470480766
CD44	5.06856902942298
FARP1	6.65513521248697
KCNMA1	4.8809699651639
PAX7	3.43611841412202
TUBD1	4.51594629938285
NARG2	5.89480176160651
GNL3	7.24510278615853
BTG2	5.78711861604986
ITGA5	5.5834243855007
NDUFS6	9.5747213603819
MEFV	3.76948416770273
TUT1	4.11835861943321
ERAL1	5.05183722383205
ECHS1	10.0675382505652
NMBR	3.2574079858795
VPS4A	8.01704812444962
ABCB7	6.34495183714046
CYP11A1	3.41404632382565
PFKP	7.4570073166877
C9orf91	4.51085940190617
ABCC6	3.56300746224136
LRRC41	6.2436134655862
ATP5F1	10.9837910709471
GFOD2	4.50307027960789
MOSC1	5.6011715038466
NCF4	3.816627649234
HYMAI	3.35270055669934
SLC25A3	10.4874931677944
NAGPA	4.95445361786818
MTHFD2L	3.74461009036494
ZNF646	4.19577333750520
RAB1B	8.19330170873548
IFT122	7.46626955343933
GALNT3	7.20034967110341
LDB3	3.86375969456823
GARNL1	4.74395178520208
ALDOAP2	3.01508065942299
LRRC6	4.04156992414821
NTRK1	3.42686719211742
ARTS-1	3.66110045779906
UBAC1	4.40737539755996
SLC6A11	3.23159869876272
NAP1L2	3.03221678088581
EPB41L4B	6.96372223391599
RPL19	11.285835796933
CNGB1	3.50919594687594
LOC643641	5.86483866310848
FAM134B	3.51868472791938
WISP2	3.51740063281979
NTSR1	4.03625143440575
HS3ST3A1	3.72083155561945
GPSM2	5.12129620746265
PRKCG	3.47058304165655
CHORDC1	5.84923957646797
MON1B	4.82976221420285
TRIB3	4.53731723694809
SLC2A5	3.75677333916045
C2orf49	4.84303399941216
DDX5	9.3425048392636
ZNF446	4.93890142526596
MLF1IP	6.18274380350662
SLC26A1	3.25808851643216
RGN	4.17521358486477
COL4A5	4.59105739998926
CCNB1	6.38355124245322
CCDC28B	3.69879515619491
RP11-35N6.1	2.98743811646351
KCNK3	2.98964032289724
ZFP161	4.38942771179079
FGR	3.86934457536851
COX15	5.32901738411088
EPN2	4.19074236209811
AQP9	5.03662471966757
XK	4.69288799457567
SLC15A2	4.27097807332514
MREG	6.1693594116347
HEPH	4.45241407202832
THRAP3	3.98887057856176
MET	4.90101610710156
PDLIM2	5.74292224766415
ING3	6.72599213002731
PHYHIP	3.39657721470227
CCT8L2	3.64561368960165
ADAM7	3.15732981771661
COPS7A	8.14193732692459
WSCD1	3.87739956958483
SLC12A8	5.5534448526465
RNF185	3.44972750107597
TNS3	10.4270061213779
IGSF3	5.47919311044935
SRPK1	5.21246462117788
MED13L	5.63947562817808
LOC93432	3.4671046185543
C7orf44	5.67051384129934
PTCD3	6.53028678199307
RPL7A	11.456374094196
TEAD1	5.8370199841984
ARL6IP1	8.92691279172456
CTAGE5	4.33005521209030
SLC25A14	4.57427533900848
LEP	3.42951082031304
PCDH21	4.05013195940401
CACNG5	3.37637740764360
ECH1	6.86107592273466
MAPKAPK2	5.05185414684567
ATXN10	6.35826767759663
LHFPL2	4.94730929112811
CCL22	4.57959043624149
ACTR8	3.87938674806087
PTPN22	2.99870154878592
CYP2F1	3.34427057491352
ITGA3	5.60238137864799
RABGGTA	5.00083060903536
KIAA1033	5.93097531936719
ZNF510	3.49840880287897
SLC26A10	3.53640766275728
STX8	6.08305449014678
RUNX3	5.2528666460137
EFNB1	4.05463362796995
EIF4G3	5.18624287741982
ACSM3	3.39110261567323
C5AR1	3.80344976289212
SIGLEC8	3.58050965514707
ASCC3L1	8.97069283457913
ZNF623	5.97558946329282
A2M	8.5764013061825
NOL8	5.56546645846965
GRPEL1	6.65839466499811
LMNB2	4.88219561521653
ROCK2	4.02205061040081
SNX16	3.98764550488567
Magmas	5.51309529153358
ANXA3	5.76334145450208
C11orf2	8.54945719968262
VKORC1	6.9543290083165
TRPM6	3.12683536816154
KIAA1609	4.8295779690809
FOXK2	5.88981214661204
FEV	3.73653447244027
EED	5.4494047257274
RNF32	3.07150769877267
PDCD5	7.31671987603645
SLC8A1	3.5166183504551
HES1	6.06737182631705
DGUOK	7.35616567872848
CLDN16	4.33816523719849
CLC	3.26107267110982
ISL1	3.51044595148376
C1QTNF3	5.17354783052721
GAGE1	3.07423882653543
KIAA0528	7.15364124370418
VGLL3	3.23122264585382
MANEA	3.50845840854839
C1orf61	3.67220378432785
SUPT4H1	7.50700374171675
CD1A	4.14338430397318
ASAHL	4.69047089699028
TRAF5	5.84829943053529
RAPGEF6	4.60347342883179
WHSC1	5.15884047739262
NEIL1	3.52673383471319
KIAA0020	6.68811720634947
C16orf45	4.12112179697135
GFPT2	4.63258569382539
RBM10	7.22200137807273
MRS2L	5.35376415634846
DNAH17	4.02474114659584
STARD5	3.81772448221666
C19orf10	5.94564109850387
SIP1	4.34567581654695
DNAJC15	7.56270568747469
C1orf160	6.47788842900614
SLFN12	3.76165105184297
STAU2	4.42119178090277
FAM98A	8.1564721332911
EXOC3	5.93925358884178
RAD23B	7.34607853187497
HIST3H3	3.83211304684937
NCOR2	4.37472828739818
TNFRSF9	3.19317896377802
KLK8	10.2437407088008
NOL1	7.24311208201305
ALX1	3.80439082933092
CCNE1	8.2552102891476
PKDREJ	4.36268509297513
TIAL1	5.4268546545647
WHSC1L1	3.94416647185446
HIST1H1E	4.4621698589999
SMUG1	4.74206987337766
TM4SF4	3.88962306731457
NPY6R	3.42979224243254
UFM1	7.45886002270503
AP3M2	5.58944633668883
USP14	6.54179143336149
CORO2A	5.4021741511367
ETNK2	3.35205474423588
APOE	4.87918806918782
ANGPT4	3.83209845962058
DSTN	9.71670278227347
SFRS14	5.45558245721768
FRS2	3.14080840028512
NR2E3	3.55195193255188
ST8SIA4	3.44039802748652
GMPR	7.9384437353356
TUBB2C	8.9582599356465
LOC730092	3.93045185195052
ORM1	4.48305074935825
HSPD1	10.3274305266804
C5orf13	5.35745830878318
F2RL1	4.41689968596118
PLEKHA9	5.17697341434055
ZNF232	4.97821136469888
SLC6A7	3.54077036084677
ADH5	6.7313710344041
SHBG	3.54776191865525
DSCR6	3.4457592690717
CROCCL2	3.62077892868821
CDIPT	8.20436024429128
SLC16A5	4.98773258005411
TUBB	10.1378638918354
GAS2L1	5.98788009282297
TOR3A	5.23558860241348
PREP	4.6949369047897
RFX3	3.93202411852150
CHMP1B	5.71219898670395
COPS4	5.71907239365736
MYH6	2.88993874256073
BCHE	3.24421472171749
MAP3K13	3.6711246479052
LCMT1	7.15424795538232
EIF1AX	7.41830597896063
SLC24A5	3.18209347967905
BCL2	3.89622521846351
HBZ	3.59471094670228
HCRTR2	3.34569503468466
TJAP1	5.39178322767412
MAPBPIP	6.74346638538179
TMEM156	3.3867154538089
MYO15B	3.62649020419649
ZNF239	4.47044675671239
KIAA1324	3.67590267026202
PLCL2	3.80280801205339
C4orf29	3.92169459475663
SNX19	5.1592830024918
NAALADL1	3.50675865305466
DUSP5	3.67621945207617
GKN1	4.22050940798348
PXDN	6.72569326783549
FCN1	4.37426025145651
SLMO1	3.67061292318934
TNXB	4.35234764537018
C1QL1	3.56950658978379
BIRC7	3.85767238966492
A4GALT	4.7433175282158
TIMM22	4.71195962081803
ABHD9	3.46633677477832
TOMM34	6.27004233299027
ZNF35	4.47771220040868
LIMD1	3.66650282609386
CARD8	4.58088718202604
KIAA0286	3.88745100951063
CD6	3.68523407230034
RSRC1	7.47838958104921
TOX3	3.19596252527644
C16orf35	4.70724347610694
CRHBP	3.5489186600362
PTRF	5.63493542958566
FBXO24	3.07960148062098
CHST11	2.93508580681633
THRB	4.34141308536457
RNF39	4.43335417446932
MYBPC1	3.80604795001172
PSMD11	6.51407218638358
ALAD	4.97372320024569
AQP2	4.00736421593123
EN1	3.05135051929284
GSTM4	4.91134462200805
ZNF187	4.4405783663708
CDC42BPA	6.73862585330447
F7	3.01079971520180
CNOT1	6.31397091174681
SLC13A4	3.35500031210177
ZBTB11	6.02744084887553
B3GALT5	2.87388150552923
LUC7L2	6.70196188736845
SPTBN1	4.60593724162384
EXOC2	4.57290291825002
LSM4	7.2090768511273
IRS1	3.67428430813516
TMEM1	4.16490462558194
MRPL34	7.91482853330563
SAMM50	6.25799733734597
CDC42EP3	4.7674876931459
HSF2	3.74980427945707
SRP72	6.76979850575553
MFN2	6.13777526201469
TSPAN7	3.99272444748004
SGK269	4.51788596584171
NUCB1	6.15174790021718
RHOH	3.31285429555115
MTX1	8.17469501449811
CENTA1	6.53640481684498
ATR	5.77970633214351
IGLV3-25	4.40686815394845
DDX49	6.90945448065363
TACR1	3.62872653263986
SFRS5	6.07687299480027
THAP1	4.38883596560497
RHBDF1	5.42944403195914
RASIP1	5.47570684104411
DPYD	4.21120507454956
MYO5C	8.3859035977389
DOHH	3.74628786127723
POF1B	4.28235135690281
MAPK10	3.47993897649744
ZNF552	4.88230459444681
USP32	5.14971781917694
MED27	5.07189553524322
NCAM1	3.57104779899439
LOC171220	4.5273833400564
PRDX4	9.18400996458598
AGT	3.17395019568151
SLC22A14	3.31462376219654
DAPP1	5.87046170865849
PILRA	3.50289795008847
ATF7	3.73657359245336
ABCF2	4.79525175112033
KIAA0748	3.32167711597367
C17orf85	4.34471458310927
TKTL1	3.65083186520291
FGF1	3.7316967898142
IL6R	3.61771810073654
CHRNB2	4.08341423811792
COL7A1	3.92340402151357
NFIL3	5.98611953574777
LRRC48	3.54219588075882
TM6SF1	3.12190876987673
SPG20	5.09378408503283
COX10	4.56478841693059
DNAJA3	6.55047508041115
ECEL1	3.71402085479779
GCA	5.23614882379062
GLG1	8.71416993504398
CIITA	3.69065450424159
CLDN6	3.70099355471025
EPHA4	7.02813893584192
FANCC	4.16154787382051
MUTYH	7.16490355173693
L2HGDH	4.10487097094996
GPATCH2	4.29929355510826
PSG3	3.27023400743547
ZNF227	3.02022004095757
MRPL15	9.11462435477437
NQO2	5.57341177685243
C21orf59	8.02143717675017
ZBTB20	5.96388077475902
NEU1	6.34785246939821
QRICH1	5.8424349429087
C2orf34	4.36181944739980
UBE2L6	8.32635295120525
HP1BP3	4.85667276468916
MED14	4.57578608010279
TSN	6.40031022221965
TPBG	5.65327490230899
SPRY2	4.03969771532407
LZTFL1	5.53909773933087
OSR2	5.42440979770265
KLHL7	3.56543170975925
XPC	6.19548004742194
GMFB	5.31984022890357
PBEF1	7.0045522424832
CCR3	3.18341170565122
AGTPBP1	4.01966215472915
TMEM8	5.61756498962612
PCSK6	3.56663835952695
STAT5A	4.51515528544197
FAM18B	5.22985311394856
PTPN2	5.66973640121043
SF3A3	7.16947288376327
EFCBP2	3.83294794399986
HCFC1	5.69292714590338
NFYA	3.46242264011636
PBLD	5.09039158392395
PIGF	4.76613933089853
AHNAK	7.1166409381998
ACTR5	4.64139184501704
KIF14	4.32803950329508
PTGER1	4.21835259799903
NOS2A	3.48381356358643
TENC1	5.48738631920088
YIPF2	6.29301074174735
ETV2	4.24591097501182
KIAA1012	7.02739748143708
C17orf53	3.84339128190242
AHR	6.34461964348318
PTPRH	3.70489053002232
ATP10A	4.31759381926371
ATP6V1C1	4.11531009352147
DPH4	4.55202806394705
TAS2R3	3.45535933121503
C5orf5	4.99047405957491
KCNA4	3.71707340186672
COQ10B	6.81716606738866
NMNAT2	3.1146264197851
PSMF1	8.01354758623587
SORBS2	4.51666884084328
NFE2L2	7.39162067568554
SH3PXD2A	3.74265472708803
NRF1	4.25932964701104
SPINK5	4.68142019499433
SH2D2A	4.25477994761612
PRDM12	3.68710428368087
RBBP6	6.22735270877506
OPA3	3.61933060882384
PAQR4	6.8761681499349
IFI27	11.4078252956828
SKAP2	4.58653173392393
TJP3	5.74785789409405
C9orf61	3.54887939590127
MT1G	8.08421182484629
HS1BP3	5.7482489580382
IDS	4.6088499315053
PARG	4.79837251937259
OR2B2	2.99926570521788
DYRK4	4.13249000234891
MICALL1	6.13531114377039
GALR2	3.24135186509279
CHRM4	3.40004983843857
RIC3	3.16859484788886
GPBP1L1	7.27104463419249
ART1	3.19017779155749
TBX21	3.86652300249901
DUS4L	4.39625055754672
KCNJ6	3.41417100550277
TNFAIP6	4.63117128158637
CCT4	8.36546996259985
RTEL1	3.84208193258825
CASP5	3.78051253470568
CHMP6	4.36929714227372
BRD4	6.76175035717565
NDUFA13	10.3671971633763
CYP19A1	3.27791748455815
CD151	7.0511632942789
DOK4	4.00063860220731
FAM26B	5.16290665880798
ARFRP1	4.53614285029286
MRPL41	3.46086005580285
CRYBA1	3.13376591239229
HRH2	3.62074157240581
KIF25	3.70822551961403
MTMR6	5.36591336710849
SCAMP3	6.60725806158779
MTG1	5.40950035342082
UBTD1	4.49205304096917
SOX9	9.07586918337788
CRABP1	4.63641232129337
FLJ33790	3.63537560006044
FAU	12.1211667061307
DTNB	4.55538756679822
CARD9	5.50090434932969
PACSIN3	5.5587177811144
OMD	3.61466794993712
HOXB8	2.99750616117412
NSBP1	3.62636843686607
SLC4A5	3.57644444176486
FBXO46	5.6190917868137
UGCGL2	5.09485200839313
SVIL	5.4916340425962
OAS1	6.14866648943811
PHB2	10.9046033863380
NDRG2	4.27114796136083
ERMAP	5.00344568194324
GRIP1	3.24504299904826
APBA2	3.99858999936835
TCF21	3.53642580531621
JPH2	3.39177614917861
DLST	6.9219547687867
SLA	4.69826856379086
AMELX	2.94421581125415
WNT6	3.53426761247554
ATP2B2	4.62031895403813
CPVL	5.9692259490608
RGS20	2.83450924205967
TRAM2	4.96947479334781
ZNRF4	4.35214636643736
ZNF419	4.8138347081679
LXN	6.43648890942557
TLK1	4.51733598951755
UPK3B	8.1910973285614
MTMR12	4.31713862316003
KLHL21	6.91587974345319
ZNF384	5.39849855175648
PI15	3.80062731791703
RER1	6.37918928738763
ELAVL2	3.13377233926911
KLF2	5.59615619469515
RPN1	8.42101760856401
PMVK	7.02672300905865
EIF3D	9.62959964062822
SIX2	4.12327459809023
HPS1	4.43877903758353
RNF7	6.85266094318099
TFE3	5.62730042490062
C11orf17	4.51337533248081
SNRPC	6.930190137254
KCTD13	4.42558728798812
DLGAP1	3.15777588968822
PGLYRP1	3.73124910320787
IL8	5.16145192206725
IRF7	7.74953209902394
SERPINB13	3.06008700264961
SET	8.57810763781253
NAB2	4.72389764797314
MGC40069	3.63507209059346
BLR1	3.31608662325456
LRP5L	3.72517182658528
FAM120A	6.8348408726505
ASCL2	3.02695276341494
PCDHGA10	4.13782778404720
SHH	3.67009388329365
SH2B1	5.18455970189643
ATP5H	11.2195930727648
THPO	3.52053835574899
HIST1H3E	3.39558930776958
TYRP1	3.13203447257106
EIF2S1	6.15118427530087
RFNG	5.62827754143999
RAB20	6.76667892811667
TNFRSF17	3.75095779118773
RBM7	5.47346472349787
TMPRSS4	7.18237934909827
NKX2-8	3.23833621798744
C1orf115	5.65008889688866
TAF9	5.63029645791589
TERF2	6.78260285624305
TNFRSF1A	7.84053832080148
ACADVL	8.72687473266314
ISCU	8.3724312271482
KIAA0841	5.37377560528076
GTF2H5	7.5805043646991
EDG8	3.10676675068221
RAB15	5.19527502432428
HBP1	5.409369699159
TNNT2	4.05090332990336
CECR5	6.05702295648679
JRK	4.75243291716542
PHGDH	7.36947940217745
XPO4	4.56763955273835
ARHGAP25	4.75196854079726
CA9	4.61418512440257
TLX1	3.38275277258206
GPS1	6.39212688617868
RPS29	11.3104620400642
MKLN1	4.71254683631914
ATP6V0A2	3.91726717442702
EMR2	3.26996645482006
KIAA0319L	6.13391811195619
DOPEY2	3.50935061046188
SLC29A3	5.99573610270609
LGALS4	5.49280072283669
SDHD	8.04324060325381
USH2A	2.92185319211608
NF1	3.9384437353356
IMPAD1	4.49605283243996
APOBEC3A	4.43123870791151
OLR1	3.71140798321209
HCFC1R1	6.11004085561577
