Hybridization REF	APEEK_p_TCGA_GBM16-Ov15_Expr_HT_HG-U133A_96-HTA_A01_464132
Composite Element REF	Signal
XPO4	4.23882075434597
ARHGAP25	4.70279908318872
CA9	5.64907457296923
TLX1	3.37158164722536
GPS1	5.59707720159054
RPS29	11.6487040551192
MKLN1	4.70600059003529
ATP6V0A2	4.14712354543111
EMR2	3.54201115308231
KIAA0319L	4.55263286665823
DOPEY2	4.01093882901988
SLC29A3	5.31811867612587
LGALS4	3.73797285441495
SDHD	9.30751379827174
USH2A	2.76460395932756
NF1	4.03777499115233
IMPAD1	6.20067684171863
APOBEC3A	3.73095277884592
OLR1	4.47010785035934
HCFC1R1	5.80140129259916
TAOK2	3.79032264182743
NRAP	3.57042704237505
PPFIBP1	5.14234517609152
LYPD3	3.97865731088616
BCL7A	4.25362130767855
AGER	3.36156795158315
MCM10	3.59453396170314
MAP4K3	6.41183265718827
PFTK1	5.88570000351408
CBS	4.28628546300379
CLK3	5.87254290896568
KIAA0753	4.98400150581848
GABRE	5.89495344690314
FIS1	7.8504053847683
ELF4	6.48738644187889
C11orf49	8.04766146418306
CLIP2	3.90741552873348
CLPS	3.88290215439361
PPCDC	4.16639481222828
KDELR1	6.21565474617518
NT5E	6.54829571551593
FOXN2	3.44952336634028
NCSTN	6.67916059586821
PARP4	7.8366685352257
CD83	6.39771196940143
NPY	3.10124492489551
IL18	3.70875385744089
BEGAIN	3.68148174942912
VPS16	6.29375297680117
SLC16A2	4.95612655014209
SLC35B1	7.27485045235124
C4orf20	6.235962496925
IGFBP2	7.75173874787025
NOTCH2	6.83166560584865
SIGLEC1	4.48720118619953
SLC9A2	3.69214093692227
CD93	7.03712110985811
CEP164	3.72856805426591
P53AIP1	3.22546473797434
ADD1	6.49451760364406
ZNF136	4.88009391629321
ANP32A	5.94163467029136
MGP	9.70215566620889
DNAJC1	4.94820947239519
CCDC144A	3.05719024816994
ACLY	6.23668576614628
TRPC1	4.43241114981765
CYP4F12	4.04909140908319
FKBP5	3.71706900772574
SMS	8.16835643162917
MAPK7	4.34635046351799
RRAGC	7.55348082874782
PARD6A	4.24688814668338
CCDC85B	4.53372824252879
SYNGR4	3.25073385631373
WIF1	3.05057673099671
GCH1	7.05351661155713
STRN3	5.05509555454937
TMOD2	3.05589091368099
FLI1	3.90003050255719
DGKQ	3.73644157106096
MAB21L2	3.35022984661007
SCNN1B	3.37380374362870
ECHDC3	6.7369738149135
TMEM106C	7.37681283720801
CSNK2A2	5.5933615998031
GPRIN2	4.43541923433129
CPA4	4.11712180969515
RPL39	12.4700959313242
HERC3	3.69278468529251
MELK	7.02887613217175
IL15RA	5.30535958160978
HMBOX1	6.90656649803115
CUL3	5.77274607511739
PODXL	7.29106640681009
CCT6B	4.47027954803315
GPX2	3.78988870716542
ITK	3.70531545958616
CLIC5	5.95197876030927
RABAC1	7.94575976426324
YPEL1	5.43797641449365
DNAJC4	3.78027412593259
NR1D2	7.31300188017144
KIAA0776	7.79622224477879
FBXL5	7.47428808385707
C13orf27	4.75007845367017
DEFA5	3.12436699309105
TRHDE	3.0962382109615
ZNF536	3.16946600228462
MEF2B	3.65321519452853
UQCRQ	9.67893437673019
ITGB2	7.1776593503881
PTPN4	6.62159146806292
STX5	4.10518215070073
CD72	3.80892372986148
ERH	9.64985335928741
XRCC1	5.64361952223608
VEGFA	7.44568931419076
MPHOSPH1	5.04754049082748
MORC1	2.73041426593381
PARVB	3.87803041941542
ELL	3.62026043993905
SETBP1	4.64223098801378
CDH11	9.15487016876984
NDC80	6.2696285202964
GIMAP6	6.30562245984791
AREG	4.88350981469230
BAT2D1	7.51628675299898
CDS2	5.66306106636113
LIPT1	6.38702218226267
SENP3	4.26042140161718
IL1F9	3.64219815013814
GRIN2A	3.56353204148598
MAN2C1	5.17901869952959
NSUN5	5.97602756478272
SF3B5	8.39700619918162
CEP72	4.92286881856389
MYC	9.3790026956593
NRXN1	3.16183307733227
DECR2	5.25041422959431
SLC37A1	4.38871406673676
SUPT16H	6.92080487356186
MUS81	5.93427639967597
PHYH	7.90660411286301
ULBP1	3.38065301643785
OIP5	4.95181028159126
IL10RB	6.50206841732674
OTUB2	3.47487525674986
NELL2	4.37615069910291
MAPK8IP2	3.53396819856545
ARHGAP10	5.04839058388031
POU3F2	3.43216172234867
RPLP2	8.03085619823053
FGF22	3.11333584732137
PSCD4	3.80108310610966
TRAPPC6A	6.68789473611202
C21orf2	3.56698424150782
CEMP1	3.11536391609241
IL1RAPL1	3.11400535372755
LIN7B	3.47551772927402
VCP	7.55506698666478
NKX2-1	3.17442224846675
BGN	7.04802282623006
LAMA3	5.50489279932535
APOBEC3F	3.21317899407999
COCH	3.59126791732374
SCGB1D2	5.29856437362461
SP4	3.39230313995839
SLC11A1	3.95592539708396
ICAM2	4.73786375189977
C21orf25	6.84904013911076
SH3GL1	6.75912209330564
RALB	6.70381625475673
GSK3B	6.92105485372943
GNGT1	3.2937815976191
GPD1L	6.80301414070071
VPS37B	5.61272802960822
TNFAIP3	6.88591091028912
C6orf32	3.63070205729492
ATG3	9.00801256577231
KLHDC2	8.59230395924127
NDUFV2	8.45005234442721
PANK3	4.34757041328732
BLK	3.11712593257034
MATN4	3.12541693907821
GPM6A	3.19169346362940
WDR82	8.43922927047372
APOM	4.05621978551191
PKP2	4.87253811832114
C1orf135	4.81688033539618
TRIP10	5.1190978529923
HRASLS	4.82204327900592
TESK1	6.31959040238143
FSD1	3.58525300749525
SFXN3	5.70918901196116
MMP1	3.83060437151202
CA12	5.75829642266651
ZNF611	5.76792619517241
C19orf58	5.03640320848409
NCOA6	7.63309578052744
PDE6G	3.81450716972677
PPP4R1	7.56547273406726
HLA-DQA1	7.419577697993
GCLC	6.69410629441895
MAN1A2	4.09231244242949
SEC61A1	8.07915042861416
IKBKAP	5.53974324140504
TWSG1	4.43486348867295
UPF1	5.25397829968112
KIAA1219	5.83988835993309
CTDP1	4.43193825887393
ZMYND10	3.41646150055245
WNT16	4.11461641239789
ADAMTS6	3.26441654140372
SNW1	7.40192568827614
IL18RAP	3.88127960310413
RPP30	7.27657980558612
KRT86	4.67295627273528
CDC40	5.18583878591047
SLIT1	3.69462080636464
KIAA0574	4.79525730091862
GTPBP2	5.24185880556594
SETD3	7.30467704356102
C15orf44	5.84218909186212
PRRX2	4.06232469118897
GPR110	3.46117065927842
C11orf10	10.1431080447042
MKKS	6.5763798532469
ELK4	3.2410452869654
ACOX3	3.97899414497539
ADCY1	3.29669472215947
KIAA0372	6.66184288748984
TP53AP1	5.41168876822706
RHBG	3.84253622557482
SMURF2	7.99518790619391
TP53I3	6.31220867766702
EBP	5.89868911696959
SLC22A3	3.09806373746380
TOR1A	6.90364339704008
P2RY4	3.55266698700393
TRPV1	4.70116355702727
ADAMTS12	3.32119209660918
PES1	5.31059198108818
UCP2	7.8319475552613
ATG4A	4.8068445838487
FOXG1	3.74178975047805
MAGEA10	4.00865686339678
WFS1	6.03202386016482
TRIM24	5.74873940450173
PABPN1	9.41433142373484
PROC	3.80953430993722
SLCO1C1	3.60626456617459
SLC25A30	3.42675063984929
SLC22A5	5.28356303758622
DEPDC1	5.45344849187142
KIF23	5.74015688046544
SYN2	3.99580363162576
ASPN	7.83259675695902
CENTG2	6.87854144885667
ZDHHC17	4.690490931883
VNN3	3.33643886542508
KCNH1	3.49708032633015
PPARD	5.51810503300738
PSMAL	2.88096688339082
FLJ10815	4.42632132388637
YBX1	10.1542326554724
STK24	8.2396012969011
SPEG	4.91054062866368
STK10	4.77043100941529
ZNF695	2.62493664943018
SCTR	2.90285257576018
AAAS	4.36302732789459
SSX3	3.2711197430894
ABCD3	7.7962875087432
MTF2	6.24558433031692
FIG4	6.84088076292916
TMCO6	5.59781490221034
C9orf46	7.26472306072772
ATP6V1F	7.95842058245566
IGHMBP2	4.76798154140292
CCDC94	3.9668485664257
EGR4	3.15715030151755
DUS2L	4.6783437410764
FAM3C	8.92763258244913
DCTN4	4.3806708495749
EIF2AK2	6.24781859905593
CST4	4.15735587963774
CCL11	6.20435457210447
LMO7	3.85817379258749
PAM	9.52682802037234
NUTF2	8.85684674484779
ADRBK1	4.39047258973246
ZNF84	6.03816580428356
SLC39A4	7.74804447932676
CITED2	5.35859164677406
C12orf49	4.53370234389708
GRM3	3.19183500575241
CCDC49	4.26916021677022
STARD8	4.14504945943025
FNDC4	4.43687900232342
SIAH2	5.56710717857012
CCDC103	3.12412588816315
ATP5A1	10.9012663165707
HTR7P	3.3076648482162
LALBA	3.0905023945727
RMND5A	4.83720992357693
ATP5J2	9.77827328454747
PSCD2	6.08516040316011
MMP3	4.23052272432982
ZNF409	3.97110979098567
CRHR1	3.35498081411223
WDR70	7.1559659219545
ZFAND1	7.34306925294015
CCL18	4.0634133505523
KRTAP1-3	3.14887234921774
RINT1	5.64760708042792
NRN1	4.03609612196925
SPAG5	5.34967916011229
KIAA0408	3.04343219684160
F13A1	8.11185012506375
DNAH7	3.16107266566395
SLC10A1	3.94051891004096
BRCA2	3.95073333121302
ACADM	8.00280471672617
GIPC2	3.34568447827451
OGN	4.14161557928785
RAGE	4.87298686690698
XPO6	6.95317310577744
FMR1	7.91565384530742
DUSP3	4.88811204916537
ANKMY1	3.08214465483767
CHMP2A	8.40826455647809
FAM8A1	8.15466871658352
GPR21	3.95221255305706
BBS9	4.4450191412336
UNC119B	6.42940891255947
SLC12A3	3.31900183688176
ZDHHC7	6.81232079197923
FVT1	6.24604033603513
ENTPD6	6.00599539516251
PPP1R2P9	3.12618077277649
ERCC4	3.24432579596987
MMP8	3.08733188569331
HMHA1	5.10141870898155
RAD23A	7.49372317730782
ACY1	6.5404131694203
MT1E	9.3769511086075
PPP5C	4.44118499117951
GPR20	3.23936034562384
RFPL3	3.04452702976712
GHITM	9.26376076366094
SCAMP4	4.01917584257746
NARG1L	4.31726175283179
MYO9A	6.33610824781152
BLMH	4.88086536797329
NDUFB7	7.2038289024264
ADCYAP1	3.49991180529209
SP110	6.10733634024013
MIER2	4.15996200606913
KIAA0513	4.20878893198501
SH3BP2	4.24343550962049
PNMA2	3.85514954266688
MAP3K7IP2	6.2022017108894
AGRN	4.87086502296221
CEP290	4.12825224668959
ANXA10	3.254649205594
RTN2	4.79885561300195
C14orf133	6.11409323119084
PRPS1L1	2.95366166706312
PRPH2	3.66221287233812
KLRA1	2.83854966716287
IRX4	3.30908785981541
GOLGB1	6.80321610046515
GPR97	3.31687604026331
NFKBIL1	4.0230395848826
CHD7	6.41584400142906
APBB3	4.67819101967877
RPS10	10.3318948607890
HIC1	3.19953456494477
TLE3	3.86796614119884
PSMB7	9.64220685555382
IAPP	3.33986440689054
SHQ1	6.9726017566667
API5	5.71496539827057
GP1BB	3.67857703720588
FTHP1	8.32991018276926
TRIM6-TRIM34	4.56757979084741
SLC6A1	3.50259268214078
OCLN	4.14774759647242
NAGLU	4.03585641153892
PTTG3	4.61015715977525
FAM117A	6.52887792926713
SPRY1	7.33641734421065
FLJ10781	7.25901939259227
CDON	3.70905214602564
SH3YL1	9.242883488586
IGKC	7.92026461585509
TREM2	5.7726995685949
MMP14	5.1616265986982
SERPINI1	4.4430343314577
HDHD3	4.36290269370467
DYNC1LI1	7.22341933271414
FASTKD5	6.42489284894215
TDRD3	5.04798822457515
THSD7A	3.94263441281254
NDST3	3.28788439377136
CXCL2	7.75391632692121
DHRS12	3.79450183652129
MAP3K15	7.22051575503747
FBXO9	7.60571743942016
APPL2	4.28122116827941
TNPO1	7.93800573880496
CARD10	4.00773974692722
MRPL13	8.25363674309929
SNX5	7.0367725984365
EEF1D	7.6211805035524
RAB6A	3.62196398515557
SOD1	9.69570439036058
C12orf5	5.48350570630522
PACS1	4.48381257972852
PAPOLG	3.19899559936768
CHML	3.53770469569198
SIRT5	5.96630142772311
MSRB2	6.98988671024454
BCR	5.14881821109759
PUS3	5.24152076806223
CAPN2	9.68153279257825
FXYD5	6.8468082653286
TWISTNB	2.74886201565633
UBE1L	5.95680524580134
UBE1C	7.98373706597505
CHD2	3.31613345342446
C15orf2	3.29608693455976
FZD5	4.68252777319669
NR4A1	5.35258512917344
LOC339047	6.53975258752644
TRIM17	4.32178912621255
ZSCAN21	3.25319857262217
RPL15	11.5535028592725
ATP5G3	10.6466971307724
PRC1	6.97059621195215
ADAMTS8	3.21968922226993
ABCB9	3.76766478683391
HOXC4	5.62526627035815
TRAK2	7.60247007345375
STAB1	6.00151420026860
CEACAM5	3.25895543653698
MYT1L	2.83257763571655
RASA2	4.03286481905811
LRRTM2	3.39396227682418
STAG1	6.28544342355304
OSBPL7	3.49545689452953
GIMAP4	7.0668148055397
FUT3	3.44490859467674
DBI	8.76854155004798
LPIN2	5.26987017508151
PAPD1	7.14734655161812
APOOL	4.27252158061298
DIABLO	7.6153553997499
ARMC9	4.42378851238807
RPS6KA4	4.79756159467555
TRHR	3.13943690743242
SLITRK3	3.58110194762565
TGFBRAP1	5.03599178824462
FAHD2A	5.66516380904889
CNTN1	3.16621212904916
ZNF211	5.45089797901419
BBS4	4.71713387225711
TMEM181	3.46344130472098
PFDN1	7.7802491913661
MINPP1	6.8682870614581
MPHOSPH6	6.98582865051914
RGS11	3.13987855558502
HOXC10	3.56990762942941
ITPKB	5.44508685471239
HS6ST1	3.51314000051189
AKR1D1	3.25319453223565
TNP2	3.04474963144190
MEOX2	4.40201250546455
EML4	4.58768013174871
SGTA	5.10921357869261
ATP6V0C	8.76006265789777
PRPF8	8.06916848811322
PSMD6	9.15813073679753
HIST1H2BI	3.61946651706075
TMC5	6.45036792642174
FKBP3	9.29220506390253
FLJ20273	9.27077723188222
PLEKHB2	7.16783982992565
RPL28	9.18731990176122
NOX3	2.84994430793509
ZNF544	7.2448488189637
EPYC	8.11222981377516
ELAC1	3.15796349783929
METT11D1	6.58747000584477
BIN2	4.73972962959413
NACA2	3.33548603989892
RPL18A	12.0619276826625
UBOX5	4.28748595446468
TCERG1	8.24623870574439
MPP6	4.94020281821109
KRT16	3.16816129272646
UBE2O	4.4688517129907
KLF5	7.61975217369148
C9orf31	3.54587876100547
APOLD1	7.52716257446216
UBL5	9.04957704831736
ARHGAP29	8.73641948029706
TNFSF8	3.2954329268445
PDE5A	3.03708188766875
CDR1	3.12012125695669
FBLN2	5.4432138351528
C14orf104	5.70644700989245
HBE1	3.22043648866233
ROBO4	3.73718461464438
C1orf108	6.68065032828911
FOXI1	3.07033537346804
BCKDHA	6.32881569909201
RAB4A	6.92745110858233
C11orf80	4.34392196388243
MYOC	3.63629393346967
GIF	3.45831135786135
TMEM39B	4.35004635277563
RPL3	11.4461676923976
THBS1	7.06150699799745
APOO	7.39106655040703
ATPBD1C	6.85039174442817
FARSA	5.4840162240106
ARMCX1	7.08995585078599
EIF4ENIF1	4.84509461013559
CMAS	5.06923209219704
OR7E24	3.85257379821007
TNFRSF21	7.87422879123262
PLAC1	3.46899684633654
KLHL18	5.18412910220601
LBA1	5.00290375458472
MKL2	7.42306216538183
TBX3	3.80786134663865
TAZ	4.59952062588091
CRIP2	7.0132178725274
DAXX	5.24318807803508
ELMO1	4.30291874877871
RGS13	2.62018256663496
DIO2	3.54936189445142
UNC13A	4.27125498625255
TAF11	6.81270181884071
ORC3L	7.41677098843855
PRX	3.31584526491113
TARBP2	5.31321160157245
CABIN1	5.18328024017278
TRIOBP	6.16763420925244
HIST1H2AC	6.7887322701205
RBM5	5.97555386716859
TUBGCP4	4.46356977207907
NCOA1	6.55562792590585
CDK7	5.96468978476442
SSR2	8.28017039812522
IL25	3.06264567753733
CRELD1	5.66474869128115
GPR6	3.10182679483503
SNCG	5.22574273039233
CHEK2	4.94524368911006
GAL3ST4	5.92055230600563
KBTBD10	2.95567704208274
DRD4	2.9235565374991
GDF11	3.73077764947374
SEMG2	2.79590994704325
MCM2	7.16367792707587
CD247	4.16716161464068
SOX14	2.99326641002839
RBMX2	5.48344604597726
KIAA0922	5.46280528517448
TGS1	5.81531283045282
C16orf57	5.085408270314
SYF2	7.20347690573016
MCM4	5.30929246027706
PDZD2	7.16754509275452
CEP192	5.19571987995705
IFT88	5.1374521156562
MCC	3.77156210810616
RPL9	12.0249254085085
RAB32	6.9934480843651
P2RX2	3.75941634595756
DDX43	2.97967315886318
HHLA3	4.21222414191919
ID2	7.72769874215594
UBE1	8.56997389857965
SLC24A1	4.11791271031683
ARHGAP5	6.55237429966772
C20orf23	4.65444603109338
CETP	3.49761359347804
ZNF688	3.78900352542817
APOC2	5.26340002328078
PWP1	7.81837553057395
FAM50B	3.93620685378999
PTPN6	5.24532029165819
BAHD1	4.18545938413799
GPR56	5.6445980834863
GRIK3	3.07301460342686
DGCR14	4.54895592470881
CACNB2	3.35813954548646
PDE10A	3.02551607130401
METAP2	6.23095669808908
RHOQ	7.38235159064049
MAP3K4	6.09891638017642
PDHX	7.7267250889222
RPL23AP13	4.63807701989229
MTA1	5.19241909653924
GNG11	10.3253234366150
ZBED4	3.89424297818903
CLCN3	5.5076767044178
CDK2	4.30816110338700
HCG9	3.57445436467022
SLAMF7	4.25920405877181
CDC37	6.70361995318797
ZER1	4.18321419999738
GRK4	3.27659229973316
PRPH	3.75823429783401
PPP2CA	8.59716656414749
LRP12	4.27874734018917
POLR2A	4.08606153420881
SEC14L2	3.36450286280136
OGFOD1	5.88822169743334
DKFZP586H2123	5.80790555455042
MC3R	3.23753733981807
NOL5A	6.64406948752778
PHEX	3.7660427543619
HIST1H2AB	3.54366223268267
C20orf117	3.84736431124054
POLH	4.58783141260571
DDX17	6.43602243841685
CAMTA2	5.09945616951356
PLEKHA2	3.74536043003308
SNAPC2	3.79691296212743
FILIP1L	9.22478320932561
PDE4DIP	4.14450437153301
LRRC1	5.90609788180806
SCN7A	3.02339904394721
GAS1	7.16638316533344
DGKA	3.78325275670547
PEG3	3.23043359772188
NADK	4.54674718371865
SGSH	5.55138510245488
CXCL10	7.67994091927078
GALT	5.35531399180667
MCF2	3.0114675098456
ZMYM4	6.72955871988753
ZNF263	5.99976797674727
STK32B	3.29956410846781
KIAA0888	3.76625865214096
TACSTD1	10.0346287182357
ATP6AP2	7.79017794513981
TYR	3.42318183774525
GDPD2	4.11807467334711
ABHD10	6.36957271992082
TACR3	2.8115131641941
SLC35C1	4.60605746886605
KIF1A	5.56991979444908
VCAN	8.69329115982835
HERC5	5.66350055780184
UBE2A	7.72665618523103
SYDE1	4.29811670066747
ELA3A	3.20886467442461
TM9SF3	8.73931636618243
HAO2	3.40442281676044
RNH1	7.45717782446344
MAFG	6.34327586914055
BICD2	6.70916586874894
C14orf43	4.81399377974189
CDH7	3.23155387640923
JUP	6.33243434689043
SHANK2	3.87207447774940
OSBP2	3.6299163063444
ACOXL	2.89729985416773
DAK	3.64454703687180
CBX3	8.90611183146366
C3orf58	5.75293123052453
RBMXL2	3.03113612608318
TCL1B	3.37780759265651
FGF13	4.63044189134864
KBTBD2	7.12425007485646
KIF3A	4.11505444858473
DCXR	7.9422408284189
MYL9	8.52594130956174
PDIA6	7.12157920410116
CDC23	7.45820770886286
CASKIN2	4.16679825778998
PBXIP1	4.90190660728076
EHD1	5.26643427722327
NBL1	8.7662214411514
MARCKSL1	8.38700732085208
RAB11FIP5	5.33400411574276
CDKN1A	6.77146790893321
NCK1	6.61203066208371
SAPS3	5.49562035676973
ZNF550	3.46152141336996
TRAF3IP3	3.44563690894393
LSR	5.82142716853366
MIS12	6.76186841917729
KIAA0774	3.09018544701414
CXorf1	3.41678206795619
CUL7	5.16128906626383
DIO1	3.00093201683248
LIPC	3.32590942930349
EIF2B1	8.18406567438008
OMP	3.24139551116563
HS3ST2	4.04833303957103
C20orf11	7.14010018733864
CTRL	3.00372686167752
GSTZ1	4.72436937720671
PAK4	6.04366814910041
CCRL1	3.44310732473147
RNF10	6.22548827379954
MAGOH	6.90354852137175
CENPB	4.41606442907014
C19orf7	8.21726388445042
JMJD1A	7.60319007797351
GATA2	3.86780113062394
HIST1H4H	3.12571158153736
CELSR2	5.72126172679333
GABRA5	3.11137752287853
STAM2	4.8583148637745
GPC3	4.10641405771668
GRP	3.12435026852624
SV2A	4.22612050829164
EBNA1BP2	8.38916154796767
TAF1C	4.45338167213922
MAGEA12	3.2326529407065
GSG1	2.87889294549781
PDGFRA	6.98667639561738
CACNG1	3.94021438048779
CIAPIN1	6.00706799929836
CSTB	9.74782399484511
FRMPD1	3.43982936250988
PTPRJ	2.91009709726163
ZNF668	4.57636013010528
PLEKHJ1	4.58998024426190
ADAT1	4.46896801964216
TMEM50A	7.3965018287958
CENPI	3.52717713409860
HOOK1	5.63684396730717
RPP21	7.25051065994893
GTF2E2	7.07924159448621
IL17B	2.99251839299709
CCNF	3.66979326700053
CRYL1	5.27809818756066
FOXH1	3.22045804010043
NFYB	5.81618612333591
KCNQ3	3.76543827098681
PPM1G	5.61497634347031
NOVA1	3.32581886987134
FZD3	5.63970679482625
NMT1	5.48643967048809
AKAP8	5.90953843984725
SOCS5	6.1835616343741
HADHA	7.38723403935391
PLEKHF1	5.4069147224817
DLG5	7.70020654374197
CFDP1	5.18371260745406
SAGE1	3.09103177754735
PGM5	3.26049720917356
C1orf144	4.99901222353457
SUHW4	5.26816417403204
TFEB	4.4581337229578
RND2	3.46299444856724
ATG12	6.24670204215705
BMI1	7.30034320313236
RNMT	4.461483069407
MASP1	3.30096427751989
MYH4	3.13160030655685
SLURP1	2.98868174004279
KIAA0984	3.0162103069274
ASTN1	3.76131717756621
MYCL1	4.90650897296472
SH3BGR	4.10192230808056
RPAP2	4.35463491631862
FOSB	7.51793412984216
KRT35	3.23252632596003
MIA3	5.83904353041861
KIR3DL3	3.13139683457006
SEMA3F	5.64818014415201
TMEM135	6.56439420894738
SLC27A2	4.17850954958525
NDUFB2	10.1615675554427
FAM46C	3.49290069408053
G6PC	2.90518434464930
KRT33A	3.93863827802755
OVOL1	3.38681989611908
PAMCI	4.46427040381362
S100A7	3.8631193575186
MAPKBP1	5.45659367956397
CPE	7.52001961355927
HARS2	6.60798357995108
GNB1	8.05779230461248
TRIM46	3.1437070585311
UPF3B	5.94166833750194
CXCR6	3.74484235562677
C16orf3	2.97933683221560
HLA-DOB	4.90596562870095
HPSE	4.05427540889045
GSCL	2.71107183557004
POLD1	4.72873151737489
DMWD	4.60344331907805
CALD1	7.96958457686356
LCAT	3.52744109153439
SCRT1	2.8559445174238
ST6GAL1	4.73459582620284
POMC	2.98023225049394
UNC84B	6.32304472436051
NSMAF	8.08351568511566
ADSS	7.17814204774373
SKIL	3.21620203386082
HMGCS1	5.11418189778097
PYGO1	2.93850350078076
POLR3F	5.16975881841233
ZNF277P	7.02446978230863
CNNM3	5.13033489203949
WRNIP1	3.2672331797351
ALAS2	3.62331878732991
MRPL23	6.88813435118313
ST3GAL5	4.38880417831526
ZBTB7B	3.27774058928912
DHRS1	6.81045190226934
NFKBIA	9.56658169153192
CNOT3	3.49455837548644
GAK	5.9800594539759
SFT2D2	5.37974786037082
HOXA6	3.23759393793486
PSMA6	10.5315861146509
CRTC1	4.26385014685569
LY6D	3.37957812994046
CPT1A	3.27613803955055
ALMS1	5.97277159297678
LMO1	3.30621261329085
EIF3I	7.82870054663202
DCN	10.1271122411478
PRB4	4.65161134592709
MCM3APAS	5.03625797527537
SUCLG2	7.2714091679438
FOXF2	3.78893265556872
MLH1	7.65314892256007
S100A12	4.07322516989958
ABHD14A	6.04951539681714
DEXI	6.66969358822406
ACTN1	8.6749081715181
AMPD2	6.39849959554966
IFNAR2	6.26616558991639
CYB5A	8.42569522774292
TLOC1	8.78591965835652
NRBF2	6.37142451381213
MKS1	3.83379615655392
P2RY11	3.16689079073208
CX3CR1	6.25816789794717
PDE1B	3.31593230777829
KCTD3	5.39277007561455
ITGAE	7.42751004342498
SLC30A3	4.03665288822079
KISS1	3.04287653871289
PLP1	3.49702439313170
C14orf2	8.60697759860293
IFRD2	6.86670136350186
ANKRD7	3.17506552796764
XAB1	7.74188446772079
NARS2	7.23185954894252
TMLHE	3.51164276162078
SERPINB3	2.76997642543962
FAM127B	5.72512761035106
ZNF391	2.89015784609909
ABCA5	4.00799033168458
DNAJB14	5.48693651148721
TSFM	5.81209130473880
WRB	6.69273148504172
ABCC8	3.34246102762213
MAP1S	4.82989390020928
BPI	3.25420355584143
TTC4	6.61987774620887
BNC2	6.0224689035347
HIST1H4A	3.16834663705068
NDUFS3	8.77239170189975
WDR3	7.61755165048026
MAGED1	9.72826308119412
TTC33	4.72110972607017
CPN2	3.79432671770569
STMN2	2.83064363310644
PCOLCE2	7.0584395283434
ROR1	5.45539921799134
HSD17B14	4.48649454251096
SAMD4B	3.50096450735178
HEXA	7.75255123368566
USP39	6.4543921784227
HNRNPU	5.5000568877139
NRD1	8.12676102233791
ATXN2L	3.64730492570316
MAP2K3	5.34333022977237
FLT4	4.06136987409873
OMG	3.57989284222195
SCAP	6.5019673791457
ELA2	2.98761879152955
NARS	9.98307718982818
PRCC	5.646602325068
ZNF675	2.89972716792424
VENTXP1	2.98408514950236
CALCOCO1	5.70731499851814
ZBTB32	3.47550758654278
RFC5	5.80010481561976
BRAF	5.00774419454463
PAX5	3.3819491092929
MGC14376	7.349172278012
TNFSF5IP1	9.47856757838174
PEBP1	8.75977117790628
AAK1	3.87732205149644
FBXO2	3.88205424718618
RMND1	4.02808749340222
IGKV1-5	4.53637979629106
COL1A2	12.4842095119186
SERPINA5	5.36611153366628
GMEB1	4.34679369692533
AKT3	3.26068943813
AANAT	2.76534063570860
CRB1	3.12119358770506
C19orf21	5.0978265528193
UBR4	7.56471632794341
LTBP3	6.57883253184672
AMHR2	3.54592894448882
CTTN	6.44378774289924
UTP15	3.59597779395492
C20orf39	7.81453631079226
MYBBP1A	4.25813467904029
HSBP1	8.10268490515015
PROCR	5.35852176144107
PHF11	8.17838082820308
PASK	4.43814334712041
RFXDC2	4.39422978114644
KIAA0467	3.95263248479879
NDEL1	6.90403028174732
USP8	6.62576880846768
BAIAP2	4.16401290562637
SI	2.80128770491865
ARSJ	4.2743521310715
GULP1	6.17535081333747
KCNE4	5.19359499079232
KCNS3	5.23871566867304
BAAT	3.4234592393554
DKFZp434K191	3.24059788902703
MBD1	5.7071610998053
ITGAL	4.06115822942434
WDR73	6.67017191870642
ARFGAP1	4.87446839871579
ZBTB40	4.90135038531627
CH25H	4.72908463824926
LOC81691	3.77116491865821
CYP4B1	7.53385214560449
ALPL	3.57461038762875
FOLR3	3.79899370889325
CHST3	4.16992301408587
TRIM62	4.35198022953758
MAP3K9	3.18286895455222
ABLIM1	6.39910173831487
BTAF1	8.04576266041856
MAST3	4.64533772663192
RBM35B	4.87095163429834
ANKRD25	7.05217813450066
RYBP	8.03605033012208
UQCRC2	9.00992734504282
TTC26	3.80662228652297
ZNF22	7.92486613288616
MAEA	7.97363685177315
RNPEPL1	3.92849280335534
HYAL1	4.00866387248401
PSD3	5.2995805971665
AGR2	4.5857978651967
HDLBP	6.68133633089327
GNB3	3.89688215854588
HECW1	3.60723898189738
ACTR2	8.36656301155317
HMGB1	10.4981419146875
EDG1	5.45309061852481
HOPX	9.26048170340654
ZNF304	5.59350886677144
OR12D3	3.56088951504898
METTL1	5.2067756129553
PSPH	4.37349206752719
SOAT2	3.34068302465532
RAP1GDS1	5.95776496021176
CLCA3	2.95095727287482
DARS2	4.976715841178
CDC25A	4.47564129170066
RCN3	6.00002734498234
CREBL1	3.90766774783431
PTGER3	3.92781050775447
USP29	3.71996560765907
ARHGEF10L	4.8725140709239
ADAM30	3.09008285223019
ATOX1	8.20347869803948
KIF26B	4.13200355472847
C17orf70	5.38375925996565
STT3A	6.71279964117766
ZNF225	2.93784998462972
DNASE1	3.24293435484653
C1orf106	6.07046853601218
PTN	7.33231223222401
RAB6IP1	6.7415123505322
HECA	7.48559263348635
RAE1	7.47531510851718
