Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C08_452026
Composite Element REF	Signal
FAM120A	6.26953492882123
ASCL2	3.1976841945284
PCDHGA10	4.17483975764762
SHH	3.84710839994651
SH2B1	5.10623256614413
ATP5H	9.78299780912414
THPO	3.33345443366667
HIST1H3E	3.31813233310086
TYRP1	3.15048594216515
EIF2S1	6.44698608477271
RFNG	5.18907951674125
RAB20	6.5918599182688
TNFRSF17	3.75332877787523
RBM7	7.27039799437253
TMPRSS4	3.99474065474853
NKX2-8	3.40680614671577
C1orf115	5.7261073324604
TAF9	7.157075342267
TERF2	6.57743793318275
TNFRSF1A	7.11402537691158
ACADVL	6.67033781099526
ISCU	8.5722744001021
KIAA0841	4.92066233277577
GTF2H5	8.22098108038709
EDG8	3.11989416036343
RAB15	4.59378637627635
HBP1	5.3830588939441
TNNT2	4.82563816797144
CECR5	6.15493056804668
JRK	4.50769122011111
PHGDH	4.85775609545674
XPO4	4.32768694758056
ARHGAP25	4.7579637033286
CA9	6.63448592955416
TLX1	3.94344978772807
GPS1	5.14593323387981
RPS29	11.6298999690276
MKLN1	3.69051970491242
ATP6V0A2	3.46204214088344
EMR2	3.50058309948992
KIAA0319L	4.7458451931205
DOPEY2	3.82978950060806
SLC29A3	5.71827877417968
LGALS4	3.91272390369831
SDHD	8.69228133240006
USH2A	2.84550775757125
NF1	4.20072068831744
IMPAD1	4.74209064390826
APOBEC3A	3.67774415494524
OLR1	4.03314418940798
HCFC1R1	6.75091813951511
TAOK2	3.88691420319403
NRAP	4.23358632659561
PPFIBP1	5.47062362676135
LYPD3	3.71859851091283
BCL7A	4.64913741336134
AGER	3.50460892482756
MCM10	2.91991287623401
MAP4K3	5.38923534867887
PFTK1	5.84895831312854
CBS	6.80591406921015
CLK3	6.14595888075403
KIAA0753	6.09707906973771
GABRE	5.26920588376623
FIS1	8.03870369018484
ELF4	6.26699679984892
C11orf49	7.19606416592105
CLIP2	4.15225249832451
CLPS	3.94004963170607
PPCDC	4.6581815131865
KDELR1	5.95038912107197
NT5E	8.20266132335409
FOXN2	3.29431841334082
NCSTN	6.31395057458368
PARP4	8.32328460644368
CD83	5.35438418271762
NPY	3.31862582874016
IL18	5.46549678104945
BEGAIN	3.63631705858376
VPS16	5.99473961908362
SLC16A2	4.76143030375919
SLC35B1	6.64294970782623
C4orf20	6.54117840382459
IGFBP2	7.51407760570848
NOTCH2	6.33635863597435
SIGLEC1	4.01126786942116
SLC9A2	3.36002696758116
CD93	5.54948575477147
CEP164	3.84369500308944
P53AIP1	3.39988143711604
ADD1	6.36572104612684
ZNF136	5.17077976947915
ANP32A	5.10817378889661
MGP	8.41037578128311
DNAJC1	5.30432667019798
CCDC144A	3.07549547101149
ACLY	5.727064778623
TRPC1	4.15688653874811
CYP4F12	3.63599271989795
FKBP5	2.91620585683029
SMS	6.10959890328489
MAPK7	4.67517422805993
RRAGC	7.14850559740531
PARD6A	4.60510927735014
CCDC85B	4.65980997422075
SYNGR4	3.418884990678
WIF1	6.89614408487357
GCH1	4.88643236730903
STRN3	4.39409629693127
TMOD2	2.89327088253943
FLI1	3.65191139614793
DGKQ	3.98565956280782
MAB21L2	3.16140455891352
SCNN1B	3.46556279292595
ECHDC3	5.80550388970032
TMEM106C	7.08689150293423
CSNK2A2	7.5030140927375
GPRIN2	4.21285331121425
CPA4	3.59831845890936
RPL39	12.2243026204989
HERC3	3.81730583776071
MELK	3.88602258718091
IL15RA	5.51988839954923
HMBOX1	6.61482417645889
CUL3	5.67541363700407
PODXL	9.48447272053436
CCT6B	4.33887005696811
GPX2	3.80833135473369
ITK	3.34532592048054
CLIC5	7.7652918661832
RABAC1	7.03786981452365
YPEL1	3.57070231101531
DNAJC4	4.08941976858657
NR1D2	6.95667995308424
KIAA0776	6.66956860163186
FBXL5	6.56151333933307
C13orf27	4.69239723618717
DEFA5	3.08885114540897
TRHDE	2.92324895008747
ZNF536	3.45842914315458
MEF2B	3.83659505712691
UQCRQ	8.65846974011507
ITGB2	8.0297874955195
PTPN4	6.38714461867779
STX5	4.57701384895824
CD72	3.37578730812517
ERH	8.8547243118091
XRCC1	5.9133710926558
VEGFA	6.22200830837823
MPHOSPH1	3.65372427169382
MORC1	2.56350911622611
PARVB	4.46742569748934
ELL	3.59630351796037
SETBP1	5.46893794980407
CDH11	8.07685799333618
NDC80	4.06372158892278
GIMAP6	4.57059658720303
AREG	3.80002984654529
BAT2D1	6.7131446184225
CDS2	4.68260063857958
LIPT1	6.14417121272462
SENP3	4.2880704728772
IL1F9	3.64571416659361
GRIN2A	3.46158798206431
MAN2C1	4.65564514113897
NSUN5	5.81813061712648
SF3B5	8.3196249920863
CEP72	4.15757684730452
MYC	9.32487781308683
NRXN1	3.27936956051146
DECR2	5.34201741068502
SLC37A1	4.57520302868681
SUPT16H	6.82033081053847
MUS81	5.86592579009505
PHYH	6.58401628591412
ULBP1	3.46981394292665
OIP5	3.37362388765569
IL10RB	6.21245734801038
OTUB2	3.63423253945287
NELL2	3.53511504094151
MAPK8IP2	3.64677852907726
ARHGAP10	4.74464221766047
POU3F2	3.2539240714349
RPLP2	8.50988769598094
FGF22	3.98639543177369
PSCD4	3.82856090748261
TRAPPC6A	6.01773902576735
C21orf2	3.8483055441789
CEMP1	3.17468739603533
IL1RAPL1	3.45460892820814
LIN7B	3.65752235228497
VCP	7.04967724715665
NKX2-1	3.41376878451281
BGN	7.42927608964468
LAMA3	6.16535725677485
APOBEC3F	3.39774852163632
COCH	3.38009069723220
SCGB1D2	6.23247714081909
SP4	3.33618740132421
SLC11A1	3.89873791480804
ICAM2	3.73678228341156
C21orf25	6.28775013708963
SH3GL1	6.41057854381067
RALB	6.20648857557196
GSK3B	5.28578077797283
GNGT1	3.40862335753255
GPD1L	5.73393738104037
VPS37B	5.56822764014411
TNFAIP3	6.68997132010874
C6orf32	4.34640700803921
ATG3	8.23213045512226
KLHDC2	8.29376700668483
NDUFV2	8.48481724102652
PANK3	3.96490619603053
BLK	3.28776253487239
MATN4	3.5849689213925
GPM6A	4.21322557778249
WDR82	7.9587284609702
APOM	4.41454021173917
PKP2	5.39814622841648
C1orf135	3.60013387083269
TRIP10	5.57143093454117
HRASLS	3.64847103423555
TESK1	5.37969009610295
FSD1	3.93897283369295
SFXN3	5.56245963378645
MMP1	2.98389577048016
CA12	5.11290762632805
ZNF611	6.15025427743616
C19orf58	4.53734911439383
NCOA6	7.25039875965712
PDE6G	3.82952154898331
PPP4R1	7.40924097565923
HLA-DQA1	7.29235337161798
GCLC	5.6908766558889
MAN1A2	3.92381791711682
SEC61A1	7.61418827036876
IKBKAP	5.168313426813
TWSG1	4.64582277061431
UPF1	5.37257695962984
KIAA1219	4.77606228983749
CTDP1	4.27087145551558
ZMYND10	3.74310536223167
WNT16	4.43216580122335
ADAMTS6	3.24958121942715
SNW1	7.29108861528131
IL18RAP	3.70937361838442
RPP30	6.3261757234242
KRT86	4.22745656880297
CDC40	5.06736542500102
SLIT1	3.66739582486715
KIAA0574	4.90958586501848
GTPBP2	4.67147034014468
SETD3	6.83810190941051
C15orf44	5.37458781296532
PRRX2	4.87782406641026
GPR110	3.64940267274011
C11orf10	9.61551525618867
MKKS	6.80846658261406
ELK4	3.14146122719296
ACOX3	3.8344961257033
ADCY1	3.60286952895752
KIAA0372	6.44695113748716
TP53AP1	4.76434468201583
RHBG	4.05256440256493
SMURF2	7.02661833292907
TP53I3	6.50770259063552
EBP	5.22894196239335
SLC22A3	3.37877864790924
TOR1A	6.01400974015436
P2RY4	3.24761421755567
TRPV1	4.00707090871181
ADAMTS12	3.39747017915318
PES1	5.88976583050927
UCP2	8.03471199608438
ATG4A	3.41347995785194
FOXG1	3.85384711502789
MAGEA10	4.42043534012806
WFS1	5.89224754008034
TRIM24	5.32241341708088
PABPN1	8.93403878179995
PROC	3.54877934981709
SLCO1C1	3.72375029858025
SLC25A30	3.53418115581552
SLC22A5	5.52005619303446
DEPDC1	2.77052547794739
KIF23	3.91968906339051
SYN2	3.31801051935393
ASPN	5.3987267330752
CENTG2	6.51115459939276
ZDHHC17	4.56442584258936
VNN3	3.44205368769603
KCNH1	3.47800524422872
PPARD	4.94167756003158
PSMAL	2.66939332105156
FLJ10815	4.39305430306354
YBX1	9.30070194530385
STK24	8.16060945621657
SPEG	4.96434245437024
STK10	4.81945057054277
ZNF695	2.57272393121577
SCTR	3.04415061306856
AAAS	4.80660596436112
SSX3	3.61886558042979
ABCD3	6.50442974726726
MTF2	4.71889874179892
FIG4	6.43795242030792
TMCO6	5.55954968923871
C9orf46	6.42402682943219
ATP6V1F	8.28704991210452
IGHMBP2	4.65237869777283
CCDC94	4.86744267884113
EGR4	3.24111644450543
DUS2L	4.63334249617737
FAM3C	8.96181467510712
DCTN4	4.60555671964824
EIF2AK2	5.72801961700068
CST4	4.154045643461
CCL11	4.48985677817096
LMO7	3.85757273357996
PAM	9.94994601205185
NUTF2	7.86585208845894
ADRBK1	4.74772884738058
ZNF84	6.12160117749522
SLC39A4	6.27256529045783
CITED2	5.74522869731799
C12orf49	4.38708728132803
GRM3	3.02989598490443
CCDC49	4.05429942543377
STARD8	4.14433118834936
FNDC4	4.6757601334308
SIAH2	5.4118959999802
CCDC103	3.09881038948388
ATP5A1	10.7954557912743
HTR7P	3.38870106183138
LALBA	3.18100253264401
RMND5A	4.31531446610442
ATP5J2	8.49451272071142
PSCD2	6.56728802444222
MMP3	4.15915625055905
ZNF409	3.87936122520087
CRHR1	3.54899424636508
WDR70	6.00496278486789
ZFAND1	6.90414028917241
CCL18	4.39940349783374
KRTAP1-3	3.52662292888696
RINT1	4.81093851709495
NRN1	3.65453212848834
SPAG5	4.50022554441115
KIAA0408	2.90123915201864
F13A1	7.4307767877683
DNAH7	3.92125348077663
SLC10A1	3.89980330713319
BRCA2	3.57449143753065
ACADM	7.44219154200622
GIPC2	3.20274530824760
OGN	3.72372238901418
RAGE	5.03751176499903
XPO6	6.43393074397128
FMR1	6.75153415030058
DUSP3	4.88988092188905
ANKMY1	3.91985006305538
CHMP2A	8.77805636923876
FAM8A1	7.65317374756492
GPR21	3.76136374807772
BBS9	4.62555334495239
UNC119B	6.2605308044304
SLC12A3	3.53356749717861
ZDHHC7	6.43163098788573
FVT1	6.424412488887
ENTPD6	5.89605462934003
PPP1R2P9	3.90825517127541
ERCC4	3.3173804553464
MMP8	3.09937205144421
HMHA1	4.87952052533667
RAD23A	7.172323425879
ACY1	6.33291450970232
MT1E	6.89395748955884
PPP5C	4.40071855738676
GPR20	3.64662803198123
RFPL3	3.48968114819541
GHITM	8.00834501003156
SCAMP4	4.21878876972972
NARG1L	4.3102692564718
MYO9A	5.72925789839917
BLMH	5.0872781402939
NDUFB7	7.2529126873528
ADCYAP1	3.95802588150328
SP110	5.23975583998843
MIER2	4.12066029018239
KIAA0513	3.65915841830076
SH3BP2	4.25012099545545
PNMA2	5.34498514708289
MAP3K7IP2	6.32840265657837
AGRN	5.46510662654902
CEP290	4.81117838143424
ANXA10	3.7691948879376
RTN2	4.56052444341838
C14orf133	5.91341693104633
PRPS1L1	2.90229377392382
PRPH2	3.74750380736181
KLRA1	2.67606456812969
IRX4	3.13968858070903
GOLGB1	6.85182584935465
GPR97	3.44588641664057
NFKBIL1	4.63296691719967
CHD7	5.35415950776573
APBB3	4.58578411448344
RPS10	10.1810906700599
HIC1	3.25374738282283
TLE3	4.2579093167364
PSMB7	8.75025524334968
IAPP	3.57589003977485
SHQ1	6.27109009905829
API5	5.1682540443903
GP1BB	4.13992241640190
FTHP1	8.04762868423445
TRIM6-TRIM34	4.35465764698536
SLC6A1	4.19371845222537
OCLN	4.62149578058039
NAGLU	4.41977480027559
PTTG3	4.24194112112363
FAM117A	5.95413319692135
SPRY1	8.61247011377913
FLJ10781	7.62475976493425
CDON	3.60344977122104
SH3YL1	9.12988386798209
IGKC	6.61587049166318
TREM2	5.10806943358992
MMP14	5.14060981119751
SERPINI1	4.14784399830072
HDHD3	3.84324270454634
DYNC1LI1	6.08880683609655
FASTKD5	4.95528167841789
TDRD3	5.49811208150704
THSD7A	3.34365553737882
NDST3	3.33954694187113
CXCL2	4.91820512989805
DHRS12	4.14927994868307
MAP3K15	6.08014707970849
FBXO9	6.6857221408248
APPL2	4.69417570737781
TNPO1	7.7015186248142
CARD10	4.45760744976854
MRPL13	5.72991817116784
SNX5	7.5288215465313
EEF1D	7.6465908996262
RAB6A	3.95718717080884
SOD1	9.58243765112658
C12orf5	4.53212890240556
PACS1	4.51027800245189
PAPOLG	3.12051633565385
CHML	3.38164790061788
SIRT5	5.44394035027229
MSRB2	6.16928798996379
BCR	5.06255839740076
PUS3	5.51600487130435
CAPN2	10.6910022603144
FXYD5	7.83513887977309
TWISTNB	2.9142481611655
UBE1L	5.53872853142379
UBE1C	6.78994988165475
CHD2	3.11789591076214
C15orf2	3.44338699267589
FZD5	4.81037011368954
NR4A1	4.88594422813332
LOC339047	6.4857354784407
TRIM17	3.56758965463105
ZSCAN21	3.18575048448237
RPL15	11.6376149006658
ATP5G3	9.5085672137201
PRC1	4.73395134083854
ADAMTS8	3.46602840223558
ABCB9	3.67077941298205
HOXC4	4.92470542026081
TRAK2	5.63700544184611
STAB1	5.12254571697985
CEACAM5	3.24480963147236
MYT1L	2.89232555752368
RASA2	3.51160801900309
LRRTM2	3.34021250525927
STAG1	6.01170772426464
OSBPL7	3.75149635326584
GIMAP4	5.38498711212627
FUT3	3.75053669198973
DBI	7.93806848458269
LPIN2	5.24374811645044
PAPD1	6.15720489901395
APOOL	4.09018544701414
DIABLO	7.40187596453492
ARMC9	4.08098419664208
RPS6KA4	4.33323753274592
TRHR	3.07873506259773
SLITRK3	3.43259210749753
TGFBRAP1	5.20425396171677
FAHD2A	5.59742495678422
CNTN1	3.55349512519045
ZNF211	4.64003681099641
BBS4	5.50219616220517
TMEM181	3.56408155682959
PFDN1	6.41459414587994
MINPP1	6.677368346044
MPHOSPH6	6.5073332446991
RGS11	3.40716531061779
HOXC10	3.2809440386056
ITPKB	5.37222210122451
HS6ST1	3.61405995432423
AKR1D1	3.19571762748878
TNP2	3.52850776555954
MEOX2	2.82713120137225
EML4	3.56317473841863
SGTA	5.29386633435876
ATP6V0C	8.6060145317154
PRPF8	7.85778152890765
PSMD6	8.3303822954604
HIST1H2BI	3.80007607299635
TMC5	3.91360939986498
FKBP3	8.3031843022719
FLJ20273	8.18521451192492
PLEKHB2	6.56070763207591
RPL28	8.8866585153483
NOX3	2.83809565617015
ZNF544	6.20071994009314
EPYC	4.95376191668055
ELAC1	3.48795236717578
METT11D1	6.3363858790725
BIN2	4.42014424629176
NACA2	3.64395932064456
RPL18A	12.1972708452408
UBOX5	4.24285965349256
TCERG1	6.94823728204715
MPP6	4.38506468244737
KRT16	2.94022746636359
UBE2O	4.6353032995126
KLF5	7.50500660010172
C9orf31	3.54205462054597
APOLD1	4.31592553796585
UBL5	8.24911229504533
ARHGAP29	8.88434959998844
TNFSF8	3.03461847607151
PDE5A	3.08922998298171
CDR1	3.02686684193217
FBLN2	4.07989505256640
C14orf104	4.97861541928353
HBE1	3.3967445651745
ROBO4	3.56614499461357
C1orf108	5.72391264240339
FOXI1	2.88630620762712
BCKDHA	6.70254684466389
RAB4A	6.94537069340716
C11orf80	4.48069505653025
MYOC	3.47961721719
GIF	3.67766007687666
TMEM39B	5.12588717180607
RPL3	12.1490456085717
THBS1	6.26666889083058
APOO	6.72881588822783
ATPBD1C	6.24018194939697
FARSA	5.80582090602432
ARMCX1	6.41848575480554
EIF4ENIF1	5.71809791751938
CMAS	5.29823377195817
OR7E24	3.19321341164008
TNFRSF21	6.06523861647298
PLAC1	3.23923052991832
KLHL18	4.12582964233946
LBA1	4.83304622629904
MKL2	6.56088391899171
TBX3	3.22442495400771
TAZ	4.74233164245755
CRIP2	7.46563552704326
DAXX	5.08175127632764
ELMO1	4.23672926169768
RGS13	2.73134368624722
DIO2	3.70656631289344
UNC13A	4.71403993625158
TAF11	5.53269015116884
ORC3L	6.12378009735364
PRX	3.50187447120804
TARBP2	5.68294455636692
CABIN1	5.21741699284297
TRIOBP	6.83579001983456
HIST1H2AC	6.6796886247246
RBM5	6.13891249911918
TUBGCP4	5.18744858321409
NCOA1	5.59151789530065
CDK7	7.07562701574927
SSR2	8.7943740197303
IL25	3.30562037259688
CRELD1	4.99216317379277
GPR6	3.31970657089454
SNCG	4.59821201312951
CHEK2	4.05142304585847
GAL3ST4	5.04214779983786
KBTBD10	2.93052981570218
DRD4	3.19200860175722
GDF11	3.98874258011678
SEMG2	2.92446168995433
MCM2	5.91149512659929
CD247	3.82176639266978
SOX14	3.24860340984041
RBMX2	5.33650233751694
KIAA0922	4.7721174055954
TGS1	4.91674180592647
C16orf57	4.92607769569392
SYF2	7.75848522099992
MCM4	4.16854664752230
PDZD2	5.98504453129214
CEP192	5.24549874066052
IFT88	5.71937680862816
MCC	3.82191671176857
RPL9	12.2048590109873
RAB32	7.02589349563627
P2RX2	3.79763006312048
DDX43	3.17540944749484
HHLA3	4.22724560906328
ID2	8.13693324165958
UBE1	8.15140169956992
SLC24A1	4.20039667089714
ARHGAP5	5.29095142330857
C20orf23	4.0054290672956
CETP	3.33335301709384
ZNF688	4.24551542378857
APOC2	4.62395782474957
PWP1	7.52788667861058
FAM50B	5.24185095189274
PTPN6	5.46255818744924
BAHD1	4.62958385554115
GPR56	6.41163007085495
GRIK3	3.34445778478014
DGCR14	4.35931820000059
CACNB2	3.18770077765197
PDE10A	3.19604374828655
METAP2	6.38535701527827
RHOQ	5.87127471171251
MAP3K4	6.23216178909533
PDHX	6.5592607293705
RPL23AP13	5.43331099888437
MTA1	5.51864163103124
GNG11	6.97411546900177
ZBED4	3.80446576908231
CLCN3	5.10970553886815
CDK2	4.57295043627104
HCG9	3.65055711779092
SLAMF7	3.62965210812724
CDC37	6.3935950974252
ZER1	4.05279090755971
GRK4	3.56789783488701
PRPH	3.78849431980642
PPP2CA	7.38602047000232
LRP12	4.68570385727294
POLR2A	4.10725762987139
SEC14L2	3.84823189215454
OGFOD1	5.55469470128649
DKFZP586H2123	4.94747660185188
MC3R	3.57843246854729
NOL5A	6.80559658138114
PHEX	3.79933370256478
HIST1H2AB	3.75059475374729
C20orf117	4.2223904558191
POLH	5.34327424235691
DDX17	7.0199379868026
CAMTA2	4.8205584066897
PLEKHA2	4.78274181681363
SNAPC2	4.30818763406063
FILIP1L	7.95335901125635
PDE4DIP	4.2543638960325
LRRC1	5.67154355017719
SCN7A	3.05594898452967
GAS1	6.29628624428511
DGKA	4.3311062388815
PEG3	3.63960556738089
NADK	4.48300460590565
SGSH	5.25000212322107
CXCL10	5.24315131564093
GALT	4.9481241682918
MCF2	3.09771855339501
ZMYM4	6.42613855391274
ZNF263	6.2758474311425
STK32B	5.30908022490825
KIAA0888	4.13030425201205
TACSTD1	9.7624045465786
ATP6AP2	6.7854372018648
TYR	3.49097680413606
GDPD2	3.84153382803198
ABHD10	6.16779374772113
TACR3	3.11128534024695
SLC35C1	4.27675883070111
KIF1A	3.27006586582249
VCAN	7.81951664371921
HERC5	4.4871295312656
UBE2A	6.42073511181229
SYDE1	4.34252938947794
ELA3A	3.14809995192926
TM9SF3	8.07466202125422
HAO2	3.44463301261147
RNH1	7.6994833893793
MAFG	5.19235603214421
BICD2	5.41265176222624
C14orf43	4.37709625283079
CDH7	3.0280529163054
JUP	7.74026570675532
SHANK2	3.86230363641439
OSBP2	3.48811116414401
ACOXL	3.14595017641146
DAK	4.38111013563153
CBX3	8.16778486792454
C3orf58	4.48004243233469
RBMXL2	3.31366444042973
TCL1B	3.5308852917138
FGF13	3.87602159833936
KBTBD2	6.95468186329237
KIF3A	3.79042675479566
DCXR	7.13545362966436
MYL9	9.16944367548344
PDIA6	6.80971298896491
CDC23	5.94867467873636
CASKIN2	4.51925303022736
PBXIP1	4.89946415255202
EHD1	5.26132810321872
NBL1	8.17400873434806
MARCKSL1	8.59472666246727
RAB11FIP5	4.90263373595876
CDKN1A	6.62952327032877
NCK1	6.25566513559328
SAPS3	5.27415460319535
ZNF550	3.43748845426262
TRAF3IP3	3.32894687286653
LSR	5.36064872890391
MIS12	6.05359085214001
KIAA0774	3.03556934405683
CXorf1	3.69266881262951
CUL7	5.09134272773438
DIO1	3.08813054593019
LIPC	3.33546000651859
EIF2B1	7.94844102487662
OMP	3.79004516943191
HS3ST2	3.80526947715773
C20orf11	5.84099684446219
CTRL	3.01159717600562
GSTZ1	5.64329109547128
PAK4	5.81756718763823
CCRL1	3.03766005553087
RNF10	5.52217454068744
MAGOH	5.65728442664565
CENPB	4.77134488663444
C19orf7	7.91715798129496
JMJD1A	7.91490917022675
GATA2	3.88679031790704
HIST1H4H	3.25121785983661
CELSR2	6.38558978572647
GABRA5	3.1795202287248
STAM2	4.35070978849493
GPC3	3.50025630662849
GRP	4.21928552855749
SV2A	4.18832171290968
EBNA1BP2	7.36284786194897
TAF1C	4.72324357256478
MAGEA12	2.76107009535084
GSG1	2.91692745555866
PDGFRA	6.37094556344047
CACNG1	4.27170978910262
CIAPIN1	5.7177130250855
CSTB	9.37249951202168
FRMPD1	3.5740587460128
PTPRJ	3.07975933992334
ZNF668	4.08270017410067
PLEKHJ1	5.04668906404115
ADAT1	4.67621923682163
TMEM50A	7.03976848776109
CENPI	3.33433480662576
HOOK1	5.66972645487235
RPP21	6.99224885281886
GTF2E2	6.51858460670753
IL17B	3.33924504068267
CCNF	3.7917518232751
CRYL1	5.16248230080906
FOXH1	3.03811170316404
NFYB	5.57271699328678
KCNQ3	3.82623027065733
PPM1G	5.16626485207283
NOVA1	3.36692499902036
FZD3	5.53908223426278
NMT1	5.77733288188804
AKAP8	5.11655781619379
SOCS5	5.39322978882657
HADHA	7.15657968032164
PLEKHF1	5.48289643986826
DLG5	7.65378734714175
CFDP1	5.99466202840582
SAGE1	3.04888842926128
PGM5	3.41815745717738
C1orf144	5.07904199884458
SUHW4	5.04323926801758
TFEB	4.49324992798814
RND2	3.39669792846943
ATG12	5.686690517098
BMI1	7.09575032684531
RNMT	4.45951454316133
MASP1	3.57007665608484
MYH4	3.06922930547891
SLURP1	3.46176581657026
KIAA0984	3.10756095250659
ASTN1	3.50291372759063
MYCL1	4.34077279166896
SH3BGR	4.27584075469942
RPAP2	4.01839257957591
FOSB	4.51724526773089
KRT35	2.97768196837201
MIA3	5.15646117754824
KIR3DL3	3.03253562379477
SEMA3F	5.60082669190185
TMEM135	5.41685305214917
SLC27A2	3.58234576345378
NDUFB2	8.56771927008682
FAM46C	3.31983003274948
G6PC	2.88036328929626
KRT33A	4.24452382087306
OVOL1	3.55057747480998
PAMCI	4.33683776702493
S100A7	3.41479605843077
MAPKBP1	5.04296835640745
CPE	6.47914659668483
HARS2	6.08233569962829
GNB1	7.82195659964424
TRIM46	3.13760064377425
UPF3B	5.6428351596784
CXCR6	3.98683599204096
C16orf3	3.38869449365279
HLA-DOB	3.61103673311786
HPSE	4.69558938912275
GSCL	2.89487048442112
POLD1	4.46569866824357
DMWD	4.57304246185622
CALD1	7.43667672627394
LCAT	3.80539082140272
SCRT1	3.21636058411689
ST6GAL1	5.11814946813952
POMC	3.30186525361382
UNC84B	6.05731223323429
NSMAF	6.7469767670241
ADSS	6.1637014180252
SKIL	3.11214691458287
HMGCS1	4.26113739442196
PYGO1	2.93539888489634
POLR3F	4.20256657296096
ZNF277P	7.79707371241647
CNNM3	5.98562143500283
WRNIP1	3.16191055684891
ALAS2	3.99992054182721
MRPL23	7.43543945541696
ST3GAL5	4.63625310401398
ZBTB7B	3.72053183110423
DHRS1	6.57595315037204
NFKBIA	8.23006413267075
CNOT3	3.87794900474821
GAK	5.47804734972238
SFT2D2	3.82467862622179
HOXA6	3.22528688298209
PSMA6	9.50814294806393
CRTC1	4.21930547217258
LY6D	3.64125148093663
CPT1A	3.20487214195178
ALMS1	5.59475820736292
LMO1	3.4713392015856
EIF3I	8.47731520584312
DCN	9.84569859250225
PRB4	4.57288985341031
MCM3APAS	4.69707764397346
SUCLG2	6.85372064283112
FOXF2	3.22467886229593
MLH1	7.00995159890491
S100A12	3.60653748699592
ABHD14A	6.02307512861065
DEXI	6.22572081653286
ACTN1	8.57783539175641
AMPD2	6.27986303558227
IFNAR2	6.22138798791052
CYB5A	7.92114104687673
TLOC1	8.26836023909118
NRBF2	5.14853104343429
MKS1	4.42557640393473
P2RY11	3.5653510523359
CX3CR1	7.15459718193072
PDE1B	3.25078184480406
KCTD3	5.01089052476035
ITGAE	6.52826749577304
SLC30A3	3.80103089076778
KISS1	3.33083852880988
PLP1	3.34093818736353
C14orf2	8.3395734452623
IFRD2	6.4522901381612
ANKRD7	3.16682721327246
XAB1	7.1649572430081
NARS2	6.53569268802152
TMLHE	3.42822955383092
SERPINB3	2.73999182360435
FAM127B	5.32097306876456
ZNF391	2.93290523805012
ABCA5	4.25276748616502
DNAJB14	5.86239672286398
TSFM	6.08318063942709
WRB	6.94041110425035
ABCC8	3.35671685008605
MAP1S	4.6069571601591
BPI	3.0703538826506
TTC4	5.92354601967289
BNC2	7.28482692363243
HIST1H4A	3.39746822064339
NDUFS3	8.01842297417202
WDR3	6.55517783422044
MAGED1	8.89390121803599
TTC33	4.11104140200231
CPN2	3.70797517569662
STMN2	4.94202027398855
PCOLCE2	3.44615734120973
ROR1	4.46513366172853
HSD17B14	4.67401873416132
SAMD4B	3.72677611502507
HEXA	7.57526362991911
USP39	5.87731371899022
HNRNPU	5.55627590023122
NRD1	7.49702768337987
ATXN2L	3.79724988366334
MAP2K3	5.36613782038361
FLT4	4.29863750411542
OMG	3.50533970966796
SCAP	6.18357102333125
ELA2	3.14223516012185
NARS	9.6971614466397
PRCC	5.70455687049449
ZNF675	3.32067606841222
VENTXP1	3.02127212687334
CALCOCO1	5.62044559593062
ZBTB32	3.94539730751799
RFC5	4.60099746405338
BRAF	3.81553965602769
PAX5	3.57807699397522
MGC14376	4.24011802644698
TNFSF5IP1	9.4242303740885
PEBP1	8.73748812040796
AAK1	3.71009467193046
FBXO2	5.70884561273727
RMND1	5.9566740160306
IGKV1-5	4.39805004224328
COL1A2	11.5598294910116
SERPINA5	4.47025968528388
GMEB1	4.92241554113348
AKT3	3.31961134923402
AANAT	2.77637901358500
CRB1	3.18667073124141
C19orf21	6.22938213320599
UBR4	7.11263278555491
LTBP3	6.40939300802133
AMHR2	3.7788233991741
CTTN	5.91271522504624
UTP15	3.49026319261493
C20orf39	5.45153423792399
MYBBP1A	4.99249842558337
HSBP1	8.24362072862876
PROCR	4.85420620137428
PHF11	7.58221400929127
PASK	4.12684718123416
RFXDC2	4.29484451492449
KIAA0467	3.78255286715284
NDEL1	6.55228575474066
USP8	5.8234904730706
BAIAP2	4.86281903664541
SI	2.93731122381459
ARSJ	4.34859782136846
GULP1	5.95684228215878
KCNE4	3.79728244329678
KCNS3	5.01706342097702
BAAT	3.80655847171935
DKFZp434K191	3.29810257314295
MBD1	6.15940481554417
ITGAL	3.84532292796633
WDR73	6.61171859936342
ARFGAP1	4.68172086456231
ZBTB40	4.87647900742521
CH25H	3.71172336554266
LOC81691	3.74836342069791
CYP4B1	4.43753150501141
ALPL	3.46154127189482
FOLR3	3.80206546824406
CHST3	4.24748412835393
TRIM62	4.01159973508887
MAP3K9	3.40389685568232
ABLIM1	8.5938987324995
BTAF1	6.79900962317515
MAST3	4.50850314055675
RBM35B	5.60507173924648
ANKRD25	6.80459279340937
RYBP	7.12479545450576
UQCRC2	9.1060051901699
TTC26	3.79543418955444
ZNF22	6.77841396622274
MAEA	6.99071961221776
RNPEPL1	3.96553083977405
HYAL1	3.56652595034889
PSD3	4.42177554158715
AGR2	4.09435286187943
HDLBP	6.27959825470023
GNB3	4.23386041867064
