Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_C08_452026
Composite Element REF	Signal
CARKL	4.8083616028837
HIST1H4E	3.42908717907102
GOT1	6.27618945097514
BBC3	5.58924618471279
CASP6	5.31277814373543
HOXA1	3.38575275534997
RCL1	5.5975679452234
RAB40B	6.06808547700077
PI4KB	5.13016172804926
LRRN2	5.3869245939191
B3GAT1	5.18150686076587
OAZ2	6.11778306339994
BET1L	4.69429060877983
NOC4L	4.89511519615106
FRY	4.63855456807702
C10orf12	3.17213782858995
AK3L1	6.71252122804276
FADS1	4.54647142723536
CSF3R	4.21792679321824
DKK2	3.82059862427053
POLR3K	5.16454346177855
LBX1	3.10753525237719
ATG2B	4.74906146679854
RHOT1	6.58653471171274
DARS	8.82888248333169
EPS8	6.98365053205474
OXT	3.84217076886197
C10orf56	5.90380766796326
ARL4A	6.14171909507765
CCDC64	4.07485324298457
DAD1	8.5515104320314
HERC2	6.13006743764523
HSD11B2	3.39303426489844
USE1	6.27945599814051
FAM96B	7.7650029589413
HNMT	4.76681225447349
PCGF3	4.98845941795581
BSN	4.03888316414201
CAND1	6.39563964085398
ACTR10	8.67142779455467
NASP	5.46288427264146
C20orf4	5.4930633464216
ACSBG2	3.23857806920121
COL9A2	3.89193922797903
RWDD2A	4.36084320037459
PALLD	9.20806672381313
GPC5	2.81598440817068
CENTD2	5.02474047036199
TBL3	4.7637192279983
TLR1	5.06333796777356
LMO6	3.79987466102378
CCDC106	4.92348390853231
KPNA2	6.38582041261282
PARP16	5.48900451576807
PDIA3	9.51637380771492
MACROD1	5.17146758697934
SFRS1	6.98776518852555
DCP1A	6.19487135158404
TMCO3	3.81638204820815
NTN2L	3.16352776020542
CLN5	6.13457077351924
BIRC5	3.94386566165753
PRR16	3.09882468262241
FAM63B	4.65464542395653
GLE1L	3.66657488009398
CES2	6.36374884451255
GNAS	9.04617213688788
KATNB1	5.05247999299957
CPLX3	3.37080339015436
WNT8B	3.43923231468112
TSPAN13	5.59197276691571
MRPL52	3.67994982929282
GHR	5.10333087472656
DUX4	4.1229191270013
BCLAF1	6.9920189517919
GOLGA3	5.4564392714232
CLEC4E	3.66590729474752
SCUBE3	3.74047767309402
UCRC	8.35698544125843
CDKL3	4.86463976504108
MGAT4B	6.12583090328387
BBS7	3.37673495437863
ZNF345	4.20025192459081
RTF1	5.53430513875391
SERPINB9	3.81440086830019
DHRS7	5.44793728461562
RIPK4	7.29468762997021
PLEC1	5.22661033994557
PIP3-E	4.53418495621714
KNTC1	3.94884307853253
EXOSC2	5.21935924469427
MS4A2	3.25004435146252
FGF17	3.53285943420287
WDR59	4.57931536205626
LAIR1	4.49335292240602
EVI2A	5.18061062761227
IL17RC	4.37124861575678
GTF3C3	5.61818428340423
HS3ST1	3.91436624352478
ITGB1BP2	3.23702347904325
RBPJ	9.01328024275952
LRRC8D	6.87043602741393
ALDH18A1	6.68286581607284
INE1	3.9487992430177
TPI1	8.77134700258573
FLJ20035	5.85383112818402
GATA6	6.40309682453384
CABP1	3.34113967833501
RASGRF1	3.88120005229306
C4orf15	4.88255163331425
ALDH2	8.4250064770208
DAPK3	4.16808108681018
C3	11.1451255126864
EMP2	5.69937218415407
GJB1	5.83217187728842
PIN1	5.83213169123832
SLC6A15	2.9765023305606
POLE3	6.4410375394413
RIN2	8.4290438755966
CTSL2	4.43883651384845
APOC4	4.09939099449076
CYorf15B	3.07693935810152
TRIM2	5.31291424497098
CP110	5.40204244121475
KIAA1622	3.13762362518014
DNM1	4.89204608360692
HYOU1	6.63341988412415
OTUD4	5.42683392898351
USP7	5.90375628360201
ZSCAN16	4.76715264071511
ASCC1	5.27675159062394
OTUD3	3.46386283439915
YME1L1	8.22742836427325
HNRNPR	8.1497871158169
SERPING1	8.8179491729489
TPCN1	6.32464382622086
STARD13	4.96118338478684
PCBP4	4.61440161828162
ADI1	7.471761530629
ASIP	3.10770061911804
CDH10	3.343439487091
WBSCR22	6.55484011474503
SCP2	7.86849252223625
KL	3.14596820677707
SLC35D2	5.62272894741202
MAFK	3.21480526915931
SON	7.726186762715
SBNO2	4.661299911859
RACGAP1	4.76305094029014
SC4MOL	7.59447598699231
SLC6A6	3.14519145336884
OBP2A	3.16611142885022
PSMD3	6.07005115398889
ERLIN2	5.61235885717491
PPP1R9A	5.26410967051769
RAB35	4.52838566819712
PDZRN3	5.40677669883299
AVEN	5.76049570669191
FLJ21075	3.99266256508142
BCAM	7.58097283916271
C14orf132	5.42712482749428
PCK2	6.12266135173315
FKRP	3.2776217012119
HLA-DRA	9.66200560990633
GUCY2C	3.15876961147933
RP11-125A7.3	5.185993905127
BARX2	3.50934444840178
DAO	3.51481287953182
EDNRA	4.94043924386208
NIPBL	5.13952793329455
ZNF331	5.70886213227967
PPP2R5A	5.38818274062225
HMGN4	7.9020310420248
DDX39	6.50975966405349
EFHC1	6.47009406896602
EIF3M	9.68870694939934
SLC17A3	3.14571420654553
ZNF24	5.24173983237925
ASCIZ	6.35975867406519
FNDC8	3.63955666215551
ESRRA	4.97463611106982
PTMS	4.48526598985768
PHF7	3.83257811857932
PIP4K2B	4.85651538574182
IRF3	5.48448894667764
GPR19	3.5073713571547
HHLA2	3.19645639863701
GMFG	5.37154681879113
BDH2	7.70362364926841
APOBEC2	3.69953348188521
PRSS21	4.37864822392907
PENK	3.32845607390576
PHF16	4.84327472186355
ZMAT5	4.39905687325625
SMAD9	2.98063512949257
SLAMF1	3.16004420386302
RGL1	7.35801435412003
DLGAP4	4.64533233878167
MBD5	4.28074457986605
PHLDA1	4.61066656443606
BACE2	8.04212792302084
APPBP2	5.64125148093663
LIF	5.93330533985491
OXTR	4.59939451748914
ACTC1	4.09121389980709
USP19	3.61947636823101
SUV39H2	3.11862746106389
ERO1L	4.82395318324537
ZNF395	7.27944140329769
CNTFR	3.82056356784632
HIST1H2BL	2.79143855622896
WNT3	3.39041394121649
ZNF549	3.47770157907661
ZNF467	3.84917322770293
SLC25A21	3.28641379241559
IL5	3.48826834979687
CLSTN2	3.88818229935390
LSM12	5.36532204180156
KRT37	3.09386063321891
NACAD	4.43263785306314
NAG18	3.08015130961409
PTGES	4.31978111776492
GDAP1L1	3.01392236301882
MFAP5	6.75218481910079
OPRK1	3.09369931324949
C12orf4	3.70500721877805
NTAN1	5.51916806916254
CST3	8.37905242054796
WDR6	5.74786168338658
NUP88	6.89895531725496
CD300A	4.02513685808811
FCGBP	7.55908155919005
CNIH	8.89887848763432
VASH1	4.18338747328389
DHX16	6.28847959347189
SLC35A5	6.2969852214015
CLEC3B	3.71617274174677
ARL2BP	5.39641115144707
C10orf79	3.60898502642905
ZNF79	4.3037514890598
CRP	3.33301090538364
OCRL	4.34552950669707
GLA	5.89023922424125
NEBL	3.69488399633327
HSPA8	10.4019449525111
DIDO1	5.38885934589169
PLA2R1	3.00777891970140
NGDN	6.6825839227288
CBFA2T2	4.35837098001715
SAC3D1	5.7115141685784
PNOC	8.89833512179882
PIGP	7.68625664519021
AGGF1	5.05467883376594
PRRG1	4.43665093149763
DPF2	6.9954071235304
MYH13	2.90331663810241
TMED9	7.33495860192778
TRPV5	3.77522164063244
UGT2B4	2.85616884459835
PJA2	6.84855035520958
COLEC11	4.78672907654278
SCYE1	6.78660625210558
MED12	5.08747158198918
CARS	6.65624677799773
MYH1	3.37273595995644
CYP7A1	2.86590804920022
PHF1	6.02110739708158
LOC644096	5.29874488595742
FRYL	5.92403800862681
RHOBTB2	3.43457567355319
MMP27	3.03823815926610
ZNF432	5.73098075612532
SRD5A2	3.77919353321614
UTP14C	6.93740812580649
RABEP2	4.71291327874239
VWA1	5.63749329483017
FUBP1	5.04810866136804
IGLL1	4.11484910590268
KIAA0586	4.59366865494403
IL27RA	3.66715583972576
STON1	6.12449068573942
IL5RA	3.40713197919847
PERP	8.16181739644763
SMPD2	4.36726462979233
TNFSF12	4.81878079976977
FN1	9.01145437196602
MTR	6.14617678307348
CSRP3	3.28691529580808
MMP20	3.11845652984610
PHLPPL	5.06445678337503
CBX6	6.21894437618377
DHFR	5.39853286606132
PRG3	3.19714963765496
ALPP	4.72732928425162
ASH1L	4.50878322811418
CHRNA2	3.6536885240718
PPP1R12A	5.92696607161957
RBM38	4.6910548852115
ZNF7	5.64542843741598
RDH8	3.40645831197707
GPR132	3.75728551961468
DGKD	4.71972627386198
TPMT	5.19043779876248
ATP1A1	8.2802797297467
SERTAD2	6.44473713600269
C5orf4	5.21943989971906
ZNF672	5.26354272565218
PLXNB3	3.45724810137763
FAIM3	4.34461801821408
UBQLN2	7.68116140171494
NR1I3	3.19546112343349
ACVR2A	5.10977152465351
YWHAZ	8.43610417706973
LILRP2	3.90922107222933
GNAO1	3.67302908380782
OPA1	5.07710011747392
RPS6KA6	3.64191403824909
RPL10	12.2418566239943
MMP23B	3.13711701132801
PFKL	5.64214426354811
TMEM140	4.8224667753198
AURKB	4.48600332066343
IFI16	8.70722872877711
CSTA	6.0240107984363
PRPF39	4.73173769825204
DISC1	4.19867059480094
USP4	6.91759242809198
OSBPL10	6.63868436933134
CAPN6	4.24320551441624
CLTCL1	3.79827787893381
NUAK1	6.80306549576639
ALG6	5.19591883411339
NPPA	3.86431245853622
LAMB3	5.75028438242595
PPL	9.13914271254209
LRTM1	3.12413078009029
RRAD	3.81378197392898
TIPIN	4.64343126126138
CARD14	3.40927658944672
RBM9	6.41125998969961
LCN1	3.63495071322621
RALGPS1	4.2277905742699
NCOA3	4.94076630417898
CCDC6	6.39011462608846
RASSF4	4.29141158339424
MTHFD1	8.02171012848686
FCMD	5.64352121123629
IGHD	3.81511089539088
PLA2G6	4.57815774945222
TPT1	11.7821231894896
S100A3	3.63468333690875
SEC63	6.24649996691264
C10orf59	2.88183810928041
TOR1AIP1	5.37734121680117
PAFAH1B3	6.12079173501306
CEBPD	6.97148619419828
ZNF107	3.75317654732544
ALDH6A1	7.88643832147566
G6PC2	3.45991471518434
SNTG2	2.87814832216797
GRWD1	4.71911752718015
FLJ22222	5.1613794927192
BCKDK	5.59648631440989
CTSB	8.96542462273538
PFKFB1	3.21037021587592
ZFP36	7.92847897807439
SVEP1	3.78993237507397
PXN	4.43947240630719
TNF	3.60400058728080
SIRT2	5.69794312282943
C5orf21	6.41398707689193
VIL2	6.94381729374908
DIXDC1	4.79351301895358
GANAB	6.99886352108823
PDSS1	4.64144575971772
GRM6	3.33368344782785
NGFR	3.11092371730423
ATP8B4	3.06262147017955
MEIS1	9.25704853160705
BMP8A	3.79712211216628
NGFRAP1	9.64762288910742
EDAR	3.99064197813143
NEDD4L	4.74112614403484
CRYBB3	3.71287046896553
C6orf60	3.71438472189732
IL1A	2.98923674565344
GNRH1	3.13601075532575
PDGFD	5.29360944325365
CACNA1H	3.67645997895958
TXNDC3	3.14321472380324
ERCC1	6.39284159618048
CAV3	3.42815030765484
HARS	7.16999073553575
AQP8	3.72877904793335
CREBBP	4.99263888312605
ITGB1	5.13900683796287
SPACA1	3.23025532798614
ZNF254	4.38341610727618
PARK7	9.83221911378629
PAX1	3.3628409075286
PSMC4	6.4561240119347
KCNH4	4.03953139479665
TUBA1A	9.3917597636391
PRMT8	3.52868195103826
SELP	3.39888222533784
PSMD8	7.87877201712047
SOX10	4.23123099713845
HTR1E	3.39415885283651
RABGEF1	6.0625516453211
EPS8L3	4.38869659547319
MAP1LC3B	6.87779495937085
AGXT2L1	3.04387453396805
CYB5R4	4.76156959405139
MEMO1	6.37674740531738
LRBA	6.37615904727299
TRAPPC2	5.62368371515529
FLJ14107	3.63364459607984
FNTB	3.9664296723484
MYST3	4.82700401332038
KRT8	6.85658738137988
AURKAIP1	7.75224720497512
LMAN2L	6.2954668394164
C1GALT1C1	5.30682991529297
DSE	6.667494579721
FHIT	4.92505173640798
OSBPL3	4.7236461556569
PPOX	5.53886052907119
SLC39A9	3.54891948292580
EPB49	5.34164708280125
LOC137886	6.20117972559181
C7orf49	5.90900191413872
RHCE	3.32084667553169
CST8	3.50512487552729
ATG7	4.16853838444063
SPP1	10.3982656365205
GLI1	3.49017552747526
HYPK	7.5143468603081
SFTPD	3.98416383274085
MCFD2	6.5959148705742
ZNF157	3.0824040862147
EPS15	6.3703971415579
SFRS2B	6.78839176007888
BTNL3	3.56432105349356
GPR23	3.52748738650435
TRPA1	3.18754629491335
ASPSCR1	4.32701064355365
GNS	6.76701540438103
FDFT1	8.61254671723185
ENO2	5.22050114201083
CBX1	7.09282519656643
PTGS2	3.74232681054425
BMP7	4.63506777168353
CCDC90B	7.48867128969623
LRP5	4.8426182247974
UBE2D3	8.66832290140161
ARFGEF2	4.32353805454577
ARR3	3.92476920013075
MAP1A	3.64544899773414
NEFL	3.08065457985157
CD2	4.01705084384413
FLJ23861	4.48605673579203
NAV2	5.55114380062627
ENTPD2	3.38133144498004
COX7B	8.86206900164143
ATP6V1A	6.27114553860161
TRGV3	3.471653758549
ANKRD17	6.49822447023238
ADH1C	3.3022238965134
ATXN7	4.02785353365918
IL21R	3.51022004282048
CHN2	5.64957031256858
HAS2	3.13120432616521
C6orf48	9.77817912143606
TGIF2	5.57734491967247
KIAA0241	4.02865747438711
IGF2AS	3.68012748149813
CYP2C9	3.43251794308074
DNMT3A	4.43509375031699
CNOT7	7.87519973407181
FCAR	3.2435510019107
SFRS10	7.45122432003945
MARCH3	3.15531854607147
RUNX1T1	3.74452643286788
CTSK	8.15871954107245
LRRC61	4.88974578139443
HNF4G	3.47605148264926
LRCH4	4.77313960925731
PSIP1	6.17720006786972
AP2B1	6.20706497705444
C7orf28A	4.24982885879781
SMCHD1	5.02425248500668
EIF2C3	4.7848771265385
S100B	3.84204605116005
BMP2	4.11977466313357
POP7	6.62853264699174
UGT2A3	2.73440997433897
ESR1	4.46210768678369
ZFPL1	4.336620557059
ARHGAP12	4.31729971109344
PGGT1B	3.74914496406537
LRRC19	2.83805236376273
ZNF767	4.67646848007096
DEPDC6	7.78178511711618
SLCO1B1	3.18514296327805
SST	8.353225453613
NACA	11.7843205284301
KCNN3	3.85291882336014
GLOD4	6.41113725489615
SCCPDH	6.13160203343392
PRF1	4.14467006643875
LST1	4.59980719487292
CDK4	8.63868381701032
TCF15	3.96619253847146
PARC	4.75310675261454
PRMT1	8.62199348734921
ITIH3	4.42053492828683
PPM2C	4.91421412172023
TEX10	6.69749469970406
EDA2R	3.6342730937241
LOC283345	4.4079831805535
NARFL	4.82184607833691
DENND2A	4.02699175556286
C1orf103	4.12330996669938
DMXL1	5.62996753985904
KCNAB1	3.49596161598623
FLJ20254	6.24757264243808
RBM3	8.11493582029873
GPR1	5.05090980468076
DMTF1	7.12553360513993
HTR5A	3.2489723550347
MXRA5	8.10793985655736
GRM1	3.70224773639447
SCFD1	6.6937126076762
RAPSN	3.56978203408722
ACOT9	6.65118048246723
PDE4D	3.25498490189023
TRPC4	3.18889892937514
EPHB3	3.84547263123993
GEMIN4	5.55799719241608
RAMP3	4.08836722693394
CNTN5	3.32044966268254
DLEU2	3.64910747403947
TSPYL5	6.54620315579235
GRTP1	3.98308649943401
ITGB8	4.08946098788374
GAP43	3.43054762253637
FRS3	4.29002911530432
PDE3A	3.45809641559715
TNFRSF10C	3.61957812240609
JMJD5	3.98395455193729
OTOF	3.06479275222345
TEX14	3.10176861840057
XYLT2	5.19977402394809
HIPK3	3.38946132346324
XPOT	6.90347487810729
RRH	3.39973569936262
CDR2L	5.26806991623156
GAL3ST1	3.64441556152013
DHCR7	4.75757506076584
PDZD7	3.75239402065943
FGFR4	3.66038049725925
CRAT	5.06166437775456
C1orf217	3.3158387710264
SLC19A1	3.80000485598805
PPP1R14D	3.44491428013486
LIMS1	7.51387912470789
TMPRSS11D	3.71511050466148
TRIM14	5.11205271240596
PIK3CD	4.20763340402494
MFAP3L	3.39796337783826
DERL2	6.50030494120694
SLC7A11	5.13131926902052
FHL5	2.91729431205500
OR10H2	3.09838634882822
ACAN	3.50767900274564
BRWD2	7.16381579659413
PPM1E	3.12301830766493
DCUN1D2	5.05791506486068
TINAGL1	4.52556011674624
C3orf36	2.91760854317825
DOCK4	5.75417044935045
ENOPH1	7.78177751457809
FAM127A	8.17348439326745
SLC5A3	5.60005331503257
ARPC1A	7.737593744418
CHST2	5.52130221953341
SPATA2	4.63743370422865
PGLYRP4	3.46563004720324
RUFY1	7.20434770574324
NTS	3.12172068160608
FRMD4A	3.71810962684507
RPS4Y1	5.15300535248295
BCL11B	3.40760308688253
TNFRSF8	3.83055292366748
FOXE3	3.22806283286130
PTGIR	3.86346319353756
ART4	3.39089919577384
EVX1	4.08593028934745
PRM1	3.61993884973726
GLCE	4.43155001554814
GPR18	3.4529622197164
ACAA2	7.04326680701474
PIGK	5.34732304510349
HIST1H2AG	3.11564839614896
C16orf67	4.48932896649877
UQCC	6.33086833759831
PLS3	8.95396701155297
DAG1	5.68756929558490
WWOX	4.83170087669660
GTSE1	4.06704926312922
GP2	3.50638313277366
CHIT1	3.73490587057164
PLOD2	6.64456100886176
RPS24	11.8671232678549
KLF9	4.35112040458587
TTC27	6.48901897547339
PYROXD1	6.16809945497092
MIA	3.87290666968079
TSPAN2	3.25552510945724
MRPL9	6.35149558797242
PCSK2	3.22548827379953
PI3	3.56337423384331
RPL24	11.5905347412577
HIST1H2BE	3.78962119994422
CD86	3.79690979445409
CALM2	10.6169038248752
LFNG	3.35133530776259
GYG2	4.22311068774666
INTS12	6.03769038199956
RAB4B	4.37471449259211
CTSF	6.68393117747639
HUNK	3.35252801809101
GNA13	3.39772332680216
B4GALT4	5.06803002542214
TSPAN31	6.47487340055109
CHD1L	5.00852282942107
CNKSR2	3.47588714821334
C1orf156	5.33799775447282
IBSP	3.68821722137636
FUT8	6.76017232850002
TRMT11	5.36546675869993
AGA	5.5302019918893
GFRA2	4.08394200914842
WWP1	5.29593536790559
B9D2	4.35471776720006
CPZ	5.65097644809053
STAT1	5.48430651498294
PTTG1	6.42816820233315
TMEM62	4.15706593352628
COL8A1	3.00634166038667
RBPJL	3.74920113781611
CASP8AP2	4.39541698536815
SSBP2	6.2733605214223
MMP12	3.91418792996493
NME4	6.57043155919642
LOC55565	3.88945002458227
GABRA1	3.35442238743218
PEX11B	6.48697897069148
HABP2	3.6273547574444
REEP1	3.45877105405521
C9orf156	4.31950413121708
SMARCA1	5.19229100821082
WEE1	5.28014561325072
APOF	3.07962377726070
GCDH	4.51460402618741
SSR4	9.3298122113169
SPAST	4.24292650702619
RGS1	7.04717035253425
ACCN4	4.14264619673800
PLXND1	4.57061210465512
FLJ20489	5.50861327210404
MLCK	3.11227643253347
INTS5	5.18639749978302
BSG	7.01420457381278
PARP8	5.36012331056915
ZNF215	3.28946030621425
TEAD4	5.4269990856872
PDE7B	3.46757196935086
MS4A3	3.01108595075717
DTX4	6.69968533733142
EFEMP1	7.51559313367007
TNRC6B	5.66767084899563
TULP2	3.78558087823505
RERE	4.47121527013231
BNC1	3.12851327280636
FGFBP1	4.61515162446659
TIMM8A	4.59140192916865
PIGB	5.52349459710547
AJAP1	3.46253222725176
COMMD8	6.3948480968799
TRIP11	4.27074088072662
SLC25A42	2.86355469286514
SYP	3.66164155152363
PCDHB6	3.94919638691497
FLJ12716	5.58060372987341
FKBP8	4.20293672173607
KIAA1109	4.69156228673703
PTPRC	5.37333633699244
POT1	5.35568271017906
CCT7	7.91234062293805
MMP11	5.09213481506225
MYO1E	5.10144852591812
EEF1A2	4.34732074694884
MIPEP	5.10915633717495
ZFX	4.3253599480302
UCHL3	6.70016907144044
LRFN4	4.37879703330306
XCL1	3.04470628099987
CARHSP1	6.80536110137163
GREM2	3.67459422632721
CCDC102B	2.99964713444197
HDDC2	6.13681890165315
SHC2	5.12896787100013
SDS	3.91867710877067
CASQ1	3.50518534251641
LYPLA3	5.17844450644978
INPPL1	6.30061942435084
SLC25A40	3.9317424036033
IHH	4.70207077884569
CHGB	3.09300048151719
COL9A3	3.69948010630021
C2orf18	4.48596770947896
DDEF2	7.03801002776922
BUB3	6.6194198350325
C6orf211	6.15167157599693
FOXD2	3.19423053142995
GGH	5.46808131749952
GGT1	3.74502112206651
ADARB1	4.53276457157854
VPS35	9.3057174961458
CNN2	7.08248757518207
DBP	5.20883803853866
WNT1	3.52580573544121
COL5A3	4.07603854601227
RHOD	6.0481031720644
ASNA1	6.31029824500285
WDTC1	5.2297005864129
COL4A2	7.57331954365431
HEBP1	9.04568118439452
SLC1A6	3.90109199413108
LUM	9.75933039299711
C1S	9.63783299163716
TCF7L1	3.98023617348440
ZCCHC6	6.13549136258275
ME2	6.4214716199982
PAGE1	3.65763257859082
DTX2	3.74464457842394
KPNA4	3.1983470159151
H3F3A	9.70146183253165
GLO1	9.16891262396487
WDR61	6.91021359808154
CD302	5.32311909894583
SIRT7	5.39681680336891
D4S234E	7.12739189506689
RABIF	5.28599364738049
DYRK3	4.37860073397365
PKIG	7.43444078021752
PFAS	5.87237964234771
ALOXE3	3.69142160826644
RPLP0	12.131199301132
RBM34	5.79442102272163
MKNK2	8.91601856483786
ZNF528	4.38208372210917
U2AF2	5.02689064387696
SEC16A	7.06224793374453
EFNA5	3.25499441382883
ZNF44	5.04392508291446
FCGRT	6.48858892111355
NOL4	2.96697711435532
CCS	4.91521580477886
IGF2BP2	7.96661880576432
MFSD7	3.41589646883985
OR1D5	3.47653164246443
SIX6	3.70965106212589
CCR6	3.14771499536281
TSSC4	4.57446741534968
COL11A2	3.56187746181576
CHRNA6	4.22525554645602
PLD2	5.09257779407602
PALM	5.06324134696788
ORC1L	3.45197824529003
SASH1	5.02338296835987
PUM2	7.53967982814694
ZNF365	3.68117695421767
CDC14B	4.29830817792438
PHC1	5.52945664872839
KIAA0913	4.21474510236138
LDLRAP1	4.8044918641398
NAT8B	3.40546715238022
PPP3CB	6.55256309917833
ANGPTL4	4.00214457674549
HHEX	3.92353341631463
LSM14B	4.26890516855996
PLCH1	3.63151968600046
INSM1	3.38324588485926
TLN2	5.36184848906367
ZNF493	3.59408718870618
HDAC4	4.52566919285565
GLRA1	3.29078610089462
RPS6	11.4463485737285
SFXN1	5.33203805124107
FAM102A	5.79055422577278
KLHL1	3.64042202869006
SAPS2	5.10856433626197
CTNNBIP1	5.01520166246698
SCGB1A1	3.42660183331311
SCAND2	3.69282117953009
HMGN2	10.4734953184588
NEUROD2	3.14491802870886
YAF2	4.55118229895459
BRPF1	5.13645486155655
RICH2	5.36788048163626
TBCE	5.06096106205904
LIAS	6.02264465207442
MAPK1	4.85363889154649
MRM1	4.66939083388207
HDHD1A	7.28347246530201
CTA-246H3.1	5.25781999621648
ATP9A	7.22304777205519
HSD17B3	3.54687079782385
HN1L	5.19800267465848
SAG	3.41909916613023
C20orf10	3.27819789075222
CTRC	3.65237344557459
HNRNPA2B1	9.73398753227882
RNF216	4.183859779642
GADD45A	8.78819588061218
MSH4	3.18349954457097
HOXD12	3.32439661577235
TMEM70	5.93169137351275
PPP1R14B	6.58207397140683
SBF1	3.95588133292944
HIST1H2AM	3.21812285644702
GNG3	4.13959928231359
C1orf50	5.60410264680058
FTO	7.64799247740353
CALCB	3.54039957051492
PPP3R1	4.48830231043772
USP46	4.49423168009073
CCNJ	3.90712905850888
PSD	3.49903260753691
GNAZ	4.51343051486198
FAM57A	5.78240778900544
LILRB3	4.88930277338049
DHX8	5.12496942147244
SPI1	4.1452799397846
OXSM	6.60040818064961
GYS2	2.8510825656557
UBE3B	4.43377885656233
PLAT	8.40353050610172
NUPL2	5.35319044847462
SF3A1	6.7961944150888
COPE	6.2456285738264
EIF3A	8.29198678788701
IQCE	3.93061192574635
FBXW10	3.28600436760673
KIAA0182	5.67814490990077
YRDC	5.29134665827459
GPRC5D	3.38218572914262
LRRC23	4.3039136606966
BLVRA	5.71420065078968
SLC22A7	3.38870250682665
RASL12	3.76342585174555
DAZAP2	8.28192847096057
IKBKB	4.86104155216298
PPFIA2	3.68517192902855
ZNF271	5.5281450202918
CXorf6	5.2109016805562
FRG1	7.01744000432357
BTN2A2	4.69714224671187
THBS4	4.7665354798613
ARHGAP1	5.31606438184499
ENOX1	3.90054338102235
ZNF706	8.33627799338863
DOK1	4.47217394181517
FCHO1	4.89144859140763
PGAP1	4.00465236045773
HOXD10	3.19727009522516
CXCR3	3.71465942216508
FSCN1	6.10876579056362
KIF17	3.43008879989334
TRIM66	4.03413969969086
CHI3L2	3.5639269504461
SRPX2	5.01882551481412
C13orf24	5.67193059457826
CBR3	4.25488430209445
ZNF132	3.48898564440924
AQP3	4.11765689213362
BNIP1	4.36362093097315
ST6GALNAC4	4.80669101456417
KIAA0391	4.39879508912071
KRTAP5-8	4.65088991916389
SIRPA	4.07659984588189
LYVE1	3.59641522333453
IGFBP6	5.97579899908669
APOH	3.20349453000843
TSC22D2	3.99163921929128
PLCD1	5.29873971279672
NPHS2	3.41192056072269
ARHGEF15	3.41982558221518
M-RIP	6.96434756666466
POLDIP2	5.73712415345676
NDUFV1	7.92689397594345
SRD5A1	4.64043637167662
RAB3GAP2	5.86974914321258
CLEC7A	5.00356783630882
REXO4	4.79532478872169
HSPA14	5.76140788214238
TAAR5	3.74464088331420
ZNF142	4.65238931153175
MUT	7.53091005064255
C2orf43	3.8573146397773
SELPLG	4.52813392900939
BAZ2B	5.67305497130364
SLC38A3	3.98997313070585
BRD7	6.5682622055878
POU6F2	3.41389465198024
NISCH	7.74045409994083
TCEB1	6.68369039408022
OPCML	3.17536497713145
DTYMK	4.70824362522712
TAX1BP3	5.62286140879889
F13B	2.90997381395762
RPL34	10.5833242961324
AKAP12	7.64628853197758
MARK2	3.58923612494286
AMBN	3.39207747883895
C14orf32	6.40218664473413
FLJ21865	5.61882302278966
HSD3B2	3.21167638243639
HMG20A	4.48085724220261
WDR77	5.55586836196608
ATF2	4.97201681642497
C10orf137	5.40738356698974
ARL6IP5	8.6735896599285
QTRT1	5.70786451784197
CCNT1	4.22715716133194
AP1B1	5.01193971158732
CD74	10.0335303777322
DYNLL1	9.6605886460732
PLSCR1	6.96582531776319
LIPG	3.45825728105207
PHACTR2	5.03844816914874
SLC35E1	4.95697154754437
VENTX	3.55429210351824
FEZ1	4.58139104889365
APOD	3.90049611832025
LAD1	5.71189053327798
C16orf44	4.06787251818975
C1orf166	4.72279137895703
PAOX	4.26658139771239
MAPK8	3.38102746603227
NELF	5.45790748532377
RBBP8	8.75377231793863
DNAJC8	5.14643427569787
KCNJ12	3.5984417080849
WNT11	3.37943535056380
SRP54	6.47843118156014
GPR35	3.9265418584687
NRGN	4.00286839696149
IFNW1	3.85198879062278
ACVR1	6.5077429915612
SCN1B	3.71525685350834
RNASEH2B	4.61258316149953
STAR	4.45902505690919
C14orf65	3.19419776139922
TAAR2	2.99646693738315
VAMP5	4.50247383472421
TUBA1C	9.77714211853214
PIK3R2	4.18454562808592
ARD1A	5.87517873140484
SYTL2	3.31183837643648
UBXD2	7.17443809773674
EBF2	3.76438153645433
CAMSAP1L1	4.98281023089848
CYP3A43	3.04585845967332
CCDC91	5.31951570783914
AKR1B1	8.34236824563626
KAL1	5.01529968280867
GRID2	3.35742555407595
ZNF423	5.82240239321825
PSMB4	9.45058075108635
ARPP-21	3.24134793688147
XPNPEP3	5.02233275989248
CYBB	5.29282782580308
UXS1	6.53781108052604
SART1	6.31196362175818
C7orf16	3.13050662127658
SPTA1	3.46854860064041
SHB	5.14037343427262
CHST7	3.70524468184435
SEMA6D	3.76648462761925
IKZF4	3.5230733827894
NDUFA1	9.0222072728443
HSPE1	8.59400675031367
MAPK13	4.60448253441406
MYCN	4.38438247381796
KCNJ3	3.0725295950958
ZNF573	6.19810612059003
PCDHGA8	4.13669892093198
ERO1LB	3.41141051634023
NTF3	4.52635129895465
GTF2B	6.95600501059444
GSPT1	6.3567728554717
GUSB	8.37019450659028
EXTL3	4.37744316252049
