Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_C05_586182
Composite Element REF	Signal
ZSCAN16	6.14199281490166
ASCC1	6.26169581733244
OTUD3	3.75142361672618
YME1L1	9.14709341521107
HNRNPR	9.10834897395221
SERPING1	9.25010219636236
TPCN1	7.09754528742962
STARD13	5.1312374595397
PCBP4	5.78692146718271
ADI1	9.2994313536035
ASIP	3.01688699117544
CDH10	3.65220383306097
WBSCR22	8.10973821336614
SCP2	9.01385218495716
KL	3.13222812560868
SLC35D2	6.512775057623
MAFK	3.30140785806386
SON	8.47820662331788
SBNO2	5.02484781851652
RACGAP1	8.23205694939317
SC4MOL	8.34396600218226
SLC6A6	3.36494429434495
OBP2A	4.18499849377813
PSMD3	5.91467399701802
ERLIN2	5.86977737777509
PPP1R9A	7.20921818575109
RAB35	5.00159030665294
PDZRN3	3.57902653526789
AVEN	6.05601499385233
FLJ21075	3.86221149004999
BCAM	5.80910749051096
C14orf132	3.38259170635712
PCK2	7.22488210391646
FKRP	3.06703054732612
HLA-DRA	11.0070019369197
GUCY2C	3.12476438113502
RP11-125A7.3	4.82388507835718
BARX2	3.40977275993111
DAO	3.20343583136472
EDNRA	5.20557283380803
NIPBL	7.14723132570584
ZNF331	6.51214860620787
PPP2R5A	6.65094238479069
HMGN4	8.82690628805346
DDX39	8.762607202964
EFHC1	4.05293067291398
EIF3M	9.45175217195356
SLC17A3	3.00172773464798
ZNF24	5.68595221577803
ASCIZ	7.46006187553933
FNDC8	3.45500996121891
ESRRA	6.00955785023262
PTMS	3.97925509369557
PHF7	3.64048006174158
PIP4K2B	4.81681892540381
IRF3	7.57750662332583
GPR19	3.80453755397166
HHLA2	3.37874081823243
GMFG	5.65978569858783
BDH2	7.8321954474316
APOBEC2	3.82018149497165
PRSS21	4.00765609495344
PENK	3.24279410495508
PHF16	5.92048406883836
ZMAT5	4.05351677727697
SMAD9	2.96744264179728
SLAMF1	3.34904819638006
RGL1	9.35065381698875
DLGAP4	4.23936996113737
MBD5	5.36990693694767
PHLDA1	4.64823303762084
BACE2	9.41338556342518
APPBP2	5.80338935527191
LIF	5.33272443022458
OXTR	4.8645346383194
ACTC1	3.72193797237607
USP19	3.81771277353362
SUV39H2	3.35407258818871
ERO1L	6.65951689757512
ZNF395	7.18328160335556
CNTFR	3.45309413613956
HIST1H2BL	2.89222242905559
WNT3	3.58967754566596
ZNF549	3.66702998318511
ZNF467	4.63181184561316
SLC25A21	2.98507216121351
IL5	2.86968260157461
CLSTN2	3.55839361913202
LSM12	6.38870211273718
KRT37	3.11557585271306
NACAD	3.75866586272589
NAG18	2.87757078741321
PTGES	6.22065567834371
GDAP1L1	3.15322188388208
MFAP5	2.89265685301400
OPRK1	3.11637125013283
C12orf4	4.16919958736748
NTAN1	7.38803213635563
CST3	8.64934072111156
WDR6	5.46271568594067
NUP88	7.53169045328846
CD300A	4.48444235748811
FCGBP	4.94556475081253
CNIH	8.80423335454136
VASH1	4.04263043847178
DHX16	6.63298155629834
SLC35A5	6.68463691555965
CLEC3B	3.53741014173943
ARL2BP	6.30464947354303
C10orf79	3.11831695004115
ZNF79	4.07811969078965
CRP	3.26519910314109
OCRL	5.38201153424888
GLA	6.76816463341793
NEBL	3.52263612319741
HSPA8	10.7626263620998
DIDO1	6.84707063556465
PLA2R1	2.90448900413605
NGDN	6.79504213150015
CBFA2T2	4.0382374893292
SAC3D1	6.5453424190933
PNOC	7.18963863601076
PIGP	8.4529760400978
AGGF1	5.44058913783245
PRRG1	4.6788138409383
DPF2	6.91919949949736
MYH13	2.94311734215714
TMED9	7.53145392567798
TRPV5	3.75888866030745
UGT2B4	2.7924307821153
PJA2	8.2971876262942
COLEC11	3.89175756451514
SCYE1	8.03412307148998
MED12	5.59915135029925
CARS	8.36691753077876
MYH1	3.31765798787893
CYP7A1	2.71958006439839
PHF1	6.12662287384378
LOC644096	5.88318844024913
FRYL	7.01639617167928
RHOBTB2	3.32694126814011
MMP27	2.95499373440434
ZNF432	5.61850951348683
SRD5A2	3.72827585025025
UTP14C	6.86379806417249
RABEP2	5.14461374786389
VWA1	5.00626392063258
FUBP1	5.37446894950443
IGLL1	3.53150461343054
KIAA0586	4.37329703660524
IL27RA	3.58513263885775
STON1	6.86942242913646
IL5RA	3.36716622910289
PERP	7.74630795602937
SMPD2	4.04833004587364
TNFSF12	3.87407781995971
FN1	6.75847363150708
MTR	7.23733237187211
CSRP3	3.362674660155
MMP20	2.88967272971618
PHLPPL	6.47879467208067
CBX6	5.52167531458109
DHFR	6.99440721854075
PRG3	3.29742470905168
ALPP	3.31497551503508
ASH1L	4.98048303889267
CHRNA2	3.87723844338214
PPP1R12A	6.58446687625263
RBM38	7.45493317629267
ZNF7	6.34183951860799
RDH8	3.00280557496905
GPR132	3.60787423378018
DGKD	4.95594809358811
TPMT	5.51760463673777
ATP1A1	9.10138215834763
SERTAD2	7.27604273894282
C5orf4	4.64046053377001
ZNF672	4.99741803716212
PLXNB3	3.39840343293376
FAIM3	4.29242077917628
UBQLN2	8.03706797526847
NR1I3	3.11566934893509
ACVR2A	6.29892439712484
YWHAZ	9.90167851040847
LILRP2	3.35791706501033
GNAO1	3.22604904835809
OPA1	5.97797249243683
RPS6KA6	3.59442575554577
RPL10	12.7496483010861
MMP23B	3.27859535859741
PFKL	6.58171307282996
TMEM140	6.79548878777254
AURKB	4.98505139537861
IFI16	10.2502428943995
CSTA	6.05560383397988
PRPF39	6.17902614324224
DISC1	3.67698490932988
USP4	7.91973433783937
OSBPL10	6.36421201850715
CAPN6	2.97531919063922
CLTCL1	3.7315670143589
NUAK1	3.5354758008291
ALG6	7.0633634798536
NPPA	3.98614384588730
LAMB3	7.59067498814315
PPL	5.57351486763385
LRTM1	3.10202999328364
RRAD	3.30699382654377
TIPIN	5.40327057289203
CARD14	3.77276590536479
RBM9	6.04431690229341
LCN1	3.33009817080724
RALGPS1	5.44565799754925
NCOA3	6.70888401775155
CCDC6	8.00092754816443
RASSF4	4.35609312282298
MTHFD1	7.77344500231046
FCMD	5.5151338648893
IGHD	3.54028817291654
PLA2G6	4.24753483266721
TPT1	11.7499682175606
S100A3	3.59147657772807
SEC63	6.29582399408754
C10orf59	2.92444003311370
TOR1AIP1	5.85283502688055
PAFAH1B3	6.15068472578382
CEBPD	8.5781233050869
ZNF107	5.80158709921099
ALDH6A1	6.57581896493784
G6PC2	3.33338604992332
SNTG2	2.76007860127173
GRWD1	4.44570055265845
FLJ22222	5.60688488930634
BCKDK	6.25732669200972
CTSB	9.59098866696257
PFKFB1	3.2268450532549
ZFP36	7.28449767703704
SVEP1	3.38317441446539
PXN	4.48781280761068
TNF	5.49839480221647
SIRT2	5.64016140282192
C5orf21	5.99743311252139
VIL2	6.74881657500802
DIXDC1	4.85489168059235
GANAB	7.75169717697351
PDSS1	5.62750905961807
GRM6	3.06564950500536
NGFR	3.13022725625043
ATP8B4	2.94742478754505
MEIS1	9.49791394918222
BMP8A	3.66294777814753
NGFRAP1	9.60360891494767
EDAR	3.37869862242264
NEDD4L	6.5069024434512
CRYBB3	3.48835392417697
C6orf60	3.34491405786034
IL1A	3.91220939783091
GNRH1	3.2335380552558
PDGFD	3.98560059021872
CACNA1H	3.56302678671548
TXNDC3	3.0624569481915
ERCC1	5.0583328340566
CAV3	3.36649391150706
HARS	6.42045050367204
AQP8	3.54275240115734
CREBBP	5.25530582311978
ITGB1	5.23729648125011
SPACA1	3.22738062097411
ZNF254	4.32340006554761
PARK7	10.4544128884080
PAX1	3.13957664460438
PSMC4	6.85737273626724
KCNH4	3.77554146251204
TUBA1A	7.78918864655759
PRMT8	3.44723258417840
SELP	3.42354323163405
PSMD8	8.49040900369485
SOX10	4.05278924952643
HTR1E	3.42639299206578
RABGEF1	6.79834384110735
EPS8L3	3.79426880284254
MAP1LC3B	8.03079879200182
AGXT2L1	3.17225123503405
CYB5R4	5.54562817087367
MEMO1	7.9178836554694
LRBA	6.40157836726899
TRAPPC2	6.54887763251684
FLJ14107	3.51580870013452
FNTB	4.2362824211102
MYST3	5.87107199755365
KRT8	7.90747668514226
AURKAIP1	7.9799038147752
LMAN2L	6.6169936498448
C1GALT1C1	7.09839903973277
DSE	7.66993736741647
FHIT	4.8179762934754
OSBPL3	7.6133126405565
PPOX	6.11857455217455
SLC39A9	3.58193208159016
EPB49	4.91927234446742
LOC137886	6.72672747918727
C7orf49	7.62770196978449
RHCE	3.11755385464849
CST8	3.42442415062784
ATG7	6.12191035034654
SPP1	11.7994173050133
GLI1	3.29609029630134
HYPK	7.25886416849212
SFTPD	3.72332753577467
MCFD2	7.69734282561385
ZNF157	3.01379852709746
EPS15	7.84261851250576
SFRS2B	7.45864741481024
BTNL3	4.02410467031767
GPR23	3.29275243466267
TRPA1	2.99729630863283
ASPSCR1	4.55881714039363
GNS	7.43168403186674
FDFT1	8.9607414585249
ENO2	5.02553905071992
CBX1	6.65910831993547
PTGS2	4.00747354916425
BMP7	3.84633101929619
CCDC90B	8.22405026566857
LRP5	5.9516448065595
UBE2D3	9.58858163191735
ARFGEF2	5.22963707740514
ARR3	3.78015976385436
MAP1A	3.36191848108624
NEFL	3.06506551519130
CD2	4.7335383839313
FLJ23861	3.69954121270899
NAV2	8.76655438471095
ENTPD2	3.32235358600787
COX7B	10.1748386911723
ATP6V1A	8.14779758340971
TRGV3	3.12497304884685
ANKRD17	7.56250144141881
ADH1C	3.25398969312267
ATXN7	5.59263256651886
IL21R	3.59632615549159
CHN2	3.61907263903351
HAS2	3.05004840410909
C6orf48	10.1894401712149
TGIF2	5.91939765467378
KIAA0241	5.29432710847621
IGF2AS	3.49030249327359
CYP2C9	3.49508537601059
DNMT3A	5.03471233187242
CNOT7	8.1377433727049
FCAR	3.14352070110514
SFRS10	7.45169483070334
MARCH3	5.70247307743135
RUNX1T1	3.08479719843668
CTSK	6.97511509686144
LRRC61	5.50533353045256
HNF4G	3.33900752605602
LRCH4	5.33278369619692
PSIP1	7.46875987878579
AP2B1	5.76292405629515
C7orf28A	4.07273843357337
SMCHD1	5.49421458636676
EIF2C3	6.180040255813
S100B	3.4813407332192
BMP2	3.55780711658058
POP7	8.33159436057293
UGT2A3	2.57812157708705
ESR1	4.60717609616097
ZFPL1	4.27149081201849
ARHGAP12	6.26519438070157
PGGT1B	4.66112525511557
LRRC19	2.80071459715157
ZNF767	6.72053840650918
DEPDC6	8.72245839467513
SLCO1B1	3.1694814473353
SST	4.36009343019161
NACA	11.9655755789389
KCNN3	3.86937008776736
GLOD4	7.98168860299195
SCCPDH	5.60363121177752
PRF1	4.14968479745942
LST1	5.20559863520788
CDK4	9.50318106933599
TCF15	3.56562915032842
PARC	4.90628655782901
PRMT1	8.70484146728407
ITIH3	3.28871585881565
PPM2C	6.47191170361175
TEX10	7.50223732473256
EDA2R	3.47699421998166
LOC283345	4.32875709150507
NARFL	4.72982484274398
DENND2A	3.45487470659829
C1orf103	6.93178261332187
DMXL1	6.86604081751904
KCNAB1	3.45214746276852
FLJ20254	6.63986353432643
RBM3	7.9676990927423
GPR1	4.86853952634358
DMTF1	7.98028412028363
HTR5A	3.08569158753389
MXRA5	6.87492545642219
GRM1	3.40970401580198
SCFD1	6.43817761987051
RAPSN	3.35172445180235
ACOT9	7.95160345706703
PDE4D	3.14733009133694
TRPC4	3.24067794764645
EPHB3	3.58335230349017
GEMIN4	6.00167740316407
RAMP3	3.77665762077485
CNTN5	3.27091122430976
DLEU2	3.89526111558985
TSPYL5	4.47662323049975
GRTP1	4.35149275727373
ITGB8	5.69279936821629
GAP43	3.24645864962214
FRS3	3.64856176765091
PDE3A	3.43641647014257
TNFRSF10C	3.03992189977658
JMJD5	3.75044591470033
OTOF	2.67016954095841
TEX14	3.20848964348846
XYLT2	4.59610886603649
HIPK3	3.71613453027398
XPOT	9.23995638630693
RRH	2.94772423248523
CDR2L	6.13513607040502
GAL3ST1	3.34261958419232
DHCR7	5.74619691877173
PDZD7	3.62779490921438
FGFR4	3.24667493614604
CRAT	6.64514913989988
C1orf217	4.71606595646308
SLC19A1	3.81217906857467
PPP1R14D	3.37374361715262
LIMS1	7.97134497774984
TMPRSS11D	3.48705051039700
TRIM14	6.79087026941727
PIK3CD	4.09813764882814
MFAP3L	3.30451704656823
DERL2	7.9484078718356
SLC7A11	5.11242518880526
FHL5	2.84774536955592
OR10H2	3.15302082008927
ACAN	3.66950707743797
BRWD2	7.28739210515167
PPM1E	3.03357759384199
DCUN1D2	4.4436079312283
TINAGL1	3.99390057256345
C3orf36	2.888127660614
DOCK4	5.81105860128537
ENOPH1	8.54914399669616
FAM127A	8.44209166540459
SLC5A3	7.82672245354216
ARPC1A	9.67642296087798
CHST2	4.87977271458387
SPATA2	5.48517150861856
PGLYRP4	3.67971847293368
RUFY1	6.93792629281087
NTS	7.98404845817157
FRMD4A	4.23487662047986
RPS4Y1	5.14642541883913
BCL11B	3.26229589532542
TNFRSF8	3.92105839601503
FOXE3	3.32405099949903
PTGIR	4.05413163253252
ART4	3.20328899961663
EVX1	3.86001024357482
PRM1	3.26261204061455
GLCE	6.29742470905168
GPR18	3.46408265441625
ACAA2	6.78100054402877
PIGK	6.57613277547924
HIST1H2AG	7.4332641283501
C16orf67	5.14829673681771
UQCC	5.61950648105029
PLS3	5.03555172554793
DAG1	6.04848288282003
WWOX	5.41679250323802
GTSE1	5.10253818459578
GP2	3.38931229700154
CHIT1	3.31034734386540
PLOD2	8.88387967495669
RPS24	12.3583756754060
KLF9	5.88543171830675
TTC27	6.29556871247247
PYROXD1	6.26309924183625
MIA	3.91243245513715
TSPAN2	3.4692255756787
MRPL9	6.34909234852114
PCSK2	3.16679350842257
PI3	10.4603605261533
RPL24	11.8063584544936
HIST1H2BE	5.81829311710979
CD86	4.50241568211459
CALM2	11.5079475190052
LFNG	3.23053225234206
GYG2	3.93291334567166
INTS12	7.48756198342213
RAB4B	5.34176243879946
CTSF	6.45059585276728
HUNK	3.35248262394354
GNA13	3.56937678711189
B4GALT4	5.63637791237599
TSPAN31	7.29631943655415
CHD1L	5.24450465836064
CNKSR2	3.34328318964423
C1orf156	5.79051872991609
IBSP	3.44455213488917
FUT8	8.61861704846959
TRMT11	6.10750603987293
AGA	4.61540221347647
GFRA2	3.61034361689219
WWP1	7.0559220174462
B9D2	3.6832274503188
CPZ	3.58467308221918
STAT1	7.54280304767094
PTTG1	8.64810925069392
TMEM62	4.77862872248065
COL8A1	2.98182140871084
RBPJL	3.29743184612209
CASP8AP2	5.62766045119428
SSBP2	8.24116839165879
MMP12	10.5926138626640
NME4	7.23395664569312
LOC55565	4.2212245305143
GABRA1	3.18350499646557
PEX11B	8.26539914865427
HABP2	3.52630616164155
REEP1	3.3196947202054
C9orf156	4.68390430679959
SMARCA1	3.68201675488069
WEE1	6.59997786080212
APOF	2.89004222000058
GCDH	5.03486896847434
SSR4	11.2846887113351
SPAST	5.13496708410099
RGS1	7.91762265511161
ACCN4	3.86076210701492
PLXND1	5.1564556224919
FLJ20489	4.91072854163182
MLCK	3.10636820768784
INTS5	5.99131674438227
BSG	8.09763851289132
PARP8	6.9160210257662
ZNF215	3.07786323553835
TEAD4	4.99726460411696
PDE7B	3.30886129410766
MS4A3	2.92268710734502
DTX4	7.79071499018823
EFEMP1	3.16302709105337
TNRC6B	5.3311097934308
TULP2	3.61492345181235
RERE	4.85842186755279
BNC1	2.90751610993852
FGFBP1	3.53178027127112
TIMM8A	5.54662120416199
PIGB	4.42409668898984
AJAP1	3.2605836364142
COMMD8	7.15013153429017
TRIP11	4.62662454853895
SLC25A42	2.79986853623686
SYP	3.49827694777621
PCDHB6	3.60538298200766
FLJ12716	5.18099069967217
FKBP8	4.23665890917784
KIAA1109	4.92182577699012
PTPRC	6.48483063670109
POT1	7.44954137568655
CCT7	7.97300300439296
MMP11	3.53237816185877
MYO1E	4.86607469177191
EEF1A2	4.3018478144049
MIPEP	4.14637041186737
ZFX	4.8734136965679
UCHL3	7.88069360667173
LRFN4	5.40867997489926
XCL1	2.98954227587669
CARHSP1	7.2601218653776
GREM2	3.24531158626416
CCDC102B	3.94850296198462
HDDC2	5.98359269493278
SHC2	3.66978094266593
SDS	4.48870830499798
CASQ1	3.21985019557533
LYPLA3	5.52802289222456
INPPL1	6.69873550162628
SLC25A40	4.91141823040712
IHH	4.44968405717601
CHGB	3.05177251636113
COL9A3	3.57510525333206
C2orf18	4.90867499258819
DDEF2	7.80427826467614
BUB3	7.39057151269932
C6orf211	7.5940077757605
FOXD2	3.28742592542754
GGH	8.38332565851581
GGT1	3.34207819562664
ADARB1	4.1679786800277
VPS35	9.86204856390292
CNN2	6.58985124232032
DBP	3.88398684960149
WNT1	3.51312553953843
COL5A3	4.06874827006355
RHOD	5.52287972653591
ASNA1	7.57281261813551
WDTC1	5.32490953021652
COL4A2	7.66982537464099
HEBP1	8.00287629242823
SLC1A6	3.91331858673366
LUM	6.34263816495931
C1S	9.72574942620687
TCF7L1	3.49824029892692
ZCCHC6	6.93356495935029
ME2	7.35023713191296
PAGE1	3.50524544346513
DTX2	5.24100454078148
KPNA4	4.95006325602374
H3F3A	10.3227873394568
GLO1	9.38005369486246
WDR61	7.97959204991144
CD302	5.68615179104765
SIRT7	6.35906130641941
D4S234E	6.85135826773932
RABIF	6.37703334996488
DYRK3	5.84143861777952
PKIG	6.86886446275152
PFAS	5.58960668970963
ALOXE3	3.50469971740983
RPLP0	12.5839445776798
RBM34	6.76490063851107
MKNK2	9.8906089405476
ZNF528	3.48009125992636
U2AF2	5.07637036081761
SEC16A	6.6943284466465
EFNA5	3.16898161664715
ZNF44	5.24459611351486
FCGRT	4.94177255760941
NOL4	3.20288427606962
CCS	5.81276281688054
IGF2BP2	8.22435517659857
MFSD7	3.39600002672894
OR1D5	3.26997472744598
SIX6	2.95595208317108
CCR6	2.88763823567954
TSSC4	4.83004618042693
COL11A2	3.57759340334401
CHRNA6	4.12907214097651
PLD2	5.25181682238681
PALM	4.36569168188892
ORC1L	4.2787052349523
SASH1	5.58174111148393
PUM2	8.556138702298
ZNF365	3.30370941062222
CDC14B	3.99334182968444
PHC1	4.41732382985313
KIAA0913	4.27909434261545
LDLRAP1	5.38898083847249
NAT8B	3.29104546306515
PPP3CB	6.71499190615932
ANGPTL4	5.91794136595084
HHEX	3.77539115606386
LSM14B	4.93342538478334
PLCH1	3.75973664327374
INSM1	2.95163538075798
TLN2	4.68035791373005
ZNF493	4.01025063942829
HDAC4	4.21352551706554
GLRA1	3.30010701858393
RPS6	11.6547856926141
SFXN1	5.57171850872445
FAM102A	6.8506360109946
KLHL1	3.24477842585685
SAPS2	4.99591134362869
CTNNBIP1	6.60018186179806
SCGB1A1	3.14660347787287
SCAND2	3.51316976555938
HMGN2	11.4405646801623
NEUROD2	3.11115923633039
YAF2	5.68962032971536
BRPF1	5.78588564427517
RICH2	4.31277634373479
TBCE	5.80270133803308
LIAS	5.94956136355848
MAPK1	5.70410617045369
MRM1	4.21475814365373
HDHD1A	7.48920448798748
CTA-246H3.1	4.09041500670924
ATP9A	8.11660889555098
HSD17B3	3.57874835963669
HN1L	6.65713654841085
SAG	3.19088324421610
C20orf10	3.2922835733897
CTRC	3.74079129319968
HNRNPA2B1	10.1185065915028
RNF216	4.4282916695644
GADD45A	8.59771148772405
MSH4	3.08587827419143
HOXD12	2.99020508949408
TMEM70	6.71659247787859
PPP1R14B	7.5745995323954
SBF1	3.95564520770077
HIST1H2AM	5.51081220815527
GNG3	3.76208636221666
C1orf50	6.29435235212074
FTO	7.28750596358869
CALCB	3.17876710983944
PPP3R1	6.6890771498487
USP46	5.61553579825284
CCNJ	4.05206599954158
PSD	3.42476447815941
GNAZ	3.8906633926357
FAM57A	6.77463858460036
LILRB3	4.55142558932317
DHX8	5.36526543271814
SPI1	4.23280603456410
OXSM	7.35458582223645
GYS2	2.83226422368099
UBE3B	5.54576684319424
PLAT	7.14135488614238
NUPL2	6.80958347095384
SF3A1	6.29656338330186
COPE	7.4464866493062
EIF3A	7.83190900545789
IQCE	4.49402996124122
FBXW10	2.59819372229552
KIAA0182	7.2600922817227
YRDC	6.7561873600359
GPRC5D	3.36916119787282
LRRC23	3.58040867324777
BLVRA	6.11876241746744
SLC22A7	3.28749370451043
RASL12	3.42915896544838
DAZAP2	9.2080059775426
IKBKB	5.65246885752792
PPFIA2	3.32949238947537
ZNF271	6.6286190811621
CXorf6	6.9148827174349
FRG1	7.02634901023762
BTN2A2	5.039682154961
THBS4	4.71330354459681
ARHGAP1	5.55276172242714
ENOX1	3.02902278459238
ZNF706	9.8027083381413
DOK1	4.34257631855933
FCHO1	4.72262724138079
PGAP1	4.26061435847165
HOXD10	3.00651150888669
CXCR3	3.39563401932387
FSCN1	4.9249513739741
KIF17	3.23943202336474
TRIM66	4.62864488804433
CHI3L2	10.2337653552794
SRPX2	3.24240278654184
C13orf24	4.81738908839796
CBR3	6.87721915571612
ZNF132	3.06522595924833
AQP3	4.74274784590958
BNIP1	4.25716970274141
ST6GALNAC4	5.64449235778337
KIAA0391	4.77595402145023
KRTAP5-8	4.6092846033423
SIRPA	5.01252002823195
LYVE1	3.47982885384977
IGFBP6	3.53331262027873
APOH	3.11877857337385
TSC22D2	4.05608463951234
PLCD1	5.12575492941623
NPHS2	3.45668929904693
ARHGEF15	3.36443860688946
M-RIP	6.43630488111264
POLDIP2	6.05150884489053
NDUFV1	8.7488860658707
SRD5A1	8.14438440587985
RAB3GAP2	6.69056382244303
CLEC7A	5.86601109433006
REXO4	4.69835855063096
HSPA14	8.30019292104577
TAAR5	3.82854715587833
ZNF142	5.18420054978224
MUT	7.14154479764996
C2orf43	5.53668736482899
SELPLG	4.74035671505973
BAZ2B	6.82993550313517
SLC38A3	3.49991861585787
BRD7	7.86936980534475
POU6F2	3.05825619428146
NISCH	8.3729581591255
TCEB1	7.94969698166488
OPCML	3.22400226319542
DTYMK	5.53395287583327
TAX1BP3	5.55796903893987
F13B	2.99282409330605
RPL34	10.6426031718191
AKAP12	4.7971678380456
MARK2	4.34853704036017
AMBN	3.36711449271513
C14orf32	6.44543623607342
FLJ21865	6.27400412824943
HSD3B2	3.17931186162912
HMG20A	6.33978029089924
WDR77	6.56498327171302
ATF2	5.9547800900023
C10orf137	5.83874719428855
ARL6IP5	9.47744232022395
QTRT1	5.20642269496844
CCNT1	5.66507834381975
AP1B1	5.15004535988276
CD74	10.1514555859883
DYNLL1	10.4132517736029
PLSCR1	9.68192445647878
LIPG	4.330893086629
PHACTR2	5.77700713395465
SLC35E1	6.7922696129407
VENTX	3.47485100223098
FEZ1	4.00880028647405
APOD	3.4190442424841
LAD1	5.63237679349239
C16orf44	4.91801946257951
C1orf166	5.24602597927405
PAOX	5.03409065434533
MAPK8	3.71830260793311
NELF	4.85545136910249
RBBP8	9.24711045504571
DNAJC8	5.25555968507542
KCNJ12	3.05283235777225
WNT11	3.3664605608798
SRP54	7.0500548827245
GPR35	3.54887481109728
NRGN	4.33245592760235
IFNW1	3.61790974694252
ACVR1	6.25426123422133
SCN1B	3.85084771973717
RNASEH2B	5.3048183664414
STAR	3.14014404141809
C14orf65	3.36609098432528
TAAR2	3.16632600223634
VAMP5	5.52103881431922
TUBA1C	11.0218131285083
PIK3R2	4.22607713282824
ARD1A	7.39649464275852
SYTL2	3.1325296955131
UBXD2	8.55361921704806
EBF2	3.54391752916397
CAMSAP1L1	6.21857846007482
CYP3A43	3.08896142764274
CCDC91	5.92365781298785
AKR1B1	6.09201154398016
KAL1	3.36711302593482
GRID2	3.11200274456552
ZNF423	6.90848571246237
PSMB4	10.3543189364116
ARPP-21	3.08775983483332
XPNPEP3	5.49670508149975
CYBB	5.87132529178863
UXS1	7.66119659940338
SART1	6.195628577092
C7orf16	3.12756460467113
SPTA1	3.25916712742685
SHB	5.2885284548541
CHST7	3.90036906334211
SEMA6D	4.07496998845432
IKZF4	3.71770978322986
NDUFA1	9.90779352001794
HSPE1	10.1317422175598
MAPK13	7.00695469875265
MYCN	4.60273737092192
KCNJ3	3.04348209378274
ZNF573	5.84058739699892
PCDHGA8	4.07048786239572
ERO1LB	3.85667817814354
NTF3	3.55262254831918
GTF2B	8.01000027620056
GSPT1	8.77365627433194
GUSB	8.29249548554046
EXTL3	4.15203195184523
PMPCB	9.19549761947467
COPS3	7.66511511184216
LIG1	5.15665204246285
NID2	5.39312096397574
LSM8	8.3307034243774
TMEM97	7.183992252054
SUZ12	7.54798531867642
EXTL2	6.36746780997842
PDE6B	4.29967812815715
MRPS16	7.49493967071122
KRT18	10.7239723061966
C10orf118	3.89676937938858
ZDHHC13	8.23578125781966
JMJD2C	5.50428789268575
OR2F1	3.66703334094622
ZNF415	5.97063465115653
CDK5RAP3	7.34225660092201
YTHDF2	8.15212744874024
GGCX	4.97285974573846
FZD8	2.98961148113508
TCEA1	9.37127454312159
ARPC4	6.47601710874741
SUSD4	4.7218448562010
C22orf24	3.13981221551693
EGLN2	5.13714265902021
KBTBD4	5.90737811843787
TNFRSF14	4.7976172997406
ROBO3	6.26468498200039
TRIM28	8.05651931126123
FGF5	3.37531656616539
RTCD1	8.08661376601283
MZF1	4.85253246203355
CNIH4	9.10206764915874
ZFP2	3.15688792709945
CSPG5	5.06022490833432
FKBP15	5.49144651791976
BZW2	8.98535016870792
PTPRN	3.18649346916113
HTATSF1	6.40582898637726
WFDC2	12.7287973125350
TST	8.23464730298461
NDUFA7	8.3706767656662
TTC22	3.10798422044765
RNF24	6.28400620872733
SFRS4	8.22903382245818
CD70	3.80526721354281
DCPS	5.44545341243974
PDXDC1	9.34951125405062
SRC	3.87383889839163
NTNG1	3.17689947803767
SETD1B	7.39509568902636
TINP1	9.78478648806732
ZNF606	6.25841349279829
SSR1	7.76345178796185
NFS1	5.24763768451465
CRMP1	4.14231323180886
NUP107	8.43590840335227
OSBPL9	8.8268052595389
MYOZ3	4.33490665201208
PDE4B	3.95939027908719
ADAM18	3.49894839444271
FBXL7	4.22338191579147
IDH3G	7.25372776544637
CCDC87	3.57924468599367
ARFGAP3	6.85747819630273
MAPRE2	4.05580636761141
CSNK1G1	3.53812438449026
IL1RN	4.34523724861926
MAFB	7.05521788237331
RAC3	3.37406904003177
C1orf54	6.43806807114836
TMEM14B	8.8845572575237
ADIPOR1	7.7678263039918
GRINA	5.6515866035033
CLIP4	4.09593893485895
TFPI	3.71695747576165
DPEP1	3.11633713893297
C14orf118	4.6189303104334
FABP6	3.70213420698606
TMEM87A	7.6746548875005
BBS5	6.37426131293428
SMTN	3.75954465627433
CYP17A1	3.91941447705859
SCG3	2.77802126660838
GFER	4.46326317765163
CD209	3.81841434617236
NRIP2	2.97285264815087
CYB5R2	9.13104194592477
RIC8B	6.22772374998842
CSGlcA-T	7.71737949408245
DNTTIP2	7.65030423382193
TNNI1	3.28490018913303
GABRB3	2.95625517056121
PCBD1	8.02551150917055
KTELC1	7.04559570460129
HOXD3	6.50134933780703
GPR85	3.29900058475476
P11	3.65973333585428
SP3	9.5318665150647
GOSR2	4.50679665965386
DDX1	8.31578750976131
BFSP1	3.25420081606101
FLRT3	3.06033245242292
RNPS1	8.35379161107051
LCP2	5.53512180601934
TAS2R8	3.03246752244598
SEZ6L	3.49715624090611
NR2C1	5.42638224206583
EXDL2	5.4625218680041
SLC25A10	4.02239913998966
ADAMTS3	2.88540444016019
PCYOX1L	5.48782016609712
TNFRSF13B	4.0799559075674
VPS54	6.63680304280682
MKI67	6.08440438041792
C7orf54	5.80298003440701
GLS	5.14187014620868
PCDHB12	3.92935820098508
LGALS13	3.18128528146094
IL4R	6.84574347428326
SEC11A	9.77941959600538
C4orf6	3.19941849015044
SPP2	3.70851591887305
CCL5	7.68953886043977
PEX5	4.87559816424985
CLSPN	4.06176736568412
LOC51336	3.66300914822656
