Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_C05_586182
Composite Element REF	Signal
CCR3	2.95510879471351
AGTPBP1	6.03400448502569
TMEM8	6.48481097328286
PCSK6	3.47537188973105
STAT5A	5.73410757795604
FAM18B	7.84758624909014
PTPN2	8.16681648908745
SF3A3	6.348279030243
EFCBP2	3.69730782442958
HCFC1	5.56113094093314
NFYA	3.97255925064373
PBLD	5.04180217145563
PIGF	6.8775599289308
AHNAK	6.98974451220721
ACTR5	3.64314783262259
KIF14	5.82126103054483
PTGER1	3.98761549569159
NOS2A	3.29026836174108
TENC1	6.12214724319110
YIPF2	5.22350918828926
ETV2	3.21452160371228
KIAA1012	8.38961702982276
C17orf53	3.88658633043889
AHR	7.62335239268001
PTPRH	3.62541031647938
ATP10A	4.34993894408536
ATP6V1C1	6.30512978484728
DPH4	6.17167510507507
TAS2R3	3.17677030861407
C5orf5	5.96268599889181
KCNA4	3.64807303442513
COQ10B	8.28220201736366
NMNAT2	4.66695784359125
PSMF1	7.36715996216499
SORBS2	3.19119268454892
NFE2L2	10.4726146178105
SH3PXD2A	3.57084588845311
NRF1	4.2579782091408
SPINK5	4.04314763447884
SH2D2A	4.71319927421729
PRDM12	3.22431852002517
RBBP6	6.63815094965399
OPA3	3.54311302697863
PAQR4	6.29103000104494
IFI27	11.8944979730987
SKAP2	4.94979537027586
TJP3	6.14295276190362
C9orf61	3.43923497835732
MT1G	10.8201111661745
HS1BP3	5.78270832754057
IDS	5.42137517860146
PARG	5.79568576017625
OR2B2	3.17221658825055
DYRK4	4.98868572679286
MICALL1	4.88208821410267
GALR2	3.03021483582244
CHRM4	3.53042919909846
RIC3	3.33917258043387
GPBP1L1	7.70155140891296
ART1	3.39958603561449
TBX21	3.10106630947340
DUS4L	6.59805636321964
KCNJ6	3.59340172356302
TNFAIP6	6.52668978379642
CCT4	9.91022027851893
RTEL1	3.82548192799066
CASP5	3.95682987774304
CHMP6	3.94393450043144
BRD4	6.25398089566306
NDUFA13	9.3701551205222
CYP19A1	3.19400323038850
CD151	6.7262246049108
DOK4	4.25903275833105
FAM26B	5.45031543910893
ARFRP1	3.93113704880949
MRPL41	3.32417065583844
CRYBA1	3.36100269562929
HRH2	3.51280350430951
KIF25	3.53111715196138
MTMR6	6.061640977872
SCAMP3	6.758366170109
MTG1	5.45054488396058
UBTD1	3.86657988045411
SOX9	6.6733029284063
CRABP1	8.04290809127058
FLJ33790	3.51019408098049
FAU	11.3577196485991
DTNB	4.38432015136974
CARD9	4.83878402327822
PACSIN3	4.52404557993145
OMD	3.09996735420784
HOXB8	2.9588992304359
NSBP1	3.98881563681534
SLC4A5	3.32299055635293
FBXO46	5.60513177713085
UGCGL2	4.86383435369663
SVIL	7.53329443852754
OAS1	8.14865671540994
PHB2	9.65093493675946
NDRG2	4.43321432673892
ERMAP	5.35814008218918
GRIP1	3.01545044415429
APBA2	3.74020403610034
TCF21	3.02284746433724
JPH2	3.06350963068772
DLST	5.83385163783483
SLA	5.78981877607579
AMELX	2.72361782748119
WNT6	3.30866649134302
ATP2B2	3.85146826693642
CPVL	4.91741861043784
RGS20	2.69444918106877
TRAM2	5.37213586449101
ZNRF4	4.07036665876198
ZNF419	5.70828088839015
LXN	6.25923782785124
TLK1	5.28739224607113
UPK3B	4.47705834873187
MTMR12	4.62534320080367
KLHL21	7.48298097988664
ZNF384	4.92618268611087
PI15	3.47845414156579
RER1	6.78468466272858
ELAVL2	3.26339672777815
KLF2	5.17056188458319
RPN1	9.43197331675662
PMVK	6.44169968736565
EIF3D	8.30352032116976
SIX2	3.45444828296732
HPS1	4.6374492931024
RNF7	7.13293268403083
TFE3	5.53146415856023
C11orf17	5.33131457536905
SNRPC	8.25531965556882
KCTD13	5.75047913903314
DLGAP1	3.02840606970458
PGLYRP1	3.73530934520486
IL8	9.3659651465869
IRF7	7.98942516504908
SERPINB13	2.9343325581832
SET	9.54072413549185
NAB2	4.9968562600514
MGC40069	3.66877799441349
BLR1	3.34034101683925
LRP5L	4.06400343855258
FAM120A	7.05338104635016
ASCL2	2.92531112465236
PCDHGA10	4.28048435021824
SHH	3.0898018505774
SH2B1	5.32129850102743
ATP5H	10.4644265936906
THPO	3.33047092761829
HIST1H3E	3.40551740170904
TYRP1	3.05148229254381
EIF2S1	6.63789986036883
RFNG	5.18781719506109
RAB20	6.2550424049263
TNFRSF17	3.56549342010309
RBM7	8.05750428095582
TMPRSS4	5.63903692792246
NKX2-8	2.87461370117603
C1orf115	6.7244668063564
TAF9	7.29168066826936
TERF2	7.76171434837099
TNFRSF1A	6.8054380572784
ACADVL	7.652202629288
ISCU	9.23130439845513
KIAA0841	5.44975558150943
GTF2H5	7.70570525508527
EDG8	2.99861427242952
RAB15	4.80366969227075
HBP1	6.16174590790205
TNNT2	3.63098716395087
CECR5	6.46547074912058
JRK	4.48232052531718
PHGDH	7.66258048068734
XPO4	4.17962333804408
ARHGAP25	4.50342834364914
CA9	6.99486898513922
TLX1	3.09809282043074
GPS1	6.05914209316667
RPS29	11.5875979619727
MKLN1	5.65974868562588
ATP6V0A2	4.49781785677542
EMR2	4.06804413460585
KIAA0319L	5.81908711397185
DOPEY2	4.90318284233759
SLC29A3	5.91951586187288
LGALS4	3.93730493708426
SDHD	9.15185239437588
USH2A	2.85480695257253
NF1	3.95874164544693
IMPAD1	5.86389776366885
APOBEC3A	4.40887960788318
OLR1	3.6829570901397
HCFC1R1	5.67137142511471
TAOK2	3.72160207939037
NRAP	3.61853393359259
PPFIBP1	6.02673432037924
LYPD3	3.93558484683304
BCL7A	4.39787448920764
AGER	3.97316666109206
MCM10	4.37685402863724
MAP4K3	6.98219763971435
PFTK1	4.49094816855099
CBS	6.42716486302272
CLK3	6.35629344886871
KIAA0753	6.78232109509925
GABRE	7.27814470711915
FIS1	8.5323049106863
ELF4	7.5313985954644
C11orf49	7.40056964700517
CLIP2	3.66898082485901
CLPS	3.83550197768609
PPCDC	4.64197983639955
KDELR1	5.97349488224967
NT5E	3.62649855930898
FOXN2	3.86065404542960
NCSTN	6.73494927146665
PARP4	8.00991709680953
CD83	6.54386869127995
NPY	3.20272573213468
IL18	3.72110743080954
BEGAIN	3.54137434636739
VPS16	6.92093822593091
SLC16A2	4.54842107855659
SLC35B1	7.62416895184419
C4orf20	6.14428497153284
IGFBP2	6.61632627711826
NOTCH2	6.83430187393664
SIGLEC1	4.42621995852548
SLC9A2	3.58713861768195
CD93	6.27101285069245
CEP164	4.18095702068265
P53AIP1	3.30778601024558
ADD1	7.19734809476243
ZNF136	6.54811294349836
ANP32A	5.28358211214742
MGP	5.19796714151834
DNAJC1	5.45938671483183
CCDC144A	3.16741002942419
ACLY	6.078373982906
TRPC1	3.55575195145653
CYP4F12	3.92906720347141
FKBP5	5.98430805971158
SMS	8.16930603688685
MAPK7	4.20690063371109
RRAGC	7.74185639257415
PARD6A	4.77679073083734
CCDC85B	4.34296267947425
SYNGR4	3.08349426010394
WIF1	3.19724324440874
GCH1	7.73594413725088
STRN3	4.70876290696117
TMOD2	2.89327791967377
FLI1	3.56872226468436
DGKQ	3.56498071412380
MAB21L2	3.01224260358407
SCNN1B	3.0336772298852
ECHDC3	7.31753558204992
TMEM106C	8.28408629558531
CSNK2A2	7.32675533654939
GPRIN2	7.07741799655989
CPA4	3.87674746393869
RPL39	12.8217479057444
HERC3	4.42741400485509
MELK	8.28292410604041
IL15RA	6.86253520622317
HMBOX1	7.1924928437669
CUL3	6.2866027402221
PODXL	7.84295048972786
CCT6B	5.41352928326234
GPX2	4.04094166657984
ITK	3.74004464797329
CLIC5	6.39140028362075
RABAC1	7.26844533988433
YPEL1	4.52820202575277
DNAJC4	4.04098780493486
NR1D2	6.76747657986787
KIAA0776	6.72443110391682
FBXL5	7.99854678886588
C13orf27	5.90414543551323
DEFA5	3.00351104954052
TRHDE	3.09772851796617
ZNF536	3.21287022776096
MEF2B	3.65156821063012
UQCRQ	10.7053283278934
ITGB2	8.04314246009814
PTPN4	6.79175003507397
STX5	4.47499491465789
CD72	3.30143562965283
ERH	9.46935787674973
XRCC1	4.88100806654183
VEGFA	8.14564689054269
MPHOSPH1	4.9475050498796
MORC1	2.72326492843514
PARVB	3.98116536013504
ELL	3.71109873026386
SETBP1	5.97480850827141
CDH11	3.78689694627907
NDC80	5.98883756176945
GIMAP6	4.49219390275531
AREG	3.60820563211804
BAT2D1	7.79375639304
CDS2	6.04103293885445
LIPT1	6.65853544125712
SENP3	4.98155238823064
IL1F9	3.6975556781678
GRIN2A	3.53187448492056
MAN2C1	5.57707149207969
NSUN5	7.1916159107266
SF3B5	8.66103258927954
CEP72	7.14850311484187
MYC	8.61276570642981
NRXN1	2.9685461297901
DECR2	6.34919212468238
SLC37A1	6.12635992984177
SUPT16H	7.14062806443827
MUS81	6.7666887334315
PHYH	7.19977492240609
ULBP1	3.26693305353947
OIP5	5.63371775571525
IL10RB	7.6582704392432
OTUB2	3.48491481768067
NELL2	3.13607836594162
MAPK8IP2	3.74020949287562
ARHGAP10	4.94153894725395
POU3F2	3.13776541392072
RPLP2	8.53954719551187
FGF22	3.25879344975344
PSCD4	4.04875375858417
TRAPPC6A	6.21205103141868
C21orf2	3.85259541827306
CEMP1	3.10577346309640
IL1RAPL1	3.39906013384531
LIN7B	3.57002776898495
VCP	7.78021434233426
NKX2-1	3.11988513906367
BGN	4.43938451686151
LAMA3	7.14795420828003
APOBEC3F	3.47863830215442
COCH	3.11789179008677
SCGB1D2	5.9325977453935
SP4	3.61572144932499
SLC11A1	4.11573299909328
ICAM2	3.98349267037742
C21orf25	7.30700758923642
SH3GL1	6.65953573378574
RALB	7.19701176664817
GSK3B	6.63441834843975
GNGT1	2.85714261488216
GPD1L	7.78530418869262
VPS37B	6.41848150839037
TNFAIP3	8.08927993749107
C6orf32	5.70459349028454
ATG3	8.98156501737795
KLHDC2	7.93906271716565
NDUFV2	9.46786247900038
PANK3	4.32675972459163
BLK	3.03247458495748
MATN4	3.33779010876271
GPM6A	3.36739182073884
WDR82	7.90762264318483
APOM	4.48491272857711
PKP2	5.06458358257289
C1orf135	5.99244422692446
TRIP10	6.13092713803369
HRASLS	6.10059385006613
TESK1	6.0755602656381
FSD1	3.52107117332878
SFXN3	5.16475351239144
MMP1	7.52535520339993
CA12	7.52037721309854
ZNF611	7.06425792794949
C19orf58	5.97852657015052
NCOA6	7.66911819248374
PDE6G	3.82192721892573
PPP4R1	8.24115311327844
HLA-DQA1	8.1149002457924
GCLC	6.79073338200658
MAN1A2	4.36653499841986
SEC61A1	8.2135531047878
IKBKAP	5.33412622372006
TWSG1	6.24876857115852
UPF1	5.88488251826599
KIAA1219	5.38574827985494
CTDP1	5.25436822151022
ZMYND10	3.28004930226788
WNT16	4.63329027359817
ADAMTS6	3.21308686073593
SNW1	8.0369893593049
IL18RAP	3.75128303684119
RPP30	6.95079561486272
KRT86	5.36518919386224
CDC40	5.32233460459729
SLIT1	3.55949927714525
KIAA0574	4.9584936863207
GTPBP2	6.01301455411572
SETD3	7.19724684454722
C15orf44	5.80897487499974
PRRX2	5.71261431824735
GPR110	3.54483806167819
C11orf10	10.3782980314498
MKKS	7.50186536226465
ELK4	3.38108095089865
ACOX3	4.70497134801338
ADCY1	3.16840861724671
KIAA0372	7.35880825638389
TP53AP1	5.85166146012921
RHBG	3.75398679633369
SMURF2	8.3219651050791
TP53I3	5.83655297165477
EBP	6.98027174144442
SLC22A3	2.80648010052545
TOR1A	6.98633570797078
P2RY4	3.39618417177024
TRPV1	4.12114678181701
ADAMTS12	3.33435022064713
PES1	5.66031096255296
UCP2	8.69146995805402
ATG4A	4.35747831026738
FOXG1	3.69176758240046
MAGEA10	3.84631198356527
WFS1	5.51432025017269
TRIM24	6.55843799719345
PABPN1	8.89029322635824
PROC	3.36929487885771
SLCO1C1	3.40283030903143
SLC25A30	3.40212677859686
SLC22A5	6.82206565330414
DEPDC1	6.27592356881868
KIF23	6.26817574161057
SYN2	3.51950212450885
ASPN	3.73170932138296
CENTG2	8.25742740940047
ZDHHC17	5.13238786195322
VNN3	7.59392949789052
KCNH1	3.50230143394062
PPARD	5.31707360314076
PSMAL	2.74763799566737
FLJ10815	5.43008611927671
YBX1	9.75786332335211
STK24	8.6592972688073
SPEG	4.41331841178338
STK10	5.51089174864935
ZNF695	2.72363626168815
SCTR	3.19753362671558
AAAS	4.99355640425223
SSX3	3.27274865804637
ABCD3	7.81152815703763
MTF2	6.50226925827374
FIG4	6.14107465084663
TMCO6	5.07280482381192
C9orf46	8.37731394178985
ATP6V1F	9.6814945103857
IGHMBP2	4.9505762755007
CCDC94	4.79083627244914
EGR4	3.31393867651858
DUS2L	4.89039278166386
FAM3C	9.44945900942665
DCTN4	4.97415644092492
EIF2AK2	6.80852785817753
CST4	3.68491295208284
CCL11	3.43472213307258
LMO7	3.69317011571189
PAM	9.64126217687354
NUTF2	9.41819774232646
ADRBK1	5.1900770921215
ZNF84	6.09017769207277
SLC39A4	7.29196993122262
CITED2	4.59693450562488
C12orf49	5.1122240857692
GRM3	3.21972274754919
CCDC49	4.47828724115604
STARD8	3.94767135706049
FNDC4	4.36250371166414
SIAH2	6.47731508230572
CCDC103	2.80619588319330
ATP5A1	11.2575776091325
HTR7P	3.09775037549409
LALBA	3.16860632392926
RMND5A	5.0837654577976
ATP5J2	10.6892449356535
PSCD2	6.10324522112675
MMP3	4.91093079060737
ZNF409	4.27542647068912
CRHR1	3.34856135307077
WDR70	7.33056871758531
ZFAND1	7.57823366239065
CCL18	3.79807492991536
KRTAP1-3	3.18849678857754
RINT1	7.12919605989612
NRN1	3.35450632663193
SPAG5	6.01319622976753
KIAA0408	2.70482616780937
F13A1	4.8145540102796
DNAH7	2.9889738703131
SLC10A1	3.98459586200421
BRCA2	4.01062302985072
ACADM	7.59916588244994
GIPC2	3.16251564554691
OGN	2.89416173304306
RAGE	4.36953944039098
XPO6	7.28833004201292
FMR1	9.03147489574826
DUSP3	4.77094390823144
ANKMY1	3.33350316022463
CHMP2A	9.07140229396778
FAM8A1	8.09565392124773
GPR21	3.85936179367661
BBS9	4.11745413906006
UNC119B	6.94813174514041
SLC12A3	3.25868377135662
ZDHHC7	7.65683300156796
FVT1	7.26621206681905
ENTPD6	6.66114352654975
PPP1R2P9	3.17065463484112
ERCC4	3.96207142207805
MMP8	3.32608079061220
HMHA1	5.21631291724426
RAD23A	8.03201275844909
ACY1	7.4938147796606
MT1E	9.76162863365668
PPP5C	4.34858850178007
GPR20	3.42848822395524
RFPL3	3.22186630419466
GHITM	9.49115472362407
SCAMP4	5.45956031845860
NARG1L	4.60306349736246
MYO9A	6.84668834700846
BLMH	5.00280608991454
NDUFB7	8.02128568404318
ADCYAP1	3.29939711484117
SP110	7.46683411536414
MIER2	4.21941803763034
KIAA0513	4.15404595259176
SH3BP2	4.33555759519957
PNMA2	3.17892861237019
MAP3K7IP2	6.61917979614881
AGRN	5.38398503970618
CEP290	4.23683478404528
ANXA10	3.42328354503712
RTN2	4.9964771092034
C14orf133	6.53510091725571
PRPS1L1	2.90829860673213
PRPH2	3.75133269089435
KLRA1	2.77448516783782
IRX4	3.07298844395492
GOLGB1	6.81858032471419
GPR97	3.48136524845226
NFKBIL1	4.96653915976773
CHD7	6.93311683204945
APBB3	3.99616123209977
RPS10	10.580843259213
HIC1	2.91967124414148
TLE3	4.02481214938592
PSMB7	9.35106350516056
IAPP	3.55995852225281
SHQ1	7.48687110223308
API5	6.35259981066659
GP1BB	3.94308442435712
FTHP1	9.93691025519873
TRIM6-TRIM34	5.6741904359083
SLC6A1	3.48659482893609
OCLN	5.07852464735034
NAGLU	4.329314999429
PTTG3	4.49896628405167
FAM117A	7.32796565596662
SPRY1	7.1571631028109
FLJ10781	5.4240373406277
CDON	3.50979940348095
SH3YL1	8.89317948926922
IGKC	4.37451498372543
TREM2	4.24596623041063
MMP14	4.58098146208263
SERPINI1	4.10568491754523
HDHD3	5.85889427783601
DYNC1LI1	7.50635698071908
FASTKD5	5.82297939551439
TDRD3	4.63081279687984
THSD7A	3.36124558735593
NDST3	3.84198992467651
CXCL2	9.08916870955487
DHRS12	3.67212154141446
MAP3K15	6.80360643644875
FBXO9	7.28390732993042
APPL2	5.43021299633578
TNPO1	8.69509445000685
CARD10	4.10397639517445
MRPL13	8.00263048284873
SNX5	7.63709059579675
EEF1D	7.32204214927293
RAB6A	3.88286746052186
SOD1	10.2789842124061
C12orf5	6.49931539126442
PACS1	4.94562913316777
PAPOLG	3.21791318904944
CHML	3.13611670851717
SIRT5	5.89549808764052
MSRB2	7.52088647752712
BCR	4.81679646958699
PUS3	6.7798479759974
CAPN2	10.1303018950599
FXYD5	6.14077408205099
TWISTNB	2.92015274105378
UBE1L	6.47096005441721
UBE1C	8.54761814321147
CHD2	3.2275029875576
C15orf2	3.19476842475815
FZD5	5.22638058668263
NR4A1	4.58109367031482
LOC339047	7.94641461652946
TRIM17	3.64798007517367
ZSCAN21	3.19295616101654
RPL15	11.7308082209253
ATP5G3	10.7582335860774
PRC1	7.99214640051198
ADAMTS8	3.2709715168423
ABCB9	3.9286333980345
HOXC4	6.88938986323372
TRAK2	6.73123853604292
STAB1	5.80565542078054
CEACAM5	3.07699854441644
MYT1L	2.81432614945456
RASA2	5.61174909963395
LRRTM2	3.34019946327519
STAG1	6.53700257232472
OSBPL7	3.60524721018594
GIMAP4	5.67651927047749
FUT3	4.23187375447625
DBI	9.45434360292718
LPIN2	5.73962838482647
PAPD1	7.25479119058847
APOOL	3.96056065558653
DIABLO	8.25427060674026
ARMC9	3.88668325831337
RPS6KA4	5.42877137878046
TRHR	3.16767493764029
SLITRK3	3.73126184586265
TGFBRAP1	5.34817108457197
FAHD2A	6.16457384352524
CNTN1	3.2777320773419
ZNF211	4.54472264406123
BBS4	5.134376651266
TMEM181	3.40884152299587
PFDN1	6.05010737504831
MINPP1	5.69933299550833
MPHOSPH6	7.14634213063052
RGS11	3.21016491941063
HOXC10	3.45784976212844
ITPKB	6.3335198115002
HS6ST1	3.45186596746590
AKR1D1	3.21701177494024
TNP2	3.12356762611186
MEOX2	2.74519483883599
EML4	5.80412964224346
SGTA	5.49688095538968
ATP6V0C	9.3916017974934
PRPF8	7.10580462855874
PSMD6	9.23317406660749
HIST1H2BI	5.53963924693149
TMC5	8.54905948488008
FKBP3	7.85680410645506
FLJ20273	9.65452448045053
PLEKHB2	8.43174255649626
RPL28	9.68457217841957
NOX3	2.86555092011421
ZNF544	7.39156889116515
EPYC	3.26929450215598
ELAC1	3.37444904953054
METT11D1	6.51698857227407
BIN2	4.49192928645397
NACA2	3.36513605126106
RPL18A	12.8141337599578
UBOX5	4.70299623601094
TCERG1	7.75366450577156
MPP6	4.34101938454986
KRT16	2.89003006294622
UBE2O	5.6276499878758
KLF5	6.74634670940383
C9orf31	3.64087166864351
APOLD1	5.64853258436959
UBL5	9.37897743581738
ARHGAP29	8.95779240919229
TNFSF8	3.21599845406193
PDE5A	2.95480954783844
CDR1	2.84604488290479
FBLN2	3.67397335319823
C14orf104	5.16983006389539
HBE1	3.18202920431128
ROBO4	3.31851936492346
C1orf108	6.94694240604293
FOXI1	2.8846421192721
BCKDHA	6.41484082371228
RAB4A	7.07806788203102
C11orf80	5.26719502429738
MYOC	3.4929980921629
GIF	3.70499339808905
TMEM39B	4.28880187907900
RPL3	11.4822023353219
THBS1	4.3276137674281
APOO	7.86624206985906
ATPBD1C	7.38763097394239
FARSA	6.26710427603755
ARMCX1	5.64260162951478
EIF4ENIF1	6.02888574089016
CMAS	6.12691207265466
OR7E24	3.7665572153623
TNFRSF21	8.0349283952751
PLAC1	3.64430256015844
KLHL18	5.06767249203465
LBA1	5.28406101291283
MKL2	8.26981853796725
TBX3	3.06876630768704
TAZ	5.82640165663923
CRIP2	7.16882067958603
DAXX	5.75651489021503
ELMO1	4.09592911883851
RGS13	2.7511342687893
DIO2	3.49033922189332
UNC13A	4.3119794151971
TAF11	6.49940238113347
ORC3L	6.16935038853522
PRX	3.28103292971372
TARBP2	6.45049680802846
CABIN1	5.23654344771105
TRIOBP	6.00537766537836
HIST1H2AC	8.87224914728339
RBM5	6.88169203920822
TUBGCP4	5.15853372615731
NCOA1	7.13058155983436
CDK7	6.85987853004649
SSR2	9.2865921654389
IL25	3.20682121176856
CRELD1	6.234818161865
GPR6	3.16288899251831
SNCG	4.82942863972618
CHEK2	5.92355345469591
GAL3ST4	4.80538550726993
KBTBD10	2.94485689126222
DRD4	2.91529559933653
GDF11	4.1202018004008
SEMG2	2.70532294853304
MCM2	7.99961479343196
CD247	3.81557307582529
SOX14	2.97602677789332
RBMX2	5.6568182752495
KIAA0922	5.4482823210388
TGS1	5.76889384220915
C16orf57	5.81820260317078
SYF2	7.80587757199456
MCM4	6.19803355929298
PDZD2	8.2242584542288
CEP192	6.93591561639445
IFT88	5.07524720068275
MCC	3.52677191558707
RPL9	12.3728448723728
RAB32	7.30056133570552
P2RX2	3.68548497126665
DDX43	3.0411751850445
HHLA3	4.76785195921189
ID2	6.06431714334888
UBE1	9.07139443740064
SLC24A1	4.30543626517602
ARHGAP5	6.06183591037504
C20orf23	4.57305587212986
CETP	3.31457951048347
ZNF688	4.4692628448135
APOC2	5.15861323198562
PWP1	8.22137500641166
FAM50B	4.13351775035085
PTPN6	6.52314040238455
BAHD1	4.91896884497024
GPR56	6.42021403705423
GRIK3	3.02140735394015
DGCR14	4.18767223809848
CACNB2	3.35679635828327
PDE10A	3.04137189961407
METAP2	6.90849615741483
RHOQ	6.78146737690064
MAP3K4	6.14083772612924
PDHX	7.4587128648398
RPL23AP13	4.48955474016975
MTA1	5.94427793001901
GNG11	5.80760501229212
ZBED4	3.94300355787689
CLCN3	5.3517977668115
CDK2	6.40477672858493
HCG9	3.41519850905076
SLAMF7	4.49207566292954
CDC37	6.79863801348291
ZER1	4.71870709448779
GRK4	3.20687530260954
PRPH	3.72295028802421
PPP2CA	9.7266288514826
LRP12	3.65745660498902
POLR2A	4.15296668274161
SEC14L2	3.18578102771102
OGFOD1	6.94635062621595
DKFZP586H2123	4.77554045784177
MC3R	3.22589097111552
NOL5A	6.5910907377531
PHEX	3.82207197641249
HIST1H2AB	4.26719473848505
C20orf117	4.01463468153779
POLH	3.96535424743841
DDX17	6.7452475756417
CAMTA2	5.2666321500857
PLEKHA2	6.12989156957607
SNAPC2	4.48501275637576
FILIP1L	5.76103447549242
PDE4DIP	4.79752508343941
LRRC1	7.03092201898374
SCN7A	2.93830588847216
GAS1	5.1353383894141
DGKA	4.09015701202533
PEG3	3.61985435607809
NADK	5.40102557953304
SGSH	6.14368214999323
CXCL10	10.2502376889611
GALT	5.12546565618907
MCF2	3.07317302159442
ZMYM4	7.35943724581488
ZNF263	6.71253235300555
STK32B	3.33588370612612
KIAA0888	3.40473775576575
TACSTD1	10.6021744028933
ATP6AP2	7.47390872034395
TYR	3.46968118690285
GDPD2	3.98375637233249
ABHD10	6.71478108687449
TACR3	2.80989194017521
SLC35C1	4.58936369592047
KIF1A	3.53990921477893
VCAN	5.50833702065082
HERC5	7.6908419236428
UBE2A	8.15004892475347
SYDE1	3.90792432245767
ELA3A	3.26271955723817
TM9SF3	8.16059883957725
HAO2	3.69309501645385
RNH1	8.04564619327858
MAFG	6.17274627263001
BICD2	6.5100986823002
C14orf43	3.42256348781269
CDH7	2.95016633738494
JUP	7.51263450347366
SHANK2	3.98453371686773
OSBP2	3.60193940920244
ACOXL	2.89918900910105
DAK	4.49242338508064
CBX3	9.52162847332542
C3orf58	3.77805386193634
RBMXL2	3.18445618808151
TCL1B	3.52679244780417
FGF13	3.46455410090122
KBTBD2	7.81571221894142
KIF3A	5.37489951771224
DCXR	7.62644341467238
MYL9	7.60749738301603
PDIA6	7.78767313964085
CDC23	6.6726476208539
CASKIN2	4.24776877377582
PBXIP1	4.81631495230699
EHD1	5.59034296469549
NBL1	7.3575401922979
MARCKSL1	8.27360098285656
RAB11FIP5	5.87798082252139
CDKN1A	5.94934655685997
NCK1	9.06759421338057
SAPS3	5.90340325389838
ZNF550	3.35201324285344
TRAF3IP3	3.24461135547693
LSR	7.2465953545937
MIS12	7.56562136477888
KIAA0774	2.67863065452206
CXorf1	3.77856596322022
CUL7	5.88280226736085
DIO1	2.94273918946767
LIPC	3.98671961596793
EIF2B1	8.5595195822281
OMP	3.23899549152104
HS3ST2	3.55654160371023
C20orf11	8.24967235334429
CTRL	3.59591145693076
GSTZ1	5.7401448339098
PAK4	6.22318023070486
CCRL1	3.16143362285127
RNF10	6.51004216466338
MAGOH	7.24243840497837
CENPB	4.60051627933109
C19orf7	7.82283220114925
JMJD1A	8.79049039226073
GATA2	3.54222044634053
HIST1H4H	5.37070403343294
CELSR2	6.23303198663468
GABRA5	2.99413449105245
STAM2	4.56614696933863
GPC3	3.60360314261577
GRP	3.11570077754372
SV2A	3.28985918544949
EBNA1BP2	8.20688424304911
TAF1C	4.99476188571553
MAGEA12	2.86629084550099
GSG1	2.66438749480677
PDGFRA	4.13101147796328
CACNG1	4.03989362768693
CIAPIN1	7.98940203626892
CSTB	12.0657191800953
FRMPD1	3.33296735062555
PTPRJ	3.03399675809061
ZNF668	4.27257853128955
PLEKHJ1	6.1069794748584
ADAT1	6.0053485368123
TMEM50A	8.35231881597435
CENPI	4.42148176459062
HOOK1	6.8875885031932
RPP21	7.8825748610018
GTF2E2	6.58227385726805
IL17B	2.90378716959134
CCNF	4.12381229680244
CRYL1	5.25203129625933
FOXH1	3.19486008258152
NFYB	6.57801996705656
KCNQ3	3.72250310970788
PPM1G	6.5256834091781
NOVA1	3.04633136486084
FZD3	6.26840821599453
NMT1	5.60001530474809
AKAP8	6.06018927846342
SOCS5	6.23783314256415
HADHA	7.64769501400955
PLEKHF1	6.7835339363227
DLG5	8.21421253162885
CFDP1	5.71953609422593
SAGE1	2.82301769858679
PGM5	3.28115521681018
C1orf144	6.11408671604726
SUHW4	4.15040614212749
TFEB	3.98305456810575
RND2	3.06019950564603
ATG12	7.32290118844308
BMI1	7.94201911025969
RNMT	5.2633518795375
MASP1	3.41178934980125
MYH4	2.73440956084873
SLURP1	2.97609899506563
KIAA0984	3.13789874828018
ASTN1	3.05676636079746
MYCL1	5.67401474586786
SH3BGR	6.07613953411292
RPAP2	4.75903114327645
FOSB	3.29883772006638
KRT35	2.99857639938961
MIA3	5.8005005364109
KIR3DL3	3.00445846129760
SEMA3F	5.80733664264291
TMEM135	6.42482699948842
SLC27A2	3.00893566204269
NDUFB2	10.1464004018041
FAM46C	4.01654800864075
G6PC	2.74065595189384
KRT33A	3.87203858284277
OVOL1	3.41108629554559
PAMCI	6.73400841949688
S100A7	8.28259979762204
MAPKBP1	5.07889269106578
CPE	5.41949115991298
HARS2	6.00598152227222
GNB1	8.69393460790136
TRIM46	3.02656497894741
UPF3B	7.19260992855994
CXCR6	3.80389205092914
C16orf3	3.05178197378797
HLA-DOB	6.27488072995174
HPSE	6.5939198125604
GSCL	2.65639867564464
POLD1	6.16316149017115
DMWD	4.70095070715728
CALD1	7.99182663336085
LCAT	3.80578361938885
SCRT1	2.92502220811353
ST6GAL1	5.45893872598054
POMC	3.17631485228496
UNC84B	6.07356057413168
NSMAF	7.6366091333796
ADSS	6.95871324115595
SKIL	3.20414035609434
HMGCS1	6.65923236466524
PYGO1	2.79498127168335
POLR3F	5.20670557275542
ZNF277P	8.26237289491362
CNNM3	6.16469459697097
WRNIP1	3.00196408018107
ALAS2	3.56220992732371
MRPL23	7.71296437600418
ST3GAL5	4.39557976389578
ZBTB7B	3.60369561033081
DHRS1	6.2562261122475
NFKBIA	10.6880599907937
CNOT3	4.21400244340350
GAK	6.38329190358957
SFT2D2	5.12238488711866
HOXA6	3.17460313315378
PSMA6	10.5299342510992
