Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_B08_547200
Composite Element REF	Signal
IL1RAPL2	3.53351450550302
C4orf30	6.40354714855387
TUBA4A	7.08977470088233
SEPT4	3.62387512860313
SFRS2	8.68484426886062
EEF2	10.4109155556692
ZDHHC11	5.46365233438131
HNF1A	3.49333239741472
EPHA3	3.07734676513074
PRDX3	9.1368045107504
P4HA2	6.84194281512192
RFWD3	4.64821986930367
RBM12	6.4823825711889
H2AFJ	4.73412691254457
EDIL3	3.68039032369517
LOC200383	3.50008984237476
SERGEF	3.99447593186559
B3GALT4	4.76480711675558
SMC2	5.17649473895402
LOC90925	2.91140232033839
NPFF	3.58027467154631
DEDD	5.60418082720299
SCYL2	6.15052669271481
PTPN1	5.92461853377047
ZNF174	4.60078802156264
MYH14	4.65816255030361
CCR8	3.30297757901669
SKAP1	5.23364468887685
GADD45G	4.56865338692831
PILRB	6.13061282235872
IFITM3	11.3186124522414
DNMT3L	3.37815896280209
GPATCH1	5.65794925519387
VPS37C	6.96940004795025
DSC3	3.36175172585723
TBX4	3.14136159116155
B3GNT3	4.75099120811712
LHCGR	2.91583772068922
SAP130	6.6154971834204
UBE2S	6.3868688261874
CNR2	3.79609319368213
PCDH1	3.86194400520199
ATP6V1B2	7.46408988558913
PLCG2	5.66060376915028
CAPZA1	9.95120154940365
GLRX3	7.37399445937934
HRH3	3.42743970954630
KIAA0247	7.88333566417578
MGC15523	7.24113172327412
CRYGD	3.48302515530549
HTR2B	3.43047233202728
CCR1	5.14153435160757
NUS1	5.77077618780287
DNAJA2	6.01473103805378
PGRMC1	8.82870655023138
UVRAG	6.6826449989369
ITGA2B	3.4147893499692
CLDN5	4.17492751063344
PTPRN2	3.44619773566859
PSAP	9.16620415912213
MYOM2	3.93478174756119
CHM	3.02392926871124
CCNL1	9.01385337733138
FAM105A	4.46331320014897
LYN	6.72870048675495
DUSP6	8.44953407122356
TGFB3	5.35073258108851
PCDH11Y	2.60646508215743
NAP1L3	3.40639213473995
ELK1	4.68709338817370
HGD	3.32601644675867
C10orf57	5.10681578223415
B3GALNT1	4.80522341681584
AARSD1	4.41385256828493
MYO3A	2.77269030737679
SERPINE2	7.03975761278966
GDAP2	4.28990659339059
MAPK6	7.73303301537893
COX6B1	10.3221680251297
DNASE2	6.29102381619045
MSH5	3.55889396109151
LGMN	7.17690358570946
TCN1	3.41835012070260
SLC24A6	5.5999247568123
TATDN2	7.05099430616241
SDCBP	10.0323084386222
NUDT11	3.81904431968340
LILRB1	4.48537164425291
PYGL	7.43748807327681
P2RY5	5.77260262485511
SNPH	4.16694609318347
NUCB2	8.34467937085274
B3GNT4	3.83434402512681
SNX27	6.47741390884639
C2orf37	3.30747905593709
MIZF	6.20887003130318
FOXO4	4.7057256067732
NUBPL	4.73801997837518
NOD1	5.65094380867464
ID4	7.18568818638776
CDH22	3.94136458785292
PXMP3	8.07291225179023
SOX5	4.4331572629329
NUBP1	5.82704327607245
DSCAM	3.63928770898748
INA	3.16835689074841
DGKI	3.01427984340721
MCOLN1	4.24942049145849
FAM136A	7.75010708504792
RIN3	3.90402522690215
NFIX	5.38017976333066
SLC16A6	3.82011291956564
AKAP1	5.9441807733034
PSG2	2.96531866212665
HIBCH	6.56990554398717
PLA2G5	2.97195456545267
TIMM10	6.70367328143138
MED17	6.60541700774745
PSORS1C1	3.16071331052447
KIAA0495	4.38849809129788
LPA	3.27893105775266
PIGA	5.10487800761614
COL4A4	3.06126751711675
LY75	6.88956755479363
TPP1	6.98709717484935
UTS2	3.13727261074516
GJA3	3.29500068192927
GALNACT-2	6.81664141727851
RREB1	3.17519165146838
TMPRSS5	3.55446144715922
MGC3196	8.05151697644897
FLJ31568	3.682420290039
DNMBP	6.61086140189742
LPHN1	5.52181858427606
NQO1	6.03191418492327
ZSCAN2	3.09484524473501
SP1	3.50028269109076
TOX4	5.83646407770936
SEC24C	7.76384705492801
HSPA9	7.45416221485115
APOBEC1	3.01076676971961
SURF1	8.29030000512426
LSM5	6.70767908636742
ZBTB1	4.58659197568652
GTF2F1	6.3460598600608
DUSP21	3.17083583972111
RPS15A	12.0064026163827
TAF1	5.07099680649315
GINS4	5.04634452203487
MYO15A	3.27000967163552
AP1G2	5.67890612370041
RBM42	6.09792586658255
HCN2	3.17066731686767
UTP3	6.87140755113638
HNRPA3	7.35757374977279
CKLF	7.02218051441001
U1SNRNPBP	6.20824924501146
FLJ20674	4.11726721321201
RUSC1	7.3667485514796
MBNL1	7.41290200182548
NUP160	4.42451282803486
GRIK5	4.43932275007923
USP21	6.39859496896364
FLJ22639	3.59495258613844
HAND1	3.05156991343349
ORMDL2	7.69471048972824
SERPINB1	6.31275875899505
FGA	2.98617145476325
PRSS7	3.07775861998817
IGFBP1	3.05345446527461
SLC1A1	4.70248036977564
DHX57	4.58997064664039
PSAT1	6.87271075934956
FLJ13195	4.23935437231801
GDPD3	4.86294480834744
PTPN21	3.43782952319559
TBR1	2.96279409426251
TBC1D1	4.79902039734087
IFNG	3.35027085968769
FOS	10.7040447292389
IQGAP1	8.54177796558053
ZNF226	5.36264269245434
EMD	5.57244823849306
RETN	3.92519393476147
APH1A	8.625888620349
C14orf1	5.84357607161093
PUS7	6.68022848124544
PAFAH2	4.22534499351769
NPEPL1	4.97569729582232
RP11-114G1.1	3.37713862795221
TUBB6	7.50358132189172
FOXL2	3.27414109238125
LATS1	3.34981627789827
BAZ2A	5.59112487391163
KCNQ2	2.97941263466572
SPOCK2	8.67285336015213
MARCH6	8.09686954424104
MGC10334	5.96809985995395
HTATIP2	6.24164397765105
CENTA2	6.24282070261426
FGF2	3.82589840098352
FXYD7	3.25785753739854
CCDC33	3.19014372337336
PRODH	4.08344231936090
DDX6	4.02803351903458
SLC43A1	3.64245157745362
NTN1	3.49602417548558
ING4	5.23947339669981
DPH2	5.82884830538264
ZNF313	7.56348525960442
VPS28	8.98731935994167
FCGR2C	3.59930767676913
DIAPH1	5.68183783425652
CEP76	3.92458473813290
CORO1A	8.29631019321417
TRAF4	4.21002010911281
ZNF460	3.08525475656693
RRM2	7.52377812953012
EDG4	4.80973722324075
OS9	7.62641745697241
SLC4A1AP	6.86456495867211
COG5	6.53324642809623
COPS8	6.73382848997851
NGLY1	7.76928721756903
AKAP9	5.36176203151443
NCBP2	7.32615185362293
C17orf42	5.69071928868687
GPSM3	4.94530442392411
SLC20A1	7.75485366577255
SIL1	5.52021341425102
LDB2	5.07459196015157
ASB6	5.80921202338431
KLK5	8.83838241151486
SMAD5OS	3.38381989313863
UNC93A	3.37803629074564
SPTB	4.21784841961698
EFEMP2	7.24036758655488
EFNB2	7.37479871843863
C21orf62	2.87013045137382
PCM1	6.74573853049812
FMO5	3.54804707403230
TSG101	8.4019245167941
CEBPG	6.04617796667381
GTF3C4	5.30576675114887
ABHD3	5.29863876254267
TNFRSF1B	5.51256217181675
CLEC1A	3.4775329858349
IQSEC1	5.22763048455296
PIGN	4.66659351603156
PATZ1	4.45508511113555
RBM22	7.05997993519931
AEBP1	8.91967178963196
BAG2	3.59432483175178
PAQR5	3.20532493788724
C9orf127	4.87651797699685
THNSL1	3.67305173539206
ANKRD2	3.67757029501268
JAM2	4.96642175091053
SNRPN	3.06462288641697
ALX4	3.70547514504437
FAM130A1	5.84213671240576
CACNA1S	3.39221010161294
TRIM38	6.25676254464654
CORIN	2.72401270540945
TMCC1	5.61232026971577
PCLKC	3.67361747815668
PLEKHG6	3.68380388525861
LRRC40	7.36357575085816
SMG5	6.15770497146126
NCAPD2	6.71634871083693
WNT2B	3.45376107165702
DCP2	6.44699478992153
ASNS	7.34704926857122
MRPL49	7.76655468799528
TMEM24	5.60711806272628
RPL18	11.16601608672
SMU1	6.00840878816026
ISG20	5.7674253566525
CASZ1	4.5281937970701
POLR1D	8.33222671848556
GIN1	3.95596901661157
TMEM177	5.72629602415277
CDKN2AIP	5.34457995930579
KRR1	7.31101417394882
CXCL1	5.40383680048687
C1D	7.48286702813265
EPM2A	3.38361452091636
LDHC	3.48860019804259
PC	4.09269682351639
PDZRN4	3.06390373622099
FAH	5.62179232406158
UBE4B	4.54663662841832
NIT1	6.59157610313268
CDC2L6	4.92350512636133
BTN3A3	6.56275668625416
PAX8	6.80381323919796
PRO2012	2.83745402586298
BEX1	3.25450489992688
COMMD3	7.79077165612011
MRPL40	7.00934376301742
SLC2A4	3.39949437845864
SHFM1	8.1632474990363
PKMYT1	3.31044636869097
FEZF2	3.56168486703646
DUT	8.43316235800735
LRRC59	8.19943062227566
LY6H	2.94748052575112
MAP2	3.51248380842919
LYL1	4.7268682899885
EDEM1	5.39751940215937
NOS3	4.14059920237027
ZNF34	5.51078203231359
ADH1A	3.18870006099449
CYP11B1	3.23020137359229
CDC73	6.04576949153257
GPR172A	6.7375690926309
GSTM3	5.64511779802494
C19orf54	6.61966240838381
KCNA5	3.50687436429780
FLRT2	5.01083658593738
WRN	5.6314880466257
ANAPC5	7.59633775851061
SDF2	6.6174155617262
KRT8P12	5.17533939082169
DZIP3	4.17357497350259
C15orf24	8.53965557420497
NFATC2IP	6.85825395914381
RIT1	5.05099679630781
RHBDF2	5.8569058097598
SCML1	4.9104575512534
MED9	4.46153802460756
RAB13	9.7134815421066
FBXW11	5.49889375065803
ETAA1	5.91502008423895
C14orf131	4.62845744393841
SLC12A5	3.49521252053796
PHF14	2.93438331495318
NRIP3	3.41731790583511
TMEM121	3.50956529953455
NOS1AP	4.4248987419374
FAM3A	5.55567004898665
RPL13	11.4048946799026
PRDX2	9.86965935363112
SAP30BP	6.65437850441434
WDR76	3.50817547669248
PRMT3	6.70307821660607
TRIM10	3.57541587207007
FAM82B	6.94577413921161
GCNT4	3.15909233132668
MAP9	5.08073719438763
GPRASP1	4.50274101523123
CXorf36	3.37819257338971
CDKN1C	4.54685125572732
DSCR3	4.69141415330919
ZFAND3	5.57574361717184
C7orf43	5.05047775709703
HSPH1	8.81291858026898
SPSB3	6.815795463884
AQP1	5.48496888754394
COL17A1	3.52659940954824
GFAP	3.33860677593890
CDC16	8.07734317901615
KIAA1614	3.48202995755405
PRSS16	4.33101190341127
KIF13B	5.61297645354878
PCDH9	3.27708672552043
MKRN3	3.40109356626727
ADAMTS13	3.87409686816957
ITFG1	7.01522974189132
TUBG2	4.18898854698376
TTYH1	3.04529173542331
SFRS7	8.66163426724442
C3orf18	5.06382969537792
FLJ13236	3.2555572359964
C18orf25	3.79098746335057
EXTL1	3.83643855460028
RANBP10	4.65887174502059
RARG	4.69010979495241
MYO7A	3.66416980015050
SFRS18	7.2692137326356
CD96	3.78925164204088
ACVR1B	4.57271722455161
DENND1C	4.72937387769925
RBMS3	4.03582621425839
SLC41A3	6.37157433598256
PSMD1	8.19135370586596
DGCR6L	2.9057712194055
ILVBL	6.57221205375289
CSNK1G3	5.60918279701491
RNF186	3.48284241534076
IFNGR1	7.63609397982399
MAGEL2	3.53500667668688
TSPAN6	8.0157531103953
SLC29A2	4.64955616973831
MSL2L1	7.00772418015832
MATN2	7.90905558484793
ST6GALNAC2	7.81847715110959
RBMX	8.11807815963122
MPP3	3.59372745983061
FGL1	3.98595100312444
PSORS1C2	3.3617605592822
RAD51L3	3.47547703422632
ARHGEF6	6.27960519714147
TGFBR2	5.37194795951861
ORAI2	4.16337588844464
CDC123	7.78693711648464
IL33	3.43680963194902
DEAF1	6.16562315547555
AMN	3.56384679057718
MSLN	10.4186792751293
DEFA6	3.19918316665225
WWTR1	5.22961492926457
COBL	6.23396395751452
PPP1R16B	5.94118913254737
CIB1	8.0700236300513
TSSK1B	3.07280188046705
GAS7	4.82124302381399
MDN1	5.27153099117557
HAAO	3.83648170283810
HLA-DRB1	10.2372290744981
CTNNAL1	7.16040018630971
TLE6	3.13061486461061
CIT	5.48458126012626
TNFAIP2	7.23770391864728
FOXN1	3.24359283834593
HERC4	4.64447387424256
DRAP1	6.65614266649408
PEMT	6.06909553667805
SLC38A1	8.5995217609199
ARHGAP6	3.22598802524263
PHF20L1	5.51557208053109
MCM3AP	5.08858284301503
MYO1F	5.38641313357523
RAB11A	8.57285701736162
PTBP2	6.57759709109104
SNX1	5.75812295449289
CTB-1048E9.5	4.69092417165642
C19orf60	6.3504682188184
C7orf25	5.03928137595911
ELF5	3.10934447624638
HOXB9	2.95672000540475
RBM8A	7.89421836453907
PARP3	4.27908470478607
ITGA9	3.09867740832913
ZFR	7.15982792433666
VANGL1	6.73209753895701
FLJ20699	4.93235543501472
ACSL6	2.95191083774733
CHAF1B	4.08340271328775
NDUFA3	9.55505797334234
FABP4	7.17313589607
KCNB1	5.69516381543961
CANX	7.65848085395135
SLC25A28	6.1380817698712
SHARPIN	6.72998961518124
ADIPOR2	7.46994681090541
TTC23	4.73818670440656
UGP2	8.9824425159055
ECHDC2	7.97214323900594
CIRBP	8.12934182398542
SEC14L4	3.65590167519877
SMA4	4.15608091542529
FRZB	5.61750995084231
PABPC1	11.7925090265837
APOBEC3G	7.01736965731997
CUEDC1	5.68783003823182
CLDN8	3.22488107379941
VPS52	7.18718320290407
LOC23117	8.81782000200598
FAT	8.5318754365422
M6PRBP1	7.2650717349646
PPM1F	5.04955827064617
TSR1	6.37008685766156
E2F6	6.15585508735807
TMEM126B	8.35469100258167
ZFHX3	5.70473331234448
PCSK5	4.95220393095558
HEMK1	5.16754830839399
GIMAP5	5.33567275770705
DPY19L4	7.0124037448614
FAM77C	3.56800886111427
CTPS2	5.57494778298723
NDUFA9	8.59030801041344
SCRIB	7.88950619147809
AURKC	3.84441863498038
LOC51035	5.33499227974506
RSRC2	8.2340587153677
ORM2	3.52662603293348
FAM115A	6.12006634558697
EGLN3	4.71797695044093
FZD6	7.37579327261088
PITX3	3.59409334103316
GPX3	10.2923964847318
UNC119	5.73973477918897
NOV	4.06330899867118
GRM4	3.22151514141692
CABC1	7.45631066891349
KLK1	4.15662997933746
GPM6B	4.28372805951656
RRAGD	8.20954736735377
EIF2S2	7.1088622808787
RNF130	7.190621056846
CKAP5	6.76766195835485
UCHL5	5.36212763395072
C10orf18	8.506676826532
TMEM93	6.28238388145693
KCNMB2	3.86821366878722
AIM2	4.56864724111015
PNO1	6.60379723875501
ANK3	6.67545638826677
OR2F2	3.1056817208533
GNAT2	3.35754354808052
KRT5	3.77927039453069
ST13	7.65480240596069
SIX1	4.27675329417478
TIMP2	6.77824841565416
CDH12	4.06864971506561
ZMAT4	3.16465946136924
QRSL1	5.15388040358692
CCL15	3.860419047471
GTF2IRD1	7.08426828019573
CCDC22	4.77910794878563
SNX24	4.58804137147117
RARS	8.14603457523326
MORC2	6.21425937846575
FAM48A	6.42659044507835
FOXD1	3.21630966044394
COX4I1	7.95562286114116
DSN1	4.89282061977561
AMT	5.73741993517709
GPRC5B	7.589454109021
CTAGE1	2.8764807873084
DTWD1	5.2657366446899
STRN4	5.95556495356458
KITLG	2.98959831593486
HSD11B1	4.70182803473898
HDGF	9.4939196877436
KRT6B	6.8705853108911
SUMO4	6.874576180961
ARID4B	5.5362961936627
SATL1	4.56883890873741
SETX	6.67005702576545
DDR2	5.68906466913308
KCTD12	8.84396129354523
WWP2	4.6572215039102
CTSH	8.41800673183381
FASTKD1	7.91536444709376
PAF1	5.74084645529138
IFT57	8.30905426592169
TMEM2	4.9561493321271
ZNF592	5.48400712457771
TNFSF9	3.87212333849072
PPFIA4	3.37476542660509
CFP	4.03515432907
DCTD	6.70194000236123
CNIH3	3.45975766089855
MAP4K4	5.6890322401023
ROD1	4.12897526293593
MFNG	3.70588271635883
JMJD2B	5.95164649608345
DOCK3	3.49132038683079
STX16	6.10210610520824
ALDH3B1	5.35372122365246
THSD4	5.21492766972741
DLAT	6.40053889894016
KIF21B	3.64755295634537
FEZ2	6.37584337331741
CDC5L	5.55203979415922
KCNJ5	3.60331336451091
LMNA	7.34371123895079
TBCD	5.6097898081866
ZNF250	6.41625453697312
CASQ2	4.73771648135602
PEG10	6.43253463677854
TPSD1	3.43625798064127
PRAME	7.03809528818172
NP	5.51904937929828
ZNF12	7.68629031233526
XTP3TPA	8.33673740510498
SIGLEC7	3.78230699559776
FAM70A	5.39111140234696
PANK4	4.50043867784456
SNED1	5.21269155526905
HIP1	4.72112214128028
WNK1	7.72134622267173
AHNAK2	7.19679120564952
FLJ10490	3.88042130582619
TOE1	5.82842077056008
RECQL4	4.6713039300718
PPA1	11.2884643855570
DPAGT1	7.04256431483426
HAS1	4.00641306083138
ST7	5.47327407873939
MAGED2	8.15292955881476
ANKRD55	3.52205250496091
TRPS1	8.47161419462602
POPDC3	2.99154857375663
ACOX2	5.30456160800084
TFPI2	5.86606535048355
CYP4F11	2.81977408584375
PDHB	7.96482354767651
ERN1	3.66664985577424
LHX2	2.90042351684574
B3GALT1	3.17674946393668
ADAMTS5	4.05094815468957
NOTCH3	5.12940660329809
C1orf116	6.21432964586898
UGCGL1	5.99476050484913
NF2	3.72127497523967
POM121	3.66205060805653
CLPP	7.2528337378239
MTMR3	4.14971564875862
ATP1B3	9.53894670577215
TMEM16A	4.51359074867818
HIST1H3F	3.01658371266036
TRIM25	4.32083951567076
CRKL	4.91258019676608
HOXB2	8.73468037157468
ANP32B	9.76365237263687
NUP62	6.88163939435542
GATM	3.90900264685809
AP4E1	3.30283984000084
RASA3	3.09934379694651
EDG5	3.31063358193098
CDKN3	6.54684678219811
CDH4	3.17819448859594
PGD	5.67503668187671
TMEM168	6.43367279325711
RND1	4.22706047970167
GAD1	3.01963059862111
MPG	6.43108232731698
ZNF133	5.3490272675231
LOC440350	4.64901929748205
FJX1	7.3246189697524
CLCF1	4.17255126884841
AMELY	3.02760890647781
PHTF2	4.75972821263497
IGSF2	3.58657903422724
TFF3	3.81060016902368
NDFIP1	7.84611893367263
IQCC	3.74345857821022
CUTA	9.13132350854088
HEYL	3.65717908131443
FTSJ2	6.4133827224575
APPL1	7.25450706245599
TNR	3.34190885977604
WAC	7.73505415157294
ADCY9	5.17974541966854
PYCRL	5.59754748669708
PCGF1	6.87083511686326
PTPN13	5.69869777916952
AGPAT7	6.45861212312237
SSTR5	3.41009326370332
CDKAL1	2.93813401016428
PDYN	3.66559160138204
SFRP1	4.74480633284177
VAV3	4.95230934816501
MTMR11	5.4119910089538
SUOX	6.92121361224613
IDH3B	6.96372417389811
STXBP3	8.06869956735362
EIF3G	8.57298616046789
GOLT1B	5.50169240287944
ARHGAP22	3.60919869415729
NPFFR1	4.29691424698664
NPC1	5.90387265414978
ALDH9A1	8.98780464725943
ICAM5	3.89914105648154
ADD2	3.67596230762739
RASSF1	5.60886233640807
PITPNB	8.32019594689542
PAPOLB	3.22002399704243
URM1	6.10712957664748
TMEM106B	7.51851137216473
LRIG2	5.87758379876294
SLC27A5	4.76311072999778
CDKL1	3.96813625584908
PRODH2	3.83599524730202
SFRS11	9.68057607670154
IL7	3.05721570389947
SCN9A	3.28459256197884
BTG3	8.9229451975761
PAK2	6.09962390941799
ATP2B1	7.77539045272148
GATA4	3.44962461876457
PRKAG1	6.4252575287543
FAM64A	4.9425900303125
ATF7IP2	5.42737998699744
EEF1G	11.5949007771326
INCENP	3.42451615973871
SMAD5	4.72860656057692
GARS	8.93392797008405
CDK10	4.4157944972576
HLX	4.87002770006168
ELAVL3	3.98739847421191
MDM4	3.05723934096043
GNL2	7.83565116159547
CDX1	4.70829330923062
PFDN2	8.09744321471384
ZNF200	5.47877751788092
NDN	5.38435757151361
PRR3	4.53709526033487
HBA2	8.78697309926749
FBLN5	6.10005448630785
PUM1	8.20811972582245
CCDC88A	4.04610850740693
TNNT1	8.13900090291945
KLHL24	7.44118752458284
HNRPH2	8.73517472844069
RAB7A	7.80507882896738
SGPP1	3.59265526172439
PMS2	6.5079840430313
ARNT2	6.30610189096756
CBR1	6.54597476778809
ITPR3	5.17093162770882
BIRC3	5.1743649458071
NRSN2	5.04725008009201
SPOCK1	4.45177040498757
H2AFY	7.43948458104627
RXRB	4.65004571604711
ZNF638	8.41420817559475
APBA1	3.69619211458643
RAB2A	6.79596284332756
ACTN4	7.62744950048937
FXC1	5.42565835243597
C6orf162	3.95308587383159
HPSE2	3.84722656261390
PLCE1	4.31407881842851
INSL3	3.28132348615831
PTPLA	3.03101779880748
EIF2B5	6.63378004932888
DLG1	6.58094432567386
PINK1	5.38863432774541
TFIP11	5.24955850738025
VPS33A	4.86969540190179
SKIP	5.04188821042709
GRAP2	3.08678009069648
GAPDHS	3.22778822445756
POLR2G	8.50517480035803
CNTNAP1	4.35251306646725
PSTPIP1	4.17760673801844
CYP26A1	3.8080020213346
APOL2	5.25664191513033
TACC2	5.73391752687252
CNBP	10.3347895192230
WASF1	5.5628348110251
HSPB1	11.1985144347099
INPP5E	5.72530592353541
COX7A2L	8.98605823764874
HSD17B1	4.23523535835429
ARRB2	5.3042144101765
CUBN	3.51223952846461
SLC7A6	3.99256826710464
IGF1	7.718538519947
ITPK1	5.39016488807428
NAALAD2	3.27907265740882
G3BP1	6.59909163070572
HSD17B10	8.2650804650525
NUP155	6.05340905536485
CYP39A1	4.56062939202596
GLULD1	2.79381909018954
RBM15	7.64427197014682
AMZ2	8.02700492150469
GDF15	3.6484614887924
CYCS	10.3840410508090
TECTA	3.21115545423519
CCDC46	4.21118561289315
GNAL	3.29623932564016
LPO	3.20333321502169
GZMM	3.54349987648570
PAIP1	7.27224718922124
DDX11	4.6675952767229
TAF9B	3.73300476744999
CACNA2D1	4.21887935748453
IMP4	7.97101574063834
SH3BP4	8.27462413203788
PADI1	4.33242997607402
DEC1	3.3372659629849
PON3	3.53437626974848
PROP1	3.32584054976809
UBB	12.0037484754230
RPA4	2.95523120809745
TCF25	7.24580799998663
NDUFS1	7.48541967758804
UPK1A	3.2555899380616
AES	6.4574364917589
PPP1R13B	6.12826719521042
TCL6	3.28711418519361
ARL2	7.21319991242546
CD2BP2	7.16572818269409
TOP3A	3.81375408955417
CHRM5	3.23979021301459
FGFR1	5.47577424245191
UGT2B17	2.64601610511105
CEACAM6	5.66908779967154
CERK	7.8386432410761
FXYD6	5.00107586617458
AP3S2	5.81803258157413
ZNF208	3.78287806515411
CARKL	4.52036258467517
HIST1H4E	4.18818480704658
GOT1	7.56626788705829
BBC3	5.09459802737505
CASP6	5.87853471365164
HOXA1	3.3547281232257
RCL1	6.31305476329357
RAB40B	7.35145959724687
PI4KB	6.44642821491135
LRRN2	5.93933296178027
B3GAT1	3.10606926812217
OAZ2	6.95204614628785
BET1L	4.33433276050435
NOC4L	5.51279579000927
FRY	5.06422667439767
C10orf12	3.07497390701951
AK3L1	7.2278642976882
FADS1	5.79461804180496
CSF3R	4.18696551533702
DKK2	3.76108338914672
POLR3K	7.00949548971812
LBX1	3.18999417563290
ATG2B	5.10762192862161
RHOT1	6.92078943005244
DARS	8.8199021077074
EPS8	7.07887380261215
OXT	3.61501777952924
C10orf56	6.51780632956564
ARL4A	6.8559090741499
CCDC64	4.21829553562312
DAD1	9.49206221207694
HERC2	7.3270118774735
HSD11B2	3.69147741272291
USE1	6.12450551552356
FAM96B	7.73624480683218
HNMT	4.62319139249922
PCGF3	4.88433730170028
BSN	3.65556729859315
CAND1	7.03554534927264
ACTR10	8.89850728667185
NASP	6.2798570859838
C20orf4	6.19393737855534
ACSBG2	3.01631472063211
COL9A2	4.90607888436278
RWDD2A	4.75621861962257
PALLD	8.25385051390718
GPC5	2.90302337468300
CENTD2	5.82202489290983
TBL3	6.00773923373971
TLR1	4.37159055359836
LMO6	4.44227014724469
CCDC106	4.8518388090999
KPNA2	9.02597406986762
PARP16	5.32198973215273
PDIA3	10.5983880931476
MACROD1	5.02982961193277
SFRS1	7.58515568163132
DCP1A	6.7864449294507
TMCO3	3.8032591697295
NTN2L	3.03124367261296
CLN5	6.62443817217985
BIRC5	5.44698141677273
PRR16	2.74287826382372
FAM63B	5.18952206387308
GLE1L	3.80716051942698
CES2	5.49571427818611
GNAS	9.68722637182536
KATNB1	4.34596162610189
CPLX3	3.30294370312998
WNT8B	3.76102280497716
TSPAN13	9.08497573147057
MRPL52	3.83678543761949
GHR	3.48894704313367
DUX4	3.79045857387908
BCLAF1	7.50280595167802
GOLGA3	6.57016145158055
CLEC4E	3.42975457795332
SCUBE3	3.8234024227877
UCRC	8.97493022404046
CDKL3	4.46311609397764
MGAT4B	6.62365011752203
BBS7	3.46299844119479
ZNF345	4.23257389927781
RTF1	6.29440101501123
SERPINB9	4.49935833936581
DHRS7	5.2454147418066
RIPK4	7.61451204348791
PLEC1	5.95607096768079
PIP3-E	4.22021224603728
KNTC1	5.65934442048869
EXOSC2	6.01139106959651
MS4A2	3.07124842840881
FGF17	3.23971811610612
WDR59	4.39235476709961
LAIR1	4.7867928773185
EVI2A	6.11245287009789
IL17RC	4.29989929507136
GTF3C3	7.01104925706461
HS3ST1	3.85130040517677
ITGB1BP2	3.44625226639404
RBPJ	8.83243045160968
LRRC8D	8.52090457660329
ALDH18A1	7.4925540648818
INE1	4.12115247450613
TPI1	9.11015351347579
FLJ20035	7.19525249253664
GATA6	8.83652870212874
CABP1	3.40668017821052
RASGRF1	3.46993836732321
C4orf15	5.55085585219901
ALDH2	9.32324309388847
DAPK3	3.52991769432121
C3	11.7471480967464
EMP2	9.3318116453041
GJB1	5.20815575416652
PIN1	5.77651455893843
SLC6A15	2.88604175751131
POLE3	7.77583590121492
RIN2	8.40181999073394
CTSL2	5.74285061908821
APOC4	4.25236529206971
CYorf15B	3.03968182032769
TRIM2	5.11716256221337
CP110	5.78676715797024
KIAA1622	3.06618299239325
DNM1	4.98024262460107
HYOU1	8.2682612816889
OTUD4	6.064199532606
USP7	6.64672448375158
ZSCAN16	4.70816583264078
ASCC1	6.40692289452052
OTUD3	3.42358772632547
YME1L1	8.8438401801226
HNRNPR	8.55629402856448
SERPING1	9.80098528716516
TPCN1	7.06712789968377
STARD13	4.82595573908345
PCBP4	6.16433721725173
ADI1	7.00440976811319
ASIP	2.96927909449148
CDH10	3.55491550854634
WBSCR22	7.52138501806194
SCP2	9.26496911669275
KL	3.03557068641059
SLC35D2	6.35262836506944
MAFK	3.41689260081061
SON	8.5389361707099
SBNO2	5.09767756935451
RACGAP1	7.43825289012696
SC4MOL	8.23588918618543
SLC6A6	3.2607929354216
OBP2A	4.11094362405088
PSMD3	5.84632298414392
ERLIN2	5.79511399035633
PPP1R9A	6.33708625869429
RAB35	4.78519471553953
PDZRN3	5.0936003528133
AVEN	5.92871769405773
FLJ21075	4.10956383455472
BCAM	8.52844385651023
C14orf132	5.45512763998822
PCK2	6.39191194536763
FKRP	3.32605239186644
HLA-DRA	10.381822667385
GUCY2C	3.0959492335627
RP11-125A7.3	5.50960311146454
BARX2	4.52325947416407
DAO	3.27327058708542
EDNRA	5.50537763250830
NIPBL	6.3217393143791
ZNF331	7.24334339970793
PPP2R5A	6.32930582820863
HMGN4	7.62739005023415
DDX39	8.40090874427055
EFHC1	4.76123559945244
EIF3M	9.9443272656071
SLC17A3	2.88338377209446
ZNF24	5.31148114586854
ASCIZ	6.932818123286
FNDC8	3.46368550763134
ESRRA	5.42427459126536
PTMS	4.60025469609977
PHF7	3.70041759835673
PIP4K2B	5.03004371276503
IRF3	7.00004419886422
GPR19	4.17847596459408
HHLA2	3.43567140533473
GMFG	6.06793995307871
BDH2	6.86355847370424
APOBEC2	3.49914297766069
PRSS21	8.55442760344272
PENK	3.3511994128625
PHF16	5.33494701221369
ZMAT5	4.17738379842298
SMAD9	2.97059840599822
SLAMF1	3.43124674332431
RGL1	8.7238697412575
DLGAP4	5.26014441173637
MBD5	5.38017778120728
PHLDA1	4.36525929103307
BACE2	8.94221505106976
APPBP2	6.55734087496502
LIF	5.06601854749613
OXTR	10.5093073546604
ACTC1	3.93127152390447
USP19	4.13221180577222
SUV39H2	3.12584871400588
ERO1L	5.69715073289933
