Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C12
Composite Element REF	Signal
HLX	4.77141833855628
ELAVL3	3.97725607504188
MDM4	3.10679741556136
GNL2	7.59984203324179
CDX1	4.45889218020599
PFDN2	8.42510011417879
ZNF200	5.48378761410969
NDN	4.7280404869701
PRR3	4.4672734395956
HBA2	4.95859333525999
FBLN5	4.2058531942265
PUM1	8.01616609037745
CCDC88A	4.15320208807536
TNNT1	7.81683591348518
KLHL24	6.38259183827785
HNRPH2	8.73912298170299
RAB7A	7.89515338815252
SGPP1	3.42598994024937
PMS2	6.8518749242463
ARNT2	4.82159698519287
CBR1	6.22560285836324
ITPR3	5.12166915062408
BIRC3	7.50742701163044
NRSN2	5.57423271607685
SPOCK1	5.54003436240074
H2AFY	8.35214784851338
RXRB	5.13715798486255
ZNF638	6.97280787120687
APBA1	3.84456048291243
RAB2A	6.76756619086278
ACTN4	6.35531466400026
FXC1	5.97073048142575
C6orf162	5.43123500905566
HPSE2	3.81438590528104
PLCE1	3.28352206175011
INSL3	3.33679909378762
PTPLA	4.19077716954804
EIF2B5	6.2998020584567
DLG1	5.59196991442974
PINK1	5.63340081470034
TFIP11	5.23374955952447
VPS33A	5.03376963490478
SKIP	5.44219369389747
GRAP2	3.04398413785608
GAPDHS	3.26758953423485
POLR2G	10.0031637609732
CNTNAP1	4.52569607233895
PSTPIP1	3.52861936114119
CYP26A1	4.01619976310392
APOL2	4.67593733343506
TACC2	5.7015063570244
CNBP	10.6516726527595
WASF1	7.13813553098217
HSPB1	10.6230733663906
INPP5E	4.62773358099301
COX7A2L	11.2555225162525
HSD17B1	4.83982167579277
ARRB2	4.8273034496302
CUBN	3.77106938342166
SLC7A6	3.95738478240007
IGF1	4.33225431292952
ITPK1	5.10589987882424
NAALAD2	4.19567813364035
G3BP1	7.48527409849237
HSD17B10	9.14680559330253
NUP155	6.19283459037592
CYP39A1	4.33703343226693
GLULD1	4.26329857566194
RBM15	7.5538866988862
AMZ2	8.37514419191468
GDF15	4.26280785823228
CYCS	10.9953209417034
TECTA	3.51698520704905
CCDC46	4.91478027670286
GNAL	3.11420573195654
LPO	3.42652224174614
GZMM	3.61381733614856
PAIP1	8.45628020874521
DDX11	4.29704289429145
TAF9B	3.69817443727376
CACNA2D1	4.40540118936426
IMP4	6.80670635256425
SH3BP4	7.4701400064318
PADI1	4.33827080527057
DEC1	3.22787927688640
PON3	6.59809010772795
PROP1	3.41888396153
UBB	12.5562881807399
RPA4	2.99338381417636
TCF25	6.60019105137528
NDUFS1	7.61698187535455
UPK1A	3.3116078079445
AES	5.82396464709015
PPP1R13B	4.06030639186134
TCL6	3.47304326453059
ARL2	8.63019312349724
CD2BP2	7.42580187914146
TOP3A	3.59145272256862
CHRM5	3.42655103341473
FGFR1	4.57533069231562
UGT2B17	3.33712015917123
CEACAM6	4.09725030167147
CERK	6.68414558968773
FXYD6	5.39421486293541
AP3S2	6.10888923321858
ZNF208	3.00784118340679
CARKL	5.12179702627255
HIST1H4E	3.83265180154521
GOT1	6.69520173663217
BBC3	4.68338424457848
CASP6	6.19883707701042
HOXA1	5.01228046061276
RCL1	6.57574142475832
RAB40B	7.05767895276622
PI4KB	5.63902345452214
LRRN2	5.26908200868201
B3GAT1	2.98737470568751
OAZ2	6.82674863393782
BET1L	4.81762622390417
NOC4L	4.2765988307215
FRY	3.62664838611212
C10orf12	3.15163318013646
AK3L1	7.38423595249713
FADS1	5.10944029019138
CSF3R	3.42491219324942
DKK2	3.41044979873107
POLR3K	7.1795038277414
LBX1	3.19431636133106
ATG2B	3.85925874651928
RHOT1	6.97024459489666
DARS	8.78810176535998
EPS8	5.92641662434344
OXT	3.3957291901822
C10orf56	4.74697768930794
ARL4A	6.56738412586095
CCDC64	3.8772925598256
DAD1	10.4034266164553
HERC2	6.44780174353465
HSD11B2	4.00294597663061
USE1	7.31772781112952
FAM96B	9.35742488286516
HNMT	5.02702281348944
PCGF3	5.53848332705907
BSN	4.02925925129134
CAND1	7.34120403003416
ACTR10	8.54384415374806
NASP	6.04801384318787
C20orf4	5.42558869650667
ACSBG2	3.34709848457813
COL9A2	5.51535683967305
RWDD2A	7.00548286600745
PALLD	7.24106726032267
GPC5	4.24256531576858
CENTD2	5.19894570715818
TBL3	5.5156497951637
TLR1	4.8710345731797
LMO6	3.87645830441213
CCDC106	4.34469548733835
KPNA2	8.50735369245919
PARP16	5.53033739168847
PDIA3	10.079867878515
MACROD1	5.64144256237858
SFRS1	7.11929055852572
DCP1A	5.1114341987401
TMCO3	3.6904820867253
NTN2L	3.25174749067956
CLN5	8.71784865361454
BIRC5	7.44669436883568
PRR16	2.90401879343724
FAM63B	4.05637757767194
GLE1L	4.10668162028368
CES2	5.02192780902473
GNAS	8.19654584818823
KATNB1	5.33574512139616
CPLX3	3.25173824620018
WNT8B	3.79454943026066
TSPAN13	7.43752845721304
MRPL52	5.53182868738722
GHR	3.37499275077053
DUX4	3.70902195171522
BCLAF1	6.91464753991372
GOLGA3	4.55477209304341
CLEC4E	3.6690499429602
SCUBE3	3.84919728544949
UCRC	9.49759032730842
CDKL3	5.32051742286736
MGAT4B	5.46607260178185
BBS7	4.14094972041023
ZNF345	4.98483572581495
RTF1	5.99230988845636
SERPINB9	5.16908869409872
DHRS7	5.15054389127058
RIPK4	5.65269609201023
PLEC1	4.27648439216785
PIP3-E	3.59026083221275
KNTC1	4.61800824991111
EXOSC2	6.57078104879897
MS4A2	3.15657397142682
FGF17	3.56400873451741
WDR59	4.05995238342977
LAIR1	3.94850545723685
EVI2A	5.91512369357322
IL17RC	4.14246048127611
GTF3C3	6.72760246578432
HS3ST1	4.02288081220521
ITGB1BP2	3.17576013661009
RBPJ	8.23724424858709
LRRC8D	7.73116798269342
ALDH18A1	5.82322688930199
INE1	3.65616525736425
TPI1	9.64786098638928
FLJ20035	6.87881139243822
GATA6	7.09842843722208
CABP1	3.3934751711811
RASGRF1	3.45867006611248
C4orf15	7.25604063242421
ALDH2	7.03058362457915
DAPK3	3.22861453493808
C3	10.8415344998562
EMP2	5.41444214449903
GJB1	5.26228800872963
PIN1	6.72713584460093
SLC6A15	4.49836947893397
POLE3	8.31407037986354
RIN2	8.46745244047662
CTSL2	5.37966339421807
APOC4	4.07150966276428
CYorf15B	3.05482917838492
TRIM2	5.34427938055299
CP110	6.6561280422639
KIAA1622	3.40152329332719
DNM1	4.35300100208586
HYOU1	8.34027295874977
OTUD4	5.67633546960167
USP7	5.6697418068002
ZSCAN16	5.1152619849223
ASCC1	7.90506036527835
OTUD3	3.75237329584612
YME1L1	8.75015105355743
HNRNPR	8.03680478772425
SERPING1	7.57430271404842
TPCN1	5.35683893097273
STARD13	4.25600434010421
PCBP4	4.34160840254872
ADI1	9.5803650809271
ASIP	3.36104594781022
CDH10	3.62769039367571
WBSCR22	8.65152649735237
SCP2	8.72834177000242
KL	3.33650547018736
SLC35D2	6.07504052099921
MAFK	3.55218453712777
SON	7.30927247345109
SBNO2	3.99620666955533
RACGAP1	8.99171368621819
SC4MOL	8.17555213937056
SLC6A6	3.44439870750132
OBP2A	4.85412181365082
PSMD3	5.95870368444634
ERLIN2	6.26639781647329
PPP1R9A	5.1283751346688
RAB35	4.18474174107194
PDZRN3	4.3808070346334
AVEN	6.06670035406769
FLJ21075	4.14731471788585
BCAM	6.43348713187116
C14orf132	3.86862072021204
PCK2	6.84264325521054
FKRP	3.20165626360537
HLA-DRA	11.0946993352468
GUCY2C	3.168313426813
RP11-125A7.3	4.94190908888358
BARX2	3.68115464436841
DAO	3.17603995674057
EDNRA	4.84085935067488
NIPBL	5.2950884308352
ZNF331	5.14186469056077
PPP2R5A	6.92003758546758
HMGN4	8.36097859168406
DDX39	8.76023904070485
EFHC1	6.82587725031379
EIF3M	9.4639792945528
SLC17A3	2.95720019221734
ZNF24	5.02897390210854
ASCIZ	6.12445787035605
FNDC8	3.26428065562939
ESRRA	5.56763908857786
PTMS	4.43173681889245
PHF7	3.79947619933798
PIP4K2B	4.35207253017718
IRF3	6.9196805174516
GPR19	5.07515023143771
HHLA2	3.39832370574234
GMFG	6.26981982178531
BDH2	7.35031551404837
APOBEC2	3.55692054411589
PRSS21	7.21335805123757
PENK	3.81009696115207
PHF16	5.7864274799984
ZMAT5	5.02961396292791
SMAD9	3.09256166467004
SLAMF1	3.51718999073283
RGL1	7.07714005997569
DLGAP4	3.8592509726541
MBD5	4.72363386629604
PHLDA1	5.16907049149263
BACE2	5.85220916085031
APPBP2	6.33394162520458
LIF	4.16355555300332
OXTR	3.23021134357791
ACTC1	3.63423298267511
USP19	3.56537801612616
SUV39H2	3.14849970131016
ERO1L	5.96241956437251
ZNF395	6.16284428815812
CNTFR	3.50063439730176
HIST1H2BL	2.85925448037894
WNT3	3.56632549654748
ZNF549	3.45901830076197
ZNF467	4.32452187436035
SLC25A21	3.45898852329164
IL5	3.07492639369881
CLSTN2	3.50172471287887
LSM12	6.98642590037771
KRT37	3.18597243737993
NACAD	3.99058217020607
NAG18	2.85239730161304
PTGES	4.67136095009106
GDAP1L1	2.97256564853756
MFAP5	4.52913895381013
OPRK1	3.26829469663571
C12orf4	5.77573806301728
NTAN1	5.09299306418633
CST3	10.0036112397938
WDR6	4.4413620653604
NUP88	7.87428555384574
CD300A	3.98352615763121
FCGBP	6.58382100168698
CNIH	9.82949619309219
VASH1	3.57157987850769
DHX16	5.70920563276633
SLC35A5	6.89428276628399
CLEC3B	3.56855191959718
ARL2BP	5.37555520420924
C10orf79	3.32288771403180
ZNF79	3.64344535416161
CRP	3.38501239866536
OCRL	4.79715279419333
GLA	7.48338306167559
NEBL	3.47624856036347
HSPA8	10.4472718133105
DIDO1	4.24136932368038
PLA2R1	3.08251486235724
NGDN	7.78291734786908
CBFA2T2	4.03860607510491
SAC3D1	7.10059096287316
PNOC	8.2441315193226
PIGP	8.33791992485114
AGGF1	5.52879496363146
PRRG1	6.1466247626917
DPF2	6.884091500289
MYH13	3.04246996651852
TMED9	8.2512867835285
TRPV5	3.62125720494434
UGT2B4	3.10024878958895
PJA2	7.81431020762927
COLEC11	4.44476607187289
SCYE1	7.73077288234154
MED12	4.50221996133177
CARS	6.8135115216784
MYH1	3.39074992424361
CYP7A1	2.9285026526577
PHF1	6.03867288270826
LOC644096	7.2340151392267
FRYL	5.89392768813756
RHOBTB2	3.21473235734814
MMP27	3.09527322518655
ZNF432	7.6718109835736
SRD5A2	3.79979612347859
UTP14C	7.93389376166124
RABEP2	4.64124243894873
VWA1	5.22426316536204
FUBP1	5.8395164652333
IGLL1	4.05540871955003
KIAA0586	4.54360323908489
IL27RA	3.63002843980468
STON1	5.99129866358524
IL5RA	3.38413962506855
PERP	6.58571478597467
SMPD2	4.84642523768315
TNFSF12	4.16239455590419
FN1	8.02540454835188
MTR	7.02243300620955
CSRP3	3.23817262835848
MMP20	3.22011184963016
PHLPPL	4.14742201805011
CBX6	5.09396602133918
DHFR	6.57698502653381
PRG3	3.29653145691167
ALPP	3.42339140080043
ASH1L	4.0832967129971
CHRNA2	4.10297798123333
PPP1R12A	5.99312281669156
RBM38	5.74293961474588
ZNF7	6.88259864800506
RDH8	3.34218307076565
GPR132	4.01568183047071
DGKD	4.62813789849569
TPMT	6.05168158916428
ATP1A1	8.65598157351283
SERTAD2	6.30229419178874
C5orf4	4.70602736857992
ZNF672	5.37750061966072
PLXNB3	3.31388859288966
FAIM3	4.14326377796754
UBQLN2	8.00742529983873
NR1I3	3.08882705036773
ACVR2A	6.31752950978802
YWHAZ	8.49334241560171
LILRP2	3.69160381674387
GNAO1	3.26916977841715
OPA1	5.19597243442831
RPS6KA6	3.59000846546952
RPL10	12.5109967498696
MMP23B	3.45825502780769
PFKL	4.89008509367992
TMEM140	6.35558808638114
AURKB	5.79618847273669
IFI16	9.05382316071025
CSTA	5.36823134629576
PRPF39	6.77041699487989
DISC1	3.98496980621257
USP4	6.90845052890822
OSBPL10	8.02914464646993
CAPN6	3.25451441503074
CLTCL1	3.7516305793303
NUAK1	6.17996845008828
ALG6	6.66661041818539
NPPA	3.76174640132274
LAMB3	4.92970683300302
PPL	5.99968626953517
LRTM1	3.08062416740388
RRAD	3.74145957987695
TIPIN	5.89468003187067
CARD14	3.42960250559871
RBM9	4.97758240654059
LCN1	3.36354808068084
RALGPS1	3.5965522837941
NCOA3	4.84531641877595
CCDC6	7.6609743981829
RASSF4	3.97072284682997
MTHFD1	7.72033319799995
FCMD	3.59608531489945
IGHD	3.69543890736076
PLA2G6	4.01210208052025
TPT1	12.2440885367991
S100A3	4.04008650259697
SEC63	6.80022185440988
C10orf59	3.28649571983907
TOR1AIP1	6.06416613927689
PAFAH1B3	6.9767805086464
CEBPD	6.60964768789398
ZNF107	6.99067452091029
ALDH6A1	6.07704533738748
G6PC2	3.61919591941457
SNTG2	2.83421997943098
GRWD1	4.70617717166351
FLJ22222	6.4415993968047
BCKDK	5.51299851775995
CTSB	9.36516596090557
PFKFB1	3.48065561652877
ZFP36	6.10260802287772
SVEP1	3.54387529746724
PXN	4.12676275501723
TNF	3.6362805450763
SIRT2	5.34456208075316
C5orf21	7.27056224781782
VIL2	6.33937431812883
DIXDC1	4.07043954595143
GANAB	7.59093991248175
PDSS1	5.92545402185442
GRM6	3.13393660679257
NGFR	3.09838522431231
ATP8B4	3.00727848877491
MEIS1	8.87115154463122
BMP8A	3.62545535581336
NGFRAP1	10.3502102840406
EDAR	3.66756690903132
NEDD4L	4.25450850414027
CRYBB3	3.90864008848862
C6orf60	3.76847441298636
IL1A	3.06787547160855
GNRH1	2.95847129533669
PDGFD	6.92379398422023
CACNA1H	3.61410961915584
TXNDC3	3.35042235512637
ERCC1	6.34521152599086
CAV3	3.42095916106885
HARS	7.55164619345407
AQP8	3.46627938786785
CREBBP	5.06526951936015
ITGB1	5.2618460036691
SPACA1	3.23193555424252
ZNF254	4.39066347611089
PARK7	11.2558532563104
PAX1	3.34886549746983
PSMC4	8.39317675246984
KCNH4	3.60637798821609
TUBA1A	9.1730068468668
PRMT8	3.61344282170604
SELP	3.33201441486527
PSMD8	9.28909552009376
SOX10	4.1440884168166
HTR1E	3.62388919063054
RABGEF1	6.21635599513866
EPS8L3	3.65289003901649
MAP1LC3B	7.18224096869569
AGXT2L1	3.03715144765781
CYB5R4	5.71939592382848
MEMO1	8.54942335588246
LRBA	5.63142942868731
TRAPPC2	6.69316192518954
FLJ14107	3.28184812276248
FNTB	3.69499809769292
MYST3	4.38594189813844
KRT8	8.2869467308946
AURKAIP1	9.29087002969169
LMAN2L	7.41353883825157
C1GALT1C1	7.18629321085874
DSE	6.8585392021121
FHIT	4.27711241456375
OSBPL3	5.8561089894249
PPOX	7.14940679594802
SLC39A9	4.2999839526489
EPB49	4.61191712092894
LOC137886	6.20416021159858
C7orf49	6.83374733126172
RHCE	3.59586844433136
CST8	3.66772108396079
ATG7	5.6624243427965
SPP1	10.4557345745002
GLI1	3.30827319563168
HYPK	9.07058252517866
SFTPD	4.51802901182236
MCFD2	8.32467293932997
ZNF157	3.27568789831747
EPS15	7.20298528083846
SFRS2B	8.7526133995648
BTNL3	3.75153425245338
GPR23	3.27919624454848
TRPA1	3.17389013010157
ASPSCR1	5.34104042989756
GNS	6.93087184991879
FDFT1	8.78077723142773
ENO2	5.01761075995464
CBX1	7.16801893946552
PTGS2	4.01849564692317
BMP7	3.73406694345755
CCDC90B	9.4366331417280
LRP5	4.31147116763949
UBE2D3	8.93588469144047
ARFGEF2	4.78635817866142
ARR3	3.72768929136177
MAP1A	3.46930806340434
NEFL	3.24489787439704
CD2	6.18590893935684
FLJ23861	3.83278766577094
NAV2	5.10830845033881
ENTPD2	3.36129673133881
COX7B	10.8520431955679
ATP6V1A	6.91331365564455
TRGV3	3.32668183485785
ANKRD17	5.75040369313651
ADH1C	3.23497906348958
ATXN7	3.59238814275936
IL21R	3.72879264263041
CHN2	3.64259843473629
HAS2	3.20457368142832
C6orf48	10.0746634910311
TGIF2	5.43952173872922
KIAA0241	4.86663524705589
IGF2AS	3.39219634191173
CYP2C9	3.35840022533299
DNMT3A	5.0624037503816
CNOT7	8.41514356567969
FCAR	3.24087618277969
SFRS10	7.39262584478804
MARCH3	3.70110209614938
RUNX1T1	3.32216362309927
CTSK	7.62132126872497
LRRC61	5.13204577232789
HNF4G	3.23286633093581
LRCH4	4.49846736069912
PSIP1	7.44465019854337
AP2B1	5.9579536392732
C7orf28A	4.42235945116085
SMCHD1	6.06326603773817
EIF2C3	5.95787599254884
S100B	4.07724895881182
BMP2	3.61437128637909
POP7	8.54634153732712
UGT2A3	2.62824304922070
ESR1	4.37986311762760
ZFPL1	4.50238860817933
ARHGAP12	6.71188339334357
PGGT1B	4.43756922098336
LRRC19	2.84991291538974
ZNF767	4.47762500436859
DEPDC6	7.17610617391143
SLCO1B1	3.19120850128341
SST	8.85496784597912
NACA	12.1466576991647
KCNN3	3.7848335049895
GLOD4	8.31455530975376
SCCPDH	6.96915883368661
PRF1	4.47070541406952
LST1	5.10883612546392
CDK4	9.81057202696879
TCF15	3.43450250184670
PARC	5.09710158026013
PRMT1	9.30787965374162
ITIH3	3.55285539651214
PPM2C	4.97783959388791
TEX10	6.50505204518793
EDA2R	3.33533078676722
LOC283345	4.1359558193672
NARFL	5.37406904003177
DENND2A	3.77255299277656
C1orf103	6.27503907287242
DMXL1	7.46096576344612
KCNAB1	3.37963973223380
FLJ20254	6.36656367852591
RBM3	9.15279868935338
GPR1	4.56522750059345
DMTF1	7.10332286993266
HTR5A	3.14741813612831
MXRA5	8.48918525166887
GRM1	3.56251064126441
SCFD1	7.1824198149005
RAPSN	3.51167497017525
ACOT9	7.14592996969947
PDE4D	3.2427795705079
TRPC4	3.04645243964271
EPHB3	3.98226998393164
GEMIN4	5.81280413350984
RAMP3	3.83430177747941
CNTN5	3.55203287334558
DLEU2	4.40025053879771
TSPYL5	7.8249166054911
GRTP1	4.17112165714041
ITGB8	4.74146966096999
GAP43	3.27780130638912
FRS3	3.65506782727559
PDE3A	3.67643619710346
TNFRSF10C	3.24267419138652
JMJD5	4.1068076370429
OTOF	3.05072650744208
TEX14	3.29425025288338
XYLT2	4.79042436833611
HIPK3	3.31535219920506
XPOT	8.49884665067948
RRH	3.04031999226791
CDR2L	6.31466497038381
GAL3ST1	3.34586216755247
DHCR7	5.34514396806173
PDZD7	3.58673409504846
FGFR4	3.89786096248370
CRAT	4.92693269276446
C1orf217	3.34727667574546
SLC19A1	3.66196963211474
PPP1R14D	3.12576769708861
LIMS1	6.7747934928374
TMPRSS11D	3.30032965603978
TRIM14	5.04116231493223
PIK3CD	4.36972526346121
MFAP3L	3.29419611491682
DERL2	8.44061993109686
SLC7A11	4.3974302250274
FHL5	3.17911364196490
OR10H2	3.04824505553932
ACAN	3.36203262905034
BRWD2	8.19650697733644
PPM1E	3.10682935745072
DCUN1D2	5.59924013037282
TINAGL1	4.49079971942050
C3orf36	2.81213362011190
DOCK4	7.31618414985941
ENOPH1	8.1974085415034
FAM127A	8.4128985140137
SLC5A3	5.89982708829016
ARPC1A	8.35140918176203
CHST2	6.40552506230568
SPATA2	4.92687208419697
PGLYRP4	3.27165465616855
RUFY1	5.88653786405949
NTS	3.30970989957393
FRMD4A	3.33290604405155
RPS4Y1	5.60874741781693
BCL11B	3.41616921706707
TNFRSF8	4.29980876464053
FOXE3	3.39334227183165
PTGIR	4.12488015364576
ART4	3.33109844618508
EVX1	3.67572148242189
PRM1	3.61030452485880
GLCE	4.8899497866951
GPR18	4.23565024325738
ACAA2	7.67994832640139
PIGK	7.41049107604304
HIST1H2AG	4.46006050027839
C16orf67	4.39600656173166
UQCC	6.91711954771749
PLS3	8.0817779274123
DAG1	5.62684397300622
WWOX	4.59780024280552
GTSE1	4.78347368816081
GP2	3.4321469363313
CHIT1	3.49200229311901
PLOD2	8.41463659501773
RPS24	12.6763621587699
KLF9	4.7678028704787
TTC27	7.51967368178082
PYROXD1	7.85795101053037
MIA	5.32275502560765
TSPAN2	3.14304060698536
MRPL9	6.8595967743369
PCSK2	3.23506703299346
PI3	7.55757822129255
RPL24	12.5471141100761
HIST1H2BE	5.43396320735333
CD86	4.13516660798679
CALM2	11.8086329240000
LFNG	3.2127884626142
GYG2	3.84445474479141
INTS12	6.35787680552853
RAB4B	5.26981611297446
CTSF	7.39343955797493
HUNK	3.37112987576886
GNA13	3.63489422940028
B4GALT4	5.20286798913567
TSPAN31	7.87127386556233
CHD1L	5.78544348800532
CNKSR2	3.64348895319994
C1orf156	5.9126324554886
IBSP	3.63640358084227
FUT8	7.60886594508702
TRMT11	6.3186014199841
AGA	6.3617114394
GFRA2	3.55968387951303
WWP1	4.89319004562657
B9D2	3.96956683641333
CPZ	3.75217358731475
STAT1	7.20109879122868
PTTG1	9.42899942112037
TMEM62	5.90055416001828
COL8A1	2.84129223895646
RBPJL	3.20134711516362
CASP8AP2	6.42433636487803
SSBP2	6.99351727527916
MMP12	4.52236146646962
NME4	7.08298710859872
LOC55565	3.9523519217346
GABRA1	3.46747681969819
PEX11B	7.63826907469888
HABP2	3.82026107342342
REEP1	3.66178407681077
C9orf156	4.94542204569752
SMARCA1	5.10869194320274
WEE1	5.51167870969865
APOF	3.19233179903014
GCDH	6.59175527720751
SSR4	10.8650186488349
SPAST	6.31842709912154
RGS1	6.94234948204355
ACCN4	4.10042028742241
PLXND1	4.55010701117617
FLJ20489	5.79111895971261
MLCK	3.18773263860293
INTS5	5.89241672695712
BSG	7.686709749778
PARP8	6.64268513190558
ZNF215	3.46904977661178
TEAD4	5.72892297917838
PDE7B	3.07961873206582
MS4A3	2.91740476968257
DTX4	4.93820025080938
EFEMP1	6.44843571409613
TNRC6B	4.47714805006247
TULP2	3.55748800857871
RERE	4.34480775601149
BNC1	3.42115414810009
FGFBP1	4.23467478208276
TIMM8A	6.5066201746821
PIGB	5.21560646354071
AJAP1	3.40766078148832
COMMD8	8.72840176993002
TRIP11	4.22873723721309
SLC25A42	2.86528594191509
SYP	3.85681768630265
PCDHB6	4.13825851761779
FLJ12716	4.93893946235544
FKBP8	4.17821348843428
KIAA1109	4.08348224897333
PTPRC	5.90124633456011
POT1	7.40007486234456
CCT7	8.66685385224342
MMP11	4.60187765185722
MYO1E	4.28238713387201
EEF1A2	3.90804438994091
MIPEP	5.17744204585745
ZFX	4.62126223623423
UCHL3	9.08350107718763
LRFN4	4.31546801845645
XCL1	3.38383926885446
CARHSP1	6.64003427269859
GREM2	3.23270036348518
CCDC102B	3.29533104419941
HDDC2	6.70371150759292
SHC2	3.58556282456433
SDS	4.60014646436108
CASQ1	3.31444287475387
LYPLA3	4.49045319709011
INPPL1	5.61979235360942
SLC25A40	4.25496703080566
IHH	4.60621045032543
CHGB	2.9709109795819
COL9A3	3.52419028868053
C2orf18	4.73082438726161
DDEF2	7.54625686118105
BUB3	8.77006174648336
C6orf211	7.30545213023257
FOXD2	3.45901517290532
GGH	6.2863699360654
GGT1	3.44179250057463
ADARB1	3.72715651957164
VPS35	9.2644179732194
CNN2	5.74776879164444
DBP	4.46955537408339
WNT1	3.37686051849794
COL5A3	3.67130360608798
RHOD	7.00370318910852
ASNA1	8.07561036931134
WDTC1	4.74212241607204
COL4A2	6.0160455083602
HEBP1	8.15929409083104
SLC1A6	3.64153462085991
LUM	8.89934244677362
C1S	9.476948253112
TCF7L1	3.60024108249101
ZCCHC6	5.56104433069279
ME2	5.79408641533626
PAGE1	3.74118818683815
DTX2	3.83816299733292
KPNA4	4.06158280609689
H3F3A	10.5047655354290
GLO1	10.7345203719927
WDR61	7.78791690314013
CD302	5.86591503234443
SIRT7	5.94907167875814
D4S234E	4.49240847044992
RABIF	6.1087501601201
DYRK3	5.44665966686394
PKIG	7.53236365461672
PFAS	6.4661415752698
ALOXE3	3.61387858451247
RPLP0	12.2443647062344
RBM34	6.66241597584934
MKNK2	8.4805397552886
ZNF528	4.77550067233702
U2AF2	5.35598885090954
SEC16A	6.32300114264629
EFNA5	3.25922101525943
ZNF44	4.93247537878277
FCGRT	6.70254578785338
NOL4	3.19153534164546
CCS	5.68258981615983
IGF2BP2	7.77411995824187
MFSD7	3.63570373035954
OR1D5	3.44923455639391
SIX6	3.43453800649474
CCR6	3.08492562769938
TSSC4	5.0156622661523
COL11A2	3.43981820500311
CHRNA6	3.93884373974726
PLD2	4.24636600760672
PALM	4.48709922408388
ORC1L	4.44651681213892
SASH1	4.30847930039961
PUM2	7.76066371289997
ZNF365	3.77344329188689
CDC14B	3.97856645693128
PHC1	5.97785740754452
KIAA0913	4.20261738624838
LDLRAP1	4.86669636478943
NAT8B	3.49016916052578
PPP3CB	8.03957707628807
ANGPTL4	4.058605334764
HHEX	4.55749992819852
LSM14B	3.99909345265702
PLCH1	3.50991547499341
INSM1	3.15500687451507
TLN2	4.09734306391241
ZNF493	3.35611421815692
HDAC4	5.90773787726286
GLRA1	3.52867408274328
RPS6	12.0617945532709
SFXN1	6.399380939776
FAM102A	4.66484404768526
KLHL1	3.44918656274595
SAPS2	4.13781043323010
CTNNBIP1	5.97956911182161
SCGB1A1	3.59890450844341
SCAND2	3.75864431295973
HMGN2	11.8937688602426
NEUROD2	2.94784290534563
YAF2	5.84300686648576
BRPF1	4.9799687754747
RICH2	3.52241055891168
TBCE	6.8891033196672
LIAS	7.105621781568
MAPK1	5.60177441486873
MRM1	4.2367680854782
HDHD1A	7.12477463384402
CTA-246H3.1	4.96921171805118
ATP9A	6.03468395750678
HSD17B3	3.55690709992366
HN1L	5.81009578408129
SAG	3.46788747303081
C20orf10	3.58890377015026
CTRC	3.43226381821209
HNRNPA2B1	9.63246277578406
RNF216	4.39148917870108
GADD45A	8.35180854811626
MSH4	3.31180110554133
HOXD12	3.24123968862781
TMEM70	7.04504287964375
PPP1R14B	7.61914150267043
SBF1	3.69090286433089
HIST1H2AM	5.07856585337171
GNG3	4.22872564258812
C1orf50	6.98007994304013
FTO	6.57508020238143
CALCB	3.40991761677871
PPP3R1	6.33033729340715
USP46	4.77774322360242
CCNJ	3.80723620000581
PSD	3.31385234343275
GNAZ	4.14634958947209
FAM57A	5.62654835477581
LILRB3	4.51386539382301
DHX8	5.85384949400736
SPI1	3.86747312666875
OXSM	8.22354557084018
GYS2	3.02878273883793
UBE3B	4.88145334848410
PLAT	6.41658056203485
NUPL2	6.87601616327524
SF3A1	6.55276547419702
COPE	8.19095556338203
EIF3A	9.12175861734906
IQCE	3.68609257341442
FBXW10	2.88353470493882
KIAA0182	5.05998834910789
YRDC	7.35831329256442
GPRC5D	3.40460394107354
LRRC23	4.94603045352925
BLVRA	6.04341717735752
SLC22A7	3.45786503833979
RASL12	3.60157324583718
DAZAP2	8.85799200197524
IKBKB	4.29096027933185
PPFIA2	3.49140810476948
ZNF271	4.56438036901089
CXorf6	4.20384189344852
FRG1	7.57395869794918
BTN2A2	4.38079461868151
THBS4	4.04705716179478
ARHGAP1	4.84122177985433
ENOX1	3.50334390144596
ZNF706	8.13767365146457
DOK1	4.75071966038232
FCHO1	4.2031169051393
PGAP1	5.12248363056287
HOXD10	3.01804494890566
CXCR3	3.61842919306742
FSCN1	4.62206724019399
KIF17	3.52981608633547
TRIM66	3.29964571171129
CHI3L2	3.89897809788063
SRPX2	3.89587292881619
C13orf24	6.71023669497388
CBR3	5.45751652517334
ZNF132	3.50789817381927
AQP3	4.81205946943861
BNIP1	5.93308494630625
ST6GALNAC4	5.72294528656297
KIAA0391	5.53220965481646
KRTAP5-8	4.40408038550389
SIRPA	3.84530387892935
LYVE1	3.61312791605463
IGFBP6	4.09381422132978
APOH	3.18131394764075
TSC22D2	4.2720315695412
PLCD1	5.40760308688253
NPHS2	3.19383167857542
ARHGEF15	3.15477299940962
M-RIP	5.68864058066085
POLDIP2	5.94067598917862
