Hybridization REF	IDYLS_p_TCGA_Batch40_PopMarius_0810_HT_HG-U133A_96-HTA_C12
Composite Element REF	Signal
IL10RB	6.56496513598246
OTUB2	3.32923930089466
NELL2	5.35822850123776
MAPK8IP2	3.6729929484015
ARHGAP10	4.94899729411792
POU3F2	3.49477417850332
RPLP2	8.70440753233166
FGF22	3.67492626922675
PSCD4	3.84707924019431
TRAPPC6A	6.50707659461443
C21orf2	3.65733011751868
CEMP1	3.23406631912321
IL1RAPL1	3.45323232136102
LIN7B	3.33050183817048
VCP	7.29349887199602
NKX2-1	3.31415946648562
BGN	5.34145109217019
LAMA3	6.00635587226765
APOBEC3F	3.7134023532333
COCH	4.34469778967874
SCGB1D2	7.03604160770068
SP4	3.62527964986075
SLC11A1	3.68520679804422
ICAM2	5.07890636875714
C21orf25	4.70410036426528
SH3GL1	5.52261613033537
RALB	6.36584370209461
GSK3B	5.81053682411336
GNGT1	4.07798967660739
GPD1L	7.78281439089881
VPS37B	5.23387284957407
TNFAIP3	6.37587160390151
C6orf32	3.89077127034572
ATG3	8.58072286705553
KLHDC2	9.20741520579542
NDUFV2	9.49396059860714
PANK3	4.29639688221223
BLK	3.11771585796817
MATN4	3.50588446704348
GPM6A	3.69145164070401
WDR82	7.67905425795647
APOM	4.53902021232396
PKP2	4.23834234130323
C1orf135	5.57207566895027
TRIP10	4.52859301296287
HRASLS	4.84867527592718
TESK1	5.39804795400557
FSD1	3.95981502385891
SFXN3	4.94851624024149
MMP1	9.80875604747873
CA12	4.39737381731897
ZNF611	5.8131182774212
C19orf58	6.60429486569201
NCOA6	6.4506767699148
PDE6G	4.50981752139764
PPP4R1	7.61752082425117
HLA-DQA1	3.23997488118643
GCLC	6.78986950878278
MAN1A2	4.1082384088113
SEC61A1	7.77910113388207
IKBKAP	4.88497844314156
TWSG1	5.25768061063768
UPF1	4.95202587748544
KIAA1219	5.56428115952885
CTDP1	4.79924060761273
ZMYND10	3.42779607516198
WNT16	4.8120890518022
ADAMTS6	3.32587759693887
SNW1	7.23616868166132
IL18RAP	4.09122342507275
RPP30	7.28338881158912
KRT86	4.50165474745577
CDC40	6.42344102969733
SLIT1	3.6655167875409
KIAA0574	3.37734346762859
GTPBP2	5.74064205682059
SETD3	6.67606747437488
C15orf44	6.6161346448449
PRRX2	4.82833689495732
GPR110	3.90059423506606
C11orf10	10.3677276096156
MKKS	8.55191896840563
ELK4	3.21972319060934
ACOX3	4.37706288154664
ADCY1	3.44295020117972
KIAA0372	7.45322691982367
TP53AP1	6.3619158045895
RHBG	3.70152972918915
SMURF2	7.24117130180813
TP53I3	8.18131030752251
EBP	6.83260090951859
SLC22A3	2.86210580776436
TOR1A	7.11799432801085
P2RY4	3.60879501033612
TRPV1	3.89903647735613
ADAMTS12	3.3441149094291
PES1	5.99126976844396
UCP2	7.99573446403402
ATG4A	5.810648803476
FOXG1	4.15212481763008
MAGEA10	4.29003277251494
WFS1	5.35193495290449
TRIM24	5.79283873869312
PABPN1	8.54524024173053
PROC	3.43932072073556
SLCO1C1	3.72481348002089
SLC25A30	3.62821979432358
SLC22A5	5.40115021943183
DEPDC1	6.44672692483574
KIF23	5.78803045278415
SYN2	3.68656688758394
ASPN	4.53413376871724
CENTG2	5.41223037797297
ZDHHC17	4.81413835726078
VNN3	4.18326054961109
KCNH1	3.52249532924461
PPARD	4.48142499488854
PSMAL	3.14526532201633
FLJ10815	4.04014337318989
YBX1	10.2338242953199
STK24	7.88907620371853
SPEG	4.43488740706244
STK10	4.49455117335855
ZNF695	2.54243998265340
SCTR	3.12281014675422
AAAS	5.18277713777562
SSX3	3.38737749536
ABCD3	8.57890760332717
MTF2	6.43657481515898
FIG4	7.03356499182862
TMCO6	6.20531613694826
C9orf46	8.11694610083243
ATP6V1F	9.72406903335143
IGHMBP2	4.41766802504492
CCDC94	4.23627964708398
EGR4	3.13584578464642
DUS2L	4.35139030920222
FAM3C	9.14332279648162
DCTN4	6.24104979807929
EIF2AK2	6.70458641967702
CST4	4.22015141846007
CCL11	4.5029236794648
LMO7	4.30350304131039
PAM	9.2861664307958
NUTF2	8.82975534414007
ADRBK1	4.59525383856951
ZNF84	5.02792202183747
SLC39A4	8.67737103458122
CITED2	4.8670665999017
C12orf49	4.07802454371579
GRM3	3.36430661279590
CCDC49	3.96091790953452
STARD8	3.77316647838967
FNDC4	4.39677317349963
SIAH2	5.44019459641896
CCDC103	2.99871420083728
ATP5A1	10.6679490680899
HTR7P	3.45197447350049
LALBA	3.29081646765626
RMND5A	5.49541651406381
ATP5J2	10.9204883394348
PSCD2	5.76666902164844
MMP3	4.56073748111091
ZNF409	4.01276995460501
CRHR1	3.45091735521499
WDR70	7.54771968169289
ZFAND1	8.24131912967161
CCL18	3.94586967094376
KRTAP1-3	3.18492496761915
RINT1	6.93781533040538
NRN1	5.22372496611626
SPAG5	5.17798106522095
KIAA0408	2.98102944447762
F13A1	5.16341596940051
DNAH7	3.70740758264761
SLC10A1	3.80145507339424
BRCA2	3.36979806869692
ACADM	8.86011029991581
GIPC2	3.31608344593133
OGN	2.88809457901065
RAGE	5.28876386748379
XPO6	6.43302147256883
FMR1	9.59864115633265
DUSP3	4.98617084702638
ANKMY1	3.41218889191151
CHMP2A	9.87933457997516
FAM8A1	8.04575682895418
GPR21	3.8253282916846
BBS9	4.5123809650944
UNC119B	6.19439467102412
SLC12A3	3.43578622200447
ZDHHC7	5.43206178631664
FVT1	6.07369360275029
ENTPD6	6.19796894068571
PPP1R2P9	3.61200241829046
ERCC4	3.36158374665005
MMP8	2.98919056831847
HMHA1	5.01909149332862
RAD23A	8.07034683936133
ACY1	6.8722356179621
MT1E	7.98088131667995
PPP5C	4.51553262010590
GPR20	3.70120872540083
RFPL3	3.2556052083756
GHITM	9.45274245786247
SCAMP4	3.78701107458291
NARG1L	4.7091062206678
MYO9A	5.03954327547023
BLMH	4.73302225432836
NDUFB7	9.06336825303138
ADCYAP1	3.37197480458454
SP110	6.71038049088709
MIER2	3.53886360689915
KIAA0513	3.39917464105952
SH3BP2	4.66119322803017
PNMA2	3.93066272335685
MAP3K7IP2	6.4314170070262
AGRN	5.03991336802092
CEP290	3.68565082296959
ANXA10	3.77695132994882
RTN2	4.93373549213727
C14orf133	6.14030711695738
PRPS1L1	3.18191565426994
PRPH2	3.72913941975564
KLRA1	2.92511667841397
IRX4	3.24524818039307
GOLGB1	5.91845155725604
GPR97	3.28270640049847
NFKBIL1	4.44011625830213
CHD7	5.49910878451184
APBB3	4.48434278188069
RPS10	10.8783706268598
HIC1	3.10551340501838
TLE3	4.02634039783610
PSMB7	9.32479391723079
IAPP	3.70128731711542
SHQ1	7.79416248731665
API5	5.45639703190213
GP1BB	3.81602895399436
FTHP1	7.63532367246853
TRIM6-TRIM34	4.89613419698293
SLC6A1	3.76247815093905
OCLN	5.24251356426288
NAGLU	5.25392335030087
PTTG3	5.15952107504674
FAM117A	6.49120366598993
SPRY1	7.12245772093713
FLJ10781	7.68314229875514
CDON	3.80438324651109
SH3YL1	8.94126141304495
IGKC	6.40309487364755
TREM2	4.50993334990121
MMP14	4.34605769519714
SERPINI1	4.50730251201749
HDHD3	3.94854564802636
DYNC1LI1	7.57376840263451
FASTKD5	6.15534495320327
TDRD3	6.75689394639534
THSD7A	3.45689768495395
NDST3	3.01349272437454
CXCL2	6.13214934930834
DHRS12	4.65284562931326
MAP3K15	6.73284127040332
FBXO9	6.63588768979918
APPL2	4.37493307169749
TNPO1	7.63451373660162
CARD10	3.82743739551237
MRPL13	7.3253713405007
SNX5	6.91582860496064
EEF1D	8.50917190003223
RAB6A	3.80531396139113
SOD1	10.1485516792136
C12orf5	6.1868618718238
PACS1	4.5971597427734
PAPOLG	3.18727066145548
CHML	3.41207140621801
SIRT5	6.36020557890427
MSRB2	7.25289334728275
BCR	5.91229475033694
PUS3	6.48541930905191
CAPN2	8.37532107413867
FXYD5	5.83060562867323
TWISTNB	3.3315652501326
UBE1L	5.55072072083309
UBE1C	7.77651174775672
CHD2	3.10908171251036
C15orf2	3.64249873205899
FZD5	5.04613249371883
NR4A1	4.43005765337380
LOC339047	5.33503263755129
TRIM17	4.42408605004621
ZSCAN21	3.21024341419518
RPL15	12.0995725461601
ATP5G3	10.8600776118176
PRC1	7.03610383766854
ADAMTS8	3.33660271579026
ABCB9	3.41334785558034
HOXC4	6.55441390178155
TRAK2	5.55561493770786
STAB1	5.36708369001551
CEACAM5	2.93559105114595
MYT1L	3.34037117328953
RASA2	4.03743786538252
LRRTM2	3.25100702248459
STAG1	6.12314811663892
OSBPL7	3.60556101478357
GIMAP4	5.14295369645391
FUT3	3.2083708633652
DBI	9.18492163918585
LPIN2	5.22754925793105
PAPD1	6.51903521746931
APOOL	6.22651817844411
DIABLO	8.42615160967876
ARMC9	5.13233467077315
RPS6KA4	4.55508782244138
TRHR	3.4016016721574
SLITRK3	3.92731962297025
TGFBRAP1	4.22075529900932
FAHD2A	5.9204820698314
CNTN1	3.34014349008805
ZNF211	4.33787270798197
BBS4	6.5787450202822
TMEM181	3.03848969858315
PFDN1	7.29128425995166
MINPP1	6.86002284574973
MPHOSPH6	6.94261266913735
RGS11	3.22783918515404
HOXC10	3.34785584779077
ITPKB	4.38214363397053
HS6ST1	3.32802374768878
AKR1D1	3.68478874218324
TNP2	3.12253213086761
MEOX2	2.92520018392173
EML4	4.66748180260967
SGTA	5.04627673632329
ATP6V0C	9.01052110585049
PRPF8	7.38538321699522
PSMD6	9.17718014204077
HIST1H2BI	4.90167547255545
TMC5	4.02763860136829
FKBP3	9.4447450965838
FLJ20273	8.18625345816837
PLEKHB2	7.00060937779945
RPL28	9.1367843319602
NOX3	2.90055434427392
ZNF544	7.43070482666069
EPYC	5.20899249007438
ELAC1	3.13465333414726
METT11D1	7.56532222841661
BIN2	3.83815405075950
NACA2	3.67672241422461
RPL18A	12.9585262544044
UBOX5	4.51226943267610
TCERG1	7.58995350787175
MPP6	5.14791059097093
KRT16	3.38690789013127
UBE2O	4.77213613673775
KLF5	6.58459360810428
C9orf31	3.61168010732673
APOLD1	5.49987908980473
UBL5	10.4797987628847
ARHGAP29	9.24617171551565
TNFSF8	3.52466270355196
PDE5A	3.01224788998559
CDR1	3.27388564307501
FBLN2	4.4720766154678
C14orf104	6.83028153493678
HBE1	3.21124800811504
ROBO4	3.54944662358035
C1orf108	7.32682430954439
FOXI1	3.0048385202749
BCKDHA	6.39227798088502
RAB4A	7.22698142516495
C11orf80	4.27292203856711
MYOC	3.76422813884568
GIF	3.75810688780363
TMEM39B	4.50930735466035
RPL3	12.0566544165505
THBS1	5.94873936796733
APOO	7.48825780589737
ATPBD1C	7.29467907721692
FARSA	6.12392640965057
ARMCX1	6.93092173628981
EIF4ENIF1	5.08441281528926
CMAS	6.42626987417658
OR7E24	3.66123596775892
TNFRSF21	5.25304113347782
PLAC1	4.24794387885775
KLHL18	4.54822220960519
LBA1	4.20850422984693
MKL2	7.74332461700057
TBX3	3.14976122685766
TAZ	4.9452728064135
CRIP2	6.9414336356212
DAXX	5.89685611205416
ELMO1	4.85929059996839
RGS13	3.15197901567301
DIO2	3.8728727676392
UNC13A	4.3669418024226
TAF11	7.73448305687697
ORC3L	7.66093850343884
PRX	3.26463358844019
TARBP2	7.21564926632556
CABIN1	5.05955241106207
TRIOBP	5.49028951560439
HIST1H2AC	9.4368192880984
RBM5	5.49229416057881
TUBGCP4	4.93857771058291
NCOA1	5.33409743718383
CDK7	8.0269735255989
SSR2	9.92070321589476
IL25	3.21751876025324
CRELD1	6.15237196626811
GPR6	3.70404905765759
SNCG	4.92132994535352
CHEK2	5.86171726184088
GAL3ST4	4.79467395978317
KBTBD10	2.93757470299047
DRD4	2.91354667684179
GDF11	4.55417158338479
SEMG2	3.14170428529194
MCM2	7.83236573993395
CD247	4.48347052546184
SOX14	3.14161277303351
RBMX2	6.6747823430769
KIAA0922	4.49086287029919
TGS1	6.16671169428423
C16orf57	4.98157616577473
SYF2	8.07175104970613
MCM4	5.22249894837117
PDZD2	5.04524073432008
CEP192	5.89988100922889
IFT88	6.1879127680909
MCC	3.22305955974724
RPL9	12.9181626287531
RAB32	7.7644290205929
P2RX2	3.69563313951980
DDX43	3.25888041031455
HHLA3	5.60262694682743
ID2	7.45751076391779
UBE1	8.51145673410192
SLC24A1	4.2988894473246
ARHGAP5	6.20872672795077
C20orf23	4.40124880365779
CETP	3.57596537989421
ZNF688	5.10274512673529
APOC2	4.59449375552063
PWP1	7.78752299589457
FAM50B	6.84762572024782
PTPN6	6.69796485651668
BAHD1	4.88447984360591
GPR56	5.72116209875224
GRIK3	3.14782537043021
DGCR14	4.55399951144116
CACNB2	3.37498028467926
PDE10A	3.11920917247568
METAP2	6.30159610826433
RHOQ	7.44723472856366
MAP3K4	5.08504350661865
PDHX	7.49205891048486
RPL23AP13	4.70396544297977
MTA1	4.66416838926045
GNG11	7.2303538481947
ZBED4	3.59824518597588
CLCN3	5.03839106422438
CDK2	5.1687366853398
HCG9	3.58019610510431
SLAMF7	4.29354040737083
CDC37	6.37234673010701
ZER1	4.19219783223481
GRK4	3.70952738644239
PRPH	4.12319896319938
PPP2CA	9.15703153711592
LRP12	4.06789680167594
POLR2A	4.32810855192283
SEC14L2	3.15201910494099
OGFOD1	6.67577768215432
DKFZP586H2123	3.68768045331127
MC3R	3.67350706466412
NOL5A	7.28597742583405
PHEX	4.11777434589092
HIST1H2AB	4.30635879268941
C20orf117	3.85043514506277
POLH	4.10324474081186
DDX17	8.02623805830648
CAMTA2	4.43659146198015
PLEKHA2	4.12383518322863
SNAPC2	3.92334489683061
FILIP1L	5.19579180692801
PDE4DIP	3.89921768769451
LRRC1	6.82911492999755
SCN7A	2.91962114905313
GAS1	5.85811923883343
DGKA	3.76073172193469
PEG3	3.47345283216386
NADK	4.92864306567413
SGSH	5.47203706313954
CXCL10	9.4307686221494
GALT	5.5634849104802
MCF2	3.11980521104927
ZMYM4	6.78057470876107
ZNF263	6.66818275231834
STK32B	3.27124301582013
KIAA0888	6.00402376504283
TACSTD1	10.9768570572003
ATP6AP2	7.57017813207503
TYR	3.68818701479383
GDPD2	4.08675919994402
ABHD10	7.67791466140516
TACR3	2.84741516306534
SLC35C1	4.11264217044932
KIF1A	3.59892665099656
VCAN	5.50132394483363
HERC5	7.80271987345678
UBE2A	8.40250649604136
SYDE1	3.86525846900028
ELA3A	3.31631799646335
TM9SF3	7.58702756558787
HAO2	3.61159524113815
RNH1	7.06977687415591
MAFG	4.90717748000638
BICD2	4.7677646891981
C14orf43	3.07210282953330
CDH7	3.20035341318130
JUP	6.66260199314317
SHANK2	3.83691330682025
OSBP2	3.34237367164766
ACOXL	3.01227363959988
DAK	4.85669156923288
CBX3	9.70405898130017
C3orf58	3.4949284432266
RBMXL2	3.23010504238816
TCL1B	3.4814939773868
FGF13	7.88517558133265
KBTBD2	6.63131096433332
KIF3A	4.02465255726273
DCXR	8.1279102766471
MYL9	6.42411296770354
PDIA6	8.12551468696
CDC23	7.74855127130172
CASKIN2	4.08544312068468
PBXIP1	5.07955314292675
EHD1	4.73403333900004
NBL1	5.40374203298324
MARCKSL1	8.06927831814785
RAB11FIP5	4.24418916616959
CDKN1A	4.97422551275077
NCK1	7.98267151109162
SAPS3	6.70080692051275
ZNF550	3.39885222394098
TRAF3IP3	3.6861199378214
LSR	6.87656172283402
MIS12	7.92367730566354
KIAA0774	2.69732935556163
CXorf1	3.608360642184
CUL7	5.73622230008415
DIO1	3.10916909314157
LIPC	3.37280476168323
EIF2B1	7.68412407497307
OMP	3.33660625682298
HS3ST2	4.12396712823292
C20orf11	7.84955065897457
CTRL	3.03392603791425
GSTZ1	5.72739036506897
PAK4	5.80050468364577
CCRL1	3.40305130316642
RNF10	5.15267724548691
MAGOH	7.97838647764194
CENPB	4.28897460804548
C19orf7	6.14903459628664
JMJD1A	7.84584720422966
GATA2	3.57666552021316
HIST1H4H	5.77670480297132
CELSR2	4.87594053879302
GABRA5	3.12238109523565
STAM2	5.20038798952187
GPC3	4.53510886926389
GRP	3.07793216033006
SV2A	3.35887464105345
EBNA1BP2	9.07938614570251
TAF1C	4.25147056394382
MAGEA12	3.36637918211357
GSG1	2.92064443469018
PDGFRA	4.4235555415419
CACNG1	4.18311498258359
CIAPIN1	7.81788029622676
CSTB	9.60137204875076
FRMPD1	3.33813925211975
PTPRJ	3.083933571524
ZNF668	4.51269706743188
PLEKHJ1	5.90773540216459
ADAT1	5.19356837226573
TMEM50A	7.91416867370216
CENPI	4.02377194729817
HOOK1	6.0038783226175
RPP21	7.38796142840589
GTF2E2	7.06368160229121
IL17B	2.92059737165936
CCNF	4.14277175925050
CRYL1	5.55731738361853
FOXH1	3.30161885291886
NFYB	5.32954508216226
KCNQ3	3.93088141235862
PPM1G	6.91494656817384
NOVA1	3.46609040572353
FZD3	5.15487974631747
NMT1	5.87200560008625
AKAP8	6.0232829572613
SOCS5	7.07824757551543
HADHA	7.61261499323937
PLEKHF1	6.19763380704966
DLG5	6.17524922592271
CFDP1	5.42625643551733
SAGE1	2.82871691122312
PGM5	3.47621505657868
C1orf144	6.52117459744403
SUHW4	5.27353766997551
TFEB	4.99653632846153
RND2	3.62468068408086
ATG12	6.94787018713258
BMI1	8.76999357073531
RNMT	4.93671368238548
MASP1	3.33481447380412
MYH4	2.83034982215392
SLURP1	3.31935100786863
KIAA0984	3.47437028264355
ASTN1	3.13863944399170
MYCL1	4.46648925601977
SH3BGR	4.99602499737476
RPAP2	4.17064684221529
FOSB	3.64398782616934
KRT35	3.06410148891098
MIA3	4.87049246910796
KIR3DL3	3.27668472466459
SEMA3F	5.22023926328908
TMEM135	8.03519696045391
SLC27A2	4.32077342296893
NDUFB2	9.68757484833545
FAM46C	3.76068249183444
G6PC	2.71708292245962
KRT33A	4.4352599992755
OVOL1	3.56231463692791
PAMCI	6.02349244802644
S100A7	3.67828162271181
MAPKBP1	4.49074513329417
CPE	7.42853997797221
HARS2	6.57537732250609
GNB1	8.29734871805386
TRIM46	3.13756624914954
UPF3B	6.77741887269085
CXCR6	3.81719691173571
C16orf3	3.30998488832497
HLA-DOB	7.42389902255042
HPSE	5.14504168279776
GSCL	2.68169652595463
POLD1	5.47543472995074
DMWD	3.95399710743818
CALD1	6.03202587864941
LCAT	3.50306979420153
SCRT1	2.94793892424951
ST6GAL1	5.11761234913921
POMC	3.27978044729575
UNC84B	4.99466729331125
NSMAF	6.85125169206044
ADSS	7.28941063204805
SKIL	3.13822148208489
HMGCS1	4.60149141018231
PYGO1	2.93139471409676
POLR3F	5.57574534802226
ZNF277P	7.45833213683694
CNNM3	5.29541639067321
WRNIP1	3.42130891153488
ALAS2	3.54559435495586
MRPL23	7.33685152028549
ST3GAL5	4.66838328576732
ZBTB7B	3.42625745941958
DHRS1	6.33201919682226
NFKBIA	9.27347762687872
CNOT3	3.76000335106197
GAK	5.78077182585338
SFT2D2	6.01442611403494
HOXA6	3.18668977088562
PSMA6	11.5101859904511
CRTC1	4.31802169408989
LY6D	3.43428041890058
CPT1A	3.45139878281809
ALMS1	5.04205876960772
LMO1	3.75034869079573
EIF3I	9.67008664156626
DCN	8.13827664436752
PRB4	4.22133694634400
MCM3APAS	3.70033758329014
SUCLG2	6.76847320146181
FOXF2	3.10650894826972
MLH1	8.40917142911047
S100A12	3.70606837885210
ABHD14A	6.74891768873389
DEXI	6.3411447016722
ACTN1	6.91933918399436
AMPD2	6.26968430135191
IFNAR2	5.97405637283237
CYB5A	8.44066466252822
TLOC1	8.54626899172672
NRBF2	6.19254943092018
MKS1	5.49062432660865
P2RY11	3.23516259511338
CX3CR1	4.86843345879197
PDE1B	3.24575679980881
KCTD3	5.71391086941102
ITGAE	8.29298589573926
SLC30A3	4.15966088201417
KISS1	3.29551770677963
PLP1	3.69750795611108
C14orf2	9.76614246573537
IFRD2	6.4947509885507
ANKRD7	3.27283079575087
XAB1	9.21073034322316
NARS2	8.03582235567145
TMLHE	3.74312118585637
SERPINB3	2.88772291639830
FAM127B	7.04888709924199
ZNF391	2.85224821993811
ABCA5	4.54395975962451
DNAJB14	6.53737245913964
TSFM	7.38290326948592
WRB	6.50344787627101
ABCC8	3.45457931058684
MAP1S	3.73797192635652
BPI	2.99941746315922
TTC4	7.00395567648748
BNC2	4.31871587555069
HIST1H4A	3.65385861798623
NDUFS3	8.85380790888102
WDR3	7.43142555156636
MAGED1	8.52497086758994
TTC33	6.79388396696628
CPN2	3.51555644085754
STMN2	2.88624852032122
PCOLCE2	4.68650180953872
ROR1	3.73153987707367
HSD17B14	4.49060621085351
SAMD4B	3.5224294770166
HEXA	9.05062854012933
USP39	7.2329712581761
HNRNPU	5.52695788861089
NRD1	7.7453115959436
ATXN2L	3.54597111611324
MAP2K3	5.42431047667353
FLT4	3.87681105814563
OMG	3.27966328564667
SCAP	5.99431355251915
ELA2	2.92755627036068
NARS	9.23090423538545
PRCC	6.1980962260826
ZNF675	3.01509733836402
VENTXP1	2.95209539473525
CALCOCO1	5.57063271713189
ZBTB32	3.73870573104671
RFC5	5.22951181125933
BRAF	4.19179224342601
PAX5	3.18896546419260
MGC14376	5.44843155492678
TNFSF5IP1	9.67355353856047
PEBP1	8.8922294713059
AAK1	3.69045906774745
FBXO2	4.69329764784660
RMND1	5.44861202664105
IGKV1-5	4.7777791354890
COL1A2	10.1059722712125
SERPINA5	4.95951772449325
GMEB1	4.39035122271573
AKT3	2.98645228862018
AANAT	2.88497937441978
CRB1	3.37822790336012
C19orf21	5.43725476406943
UBR4	7.029155770278
LTBP3	6.6562735140163
AMHR2	3.41444640282027
CTTN	6.34566580135964
UTP15	4.09378891977527
C20orf39	5.59106322273642
MYBBP1A	4.51903833788425
HSBP1	9.16445476796895
PROCR	5.64163857924391
PHF11	8.19707747830346
PASK	4.52088276179465
RFXDC2	4.77085440600591
KIAA0467	3.41773471704722
NDEL1	6.32072839558177
USP8	7.28847607313549
BAIAP2	4.20354695349567
SI	2.88091327816346
ARSJ	3.91952713651514
GULP1	6.05363012518901
KCNE4	3.57630476546
KCNS3	4.63903438786481
BAAT	3.5331692990831
DKFZp434K191	3.20957265158255
MBD1	5.23505987288553
ITGAL	3.57567518922129
WDR73	7.56167531236109
ARFGAP1	5.0201094646614
ZBTB40	4.59537871578602
CH25H	3.24545855529052
LOC81691	4.99172786995896
CYP4B1	6.2556353163514
ALPL	3.80276177446778
FOLR3	4.04249919010776
CHST3	3.87741848037053
TRIM62	4.05597611654666
MAP3K9	3.11294611258097
ABLIM1	6.86482024777267
BTAF1	6.07468096493072
MAST3	4.54066975082508
RBM35B	4.68955624235976
ANKRD25	5.62757896887894
RYBP	7.25451081083211
UQCRC2	9.74996893340662
TTC26	4.52365000848714
ZNF22	8.3923814971778
MAEA	8.2442216913338
RNPEPL1	3.97299038768822
HYAL1	3.62470934999685
PSD3	3.74293190748689
AGR2	5.87553939099884
HDLBP	5.17935772927268
GNB3	4.02778976588071
HECW1	3.40104472554665
ACTR2	8.9918456588087
HMGB1	10.6435678905306
EDG1	3.70037198184540
HOPX	6.83890758103587
ZNF304	6.07522630550409
OR12D3	3.37313610628504
METTL1	6.89015255682494
PSPH	5.73067225072309
SOAT2	3.54225386903239
RAP1GDS1	6.53205207043715
CLCA3	2.95390495345371
DARS2	5.60081535173383
CDC25A	4.23619773790603
RCN3	4.02380984133599
CREBL1	4.34523927933355
PTGER3	3.37994743992545
USP29	4.00254945263596
ARHGEF10L	4.56093125162475
ADAM30	3.04326196686543
ATOX1	9.07315814508657
KIF26B	3.50186171867118
C17orf70	5.0016610837053
STT3A	7.03819277033782
ZNF225	3.1916750922506
DNASE1	3.32422340588317
C1orf106	7.08823861835522
PTN	7.11625891811325
RAB6IP1	5.60043721949612
HECA	5.69811168285043
RAE1	8.05921720030005
TNIK	3.17514854528023
RNF122	4.23825938274464
ACTN3	3.36758818473930
SLC22A18AS	4.01936607700419
CCNA1	7.13218355946516
ELP4	5.69619551130367
FAM65A	5.55885286602943
IL26	3.61924137709647
RYK	7.02852208213792
QARS	9.01170960078234
RPL10A	12.4292312591508
LRP3	4.51358424329089
OR2S2	3.11814788354429
BID	7.7174244714029
IRS4	3.24138954628024
MACF1	5.61057442981443
CXCL14	6.72777341163835
SEC24D	4.7156937165497
LOC374395	4.30279898976842
TGFB2	3.44783957023359
CHRNE	4.86000986456034
MDFIC	5.01240681404439
HSPB8	4.27769334734795
PRDM14	3.56893850091723
MNAT1	5.05169934364749
ADD3	9.18297833918963
MBNL2	5.12186024861106
KLK6	8.48259823369934
ATP6V0D1	8.258889177948
MTA2	3.31002345470534
TMEM111	8.78446042198693
KIAA1279	6.99862795812439
LZTR1	5.69528416133271
RAP1A	8.3003543758965
AXIN1	4.77562303940237
POLR1C	7.35050868557117
TRIO	4.34836765043862
NUBP2	6.73299131586086
ID3	6.46052138933182
TM9SF1	6.88973408594877
POU4F2	2.89809833847542
ZNF473	4.6258652160193
IQCK	6.08890984506665
MTM1	5.00177548781142
GPR107	5.37903483188696
CAPN3	3.47213166455239
FLJ14154	5.8971274527892
RECQL	6.46900976846084
AP1G1	5.90657447979696
CTNNBL1	6.06727334138903
ENPP4	6.49343721841502
PADI3	3.23622401943238
ECHDC1	6.55330668201619
RNF170	5.42853857233208
SMARCC1	5.97935907615528
C16orf7	3.91536937117831
CG018	3.8851743708355
GNAI3	7.36501560525568
KCNE1	3.46858054291002
POLG2	6.33041129300025
CD4	5.08852687974696
EBI2	4.51672882593631
IRF1	7.75583174728888
TPD52L2	8.29671922435428
PTPRE	4.96911701677007
PTK2B	3.6084340800033
SDHB	8.34846693641736
SOX4	5.67721347784414
TSPAN3	7.98592998943346
RHOF	4.56283341389794
SH2D1A	3.59094539316132
PTPLAD1	6.89755920232723
DUSP22	7.43798593588532
USP20	4.6532009780261
CALB1	3.35083709872549
DERA	9.03863437243739
TMEM118	4.49836229580656
MCRS1	6.18836005026063
C18orf8	4.79752735923452
FLJ10241	6.44756959197159
GINS3	5.72182222795848
C19orf53	10.2488833478623
TPP2	6.54719685278807
GJA12	3.86322506012978
PKD1	3.75234879321971
ST6GALNAC5	7.97268509989302
JAM3	4.19341301253577
CHSY1	7.25777109052944
LAPTM4A	10.9201961833148
TRPM8	3.66372106755424
MYOM1	4.38244064920878
PHKG2	5.45992384281378
EXT2	7.10347383286599
MOBKL1B	8.53229955939968
DIAPH2	4.24176703127113
DOLK	5.78402462035098
TUBAL3	3.85203204796165
CRYZL1	5.78911241137796
CLN8	3.52900058092747
PTPN12	5.50383592615516
ABL2	3.62333598086264
ACVRL1	3.58166331436882
C14orf156	8.21436759477317
CRY2	4.50909516496131
PTPRZ1	4.28836384030868
LAMP1	7.01609534107863
PNPLA4	6.11337257331894
FCGR2B	5.01251133287891
DIP2C	4.13182054519877
RXRA	4.40947911805273
MAP3K5	4.35183213193954
PDLIM7	4.13045823120874
ALKBH1	6.57415613024704
ARL14	3.3266057237495
SNIP1	4.93311421996705
CLDN11	3.90015611290260
TIMP3	4.64974483903052
CIB2	4.10622953043954
HRK	3.44285354018747
MXRA8	5.19694845258749
RGS3	4.7560103793104
SPAG16	4.59571015147399
C4orf31	3.60725173935146
FAM5B	3.30031415354065
ABHD4	5.10951154868319
ARHGEF12	5.05493878099684
CCR9	3.48498301910599
NFATC1	3.62487118461947
RAC2	5.05342629141131
GLUD2	3.66485988556751
SEPT10	6.61271925695331
UAP1L1	3.19671737770149
RPP40	7.58873945090188
SLC18A3	3.31640432024506
YOD1	3.1485318192208
RALY	7.37861263968033
TBX5	3.59163248259761
NAPG	6.46775777293264
C14orf45	4.79791617065089
RHD	3.44201039188875
HMOX2	5.44516542868349
DBNDD2	7.85726470530365
YIPF4	4.89771013644995
ZBTB22	4.99916538479878
THAP10	6.99103685593349
ANKRD10	7.62502162657652
