Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C10_547276
Composite Element REF	Signal
DPP6	3.26856741363263
GALNT10	5.08553956267091
STK39	5.48399654948901
MMP24	4.70861568736675
CKS2	9.90650392679683
RHO	3.73432086445351
BANF1	9.52184577516193
CR1	2.95511775430621
RPS6KA2	5.56101845152324
HMBS	6.69555084095014
C20orf112	3.78932558109748
SLC25A24	7.60756431817863
MRPL22	8.39339150493942
SLC25A15	5.47796227313242
GADD45B	5.71080075949209
TDP1	6.3395603974998
ZNF287	3.59682170328782
DAAM2	4.88142179391959
C11orf57	5.92528196391538
RFK	6.2929941777895
ZFYVE9	4.06511236801554
TCTN3	7.46780552581109
STCH	6.53180846463706
LOC283871	3.44675809210095
NDUFB3	7.9703131520265
DEFB4	3.53134219215935
FPR1	4.39969333097459
FMNL1	3.84867947796511
SEPT7	8.87045004397404
PTCD2	5.89632408808267
GNLY	7.57006541914927
GRAMD1C	5.27211944486006
ZNF165	5.99149909688275
TR2IT1	4.53371802569291
ARMCX3	7.6615465268426
NDE1	6.95221477523981
MAGEF1	7.61559977985713
ITGA10	3.62691413724031
ARHGDIB	8.44415463080959
FSHB	3.66038789668641
ANXA2	11.9195636875721
HLCS	4.01354008970707
MCF2L	3.82091993513846
AK1	5.50854376085463
FH	6.77324396334723
LGALS2	3.49144920924864
SYNPO2L	2.77744807026924
KIAA1045	3.21243330176702
C1orf183	4.66995736521158
MAGEA8	3.07412267536026
DGCR8	4.24836555011144
GSR	5.25993904016969
NEU2	3.32797812396262
HIST1H4B	3.56820038157593
CACNA1C	3.06840042778266
FAM20B	6.63588392672436
HES2	3.03271553041246
PDCD6	8.99101816593
INTS7	5.8750408000436
AMPH	4.23220776388007
UCKL1	6.87871758201357
ASB4	3.0753761564161
C10orf97	5.01888187172698
ALDH1L1	4.00407795917801
CCL23	3.3139125281005
OBSL1	5.95495008537891
SLC12A7	7.09244601154713
THAP4	6.5696783285848
RBM4B	5.4071197877477
OGFRL1	4.54123253295334
KIAA0831	6.5931380489972
C12orf11	7.57479710795244
PPP1R15A	5.10433080439353
KIAA0240	5.12376178754263
CD1B	3.29640528474611
FCGR2A	6.4752652530163
MDC1	4.77793079817819
MAN1A1	3.75836942355171
KRT9	3.31786537788336
HTR1A	3.09523040065486
OCEL1	6.44964703438531
ATP11B	5.15364278979067
NLGN4X	4.06987682684831
FBXO34	8.59267647400576
ALOX12	4.84516076379943
RB1CC1	7.44473031261249
PCDH12	4.81869382665913
RPE	5.93617332852869
EIF4E	7.35297326300004
CSDC2	3.70070481165531
ABHD5	5.63663612518646
TMBIM1	6.50097422962493
PET112L	4.90518259982836
P2RXL1	3.12838677780130
F2RL2	3.11156632763637
TRMT1	7.36086891364814
IMPG2	3.41149521300027
LRRC32	5.76792407419798
BGLAP	6.07455554009919
HTR4	3.15432800681116
MRAS	5.09886161929088
TRAF6	5.22966010524373
AXL	4.5148027685966
ATP2C2	3.31267775565457
LMNB1	6.3178591690347
TELO2	4.92714389824776
PNPLA3	4.20131630138374
CSNK1E	6.17337306633336
SRP14	10.2574789164343
KCNQ4	3.33594066236162
PIK3C2B	5.67263208402587
C15orf15	8.6476323303195
TUBB2B	2.96744475269071
USP15	6.18724755116195
C12orf41	7.37348091602722
CEND1	3.67891149504144
RNF31	5.49234978843887
TCEAL2	3.81767062148783
PTGER2	4.32286158981468
UBN1	8.44529704944512
SLC5A7	3.28366773262652
SLC31A1	6.11820064962935
ADAM29	3.34728438154379
ST7L	4.08316602810616
GFOD1	5.8577899749918
CTNNA1	9.49151477825553
HRBL	3.86881737505292
CBX4	3.58567788580654
NTRK2	3.39831483239456
FOXN3	4.9247143894754
MFGE8	6.30123228459094
PFKFB2	3.74043876174349
TAS2R4	3.46287291767935
SH3TC2	3.23307632411164
IL10	3.68610272823539
PXMP4	6.11591679101981
RNF167	5.91884104139248
PRMT5	8.26674351312098
TSKU	5.65262760815856
ATPIF1	8.59514591409078
ETV3	3.31182812357248
PAK7	2.96901984925433
PDLIM1	8.76928903383039
CEP63	4.91676995551813
WDFY3	5.16005805696264
RNF126	4.8414484078332
DPM1	8.49375090290038
CLIC4	7.21529155003661
ACR	3.50370966067162
KLK7	9.0962256619204
ALOX5AP	7.35869412125599
LRP1	5.44726172231735
TNK1	4.75576961808374
TAS2R9	2.96010183049935
ZNF16	6.10546976437402
POLR1B	5.53263902949385
SLC8A2	3.47939691435656
OLFM4	2.90152265108827
TACC1	4.68620972363629
SAMHD1	6.61671092339323
ATP13A2	5.04092277617542
KRT4	4.19150251033705
PAX6	3.40056652011324
SCG2	5.94109436526868
SLC17A6	3.24507086131083
TUBB4	3.48689527823159
PADI4	3.13445201579143
FMO3	3.59361087338942
NLK	4.23430303908062
POU4F3	3.03248770095854
MDM2	3.60638160311460
CAPNS1	9.05269075893161
SDF4	6.81270103554253
ITGBL1	4.62489047864584
TAP2	4.58548202408395
OR2C1	3.26014800188837
KLHDC3	6.19704312258306
EFHD2	6.10390102198782
GALR3	3.32559258365522
NBEA	3.10805235944964
ABCA6	3.37921375014093
ABBA-1	3.67204328757070
GNAI1	5.11875481462535
CLDN3	7.93406569578988
AKT2	3.26696264018134
EGFR	5.07644588125443
VPS4B	6.88036198132828
RBM16	8.27654260646225
GALNT6	6.51466397681173
ZDHHC3	5.83765093317716
SLC25A4	7.16357935304004
CYB5B	5.51716607676648
NDRG1	8.0381832234073
SESN1	5.06851294040294
GBE1	8.09230760273656
MRPL46	6.64196881514304
CLASP1	6.19673553492521
FARP2	5.1444015222122
ACOT11	3.60922766934916
LDHAL6B	2.81568828024593
MAPKAPK3	6.49027727241322
NCAM2	3.11133421847257
AFAP1	4.44799477540466
PRKD2	6.13460539629331
OR2H2	3.27874833255367
ZFP36L1	8.3631130410833
DZIP1	4.80722185048679
GPR161	4.24286474028335
RNF146	5.82226836808736
NKX3-1	3.84421699727341
CCNB2	8.36105585679604
ZNF10	4.24735721488905
WDR74	5.91880902050186
FAM134A	8.07369572718645
PCNP	8.11426722231113
PURA	5.59852962318238
DNPEP	7.93220240437096
ERBB2	5.04365062921941
CREB1	6.38520980281521
NEO1	7.0251823216154
DDX3Y	3.17035145538134
RPS3A	12.4646976732445
MXRA7	9.18238677549158
LGALS3	10.6265620565826
GLT8D1	7.57961863125927
TMPRSS3	8.89191559448604
UPB1	3.05801716435109
LAT	4.41712742281178
CLDN14	3.43516994483442
DHX38	4.69298161554845
KCNA3	3.26730234282498
BTBD1	8.4936491583582
TARS2	6.34742970248897
SKIV2L2	8.44005845269238
ABCF1	8.02181533073105
CDT1	3.10363342337083
ZHX2	7.70907918360008
FCF1	5.06006060771417
LRRC49	5.20808890747532
GUCY1B2	3.58743360837921
CD28	3.18622564574894
SMARCA4	6.10766917535746
SEPT2	9.61975083061083
SOHLH2	3.03523052758628
MCOLN3	3.81854151358122
LRP8	6.59557096231162
TAGLN3	3.69001353555718
MASP2	3.30343336235816
GPATCH3	4.59475718244936
TTRAP	8.03186085821207
AGL	7.386425106556
NFE2L3	4.56513125540445
PSD4	4.01972899710858
PALMD	5.90538470952315
CCNB1IP1	8.6982882787024
TMEM43	7.78055398437365
OBFC1	6.99876842265783
STAT5B	4.20330901621787
C14orf79	4.9750964619148
ENPEP	4.86427268550004
SSB	8.59905859085704
SCT	3.02794783057843
TIMM23	6.82165245106026
SKI	3.66574468659993
SLC22A13	3.10033285655605
AKAP3	4.54086103390325
OAS2	6.82138707136817
KIAA0423	5.97538077177537
SEC61G	9.38817393609346
CAPN11	3.21228411704175
TMEM50B	7.9469918290193
DEGS1	8.51705912000563
ARHGEF4	3.56437560059867
DBNDD1	4.13293268403083
TBL1XR1	5.22434487163189
FAIM	6.56741755094089
SP140	3.73225925682533
G6PD	5.33251629724637
NUDC	7.78723920445321
GABRP	4.24046003222947
SCARA3	5.55382402143261
TACSTD2	6.14297005098609
