Hybridization REF	DITTY_p_TCGA_B_24_AMplate1_2_HT_HG-U133A_96-HTA_C10_547276
Composite Element REF	Signal
KITLG	3.06167311141627
HSD11B1	4.032751509044
HDGF	9.54753554232728
KRT6B	3.57238451174774
SUMO4	7.3063809060755
ARID4B	5.21449107004159
SATL1	5.19619987579516
SETX	5.56530479431495
DDR2	4.90668924720206
KCTD12	8.19754547475253
WWP2	4.61038834048426
CTSH	8.22732273928647
FASTKD1	7.7773196366414
PAF1	6.19164015586842
IFT57	8.2348799817782
TMEM2	5.19952932305864
ZNF592	5.37375065194703
TNFSF9	3.62963309999526
PPFIA4	3.71928937686050
CFP	3.64762047390371
DCTD	7.88501476254632
CNIH3	3.45207857127222
MAP4K4	6.2254076620037
ROD1	5.04542956271809
MFNG	3.52305818326954
JMJD2B	5.14277814613337
DOCK3	3.87981047374559
STX16	5.88427934926482
ALDH3B1	5.26981882326025
THSD4	7.16398389360389
DLAT	6.76145221776288
KIF21B	3.3347555639357
FEZ2	6.15354275458077
CDC5L	6.13004464987296
KCNJ5	3.71073592483597
LMNA	6.81525917282837
TBCD	5.83758154710711
ZNF250	5.52582926772215
CASQ2	3.37637475783721
PEG10	6.17071452969733
TPSD1	3.36950522823406
PRAME	7.60523307832961
NP	7.29364718708546
ZNF12	6.48432495589234
XTP3TPA	9.02477259111969
SIGLEC7	3.9593267732874
FAM70A	5.03287709097358
PANK4	5.65891989094203
SNED1	3.95533241305889
HIP1	4.55632104520619
WNK1	7.63737311608431
AHNAK2	7.61082423840096
FLJ10490	3.55519597635673
TOE1	6.69143161914842
RECQL4	4.18992708516791
PPA1	11.1975870171007
DPAGT1	7.40844662450301
HAS1	3.69544251825727
ST7	5.29966555289825
MAGED2	8.6398792073399
ANKRD55	3.37129249256273
TRPS1	6.31254177059035
POPDC3	3.10126111783958
ACOX2	5.55405749577065
TFPI2	6.97413542982763
CYP4F11	2.98053742728693
PDHB	8.91053687747405
ERN1	3.60303688911298
LHX2	3.07902262389845
B3GALT1	3.07809997761335
ADAMTS5	3.94814342232328
NOTCH3	5.6630823544285
C1orf116	5.4315182629501
UGCGL1	5.58282248202868
NF2	3.39701129293254
POM121	3.52649900034301
CLPP	6.60368055785082
MTMR3	4.11611388898327
ATP1B3	9.9201558311323
TMEM16A	3.32103460917346
HIST1H3F	2.80452623011803
TRIM25	4.15983254274362
CRKL	4.87107792142335
HOXB2	7.82072764405056
ANP32B	10.1280810357422
NUP62	5.57167476874226
GATM	4.63486964163227
AP4E1	3.21367442517606
RASA3	2.98783812129523
EDG5	3.19735034468650
CDKN3	7.38105797245826
CDH4	3.1286100245592
PGD	6.88356323031125
TMEM168	6.61623629838941
RND1	3.7873446363022
GAD1	3.15821812492817
MPG	6.70597191324737
ZNF133	5.58225754578154
LOC440350	5.07779202608953
FJX1	7.04251488710561
CLCF1	5.90931713228917
AMELY	3.11525182316479
PHTF2	4.85865994145746
IGSF2	3.33686159684862
TFF3	4.31731751662479
NDFIP1	8.24854970300679
IQCC	3.86272332932754
CUTA	10.0066452162695
HEYL	3.69574877435149
FTSJ2	5.7626531236414
APPL1	6.09112138844719
TNR	3.21247144901604
WAC	7.31375797988798
ADCY9	4.98350937061154
PYCRL	5.05122919095983
PCGF1	7.69145984094178
PTPN13	3.73441700365489
AGPAT7	5.81134940868041
SSTR5	3.35797302382395
CDKAL1	3.33955604821941
PDYN	3.50376521399412
SFRP1	3.55777650583812
VAV3	5.13744789410726
MTMR11	5.02004806741438
SUOX	6.67396979596026
IDH3B	8.0598979382661
STXBP3	7.61928123536313
EIF3G	10.1252092816801
GOLT1B	6.17898816471454
ARHGAP22	3.41999578509822
NPFFR1	4.33811313052176
NPC1	7.01493973169312
ALDH9A1	8.2579879890067
ICAM5	3.90986141287089
ADD2	4.2623466552921
RASSF1	5.62770352809973
PITPNB	8.97982123634823
PAPOLB	3.2131689056915
URM1	5.62317587211484
TMEM106B	7.33643900163428
LRIG2	5.42162249739972
SLC27A5	3.98389290090984
CDKL1	3.85601027046763
PRODH2	3.74230820238656
SFRS11	8.97683040548204
IL7	3.54724593121570
SCN9A	3.09876831223157
BTG3	9.63076303731557
PAK2	6.30647992538318
ATP2B1	6.76060229900205
GATA4	3.2368947663375
PRKAG1	7.55309230969921
FAM64A	5.52412164352982
ATF7IP2	6.22300518821522
EEF1G	11.7357233447538
INCENP	3.62108411788750
SMAD5	4.98344587389994
GARS	8.61218638685515
CDK10	4.19967249458996
HLX	4.5718113071524
ELAVL3	3.80679444458640
MDM4	2.92425344460647
GNL2	8.51849456371235
CDX1	4.50839009888652
PFDN2	8.47160228802928
ZNF200	4.4514441874786
NDN	6.76196568121396
PRR3	5.84823370723016
HBA2	6.55260308397869
FBLN5	5.44814945963958
PUM1	8.51075801189245
CCDC88A	4.09832947935332
TNNT1	7.9071291502178
KLHL24	7.51752282237667
HNRPH2	8.69492957421575
RAB7A	7.95882800521444
SGPP1	3.49916901745109
PMS2	6.62190028517991
ARNT2	5.84778741647717
CBR1	6.51711584412925
ITPR3	5.81836080377967
BIRC3	7.15061934557431
NRSN2	4.65790227589635
SPOCK1	4.18211333776317
H2AFY	8.27895997412703
RXRB	4.87519964031059
ZNF638	8.8838007334091
APBA1	3.42993114563862
RAB2A	7.0094794293135
ACTN4	8.01323832208094
FXC1	5.88097248660971
C6orf162	4.3850462450579
HPSE2	3.67628478034626
PLCE1	4.25907141767411
INSL3	3.47174268039732
PTPLA	3.27328737904867
EIF2B5	6.50358204974308
DLG1	6.32840430021794
PINK1	6.23939822454851
TFIP11	4.91220976337703
VPS33A	4.55528867325993
SKIP	4.64792816025785
GRAP2	2.88889408648786
GAPDHS	3.42013679146195
POLR2G	8.81473568638566
CNTNAP1	4.54495570976598
PSTPIP1	3.74474783238563
CYP26A1	3.88325771848381
APOL2	4.57578204156259
TACC2	4.99908140625397
CNBP	10.8345199472327
WASF1	6.41010594776753
HSPB1	11.2552089922628
INPP5E	5.31034318300965
COX7A2L	9.68057092616067
HSD17B1	4.97168343552776
ARRB2	5.03737468742557
CUBN	3.62270560346192
SLC7A6	3.93811282687714
IGF1	6.87311898540183
ITPK1	5.32649573267554
NAALAD2	3.27751472194267
G3BP1	7.65726196234452
HSD17B10	8.89808504940533
NUP155	6.97739269603303
CYP39A1	3.26248415707743
GLULD1	3.94032739910341
RBM15	7.08299977332261
AMZ2	8.42882542232501
GDF15	4.49138082347155
CYCS	9.92145407814442
TECTA	3.20522096404308
CCDC46	4.15925943948793
GNAL	3.17234158748904
LPO	3.24977606541766
GZMM	3.4694844520515
PAIP1	7.75203624613203
DDX11	5.44868310008637
TAF9B	3.67839930143059
CACNA2D1	4.28588460686943
IMP4	7.88232857250471
SH3BP4	8.53851375787157
PADI1	4.46857594426109
DEC1	3.38009770114537
PON3	3.39171348987066
PROP1	3.47581183746545
UBB	11.055525890668
RPA4	3.0605666464718
TCF25	7.16277730583678
NDUFS1	7.78865143115196
UPK1A	3.17179602900784
AES	5.68424373981279
PPP1R13B	6.1765581961579
TCL6	3.36593965743673
ARL2	8.41932346957204
CD2BP2	7.35240126112575
TOP3A	3.63210427898023
CHRM5	3.32906913580216
FGFR1	4.75090556929861
UGT2B17	2.82274051305249
CEACAM6	4.14268950613448
CERK	5.69196890988718
FXYD6	4.77400078257276
AP3S2	6.16270417479721
ZNF208	3.70202711752197
CARKL	4.71194859643242
HIST1H4E	3.50149014527593
GOT1	7.70714245387705
BBC3	4.46693204486916
CASP6	6.17479344141973
HOXA1	4.43688421131946
RCL1	5.8307918698385
RAB40B	6.72495302101564
PI4KB	5.81271660351413
LRRN2	4.38944780011105
B3GAT1	3.20392177819706
OAZ2	7.26040876663717
BET1L	4.33043003166647
NOC4L	5.45000739953281
FRY	3.80348050772428
C10orf12	3.12182784750868
AK3L1	7.80736376685254
FADS1	6.12857148195554
CSF3R	3.834464973879
DKK2	4.2281893994575
POLR3K	7.7973610188385
LBX1	3.39260540764631
ATG2B	4.19449041049738
RHOT1	6.62748557023665
DARS	9.10801661480072
EPS8	6.80259021909065
OXT	3.50621107745551
C10orf56	4.99490635156039
ARL4A	6.38530447874384
CCDC64	3.91974151980009
DAD1	9.9405686431641
HERC2	6.91670172141762
HSD11B2	3.58626210403390
USE1	7.5877939943847
FAM96B	8.02231176147075
HNMT	4.93255701774758
PCGF3	5.38220420312502
BSN	3.77173144965413
CAND1	7.12792160875235
ACTR10	9.22903088772227
NASP	6.64491818379178
C20orf4	6.18244285110489
ACSBG2	3.09404578245875
COL9A2	6.33231919877494
RWDD2A	4.58010246396115
PALLD	8.09552563870227
GPC5	2.94722973146122
CENTD2	5.17996085942225
TBL3	5.21718044463103
TLR1	5.33703343226693
LMO6	4.7848639503744
CCDC106	4.21412654296962
KPNA2	9.70794674870396
PARP16	5.20650049934157
PDIA3	10.4065730119976
MACROD1	5.27372617767777
SFRS1	7.61857224320086
DCP1A	6.7983325674263
TMCO3	3.89299048036078
NTN2L	3.19519766371672
CLN5	5.61009203493483
BIRC5	6.6415001133989
PRR16	3.06401742265206
FAM63B	4.51643548833269
GLE1L	3.85793497420837
CES2	5.46928309397309
GNAS	9.46198957716232
KATNB1	4.91654665676215
CPLX3	3.37183432759361
WNT8B	3.70173139091839
TSPAN13	7.09671740612448
MRPL52	4.12610008968209
GHR	3.33798714158982
DUX4	3.75395049124859
BCLAF1	7.5259991187923
GOLGA3	5.90281293133101
CLEC4E	3.36414774963981
SCUBE3	3.77742790293285
UCRC	8.81485369515095
CDKL3	4.81772584822349
MGAT4B	7.57067776247462
BBS7	4.46454936476451
ZNF345	4.12996198224332
RTF1	6.49786864405402
SERPINB9	4.64267896302885
DHRS7	5.53896635523328
RIPK4	6.79808778815641
PLEC1	4.99614933363019
PIP3-E	3.62104576309988
KNTC1	5.42000863948533
EXOSC2	5.78246598199261
MS4A2	2.99493853941055
FGF17	3.47422581268263
WDR59	4.64787371893140
LAIR1	4.78588574402439
EVI2A	6.15651904144662
IL17RC	4.32765967675915
GTF3C3	7.3463445113342
HS3ST1	4.20605552691195
ITGB1BP2	3.1217205235384
RBPJ	9.54629760998854
LRRC8D	8.22159729845351
ALDH18A1	7.43961684789218
INE1	3.68766347588416
TPI1	9.778692180746
FLJ20035	7.97315833852811
GATA6	4.83921013266568
CABP1	3.4161239774264
RASGRF1	3.53239718752887
C4orf15	6.08666364923578
ALDH2	7.78340994026833
DAPK3	3.76778883038982
C3	10.9333058802146
EMP2	10.4244677211332
GJB1	4.57441278649715
PIN1	7.21685166844752
SLC6A15	5.54300785867716
POLE3	8.27347990343981
RIN2	8.50846191462076
CTSL2	5.10729483023601
APOC4	4.16336498500345
CYorf15B	2.90850834309713
TRIM2	5.45939346925399
CP110	5.70848455562164
KIAA1622	3.07215076312032
DNM1	4.70628405893587
HYOU1	8.1382657058389
OTUD4	6.14548177425156
USP7	7.69962370755028
ZSCAN16	4.9139259862559
ASCC1	6.87999168527647
OTUD3	3.57790118253999
YME1L1	8.73762014921226
HNRNPR	9.0823875177906
SERPING1	9.10119971195085
TPCN1	6.88314666656987
STARD13	4.37556130221979
PCBP4	5.36459783875191
ADI1	8.90758056257571
ASIP	3.00940322538259
CDH10	3.41522481921993
WBSCR22	8.08632933390532
SCP2	8.3865020733456
KL	2.94531719577288
SLC35D2	5.8455650872668
MAFK	3.52386090570355
SON	8.37961448354327
SBNO2	4.13549418076941
RACGAP1	7.95992846252427
SC4MOL	8.23897960719782
SLC6A6	3.50873439500899
OBP2A	3.35896274689734
PSMD3	5.60927389315874
ERLIN2	5.77543094458884
PPP1R9A	5.8841632510487
RAB35	4.32530257253425
PDZRN3	5.3052368237503
AVEN	6.36588787704347
FLJ21075	4.09428745589673
BCAM	6.40781764729054
C14orf132	6.25190117147126
PCK2	7.66242401681245
FKRP	3.27104919499603
HLA-DRA	10.8723187649096
GUCY2C	3.28820976998861
RP11-125A7.3	5.05941955742349
BARX2	3.41694593181647
DAO	3.35138033360658
EDNRA	5.20099391388624
NIPBL	5.86069211888361
ZNF331	6.25366242034923
PPP2R5A	5.8128170569519
HMGN4	8.59715337612847
DDX39	10.1578451086826
EFHC1	6.46606737261038
EIF3M	9.29189547859883
SLC17A3	2.85305460141343
ZNF24	5.63690778508967
ASCIZ	6.56402932522442
FNDC8	3.29038775914227
ESRRA	5.53126888836649
PTMS	4.60100483424233
PHF7	3.7201800554398
PIP4K2B	4.69177673909906
IRF3	6.50822166850326
GPR19	4.40376855291194
HHLA2	3.24802700650220
GMFG	5.98142400014146
BDH2	7.92622712371874
APOBEC2	3.37524098922165
PRSS21	7.82812863767717
PENK	3.18625345816837
PHF16	5.70939465465415
ZMAT5	4.23552345306644
SMAD9	2.95916958883352
SLAMF1	3.11933615804106
RGL1	7.51459078374572
DLGAP4	4.89630357550378
MBD5	4.67420606374069
PHLDA1	4.70996409510916
BACE2	8.43865240408999
APPBP2	5.43441049111198
LIF	5.48563021917048
OXTR	7.72872788506256
ACTC1	5.63005110993076
USP19	4.20964106550935
SUV39H2	3.06057852008701
ERO1L	5.66714327622705
ZNF395	6.65121026929138
CNTFR	3.34099385816773
HIST1H2BL	2.99106385217774
WNT3	3.31517707057855
ZNF549	3.53126888836649
ZNF467	4.24458769407629
SLC25A21	3.35577329589809
IL5	2.89715155513122
CLSTN2	4.37475760092314
LSM12	6.70054258655768
KRT37	3.0888178326952
NACAD	3.74099505311895
NAG18	2.98845430371132
PTGES	3.78373404607328
GDAP1L1	2.99400419562104
MFAP5	5.51870585572852
OPRK1	3.24031925039503
C12orf4	5.63905768996513
NTAN1	6.52487488716854
CST3	9.29101959922901
WDR6	5.41669136800667
NUP88	6.47904344675337
CD300A	4.45012636825993
FCGBP	4.72201909220781
CNIH	9.61188504871666
VASH1	3.63816763581757
DHX16	6.56427697234323
SLC35A5	6.7934978377175
CLEC3B	3.98334836186468
ARL2BP	5.52222998628706
C10orf79	2.98958211910925
ZNF79	3.49309756095827
CRP	3.29134764201032
OCRL	5.35427911453559
GLA	6.82643957800769
NEBL	3.79665932826596
HSPA8	10.6409595725415
DIDO1	5.30502106750721
PLA2R1	2.87439363119237
NGDN	7.90497026691764
CBFA2T2	4.55261269892669
SAC3D1	6.56389798171859
PNOC	5.77687233749498
PIGP	8.16210147075553
AGGF1	5.81414911684869
PRRG1	6.40975722482118
DPF2	7.35649119485135
MYH13	2.90269905101827
TMED9	8.12358562266029
TRPV5	3.63842320836554
UGT2B4	2.71127615964367
PJA2	7.65905059574887
COLEC11	3.69970916257211
SCYE1	7.58422519470726
MED12	5.59932572644714
CARS	8.01601982597992
MYH1	3.24340834216627
CYP7A1	2.70052533650174
PHF1	6.24755772145913
LOC644096	4.90821613323015
FRYL	6.6835233530874
RHOBTB2	3.57792399545617
MMP27	2.82615819905038
ZNF432	5.04764149679034
SRD5A2	3.7451666228273
UTP14C	7.034433432976
RABEP2	5.21728134110716
VWA1	6.21180825571841
FUBP1	6.06345219254253
IGLL1	3.51256156903771
KIAA0586	4.70062184950083
IL27RA	5.15872123579156
STON1	7.08566630519176
IL5RA	3.37685800202481
PERP	8.85393456373526
SMPD2	3.93493117640435
TNFSF12	4.19547028507795
FN1	9.10328124428835
MTR	6.79118485247463
CSRP3	3.35757428668605
MMP20	2.95785704505135
PHLPPL	4.24973252750543
CBX6	5.79838715495721
DHFR	6.64472008197867
PRG3	3.03136568361616
ALPP	4.43765874484766
ASH1L	4.38671045512083
CHRNA2	3.81649718805009
PPP1R12A	6.65265561472721
RBM38	5.44705357984122
ZNF7	6.86469577282605
RDH8	3.08579109193602
GPR132	3.48501177333531
DGKD	5.12070315738176
TPMT	4.96896379485367
ATP1A1	9.32946474215297
SERTAD2	8.37803721711093
C5orf4	5.90430220631246
ZNF672	5.83132976485823
PLXNB3	3.42589085596819
FAIM3	3.94125451654904
UBQLN2	7.92427791363399
NR1I3	3.11893790526977
ACVR2A	6.96233536118542
YWHAZ	10.395966174941
LILRP2	3.6638807559381
GNAO1	3.11467899713934
OPA1	5.5075873087205
RPS6KA6	3.59674733079364
RPL10	12.2947573119888
MMP23B	3.39455519531184
PFKL	6.21710069887524
TMEM140	5.12812352564858
AURKB	5.3727558835739
IFI16	9.7561885819217
CSTA	7.77154971648074
PRPF39	5.60826531409338
DISC1	4.18924258415458
USP4	8.43825504790103
OSBPL10	8.75693007571407
CAPN6	3.65229225291097
CLTCL1	3.55524665608348
NUAK1	7.06046208847438
ALG6	6.68380078043006
NPPA	3.79261635758693
LAMB3	6.18172643488108
PPL	9.8494005192108
LRTM1	3.04374022865821
RRAD	3.45047276946162
TIPIN	6.13935321477966
CARD14	3.47479098291855
RBM9	5.81914677040608
LCN1	3.48040181897787
RALGPS1	3.76011739269416
NCOA3	6.23911804266704
CCDC6	7.35723787137453
RASSF4	4.31521162802898
MTHFD1	8.7048276450071
FCMD	4.97671383119672
IGHD	3.51907890266423
PLA2G6	4.22127218291326
TPT1	11.6157808211979
S100A3	3.45281571553337
SEC63	6.70610865001577
C10orf59	2.76388878361295
TOR1AIP1	5.91292121475319
PAFAH1B3	7.82197975356374
CEBPD	7.68943136514122
ZNF107	4.45571839790910
ALDH6A1	7.43701265158942
G6PC2	3.44812361705421
SNTG2	2.91617787850081
GRWD1	5.00670359166308
FLJ22222	5.10506254792576
BCKDK	6.4051671781184
CTSB	10.3483741346294
PFKFB1	3.31506578996381
ZFP36	9.67181227905276
SVEP1	3.59614242858677
PXN	4.59124794004563
TNF	3.87148623368927
SIRT2	5.65366917407204
C5orf21	6.77708742370114
VIL2	7.62678884157116
DIXDC1	5.34915796663809
GANAB	7.93098109250929
PDSS1	5.14585815586355
GRM6	3.20927441820359
NGFR	3.05856933459105
ATP8B4	3.11931177514618
MEIS1	10.4680052251495
BMP8A	3.49007242841395
NGFRAP1	10.4325588486687
EDAR	3.8768900084668
NEDD4L	4.84211810093223
CRYBB3	3.56743194205626
C6orf60	3.53961227103131
IL1A	3.16526661920194
GNRH1	2.90296653592935
PDGFD	5.58453890259816
CACNA1H	3.43693159961471
TXNDC3	3.08487471140496
ERCC1	5.94411704137977
CAV3	3.08854014291428
HARS	7.68168794837389
AQP8	3.32014911065563
CREBBP	4.89728711176076
ITGB1	5.07818485639762
SPACA1	3.16207472588453
ZNF254	4.71873342921488
PARK7	10.5634334719216
PAX1	3.23545421040085
PSMC4	8.41291956993439
KCNH4	3.31328302447624
TUBA1A	9.62776229761723
PRMT8	3.46558396590695
SELP	3.2928549207254
PSMD8	9.23164835327355
SOX10	3.92688547257725
HTR1E	3.26957345043799
RABGEF1	6.32814992471566
EPS8L3	3.58869988341577
MAP1LC3B	7.31094749094478
AGXT2L1	3.08208665409164
CYB5R4	5.81785580810117
MEMO1	7.96889086815723
LRBA	6.65184692509657
TRAPPC2	5.60732173399473
FLJ14107	3.36542791084726
FNTB	4.74949905746804
MYST3	5.02814230905257
KRT8	8.37804740708992
AURKAIP1	8.85781075784227
LMAN2L	6.66170852168069
C1GALT1C1	6.1746425986604
DSE	6.57135963967961
FHIT	5.99439306111746
OSBPL3	5.28558636084081
PPOX	6.6475720591946
SLC39A9	4.01558026325299
EPB49	3.90242664007129
LOC137886	6.72576887313331
C7orf49	6.2671718733152
RHCE	3.48085268252018
CST8	3.26652492466323
ATG7	5.5636330479372
SPP1	11.6260960107004
GLI1	3.35856092983738
HYPK	8.35876051117749
SFTPD	3.81751175965585
MCFD2	7.03826009952757
ZNF157	3.26100019477536
EPS15	6.91874060985443
SFRS2B	7.84944814947392
BTNL3	3.79337558821622
GPR23	3.33338755139759
TRPA1	3.10060010563108
ASPSCR1	4.97039373101799
GNS	7.60439396324904
FDFT1	9.04860211433058
ENO2	4.88126513115857
CBX1	7.45924774183135
PTGS2	3.502932296276
BMP7	3.929744120174
CCDC90B	8.10683303072265
LRP5	5.79297721317906
UBE2D3	9.65287724128656
ARFGEF2	5.08683482627215
ARR3	3.68901645202085
MAP1A	3.56622479458563
NEFL	3.01002709071098
CD2	5.15289382613292
FLJ23861	4.16116802742682
NAV2	6.64332489946485
ENTPD2	3.18585088157564
COX7B	10.1772656234259
ATP6V1A	7.25283662453725
TRGV3	3.40971087741589
ANKRD17	7.78377490381329
ADH1C	3.17245284143773
ATXN7	4.50100594808556
IL21R	3.51257061069692
CHN2	3.48827607376737
HAS2	3.13996596372293
C6orf48	9.39490957380292
TGIF2	6.49477588722193
KIAA0241	4.78543989592838
IGF2AS	3.45670057746718
CYP2C9	3.36202406492093
DNMT3A	5.71941942577683
CNOT7	8.37018213202933
FCAR	3.10494469431664
SFRS10	8.173790116887
MARCH3	3.20522484268545
RUNX1T1	3.76133422315661
CTSK	8.92347946544313
LRRC61	5.22785651431792
HNF4G	3.27514467253904
LRCH4	4.9586028927006
PSIP1	6.97946531894779
AP2B1	6.44162902883244
C7orf28A	4.46160022137739
SMCHD1	5.73342522158678
EIF2C3	6.49307691013857
S100B	3.48911590077326
BMP2	3.56284342661267
POP7	8.01266119251407
UGT2A3	2.59289747373968
ESR1	5.02463869355422
ZFPL1	4.39873442981465
ARHGAP12	5.72550096085301
PGGT1B	4.21032235066581
LRRC19	2.66927112026352
ZNF767	5.10907581253248
DEPDC6	8.43000020925852
SLCO1B1	3.34162021031472
SST	9.2569580063866
NACA	11.9753665138768
KCNN3	3.32849894330458
GLOD4	6.9841090592276
SCCPDH	6.2640510955807
PRF1	5.7675722522849
LST1	4.60981764454239
CDK4	9.41284722928922
TCF15	4.24240075117605
PARC	4.7010267739126
PRMT1	8.1951276600578
ITIH3	3.35073824546419
PPM2C	7.26084260000147
TEX10	7.59488529100261
EDA2R	3.4667655483108
LOC283345	4.65620541803781
NARFL	5.21386216987112
DENND2A	3.44534403590635
C1orf103	4.8538391216281
DMXL1	5.80282092676457
KCNAB1	3.53540365606814
FLJ20254	7.02822697405657
RBM3	8.55416268159567
GPR1	4.95261604532588
DMTF1	7.20295196199957
HTR5A	3.14886924680154
MXRA5	8.29144137489544
GRM1	3.36963901045664
SCFD1	7.37549037811241
RAPSN	3.32206980163197
ACOT9	7.65439871904292
PDE4D	3.33805734844266
TRPC4	3.21499301493127
EPHB3	4.85211674855392
GEMIN4	5.16065315286604
RAMP3	3.64268028493323
CNTN5	3.0910023904187
DLEU2	4.00309820602449
TSPYL5	9.40202031485058
GRTP1	3.96999526877626
ITGB8	6.55292761167978
GAP43	3.08884225131308
FRS3	4.15021320923794
PDE3A	3.46888203314955
TNFRSF10C	3.05659058625251
JMJD5	4.04194952050486
OTOF	2.87188578458325
TEX14	3.10538167978491
XYLT2	4.86866885038283
HIPK3	3.46591609194456
XPOT	9.18014560489
RRH	3.22462631798676
CDR2L	6.62369900684222
GAL3ST1	3.43919882804646
DHCR7	5.73885898086124
PDZD7	3.42774148161896
FGFR4	3.88805099562802
CRAT	4.10763182502547
C1orf217	3.85064468975642
SLC19A1	3.91146010779529
PPP1R14D	3.769946067681
LIMS1	7.98883929495319
TMPRSS11D	3.27776201080071
TRIM14	6.05390533795203
PIK3CD	5.34537857951039
MFAP3L	3.47897422358514
DERL2	6.79597621567657
SLC7A11	5.56440514124032
FHL5	2.75569760596872
OR10H2	3.07286270837405
ACAN	3.49823640264899
BRWD2	6.8510671202046
PPM1E	3.30791730393853
DCUN1D2	4.42574580171793
TINAGL1	4.48742324481057
C3orf36	2.93167000525317
DOCK4	4.75744423524239
ENOPH1	8.29244928600852
FAM127A	8.76393911976511
SLC5A3	6.34050945020109
ARPC1A	8.68672823427881
CHST2	4.31328842257524
SPATA2	5.23149000947368
PGLYRP4	3.56259588261333
RUFY1	7.79427911661845
NTS	3.13410524368524
FRMD4A	3.17260208223216
RPS4Y1	4.84704271796838
BCL11B	3.11924305749793
TNFRSF8	3.80164264906366
FOXE3	3.04008232084725
PTGIR	3.65540494024531
ART4	3.23472345388163
EVX1	3.86413143984794
PRM1	3.27794358434942
GLCE	5.22091615341437
GPR18	3.43285088851188
ACAA2	7.98885619338556
PIGK	6.97918713466602
HIST1H2AG	3.28109817909553
C16orf67	4.68544647298051
UQCC	7.03143535147803
PLS3	8.9394068598901
DAG1	6.68608690806219
WWOX	4.59882138567303
GTSE1	5.28211786564341
GP2	3.34479678683988
CHIT1	3.51551048329724
PLOD2	7.88397659845807
RPS24	12.1782606069536
KLF9	4.91785580068861
TTC27	7.1232479131639
PYROXD1	6.29531857113917
MIA	3.928154904456
TSPAN2	3.37082068045105
MRPL9	6.68957085154159
PCSK2	3.19053093776985
PI3	5.09152626344483
RPL24	11.7444959454328
HIST1H2BE	3.93335739357110
CD86	4.70786335962734
CALM2	11.1970344210044
LFNG	3.36258263406359
GYG2	3.58917587917089
INTS12	7.29049758477555
RAB4B	4.84349834396929
CTSF	6.38351393322538
HUNK	3.20651137969534
GNA13	3.66578870101426
B4GALT4	5.29537098529597
TSPAN31	6.93185167044756
CHD1L	5.80538511362968
CNKSR2	3.41694966748938
C1orf156	5.59791058241847
IBSP	3.4073502406126
FUT8	8.59460799281919
TRMT11	7.14595359598088
AGA	5.44147047773697
GFRA2	3.50927086412094
WWP1	6.7720736986508
B9D2	4.11595456228042
CPZ	4.22632295888367
STAT1	7.76273046576082
PTTG1	9.62052916006672
TMEM62	4.60220340621106
COL8A1	3.00362067516119
RBPJL	3.40451390148475
CASP8AP2	5.89699936193967
SSBP2	6.75531130707645
MMP12	7.8233966886425
NME4	8.5278112904166
LOC55565	3.53935538313194
GABRA1	3.53951962627027
PEX11B	8.20362715326415
HABP2	3.38038403957692
REEP1	3.73145431877939
C9orf156	4.82814355570984
SMARCA1	5.53896102859858
WEE1	6.89738092278792
APOF	2.85927391491609
GCDH	7.57228319083627
SSR4	9.57913383040671
SPAST	5.30226322881572
RGS1	7.39817506996763
ACCN4	3.61431028362193
PLXND1	5.51755586103987
FLJ20489	5.89788449878391
MLCK	2.91070338430393
INTS5	6.1365296482397
BSG	7.34223299570829
PARP8	6.8398894168615
ZNF215	3.10514425624219
TEAD4	5.42133973380494
PDE7B	3.45479327168062
MS4A3	3.02819796588965
DTX4	6.86508540593214
EFEMP1	5.64347871415023
TNRC6B	5.3639009359258
TULP2	3.3769630279353
RERE	4.92983891372695
BNC1	3.89593882793781
FGFBP1	5.18191929286113
TIMM8A	5.49683854285825
PIGB	6.50342446135739
AJAP1	3.68432818424922
COMMD8	7.72532267177461
TRIP11	4.7003532479647
SLC25A42	2.69168697965075
SYP	3.32660942654499
PCDHB6	3.91753160795263
FLJ12716	5.79535144602962
FKBP8	4.71188696331519
KIAA1109	4.64089030868789
PTPRC	6.0753415517053
POT1	6.28042487874766
CCT7	9.17124919501227
MMP11	5.00162294698714
MYO1E	4.76411411791078
EEF1A2	3.72202910153673
MIPEP	4.39473272247648
ZFX	4.57866786752642
UCHL3	7.75000216872569
LRFN4	5.12209082861074
XCL1	3.05647317081623
CARHSP1	8.25445141234183
GREM2	3.23633571057837
CCDC102B	3.29172155353685
HDDC2	6.52601357073801
SHC2	3.74066614152917
SDS	4.82595137331843
CASQ1	3.2884788894053
LYPLA3	4.89646942336199
INPPL1	6.91298268624901
SLC25A40	4.70140588413059
IHH	4.53958387480199
CHGB	2.98344004597954
COL9A3	3.12882379932709
C2orf18	4.803143264161
DDEF2	7.26425301870548
BUB3	7.64082214451543
C6orf211	6.92652701915457
FOXD2	3.39452719713982
GGH	7.98549175818394
GGT1	3.2809900418533
ADARB1	3.83765256914686
VPS35	9.10807549725466
CNN2	5.18007380440866
DBP	4.26540558742674
WNT1	3.3108313082026
COL5A3	4.51303877065354
RHOD	6.10938066628792
ASNA1	8.94128604311836
WDTC1	4.9858703331966
COL4A2	7.60561413776868
HEBP1	8.42873279326173
SLC1A6	3.67473827898207
LUM	9.65272901998925
C1S	8.93505387461038
TCF7L1	5.38470576948266
ZCCHC6	5.73007712668422
ME2	6.8223407315332
