Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C08_491130
Composite Element REF	Signal
SORBS1	3.59433383088693
PEA15	10.3429798998932
FGF7	3.1409855941771
GUCY1A2	3.70781734616673
NPC1L1	3.37868063261125
PH-4	8.05512667546665
TAT	3.71861157481679
TBCA	9.11245000654052
FNBP4	6.00509732135959
C12orf43	4.52838745680728
STXBP6	6.29775885400594
SNAP23	5.69473907247233
CBL	3.4606061258913
WDR25	3.43011700989013
ZBTB33	3.02966922605720
MGA	5.63407274896192
FAM128B	8.11896609536356
GPR4	3.35337219668028
GSTK1	9.81753478985078
CLCN5	3.78666786502158
SGCA	2.90982415748397
FUSIP1	6.51693893440903
C22orf29	5.126130819127
YIPF1	6.45208158848693
MAG	3.33267144383776
FLT3	3.6286537868622
GALK2	4.16535096907289
DLK2	4.15375827776646
ZNF451	5.3905101130356
RAB3B	3.22767102271137
UCP1	3.83146527040128
REEP5	10.1192246900146
FGF9	6.17865193518513
FADD	6.27938443948874
VNN1	4.02256372236206
SRPK2	5.93564068468873
ABI1	7.18604530547682
CACNA1A	3.68385441808046
ALDH3A1	4.46664371242154
GRIN2D	2.89214524003256
SLC1A4	4.64849747588046
CDX4	2.80899234835504
SPG21	9.45158957339827
ZNF286A	3.53351783239194
IL1F6	3.15304835201822
DOK3	3.62551979083157
ZNF302	6.84033066487221
ENY2	8.62788149888821
GRIN1	3.56001125140947
OR1A1	3.45585959211325
CALU	6.96240305952287
ANKFY1	4.15835220224463
LIMCH1	5.31361102612523
DENND3	4.26476944097781
JARID1D	3.11812490671792
RWDD1	8.05862993986998
HIST1H2AK	3.58236195908097
SLC18A2	3.00556818596532
UPK3A	3.21934269951644
LOC93349	5.95931394796069
FIP1L1	5.84155974102499
SSH1	5.73222136553224
LENEP	3.89495853363366
RHOB	7.85954559181406
RIBC2	3.5256835286424
ENSA	7.46097800803899
GNAQ	4.64516046679595
CKAP2	6.2570198922867
HOOK2	5.35928039285573
INTS9	6.8151505808921
DKFZP564J102	4.14759979887499
CCNG1	11.2124908933346
HNRPAB	9.4522990627609
AMH	3.2345964360388
HADH	6.46932371566326
TRPM1	3.02727361550403
CACNG3	3.28768293361774
PPP2R1A	7.17281935411147
CCKAR	3.65203398171080
COL2A1	3.23679114572543
PTH2R	3.07114676992554
IFI30	9.02529419973402
DDN	3.96910278468589
GLUL	7.50192608746762
HK2	5.17455818077897
ELOVL6	4.41842038436298
MDK	6.49908493400653
EPHX1	9.23874860897251
RASSF2	5.47454766256014
BFAR	7.15757175910671
ZNF14	6.23981482709368
PPIL2	3.96465770801964
PRTN3	3.33921350120929
CTA-126B4.3	5.84615366159946
AVPR1A	3.27218979822643
KLHL22	4.24323995064995
HSPBP1	5.67354124630659
PRKD1	4.31854984306221
TNFAIP8	6.57176618148039
KIAA0195	5.38210681618301
GNB2L1	12.4704820083330
SCGB2A2	3.34468966375508
CALCRL	3.73496973143575
ICAM1	4.20678693828528
UBXD7	6.35504670281065
TMEM35	2.86256613614102
ZNF674	2.69681941629015
BCL2L1	5.19099217357765
HECTD3	6.24431229328207
BRSK2	2.95199431803760
PCDHGB5	4.14750182804731
CD19	3.27998697997035
RAPGEF3	4.7599121518897
LGALS9	6.55488097305497
SCARB2	5.25413332930093
KIAA0974	5.09618720969169
MAPK3	5.96947760391001
USP34	6.63306883329626
MAP2K1IP1	7.79830744855697
CHIC2	6.38181857565591
SLC16A3	4.15964594733469
STK4	3.93176106610083
APLP2	7.64118785501328
DLX5	3.53375069555342
FBXO41	3.64053445181702
MICAL3	5.3645418691523
ITIH2	4.00749459357744
ADK	7.44515721777742
TNNI3K	3.01042583369106
HDAC2	7.74673756817817
PRR7	3.5713460978873
THBS2	8.30733688158666
CA2	4.69905292457732
RANBP17	4.8357420328635
CRYZ	7.65316521743521
GBAS	9.03266979926802
TGOLN2	7.31167806318526
CTBS	5.62726256904998
ETS1	3.64938293622686
FGD1	4.83269873263898
EDC4	4.56984772969368
PCDH8	3.03137174182466
KCNK15	5.63858052926217
HSP90B1	7.88243082465176
GSTA3	3.77122920990802
TNIP2	6.65132579692696
BCAS1	3.7550577931555
HOXB6	5.18272804522043
NOL6	5.69947862361689
PDHA2	3.1473678254769
SORD	7.45650569902873
SPC25	3.670133441939
VAMP3	8.04070844470649
WDHD1	3.31452364075711
TCIRG1	6.5334915735243
STAP2	6.37406585517168
CHCHD8	7.5092353393317
TRIM44	7.25089212555634
KIAA1305	6.42172354433436
PARL	8.79637425869903
CRNN	3.19580817394247
SIDT2	7.36725169675147
RYR2	3.58921383315727
TRRAP	5.56402222902524
TRAF1	3.55539318421586
GRN	8.18453669946829
SCAMP1	5.61187762136583
TRIM32	5.98993381783121
PTS	7.9479602311993
BANP	6.79453773027861
ATP6V1G1	9.76819240320543
PRKACG	3.62430853318386
ADCY6	4.73830691666457
PRKY	3.21114312317375
CYP51A1	6.5962443629356
DDC	3.29070357317921
ANPEP	5.34964757798835
NPR2	3.50484419796231
PROM1	5.44064818935789
COPG	7.17755534026703
OR5I1	3.10959603405717
TRIP4	7.03101527393766
ZFYVE26	6.05932151844651
GDF5	4.0632805227934
SNX3	10.9749684604478
C1orf175	3.30214243897383
CSH2	3.50889442604758
PPY2	2.87381975292446
STOML2	8.69896446425247
ALPI	3.21463706257638
FTSJ1	6.3591241932623
ZNF273	3.94089782424612
DST	4.06555008071317
GLRX5	9.19907380530509
C20orf12	4.07598437823784
CAB39	7.81661183046746
RAB5C	5.7028184193034
FLAD1	5.95114364199312
TTLL3	3.52710027665345
MSH2	6.48001394880971
NPPC	2.87822953845929
PIP4K2C	5.75457886858014
CYLD	4.9740055919679
ZEB2	3.74695391469192
MRP63	7.66079317498405
WTAP	5.52368398380317
NEUROD4	4.09601021969224
MGAT4A	4.76191040797244
MTMR2	5.83429174589279
CHRM2	3.13368094952482
TSC22D4	4.96861494344196
PPYR1	3.46037515081979
CCNH	7.24769446718179
USP48	5.58848109908477
NR1H4	3.59497057652285
RASL10A	3.49278226772983
RRM1	5.73715149543394
GABRA4	3.21555743872175
C1orf35	4.70375575152634
SSTR1	3.1103850160882
APOBEC3C	5.60548788270838
CTDSPL	5.68735240124165
RUSC2	4.32757621662044
PDE11A	3.63715915766280
ZCCHC8	6.23137574505797
RAD17	5.6005045964432
TEX12	3.102539145696
LILRB5	3.19778676360127
CD5	3.97462692180819
ARHGEF1	4.14121688057073
ABCA4	3.64647554153931
TSPAN9	5.0971895287201
WDR67	4.45157297297884
THUMPD1	7.09873731560805
ARID4A	4.93169993876001
OPRM1	3.04042083607783
SYCP2	2.88353880666108
CYP26B1	3.43832511034066
FLJ13231	4.56885119871468
VN1R1	3.72075162125625
LECT2	3.12992551896966
PCCA	5.64911811189166
AQP5	3.74027847297225
RAB30	3.46306955802176
OSBPL11	5.64060273990077
YLPM1	6.7886864752019
GNB5	4.68301150901856
CCL21	3.48298971663667
PRKAR1B	4.59261238003102
C1orf121	6.24116053422625
FMO2	5.42556616004478
IL16	3.91563688784504
MSTN	2.92620657941435
VCL	7.02589417132988
TCF3	4.53004728474418
CCDC88C	3.78315851829729
HFE	3.84469015477435
SERPINE1	5.22984988757149
FAM125B	4.49229929554806
BAI2	4.0042640216486
SMC5	6.47727839122927
AKAP5	2.84282948319305
POU2F3	5.83253861987003
BACH1	4.23033097803162
PPP2R2D	6.68641941588131
C11orf63	3.73591873440877
SSSCA1	6.05904403533204
LRRC51	6.70311117656328
LRRC3	3.01530648952955
PORCN	4.61116295390026
DTL	4.48277435878548
ACTG2	4.37707069473396
FAM124B	3.38721142170654
RSAD2	6.31388458059002
CTBP2	10.4189846859100
ZMYND11	7.11902247389871
CRTC3	8.12055541044619
MYH8	3.18043292285093
LRRFIP2	5.58665496343254
TTN	3.26291822687537
RGS6	3.53840103040159
PLLP	7.00531563795988
SRGAP3	5.64185507085768
PDK1	3.76310738589311
NBR2	3.29757779846522
ZFYVE21	6.68897015354255
C13orf1	4.48067200891032
ZNF137	4.47428251298672
CEP27	6.07777752304785
WDR41	4.61763549449121
BEST2	3.26042858053380
RNF121	4.02386600388268
ZNF93	5.73668403109295
MEG3	3.59218326481509
BCCIP	7.6864554302897
OXSR1	7.54927563250099
RAD51	4.58818300493409
RPL13A	12.3944337787471
MEST	8.1025636535352
DYRK1A	5.17865968469181
HTRA2	5.48726952500399
SARDH	3.34803232401718
ILKAP	5.26081188280407
ANGPTL2	4.6332990329313
RBBP5	4.31024748001511
ORC2L	4.68876307234865
HBS1L	4.81269055888846
TMEM30A	8.03394250040264
PDS5A	5.66674519494223
WISP3	3.80944697386009
CRK	6.56327542071278
NCAPH2	4.06470214865293
RNASET2	9.8615568354756
NEDD9	6.02300691773172
WDR79	4.65875453239521
PSG6	2.9393747541375
SMPDL3B	5.02272219134769
MORC4	4.11166008405521
PSMD13	5.46032515134689
DDX23	5.93494538978078
ETV5	4.92903866051718
MYRIP	4.13307775743776
LY6E	9.41987456259504
ATP12A	4.22727014426722
BTBD7	3.0753121696955
AUP1	8.45687212390068
PIP	3.85853189862257
GSTO1	9.75393723354597
CORO7	3.66785748905115
COX6A2	3.90836833898141
MAD2L1BP	6.49018948568925
PITPNM3	2.83166705535255
ENPP1	6.00230822347332
SCNN1A	8.83277520966893
LSM1	8.18108187173021
KCNE2	3.46745928162629
IDUA	3.62502742535945
P2RX4	5.32752331491917
PPP2R3C	5.8978346567526
CCND2	5.07294053819225
COX11	7.24965224651467
CUL4A	7.00119031669538
CFB	6.92774894157215
PDZK1	3.2310443270656
PCP4	5.8675019713864
UBIAD1	4.90331581053788
CDC42BPB	5.50888161454862
ZNF323	5.47409148101653
RIMS2	4.28406849888996
CXCL6	3.49410664703246
SLC34A2	8.97379991118629
RNMTL1	5.51794109607322
NPTN	9.25198681541011
SART3	6.21169078809983
UPP1	3.90203674809445
CAPN10	3.43954101469285
SLC6A9	3.34565605678633
CCR5	5.58656529095754
NDUFS5	10.5853829943447
CISD1	9.21325257783868
PDLIM3	4.44110315985936
ZNHIT3	6.65816407606202
SNRPD3	8.49988225192884
VPS24	9.69169571094548
SCN8A	2.93171923292018
KIAA0701	3.6435747161499
UNC93B1	4.94777880003157
GMNN	6.64395656911622
FDXR	5.01231473571431
SPCS2	10.1306403139686
CDCP1	7.00172412733041
PAX3	3.4691060594924
PNLIPRP1	3.31032751034525
LASS4	3.88086331330968
HSD17B8	6.49719413577274
EYA4	3.34582414145165
PRKAB1	5.00349680960761
KIF20A	5.72880924666679
YAP1	6.68289795548746
SC5DL	5.84651294612327
NNT	5.16123308514146
DKFZp566H0824	3.14149662049612
ITPKC	4.6564450492539
ST8SIA2	3.00126712749381
LMX1B	3.28777000166743
RAD21	9.18969050984568
SNRPB	8.72678983252903
MIF	10.7718145517093
DLGAP2	3.19563683663494
PFN1	9.803761910743
IRF8	5.27228193600927
PRO0132	2.94525324608119
MICALL2	5.04744813157496
ZNF654	4.88331235549874
SS18L1	5.94660059178881
ACD	5.02720543407652
BCL3	5.30921667542972
SLC16A8	3.64913993569342
ITGB3	3.30785172805318
MRLC2	10.1448480311306
CEP152	3.36935772061816
F2RL3	3.39347634954422
CLIP1	4.96233006522322
ZNF75	4.10786484975494
SF3B4	7.41307689831415
ATP5C1	11.4671185529475
MAP7D3	5.02526259757974
SEMA5A	5.37753927617246
PSCDBP	4.30000001746998
UBP1	8.60635268367284
XYLB	3.17573410053025
C13orf15	9.33581557370417
ZNF282	5.41402592973093
ZNF222	4.1960297860613
COL10A1	7.64962556694858
MFSD5	6.83823408694977
C20orf67	5.00193660013159
NLGN4Y	2.87044110725681
INHBC	3.38641852800743
GNG13	3.16851956280013
NUMA1	3.71148633637467
F12	3.48270974516086
C1orf41	6.94949252559072
SUPT6H	4.69355725099515
GSK3A	5.048292457811
GIPC1	6.90215721452291
ELL2	3.53174196547761
C9orf167	3.80784130527239
PVRL3	4.58703958710343
ADAM20	3.54305436502197
GPR87	2.95459436756502
ZNF770	4.31320495740164
SMR3B	3.29821027453999
FZD1	5.60472559642938
TRPC4AP	5.41404696920369
MKL1	4.20415483720335
C2orf28	10.0816862716172
LAMA4	4.34633842384811
EIF4G2	8.67101631179756
ZZZ3	7.11750201608509
C16orf5	3.68939894435211
GALNAC4S-6ST	8.83371162792703
IGFBP4	6.70403501664243
NDUFA10	8.93853078028111
CTNNA2	3.33268701220485
NUDT15	6.59359708297219
CEPT1	6.58125150585249
CLIC2	3.94607499811622
RNF13	8.74216220740675
TDRD1	3.65121344505621
KCNK5	4.78049000721272
CCDC92	7.01578934442446
ETNK1	4.76161027280118
CD69	4.81719183612899
LTA	3.25583165104306
TTPA	3.13433575535390
MYOZ1	4.23148444295544
IFNB1	3.21717053213321
CLNS1A	8.82514745932918
SC65	4.78354352783771
CXorf45	4.03887027356655
ZXDB	3.33794305647091
PEX5L	3.53628397897237
EPS15L1	5.74965842740697
GPA33	3.58252712112427
MGEA5	6.33476088228649
HIST1H3A	2.99090048256828
BCAT1	3.59141916488235
ING1	5.08198526903617
SLC2A9	4.49592405459362
ORC6L	4.95019037084041
PRAMEF12	3.23534990188396
KLK11	7.52017767820985
C19orf28	5.76438406763122
MAGEB1	3.05712561504648
MED22	5.02127094061492
ETV6	3.8536253769182
CEBPB	10.2839901060709
KRT85	3.42749763933541
CRYGA	3.35171838697482
HMGA1	5.53666317908501
CAPN7	5.56196343956852
MGC5566	3.89977528542189
GEM	4.24629017880683
NANOS1	7.77178846321593
RANBP2	6.78318370244068
APITD1	5.52917005906521
LIG3	3.90231024483782
IRAK4	3.98457474164973
PARD3	6.26767139474806
SERPINI2	3.72339878608023
TTC9	5.50297550091958
MLPH	8.86694005543893
RETSAT	6.28760868211671
NRG1	3.20202216069046
CAST	7.36261553941585
TBC1D9	5.73734235895325
TTK	5.11918922110902
ZNF557	3.46029252575657
DDX41	8.08521746987557
TGFBI	8.84734060526605
PGM3	4.9401504731014
PSMB10	7.07849663309854
UBE2D2	9.03588761473146
GABARAPL2	8.62835308764564
DGCR2	6.31680037659504
UNC45A	5.5677018649281
CISH	6.16004081752955
OGDHL	5.01861925011029
SPINT2	10.092481337543
CASK	5.20264966670135
GIT2	4.26019165742183
CLDN18	3.40497963005392
RNF128	3.09807723460423
NCAPG	3.76232982315940
ABHD6	3.80715776733112
ATP6V0E1	8.31060709619981
C14orf161	3.2837242450104
UTP11L	6.84754840163906
GCNT1	4.08393276021136
DUSP9	3.06317155210506
TM4SF5	3.98598373871917
SUCLA2	7.06872022931014
NANS	8.21075218875041
OLFML1	4.86290357913285
ATP10B	5.64415532602114
SCNM1	7.48868795895628
NPAS3	4.12540211865989
AMD1	7.77254191844896
GGA2	4.73270321479845
PRKCA	4.14377010634564
TRIB2	6.5869572663389
SDCCAG3	5.65715258019098
TTC1	8.66202865261269
GHSR	3.09570204437967
ATP8B1	4.30245220418014
HIPK1	6.22382702588645
C1orf78	4.58432625394735
CLN3	6.56166470892776
STX4	7.16905182975888
WAPAL	5.40031999547052
TUBB1	3.27294082732291
SCN5A	3.4483531586434
ZNF192	2.95512795575492
SEC22A	4.22981263705906
DPY19L1	4.47488688887444
C11orf9	3.48887437189816
GRIA2	3.27984872817310
VDAC2	11.1386616277443
C8orf44	3.51904085821446
ZPBP	3.10333455691685
NUSAP1	6.13570725105137
LANCL1	5.76631527571838
FGF23	3.93946506095518
PCNT	5.6028484660199
BCKDHB	4.85740054960832
IFNA8	3.32023396578373
BET1	7.79188831608647
SPRR1B	3.31911846635807
FLRT1	3.59375446824851
HDAC6	4.57690005467555
SNX17	8.30532269967714
N4BP3	3.33907877095386
PLSCR3	7.27649901695543
TTC30A	4.25294270724650
CRISP1	3.10245040140949
KRT32	3.79278334517699
GHRH	3.12746888485565
IL11RA	5.38319524937388
GDF3	3.33036396652608
RPS6KB1	5.11655036035997
POLR3B	5.64898551697506
TOP1	7.79800311947744
DNAJC10	4.5527351080294
CRCT1	2.90707403210711
ADIPOQ	3.29219776047721
MPST	5.85255122537567
DPM2	6.32760951902809
FAM38B	4.35554655210084
RIT2	3.07500476534838
SLC18A1	3.33371674602545
RPS17	12.3912063474675
ABCA3	5.81881843449054
CD44	5.12101173199348
FARP1	6.67242469450725
KCNMA1	7.2727500816166
PAX7	3.25846295180889
TUBD1	4.61316513269252
NARG2	6.53262880494148
GNL3	7.72435605305088
BTG2	6.08073215308494
ITGA5	5.1994933781835
NDUFS6	9.25906653142028
MEFV	3.63605524735830
TUT1	3.89146472305401
ERAL1	5.57818597248305
ECHS1	11.3025463339632
NMBR	3.47540232057294
VPS4A	6.0179413397827
ABCB7	5.84673080726643
CYP11A1	3.10756558167378
PFKP	8.4362338307524
C9orf91	4.64036333128997
ABCC6	3.28958807213282
LRRC41	6.50512681438791
ATP5F1	10.7487674483727
GFOD2	3.83884652463384
MOSC1	4.97380945598374
NCF4	4.00477424128528
HYMAI	3.50139101047420
SLC25A3	11.1090421662515
NAGPA	5.32505163087341
MTHFD2L	4.25019286357606
ZNF646	3.55244067547961
RAB1B	7.90207107606945
IFT122	7.1033702576658
GALNT3	8.82090815500373
LDB3	3.60875779357105
GARNL1	4.74938969781945
ALDOAP2	3.03175167529456
LRRC6	5.59635448034445
NTRK1	3.04376942652830
ARTS-1	4.64355412910319
UBAC1	7.64121244560749
SLC6A11	2.96896994512940
NAP1L2	3.3938613608903
EPB41L4B	8.51072361009024
RPL19	11.4673040417370
CNGB1	3.29301846217121
LOC643641	6.00356474826409
FAM134B	3.46222878280410
WISP2	3.37748552745377
NTSR1	3.41610722164392
HS3ST3A1	4.08032098367726
GPSM2	4.81395269282352
PRKCG	3.14441817154064
CHORDC1	6.94123311033229
MON1B	3.86745955248442
TRIB3	4.59617826570222
SLC2A5	4.36965511673331
C2orf49	5.61899380572937
DDX5	9.69244118991733
ZNF446	4.74525957966471
MLF1IP	5.72048851617981
SLC26A1	3.3609291773373
RGN	3.68734844963901
COL4A5	5.60146624648549
CCNB1	6.90175804464782
CCDC28B	3.60022939737437
RP11-35N6.1	3.32995123028275
KCNK3	2.95610988449331
ZFP161	4.44904244623956
FGR	4.12210141638922
COX15	5.41246919041595
EPN2	4.39186397249848
AQP9	5.53264818397346
XK	3.78764634007796
SLC15A2	4.03299997248076
MREG	5.79988207000546
HEPH	4.46963237829621
THRAP3	3.72871200656132
MET	4.73329694640471
PDLIM2	5.35240759250303
ING3	6.41765386225374
PHYHIP	3.38339830804118
CCT8L2	3.41454950197414
ADAM7	3.43094748965614
COPS7A	8.12814445540168
WSCD1	3.94130691117877
SLC12A8	6.4859987772164
RNF185	3.59256470686511
TNS3	10.3581081480293
IGSF3	5.21376088568119
SRPK1	6.26235282092912
MED13L	5.64557378268407
LOC93432	3.25592138280149
C7orf44	6.88294356211615
PTCD3	7.12831471474255
RPL7A	12.6414572259791
TEAD1	5.32670665581051
ARL6IP1	10.1461099549054
CTAGE5	4.31018506159818
SLC25A14	4.71803853304735
LEP	3.17781778414378
PCDH21	3.94150966494398
CACNG5	3.43594552612425
ECH1	6.78944061198816
MAPKAPK2	4.93316240762269
ATXN10	6.9382138037373
LHFPL2	5.36978169782151
CCL22	4.47798400580086
ACTR8	4.69116396390516
PTPN22	2.99784043216772
CYP2F1	3.15704264277304
ITGA3	5.8467148370007
RABGGTA	5.71990640443408
KIAA1033	5.75163578876599
ZNF510	3.96857961423759
SLC26A10	3.42183061811475
STX8	7.13593218530558
RUNX3	7.32258890724873
EFNB1	4.06015711185195
EIF4G3	5.44285847460964
ACSM3	3.92716243943694
C5AR1	4.53439016303919
SIGLEC8	3.45279045902069
ASCC3L1	9.07014994094031
ZNF623	7.08516267290213
A2M	9.06103953657968
NOL8	7.23741232012929
GRPEL1	6.91769821989008
LMNB2	4.57833928877138
ROCK2	3.9799688626683
SNX16	4.58214680658864
Magmas	6.0322490719821
ANXA3	7.51052394273271
C11orf2	8.65878841174402
VKORC1	7.59467678140515
TRPM6	3.19188424108656
KIAA1609	4.2968058887786
FOXK2	5.58609496318296
FEV	3.27701788798349
EED	5.03106728536376
RNF32	3.10579599819042
PDCD5	6.74904560586468
SLC8A1	3.25980115194577
HES1	7.05493099981711
DGUOK	7.70040510952486
CLDN16	5.39378439302071
CLC	3.43566657342512
ISL1	4.12591207426099
C1QTNF3	6.00914656280618
GAGE1	2.84974401368000
KIAA0528	8.04986366826883
VGLL3	3.05499738683192
MANEA	3.75084762225026
C1orf61	3.5567325478643
SUPT4H1	7.54201847649673
CD1A	3.67218263043054
ASAHL	4.56931118596199
TRAF5	4.72988208489318
RAPGEF6	6.35438848752476
WHSC1	4.61133520887012
NEIL1	3.34062910744032
KIAA0020	6.36929394686185
C16orf45	4.68448860436127
GFPT2	5.75894272825487
RBM10	6.92695802096367
MRS2L	6.07884709782469
DNAH17	3.77712867082097
STARD5	3.96727472792150
C19orf10	6.65498940745922
SIP1	4.58796665936601
DNAJC15	5.08615469461169
C1orf160	6.73785952375343
SLFN12	5.10546049256526
STAU2	5.36288049378148
FAM98A	8.38800979406944
EXOC3	6.91579505858347
RAD23B	8.31336177935436
HIST3H3	3.76731199230133
NCOR2	4.29721547923992
TNFRSF9	3.29671656413612
KLK8	10.2062165378073
NOL1	7.20574314434522
ALX1	3.69341868126386
CCNE1	5.43652334858091
PKDREJ	3.66965001713804
TIAL1	5.83649460853351
WHSC1L1	3.8603485690379
HIST1H1E	3.34705116152561
SMUG1	4.97445607839939
TM4SF4	3.86079885179228
NPY6R	3.5911190514133
UFM1	7.97304576018293
AP3M2	6.03841049020012
USP14	7.68733541995361
CORO2A	5.73436448970231
ETNK2	3.40053616285178
APOE	5.06823377489254
ANGPT4	3.96077052980555
DSTN	10.4107560508478
SFRS14	4.67955634033631
FRS2	3.30295987443438
NR2E3	3.30752922360013
ST8SIA4	3.5352362141099
GMPR	7.253614383324
TUBB2C	8.48699185546297
LOC730092	3.74410283591284
ORM1	3.25670784516113
HSPD1	10.3998754410409
C5orf13	6.35966726597832
F2RL1	5.46708570737676
PLEKHA9	4.84622608050964
ZNF232	5.59190419159098
SLC6A7	3.58294258429337
ADH5	7.48197700881918
SHBG	3.84362983637029
DSCR6	3.51834796169316
CROCCL2	3.32397777206799
CDIPT	8.75750476641104
SLC16A5	5.32295041022289
TUBB	9.7571771556465
GAS2L1	5.62892372866089
TOR3A	5.96906158113203
PREP	5.52699357645593
RFX3	3.72506258401532
CHMP1B	6.90414157575934
COPS4	8.42699358503243
MYH6	3.36800495307806
BCHE	4.07092607597118
MAP3K13	3.92760618109322
LCMT1	7.48418996298285
EIF1AX	8.2922170021143
SLC24A5	3.07622811720822
BCL2	4.22420928085739
HBZ	3.41200794186902
HCRTR2	3.41520366794527
TJAP1	5.37083225153386
MAPBPIP	7.728076723165
TMEM156	3.4161239774264
MYO15B	3.43117646383284
ZNF239	6.1800687949394
KIAA1324	3.63400658918824
PLCL2	3.79477458685524
C4orf29	3.78193215832722
SNX19	6.97032570438756
NAALADL1	3.38345262798195
DUSP5	5.46113892731611
GKN1	3.95712516248929
PXDN	7.79849592829864
FCN1	3.60467244071567
SLMO1	3.57178319055328
TNXB	4.10788958647182
C1QL1	3.43871914817835
BIRC7	3.75946805750552
A4GALT	4.82791230886688
TIMM22	5.14452179762042
ABHD9	3.65838605671617
TOMM34	6.82561652828793
ZNF35	4.19969405894506
LIMD1	3.82479990248859
CARD8	4.26738121899622
KIAA0286	3.80094511136849
CD6	3.77780000008517
RSRC1	5.99414839199092
TOX3	3.08057391227518
C16orf35	5.09734676141713
CRHBP	3.11893157034143
PTRF	6.71919180636228
FBXO24	3.26642955882518
CHST11	3.54036669610984
THRB	4.09239761836785
RNF39	4.87832038674995
MYBPC1	3.29732520621612
PSMD11	7.0060937004643
ALAD	5.25338528385504
AQP2	3.50303957733433
EN1	3.20832248519911
GSTM4	5.05565397362994
ZNF187	5.68174627491723
CDC42BPA	5.77090409655322
F7	3.1678641717585
CNOT1	5.98743048302928
SLC13A4	3.41009209883469
ZBTB11	6.7476748696568
B3GALT5	2.76279878287356
LUC7L2	7.25402733410634
SPTBN1	4.58575008090454
EXOC2	3.95689544273253
LSM4	7.29239437825782
IRS1	4.32538575253328
TMEM1	4.68353556058424
MRPL34	7.66200310996795
SAMM50	8.125529506222
CDC42EP3	5.1285802917843
HSF2	3.81986235784251
SRP72	7.7907518730038
MFN2	6.29333173615456
TSPAN7	4.39348472898754
SGK269	4.11919998854752
NUCB1	7.08822227858289
RHOH	3.57873500217238
MTX1	7.31628581363576
CENTA1	6.345597452617
ATR	6.37452970905953
IGLV3-25	4.74402715850574
DDX49	5.83669126163874
TACR1	3.56645569016468
SFRS5	6.7433682790373
THAP1	5.93381300856162
RHBDF1	6.9804948057864
RASIP1	4.1393291678584
DPYD	6.13096703127785
MYO5C	8.9320759480748
DOHH	3.22707884677128
POF1B	3.78890408766054
MAPK10	3.69575599458451
ZNF552	5.67231192338565
USP32	4.4856746820161
MED27	5.86774496052586
NCAM1	3.50051113360847
LOC171220	4.64012244834087
PRDX4	10.2469206110574
AGT	3.59908391012155
SLC22A14	3.66889093392406
DAPP1	5.44999518737282
PILRA	3.80720612482257
ATF7	3.70123527570522
ABCF2	5.02853034429548
KIAA0748	3.40611363804151
C17orf85	4.51668783438907
TKTL1	3.42172855155877
FGF1	3.56200467911131
IL6R	4.29839208982335
CHRNB2	3.98546900056739
COL7A1	3.78137392234861
NFIL3	8.34174438958726
LRRC48	3.70359925496247
TM6SF1	4.08949444738839
SPG20	7.02900744578439
COX10	4.95623549264599
DNAJA3	7.71488042305947
ECEL1	3.86415090328101
GCA	6.34699369573203
GLG1	7.60027965404885
CIITA	3.87765549949158
CLDN6	3.38436271011954
EPHA4	5.65160729520535
FANCC	4.02426499951379
MUTYH	5.24585600756786
L2HGDH	4.15786946557894
GPATCH2	4.01851958737835
PSG3	3.07980848434526
ZNF227	3.64021216345685
MRPL15	9.49908967980177
NQO2	7.74923858576818
C21orf59	8.06672104467615
ZBTB20	5.57270762702971
NEU1	6.5818025877729
QRICH1	7.40758597253328
C2orf34	5.30925651155092
UBE2L6	8.85500816161
HP1BP3	4.87868456453051
MED14	4.65108115210516
TSN	6.6836645896515
TPBG	7.5186347882314
SPRY2	5.77132977260636
LZTFL1	7.08294067032655
OSR2	5.25973177194945
KLHL7	3.47835970694528
XPC	6.48939071169638
GMFB	7.02536027472887
PBEF1	8.2253017418481
CCR3	2.93671071741681
AGTPBP1	6.10885653948681
TMEM8	6.2181868743401
PCSK6	3.51032533442364
STAT5A	4.81495546629244
FAM18B	6.87946275302448
PTPN2	5.91671511341151
SF3A3	7.22495435743432
EFCBP2	3.73313358593252
HCFC1	5.2742488909332
NFYA	3.46332629802259
PBLD	3.75890969826466
PIGF	7.12459969687093
AHNAK	7.36686271803678
ACTR5	4.39310747488452
KIF14	3.71980041728467
PTGER1	3.87125336977296
NOS2A	3.20803411767709
TENC1	5.11033307861044
YIPF2	5.61209716221806
ETV2	3.53442543002242
KIAA1012	7.99454248398862
C17orf53	3.64083637322516
AHR	7.78659069891472
PTPRH	3.22921150959378
ATP10A	4.5335652397254
ATP6V1C1	5.37480760497345
DPH4	5.98050055845506
TAS2R3	3.26558085408411
C5orf5	6.97290460869409
KCNA4	3.71458134595206
COQ10B	7.05603219879362
NMNAT2	3.56722163180055
PSMF1	7.9863570629866
SORBS2	3.93605000638690
NFE2L2	8.5636996059268
SH3PXD2A	4.04392391513700
NRF1	4.19764850357942
SPINK5	3.91864508424129
SH2D2A	4.03611172105782
PRDM12	3.15274763776326
RBBP6	6.53375817981731
OPA3	3.82364304196301
PAQR4	5.06639702196052
IFI27	10.5296029602917
SKAP2	5.07038877099509
TJP3	5.75077607947379
C9orf61	4.50776706223356
MT1G	6.60873162848268
HS1BP3	6.76417436988283
IDS	4.85511845333366
