Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_C08_491130
Composite Element REF	Signal
LHCGR	3.37964330138478
SAP130	6.84525122952893
UBE2S	5.81260830961525
CNR2	3.89638645561888
PCDH1	4.45593269167609
ATP6V1B2	7.89028441171774
PLCG2	5.20194560959824
CAPZA1	9.37813726106178
GLRX3	9.14408623791275
HRH3	3.50731134470562
KIAA0247	8.07067800055208
MGC15523	6.37016589857337
CRYGD	3.59161376577259
HTR2B	3.29652697595826
CCR1	5.03830046203784
NUS1	4.74403978879674
DNAJA2	6.39934299450172
PGRMC1	8.90649126542516
UVRAG	5.77560987891069
ITGA2B	3.35818234690212
CLDN5	4.66249605749601
PTPRN2	3.40812147765151
PSAP	9.65874374748378
MYOM2	4.24149705591863
CHM	3.01223475921064
CCNL1	6.24860485743629
FAM105A	4.98161492320257
LYN	7.1476351971575
DUSP6	7.2381491527454
TGFB3	4.51223482572979
PCDH11Y	2.78824049606805
NAP1L3	3.43597946974068
ELK1	4.7974266271269
HGD	3.52234470281411
C10orf57	5.23118411210741
B3GALNT1	4.23728568470945
AARSD1	5.07917729058582
MYO3A	3.11164941937071
SERPINE2	6.12182278970996
GDAP2	3.70824825685909
MAPK6	7.25836101263356
COX6B1	11.0358705033869
DNASE2	6.44028509826772
MSH5	3.35875474409335
LGMN	6.36717396273342
TCN1	4.29437969890388
SLC24A6	5.16999287566519
TATDN2	6.97891779699031
SDCBP	10.2898110725337
NUDT11	3.91462673881517
LILRB1	4.42546871140453
PYGL	5.01229972979991
P2RY5	6.18903471145815
SNPH	4.18219079683751
NUCB2	5.80440057861215
B3GNT4	3.95150519169053
SNX27	6.15238883335436
C2orf37	2.97650320459397
MIZF	6.63981916332268
FOXO4	4.5800343574938
NUBPL	4.36018722302111
NOD1	5.36597662323
ID4	8.3076401143495
CDH22	5.37231125581759
PXMP3	8.24011729837884
SOX5	3.90601050984442
NUBP1	6.22548136019071
DSCAM	3.85256770262715
INA	3.42745479964919
DGKI	3.25514558758552
MCOLN1	3.82455967041999
FAM136A	8.38447654531097
RIN3	3.90875267637169
NFIX	4.42938579714262
SLC16A6	3.55160782483974
AKAP1	5.98637390371111
PSG2	3.34148271849877
HIBCH	5.8992255257961
PLA2G5	2.96420018428955
TIMM10	6.83406678853463
MED17	6.51933534648676
PSORS1C1	3.50082413473128
KIAA0495	4.61959726347861
LPA	3.5047992311533
PIGA	4.76262585524765
COL4A4	3.2157088030357
LY75	7.360346790809
TPP1	6.88790564621671
UTS2	3.13792719551681
GJA3	3.49754342839152
GALNACT-2	5.55877475883528
RREB1	3.31691635577990
TMPRSS5	3.79301651964349
MGC3196	8.82798293657242
FLJ31568	3.36001477350369
DNMBP	5.20322536290506
LPHN1	5.17232067872481
NQO1	4.36859717807282
ZSCAN2	3.25469778477384
SP1	3.72590904963952
TOX4	5.822780961542
SEC24C	7.69888733513584
HSPA9	9.10319190519682
APOBEC1	3.19803955623273
SURF1	9.08587908441073
LSM5	7.16915446630735
ZBTB1	3.78158153532853
GTF2F1	6.64634457146394
DUSP21	3.20483349479405
RPS15A	12.6356725146972
TAF1	4.30531226122313
GINS4	4.31650955921260
MYO15A	3.16430805828055
AP1G2	4.95036304389639
RBM42	6.07467443265658
HCN2	3.68941942072474
UTP3	7.41131016699156
HNRPA3	6.70154400611707
CKLF	6.2546528094469
U1SNRNPBP	5.66869479863999
FLJ20674	3.76202744275298
RUSC1	7.88683700865623
MBNL1	6.90886415628522
NUP160	4.08420890468191
GRIK5	3.89012880124926
USP21	5.85744867586362
FLJ22639	3.26098282861787
HAND1	3.15630439329666
ORMDL2	8.2140893290471
SERPINB1	6.83579165791584
FGA	3.16133781728489
PRSS7	3.12119722458548
IGFBP1	2.93110115058805
SLC1A1	4.40429313129631
DHX57	4.66423708715093
PSAT1	6.7323324483906
FLJ13195	4.65340513543255
GDPD3	5.01119773276599
PTPN21	3.40972680141298
TBR1	3.14419689094125
TBC1D1	4.88786326537016
IFNG	3.03135390369347
FOS	9.72902435543775
IQGAP1	8.3325832199174
ZNF226	4.63891831350248
EMD	5.73108996594194
RETN	3.98736125981599
APH1A	8.9857563976919
C14orf1	5.7537849651956
PUS7	7.00360420611609
PAFAH2	4.78021924928909
NPEPL1	4.77302397570738
RP11-114G1.1	3.29207317520089
TUBB6	7.40599864189635
FOXL2	3.29750573371741
LATS1	3.58401605645345
BAZ2A	5.24434002447187
KCNQ2	3.12760144251298
SPOCK2	5.36041404247394
MARCH6	7.58970188731236
MGC10334	7.12853860194098
HTATIP2	5.82917272121021
CENTA2	5.95276390498525
FGF2	3.67105789740710
FXYD7	3.28273481717688
CCDC33	3.38754854570072
PRODH	3.62432549178707
DDX6	3.57971460527119
SLC43A1	3.93278812287862
NTN1	3.42900389217849
ING4	6.01850973957964
DPH2	5.55871567943412
ZNF313	7.93099372117709
VPS28	10.0154273034814
FCGR2C	3.40348824901298
DIAPH1	6.82032847303614
CEP76	3.90103922359765
CORO1A	6.11749218715658
TRAF4	4.08089606770797
ZNF460	2.97714407810911
RRM2	6.988095134388
EDG4	5.08210355090822
OS9	7.884714215233
SLC4A1AP	6.63363594969597
COG5	7.15181230047505
COPS8	6.54225611293096
NGLY1	7.94378099440145
AKAP9	5.36539293353516
NCBP2	7.2033149912689
C17orf42	5.84467358730554
GPSM3	4.51979963741915
SLC20A1	7.05717999963253
SIL1	6.23000621191133
LDB2	4.45318182247838
ASB6	5.05950207665095
KLK5	9.40144308732537
SMAD5OS	3.33482333734928
UNC93A	3.39941014782969
SPTB	3.59155784210486
EFEMP2	5.93999575710305
EFNB2	7.8159988661765
C21orf62	2.88913442809014
PCM1	6.78415195914393
FMO5	3.58846645890704
TSG101	8.17946145767127
CEBPG	5.81882096943644
GTF3C4	5.37186728841853
ABHD3	5.05586725451694
TNFRSF1B	5.1965225858352
CLEC1A	3.5842277184067
IQSEC1	4.65686954400521
PIGN	5.94092935861096
PATZ1	4.8353601037408
RBM22	8.54007836257678
AEBP1	8.08637226147801
BAG2	5.10275729887796
PAQR5	3.4340479906236
C9orf127	5.75974324554682
THNSL1	4.47329984636497
ANKRD2	3.55041718678388
JAM2	4.68923501624716
SNRPN	3.32303757539987
ALX4	3.4561276475262
FAM130A1	5.67620190872548
CACNA1S	3.5414183056954
TRIM38	6.79959872345041
CORIN	3.14186640519519
TMCC1	5.39040606875097
PCLKC	3.44204710479155
PLEKHG6	4.32768105493417
LRRC40	6.30755576589624
SMG5	5.72826162779845
NCAPD2	5.9672060262496
WNT2B	3.35350734864955
DCP2	7.7923651448403
ASNS	6.98186390395903
MRPL49	8.35424319318423
TMEM24	5.81947600615034
RPL18	11.7176805016231
SMU1	4.86706056524643
ISG20	5.05142603314455
CASZ1	4.35070790033493
POLR1D	9.16443451187043
GIN1	4.98629369148839
TMEM177	6.64613358795078
CDKN2AIP	5.6500236867443
KRR1	6.82734890733306
CXCL1	5.16453517573659
C1D	7.95949817946791
EPM2A	3.69635801365088
LDHC	3.42097110767248
PC	3.5083799428376
PDZRN4	3.03124888984634
FAH	5.38412354790834
UBE4B	4.85441358202311
NIT1	6.6318585723426
CDC2L6	5.77499009478487
BTN3A3	7.11394305759998
PAX8	6.27986742693682
PRO2012	2.96053705939669
BEX1	3.67960487465373
COMMD3	7.57023882891333
MRPL40	8.77092223872005
SLC2A4	3.41551084685995
SHFM1	8.6934198511331
PKMYT1	3.66367275589301
FEZF2	3.668646112282
DUT	7.98665573965121
LRRC59	9.17811347047694
LY6H	3.31005272562239
MAP2	3.27438796476421
LYL1	4.52835394980864
EDEM1	5.46437847953708
NOS3	3.22531689479147
ZNF34	5.599435268391
ADH1A	3.38710608717782
CYP11B1	3.13056207932583
CDC73	5.52982418664842
GPR172A	6.99115253820652
GSTM3	5.44103031847941
C19orf54	5.85127809839614
KCNA5	3.66240206705058
FLRT2	4.40945438622395
WRN	4.6181269152044
ANAPC5	6.94866790669322
SDF2	7.00160628332984
KRT8P12	4.13771398389332
DZIP3	3.85352772520793
C15orf24	8.93328876872762
NFATC2IP	5.59452473602094
RIT1	4.34976931382480
RHBDF2	5.77129934254951
SCML1	3.9148382938967
MED9	4.113792073682
RAB13	9.12513642895016
FBXW11	6.26792180479231
ETAA1	5.85008332385406
C14orf131	4.10618383432497
SLC12A5	3.69775874438063
PHF14	3.19225683936750
NRIP3	3.91277652261823
TMEM121	3.33721845243629
NOS1AP	4.13611889949071
FAM3A	5.88250228489747
RPL13	12.2658366336527
PRDX2	10.4890274306577
SAP30BP	6.24552427302166
WDR76	3.63570284481815
PRMT3	6.60230106153322
TRIM10	3.60836492897972
FAM82B	6.44670862794938
GCNT4	3.05080686888098
MAP9	4.31711971105749
GPRASP1	3.44529730206460
CXorf36	3.58904589063382
CDKN1C	4.18674779491824
DSCR3	4.89713151604749
ZFAND3	6.0275071630991
C7orf43	4.41892718511384
HSPH1	8.32944161106528
SPSB3	6.6764782724283
AQP1	5.69308214494213
COL17A1	3.73720535245449
GFAP	3.52400252328693
CDC16	8.06934830994213
KIAA1614	3.03920522372922
PRSS16	5.28945383319036
KIF13B	7.20084279332384
PCDH9	3.10723575624781
MKRN3	3.29687602854773
ADAMTS13	4.02537920102405
ITFG1	7.31270309564992
TUBG2	3.46072797283897
TTYH1	4.27811577439936
SFRS7	8.85973609533918
C3orf18	5.12734340041204
FLJ13236	3.88250256476092
C18orf25	3.76601383070653
EXTL1	3.66458389101014
RANBP10	3.79962925404923
RARG	4.42635203925635
MYO7A	3.55203803463347
SFRS18	6.74301565749405
CD96	3.38082446961951
ACVR1B	4.37440672800676
DENND1C	4.45167332714692
RBMS3	3.96956358690129
SLC41A3	6.38692367324291
PSMD1	7.93447492460294
DGCR6L	2.87887498925661
ILVBL	7.73713901104827
CSNK1G3	6.53361157621505
RNF186	3.35511352970237
IFNGR1	7.57114584971152
MAGEL2	3.86138096118068
TSPAN6	7.78739435999191
SLC29A2	4.94375908918083
MSL2L1	6.75113048808261
MATN2	7.20552242280517
ST6GALNAC2	7.77195062728327
RBMX	9.02236137821708
MPP3	3.49532842948883
FGL1	4.08768555170892
PSORS1C2	3.56243191663809
RAD51L3	3.34860079281876
ARHGEF6	5.48940308492012
TGFBR2	5.61325417887802
ORAI2	4.33107725530653
CDC123	7.6919279226977
IL33	3.59955626567867
DEAF1	5.57184104304168
AMN	3.49083570107391
MSLN	9.70570989487359
DEFA6	3.42249920013231
WWTR1	3.85649999834526
COBL	6.79591688112356
PPP1R16B	5.30395879801219
CIB1	8.48626939434803
TSSK1B	2.95746697234834
GAS7	4.49204509262861
MDN1	6.09428842250919
HAAO	3.83507583196054
HLA-DRB1	11.2194224691616
CTNNAL1	6.74456903207685
TLE6	3.36946129703737
CIT	4.21835082407315
TNFAIP2	7.11423909914084
FOXN1	3.34004118396667
HERC4	4.15582868956221
DRAP1	5.9898827268119
PEMT	6.74636270255651
SLC38A1	8.6029969192032
ARHGAP6	3.40839168255176
PHF20L1	4.38011593758994
MCM3AP	4.89068231587846
MYO1F	5.16804940118326
RAB11A	8.27999760327959
PTBP2	3.43306325558061
SNX1	5.78094849756519
CTB-1048E9.5	4.8405087398213
C19orf60	6.27896224205344
C7orf25	4.99605698782353
ELF5	3.30016163358684
HOXB9	3.22486209008212
RBM8A	7.8867156281683
PARP3	4.70828794091438
ITGA9	3.60067801522281
ZFR	6.1233219665662
VANGL1	5.80878982114195
FLJ20699	4.36801614698547
ACSL6	3.11715225526499
CHAF1B	4.16618009580605
NDUFA3	10.0719604917492
FABP4	3.41502503048277
KCNB1	3.46612451895603
CANX	8.98151423882465
SLC25A28	4.88162109888584
SHARPIN	7.1668497338015
ADIPOR2	8.0967947637679
TTC23	4.09197265654502
UGP2	9.71327385872694
ECHDC2	6.59991386344457
CIRBP	8.2413844542854
SEC14L4	3.67276748617292
SMA4	3.94810794478802
FRZB	4.42115119394775
PABPC1	12.1002290556024
APOBEC3G	6.24303840709556
CUEDC1	5.81520228770293
CLDN8	3.09268779181645
VPS52	7.81412906482482
LOC23117	6.01601489354992
FAT	7.44593161635345
M6PRBP1	7.29334310368943
PPM1F	5.03790348704816
TSR1	5.18687531870577
E2F6	6.3207261923708
TMEM126B	8.80908560144792
ZFHX3	4.6783119299297
PCSK5	4.43159579416824
HEMK1	5.69024164817347
GIMAP5	5.36058349740877
DPY19L4	7.05688871237271
FAM77C	3.49999754310526
CTPS2	4.62007302221424
NDUFA9	9.683038396329
SCRIB	8.10943837716322
AURKC	4.30267378287442
LOC51035	5.84471064837429
RSRC2	7.30451022297734
ORM2	3.28658384655499
FAM115A	5.34291779694382
EGLN3	3.73503317616163
FZD6	7.23652958003595
PITX3	3.64740418699654
GPX3	11.5120878273926
UNC119	5.18842615715789
NOV	5.08208389209319
GRM4	3.33681979226893
CABC1	7.01230638016759
KLK1	4.60059272618475
GPM6B	4.91191994761567
RRAGD	8.47060985029414
EIF2S2	7.55620069445479
RNF130	8.68328710697377
CKAP5	6.22423092323634
UCHL5	5.13829680229587
C10orf18	8.00326380375246
TMEM93	6.39882730926333
KCNMB2	3.68925122857482
AIM2	4.03895615276046
PNO1	7.19964763528064
ANK3	6.79690484495059
OR2F2	3.38053148104115
GNAT2	3.33322893247783
KRT5	5.14454840311573
ST13	9.10700438644892
SIX1	3.88398619725817
TIMP2	5.54551022411161
CDH12	3.21963162195343
ZMAT4	3.31310944406463
QRSL1	5.77330041405304
CCL15	3.61068503570592
GTF2IRD1	7.80993471250658
CCDC22	4.93061409122273
SNX24	6.3027260699255
RARS	10.5482763103193
MORC2	5.42955628059801
FAM48A	5.90513750925025
FOXD1	3.23823109701375
COX4I1	8.71260487306635
DSN1	4.62597465585964
AMT	4.31686085261903
GPRC5B	6.14601032856341
CTAGE1	3.00564921812087
DTWD1	6.11582664384684
STRN4	5.16074115759373
KITLG	3.07835883415079
HSD11B1	4.02369040407364
HDGF	9.71433252188464
KRT6B	4.04859862233436
SUMO4	6.96944598476956
ARID4B	5.16526707930552
SATL1	4.65782978743603
SETX	6.11335270005971
DDR2	4.62508608096884
KCTD12	9.29196150281656
WWP2	4.35497449401768
CTSH	7.68495242740839
FASTKD1	7.97736806328097
PAF1	5.83183972916221
IFT57	7.67979223186657
TMEM2	5.39141916444993
ZNF592	4.59372757379124
TNFSF9	3.70276442546032
PPFIA4	3.43657938987707
CFP	3.78891244905807
DCTD	7.16733161951316
CNIH3	4.21528621694888
MAP4K4	5.17757252374271
ROD1	4.1653564899834
MFNG	3.61899526149704
JMJD2B	5.58757747602115
DOCK3	3.46078882997359
STX16	5.50577885082314
ALDH3B1	5.79231181856202
THSD4	3.21552485332829
DLAT	7.67241088186752
KIF21B	4.21504146626677
FEZ2	6.48833921261046
CDC5L	5.88140330897248
KCNJ5	3.920330500692
LMNA	7.01326763260219
TBCD	5.28175701833582
ZNF250	6.83084408267254
CASQ2	3.97141409659579
PEG10	5.45855905881782
TPSD1	3.17208226686307
PRAME	3.11638965398012
NP	5.77794744800483
ZNF12	7.82767007510829
XTP3TPA	8.83448995325904
SIGLEC7	3.90545862262678
FAM70A	3.70185563096556
PANK4	5.49408808651421
SNED1	4.18718033284449
HIP1	4.76959705885805
WNK1	6.9255703757245
AHNAK2	8.14912455333735
FLJ10490	3.98548107430942
TOE1	5.8063329832497
RECQL4	4.36892735951515
PPA1	11.7770681545695
DPAGT1	7.74483691634651
HAS1	3.81257100214909
ST7	5.42139251541305
MAGED2	7.61871326308169
ANKRD55	3.91808171840199
TRPS1	6.60953519894209
POPDC3	3.209215210428
ACOX2	4.2193060630903
TFPI2	6.94799170072107
CYP4F11	3.93169164399502
PDHB	8.6178644714222
ERN1	3.44913126099862
LHX2	2.83650404695408
B3GALT1	3.29275355783707
ADAMTS5	3.81333487842201
NOTCH3	5.20897359371259
C1orf116	5.69098819827606
UGCGL1	4.89491441721044
NF2	3.9393112579755
POM121	3.67803978699508
CLPP	7.565309559657
MTMR3	4.18417466558179
ATP1B3	10.1477502355776
TMEM16A	5.13388707771498
HIST1H3F	2.7252558857123
TRIM25	4.10056706310944
CRKL	5.07615225909099
HOXB2	8.64880069727786
ANP32B	9.77120774622
NUP62	6.03324536797069
GATM	4.55047155753875
AP4E1	3.23159181437411
RASA3	3.21391851817214
EDG5	3.25102031814218
CDKN3	5.25739072030799
CDH4	3.27923932748464
PGD	6.2614401633709
TMEM168	6.37160225143756
RND1	3.52155934675045
GAD1	2.97865844543348
MPG	6.49906473378038
ZNF133	5.01867680347537
LOC440350	3.21903273780961
FJX1	6.02644931559825
CLCF1	4.83909150384006
AMELY	3.295010354195
PHTF2	4.35382781282199
IGSF2	3.62058878185298
TFF3	4.30569704230292
NDFIP1	10.2778757806508
IQCC	3.83287640031594
CUTA	10.3787617172674
HEYL	3.62259468661465
FTSJ2	6.60053465416721
APPL1	6.82032915480804
TNR	3.42952601646656
WAC	7.95494706893405
ADCY9	5.76468008344925
PYCRL	5.90791900626175
PCGF1	7.1698584999513
PTPN13	3.5445659489853
AGPAT7	4.99568168054863
SSTR5	3.90898469512638
CDKAL1	3.35681556315361
PDYN	3.29910542353935
SFRP1	7.33161909715214
VAV3	5.82316302713758
MTMR11	4.1934664052301
SUOX	6.54049736152879
IDH3B	7.75600793523586
STXBP3	7.75072773498903
EIF3G	9.52701088295255
GOLT1B	5.5920698621748
ARHGAP22	3.65308756906367
NPFFR1	4.19976893267552
NPC1	6.85228718270626
ALDH9A1	8.17848265126099
ICAM5	3.33426496404051
ADD2	3.58418114396959
RASSF1	5.11835513382677
PITPNB	9.00925046367747
PAPOLB	3.26444231386847
URM1	6.10337618102299
TMEM106B	7.53587182079744
LRIG2	4.15961499972326
SLC27A5	5.18687078606293
CDKL1	3.47936113972497
PRODH2	3.87436267236323
SFRS11	7.91604490566766
IL7	3.00018435362248
SCN9A	3.33174168045977
BTG3	9.07527397218814
PAK2	5.83592125315805
ATP2B1	6.93378491946742
GATA4	3.25804450958004
PRKAG1	7.37635925637229
FAM64A	4.30662649486007
ATF7IP2	5.38166572146149
EEF1G	12.3448699130754
INCENP	3.42658647836873
SMAD5	5.87973813230637
GARS	8.69622756742882
CDK10	3.59244620142928
HLX	4.30012364076021
ELAVL3	3.76675625688274
MDM4	2.84380932523641
GNL2	8.0915165787666
CDX1	4.87143951350336
PFDN2	7.88085247958039
ZNF200	5.2269596770605
NDN	5.61749022156132
PRR3	4.09059833744307
HBA2	6.78454988284628
FBLN5	6.67225623602088
PUM1	8.74427799796605
CCDC88A	3.24851843341726
TNNT1	6.40360994607794
KLHL24	6.07331229750155
HNRPH2	7.47948412672375
RAB7A	7.6906447010787
SGPP1	3.14479840856802
PMS2	6.22994946197529
ARNT2	4.57211453819747
CBR1	5.93629744899031
ITPR3	5.25909469900917
BIRC3	6.34906372404549
NRSN2	4.67526555923581
SPOCK1	4.28016685745493
H2AFY	8.63950554724745
RXRB	4.61573682563995
ZNF638	7.7999029137365
APBA1	3.54730336380227
RAB2A	7.08024582850046
ACTN4	7.35554225074782
FXC1	5.41849090195869
C6orf162	4.20327973811013
HPSE2	3.85817436183317
PLCE1	3.80523099522103
INSL3	3.18737412457076
PTPLA	4.24990493572308
EIF2B5	6.28332974236335
DLG1	5.70853160024308
PINK1	6.1828244105092
TFIP11	5.84543367542546
VPS33A	4.49906278675569
SKIP	5.52266868582869
GRAP2	3.05902967276637
GAPDHS	3.45429113453393
POLR2G	9.03249442706668
CNTNAP1	4.2291498864764
PSTPIP1	3.52083289813622
CYP26A1	4.17557574232263
APOL2	5.54735161482284
TACC2	7.3380392528171
CNBP	10.7301324925949
WASF1	5.89099581191792
HSPB1	11.7101960132659
INPP5E	5.04739820519274
COX7A2L	10.3595556115865
HSD17B1	3.98273660837089
ARRB2	4.89184116962397
CUBN	4.28255313871241
SLC7A6	4.01509869990171
IGF1	5.62088998521656
ITPK1	5.19587694340531
NAALAD2	3.27298224712479
G3BP1	7.90138850468849
HSD17B10	8.98535086365953
NUP155	5.6285573429974
CYP39A1	3.58138219854151
GLULD1	2.96032538343106
RBM15	6.85749357326968
AMZ2	8.26016451647249
GDF15	3.36602906765812
CYCS	11.190926937479
TECTA	3.29700089969686
CCDC46	3.6705298331663
GNAL	3.2605794730944
LPO	3.24345294301147
GZMM	3.64129338209198
PAIP1	7.98841070187386
DDX11	4.9479793982702
TAF9B	3.18264864508305
CACNA2D1	4.23225007695728
IMP4	8.19243128766757
SH3BP4	8.25163756420629
PADI1	4.61622519090033
DEC1	3.30278504744481
PON3	3.59576022442121
PROP1	3.27703264929898
UBB	10.823795789047
RPA4	2.96232362177633
TCF25	7.7743341479876
NDUFS1	7.44269018863425
UPK1A	3.54966459313147
AES	6.80691202332391
PPP1R13B	5.05157638521998
TCL6	3.44193139268163
ARL2	8.004650303309
CD2BP2	7.11657732808718
TOP3A	3.75311746693428
CHRM5	3.63389199372491
FGFR1	5.30584716954535
UGT2B17	3.08644709819180
CEACAM6	6.53367288066817
CERK	5.69577701799841
FXYD6	6.14024142079942
AP3S2	5.70662353689199
ZNF208	3.33370541926580
CARKL	5.12318996254126
HIST1H4E	3.62092700215965
GOT1	6.80398681633489
BBC3	4.74150782446981
CASP6	5.42148240665103
HOXA1	3.22735799744371
RCL1	6.50083592412608
RAB40B	7.45750400067539
PI4KB	6.00494444580121
LRRN2	4.67024000710033
B3GAT1	3.30682949819224
OAZ2	6.80072634587607
BET1L	4.33445975094089
NOC4L	4.52229788328736
FRY	4.68167711910538
C10orf12	3.20399001269437
AK3L1	7.23147726504495
FADS1	4.84040356876271
CSF3R	3.75110739490232
DKK2	3.9749449237403
POLR3K	7.0679186236493
LBX1	3.50985266950717
ATG2B	3.62261680364552
RHOT1	7.05895290490463
DARS	9.25190824848184
EPS8	8.49862731734924
OXT	3.35647897085172
C10orf56	5.73841835664604
ARL4A	6.79753626448522
CCDC64	3.97284958128123
DAD1	9.77909091146636
HERC2	6.54120405041168
HSD11B2	3.45802567919423
USE1	6.23973763360468
FAM96B	7.25720913153348
HNMT	4.92944489280656
PCGF3	4.87592479490785
BSN	4.18405855939034
CAND1	7.05707833681048
ACTR10	9.18435175872498
NASP	5.44277686468965
C20orf4	6.24365515495311
ACSBG2	3.24274541398064
COL9A2	4.3621253592586
RWDD2A	4.70659076246704
PALLD	7.95525835052789
GPC5	3.25349940532951
CENTD2	5.17449829289689
TBL3	6.10548063469461
TLR1	4.52226495304255
LMO6	4.09090276036848
CCDC106	4.62520974059004
KPNA2	7.85769829911946
PARP16	5.88113991942628
PDIA3	9.92830194855216
MACROD1	5.90747017536297
SFRS1	6.80793237335672
DCP1A	6.66014957253314
TMCO3	3.37115514041455
NTN2L	3.25276979564222
CLN5	7.06204762040645
BIRC5	4.34114999652219
PRR16	2.91758550856466
FAM63B	4.48542508277373
GLE1L	3.96276241653978
CES2	5.05720281079389
GNAS	10.3088739283038
KATNB1	4.42253435981744
CPLX3	3.43207109187721
WNT8B	3.64537511116112
TSPAN13	9.0644155013352
MRPL52	3.88467500069339
GHR	3.26336620820045
DUX4	3.74465299502747
BCLAF1	6.74252367220723
GOLGA3	5.52536034152471
CLEC4E	3.80013543427938
SCUBE3	3.93881440268111
UCRC	10.2354618068049
CDKL3	5.14692131921285
MGAT4B	7.24443468399454
BBS7	3.14510544994676
ZNF345	4.48031059379731
RTF1	5.99115314384846
SERPINB9	4.72253333586803
DHRS7	5.14641811577436
RIPK4	8.74507940622045
PLEC1	6.00994954929853
PIP3-E	4.49477735183626
KNTC1	3.93870198326254
EXOSC2	5.67494145819986
MS4A2	3.04505738212961
FGF17	3.58296692502524
WDR59	3.9216492002024
LAIR1	4.36961278745621
EVI2A	5.57967409903285
IL17RC	4.28436790612769
GTF3C3	6.18525595708674
HS3ST1	3.62291568541595
ITGB1BP2	2.98255784489633
RBPJ	9.40827544232966
LRRC8D	7.28317909075679
ALDH18A1	6.77586442773574
INE1	3.67590019428922
TPI1	9.7071457195655
FLJ20035	6.55532741224646
GATA6	7.3956375491244
CABP1	3.35833891681073
RASGRF1	3.48268857587734
C4orf15	5.57932790842211
ALDH2	9.73549952292348
DAPK3	3.48524068079569
C3	11.5417112155122
EMP2	8.97543718968516
GJB1	4.52348347001329
PIN1	6.23833417687641
SLC6A15	2.97447664719658
POLE3	8.37535024303707
RIN2	8.85230375823479
CTSL2	6.02465509329256
APOC4	3.94987389827065
CYorf15B	3.09388271057268
TRIM2	5.88784867343093
CP110	5.54338576784755
KIAA1622	3.21179236622067
DNM1	4.76255519831276
HYOU1	8.16612645002608
OTUD4	5.70765223315616
USP7	6.73158669375026
ZSCAN16	5.63878190590798
ASCC1	7.08493778896881
OTUD3	3.61840376293707
YME1L1	9.25253262189823
HNRNPR	8.47798067183321
SERPING1	8.0363617866458
TPCN1	6.2860820868648
STARD13	4.81523121924976
PCBP4	4.72296331258146
ADI1	9.04767793707401
ASIP	3.07146776369683
CDH10	3.67927584012814
WBSCR22	8.1484329806596
SCP2	8.71250359585052
KL	3.13386450693841
SLC35D2	6.57480738437438
MAFK	3.42367042895037
SON	7.8305137563152
SBNO2	4.26191542549785
RACGAP1	6.45733691347211
SC4MOL	8.05010654448844
SLC6A6	3.29491937626247
OBP2A	4.11485911167592
PSMD3	5.67381779668943
ERLIN2	6.43895437743665
PPP1R9A	5.1060553661648
RAB35	4.31425062241222
PDZRN3	4.70383378226919
AVEN	6.03169447293298
FLJ21075	4.14337293696341
BCAM	7.22557299959119
C14orf132	4.15821689197549
PCK2	6.04054809324669
FKRP	3.26713671740962
HLA-DRA	11.5188413784645
GUCY2C	3.17999729425495
RP11-125A7.3	5.69581885155715
BARX2	3.48927089419911
DAO	3.21234661321723
EDNRA	4.58926516090602
NIPBL	5.71361337407238
ZNF331	6.49246825029432
PPP2R5A	5.94259683094544
HMGN4	8.73686670075258
DDX39	7.42544847814153
EFHC1	5.24397715382858
EIF3M	9.34254688633705
SLC17A3	3.08208519185783
ZNF24	5.3559678881202
ASCIZ	6.86937696003383
FNDC8	3.37303544931941
ESRRA	5.6591747543481
PTMS	4.37212496826573
PHF7	4.00538160625684
PIP4K2B	5.09993959278326
IRF3	6.4858947652051
GPR19	3.87166886971682
HHLA2	3.55628326854899
GMFG	5.38889888135717
BDH2	5.52055274261041
APOBEC2	3.45287854076146
PRSS21	6.48200052814827
PENK	3.47006067026854
PHF16	5.48461543058402
ZMAT5	5.48834080637075
SMAD9	3.09540507168393
SLAMF1	3.34717987659754
RGL1	8.48585006352446
DLGAP4	4.79394507147638
MBD5	4.86655507326352
PHLDA1	4.16766789446747
BACE2	8.77811854894468
APPBP2	6.28013442451074
LIF	4.3677522674888
OXTR	6.58448109830004
ACTC1	3.70411461577694
USP19	4.28031215942452
SUV39H2	2.79243316525821
ERO1L	5.86790517147155
ZNF395	7.45249325340785
CNTFR	3.86120790569511
HIST1H2BL	2.92110989441564
WNT3	3.38397317825246
ZNF549	3.63541999722297
ZNF467	4.0935336232151
SLC25A21	3.31456042651331
IL5	3.27580694585373
CLSTN2	3.90581243489573
LSM12	6.04486216977841
KRT37	3.08965300579299
NACAD	4.13418751754227
NAG18	3.14952122804316
PTGES	5.56770952322381
GDAP1L1	3.06516793184886
MFAP5	5.35765361342362
OPRK1	3.31973936648027
C12orf4	4.54979394924457
NTAN1	5.79197036450227
CST3	9.68151660051433
WDR6	5.45884888628274
NUP88	6.50076786031321
CD300A	4.15804873818235
FCGBP	9.354897709381
CNIH	8.98362000478006
VASH1	4.15618478755382
DHX16	6.39564813847419
SLC35A5	5.57985199580182
CLEC3B	3.63998758929433
ARL2BP	4.72158288910295
C10orf79	3.08767940173633
ZNF79	3.82456423461946
CRP	3.31996836361589
OCRL	4.71323473118792
GLA	6.23233894502025
NEBL	4.28432215168539
HSPA8	10.5046746257722
DIDO1	5.77978086218492
