Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G02_516324
Composite Element REF	Signal
CDH16	3.5117876341433
CYTL1	3.52772611610347
SORBS1	3.91211316459195
PEA15	8.56197625424196
FGF7	3.13307242526808
GUCY1A2	4.21004895339094
NPC1L1	3.55371119515371
PH-4	8.36679923401028
TAT	3.74847019654816
TBCA	9.81980653081541
FNBP4	5.51959342430988
C12orf43	4.38445744165258
STXBP6	8.01013451454785
SNAP23	5.2417825940428
CBL	3.58501879527721
WDR25	4.11020784743194
ZBTB33	3.02091112036662
MGA	5.47229642730057
FAM128B	8.14989671243212
GPR4	3.50479874632832
GSTK1	8.5567748725403
CLCN5	3.65893862602469
SGCA	2.75581932166189
FUSIP1	7.14118927787217
C22orf29	5.87364724456141
YIPF1	5.69163288703735
MAG	3.15716788398771
FLT3	3.29368619268451
GALK2	4.10782016299768
DLK2	4.19412334962042
ZNF451	5.14393323950706
RAB3B	3.47047679511945
UCP1	3.73910793845653
REEP5	8.5863066640208
FGF9	4.83281991595399
FADD	5.5944059358544
VNN1	3.56482166966871
SRPK2	7.07580309718876
ABI1	7.176482564591
CACNA1A	3.92261833597131
ALDH3A1	4.1664305185699
GRIN2D	2.88982727559798
SLC1A4	4.89659987078809
CDX4	2.85439988440431
SPG21	8.83916254772007
ZNF286A	3.77004107222556
IL1F6	3.13103158060803
DOK3	3.50214868420325
ZNF302	5.54661319761277
ENY2	9.11312533049234
GRIN1	3.47908835983098
OR1A1	3.67795153373341
CALU	8.06072940543555
ANKFY1	4.54404126799553
LIMCH1	5.26731205968767
DENND3	3.72310282426324
JARID1D	3.18025170519052
RWDD1	7.6677234657476
HIST1H2AK	3.62948313817259
SLC18A2	3.11539630392845
UPK3A	3.04302694973624
LOC93349	3.99496787891644
FIP1L1	5.97844539670963
SSH1	6.58545084878808
LENEP	4.07374458835489
RHOB	5.8391870613729
RIBC2	6.02101655038446
ENSA	7.15939265010111
GNAQ	4.44364460350082
CKAP2	6.99529238582847
HOOK2	5.11679210010808
INTS9	5.41516458885989
DKFZP564J102	3.62509778950267
CCNG1	9.07407284674374
HNRPAB	9.60713161159696
AMH	3.17891417967176
HADH	5.770837674118
TRPM1	3.09633136004662
CACNG3	3.38158757212816
PPP2R1A	6.99121708090325
CCKAR	3.61495657951081
COL2A1	3.20172176405876
PTH2R	3.82828585048895
IFI30	7.14123621773989
DDN	3.74826626111591
GLUL	7.87619841417065
HK2	4.40007812063371
ELOVL6	3.95804553501346
MDK	7.69224982709819
EPHX1	6.93555148695401
RASSF2	5.45442493771716
BFAR	6.5805726789916
ZNF14	5.0348620855511
PPIL2	4.33847266909488
PRTN3	3.65636124832712
CTA-126B4.3	5.37097681574558
AVPR1A	3.13769772599568
KLHL22	5.10980371952091
HSPBP1	5.41033605356926
PRKD1	5.09939115502399
TNFAIP8	4.59999124996109
KIAA0195	4.50451873268022
GNB2L1	12.2411547138783
SCGB2A2	3.35331228961627
CALCRL	3.54188216039896
ICAM1	4.68096564036177
UBXD7	6.29327082709631
TMEM35	3.16246217066338
ZNF674	2.85225946113814
BCL2L1	5.23238945243506
HECTD3	5.87843293339248
BRSK2	3.05536833633824
PCDHGB5	4.23441546380044
CD19	3.06231134952297
RAPGEF3	4.11427834431759
LGALS9	4.90652356087807
SCARB2	5.86106995765285
KIAA0974	5.54559140928089
MAPK3	5.112928459923
USP34	6.3822561929201
MAP2K1IP1	6.74633225390176
CHIC2	7.49673750338518
SLC16A3	4.33576774282169
STK4	3.90504603808653
APLP2	7.1965492999893
DLX5	3.82657273133755
FBXO41	4.18706733859316
MICAL3	5.31754275832648
ITIH2	3.97614742925518
ADK	6.42810339698023
TNNI3K	2.85647530218055
HDAC2	8.0503548605907
PRR7	4.8155168871257
THBS2	9.55312841180593
CA2	4.80786370442814
RANBP17	4.50208165377574
CRYZ	5.97103056801251
GBAS	7.94792938505286
TGOLN2	6.88313435802295
CTBS	4.93065586623499
ETS1	3.79505115122198
FGD1	5.13183106181244
EDC4	4.41482108587752
PCDH8	3.16110927302157
KCNK15	5.63516898581472
HSP90B1	8.38402918981574
GSTA3	3.67766642053355
TNIP2	5.53984640030229
BCAS1	3.33953484528975
HOXB6	3.79576303576619
NOL6	4.92964679231268
PDHA2	2.99125419597214
SORD	5.63420528102339
SPC25	5.51745530100998
VAMP3	9.27424434023369
WDHD1	3.68762823907705
TCIRG1	4.63392823524727
STAP2	4.30750281978441
CHCHD8	7.9148893762868
TRIM44	7.66427593853814
KIAA1305	4.6596986077541
PARL	8.55676470070113
CRNN	3.22960422176343
SIDT2	6.0444002898743
RYR2	3.58450403679076
TRRAP	5.48339683972654
TRAF1	3.79501982974805
GRN	7.69329084074474
SCAMP1	5.49647042771551
TRIM32	5.59536425926861
PTS	7.88984964393068
BANP	6.49066447422826
ATP6V1G1	9.5109001973061
PRKACG	3.4750436659135
ADCY6	4.60133690722637
PRKY	3.17674413860583
CYP51A1	6.56134668623115
DDC	3.31919511132893
ANPEP	3.58546036190934
NPR2	4.41999797035211
PROM1	3.88027518565962
COPG	8.68603142919203
OR5I1	2.76204742087862
TRIP4	6.60694112537616
ZFYVE26	5.264848885164
GDF5	3.52263169366504
SNX3	10.3728790054257
C1orf175	3.19746208650095
CSH2	4.00796690000591
PPY2	3.30269902032767
STOML2	8.6348166989795
ALPI	3.07960017861677
FTSJ1	6.76554955702818
ZNF273	4.11675022683179
DST	4.45241859679565
GLRX5	9.3620252692547
C20orf12	4.04543072927745
CAB39	7.57875123838435
RAB5C	5.62982639324045
FLAD1	5.52763389790744
TTLL3	3.97953806196317
MSH2	7.67771018025429
NPPC	2.97978347716114
PIP4K2C	5.80998984377864
CYLD	4.23542265567878
ZEB2	3.72300238554773
MRP63	7.21782889949177
WTAP	5.64932822081441
NEUROD4	3.70436763584552
MGAT4A	4.82361291817343
MTMR2	6.58912592014258
CHRM2	3.45918919654184
TSC22D4	4.85432273774739
PPYR1	3.27975452238180
CCNH	6.58145426411579
USP48	4.88288182313986
NR1H4	3.33380326315933
RASL10A	3.62590522604791
RRM1	6.89303558174706
GABRA4	3.13889937865891
C1orf35	4.83131932595745
SSTR1	2.99921296473516
APOBEC3C	5.16034278565543
CTDSPL	5.48107017564404
RUSC2	4.43612820201396
PDE11A	3.59272311711897
ZCCHC8	6.1062167484554
RAD17	5.01816740189774
TEX12	3.21574730805727
LILRB5	3.24647619149353
CD5	3.60474244751274
ARHGEF1	3.76397162970661
ABCA4	3.59200243243548
TSPAN9	4.74837099661793
WDR67	5.12530325942158
THUMPD1	6.83836759898171
ARID4A	4.07071615618118
OPRM1	3.00295884895979
SYCP2	4.74097241454901
CYP26B1	3.91633198041332
FLJ13231	4.05403886598726
VN1R1	3.95348237247686
LECT2	3.15430930793677
PCCA	4.76925805617085
AQP5	3.6127847131694
RAB30	3.73609768068013
OSBPL11	6.57997775305081
YLPM1	6.60988492290922
GNB5	5.51057923428391
CCL21	3.50033606647676
PRKAR1B	4.53175576519745
C1orf121	6.54134586662539
FMO2	3.97677771227529
IL16	3.56601093931032
MSTN	2.91852553184858
VCL	6.88450089762175
TCF3	4.76096363908644
CCDC88C	3.65480284290833
HFE	3.7906274021498
SERPINE1	4.60154071615351
FAM125B	4.60376385381506
BAI2	4.62825940531137
SMC5	5.9534637224292
AKAP5	2.89700204023534
POU2F3	3.04804129119669
BACH1	4.35446920028054
PPP2R2D	5.93994591458055
C11orf63	4.15516796985621
SSSCA1	5.94073772296002
LRRC51	6.52415847791922
LRRC3	3.05300096496167
PORCN	4.13598665262714
DTL	5.95853607778529
ACTG2	7.25118896003423
FAM124B	3.5994347008376
RSAD2	5.93421312873894
CTBP2	9.29531394626921
ZMYND11	8.15124653260621
CRTC3	8.87240660421938
MYH8	3.11573728466388
LRRFIP2	5.54016718680018
TTN	3.30126033870254
RGS6	3.60517100957744
PLLP	4.53651971609181
SRGAP3	5.46502938038729
PDK1	4.12996449691788
NBR2	3.25545595573486
ZFYVE21	5.35524609863987
C13orf1	4.30203210130797
ZNF137	4.03246399117727
CEP27	6.00059803169333
WDR41	6.26661956938213
BEST2	3.27669806971081
RNF121	4.00325608200113
ZNF93	6.11285752904761
MEG3	3.73642629337246
BCCIP	5.47163478288435
OXSR1	7.6017953801678
RAD51	4.687274969218
RPL13A	12.1001865383727
MEST	10.1290075039152
DYRK1A	5.08811873512956
HTRA2	5.98403132943461
SARDH	3.33311848955809
ILKAP	5.97456277037977
ANGPTL2	5.67146472506253
RBBP5	4.83656183185619
ORC2L	4.96039034783433
HBS1L	4.95709398015579
TMEM30A	6.93374233463733
PDS5A	5.39100713911174
WISP3	3.57721455235567
CRK	6.89012917243314
NCAPH2	4.71043850974126
RNASET2	7.64894043850808
NEDD9	4.2738253299572
WDR79	4.73975702522745
PSG6	2.94034048395413
SMPDL3B	5.85232309611071
MORC4	6.76538120826907
PSMD13	5.67241789611516
DDX23	5.85355228152323
ETV5	4.38672939742618
MYRIP	5.92491396272462
LY6E	8.606761794676
ATP12A	3.66866288221302
BTBD7	3.54492777216085
AUP1	7.50557244084338
PIP	3.62533338961275
GSTO1	9.36584263440539
CORO7	3.54381666649798
COX6A2	4.17884778739929
MAD2L1BP	7.33636108787425
PITPNM3	2.85176162066368
ENPP1	5.90209279522424
SCNN1A	7.94898482206629
LSM1	8.72457880011331
KCNE2	3.46850646559216
IDUA	3.64275232688996
P2RX4	5.66763858509985
PPP2R3C	6.796525266441
CCND2	4.76650919463195
COX11	7.1999393308007
CUL4A	5.77651988008881
CFB	5.19447027116726
PDZK1	3.76531726296750
PCP4	5.20093690888002
UBIAD1	4.9758289927475
CDC42BPB	5.63826321839974
ZNF323	6.28327420378007
RIMS2	4.0877714867411
CXCL6	3.27511539534398
SLC34A2	4.96458429893926
RNMTL1	4.35211106563114
NPTN	10.5759307677705
SART3	5.95913694680794
UPP1	5.08348435904405
CAPN10	3.16805139112233
SLC6A9	3.29796590667948
CCR5	4.52652526739744
NDUFS5	10.9269154150592
CISD1	9.48197688568032
PDLIM3	5.30531713251106
ZNHIT3	8.2917882881682
SNRPD3	9.35983466435621
VPS24	8.30062263591444
SCN8A	3.13355036030721
KIAA0701	4.71124454120401
UNC93B1	4.10508541392876
GMNN	7.13759532829491
FDXR	3.76418014178842
SPCS2	9.71598366358732
CDCP1	5.11270770394261
PAX3	3.63088998745045
PNLIPRP1	3.25793707544955
LASS4	3.56159502728417
HSD17B8	5.76271059845616
EYA4	3.70102888975945
PRKAB1	4.89616783401629
KIF20A	6.64529583281727
YAP1	7.17814493584026
SC5DL	5.57622113774869
NNT	4.20778292150329
DKFZp566H0824	3.02450596716284
ITPKC	4.4742575057037
ST8SIA2	3.12099101480146
LMX1B	3.64570603195526
RAD21	9.52861280394722
SNRPB	8.5322301097907
MIF	11.4559216580172
DLGAP2	3.15224661752259
PFN1	9.72702290623977
IRF8	4.88247196603492
PRO0132	3.18150989378513
MICALL2	4.38130886664339
ZNF654	5.00995535650904
SS18L1	6.96110228970887
ACD	4.97670360646601
BCL3	4.43847715443833
SLC16A8	3.71373491729567
ITGB3	3.34307345605797
MRLC2	9.83813298280294
CEP152	3.81252331377316
F2RL3	3.25888170390316
CLIP1	5.1291520290118
ZNF75	4.36201456403039
SF3B4	7.1453444739061
ATP5C1	11.4024943955535
MAP7D3	3.82541108068459
SEMA5A	5.34167273334419
PSCDBP	3.07206176570585
UBP1	9.3283689615546
XYLB	3.49912776728529
C13orf15	7.778292236763
ZNF282	5.23159869876272
ZNF222	4.03335830310176
COL10A1	8.453420232024
MFSD5	5.71119348804136
C20orf67	4.72232153096233
NLGN4Y	2.81749136396441
INHBC	3.55895244948793
GNG13	3.19083759087605
NUMA1	3.39845797371162
F12	5.63841381717953
C1orf41	6.46372903077617
SUPT6H	4.76030199307672
GSK3A	5.11672675188767
GIPC1	6.13241312315425
ELL2	3.47226146792897
C9orf167	4.04823923410033
PVRL3	7.28958877565832
ADAM20	3.48070651857847
GPR87	3.61441981711704
ZNF770	4.07018532566553
SMR3B	3.18515445970582
FZD1	6.04121964454895
TRPC4AP	5.83616682588906
MKL1	4.19826322428159
C2orf28	9.56908886164827
LAMA4	4.86389360572327
EIF4G2	9.16555246861954
ZZZ3	6.98543616642694
C16orf5	4.12508770072046
GALNAC4S-6ST	7.30559894331165
IGFBP4	7.41685640158923
NDUFA10	8.45255646970687
CTNNA2	3.97432066712524
NUDT15	6.89193329647208
CEPT1	5.70662142923433
CLIC2	4.03144679418682
RNF13	7.1983069944003
TDRD1	3.45187766086081
KCNK5	4.33420262122074
CCDC92	7.45778214416846
ETNK1	5.30142209281444
CD69	3.22955860398453
LTA	3.14834049763196
TTPA	3.23008348795045
MYOZ1	4.64224586398662
IFNB1	3.22179522312362
CLNS1A	9.35493294206843
SC65	5.96261672535522
CXorf45	4.50396339335404
ZXDB	3.15428720895458
PEX5L	3.32798346735649
EPS15L1	4.06668294745298
GPA33	3.8597163827084
MGEA5	6.9268997654407
HIST1H3A	2.89844233513533
BCAT1	4.18147304216918
ING1	4.48593786908543
SLC2A9	4.42523588366763
ORC6L	6.13816147312724
PRAMEF12	3.09553932057110
KLK11	7.43095093410517
C19orf28	5.25764018773931
MAGEB1	2.95684972475703
MED22	5.16984535216715
ETV6	3.83605738788946
CEBPB	9.41911640169118
KRT85	3.45703888908192
CRYGA	3.50666339007654
HMGA1	6.09129510471558
CAPN7	7.68887328463878
MGC5566	3.80291418529297
GEM	5.13684690093305
NANOS1	6.38642786953745
RANBP2	5.89393796136784
APITD1	7.4796263443532
LIG3	4.67104450373125
IRAK4	3.74922927502936
PARD3	6.23406003140518
SERPINI2	4.15492423473734
TTC9	4.15243200600703
MLPH	4.74184960509405
RETSAT	6.22732773424447
NRG1	3.31796333618114
CAST	6.49893074801245
TBC1D9	5.64110250144752
TTK	7.17965234095762
ZNF557	3.84246860867472
DDX41	7.26392047493176
TGFBI	10.6067293817742
PGM3	5.64855880546507
PSMB10	5.82419409912917
UBE2D2	7.60931887539543
GABARAPL2	8.92837198579937
DGCR2	5.94957080292022
UNC45A	6.11221231146331
CISH	4.54007859913324
OGDHL	7.26117226631105
SPINT2	9.85877441161506
CASK	6.56643815361817
GIT2	4.45487018952759
CLDN18	3.36048959638193
RNF128	3.48566682128123
NCAPG	5.0894810313517
ABHD6	3.66597352521343
ATP6V0E1	7.62311769710196
C14orf161	2.91477316122602
UTP11L	8.28808540324146
GCNT1	3.93538152842491
DUSP9	3.62714799337874
TM4SF5	3.59829460301401
SUCLA2	6.735244466245
NANS	7.23514812969446
OLFML1	5.57430687223689
ATP10B	4.68628496839644
SCNM1	6.5818025877729
NPAS3	5.24796806457241
AMD1	7.47282096408939
GGA2	4.56628263809418
PRKCA	4.19627868374552
TRIB2	6.47781507507846
SDCCAG3	6.71308209217172
TTC1	7.45146808409439
GHSR	3.01077291504797
ATP8B1	4.28733418608777
HIPK1	5.20685041809436
C1orf78	5.72191305161474
CLN3	5.31100710375558
STX4	5.68802358941775
WAPAL	6.65487723131506
TUBB1	3.36618892466128
SCN5A	3.42384120448421
ZNF192	3.19920638614534
SEC22A	5.02460420277456
DPY19L1	5.16028630610699
C11orf9	3.78843388015023
GRIA2	3.50433348166198
VDAC2	11.4502003882947
C8orf44	3.6211829634271
ZPBP	3.18461993020117
NUSAP1	7.43754864875725
LANCL1	6.22256218279352
FGF23	4.09051224758569
PCNT	6.71898954071484
BCKDHB	5.20227675355989
IFNA8	3.29387152502375
BET1	7.99874561531496
SPRR1B	3.5140126929007
FLRT1	3.26274034286114
HDAC6	4.58326655793728
SNX17	7.25561428405169
N4BP3	3.0343012687955
PLSCR3	7.35885304960723
TTC30A	5.78436995703949
CRISP1	3.07791912516095
KRT32	3.34039399396803
GHRH	3.13818757107961
IL11RA	5.51217224172233
GDF3	3.25092565617151
RPS6KB1	5.13104587216167
POLR3B	6.13608759955297
TOP1	7.82292534173282
DNAJC10	5.34225253108513
CRCT1	3.00272712946034
ADIPOQ	3.33366447842903
MPST	6.30871800625024
DPM2	6.3402421209936
FAM38B	4.73690003289005
RIT2	3.11501490690654
SLC18A1	3.26810162181543
RPS17	12.6697764020951
ABCA3	6.00944747882801
CD44	4.70188407250112
FARP1	6.44915645567943
KCNMA1	4.52842406320809
PAX7	3.12080723553941
TUBD1	4.47626834083053
NARG2	6.3876428053609
GNL3	7.55449821763296
BTG2	4.48528171565314
ITGA5	6.07501260227919
NDUFS6	8.92164293564176
MEFV	3.51716199092354
TUT1	3.86518123992882
ERAL1	5.74137831135
ECHS1	9.98621660021451
NMBR	3.44862349440193
VPS4A	5.80966834581217
ABCB7	6.91425235900393
CYP11A1	3.14079420511454
PFKP	9.19649557101902
C9orf91	3.76483282572115
ABCC6	3.4025999135957
LRRC41	7.14679969025559
ATP5F1	9.58435401245391
GFOD2	3.79357284932857
MOSC1	5.92043263896018
NCF4	3.50869656030346
HYMAI	3.47624942576458
SLC25A3	11.1807165419861
NAGPA	4.3564598958322
MTHFD2L	3.53558104502143
ZNF646	3.53669827199264
RAB1B	7.0789363289613
IFT122	6.5457745010054
GALNT3	8.6044160217105
LDB3	3.66339512247029
GARNL1	4.44690470801496
ALDOAP2	2.96579573178191
LRRC6	5.95464530385696
NTRK1	3.01637406642176
ARTS-1	3.92200478291106
UBAC1	8.04012213061307
SLC6A11	3.09072285983574
NAP1L2	3.84181558285329
EPB41L4B	8.40896665527904
RPL19	11.2913587441242
CNGB1	3.28367564449353
LOC643641	5.46521675747264
FAM134B	3.69792838614303
WISP2	3.85282902762770
NTSR1	3.89693969930568
HS3ST3A1	8.67119895550657
GPSM2	4.73808710415945
PRKCG	3.34361623327236
CHORDC1	7.39786156661594
MON1B	3.27452062699832
TRIB3	5.82404498859858
SLC2A5	3.92747633725729
C2orf49	5.33989824215008
DDX5	9.80954402452242
ZNF446	4.72014779634516
MLF1IP	7.64816565846543
SLC26A1	3.26499974550459
RGN	3.46277146773304
COL4A5	5.48354556048995
CCNB1	7.09905335358258
CCDC28B	3.84729070674044
RP11-35N6.1	3.31218235935545
KCNK3	2.91525091492796
ZFP161	4.35165288521286
FGR	3.57847036070269
COX15	6.14556620047891
EPN2	4.5044924255751
AQP9	3.99110140380566
XK	5.21128603816473
SLC15A2	3.30974431072264
MREG	6.2733963797528
HEPH	7.00056021069515
THRAP3	4.29696744312831
MET	4.22611374474588
PDLIM2	6.60578637842011
ING3	7.16843784648926
PHYHIP	3.54909733362121
CCT8L2	3.15737669799389
ADAM7	3.36120528676238
COPS7A	7.81535456278105
WSCD1	4.0170741284497
SLC12A8	6.74804458172696
RNF185	3.80828824020290
TNS3	8.66826846673382
IGSF3	4.42498008843399
SRPK1	5.9749352114554
MED13L	5.54776156570525
LOC93432	3.04244291329684
C7orf44	5.97700970526127
PTCD3	7.00376854503963
RPL7A	12.5649160753637
TEAD1	6.01043300493278
ARL6IP1	9.71976428589552
CTAGE5	4.17446583354027
SLC25A14	6.22921928565727
LEP	3.29409204089124
PCDH21	3.8094650302916
CACNG5	3.32201876129187
ECH1	6.3068377011511
MAPKAPK2	4.99970648174999
ATXN10	8.9447585226606
LHFPL2	5.54239345649898
CCL22	4.2253268985892
ACTR8	4.7271172472636
PTPN22	3.06535219776637
CYP2F1	3.2395884782578
ITGA3	5.50235764857238
RABGGTA	4.26219623426327
KIAA1033	5.5867701666314
ZNF510	3.81997663575226
SLC26A10	3.11874784531824
STX8	7.10353098014091
RUNX3	4.57146634918537
EFNB1	3.8223936401427
EIF4G3	6.11169016759112
ACSM3	3.06236488015329
C5AR1	4.21138110890332
SIGLEC8	3.44096976232398
ASCC3L1	9.18444619951348
ZNF623	6.87650120896885
A2M	8.30499420011587
NOL8	5.84524558157005
GRPEL1	6.4952222816508
LMNB2	5.11821934705826
ROCK2	4.34166133315918
SNX16	6.35968013315604
Magmas	5.47367045283262
ANXA3	7.86546096325387
C11orf2	7.93299883326354
VKORC1	7.61434904257859
TRPM6	3.31828530997569
KIAA1609	4.01004792712019
FOXK2	6.26267511800523
FEV	3.48583495797312
EED	5.45244197453413
RNF32	3.28612792656944
PDCD5	6.44267576320863
SLC8A1	3.42375376788496
HES1	5.79125362421409
DGUOK	7.17839921767513
CLDN16	5.26837451809822
CLC	3.65434943856007
ISL1	4.22689222646226
C1QTNF3	7.83875411782573
GAGE1	2.86989708618214
KIAA0528	6.34673865520144
VGLL3	4.07937442587316
MANEA	4.04044157257126
C1orf61	3.41955493885244
SUPT4H1	7.93653891852366
CD1A	3.70475156735671
ASAHL	4.94799901082334
TRAF5	5.71094470933309
RAPGEF6	4.32152793895851
WHSC1	4.46202541059565
NEIL1	3.89203672362968
KIAA0020	5.1598280782838
C16orf45	4.25918537766490
GFPT2	5.42402016375633
RBM10	6.88480232762604
MRS2L	6.20379366182329
DNAH17	3.45666849639607
STARD5	4.20310868830964
C19orf10	6.70406953829181
SIP1	5.50313981238108
DNAJC15	6.61415096775662
C1orf160	6.48406504025853
SLFN12	3.78018349823603
STAU2	4.14970991263734
FAM98A	8.10749151321618
EXOC3	5.93693361216217
RAD23B	8.44378028280436
HIST3H3	3.76333426075117
NCOR2	4.37371335387225
TNFRSF9	3.39256086415479
KLK8	9.03700696026595
NOL1	6.78407405909946
ALX1	3.49411946830364
CCNE1	5.15080540800905
PKDREJ	3.75038631344132
TIAL1	5.37079115381917
WHSC1L1	4.09675761331754
HIST1H1E	3.49864265472635
SMUG1	5.1632691540318
TM4SF4	3.73394865229532
NPY6R	3.50400026092926
UFM1	6.86862693672362
AP3M2	7.14424062067037
USP14	7.4986510536971
CORO2A	4.69262933506058
ETNK2	3.51770975116999
APOE	5.2217580590118
ANGPT4	3.48602309063121
DSTN	10.7572247757449
SFRS14	4.66746805084647
FRS2	3.24787436077362
NR2E3	3.53037633017505
ST8SIA4	3.53915230164247
GMPR	6.17858629063526
TUBB2C	10.1187939371562
LOC730092	3.56027078609356
ORM1	2.98153671051466
HSPD1	10.8962273437696
C5orf13	7.89858524310667
F2RL1	5.25790270059123
PLEKHA9	4.67706526201274
ZNF232	5.75397761816813
SLC6A7	3.75710501023799
ADH5	6.88942124400323
SHBG	3.53660164587895
DSCR6	3.48994348299518
CROCCL2	3.45152593741979
CDIPT	8.15271561357107
SLC16A5	5.00007824998401
TUBB	10.3911877261271
GAS2L1	6.7533742806719
TOR3A	5.7443452438667
PREP	5.43822763123756
RFX3	3.69842415587293
CHMP1B	6.5102645994941
COPS4	8.81707001621045
MYH6	3.00463093168115
BCHE	3.91852025457402
MAP3K13	3.30729435163918
LCMT1	7.52005115591589
EIF1AX	8.5678885533107
SLC24A5	3.04799737413191
BCL2	3.50970917286765
HBZ	3.29282094670035
HCRTR2	3.27729662424691
TJAP1	5.80684428891696
MAPBPIP	7.35248599151094
TMEM156	3.24032070632712
MYO15B	3.3583825172309
ZNF239	5.7539626270388
KIAA1324	3.45618581574433
PLCL2	4.63564838297762
C4orf29	3.62276904451165
SNX19	5.98622571595151
NAALADL1	3.36604307920551
DUSP5	4.68266610713039
GKN1	3.89990414391981
PXDN	8.54105784693809
FCN1	3.47703721992095
SLMO1	3.58470565043305
TNXB	4.02963805656467
C1QL1	3.44184175372701
BIRC7	3.68754366722844
A4GALT	4.2735550279407
TIMM22	5.62956996007508
ABHD9	3.46994122324625
TOMM34	7.21229465696659
ZNF35	5.09142376396984
LIMD1	4.22928677425923
CARD8	3.99344212394386
KIAA0286	4.51308010703707
CD6	3.61653493436858
RSRC1	6.08032765310338
TOX3	4.47030958992184
C16orf35	4.44608589074108
CRHBP	3.19689938978133
PTRF	6.99669320033682
FBXO24	3.02579720606159
CHST11	3.89180214833022
THRB	5.46466539563807
RNF39	4.13193167210706
MYBPC1	3.10763709243855
PSMD11	7.35351125225336
ALAD	4.70429132282636
AQP2	3.52937002243034
EN1	3.27852049610716
GSTM4	3.89519990150066
ZNF187	4.93923260136874
CDC42BPA	5.62072557825264
F7	4.09746314759113
CNOT1	5.64493039239732
SLC13A4	3.36908729519903
ZBTB11	6.74177607201274
B3GALT5	2.86108131969219
LUC7L2	6.65079078787588
SPTBN1	4.53359624969473
EXOC2	4.41324337904013
LSM4	7.25989753145546
IRS1	5.32321340205666
TMEM1	4.79219642050078
MRPL34	6.85583999052098
SAMM50	8.29967016383924
CDC42EP3	4.86576960610709
HSF2	4.20065035353716
SRP72	7.68478103889156
MFN2	6.04586845575077
TSPAN7	6.18675746536346
SGK269	4.22875073969686
NUCB1	6.33127342992988
RHOH	2.9673646245277
MTX1	7.59494199675665
CENTA1	5.85047692290187
ATR	6.00496792662044
IGLV3-25	4.09860400647556
DDX49	5.4513854504303
TACR1	3.65559295543624
SFRS5	6.3958965083375
THAP1	5.74558303508677
RHBDF1	5.76767882813002
RASIP1	3.94319337224831
DPYD	4.99841456701871
MYO5C	6.30541483315593
DOHH	3.34229675603041
POF1B	3.5075017788291
MAPK10	3.91926415982274
ZNF552	4.86146558797944
USP32	5.44262932248162
MED27	6.45685934320422
NCAM1	3.48545800483106
LOC171220	4.52710433444703
PRDX4	10.7146217993899
AGT	3.17260269259226
SLC22A14	3.64655025068617
DAPP1	4.76310373777009
PILRA	3.74618164150886
ATF7	3.82932943313293
ABCF2	5.18263864399251
KIAA0748	3.12276576258439
C17orf85	5.11580140797767
TKTL1	8.5670617894299
FGF1	3.71550143350943
IL6R	3.65306460184305
CHRNB2	3.62805310471026
COL7A1	3.88398889982143
NFIL3	6.03027748603905
LRRC48	3.60097535326062
TM6SF1	4.63632270149793
SPG20	6.24938837265206
COX10	4.86465128789961
DNAJA3	6.43992356392839
ECEL1	3.96117649453258
GCA	4.92199434453463
GLG1	7.6719074935865
CIITA	3.42123339419013
CLDN6	4.39290643318984
EPHA4	4.78792606712714
FANCC	4.02639224033907
MUTYH	5.4341892850028
L2HGDH	3.76893481960871
GPATCH2	4.69047260209836
PSG3	3.33911520782422
ZNF227	3.64670504012091
MRPL15	9.41517168250188
NQO2	7.31928980911357
C21orf59	9.08427736475826
ZBTB20	5.96320592958738
NEU1	7.19951943830725
QRICH1	6.9266372245646
C2orf34	4.15631288106934
UBE2L6	7.03025087687082
HP1BP3	6.63883967361351
MED14	4.85103012672347
TSN	6.66680564537798
TPBG	7.81947298508632
SPRY2	3.9606970993933
LZTFL1	7.79830992090603
OSR2	5.1006726040461
KLHL7	5.79747412447832
XPC	7.2649678285509
GMFB	7.59663121561054
PBEF1	7.27660493574909
CCR3	3.03231751998912
AGTPBP1	4.9252508101787
TMEM8	5.52550217044239
PCSK6	3.68182186003616
STAT5A	3.81589902483059
FAM18B	6.63081857243239
PTPN2	5.47307399233166
SF3A3	7.5594689356843
EFCBP2	3.5230867869575
HCFC1	5.2922334345501
NFYA	4.49315547943164
PBLD	4.96698336108813
PIGF	7.58991831562855
AHNAK	6.37373844058388
ACTR5	4.41401534534028
KIF14	4.9213823421356
PTGER1	4.05247435446364
NOS2A	3.24452207883699
TENC1	4.63061963575735
YIPF2	4.79901555391853
ETV2	3.2903571020952
KIAA1012	7.03350214814546
C17orf53	3.73761292919934
AHR	7.07488132807243
PTPRH	3.42598097941856
ATP10A	4.41781505235401
ATP6V1C1	6.01330205466333
DPH4	5.93093959753673
TAS2R3	3.20998531679351
C5orf5	6.54154225905997
KCNA4	3.71274150732835
COQ10B	7.02210718020763
NMNAT2	3.87550714437023
PSMF1	7.35742891012523
SORBS2	3.59759760957125
NFE2L2	8.951545476858
SH3PXD2A	4.05175426501125
NRF1	3.88954564625437
SPINK5	4.38696299874501
SH2D2A	3.88429071632476
PRDM12	3.19388295079884
RBBP6	5.99970880398632
OPA3	3.28404406338710
PAQR4	5.44658003845731
IFI27	8.09556974214385
SKAP2	5.04711891843144
TJP3	5.58876769639143
C9orf61	3.79920463300721
MT1G	5.15925851544072
