Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_G02_516324
Composite Element REF	Signal
HSPA8	11.4166315853767
DIDO1	5.63750224979132
PLA2R1	3.12642893955664
NGDN	6.0598225365706
CBFA2T2	4.44368772384258
SAC3D1	6.36194203404343
PNOC	10.7331897658132
PIGP	10.0062199119105
AGGF1	5.56064560007477
PRRG1	6.01132332786583
DPF2	6.22610021755924
MYH13	2.90090521644844
TMED9	7.99360391040901
TRPV5	3.65526178333022
UGT2B4	3.42648001292615
PJA2	7.13410555711836
COLEC11	4.02757836734496
SCYE1	6.56174533967267
MED12	5.3655041370896
CARS	6.97936265259985
MYH1	3.43249946509841
CYP7A1	2.79924643857694
PHF1	5.6157498448734
LOC644096	6.06328480244098
FRYL	6.02393197516609
RHOBTB2	3.99050158570853
MMP27	3.06477729575553
ZNF432	5.47044266051751
SRD5A2	3.83062796727816
UTP14C	7.28171726444614
RABEP2	4.49423045911716
VWA1	5.96917974169036
FUBP1	5.17702863589733
IGLL1	3.65398573806780
KIAA0586	3.97884275389056
IL27RA	3.47970034624704
STON1	5.1598888861181
IL5RA	3.44483468168227
PERP	8.4036232073173
SMPD2	4.07300185074354
TNFSF12	4.11032511257423
FN1	9.4813889009456
MTR	6.59150454140799
CSRP3	2.98358869408371
MMP20	2.97699100739716
PHLPPL	4.79163598300092
CBX6	7.20586005342628
DHFR	6.37782704928682
PRG3	3.24962808901784
ALPP	3.69456204161144
ASH1L	4.54129327807239
CHRNA2	3.85784738807359
PPP1R12A	5.26287694712456
RBM38	8.34470252977974
ZNF7	6.80848003596555
RDH8	3.47401013308848
GPR132	3.73775938525115
DGKD	4.85200336868144
TPMT	6.50164903832186
ATP1A1	7.95944007346236
SERTAD2	7.0031433397248
C5orf4	4.6968049864283
ZNF672	6.2010419399779
PLXNB3	3.27869701223737
FAIM3	3.94176781235574
UBQLN2	8.24155989952054
NR1I3	3.05952600634407
ACVR2A	5.76524299382241
YWHAZ	10.1497544057372
LILRP2	3.61130211049181
GNAO1	3.22771993136456
OPA1	6.02864516652585
RPS6KA6	3.6638652329619
RPL10	12.5933109875598
MMP23B	4.72741560689647
PFKL	6.1789951528387
TMEM140	4.30214146257132
AURKB	5.06870776657813
IFI16	7.35836386982785
CSTA	4.59451505468606
PRPF39	4.8110865378067
DISC1	3.71631427241276
USP4	6.82741617047455
OSBPL10	7.65663151067315
CAPN6	3.24585586253225
CLTCL1	3.83728596933337
NUAK1	8.07769522774724
ALG6	5.80324734305728
NPPA	3.58047112644085
LAMB3	4.50498478595186
PPL	7.90082904326256
LRTM1	3.93111513115737
RRAD	3.14689584477571
TIPIN	4.83790236957495
CARD14	3.11740182128887
RBM9	6.82064887032644
LCN1	3.38223310123731
RALGPS1	4.48429754032176
NCOA3	6.00823317776656
CCDC6	9.6235064536998
RASSF4	3.78313383341264
MTHFD1	7.9191584827958
FCMD	5.31565513397298
IGHD	3.46789020866954
PLA2G6	4.10005657227890
TPT1	11.7486961094261
S100A3	3.54586709839669
SEC63	6.27833162119821
C10orf59	3.23068161403188
TOR1AIP1	5.64078993637504
PAFAH1B3	7.29871007162642
CEBPD	5.55093086753712
ZNF107	4.44316614677957
ALDH6A1	6.81759763308863
G6PC2	3.51772428639158
SNTG2	2.60184909527350
GRWD1	4.63384743867917
FLJ22222	5.80954323950786
BCKDK	5.603570771856
CTSB	9.08265129049198
PFKFB1	3.48906161850616
ZFP36	6.93926435153003
SVEP1	4.10161924006098
PXN	4.69501573266587
TNF	3.44756303418775
SIRT2	4.88657033020193
C5orf21	6.98104225246103
VIL2	6.05436418529253
DIXDC1	4.42666171603473
GANAB	6.77261339670345
PDSS1	5.58597615424513
GRM6	3.20466456919602
NGFR	2.93511773831552
ATP8B4	2.85247655154182
MEIS1	9.52656538343036
BMP8A	3.56804795609021
NGFRAP1	10.7620769312078
EDAR	3.76656742587995
NEDD4L	4.26656038141818
CRYBB3	3.38952959476218
C6orf60	3.30715716316598
IL1A	3.27087074280318
GNRH1	2.90139218766626
PDGFD	7.58648740995623
CACNA1H	3.82656177307893
TXNDC3	3.0376848529119
ERCC1	6.45295442998854
CAV3	3.40821362515278
HARS	7.0504649697053
AQP8	3.66846282045664
CREBBP	4.68496847397991
ITGB1	5.31903506207831
SPACA1	3.2008139140287
ZNF254	4.04584896333558
PARK7	11.4075097334200
PAX1	3.16630209421032
PSMC4	7.36065113986774
KCNH4	3.47753730898465
TUBA1A	9.43486717823762
PRMT8	3.52573931738997
SELP	3.42225023478187
PSMD8	8.28940697325997
SOX10	4.06284475529802
HTR1E	3.95296931945648
RABGEF1	7.09904757302171
EPS8L3	3.78017428493592
MAP1LC3B	7.04245493701355
AGXT2L1	3.06045813029407
CYB5R4	5.20900022709599
MEMO1	7.43309777660731
LRBA	7.81117014809255
TRAPPC2	6.2835278549562
FLJ14107	3.09830184704781
FNTB	4.35566443106539
MYST3	5.62490386163395
KRT8	7.41665220035653
AURKAIP1	9.90545706176808
LMAN2L	7.11919032952551
C1GALT1C1	7.10951138927214
DSE	6.51682691241817
FHIT	4.50243619969124
OSBPL3	5.1940541958398
PPOX	6.22488593005906
SLC39A9	4.05216337166845
EPB49	5.15446167352401
LOC137886	6.36007493888564
C7orf49	6.2697667563531
RHCE	3.66742527877659
CST8	3.41399417632602
ATG7	5.67013495508969
SPP1	9.24035433794928
GLI1	3.2310789082739
HYPK	8.00168375911386
SFTPD	3.93072497731418
MCFD2	7.33112155072378
ZNF157	3.18634278682368
EPS15	6.06134910660267
SFRS2B	7.07539770232617
BTNL3	4.03973636453202
GPR23	3.68643704916096
TRPA1	3.31820737518177
ASPSCR1	4.03170911022379
GNS	6.92772426011815
FDFT1	8.94888842728743
ENO2	6.28516907974732
CBX1	7.19165250416913
PTGS2	3.18473039266751
BMP7	4.46865772345186
CCDC90B	8.78192535675144
LRP5	4.15366134269922
UBE2D3	8.43456434808833
ARFGEF2	5.72139577042203
ARR3	3.95295421644741
MAP1A	3.93656075393206
NEFL	3.11468582728945
CD2	3.97069976728902
FLJ23861	4.45630929007203
NAV2	5.12689742508907
ENTPD2	3.25830306656285
COX7B	10.8150441313581
ATP6V1A	7.37562055763229
TRGV3	3.09018237735483
ANKRD17	7.5188004468985
ADH1C	3.12953379499068
ATXN7	3.77692914826066
IL21R	3.53111584279354
CHN2	3.48948271203892
HAS2	3.80852059166019
C6orf48	9.2134127875572
TGIF2	7.0067756589056
KIAA0241	4.5051924917524
IGF2AS	3.71513858132483
CYP2C9	3.47523692244789
DNMT3A	4.67494145819986
CNOT7	9.77903799427416
FCAR	3.15350672783727
SFRS10	7.91363304582821
MARCH3	3.25875277053447
RUNX1T1	3.96688807347675
CTSK	10.3998652737261
LRRC61	4.55557854672857
HNF4G	3.22381480265818
LRCH4	4.67296749127334
PSIP1	6.22980926393367
AP2B1	6.74837857249816
C7orf28A	4.34702236130813
SMCHD1	5.05647945526472
EIF2C3	6.17229824343638
S100B	3.52446758662407
BMP2	3.75340764167600
POP7	8.22154995179178
UGT2A3	2.70553884553972
ESR1	4.65653888305644
ZFPL1	4.26853800265651
ARHGAP12	5.47363428821154
PGGT1B	4.0450275435231
LRRC19	2.71710102187506
ZNF767	3.94759583011651
DEPDC6	8.36515167378666
SLCO1B1	3.72831644056421
SST	6.91636086699424
NACA	11.6487017514246
KCNN3	3.40546299731862
GLOD4	7.84213978231647
SCCPDH	6.79397016722186
PRF1	3.79088150215755
LST1	3.99000854601269
CDK4	9.06571638658332
TCF15	3.93024284499697
PARC	4.7400851144563
PRMT1	8.17322482042236
ITIH3	3.65570267423433
PPM2C	6.07156203488746
TEX10	6.96767200748422
EDA2R	3.29167476720723
LOC283345	4.20113155448457
NARFL	4.49704961817593
DENND2A	3.98917142118513
C1orf103	4.80939211624987
DMXL1	5.7822731962317
KCNAB1	3.58226489746026
FLJ20254	6.81087352042122
RBM3	8.42980935071867
GPR1	4.87575909884023
DMTF1	6.22248759830967
HTR5A	3.08754587613123
MXRA5	10.0725264876388
GRM1	3.41668028779245
SCFD1	6.4944410617741
RAPSN	3.3566891823546
ACOT9	8.39270143349535
PDE4D	3.18508094149534
TRPC4	3.02389560675477
EPHB3	5.44903261958985
GEMIN4	5.60243835690815
RAMP3	3.64368601322426
CNTN5	3.28676290346044
DLEU2	3.91724030949384
TSPYL5	7.93523340537869
GRTP1	3.6564509413234
ITGB8	5.44401152780973
GAP43	3.16971784302158
FRS3	3.67973618830532
PDE3A	4.23658665561245
TNFRSF10C	3.03318318265126
JMJD5	3.71167348448259
OTOF	3.09084914783452
TEX14	3.21742350143874
XYLT2	4.53749818246809
HIPK3	3.49138914248703
XPOT	7.58182855640888
RRH	3.28241131464121
CDR2L	7.03783044515261
GAL3ST1	3.63937184504735
DHCR7	5.29390294919142
PDZD7	3.76827389182339
FGFR4	3.74778610048199
CRAT	5.39711603736151
C1orf217	3.77364872943534
SLC19A1	3.90612890125345
PPP1R14D	3.41248960652863
LIMS1	7.43694913161901
TMPRSS11D	3.31518716143964
TRIM14	4.47213377224586
PIK3CD	4.46913500766861
MFAP3L	3.71268578477946
DERL2	7.47850203545523
SLC7A11	4.20996420309665
FHL5	2.99422929106796
OR10H2	2.94240747502748
ACAN	3.82813735602669
BRWD2	6.54844506799054
PPM1E	3.05161339000563
DCUN1D2	4.06397152139427
TINAGL1	4.07556875237617
C3orf36	2.73599370248424
DOCK4	6.21595373668725
ENOPH1	8.50113439464457
FAM127A	8.63143542381307
SLC5A3	5.89885256939638
ARPC1A	8.84758271288044
CHST2	4.26943291290443
SPATA2	5.52103809522187
PGLYRP4	3.91097570048578
RUFY1	7.46490926684943
NTS	2.98308580339079
FRMD4A	3.56624291448837
RPS4Y1	5.14613342282403
BCL11B	3.35289812240888
TNFRSF8	4.26658182661317
FOXE3	3.35775467822745
PTGIR	3.84821374127274
ART4	3.28972046958815
EVX1	3.66963315055791
PRM1	3.51661366197225
GLCE	4.16956662152575
GPR18	3.58026961029391
ACAA2	7.68873223700605
PIGK	6.22470962264206
HIST1H2AG	3.49883557526742
C16orf67	3.68781434375431
UQCC	7.0186903850556
PLS3	8.66119203173456
DAG1	7.17770952802825
WWOX	4.39014021661337
GTSE1	5.88562702594086
GP2	3.42145287157637
CHIT1	3.06026894959755
PLOD2	8.2771165304453
RPS24	12.8589471902935
KLF9	4.07518647323144
TTC27	6.06010432406355
PYROXD1	6.73803709523127
MIA	3.85347537507844
TSPAN2	3.40666175552987
MRPL9	6.62318446975847
PCSK2	3.28656199163141
PI3	3.53580966068523
RPL24	12.0964372112918
HIST1H2BE	4.63791909146325
CD86	3.87737897339761
CALM2	11.3717414218611
LFNG	3.23274105215768
GYG2	4.55759095812542
INTS12	5.49973423276597
RAB4B	5.01721892646667
CTSF	7.10525345993646
HUNK	3.15741848800945
GNA13	3.93146784766078
B4GALT4	5.39007459897258
TSPAN31	6.80014066901742
CHD1L	5.49200693998435
CNKSR2	3.75532006922096
C1orf156	4.69902421529395
IBSP	3.70759726149422
FUT8	7.71823403256166
TRMT11	5.28591197356793
AGA	5.28993641598557
GFRA2	3.65008582824207
WWP1	6.98770500103756
B9D2	4.54437716128316
CPZ	5.27409401687207
STAT1	5.94039524187063
PTTG1	9.47932672122486
TMEM62	4.31328080986567
COL8A1	3.18768854648389
RBPJL	3.31593272225557
CASP8AP2	4.9043271079606
SSBP2	6.0733835649484
MMP12	3.20333067566010
NME4	7.36076391489602
LOC55565	3.71514968612297
GABRA1	3.65359013154720
PEX11B	7.5806197150668
HABP2	3.43022422837481
REEP1	5.4975169937847
C9orf156	4.98027052098974
SMARCA1	4.96415416828678
WEE1	5.71371037876409
APOF	3.03982051918229
GCDH	5.05888339757503
SSR4	10.1104178345120
SPAST	4.89630043391189
RGS1	4.83164995111382
ACCN4	3.46986634652543
PLXND1	4.68788149783798
FLJ20489	5.33501614007098
MLCK	2.94310848662718
INTS5	5.79372623394689
BSG	7.63958536519756
PARP8	3.90957771678917
ZNF215	3.38738788254630
TEAD4	5.03653870157429
PDE7B	3.14889732342508
MS4A3	3.11413105022370
DTX4	7.18887810832572
EFEMP1	5.36982042861684
TNRC6B	5.83883604382624
TULP2	3.56624848979728
RERE	5.21088667263505
BNC1	3.49063828048116
FGFBP1	3.55519047521692
TIMM8A	6.18679191579777
PIGB	4.8395086803664
AJAP1	4.41514059919401
COMMD8	6.60753598681095
TRIP11	5.08723313507584
SLC25A42	2.88694024379314
SYP	3.80684615681697
PCDHB6	3.75146121135062
FLJ12716	5.11228247854194
FKBP8	4.20873134126069
KIAA1109	4.24956212397217
PTPRC	4.39862628033765
POT1	6.26633790445561
CCT7	8.58034242160163
MMP11	5.19141184385256
MYO1E	4.73922457102802
EEF1A2	4.24408418039081
MIPEP	5.5016896091237
ZFX	4.64711011654188
UCHL3	6.68440502546131
LRFN4	4.44950346764032
XCL1	3.09269714607606
CARHSP1	5.77497451636457
GREM2	3.28197133093323
CCDC102B	3.74291515690203
HDDC2	5.87973215042292
SHC2	4.21603828393387
SDS	3.98767481962283
CASQ1	3.43283534512318
LYPLA3	4.60931120934897
INPPL1	6.02552418172789
SLC25A40	4.19643598655284
IHH	4.37920277501102
CHGB	3.00250258350743
COL9A3	3.43939846792467
C2orf18	4.41913428015251
DDEF2	8.19431410667042
BUB3	7.2359351883797
C6orf211	6.56455609145446
FOXD2	3.24071884860827
GGH	7.5996236837798
GGT1	3.87405633177577
ADARB1	4.13327754276941
VPS35	9.74154228390556
CNN2	6.9178608073065
DBP	4.28351202955771
WNT1	3.73648265485317
COL5A3	6.5160604342558
RHOD	6.06689870895698
ASNA1	7.41782792618602
WDTC1	5.57305113230601
COL4A2	7.9514611701882
HEBP1	8.07825523194826
SLC1A6	3.77224942475387
LUM	10.463976676173
C1S	9.4711907058774
TCF7L1	4.35888711298384
ZCCHC6	5.21402201537026
ME2	6.26991838707227
PAGE1	3.49961052720669
DTX2	3.4018418598263
KPNA4	5.44634163173725
H3F3A	10.2731479144417
GLO1	11.9256898889961
WDR61	7.94722384458508
CD302	5.07021071694741
SIRT7	4.9960922541
D4S234E	3.88472986349282
RABIF	6.60412866969146
DYRK3	4.4574056795894
PKIG	8.14279933168875
PFAS	5.26138922801712
ALOXE3	3.38486422904028
RPLP0	12.6167744042864
RBM34	6.13026952586094
MKNK2	8.46082119442664
ZNF528	3.67964771664354
U2AF2	4.72889983907454
SEC16A	8.2705221842487
EFNA5	3.09657699381713
ZNF44	4.29050953712491
FCGRT	5.98772633579465
NOL4	3.07631016999274
CCS	4.83540251317549
IGF2BP2	7.97298004891736
MFSD7	3.32971929648845
OR1D5	3.30005854778317
SIX6	3.34207860266003
CCR6	2.80063324201401
TSSC4	4.63359870314228
COL11A2	3.52316290112204
CHRNA6	3.68714199004604
PLD2	4.25614057560235
PALM	6.02468738501589
ORC1L	3.54593353866416
SASH1	4.95881800685842
PUM2	7.82971392954746
ZNF365	4.05043424628785
CDC14B	4.17492339733147
PHC1	6.2280173131572
KIAA0913	3.83984435258980
LDLRAP1	5.25092030866873
NAT8B	3.38019350597784
PPP3CB	7.93597054251272
ANGPTL4	3.75397568054793
HHEX	4.50487740705087
LSM14B	4.73234414627400
PLCH1	3.48400810830295
INSM1	3.22312792646192
TLN2	4.29909843452406
ZNF493	3.22624900963688
HDAC4	5.07143617492349
GLRA1	3.37666620736736
RPS6	11.3905947336860
SFXN1	5.62448179163238
FAM102A	6.20330677556736
KLHL1	3.14233333341557
SAPS2	5.20345017018515
CTNNBIP1	6.25582560151021
SCGB1A1	4.34144851316862
SCAND2	3.39472997535441
HMGN2	11.5511163347276
NEUROD2	3.04613482570011
YAF2	4.56858427395545
BRPF1	5.88111862954969
RICH2	3.78957921401757
TBCE	5.18282713773503
LIAS	5.25192514650955
MAPK1	6.96117534615367
MRM1	4.76124209340163
HDHD1A	8.99041736100946
CTA-246H3.1	4.37255025860847
ATP9A	7.63913112777168
HSD17B3	3.45869321762847
HN1L	6.28996103322921
SAG	3.44911135688969
C20orf10	3.12727222997997
CTRC	3.70796875335096
HNRNPA2B1	9.84276485272406
RNF216	5.00519174648676
GADD45A	7.50140060838151
MSH4	3.2298979891725
HOXD12	3.10066602801268
TMEM70	6.79287745332878
PPP1R14B	6.62415656627685
SBF1	4.15559633724878
HIST1H2AM	3.40476607611891
GNG3	3.75645472471904
C1orf50	6.97756476416612
FTO	7.11906048065666
CALCB	3.26553550140744
PPP3R1	5.73526678163044
USP46	6.294256283671
CCNJ	4.2407645515141
PSD	3.72341347320577
GNAZ	5.32011852852558
FAM57A	5.86203134299109
LILRB3	4.43956358753339
DHX8	5.31535758956745
SPI1	3.94102413672881
OXSM	8.03549534487353
GYS2	3.00577718141039
UBE3B	5.10775855684146
PLAT	9.18674431958616
NUPL2	6.82463648300249
SF3A1	7.7303280188652
COPE	7.11717889461155
EIF3A	8.45483104098905
IQCE	4.50706340391401
FBXW10	2.94231520423005
KIAA0182	5.88969510044515
YRDC	7.14888879191218
GPRC5D	3.73597821353174
LRRC23	5.42024102705154
BLVRA	5.54746270372071
SLC22A7	3.26644371397316
RASL12	3.66226720994735
DAZAP2	8.38951961685084
IKBKB	4.65597415145151
PPFIA2	3.36355249190409
ZNF271	5.79162594837132
CXorf6	4.92188868576026
FRG1	6.12876072412114
BTN2A2	3.73049387403644
THBS4	3.62465045598048
ARHGAP1	5.41384895367716
ENOX1	3.73278580137313
ZNF706	9.00356903721332
DOK1	4.01483964422067
FCHO1	3.9959454061993
PGAP1	3.59318513320407
HOXD10	3.05576500275865
CXCR3	3.42833563464001
FSCN1	6.90240023343873
KIF17	3.42215115002083
TRIM66	3.49054255909927
CHI3L2	3.16433092510256
SRPX2	5.36850433006606
C13orf24	4.51358327952732
CBR3	4.57191844604273
ZNF132	2.90418054041977
AQP3	4.14486731969118
BNIP1	4.31296131667247
ST6GALNAC4	4.15651132639426
KIAA0391	4.84572395231555
KRTAP5-8	4.2783408386408
SIRPA	4.18049468949832
LYVE1	3.73373717233419
IGFBP6	5.65992873387386
APOH	3.18520467986874
TSC22D2	4.40273508511354
PLCD1	5.51790986787833
NPHS2	3.21452382701258
ARHGEF15	3.33712083989554
M-RIP	7.85730647570398
POLDIP2	6.46698853485131
NDUFV1	8.3474241602842
SRD5A1	4.89570941575144
RAB3GAP2	5.86208499207755
CLEC7A	4.04223949690162
REXO4	5.45215865104043
HSPA14	7.49352004360913
TAAR5	3.67422514024457
ZNF142	4.67603453658658
MUT	8.17083431195048
C2orf43	4.94652590115124
SELPLG	4.18718335395968
BAZ2B	4.8737463596132
SLC38A3	3.57437340162255
BRD7	6.56182654845459
POU6F2	3.1912524859572
NISCH	7.09687919305201
TCEB1	8.00884370375983
OPCML	3.38940683539688
DTYMK	6.13679825379137
TAX1BP3	6.55618619086813
F13B	2.96166041071396
RPL34	9.95729514750681
AKAP12	6.52520881890263
MARK2	3.45693702804309
AMBN	3.51402028026274
C14orf32	6.88470238578106
FLJ21865	4.79644516004007
HSD3B2	3.23587107698277
HMG20A	6.52317331265309
WDR77	5.07721977864248
ATF2	5.14599509647266
C10orf137	5.30805497581333
ARL6IP5	8.25060043414063
QTRT1	4.50951093559823
CCNT1	5.0206683647315
AP1B1	5.85764524592774
CD74	8.98829462614552
DYNLL1	10.6288947014968
PLSCR1	7.29476221904638
LIPG	3.01215818906466
PHACTR2	6.1081865535536
SLC35E1	5.76740969633214
VENTX	3.48746286825082
FEZ1	4.70995726105313
APOD	4.38607442810043
LAD1	5.07602418848702
C16orf44	3.67285368378811
C1orf166	5.32539302712362
PAOX	4.36937915542309
MAPK8	3.77401436004462
NELF	4.61716072511178
RBBP8	6.81565720820387
DNAJC8	5.76608785792603
KCNJ12	3.28369358731686
WNT11	3.33625238297576
SRP54	7.31759602726348
GPR35	3.53012851104135
NRGN	4.29729357659184
IFNW1	3.56898962764271
ACVR1	7.19244302717526
SCN1B	4.07632680835807
RNASEH2B	4.36815752922058
STAR	3.18063976242734
C14orf65	3.35353386602624
TAAR2	2.96220586933609
VAMP5	4.22706400619717
TUBA1C	11.092286146569
PIK3R2	4.12676826807397
ARD1A	7.08376983938852
SYTL2	3.2072038273737
UBXD2	7.39527798804043
EBF2	3.53309454299207
CAMSAP1L1	6.04633636127017
CYP3A43	3.22917350898250
CCDC91	6.55500670168371
AKR1B1	9.28851240259406
KAL1	8.31513325054111
GRID2	3.38068934296567
ZNF423	4.25157429129496
PSMB4	10.3512518579469
ARPP-21	3.13598367888967
XPNPEP3	6.40944571056052
CYBB	4.91051546805877
UXS1	7.35592502095526
SART1	5.91368928331892
C7orf16	3.2069650025092
SPTA1	3.11627811671933
SHB	3.97554520851909
CHST7	4.19425082442441
SEMA6D	3.60751510476944
IKZF4	3.64179929761170
NDUFA1	10.2520184431678
HSPE1	9.31662017615094
MAPK13	5.53461635548907
MYCN	3.84273886547307
KCNJ3	3.04874478009205
ZNF573	5.45133149073454
PCDHGA8	3.55237042960568
ERO1LB	3.69417740811283
NTF3	5.68467693342973
GTF2B	6.70705227581735
GSPT1	8.54431949415512
GUSB	9.62967533994844
EXTL3	3.86287275101446
PMPCB	9.05567482326848
COPS3	8.20359788161205
LIG1	4.97831018478515
NID2	7.46692059729047
LSM8	7.56468318905529
TMEM97	7.77353836823803
SUZ12	7.33831134353414
EXTL2	6.91429762187713
PDE6B	4.13098179463972
MRPS16	9.21712230020171
KRT18	10.1079695390235
C10orf118	4.07824301421698
ZDHHC13	5.59386420611274
JMJD2C	4.00904914894298
OR2F1	3.87979252892067
ZNF415	4.78340774201491
CDK5RAP3	5.67393853500701
YTHDF2	8.95538820136497
GGCX	6.08967757189693
FZD8	3.2830716747513
TCEA1	9.25599325060211
ARPC4	7.04191493993665
SUSD4	4.36796137596845
C22orf24	3.43486870495127
EGLN2	5.63497984029575
KBTBD4	5.85684645996294
TNFRSF14	3.94873678401785
ROBO3	4.03620447344545
TRIM28	7.97318777390733
FGF5	3.35926457255073
RTCD1	6.41904192715566
MZF1	4.48308126475083
CNIH4	8.25562004635608
ZFP2	4.16226700125362
CSPG5	5.68870364170492
FKBP15	5.01124466156236
BZW2	9.4277341938
PTPRN	3.27687963525506
HTATSF1	6.22585758886882
WFDC2	9.41796592644898
TST	9.08569499089227
NDUFA7	7.4303753418518
TTC22	3.01396273089116
RNF24	5.2579776338525
SFRS4	8.77158658880941
CD70	3.724341167325
DCPS	4.68095051468051
PDXDC1	8.27105774646381
SRC	4.24153007824519
NTNG1	3.30858886837271
SETD1B	6.43792144309703
TINP1	9.79539207517973
ZNF606	4.94301518718518
SSR1	7.94340426769311
NFS1	5.61552984894194
CRMP1	4.96696435685921
NUP107	6.82069405133205
OSBPL9	8.1609668374902
MYOZ3	4.03906680048151
PDE4B	3.69598139633372
ADAM18	3.7686644078285
FBXL7	5.78101165370379
IDH3G	6.3706846135153
CCDC87	3.5388316445196
ARFGAP3	7.85772420810871
MAPRE2	4.58688707816649
CSNK1G1	3.59922821009223
IL1RN	3.70868966735385
MAFB	8.44871170489975
RAC3	3.37198982165602
C1orf54	5.5855604178069
TMEM14B	9.02512080185324
ADIPOR1	7.97802461815708
GRINA	6.64498109550038
CLIP4	3.97072065297314
TFPI	3.42175345903219
DPEP1	3.1766274328485
C14orf118	3.90289691000314
FABP6	3.10025231921662
TMEM87A	7.77393379850806
BBS5	5.4133411403813
SMTN	4.58753272636666
CYP17A1	3.4575191553041
SCG3	2.94152148539752
GFER	4.67380852529373
CD209	3.78605002161675
NRIP2	3.19449446838808
CYB5R2	4.4876206151818
RIC8B	4.4986928043768
CSGlcA-T	5.74475378517203
DNTTIP2	7.35091005429172
TNNI1	3.35966887438181
GABRB3	3.10419817113766
PCBD1	8.92668472430028
KTELC1	6.11586235422817
HOXD3	5.7037437139318
GPR85	3.60616503211704
P11	3.09817990514602
SP3	8.3155813409437
GOSR2	5.09819725719185
DDX1	8.56633664650549
BFSP1	3.43231951540621
FLRT3	4.99075016272498
RNPS1	7.57156714885509
LCP2	4.04972692857748
TAS2R8	3.25147778753856
SEZ6L	3.60512318429119
NR2C1	4.572904999364
EXDL2	6.50193689628578
SLC25A10	4.76072908283791
ADAMTS3	3.07356204503114
PCYOX1L	6.08433349310814
TNFRSF13B	3.57962357971575
VPS54	6.00636169396161
MKI67	5.48948859202113
C7orf54	4.47859510305441
GLS	5.14734888088803
PCDHB12	4.04135802852258
LGALS13	3.00136592731738
IL4R	4.99434765283466
SEC11A	10.9537256003076
C4orf6	3.28072107900773
SPP2	4.08863508422234
CCL5	3.84151626451651
PEX5	5.34442459811657
CLSPN	4.24243535200398
LOC51336	3.05449551797290
SPAG1	4.52182265695239
C9orf82	6.36060720611677
KIAA1024	3.59897979173757
TM4SF1	9.23001413032959
SMG7	5.32203320685435
WDR45L	8.72411713421532
TAS2R13	3.35711770403504
SPAG8	2.96070019220568
VASP	5.86442648109189
ZCCHC11	4.99793008045024
LOX	5.00753445735604
SYPL1	8.96205305930015
BAG5	6.91736160752727
RPS27L	8.41348822191265
MGC2752	5.18627507288494
IQSEC3	3.93973002996223
TGFBR3	5.92259991775136
PPA2	7.69525569560248
MED24	3.92912952631387
CASP9	5.89111034155706
PDCD1	3.48233776054921
MAP3K7	6.31518273805717
C17orf81	7.06032964846105
SRPR	6.8626050104184
BAG4	4.28941232071635
ZNF32	6.68900397078012
BRD2	7.79787660175936
IL32	5.6706830435556
LAMP2	8.13428890382292
FAM53B	4.41791765360442
CAT	6.52884038075581
C16orf80	7.90790562402669
SLC7A1	4.57259326128311
C1orf76	3.21598083380493
PRKCQ	5.35678024211088
ATXN1	6.83237288733625
LAMC2	4.55513686726702
CPOX	5.53942129562891
SPSB1	5.89761800850832
APH1B	4.33266447898756
USP36	3.7952858424012
CTNND1	7.49894790764753
MADCAM1	3.92163476443482
GABRG2	3.09641131223668
LYZ	5.24144322936094
F5	3.72284348221918
TMEM186	5.75772082671056
TPM2	5.63048499637912
SEMA4F	3.77296902387883
NUDCD3	5.09062531013132
OLFML3	8.73129986596049
PPP1R11	8.76077689034274
ELAVL1	8.21705379625149
GCNT3	3.49641666529301
DNAJC17	3.90684317347953
N4BP1	5.53111060611031
ABCA2	3.80791017174308
BNIP3L	8.73776454188342
SLC35F2	6.76164253094443
ATP10D	5.00573846814544
LCP1	4.30267043643863
IGBP1	8.13117401866815
GALNT8	3.25422792523826
PRKCH	3.84997732185072
DCAKD	3.70337187174264
ELA2A	3.42348168051925
PITRM1	9.09456984029517
RASSF8	3.35982809745203
GUK1	6.20883759212297
USP12	3.59020736933610
STXBP1	7.17129302877913
ADM	6.34728843721058
LSM2	7.33560747736687
GHRHR	3.33832263418998
SERF2	10.2664827471465
VPS72	7.66380921859612
CD22	3.78865342231397
CD47	10.0016298185423
LAP3	8.3635880485444
IMPDH1	5.85088939027619
PPIC	8.5074942780876
ACP6	6.9824682807666
PRKACA	4.4858815022136
PPP1R1A	3.88219029667013
C9orf40	3.93981036289644
ASXL1	6.25222624484292
IDH1	8.16763344367023
XRCC5	9.31730799276326
TBRG4	4.39472264967
RAB1A	8.50029108051913
INHA	3.59045992972914
MLL2	3.61888260313434
FXYD1	4.12218421961836
DKFZP566E164	3.43955344248021
KMO	3.31917277994123
KIAA1128	6.24416549784363
NUDT4	5.06624804234333
USO1	8.36638585267696
RAB9A	8.21809934800874
RUFY3	4.54398641844076
CLDN1	3.46627254112091
FBXO38	5.38878303018495
VRK3	5.39395965912
ICOS	3.68674607747402
NFKB1	5.22703388377044
FASTK	6.81614978738397
LDB1	5.41280653608221
ABCC1	5.04122566151948
IFNA6	2.92485399400062
PCBP2	10.1135709729299
RBP3	3.306259208713
MUC13	3.53179716356498
C8orf30A	7.16986339211946
NUP205	6.84629945236913
MFAP1	7.50735708022578
ACTA1	3.99426028535016
