Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_E01_452050
Composite Element REF	Signal
CNBP	9.08232903947872
WASF1	6.23140606995817
HSPB1	9.78897515799498
INPP5E	5.61361705270323
COX7A2L	9.39182661547103
HSD17B1	3.87851516267007
ARRB2	4.79040637032655
CUBN	3.80061082905236
SLC7A6	4.16484694363285
IGF1	6.58187336844249
ITPK1	5.36448442792604
NAALAD2	3.35638050342897
G3BP1	7.44124300500025
HSD17B10	9.11174603535069
NUP155	5.29232444157497
CYP39A1	4.42262687445718
GLULD1	5.80607716408269
RBM15	6.75055754542509
AMZ2	7.97758668609396
GDF15	4.45807888831611
CYCS	10.436447988032
TECTA	3.28018257796465
CCDC46	4.54577756411847
GNAL	3.1975018315026
LPO	3.55013238207538
GZMM	3.65623695647872
PAIP1	7.68238856865354
DDX11	4.78962249333014
TAF9B	3.41113764290460
CACNA2D1	4.00802094622415
IMP4	7.61110192792493
SH3BP4	8.51740303586069
PADI1	4.43061946388415
DEC1	3.31639479035319
PON3	3.52424015601877
PROP1	3.42570521464302
UBB	11.7853992848808
RPA4	2.7841316855629
TCF25	6.90886250750784
NDUFS1	7.40849145765818
UPK1A	3.48092070655632
AES	6.01430198077588
PPP1R13B	6.25500579924865
TCL6	3.397960636861
ARL2	7.98853517599653
CD2BP2	6.57809047273573
TOP3A	4.07353082895421
CHRM5	3.21644111090777
FGFR1	5.46420408344438
UGT2B17	2.90605942778272
CEACAM6	3.55500400928598
CERK	6.57997924872523
FXYD6	6.03604613665683
AP3S2	5.94752493641224
ZNF208	3.3134387307592
CARKL	4.58470163678444
HIST1H4E	3.54436418932851
GOT1	6.50858631422575
BBC3	4.67035445320788
CASP6	6.3744441408281
HOXA1	3.76946469585957
RCL1	5.62497110927001
RAB40B	6.5376958101894
PI4KB	5.58843626307125
LRRN2	6.2665356475641
B3GAT1	3.26927452425029
OAZ2	5.90160200979835
BET1L	3.96223067405994
NOC4L	5.34432787834261
FRY	4.44128518388999
C10orf12	2.98867827329465
AK3L1	6.10149164717182
FADS1	5.92001668015282
CSF3R	3.71464737040797
DKK2	3.48245630874492
POLR3K	5.38356930346428
LBX1	3.20805362189269
ATG2B	5.1063138886948
RHOT1	7.80263074349414
DARS	8.50873379062852
EPS8	6.89416302855965
OXT	3.72784766188108
C10orf56	6.41430987220188
ARL4A	6.69954407204428
CCDC64	3.99419553330666
DAD1	9.19951659268445
HERC2	6.44853981545919
HSD11B2	3.67783607612673
USE1	6.46531193172492
FAM96B	7.1527149947391
HNMT	4.44511944700757
PCGF3	5.60501147271799
BSN	4.19608893692791
CAND1	6.76712080870768
ACTR10	8.62347620098607
NASP	5.06487184070712
C20orf4	6.1722417721185
ACSBG2	3.37679204237418
COL9A2	4.8977368136833
RWDD2A	4.68240903760034
PALLD	8.80745909064533
GPC5	3.34710848982473
CENTD2	5.00975089446301
TBL3	5.10039879115015
TLR1	3.7111688011933
LMO6	3.97910128710532
CCDC106	4.48203525232066
KPNA2	9.72140129880233
PARP16	5.20922726044861
PDIA3	9.550858669747
MACROD1	3.6608480012106
SFRS1	7.56891589328402
DCP1A	6.23602324563166
TMCO3	3.53842802895916
NTN2L	3.19540194682025
CLN5	6.24178506661723
BIRC5	5.96889447064686
PRR16	3.00293138785203
FAM63B	4.15194310464925
GLE1L	3.52391413353731
CES2	5.02144022677554
GNAS	9.67760373537786
KATNB1	4.76688492680624
CPLX3	3.60250314853718
WNT8B	3.52557851570435
TSPAN13	8.71613055203508
MRPL52	4.53729033610203
GHR	3.71098116734170
DUX4	3.88472800061365
BCLAF1	6.98030748287387
GOLGA3	6.22870450784213
CLEC4E	3.42281830061511
SCUBE3	3.68213788087357
UCRC	8.45018742247455
CDKL3	4.41238442169342
MGAT4B	5.70338380682043
BBS7	3.37807069820019
ZNF345	4.77680408131978
RTF1	4.91843381370859
SERPINB9	4.55449751502122
DHRS7	5.27947626063867
RIPK4	7.15094203474969
PLEC1	5.2584002651011
PIP3-E	3.43829033339555
KNTC1	4.73189148288806
EXOSC2	5.11018171640052
MS4A2	3.12792334003837
FGF17	3.50914797362912
WDR59	4.11518338821492
LAIR1	4.07880280586788
EVI2A	5.21144750615657
IL17RC	4.20359653749131
GTF3C3	5.48066880439925
HS3ST1	3.66258395746961
ITGB1BP2	3.06712412391377
RBPJ	8.82200923049501
LRRC8D	7.71814193154549
ALDH18A1	6.30224230751181
INE1	3.63294950535102
TPI1	8.66465799379045
FLJ20035	6.85608846707947
GATA6	5.64074768967612
CABP1	3.52219130632028
RASGRF1	3.28794708017814
C4orf15	5.51858628745668
ALDH2	8.05881652869372
DAPK3	4.25817091780987
C3	10.7973437998794
EMP2	7.11149946874343
GJB1	4.88029331134365
PIN1	5.9087945396007
SLC6A15	3.20564099026262
POLE3	6.72295549786122
RIN2	9.15118876658943
CTSL2	5.40688034752582
APOC4	4.23493609968928
CYorf15B	3.01418277554986
TRIM2	6.47564005489196
CP110	5.33391147050507
KIAA1622	3.24410886653064
DNM1	4.90938306113599
HYOU1	8.17201342230465
OTUD4	5.35148979177391
USP7	6.4782961298303
ZSCAN16	5.93471768903705
ASCC1	6.30683172272807
OTUD3	3.8123743631302
YME1L1	8.14183663261705
HNRNPR	8.71127721007827
SERPING1	8.94326465800004
TPCN1	6.18299227680257
STARD13	5.0565780182963
PCBP4	5.59559668429671
ADI1	7.3265366031559
ASIP	2.98103449798126
CDH10	3.51908682346449
WBSCR22	6.92683074226559
SCP2	8.215311400801
KL	3.29507118985806
SLC35D2	5.27125356120628
MAFK	3.28199933775225
SON	8.08847188482539
SBNO2	4.52343584987508
RACGAP1	7.80770965408279
SC4MOL	7.96731149648637
SLC6A6	3.21106512305412
OBP2A	3.23821243395981
PSMD3	6.22187736421243
ERLIN2	6.01135011779697
PPP1R9A	5.3623493323195
RAB35	4.58443395855673
PDZRN3	6.15549026099419
AVEN	5.86492516482259
FLJ21075	3.93373135060831
BCAM	8.15390390002728
C14orf132	4.98383429086129
PCK2	6.66589840597568
FKRP	3.31191402369439
HLA-DRA	7.80208529410006
GUCY2C	3.19404818231091
RP11-125A7.3	5.72057451851641
BARX2	3.19835855749402
DAO	3.35521678931517
EDNRA	6.37182781508347
NIPBL	5.70391603202856
ZNF331	5.95646584925636
PPP2R5A	5.04121546608243
HMGN4	8.1057071343585
DDX39	8.33462068946145
EFHC1	5.81304535200838
EIF3M	9.36755166012576
SLC17A3	2.88253148369202
ZNF24	5.34091143745693
ASCIZ	6.59224121765228
FNDC8	3.34774976248844
ESRRA	5.17923121001751
PTMS	4.08298824518104
PHF7	3.84325459129794
PIP4K2B	5.0663845391432
IRF3	6.40787222221906
GPR19	4.00535282046184
HHLA2	3.14639651713240
GMFG	5.2203941229106
BDH2	7.23534960969265
APOBEC2	3.44964741217369
PRSS21	6.12212290776032
PENK	3.76097612197203
PHF16	6.21239055190031
ZMAT5	3.72253041750777
SMAD9	3.35085921503543
SLAMF1	3.31214385064492
RGL1	7.21883576376114
DLGAP4	4.88377482249089
MBD5	4.42902599177659
PHLDA1	4.39659171656525
BACE2	7.64618765541634
APPBP2	6.29728769844366
LIF	5.38429801505308
OXTR	4.91557935862467
ACTC1	3.99939320360793
USP19	3.42953061359072
SUV39H2	2.88614383988378
ERO1L	5.26331849320074
ZNF395	5.80942567875642
CNTFR	3.58184188526175
HIST1H2BL	2.86577139925184
WNT3	3.40190473162032
ZNF549	3.52937097570539
ZNF467	4.15115608827413
SLC25A21	2.97026381931170
IL5	2.96571119706348
CLSTN2	4.28569923319301
LSM12	6.63254475928699
KRT37	3.13463171531228
NACAD	4.7389710995326
NAG18	2.75294806932549
PTGES	4.99465158484801
GDAP1L1	2.99360002360040
MFAP5	7.31277883604277
OPRK1	3.10002143128721
C12orf4	4.66109469344952
NTAN1	6.17045033189364
CST3	9.3186983630584
WDR6	5.88780731331069
NUP88	6.18772191769798
CD300A	3.6968742696684
FCGBP	3.74568550393293
CNIH	8.75929848953139
VASH1	4.08081199874457
DHX16	6.44437646296724
SLC35A5	5.47463504478668
CLEC3B	3.71260749673394
ARL2BP	5.33735294815816
C10orf79	3.275589158123
ZNF79	3.82020740471694
CRP	3.27650753618083
OCRL	4.81030921054820
GLA	6.23944207544611
NEBL	3.75436600748222
HSPA8	9.89512777280556
DIDO1	5.5598921414371
PLA2R1	3.00827285014324
NGDN	7.10818846824241
CBFA2T2	4.57379590284113
SAC3D1	6.51476954645339
PNOC	7.14105640325532
PIGP	7.8172700180131
AGGF1	4.84083179273193
PRRG1	5.22311319253004
DPF2	6.79192387759506
MYH13	3.07604099330346
TMED9	8.65315526555348
TRPV5	3.65159569037196
UGT2B4	2.92844834511713
PJA2	6.78355961346452
COLEC11	4.18873521953911
SCYE1	6.81187500677978
MED12	5.53752235421800
CARS	7.19786473521054
MYH1	3.44237292251273
CYP7A1	2.74290950482031
PHF1	6.13883330595626
LOC644096	6.12066962300216
FRYL	6.04404852834263
RHOBTB2	3.73360964889653
MMP27	2.85340341434571
ZNF432	6.39190447428796
SRD5A2	3.73972756975105
UTP14C	8.34477186890554
RABEP2	5.13173923506068
VWA1	6.19219301521947
FUBP1	5.10406200537634
IGLL1	4.29366220015669
KIAA0586	4.40190876677647
IL27RA	4.51659743249089
STON1	6.0538364154207
IL5RA	3.36591056455793
PERP	6.98238428214243
SMPD2	3.99207636563467
TNFSF12	4.08845247435254
FN1	9.3974730516294
MTR	7.67814996162665
CSRP3	3.51171260622672
MMP20	3.07635160242881
PHLPPL	4.19974078060872
CBX6	6.79121625731728
DHFR	5.67699749498543
PRG3	3.25092377732144
ALPP	3.35051664389899
ASH1L	4.17955773768047
CHRNA2	4.08387791441894
PPP1R12A	5.89564609452187
RBM38	6.29742456910877
ZNF7	6.19736399415068
RDH8	2.95699272151040
GPR132	3.64380753850214
DGKD	5.51393910546215
TPMT	5.91857793959644
ATP1A1	8.31207347955446
SERTAD2	7.62524073746302
C5orf4	5.0119581325113
ZNF672	6.15970614700548
PLXNB3	3.42847774513814
FAIM3	4.08369242932307
UBQLN2	8.79505154769198
NR1I3	3.17081231187403
ACVR2A	6.00891241663628
YWHAZ	9.35349294560617
LILRP2	3.50888113109361
GNAO1	3.49428381469797
OPA1	6.09900100654765
RPS6KA6	3.54151602768248
RPL10	11.9752434352383
MMP23B	3.68539941812449
PFKL	5.34435740971755
TMEM140	4.75596526510068
AURKB	4.142122953891
IFI16	8.00825267208798
CSTA	6.15443154164683
PRPF39	5.50330361980326
DISC1	3.93977199013322
USP4	7.55151477377854
OSBPL10	7.80894778106404
CAPN6	3.01275188498231
CLTCL1	4.94210808805115
NUAK1	8.13813646865819
ALG6	6.52084848071461
NPPA	3.87267638307716
LAMB3	4.31848240414473
PPL	7.74966671252572
LRTM1	3.03111121588427
RRAD	3.2849648403766
TIPIN	4.49714746767612
CARD14	3.57803897627991
RBM9	5.87540824396471
LCN1	3.38369348327246
RALGPS1	3.87271639472591
NCOA3	6.02018646193548
CCDC6	6.94655338632775
RASSF4	4.52806380150798
MTHFD1	7.4884295637795
FCMD	5.03697376970293
IGHD	4.02359176783166
PLA2G6	4.24167685115854
TPT1	11.9727338240917
S100A3	3.58371497262112
SEC63	6.14622340554363
C10orf59	2.93911743390286
TOR1AIP1	5.48625638034843
PAFAH1B3	7.5138850265393
CEBPD	6.55607612260781
ZNF107	5.14786790371549
ALDH6A1	7.08917372146324
G6PC2	3.36781171122343
SNTG2	2.85206120305747
GRWD1	5.10445910626578
FLJ22222	5.44048585521236
BCKDK	5.85335496257118
CTSB	9.24993198111584
PFKFB1	3.37325375183183
ZFP36	7.79534242818504
SVEP1	4.60358514637394
PXN	4.41390020280547
TNF	3.35323514719345
SIRT2	5.83479892882242
C5orf21	6.38417704989508
VIL2	7.0457739900534
DIXDC1	4.5183776194871
GANAB	7.2406034204927
PDSS1	4.69867732809946
GRM6	3.10264021782792
NGFR	3.04964634079421
ATP8B4	2.72410755581619
MEIS1	8.08263521213245
BMP8A	3.54028734508902
NGFRAP1	9.60538501679206
EDAR	3.63637315480837
NEDD4L	3.68167551079124
CRYBB3	3.61880129551037
C6orf60	3.85337085950171
IL1A	2.96873296483462
GNRH1	2.78450335590415
PDGFD	7.25464070046547
CACNA1H	3.72202378408938
TXNDC3	3.14970309127424
ERCC1	6.72741487977182
CAV3	3.54531696381819
HARS	6.75449334052448
AQP8	3.58552259680572
CREBBP	5.27001951290758
ITGB1	5.17913004738462
SPACA1	3.0529701297209
ZNF254	4.59212097432736
PARK7	10.2605210417868
PAX1	3.286574540628
PSMC4	7.787666265451
KCNH4	3.7682953992039
TUBA1A	9.73115824378093
PRMT8	3.48612488325738
SELP	3.29401853934711
PSMD8	8.59973955837363
SOX10	4.05087975482732
HTR1E	3.55984675806709
RABGEF1	6.99611001625022
EPS8L3	3.92699546970057
MAP1LC3B	6.57945117929677
AGXT2L1	3.30537767428863
CYB5R4	5.36038390018309
MEMO1	7.33667285385794
LRBA	5.68892566719943
TRAPPC2	7.24627089474786
FLJ14107	3.30336340130441
FNTB	3.78032599646126
MYST3	5.03457952160266
KRT8	8.02820724182041
AURKAIP1	8.82462424764372
LMAN2L	7.50869716469953
C1GALT1C1	5.87164039016977
DSE	6.72282805984964
FHIT	4.73384234741715
OSBPL3	5.23502582535548
PPOX	5.40976460401926
SLC39A9	3.61514848060041
EPB49	4.28600549604697
LOC137886	6.69280511366752
C7orf49	6.05905839775472
RHCE	3.42819977311723
CST8	3.45282061599954
ATG7	4.22293784719003
SPP1	9.39825023799765
GLI1	3.11439098952253
HYPK	7.04941784579977
SFTPD	3.95245377323502
MCFD2	7.3948815825075
ZNF157	3.08253272868044
EPS15	6.79483178749047
SFRS2B	6.8057622701426
BTNL3	4.04460573630681
GPR23	3.67330282056124
TRPA1	3.23049721826428
ASPSCR1	5.01123220424887
GNS	6.86804444629597
FDFT1	8.44156254586984
ENO2	5.30042965013963
CBX1	8.14003416960914
PTGS2	3.65876956577358
BMP7	6.01309176054171
CCDC90B	7.64478773224156
LRP5	4.77347377736762
UBE2D3	8.62330215183372
ARFGEF2	4.74204622339952
ARR3	3.68575539277258
MAP1A	3.88733098233876
NEFL	3.05650624655381
CD2	4.79741316925969
FLJ23861	4.10011497824362
NAV2	6.7590846977866
ENTPD2	3.49720766070920
COX7B	9.81283389641481
ATP6V1A	6.25670770121238
TRGV3	3.08472584390587
ANKRD17	6.9242083117559
ADH1C	3.21815641814476
ATXN7	3.72711174074341
IL21R	3.61044139866566
CHN2	3.98097132791352
HAS2	3.36810436259742
C6orf48	9.5879391991207
TGIF2	5.83937200586064
KIAA0241	4.20615317918259
IGF2AS	4.1178326729484
CYP2C9	3.45135237048323
DNMT3A	4.28452718805215
CNOT7	8.2233496539649
FCAR	3.14102926538498
SFRS10	7.66269749153641
MARCH3	3.82226904894314
RUNX1T1	3.93041891460894
CTSK	9.26585594402738
LRRC61	4.73602891341756
HNF4G	3.26270493544811
LRCH4	4.72360470468187
PSIP1	7.10810996391749
AP2B1	7.24135579329342
C7orf28A	4.42928209248255
SMCHD1	6.50847291637874
EIF2C3	4.90395059694528
S100B	3.23626650688733
BMP2	3.72350752976282
POP7	7.54289406525804
UGT2A3	2.60594402162212
ESR1	4.2972322747262
ZFPL1	4.0901912631928
ARHGAP12	4.86023915013248
PGGT1B	4.02454603998435
LRRC19	2.792699853798
ZNF767	4.86030025521971
DEPDC6	5.95732375687723
SLCO1B1	3.20594340500881
SST	4.05918946889074
NACA	11.3574404548751
KCNN3	3.81526669869930
GLOD4	5.51259809699297
SCCPDH	6.0850315083794
PRF1	4.05593558377205
LST1	4.08570098726606
CDK4	8.59726331049739
TCF15	4.21139328938894
PARC	4.74472504735557
PRMT1	8.05432460096721
ITIH3	3.6275099502032
PPM2C	6.07692077016275
TEX10	6.09657699381713
EDA2R	3.30154043118576
LOC283345	4.87117364026329
NARFL	5.25244888722277
DENND2A	3.85512092529293
C1orf103	4.65194083952374
DMXL1	6.0927173059121
KCNAB1	3.57777351572488
FLJ20254	6.76769074797199
RBM3	8.3497907717377
GPR1	5.3414892337078
DMTF1	7.06612106080117
HTR5A	3.11299159501081
MXRA5	10.7545099572182
GRM1	3.44960031379347
SCFD1	6.87304011014395
RAPSN	3.52844385651023
ACOT9	6.80819640883235
PDE4D	3.17248397269370
TRPC4	3.26506486535009
EPHB3	6.32027790665649
GEMIN4	4.86753307778851
RAMP3	4.04272544415041
CNTN5	3.15415244419845
DLEU2	4.50515795697961
TSPYL5	7.73075547181188
GRTP1	4.01538357340231
ITGB8	5.23897421523183
GAP43	3.13145586952138
FRS3	3.76080906562711
PDE3A	3.52692900348788
TNFRSF10C	3.10252553004988
JMJD5	3.71443744408934
OTOF	2.95638245005258
TEX14	3.16944122868969
XYLT2	5.28295718309843
HIPK3	3.22664296987933
XPOT	8.50801536588009
RRH	3.22265975588132
CDR2L	6.62305728640047
GAL3ST1	3.42577204827198
DHCR7	5.6695786571821
PDZD7	3.83260245465399
FGFR4	3.60760506470804
CRAT	5.14818670819703
C1orf217	3.57510190553435
SLC19A1	3.73809988966902
PPP1R14D	3.48982799787544
LIMS1	7.30594233016144
TMPRSS11D	3.33546341405583
TRIM14	5.08057033417337
PIK3CD	4.43259784170087
MFAP3L	3.44114141594590
DERL2	6.7359347403167
SLC7A11	4.18356118006817
FHL5	3.0433789604096
OR10H2	2.99616640531680
ACAN	3.73737103788371
BRWD2	7.4232509687027
PPM1E	3.15180394098855
DCUN1D2	4.99988519701292
TINAGL1	4.23302979167468
C3orf36	3.04142353901113
DOCK4	6.78948598497279
ENOPH1	7.71964116086932
FAM127A	8.2959699690897
SLC5A3	6.40063009891713
ARPC1A	7.64574186799098
CHST2	5.97105065930006
SPATA2	5.5452786622107
PGLYRP4	3.57815394794056
RUFY1	6.7602078681103
NTS	3.10028488764632
FRMD4A	3.23514549960271
RPS4Y1	5.16894169002036
BCL11B	3.4429503276951
TNFRSF8	3.87174387256657
FOXE3	3.16274258441885
PTGIR	4.00528822167643
ART4	3.23294023445894
EVX1	3.86709036111146
PRM1	3.67705740980596
GLCE	4.5988962190925
GPR18	3.58222802381939
ACAA2	6.13632843508364
PIGK	6.94074193402158
HIST1H2AG	3.76100352304946
C16orf67	4.35124053320573
UQCC	5.62117379478192
PLS3	9.14335580842336
DAG1	6.65276741678307
WWOX	4.53076494298389
GTSE1	5.21459200655804
GP2	3.45065185345405
CHIT1	3.3386528807876
PLOD2	7.73200725067398
RPS24	11.6036499997017
KLF9	5.02461214925278
TTC27	6.70775648400341
PYROXD1	6.98071705130895
MIA	3.93070765474363
TSPAN2	3.28317357881434
MRPL9	6.53658267557517
PCSK2	3.05723405158182
PI3	4.94055556038256
RPL24	11.3436609585509
HIST1H2BE	4.81279042670237
CD86	3.58900701755627
CALM2	11.0771974448180
LFNG	3.35627504314236
GYG2	5.3407043465244
INTS12	6.07852432160635
RAB4B	5.85280131646934
CTSF	6.09174996141737
HUNK	3.30911451226550
GNA13	3.46319444066786
B4GALT4	4.83432820651788
TSPAN31	6.27792103075317
CHD1L	5.35986106568974
CNKSR2	3.49517286533788
C1orf156	5.47334939819759
IBSP	3.55382050672841
FUT8	6.79057977827183
TRMT11	4.00831713827502
AGA	5.42787482942041
GFRA2	4.09116627253545
WWP1	6.04829811271486
B9D2	3.90764070354912
CPZ	4.82239373739939
STAT1	6.79272814808839
PTTG1	9.08400788582695
TMEM62	4.19688918690871
COL8A1	2.96278924117462
RBPJL	3.60473034641910
CASP8AP2	5.60168647061918
SSBP2	5.47246377426049
MMP12	3.08171373646471
NME4	6.09907197967673
LOC55565	3.7596405513872
GABRA1	3.35805689088318
PEX11B	6.81838538086238
HABP2	3.18176555438589
REEP1	3.72368187752667
C9orf156	4.21354568878528
SMARCA1	4.73758642112774
WEE1	5.26545695349364
APOF	2.91001966888916
GCDH	5.98041949600807
SSR4	10.1052238814212
SPAST	5.25956972865136
RGS1	6.4447713788254
ACCN4	3.87070937280266
PLXND1	5.84177748775152
FLJ20489	5.88092102956516
MLCK	3.10594526432248
INTS5	5.58178018083079
BSG	6.3612146590939
PARP8	6.5038383518968
ZNF215	3.19019196127329
TEAD4	4.95297651554048
PDE7B	3.25177782371146
MS4A3	2.83481589934572
DTX4	6.72187186363875
EFEMP1	5.90491791360355
TNRC6B	5.29164146790426
TULP2	3.67074937925487
RERE	4.60005218041171
BNC1	3.93005249237231
FGFBP1	3.77514365885493
TIMM8A	5.48907975366683
PIGB	4.58036255046171
AJAP1	3.23482386168417
COMMD8	7.7176743314944
TRIP11	4.6609212083797
SLC25A42	2.84712340981869
SYP	3.56406945880869
PCDHB6	3.8893283066647
FLJ12716	5.77307681203025
FKBP8	4.35987366311009
KIAA1109	4.52663164407755
PTPRC	5.01221224903268
POT1	5.54934015316533
CCT7	7.76494334881139
MMP11	5.48598355042473
MYO1E	4.66715551480907
EEF1A2	4.52181582922378
MIPEP	5.38098177121776
ZFX	4.46309912661801
UCHL3	7.52851205785692
LRFN4	4.86535155380451
XCL1	3.04013199925065
CARHSP1	6.32262535041395
GREM2	3.32356870170535
CCDC102B	4.17851912344405
HDDC2	5.69993003029428
SHC2	3.89521562137867
SDS	4.11543901030666
CASQ1	3.3097604059782
LYPLA3	4.75797031372023
INPPL1	6.33093178177642
SLC25A40	3.6917411767116
IHH	4.58841155691733
CHGB	3.00242360643976
COL9A3	3.9024946326254
C2orf18	4.90067696118405
DDEF2	6.6190641288274
BUB3	7.50826338496714
C6orf211	6.96997744557597
FOXD2	3.14978727083920
GGH	7.66946815040653
GGT1	3.61716464946601
ADARB1	4.24679973553267
VPS35	8.69594073531493
CNN2	6.89140714893743
DBP	5.91219568978438
WNT1	3.31469456211433
COL5A3	5.30346806289703
RHOD	5.88426490737918
ASNA1	7.2091842667041
WDTC1	5.30993647079795
COL4A2	9.13307822792238
HEBP1	8.58872927324178
SLC1A6	4.14704107410601
LUM	10.5422773707443
C1S	9.51274142713026
TCF7L1	5.9245648046779
ZCCHC6	6.27937508700665
ME2	5.59088898683852
PAGE1	3.63572299075043
DTX2	3.70707092291113
KPNA4	4.00439142201535
H3F3A	10.4008312396289
GLO1	9.7738121933617
WDR61	6.47853240034506
CD302	5.51040453955585
SIRT7	6.5842307009549
D4S234E	4.90035524232888
RABIF	6.16094222517436
DYRK3	4.87947462551698
PKIG	7.02070040674672
PFAS	4.85238501367416
ALOXE3	3.45703851322415
RPLP0	11.9937763014321
RBM34	6.25951556650495
MKNK2	9.47240601076294
ZNF528	4.39643258003799
U2AF2	5.35944448477053
SEC16A	7.65287822573135
EFNA5	3.07670585011018
ZNF44	5.08807456511407
FCGRT	6.35220497464703
NOL4	3.32731497847765
CCS	5.22967007897057
IGF2BP2	8.36426145414927
MFSD7	3.62990363660466
OR1D5	3.4952666938804
SIX6	3.34082208645797
CCR6	2.77363514852201
TSSC4	4.69287671709396
COL11A2	3.72220790232671
CHRNA6	3.97219767971458
PLD2	4.82543456743731
PALM	5.62945067588882
ORC1L	3.4882726408967
SASH1	5.8124190205584
PUM2	7.11724612506089
ZNF365	3.77870801981452
CDC14B	4.6427629015533
PHC1	6.05667194458369
KIAA0913	4.42043366955839
LDLRAP1	5.63336300771372
NAT8B	3.42316080280774
PPP3CB	6.49277359008142
ANGPTL4	3.89008852723117
HHEX	4.0827394746713
LSM14B	4.64928611375343
PLCH1	3.79790548715713
INSM1	3.17853021688353
TLN2	4.69882832010138
ZNF493	4.1904056960607
HDAC4	5.26061679898088
GLRA1	3.32987925953779
RPS6	11.4437264172457
SFXN1	5.74483322172936
FAM102A	5.26758796269614
KLHL1	3.26282032887870
SAPS2	5.06115180047873
CTNNBIP1	6.00905068710772
SCGB1A1	3.09738871939364
SCAND2	3.44161155360765
HMGN2	11.0708170262888
NEUROD2	2.87514263235659
YAF2	4.51871822015512
BRPF1	5.31931200085404
RICH2	4.34475602412563
TBCE	6.63271481305192
LIAS	5.18695524196845
MAPK1	5.13509707532243
MRM1	4.3671275603284
HDHD1A	8.00155972714353
CTA-246H3.1	6.59363765605454
ATP9A	7.25665141615027
HSD17B3	3.64295014837847
HN1L	5.55988000823378
SAG	3.42210956319731
C20orf10	3.37435498527208
CTRC	3.60984255030021
HNRNPA2B1	10.1309918462039
RNF216	5.32076433498564
GADD45A	7.61864370694421
MSH4	2.96834520678314
HOXD12	3.24385472429384
TMEM70	6.3992747948161
PPP1R14B	6.749697806868
SBF1	4.12177221074753
HIST1H2AM	3.80982905469725
GNG3	3.81615262005827
C1orf50	5.49690496422979
FTO	7.44456262397466
CALCB	3.15590494854354
PPP3R1	5.26442971405433
USP46	5.02680016063411
CCNJ	4.03690068072056
PSD	3.35235155211314
GNAZ	4.57048193816862
FAM57A	5.15551357682225
LILRB3	4.78100264586574
DHX8	5.61491401870145
SPI1	3.83443343558838
OXSM	5.57493335119409
GYS2	2.87255436887434
UBE3B	4.36372639029185
PLAT	7.86880484946631
NUPL2	5.84059786509116
SF3A1	6.32835375744475
COPE	6.88621223196305
EIF3A	8.38642497498532
IQCE	4.35169331875054
FBXW10	3.04862988371393
KIAA0182	5.76401973497382
YRDC	6.12849785485451
GPRC5D	3.24759755868028
LRRC23	4.10187343044792
BLVRA	5.8178401979237
SLC22A7	3.33681393680763
RASL12	4.42926191263056
DAZAP2	8.0115447991045
IKBKB	4.84804196530582
PPFIA2	3.41915923245476
ZNF271	5.81860558064446
CXorf6	3.97839066752178
FRG1	7.77779217589697
BTN2A2	4.57341027435384
THBS4	4.54150976516597
ARHGAP1	5.28018172821175
ENOX1	3.70849676421666
ZNF706	9.28095465486988
DOK1	4.38880286477582
FCHO1	4.3812708391724
PGAP1	4.22330693171446
HOXD10	3.05820895308151
CXCR3	3.48252770378893
FSCN1	6.26531687292082
KIF17	3.37792221092961
TRIM66	3.54176402511344
CHI3L2	3.17467612063658
SRPX2	6.04109829695366
C13orf24	5.88602305248321
CBR3	4.72578124831366
ZNF132	2.86569268753667
AQP3	5.2724629190657
BNIP1	4.43293382622243
ST6GALNAC4	4.11491263344326
KIAA0391	4.9354922285552
KRTAP5-8	4.10881108599453
SIRPA	4.36468292441318
LYVE1	3.55394445345616
IGFBP6	5.53856869747949
APOH	3.27428273631044
TSC22D2	4.14610358275558
PLCD1	5.4700585595442
NPHS2	3.41238687695512
ARHGEF15	3.47539601179261
M-RIP	7.72494552922456
POLDIP2	6.56215879273073
NDUFV1	7.12098974961979
SRD5A1	6.49113551329174
RAB3GAP2	6.49943462080166
CLEC7A	4.56579298573029
REXO4	5.03258724415677
HSPA14	6.12590955251296
TAAR5	3.61616303226192
ZNF142	5.20895246520396
MUT	6.94635455317886
C2orf43	4.42334779777672
SELPLG	4.56675877162629
BAZ2B	6.04302928674274
SLC38A3	4.04031949053979
BRD7	5.94704428332264
POU6F2	3.13100990743236
NISCH	7.84943831810552
TCEB1	7.68995788766154
OPCML	3.20053197385627
DTYMK	6.53206110970464
TAX1BP3	5.54540711589611
F13B	3.12431366314178
RPL34	10.1593874143092
AKAP12	6.04571034300953
MARK2	3.6148296794571
AMBN	3.51618562345314
C14orf32	6.74871105302692
FLJ21865	6.10859400588275
HSD3B2	3.13519636193192
HMG20A	4.66253147889598
WDR77	6.04337028218431
ATF2	5.32449866388589
C10orf137	5.54475813095103
ARL6IP5	8.9520753044164
QTRT1	5.09550712773203
CCNT1	4.88542315321048
AP1B1	5.4677572754985
CD74	9.18283001646782
DYNLL1	10.0485224614573
PLSCR1	7.0419471817486
LIPG	3.13279465470689
PHACTR2	6.01174934826568
SLC35E1	5.9292136127229
VENTX	3.57010631190689
FEZ1	4.64002268476046
APOD	4.83321912124535
LAD1	5.34666264818967
C16orf44	4.41084764214676
C1orf166	5.07662691847154
PAOX	4.84176894740176
MAPK8	3.30539228744051
NELF	5.12524870261902
