Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_E01_452050
Composite Element REF	Signal
UCP1	3.41561477252434
REEP5	7.46976426951176
FGF9	7.71419215947146
FADD	6.62766902215393
VNN1	3.446526277333
SRPK2	6.10375042384888
ABI1	6.14092959951574
CACNA1A	3.86825870350027
ALDH3A1	4.21065276663706
GRIN2D	2.81142859379908
SLC1A4	4.64895381961121
CDX4	2.96899032871291
SPG21	8.12361719500986
ZNF286A	3.66890672744216
IL1F6	3.44672856523490
DOK3	3.58703122929847
ZNF302	6.6722995126281
ENY2	8.29443705534474
GRIN1	3.56666274465948
OR1A1	3.35164102449351
CALU	6.58075471963524
ANKFY1	4.12437093753563
LIMCH1	5.22797135148264
DENND3	4.03156340367613
JARID1D	3.17607177180659
RWDD1	7.87251068922652
HIST1H2AK	3.52101088910902
SLC18A2	3.22918231230200
UPK3A	3.20864547175129
LOC93349	4.98489021105697
FIP1L1	6.98302733456165
SSH1	5.8862140929267
LENEP	4.08915383540173
RHOB	6.60188762386441
RIBC2	3.96576015735821
ENSA	6.69001886570274
GNAQ	4.22052106882864
CKAP2	7.34837913283999
HOOK2	6.47596121849672
INTS9	4.89668707552016
DKFZP564J102	3.27490930118920
CCNG1	9.77331762051342
HNRPAB	8.70790568650344
AMH	3.30541204975333
HADH	5.87210661326939
TRPM1	2.85357407728242
CACNG3	3.26568657608182
PPP2R1A	6.90479207418272
CCKAR	3.88309444776978
COL2A1	3.29735571555063
PTH2R	7.00015150875957
IFI30	9.26605332414453
DDN	3.99808628422418
GLUL	7.25346030783841
HK2	5.00160971915122
ELOVL6	5.51864559263736
MDK	6.57874801418658
EPHX1	7.32935852770976
RASSF2	6.138413368978
BFAR	6.8004889833366
ZNF14	5.83626016917176
PPIL2	4.39406370920316
PRTN3	3.3282965008905
CTA-126B4.3	5.0413458285367
AVPR1A	3.38022389790578
KLHL22	4.50385023797186
HSPBP1	6.05696525950044
PRKD1	5.56893479097095
TNFAIP8	4.60178393428553
KIAA0195	5.43808101940302
GNB2L1	11.0139748240001
SCGB2A2	3.39965669761148
CALCRL	3.61572829573364
ICAM1	4.64138313468207
UBXD7	6.49438343905874
TMEM35	3.38406081891429
ZNF674	2.89058537801891
BCL2L1	5.03965521673138
HECTD3	6.11745239516492
BRSK2	2.75106601018100
PCDHGB5	3.82278776766675
CD19	3.64214404314892
RAPGEF3	5.20679692238402
LGALS9	6.61220236344599
SCARB2	5.35684188549762
KIAA0974	4.79641981024012
MAPK3	5.42657022754124
USP34	7.06692809862822
MAP2K1IP1	7.54014329586895
CHIC2	5.8880186557213
SLC16A3	5.15680200105992
STK4	3.67659760471751
APLP2	6.7433306783976
DLX5	4.21589450624265
FBXO41	4.43701544640389
MICAL3	5.38447232935294
ITIH2	4.01947976446313
ADK	5.1803930083528
TNNI3K	2.87016206568995
HDAC2	7.74525650171961
PRR7	3.78945951757184
THBS2	9.93351921639912
CA2	5.18487897404257
RANBP17	4.95242666686249
CRYZ	7.19708197899225
GBAS	7.92008466676277
TGOLN2	7.45582059580576
CTBS	5.10308814963116
ETS1	3.76496996620261
FGD1	6.01396477480402
EDC4	4.72932647047157
PCDH8	2.91892427418968
KCNK15	4.87138132266511
HSP90B1	9.09456694102144
GSTA3	3.7502865294925
TNIP2	6.72876918910343
BCAS1	3.36966137284188
HOXB6	7.93648994490383
NOL6	5.82736645032787
PDHA2	3.0106414675942
SORD	5.9770466634106
SPC25	4.32370653715913
VAMP3	7.17184717433838
WDHD1	3.67900216026033
TCIRG1	5.6763851885424
STAP2	6.17848493079944
CHCHD8	7.3557323045488
TRIM44	7.36319821435581
KIAA1305	5.25791104268232
PARL	7.84457073066982
CRNN	3.13206538975108
SIDT2	6.61098572372748
RYR2	3.3964881099663
TRRAP	5.10705420833952
TRAF1	3.73306964373793
GRN	8.95584950305506
SCAMP1	5.01311510913278
TRIM32	5.32028699770445
PTS	7.55676154390888
BANP	6.99941195748124
ATP6V1G1	8.52171281044937
PRKACG	3.66229709476011
ADCY6	4.49087547566688
PRKY	3.23711219948331
CYP51A1	5.6316454595302
DDC	3.47185317396960
ANPEP	6.04776445826128
NPR2	4.031742926845
PROM1	5.80750940334489
COPG	7.02248481998739
OR5I1	2.91299602147295
TRIP4	6.3479520610898
ZFYVE26	5.42258825256196
GDF5	3.72657355881878
SNX3	9.69743170359314
C1orf175	3.28546642428986
CSH2	3.52822563823377
PPY2	3.10433656382442
STOML2	8.22293268965152
ALPI	3.22155762176146
FTSJ1	7.03162414456834
ZNF273	4.947471161883
DST	4.85917361093268
GLRX5	9.3317496063352
C20orf12	5.27565110240185
CAB39	7.39735697292286
RAB5C	6.02865848598748
FLAD1	5.8788035361661
TTLL3	3.69999164699143
MSH2	6.6093567540859
NPPC	2.84131537259792
PIP4K2C	6.04422600433992
CYLD	4.28202295924259
ZEB2	3.95164276134365
MRP63	7.75541430985288
WTAP	6.05235726694339
NEUROD4	3.67442699084384
MGAT4A	4.30959195190898
MTMR2	6.27982776260435
CHRM2	3.02830876720022
TSC22D4	4.92887543094003
PPYR1	3.50928488046380
CCNH	6.04791735513375
USP48	5.75300123782514
NR1H4	3.19611160577965
RASL10A	3.22306648497141
RRM1	6.14847937511321
GABRA4	2.94298521916181
C1orf35	5.39016029501511
SSTR1	3.21049239874545
APOBEC3C	5.43305637675335
CTDSPL	4.76775145682539
RUSC2	4.73948644479711
PDE11A	3.45578347937004
ZCCHC8	6.55736927444034
RAD17	5.23253657265334
TEX12	3.00283321011694
LILRB5	3.06150996447623
CD5	3.91800763002873
ARHGEF1	4.97355697921362
ABCA4	3.94840992164249
TSPAN9	4.83087685976399
WDR67	5.49744536209299
THUMPD1	7.32446460286859
ARID4A	4.47805154785673
OPRM1	3.05199665729152
SYCP2	4.45803031159577
CYP26B1	4.20655385700334
FLJ13231	4.28772534120448
VN1R1	4.10729227573521
LECT2	3.15256027841752
PCCA	5.49820827608054
AQP5	3.80824738333095
RAB30	3.1786210886969
OSBPL11	6.16650438038591
YLPM1	6.36608511303123
GNB5	4.46020827081927
CCL21	3.74928309231592
PRKAR1B	4.13644046702201
C1orf121	6.59679145438731
FMO2	4.20264727558146
IL16	3.86820424712132
MSTN	2.81461180101633
VCL	6.30466395483029
TCF3	4.95778842469526
CCDC88C	3.76552689583944
HFE	4.00502431330436
SERPINE1	5.71658284939078
FAM125B	4.36032830275015
BAI2	4.3383928247188
SMC5	6.17622611819697
AKAP5	3.00782390720844
POU2F3	3.32646843932744
BACH1	4.49066753421442
PPP2R2D	5.51747704756026
C11orf63	3.8415403543111
SSSCA1	5.08188631425102
LRRC51	7.9692093462026
LRRC3	3.09485039800121
PORCN	5.42454781054152
DTL	6.31062803522125
ACTG2	7.13573292381778
FAM124B	3.1219806795003
RSAD2	6.15978466454033
CTBP2	8.76567034325239
ZMYND11	6.58519293906864
CRTC3	7.86336166786394
MYH8	3.0926595673897
LRRFIP2	5.25268347641881
TTN	2.95670954937523
RGS6	3.68756940236876
PLLP	6.08703367059163
SRGAP3	4.12960296747059
PDK1	3.60896213560843
NBR2	3.60904084242476
ZFYVE21	5.89285266697825
C13orf1	5.1067808054994
ZNF137	4.59612160852041
CEP27	7.17836851776436
WDR41	6.42484045146936
BEST2	3.12917608891154
RNF121	4.02404411942497
ZNF93	6.13420553880834
MEG3	4.07817394136351
BCCIP	5.83327279072736
OXSR1	6.31348661571272
RAD51	4.28765560049256
RPL13A	11.8213717913298
MEST	9.91357014123231
DYRK1A	5.2422086869558
HTRA2	4.93910550403706
SARDH	3.34323736810238
ILKAP	6.40561425981802
ANGPTL2	5.65692571937973
RBBP5	4.95965373638643
ORC2L	4.82836227123153
HBS1L	4.36365702058104
TMEM30A	7.42699025904495
PDS5A	5.01385661377071
WISP3	3.74006029926672
CRK	5.48889802415234
NCAPH2	4.57852391478734
RNASET2	9.26418084517447
NEDD9	6.56611479259938
WDR79	4.53338154248364
PSG6	3.00402325053180
SMPDL3B	4.65958418418029
MORC4	4.98625549362433
PSMD13	5.75650094344528
DDX23	5.7959158905427
ETV5	4.22361229434883
MYRIP	3.70752385736947
LY6E	7.31122446169782
ATP12A	3.7231639800975
BTBD7	3.67117584279646
AUP1	7.3559672162309
PIP	3.78080475950144
GSTO1	9.34770502864061
CORO7	3.77376823596028
COX6A2	4.54176875071059
MAD2L1BP	6.40737967679085
PITPNM3	2.88913201372909
ENPP1	6.54694366631988
SCNN1A	7.49263192925702
LSM1	8.20946496743896
KCNE2	3.2110517511816
IDUA	3.66180668822429
P2RX4	5.16982868794298
PPP2R3C	6.17929834406523
CCND2	4.61462605454245
COX11	7.03892535067458
CUL4A	7.04913263327289
CFB	5.87102582814837
PDZK1	3.24598986921311
PCP4	3.43981871216438
UBIAD1	4.49961223020675
CDC42BPB	6.81055418050319
ZNF323	5.29572452089334
RIMS2	4.09365450789945
CXCL6	3.6525920521612
SLC34A2	7.78094909811202
RNMTL1	4.87947350371084
NPTN	9.13371857207602
SART3	6.42086962262151
UPP1	4.51424679883552
CAPN10	3.40059153505894
SLC6A9	3.2382128713779
CCR5	5.11811904360708
NDUFS5	9.60290066983413
CISD1	7.75024706385407
PDLIM3	6.07210593790294
ZNHIT3	7.64579770887363
SNRPD3	8.97612434890557
VPS24	8.85885369133839
SCN8A	3.08659497837784
KIAA0701	4.52006542770615
UNC93B1	4.58022946473119
GMNN	7.46316699485928
FDXR	4.35018653877239
SPCS2	8.95497945102716
CDCP1	5.35945963283799
PAX3	3.53871243043592
PNLIPRP1	3.43879261386149
LASS4	3.95674632236399
HSD17B8	5.34488535036234
EYA4	3.87215021119309
PRKAB1	5.33131758263087
KIF20A	5.85051641043215
YAP1	6.5650655771635
SC5DL	5.78862753699348
NNT	5.13488031235764
DKFZp566H0824	3.09907856298007
ITPKC	4.77178050562793
ST8SIA2	3.05503198633440
LMX1B	3.50558491834157
RAD21	9.07126266984648
SNRPB	8.65351141269574
MIF	10.1912850217024
DLGAP2	3.19785513893219
PFN1	8.90975605178367
IRF8	4.53656417928881
PRO0132	3.23686192962514
MICALL2	5.4912337647204
ZNF654	5.1094874774163
SS18L1	6.41568439595288
ACD	5.01986453851787
BCL3	5.27108126273886
SLC16A8	3.56994354490614
ITGB3	3.52571446956328
MRLC2	10.2469072775636
CEP152	3.82079346403701
F2RL3	3.200906235963
CLIP1	4.79058514722187
ZNF75	3.85023053063927
SF3B4	7.38846498271564
ATP5C1	10.4067894120896
MAP7D3	4.80789003281572
SEMA5A	5.80298131587193
PSCDBP	4.73387781771712
UBP1	8.06155413132768
XYLB	3.35035369175622
C13orf15	8.11992407269058
ZNF282	4.58102216156894
ZNF222	4.08629385694728
COL10A1	9.03650281726692
MFSD5	6.63309977266703
C20orf67	4.67102549313914
NLGN4Y	2.82579594347611
INHBC	3.32966852606431
GNG13	3.25233482700138
NUMA1	3.79409365573658
F12	5.43130439291007
C1orf41	7.00739330382878
SUPT6H	5.2873906959563
GSK3A	5.19552255039591
GIPC1	7.29798940807802
ELL2	3.48300878963953
C9orf167	4.33363418146183
PVRL3	6.11714115539207
ADAM20	3.51425655242512
GPR87	3.02364049463966
ZNF770	3.92676632971849
SMR3B	2.82476300606448
FZD1	5.73664233375888
TRPC4AP	5.6730146297539
MKL1	3.80582336553104
C2orf28	8.80849849729479
LAMA4	5.03396333022076
EIF4G2	8.9236116641616
ZZZ3	6.96425333887959
C16orf5	4.29189252851007
GALNAC4S-6ST	7.90791451497752
IGFBP4	7.07970156867748
NDUFA10	8.45162101306313
CTNNA2	3.59904973468653
NUDT15	7.75445011583578
CEPT1	6.34528381894807
CLIC2	4.2267629005918
RNF13	7.22489696695201
TDRD1	3.08715234880643
KCNK5	4.97405330852053
CCDC92	7.27541496110157
ETNK1	5.1927059370193
CD69	3.72856078880895
LTA	3.22560638842352
TTPA	3.01543138715654
MYOZ1	3.76103549031537
IFNB1	3.24282738828753
CLNS1A	8.25542699662892
SC65	6.33060386564636
CXorf45	5.73627330111043
ZXDB	3.11551378311401
PEX5L	2.82532741815283
EPS15L1	5.56842295881624
GPA33	3.48591883476714
MGEA5	6.7747904772615
HIST1H3A	2.84609855573962
BCAT1	4.13989931549729
ING1	5.15863480257875
SLC2A9	4.18787834441159
ORC6L	6.55512469400523
PRAMEF12	3.04552405097004
KLK11	5.68894817724713
C19orf28	6.71411615470614
MAGEB1	2.96613461343509
MED22	4.46585084337015
ETV6	3.83112203586101
CEBPB	9.3858011951137
KRT85	3.74837724160316
CRYGA	3.20417723038472
HMGA1	5.8280182006895
CAPN7	4.85103927983804
MGC5566	3.73457070969160
GEM	5.1146478639525
NANOS1	5.87193935039095
RANBP2	6.46786844776342
APITD1	7.17869098619712
LIG3	4.26624009524275
IRAK4	4.26595892832721
PARD3	5.77043443741042
SERPINI2	3.98313261154909
TTC9	4.5855824222968
MLPH	7.62500155368639
RETSAT	6.25545840498581
NRG1	3.27711227263659
CAST	6.12490160366304
TBC1D9	5.2873750537953
TTK	7.6089712694277
ZNF557	3.41210242647259
DDX41	6.81567049695785
TGFBI	9.5939530842460
PGM3	5.82944983517726
PSMB10	5.97895304844779
UBE2D2	7.09905303244092
GABARAPL2	8.33470578867664
DGCR2	6.11765546551099
UNC45A	5.36068060687792
CISH	5.19571417369726
OGDHL	4.38756616233946
SPINT2	9.96941945928944
CASK	5.83580148636447
GIT2	4.45139752505092
CLDN18	3.39905974257501
RNF128	3.49268363279193
NCAPG	4.53082208309849
ABHD6	4.21904618366955
ATP6V0E1	7.60213678834716
C14orf161	2.85905850873348
UTP11L	6.63334682025524
GCNT1	4.72591570456525
DUSP9	3.68720031013168
TM4SF5	3.84072482067682
SUCLA2	7.81675350965911
NANS	6.7493370099035
OLFML1	5.69981536541451
ATP10B	4.26281932549735
SCNM1	7.3401995991298
NPAS3	4.69330519943764
AMD1	6.42775337219189
GGA2	4.55150139646170
PRKCA	4.3231057640435
TRIB2	5.57128185944856
SDCCAG3	5.71681318287656
TTC1	7.28386000696554
GHSR	2.87905089467751
ATP8B1	5.65674475049227
HIPK1	6.05345960280214
C1orf78	5.30505572987913
CLN3	5.10683973841249
STX4	6.38785075956526
WAPAL	5.49592015205519
TUBB1	3.25098476643571
SCN5A	3.50532347402582
ZNF192	2.98837125971275
SEC22A	4.85505256455063
DPY19L1	5.31254689449623
C11orf9	4.75956670052444
GRIA2	4.99531102054207
VDAC2	9.08322155033844
C8orf44	3.67533782308546
ZPBP	3.04939806889498
NUSAP1	7.3246644251796
LANCL1	6.1003197013616
FGF23	3.74174881754111
PCNT	5.48249545336174
BCKDHB	5.87748513423261
IFNA8	3.27126610156515
BET1	7.37101498253612
SPRR1B	3.5263567917588
FLRT1	3.46951215056295
HDAC6	4.69305204004896
SNX17	6.91643358207277
N4BP3	3.66786041187623
PLSCR3	7.01473767722336
TTC30A	4.64913193001553
CRISP1	3.11062572029028
KRT32	3.67013873795946
GHRH	3.29567744386394
IL11RA	6.41652476929516
GDF3	3.12865926320384
RPS6KB1	5.50901202062403
POLR3B	5.82227157783325
TOP1	8.0429436496752
DNAJC10	6.49952014367615
CRCT1	2.8630703799802
ADIPOQ	3.32800922497753
MPST	5.87524398869061
DPM2	5.27991289791917
FAM38B	4.86051822298289
RIT2	3.12977368353397
SLC18A1	3.24450596490366
RPS17	11.3155650341097
ABCA3	5.1588207585315
CD44	4.86922519770721
FARP1	7.00223215495277
KCNMA1	4.50281359820744
PAX7	3.21558839416383
TUBD1	4.56142686858802
NARG2	5.442742321426
GNL3	7.29470683842805
BTG2	5.82446236213633
ITGA5	6.52521300152297
NDUFS6	9.00263168453374
MEFV	3.40380638196656
TUT1	4.12838945256171
ERAL1	6.00928634875304
ECHS1	9.32903422415069
NMBR	3.34306355837389
VPS4A	6.44673336023716
ABCB7	5.51173456013668
CYP11A1	3.19363815086227
PFKP	7.31929876855298
C9orf91	4.33740794077295
ABCC6	3.30530516303126
LRRC41	5.94145700901977
ATP5F1	10.4178165972199
GFOD2	3.9096200138385
MOSC1	5.96533037719006
NCF4	3.41053468119953
HYMAI	3.74059604773397
SLC25A3	10.6373421576561
NAGPA	5.15895000459773
MTHFD2L	4.26609765944217
ZNF646	4.0077710510199
RAB1B	6.95921762169076
IFT122	5.1649027847043
GALNT3	8.13144974632754
LDB3	3.58083819995494
GARNL1	5.28712419236871
ALDOAP2	3.11524182011482
LRRC6	4.20113978258263
NTRK1	3.28299958847373
ARTS-1	3.63074271092841
UBAC1	5.84197658831919
SLC6A11	3.21236798895993
NAP1L2	3.24199463826008
EPB41L4B	7.08535056273281
RPL19	11.0581073627437
CNGB1	3.45024834822850
LOC643641	5.68444601290203
FAM134B	4.31767689292664
WISP2	3.33322565617174
NTSR1	3.79583307557747
HS3ST3A1	4.27774101488516
GPSM2	5.6306718440165
PRKCG	3.29265022213266
CHORDC1	7.94668928747561
MON1B	3.84255329714215
TRIB3	6.65536694116761
SLC2A5	4.42541326134245
C2orf49	5.5457708488236
DDX5	10.1590126978634
ZNF446	4.50657574742298
MLF1IP	7.3119030786406
SLC26A1	3.13682515852262
RGN	4.64663967684247
COL4A5	7.32565790703176
CCNB1	7.4857777273764
CCDC28B	3.80662140159122
RP11-35N6.1	3.30000043654988
KCNK3	3.13473338367931
ZFP161	4.38483195897061
FGR	3.80448959930446
COX15	4.91021158479298
EPN2	4.78421807101011
AQP9	4.57651271791126
XK	4.48070590234163
SLC15A2	3.29556212667396
MREG	6.40515691815526
HEPH	6.83696346927751
THRAP3	3.82646072043507
MET	4.73701653452805
PDLIM2	6.06039875628624
ING3	5.15210454244381
PHYHIP	3.57717720357945
CCT8L2	3.18947123969509
ADAM7	3.1932538755454
COPS7A	7.37918770060012
WSCD1	3.84003622630358
SLC12A8	7.41442756287957
RNF185	3.46246195764296
TNS3	10.0218165165419
IGSF3	6.00782048615453
SRPK1	6.12841619989306
MED13L	5.777096456018
LOC93432	3.22047900077934
C7orf44	6.02384874935703
PTCD3	6.46153477731299
RPL7A	12.0310048377622
TEAD1	5.90226331603998
ARL6IP1	9.57115175337907
CTAGE5	4.75638111783178
SLC25A14	5.18469074820741
LEP	3.25102422010539
PCDH21	4.22759464552224
CACNG5	3.51066011548703
ECH1	6.5228180814213
MAPKAPK2	5.05591027089027
ATXN10	7.4639029855354
LHFPL2	5.48077689109367
CCL22	4.0266723602669
ACTR8	4.57813620742041
PTPN22	3.06993548438428
CYP2F1	2.97688126177684
ITGA3	6.36723529695562
RABGGTA	4.84269360242744
KIAA1033	5.68863577894558
ZNF510	3.65861628333264
SLC26A10	3.69337964962784
STX8	6.20797411450548
RUNX3	5.96150930921878
EFNB1	4.3268997235583
EIF4G3	6.7140157174402
ACSM3	3.05778900001996
C5AR1	4.39522384999187
SIGLEC8	3.54712293776080
ASCC3L1	9.19607377411966
ZNF623	6.49484057293781
A2M	8.77858230495188
NOL8	6.49785037545466
GRPEL1	5.61925066999304
LMNB2	4.99224902572799
ROCK2	4.16802521555042
SNX16	4.79987515495707
Magmas	4.97862650322174
ANXA3	6.77273157973873
C11orf2	7.43461995653986
VKORC1	7.12363092876628
TRPM6	3.10904631228116
KIAA1609	4.18322995297431
FOXK2	6.26805220650304
FEV	3.43545700556346
EED	5.68194514641335
RNF32	2.87778166914471
PDCD5	6.932125522427
SLC8A1	3.15536950676936
HES1	7.49320814167923
DGUOK	6.81015993303854
CLDN16	6.85632255650735
CLC	3.41605102390642
ISL1	4.16827149205673
C1QTNF3	7.86566305155747
GAGE1	2.97633039789974
KIAA0528	7.62038999569129
VGLL3	3.62325704522786
MANEA	4.88398834067082
C1orf61	3.51163540301118
SUPT4H1	7.34606134840267
CD1A	3.96816456313274
ASAHL	4.35236919968227
TRAF5	6.17120199967682
RAPGEF6	4.47789361550632
WHSC1	5.4064371615431
NEIL1	3.93022262855609
KIAA0020	5.88282978128595
C16orf45	4.7609298434151
GFPT2	5.85817939016034
RBM10	6.96791514102698
MRS2L	6.01390447815734
DNAH17	3.46875987878579
STARD5	3.48247538880089
C19orf10	7.4188452393031
SIP1	5.14720290604042
DNAJC15	5.72921899448844
C1orf160	5.34196490020267
SLFN12	5.15081919519454
STAU2	4.56299523879577
FAM98A	8.11282731079924
EXOC3	6.42783826547792
RAD23B	7.8329994995968
HIST3H3	3.84256787494985
NCOR2	4.57963531784696
TNFRSF9	3.24807551955172
KLK8	8.46586391822549
NOL1	7.11986757110752
ALX1	3.5952577091287
CCNE1	7.3860005971211
PKDREJ	3.48804544026021
TIAL1	5.8617015512562
WHSC1L1	3.61749963784272
HIST1H1E	3.67727972905325
SMUG1	5.34399093403912
TM4SF4	3.3800336074643
NPY6R	3.53050445062094
UFM1	8.53501546007308
AP3M2	6.3139444872138
USP14	8.28578303520221
CORO2A	4.57309425256894
ETNK2	3.75310246686436
APOE	5.47239745760213
ANGPT4	3.71735010116894
DSTN	10.2152154035264
SFRS14	5.68057918847774
FRS2	3.39333690322629
NR2E3	3.92082749346256
ST8SIA4	3.20058181123957
GMPR	5.17851350070928
TUBB2C	8.5252499275593
LOC730092	4.42272746616800
ORM1	3.2071102687559
HSPD1	10.0534771696935
C5orf13	7.65762701841506
F2RL1	4.80838811859745
PLEKHA9	4.89571135694231
ZNF232	5.37123332504116
SLC6A7	3.87812942094665
ADH5	7.18833922143257
SHBG	3.78429895905159
DSCR6	4.76413183934025
CROCCL2	3.65760096161965
CDIPT	8.10907342064269
SLC16A5	4.53914224150157
TUBB	9.87556066962938
GAS2L1	5.15593813692226
TOR3A	6.95310923687599
PREP	4.64699490979553
RFX3	3.7943125367127
CHMP1B	6.79581950377215
COPS4	7.6569437168526
MYH6	3.34629892220313
BCHE	3.94921304354555
MAP3K13	3.54634624795427
LCMT1	7.32526194161639
EIF1AX	7.99705066657621
SLC24A5	3.00745472869732
BCL2	3.89282200911996
HBZ	3.38835041064654
HCRTR2	3.13405086200802
TJAP1	5.6985607620614
MAPBPIP	7.05651071172029
TMEM156	3.12641286909598
MYO15B	4.07067603542798
ZNF239	6.22228976861087
KIAA1324	3.27458105323264
PLCL2	3.93895273921659
C4orf29	3.8357531143339
SNX19	6.25062977940403
NAALADL1	3.49143012517182
DUSP5	4.17736600435134
GKN1	3.61143359888512
PXDN	8.80563593910467
FCN1	3.59092289940628
SLMO1	4.08695983583477
TNXB	3.9973395566044
C1QL1	3.49430640170634
BIRC7	4.38620589316404
A4GALT	4.4427521910143
TIMM22	4.9519784936039
ABHD9	3.40398550402111
TOMM34	6.32860891871602
ZNF35	4.17790261963557
LIMD1	3.25068962454451
CARD8	4.22831551452197
KIAA0286	4.48813360276947
CD6	3.85597938971477
RSRC1	6.85833506988302
TOX3	2.90714208111683
C16orf35	4.45489089265217
CRHBP	3.11589425475465
PTRF	6.59591555330192
FBXO24	3.02248651321670
CHST11	4.07899006037762
THRB	3.98026232648152
RNF39	3.99705006340499
MYBPC1	3.25499455794863
PSMD11	7.7549296946235
ALAD	4.71860572220244
AQP2	3.36753086467721
EN1	2.97638948840523
GSTM4	4.55116340203766
ZNF187	5.61608000029977
CDC42BPA	6.57317285991962
F7	4.31141614755379
CNOT1	5.98649421368386
SLC13A4	3.39621997865121
ZBTB11	6.41729369437813
B3GALT5	2.84545119131494
LUC7L2	7.1429484006609
SPTBN1	4.30026219800456
EXOC2	4.02110163458788
LSM4	6.91030016683215
IRS1	5.68318674956947
TMEM1	4.86239237139549
MRPL34	7.39033455855519
SAMM50	7.68608305988572
CDC42EP3	5.23742530400834
HSF2	3.95759565043845
SRP72	7.33217426026544
MFN2	6.38580224813398
TSPAN7	6.58374469367559
SGK269	4.06052558279915
NUCB1	6.55848517658272
RHOH	3.43908770773533
MTX1	7.53082434484813
CENTA1	5.55017842441956
ATR	6.35715409095637
IGLV3-25	6.86959214896709
DDX49	6.06376733358654
TACR1	3.66133275279519
SFRS5	6.76874627355637
THAP1	5.05345115073102
RHBDF1	5.98158949147973
RASIP1	4.23698860224475
DPYD	6.06000534175401
MYO5C	7.22297041293606
DOHH	3.62375660035423
POF1B	3.62684597774598
MAPK10	3.72169385549623
ZNF552	5.42431483412661
USP32	5.6058691008719
MED27	6.07084289767996
NCAM1	3.99842498337217
LOC171220	4.75491756696546
PRDX4	9.8594780091457
AGT	3.56506255473
SLC22A14	3.60953801690871
DAPP1	5.84452533350928
PILRA	3.69655933833066
ATF7	3.81390886548747
ABCF2	4.9878362134695
KIAA0748	3.63151546745725
C17orf85	4.44997504337786
TKTL1	4.70096583619169
FGF1	3.65281959540338
IL6R	3.92875726541165
CHRNB2	3.74369749961234
COL7A1	4.56048992531902
NFIL3	7.07313705614774
LRRC48	3.39947156104945
TM6SF1	3.78061165149595
SPG20	6.97096836220831
COX10	4.58306061004774
DNAJA3	6.71202135582068
ECEL1	3.51649764722307
GCA	7.24910954557916
GLG1	8.15130584490305
CIITA	3.33914511800019
CLDN6	3.53562363885372
EPHA4	5.73837289512145
FANCC	3.8275032008365
MUTYH	5.18798538728166
L2HGDH	4.74159762300845
GPATCH2	5.23593402008816
PSG3	3.09819259786671
ZNF227	3.54060649651421
MRPL15	8.36749167244014
NQO2	6.17765904627588
C21orf59	8.37734704246491
ZBTB20	6.35475905636615
NEU1	7.65611036202648
QRICH1	6.85272341764727
C2orf34	4.94566279658409
UBE2L6	7.81309781952303
HP1BP3	5.47241419199974
MED14	4.4193711810011
TSN	6.32351441593311
TPBG	8.15783632160012
SPRY2	5.90709540094239
LZTFL1	5.85144500957313
OSR2	6.51868184683052
KLHL7	4.14053071115209
XPC	5.84165542311874
GMFB	6.65840588837717
PBEF1	7.21167771905039
CCR3	3.12785172601860
AGTPBP1	5.44143261032098
TMEM8	5.71917446444818
PCSK6	3.46904927962292
STAT5A	4.37041603319045
FAM18B	7.18897557238843
PTPN2	6.39641115144707
SF3A3	5.97949026480754
EFCBP2	3.67702578541723
HCFC1	5.17773385595285
NFYA	3.79949092254349
PBLD	4.04605087199935
PIGF	6.36129217933007
AHNAK	6.38632181988182
ACTR5	4.57329134084765
KIF14	4.68212566154435
PTGER1	4.31745871084841
NOS2A	3.15307913147407
TENC1	5.39118916863386
YIPF2	5.30421273874542
ETV2	3.35806923570266
KIAA1012	7.7617774392619
C17orf53	4.08834280027454
AHR	7.28235333667924
PTPRH	3.2966461365768
ATP10A	4.80117154215087
ATP6V1C1	5.16976768606759
DPH4	6.91106816835822
TAS2R3	2.97919437563925
C5orf5	6.41445014497098
KCNA4	3.64326367731820
COQ10B	6.40017378072375
NMNAT2	3.38129460645923
PSMF1	7.94029818181662
SORBS2	3.87518191932933
NFE2L2	9.07800352579338
SH3PXD2A	4.31420663590116
NRF1	3.93287451875957
SPINK5	4.86239407414559
SH2D2A	5.16789142187658
PRDM12	3.34275086506777
RBBP6	7.06307952966068
OPA3	3.95828817183598
PAQR4	4.96576235877128
IFI27	10.3779395484667
SKAP2	5.23974171185461
TJP3	4.45348893389012
C9orf61	3.95343814482892
MT1G	6.63229590998831
HS1BP3	5.61467727233936
IDS	4.80464379693014
PARG	5.12907214097651
OR2B2	2.99007487160804
DYRK4	5.43014981448682
MICALL1	5.20033350521537
GALR2	3.07032898528796
CHRM4	3.51250502724359
RIC3	2.90679795131269
GPBP1L1	6.09826730592166
ART1	3.41409433916344
TBX21	3.26211621363615
DUS4L	4.9907396042659
KCNJ6	3.53023319332158
TNFAIP6	6.83246000552888
CCT4	10.0554479431449
RTEL1	3.93731014609133
CASP5	3.77547746361923
CHMP6	4.68995607533766
BRD4	6.3228736895109
NDUFA13	8.78778870082737
CYP19A1	3.22232854065187
CD151	5.59163955840723
DOK4	3.88456312627949
FAM26B	5.16593070264784
ARFRP1	4.33144839245357
MRPL41	3.23406354083257
CRYBA1	3.19757097019827
HRH2	3.54091824838836
KIF25	3.71205442705688
MTMR6	6.13791547282241
