Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H10_491222
Composite Element REF	Signal
SETBP1	5.11405080277651
CDH11	7.0986749991372
NDC80	5.32373085969579
GIMAP6	4.29682380904393
AREG	4.01167445831843
BAT2D1	6.75026853493116
CDS2	5.54875089831225
LIPT1	5.5234494899748
SENP3	4.77936358463485
IL1F9	3.66800275711635
GRIN2A	3.67844647769180
MAN2C1	6.28575876980125
NSUN5	6.14754499192598
SF3B5	8.47326429187638
CEP72	5.23129516855472
MYC	9.83807593423454
NRXN1	3.11719268979413
DECR2	5.23315065583434
SLC37A1	5.55139061812407
SUPT16H	8.36609445371508
MUS81	7.0303488904953
PHYH	6.90922986350165
ULBP1	3.49459426351995
OIP5	4.71034401769557
IL10RB	6.59214641563902
OTUB2	3.41026591271967
NELL2	3.74647905765705
MAPK8IP2	3.59359206824233
ARHGAP10	4.8230230453815
POU3F2	3.3580495107776
RPLP2	8.27003220662312
FGF22	3.52945450398601
PSCD4	3.8076624925251
TRAPPC6A	5.59037711855174
C21orf2	3.66448667280579
CEMP1	3.20425411099554
IL1RAPL1	3.18203769367493
LIN7B	3.55621040241924
VCP	7.56093323349916
NKX2-1	3.21078042397583
BGN	5.72667541208221
LAMA3	5.14120112994303
APOBEC3F	3.14002293224793
COCH	3.30698340017404
SCGB1D2	7.4667269701332
SP4	3.55159057623109
SLC11A1	3.80068300346826
ICAM2	7.14034144630115
C21orf25	7.23391789242104
SH3GL1	6.40504600199707
RALB	5.97789102585602
GSK3B	6.57992264211995
GNGT1	3.05736330521834
GPD1L	5.96129830584274
VPS37B	6.22946824425429
TNFAIP3	10.9661773091660
C6orf32	4.29757220133219
ATG3	9.29586392153927
KLHDC2	8.52707748118912
NDUFV2	9.75589601255309
PANK3	4.41098385404455
BLK	3.17733467408498
MATN4	3.27219150717241
GPM6A	3.08266558221669
WDR82	7.6708023159797
APOM	4.2108590338767
PKP2	4.03672179825567
C1orf135	5.35125131867551
TRIP10	6.03104910682604
HRASLS	4.57406094098492
TESK1	6.19499410288315
FSD1	3.9259204673075
SFXN3	5.72608508288775
MMP1	2.96246872475771
CA12	8.51843633291651
ZNF611	6.4821239059912
C19orf58	5.85761696274919
NCOA6	8.26040790515723
PDE6G	3.88589238970221
PPP4R1	8.74645353209932
HLA-DQA1	3.65623968468515
GCLC	6.99734308875198
MAN1A2	4.28559426219291
SEC61A1	7.81085773647334
IKBKAP	5.14451246224263
TWSG1	3.78401832802509
UPF1	5.75017753626887
KIAA1219	6.09325393782048
CTDP1	4.62868971528117
ZMYND10	3.26545824119884
WNT16	4.58545394342477
ADAMTS6	3.55371916240791
SNW1	8.1045445278682
IL18RAP	4.09689607831593
RPP30	7.93924883529557
KRT86	4.36185183483993
CDC40	5.95749672962335
SLIT1	3.49716379558919
KIAA0574	3.58741163210636
GTPBP2	5.71699660709491
SETD3	7.36889859318118
C15orf44	7.02769663961678
PRRX2	4.60681272776473
GPR110	3.39614744919187
C11orf10	9.8187052348659
MKKS	7.85865529417554
ELK4	4.17879278736771
ACOX3	4.1498184299851
ADCY1	3.21328165425718
KIAA0372	7.29784209834861
TP53AP1	4.09194925903542
RHBG	3.85108866751674
SMURF2	8.24606846907183
TP53I3	6.84661595129952
EBP	6.52336872434756
SLC22A3	2.78267943616994
TOR1A	7.54407323311838
P2RY4	3.54727864923993
TRPV1	4.60690894235147
ADAMTS12	3.61818249068251
PES1	5.73517555498255
UCP2	10.2967601070900
ATG4A	4.42251831992139
FOXG1	3.95375214953075
MAGEA10	4.14141445057036
WFS1	6.39708364837523
TRIM24	5.98465600551732
PABPN1	10.1598253072328
PROC	3.64227142826311
SLCO1C1	3.47248335878402
SLC25A30	3.3934751711811
SLC22A5	6.36847302415435
DEPDC1	5.72286817850809
KIF23	6.43765468147346
SYN2	4.04766412648121
ASPN	4.23068908903889
CENTG2	5.52563514479118
ZDHHC17	5.21886916110453
VNN3	4.58270914500569
KCNH1	3.63478247351103
PPARD	5.63731374165686
PSMAL	2.81296292717128
FLJ10815	4.52009277158219
YBX1	10.3646718381828
STK24	8.51422440145428
SPEG	4.72643822835917
STK10	4.70540648457282
ZNF695	2.58988917854384
SCTR	2.90644263738510
AAAS	5.09625092077649
SSX3	3.30190710685517
ABCD3	7.44318398266867
MTF2	6.48018385518918
FIG4	7.38544391361702
TMCO6	6.60983962023337
C9orf46	8.4777782732182
ATP6V1F	9.01682885639936
IGHMBP2	4.97046465085099
CCDC94	4.55907011955639
EGR4	3.13898434714296
DUS2L	4.53942224228556
FAM3C	8.72910736037653
DCTN4	5.14303126201814
EIF2AK2	6.51711680553586
CST4	3.91884477105228
CCL11	5.70294531272875
LMO7	3.61535001102202
PAM	9.19802681270596
NUTF2	7.45021788567314
ADRBK1	5.15831244268494
ZNF84	5.68419375579614
SLC39A4	8.60449407201993
CITED2	5.43008931048642
C12orf49	5.21057236197991
GRM3	3.19344219076007
CCDC49	4.67756717673976
STARD8	4.10788639466121
FNDC4	4.33101955985335
SIAH2	6.28766292694805
CCDC103	2.77427874326670
ATP5A1	11.5124165330793
HTR7P	3.27202601484362
LALBA	3.26916292828847
RMND5A	5.17502333201621
ATP5J2	9.01563759772048
PSCD2	6.04056347705848
MMP3	4.18602746673938
ZNF409	4.28299336909668
CRHR1	3.33548249611561
WDR70	7.10928102191178
ZFAND1	8.12147107115678
CCL18	3.55116551474873
KRTAP1-3	3.19473852201174
RINT1	5.2716503822097
NRN1	3.97762397880746
SPAG5	5.22463971181593
KIAA0408	2.94539409241658
F13A1	6.4299333158951
DNAH7	3.22148888557851
SLC10A1	4.06840731656260
BRCA2	3.76089239323296
ACADM	7.68297444441455
GIPC2	3.07604490896072
OGN	3.26744065905846
RAGE	5.1279077583894
XPO6	6.39720314445496
FMR1	8.88972174065327
DUSP3	5.04986599422681
ANKMY1	3.29776962707381
CHMP2A	7.9482703498779
FAM8A1	7.31540914252876
GPR21	4.03545322572954
BBS9	4.51088655873568
UNC119B	7.00467396034242
SLC12A3	3.36025850149362
ZDHHC7	7.13608838205969
FVT1	7.4932896360783
ENTPD6	6.85445381802622
PPP1R2P9	3.60255355259985
ERCC4	3.61207690869466
MMP8	3.01314697849756
HMHA1	4.90253548182064
RAD23A	7.56175407828331
ACY1	5.91700943258138
MT1E	9.44108973198582
PPP5C	4.19271887810981
GPR20	3.27115565715725
RFPL3	3.46676592164296
GHITM	9.77714322244316
SCAMP4	4.49289629451381
NARG1L	4.62684909622451
MYO9A	6.0759445668901
BLMH	5.33354342322542
NDUFB7	7.26061277931642
ADCYAP1	3.31243000952136
SP110	5.81290683251681
MIER2	4.15891303431892
KIAA0513	3.9831238242597
SH3BP2	4.13379992748827
PNMA2	3.36160315560562
MAP3K7IP2	6.22230008826727
AGRN	4.86643386089416
CEP290	4.21543079590538
ANXA10	4.31878495819102
RTN2	4.70462567694051
C14orf133	6.11852797807337
PRPS1L1	3.10428520808749
PRPH2	3.62074112501932
KLRA1	2.82426578326678
IRX4	3.10007261810917
GOLGB1	7.15086287956387
GPR97	3.5939355369458
NFKBIL1	4.57609551404886
CHD7	5.49595685988994
APBB3	4.71455766025211
RPS10	10.6703327318402
HIC1	3.20428023454237
TLE3	5.31958172037312
PSMB7	9.80880994751295
IAPP	3.37603381964935
SHQ1	6.77070915465397
API5	5.37612936467102
GP1BB	3.49323001244216
FTHP1	8.68565370996773
TRIM6-TRIM34	4.16644170535349
SLC6A1	3.74656249950176
OCLN	4.39589219490999
NAGLU	4.24191218032333
PTTG3	4.63427675020073
FAM117A	6.1426502473122
SPRY1	5.52194674828378
FLJ10781	7.57076912261671
CDON	3.62414105627231
SH3YL1	9.51029877075314
IGKC	6.89265240659837
TREM2	5.10637827245314
MMP14	4.57449016713687
SERPINI1	3.79212372094167
HDHD3	5.72454455759178
DYNC1LI1	5.96763735871794
FASTKD5	6.28882003982093
TDRD3	5.03458674169138
THSD7A	4.21065217216436
NDST3	2.99072385297839
CXCL2	7.00902146169725
DHRS12	3.76334763501998
MAP3K15	7.59414460940433
FBXO9	7.47953901723593
APPL2	5.66764302413503
TNPO1	7.84566969134134
CARD10	4.17696246105329
MRPL13	8.37503028101205
SNX5	7.68488428097957
EEF1D	7.9586740405462
RAB6A	3.86429006862461
SOD1	9.90828192913759
C12orf5	5.38655443472899
PACS1	5.07194854782519
PAPOLG	3.39199111022079
CHML	3.48271503743320
SIRT5	5.78099173629769
MSRB2	6.3497338198469
BCR	4.75144721564023
PUS3	6.68777996477837
CAPN2	9.71656495279163
FXYD5	6.20024159570567
TWISTNB	3.04633036557690
UBE1L	6.35351717494242
UBE1C	7.26097981463536
CHD2	3.3210070746394
C15orf2	3.35164466358823
FZD5	6.01975342603795
NR4A1	5.38517293150975
LOC339047	6.83251235118099
TRIM17	5.47268005694323
ZSCAN21	3.02177281029681
RPL15	11.4998298327460
ATP5G3	10.6332504678574
PRC1	7.4520818399212
ADAMTS8	3.38348743385916
ABCB9	3.85743348826412
HOXC4	7.8770546382986
TRAK2	6.5693719192845
STAB1	5.73144333877620
CEACAM5	3.22669911515501
MYT1L	2.89537780353188
RASA2	4.691969335722
LRRTM2	3.38947655349451
STAG1	6.90095449200186
OSBPL7	3.52964501616317
GIMAP4	5.48336399362015
FUT3	3.65770267857632
DBI	8.62671666632634
LPIN2	5.85291634762484
PAPD1	7.8256846485261
APOOL	4.74338225060998
DIABLO	9.01994578940297
ARMC9	3.87267572559948
RPS6KA4	5.42427189982377
TRHR	3.18390762251060
SLITRK3	3.71718084491156
TGFBRAP1	4.56213503025295
FAHD2A	4.80486895887636
CNTN1	3.38007113895501
ZNF211	4.89850147436655
BBS4	6.10510140392532
TMEM181	3.26419158551192
PFDN1	7.47536186967923
MINPP1	6.68522829661855
MPHOSPH6	6.81986420896347
RGS11	3.27133777902428
HOXC10	6.24855650694806
ITPKB	6.10439255709298
HS6ST1	3.46577251627941
AKR1D1	3.31820723724035
TNP2	3.33305077253620
MEOX2	2.78846355265369
EML4	5.04190976113285
SGTA	5.06354912837177
ATP6V0C	9.08576321843066
PRPF8	8.6816751891282
PSMD6	8.69000234218741
HIST1H2BI	3.72216953761049
TMC5	3.85682841714075
FKBP3	9.07345826122286
FLJ20273	9.56087389266816
PLEKHB2	7.17905834825037
RPL28	8.62702115896805
NOX3	2.79134683847744
ZNF544	6.83502570023495
EPYC	8.0355109504593
ELAC1	3.48057870542458
METT11D1	7.5521172111676
BIN2	4.30938017696122
NACA2	3.58757278366728
RPL18A	12.7522235170394
UBOX5	4.61487909319438
TCERG1	8.7704299003563
MPP6	4.39657865183033
KRT16	4.71633604512908
UBE2O	5.37338599203187
KLF5	7.93534069942526
C9orf31	3.56536104759279
APOLD1	5.12035575403987
UBL5	8.12418080303842
ARHGAP29	7.59009004107881
TNFSF8	3.37433070534918
PDE5A	3.31057395368376
CDR1	2.88605218010833
FBLN2	3.83039673147132
C14orf104	5.45942036154714
HBE1	3.26305352444513
ROBO4	3.31517472064186
C1orf108	7.84863268185194
FOXI1	3.04774183014414
BCKDHA	6.57921498720135
RAB4A	7.05760773152572
C11orf80	4.26273288874113
MYOC	3.61310880139614
GIF	3.871709097294
TMEM39B	5.83178629621832
RPL3	12.1257724258275
THBS1	5.24452672426183
APOO	7.6635179305465
ATPBD1C	7.3572224314388
FARSA	5.41089938607284
ARMCX1	6.93531308973318
EIF4ENIF1	5.14293967813592
CMAS	5.00520716924161
OR7E24	4.22715084342934
TNFRSF21	7.53342669662575
PLAC1	3.44813647537406
KLHL18	4.47119579244937
LBA1	4.95638697021801
MKL2	6.70764717837814
TBX3	3.13747541213003
TAZ	5.02629699730495
CRIP2	6.51910530516267
DAXX	6.00539702698218
ELMO1	4.33546504967084
RGS13	2.79147164473406
DIO2	3.62009831104164
UNC13A	4.27519697206902
TAF11	7.12866319593046
ORC3L	7.66339772858577
PRX	3.26161031745807
TARBP2	6.66170569508105
CABIN1	5.43997326125612
TRIOBP	6.01606863911933
HIST1H2AC	6.58751189613078
RBM5	5.72472377540156
TUBGCP4	5.05536353661906
NCOA1	6.22058719437043
CDK7	6.67611375823143
SSR2	8.91790149681113
IL25	3.32021922669595
CRELD1	4.18299424623702
GPR6	3.38773127500391
SNCG	5.07461564085829
CHEK2	4.72326221990323
GAL3ST4	5.61026960024433
KBTBD10	2.93420358835691
DRD4	3.15479787168147
GDF11	3.9095996894371
SEMG2	2.8576796975069
MCM2	8.94943098718828
CD247	4.21717778157861
SOX14	2.95354595844614
RBMX2	5.92680704023015
KIAA0922	4.92722014171075
TGS1	5.71561150716594
C16orf57	5.33927440440016
SYF2	7.17851274087858
MCM4	6.3161269608368
PDZD2	7.62304667797552
CEP192	6.71115367372447
IFT88	5.00471133080771
MCC	3.66248171484129
RPL9	12.4314638100808
RAB32	6.70935668396444
P2RX2	3.76681609538381
DDX43	3.08903079440626
HHLA3	4.05322524663974
ID2	6.90878327237407
UBE1	9.80106020660826
SLC24A1	4.55407096654391
ARHGAP5	5.71946037047899
C20orf23	4.1956260241328
CETP	3.10579599819042
ZNF688	3.85213523148676
APOC2	5.58401445022777
PWP1	8.51966048579185
FAM50B	5.38100831664745
PTPN6	6.59278663599957
BAHD1	4.40592621298295
GPR56	6.28052753629727
GRIK3	3.20425903718628
DGCR14	4.49057879198061
CACNB2	3.29882024422217
PDE10A	3.04173834894266
METAP2	7.29306057284677
RHOQ	6.64120847585384
MAP3K4	6.59332284283912
PDHX	6.59665589513378
RPL23AP13	4.27176021893372
MTA1	5.74952903018066
GNG11	5.74861084605747
ZBED4	3.93078542423842
CLCN3	5.29369657529215
CDK2	5.43838539685413
HCG9	3.54438529817701
SLAMF7	4.09294501185824
CDC37	6.05405228437442
ZER1	4.46455410090122
GRK4	3.34560367857711
PRPH	4.16891598953812
PPP2CA	9.25645044184708
LRP12	3.92379307766331
POLR2A	4.3112022838162
SEC14L2	3.40882766192
OGFOD1	6.22192779681865
DKFZP586H2123	4.00481229479301
MC3R	3.25439648097889
NOL5A	7.06238019778355
PHEX	4.10883612546392
HIST1H2AB	3.70942768097882
C20orf117	5.14648104522569
POLH	4.17765494075449
DDX17	7.04995055686682
CAMTA2	5.63798573516906
PLEKHA2	4.02453403516304
SNAPC2	3.91144803845439
FILIP1L	6.77613439729819
PDE4DIP	3.98742831443265
LRRC1	6.40385538926689
SCN7A	3.02540083077166
GAS1	6.47889858021145
DGKA	3.88525118883409
PEG3	3.21779680901496
NADK	4.63002332786429
SGSH	6.44183428356272
CXCL10	11.5199848322145
GALT	5.55182300443224
MCF2	3.07825327711821
ZMYM4	6.90656145206447
ZNF263	6.37175152348954
STK32B	3.46278057730634
KIAA0888	4.14452413145543
TACSTD1	11.1213692543682
ATP6AP2	7.10646230251516
TYR	3.61362064950859
GDPD2	3.50318313215276
ABHD10	6.92550798948553
TACR3	3.09026719448525
SLC35C1	4.1628774709085
KIF1A	3.64519136787571
VCAN	7.1865085818672
HERC5	7.29880598377645
UBE2A	7.99343685456544
SYDE1	3.94112482046049
ELA3A	3.34557281920704
TM9SF3	9.35445601750563
HAO2	3.52765143532748
RNH1	7.37411800637057
MAFG	6.18463475990049
BICD2	5.48573474152967
C14orf43	4.09934074671196
CDH7	3.03492738806158
JUP	7.57905646819071
SHANK2	4.42280303364319
OSBP2	3.51781317629604
ACOXL	3.25303766991212
DAK	3.9153310722999
CBX3	8.81855828635976
C3orf58	3.57290049027991
RBMXL2	3.13527779064400
TCL1B	3.33728379605344
FGF13	3.54670020758142
KBTBD2	6.75998486795389
KIF3A	4.32152670033939
DCXR	7.85855769779682
MYL9	7.29866560872906
PDIA6	7.07313068036136
CDC23	7.57040109933227
CASKIN2	4.32560589559166
PBXIP1	4.52955709059211
EHD1	5.9178397793946
NBL1	7.38708557169317
MARCKSL1	9.1799830240551
RAB11FIP5	4.87185420801748
CDKN1A	7.01205927283802
NCK1	8.14618812801325
SAPS3	6.1513258216029
ZNF550	3.61542444104499
TRAF3IP3	3.36007386691861
LSR	6.05610862595652
MIS12	8.017933526334
KIAA0774	2.76306320244911
CXorf1	3.44246100977265
CUL7	5.39580383216297
DIO1	3.43173388633058
LIPC	3.4194901311973
EIF2B1	8.7661311398411
OMP	3.37358525883545
HS3ST2	3.93073255587339
C20orf11	6.98428502261574
CTRL	3.40158422607525
GSTZ1	6.2709723720374
PAK4	5.90070892646461
CCRL1	3.28000156929499
RNF10	6.44024479142282
MAGOH	6.80943539407312
CENPB	5.51800691328567
C19orf7	8.03622476747657
JMJD1A	8.48814181791665
GATA2	3.54060330416706
HIST1H4H	3.28160266525312
CELSR2	6.4762993708918
GABRA5	2.96669651137743
STAM2	4.44684376706503
GPC3	8.94023920769907
GRP	2.93568231440516
SV2A	3.83470761240931
EBNA1BP2	8.2785216304163
TAF1C	4.95834959912927
MAGEA12	3.65597284167202
GSG1	3.05537826674103
PDGFRA	5.24648909405618
CACNG1	4.19959147562547
CIAPIN1	5.80999141332138
CSTB	10.7953076445422
FRMPD1	4.17323671726134
PTPRJ	2.99217052284920
ZNF668	4.25906480685616
PLEKHJ1	5.47185987027777
ADAT1	5.13654138220006
TMEM50A	8.161193866303
CENPI	3.81900990786553
HOOK1	6.29178210656366
RPP21	7.58198906897476
GTF2E2	6.61391274760778
IL17B	3.25311805135663
CCNF	3.87948537611487
CRYL1	4.36601558975555
FOXH1	3.03997041272224
NFYB	5.634017782261
KCNQ3	4.09008349851938
PPM1G	7.02545203114748
NOVA1	3.21003869440964
FZD3	5.6560208661425
NMT1	5.68498623197768
AKAP8	6.17972613631787
SOCS5	6.23415756106347
HADHA	7.73066188661499
PLEKHF1	5.89028422614578
DLG5	8.86890269683218
CFDP1	5.76888324441638
SAGE1	2.99075795170265
PGM5	3.31645859799404
C1orf144	4.95904122799247
SUHW4	5.06244854866772
TFEB	4.51932538718909
RND2	3.16965133198063
ATG12	6.53996469271076
BMI1	6.88093494462759
RNMT	5.49668155689366
MASP1	3.23230131950693
MYH4	3.11783536734788
SLURP1	3.12216146500605
KIAA0984	3.39915494855248
ASTN1	3.27029832105592
MYCL1	5.94113816679783
SH3BGR	4.52430508860232
RPAP2	4.86597061319252
FOSB	5.60901626110082
KRT35	3.12097883738183
MIA3	5.4178872730661
KIR3DL3	3.64986070329272
SEMA3F	5.42417526092733
TMEM135	6.86542962334498
SLC27A2	5.80202039053261
NDUFB2	9.11813124518934
FAM46C	4.29407282424601
G6PC	2.90630591958494
KRT33A	3.92845738145534
OVOL1	3.3134444050708
PAMCI	6.66942943859474
S100A7	3.37917685750541
MAPKBP1	5.34198389646344
CPE	6.01727857494428
HARS2	6.84900538511819
GNB1	8.00551267716864
TRIM46	3.33175575569132
UPF3B	7.51257470956377
CXCR6	3.72214441233860
C16orf3	3.33141285490818
HLA-DOB	7.29158428123198
HPSE	6.4517468906179
GSCL	2.93731625317912
POLD1	4.88409187302945
DMWD	4.49836996592436
CALD1	6.4767923008293
LCAT	3.45311951296327
SCRT1	2.93852961373409
ST6GAL1	5.12239657869518
POMC	2.92620857050511
UNC84B	5.3427844970888
NSMAF	6.729483727848
ADSS	7.65581707858183
SKIL	3.46945973409675
HMGCS1	5.24583091619145
PYGO1	2.97599337841434
POLR3F	5.86709545274835
ZNF277P	6.2512047104983
CNNM3	5.42569497166765
WRNIP1	3.28590647205683
ALAS2	3.50931400018904
MRPL23	6.3301028223113
ST3GAL5	4.40253876351277
ZBTB7B	3.5708763389279
DHRS1	6.74968839680882
NFKBIA	10.511853973906
CNOT3	3.87823150331292
GAK	6.8759590001538
SFT2D2	4.96083494402125
HOXA6	3.32732155798322
PSMA6	10.8076466734073
CRTC1	4.38094294269461
LY6D	3.20192542455150
CPT1A	3.46264280446548
ALMS1	6.08279225267899
LMO1	3.55332578527501
EIF3I	9.01802796431345
DCN	8.6904419098445
PRB4	4.51716439436196
MCM3APAS	5.48260524957517
SUCLG2	6.31515094459657
FOXF2	3.36581567499069
MLH1	7.28833511180776
S100A12	3.76203089077411
ABHD14A	5.35637445814312
DEXI	4.93375376874264
ACTN1	8.55624338561767
AMPD2	6.74858341331402
IFNAR2	6.32686654187785
CYB5A	7.70848645006557
TLOC1	8.61408860732036
NRBF2	5.59192473029972
MKS1	4.34327112434981
P2RY11	2.92206142113256
CX3CR1	6.24784466973766
PDE1B	3.24069002883414
KCTD3	6.1752938521598
ITGAE	8.0495479677493
SLC30A3	4.0719817615059
KISS1	3.26368827899129
PLP1	3.30823611031404
C14orf2	9.09703549479987
IFRD2	6.32081445587769
ANKRD7	3.15754261726445
XAB1	8.45850474097521
NARS2	8.0822328699894
TMLHE	4.28109166844377
SERPINB3	2.77487621767833
FAM127B	5.9377549079663
ZNF391	3.38325445579419
ABCA5	4.66582967874467
DNAJB14	5.78962259282132
TSFM	6.94727361469004
WRB	6.58858094571016
ABCC8	3.35651523955937
MAP1S	5.37878354188588
BPI	3.05266389669331
TTC4	6.79862832405413
BNC2	5.25590525166089
HIST1H4A	3.23747782187745
NDUFS3	8.44460457955402
WDR3	7.90129274396608
MAGED1	8.4602777752475
TTC33	4.65013689843923
CPN2	3.50332145548863
STMN2	2.83013595437075
PCOLCE2	3.24575868539999
ROR1	3.77232031335184
HSD17B14	4.63200284960448
SAMD4B	3.52557385625013
HEXA	8.77392766317548
USP39	7.17248382009114
HNRNPU	5.86246133116729
NRD1	8.3732378184594
ATXN2L	3.68696039226285
MAP2K3	5.81818348527625
FLT4	4.30686731483477
OMG	3.30390335135852
SCAP	6.06873793932307
ELA2	2.88970419715689
NARS	11.149837807224
PRCC	6.13352323765471
ZNF675	2.90301040681502
VENTXP1	3.06771827569392
CALCOCO1	6.17537624714774
ZBTB32	3.74545491314757
RFC5	6.85351706497195
BRAF	4.73025565857295
PAX5	3.82108893540816
MGC14376	5.48979333828944
TNFSF5IP1	10.4141752646244
PEBP1	9.75691196028144
AAK1	3.71094786135869
FBXO2	3.77113115956639
RMND1	4.29990278764392
IGKV1-5	3.92692292319736
COL1A2	11.5540723721826
SERPINA5	3.87990626916479
GMEB1	4.58171019998628
AKT3	3.17203051926436
AANAT	2.82955880778575
CRB1	3.54623837073561
C19orf21	6.34026521541042
UBR4	8.58182706265046
LTBP3	6.50293011173718
AMHR2	3.51226063029112
CTTN	7.05292735716677
UTP15	3.23558684955477
C20orf39	5.643993989452
MYBBP1A	6.17540122362684
HSBP1	7.79880153749464
PROCR	4.68677278843163
PHF11	8.49326605571348
PASK	5.19604569998469
RFXDC2	5.13213397016619
KIAA0467	4.17661389010889
NDEL1	6.41820430625376
USP8	8.28254762437793
BAIAP2	4.30656642264381
SI	2.87388375785391
ARSJ	3.25888199136714
GULP1	4.35542153879884
KCNE4	4.18186592593721
KCNS3	5.60153210189842
BAAT	3.51614569877941
DKFZp434K191	3.28702510418144
MBD1	6.9334399732087
ITGAL	3.70365617436804
WDR73	7.1992971632866
ARFGAP1	4.90789838290253
ZBTB40	4.83286906230159
CH25H	4.2080744658011
LOC81691	3.84486338355888
CYP4B1	6.78831667775304
ALPL	3.60929610260878
FOLR3	3.99497486853425
CHST3	4.44217002291726
TRIM62	4.19012699047505
MAP3K9	3.27837005045440
ABLIM1	8.15744917437184
BTAF1	8.664130837372
MAST3	4.89768216636415
RBM35B	5.29579611426431
ANKRD25	5.5330535384036
RYBP	7.7128952316384
UQCRC2	8.73027048339835
TTC26	4.03932221198271
ZNF22	8.58993431220915
MAEA	8.3982009094197
RNPEPL1	3.91870831380724
HYAL1	3.66805482057453
PSD3	3.84266022961142
AGR2	3.66126957138935
HDLBP	6.89548727080208
GNB3	3.93843521003279
HECW1	3.70411841615627
ACTR2	8.49954082412216
HMGB1	10.5064907628597
EDG1	3.75630007464688
HOPX	8.1682961326999
ZNF304	4.93919717310404
OR12D3	3.38535161687546
METTL1	6.48554227204778
PSPH	3.62854655245233
SOAT2	3.47167806687894
RAP1GDS1	5.47503500464325
CLCA3	2.89943667744782
DARS2	4.65025831988941
CDC25A	4.41128456127197
RCN3	4.58939730145132
CREBL1	4.27289442434556
PTGER3	3.43617777603118
USP29	3.82691394731643
ARHGEF10L	4.93698221140104
ADAM30	3.24425929764086
ATOX1	7.96961004544535
KIF26B	3.87756114583376
C17orf70	5.54201953956992
STT3A	6.43854111477958
ZNF225	3.21456266010517
DNASE1	3.22603493239701
C1orf106	7.3911976925082
PTN	4.14881417780389
RAB6IP1	7.00219643742393
HECA	8.5704981517165
RAE1	6.64702236695713
TNIK	4.42847582827312
RNF122	4.08732638173841
ACTN3	3.42526252372818
SLC22A18AS	3.8843156862731
CCNA1	3.78640015871773
ELP4	5.27016797960527
FAM65A	6.05173617935498
IL26	3.18361796720048
RYK	6.10009877242999
QARS	9.09812849045157
RPL10A	12.1174555658818
LRP3	4.29771044416258
OR2S2	3.2863809355325
BID	6.52885742670906
IRS4	3.59089972019535
MACF1	7.87176633506732
CXCL14	5.94879006590188
SEC24D	4.34059596840406
LOC374395	3.6941549795086
TGFB2	3.066115311049
CHRNE	6.19077581342935
MDFIC	4.43086737200278
HSPB8	4.44421745511631
PRDM14	3.47231762565587
MNAT1	5.5794365622925
ADD3	9.24793432031981
MBNL2	4.88549027613532
KLK6	8.67567410929947
ATP6V0D1	8.00322759696099
MTA2	3.28655423657894
TMEM111	7.9512781330543
KIAA1279	7.54151638216373
LZTR1	5.14836517069737
RAP1A	8.0065058590061
AXIN1	5.39504337515616
POLR1C	6.8761851092288
TRIO	4.74004433906447
NUBP2	5.33236140715827
ID3	5.04730433891649
TM9SF1	7.1791513133918
POU4F2	2.94816659813148
ZNF473	4.09151431899899
IQCK	5.51121421085134
MTM1	5.56749495952405
GPR107	5.90268985189302
CAPN3	3.76390974878309
FLJ14154	6.3968906053836
RECQL	6.16244526727066
AP1G1	6.11321866765044
CTNNBL1	5.86694213002781
ENPP4	4.86997095787652
PADI3	3.33533105939492
ECHDC1	7.55776809361192
RNF170	5.73620237409218
SMARCC1	6.62629300949478
C16orf7	3.52625445499456
CG018	3.97024257587931
GNAI3	7.84541874367962
KCNE1	3.21859013653761
POLG2	6.1549412264801
CD4	5.99936206131648
EBI2	7.75078302949909
IRF1	9.88310032247914
TPD52L2	6.85131708737276
PTPRE	5.3119814932683
PTK2B	3.72741768439347
SDHB	6.95408517202678
SOX4	7.99970725582918
TSPAN3	9.56317927800281
RHOF	6.09552370713386
SH2D1A	3.35795343177642
PTPLAD1	6.92170394585737
DUSP22	7.57130257810436
USP20	4.90919140128973
CALB1	3.22312232758554
DERA	8.79481959413105
TMEM118	5.76053235503168
MCRS1	5.90397991631732
C18orf8	6.70798601992031
FLJ10241	6.31149015393271
GINS3	4.74279532802798
C19orf53	8.79385123134267
TPP2	6.52671365979901
GJA12	3.72011658054747
PKD1	3.73422575270296
ST6GALNAC5	6.18962777846042
JAM3	4.94250197711776
CHSY1	7.89811273482988
LAPTM4A	10.8868899292123
TRPM8	3.56839686373077
MYOM1	5.16919362229133
PHKG2	5.54681605574106
EXT2	6.28794581239016
MOBKL1B	8.39640043703225
DIAPH2	4.40906872202359
DOLK	5.81236515726043
TUBAL3	3.83756143318413
CRYZL1	5.45261289702561
CLN8	3.98782528678264
PTPN12	4.90706568625287
ABL2	3.59165918789095
ACVRL1	3.31647655201626
C14orf156	9.00190224933364
CRY2	4.90058824691127
PTPRZ1	3.01030101422685
LAMP1	7.16003758511292
PNPLA4	5.6080308591654
FCGR2B	6.57271433373848
DIP2C	5.76592412323403
RXRA	4.89210103749589
MAP3K5	5.46538405567395
PDLIM7	3.74991176686678
ALKBH1	7.04546922520711
ARL14	2.83925790829471
SNIP1	4.63174613705791
CLDN11	3.47313482649121
TIMP3	7.27191164029085
CIB2	4.47011753450292
HRK	3.32280576490209
MXRA8	5.7222976592668
RGS3	4.80130773884288
SPAG16	5.8795018290487
C4orf31	3.5855733684067
