Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_H10_491222
Composite Element REF	Signal
MGC3196	7.80917835775525
FLJ31568	3.38484038877275
DNMBP	6.43366388001915
LPHN1	6.08558688982528
NQO1	6.84962118968039
ZSCAN2	3.45882736396461
SP1	3.34933090873347
TOX4	6.16457675891173
SEC24C	7.11782839359771
HSPA9	8.65529727359227
APOBEC1	3.22943773189837
SURF1	8.90355293433188
LSM5	6.23005900054545
ZBTB1	4.35143331131818
GTF2F1	5.62436978404076
DUSP21	3.26612125670630
RPS15A	12.3329668044760
TAF1	4.34030012803278
GINS4	5.73970717714586
MYO15A	3.51938766166828
AP1G2	5.76419603972475
RBM42	5.48030171752586
HCN2	3.66799431421635
UTP3	7.12978138571618
HNRPA3	8.01480662063999
CKLF	7.22021283658371
U1SNRNPBP	6.10831594888853
FLJ20674	4.32874230229852
RUSC1	7.72647928617646
MBNL1	7.05262824541947
NUP160	4.57907615450525
GRIK5	3.96463444312117
USP21	5.30420006366337
FLJ22639	3.84383816786753
HAND1	4.60411837373423
ORMDL2	8.40926506362626
SERPINB1	8.34681979705796
FGA	3.11494058467493
PRSS7	3.31191873419831
IGFBP1	2.89957791972980
SLC1A1	3.6532259114916
DHX57	4.55713972523059
PSAT1	4.76503544491916
FLJ13195	4.38064812879884
GDPD3	3.81568261306803
PTPN21	3.44942021757143
TBR1	3.29438783271885
TBC1D1	5.26736450103746
IFNG	3.22625092089773
FOS	8.66060627151465
IQGAP1	8.63579925494579
ZNF226	4.97673227048518
EMD	5.45753030199551
RETN	3.97400979459004
APH1A	8.60453173826736
C14orf1	5.48068544312926
PUS7	6.87371895348075
PAFAH2	4.02140599834322
NPEPL1	4.53756583865043
RP11-114G1.1	3.54379259997778
TUBB6	7.86172502242801
FOXL2	3.14821774673945
LATS1	3.49920150568946
BAZ2A	5.48382832137447
KCNQ2	3.13521609315714
SPOCK2	5.16588287309584
MARCH6	7.848931386878
MGC10334	5.25551070270509
HTATIP2	6.09088677370688
CENTA2	6.05438919407629
FGF2	3.74626469045028
FXYD7	3.18790793674686
CCDC33	3.11145569040874
PRODH	3.73379839612726
DDX6	4.01031843154459
SLC43A1	3.45781683007344
NTN1	3.3938813875709
ING4	5.81860314283263
DPH2	5.95745120782894
ZNF313	6.95178609727921
VPS28	8.76507805003055
FCGR2C	3.39287290168618
DIAPH1	6.07827135919512
CEP76	4.40662594739308
CORO1A	4.6986109925817
TRAF4	4.183569054684
ZNF460	3.26771139470563
RRM2	8.05520497140112
EDG4	4.88952234485812
OS9	8.05190773507923
SLC4A1AP	6.52126962604507
COG5	6.54283799154819
COPS8	7.0328293475922
NGLY1	7.97593540837302
AKAP9	4.84843172781834
NCBP2	8.28762037662943
C17orf42	5.99324913120157
GPSM3	4.80072447003572
SLC20A1	8.2141271360124
SIL1	5.47995266416754
LDB2	4.38591149481170
ASB6	6.22092456457331
KLK5	4.72534410091514
SMAD5OS	3.36793152422237
UNC93A	3.19707387774232
SPTB	3.79838913272753
EFEMP2	5.92273782186479
EFNB2	4.06882894568269
C21orf62	3.09285035376525
PCM1	6.30424519201935
FMO5	3.68476766502359
TSG101	8.34979981365574
CEBPG	5.77897234619617
GTF3C4	5.80869026510919
ABHD3	6.91988787855277
TNFRSF1B	5.56518030870645
CLEC1A	3.9677344435155
IQSEC1	4.73630891816684
PIGN	5.31078499886933
PATZ1	4.15803054988805
RBM22	8.09485394086105
AEBP1	8.01549961685176
BAG2	4.78798832093275
PAQR5	3.26044781985418
C9orf127	4.61344799273538
THNSL1	3.67365855758251
ANKRD2	3.51958706590383
JAM2	4.53850262760993
SNRPN	3.55063254402143
ALX4	3.56115320463667
FAM130A1	6.18134989331526
CACNA1S	3.33523577287868
TRIM38	7.05956561323984
CORIN	2.82189384870846
TMCC1	4.82869318734711
PCLKC	3.74983946175539
PLEKHG6	3.82690754844130
LRRC40	7.53745718435843
SMG5	5.68297744389768
NCAPD2	5.05946312816373
WNT2B	3.58425341400427
DCP2	7.49089542374215
ASNS	7.15360073564796
MRPL49	8.91686378352372
TMEM24	5.00931488529504
RPL18	11.2244084668231
SMU1	4.58886615104175
ISG20	4.80156223428557
CASZ1	4.58580439673957
POLR1D	9.45914428519024
GIN1	5.07759597825909
TMEM177	5.76237413045712
CDKN2AIP	5.65824842619554
KRR1	7.38817065080776
CXCL1	6.06006407207698
C1D	7.34654687180765
EPM2A	3.72321336128142
LDHC	3.57163820202515
PC	3.69504558414688
PDZRN4	3.02062360643957
FAH	5.98975611720078
UBE4B	4.2411583515985
NIT1	6.94012501691647
CDC2L6	5.59551667148364
BTN3A3	7.74021299343758
PAX8	5.26042771906569
PRO2012	2.90446814792975
BEX1	3.89483764956816
COMMD3	7.93719347778837
MRPL40	6.93753582173512
SLC2A4	3.39446269461032
SHFM1	7.4035388273518
PKMYT1	3.65571926779379
FEZF2	3.66934638852185
DUT	9.26003110194877
LRRC59	8.20051775566852
LY6H	2.84977016134
MAP2	4.15175177050618
LYL1	3.98896676490935
EDEM1	5.48521291403245
NOS3	3.67974928680386
ZNF34	5.26064608476956
ADH1A	3.55333082474283
CYP11B1	3.22108023594297
CDC73	6.82540283111458
GPR172A	6.46717640412306
GSTM3	4.05759120637342
C19orf54	6.10863117180487
KCNA5	4.72683857018135
FLRT2	4.20812523434654
WRN	5.12935613228777
ANAPC5	7.9315086962376
SDF2	6.51717917542026
KRT8P12	3.90455533773046
DZIP3	3.80955825283721
C15orf24	8.3445995983696
NFATC2IP	6.14774744123079
RIT1	4.53722420766116
RHBDF2	5.89373257542615
SCML1	7.22751855807116
MED9	3.95571100389407
RAB13	9.8589365700276
FBXW11	5.93696658077083
ETAA1	6.47485087848239
C14orf131	4.8628498659116
SLC12A5	3.67145176709726
PHF14	2.81669443766944
NRIP3	4.17217293517135
TMEM121	3.33315466771265
NOS1AP	4.43598226655736
FAM3A	5.47585586195964
RPL13	11.9852690308066
PRDX2	8.78510818894768
SAP30BP	6.92288977330348
WDR76	3.84386748902105
PRMT3	6.06303442170341
TRIM10	3.72594034831976
FAM82B	7.47219204255185
GCNT4	3.28517162020704
MAP9	4.18744858321409
GPRASP1	3.94888816001014
CXorf36	3.75626199499546
CDKN1C	4.91290714809912
DSCR3	4.79772949488808
ZFAND3	5.96571956269916
C7orf43	4.68929069203198
HSPH1	7.4678504170497
SPSB3	6.21427449958835
AQP1	4.5636870392688
COL17A1	3.81940681245207
GFAP	3.43368056046243
CDC16	6.75297082690781
KIAA1614	3.21740545480559
PRSS16	6.25780230405638
KIF13B	4.83089097592204
PCDH9	3.02393366669779
MKRN3	3.43442461762268
ADAMTS13	3.92808232584688
ITFG1	7.58813793084929
TUBG2	4.03638006606518
TTYH1	2.93367516869308
SFRS7	9.41161377997147
C3orf18	4.55242543042194
FLJ13236	3.95779479988523
C18orf25	5.25760033914729
EXTL1	3.60812800801021
RANBP10	4.17962014920650
RARG	4.21764743841605
MYO7A	3.90520142541646
SFRS18	8.46879256199422
CD96	3.38388487325379
ACVR1B	4.47660345489794
DENND1C	4.09724885472619
RBMS3	3.97271507072799
SLC41A3	5.82536925002516
PSMD1	8.67720885305198
DGCR6L	3.01835776933563
ILVBL	5.81281470724377
CSNK1G3	6.49298758277413
RNF186	3.39969085401495
IFNGR1	8.5283999770163
MAGEL2	4.05350269102251
TSPAN6	8.70826004640063
SLC29A2	6.95056043550523
MSL2L1	6.58933889133605
MATN2	9.78620560427401
ST6GALNAC2	6.2238019902475
RBMX	9.1218395436003
MPP3	3.97313967828918
FGL1	4.04539473215414
PSORS1C2	3.56649354979651
RAD51L3	3.81474653929322
ARHGEF6	5.16371231892404
TGFBR2	4.50586654189948
ORAI2	3.99512052101219
CDC123	8.06442109339383
IL33	2.82616770533656
DEAF1	4.24110916884443
AMN	3.6571975118499
MSLN	8.44470693593843
DEFA6	3.31029866110192
WWTR1	5.97120883551595
COBL	3.99794902557982
PPP1R16B	3.94744636963392
CIB1	7.72782585451383
TSSK1B	2.97706308895085
GAS7	4.62459524065656
MDN1	6.98566651081864
HAAO	3.83478542939998
HLA-DRB1	10.9217161112764
CTNNAL1	6.42475640656085
TLE6	3.29304892234952
CIT	6.45360799263064
TNFAIP2	9.33588915658087
FOXN1	3.12231868572932
HERC4	3.98797383060722
DRAP1	6.83371230340372
PEMT	6.02071905521102
SLC38A1	8.62782729747713
ARHGAP6	3.25205454706654
PHF20L1	5.29782586957638
MCM3AP	5.31865506354288
MYO1F	4.9665714587295
RAB11A	9.75628032222588
PTBP2	6.24620869102654
SNX1	6.05228130423473
CTB-1048E9.5	4.58125024139749
C19orf60	6.62781772576383
C7orf25	4.45359518298468
ELF5	3.30265021822394
HOXB9	3.33035302376772
RBM8A	7.42930418781954
PARP3	4.80546462677883
ITGA9	3.51828696318025
ZFR	6.31285263409988
VANGL1	6.40933628913293
FLJ20699	4.23853390048666
ACSL6	2.91128079454239
CHAF1B	4.22170437582674
NDUFA3	8.87696951634546
FABP4	3.45961096975873
KCNB1	3.62249426209342
CANX	8.85835091203309
SLC25A28	5.94286695121471
SHARPIN	6.25601398934189
ADIPOR2	6.28414123796603
TTC23	4.65172903085045
UGP2	9.14277830191065
ECHDC2	7.5479593218217
CIRBP	7.70486119809121
SEC14L4	3.74518786183792
SMA4	4.58107378158215
FRZB	4.30417053446887
PABPC1	12.1666084241222
APOBEC3G	8.22274833238082
CUEDC1	5.34526121086573
CLDN8	3.18861087818198
VPS52	8.49335915314917
LOC23117	8.89758154341934
FAT	7.03673973779776
M6PRBP1	6.8685902965948
PPM1F	4.69782872402473
TSR1	6.62035855879281
E2F6	7.08744001796038
TMEM126B	9.56959385233668
ZFHX3	4.85666260253574
PCSK5	3.7599602911467
HEMK1	4.84487765078482
GIMAP5	5.22316313994955
DPY19L4	6.45780030115414
FAM77C	3.59034890455465
CTPS2	5.12552004713617
NDUFA9	8.35136631373395
SCRIB	7.52334287839189
AURKC	3.89409158833703
LOC51035	5.64193024008222
RSRC2	8.79342232605876
ORM2	3.47640049211735
FAM115A	5.09726895105854
EGLN3	4.28483779370091
FZD6	6.84362648212127
PITX3	3.53655291540851
GPX3	6.73028416771735
UNC119	4.71859736128362
NOV	5.00199018574326
GRM4	3.51458440325315
CABC1	7.40891199220051
KLK1	4.15286412556800
GPM6B	5.46294853255621
RRAGD	6.19382626556572
EIF2S2	7.98709995128966
RNF130	8.1635859555613
CKAP5	6.4606876082721
UCHL5	5.78239788996474
C10orf18	8.23899213979767
TMEM93	7.708713449588
KCNMB2	3.91448860461361
AIM2	4.23359422538836
PNO1	7.22057066326912
ANK3	6.83614245353198
OR2F2	3.18397136007008
GNAT2	3.37237914779598
KRT5	5.14021473575738
ST13	8.98472944325694
SIX1	6.21587851360567
TIMP2	5.62123115376269
CDH12	3.85811591810353
ZMAT4	3.52817268849560
QRSL1	5.7593292753717
CCL15	3.37926822786321
GTF2IRD1	7.25090715661813
CCDC22	4.51772512726769
SNX24	5.57457297137363
RARS	9.72659663233087
MORC2	5.16266115480691
FAM48A	5.53819106384924
FOXD1	3.25537570444756
COX4I1	8.46968839006883
DSN1	5.52710886961459
AMT	5.62107740866879
GPRC5B	6.35000303942927
CTAGE1	2.88027425133984
DTWD1	6.08981607164234
STRN4	4.85762882656609
KITLG	3.05891641810166
HSD11B1	3.97192720924628
HDGF	10.0180923348608
KRT6B	3.52839902309944
SUMO4	7.57841346450799
ARID4B	5.39442789083065
SATL1	4.63475810536873
SETX	6.86432653471625
DDR2	4.46559517500638
KCTD12	8.84644541970493
WWP2	4.63744155396627
CTSH	8.17929545827675
FASTKD1	7.62281751695476
PAF1	4.90868974183577
IFT57	8.93943340488898
TMEM2	4.99302638859594
ZNF592	5.07076446336272
TNFSF9	3.82870596923899
PPFIA4	3.4502837192316
CFP	3.62162298988588
DCTD	6.44696110448882
CNIH3	3.44543560458547
MAP4K4	5.28228786120375
ROD1	4.44738016090222
MFNG	3.56733839724022
JMJD2B	4.83995561747115
DOCK3	3.06326142882646
STX16	5.15772455140708
ALDH3B1	5.118838285301
THSD4	7.84325986361608
DLAT	6.86710205299165
KIF21B	3.98726626766984
FEZ2	6.6242375726556
CDC5L	6.27233020987086
KCNJ5	3.58254297017308
LMNA	6.62732981817016
TBCD	5.6068327165344
ZNF250	6.07752768934243
CASQ2	4.28583452728833
PEG10	4.00261348748213
TPSD1	3.34295128947789
PRAME	6.13170611320824
NP	6.77774452768098
ZNF12	6.52076541164229
XTP3TPA	8.60855082828774
SIGLEC7	4.0736166306838
FAM70A	3.65396027122726
PANK4	4.87533230635068
SNED1	4.03911852245107
HIP1	4.21967076088045
WNK1	6.16817843539737
AHNAK2	7.19744573823906
FLJ10490	3.77621774822843
TOE1	6.83908727378286
RECQL4	4.78063467765429
PPA1	11.8643023500538
DPAGT1	7.60795965765805
HAS1	3.75304032205606
ST7	5.29855220815466
MAGED2	7.82952987181225
ANKRD55	3.39900744182333
TRPS1	7.4670896886979
POPDC3	2.93416452613476
ACOX2	3.98236408692530
TFPI2	7.43589416422736
CYP4F11	3.72647013921959
PDHB	7.87694666647331
ERN1	3.38715790062869
LHX2	3.6920312933484
B3GALT1	3.07412202188135
ADAMTS5	3.64917557687087
NOTCH3	4.88790601797302
C1orf116	3.49538796646651
UGCGL1	5.01137605407165
NF2	3.72680084800598
POM121	3.60075853615006
CLPP	6.72848636766444
MTMR3	4.15334652936264
ATP1B3	9.25147345338606
TMEM16A	3.49279192308008
HIST1H3F	2.72321888270114
TRIM25	4.18093274704952
CRKL	4.81796985483541
HOXB2	5.05451936524767
ANP32B	9.93669032186112
NUP62	6.50775049100973
GATM	4.58016723114932
AP4E1	3.33655926933517
RASA3	2.97130717149784
EDG5	3.4773779614756
CDKN3	6.73763788966199
CDH4	3.21198688914968
PGD	5.86243389900542
TMEM168	5.59101606922619
RND1	4.46158673314898
GAD1	3.02970207965817
MPG	5.34834711697538
ZNF133	5.96757034529114
LOC440350	3.8451300328799
FJX1	6.70463644084228
CLCF1	4.77759565448381
AMELY	3.32873189498822
PHTF2	4.30779823704111
IGSF2	3.58516840658733
TFF3	3.49721765202226
NDFIP1	8.31258497701022
IQCC	3.69771760324791
CUTA	10.4082825699261
HEYL	3.64399828172258
FTSJ2	5.88045895459654
APPL1	6.02641858304696
TNR	3.34621869806799
WAC	7.85334439625098
ADCY9	4.25143300066813
PYCRL	5.55723989452496
PCGF1	6.82740357098934
PTPN13	4.89609603093762
AGPAT7	4.85950113737171
SSTR5	3.7245249900717
CDKAL1	3.44439036584123
PDYN	4.63735785808485
SFRP1	4.2487538072879
VAV3	8.73511511285987
MTMR11	5.30909729928113
SUOX	6.87909409623704
IDH3B	8.40505873051393
STXBP3	8.07282820683837
EIF3G	8.31678877816374
GOLT1B	5.76372611595041
ARHGAP22	3.47448763062652
NPFFR1	4.50156303416683
NPC1	6.56591567580474
ALDH9A1	8.49507695625571
ICAM5	3.34106120339131
ADD2	3.41879944024468
RASSF1	4.49909077498307
PITPNB	9.3355652275555
PAPOLB	3.28135348670552
URM1	6.33478106456753
TMEM106B	7.32650670473027
LRIG2	4.59847317185551
SLC27A5	4.3254719472084
CDKL1	3.79878542319462
PRODH2	3.57704094151217
SFRS11	9.52235260570454
IL7	3.75058555397671
SCN9A	3.38344063030693
BTG3	8.76244510040976
PAK2	7.35033021865617
ATP2B1	6.39838738346055
GATA4	3.4608273173496
PRKAG1	7.69629050999955
FAM64A	6.67417674794362
ATF7IP2	4.46033627637949
EEF1G	12.1000360333557
INCENP	3.71818374885366
SMAD5	5.51841075864896
GARS	8.65911049816144
CDK10	4.36912204990095
HLX	4.53268266136228
ELAVL3	3.87194047807079
MDM4	3.1283101516766
GNL2	8.25276286719954
CDX1	4.59060018388700
PFDN2	7.92725043900258
ZNF200	4.74088319454421
NDN	4.77164743616538
PRR3	5.33596586954709
HBA2	3.78137422253352
FBLN5	5.20239200073792
PUM1	8.81172334376224
CCDC88A	3.35385351685984
TNNT1	3.42717637463036
KLHL24	6.12890967784239
HNRPH2	8.48939046668097
RAB7A	8.04343820459144
SGPP1	3.61053421762781
PMS2	5.22183577810565
ARNT2	4.95005622343452
CBR1	5.66015697314478
ITPR3	6.24423592086257
BIRC3	9.61148200340927
NRSN2	5.01346307765572
SPOCK1	4.54542019631786
H2AFY	8.48797076154205
RXRB	5.00287406110505
ZNF638	8.20118062317482
APBA1	3.65344635707
RAB2A	5.78198686983655
ACTN4	6.57185585290575
FXC1	5.14914564590295
C6orf162	4.38762177166091
HPSE2	3.54961747689716
PLCE1	3.86681717787635
INSL3	3.10322632862022
PTPLA	3.43659222442537
EIF2B5	6.35548579430064
DLG1	6.54844871340882
PINK1	5.10071238038974
TFIP11	5.32166624473814
VPS33A	4.57498738308605
SKIP	5.01670339968977
GRAP2	3.07203166239663
GAPDHS	3.31788234860001
POLR2G	8.04365430006924
CNTNAP1	4.51627388673215
PSTPIP1	3.56443375089147
CYP26A1	3.90917510032864
APOL2	4.85167689921868
TACC2	6.26889103754232
CNBP	10.7562588386156
WASF1	7.75349670259623
HSPB1	10.5614812921547
INPP5E	5.39920098425792
COX7A2L	10.0600350371599
HSD17B1	4.17507025018144
ARRB2	5.18732639652272
CUBN	4.10391862541995
SLC7A6	4.00926533045993
IGF1	6.34396451167717
ITPK1	5.46712166328481
NAALAD2	3.19602648314955
G3BP1	7.41770459015383
HSD17B10	8.40595113516994
NUP155	6.17210745307584
CYP39A1	3.38529157474096
GLULD1	3.02601731120539
RBM15	7.92823091375496
AMZ2	7.80991832967628
GDF15	3.29151894233312
CYCS	10.3813112433270
TECTA	3.22053656727443
CCDC46	3.9188833406272
GNAL	3.25641372790067
LPO	3.4488542164652
GZMM	3.59559144888559
PAIP1	8.14795777832168
DDX11	5.67460424691004
TAF9B	3.67061584043739
CACNA2D1	4.21840433654435
IMP4	7.06346634656714
SH3BP4	6.96879544283987
PADI1	4.17650660885905
DEC1	3.57910804346231
PON3	3.46103735535844
PROP1	3.2888923989567
UBB	10.2644743856261
RPA4	3.05807548007348
TCF25	7.29544175540071
NDUFS1	8.10931482205548
UPK1A	3.45378367423875
AES	6.19381558984819
PPP1R13B	5.65773527445453
TCL6	3.43366209736495
ARL2	8.27154110702815
CD2BP2	6.8030967416201
TOP3A	3.92212967449644
CHRM5	3.41621187765082
FGFR1	5.13962863274566
UGT2B17	3.03513284506056
CEACAM6	4.10076931639259
CERK	5.89976431624852
FXYD6	6.68136957683626
AP3S2	6.13103173765884
ZNF208	3.05547624305104
CARKL	5.78026911902611
HIST1H4E	3.32060335803636
GOT1	7.95596183543857
BBC3	5.3178212254901
CASP6	6.22624386392199
HOXA1	3.81986411153611
RCL1	7.06242911428796
RAB40B	7.1929898619548
PI4KB	6.00344877024284
LRRN2	4.52751315831816
B3GAT1	3.14716206149709
OAZ2	6.87868606109
BET1L	4.23994473586742
NOC4L	4.66329065679802
FRY	3.69958823216967
C10orf12	3.05901580532591
AK3L1	7.69848350537943
FADS1	3.898900070438
CSF3R	3.94194776293546
DKK2	3.66880558102952
POLR3K	5.53959511504293
LBX1	3.40350099128085
ATG2B	5.3311609232863
RHOT1	7.06748523979661
DARS	8.60523533943593
EPS8	6.80198931864234
OXT	3.54740174710067
C10orf56	5.21025337440227
ARL4A	5.83352026229318
CCDC64	3.90794503710315
DAD1	9.64709704779304
HERC2	7.36171451780686
HSD11B2	4.18913865155032
USE1	6.5500014117609
FAM96B	7.96912562623433
HNMT	4.79581207389764
PCGF3	5.70190944737555
BSN	3.68059453265534
CAND1	7.63965557484738
ACTR10	8.97878542182252
NASP	7.61736163833119
C20orf4	6.219560282989
ACSBG2	3.30657476615676
COL9A2	3.55511006254505
RWDD2A	4.9206663302874
PALLD	8.20829062915162
GPC5	3.00065819941981
CENTD2	5.73576888984513
TBL3	5.56163417992626
TLR1	5.7448465633578
LMO6	4.27041410686584
CCDC106	3.84177892713133
KPNA2	8.65200081896576
PARP16	5.69261603374957
PDIA3	9.43542928132123
MACROD1	6.5218375101451
SFRS1	7.09093473316023
DCP1A	5.8088519665435
TMCO3	3.29973737012455
NTN2L	2.90188138768882
CLN5	5.54434532082262
BIRC5	5.58597191497978
PRR16	2.79018550353909
FAM63B	4.35968817508384
GLE1L	3.72283868879765
CES2	5.83129042527328
GNAS	9.35625005397018
KATNB1	4.77697802781804
CPLX3	3.53666424611168
WNT8B	3.7300806519179
TSPAN13	6.66137864185786
MRPL52	3.91595148013729
GHR	3.00164201547223
DUX4	3.59127065704317
BCLAF1	7.91642793266164
GOLGA3	5.40940466231127
CLEC4E	3.73657266349437
SCUBE3	3.99309750062013
UCRC	8.86437924831791
CDKL3	4.00037934385088
MGAT4B	6.65940768625904
BBS7	3.74285472986308
ZNF345	4.86839756738394
RTF1	5.70387833920357
SERPINB9	4.93520714275353
DHRS7	5.47751878110878
RIPK4	7.64568635473498
PLEC1	4.94800355733169
PIP3-E	5.19672668143145
KNTC1	6.99366506148616
EXOSC2	6.13350332648119
MS4A2	3.15097394343980
FGF17	3.47950410957893
WDR59	4.59293145315208
LAIR1	4.69162649801208
EVI2A	6.07732068409403
IL17RC	4.05420998248573
GTF3C3	7.39681027203533
HS3ST1	4.21453612921228
ITGB1BP2	3.1750647663188
RBPJ	9.58343988036705
LRRC8D	8.35698772406908
ALDH18A1	6.67777909643523
INE1	3.9306838358695
TPI1	9.8808422995365
FLJ20035	6.34799273360265
GATA6	6.46767992240343
CABP1	3.38855129992757
RASGRF1	3.36985410093759
C4orf15	7.54425793283666
ALDH2	8.00503545326996
DAPK3	3.23191183047469
C3	9.10492214592111
EMP2	7.68008197026818
GJB1	5.57378642803922
PIN1	5.1424417837641
SLC6A15	3.21585718981393
POLE3	8.70857411799951
RIN2	8.53627211995078
CTSL2	4.63571789894796
APOC4	3.99100224462493
CYorf15B	2.91022988731298
TRIM2	4.99640064639109
CP110	5.67863280347115
KIAA1622	3.40617645373501
DNM1	4.88108081123103
HYOU1	7.55196026145185
OTUD4	5.77742679923964
USP7	6.01993883491338
ZSCAN16	6.18303727013408
ASCC1	6.46895522139925
OTUD3	4.03007335758285
YME1L1	9.28804709105289
HNRNPR	8.91714413803906
SERPING1	7.19770998743771
TPCN1	6.18283728903032
STARD13	4.00077285496859
PCBP4	4.2787347229239
ADI1	9.33209242709787
ASIP	2.99713769292356
CDH10	3.5571429980829
WBSCR22	7.27650128875378
SCP2	8.1390572848462
KL	2.89015951639216
SLC35D2	5.57845216337841
MAFK	3.1561548459838
SON	7.6868209737484
SBNO2	4.46296500259781
RACGAP1	7.9974821278865
SC4MOL	7.07838359332414
SLC6A6	3.47041671767988
OBP2A	3.29259040759563
PSMD3	5.6163171897458
ERLIN2	4.94515463653194
PPP1R9A	4.44537662239208
RAB35	4.73986371905144
PDZRN3	5.54725146273234
AVEN	6.00306851654678
FLJ21075	4.27743370185924
BCAM	5.70197140248543
C14orf132	6.26449571867716
PCK2	7.07237437761526
FKRP	3.3256533784057
HLA-DRA	10.8082315706252
GUCY2C	3.12826404816627
RP11-125A7.3	5.15410824108954
BARX2	3.70755892752484
DAO	3.37191433603338
EDNRA	4.77704336525599
NIPBL	6.30647505801986
ZNF331	6.54589431100386
PPP2R5A	6.0388024705917
HMGN4	8.78588953448931
DDX39	9.3340233535513
EFHC1	6.22821112903237
EIF3M	9.34558310573707
SLC17A3	3.12421015323529
ZNF24	5.63012289631328
ASCIZ	7.01465238710462
FNDC8	3.19131574923239
ESRRA	5.83793267754742
PTMS	4.20658291970401
PHF7	3.78211088824482
PIP4K2B	4.65483091651685
IRF3	5.9041168547098
GPR19	3.89007302978641
HHLA2	3.63546073955146
GMFG	5.33603985349943
BDH2	7.03390991121288
APOBEC2	3.50636388200175
PRSS21	2.89532029290477
PENK	3.30618757632306
PHF16	5.69684763898509
ZMAT5	3.6447061115292
SMAD9	2.84492447310547
SLAMF1	3.32690918431084
RGL1	8.07770663529689
DLGAP4	4.74027754639579
MBD5	4.51727566917707
PHLDA1	4.19279321189293
BACE2	8.6719998953342
APPBP2	5.47042726865099
LIF	5.06533329556644
OXTR	4.70091166716774
ACTC1	3.76011790042837
USP19	4.1306208342534
SUV39H2	3.26953407277362
ERO1L	5.92246526706944
ZNF395	7.16826077860235
CNTFR	3.70427538418968
HIST1H2BL	2.93389610226338
WNT3	3.58268307737929
ZNF549	3.51479229648185
ZNF467	4.84431499384526
SLC25A21	2.98393072660573
IL5	3.08567392235429
CLSTN2	5.25444550119323
LSM12	6.4757068410441
KRT37	3.14536017936397
NACAD	3.69749480575580
NAG18	2.79208965417735
PTGES	4.61208242218197
GDAP1L1	3.05849914818473
MFAP5	4.49262691770478
OPRK1	3.22420471677684
C12orf4	4.59572915663814
NTAN1	5.63265768698444
CST3	9.4396344741017
WDR6	4.98239176822869
NUP88	8.68408318542706
CD300A	4.28690782458812
FCGBP	5.5409803069897
CNIH	9.26537282093006
VASH1	4.37544092802695
DHX16	6.69789647380978
SLC35A5	6.21550915283053
CLEC3B	3.72782076608071
ARL2BP	4.97219285815663
C10orf79	3.23190099356205
ZNF79	3.70821383505705
CRP	3.31220950876378
OCRL	5.08883772338866
GLA	7.28315944553233
NEBL	3.59514113243976
HSPA8	10.2132895166574
DIDO1	4.85966236113781
PLA2R1	2.81278631463473
NGDN	7.38662297527594
CBFA2T2	4.62503523137659
SAC3D1	7.6963481430311
PNOC	3.28734757391257
PIGP	8.04701188301228
AGGF1	6.02486692057931
PRRG1	5.26645758302385
DPF2	7.8550361156549
MYH13	2.8776703820944
TMED9	7.6904419098445
TRPV5	3.44266728504032
UGT2B4	3.03147018414741
PJA2	7.81479239437077
COLEC11	4.06729008430111
SCYE1	7.38532225447715
MED12	5.73076023900161
CARS	7.38683173419101
MYH1	3.19030320378125
CYP7A1	2.90705302981037
PHF1	6.19887588513334
LOC644096	4.95221530856316
FRYL	6.70875690902966
RHOBTB2	3.51954279622452
MMP27	3.06653268350950
ZNF432	5.56459725695371
SRD5A2	3.73954886716891
UTP14C	6.85389069730959
RABEP2	4.50185297400933
VWA1	4.91925579324907
FUBP1	5.11755829333798
IGLL1	3.75745969890852
KIAA0586	4.20296391503477
IL27RA	3.92683417993305
STON1	6.46035852618734
IL5RA	3.45856806987504
PERP	9.92232688315995
SMPD2	4.31682302088266
TNFSF12	4.11994369737253
FN1	9.16955377690699
MTR	6.57646946903825
CSRP3	3.2909879716253
MMP20	3.06934830994213
PHLPPL	5.00953922778592
CBX6	6.40139191460789
DHFR	7.30774377142739
PRG3	3.40422126649534
ALPP	3.47571067497012
ASH1L	4.46756550186083
CHRNA2	4.10325770925797
PPP1R12A	6.57847681033216
RBM38	5.71798113270453
ZNF7	7.05685729876913
RDH8	3.44525460874543
GPR132	3.49359968813112
DGKD	5.69593712566519
TPMT	5.18334521711965
ATP1A1	9.37355472673367
SERTAD2	8.35852055417909
C5orf4	5.24561682404309
ZNF672	5.5803206821173
PLXNB3	3.56957368855033
FAIM3	4.21363512323347
UBQLN2	8.67466598509458
NR1I3	2.98507867762728
ACVR2A	5.67710860972756
YWHAZ	10.1310804225856
LILRP2	3.69050670383686
GNAO1	3.26165837589698
OPA1	5.57377337119804
RPS6KA6	3.67280621640188
RPL10	12.5306281546413
MMP23B	2.99899613205338
PFKL	6.02274453813756
TMEM140	5.18242178511657
AURKB	4.49176454930006
IFI16	10.1436619114895
CSTA	4.92477934666827
PRPF39	5.87684889490036
DISC1	3.99856684489749
USP4	7.28859308451495
OSBPL10	7.69243033464118
CAPN6	3.18604016552425
CLTCL1	3.59571697970550
NUAK1	6.05718479331232
ALG6	7.23098307526402
NPPA	3.89049947357265
LAMB3	4.66898439441951
PPL	5.24576709800756
LRTM1	3.05265875633144
RRAD	3.93747853058561
TIPIN	7.233337785084
CARD14	3.27265612296827
