Hybridization REF	PSHAW_p_TCGA_Batch11_RNA_HT_HG-U133A_96-HTA_D02_433686
Composite Element REF	Signal
USE1	6.16865253319477
FAM96B	8.42337357501764
HNMT	5.04559670439423
PCGF3	5.76494729590802
BSN	3.74789650344661
CAND1	5.77824600896431
ACTR10	8.62367299971604
NASP	6.23595198246608
C20orf4	5.87527595993287
ACSBG2	3.28029544902655
COL9A2	3.95051033370041
RWDD2A	4.19290049256396
PALLD	7.47961906729531
GPC5	2.72649695626982
CENTD2	5.69074518034064
TBL3	6.74855362567724
TLR1	4.78067622392326
LMO6	4.15184217750308
CCDC106	4.04579414991892
KPNA2	7.8428787691716
PARP16	5.69708613054093
PDIA3	10.8905956750768
MACROD1	7.35113955033339
SFRS1	6.94951728270249
DCP1A	6.15385597924986
TMCO3	3.76376997522699
NTN2L	3.03473550105888
CLN5	6.15598104913597
BIRC5	3.80113630656537
PRR16	2.95539121688762
FAM63B	4.95147940147838
GLE1L	3.67316369371379
CES2	5.97236160309774
GNAS	9.80958141034606
KATNB1	4.87420692999419
CPLX3	3.45996235327202
WNT8B	3.59489747495704
TSPAN13	7.94010879284593
MRPL52	4.41193749446478
GHR	3.85556371796585
DUX4	3.9295040389244
BCLAF1	6.79078507667272
GOLGA3	5.67590988285422
CLEC4E	3.72897693672313
SCUBE3	3.81245682159936
UCRC	9.37881264086358
CDKL3	5.28380830308618
MGAT4B	8.50976038879449
BBS7	3.7359368055822
ZNF345	4.38912438354687
RTF1	6.29939949061826
SERPINB9	4.53730858606994
DHRS7	6.28066954566504
RIPK4	6.34963408114332
PLEC1	4.51940253995141
PIP3-E	4.31135447267124
KNTC1	4.67881190712694
EXOSC2	5.52053751651098
MS4A2	3.02566948576304
FGF17	3.38257350118097
WDR59	4.42760620347025
LAIR1	4.61454439433816
EVI2A	5.82838939042049
IL17RC	5.63064462930864
GTF3C3	6.21702124463834
HS3ST1	3.75822931553026
ITGB1BP2	3.13438793269292
RBPJ	9.28981965419475
LRRC8D	7.20815069238738
ALDH18A1	6.47248397854308
INE1	3.41154913179502
TPI1	8.85867103796805
FLJ20035	7.19082041399784
GATA6	4.56389833074287
CABP1	3.24101865655404
RASGRF1	3.68941259529949
C4orf15	6.37649849860266
ALDH2	9.2837188764291
DAPK3	5.03504942364725
C3	11.1365302740533
EMP2	8.64135843673747
GJB1	5.29959722540908
PIN1	6.00723125966227
SLC6A15	2.90431497879822
POLE3	6.73906960837983
RIN2	8.55068878524682
CTSL2	5.76695567521295
APOC4	4.00768175558383
CYorf15B	2.96508442897689
TRIM2	6.32604498340605
CP110	5.63501937685993
KIAA1622	3.1676541142473
DNM1	4.37886144646751
HYOU1	8.15238233413347
OTUD4	5.9986776214739
USP7	6.26979557169556
ZSCAN16	6.16983419174473
ASCC1	6.28876682397711
OTUD3	3.36277042526139
YME1L1	8.73007443091147
HNRNPR	7.98316532415593
SERPING1	9.06175039377928
TPCN1	7.000519981818
STARD13	4.38196006355035
PCBP4	5.68914189849494
ADI1	7.62155379746335
ASIP	3.13668875261561
CDH10	3.50171147315458
WBSCR22	7.43694938570447
SCP2	8.29336696118742
KL	3.00577067217301
SLC35D2	6.3492268219468
MAFK	3.41076342493881
SON	7.97923040548383
SBNO2	5.72192764960247
RACGAP1	5.51421223928976
SC4MOL	9.24181590071897
SLC6A6	3.40237559720292
OBP2A	3.42123634817416
PSMD3	6.48077134522321
ERLIN2	5.94997628096003
PPP1R9A	5.81415019280306
RAB35	4.49628438413735
PDZRN3	4.50582947974681
AVEN	5.30287134826368
FLJ21075	3.82156555358809
BCAM	4.99453316169714
C14orf132	5.80850144322972
PCK2	7.71164597040198
FKRP	3.09823838713350
HLA-DRA	11.2851160113436
GUCY2C	3.10699624232242
RP11-125A7.3	4.74256519990502
BARX2	3.5041057649024
DAO	3.62476924542259
EDNRA	5.99755250380271
NIPBL	6.46912556540887
ZNF331	6.45434347740699
PPP2R5A	6.29841880075377
HMGN4	7.92764415549392
DDX39	7.9384084671771
EFHC1	4.80623856853872
EIF3M	8.9788760874702
SLC17A3	3.19795619653516
ZNF24	6.04599356746174
ASCIZ	7.8249170909248
FNDC8	3.38866375417955
ESRRA	5.61155899702706
PTMS	3.94267467801237
PHF7	4.06425595406098
PIP4K2B	4.90397302310161
IRF3	6.29316486166168
GPR19	4.14943517223255
HHLA2	3.28427583089533
GMFG	6.18666619795575
BDH2	7.49336098571556
APOBEC2	3.84204432422388
PRSS21	6.86611913283057
PENK	4.10202903184418
PHF16	5.25440181561239
ZMAT5	5.38250120589512
SMAD9	2.90478683829013
SLAMF1	3.43021286869847
RGL1	8.86613007776443
DLGAP4	5.43089148431233
MBD5	5.13272061535525
PHLDA1	5.30618590717643
BACE2	8.65676035027173
APPBP2	5.58546299806438
LIF	7.53944579016999
OXTR	3.32775190213429
ACTC1	4.21939972049012
USP19	3.80852432311961
SUV39H2	2.92157820025556
ERO1L	6.6838727250855
ZNF395	6.2393881721616
CNTFR	3.89165847413771
HIST1H2BL	2.69158028322011
WNT3	3.61106679741048
ZNF549	3.56617287283472
ZNF467	4.13332270233869
SLC25A21	3.08457793418448
IL5	2.97793581994727
CLSTN2	4.83615603659601
LSM12	6.82429103699256
KRT37	3.00369392582362
NACAD	3.72818459573282
NAG18	2.66279613397882
PTGES	4.86935163604065
GDAP1L1	2.94201069557687
MFAP5	4.21925435687356
OPRK1	3.29188241387424
C12orf4	5.0938846443394
NTAN1	6.689219017061
CST3	8.9079291803437
WDR6	4.79646001323152
NUP88	6.7753362943283
CD300A	4.24320377078761
FCGBP	7.25581047756713
CNIH	8.89130061685614
VASH1	4.03541479723061
DHX16	6.54757319573853
SLC35A5	6.1848534046109
CLEC3B	3.83979217620556
ARL2BP	5.08401145541327
C10orf79	3.06913947191679
ZNF79	4.15849982699121
CRP	3.39022446528816
OCRL	5.98752997473749
GLA	7.04081227071264
NEBL	3.68296383904917
HSPA8	9.01661516546939
DIDO1	5.42709566353452
PLA2R1	2.95176947032950
NGDN	7.05534566166232
CBFA2T2	4.39733725558919
SAC3D1	6.8146346819881
PNOC	2.78312483881528
PIGP	7.70889559166496
AGGF1	4.90552491165517
PRRG1	6.32703724114766
DPF2	6.84919451691971
MYH13	2.90464950414642
TMED9	8.224372694873
TRPV5	3.57424611529134
UGT2B4	2.80200056378466
PJA2	7.96695925382918
COLEC11	3.56018867320222
SCYE1	7.7354907428638
MED12	5.62560818921047
CARS	8.20001419180332
MYH1	3.44854548662520
CYP7A1	2.55136726440161
PHF1	6.6328497990624
LOC644096	5.02776294208411
FRYL	6.88538265451228
RHOBTB2	5.0087548165772
MMP27	3.01512780246264
ZNF432	5.73845876568751
SRD5A2	3.99267596163584
UTP14C	6.35981509757396
RABEP2	4.97242243409607
VWA1	7.0918229059261
FUBP1	4.83166347990698
IGLL1	4.00510469051199
KIAA0586	5.02866185798357
IL27RA	3.59152166176085
STON1	5.51061472599702
IL5RA	3.40618514908039
PERP	7.9720867798048
SMPD2	4.18714317261014
TNFSF12	4.42534180061362
FN1	8.75076790293058
MTR	6.85811914395554
CSRP3	3.17722546909995
MMP20	3.08685199143915
PHLPPL	5.34199393724309
CBX6	6.28820765739272
DHFR	5.61427422000534
PRG3	3.19300234915615
ALPP	3.44976250709286
ASH1L	4.41117398590054
CHRNA2	3.98978296421618
PPP1R12A	5.85568679741372
RBM38	5.64159823149232
ZNF7	4.88226783353751
RDH8	3.17538523263819
GPR132	3.39510222812676
DGKD	5.14055988662434
TPMT	5.47832217826863
ATP1A1	9.8914776096994
SERTAD2	8.19646705483092
C5orf4	4.70070100227313
ZNF672	6.96530439252241
PLXNB3	4.2034247784267
FAIM3	4.79401668742938
UBQLN2	9.23936690166274
NR1I3	3.48955143283435
ACVR2A	6.24046061454565
YWHAZ	9.61507785408654
LILRP2	3.69408227016671
GNAO1	3.17004974079893
OPA1	5.42076106425333
RPS6KA6	3.58894024488417
RPL10	12.6916264980121
MMP23B	3.05577029752599
PFKL	5.71739005864883
TMEM140	7.60807430051437
AURKB	4.01441913288682
IFI16	10.1520358213723
CSTA	5.38826973173494
PRPF39	5.40970647562958
DISC1	3.68163841184745
USP4	8.24291531654188
OSBPL10	5.29298589573926
CAPN6	2.89669917660781
CLTCL1	3.98613221180021
NUAK1	7.30214983171427
ALG6	6.34631217972511
NPPA	3.92556476197891
LAMB3	6.84644828916378
PPL	7.94153903680138
LRTM1	2.99906092713793
RRAD	3.49315450192396
TIPIN	5.77075885020432
CARD14	3.66624199302881
RBM9	6.11444436979207
LCN1	3.47064596669881
RALGPS1	4.1780000678702
NCOA3	6.4362523880714
CCDC6	7.61100024976404
RASSF4	4.59049191070461
MTHFD1	8.7213209787425
FCMD	5.21817016786596
IGHD	3.82351748962965
PLA2G6	4.29671558405451
TPT1	11.7145282097908
S100A3	3.83052371749574
SEC63	6.22181704921926
C10orf59	2.87422991712434
TOR1AIP1	5.5940108520966
PAFAH1B3	6.43874287584599
CEBPD	7.6153623601603
ZNF107	4.67207113563193
ALDH6A1	6.89342374729753
G6PC2	3.43705165146554
SNTG2	3.20314036019560
GRWD1	4.32113758367307
FLJ22222	5.38955992193748
BCKDK	6.40078147815163
CTSB	9.34891370630293
PFKFB1	3.55684958074750
ZFP36	8.56511405148169
SVEP1	3.45097007226231
PXN	4.41115432716944
TNF	3.55186019416235
SIRT2	5.83491762187752
C5orf21	6.53263320388568
VIL2	7.15112557752011
DIXDC1	4.09361469766201
GANAB	7.83451647529341
PDSS1	4.28115748128829
GRM6	3.21548086187964
NGFR	3.01962924135367
ATP8B4	2.87874620278975
MEIS1	8.33048734038334
BMP8A	3.56756679375892
NGFRAP1	8.86525591994042
EDAR	3.70509488739333
NEDD4L	5.66028016598621
CRYBB3	3.73630179482591
C6orf60	3.66524362986801
IL1A	3.21521555167526
GNRH1	3.36919062473054
PDGFD	4.02229381096471
CACNA1H	3.72211939088608
TXNDC3	3.5211260621371
ERCC1	5.96548442582776
CAV3	3.20548230154702
HARS	7.51046828686978
AQP8	3.41083211860704
CREBBP	5.34052507004069
ITGB1	5.07547898627185
SPACA1	3.43848997211486
ZNF254	4.35302927924572
PARK7	9.39565140677632
PAX1	3.09433981313937
PSMC4	7.32220131504996
KCNH4	3.76729592657904
TUBA1A	8.3545636284729
PRMT8	3.38921355028515
SELP	3.48557212062479
PSMD8	7.64050819479523
SOX10	4.10160561573031
HTR1E	3.54253775354007
RABGEF1	6.3826426268618
EPS8L3	3.66893625869361
MAP1LC3B	7.46966529013341
AGXT2L1	3.04184794816853
CYB5R4	6.17378173131771
MEMO1	7.33690394487828
LRBA	6.93172824879441
TRAPPC2	5.74932810903645
FLJ14107	3.18686610231703
FNTB	4.48976933328246
MYST3	5.09724354924774
KRT8	7.94517357294652
AURKAIP1	9.09196103851872
LMAN2L	7.26974649967874
C1GALT1C1	7.54695190646744
DSE	6.07850363671249
FHIT	4.55821445802564
OSBPL3	6.67150284240232
PPOX	5.88403624045335
SLC39A9	3.63965767225292
EPB49	4.20226270204212
LOC137886	5.30010087252067
C7orf49	7.28910917308762
RHCE	3.08615372253419
CST8	3.54129717796348
ATG7	6.36840001879338
SPP1	10.9284399412718
GLI1	3.19461830371134
HYPK	8.3410612033913
SFTPD	4.07820228769876
MCFD2	7.16538547441692
ZNF157	2.98947739834561
EPS15	7.59060737896878
SFRS2B	7.04705616301344
BTNL3	3.80058723088824
GPR23	3.25409626792104
TRPA1	3.03831670721081
ASPSCR1	4.82689746530774
GNS	6.82920698827316
FDFT1	8.48180645142725
ENO2	5.4546542319525
CBX1	6.57140732429539
PTGS2	3.17511792844206
BMP7	3.65677900433202
CCDC90B	7.61951263786903
LRP5	6.25683422662184
UBE2D3	9.22659402470193
ARFGEF2	5.33469174219695
ARR3	3.62640330815817
MAP1A	3.55249227294100
NEFL	3.05290464409347
CD2	5.70986189630891
FLJ23861	4.8496393228635
NAV2	8.22052815385309
ENTPD2	3.30961346073148
COX7B	9.94162446252442
ATP6V1A	6.63482035407863
TRGV3	3.13658565748434
ANKRD17	7.20259750949907
ADH1C	3.08110629997676
ATXN7	4.26389784427527
IL21R	3.72249612633255
CHN2	4.25757688982241
HAS2	3.2825720852395
C6orf48	8.35255643921887
TGIF2	5.33140930110549
KIAA0241	5.53130958671138
IGF2AS	3.76207470020745
CYP2C9	3.42043649667517
DNMT3A	4.75727870259087
CNOT7	8.2366940858666
FCAR	3.16715150561184
SFRS10	7.19014161292841
MARCH3	3.76750769683062
RUNX1T1	3.27745370899292
CTSK	7.66943938698074
LRRC61	4.91531456699357
HNF4G	3.28728260656986
LRCH4	4.68955976137329
PSIP1	6.44977774325936
AP2B1	6.55032077053646
C7orf28A	4.50083470872901
SMCHD1	6.03371284852102
EIF2C3	6.44905529637279
S100B	3.33027956835365
BMP2	5.04880796088681
POP7	8.06745733860972
UGT2A3	2.60918685587643
ESR1	4.19096610962418
ZFPL1	4.27845640619207
ARHGAP12	6.32329738987079
PGGT1B	3.68695152543286
LRRC19	2.89364509934873
ZNF767	5.20913308908881
DEPDC6	8.287334467938
SLCO1B1	3.20522051650675
SST	3.28456305230097
NACA	11.2784351367857
KCNN3	3.50391051584493
GLOD4	6.93268009822649
SCCPDH	4.39988065502069
PRF1	5.68131112781306
LST1	5.04295683778087
CDK4	7.95657786780504
TCF15	3.27679361095744
PARC	5.74972163859115
PRMT1	7.55772614858535
ITIH3	3.59304866458044
PPM2C	8.96893989639056
TEX10	6.53964812047261
EDA2R	3.47389893778525
LOC283345	4.87698122208240
NARFL	5.40602992279373
DENND2A	3.71577634011462
C1orf103	5.68579644878259
DMXL1	7.14576659581073
KCNAB1	3.52486233633002
FLJ20254	7.78333749606211
RBM3	7.84933265052807
GPR1	4.97098231268544
DMTF1	6.81437025751331
HTR5A	3.16482822718573
MXRA5	8.83815789875487
GRM1	3.48148560111652
SCFD1	7.28253871656231
RAPSN	3.39393976441304
ACOT9	6.80260037494829
PDE4D	3.24528242281143
TRPC4	3.20657472259130
EPHB3	4.49392689302463
GEMIN4	4.94357909614151
RAMP3	3.80058101038739
CNTN5	3.20673344022098
DLEU2	3.66261459625111
TSPYL5	3.81409160102859
GRTP1	4.33343600722851
ITGB8	5.34305664351322
GAP43	3.30665819863246
FRS3	3.45369238274932
PDE3A	3.38568825422686
TNFRSF10C	2.96538225704171
JMJD5	3.91528447396012
OTOF	2.90001750775930
TEX14	3.11578394894192
XYLT2	4.98959736318545
HIPK3	3.37162511512214
XPOT	7.89766675027648
RRH	3.10064549776426
CDR2L	6.65857270326173
GAL3ST1	3.46577650122612
DHCR7	5.47373200491476
PDZD7	3.91712464796678
FGFR4	3.51192537620555
CRAT	6.5324452262293
C1orf217	3.245744180789
SLC19A1	3.61321898830245
PPP1R14D	3.41880805984146
LIMS1	7.54414612510375
TMPRSS11D	3.34907587601491
TRIM14	6.46867698687236
PIK3CD	4.27782428742857
MFAP3L	3.52433115647854
DERL2	7.03253612823721
SLC7A11	4.93414958500518
FHL5	2.84432600966149
OR10H2	3.08354798434255
ACAN	3.58974142732734
BRWD2	6.80657007462087
PPM1E	3.04966893905977
DCUN1D2	4.0746734528129
TINAGL1	4.03080350579583
C3orf36	3.11671628320836
DOCK4	7.7617849450685
ENOPH1	8.29520056224412
FAM127A	9.81819821388067
SLC5A3	6.22149758840935
ARPC1A	7.48543687583585
CHST2	5.81570049391571
SPATA2	5.17553782513411
PGLYRP4	3.74986093889948
RUFY1	7.64066286162839
NTS	3.00671403393311
FRMD4A	3.26284426648415
RPS4Y1	5.09830056181142
BCL11B	3.33867096871815
TNFRSF8	3.95506692340402
FOXE3	3.18532734888014
PTGIR	4.22290498598625
ART4	3.17159433079196
EVX1	4.09921118605857
PRM1	3.63515558697757
GLCE	4.83758491544001
GPR18	3.75246905628628
ACAA2	5.67333366392133
PIGK	6.61753315482184
HIST1H2AG	6.45471685168349
C16orf67	4.75903276924909
UQCC	5.72926578279723
PLS3	9.19802126548855
DAG1	6.89838568467486
WWOX	5.52347856449378
GTSE1	4.30524948972701
GP2	3.46414474158228
CHIT1	3.33593711969485
PLOD2	8.2919366387318
RPS24	12.3690517406721
KLF9	6.79017535936255
TTC27	6.66376905191743
PYROXD1	7.23141075780856
MIA	3.90060160506860
TSPAN2	5.3394316804354
MRPL9	6.4915172248026
PCSK2	2.99092592375538
PI3	6.77097878034316
RPL24	12.0826663942423
HIST1H2BE	5.60461351475264
CD86	5.24923384515539
CALM2	11.0003146939266
LFNG	3.11770650602081
GYG2	4.928908042199
INTS12	6.75019389600213
RAB4B	5.60867737952468
CTSF	7.50419755920898
HUNK	3.34806650872289
GNA13	3.17364923285357
B4GALT4	5.22833459965977
TSPAN31	6.48564373012485
CHD1L	4.72680926543639
CNKSR2	3.45649805374309
C1orf156	6.10514777391316
IBSP	3.70065846348877
FUT8	6.18091272099473
TRMT11	5.23412027539089
AGA	4.74273458763639
GFRA2	3.47830353701701
WWP1	5.87520226562263
B9D2	3.66939018505455
CPZ	4.23535530741256
STAT1	7.0665404023666
PTTG1	7.32397021555492
TMEM62	5.6214103719062
COL8A1	2.97814868201914
RBPJL	3.33878425112536
CASP8AP2	6.64718116892834
SSBP2	6.35788915188905
MMP12	3.4427635789169
NME4	6.97459716570224
LOC55565	4.39250950642233
GABRA1	3.46417204412873
PEX11B	7.47934559598789
HABP2	3.81348921003942
REEP1	3.91642419674858
C9orf156	4.79793981254565
SMARCA1	4.97688344628543
WEE1	7.61695529829475
APOF	2.95469180161951
GCDH	5.98388542260887
SSR4	11.2203917610202
SPAST	4.82016474105404
RGS1	8.29194857916497
ACCN4	3.92354538497403
PLXND1	7.05708263489595
FLJ20489	5.29385567239372
MLCK	2.96247181377445
INTS5	6.75036627541524
BSG	7.96915066367004
PARP8	7.10529598798213
ZNF215	3.14501757497065
TEAD4	5.45836430610643
PDE7B	3.50761851921442
MS4A3	3.05036183607805
DTX4	7.39248880559483
EFEMP1	4.35515507645081
TNRC6B	6.14823311057086
TULP2	3.51439550381183
RERE	4.26603587568604
BNC1	4.26035477956697
FGFBP1	4.38920619653587
TIMM8A	5.12315774919945
PIGB	5.44851826482505
AJAP1	3.25967344995109
COMMD8	7.46359396756342
TRIP11	5.00575953788308
SLC25A42	2.6978186514063
SYP	3.43713587235695
PCDHB6	3.88479459705004
FLJ12716	4.91676221215771
FKBP8	4.63212181200063
KIAA1109	4.59171259699469
PTPRC	5.66308897973231
POT1	5.78195796401427
CCT7	7.90081117375867
MMP11	4.86873939444402
MYO1E	6.17025425331737
EEF1A2	3.92720359098111
MIPEP	4.51573748977592
ZFX	4.71677645337674
UCHL3	7.15759951269494
LRFN4	5.49269108870438
XCL1	3.15730144207186
CARHSP1	7.77153440310553
GREM2	3.23486259062833
CCDC102B	3.54658458561053
HDDC2	4.98201619734368
SHC2	5.32103694958462
SDS	4.06980227262745
CASQ1	3.28538246277119
LYPLA3	5.47039238808769
INPPL1	6.20827261677609
SLC25A40	3.95888463176397
IHH	4.74586252505182
CHGB	2.83686391290763
COL9A3	3.14948137941405
C2orf18	5.86236910027597
DDEF2	7.64816423183691
BUB3	7.63683036280478
C6orf211	5.15544532677926
FOXD2	3.63984344613061
GGH	6.1232018055008
GGT1	3.60070183173976
ADARB1	3.69092331936945
VPS35	9.81562916462282
CNN2	8.04062016164482
DBP	4.72952459536255
WNT1	3.24379256154976
COL5A3	4.21496130583691
RHOD	5.61685033094413
ASNA1	7.75164385824687
WDTC1	5.14932848691228
COL4A2	7.70858548392016
HEBP1	8.4929234249615
SLC1A6	3.66340630701600
LUM	9.2896246550037
C1S	10.2384613034240
TCF7L1	4.08516542901263
ZCCHC6	7.56753105116184
ME2	5.80481678192953
PAGE1	3.72283212386842
DTX2	4.52395922614306
KPNA4	4.08873066617839
H3F3A	10.5162618620800
GLO1	9.17628608660043
WDR61	6.92812218578408
CD302	3.86891051303427
SIRT7	6.00014514605569
D4S234E	3.32724918177151
RABIF	6.00204445632128
DYRK3	5.66619539137984
PKIG	6.51041649239177
PFAS	5.00972561226388
ALOXE3	3.70621227457005
RPLP0	11.5631899867089
RBM34	6.80488648203144
MKNK2	10.0947602131849
ZNF528	4.11887851422454
U2AF2	4.73309499332888
SEC16A	7.63370589523845
EFNA5	3.29604743350941
ZNF44	4.72503948595542
FCGRT	5.30620329402583
NOL4	3.0718425207132
CCS	6.2170844236896
IGF2BP2	9.30787743082105
MFSD7	3.68296298204654
OR1D5	3.41023006451112
SIX6	3.11288838281657
CCR6	3.02952482982297
TSSC4	5.50558843140412
COL11A2	3.60304957055267
CHRNA6	3.91854336525425
PLD2	5.24096190157822
PALM	4.57524631554106
ORC1L	3.34210628066098
SASH1	6.29566273197722
PUM2	8.24308970383635
ZNF365	3.49004230544469
CDC14B	5.20694727157594
PHC1	5.89110802323347
KIAA0913	4.18529543476507
LDLRAP1	5.50575087091884
NAT8B	3.25100557729703
PPP3CB	6.9948502584163
ANGPTL4	4.01914495469244
HHEX	3.43334716966871
LSM14B	4.3860582408829
PLCH1	3.44712788384441
INSM1	3.05993885482337
TLN2	5.04243439643687
ZNF493	2.96648864168547
HDAC4	5.37314394076746
GLRA1	3.40245952476281
RPS6	12.1374285060942
SFXN1	6.39318709798632
FAM102A	6.58721039629133
KLHL1	3.64741626478521
SAPS2	5.23661380586142
CTNNBIP1	5.75570921778337
SCGB1A1	3.28298573618821
SCAND2	3.55606255356922
HMGN2	9.96354965325017
NEUROD2	2.97423557997778
YAF2	4.35428328512143
BRPF1	6.47547319967937
RICH2	4.23622942168681
TBCE	5.88032311545272
LIAS	5.37019557106368
MAPK1	5.30472689104396
MRM1	4.12955894900348
HDHD1A	7.11351183743858
CTA-246H3.1	5.01907265409026
ATP9A	7.59731128336696
HSD17B3	3.77747064531138
HN1L	6.67526318986798
SAG	3.32751303586612
C20orf10	3.54028557117132
CTRC	3.77828962959468
HNRNPA2B1	9.7218165969121
RNF216	5.74022761333981
GADD45A	9.80782617582129
MSH4	3.08355447656218
HOXD12	3.12594280771085
TMEM70	5.52180432981836
PPP1R14B	7.70641096411228
SBF1	4.36635957047858
HIST1H2AM	5.36662810663857
GNG3	3.76071669931931
C1orf50	6.18060000539792
FTO	7.46509927588266
CALCB	3.18943278104102
PPP3R1	5.06846636189856
USP46	5.19068871780356
CCNJ	4.18417875259169
PSD	3.17815709618329
GNAZ	4.64554695757913
FAM57A	5.38560189718793
LILRB3	5.41812515102143
DHX8	5.45934343574679
SPI1	4.36927251079090
OXSM	6.89660310410848
GYS2	2.70492334309464
UBE3B	4.45806987420294
PLAT	6.30823110997356
NUPL2	6.25746668727712
SF3A1	6.57323435562556
COPE	7.54468468037553
EIF3A	8.92720404318936
IQCE	4.2941823697211
FBXW10	3.09893757738054
KIAA0182	7.43936612661759
YRDC	7.30752408184232
GPRC5D	3.51061726108598
LRRC23	4.60134359551793
BLVRA	6.72912977089124
SLC22A7	3.42342551283549
RASL12	3.41164881807257
DAZAP2	7.77104307988826
IKBKB	4.53745599942464
PPFIA2	3.34800611069018
ZNF271	7.22947953953008
CXorf6	4.40969754255139
FRG1	6.48608166217526
BTN2A2	5.67821359036153
THBS4	3.77605686656799
ARHGAP1	5.71141554563315
ENOX1	3.57953991399461
ZNF706	9.12527535056357
DOK1	3.9443857153704
FCHO1	3.61627623976469
PGAP1	4.32099716207849
HOXD10	3.42182638153342
CXCR3	3.60070727545986
FSCN1	5.02109909230393
KIF17	3.27187560259429
TRIM66	4.34882133838557
CHI3L2	6.07753909821689
SRPX2	4.76957869825291
C13orf24	5.30290843232862
CBR3	5.96943755288173
ZNF132	2.82227556568942
AQP3	6.02679847245998
BNIP1	4.34790544168300
ST6GALNAC4	3.87293765976976
KIAA0391	4.89287711870032
KRTAP5-8	4.30542986343713
SIRPA	4.91128875026881
LYVE1	3.46126047943507
IGFBP6	3.69069233103920
APOH	3.26159582788329
TSC22D2	4.32890757675531
PLCD1	5.63996959977789
NPHS2	3.41542922257197
ARHGEF15	3.44964161940771
M-RIP	6.61130605081476
POLDIP2	6.31567102523629
NDUFV1	8.31945741033412
SRD5A1	6.38403657000076
RAB3GAP2	6.26823229288159
CLEC7A	7.5248875574281
REXO4	5.01390635181989
HSPA14	7.27195665053687
TAAR5	3.95645867055598
ZNF142	5.29438895462076
MUT	8.65956763501501
C2orf43	4.58428082978452
SELPLG	4.76748264166649
BAZ2B	6.43323687141526
SLC38A3	3.62398003248891
BRD7	8.39096267740277
POU6F2	3.06248066422998
NISCH	7.14961766647354
TCEB1	7.08472649259932
OPCML	3.3147353534581
DTYMK	4.75443992114499
TAX1BP3	5.22967741254926
F13B	3.12792963560638
RPL34	10.5643942089474
AKAP12	3.49256311056657
MARK2	5.50970736095015
AMBN	3.57614581098462
C14orf32	7.08151610791955
FLJ21865	5.54876606468012
HSD3B2	3.23682412999533
HMG20A	4.85408965558696
WDR77	5.74606064807543
ATF2	5.80680407932499
C10orf137	4.90444315683612
ARL6IP5	9.36040238752949
QTRT1	5.30594344311397
CCNT1	4.73357117245848
AP1B1	6.06439083022955
CD74	11.5013212718631
DYNLL1	9.63409380419986
PLSCR1	8.09942245866248
LIPG	4.02557335019658
PHACTR2	5.75567896575502
SLC35E1	6.97153680070386
VENTX	3.4006909391244
FEZ1	3.60589260583983
APOD	4.44470643049264
LAD1	6.61268416580023
C16orf44	5.47909995803595
C1orf166	4.63458707373369
PAOX	5.20669812147021
MAPK8	3.46416905209405
NELF	5.43912195805876
RBBP8	8.73974950692874
DNAJC8	5.04242487753388
KCNJ12	3.15174232698279
WNT11	3.22099421298765
SRP54	7.2117700909292
GPR35	3.75760710408918
NRGN	3.99918130231202
IFNW1	3.5965817415621
ACVR1	7.7349947376706
SCN1B	4.31764474039861
RNASEH2B	4.04753083914621
STAR	3.17754925757173
C14orf65	3.20348332816158
TAAR2	3.21169450087637
VAMP5	4.75327225446553
TUBA1C	9.84577849832793
PIK3R2	4.51800415094479
ARD1A	8.59734527265738
SYTL2	3.24113914433195
UBXD2	8.17226207152238
EBF2	3.47668453314276
CAMSAP1L1	6.47863398230263
CYP3A43	3.11672500711306
CCDC91	6.61614507981016
AKR1B1	6.16133551049137
KAL1	3.87003645114533
GRID2	3.20773065171627
ZNF423	4.30016163358684
PSMB4	10.2129142988854
ARPP-21	3.05803616264984
XPNPEP3	6.1573659033282
CYBB	5.29599966661023
UXS1	6.30123703010089
SART1	7.42935105946611
C7orf16	3.08061278290026
SPTA1	3.22645261819443
SHB	5.99815800829566
CHST7	3.72722228270938
SEMA6D	3.60363936078671
IKZF4	3.62400413698491
NDUFA1	10.1314351447604
HSPE1	8.89418588498234
MAPK13	7.48943101616376
MYCN	3.96770806242348
KCNJ3	3.11648547711556
ZNF573	5.95828356910925
PCDHGA8	4.45655006595216
ERO1LB	3.51095933651807
NTF3	3.79988542873129
GTF2B	7.70187794017283
GSPT1	7.33487283583872
GUSB	9.16559555581376
EXTL3	4.36208280847446
PMPCB	8.01614942378772
COPS3	6.45242576098157
LIG1	4.19985712894537
NID2	5.03032548234831
LSM8	6.92516404709893
TMEM97	6.19628784019965
SUZ12	6.69956980580687
EXTL2	6.21043026811705
PDE6B	3.94260425791584
MRPS16	7.79529495970025
KRT18	10.5312111709088
C10orf118	5.21534236152264
ZDHHC13	7.11702111273912
JMJD2C	5.17672907542072
OR2F1	3.39072736164935
ZNF415	4.74629596072631
CDK5RAP3	7.53257387645468
YTHDF2	8.00781740719907
GGCX	5.16595798931009
FZD8	3.20408661050142
TCEA1	8.1486273929281
ARPC4	5.83165256024809
SUSD4	7.29456185732462
C22orf24	3.38253220887926
EGLN2	5.63793788021598
KBTBD4	5.56639018833255
TNFRSF14	6.58899798513240
ROBO3	4.4782462537829
TRIM28	7.37962228292416
FGF5	3.46854574195924
RTCD1	7.34427314887523
MZF1	4.39552446048008
