Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A04_491166
Composite Element REF	Signal
YIPF2	6.105782732894
ETV2	3.69725044186299
KIAA1012	8.43927404504328
C17orf53	3.92580522802299
AHR	6.7985639569109
PTPRH	3.31648815295794
ATP10A	4.05431300702612
ATP6V1C1	6.89650360690162
DPH4	6.53827645156537
TAS2R3	3.43840379960373
C5orf5	5.80467461478596
KCNA4	3.56546913141271
COQ10B	6.72629550437484
NMNAT2	3.28105246237611
PSMF1	7.17762635383723
SORBS2	3.56709754365463
NFE2L2	8.20977476075332
SH3PXD2A	3.66221222027438
NRF1	3.92721733804859
SPINK5	3.50551356497849
SH2D2A	4.27966130217531
PRDM12	3.52910939723755
RBBP6	5.09896038008573
OPA3	3.44830589194460
PAQR4	4.52620644855016
IFI27	12.4451747764274
SKAP2	5.01676986930534
TJP3	4.62662098400818
C9orf61	3.28584778796634
MT1G	7.54980158570975
HS1BP3	6.45333984543117
IDS	5.10637443826512
PARG	4.97818561100270
OR2B2	3.02801479620409
DYRK4	6.767230651427
MICALL1	4.3979516307562
GALR2	3.15708845270501
CHRM4	3.54253858007729
RIC3	2.99426952307148
GPBP1L1	7.2402428118971
ART1	3.55077672381247
TBX21	3.31336357862472
DUS4L	5.6028681700676
KCNJ6	3.26681984687265
TNFAIP6	6.4529879757752
CCT4	11.1030738986697
RTEL1	3.63930515492543
CASP5	3.83764150225681
CHMP6	5.69942545782205
BRD4	4.75403798903049
NDUFA13	9.77547133484788
CYP19A1	3.26883993634347
CD151	6.77451291677012
DOK4	3.49465444110998
FAM26B	6.12407018214542
ARFRP1	4.21417828503559
MRPL41	3.22440949727769
CRYBA1	3.12091019909419
HRH2	3.40748639411052
KIF25	3.61926623266166
MTMR6	6.5969608855441
SCAMP3	7.11625273007833
MTG1	6.82978243715550
UBTD1	4.3759089787546
SOX9	5.14861684289467
CRABP1	5.95132162648837
FLJ33790	3.41868622284971
FAU	11.8980887408260
DTNB	4.02991485179079
CARD9	4.4268025841747
PACSIN3	4.30934062183825
OMD	3.74991391448794
HOXB8	3.42269064323053
NSBP1	3.63381285769525
SLC4A5	3.28165444823805
FBXO46	5.94956163071107
UGCGL2	4.76405548374399
SVIL	6.03155095231867
OAS1	6.77217873407542
PHB2	11.4361467606917
NDRG2	4.12865422929812
ERMAP	4.69410225497089
GRIP1	3.12284457908420
APBA2	4.09550841545938
TCF21	3.76565597892136
JPH2	3.14885683707005
DLST	6.5849404867739
SLA	5.7613322953916
AMELX	2.885619951388
WNT6	3.25281338633087
ATP2B2	3.84323791147364
CPVL	6.62846256143025
RGS20	2.81290291657816
TRAM2	5.49018213927767
ZNRF4	4.70416792573896
ZNF419	4.93630014518886
LXN	8.75417044935045
TLK1	4.31115875873241
UPK3B	7.9794610449635
MTMR12	4.7256367952688
KLHL21	6.14623723658666
ZNF384	4.93620020272771
PI15	3.42997429483120
RER1	7.59107189972779
ELAVL2	3.27851780211938
KLF2	5.83491983944525
RPN1	8.95358378899201
PMVK	5.8373167715371
EIF3D	8.9391542095601
SIX2	4.58609313013962
HPS1	4.89415719872586
RNF7	8.25146868580327
TFE3	5.30333733924775
C11orf17	5.83856428548149
SNRPC	9.0638732976677
KCTD13	4.07105410877149
DLGAP1	3.63848552009828
PGLYRP1	3.54460049646528
IL8	7.00539240078189
IRF7	6.93672976498818
SERPINB13	2.99140541486698
SET	9.27901709643774
NAB2	4.49653113661400
MGC40069	3.55267378752621
BLR1	3.47913031034384
LRP5L	3.59225536326695
FAM120A	6.06274826611677
ASCL2	3.04493869083320
PCDHGA10	3.91300679916661
SHH	3.02515899849784
SH2B1	4.28448666320207
ATP5H	11.2216937569381
THPO	3.25237626511210
HIST1H3E	3.64230206072196
TYRP1	6.41058514249517
EIF2S1	7.41051798976713
RFNG	6.0938490303866
RAB20	7.76031174029516
TNFRSF17	4.38725100235674
RBM7	8.39373988591629
TMPRSS4	9.02997515679064
NKX2-8	3.04873314122279
C1orf115	5.68500366883509
TAF9	7.63437968175542
TERF2	6.59251577750408
TNFRSF1A	7.67617381739452
ACADVL	7.12458360602094
ISCU	9.6504977356766
KIAA0841	4.5967585892615
GTF2H5	10.1977545241083
EDG8	3.08132202854525
RAB15	5.08625027903318
HBP1	6.03195808966338
TNNT2	3.43182568544
CECR5	7.06421186984733
JRK	4.11029165474185
PHGDH	6.19846812294952
XPO4	4.91595658451764
ARHGAP25	4.18374137686065
CA9	3.81031558539361
TLX1	3.22540869174482
GPS1	6.40720564449624
RPS29	12.4248576185771
MKLN1	5.77826425959542
ATP6V0A2	4.61611141836097
EMR2	3.62285347932791
KIAA0319L	4.31979861711894
DOPEY2	4.02760182010679
SLC29A3	6.78036274530172
LGALS4	4.30461048473943
SDHD	10.2471575498777
USH2A	2.84246026424184
NF1	4.20451234014199
IMPAD1	6.68417630914706
APOBEC3A	4.09050255609805
OLR1	4.20127022906772
HCFC1R1	6.61818450749429
TAOK2	3.33878425112536
NRAP	3.6722673520813
PPFIBP1	4.77438552868563
LYPD3	4.63974090367416
BCL7A	4.39720484214216
AGER	3.412243430973
MCM10	7.32511890069913
MAP4K3	7.01578305031569
PFTK1	5.63226384380486
CBS	4.56966025177897
CLK3	5.52219753350572
KIAA0753	5.54663933647684
GABRE	4.22786385712119
FIS1	8.60741193176108
ELF4	6.5694754150291
C11orf49	7.44869519734538
CLIP2	3.48152403301511
CLPS	3.60935844507568
PPCDC	5.77474001568934
KDELR1	8.15514526623265
NT5E	5.14883465440907
FOXN2	3.83167565571235
NCSTN	6.69415912510626
PARP4	7.48891052415079
CD83	5.17065371806379
NPY	6.57154874852237
IL18	5.12080865904879
BEGAIN	3.07899559622801
VPS16	6.88601337416451
SLC16A2	4.52298361952573
SLC35B1	7.72656451639582
C4orf20	6.65151927130768
IGFBP2	9.54695473165005
NOTCH2	6.21536147091874
SIGLEC1	4.43132747760712
SLC9A2	3.69705303264549
CD93	4.46993377300037
CEP164	3.75366185371512
P53AIP1	3.29075545231117
ADD1	6.36026319074335
ZNF136	4.99686306816933
ANP32A	4.74992915227959
MGP	8.26268601291158
DNAJC1	6.75602198860792
CCDC144A	3.00089111081612
ACLY	6.0983354234429
TRPC1	3.66784255007491
CYP4F12	3.76729764430632
FKBP5	3.78865939578351
SMS	8.74642021492885
MAPK7	4.31694907679215
RRAGC	8.15958944049885
PARD6A	4.40562659382894
CCDC85B	4.5664329274538
SYNGR4	3.49500129828269
WIF1	3.26481467460031
GCH1	7.39422637876101
STRN3	4.9742274386605
TMOD2	2.98517390079619
FLI1	3.70552703373976
DGKQ	3.81385447078129
MAB21L2	3.15006256417749
SCNN1B	3.12458818088870
ECHDC3	8.25549413476227
TMEM106C	9.65273383331857
CSNK2A2	5.92416480887685
GPRIN2	3.89178351783910
CPA4	4.06314768280404
RPL39	12.8833287648466
HERC3	3.99030828574685
MELK	8.02571983188688
IL15RA	5.02656987543935
HMBOX1	5.70166138883479
CUL3	5.57261812417316
PODXL	6.29304190393228
CCT6B	4.50523756747529
GPX2	3.96027137678197
ITK	3.94845804670652
CLIC5	6.33577387507473
RABAC1	9.1668436058012
YPEL1	5.7686083811326
DNAJC4	3.99955036729129
NR1D2	6.18915886544447
KIAA0776	7.14052946299039
FBXL5	7.38072038491012
C13orf27	7.66760242269465
DEFA5	3.22243143630170
TRHDE	3.06048270382125
ZNF536	3.07777279730615
MEF2B	3.59794523936064
UQCRQ	10.4153878283957
ITGB2	6.91222475068839
PTPN4	5.91443194204385
STX5	5.50724963575361
CD72	4.17518479721362
ERH	10.6824450450951
XRCC1	4.96094653550546
VEGFA	4.81197228609736
MPHOSPH1	5.32302630196687
MORC1	2.84384430044565
PARVB	3.93782269225324
ELL	3.26156440939452
SETBP1	4.31680079082301
CDH11	7.46411793720986
NDC80	5.75091578899515
GIMAP6	5.26692061839294
AREG	6.0806936109306
BAT2D1	5.81074714595774
CDS2	5.86108728472703
LIPT1	6.75653168724049
SENP3	4.82683929200723
IL1F9	3.74588754830131
GRIN2A	3.47235667444238
MAN2C1	4.33616260671506
NSUN5	6.04024389484278
SF3B5	10.2088535141971
CEP72	5.08067734810933
MYC	8.45129991897434
NRXN1	3.10468672602197
DECR2	6.15317146590177
SLC37A1	4.71388874550331
SUPT16H	7.01340531591927
MUS81	6.71918031475575
PHYH	7.66990688375764
ULBP1	3.41444730609891
OIP5	8.205352832034
IL10RB	8.91618936152904
OTUB2	3.31703909026272
NELL2	4.05615692848224
MAPK8IP2	3.52142887179753
ARHGAP10	5.06506995394516
POU3F2	3.17373888792119
RPLP2	8.34688889927413
FGF22	3.34375379296056
PSCD4	3.63293542045345
TRAPPC6A	6.77991178130908
C21orf2	3.63577114060272
CEMP1	2.88178210972287
IL1RAPL1	3.18034975375256
LIN7B	5.03995033859775
VCP	7.61365886501177
NKX2-1	3.37470786042685
BGN	5.79784633082464
LAMA3	5.31080954022809
APOBEC3F	3.30105208323674
COCH	7.42277006156437
SCGB1D2	9.62050578049488
SP4	3.58103929180036
SLC11A1	4.11339721578021
ICAM2	5.55954315443708
C21orf25	6.00281141100711
SH3GL1	6.27417408698868
RALB	6.41689852657529
GSK3B	6.70286448681653
GNGT1	3.14608726370708
GPD1L	6.44193721648882
VPS37B	5.844215847714
TNFAIP3	6.93858560692724
C6orf32	3.53983137647227
ATG3	9.35325803455553
KLHDC2	9.42013679146195
NDUFV2	9.64236145057877
PANK3	5.01647642792091
BLK	3.22115887679832
MATN4	2.98718055249322
GPM6A	3.58060970996649
WDR82	7.4229341447262
APOM	4.09275343163359
PKP2	4.22637544143703
C1orf135	6.35442171482272
TRIP10	5.96237984650038
HRASLS	4.76756619086278
TESK1	5.12284979124603
FSD1	4.11283240023276
SFXN3	4.92091424521496
MMP1	8.4989638501043
CA12	4.40143084770568
ZNF611	5.76170481349474
C19orf58	5.09925325039631
NCOA6	7.61141862692439
PDE6G	4.91266799399298
PPP4R1	8.0249734141699
HLA-DQA1	8.53453360047565
GCLC	6.17326157828764
MAN1A2	3.81299924558365
SEC61A1	7.28443003946678
IKBKAP	6.29268981630712
TWSG1	5.45917280843905
UPF1	4.06042943316205
KIAA1219	5.61946483787729
CTDP1	4.12919716065101
ZMYND10	3.45455107288169
WNT16	4.15376260645327
ADAMTS6	3.32596211581195
SNW1	7.63930592784185
IL18RAP	3.85623857749393
RPP30	8.01497564574296
KRT86	5.08311975794694
CDC40	5.6712169918035
SLIT1	3.61921372197787
KIAA0574	3.20511757946297
GTPBP2	5.35571913331063
SETD3	6.71395406772202
C15orf44	6.74183088793803
PRRX2	5.0636208797313
GPR110	4.02688929342251
C11orf10	11.8659523066641
MKKS	7.44925005006533
ELK4	3.40572669016456
ACOX3	4.31080648991244
ADCY1	3.15579719682302
KIAA0372	6.26441625504041
TP53AP1	6.4742046423471
RHBG	3.75607555310413
SMURF2	8.237138610271
TP53I3	7.94222176396545
EBP	7.54574492984851
SLC22A3	2.91123955208498
TOR1A	7.4685870058513
P2RY4	3.39495365245219
TRPV1	3.70584328240667
ADAMTS12	3.24569152782559
PES1	5.93848429713891
UCP2	10.3126461838901
ATG4A	5.24056964910862
FOXG1	4.97242427476354
MAGEA10	3.88872439309065
WFS1	5.39688538058638
TRIM24	5.11521435106534
PABPN1	8.57245043591683
PROC	3.65168622749149
SLCO1C1	3.39680792074800
SLC25A30	3.32573434260567
SLC22A5	4.16020227522088
DEPDC1	7.66152097566041
KIF23	6.58116034730252
SYN2	3.67125770764475
ASPN	6.34261727853301
CENTG2	5.24186098713424
ZDHHC17	4.46246470358891
VNN3	3.79363654660276
KCNH1	3.74071132500457
PPARD	4.91857793959644
PSMAL	2.84448491542588
FLJ10815	4.24093366878431
YBX1	9.79625987838117
STK24	8.68222159121427
SPEG	3.84385292433954
STK10	4.32414537909181
ZNF695	3.16034801798125
SCTR	2.97635041551660
AAAS	4.57508701351244
SSX3	3.55521224556234
ABCD3	7.75916558470095
MTF2	5.67418008911233
FIG4	7.01007952274034
TMCO6	5.54328840846166
C9orf46	7.61070575928816
ATP6V1F	9.31164840951669
IGHMBP2	4.53962114473836
CCDC94	4.08817875888049
EGR4	3.041896396392
DUS2L	4.93015908932608
FAM3C	8.56765301332753
DCTN4	4.60784004024247
EIF2AK2	6.72512459319392
CST4	3.66392037676348
CCL11	6.2079263186303
LMO7	3.84501868764847
PAM	8.40161182724241
NUTF2	9.13325872586499
ADRBK1	4.69262784531984
ZNF84	5.35804749801498
SLC39A4	8.18093653983162
CITED2	6.82310936906974
C12orf49	5.30394612069888
GRM3	3.36185571593066
CCDC49	4.86704000951248
STARD8	4.09914648164866
FNDC4	4.82831946061712
SIAH2	6.45365357897745
CCDC103	2.90671429115368
ATP5A1	10.8559679874235
HTR7P	3.27346880517054
LALBA	3.07565769691593
RMND5A	5.80922753090252
ATP5J2	10.8448438496784
PSCD2	6.62145553628531
MMP3	4.52338918540076
ZNF409	4.0220982037097
CRHR1	3.35089225401323
WDR70	7.23952496602675
ZFAND1	7.8105356474014
CCL18	5.02404750222343
KRTAP1-3	3.29056212628573
RINT1	5.94426014376825
NRN1	3.48940945525136
SPAG5	6.05997053136107
KIAA0408	2.89184015007866
F13A1	6.17886024567871
DNAH7	3.25622539226323
SLC10A1	3.77332949385765
BRCA2	3.77001253117799
ACADM	8.07233364866119
GIPC2	3.50272584274298
OGN	3.46571959016194
RAGE	5.10062224048928
XPO6	5.76248210478601
FMR1	7.85102268977511
DUSP3	5.4881939278354
ANKMY1	3.23729910742346
CHMP2A	8.39001724671034
FAM8A1	6.97473106334616
GPR21	3.72838152801883
BBS9	4.18445270722475
UNC119B	6.2804105769093
SLC12A3	3.4262799850853
ZDHHC7	6.31094319318183
FVT1	5.89491894914837
ENTPD6	7.23435859465352
PPP1R2P9	3.51516443119903
ERCC4	3.76526221917223
MMP8	3.12300741075983
HMHA1	5.03261902254905
RAD23A	7.30458040694242
ACY1	7.10347383286599
MT1E	7.70003462890241
PPP5C	5.62591258153131
GPR20	3.70306944828552
RFPL3	3.01093882901988
GHITM	9.75504322086483
SCAMP4	4.63825835654842
NARG1L	4.45999511135918
MYO9A	5.50722156335686
BLMH	5.65023771841374
NDUFB7	7.87902312156322
ADCYAP1	3.15601608801852
SP110	5.53105585782935
MIER2	4.21547671446848
KIAA0513	3.92100353502639
SH3BP2	4.58409911882980
PNMA2	3.44822257273946
MAP3K7IP2	6.87628873461658
AGRN	4.51076102955526
CEP290	3.42510165126338
ANXA10	3.41436484733177
RTN2	6.05592036300748
C14orf133	6.81340886570907
PRPS1L1	2.89664846221068
PRPH2	3.91132267592007
KLRA1	2.83805120928075
IRX4	3.21936293778841
GOLGB1	5.5871896758792
GPR97	3.24898132781080
NFKBIL1	3.83228392863132
CHD7	4.74799860330698
APBB3	4.06442257364101
RPS10	10.7485821849700
HIC1	3.06091226062469
TLE3	3.85382104115568
PSMB7	9.70872576147557
IAPP	3.56018925640685
SHQ1	6.93840819795121
API5	6.42163418171464
GP1BB	3.61027557128672
FTHP1	8.40300317901617
TRIM6-TRIM34	4.81657491933768
SLC6A1	3.60928167214207
OCLN	5.1643468856226
NAGLU	4.4960817327068
PTTG3	5.39569428621457
FAM117A	6.23218755858188
SPRY1	7.06575056565206
FLJ10781	7.28974030705499
CDON	3.43717880660558
SH3YL1	9.33306019303805
IGKC	9.04167502486325
TREM2	6.48552937432343
MMP14	4.47069759545293
SERPINI1	3.94112401430194
HDHD3	6.09481690144184
DYNC1LI1	6.16548131826484
FASTKD5	6.05257086989178
TDRD3	5.0302656972276
THSD7A	3.55204507272358
NDST3	2.91723184010611
CXCL2	7.56550690073086
DHRS12	4.05703733904387
MAP3K15	7.15514773739268
FBXO9	7.27460508084371
APPL2	5.11489929289177
TNPO1	7.90168440198397
CARD10	3.9102325411591
MRPL13	9.29845502054484
SNX5	7.5197757666713
EEF1D	7.08607109355321
RAB6A	3.96140959652579
SOD1	11.3963309220667
C12orf5	7.28282218435384
PACS1	4.64150408235016
PAPOLG	3.38675649501394
CHML	3.64654102211864
SIRT5	6.05739536890583
MSRB2	7.68868294176762
BCR	5.91983470022643
PUS3	6.06420167106873
CAPN2	9.25533968356729
FXYD5	7.28743057565347
TWISTNB	3.23346506007117
UBE1L	5.74423015393604
UBE1C	7.8720708131271
CHD2	3.28558494988052
C15orf2	3.58946496735614
FZD5	3.94084810246955
NR4A1	4.65940278625546
LOC339047	5.26892400970151
TRIM17	4.33584296332455
ZSCAN21	3.19915725026058
RPL15	11.9051168460908
ATP5G3	10.6069722914105
PRC1	7.91061949288011
ADAMTS8	3.27139278157804
ABCB9	3.41685434039627
HOXC4	8.94300042689326
TRAK2	5.48111231499568
STAB1	5.90848406325243
CEACAM5	3.02566086930403
MYT1L	2.88265648143584
RASA2	4.10998269075947
LRRTM2	2.94268022557404
STAG1	6.04931031599676
OSBPL7	3.55323460302573
GIMAP4	6.4174953582604
FUT3	3.8733009454399
DBI	9.70193492752953
LPIN2	4.73284913524243
PAPD1	7.54627982669098
APOOL	7.0898535628689
DIABLO	9.11573728466388
ARMC9	3.75121529614842
RPS6KA4	4.60588288748606
TRHR	3.23637804875263
SLITRK3	3.73561696399591
TGFBRAP1	3.92202901780684
FAHD2A	5.38316544745013
CNTN1	3.32373058486716
ZNF211	4.2956131307964
BBS4	5.4579319011647
TMEM181	2.94732347226721
PFDN1	7.71277634594531
MINPP1	6.98663577772223
MPHOSPH6	7.6927309530293
RGS11	3.31484264992659
HOXC10	4.12964305454891
ITPKB	4.28526970675902
HS6ST1	3.52254992444912
AKR1D1	3.46191703358474
TNP2	3.2040910893773
MEOX2	3.12875160079573
EML4	4.59934479755968
SGTA	5.24552369274574
ATP6V0C	9.48438900548648
PRPF8	7.21922052523167
PSMD6	9.7475530794798
HIST1H2BI	4.8633564684984
TMC5	3.76284297441619
FKBP3	9.87946509013702
FLJ20273	8.17693888077767
PLEKHB2	7.83368904752411
RPL28	9.33176928418252
NOX3	2.81896974345930
ZNF544	6.87500366603056
EPYC	7.61402972760564
ELAC1	3.26554465789867
METT11D1	7.83607280219451
BIN2	3.96806328730837
NACA2	3.50875832827203
RPL18A	12.6217005619356
UBOX5	4.32140310832906
TCERG1	6.82928006926189
MPP6	4.3810788379539
KRT16	3.15518928313687
UBE2O	4.61217041008739
KLF5	7.28798243692752
C9orf31	3.52719945063316
APOLD1	5.41584799778547
UBL5	9.975803458825
ARHGAP29	8.73196759245173
TNFSF8	3.30011414239721
PDE5A	3.25890786289071
CDR1	2.85310734764551
FBLN2	4.33123706786737
C14orf104	6.15963147440502
HBE1	3.3458713694476
ROBO4	3.42524881952770
C1orf108	7.01036333993302
FOXI1	2.9540045647286
BCKDHA	7.47851919293086
RAB4A	7.75250223406063
C11orf80	5.14282986326544
MYOC	3.60132432408532
GIF	3.81884505120035
TMEM39B	5.96595783085955
RPL3	11.9395939199823
THBS1	5.78775811786234
APOO	8.85316028235837
ATPBD1C	8.42787610786317
FARSA	4.43415122598669
ARMCX1	6.29838495750173
EIF4ENIF1	5.27034295387884
CMAS	4.58894996370156
OR7E24	3.56497466889489
TNFRSF21	6.5482283254398
PLAC1	5.18656963558805
KLHL18	4.7689079724784
LBA1	3.78432022885758
MKL2	6.12857746005949
TBX3	3.31521715714423
TAZ	4.9846490526382
CRIP2	7.64738892491897
DAXX	5.46303462387816
ELMO1	4.1569369813227
RGS13	2.63567517137562
DIO2	3.64171166533044
UNC13A	3.86666533465878
TAF11	7.78744567623137
ORC3L	6.73928205958603
PRX	3.18706341082633
TARBP2	6.881339356697
CABIN1	4.37266848326144
TRIOBP	5.59040704534642
HIST1H2AC	9.25730093600516
RBM5	5.76854659782106
TUBGCP4	4.98668142937945
NCOA1	6.21691766643718
CDK7	7.00359048176823
SSR2	10.0086322458450
IL25	3.21782505458748
CRELD1	5.52830768263812
GPR6	3.41981439748577
SNCG	4.25813381620134
CHEK2	6.57251242501895
GAL3ST4	5.7150781320095
KBTBD10	3.01915327072653
DRD4	2.88805750069409
GDF11	5.23899826033013
SEMG2	2.96339433945803
MCM2	7.69263859270065
CD247	4.27499273733527
SOX14	2.96431988954390
RBMX2	5.89513378366789
KIAA0922	4.66622216041801
TGS1	5.6177565440927
C16orf57	4.54343308803687
SYF2	7.26646859238153
MCM4	5.20946764476649
PDZD2	5.00322227740322
CEP192	5.57789081291338
IFT88	5.2072178308486
MCC	3.42576884749827
RPL9	12.5772169730763
RAB32	8.33961054919198
P2RX2	3.58514479081406
DDX43	2.93291028279777
HHLA3	4.79014701496178
ID2	7.60916126230864
UBE1	8.97838455727628
SLC24A1	3.92036766750015
ARHGAP5	5.64623139143646
C20orf23	4.16082131107464
CETP	3.47312801220173
ZNF688	3.83594524386267
APOC2	7.20381038628463
PWP1	8.10854200388685
FAM50B	5.30093021472207
PTPN6	5.87755028727879
BAHD1	4.26198842956121
GPR56	5.88105373083821
GRIK3	3.02675356630299
DGCR14	4.38153199375957
CACNB2	3.20297287974618
PDE10A	3.06705583002014
METAP2	6.73304056876071
RHOQ	7.42703311252735
MAP3K4	6.03045548538341
PDHX	8.02310660946708
RPL23AP13	4.39308010342832
MTA1	5.15168179407796
GNG11	8.14627220211535
ZBED4	3.64189309683467
CLCN3	6.03915986521623
CDK2	5.65299690109874
HCG9	3.50733566456748
SLAMF7	4.96935068400158
CDC37	5.90141640301099
ZER1	4.31702445655318
GRK4	3.30988610929651
PRPH	4.24224343778958
PPP2CA	8.96621146484095
LRP12	4.91808590510066
POLR2A	3.98135379123877
SEC14L2	3.46588097762048
OGFOD1	5.51373807579837
DKFZP586H2123	5.12534520053184
MC3R	3.50151832941708
NOL5A	7.20620133199113
PHEX	5.23313924294469
HIST1H2AB	4.13188599810033
C20orf117	5.2536008230334
POLH	4.04270741191917
DDX17	6.25624943954331
CAMTA2	4.41817496140591
PLEKHA2	4.51538246813347
SNAPC2	3.76309421207203
FILIP1L	7.52162931192904
PDE4DIP	4.37150441204334
LRRC1	6.66760123170182
SCN7A	2.93432823837564
GAS1	6.44198102089385
DGKA	3.90818662489869
PEG3	3.25290547093907
NADK	5.0189647056029
SGSH	5.34641553010741
CXCL10	10.3900093720799
GALT	5.01275427154922
MCF2	2.97468967017284
ZMYM4	6.60699160046363
ZNF263	5.41035391176491
STK32B	3.98283546707047
KIAA0888	3.64802726893063
TACSTD1	11.110282891848
ATP6AP2	7.83009445396388
TYR	3.5033516664526
GDPD2	3.79657289248942
ABHD10	7.6083397720755
TACR3	2.99518549039032
SLC35C1	3.86435676497427
KIF1A	4.94714918620817
VCAN	7.61498689911049
HERC5	8.47358288830325
UBE2A	9.33341785354448
SYDE1	3.91706408134213
ELA3A	3.15399649082682
TM9SF3	8.3531484411874
HAO2	3.69649131347134
RNH1	7.94783211730714
MAFG	5.17696504725362
BICD2	4.65289014839831
C14orf43	3.78668800330056
CDH7	3.30035968292916
JUP	7.9552137337789
SHANK2	3.63685392173983
OSBP2	3.52869756828452
ACOXL	2.72211438654350
DAK	4.44667051920663
CBX3	9.43297765006121
C3orf58	3.89812159405354
RBMXL2	3.18551065230408
TCL1B	3.40872544856652
FGF13	5.70867872318518
KBTBD2	6.06651281136819
KIF3A	3.64049098405109
DCXR	9.1913416562492
MYL9	8.9470356302781
PDIA6	8.34846734165225
CDC23	6.93707446460235
CASKIN2	4.46694822064071
PBXIP1	4.38719130222222
EHD1	4.65913282478803
NBL1	7.88809104778346
MARCKSL1	9.83183228925064
RAB11FIP5	4.25140757266486
CDKN1A	6.28661726279803
NCK1	7.42504733994794
SAPS3	5.34300728942751
ZNF550	3.17676376615651
TRAF3IP3	3.46794280653281
LSR	7.21470894179781
MIS12	8.06353267113483
KIAA0774	2.83279732158998
CXorf1	3.50714787071636
CUL7	4.91604381194035
DIO1	7.75743935194497
LIPC	3.25931412869017
EIF2B1	8.80307633825287
OMP	3.45811018688288
HS3ST2	3.79038359904242
C20orf11	8.19605305636165
CTRL	3.09813572075369
GSTZ1	4.96142770253129
PAK4	7.53351141624216
CCRL1	3.16880201462058
RNF10	5.4825896176648
MAGOH	7.57670530381746
CENPB	3.91845137527205
C19orf7	7.07996209055219
JMJD1A	7.65071487389758
GATA2	3.55442619815013
HIST1H4H	6.04223198096813
CELSR2	5.47271711301459
GABRA5	3.01736235055048
STAM2	5.03455148045029
GPC3	3.54018457252617
GRP	3.12856959412809
SV2A	4.33241044382638
EBNA1BP2	8.2053130043977
TAF1C	4.13432541367524
MAGEA12	3.38689855170890
GSG1	3.15176895446393
PDGFRA	5.82320074212135
CACNG1	3.9015143651244
CIAPIN1	7.19976309266427
CSTB	11.2784391070987
FRMPD1	3.30957169169257
PTPRJ	3.26015561298106
ZNF668	3.70674967459644
PLEKHJ1	5.72235624324712
ADAT1	5.58332659183792
TMEM50A	8.46352063154747
CENPI	4.68815755476138
HOOK1	4.75115705500092
RPP21	7.6400698084618
GTF2E2	7.11873168906771
IL17B	3.29227725346388
CCNF	4.5740029463896
CRYL1	6.35064235267738
FOXH1	3.09824192168315
NFYB	5.51506141774201
KCNQ3	3.97021167578288
PPM1G	6.02054408923103
NOVA1	3.2744107158532
FZD3	6.66211940686263
NMT1	5.7784096547287
AKAP8	4.50124338904625
SOCS5	6.01805921580859
HADHA	7.13663368602659
PLEKHF1	6.29229256168096
DLG5	5.86717738791516
CFDP1	5.3000612018461
SAGE1	2.92522681047513
PGM5	3.47454741501091
C1orf144	7.28799342410743
SUHW4	4.2074689764779
TFEB	4.21393764643711
RND2	3.59951801528787
ATG12	6.27941618079408
BMI1	9.19133096213005
RNMT	4.6396868148353
MASP1	3.26807862819565
MYH4	3.23460929911406
SLURP1	3.48544768605810
KIAA0984	3.33412513229788
ASTN1	3.06042794881211
MYCL1	4.84903068687149
SH3BGR	4.79750915277312
RPAP2	3.92645806863176
FOSB	5.39793518468064
KRT35	3.03962125042057
MIA3	4.5123667376549
KIR3DL3	2.93758709448676
SEMA3F	4.97560092033516
TMEM135	7.07894528433632
SLC27A2	3.50110352962787
NDUFB2	10.1949672096731
FAM46C	3.91018358148797
G6PC	2.99238518523888
KRT33A	3.49473023932976
OVOL1	3.41857325391168
PAMCI	7.21103615050701
S100A7	3.28243874730386
MAPKBP1	4.49486754480405
CPE	7.63008422545507
HARS2	5.00709897569319
GNB1	8.80597742067508
TRIM46	3.40008346421199
UPF3B	6.51389369857431
CXCR6	3.85867890979988
C16orf3	3.13889719190393
HLA-DOB	3.92375545504887
HPSE	5.35352646274676
GSCL	2.84420856714984
POLD1	4.92046298826197
DMWD	4.23663394926436
CALD1	6.19308148240126
LCAT	3.33317637416992
SCRT1	3.23311363677399
ST6GAL1	5.24058566150135
POMC	3.01764456887165
UNC84B	5.25226537579137
NSMAF	7.02350953761113
ADSS	7.3544521164573
SKIL	3.16106066809255
HMGCS1	4.59987040262754
PYGO1	2.97477560562465
POLR3F	6.21031105305538
ZNF277P	7.0126032281759
CNNM3	5.32636392434592
WRNIP1	3.14530559827499
ALAS2	3.64396537398843
MRPL23	8.52031018492505
ST3GAL5	4.39316719262285
ZBTB7B	3.36698127631193
DHRS1	6.09838683076335
NFKBIA	10.0413744064236
CNOT3	4.07264423922428
GAK	5.32923519416981
SFT2D2	6.83844310283849
HOXA6	3.20181896244705
PSMA6	11.7780483458557
CRTC1	4.05041132785309
LY6D	3.72611076343873
CPT1A	4.34232483681038
ALMS1	4.81149111561175
LMO1	3.49120354363608
EIF3I	9.54922815097051
DCN	9.67038438709414
PRB4	4.67594357702367
MCM3APAS	3.66573037620552
SUCLG2	6.60408352533376
FOXF2	3.12450472670909
MLH1	7.9889132133017
S100A12	4.43816530716141
ABHD14A	7.28377270261667
DEXI	5.94673586391221
ACTN1	7.91700159942271
AMPD2	4.61520338499276
IFNAR2	6.7332853596976
CYB5A	8.20192841494662
