Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_A04_491166
Composite Element REF	Signal
SFRP1	4.04356569649488
VAV3	6.25435899380873
MTMR11	4.36668412874568
SUOX	7.89737796820294
IDH3B	7.61213125500698
STXBP3	7.43803785810224
EIF3G	7.9989478565329
GOLT1B	7.335187104805
ARHGAP22	3.53704014605932
NPFFR1	4.29046130527342
NPC1	6.17890719115538
ALDH9A1	9.3702325610266
ICAM5	3.48204116273485
ADD2	4.24366808276992
RASSF1	4.57995842419576
PITPNB	8.67649043207623
PAPOLB	3.07433618374797
URM1	6.6242796361573
TMEM106B	8.575444264204
LRIG2	4.39418358653614
SLC27A5	5.42511574112912
CDKL1	4.33675510852881
PRODH2	3.42828221178582
SFRS11	8.80496858206937
IL7	3.46185397639305
SCN9A	3.30495730884109
BTG3	9.62967600688515
PAK2	6.28987789559453
ATP2B1	6.17919961644346
GATA4	3.48007560075247
PRKAG1	7.37416179599755
FAM64A	7.32043299759663
ATF7IP2	5.07656951093091
EEF1G	12.4287421203194
INCENP	3.56921567648166
SMAD5	5.21853855246324
GARS	7.98659889082235
CDK10	4.37840678940451
HLX	4.308642468938
ELAVL3	3.78954976344415
MDM4	2.83415824198370
GNL2	6.66649448276664
CDX1	4.68572866297144
PFDN2	8.21622498105473
ZNF200	4.74420684736388
NDN	6.40111505566054
PRR3	4.26952936450268
HBA2	9.36699607874198
FBLN5	4.45925437181053
PUM1	8.11406717043999
CCDC88A	3.27285599130182
TNNT1	7.2145678476529
KLHL24	7.01006859244192
HNRPH2	7.63822841160296
RAB7A	7.77004278668748
SGPP1	3.69146697617568
PMS2	7.357531198762
ARNT2	4.23579191957379
CBR1	7.29352890106918
ITPR3	4.74703189806641
BIRC3	5.48998707836743
NRSN2	5.15218796294947
SPOCK1	4.29112417623526
H2AFY	8.70245236274507
RXRB	4.8019716616192
ZNF638	6.48109309368971
APBA1	3.69509073201047
RAB2A	6.55604886742689
ACTN4	7.23447540057774
FXC1	6.44360097603697
C6orf162	5.04258869410383
HPSE2	3.84394596329428
PLCE1	3.29305411595631
INSL3	3.07463621826022
PTPLA	6.13941067592932
EIF2B5	6.23643148067491
DLG1	5.59062245426186
PINK1	5.8502409289952
TFIP11	4.97001941315455
VPS33A	5.21053862338617
SKIP	5.04915706802285
GRAP2	3.1330796393753
GAPDHS	3.28531458442536
POLR2G	10.8529421521957
CNTNAP1	4.22420088882718
PSTPIP1	3.32472319925838
CYP26A1	3.67502968034984
APOL2	4.22287286085722
TACC2	5.02953241224846
CNBP	10.8876974476378
WASF1	7.05824116315836
HSPB1	10.7989500178503
INPP5E	5.27714094163937
COX7A2L	10.7231475193272
HSD17B1	4.48513440246055
ARRB2	5.19708047876421
CUBN	3.96723989367983
SLC7A6	4.23570048882153
IGF1	6.38018729537465
ITPK1	5.18887810832572
NAALAD2	3.26376921519365
G3BP1	6.79907080750606
HSD17B10	8.78021153835258
NUP155	7.26177055384393
CYP39A1	4.37988479342242
GLULD1	2.97145496988818
RBM15	6.75804007692994
AMZ2	8.77801805718242
GDF15	4.1087681829635
CYCS	10.7299070757714
TECTA	3.25923926481581
CCDC46	3.68527781699129
GNAL	3.26006571336023
LPO	3.75980043012481
GZMM	3.63980669063064
PAIP1	8.37761671846514
DDX11	4.7573926545786
TAF9B	3.77153158220289
CACNA2D1	4.17762392088195
IMP4	7.78466130178441
SH3BP4	6.2707003944399
PADI1	4.31766571551961
DEC1	3.50490879742084
PON3	3.46117540651985
PROP1	3.31326060138724
UBB	12.5873783236796
RPA4	3.05019757100502
TCF25	7.07951717342317
NDUFS1	7.59055952529027
UPK1A	3.64884314757585
AES	6.88969092336442
PPP1R13B	5.39750007873914
TCL6	3.34998441833862
ARL2	9.06386803255549
CD2BP2	6.2780017397948
TOP3A	3.87330545189883
CHRM5	3.34411152226492
FGFR1	4.58799205962758
UGT2B17	8.24010899837613
CEACAM6	3.47079216063899
CERK	7.17562949470142
FXYD6	6.36427534926802
AP3S2	6.26024924049653
ZNF208	3.08893523233301
CARKL	5.32469916809029
HIST1H4E	4.03602768526496
GOT1	7.63966727612351
BBC3	4.64738409372409
CASP6	7.76276776689989
HOXA1	3.59084970663906
RCL1	5.76058463567791
RAB40B	7.08565123281545
PI4KB	5.27691923877665
LRRN2	6.39989447197599
B3GAT1	3.72824906624632
OAZ2	7.06494286866439
BET1L	4.34660340863158
NOC4L	4.82750969398267
FRY	3.43921747410939
C10orf12	3.11652164710808
AK3L1	7.15184418992314
FADS1	6.16396946412679
CSF3R	3.69246619931131
DKK2	3.47579081405889
POLR3K	8.43323241345636
LBX1	3.16332950985697
ATG2B	4.43004131394712
RHOT1	7.94541891995818
DARS	8.24603830579476
EPS8	7.33125647930801
OXT	3.60023892699118
C10orf56	5.22550739637479
ARL4A	7.07629336831146
CCDC64	3.91611335311862
DAD1	10.5919840627048
HERC2	4.56744482430390
HSD11B2	4.56665194558021
USE1	6.34473313691409
FAM96B	9.37353109709832
HNMT	5.25702349022249
PCGF3	4.67761524040468
BSN	3.59606745218647
CAND1	7.52855009182298
ACTR10	9.96993802303555
NASP	5.16033293652005
C20orf4	6.65748866125886
ACSBG2	3.20393760530447
COL9A2	4.72535294294346
RWDD2A	5.44160294254948
PALLD	7.47280349086362
GPC5	3.21962660027839
CENTD2	5.19458088372102
TBL3	4.72236760534509
TLR1	4.45994897475533
LMO6	3.63709800505866
CCDC106	4.41750153908358
KPNA2	10.1675363645541
PARP16	4.80558831612278
PDIA3	9.06502885385017
MACROD1	6.09999142437479
SFRS1	6.70177506119268
DCP1A	5.53834786071227
TMCO3	4.13149370714268
NTN2L	3.09885712270353
CLN5	7.15890656442273
BIRC5	8.48101768455471
PRR16	2.86442430841821
FAM63B	3.63416660862799
GLE1L	3.91557452643041
CES2	5.45068293604321
GNAS	9.9949919541241
KATNB1	4.35748435092956
CPLX3	3.25627031859313
WNT8B	3.85679888340272
TSPAN13	8.34902578223784
MRPL52	4.53763858624171
GHR	4.55891334074302
DUX4	3.67406788627818
BCLAF1	6.38254672068548
GOLGA3	4.65218960658891
CLEC4E	3.71997041063603
SCUBE3	3.78871116481687
UCRC	10.8394054548266
CDKL3	5.48946409193714
MGAT4B	6.4433530964184
BBS7	3.15468153991526
ZNF345	4.59056260898805
RTF1	5.26626311818344
SERPINB9	4.04433925063786
DHRS7	5.78870857640932
RIPK4	6.23882104583511
PLEC1	3.85928642872340
PIP3-E	3.77744686625707
KNTC1	4.8361508345866
EXOSC2	6.09387513662807
MS4A2	3.11616514273761
FGF17	3.57286222030649
WDR59	4.27125740882798
LAIR1	4.64657859520306
EVI2A	7.51817276414845
IL17RC	4.06022771249977
GTF3C3	6.20913532070873
HS3ST1	3.75357433311738
ITGB1BP2	3.33028490323034
RBPJ	8.40702808917276
LRRC8D	7.57259279871366
ALDH18A1	6.7231197022823
INE1	3.55177455075895
TPI1	9.765289437782
FLJ20035	7.29103435854013
GATA6	4.79544637772056
CABP1	3.31924942202675
RASGRF1	3.32772627695288
C4orf15	6.54844448001898
ALDH2	8.07613594499625
DAPK3	3.23969481128437
C3	10.667943222793
EMP2	8.95763691709939
GJB1	5.4495960320463
PIN1	6.74706755791594
SLC6A15	4.80860808202427
POLE3	8.96282744777037
RIN2	8.8457956272642
CTSL2	6.62496687153474
APOC4	4.26242436906888
CYorf15B	3.07296522702627
TRIM2	5.7053089199106
CP110	4.63543538644422
KIAA1622	3.33066609065839
DNM1	4.53562458800558
HYOU1	7.54581432096817
OTUD4	5.7172812712918
USP7	4.80583556462240
ZSCAN16	5.73969625977411
ASCC1	6.5423905042812
OTUD3	3.79921629520287
YME1L1	9.70781492436499
HNRNPR	8.24071957637289
SERPING1	8.43325393890202
TPCN1	5.75101369001938
STARD13	3.62115959444815
PCBP4	5.02518654677752
ADI1	9.78967731192898
ASIP	3.26810604911629
CDH10	3.55342481345186
WBSCR22	8.04136638461776
SCP2	8.64172279878336
KL	3.12944826806651
SLC35D2	5.92450627121372
MAFK	3.47563016038425
SON	7.61854547138868
SBNO2	3.9442317210631
RACGAP1	8.54931606108725
SC4MOL	9.65257290626119
SLC6A6	3.38704717013008
OBP2A	4.02349414007355
PSMD3	6.27762425499671
ERLIN2	5.28263005441142
PPP1R9A	4.85745940200943
RAB35	4.18904451744714
PDZRN3	4.60533256365523
AVEN	5.8533770468824
FLJ21075	4.40668471897594
BCAM	7.20284243770364
C14orf132	5.04274531273681
PCK2	6.51717040294052
FKRP	3.24809854457748
HLA-DRA	10.5744890122325
GUCY2C	2.9981655851802
RP11-125A7.3	4.64498219533102
BARX2	3.27699872643521
DAO	3.23203220259789
EDNRA	4.93633303840543
NIPBL	4.97327020729411
ZNF331	5.96846034981216
PPP2R5A	6.63260255541132
HMGN4	9.12310232161899
DDX39	8.62669327542599
EFHC1	5.2220492997172
EIF3M	9.73292726388138
SLC17A3	3.02304974032283
ZNF24	5.19965647086735
ASCIZ	6.99129632777196
FNDC8	3.28855225129693
ESRRA	5.05845686954857
PTMS	4.74006812484976
PHF7	3.84699854587343
PIP4K2B	4.85188026044457
IRF3	6.90584988581234
GPR19	5.42739699602653
HHLA2	3.41114074696848
GMFG	6.75596098783377
BDH2	8.6050876817532
APOBEC2	3.78249867702253
PRSS21	5.7913980143233
PENK	3.66094318068336
PHF16	6.35541468291734
ZMAT5	5.20959317610124
SMAD9	3.07791472576480
SLAMF1	3.62115221469194
RGL1	7.12803193473632
DLGAP4	4.49146609110617
MBD5	4.65157642176320
PHLDA1	4.66021595901571
BACE2	8.52303939309057
APPBP2	6.02783750763082
LIF	4.19250864625382
OXTR	5.14827470072789
ACTC1	3.72884691636575
USP19	3.15332518884094
SUV39H2	3.90050791110824
ERO1L	5.38669598513669
ZNF395	6.13525743389685
CNTFR	3.46177405836837
HIST1H2BL	2.91187287333469
WNT3	3.56144936080345
ZNF549	3.36510841099365
ZNF467	4.26016193159354
SLC25A21	3.33582593003968
IL5	3.15132675074499
CLSTN2	3.51936786371490
LSM12	6.98683243407494
KRT37	3.10067885926958
NACAD	4.23074830145139
NAG18	2.79002567474116
PTGES	4.14682842854615
GDAP1L1	3.00537663732134
MFAP5	6.49512125093715
OPRK1	3.13362592477691
C12orf4	6.35580340027843
NTAN1	6.70056893747193
CST3	9.60571856959426
WDR6	4.72989224721126
NUP88	8.02861549234641
CD300A	4.42401683090685
FCGBP	4.37616487771233
CNIH	10.2877081528976
VASH1	3.61111555202885
DHX16	5.48098552357758
SLC35A5	7.44473814687257
CLEC3B	3.70490382415441
ARL2BP	5.4636452257285
C10orf79	3.15196802575635
ZNF79	3.70397568392674
CRP	3.25369646363891
OCRL	5.0143418271835
GLA	7.24115078513008
NEBL	5.17448000602523
HSPA8	10.9291361197325
DIDO1	5.32906612384984
PLA2R1	2.89402949169462
NGDN	7.95186922915349
CBFA2T2	4.43489275047824
SAC3D1	7.58440746328033
PNOC	5.64238194447032
PIGP	9.16457875364646
AGGF1	4.9341172720331
PRRG1	5.49081305966199
DPF2	7.27505030119883
MYH13	2.91370452914405
TMED9	7.61668535079543
TRPV5	3.50200976260966
UGT2B4	3.30702232490322
PJA2	6.7224149290842
COLEC11	4.18662025985754
SCYE1	8.03681350553275
MED12	4.74408065678548
CARS	8.274436879162
MYH1	3.30843847066170
CYP7A1	2.93426136970467
PHF1	5.98102465234576
LOC644096	7.41196270081198
FRYL	5.59612411149509
RHOBTB2	3.47623360120515
MMP27	2.96402545673028
ZNF432	6.38075987986542
SRD5A2	3.68488770442484
UTP14C	7.5900094937622
RABEP2	4.45508486022414
VWA1	5.92836448519869
FUBP1	4.74583678346934
IGLL1	4.00240849729066
KIAA0586	4.10366799631916
IL27RA	4.62110871808918
STON1	6.46949972977156
IL5RA	3.38168974625038
PERP	9.07599025195025
SMPD2	4.30847832827642
TNFSF12	4.03313881094688
FN1	9.2531961195317
MTR	5.66642957653444
CSRP3	3.23239794336306
MMP20	2.91141109832904
PHLPPL	4.749927618281
CBX6	5.23109326802361
DHFR	5.88593306022658
PRG3	3.20560012660416
ALPP	3.24013826659406
ASH1L	4.18022575004395
CHRNA2	3.83449410037294
PPP1R12A	6.01096152975636
RBM38	5.92481685200008
ZNF7	5.91260404232708
RDH8	3.42489656409413
GPR132	3.69191035640288
DGKD	4.61239991849794
TPMT	5.63089887243094
ATP1A1	8.28244666591358
SERTAD2	6.3194015913664
C5orf4	4.72797829149384
ZNF672	5.42515647287618
PLXNB3	3.29157472648096
FAIM3	4.11029770907378
UBQLN2	7.63525989529929
NR1I3	3.20776564736723
ACVR2A	6.00143362276842
YWHAZ	11.2624518976684
LILRP2	3.61094619865505
GNAO1	3.27616431357378
OPA1	4.56750029789393
RPS6KA6	3.68890390359663
RPL10	12.684978208813
MMP23B	3.90903195532778
PFKL	5.81455117446474
TMEM140	5.69322521438094
AURKB	6.65885224655458
IFI16	8.23586494316905
CSTA	9.56867472315042
PRPF39	5.16299283647605
DISC1	3.88782794704698
USP4	7.66374788254217
OSBPL10	6.49012018305191
CAPN6	3.46762408133752
CLTCL1	3.49421531895908
NUAK1	7.30555483137838
ALG6	7.98894666162626
NPPA	3.54667230373818
LAMB3	4.5247815302219
PPL	6.36670160186259
LRTM1	3.08314281203633
RRAD	4.25213238399844
TIPIN	6.05040950100566
CARD14	3.23834933934658
RBM9	5.25007255114093
LCN1	3.21743503933179
RALGPS1	3.76094963376915
NCOA3	5.39949672537169
CCDC6	7.0314568906192
RASSF4	4.04477580780882
MTHFD1	8.0049261065014
FCMD	4.41817779295234
IGHD	4.14647234403299
PLA2G6	4.13431992942163
TPT1	12.1843390450698
S100A3	4.09734563609061
SEC63	5.70657042298004
C10orf59	2.98191371236967
TOR1AIP1	6.37623603367568
PAFAH1B3	8.6428891306119
CEBPD	6.72551385839147
ZNF107	5.95656023255027
ALDH6A1	7.6227775328912
G6PC2	3.28223907085035
SNTG2	2.76652779653611
GRWD1	5.58749678829901
FLJ22222	5.89641860849537
BCKDK	5.85239911145566
CTSB	10.2811533769191
PFKFB1	3.57396539884459
ZFP36	8.8763068167651
SVEP1	4.02231921255861
PXN	4.24736098188782
TNF	3.25705256121454
SIRT2	7.27115979006801
C5orf21	6.23913275976207
VIL2	6.80367865821425
DIXDC1	4.29666209859135
GANAB	7.79358624384871
PDSS1	6.97994409947296
GRM6	3.39471820191489
NGFR	2.92367721500054
ATP8B4	2.78328723263392
MEIS1	8.43102824068667
BMP8A	3.44403921403818
NGFRAP1	10.5631911506939
EDAR	4.1352132744272
NEDD4L	3.83409698424907
CRYBB3	3.48650878188947
C6orf60	3.79206442637573
IL1A	3.2798893835091
GNRH1	3.01520047120659
PDGFD	6.77348876834134
CACNA1H	3.55885438376561
TXNDC3	3.48215493348889
ERCC1	7.25552510945724
CAV3	3.50688973528137
HARS	6.12545745795545
AQP8	3.68835714538621
CREBBP	4.57990595885521
ITGB1	5.35452865578896
SPACA1	3.13323347946603
ZNF254	4.04158312481743
PARK7	11.1415926613844
PAX1	3.0742231442224
PSMC4	9.39397314024575
KCNH4	3.45818304731609
TUBA1A	9.94544017485216
PRMT8	3.48892375932521
SELP	3.60637911787285
PSMD8	10.1879246954022
SOX10	4.08181270308732
HTR1E	3.54221005326086
RABGEF1	6.20788537074888
EPS8L3	3.39681641148973
MAP1LC3B	7.60705460715513
AGXT2L1	2.97847193132611
CYB5R4	6.21395232609637
MEMO1	8.86367378453729
LRBA	6.32422642796273
TRAPPC2	6.29149449217787
FLJ14107	3.07199681375965
FNTB	4.48215271726118
MYST3	5.33528375771927
KRT8	7.57228087749037
AURKAIP1	9.14550152079158
LMAN2L	7.56553107257558
C1GALT1C1	7.92702839484013
DSE	6.95112914253877
FHIT	4.37897796482384
OSBPL3	4.62942121462231
PPOX	6.00803001073970
SLC39A9	4.99983574721858
EPB49	3.80729939516177
LOC137886	6.57953715190732
C7orf49	7.2858039144066
RHCE	3.34684833085956
CST8	3.85507053451716
ATG7	5.50668239475615
SPP1	10.7129134885911
GLI1	3.06955941216474
HYPK	7.61580236955311
SFTPD	3.50074160627006
MCFD2	7.5504660383547
ZNF157	3.2650087622739
EPS15	6.99963414651709
SFRS2B	7.46343107673093
BTNL3	3.80057054408734
GPR23	3.44359073287596
TRPA1	3.05415664534782
ASPSCR1	5.14769683156788
GNS	7.59935058695468
FDFT1	9.2714570435636
ENO2	4.81151492806613
CBX1	7.1930589163289
PTGS2	3.40891069684177
BMP7	4.13426242184976
CCDC90B	8.90042287189242
LRP5	5.23369339543951
UBE2D3	10.2371040280919
ARFGEF2	4.79915600656522
ARR3	3.61302244495886
MAP1A	3.37567901528523
NEFL	3.02931402243929
CD2	5.59226597238693
FLJ23861	4.14284061147285
NAV2	6.51763370915263
ENTPD2	3.19621999099547
COX7B	11.2654905765303
ATP6V1A	7.25784746897814
TRGV3	3.53501106838666
ANKRD17	7.58882567224276
ADH1C	3.26994734202015
ATXN7	3.33302360291823
IL21R	3.48730620823347
CHN2	3.62233763503854
HAS2	3.86868608643318
C6orf48	9.40347771705357
TGIF2	6.73239673381704
KIAA0241	4.40810553592542
IGF2AS	3.50951709694727
CYP2C9	3.33337581255704
DNMT3A	4.34834346955332
CNOT7	9.51759550643702
FCAR	3.18934545346666
SFRS10	7.9703688029219
MARCH3	4.35781064333991
RUNX1T1	3.19088339488479
CTSK	8.86117590519664
LRRC61	4.35202617847733
HNF4G	3.23469451409102
LRCH4	4.54145871873457
PSIP1	6.72321638243822
AP2B1	6.21280612190394
C7orf28A	4.35802307627147
SMCHD1	4.87672170701899
EIF2C3	6.07017385848852
S100B	3.72165912727006
BMP2	3.61279505992830
POP7	8.49069213626729
UGT2A3	2.74934284147628
ESR1	4.26070680781946
ZFPL1	4.51727446755104
ARHGAP12	6.48312113066225
PGGT1B	3.98160107516251
LRRC19	2.86365166825577
ZNF767	3.99811952055178
DEPDC6	8.7706907073913
SLCO1B1	3.19956481774401
SST	6.7100150866592
NACA	12.3403850287445
KCNN3	3.46194999703946
GLOD4	8.03465507888116
SCCPDH	6.34417045778697
PRF1	4.45478649568679
LST1	5.41160097986254
CDK4	10.0071655470204
TCF15	3.84209968109316
PARC	4.08131747695681
PRMT1	9.50989107780236
ITIH3	3.47528578923774
PPM2C	4.74342663000218
TEX10	7.70657969697859
EDA2R	3.40730187061011
LOC283345	4.5384897211352
NARFL	4.99148958190477
DENND2A	3.51836381127832
C1orf103	5.46796419329525
DMXL1	5.63072160672614
KCNAB1	3.70799644293226
FLJ20254	6.05018561164443
RBM3	7.48854368993624
GPR1	4.59629487237732
DMTF1	8.27688517129656
HTR5A	3.50522678335793
MXRA5	8.42968486415341
GRM1	3.3558324289074
SCFD1	7.22028886741775
RAPSN	3.52529916080424
ACOT9	8.26684843525316
PDE4D	3.3349568293893
TRPC4	3.05885648528684
EPHB3	4.37682912849264
GEMIN4	5.95872793004915
RAMP3	3.78123242824033
CNTN5	3.42598110743082
DLEU2	4.02780106884061
TSPYL5	7.67522775658483
GRTP1	3.78739974080947
ITGB8	4.10168832145163
GAP43	3.23083711551366
FRS3	3.56128946034143
PDE3A	3.48375895845802
TNFRSF10C	3.03605569773980
JMJD5	3.85756760822376
OTOF	3.35320943213584
TEX14	3.17543853524441
XYLT2	4.74723631541994
HIPK3	3.38712581333026
XPOT	8.36321653196934
RRH	3.07720005316574
CDR2L	6.42332445679309
GAL3ST1	3.56417333562623
DHCR7	5.65733513361229
PDZD7	3.80617778579927
FGFR4	3.48374493788889
CRAT	4.94534470398619
C1orf217	3.61699858388833
SLC19A1	3.81502389626068
PPP1R14D	3.30814193432445
LIMS1	7.44341266729608
TMPRSS11D	3.3714625358184
TRIM14	4.92750807593141
PIK3CD	4.00878421832837
MFAP3L	3.49492331760674
DERL2	8.33864349673428
SLC7A11	4.09746137936315
FHL5	3.45224199465004
OR10H2	3.15828547336765
ACAN	3.32235207300604
BRWD2	7.29533538872316
PPM1E	3.13533698016928
DCUN1D2	5.12822722723976
TINAGL1	4.12702042852053
C3orf36	2.84659596294069
DOCK4	5.33924680796035
ENOPH1	9.92811495503823
FAM127A	8.44472374190994
SLC5A3	6.16887575512569
ARPC1A	8.84762619810026
CHST2	5.14659353449223
SPATA2	5.0123959013641
PGLYRP4	3.73651000899063
RUFY1	6.30606975764717
NTS	4.10699193070743
FRMD4A	3.29867665467111
RPS4Y1	5.14108665981925
BCL11B	3.12408848804291
TNFRSF8	4.11092658389268
FOXE3	3.12164449097541
PTGIR	3.95319211489056
ART4	3.03752718122186
EVX1	4.08378996207963
PRM1	3.18058558941049
GLCE	5.39606668236787
GPR18	3.41931022326203
ACAA2	7.15466562660702
PIGK	7.51354545129844
HIST1H2AG	5.16759455155943
C16orf67	3.78877567439716
UQCC	7.80535962519518
PLS3	8.77177808812415
DAG1	5.89746743404705
WWOX	4.41689814011312
GTSE1	5.24833224951543
GP2	3.36549812991372
CHIT1	3.35235788370858
PLOD2	7.42403080318584
RPS24	12.5492410792648
KLF9	4.52995974101907
TTC27	6.32241726819139
PYROXD1	6.35419072218721
MIA	3.8452968910286
TSPAN2	3.58693264934260
MRPL9	7.14061792377747
PCSK2	3.30599088191717
PI3	6.60319539909762
RPL24	12.3283067743630
HIST1H2BE	5.20333455938778
CD86	4.88605487880421
CALM2	11.9339003333422
LFNG	3.04138710752496
GYG2	3.63013011920353
INTS12	7.37488479615225
RAB4B	6.42034641172992
CTSF	7.19956511727351
HUNK	3.36133020155026
GNA13	3.60097489970235
B4GALT4	5.07285992866003
TSPAN31	7.49089762658018
CHD1L	5.38244064920878
CNKSR2	3.69599254341026
C1orf156	6.08002701029269
IBSP	3.32572418802301
FUT8	7.2291237692182
TRMT11	5.62837066631318
AGA	7.24028430758422
GFRA2	3.74701652716977
WWP1	6.10199538105921
B9D2	5.50338127015702
CPZ	4.42386774211049
STAT1	6.19339737035812
PTTG1	10.3999807597786
TMEM62	5.30573085360095
COL8A1	2.77694932257026
RBPJL	3.30705944143466
CASP8AP2	5.78344621096635
SSBP2	7.0741452202016
MMP12	3.43772020198683
NME4	7.03913877553264
LOC55565	4.23331466957119
GABRA1	3.64217357633957
PEX11B	8.19568564205979
HABP2	3.51242159692453
REEP1	4.18576575617752
C9orf156	5.104533810454
SMARCA1	4.62355880837338
WEE1	6.38373896046445
APOF	3.08733949406699
GCDH	4.81278553138243
SSR4	11.4272944272609
SPAST	5.67963440247719
RGS1	8.81462852176216
ACCN4	3.79361293329956
PLXND1	4.63736150675158
FLJ20489	6.18754327455809
MLCK	2.94810197235333
INTS5	6.58504482073474
BSG	8.83628270936881
PARP8	5.69038094968176
ZNF215	3.44738558437457
TEAD4	5.11535486642002
PDE7B	3.12276449895815
MS4A3	3.15513738938181
DTX4	6.59742575246657
EFEMP1	6.73468822639436
TNRC6B	4.74771082088908
TULP2	3.54688621941195
RERE	4.62904083232296
BNC1	4.81390348480758
FGFBP1	3.71237113761179
TIMM8A	6.19310901253156
PIGB	5.43540651652216
AJAP1	4.08689603697101
COMMD8	8.81934473021096
TRIP11	4.27156917458571
SLC25A42	2.76405193928792
SYP	3.74816551128823
PCDHB6	3.95933606052177
FLJ12716	5.81179839347554
FKBP8	4.18776600879715
KIAA1109	4.13695967465322
PTPRC	5.72984786431615
POT1	6.8709155233635
CCT7	8.597133480182
MMP11	4.79370758261327
MYO1E	4.24729563755313
EEF1A2	3.96362584879251
MIPEP	5.14158018890299
ZFX	4.59069166154033
UCHL3	8.9705253863525
LRFN4	5.13933541385051
XCL1	3.50337144276512
CARHSP1	6.87329784724121
GREM2	3.17233884036942
CCDC102B	3.22156248922106
HDDC2	6.9492933845922
SHC2	3.66569373227575
SDS	5.86931915666269
CASQ1	3.37555135979804
LYPLA3	5.09613154063258
INPPL1	5.64579880808191
SLC25A40	6.63433946287246
IHH	4.62561866734776
CHGB	3.00552381336392
COL9A3	3.19217495126870
C2orf18	4.58226432311171
DDEF2	7.17561365851464
BUB3	8.17105414151135
C6orf211	7.87091317235984
FOXD2	3.32925956056617
GGH	10.0669384423366
GGT1	3.44171070370684
ADARB1	3.54431984794821
VPS35	9.7467025151442
CNN2	6.5116949946069
DBP	6.11076811670818
WNT1	3.61729795904483
COL5A3	3.9327496529749
RHOD	6.51269574144164
ASNA1	7.07575887486298
WDTC1	5.37832145082614
COL4A2	7.1506751203463
HEBP1	8.56685444389213
SLC1A6	3.53685369011538
LUM	10.1901275934657
C1S	8.88494733810399
TCF7L1	4.16749517286059
ZCCHC6	5.56279836884916
ME2	6.78352234649032
PAGE1	3.61303796251215
DTX2	3.49197441161263
KPNA4	6.374813440877
H3F3A	11.0666241575225
GLO1	10.9012923756433
WDR61	8.3926342291727
CD302	6.39643976638441
SIRT7	5.84654622993712
D4S234E	5.19831838640519
RABIF	6.36503189676688
DYRK3	5.33913152254253
PKIG	7.98313148051484
PFAS	5.76740312905043
ALOXE3	3.38544944333417
RPLP0	12.6459613717656
RBM34	6.27007000185637
MKNK2	8.16747235613758
ZNF528	3.88906719591048
U2AF2	5.12217963712113
SEC16A	6.20958663208351
EFNA5	3.178099333641
ZNF44	4.35832161043249
FCGRT	7.42522077033765
NOL4	3.37414945541900
CCS	5.78472439543148
IGF2BP2	7.19816218818369
MFSD7	3.42255412072418
OR1D5	3.17103107549316
SIX6	3.38827380520833
CCR6	2.74063495484258
TSSC4	4.92638196586945
COL11A2	3.49302668708901
CHRNA6	3.77587527570126
PLD2	4.1066345009241
PALM	5.14438782916256
ORC1L	4.07883179119926
SASH1	6.30471672675288
PUM2	8.29288004975812
ZNF365	3.79307597359887
CDC14B	4.48985163450071
PHC1	5.38588267028689
KIAA0913	3.70087093326116
LDLRAP1	5.08533970177825
NAT8B	3.30412791107513
PPP3CB	7.66816424512834
ANGPTL4	4.28930213096674
HHEX	4.40461199628959
LSM14B	3.87322236179929
PLCH1	3.45583037632918
INSM1	3.06317599668991
TLN2	3.91384063892184
ZNF493	3.56179788705353
HDAC4	3.94100201044746
GLRA1	3.34053742996782
RPS6	12.0572386797892
SFXN1	5.68980905630568
FAM102A	5.14502115228658
KLHL1	3.37057247833036
SAPS2	4.1171690634814
CTNNBIP1	6.19474738771476
SCGB1A1	3.12553076742875
SCAND2	3.40374879301136
HMGN2	12.6987470512824
NEUROD2	3.07793378971792
YAF2	5.62637233625369
BRPF1	4.9805435284212
RICH2	3.37757276881945
TBCE	7.09865074638095
LIAS	5.2648455929693
MAPK1	6.17396589769237
MRM1	4.00025365211038
HDHD1A	7.55396963981643
CTA-246H3.1	6.32650108156264
ATP9A	7.08973155120853
HSD17B3	3.45741908171148
HN1L	6.04449651315273
SAG	3.4401222162048
C20orf10	3.39024834797384
CTRC	3.51109486479251
HNRNPA2B1	9.02536602023758
RNF216	4.08858575433951
GADD45A	7.56278754080479
MSH4	3.43712443994516
HOXD12	3.2432322497914
TMEM70	7.46387717421894
PPP1R14B	7.68540038062556
SBF1	3.77079715392278
HIST1H2AM	4.88983497925379
GNG3	3.88541440186394
C1orf50	6.76896701532046
FTO	6.15093847208515
CALCB	3.0649162335902
PPP3R1	5.79973269758571
USP46	5.34226121338992
CCNJ	3.44259768625295
PSD	3.24949384118658
GNAZ	3.56952941993891
FAM57A	5.81303262639082
LILRB3	4.83243991665624
DHX8	5.64604248188545
SPI1	4.14468826838097
OXSM	7.99623193112702
GYS2	2.98010522701616
UBE3B	5.12840565835697
PLAT	8.84447332614569
NUPL2	5.88059879762969
SF3A1	6.25152011707676
COPE	7.28780634891018
EIF3A	6.94930353824195
IQCE	3.32953358574017
FBXW10	3.11192221949942
KIAA0182	5.0460641983098
YRDC	7.0805443113478
GPRC5D	3.57574927127554
LRRC23	3.98237810173962
BLVRA	5.80280505446968
SLC22A7	3.30601647874664
RASL12	3.51138410206169
DAZAP2	9.2621582321891
IKBKB	5.11866706225628
