Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D05_543626
Composite Element REF	Signal
RIT1	4.81262583693686
RHBDF2	5.2528776152435
SCML1	4.95719638324606
MED9	3.84684345477806
RAB13	9.84752880850287
FBXW11	5.63946690626615
ETAA1	5.81926451638957
C14orf131	4.62655258786822
SLC12A5	3.57052247169669
PHF14	3.27929771414744
NRIP3	4.06670216040248
TMEM121	3.83560538651962
NOS1AP	4.35208088410424
FAM3A	5.45961134494691
RPL13	11.8225197765553
PRDX2	9.68352560184458
SAP30BP	5.5688588509118
WDR76	3.37562572745218
PRMT3	7.30038188845933
TRIM10	3.55403125668599
FAM82B	5.41038276910661
GCNT4	2.9421551706582
MAP9	4.48167097631462
GPRASP1	5.22990092214508
CXorf36	3.55898455288919
CDKN1C	5.5562591751798
DSCR3	5.76322908604358
ZFAND3	6.50396193803568
C7orf43	4.85288720980549
HSPH1	8.106775534959
SPSB3	6.27817491566327
AQP1	4.70023893426919
COL17A1	3.60229619025268
GFAP	3.34360118900342
CDC16	7.19224780781994
KIAA1614	3.46484820945403
PRSS16	6.91800216881871
KIF13B	5.00645791973494
PCDH9	3.09886065573763
MKRN3	3.40825859514361
ADAMTS13	3.93533422423546
ITFG1	7.82295625763278
TUBG2	3.95348201724011
TTYH1	3.28176748714946
SFRS7	9.25060621650576
C3orf18	4.8625248961032
FLJ13236	6.56387424786979
C18orf25	3.6806413152944
EXTL1	3.45658766397176
RANBP10	4.3052742646127
RARG	4.22280241885017
MYO7A	3.67131699735860
SFRS18	6.85424482590088
CD96	3.03480064141551
ACVR1B	4.57712071748217
DENND1C	3.63274897668711
RBMS3	3.88312913618345
SLC41A3	6.6764402863193
PSMD1	8.42747155203616
DGCR6L	2.96169034653692
ILVBL	5.96132471607539
CSNK1G3	5.41359371365353
RNF186	3.52837589042239
IFNGR1	7.92574448153728
MAGEL2	3.88102058001017
TSPAN6	8.71162181638725
SLC29A2	5.19590892459336
MSL2L1	6.7011719138119
MATN2	9.6651302960028
ST6GALNAC2	6.78706399914259
RBMX	8.5775997416534
MPP3	3.91516573714019
FGL1	3.91563424392166
PSORS1C2	3.54461016489514
RAD51L3	3.78782765083117
ARHGEF6	6.23303271828727
TGFBR2	5.34978834255603
ORAI2	4.0427778699129
CDC123	7.16610713705696
IL33	3.81463898435251
DEAF1	5.63786206057406
AMN	3.46775690242279
MSLN	9.17437469961203
DEFA6	3.30250700937854
WWTR1	5.04861408682488
COBL	4.55890645282441
PPP1R16B	5.14386552903142
CIB1	8.27301114064674
TSSK1B	3.00424190119237
GAS7	4.48203168143369
MDN1	5.484963603533
HAAO	3.47749827664878
HLA-DRB1	10.5619626240855
CTNNAL1	6.9898299019912
TLE6	3.25137780977355
CIT	4.85267284782299
TNFAIP2	8.26610123481003
FOXN1	3.20758902234878
HERC4	4.43647035514871
DRAP1	6.41949064555523
PEMT	6.40920950528988
SLC38A1	8.65336139765936
ARHGAP6	3.91030089889245
PHF20L1	5.06914602930035
MCM3AP	5.42890897502642
MYO1F	4.94404257961948
RAB11A	8.87309926699163
PTBP2	5.50360036721467
SNX1	6.1678312566037
CTB-1048E9.5	4.66995390615333
C19orf60	6.20442621914172
C7orf25	5.37829948690236
ELF5	3.09048931095965
HOXB9	3.10353994421394
RBM8A	7.57521745778254
PARP3	4.51891315594355
ITGA9	5.37183499213381
ZFR	6.82294877176811
VANGL1	7.22263204697444
FLJ20699	4.76271891032099
ACSL6	2.68492739440041
CHAF1B	4.34953514541422
NDUFA3	8.79561303808432
FABP4	4.11160039264267
KCNB1	3.5591577821883
CANX	8.04063939042336
SLC25A28	5.18107170807565
SHARPIN	7.10932135878434
ADIPOR2	7.48270728363223
TTC23	4.41636949176753
UGP2	9.90954201052252
ECHDC2	7.65451770644033
CIRBP	7.76382781071034
SEC14L4	3.58322534775262
SMA4	4.05420319122058
FRZB	5.11985870791332
PABPC1	11.9287010701515
APOBEC3G	7.91659175660341
CUEDC1	4.75803448379408
CLDN8	3.23395138115877
VPS52	7.98859376873223
LOC23117	8.04660597516561
FAT	6.1426803146806
M6PRBP1	7.68467425847303
PPM1F	4.8525231278943
TSR1	6.03273957230776
E2F6	6.44344668862585
TMEM126B	8.236731742948
ZFHX3	4.97341701641211
PCSK5	3.97047272566041
HEMK1	4.99789434236941
GIMAP5	5.10042509997679
DPY19L4	5.95011506467513
FAM77C	3.35664176991119
CTPS2	5.89416265841217
NDUFA9	8.26060919032084
SCRIB	8.32844908867536
AURKC	3.79350031832256
LOC51035	5.72192170615386
RSRC2	8.37885747859389
ORM2	4.51437467399741
FAM115A	6.14997747066362
EGLN3	5.45622893894391
FZD6	7.9551766555898
PITX3	3.32227545802078
GPX3	8.13448319455814
UNC119	5.48103937124568
NOV	4.06592555637082
GRM4	3.38672321489552
CABC1	6.45889130433024
KLK1	4.17572587851268
GPM6B	5.29330815875964
RRAGD	7.56747511454107
EIF2S2	7.79312341589911
RNF130	7.8268810800654
CKAP5	7.34890047266602
UCHL5	5.11014108489326
C10orf18	7.18824503515138
TMEM93	7.2194778621536
KCNMB2	3.70369820246929
AIM2	3.69120635749999
PNO1	7.17837079748316
ANK3	6.84302345310563
OR2F2	3.13102105816485
GNAT2	3.29371214906351
KRT5	4.10955745833038
ST13	8.6265174973848
SIX1	3.46218396597722
TIMP2	6.31826048164876
CDH12	3.13683579513845
ZMAT4	3.45041311181134
QRSL1	4.76750648449399
CCL15	3.56246860098514
GTF2IRD1	7.10199890641635
CCDC22	4.45017609302172
SNX24	4.11050927608478
RARS	8.92753827675648
MORC2	5.24674799075565
FAM48A	5.98873417359265
FOXD1	3.13075702965586
COX4I1	8.09970753131019
DSN1	4.65859166075435
AMT	5.32957409653445
GPRC5B	5.55364827573293
CTAGE1	3.08420793129248
DTWD1	4.4738330585739
STRN4	5.43552033692555
KITLG	3.06887600437722
HSD11B1	5.17592608654457
HDGF	9.26840721649199
KRT6B	3.84283216807571
SUMO4	6.67686378022817
ARID4B	5.51046225031306
SATL1	4.76110551137519
SETX	6.0441115815263
DDR2	5.37244703657958
KCTD12	9.46565134373747
WWP2	4.78055208212028
CTSH	8.61026971290574
FASTKD1	7.34039127723952
PAF1	5.86878780319254
IFT57	8.09212384371756
TMEM2	5.85106025550658
ZNF592	5.33520155544082
TNFSF9	3.72758314742127
PPFIA4	3.30981646046658
CFP	3.73822969741957
DCTD	7.22333020813191
CNIH3	3.61293203502502
MAP4K4	6.8531977924719
ROD1	3.90421160111696
MFNG	3.39954183751382
JMJD2B	5.30581948274874
DOCK3	3.20788700868645
STX16	5.82234792877424
ALDH3B1	4.58141966849191
THSD4	3.45901467244763
DLAT	5.90287768640119
KIF21B	3.89462582368302
FEZ2	6.91335830878118
CDC5L	6.31162194240987
KCNJ5	3.66173080813769
LMNA	6.57161436372951
TBCD	5.0136966568444
ZNF250	6.33163836679012
CASQ2	3.79335623771081
PEG10	5.93467477183354
TPSD1	3.33291819634117
PRAME	6.48446669714684
NP	6.98836865909281
ZNF12	7.16986216907898
XTP3TPA	7.90447513065794
SIGLEC7	3.97408552724514
FAM70A	3.22511503864030
PANK4	5.59625039230875
SNED1	4.98678600615301
HIP1	5.21275358859197
WNK1	8.33066814198672
AHNAK2	5.31934301358408
FLJ10490	3.78449856334418
TOE1	5.75303726066627
RECQL4	3.95410834135295
PPA1	11.4499582984680
DPAGT1	7.5211248637138
HAS1	3.78571785633891
ST7	5.2971435363612
MAGED2	9.01594600785136
ANKRD55	3.45589507658319
TRPS1	7.51340280344968
POPDC3	3.2011692537488
ACOX2	4.60935945966859
TFPI2	3.64724947256042
CYP4F11	3.07314441278932
PDHB	8.18082775888303
ERN1	3.59034285046719
LHX2	3.04131240338933
B3GALT1	3.16362127085966
ADAMTS5	4.3249693926825
NOTCH3	4.79738071153406
C1orf116	3.50736433969882
UGCGL1	4.97957373435575
NF2	3.65534149869699
POM121	3.56490224043263
CLPP	6.62929057723007
MTMR3	4.1852074025987
ATP1B3	9.97321843512206
TMEM16A	5.36910220919666
HIST1H3F	2.78721498792154
TRIM25	4.04732114875176
CRKL	4.80398277760363
HOXB2	7.2641146829324
ANP32B	9.80795162757687
NUP62	6.16649365380087
GATM	6.87253605176368
AP4E1	3.28077062856288
RASA3	3.03936890421622
EDG5	3.1248055492639
CDKN3	4.7302126346157
CDH4	2.95906617565239
PGD	7.48727529132593
TMEM168	6.38526760985798
RND1	4.69276574622811
GAD1	3.76069751480602
MPG	5.7548747626516
ZNF133	5.425691642685
LOC440350	3.4515907052381
FJX1	7.56319860017566
CLCF1	5.3234961369729
AMELY	3.21388559916885
PHTF2	4.36602639877652
IGSF2	3.41832991604955
TFF3	5.1337057178147
NDFIP1	8.09028399576318
IQCC	3.60589961205426
CUTA	9.93962969716973
HEYL	3.52833260508702
FTSJ2	5.8877282145876
APPL1	6.91935236965778
TNR	3.27785691420145
WAC	7.43898748915565
ADCY9	4.35038175105283
PYCRL	5.2935941490035
PCGF1	6.58419605713033
PTPN13	3.51227666747285
AGPAT7	4.66102997888811
SSTR5	3.33803830040946
CDKAL1	2.93878883319194
PDYN	4.04872150225964
SFRP1	6.99321042587851
VAV3	4.55852371305785
MTMR11	4.68809980708288
SUOX	6.8631050804542
IDH3B	7.1490854692389
STXBP3	7.99606949063632
EIF3G	9.0735716875571
GOLT1B	5.21436937360356
ARHGAP22	3.91110027006153
NPFFR1	4.20932484703094
NPC1	6.61652349265626
ALDH9A1	8.94845929437202
ICAM5	3.51673748089414
ADD2	3.61355208386255
RASSF1	5.02172622272495
PITPNB	8.62292037589194
PAPOLB	3.23126615991183
URM1	5.63652583170955
TMEM106B	7.53157136148657
LRIG2	5.10584809925867
SLC27A5	3.7893326464079
CDKL1	3.55629274204512
PRODH2	3.62247649996558
SFRS11	9.10169393116413
IL7	2.73310937514368
SCN9A	3.24095447960861
BTG3	8.79125302794142
PAK2	6.11520672950228
ATP2B1	6.27727845977649
GATA4	5.04687287493067
PRKAG1	7.21880399123455
FAM64A	4.94479220639738
ATF7IP2	4.66865996101325
EEF1G	12.3147917680601
INCENP	3.73560219400841
SMAD5	5.24016010816084
GARS	9.73410757795604
CDK10	4.14274823658437
HLX	4.18199994594308
ELAVL3	4.08881492183901
MDM4	3.01357910530576
GNL2	7.7511664554856
CDX1	4.41002039288808
PFDN2	7.81242274194836
ZNF200	5.09419578587162
NDN	6.37107907919483
PRR3	5.0688004145769
HBA2	6.78102126200237
FBLN5	6.66065610030148
PUM1	8.37052764842154
CCDC88A	3.59955047710899
TNNT1	6.1339651322618
KLHL24	7.59989582112334
HNRPH2	8.9165673390866
RAB7A	8.31111135093694
SGPP1	3.86176373009899
PMS2	5.70008322021035
ARNT2	6.52766897253433
CBR1	7.10652987447091
ITPR3	6.01381556155485
BIRC3	5.72093798875837
NRSN2	4.45557530869029
SPOCK1	3.49419028851056
H2AFY	8.02487469656784
RXRB	4.98535876871051
ZNF638	8.25486570910053
APBA1	3.44461923844473
RAB2A	6.42808588497501
ACTN4	7.3966481548606
FXC1	5.44392454661262
C6orf162	3.71838131924242
HPSE2	3.76390903982096
PLCE1	3.75487517031772
INSL3	3.11408242557079
PTPLA	4.02511725255615
EIF2B5	5.9438152374065
DLG1	5.84185866652953
PINK1	6.03994163972373
TFIP11	5.43022116510011
VPS33A	4.75150084810023
SKIP	5.30166448068444
GRAP2	2.86984306805216
GAPDHS	3.19370251260997
POLR2G	8.80540420505785
CNTNAP1	4.47288280025964
PSTPIP1	3.59070205376575
CYP26A1	3.70720302592765
APOL2	4.65243428236558
TACC2	6.34062829255512
CNBP	10.4844595673903
WASF1	6.52044172027827
HSPB1	11.1766324542814
INPP5E	5.20094798089475
COX7A2L	10.0932465217926
HSD17B1	4.50415342106401
ARRB2	5.31061846709684
CUBN	3.58773517601441
SLC7A6	4.03970591372743
IGF1	5.36714182789344
ITPK1	5.29994022749069
NAALAD2	3.1910120602081
G3BP1	6.73139537797126
HSD17B10	8.44113432217866
NUP155	5.88720927146993
CYP39A1	3.65123118540697
GLULD1	2.91663120641967
RBM15	7.02901654795386
AMZ2	7.1337187288346
GDF15	4.2065456597255
CYCS	9.92601496932474
TECTA	3.27962588258463
CCDC46	3.66136711535854
GNAL	3.15040118353290
LPO	3.76144369568989
GZMM	3.38924230833762
PAIP1	8.34484391306072
DDX11	4.91167386469366
TAF9B	3.61358187097796
CACNA2D1	4.128141780187
IMP4	7.19835615925145
SH3BP4	9.48097837659641
PADI1	4.27040883111351
DEC1	3.32747616772679
PON3	5.66074411244739
PROP1	3.30665068990722
UBB	11.3295600000020
RPA4	3.02265734983902
TCF25	7.15087387790232
NDUFS1	8.14678306838839
UPK1A	4.42615096969298
AES	6.17966236277126
PPP1R13B	6.49826014542932
TCL6	3.35662565201181
ARL2	8.07581957822544
CD2BP2	6.57581123418436
TOP3A	3.73268220517865
CHRM5	3.26085695360782
FGFR1	5.54892547825014
UGT2B17	2.9828486071094
CEACAM6	4.06034449290315
CERK	6.58458982351341
FXYD6	7.55675300884338
AP3S2	5.80977960771624
ZNF208	3.83686978634645
CARKL	4.67008858710853
HIST1H4E	3.21108102056352
GOT1	6.71796670384387
BBC3	4.89236095121961
CASP6	6.60493096265819
HOXA1	4.89218397405614
RCL1	5.70624337102605
RAB40B	7.28800624237824
PI4KB	5.59509581981721
LRRN2	5.55991150768483
B3GAT1	5.40280195065295
OAZ2	7.16383821066043
BET1L	4.25386190835793
NOC4L	6.03511421413711
FRY	4.02297103379118
C10orf12	3.12611159360222
AK3L1	8.2761947056308
FADS1	5.03071343599585
CSF3R	3.75349119383284
DKK2	2.94781250248504
POLR3K	6.29661421201788
LBX1	3.37837437457007
ATG2B	4.62858404090635
RHOT1	6.94574431773051
DARS	8.9301844512009
EPS8	8.68303882480798
OXT	3.26601327818847
C10orf56	5.90035063529505
ARL4A	6.82081887597976
CCDC64	3.99380497369243
DAD1	9.45708612109596
HERC2	6.46620606374309
HSD11B2	3.70173815831137
USE1	6.62235081828484
FAM96B	7.87395864564736
HNMT	5.02943265804207
PCGF3	5.51020688082976
BSN	3.69327807734218
CAND1	7.60558746349301
ACTR10	8.74369924566783
NASP	5.84588624456554
C20orf4	6.01698829647369
ACSBG2	3.06192241044499
COL9A2	5.12467304994258
RWDD2A	4.81389712579638
PALLD	8.616880835064
GPC5	3.16242329256405
CENTD2	5.30276859532965
TBL3	4.90021287818673
TLR1	5.49372977287153
LMO6	4.46952332918376
CCDC106	3.55838077259630
KPNA2	8.42800624740868
PARP16	5.3270025544974
PDIA3	10.3263156419027
MACROD1	6.01283762844498
SFRS1	7.31310875191592
DCP1A	6.81379841078164
TMCO3	3.41064232982996
NTN2L	2.90455882888779
CLN5	5.69384072979079
BIRC5	4.61574109057419
PRR16	2.84895859957531
FAM63B	4.19543589106276
GLE1L	3.83037874168661
CES2	5.45898451955127
GNAS	10.2607121191704
KATNB1	4.0948434732955
CPLX3	3.40383433063094
WNT8B	3.54776874233815
TSPAN13	9.3076869415925
MRPL52	3.99314044263596
GHR	3.8055636184615
DUX4	3.71833177238517
BCLAF1	7.22603654985789
GOLGA3	7.64182872763667
CLEC4E	3.6842366757956
SCUBE3	3.80246656825487
UCRC	8.85499408930079
CDKL3	4.17766543261926
MGAT4B	6.5671818179643
BBS7	3.34773097714424
ZNF345	4.75767261266876
RTF1	5.73570826601669
SERPINB9	4.7229925913569
DHRS7	5.20628824150609
RIPK4	7.36238224299333
PLEC1	5.74210812382605
PIP3-E	5.86058196830373
KNTC1	4.71616970580376
EXOSC2	4.80339822441209
MS4A2	3.07123222246389
FGF17	3.36441282356724
WDR59	4.06608754763749
LAIR1	4.62170503282003
EVI2A	5.56277845915653
IL17RC	4.13673192835737
GTF3C3	7.26886006300936
HS3ST1	4.45837744898679
ITGB1BP2	3.10636373443628
RBPJ	9.17322954866499
LRRC8D	8.6308752160493
ALDH18A1	7.62366730710656
INE1	3.49674664476255
TPI1	9.5409388166777
FLJ20035	6.61303919941139
GATA6	7.1259796869865
CABP1	3.28591648761265
RASGRF1	3.51009542172749
C4orf15	5.89014142144755
ALDH2	9.3856349398972
DAPK3	3.42105241902392
C3	12.4340329693263
EMP2	7.76834507699804
GJB1	6.87632461762258
PIN1	5.78880583760936
SLC6A15	2.99212720610603
POLE3	7.35660053459299
RIN2	8.54889726474188
CTSL2	6.13611530003243
APOC4	3.87465009485232
CYorf15B	3.14951378558123
TRIM2	6.1297269979986
CP110	4.60045003723852
KIAA1622	3.26637722646619
DNM1	4.32358601774983
HYOU1	8.8633517417862
OTUD4	5.58988974986488
USP7	6.17450972207396
ZSCAN16	5.34768908089119
ASCC1	5.61509862694953
OTUD3	3.72486863206435
YME1L1	8.92568074476978
HNRNPR	8.74426280303833
SERPING1	10.3292758502308
TPCN1	6.28542959471268
STARD13	4.89689481216824
PCBP4	5.8001644720207
ADI1	8.8500084267563
ASIP	2.99378588770304
CDH10	3.46180215505353
WBSCR22	7.25995742427051
SCP2	8.71484888351396
KL	3.01548209182654
SLC35D2	5.77235092326056
MAFK	3.43184799684117
SON	9.07552158506499
SBNO2	4.52379535502113
RACGAP1	7.08208665409165
SC4MOL	7.8779907420366
SLC6A6	3.28297485215628
OBP2A	3.26944760934838
PSMD3	5.55499932684319
ERLIN2	6.42499981586967
PPP1R9A	5.62025674776524
RAB35	4.4923494216688
PDZRN3	6.12073827273623
AVEN	6.25517022927979
FLJ21075	3.94255155244338
BCAM	5.84614208571673
C14orf132	6.49195521219189
PCK2	5.44545012873846
FKRP	3.33946593361617
HLA-DRA	10.3502218867000
GUCY2C	3.02589974579006
RP11-125A7.3	5.47389881395497
BARX2	3.63427630699193
DAO	3.17490496350079
EDNRA	4.7104738244232
NIPBL	6.34934184348527
ZNF331	6.44820164764452
PPP2R5A	6.04085206034158
HMGN4	8.29377542454953
DDX39	8.42585949066273
EFHC1	5.54664357516693
EIF3M	9.24793736167966
SLC17A3	2.96082478284769
ZNF24	5.92157320652164
ASCIZ	6.51840847735424
FNDC8	3.51471164661448
ESRRA	5.16013871014532
PTMS	4.07696952222933
PHF7	3.65893579399292
PIP4K2B	4.92420858364477
IRF3	6.77120996314154
GPR19	3.63078402984104
HHLA2	3.40225002204629
GMFG	5.74723129498978
BDH2	6.93734283667184
APOBEC2	3.5042238716914
PRSS21	3.20340730266272
PENK	3.35788338132066
PHF16	5.93576853714617
ZMAT5	4.15787563181657
SMAD9	3.06409046680381
SLAMF1	3.08288708584734
RGL1	9.161957595954
DLGAP4	5.14035502177079
MBD5	4.90353197265101
PHLDA1	5.17409455627619
BACE2	10.3324762787375
APPBP2	6.05785426432061
LIF	6.85076294460527
OXTR	5.20162470867259
ACTC1	3.78203687854195
USP19	3.88222799261111
SUV39H2	2.88996806965609
ERO1L	6.14164660362477
ZNF395	6.04892816302231
CNTFR	3.38840651530806
HIST1H2BL	2.85702820507114
WNT3	3.27297100269136
ZNF549	3.57468256130552
ZNF467	4.72395408453193
SLC25A21	3.02434042248767
IL5	2.91115532602065
CLSTN2	3.84860403042123
LSM12	6.26587768576951
KRT37	3.19107668986397
NACAD	4.0743040043224
NAG18	2.90495575513669
PTGES	5.69237126773667
GDAP1L1	3.09371736393254
MFAP5	8.42676791218475
OPRK1	2.93469258667678
C12orf4	3.94344361711986
NTAN1	4.89469113227218
CST3	10.8459868068397
WDR6	5.36763977084807
NUP88	7.74371701423002
CD300A	4.54663109454379
FCGBP	7.86541027155524
CNIH	8.26462943679134
VASH1	4.06625888371653
DHX16	6.39687127353939
SLC35A5	6.30606850568514
CLEC3B	3.3135046067585
ARL2BP	5.48523724069473
C10orf79	2.94176897628733
ZNF79	3.69343186882591
CRP	3.22456758972939
OCRL	5.41274284567956
GLA	6.53313091130399
NEBL	3.45120218049993
HSPA8	10.7753054462456
DIDO1	5.66435331262552
PLA2R1	3.18918496206805
NGDN	6.79467683493977
CBFA2T2	4.53518696277645
SAC3D1	6.78385811416539
PNOC	4.65182711253092
PIGP	8.65107600470045
AGGF1	5.04666575301593
PRRG1	4.07269902314433
DPF2	7.46414661163619
MYH13	2.95609206621969
TMED9	7.65980932107006
TRPV5	3.66251920102453
UGT2B4	2.93423931946339
PJA2	7.65538277423828
COLEC11	8.44365990441477
SCYE1	7.06714776335451
MED12	5.83724332644715
CARS	8.44374589000369
MYH1	3.31077210408980
CYP7A1	2.82224755319824
PHF1	5.91201180659517
LOC644096	5.26999212833187
FRYL	7.10336849666302
RHOBTB2	3.63056864757005
MMP27	3.02057376034381
ZNF432	5.87566452733934
SRD5A2	3.53160312819333
UTP14C	7.24961318928218
RABEP2	4.79097076454219
VWA1	5.73434309075221
FUBP1	5.5408816030083
IGLL1	3.36119711939527
KIAA0586	4.04730833335054
IL27RA	4.659380681588
STON1	7.2504049765677
IL5RA	3.26535937071162
PERP	7.8869783738224
SMPD2	3.85483814371299
TNFSF12	4.70435803097111
FN1	8.56306741383198
MTR	6.92291335836059
CSRP3	3.27235000311119
MMP20	3.00537732269277
PHLPPL	5.19612406599016
CBX6	5.99596506726639
DHFR	5.2352786054494
PRG3	3.15512410675161
ALPP	3.45912164133241
ASH1L	4.18293228351103
CHRNA2	3.79970266316829
PPP1R12A	6.31498629855488
RBM38	5.6512334850661
ZNF7	7.39343995077244
RDH8	3.05405708845800
GPR132	3.6284798050191
DGKD	5.07910142457741
TPMT	5.33631708925917
ATP1A1	9.52845923786474
SERTAD2	7.96396779728146
C5orf4	4.8182986765093
ZNF672	5.28920094037386
PLXNB3	3.48833197936859
FAIM3	4.20897165942537
UBQLN2	8.18638268819223
NR1I3	3.24059774346186
ACVR2A	5.71449446154791
YWHAZ	10.3546719039072
LILRP2	3.39390547157676
GNAO1	3.17846912592541
OPA1	5.71003443143548
RPS6KA6	3.50242563742491
RPL10	12.5629624096007
MMP23B	3.98913667845267
PFKL	6.90267844489625
TMEM140	5.051236660167
AURKB	5.33153531906741
IFI16	10.0874471401605
CSTA	6.96833738375542
PRPF39	5.05622226665426
DISC1	4.30770250401926
USP4	8.22892361902806
OSBPL10	7.72741768439347
CAPN6	3.4578257205502
CLTCL1	3.37864504916187
NUAK1	6.50955768870679
ALG6	7.00905102892189
NPPA	3.81196317562395
LAMB3	7.126701794957
PPL	6.30261577688855
LRTM1	3.11955194453159
RRAD	3.71539742661035
TIPIN	4.8247164958065
CARD14	3.28376902950236
RBM9	6.07079524811252
LCN1	3.19980052822389
RALGPS1	4.11018808986646
NCOA3	6.15021444904972
CCDC6	6.89166978320584
RASSF4	4.21487521361267
MTHFD1	7.08417077977139
FCMD	4.22584788287241
IGHD	3.44866243370089
PLA2G6	3.88680808289210
TPT1	11.9690050890591
S100A3	3.37772274809285
SEC63	6.69891022002924
C10orf59	2.95211779599981
TOR1AIP1	5.92350684916281
PAFAH1B3	6.86944313922579
CEBPD	8.07433634709348
ZNF107	5.58586123137332
ALDH6A1	6.23184534326891
G6PC2	3.32118259829122
SNTG2	2.82038574075291
GRWD1	4.6974855792253
FLJ22222	4.96889165894841
BCKDK	5.64150077489153
CTSB	9.52921165086797
PFKFB1	3.16173437715972
ZFP36	9.88451477819865
SVEP1	3.51209868094025
PXN	4.78073068276261
TNF	6.76471348771334
SIRT2	5.54998625837416
C5orf21	6.16992072097887
VIL2	6.69038052337785
DIXDC1	4.78919999191881
GANAB	7.77498356191941
PDSS1	4.52962309484204
GRM6	3.18387143770239
NGFR	3.10627155041432
ATP8B4	3.64352880773378
MEIS1	10.1224732035743
BMP8A	3.62102406926998
NGFRAP1	10.3187193228666
EDAR	3.8295514528776
NEDD4L	4.92950629636178
CRYBB3	3.58325484931372
C6orf60	3.27499017888803
IL1A	4.89085641661666
GNRH1	2.93316249769157
PDGFD	4.40180163606127
CACNA1H	3.85139201188567
TXNDC3	3.28183100575478
ERCC1	6.24493459231331
CAV3	3.31666698900509
HARS	6.56719493459731
AQP8	3.49743671244738
CREBBP	5.18068285659584
ITGB1	5.21816528894763
SPACA1	3.15844866855976
ZNF254	4.60489737777996
PARK7	10.7542091960287
PAX1	3.01210839070862
PSMC4	7.9409064245958
KCNH4	3.54268109163006
TUBA1A	9.64255954600335
PRMT8	3.3988200043548
SELP	3.66292909505645
PSMD8	8.78992282594037
SOX10	3.90519270139398
HTR1E	3.46166915924212
RABGEF1	6.23797912541262
EPS8L3	3.59431002292619
MAP1LC3B	7.3069097183469
AGXT2L1	3.15915578850248
CYB5R4	4.92336856513104
MEMO1	7.5361206716737
LRBA	6.82733020103175
TRAPPC2	6.58788015782329
FLJ14107	3.17217568260689
FNTB	4.21591079485733
MYST3	5.53286680422082
KRT8	8.31917002295581
AURKAIP1	8.444611909018
LMAN2L	6.90112827850887
C1GALT1C1	6.30496454795809
DSE	7.33922424102118
FHIT	4.69720727084911
OSBPL3	5.75255756268253
PPOX	5.65580496175701
SLC39A9	3.85959080313613
EPB49	4.34766515893652
LOC137886	6.47190587555468
C7orf49	7.7046940580098
RHCE	3.26014670943468
CST8	3.30187083411616
ATG7	5.16964521586889
SPP1	11.5382051573157
GLI1	3.55405445018709
HYPK	7.68717926817483
SFTPD	4.15554044360056
MCFD2	7.30313119548351
ZNF157	3.2404779383446
EPS15	7.48579700918297
SFRS2B	7.28728584795998
BTNL3	3.90593212755088
GPR23	3.29364241654413
TRPA1	3.12941760920292
ASPSCR1	4.23191812756221
GNS	7.84055138233996
FDFT1	8.2460573029322
ENO2	6.26294474275893
CBX1	7.36065127381006
PTGS2	4.64118079754560
BMP7	4.00964070866380
CCDC90B	7.53475644641342
LRP5	6.56432593839302
UBE2D3	8.99622425786362
ARFGEF2	5.15970537720458
ARR3	3.67792261644783
MAP1A	3.50283872223304
NEFL	3.11791175940386
CD2	4.01981025562735
FLJ23861	4.08137388312834
NAV2	8.42544130679033
ENTPD2	3.05058304118288
COX7B	9.47168153946406
ATP6V1A	7.30674301670343
TRGV3	3.17940192486096
ANKRD17	7.14990756312918
ADH1C	3.42062898459651
ATXN7	4.30574921989985
IL21R	3.45070546106382
CHN2	3.77394013497169
HAS2	3.23307603145950
C6orf48	10.0041871987628
TGIF2	6.35500313592669
KIAA0241	5.19889446471454
IGF2AS	3.49776414454272
CYP2C9	3.36992383873887
DNMT3A	4.85419373856006
CNOT7	7.82438175249985
FCAR	3.16498822963236
SFRS10	7.9472043998841
MARCH3	3.7893121469611
RUNX1T1	3.40704248636443
CTSK	5.61952159319485
LRRC61	4.62423545271191
HNF4G	3.26616973714701
LRCH4	4.60349414307194
PSIP1	5.89048694927906
AP2B1	6.05440923391463
C7orf28A	4.29772653431965
SMCHD1	5.54477145304642
EIF2C3	5.23554258916637
S100B	3.20440457614096
BMP2	3.78500898137120
POP7	7.33708081276028
UGT2A3	2.57972358093145
ESR1	4.42523383441183
ZFPL1	4.32847278353539
ARHGAP12	5.57069767924715
PGGT1B	3.59404070360992
LRRC19	2.78932936253553
ZNF767	4.95227423957892
DEPDC6	10.4789233837775
SLCO1B1	3.09206027281337
SST	8.74966507596282
NACA	12.1880270548550
KCNN3	4.07695892409412
GLOD4	7.9333738738545
SCCPDH	6.37072611329571
PRF1	3.6154236552277
LST1	4.49063093635456
CDK4	9.2007959576988
TCF15	4.0061495294129
PARC	4.55164185210243
PRMT1	7.9220547045366
ITIH3	3.62098671933464
PPM2C	6.74610197155005
TEX10	6.9984741372154
EDA2R	3.40008281255717
LOC283345	4.82041008858324
NARFL	4.02740929370903
DENND2A	3.74705362198771
C1orf103	5.59432437609788
DMXL1	5.02600903464337
KCNAB1	3.60856763475076
FLJ20254	7.15471691936
RBM3	7.51148291452217
GPR1	4.99588995709742
DMTF1	6.84084379538503
HTR5A	3.11067716938732
MXRA5	9.4197722289906
GRM1	3.15333570449978
SCFD1	6.78429236834385
RAPSN	3.47273086937408
ACOT9	7.20520291330103
