Hybridization REF	DURUM_p_TCGA_B22_23_Expr_HT_HG-U133A_96-HTA_D05_543626
Composite Element REF	Signal
RAPGEF6	5.43681966926087
WHSC1	5.2899223488006
NEIL1	4.19298459623510
KIAA0020	6.60077917600214
C16orf45	4.40456743219177
GFPT2	5.11035633918442
RBM10	6.55088508399177
MRS2L	6.17845362482307
DNAH17	3.43375377386759
STARD5	4.17085417284246
C19orf10	7.0243662953798
SIP1	4.63293020789745
DNAJC15	8.52835120720846
C1orf160	5.27700837820986
SLFN12	4.8081040804923
STAU2	5.17200640028036
FAM98A	8.75399087549964
EXOC3	5.70732310908319
RAD23B	8.15205284716802
HIST3H3	3.78239539019624
NCOR2	4.3028582431406
TNFRSF9	3.05190756917446
KLK8	9.25592815206569
NOL1	6.74623690547242
ALX1	3.44413617485955
CCNE1	5.84053207811265
PKDREJ	3.44529338645777
TIAL1	5.44997781319384
WHSC1L1	3.83931952402349
HIST1H1E	3.62724219328387
SMUG1	5.34635506291592
TM4SF4	3.4125080841537
NPY6R	3.30628952970182
UFM1	7.663807590239
AP3M2	6.324736244582
USP14	8.09935647943153
CORO2A	4.95692742673391
ETNK2	3.49597320128337
APOE	5.30090648196953
ANGPT4	3.85440283320823
DSTN	10.6274102012505
SFRS14	5.19801661780349
FRS2	3.21939262992179
NR2E3	3.36467624597133
ST8SIA4	3.37767893404786
GMPR	8.4807727008824
TUBB2C	8.32069410772978
LOC730092	3.72470462659337
ORM1	4.61240509326669
HSPD1	11.3852352171307
C5orf13	6.77837776932625
F2RL1	7.12450930182699
PLEKHA9	5.37171377493721
ZNF232	6.3705900374402
SLC6A7	3.56958388636256
ADH5	7.6674115264746
SHBG	3.58865757016341
DSCR6	3.47214902193629
CROCCL2	3.28712236007424
CDIPT	7.9529489747779
SLC16A5	4.40758908424825
TUBB	10.0640054127866
GAS2L1	5.00887412926805
TOR3A	6.09153126716978
PREP	5.52178121094467
RFX3	3.73005493825096
CHMP1B	7.90641153293016
COPS4	7.90228337598743
MYH6	3.40105045627682
BCHE	2.93788293230423
MAP3K13	3.5074963347464
LCMT1	6.918203855792
EIF1AX	8.37243202426654
SLC24A5	2.96549147168424
BCL2	3.86053811409855
HBZ	3.12376526011085
HCRTR2	3.01568166034734
TJAP1	5.57822467745612
MAPBPIP	6.80618752301232
TMEM156	3.18566610923293
MYO15B	4.07580342354775
ZNF239	6.34486449644428
KIAA1324	7.74213259535515
PLCL2	4.79288817412113
C4orf29	4.15334946752568
SNX19	6.60061631727419
NAALADL1	3.47952236527876
DUSP5	6.85147417653457
GKN1	3.75160105883943
PXDN	8.8727109471958
FCN1	3.63098994032614
SLMO1	3.60113182235392
TNXB	4.21409125648498
C1QL1	3.1991993454353
BIRC7	3.74936555369293
A4GALT	4.55778912408545
TIMM22	4.98886251941445
ABHD9	3.43944006665758
TOMM34	6.97418918260823
ZNF35	4.80633691706191
LIMD1	4.06856542142299
CARD8	4.85034767475556
KIAA0286	4.22803185025106
CD6	3.57959711103017
RSRC1	6.71264191881078
TOX3	3.94047795733536
C16orf35	4.92397809412418
CRHBP	3.18190564809684
PTRF	6.23523842660308
FBXO24	3.22649612936528
CHST11	4.14665940811208
THRB	3.83205034970143
RNF39	4.27924924771534
MYBPC1	3.19214469364443
PSMD11	7.46148556741607
ALAD	4.97342235942165
AQP2	3.23800945765747
EN1	3.11741862659797
GSTM4	4.52169352355897
ZNF187	5.42273131520129
CDC42BPA	6.33245415198634
F7	3.23236632172252
CNOT1	6.32103488451614
SLC13A4	3.37229212325447
ZBTB11	6.89990690899749
B3GALT5	2.90033939407075
LUC7L2	7.45437435504583
SPTBN1	4.80136073364595
EXOC2	5.22089918338302
LSM4	6.65464575170294
IRS1	6.39684096904607
TMEM1	5.25920894455987
MRPL34	7.21802512388455
SAMM50	7.96557813290445
CDC42EP3	6.54259549193007
HSF2	3.9510618026721
SRP72	7.47503958274972
MFN2	5.35660496711044
TSPAN7	5.49122923771569
SGK269	3.90332960321809
NUCB1	6.879674199643
RHOH	3.54578486843881
MTX1	6.74453023092072
CENTA1	4.9384022749687
ATR	6.77595994729571
IGLV3-25	4.1017343204502
DDX49	5.42113398267902
TACR1	3.45159938264724
SFRS5	6.63955831811577
THAP1	5.30037881601641
RHBDF1	6.43326769463993
RASIP1	5.00465441760354
DPYD	5.65200629141845
MYO5C	7.42467312552639
DOHH	3.24278407620219
POF1B	3.42493755823942
MAPK10	3.65631607237071
ZNF552	5.1074993352803
USP32	4.78876173738644
MED27	5.82502718307001
NCAM1	3.83716987761804
LOC171220	4.81395797549286
PRDX4	10.0131134048688
AGT	6.2412756267847
SLC22A14	3.46712875482869
DAPP1	6.31977491715548
PILRA	4.22445939983888
ATF7	3.72873442321816
ABCF2	5.08090127104182
KIAA0748	3.49627584945274
C17orf85	5.16176743170784
TKTL1	3.37291845001024
FGF1	3.59884262104388
IL6R	4.53930165689421
CHRNB2	3.88208886730477
COL7A1	4.51488148757756
NFIL3	8.28595527960225
LRRC48	3.07365552578694
TM6SF1	4.86323508162121
SPG20	6.6616089350617
COX10	4.60639933857922
DNAJA3	6.47514413284854
ECEL1	3.60603475753241
GCA	7.16967900706211
GLG1	8.5563017476566
CIITA	3.72447325976432
CLDN6	3.68912451158208
EPHA4	4.19754232528385
FANCC	3.68354327052902
MUTYH	6.4478676874372
L2HGDH	3.27528906011135
GPATCH2	4.96417576601875
PSG3	3.27243985246415
ZNF227	3.43705685983825
MRPL15	9.04121362755332
NQO2	7.40710785558974
C21orf59	8.57114341878256
ZBTB20	6.22043309354341
NEU1	7.30875618996747
QRICH1	7.36556794510284
C2orf34	4.715665127066
UBE2L6	9.10640527123865
HP1BP3	4.72062649317129
MED14	4.96298573406412
TSN	6.6971985728472
TPBG	7.78462186685374
SPRY2	6.82475484988548
LZTFL1	6.9116771558269
OSR2	3.84232962441392
KLHL7	3.99103140470748
XPC	6.51361929975329
GMFB	6.73275227055198
PBEF1	8.60387984901415
CCR3	2.70361023773135
AGTPBP1	5.00379410337797
TMEM8	6.601132956126
PCSK6	3.89803733694359
STAT5A	4.30200866567295
FAM18B	6.36218784508513
PTPN2	6.04324544347479
SF3A3	6.53153864223714
EFCBP2	3.70057031320925
HCFC1	5.2540760784419
NFYA	4.27955858296655
PBLD	4.35380022420898
PIGF	6.7156222941419
AHNAK	6.55495940840133
ACTR5	4.38533068141494
KIF14	4.45822460866418
PTGER1	3.63465353921299
NOS2A	3.15546478300288
TENC1	5.04360257359653
YIPF2	5.4846658243865
ETV2	3.39035200999414
KIAA1012	8.22439507084693
C17orf53	3.46082644264791
AHR	7.15692772593654
PTPRH	3.14258013961515
ATP10A	4.20622384250513
ATP6V1C1	6.03208189047031
DPH4	6.14570736626367
TAS2R3	3.00845324309715
C5orf5	5.5255498419013
KCNA4	3.77470050968094
COQ10B	7.94580806709319
NMNAT2	4.69756278331679
PSMF1	7.57213027069029
SORBS2	4.38216844255914
NFE2L2	10.444446228766
SH3PXD2A	3.82036324299243
NRF1	4.04321423210944
SPINK5	3.89687874112519
SH2D2A	4.73075940992626
PRDM12	3.16783998302022
RBBP6	6.66927404022607
OPA3	3.35206687103783
PAQR4	5.2015621949668
IFI27	11.3677028180317
SKAP2	6.71530001153622
TJP3	5.94424727317869
C9orf61	4.48030233393536
MT1G	7.263223345067
HS1BP3	6.25526144311709
IDS	4.80692991490046
PARG	5.13780371168631
OR2B2	2.84053784059561
DYRK4	5.63841436960393
MICALL1	4.89598402208897
GALR2	2.85424254270639
CHRM4	3.41644964540809
RIC3	3.10199874617303
GPBP1L1	7.67138719150177
ART1	3.41561941419078
TBX21	3.05983062140491
DUS4L	4.74608392471913
KCNJ6	3.41703094818416
TNFAIP6	4.45957119925823
CCT4	10.5385392150621
RTEL1	3.60400205825643
CASP5	3.98449486393293
CHMP6	4.21566600201721
BRD4	6.27883112170208
NDUFA13	9.0527461399925
CYP19A1	3.42659159670168
CD151	7.04237628005031
DOK4	3.91100286525302
FAM26B	6.0939283145476
ARFRP1	3.9434400399436
MRPL41	3.08859335610352
CRYBA1	3.01853418916306
HRH2	3.67663720062707
KIF25	3.44921377193922
MTMR6	5.91163080500876
SCAMP3	6.60937084560682
MTG1	5.44841895131009
UBTD1	3.96429582588319
SOX9	5.59927963688433
CRABP1	8.54610127494531
FLJ33790	3.26158922862278
FAU	11.3052195644382
DTNB	4.38062025573017
CARD9	4.67173962246609
PACSIN3	5.54614497269843
OMD	3.20925002132407
HOXB8	2.95019348625903
NSBP1	3.35185881488618
SLC4A5	3.45468635784539
FBXO46	6.2755022043271
UGCGL2	4.847027994087
SVIL	6.84474732544557
OAS1	8.38221594717654
PHB2	10.4665468835089
NDRG2	5.09852289067435
ERMAP	5.45669255726628
GRIP1	3.15670928158562
APBA2	4.59220824870557
TCF21	7.17609825845555
JPH2	2.98172848953494
DLST	5.47134465978322
SLA	5.59947749373796
AMELX	2.85662204818264
WNT6	3.54595391777839
ATP2B2	4.27118544235277
CPVL	6.00643069636826
RGS20	2.89687089026320
TRAM2	6.90989070390005
ZNRF4	4.4092754239185
ZNF419	4.25976998163556
LXN	7.19093085474138
TLK1	5.75488668683808
UPK3B	3.96550750087955
MTMR12	4.45744287956535
KLHL21	7.05024657012779
ZNF384	5.27766369621033
PI15	3.33549449042401
RER1	6.82900698878585
ELAVL2	3.15163767002775
KLF2	6.89380208966942
RPN1	9.26328224020904
PMVK	6.34058102842566
EIF3D	9.0166614083542
SIX2	3.89659922412314
HPS1	4.42407835919473
RNF7	7.26215249594001
TFE3	5.86820603724257
C11orf17	4.95926176097274
SNRPC	7.85250293546804
KCTD13	4.65223195728909
DLGAP1	3.12918300802411
PGLYRP1	3.72955498593628
IL8	8.17569664429293
IRF7	6.42664674558735
SERPINB13	2.9283849987972
SET	9.26890374119072
NAB2	5.10452949147352
MGC40069	3.46635818536194
BLR1	3.26744280228419
LRP5L	4.17270965421164
FAM120A	6.63619390478344
ASCL2	3.19798723209328
PCDHGA10	3.80141244364436
SHH	2.88541868444441
SH2B1	4.59185877718583
ATP5H	9.48029049882687
THPO	3.15995877347591
HIST1H3E	3.75108317732060
TYRP1	3.95115235938633
EIF2S1	6.63867332287073
RFNG	4.94381631028125
RAB20	6.79707272262959
TNFRSF17	3.51227208543912
RBM7	7.61794941788891
TMPRSS4	7.56412320116432
NKX2-8	2.86603525036517
C1orf115	8.34305623675568
TAF9	6.95833490638355
TERF2	6.93424624957554
TNFRSF1A	7.5480214311769
ACADVL	7.46514113680396
ISCU	9.44066491596014
KIAA0841	5.145739546398
GTF2H5	7.93765398876987
EDG8	2.90750840843509
RAB15	5.81459429780577
HBP1	5.76662262208058
TNNT2	3.71042200823938
CECR5	5.98272364136638
JRK	4.77283445351124
PHGDH	8.0503789424876
XPO4	4.07323007403193
ARHGAP25	5.57280753063693
CA9	4.84222660052407
TLX1	3.28162473691660
GPS1	5.1973608442858
RPS29	11.6220510372407
MKLN1	6.31500648287532
ATP6V0A2	3.90928947790373
EMR2	4.20116416739762
KIAA0319L	5.22436975064007
DOPEY2	5.68963963000843
SLC29A3	5.93593008976437
LGALS4	3.88180208314778
SDHD	8.839939572029
USH2A	2.91516245395564
NF1	3.95600137577487
IMPAD1	5.23160851262161
APOBEC3A	4.64009452847650
OLR1	4.44614421276707
HCFC1R1	5.13942269876078
TAOK2	3.60958006031704
NRAP	3.64415653652748
PPFIBP1	5.68795804327533
LYPD3	4.82165147799325
BCL7A	5.44979826775822
AGER	3.29507217105741
MCM10	3.00267614617545
MAP4K3	6.42457753859842
PFTK1	4.69145387713711
CBS	6.59511779320136
CLK3	7.02212852033698
KIAA0753	7.01352833370847
GABRE	4.93901965991342
FIS1	7.53623547495806
ELF4	7.35125172312905
C11orf49	7.67815662557842
CLIP2	4.8554260846497
CLPS	3.75962307944744
PPCDC	4.79478053503388
KDELR1	6.78007654021596
NT5E	4.38555252918040
FOXN2	3.44195759962887
NCSTN	6.57632887241045
PARP4	7.15028511655985
CD83	7.43739828481448
NPY	3.28877822753746
IL18	3.94463208994839
BEGAIN	3.39984976191554
VPS16	7.14370799259290
SLC16A2	5.99774182123498
SLC35B1	7.27776782718273
C4orf20	6.13586143732353
IGFBP2	8.87956277805493
NOTCH2	6.94038260561283
SIGLEC1	5.26346020070069
SLC9A2	3.58242076720559
CD93	7.02395548727894
CEP164	4.21856042788334
P53AIP1	3.17923242514115
ADD1	6.89570072657935
ZNF136	6.46132406222946
ANP32A	6.09697985846442
MGP	8.66399494780408
DNAJC1	4.9812572701973
CCDC144A	3.26875714284982
ACLY	6.54458917724556
TRPC1	3.55133381745724
CYP4F12	3.44455403051267
FKBP5	4.63573583086817
SMS	8.43247780095566
MAPK7	4.33457650135056
RRAGC	7.90979065427512
PARD6A	4.31086416751653
CCDC85B	4.40061681013646
SYNGR4	3.10198160003502
WIF1	3.22919434341843
GCH1	6.19491342174908
STRN3	5.0013499479785
TMOD2	2.82692296386504
FLI1	3.70822099317526
DGKQ	3.47665165745246
MAB21L2	2.78390426237574
SCNN1B	3.67980447097536
ECHDC3	4.26286089356915
TMEM106C	7.81710593853788
CSNK2A2	6.15695101854506
GPRIN2	4.82910737921586
CPA4	3.83608696394211
RPL39	12.7750666778630
HERC3	3.77469126129879
MELK	5.74349833270948
IL15RA	5.01679570832925
HMBOX1	6.46925278224199
CUL3	6.46315464407507
PODXL	9.8028541495743
CCT6B	4.2928115405272
GPX2	3.95950251300316
ITK	3.6651879943558
CLIC5	5.92392923612971
RABAC1	8.06729336720226
YPEL1	4.37203912439344
DNAJC4	3.92811775695655
NR1D2	6.58515453523337
KIAA0776	6.49053019564437
FBXL5	6.96971217872383
C13orf27	5.0425163900007
DEFA5	3.00032139977151
TRHDE	3.00474287209851
ZNF536	2.94781544472536
MEF2B	3.41794198331997
UQCRQ	8.86637839222677
ITGB2	7.82278708705572
PTPN4	7.76556624919401
STX5	4.98607681836744
CD72	3.35977730344868
ERH	9.36614249056247
XRCC1	5.17886328426713
VEGFA	7.88804969461128
MPHOSPH1	4.56117954763268
MORC1	2.69604488043716
PARVB	3.87927960511232
ELL	3.87101125297836
SETBP1	4.74611663443395
CDH11	8.48833810923693
NDC80	4.62980016289844
GIMAP6	5.01709741267948
AREG	3.91456059297792
BAT2D1	7.93811632752656
CDS2	5.4154073005705
LIPT1	5.80333948997987
SENP3	5.05270054196822
IL1F9	3.60083871238262
GRIN2A	3.48311928504252
MAN2C1	5.93295343268638
NSUN5	6.6333123381457
SF3B5	8.39027537954767
CEP72	4.80147747324409
MYC	9.20749936124051
NRXN1	3.04983077217585
DECR2	4.8737572468364
SLC37A1	5.47221435821598
SUPT16H	7.83694690911979
MUS81	6.17388311720586
PHYH	7.58615029708241
ULBP1	3.27030559359088
OIP5	4.0816193137033
IL10RB	7.30738121702723
OTUB2	3.61442475997097
NELL2	3.19047607992374
MAPK8IP2	3.61064324975171
ARHGAP10	4.9179835095285
POU3F2	3.23546779624919
RPLP2	8.60317309553122
FGF22	3.29036582113818
PSCD4	3.99891007830552
TRAPPC6A	5.89181994439557
C21orf2	3.75237829841452
CEMP1	3.24758032016323
IL1RAPL1	3.38519900488762
LIN7B	3.88287044497373
VCP	7.92856888521056
NKX2-1	3.24042043417758
BGN	6.16774506126814
LAMA3	5.97234100412361
APOBEC3F	3.11471012965435
COCH	3.1831069540059
SCGB1D2	9.70559632122187
SP4	3.29824524079711
SLC11A1	4.26340589785376
ICAM2	4.18751805434483
C21orf25	7.73131581959957
SH3GL1	6.18763977178242
RALB	7.06086939313804
GSK3B	7.12363992667374
GNGT1	2.86652583230102
GPD1L	7.49715161059693
VPS37B	5.83696221764432
TNFAIP3	9.26947785786864
C6orf32	3.52450297743773
ATG3	8.86724611935098
KLHDC2	8.08556079525068
NDUFV2	9.04209986116588
PANK3	4.04196756221141
BLK	2.94246940323273
MATN4	3.30237619861454
GPM6A	3.61238608152512
WDR82	8.83822735330676
APOM	4.11191824087173
PKP2	5.43397517406284
C1orf135	4.85568366115662
TRIP10	5.68929335844286
HRASLS	3.65962958453397
TESK1	5.97922595632653
FSD1	3.39159078510058
SFXN3	5.39569611640613
MMP1	3.11398691943941
CA12	8.16075285012557
ZNF611	6.8913162865591
C19orf58	6.21301757139801
NCOA6	8.51464543812972
PDE6G	3.86478502188571
PPP4R1	8.4540262529872
HLA-DQA1	3.06967347318205
GCLC	6.41280834469356
MAN1A2	4.20634041451473
SEC61A1	8.62231406130628
IKBKAP	5.16312078776007
TWSG1	5.19274385709578
UPF1	6.06931978910568
KIAA1219	6.25024940117095
CTDP1	4.34939827088706
ZMYND10	3.24638108589875
WNT16	4.21413158382554
ADAMTS6	3.26704210661207
SNW1	8.09759302604793
IL18RAP	3.59225308172558
RPP30	7.37595085864529
KRT86	4.08978520528924
CDC40	5.1211134158819
SLIT1	3.56654046648937
KIAA0574	3.23679844319524
GTPBP2	5.7566047774743
SETD3	7.0834079075888
C15orf44	6.45948615174173
PRRX2	5.01901902031684
GPR110	3.39879300196115
C11orf10	10.3374166522820
MKKS	7.12797260212448
ELK4	3.4146483360481
ACOX3	4.35318762109945
ADCY1	3.67112907622706
KIAA0372	6.52793379423142
TP53AP1	4.88473470696742
RHBG	3.63514595302602
SMURF2	7.69451145737524
TP53I3	7.25253146697024
EBP	5.61498229506416
SLC22A3	2.85233395569092
TOR1A	6.77805416281286
P2RY4	3.25125918554819
TRPV1	4.304476661581
ADAMTS12	3.38133078479977
PES1	5.87358792244735
UCP2	9.1767340964999
ATG4A	4.72522706896428
FOXG1	3.7083253081914
MAGEA10	3.9036082790607
WFS1	7.6106765885082
TRIM24	6.65184309395868
PABPN1	9.46603251098289
PROC	3.27111062191394
SLCO1C1	3.35920651858927
SLC25A30	3.30424881336945
SLC22A5	4.55871743083456
DEPDC1	5.06614192399518
KIF23	4.96265520125883
SYN2	3.70629217529873
ASPN	3.94984487368211
CENTG2	7.78675599283911
ZDHHC17	4.97732692040613
VNN3	4.48375182520303
KCNH1	3.38682278987896
PPARD	5.34332819636915
PSMAL	2.75792749818488
FLJ10815	4.97952140291535
YBX1	10.1390280789709
STK24	8.36694513640772
SPEG	5.37816650540367
STK10	4.83365739576615
ZNF695	2.63863720035401
SCTR	3.13273316466534
AAAS	4.99083099295814
SSX3	3.26916877944208
ABCD3	7.90379755669513
MTF2	6.11298141724895
FIG4	6.57578284927154
TMCO6	4.95360314790174
C9orf46	6.35627786447331
ATP6V1F	8.42922768286906
IGHMBP2	4.89414433599338
CCDC94	4.24317049613736
EGR4	3.66677227878399
DUS2L	4.25866321471352
FAM3C	9.48640394731132
DCTN4	4.79148495941388
EIF2AK2	7.01355099373608
CST4	4.11241802976383
CCL11	4.27793053451281
LMO7	3.51666499401875
PAM	10.0799853578627
NUTF2	8.7573898058886
ADRBK1	4.9098864933512
ZNF84	7.1320840652901
SLC39A4	8.76970953768462
CITED2	5.44834181477692
C12orf49	5.12651637863226
GRM3	3.17680271616402
CCDC49	4.52486962778283
STARD8	3.88615770466254
FNDC4	4.65528580760308
SIAH2	6.403891266235
CCDC103	2.76292192795407
ATP5A1	10.6229137868856
HTR7P	3.46953301725174
LALBA	3.13726948328395
RMND5A	5.66251691928469
ATP5J2	9.23873709452855
PSCD2	6.77530635059621
MMP3	4.07012225506402
ZNF409	3.98512646376227
CRHR1	3.38823701212822
WDR70	6.77090066967387
ZFAND1	6.20700776445171
CCL18	4.07035044290897
KRTAP1-3	3.09368561391965
RINT1	5.26700080176541
NRN1	7.50406404931111
SPAG5	4.61880174349881
KIAA0408	2.75739519804706
F13A1	6.7560915406007
DNAH7	3.01008908668352
SLC10A1	3.79114768256863
BRCA2	3.18568017211719
ACADM	7.65706794782933
GIPC2	2.9031024669571
OGN	5.22396412512268
RAGE	4.6760046120616
XPO6	6.28822357220561
FMR1	7.92892348938017
DUSP3	4.69065002889288
ANKMY1	3.40735153737319
CHMP2A	7.99105848757968
FAM8A1	7.60866204057203
GPR21	3.65640729579303
BBS9	4.45993272031578
UNC119B	6.97066396255563
SLC12A3	3.09075015319131
ZDHHC7	7.54668878708635
FVT1	6.4019834802093
ENTPD6	7.47444356435969
PPP1R2P9	3.14307533858297
ERCC4	3.78762342555876
MMP8	2.99031815480041
HMHA1	4.81145936506116
RAD23A	7.77531388682892
ACY1	7.50632840663603
MT1E	7.26644900424533
PPP5C	4.36841187575474
GPR20	4.57983933892991
RFPL3	3.10524914310986
GHITM	8.70877111461651
SCAMP4	4.66851108018506
NARG1L	4.24235611779002
MYO9A	6.26013881108142
BLMH	5.12036034233403
NDUFB7	7.2356845681781
ADCYAP1	3.33803176959733
SP110	6.16038741370752
MIER2	4.10992563911547
KIAA0513	4.55167623055624
SH3BP2	3.95270481625420
PNMA2	3.22342434120495
MAP3K7IP2	6.66205962925592
AGRN	5.4821953174864
CEP290	4.54680228159960
ANXA10	3.36149794255224
RTN2	4.86454351724256
C14orf133	5.95958714699016
PRPS1L1	2.87499381973042
PRPH2	3.69662449486079
KLRA1	2.83802571423485
IRX4	3.05962749683776
GOLGB1	7.414448596496
GPR97	3.65769886295715
NFKBIL1	4.25903462665026
CHD7	5.4282917973718
APBB3	4.21879482879457
RPS10	10.4781467434474
HIC1	2.99561897608814
TLE3	5.48689208751388
PSMB7	8.75334397964183
IAPP	3.45751301832487
SHQ1	7.09174883171677
API5	6.44513511125956
GP1BB	3.66843133173663
FTHP1	9.38891096507064
TRIM6-TRIM34	5.52669085822503
SLC6A1	3.42748996664930
OCLN	4.72775908038231
NAGLU	5.14178846520788
PTTG3	4.14289824542204
FAM117A	6.13360491762445
SPRY1	8.2510265323749
FLJ10781	7.40879346206035
CDON	3.51804018106266
SH3YL1	9.39665076769117
IGKC	4.24218367746958
TREM2	5.71259070517891
MMP14	4.84237854379665
SERPINI1	3.34037647097921
HDHD3	5.13643514726637
DYNC1LI1	6.9235739461464
FASTKD5	6.22921194974943
TDRD3	4.53716767610694
THSD7A	5.01447651351671
NDST3	2.90228236379493
CXCL2	8.85528501588548
DHRS12	3.5423973534172
MAP3K15	7.47548173462481
FBXO9	7.02330681840693
APPL2	5.53051147548364
TNPO1	8.0681584795273
CARD10	4.202132943262
MRPL13	7.91394214234865
SNX5	7.50921709326659
EEF1D	8.2358298923046
RAB6A	3.78887721141166
SOD1	11.0238555158623
C12orf5	6.64338699985146
PACS1	4.72355971132083
PAPOLG	3.39900418111517
CHML	3.37618435650926
SIRT5	5.1972567448817
MSRB2	6.53336502522073
BCR	5.67473515458196
PUS3	6.23977404614243
CAPN2	10.3115688681619
FXYD5	7.40667797269072
TWISTNB	2.87675711095752
UBE1L	6.49194677414908
UBE1C	8.17366021132447
CHD2	3.32100349511137
C15orf2	3.28838665371070
FZD5	6.38465465828223
NR4A1	5.55295938051933
LOC339047	6.58562356520821
TRIM17	3.62049794993158
ZSCAN21	3.27843130825928
RPL15	11.7499455148297
ATP5G3	10.4589881479415
PRC1	6.75496159293482
ADAMTS8	3.65786837573144
ABCB9	3.80494475975774
HOXC4	5.11596344949214
TRAK2	7.07727895345455
STAB1	6.56409912204473
CEACAM5	3.00092118888220
MYT1L	3.09896262822024
RASA2	4.59719157557657
LRRTM2	3.18893227260373
STAG1	6.56952061240918
OSBPL7	3.45663403351319
GIMAP4	6.24951539690653
FUT3	3.64962995212619
DBI	9.16431972193975
LPIN2	6.03189164327323
PAPD1	6.54924578043402
APOOL	4.07651797267009
DIABLO	8.69506672414596
ARMC9	4.94282051810703
RPS6KA4	5.08505761252908
TRHR	3.20328735645046
SLITRK3	3.67665172602795
TGFBRAP1	5.48588260746755
FAHD2A	5.86456373075743
CNTN1	3.44237279594671
ZNF211	4.05424857614159
BBS4	4.98614349860247
TMEM181	3.45488210954469
PFDN1	6.37390368341882
MINPP1	6.69342165911099
MPHOSPH6	6.809784415136
RGS11	3.16287424484126
HOXC10	3.26480980775965
ITPKB	6.28400705623058
HS6ST1	3.52923262507588
AKR1D1	3.32998434109263
TNP2	3.06978785290493
MEOX2	2.75846031364157
EML4	5.31471793085577
SGTA	4.83356089221795
ATP6V0C	9.17291119656914
PRPF8	8.75252397784963
PSMD6	9.47991936960862
HIST1H2BI	4.24982582142284
TMC5	4.93303621560275
FKBP3	7.97004004530309
FLJ20273	9.41799591916285
PLEKHB2	7.65613197117612
RPL28	8.43845481841305
NOX3	2.86548069194371
ZNF544	5.62886689715217
EPYC	3.19861664504909
ELAC1	3.13867865588633
METT11D1	6.60187640535148
BIN2	4.23644856095398
NACA2	3.15141641014249
RPL18A	12.7352096494219
UBOX5	4.32290902554278
TCERG1	7.34785828022851
MPP6	3.89974901457323
KRT16	3.40208070600837
UBE2O	4.65676482290466
KLF5	7.31033070037039
C9orf31	3.46290174163944
APOLD1	5.67755663907796
UBL5	8.8276907150096
ARHGAP29	7.93096656940465
TNFSF8	3.49673530944599
PDE5A	3.11559569537195
CDR1	2.85154537575791
FBLN2	4.54103231595186
C14orf104	5.26262594654902
HBE1	3.13017414249335
ROBO4	3.32393518029532
C1orf108	7.78039238401155
FOXI1	2.96837491632220
BCKDHA	6.59273953878523
RAB4A	7.15058464018346
C11orf80	4.6074439906851
MYOC	3.33219611808897
GIF	3.67145986583919
TMEM39B	4.96781261665214
RPL3	12.2053802781547
THBS1	6.98593771764465
APOO	7.22802729824752
ATPBD1C	6.66582859469271
FARSA	6.17102878414671
ARMCX1	6.24224198379657
EIF4ENIF1	5.68798825465231
CMAS	6.0430706845161
OR7E24	3.56291560924393
TNFRSF21	7.20040430447706
PLAC1	3.56088648385399
KLHL18	4.92082803851603
LBA1	4.9966039061299
MKL2	7.11937209831005
TBX3	5.50404173582527
TAZ	4.54918560431125
CRIP2	7.09623917626783
DAXX	5.42748344483403
ELMO1	5.106072304164
RGS13	2.79227169842393
DIO2	3.41225855162737
UNC13A	4.057784043117
TAF11	6.49811975295522
ORC3L	6.07807716864348
PRX	3.23532433492021
TARBP2	6.51127792239973
CABIN1	5.19178275724521
TRIOBP	6.36545300854866
HIST1H2AC	9.63532367246853
RBM5	6.28225957714192
TUBGCP4	4.80332933932392
NCOA1	7.10163078056983
CDK7	6.99845692064827
SSR2	9.36412516800672
IL25	3.20360519958075
CRELD1	6.00149220941443
GPR6	3.12698247339475
SNCG	4.81459811137253
CHEK2	4.6820152541409
GAL3ST4	5.46567214180372
KBTBD10	3.01329200077989
DRD4	2.97373046869467
GDF11	4.27733337821798
SEMG2	2.87476667975249
MCM2	6.60764016675107
CD247	3.78845867365981
SOX14	2.8698540788804
RBMX2	5.36897263869367
KIAA0922	4.66547927073394
TGS1	5.55926598158079
C16orf57	5.21161979797443
SYF2	7.45249463590128
MCM4	5.01584156745703
PDZD2	7.26933060438385
CEP192	5.7025482185164
IFT88	5.45074031752542
MCC	3.74228280854654
RPL9	12.3541312527502
RAB32	6.67908121911821
P2RX2	3.70954084825547
DDX43	3.11076142725821
HHLA3	4.41082319249606
ID2	7.79339781616879
UBE1	9.71201915104465
SLC24A1	4.24454617681586
ARHGAP5	5.9421179343508
C20orf23	5.26231769078414
CETP	3.37710141736532
ZNF688	3.74035239126566
APOC2	5.70015128763475
PWP1	8.32681704216753
FAM50B	4.99439426968341
PTPN6	6.25349450016735
BAHD1	4.89641713021792
GPR56	6.3819817078627
GRIK3	2.85507186561689
DGCR14	4.22996881879348
CACNB2	3.37006210658673
PDE10A	3.05609621922484
METAP2	6.98589351866469
RHOQ	7.33034919378268
MAP3K4	6.17734334320735
PDHX	7.52734551397178
RPL23AP13	4.22484855115439
MTA1	5.69991827835734
GNG11	7.13446219988481
ZBED4	4.14257562144671
CLCN3	5.71954267417073
CDK2	5.06162878341657
HCG9	3.53385856023911
SLAMF7	4.23043652960578
CDC37	6.9719173889431
ZER1	4.03761783198243
GRK4	3.02879032516466
PRPH	3.76022441911571
