Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A02_451976
Composite Element REF	Signal
DNAJB6	6.73105380535268
ELP3	5.42540698625892
ZNF787	4.07181241282881
KERA	3.41226759809695
PELI1	6.26844077084176
PPT1	10.1955072314471
SLC35C2	5.41087687769306
MT1X	7.19024818653977
UBE2B	6.65931066309058
KEAP1	7.5890449759852
MST1	6.0505935027465
MUC4	3.57374852820930
RFC4	8.98944751385519
BCL2L13	5.86998460255271
GNB2	6.805776535803
NUP50	4.22978477187368
SULT4A1	3.77954954603343
S100A8	5.00045344698242
C7	3.66101464274304
CCDC130	6.78804838085838
RQCD1	3.41858329023459
AYTL2	5.55734625104029
MTUS1	4.939828383398
ARFIP2	7.5177830264152
UROS	5.96958334733444
LEMD3	6.88267550999327
PLEKHF2	6.2559651664168
KHDRBS2	3.40911780992939
HOXA7	3.23874758870903
POLQ	4.8629338392219
GTF3C2	7.24100017505066
SOAT1	5.25968652232814
SPAG4	5.2083668443178
MRPS30	7.13289551152362
MR1	4.28469054672304
UBE1L2	4.39891770444548
F8	4.67319389292926
KPNA5	3.13845555567049
ACHE	3.14578245212724
TNFRSF12A	6.72830886240815
EGR3	4.76192785223333
TCEB3B	3.19874522196543
ZNF184	5.81387540711601
OASL	5.01824042716749
SERPIND1	2.92938538304389
IFRD1	7.40505886039618
SPINLW1	2.86499154853764
KCTD9	6.31024928317369
PRR14	7.02102112675417
ZNF267	6.66057885406825
PPP1R3A	3.27268445356873
ZBTB6	3.12251017164823
ACTN2	3.44869066088513
TXNIP	8.286549865531
NUDT3	5.41622180153325
DFNA5	6.45409593033531
RPL36AL	9.55040074597936
KLK15	3.59421501499842
RAP2B	6.63740904914119
CHAD	3.39033311519364
HEBP2	9.19078982659435
GABPA	4.06728483164373
CAMK2G	5.04211389216159
TLR3	5.20873223415769
FGF14	3.29204789164446
HMGB2	9.75532312577048
POLB	8.0333357840045
KIF3B	6.48411471555068
C3orf27	3.53316264368995
MTMR9	5.80180228131752
SEC31A	9.1607273110519
TRIM58	4.96706377436016
TAS2R14	2.97543517792165
NSDHL	5.33876902039491
GLRA3	2.94015988460534
VPS8	6.45644929842758
H1F0	6.91709559451979
PRKCB1	3.73323032156803
POLR2D	5.31982589915297
UGT2A1	2.99731758817528
TOR1B	6.44574285397102
LSS	4.377619101239
TOPORS	6.09585461145682
HNRNPC	9.09511415623201
TMEM100	6.57682441744104
DHRS9	3.85208673710187
ISG15	9.62054414964072
DNAH2	3.79654754493379
ZCCHC14	4.15203411878166
FXR1	8.35693790426287
ZMYM3	6.97859316387487
CREBL2	5.72814908900236
TGDS	6.86461464111238
CASP3	6.06936683179257
FAM120C	3.77396658689228
KCNQ1DN	3.49949021732942
SCLY	3.89831786727317
CACNA2D3	4.47124243919985
CA7	3.41418404095656
ENTPD5	3.85015688142273
SUCLG1	9.22015983407871
PDIA5	8.33023524707687
KCTD20	3.47055139192929
WDR47	5.86309014138787
KLRF1	3.42162018620534
MAGEH1	6.97548415919215
PRPF40A	8.08212629631035
SMR3A	3.19311803868943
TAS2R16	2.93642066011764
SPINK2	3.56612559570016
NPY5R	3.14804625044462
IRF4	3.80308057665725
PRKCE	3.88223499051156
ITGAM	4.52384595371155
RGS2	8.57206421620448
DDX19A	6.14975595599467
PDPN	5.82390402369165
TMEM34	6.7192639924516
MST1R	4.73037176501792
MGAM	3.72548171834340
COL3A1	11.5610253293658
PTMA	11.8977586904927
PRDM11	3.28310927126296
NAPA	6.41893901991692
DIRAS3	3.50695630064277
LIPF	3.19663018983254
PSG9	3.22212685568287
ASGR2	3.43176499668312
ARHGEF11	4.0312549485453
PIK3R4	6.56589627380758
IVNS1ABP	7.06927274488479
SIGIRR	6.3240290179214
BTBD3	7.0302480138298
UBE2NL	5.7069867457004
PPP1R2	5.21429836692015
FOSL2	5.20933570610529
IL1RAPL2	3.5712744515888
C4orf30	6.93791130081622
TUBA4A	7.4722777080261
SEPT4	3.70397008836679
SFRS2	9.05124711699206
EEF2	10.2884053829625
ZDHHC11	2.96162791330622
HNF1A	3.61375990642144
EPHA3	3.1055217173724
PRDX3	9.31707346509089
P4HA2	7.11691913999772
RFWD3	5.07163207963041
RBM12	6.65214473756578
H2AFJ	3.41225364066299
EDIL3	3.9485058137011
LOC200383	3.68882303399993
SERGEF	4.00753000909200
B3GALT4	4.62392959029593
SMC2	6.12572009358725
LOC90925	2.96696312509499
NPFF	3.49856158388615
DEDD	5.04011242917473
SCYL2	4.87920256198368
PTPN1	5.57244789153111
ZNF174	3.88696414492934
MYH14	3.67180310271695
CCR8	3.35344233190207
SKAP1	4.87955726283671
GADD45G	4.41817637717982
PILRB	5.23804533054702
IFITM3	10.8855815061719
DNMT3L	3.40620565431419
GPATCH1	6.8843491341461
VPS37C	6.97744982143509
DSC3	3.48071231119185
TBX4	3.28507649105142
B3GNT3	4.80198497838853
LHCGR	2.75674718081781
SAP130	6.66919952525885
UBE2S	6.59952823062502
CNR2	3.35750220429439
PCDH1	3.91052306203303
ATP6V1B2	7.06698277167515
PLCG2	4.94619791261818
CAPZA1	9.4727540442056
GLRX3	7.68456030071155
HRH3	3.38770498444327
KIAA0247	6.56368936643595
MGC15523	6.26562205654175
CRYGD	3.31236990147524
HTR2B	3.93697924698419
CCR1	4.79589647502052
NUS1	4.82995175697565
DNAJA2	7.00685046123806
PGRMC1	9.42739622870623
UVRAG	5.82125927854846
ITGA2B	3.3989641390181
CLDN5	4.0156678802882
PTPRN2	3.29989692011719
PSAP	9.50318531630848
MYOM2	3.84419573027615
CHM	3.1201353405159
CCNL1	8.25086061763017
FAM105A	4.80010046969283
LYN	6.05292536771478
DUSP6	8.07303585764855
TGFB3	4.65353666879521
PCDH11Y	2.66225579921918
NAP1L3	5.04525773488815
ELK1	5.05951379399855
HGD	3.28729261257679
C10orf57	5.5175123699875
B3GALNT1	5.41678915364961
AARSD1	4.70526103170564
MYO3A	3.10295059795697
SERPINE2	7.6081269925509
GDAP2	3.95971563612314
MAPK6	7.7781762132123
COX6B1	10.7084842398807
DNASE2	5.90355615210681
MSH5	3.64911811189166
LGMN	7.64822381981144
TCN1	3.31805328639367
SLC24A6	4.9924188989424
TATDN2	6.80111015074232
SDCBP	10.3843790481296
NUDT11	4.86918452419743
LILRB1	4.38723509132888
PYGL	6.10055567449215
P2RY5	5.55344731358104
SNPH	4.01678788867348
NUCB2	8.33867056072222
B3GNT4	3.83802013412698
SNX27	5.66661193503566
C2orf37	3.08081167351663
MIZF	5.75082748842761
FOXO4	4.68278053602239
NUBPL	4.63812254958082
NOD1	5.06830184901886
ID4	7.54763061529869
CDH22	4.30273025280772
PXMP3	7.61230598196908
SOX5	3.79234270236377
NUBP1	5.06971099990728
DSCAM	3.67798088042320
INA	3.3793651455216
DGKI	3.40937449045589
MCOLN1	5.20372213269818
FAM136A	7.68711763590589
RIN3	3.8412516341992
NFIX	3.63091408783293
SLC16A6	3.61922973290062
AKAP1	5.4060831376998
PSG2	3.36639279003016
HIBCH	6.67585056628606
PLA2G5	3.32140076851182
TIMM10	6.53030273912396
MED17	6.78782247084014
PSORS1C1	3.75903795202467
KIAA0495	4.7636061798501
LPA	3.36243709244808
PIGA	4.63319968345167
COL4A4	3.55575253645744
LY75	6.85035826304652
TPP1	7.72041743513637
UTS2	3.14404561631694
GJA3	3.38163311575093
GALNACT-2	7.36954875873671
RREB1	3.23554463423073
TMPRSS5	3.59310498652923
MGC3196	8.10646405974559
FLJ31568	4.15157171366802
DNMBP	5.59878709045687
LPHN1	6.06379530622741
NQO1	6.63714787835392
ZSCAN2	3.4070223821381
SP1	3.36727289621132
TOX4	5.38463885032785
SEC24C	6.88993103945897
HSPA9	8.19453835299532
APOBEC1	3.00417828155571
SURF1	7.66092577690604
LSM5	7.63168497657496
ZBTB1	4.40665098723436
GTF2F1	6.35686646153835
DUSP21	3.21045613143099
RPS15A	12.1455220444680
TAF1	4.25628586968907
GINS4	4.48398818773608
MYO15A	3.28803497742863
AP1G2	5.93560804543164
RBM42	6.87925090141785
HCN2	3.38752567004282
UTP3	7.42414142296663
HNRPA3	7.76771529445496
CKLF	6.78821330868884
U1SNRNPBP	6.85573669149605
FLJ20674	4.08900395358333
RUSC1	7.33604884576542
MBNL1	7.11707106565093
NUP160	4.89821479717217
GRIK5	4.54598289567634
USP21	6.17322344770386
FLJ22639	3.96793316557138
HAND1	3.22590964718971
ORMDL2	7.25569769116324
SERPINB1	6.3532492835482
FGA	3.0017713652985
PRSS7	3.25671993680488
IGFBP1	2.87929082464222
SLC1A1	4.3228877140318
DHX57	4.33438486749227
PSAT1	6.38052870674409
FLJ13195	4.28093936742456
GDPD3	3.91616311447307
PTPN21	3.75352740846598
TBR1	3.04115847059072
TBC1D1	5.07042333091765
IFNG	3.35187525564798
FOS	9.65493501349515
IQGAP1	7.57260621316768
ZNF226	7.43667710747407
EMD	5.06784610123046
RETN	3.92093050491057
APH1A	8.04779523858617
C14orf1	5.46042877332872
PUS7	6.7099559993777
PAFAH2	4.42187208460238
NPEPL1	4.88710586960153
RP11-114G1.1	3.38018002761357
TUBB6	8.55968504633025
FOXL2	3.18360797282727
LATS1	3.27361521008794
BAZ2A	5.12794049539663
KCNQ2	3.12080043430856
SPOCK2	5.21540472536105
MARCH6	7.74976224366757
MGC10334	6.04120894765049
HTATIP2	6.64837140741977
CENTA2	5.31716678378761
FGF2	3.71351059441792
FXYD7	5.42647898918184
CCDC33	3.16386231306919
PRODH	3.89747315819498
DDX6	3.59642295821337
SLC43A1	3.59660562579731
NTN1	3.39492880115381
ING4	5.8005368736825
DPH2	5.48785818434586
ZNF313	7.4427321987012
VPS28	8.64057990401924
FCGR2C	3.57739332893917
DIAPH1	5.32649436116283
CEP76	4.425917739973
CORO1A	5.5440890384894
TRAF4	4.55583361528987
ZNF460	3.08614367769508
RRM2	7.3559317400308
EDG4	5.0580295545743
OS9	7.24811418400805
SLC4A1AP	6.49033089682147
COG5	6.45931091303658
COPS8	7.42019141647708
NGLY1	7.66886637790528
AKAP9	5.19278433417286
NCBP2	7.18174478175767
C17orf42	6.45509953846797
GPSM3	4.36778052356045
SLC20A1	8.08235129400457
SIL1	5.3870044274623
LDB2	5.06162746509089
ASB6	5.90613532531558
KLK5	7.73468884650988
SMAD5OS	3.14305555880701
UNC93A	3.1461052923595
SPTB	4.1998161011306
EFEMP2	7.22126185590156
EFNB2	7.92091306433608
C21orf62	2.90249812877296
PCM1	6.30376166015358
FMO5	3.5826733162526
TSG101	8.85723242734778
CEBPG	8.44083153781103
GTF3C4	5.48237801632479
ABHD3	5.06425842142119
TNFRSF1B	4.62791177065866
CLEC1A	3.59977961862940
IQSEC1	4.1439346403799
PIGN	5.07145025083538
PATZ1	4.28242559665954
RBM22	8.03982035188169
AEBP1	9.18460146852575
BAG2	4.95744341407033
PAQR5	3.31806032214005
C9orf127	5.30222975458384
THNSL1	4.74342714364456
ANKRD2	3.36375673013809
JAM2	5.55247726296075
SNRPN	3.01431509274945
ALX4	3.67610600847988
FAM130A1	5.62681612911042
CACNA1S	3.23808178582175
TRIM38	5.88341817386651
CORIN	3.4666684786704
TMCC1	5.79119479078991
PCLKC	3.75160483831316
PLEKHG6	3.72851345865096
LRRC40	7.68248030156303
SMG5	5.78039258427103
NCAPD2	6.46854325614492
WNT2B	3.28777887724144
DCP2	7.53154114082417
ASNS	7.923157622449
MRPL49	7.40352595539779
TMEM24	4.21809964371474
RPL18	10.7560592599317
SMU1	5.69503974137893
ISG20	5.11164719091922
CASZ1	4.47208814619321
POLR1D	8.87925520233352
GIN1	5.32391017421714
TMEM177	6.24727057120252
CDKN2AIP	6.5828490064292
KRR1	7.2171159382008
CXCL1	5.04400632453995
C1D	8.0968954350714
EPM2A	3.81802838686955
LDHC	3.93889711911717
PC	3.79691939644247
PDZRN4	3.17170518432355
FAH	4.8286223038914
UBE4B	4.82186680172697
NIT1	6.84189292145194
CDC2L6	5.37937572277102
BTN3A3	5.3720140081151
PAX8	6.16605103601372
PRO2012	2.92491369096865
BEX1	7.54471026470827
COMMD3	8.82645994457165
MRPL40	7.43181242592957
SLC2A4	3.41011267804203
SHFM1	8.29272407421953
PKMYT1	3.9967122479032
FEZF2	3.42112884494707
DUT	8.0898721465209
LRRC59	8.21762096419158
LY6H	3.02249481001162
MAP2	3.98789015193336
LYL1	4.21469782668836
EDEM1	5.32308514281784
NOS3	3.35609527268005
ZNF34	4.75780128157646
ADH1A	3.10781218307394
CYP11B1	3.19216411278967
CDC73	6.93037740346356
GPR172A	6.5515734447558
GSTM3	5.55348047719416
C19orf54	5.7791052428719
KCNA5	3.58093087355
FLRT2	5.2432711895602
WRN	5.26409635173114
ANAPC5	7.9953708915577
SDF2	6.965555675466
KRT8P12	4.35959756677123
DZIP3	4.33553006386586
C15orf24	7.96549948630416
NFATC2IP	6.12232216177282
RIT1	5.98896988435921
RHBDF2	5.84108872371839
SCML1	4.26487164404362
MED9	4.30707667875001
RAB13	9.71377707226015
FBXW11	5.88489471877408
ETAA1	6.32272174846186
C14orf131	4.05764375570165
SLC12A5	3.59547193976950
PHF14	3.36097952906723
NRIP3	5.47412751036827
TMEM121	3.43436518353178
NOS1AP	4.16640875772868
FAM3A	4.85944995145577
RPL13	11.2111943780991
PRDX2	9.49612611848716
SAP30BP	7.24375813850416
WDR76	3.65562374304567
PRMT3	7.10389862150316
TRIM10	3.5219643549729
FAM82B	6.89398358843457
GCNT4	3.03442100636416
MAP9	5.79391561069639
GPRASP1	3.82473183756045
CXorf36	3.23342249003207
CDKN1C	5.90948561113181
DSCR3	4.75244720958132
ZFAND3	5.79688960037311
C7orf43	5.14240127165675
HSPH1	8.65500590000298
SPSB3	6.2604649053042
AQP1	6.38028269786177
COL17A1	3.41411305438646
GFAP	3.41886788099718
CDC16	8.20144403965589
KIAA1614	3.13686660959749
PRSS16	4.66674291987637
KIF13B	4.81430971861344
PCDH9	3.64386686641818
MKRN3	3.13100331118384
ADAMTS13	3.8462098176627
ITFG1	8.10459939338343
TUBG2	4.04126828100899
TTYH1	3.17378051159448
SFRS7	9.36171987154228
C3orf18	4.20790279235321
FLJ13236	3.79963676309428
C18orf25	4.01873011044384
EXTL1	3.46842616943834
RANBP10	3.9902409319823
RARG	4.36304885695911
MYO7A	3.50369631785199
SFRS18	7.33623494583877
CD96	3.26420848348099
ACVR1B	4.24505664001488
DENND1C	4.35795692079066
RBMS3	3.72298185934806
SLC41A3	6.89006226499627
PSMD1	8.02602677007526
DGCR6L	2.85925192068868
ILVBL	6.55802756484489
CSNK1G3	6.06924291116935
RNF186	3.43650835303499
IFNGR1	7.40638266206354
MAGEL2	3.79639327169105
TSPAN6	8.83696655021611
SLC29A2	4.39355555952487
MSL2L1	6.39608863884521
MATN2	7.72588305354172
ST6GALNAC2	7.90343782520568
RBMX	9.11817925820585
MPP3	3.98632259965409
FGL1	4.39657669210989
PSORS1C2	3.70591687752092
RAD51L3	3.55956614280459
ARHGEF6	5.37064178236191
TGFBR2	5.30931272441516
ORAI2	3.84823533124326
CDC123	8.09513637541914
IL33	2.94342242222108
DEAF1	5.56849347117518
AMN	3.56529793684391
MSLN	9.03748294292314
DEFA6	3.09510111437583
WWTR1	5.12823619652638
COBL	4.84231283796896
PPP1R16B	4.39439832004234
CIB1	7.0321054383343
TSSK1B	3.17746333676094
GAS7	4.91613531759106
MDN1	5.07672949614475
HAAO	4.07766410097435
HLA-DRB1	9.68380174399826
CTNNAL1	6.92875085095082
TLE6	3.27850518284649
CIT	5.01256657305418
TNFAIP2	6.12772580263803
FOXN1	3.22296466609312
HERC4	4.34439886099475
DRAP1	6.55611647804596
PEMT	6.65684990937786
SLC38A1	9.07238337381554
ARHGAP6	3.31692822931317
PHF20L1	4.72117722596589
MCM3AP	4.55289127008296
MYO1F	4.55081910617349
RAB11A	7.97227359521181
PTBP2	6.67016619048865
SNX1	5.22557138161052
CTB-1048E9.5	4.93202051291808
C19orf60	6.59704593475774
C7orf25	5.80459840585419
ELF5	2.92752896339581
HOXB9	3.10848856430021
RBM8A	7.64629666333218
PARP3	4.16576651189138
ITGA9	3.53298638344435
ZFR	6.29175316506282
VANGL1	5.9020269005085
FLJ20699	4.59441140338266
ACSL6	2.81444624539625
CHAF1B	4.19196554346466
NDUFA3	9.48565195946233
FABP4	3.37021060666661
KCNB1	3.37066984888244
CANX	8.15867177998808
SLC25A28	5.05887827932575
SHARPIN	6.18019873190998
ADIPOR2	6.72998588234506
TTC23	4.09683271735266
UGP2	9.37021965456453
ECHDC2	7.81078371627738
CIRBP	7.26976547248781
SEC14L4	3.66764713835056
SMA4	4.84597867409039
FRZB	5.97099380637341
PABPC1	11.2195007573024
APOBEC3G	6.76583612965143
CUEDC1	4.9417679914222
CLDN8	3.1480406628921
VPS52	7.93187718288365
LOC23117	7.32175101068234
FAT	8.86288135647575
M6PRBP1	7.0868686706039
PPM1F	4.85319312756164
TSR1	5.48163796772343
E2F6	6.47404096412154
TMEM126B	8.16014332755749
ZFHX3	4.81077126482491
PCSK5	5.42429830136724
HEMK1	4.95529516052453
GIMAP5	4.92153561676975
DPY19L4	6.47615410489375
FAM77C	3.63708031123581
CTPS2	4.92979738588943
NDUFA9	8.09310786729572
SCRIB	7.58300779816061
AURKC	3.67645266150715
LOC51035	5.4446872234216
RSRC2	8.31293335072911
ORM2	3.10508221590818
FAM115A	5.53834892649366
EGLN3	4.66557360304422
FZD6	6.65417798181289
PITX3	3.56640969982758
GPX3	7.17305977979214
UNC119	5.26633361471689
NOV	6.73695328015585
GRM4	3.6001016490524
CABC1	6.60569958255188
KLK1	3.84224674543870
GPM6B	5.785809633371
RRAGD	7.67815834530291
EIF2S2	7.46395086617493
RNF130	7.48732412010694
CKAP5	7.28617164923824
UCHL5	6.12052203083117
C10orf18	8.15285840195136
TMEM93	6.5681291588861
KCNMB2	4.24740111430258
AIM2	4.23366999309211
PNO1	7.06317253979177
ANK3	5.57373639543142
OR2F2	3.04370986224647
GNAT2	3.22942540941786
KRT5	3.94247477260506
ST13	8.18619314686216
SIX1	3.98018220963533
TIMP2	7.58905023520683
CDH12	3.35912177974536
ZMAT4	3.27152130268688
QRSL1	4.8105497678815
CCL15	3.62763217779750
GTF2IRD1	7.70667707036423
CCDC22	5.83622732150194
SNX24	5.25200558996179
RARS	8.72753017638904
MORC2	6.53599020230594
FAM48A	6.7165721742531
FOXD1	3.25244282348859
COX4I1	8.11284019339305
DSN1	5.18729528181843
AMT	4.60341343509208
GPRC5B	6.77952509989042
CTAGE1	2.82197926714068
DTWD1	5.29457097165294
STRN4	4.98749605985187
KITLG	2.97098512031233
HSD11B1	3.96114345618958
HDGF	9.67055738630505
KRT6B	3.51066953121303
SUMO4	7.19953756029973
ARID4B	5.78842372364980
SATL1	5.36430407432959
SETX	5.64292129192242
DDR2	5.45129224605176
KCTD12	9.95470395823016
WWP2	5.02565884189443
CTSH	8.01011402095156
FASTKD1	7.82555578017726
PAF1	5.69109003842553
IFT57	8.73392786761904
TMEM2	5.61043114766168
ZNF592	4.24504372463484
TNFSF9	3.68225771056545
PPFIA4	3.93705380470962
CFP	3.6718000799112
DCTD	7.37216895130486
CNIH3	3.70672954809986
MAP4K4	6.44849028632854
ROD1	4.13887844815385
MFNG	3.6809092132538
JMJD2B	5.77933763229663
DOCK3	3.17165739314301
STX16	6.02332763312658
ALDH3B1	4.39911608440549
THSD4	3.29019297737431
DLAT	5.65586532655052
KIF21B	3.67461717659148
FEZ2	6.2588674743646
CDC5L	5.38667151737877
KCNJ5	3.72865046274502
LMNA	6.9055011324233
TBCD	5.62420119845314
ZNF250	6.12440312380034
CASQ2	3.65304469662275
PEG10	6.51178739290223
TPSD1	3.40958555071836
PRAME	7.71864836213473
NP	6.86399679483098
ZNF12	8.02601089265123
XTP3TPA	8.73114902283511
SIGLEC7	4.00807652962151
FAM70A	4.12756444724243
PANK4	5.39038402561899
SNED1	4.50371790889839
HIP1	4.72285004709672
WNK1	6.64598225421065
AHNAK2	5.73150030958278
FLJ10490	3.78844204512815
TOE1	5.57473094451684
RECQL4	4.34479800564084
PPA1	10.8015075694111
DPAGT1	6.0743107016224
HAS1	3.61197732473539
ST7	5.09505152204375
MAGED2	8.68208160678771
ANKRD55	3.35906680409924
TRPS1	7.810150614942
POPDC3	3.06112773288949
ACOX2	3.76226584385937
TFPI2	7.17219811980132
CYP4F11	2.98687070344422
PDHB	7.91077089643283
ERN1	3.27112131078563
LHX2	2.83032457753947
B3GALT1	3.10888412985559
ADAMTS5	6.7450689398733
NOTCH3	5.11909310232537
C1orf116	4.65891259290793
UGCGL1	5.29884485015002
NF2	3.56187210259919
POM121	3.66167840723823
CLPP	7.53438565070303
MTMR3	3.92479284507633
ATP1B3	9.20302039178666
TMEM16A	3.36835831881819
HIST1H3F	2.96655834561423
TRIM25	4.27742760033773
CRKL	4.63923062175388
HOXB2	6.49855501037511
ANP32B	9.76349079272176
NUP62	5.47301092529116
GATM	5.30966632944200
AP4E1	3.24522467453375
RASA3	3.03110751298014
EDG5	3.21187893958753
CDKN3	7.26991096994779
CDH4	3.27888328776661
PGD	6.67236987481423
TMEM168	6.91308077946686
RND1	4.01091254351033
GAD1	3.08186340256954
MPG	5.82226992432868
ZNF133	5.52936120460626
LOC440350	3.54479750740841
FJX1	6.47282170762622
CLCF1	4.39035529031624
AMELY	2.98838599647055
PHTF2	6.6134808170981
IGSF2	3.34346171709565
TFF3	4.9063692334655
NDFIP1	7.95992103579176
IQCC	3.80411959564188
CUTA	9.71086727240805
HEYL	3.79078686607031
FTSJ2	6.48484341777922
APPL1	6.488170264035
TNR	3.19087782013251
WAC	7.35605576854505
ADCY9	4.26528210106991
PYCRL	4.38313894168211
PCGF1	6.20894770380718
PTPN13	5.15972970271463
AGPAT7	4.82759933517807
SSTR5	3.46987975756709
CDKAL1	3.27683392661346
PDYN	3.99858621204538
SFRP1	4.94548929210671
VAV3	6.51455972372377
MTMR11	4.32618354275597
SUOX	5.70356419402543
IDH3B	7.8257091011604
STXBP3	7.97229787680825
EIF3G	8.39909730403981
GOLT1B	5.5531656851111
ARHGAP22	3.53175909614453
NPFFR1	4.7576918374482
NPC1	6.06345219254253
ALDH9A1	8.38679464124096
ICAM5	3.40108145392273
ADD2	3.59762715965616
RASSF1	5.30793675383984
PITPNB	8.33005699066129
PAPOLB	2.98010156522638
URM1	6.30133961304416
TMEM106B	8.0429448182464
LRIG2	4.20512339783955
SLC27A5	3.86787294222849
CDKL1	3.59307750990177
PRODH2	3.73982293740166
SFRS11	9.52428165102708
IL7	3.70015636874446
SCN9A	3.89769324369071
BTG3	8.78075130450708
PAK2	5.90936273339615
ATP2B1	6.76765771562585
GATA4	3.30872633732928
PRKAG1	6.56335607787455
FAM64A	6.22214676005877
ATF7IP2	4.54119034077208
EEF1G	11.4658177198730
INCENP	3.6573148510395
SMAD5	5.14746580540457
GARS	8.84868282048654
CDK10	4.18480786266643
HLX	4.96442715746384
ELAVL3	3.95184388999881
MDM4	3.06327739535061
GNL2	8.0738740052594
CDX1	4.58070941286655
PFDN2	8.07298631847699
ZNF200	4.94075788218584
NDN	6.26904904013366
PRR3	4.6804313180386
HBA2	8.07329072042427
FBLN5	5.67083288875429
PUM1	8.54248804235927
CCDC88A	3.71553358719653
TNNT1	6.92989732151022
KLHL24	7.41866396429403
HNRPH2	8.6247168231187
RAB7A	8.33956338762246
SGPP1	3.53800795470413
PMS2	6.32090188788109
ARNT2	5.45202325455094
CBR1	6.07154124992861
ITPR3	5.39965604576385
BIRC3	4.86750687304579
NRSN2	4.58805487186763
SPOCK1	5.89900687289365
H2AFY	8.08867713459397
RXRB	4.75499787258502
ZNF638	7.7157109956333
APBA1	3.61943875430992
RAB2A	6.49816736372933
ACTN4	6.0638596412432
FXC1	5.43559917931467
C6orf162	4.08280881645565
HPSE2	3.63330712695134
PLCE1	4.39573873306755
INSL3	3.23358398620427
PTPLA	4.37889001483543
EIF2B5	6.84424765185297
DLG1	6.04157994998397
PINK1	5.62744593799626
TFIP11	5.33294850834781
VPS33A	4.95955477971937
SKIP	4.80330874214235
GRAP2	2.90023711333386
GAPDHS	3.21841837954364
POLR2G	8.73555375151962
CNTNAP1	4.50630382762876
PSTPIP1	3.58983444493886
CYP26A1	6.8548907296882
APOL2	4.75667012800182
TACC2	5.14637010108756
CNBP	10.6272629030765
WASF1	5.72861579778709
HSPB1	10.8630849410437
INPP5E	5.52991245328714
COX7A2L	9.4151097731775
HSD17B1	4.57429578370767
ARRB2	4.72967457129544
CUBN	3.85441063324116
SLC7A6	3.84405451712651
IGF1	6.28651447365511
ITPK1	4.95143137709617
NAALAD2	3.64590037131341
G3BP1	7.37699600422909
HSD17B10	8.59426491202836
NUP155	5.92395552356798
CYP39A1	3.59565666254241
GLULD1	2.78437854446361
RBM15	7.10312257553028
AMZ2	7.63716280683208
GDF15	3.78130908094376
CYCS	10.6653578223559
TECTA	3.42186245626722
CCDC46	4.06033806033032
GNAL	3.06108899311836
LPO	4.01900764834286
GZMM	3.73870583411191
PAIP1	8.24765245981152
DDX11	4.7101583790366
TAF9B	3.72564469948117
CACNA2D1	4.12678764236337
IMP4	7.4217216184742
SH3BP4	7.69378650522232
PADI1	4.47850228232683
DEC1	3.34668983265208
PON3	5.98949636817921
PROP1	3.45245693106058
UBB	12.0237403117811
RPA4	2.79943578386059
TCF25	7.25078155572155
NDUFS1	7.89768041244632
UPK1A	3.41383746432805
AES	6.68405043013795
PPP1R13B	4.987313374146
TCL6	3.32325848941253
ARL2	7.20670780813348
CD2BP2	7.42336741930047
TOP3A	4.00913032761909
CHRM5	3.37398941642027
FGFR1	5.19891019723735
UGT2B17	2.83789043864289
CEACAM6	3.80165419290315
CERK	5.89460473189235
FXYD6	6.98633718373407
AP3S2	5.31675619159584
ZNF208	3.19471973856263
CARKL	4.62796296411917
HIST1H4E	3.65614506747293
GOT1	6.82810277293028
BBC3	4.88201785317389
CASP6	6.97619044164875
HOXA1	3.71562187523172
RCL1	6.33207753542127
RAB40B	6.44862198217494
PI4KB	5.86387451681931
LRRN2	5.90251119324936
B3GAT1	3.28814681330364
OAZ2	6.59094014084381
BET1L	4.46730715167444
NOC4L	5.1048381860301
FRY	4.01978803297982
C10orf12	3.05190856460281
AK3L1	7.41499123520398
FADS1	5.17265716619106
CSF3R	3.73087433595095
DKK2	3.80248678303163
POLR3K	5.85534309910244
LBX1	3.16173775952035
ATG2B	4.1408015367036
RHOT1	7.16022336035374
DARS	9.06992811136137
EPS8	6.67913084352503
OXT	3.67229724630432
C10orf56	5.81980925888788
ARL4A	6.3123801504897
CCDC64	4.05609836973264
DAD1	8.86937310027176
HERC2	5.36342014933911
HSD11B2	4.32482398848319
USE1	7.07881127355299
FAM96B	8.51440296875882
HNMT	4.51373024603561
PCGF3	5.54353303356
BSN	3.85694322261707
CAND1	7.10113557768403
ACTR10	9.09288018705424
NASP	6.61655568626232
C20orf4	6.33324981875426
ACSBG2	3.28605824964276
COL9A2	4.17608592852429
RWDD2A	4.40536872614274
PALLD	8.81849782542866
GPC5	4.18933308540358
CENTD2	4.82374885893503
TBL3	5.06582401504557
TLR1	5.36490569951683
LMO6	4.37589559283694
CCDC106	4.19714363701487
KPNA2	9.38231794486167
PARP16	5.05094782265923
PDIA3	10.3247308891476
MACROD1	4.84511883172776
SFRS1	7.41171436677364
DCP1A	6.13546349355158
TMCO3	3.90006248216414
NTN2L	2.94307297451149
CLN5	6.34411639977882
BIRC5	6.2343866640242
PRR16	2.88192975719977
FAM63B	3.98027348494933
GLE1L	3.73966670006045
CES2	5.61949304790001
GNAS	9.76375437646847
KATNB1	4.65223797602155
CPLX3	3.49133873830517
WNT8B	3.39741024754956
TSPAN13	8.25128230431104
MRPL52	3.98382924715534
