Hybridization REF	CELLS_p_TCGA_B13__RNA_HT_HG-U133A_96-HTA_A02_451976
Composite Element REF	Signal
CLCA4	2.70398845861436
LONRF3	3.61585814687363
SCGB1D1	4.14608850706965
OR2J3	2.83898382579636
LSM6	7.97582706897456
SMURF1	4.21540324406598
MLLT1	3.28474786612503
A2BP1	4.54162874833123
HNRPDL	8.64473383228897
BTNL8	3.70217902785705
TPM4	8.37170141340082
TNFSF4	5.66008470672418
COPS5	8.5769526294414
CSTF2	6.09282455150429
ACADSB	3.46285282791206
HERPUD1	8.77348564942676
BCL2L11	3.34530683279973
HTR1F	3.8422743722928
SCPEP1	7.08239580202643
PRSS12	3.53255996566186
SLC28A2	3.17559843124803
INHBA	5.76543159355134
CDCA3	4.92337581970477
UGDH	7.03749902973417
RP11-298P3.3	8.27053972110804
MYO1A	3.21207389626027
SLC36A1	4.79526086863483
PLCB1	4.92685878615573
PPEF1	4.06819227270452
SEPP1	10.5900553091704
LOC440348	4.33749301185182
LOXL2	4.85384245221673
BPTF	7.19213159686401
SERPINA7	3.72051847145900
LRRK1	5.1625929347637
LOC201229	4.27654800181449
DENR	9.31085584877363
CHRNA1	3.11847506553543
RARRES2	8.65828242640514
RPL21	12.0671137815366
SENP2	5.23200848041932
XPNPEP1	7.14200247831991
ADPRH	3.48053137347627
C17orf68	4.51785737896633
KCNS1	4.53336728298725
ADAMTS1	8.57040399478428
CDK5RAP1	6.77788796912682
ZNF571	3.9656187315432
PRKG1	3.65407142576668
P2RY6	3.87396878053881
RASGRP1	4.98844164804533
TRIM21	5.11768796045436
CADM3	3.52917828218149
CFI	9.10728429289105
ADRA2B	3.31800334540374
PCF11	5.65145949082246
FOXRED2	4.36444234743680
LOC400451	3.72713823418555
CYP20A1	5.21059287228124
FABP1	3.18484145188090
GLTSCR1	5.19125323910775
C17orf88	2.79497145854094
CDH16	3.44484529506303
CYTL1	3.64388051479579
SORBS1	3.73724610499392
PEA15	9.49876461758824
FGF7	2.93679094911752
GUCY1A2	3.57749602036283
NPC1L1	3.66508647841870
PH-4	7.00859600257368
TAT	3.5221632836532
TBCA	9.90946391142823
FNBP4	7.26805777652174
C12orf43	5.8444290753104
STXBP6	6.48233111269839
SNAP23	5.20951226616041
CBL	3.5221317874418
WDR25	3.60273974919406
ZBTB33	3.19670147118548
MGA	5.6669086652839
FAM128B	8.35950011627313
GPR4	3.61927899616386
GSTK1	7.99893185038877
CLCN5	4.58083796998824
SGCA	2.72548369461297
FUSIP1	7.30747641548545
C22orf29	4.38429327151246
YIPF1	6.58551892926196
MAG	3.27362943717901
FLT3	3.23708228612881
GALK2	4.41233596172579
DLK2	3.83080057210874
ZNF451	4.50171669617959
RAB3B	3.37775173611024
UCP1	3.63836818619388
REEP5	7.91216416078305
FGF9	4.12985714784748
FADD	6.21728814618732
VNN1	3.65151281163103
SRPK2	6.68511930302877
ABI1	7.59457052215985
CACNA1A	5.15621673483246
ALDH3A1	3.91429515800728
GRIN2D	2.60119077732068
SLC1A4	4.33120207193421
CDX4	2.85525611599962
SPG21	8.63312283814614
ZNF286A	3.40886911520844
IL1F6	3.04304314177495
DOK3	3.51445763025824
ZNF302	7.18060197810079
ENY2	8.2373199707419
GRIN1	3.54032447859886
OR1A1	3.39057518610063
CALU	7.21468582227398
ANKFY1	4.18256575516308
LIMCH1	4.33105579067996
DENND3	3.93541201452358
JARID1D	3.13885548672813
RWDD1	7.66289368341762
HIST1H2AK	3.53520286580045
SLC18A2	3.17784910392057
UPK3A	3.14580670262716
LOC93349	5.58276196782636
FIP1L1	6.98040363164145
SSH1	5.31382730033704
LENEP	4.04161487276784
RHOB	7.25519472645339
RIBC2	3.54600091822173
ENSA	7.32044814768268
GNAQ	4.0090877734722
CKAP2	7.58325725992046
HOOK2	6.74274702369463
INTS9	5.5490211649567
DKFZP564J102	3.60847942683592
CCNG1	9.72645402796135
HNRPAB	9.2769704804296
AMH	3.12821621225007
HADH	7.03309208472236
TRPM1	2.82997662112729
CACNG3	3.34195065284294
PPP2R1A	7.26635334740939
CCKAR	3.45091081263083
COL2A1	3.13581792246096
PTH2R	7.39992888344041
IFI30	8.6683384847057
DDN	4.00710992851342
GLUL	8.20769803798373
HK2	5.4741266436934
ELOVL6	5.38025177863311
MDK	8.78192645700852
EPHX1	7.00648120472275
RASSF2	5.31348509338317
BFAR	6.34962490321658
ZNF14	6.04270958247746
PPIL2	4.09956997794916
PRTN3	3.66337286170864
CTA-126B4.3	5.92053395225131
AVPR1A	3.30031541050624
KLHL22	4.15413034281329
HSPBP1	5.77100941872835
PRKD1	5.90372879819238
TNFAIP8	5.90010533556925
KIAA0195	5.505715380476
GNB2L1	11.1649018642646
SCGB2A2	3.45204877593817
CALCRL	3.37501847832049
ICAM1	5.86791402967537
UBXD7	6.55594978524215
TMEM35	4.86311103712739
ZNF674	2.67770157893978
BCL2L1	5.25606237857537
HECTD3	5.78753096675826
BRSK2	2.84443309816969
PCDHGB5	3.76497755662343
CD19	3.36515701478225
RAPGEF3	4.32648901225081
LGALS9	7.22129401692318
SCARB2	5.1041440903879
KIAA0974	4.66376145269025
MAPK3	5.70679361471541
USP34	6.63402964017404
MAP2K1IP1	8.51478579651033
CHIC2	6.85417889720574
SLC16A3	5.60536986888374
STK4	3.93421528881668
APLP2	6.38951725365121
DLX5	3.44393971812923
FBXO41	4.25593650558199
MICAL3	3.91471879052641
ITIH2	3.57650522153283
ADK	5.76780266846401
TNNI3K	2.9627698286598
HDAC2	8.37246842553452
PRR7	4.0827584749765
THBS2	9.32489113162015
CA2	5.75103126653532
RANBP17	4.48929699026854
CRYZ	8.16272399428967
GBAS	8.78119640206424
TGOLN2	6.97605318216974
CTBS	6.06121411059098
ETS1	3.67707827722027
FGD1	4.83587115080162
EDC4	4.87625509934367
PCDH8	2.92045217526059
KCNK15	5.35181124342987
HSP90B1	9.37150015800611
GSTA3	3.80550723536352
TNIP2	6.95343468116069
BCAS1	3.29148409371040
HOXB6	4.32396746772217
NOL6	5.01233588014695
PDHA2	3.12219512274291
SORD	6.3167164239395
SPC25	6.50547067857676
VAMP3	8.09391961284035
WDHD1	3.80198557024209
TCIRG1	6.02753551023414
STAP2	5.63492069954699
CHCHD8	7.24398920742026
TRIM44	8.06950434499764
KIAA1305	6.49223474031953
PARL	7.99322070708123
CRNN	3.14269682809821
SIDT2	5.52102131618207
RYR2	3.48519227290641
TRRAP	5.28927201378526
TRAF1	3.60138769212176
GRN	8.81690913568453
SCAMP1	6.07355174870345
TRIM32	6.36836804447928
PTS	7.46913165318868
BANP	7.0160672784967
ATP6V1G1	9.17895352742559
PRKACG	3.50163227520239
ADCY6	4.5800544906525
PRKY	3.22401963850817
CYP51A1	5.71567350499536
DDC	3.68223188049841
ANPEP	5.89448270798093
NPR2	4.51386430980021
PROM1	6.29908837028256
COPG	7.83029604382274
OR5I1	2.87059744478603
TRIP4	7.1851644433714
ZFYVE26	5.51806360015677
GDF5	3.77232997970897
SNX3	10.2889805201624
C1orf175	3.44852204566134
CSH2	3.44637937052341
PPY2	2.91329046103637
STOML2	8.46004049633477
ALPI	3.1789284604478
FTSJ1	7.71997009739889
ZNF273	5.37946985687465
DST	4.25540322379407
GLRX5	8.4629434168232
C20orf12	4.83481281381088
CAB39	7.89386086407944
RAB5C	6.38436574057088
FLAD1	6.38425440024484
TTLL3	3.77224449061668
MSH2	6.87278683507298
NPPC	2.85949981035237
PIP4K2C	5.83942544694175
CYLD	4.59084822219195
ZEB2	3.83602231973193
MRP63	7.58079151596378
WTAP	6.03461864397643
NEUROD4	3.43223182640296
MGAT4A	4.186001161758
MTMR2	5.85363127768697
CHRM2	3.00374555930165
TSC22D4	4.80427531010497
PPYR1	3.4196769596512
CCNH	7.07597834134184
USP48	5.41691424261589
NR1H4	2.98313974574468
RASL10A	3.40316237277966
RRM1	7.7265929946395
GABRA4	3.16144700129249
C1orf35	4.78297691961467
SSTR1	2.9823915070868
APOBEC3C	5.59535572188715
CTDSPL	4.54201044436281
RUSC2	4.72736730424792
PDE11A	3.60299193704051
ZCCHC8	6.83253485343296
RAD17	6.20820651985155
TEX12	2.94813424103477
LILRB5	3.42168810809572
CD5	4.06699639856849
ARHGEF1	4.16671031535450
ABCA4	3.62211763580286
TSPAN9	4.61039453633855
WDR67	5.68558228179852
THUMPD1	7.41728184607027
ARID4A	4.57903114037336
OPRM1	2.99952086277107
SYCP2	3.8249241782383
CYP26B1	3.79424648913271
FLJ13231	4.37696633884221
VN1R1	3.95408082218842
LECT2	3.17230556928321
PCCA	5.81610534297268
AQP5	4.00793560016258
RAB30	3.20799749072763
OSBPL11	6.9987209141256
YLPM1	6.66443035703241
GNB5	4.86179855665133
CCL21	3.7098736726714
PRKAR1B	4.20007347896094
C1orf121	6.78613738932826
FMO2	4.78175350630004
IL16	3.53256567267002
MSTN	2.61237438186732
VCL	6.3080031593841
TCF3	4.84999983957944
CCDC88C	3.29324177509594
HFE	3.83666805373003
SERPINE1	6.02851601195119
FAM125B	4.15337111696365
BAI2	4.48594720194974
SMC5	6.69599753302615
AKAP5	2.97819207129511
POU2F3	3.39863932654292
BACH1	4.44914385839403
PPP2R2D	5.13210854714313
C11orf63	3.88181888301069
SSSCA1	5.95323492889153
LRRC51	7.249829292708
LRRC3	2.89474200801965
PORCN	5.11878110761727
DTL	6.60171072382129
ACTG2	7.63823006908852
FAM124B	3.18107019110614
RSAD2	6.7116220264239
CTBP2	8.66730865076607
ZMYND11	7.1790592597024
CRTC3	6.67245674363847
MYH8	3.20411512577367
LRRFIP2	4.97996371823664
TTN	2.89514691500309
RGS6	3.68234173546823
PLLP	5.22446131347205
SRGAP3	4.30113932527778
PDK1	4.86102715983465
NBR2	3.58102043703773
ZFYVE21	5.71040298398068
C13orf1	4.64432071579386
ZNF137	4.35165261565214
CEP27	6.75143281115418
WDR41	6.84000413703385
BEST2	3.01553007245710
RNF121	3.98359730459294
ZNF93	6.48264857492967
MEG3	3.91959669183543
BCCIP	5.50287561855969
OXSR1	6.76197430162037
RAD51	4.72651732857944
RPL13A	12.0841135093954
MEST	9.86954960321978
DYRK1A	4.98182767858027
HTRA2	5.1838488785133
SARDH	3.10906417196482
ILKAP	6.53332759331355
ANGPTL2	6.26781238966321
RBBP5	4.71999233706688
ORC2L	5.5094018391191
HBS1L	5.24393895925248
TMEM30A	7.62645555781373
PDS5A	5.70063497138369
WISP3	5.07955330568265
CRK	5.78920934679866
NCAPH2	4.24083703277169
RNASET2	9.46790264332566
NEDD9	5.05366856865721
WDR79	4.96054271544740
PSG6	3.15896201973436
SMPDL3B	5.58638489840605
MORC4	5.28010949738561
PSMD13	6.94850991303366
DDX23	6.49842682092294
ETV5	4.65094895655102
MYRIP	3.98958826872755
LY6E	7.96068446297673
ATP12A	3.79093647174038
BTBD7	3.28392880133091
AUP1	7.72211011198714
PIP	4.06913406205291
GSTO1	9.46685825616444
CORO7	3.80130053455733
COX6A2	4.30896264223543
MAD2L1BP	5.51921727038894
PITPNM3	2.96008379624997
ENPP1	5.9164703027059
SCNN1A	6.80752090033659
LSM1	8.39447473181238
KCNE2	3.61614822150534
IDUA	3.87297841541882
P2RX4	5.57252283337568
PPP2R3C	6.70356260992683
CCND2	4.07643315886594
COX11	6.52134212158828
CUL4A	6.91482470202754
CFB	5.88232950549502
PDZK1	2.90204484699327
PCP4	4.04316816490328
UBIAD1	4.61180897282846
CDC42BPB	4.7048316545362
ZNF323	6.27430691109377
RIMS2	4.45920833660942
CXCL6	3.24801701405955
SLC34A2	8.09307997356016
RNMTL1	4.98592912109254
NPTN	8.94833995919545
SART3	6.74984764356226
UPP1	4.44940434787547
CAPN10	3.19128697984879
SLC6A9	3.31879791943563
CCR5	4.97295516547019
NDUFS5	9.81138586573531
CISD1	8.1856089490021
PDLIM3	5.74407880850948
ZNHIT3	7.02651753276825
SNRPD3	8.40416772294218
VPS24	8.91743682175563
SCN8A	3.14758427303848
KIAA0701	4.82131757995183
UNC93B1	4.27403129454713
GMNN	7.30304295862305
FDXR	4.02769275922532
SPCS2	9.2023365457223
CDCP1	5.57461858674022
PAX3	3.42373633121383
PNLIPRP1	3.23678180491020
LASS4	3.62406629347977
HSD17B8	4.91475227071303
EYA4	3.77276912649599
PRKAB1	5.8760085728928
KIF20A	6.70684503454612
YAP1	6.94139673891102
SC5DL	5.1859095441131
NNT	4.92742560818297
DKFZp566H0824	2.93162158739273
ITPKC	4.06067235119191
ST8SIA2	3.10296837312538
LMX1B	3.58447754280133
RAD21	9.87190382802482
SNRPB	8.92965275135003
MIF	10.3886232926779
DLGAP2	3.09990493037032
PFN1	9.41095552613354
IRF8	4.59330403393723
PRO0132	2.88541579835897
MICALL2	5.20885916872315
ZNF654	5.41005546970797
SS18L1	6.34244149506833
ACD	5.7360555533767
BCL3	6.41806105140703
SLC16A8	3.4340838883447
ITGB3	3.31293196626239
MRLC2	9.8904586532525
CEP152	3.69787728366155
F2RL3	3.08011698194521
CLIP1	4.92014228926856
ZNF75	4.1897315250459
SF3B4	7.76763508752717
ATP5C1	11.0700586902136
MAP7D3	5.16731216952011
SEMA5A	4.97223502432675
PSCDBP	4.79392195919815
UBP1	7.7528567292286
XYLB	3.20402091872422
C13orf15	9.30681406538052
ZNF282	4.92047761748777
ZNF222	6.07327944136908
COL10A1	9.54784180078248
MFSD5	6.07368347078091
C20orf67	5.32540290952721
NLGN4Y	2.81919346056754
INHBC	3.12692624757653
GNG13	3.06700887609287
NUMA1	3.7136124302109
F12	4.04697426059001
C1orf41	7.5812748405957
SUPT6H	4.51652061046837
GSK3A	5.15665250532201
GIPC1	6.81789014989708
ELL2	3.52490202051291
C9orf167	4.51729874020274
PVRL3	8.58673913367297
ADAM20	3.47646662502667
GPR87	2.9793217410338
ZNF770	3.88826787730301
SMR3B	2.85790242656894
FZD1	5.80264326540321
TRPC4AP	5.98016660420417
MKL1	3.73663531527722
C2orf28	9.76022360680085
LAMA4	4.95203574522745
EIF4G2	9.3615816049562
ZZZ3	7.57712071748217
C16orf5	4.20953680733880
GALNAC4S-6ST	7.0578180801743
IGFBP4	6.90447026112737
NDUFA10	8.21214174628686
CTNNA2	4.20615645899146
NUDT15	7.68263449829921
CEPT1	6.65451792495729
CLIC2	4.94523636503325
RNF13	7.9009147953794
TDRD1	3.2528257993324
KCNK5	4.43409839993588
CCDC92	7.05065776497312
ETNK1	4.94316287124596
CD69	4.72155222583131
LTA	3.33418884268482
TTPA	2.97226193639393
MYOZ1	3.92688502026913
IFNB1	3.26938682502677
CLNS1A	8.13187720843484
SC65	5.56706503985058
CXorf45	5.44753087539319
ZXDB	3.2464441520468
PEX5L	2.8477236766878
EPS15L1	5.55891007190439
GPA33	3.64522809641212
MGEA5	6.93440761277486
HIST1H3A	3.01055815443567
BCAT1	4.8110173326623
ING1	5.3253713405007
SLC2A9	4.38633300414622
ORC6L	6.59899194116199
PRAMEF12	3.41064750504252
KLK11	7.74488720325025
C19orf28	6.14165050110737
MAGEB1	3.03647045355133
MED22	4.35681287717313
ETV6	3.75714255886274
CEBPB	9.62868504352498
KRT85	3.45463151751058
CRYGA	3.5187936048519
HMGA1	5.81268634862287
CAPN7	5.56279254733003
MGC5566	3.88191351858346
GEM	6.40572396389723
NANOS1	6.19357213197441
RANBP2	6.66566294198203
APITD1	7.4246039345493
LIG3	4.37894318223626
IRAK4	4.08565722937112
PARD3	6.13642779345423
SERPINI2	4.17545909429481
TTC9	3.89319949072293
MLPH	6.47796634803269
RETSAT	5.53247388221713
NRG1	3.45310745274628
CAST	6.67738458473252
TBC1D9	5.88458110501765
TTK	7.60011741966154
ZNF557	3.66098810321322
DDX41	7.04728253576908
TGFBI	9.64906097364103
PGM3	5.53293574772658
PSMB10	6.2784270543291
UBE2D2	7.34515073753592
GABARAPL2	9.26096302233184
DGCR2	5.41032194802658
UNC45A	4.94735281518787
CISH	4.78201717531897
OGDHL	5.77081751495915
SPINT2	9.38834370947553
CASK	5.04908575728794
GIT2	4.63155276783271
CLDN18	3.34265810172053
RNF128	3.14583670428412
NCAPG	6.76869115854649
ABHD6	4.10261122638754
ATP6V0E1	7.27000111395307
C14orf161	2.74226502231145
UTP11L	7.5692324838268
GCNT1	4.43804458627232
DUSP9	3.63310764602107
TM4SF5	3.77871112745946
SUCLA2	8.12657844928222
NANS	6.8211397484384
OLFML1	5.17495508468831
ATP10B	4.04130872657584
SCNM1	7.75192125751025
NPAS3	4.57513157367794
AMD1	7.09998099401842
GGA2	4.75568894797591
PRKCA	4.33970663442064
TRIB2	6.30158285201195
SDCCAG3	5.28223567667743
TTC1	7.41598464073123
GHSR	2.88634891335638
ATP8B1	5.18888097500978
HIPK1	5.80841316076852
C1orf78	5.08901834420712
CLN3	5.83258111232494
STX4	6.81518664878739
WAPAL	5.9806911680037
TUBB1	3.12917923396682
SCN5A	3.6725502971308
ZNF192	2.95849625285398
SEC22A	5.35084424610663
DPY19L1	5.29716537154405
C11orf9	4.15600126991653
GRIA2	5.2473212830218
VDAC2	9.8212693038323
C8orf44	3.891073804344
ZPBP	3.08598197856369
NUSAP1	8.06122004474703
LANCL1	6.38870513408709
FGF23	3.84370631113217
PCNT	5.87146451886147
BCKDHB	4.99109993290775
IFNA8	3.26683328348205
BET1	8.04237911912358
SPRR1B	3.2713738301577
FLRT1	3.08105866302102
HDAC6	4.65674485958222
SNX17	7.1738238111377
N4BP3	3.36289480340965
PLSCR3	7.40094000546858
TTC30A	5.33710695305605
CRISP1	3.0165325366245
KRT32	3.71792822617657
GHRH	3.27285143620655
IL11RA	6.54837768489065
GDF3	3.16712071858764
RPS6KB1	5.31432323871758
POLR3B	6.37181811271791
TOP1	7.82919372682274
DNAJC10	6.90016247146271
CRCT1	2.89145081647303
ADIPOQ	3.05901712604027
MPST	5.70750858631467
DPM2	5.29375409919689
FAM38B	4.13247901985764
RIT2	3.06183162642727
SLC18A1	3.16396808257354
RPS17	11.1726071176953
ABCA3	4.93265441978404
CD44	5.61494029649985
FARP1	7.11391206745297
KCNMA1	5.46759361035668
PAX7	3.31631551026191
TUBD1	4.1476844117474
NARG2	5.72845232156535
GNL3	7.17148346874197
BTG2	6.22195610908806
ITGA5	6.10305292227936
NDUFS6	8.61277155468404
MEFV	3.44394654525965
TUT1	3.8232166832098
ERAL1	5.58142771405987
ECHS1	9.13466445675498
NMBR	3.1469001941017
VPS4A	6.39512276070935
ABCB7	6.15357769811626
CYP11A1	2.96360406644987
PFKP	8.3693574543453
C9orf91	4.41432768127616
ABCC6	3.62083294818826
LRRC41	6.16239578529173
ATP5F1	10.5447054308368
GFOD2	3.70797001676548
MOSC1	5.69919031866223
NCF4	3.67137077717731
HYMAI	3.47906911154035
SLC25A3	10.5565376278745
NAGPA	4.58868673213241
MTHFD2L	4.10643258902216
ZNF646	3.79254070048547
RAB1B	7.40285437419061
IFT122	6.43257872760111
GALNT3	7.22591744107043
LDB3	3.50596331080962
GARNL1	4.71925741123564
ALDOAP2	3.06812550580984
LRRC6	4.97231102551662
NTRK1	3.2921695295817
ARTS-1	4.24513122770052
UBAC1	6.25091510567404
SLC6A11	3.09410991042353
NAP1L2	4.00297910119187
EPB41L4B	7.0927011780658
RPL19	10.6889552182326
CNGB1	3.32943271439434
LOC643641	5.79374508345397
FAM134B	3.86602675805518
WISP2	3.47354585446322
NTSR1	3.53928343212122
HS3ST3A1	4.19257983054881
GPSM2	5.9046924052462
PRKCG	3.47697185456404
CHORDC1	7.05076635664897
MON1B	4.08838081509524
TRIB3	5.84241748627629
SLC2A5	5.2476598474032
C2orf49	6.27147499651144
DDX5	10.3223831579978
ZNF446	4.52300037575892
MLF1IP	7.79623353496258
SLC26A1	3.12612546121962
RGN	5.47721031878087
COL4A5	7.38909772437971
CCNB1	8.47294661637368
CCDC28B	3.69276883182297
RP11-35N6.1	3.33922084235518
KCNK3	2.91891872548593
ZFP161	4.5737685181827
FGR	4.18424959225692
COX15	5.65803089307178
EPN2	4.78453290967214
AQP9	4.41860104663486
XK	3.86890505111438
SLC15A2	3.26632861000560
MREG	6.16136273041987
HEPH	6.66181886345401
THRAP3	4.01875082153723
MET	4.24440811607451
PDLIM2	6.57175634621069
ING3	6.4687788923013
PHYHIP	3.63108122456895
CCT8L2	3.15239177346847
ADAM7	3.17140360002993
COPS7A	6.48892412696721
WSCD1	3.79188781941114
SLC12A8	7.63767978976757
RNF185	3.50925503515623
TNS3	9.31739287713807
IGSF3	5.46569406039935
SRPK1	5.94979661678535
MED13L	6.19041624632319
LOC93432	3.09715431782302
C7orf44	6.68895916543668
PTCD3	6.8946722615388
RPL7A	11.7152040564952
TEAD1	6.043028285169
ARL6IP1	10.5706305169377
CTAGE5	4.32474764197871
SLC25A14	6.01990745448247
LEP	3.19948858546581
PCDH21	3.89671645050363
CACNG5	3.52632801400916
ECH1	6.38156341362294
MAPKAPK2	5.05893111199302
ATXN10	7.55636104294155
LHFPL2	5.85536800477373
CCL22	4.19590802372453
ACTR8	4.28010694799626
PTPN22	3.06739808782912
CYP2F1	2.82941054108085
ITGA3	6.06682449326759
RABGGTA	5.82749845209917
KIAA1033	6.57588450160166
ZNF510	3.59942516590704
SLC26A10	3.43123679471139
STX8	6.93729613561578
RUNX3	5.44307266287476
EFNB1	3.91649135058785
EIF4G3	6.3259394773136
ACSM3	3.59823712004575
C5AR1	5.51006583471237
SIGLEC8	3.41793503201453
ASCC3L1	9.01586061903738
ZNF623	6.90204714780851
A2M	8.3994173193596
NOL8	6.60454022152074
GRPEL1	6.82711278306515
LMNB2	4.77103088536716
ROCK2	4.20845868419813
SNX16	5.08973009670266
Magmas	5.13649757492779
ANXA3	7.25030969585756
C11orf2	7.56410109957212
VKORC1	8.08952467342351
TRPM6	3.22877319463462
KIAA1609	3.94731330467219
FOXK2	5.80864382291366
FEV	3.4379152221835
EED	5.21288298923512
RNF32	3.30847402315157
PDCD5	7.68683732006456
SLC8A1	3.19940650770439
HES1	6.52460519940585
DGUOK	7.34583347891444
CLDN16	7.09125151616795
CLC	3.35883816339089
ISL1	3.52185966986611
C1QTNF3	9.05484755644318
GAGE1	2.88725176451361
KIAA0528	7.02403109557685
VGLL3	3.52007790041565
MANEA	4.31581431507052
C1orf61	3.46626569434147
SUPT4H1	7.37146067462464
CD1A	4.64008161673595
ASAHL	5.16352668533508
TRAF5	6.84055935366195
RAPGEF6	5.29542087507738
WHSC1	6.00380027847905
NEIL1	3.56345011400892
KIAA0020	7.2251031205939
C16orf45	4.75401657397992
GFPT2	5.47913870030004
RBM10	6.97222625807269
MRS2L	5.80982748497786
DNAH17	3.61736074145935
STARD5	3.44617185809858
C19orf10	7.72617771786738
SIP1	5.61023230883555
DNAJC15	6.73373582786363
C1orf160	5.96672563890364
SLFN12	4.97671785115648
STAU2	5.85989871426662
FAM98A	7.6222756274761
EXOC3	5.82245500780887
RAD23B	8.41512112341919
HIST3H3	3.95172029967249
NCOR2	4.49872712910349
TNFRSF9	3.42309795269169
KLK8	7.77404433060424
NOL1	6.2474379134418
ALX1	4.55558685471788
CCNE1	8.80935423482206
PKDREJ	3.28577414734109
TIAL1	5.78963005464003
WHSC1L1	3.83294128218719
HIST1H1E	3.86274319006378
SMUG1	4.90463048761916
TM4SF4	3.51367676159656
NPY6R	3.37208683082919
UFM1	8.0128974583397
AP3M2	6.73311403109616
USP14	6.85629567235516
CORO2A	5.2204894810046
ETNK2	3.77602653605528
APOE	5.885849112027
ANGPT4	3.89988690814946
DSTN	10.3284116965728
SFRS14	6.02815512718111
FRS2	3.1095888609629
NR2E3	3.46281402017813
ST8SIA4	3.53923301693952
GMPR	4.88388070014318
TUBB2C	8.50916464964895
LOC730092	3.85881016389566
ORM1	2.87223749704209
HSPD1	10.6541906587263
C5orf13	8.53202947202066
F2RL1	5.5468066375389
PLEKHA9	5.07980897252649
ZNF232	5.88937686508194
SLC6A7	3.58345950695886
ADH5	8.24844402065007
SHBG	3.54630703151431
DSCR6	3.49997176149007
CROCCL2	3.58857602788239
CDIPT	8.36533485864413
SLC16A5	4.79921046411682
TUBB	10.6218670930254
GAS2L1	5.10199698349534
TOR3A	6.510848176934
PREP	4.94901618016229
RFX3	3.80387983539275
CHMP1B	6.85435546137078
COPS4	8.3276110265263
MYH6	2.99619140893764
BCHE	3.32745944655007
MAP3K13	3.45558998194508
LCMT1	7.33854434844166
EIF1AX	7.6001141294048
SLC24A5	2.83971981798624
BCL2	4.00266447298132
HBZ	3.45699779471892
HCRTR2	3.11145186969104
TJAP1	5.14271614544119
MAPBPIP	7.3527785357634
TMEM156	3.05634135646951
MYO15B	4.29502955835651
ZNF239	6.29497643089095
KIAA1324	3.91550432102767
PLCL2	4.99218867918107
C4orf29	3.61655052635987
SNX19	5.51351063399464
NAALADL1	3.4127502096224
DUSP5	4.48467676329646
GKN1	3.50608792603967
PXDN	8.3853030303411
FCN1	3.70757704150544
SLMO1	3.70882162223697
TNXB	3.9931346537466
C1QL1	3.25388859121327
BIRC7	3.79229722052208
A4GALT	4.46640922093683
TIMM22	4.39746130055418
ABHD9	3.58327918477776
TOMM34	6.63373493660685
ZNF35	4.13522267017224
LIMD1	3.09673638405923
CARD8	4.10390854348056
KIAA0286	4.82003947013204
CD6	3.89159163758887
RSRC1	7.14356118179059
TOX3	2.97881081575931
C16orf35	4.50922422255128
CRHBP	3.27751784346606
PTRF	6.24484867382681
FBXO24	3.1939491058141
CHST11	3.91002662479937
THRB	4.06866185032066
RNF39	4.16999792024346
MYBPC1	3.34897460647541
PSMD11	7.30964010347343
ALAD	4.64857054446216
AQP2	3.25287617192855
EN1	2.95258494310793
GSTM4	4.2074098435122
ZNF187	5.81526181177459
CDC42BPA	6.54913259553003
F7	3.28974269878788
CNOT1	6.07668611760537
SLC13A4	3.55191556636901
ZBTB11	7.32625062265045
B3GALT5	2.73916110429636
LUC7L2	7.39324039586395
SPTBN1	4.43592632919362
EXOC2	3.96645097199897
LSM4	7.46555183267256
IRS1	5.87923902708408
TMEM1	4.79836470707407
MRPL34	7.73951085782847
SAMM50	6.44777690346286
CDC42EP3	5.26386876765759
HSF2	4.38905517375241
SRP72	8.16708365075148
MFN2	5.78067492249203
TSPAN7	5.22425712921981
SGK269	4.40709047596572
NUCB1	7.69321245039778
RHOH	3.21471146121071
MTX1	8.02248295743285
CENTA1	4.72805855326699
ATR	6.93159075058991
IGLV3-25	6.30955642695802
DDX49	6.70005940114625
TACR1	3.7222602351587
SFRS5	7.0540897226713
THAP1	5.89566837281881
RHBDF1	5.64674162029356
RASIP1	4.76752365916795
DPYD	6.51541507457759
MYO5C	6.36546128535444
DOHH	3.52546357810760
POF1B	4.41279878486502
MAPK10	3.41656303845064
ZNF552	5.77931428481352
USP32	5.35072637722297
MED27	6.54435593438755
NCAM1	3.49738456982315
LOC171220	4.72237281728669
PRDX4	10.1060304381816
AGT	3.76683378365464
SLC22A14	3.76355846601092
DAPP1	5.51858064493394
PILRA	4.39517297929781
ATF7	3.63685889893040
ABCF2	4.95244604130527
KIAA0748	3.29442078822397
C17orf85	4.41174099912283
TKTL1	5.14995902532387
FGF1	3.70244644420864
IL6R	4.9227253928898
CHRNB2	3.72467423774561
COL7A1	4.42063348167083
NFIL3	7.46397106534313
LRRC48	3.78998489417901
TM6SF1	4.07609630097720
SPG20	7.6135417425315
COX10	4.76553933930411
DNAJA3	6.64410151248604
ECEL1	3.7381602068755
GCA	7.25793880136227
GLG1	7.9970374829192
CIITA	3.33813176941866
CLDN6	3.59136768541789
EPHA4	5.65261590212696
FANCC	3.75591526102122
MUTYH	5.64426624820213
L2HGDH	3.52165830335464
GPATCH2	5.84136653406436
PSG3	2.97336139538358
ZNF227	6.10591058609511
MRPL15	8.92593033418684
NQO2	6.48877179260876
C21orf59	7.95368173530328
ZBTB20	7.0125109918836
