Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_D03_491148
Composite Element REF	Signal
RNF130	7.81575745710586
CKAP5	7.33126809870738
UCHL5	4.62822168588424
C10orf18	8.1439060000426
TMEM93	7.31947959949669
KCNMB2	4.61535315444906
AIM2	3.67718938574105
PNO1	7.68339634615928
ANK3	5.63842729627446
OR2F2	3.34579802330001
GNAT2	2.85632132155727
KRT5	4.21897466798621
ST13	8.48435888654975
SIX1	3.59913727213868
TIMP2	6.88897665038602
CDH12	3.60900521064443
ZMAT4	3.48706143124063
QRSL1	5.34301772985568
CCL15	3.50828527051359
GTF2IRD1	8.3376243517464
CCDC22	4.15767290294448
SNX24	5.21023776509194
RARS	9.6139278060837
MORC2	5.5686487485774
FAM48A	5.95903839702508
FOXD1	3.21759212300307
COX4I1	8.0175636979823
DSN1	5.70073613286082
AMT	4.54765508851497
GPRC5B	7.36561306287337
CTAGE1	3.16878258444100
DTWD1	4.95410123968333
STRN4	5.36575801752188
KITLG	3.05848428474293
HSD11B1	4.11094744611481
HDGF	9.68777088944618
KRT6B	4.09783201686102
SUMO4	7.02837908873182
ARID4B	5.83142825410204
SATL1	4.79156216226218
SETX	5.90282268157006
DDR2	4.80881672169174
KCTD12	8.22030997818132
WWP2	4.73904436355267
CTSH	7.48822923889872
FASTKD1	8.20757978840565
PAF1	5.75801170425311
IFT57	8.42037776861157
TMEM2	5.87436436104377
ZNF592	4.41482960027073
TNFSF9	3.9761324795254
PPFIA4	3.52012191382694
CFP	3.54607724650629
DCTD	6.74672045174459
CNIH3	3.43608231275159
MAP4K4	6.3430300684461
ROD1	4.7933440318739
MFNG	3.49940785584489
JMJD2B	6.43696818790379
DOCK3	3.15108375970241
STX16	5.89298853550543
ALDH3B1	3.90735583684498
THSD4	3.38198698691401
DLAT	6.45047704860753
KIF21B	4.37446483686566
FEZ2	6.41474380901118
CDC5L	7.00366321932421
KCNJ5	3.76752153760165
LMNA	5.8615820127107
TBCD	5.27662765190389
ZNF250	5.1323964916058
CASQ2	3.31545599469463
PEG10	3.82955280773192
TPSD1	3.14572757609371
PRAME	6.53519396487579
NP	7.96533266734172
ZNF12	8.36111718386984
XTP3TPA	7.36293973739421
SIGLEC7	3.70498348087184
FAM70A	3.37629870631936
PANK4	6.10250406512327
SNED1	3.74983843902626
HIP1	5.53375247752454
WNK1	7.46557736495209
AHNAK2	4.97162783532123
FLJ10490	3.94518956151814
TOE1	5.97569808289144
RECQL4	4.18842162938485
PPA1	11.3813521744868
DPAGT1	6.8592470857058
HAS1	3.87579143356058
ST7	5.17006120527214
MAGED2	8.2370675481017
ANKRD55	3.64934697121952
TRPS1	7.11519307410109
POPDC3	3.06366399465754
ACOX2	3.81882750177650
TFPI2	5.52170143001727
CYP4F11	3.01299035169229
PDHB	7.84451901227236
ERN1	3.35732647998423
LHX2	2.99771727510797
B3GALT1	3.23153336898581
ADAMTS5	4.96018642933642
NOTCH3	5.48258087849149
C1orf116	3.42460854738434
UGCGL1	6.17059045902142
NF2	3.69705218397152
POM121	3.50731388560589
CLPP	7.9573118880432
MTMR3	4.08413541193229
ATP1B3	9.9872500446415
TMEM16A	4.07928880312021
HIST1H3F	2.9409064245958
TRIM25	4.31349630322679
CRKL	5.13221070731506
HOXB2	8.58508689614217
ANP32B	10.0711752546674
NUP62	6.55745587185812
GATM	4.45247239016445
AP4E1	3.30857623167993
RASA3	3.07496770261972
EDG5	3.33626110146522
CDKN3	5.89699335884511
CDH4	3.14530466524698
PGD	8.02883921386888
TMEM168	6.95550243205548
RND1	3.98226615352252
GAD1	3.18994834338325
MPG	5.51793845371367
ZNF133	5.54389311042862
LOC440350	3.89363075091434
FJX1	6.33397368946513
CLCF1	4.52177606005706
AMELY	3.25577086648859
PHTF2	4.65614703190719
IGSF2	3.34824755255237
TFF3	3.45559161229751
NDFIP1	8.08727344557056
IQCC	4.08852720324029
CUTA	9.77213361912523
HEYL	3.44962940415104
FTSJ2	7.38838181375871
APPL1	6.1545067929018
TNR	3.19726109500718
WAC	7.8014691843534
ADCY9	4.06202851011505
PYCRL	4.37301035038054
PCGF1	6.55219368570914
PTPN13	4.06222899082846
AGPAT7	4.43657163826289
SSTR5	3.66338589244007
CDKAL1	3.41426754250538
PDYN	3.40255112384492
SFRP1	4.63378924904743
VAV3	7.55216412854486
MTMR11	4.34822688227895
SUOX	7.26628857169023
IDH3B	8.30774793978681
STXBP3	6.75430147011173
EIF3G	9.48857335390362
GOLT1B	6.08210127634829
ARHGAP22	3.44596620959044
NPFFR1	4.39604694739177
NPC1	6.31963298480851
ALDH9A1	8.67849666122394
ICAM5	3.27029005028533
ADD2	3.54002359871252
RASSF1	4.49686182115487
PITPNB	9.14309589680287
PAPOLB	3.09229614873193
URM1	6.09911163961052
TMEM106B	8.55897813226609
LRIG2	4.28563136974984
SLC27A5	4.37871013049316
CDKL1	3.46794827759524
PRODH2	3.54268156389018
SFRS11	9.29492400239748
IL7	2.98840142656152
SCN9A	3.18172779953283
BTG3	10.0719722719609
PAK2	6.66642773441178
ATP2B1	6.46054938544183
GATA4	3.23035194236162
PRKAG1	7.42914069985843
FAM64A	6.31465612040258
ATF7IP2	6.55511720271616
EEF1G	12.0188633692483
INCENP	3.53112464989973
SMAD5	5.06274069160752
GARS	10.0255213092913
CDK10	4.04180033367406
HLX	4.4776082067923
ELAVL3	3.81253702311865
MDM4	3.24673740966233
GNL2	8.4633186887962
CDX1	4.43044706416228
PFDN2	7.46248242729615
ZNF200	5.13046624396197
NDN	6.72985429369861
PRR3	4.18089830813176
HBA2	8.58125460951004
FBLN5	6.53283007262854
PUM1	9.50498745214342
CCDC88A	4.05389639146325
TNNT1	6.9656231347976
KLHL24	7.56014586533881
HNRPH2	7.47583842545267
RAB7A	8.2098324585441
SGPP1	3.30419463145126
PMS2	6.37215725805975
ARNT2	5.23545888511579
CBR1	6.03730178634489
ITPR3	6.37022830323744
BIRC3	4.63661068210349
NRSN2	5.28709205640501
SPOCK1	4.71200634227913
H2AFY	8.7053957264148
RXRB	4.9761193655998
ZNF638	7.75782243710465
APBA1	3.5612099696977
RAB2A	6.42457459144772
ACTN4	7.34569625272701
FXC1	5.39520920360059
C6orf162	4.37245341344404
HPSE2	3.83892873383232
PLCE1	3.77124996791287
INSL3	3.0204838973848
PTPLA	5.34161491719019
EIF2B5	7.03939819068827
DLG1	6.57624213164366
PINK1	6.00521470919509
TFIP11	5.87456164161535
VPS33A	4.8938943690495
SKIP	5.30484064267671
GRAP2	2.87259645038103
GAPDHS	3.31385234343275
POLR2G	9.25598216101477
CNTNAP1	4.88562721211284
PSTPIP1	3.18257696906884
CYP26A1	3.71751703659171
APOL2	4.67634827615933
TACC2	5.73067453081688
CNBP	10.7889233984339
WASF1	6.80870253816693
HSPB1	11.0905978528991
INPP5E	5.48257115456037
COX7A2L	10.4500770194601
HSD17B1	3.73808782592510
ARRB2	4.92750888973439
CUBN	3.58662621845685
SLC7A6	4.54341656744887
IGF1	7.80032525546621
ITPK1	5.01693407522736
NAALAD2	3.06248774602699
G3BP1	7.51931050811027
HSD17B10	8.39716579483108
NUP155	6.02188461433166
CYP39A1	4.15804889231945
GLULD1	3.91705788791992
RBM15	7.23306505696115
AMZ2	7.52456383325963
GDF15	3.75087879335036
CYCS	11.4809877415990
TECTA	3.51203235242926
CCDC46	4.74919131524153
GNAL	3.4287583467008
LPO	3.36315382326193
GZMM	3.58204892628337
PAIP1	9.1565895551134
DDX11	6.02976357284925
TAF9B	3.27060373596411
CACNA2D1	4.29269458999944
IMP4	8.29769239499024
SH3BP4	7.85035149036486
PADI1	4.44757640194633
DEC1	3.26937640867707
PON3	3.52895743352449
PROP1	3.41991210023827
UBB	11.034180849465
RPA4	3.08878969417266
TCF25	7.58921028930321
NDUFS1	7.8690465835018
UPK1A	3.46568920346654
AES	6.24587732764302
PPP1R13B	5.03371822484249
TCL6	3.52182409436482
ARL2	7.67525112757142
CD2BP2	5.79676743995449
TOP3A	4.04362977194081
CHRM5	3.41509532728621
FGFR1	5.01058854380909
UGT2B17	4.40041824554083
CEACAM6	3.94645736440438
CERK	6.16603417461807
FXYD6	7.09692791856164
AP3S2	5.9362437037146
ZNF208	3.47106862276964
CARKL	4.88796512600681
HIST1H4E	3.65303911873703
GOT1	7.2970903467123
BBC3	4.45897413479792
CASP6	6.21438879235934
HOXA1	5.43643743978276
RCL1	5.98868009333846
RAB40B	6.04533573492642
PI4KB	5.56014353244872
LRRN2	6.66064924622546
B3GAT1	3.02095180167225
OAZ2	6.86282036061517
BET1L	4.18121763308544
NOC4L	5.11679796861409
FRY	3.87415251002207
C10orf12	3.15535236564462
AK3L1	7.94272236845083
FADS1	4.44334664592099
CSF3R	3.5746033432845
DKK2	3.61927272638742
POLR3K	6.76266366593058
LBX1	3.38218071473516
ATG2B	3.92414378201507
RHOT1	7.53149116826127
DARS	8.94897324077894
EPS8	7.01222657373202
OXT	3.46833144903493
C10orf56	5.67852911302837
ARL4A	7.3261421135331
CCDC64	4.04520956609162
DAD1	9.90120904020558
HERC2	6.1708031450765
HSD11B2	3.88692006236981
USE1	6.69810585248671
FAM96B	7.82168018319431
HNMT	4.27438924452249
PCGF3	4.79411497999217
BSN	3.92238650329794
CAND1	7.91746723414384
ACTR10	8.96825888743235
NASP	6.3963620212811
C20orf4	6.8612393374464
ACSBG2	3.11491104528883
COL9A2	5.67771835145556
RWDD2A	5.11436000899604
PALLD	8.5427802628627
GPC5	3.34046394796535
CENTD2	5.0112953429479
TBL3	5.64926725290051
TLR1	4.20627407993531
LMO6	3.66443220170721
CCDC106	4.2874111291544
KPNA2	9.73739332040015
PARP16	4.59000172442153
PDIA3	9.88082567509019
MACROD1	5.05953607319981
SFRS1	7.57518617532029
DCP1A	5.86925654942172
TMCO3	4.13544454856571
NTN2L	3.07156514442248
CLN5	5.56103768608544
BIRC5	6.4967309215576
PRR16	3.02529639664949
FAM63B	3.95842376865773
GLE1L	4.21706356159222
CES2	5.15697585329619
GNAS	10.4861827139868
KATNB1	4.54377219031027
CPLX3	3.55330375204615
WNT8B	3.67581654697230
TSPAN13	9.91755737488158
MRPL52	4.04526673510779
GHR	4.386158519747
DUX4	3.42964706918335
BCLAF1	7.64393169506189
GOLGA3	5.95793832274738
CLEC4E	3.77650943856764
SCUBE3	4.06547743912994
UCRC	9.29598047535788
CDKL3	4.45797672506881
MGAT4B	6.35983788078817
BBS7	3.470732468638
ZNF345	4.68279232125417
RTF1	5.90168007536056
SERPINB9	4.32423151053681
DHRS7	4.61530398148439
RIPK4	7.18990974667524
PLEC1	4.66674606163304
PIP3-E	4.8519522971895
KNTC1	5.39682986594737
EXOSC2	5.55420929825038
MS4A2	3.06072528309472
FGF17	3.21810407929755
WDR59	4.41538640988266
LAIR1	4.17282881323931
EVI2A	5.60943081758043
IL17RC	4.05255412111384
GTF3C3	6.82258570931954
HS3ST1	3.58473764454697
ITGB1BP2	3.28462461247626
RBPJ	8.80705043149754
LRRC8D	7.96142257987961
ALDH18A1	7.50521527213247
INE1	3.70896503319564
TPI1	10.4634391842900
FLJ20035	6.46900566818394
GATA6	5.47758869171542
CABP1	3.44403757057826
RASGRF1	3.41424637719138
C4orf15	5.36437194336576
ALDH2	8.79970602231182
DAPK3	3.60877899596701
C3	10.5716762730494
EMP2	9.06718666909073
GJB1	4.71286858026965
PIN1	6.32260788531379
SLC6A15	3.14897674163344
POLE3	8.21232093221863
RIN2	9.17512188886568
CTSL2	5.78380417282765
APOC4	3.82902915853678
CYorf15B	2.88087470731649
TRIM2	4.71921823670991
CP110	7.08793185274421
KIAA1622	3.02346825153556
DNM1	5.38902522996606
HYOU1	7.95970661661252
OTUD4	5.50344678439229
USP7	6.33644022751646
ZSCAN16	5.47464964923184
ASCC1	6.64965812657443
OTUD3	3.96178076837782
YME1L1	9.40757948977221
HNRNPR	9.11934154122206
SERPING1	8.53452528909291
TPCN1	6.63190108014286
STARD13	4.65993700640940
PCBP4	5.08422464105336
ADI1	7.66771588732137
ASIP	3.22171691191411
CDH10	3.72800290004124
WBSCR22	8.3321636044564
SCP2	8.76299874894357
KL	3.25610097358617
SLC35D2	5.565477033998
MAFK	3.43201385535523
SON	8.23453314219112
SBNO2	4.19153684765086
RACGAP1	8.11898066530848
SC4MOL	7.50737825358671
SLC6A6	3.28815681331856
OBP2A	4.04721163165283
PSMD3	6.35437678380032
ERLIN2	5.30725529525628
PPP1R9A	5.32505053256452
RAB35	4.23911235978819
PDZRN3	5.37069339241455
AVEN	5.90331645419922
FLJ21075	4.02925941982113
BCAM	6.19198406169903
C14orf132	6.09878051797311
PCK2	5.22361524012797
FKRP	3.3067177108501
HLA-DRA	9.22355485045328
GUCY2C	3.03387547338249
RP11-125A7.3	4.84952756156636
BARX2	4.23385486129093
DAO	3.27712532987682
EDNRA	5.88033058974088
NIPBL	5.64400235386492
ZNF331	5.79795781573705
PPP2R5A	6.19780475742359
HMGN4	7.95152884713492
DDX39	9.25238781559286
EFHC1	6.57121310378834
EIF3M	9.78864486029783
SLC17A3	3.17745390797101
ZNF24	5.76475478646151
ASCIZ	6.54642079158128
FNDC8	3.15475677813175
ESRRA	4.67640498954819
PTMS	4.47391899815062
PHF7	3.65031102764489
PIP4K2B	4.99257561409783
IRF3	5.91451570331682
GPR19	5.10671931466333
HHLA2	3.4048655826762
GMFG	5.2783302031249
BDH2	7.00232762631398
APOBEC2	3.49293992295725
PRSS21	6.15940342961279
PENK	3.61241330536160
PHF16	5.14514417544946
ZMAT5	4.53784081475064
SMAD9	3.14995732028056
SLAMF1	3.30977761105282
RGL1	7.22212302221598
DLGAP4	5.32498971240445
MBD5	5.74424729994037
PHLDA1	4.59697885090263
BACE2	7.25997638262913
APPBP2	6.56131708289747
LIF	4.03957406436614
OXTR	5.12493929814133
ACTC1	4.26044466117739
USP19	3.64147762246884
SUV39H2	2.95735794565939
ERO1L	5.18441471993755
ZNF395	6.47172779846149
CNTFR	3.65223611568874
HIST1H2BL	3.06274233824335
WNT3	3.36808530741593
ZNF549	3.36859997540927
ZNF467	4.21117417347641
SLC25A21	3.05612781482474
IL5	3.18727715643865
CLSTN2	4.14889313523415
LSM12	6.50723826165868
KRT37	3.07655499559433
NACAD	4.65644297611261
NAG18	2.79165942998216
PTGES	4.15514233172462
GDAP1L1	3.05294708575046
MFAP5	6.2650389608845
OPRK1	3.48938066603073
C12orf4	5.75984288541464
NTAN1	7.0844181681628
CST3	10.0199530830999
WDR6	5.39378125138779
NUP88	7.75726496669879
CD300A	3.79976520123429
FCGBP	4.45723670196819
CNIH	8.4368073449568
VASH1	3.9145656110443
DHX16	6.46530844377415
SLC35A5	7.0491000529625
CLEC3B	3.50495703302888
ARL2BP	5.28031230103724
C10orf79	3.1898170198948
ZNF79	3.81198198428002
CRP	3.32823526947718
OCRL	5.28268816263385
GLA	6.161948680163
NEBL	3.60194530150824
HSPA8	10.8345808976954
DIDO1	5.8900757209714
PLA2R1	2.88596991399074
NGDN	7.77330745765812
CBFA2T2	4.71463406095922
SAC3D1	6.64581309771336
PNOC	3.93278542010858
PIGP	8.57695747175768
AGGF1	5.5515091412392
PRRG1	5.02088162570270
DPF2	6.86269230820198
MYH13	2.93063583603449
TMED9	8.30635601110741
TRPV5	3.89175144687792
UGT2B4	2.96055720897613
PJA2	7.69843846356659
COLEC11	3.96649145807111
SCYE1	6.91855837789935
MED12	5.30453612460006
CARS	8.63334360491652
MYH1	3.0923132490434
CYP7A1	2.83175450605959
PHF1	5.8367874597357
LOC644096	6.00158068620301
FRYL	6.54574386951688
RHOBTB2	3.69017758841274
MMP27	3.1000636324662
ZNF432	5.59617701426239
SRD5A2	3.56942569627553
UTP14C	7.31831648271447
RABEP2	5.07094490503678
VWA1	5.14856781525641
FUBP1	5.11333123663225
IGLL1	3.3750423488328
KIAA0586	4.30334500460741
IL27RA	4.68933858002076
STON1	6.48713223065981
IL5RA	3.36488887238274
PERP	8.66720327677753
SMPD2	4.24236614951825
TNFSF12	4.08501497010227
FN1	9.36958323609263
MTR	6.4641604499598
CSRP3	3.16357428596834
MMP20	3.01458020150769
PHLPPL	5.03514996515648
CBX6	6.17906260168827
DHFR	6.29117519694255
PRG3	3.23592306730894
ALPP	3.38263537145927
ASH1L	4.32609766496447
CHRNA2	3.75644118459151
PPP1R12A	6.41722891385436
RBM38	8.07621686109446
ZNF7	6.01197723544329
RDH8	3.12432912587438
GPR132	3.34927744875381
DGKD	5.24341168364545
TPMT	5.60345644972462
ATP1A1	8.28353096349622
SERTAD2	7.972629801192
C5orf4	4.65712008020631
ZNF672	5.41394460863846
PLXNB3	3.38015386337051
FAIM3	3.98817281894286
UBQLN2	7.37770712873699
NR1I3	3.06348609613685
ACVR2A	7.08536255831894
YWHAZ	10.0983238565433
LILRP2	3.34308918374505
GNAO1	3.39393361270470
OPA1	6.45501535608458
RPS6KA6	3.49068381323168
RPL10	12.1262148096036
MMP23B	3.48998315973617
PFKL	6.35748032382425
TMEM140	4.87861693712843
AURKB	6.4735025026066
IFI16	8.7095308570781
CSTA	5.20998457335873
PRPF39	4.85078754802502
DISC1	3.8989780056521
USP4	7.54079672400488
OSBPL10	7.11022266542848
CAPN6	3.19567813364035
CLTCL1	3.67395858521355
NUAK1	8.17512325977901
ALG6	7.67399803803217
NPPA	3.58367010299674
LAMB3	4.20994695505863
PPL	7.21375569523102
LRTM1	3.00770057308937
RRAD	3.40598124890482
TIPIN	5.5508684137247
CARD14	3.42724007053235
RBM9	6.20930342615149
LCN1	3.39562944364366
RALGPS1	4.17688106943896
NCOA3	6.890157103746
CCDC6	7.81048347887366
RASSF4	3.84699539067204
MTHFD1	7.833745111891
FCMD	5.11183102659639
IGHD	3.73528000539968
PLA2G6	3.97017849255599
TPT1	11.7389908842760
S100A3	3.36951201748147
SEC63	6.88575175578034
C10orf59	2.90670603495393
TOR1AIP1	5.62346860979966
PAFAH1B3	7.4628221312056
CEBPD	6.37587717043036
ZNF107	6.23596746205951
ALDH6A1	6.79836619042514
G6PC2	3.45838871421752
SNTG2	2.78879946655436
GRWD1	5.02856828216663
FLJ22222	6.30198034710604
BCKDK	5.04177343496676
CTSB	9.09027672600348
PFKFB1	3.17977882328811
ZFP36	8.40167301662626
SVEP1	4.05287098829818
PXN	4.47822353738783
TNF	3.87950276386886
SIRT2	5.13046875775774
C5orf21	6.69871388550768
VIL2	7.4637917566665
DIXDC1	4.62840426544885
GANAB	8.06831070662082
PDSS1	5.09298774303417
GRM6	3.39054855372923
NGFR	3.04667907364790
ATP8B4	2.94651465706448
MEIS1	9.47874654107544
BMP8A	3.61031984635834
NGFRAP1	10.5045784977307
EDAR	3.80478252132302
NEDD4L	5.42042030493134
CRYBB3	3.28837130399226
C6orf60	4.02182905219736
IL1A	2.99256757562100
GNRH1	2.83669145423393
PDGFD	6.55468826154322
CACNA1H	3.63104224623755
TXNDC3	3.53739971394868
ERCC1	6.04176458000308
CAV3	3.45635729804875
HARS	7.47525350022794
AQP8	3.76125964721172
CREBBP	5.03554115433932
ITGB1	5.13916941742016
SPACA1	3.40845712025095
ZNF254	4.98137940133361
PARK7	10.7483015833226
PAX1	3.08237663450652
PSMC4	7.77674244723415
KCNH4	3.50176856100644
TUBA1A	10.0416150398605
PRMT8	3.48803415899401
SELP	4.06062386980128
PSMD8	8.72910300273602
SOX10	4.0348348892893
HTR1E	3.56545623151137
RABGEF1	6.60508756868639
EPS8L3	3.61057927322346
MAP1LC3B	6.83493671213155
AGXT2L1	2.99792560247417
CYB5R4	6.18023819642982
MEMO1	8.1734686860151
LRBA	6.83942314017337
TRAPPC2	5.04594292434783
FLJ14107	3.26652821302797
FNTB	4.10003523104811
MYST3	5.5515899895401
KRT8	7.61033708285083
AURKAIP1	8.8284735535145
LMAN2L	7.91995423508273
C1GALT1C1	5.88777013466254
DSE	6.85492011233691
FHIT	4.297011958392
OSBPL3	6.62585563127946
PPOX	5.72205047539205
SLC39A9	3.6706433919336
EPB49	4.48893295034712
LOC137886	6.62452273247622
C7orf49	7.61056440503245
RHCE	4.26729133982792
CST8	3.47548260048602
ATG7	5.41155520884697
SPP1	10.5897136580081
GLI1	3.6385617488771
HYPK	7.38467547182467
SFTPD	3.72386370167335
MCFD2	6.9805797860583
ZNF157	3.06664287859832
EPS15	6.91625260768143
SFRS2B	6.74647341952051
BTNL3	4.0045990450724
GPR23	3.36659169110234
TRPA1	3.08791858398347
ASPSCR1	4.7267615660147
GNS	7.52245677612315
FDFT1	8.73893544509117
ENO2	7.81529152402116
CBX1	8.10164007702373
PTGS2	3.53173899138277
BMP7	3.68375474253298
CCDC90B	7.99549985598235
LRP5	4.57222535607576
UBE2D3	8.89934484410777
ARFGEF2	4.95610429968496
ARR3	3.61934292393623
MAP1A	3.71102382309286
NEFL	3.03518269418616
CD2	5.2012422558723
FLJ23861	3.97038065259875
NAV2	6.18077935858597
ENTPD2	3.50972390971216
COX7B	9.42356567149145
ATP6V1A	8.14387813742973
TRGV3	3.04607602530721
ANKRD17	8.04791768786226
ADH1C	3.54578887401813
ATXN7	3.5392179867205
IL21R	3.36061899335201
CHN2	4.04558937256327
HAS2	3.60787479802318
C6orf48	9.90501820986507
TGIF2	7.15867547767689
KIAA0241	5.14898434197495
IGF2AS	3.34582305884336
CYP2C9	3.47762809213707
DNMT3A	6.20506998724544
CNOT7	8.95709061384085
FCAR	3.18761228809733
SFRS10	8.48901395135492
MARCH3	5.25373771841335
RUNX1T1	3.54178304554776
CTSK	8.85673307132304
LRRC61	5.94364142116124
HNF4G	3.22370596718011
LRCH4	4.67871639510694
PSIP1	7.12770077405677
AP2B1	7.45313584434642
C7orf28A	4.59241563251907
SMCHD1	5.45528231400458
EIF2C3	6.49743853984162
S100B	3.45547685606967
BMP2	3.71325182994812
POP7	8.04483799561682
UGT2A3	2.7532819472653
ESR1	4.9679576961749
ZFPL1	4.30805594822183
ARHGAP12	5.87809929076502
PGGT1B	3.65460358105413
LRRC19	2.71634462851349
ZNF767	4.91491154183267
DEPDC6	7.99870344229727
SLCO1B1	2.94473591748379
SST	5.03303930579975
NACA	12.0864140538877
KCNN3	3.71960899416098
GLOD4	7.11342456047034
SCCPDH	6.23142672568465
PRF1	4.03556766611287
LST1	4.10865254576421
CDK4	9.21714700817174
TCF15	3.75285907658841
PARC	5.43372525291326
PRMT1	8.56957693331659
ITIH3	3.74643589972341
PPM2C	6.04332138274682
TEX10	7.20981506022647
EDA2R	3.33048227980069
LOC283345	5.22961228906619
NARFL	4.62559180303469
DENND2A	3.74471078086977
C1orf103	4.90370103647786
DMXL1	6.16822940302828
KCNAB1	3.78591806240582
FLJ20254	7.78705104227356
RBM3	7.71827145672024
GPR1	4.73007266828811
DMTF1	7.44104083320138
HTR5A	3.32560987542509
MXRA5	8.92929507522497
GRM1	3.38923534867887
SCFD1	6.57459017835222
RAPSN	3.42752986417147
ACOT9	7.05108112669466
PDE4D	3.12673125143175
TRPC4	3.13561285274427
EPHB3	5.83150499179654
GEMIN4	5.48482572087165
RAMP3	4.15068519056144
CNTN5	3.40998699792758
DLEU2	3.64981521370324
TSPYL5	8.91161032606647
GRTP1	3.74914056420746
ITGB8	5.35656776040499
GAP43	3.20803158657634
FRS3	3.78734692821335
PDE3A	3.78988283825691
TNFRSF10C	3.09294694688225
JMJD5	3.56740838233284
OTOF	3.03400834847771
TEX14	3.28798919827891
XYLT2	4.86601628413734
HIPK3	3.40022356316583
XPOT	8.64513198443163
RRH	3.34221020410097
CDR2L	5.63532699411885
GAL3ST1	3.66120497342531
DHCR7	5.71303026466826
PDZD7	3.5947902070758
FGFR4	3.39240586828804
CRAT	5.59885670208001
C1orf217	4.08301487342503
SLC19A1	3.82805830773103
PPP1R14D	3.20788045692501
LIMS1	7.95723642123213
TMPRSS11D	3.20446323538358
TRIM14	5.42789477299847
PIK3CD	4.25539875733896
MFAP3L	3.34625901362101
DERL2	7.71390793355653
SLC7A11	4.32688217301248
FHL5	3.33825121590278
OR10H2	3.04448400615706
ACAN	3.43759538030399
BRWD2	7.49303744058978
PPM1E	3.07357119726072
DCUN1D2	4.71334214580379
TINAGL1	4.20196549533109
C3orf36	2.91648342349952
DOCK4	6.63408227926558
ENOPH1	8.16513134238518
FAM127A	8.27207743058609
SLC5A3	5.97776659052684
ARPC1A	9.14021301915883
CHST2	6.67809202694246
SPATA2	5.63404836882882
PGLYRP4	3.4645383968093
RUFY1	7.28571912602974
NTS	3.94529727878458
FRMD4A	3.40837742840182
RPS4Y1	4.79925078707729
BCL11B	3.11550997312835
TNFRSF8	3.58201802138039
FOXE3	3.53360195260503
PTGIR	4.01123408138519
ART4	3.24759118479882
EVX1	3.48009409582156
PRM1	3.32915812246513
GLCE	3.82088936500298
GPR18	3.82550531654291
ACAA2	8.14625122289983
PIGK	6.95188132066343
HIST1H2AG	3.47589555705122
C16orf67	4.01955594701562
UQCC	7.57712440643766
PLS3	9.44455125026401
DAG1	5.96702858310775
WWOX	4.47507138162887
GTSE1	4.93625943205436
GP2	3.3233937430263
CHIT1	3.36289948409834
PLOD2	8.6865220064876
RPS24	12.2750697728995
KLF9	4.88448953221773
TTC27	7.23311495367386
PYROXD1	7.40561192283565
MIA	3.79355598197815
TSPAN2	3.36304979299811
MRPL9	6.5450599110822
PCSK2	3.34828646049896
PI3	5.17232708874313
RPL24	12.0327034252506
HIST1H2BE	4.89269548067319
CD86	4.05869120310931
CALM2	11.3745298417195
LFNG	3.35268978205856
GYG2	4.58060579990844
INTS12	6.08687045186252
RAB4B	5.73217291292069
CTSF	5.9854567529992
HUNK	3.30536681870855
GNA13	3.42420474032194
B4GALT4	5.52513615887714
TSPAN31	6.51006909535195
CHD1L	5.10842602949433
CNKSR2	3.80637969657705
C1orf156	5.38659074452222
IBSP	3.39040436304445
FUT8	6.530711372071
TRMT11	6.2379337716838
AGA	4.41603246270487
GFRA2	3.35903596318539
WWP1	6.43940455561904
B9D2	4.07596773592283
CPZ	5.12797212997189
STAT1	7.19177387330504
PTTG1	9.68031208780174
TMEM62	4.34203301420677
COL8A1	2.99145870104394
RBPJL	3.05042411572028
CASP8AP2	6.26870689344711
SSBP2	5.48055047900689
MMP12	3.18603653731141
NME4	7.44149340033862
LOC55565	3.48654327497381
GABRA1	3.44309973461509
PEX11B	7.59565882489938
HABP2	3.58626336410386
REEP1	5.25295887154591
C9orf156	4.79307547733225
SMARCA1	5.33771077095788
WEE1	5.95505751993437
APOF	2.88505964834226
GCDH	6.56154328823448
SSR4	9.71557338555618
SPAST	5.86173931315608
RGS1	6.86810324299745
ACCN4	3.5972842277741
PLXND1	5.745418290134
FLJ20489	5.4608915439959
MLCK	3.02969365572924
INTS5	5.52668608298065
BSG	7.52799820297036
PARP8	6.72554402153932
ZNF215	3.11259747235432
TEAD4	5.37595099117466
PDE7B	3.36146568103316
MS4A3	3.0743044943698
DTX4	6.50518098025332
EFEMP1	7.14147588355599
TNRC6B	5.62943055335305
TULP2	3.28656227363253
RERE	4.92562723630351
BNC1	4.47518817772244
FGFBP1	3.49156187355773
TIMM8A	4.83072563417264
PIGB	5.15399231741282
AJAP1	3.29790799088459
COMMD8	7.957763543476
TRIP11	4.21646168596612
SLC25A42	2.93504119148176
SYP	3.66624188465463
PCDHB6	3.64096795456569
FLJ12716	5.50987646344578
FKBP8	4.56531374384679
KIAA1109	4.43179189894709
PTPRC	5.39914947111863
POT1	6.56565413352456
CCT7	8.12901017752502
MMP11	4.05196845494454
MYO1E	5.22358799144139
EEF1A2	3.71289596611797
MIPEP	5.07153568540062
ZFX	4.26639195407064
UCHL3	7.97267195459354
LRFN4	4.81334769924221
XCL1	2.95719115696678
CARHSP1	7.1822197481831
GREM2	3.23570048882153
CCDC102B	3.76776953767070
HDDC2	6.31409680209081
