Hybridization REF	LENOS_p_TCGA_Batch18and19_HT_HG-U133A_96-HTA_D03_491148
Composite Element REF	Signal
CDC42BPA	6.63681001111456
F7	3.13387077663399
CNOT1	6.34921764142885
SLC13A4	3.26743280053687
ZBTB11	8.03011496036239
B3GALT5	2.8057105190457
LUC7L2	7.53119189157338
SPTBN1	4.56652409227237
EXOC2	5.00339335141714
LSM4	7.93609459053525
IRS1	4.54601446443118
TMEM1	4.88809848193591
MRPL34	8.05202154125749
SAMM50	7.12805569857286
CDC42EP3	5.22364013172159
HSF2	4.47081921358080
SRP72	8.0727456287222
MFN2	6.42074962981951
TSPAN7	4.6362674885069
SGK269	4.15811594039956
NUCB1	6.50448612149709
RHOH	3.32062318850229
MTX1	7.14125352740533
CENTA1	5.61745255582111
ATR	7.4981462982865
IGLV3-25	6.31472456806242
DDX49	6.44482760605172
TACR1	3.46474353362107
SFRS5	6.52772885989222
THAP1	5.9933592801772
RHBDF1	5.37283278615659
RASIP1	3.80038579151813
DPYD	5.65110250816255
MYO5C	6.86909272213074
DOHH	3.24554385719699
POF1B	3.50417791547605
MAPK10	3.4838573445839
ZNF552	5.0553236486798
USP32	5.09125635940494
MED27	6.44960749198817
NCAM1	3.55668612959588
LOC171220	4.99020024116643
PRDX4	9.58229671601278
AGT	3.45502915681193
SLC22A14	3.59924841774795
DAPP1	5.26292539337844
PILRA	3.537227288982
ATF7	3.71767328570726
ABCF2	5.15440017292149
KIAA0748	3.04442480490631
C17orf85	4.97459804089058
TKTL1	7.42407207830227
FGF1	3.96346181172847
IL6R	4.06524683539056
CHRNB2	3.66403847293277
COL7A1	3.7767064091466
NFIL3	8.39434925213152
LRRC48	3.94507058086129
TM6SF1	3.95422773293933
SPG20	6.87928979618895
COX10	5.08869864450256
DNAJA3	7.17824419164415
ECEL1	3.54559600453121
GCA	6.54518496630004
GLG1	8.53546761352949
CIITA	3.51888482947203
CLDN6	3.54394525041573
EPHA4	6.67289953148523
FANCC	4.52040658940237
MUTYH	6.40775373625816
L2HGDH	3.54811259063423
GPATCH2	5.62896799118142
PSG3	3.34143914728203
ZNF227	3.79849404955598
MRPL15	9.38612325185976
NQO2	7.30293073807398
C21orf59	8.5634903800833
ZBTB20	6.17757769395197
NEU1	7.30613527547743
QRICH1	7.20514174795042
C2orf34	5.88934399780426
UBE2L6	9.07151850069341
HP1BP3	6.33510230664789
MED14	4.63860593762933
TSN	6.9615452535572
TPBG	8.18151201689482
SPRY2	4.38998207302803
LZTFL1	6.44990378173827
OSR2	6.40800741914737
KLHL7	6.12733600011031
XPC	5.84767254903428
GMFB	7.49914419448379
PBEF1	6.98317759119227
CCR3	3.09941314790764
AGTPBP1	6.0058110974879
TMEM8	6.48197860962337
PCSK6	3.36566565399654
STAT5A	4.8460305315411
FAM18B	6.22685901433367
PTPN2	5.99801713987688
SF3A3	6.43150716850411
EFCBP2	3.72434845406315
HCFC1	5.43632026006805
NFYA	4.50149646245889
PBLD	4.04659015609996
PIGF	7.60242612319707
AHNAK	6.03599346569537
ACTR5	4.77345355439788
KIF14	5.39675122743788
PTGER1	4.23863622990124
NOS2A	3.18029906074597
TENC1	4.84143161113168
YIPF2	5.19031631717026
ETV2	3.26649833152515
KIAA1012	8.44886870624265
C17orf53	4.03987556002586
AHR	8.11007479731144
PTPRH	3.40612882307759
ATP10A	4.13622594014556
ATP6V1C1	5.18456015588803
DPH4	6.61756543799863
TAS2R3	3.15044395085091
C5orf5	6.43558773471906
KCNA4	3.60398633005475
COQ10B	7.6541892380433
NMNAT2	3.18344653896619
PSMF1	7.76275529950691
SORBS2	3.62151389014693
NFE2L2	9.23358822816078
SH3PXD2A	3.82621969779364
NRF1	4.07415698258765
SPINK5	4.86393178277348
SH2D2A	4.09676147314912
PRDM12	3.10545681579702
RBBP6	6.76000832724292
OPA3	3.25060086781882
PAQR4	5.43951514426148
IFI27	10.4326847439480
SKAP2	6.69574813727037
TJP3	5.5095196339657
C9orf61	4.54382539641098
MT1G	7.18542263326954
HS1BP3	6.53213568150045
IDS	4.42787572433047
PARG	5.16646407866045
OR2B2	3.19300174736579
DYRK4	5.85295519713523
MICALL1	5.07606938157784
GALR2	2.80176765307663
CHRM4	3.26927338264733
RIC3	3.19190351317568
GPBP1L1	7.81807969799942
ART1	3.30912048123631
TBX21	3.26110438733069
DUS4L	5.10402824195948
KCNJ6	3.56098277947453
TNFAIP6	5.93883171790239
CCT4	10.9425308813504
RTEL1	3.80311546909451
CASP5	3.72522966977745
CHMP6	4.63561661262118
BRD4	6.91755646439723
NDUFA13	9.52278432511624
CYP19A1	3.12545856156653
CD151	5.70540542985499
DOK4	3.75953195782067
FAM26B	5.33850177650766
ARFRP1	5.02886214041472
MRPL41	3.11726451775123
CRYBA1	3.34841857756968
HRH2	3.65234083774931
KIF25	3.46719593614666
MTMR6	5.69757466050263
SCAMP3	6.64043460639367
MTG1	6.41757841085923
UBTD1	4.51481564798982
SOX9	6.13942722681418
CRABP1	5.80263794114019
FLJ33790	3.39245054758759
FAU	10.8975714807389
DTNB	4.70944966304973
CARD9	4.77133067945251
PACSIN3	4.49860065913911
OMD	4.12723963526923
HOXB8	2.95873412411590
NSBP1	3.62609701359042
SLC4A5	3.25719949028605
FBXO46	5.82089510912244
UGCGL2	5.10140796832116
SVIL	6.86615045776486
OAS1	7.35795651821252
PHB2	11.6992206135155
NDRG2	4.3960357074834
ERMAP	7.38588267028689
GRIP1	3.12140103336084
APBA2	4.63484461041096
TCF21	4.46261846822145
JPH2	3.00021083532348
DLST	5.81129217316585
SLA	4.98340272933422
AMELX	2.78858860857938
WNT6	3.27761347231898
ATP2B2	4.09679235143004
CPVL	7.33893151855523
RGS20	2.99019357468931
TRAM2	7.0588561550716
ZNRF4	4.56529793684391
ZNF419	4.32914525396412
LXN	7.66898450258787
TLK1	4.98302872670417
UPK3B	3.96102887618106
MTMR12	4.25323378122572
KLHL21	6.57240209182072
ZNF384	5.446812980182
PI15	3.51540087702829
RER1	6.98511873120413
ELAVL2	3.04137908578974
KLF2	6.36651725648743
RPN1	8.83077446514056
PMVK	5.90007649029897
EIF3D	9.22936012785463
SIX2	3.82115580965617
HPS1	4.5906317049319
RNF7	7.80601617780845
TFE3	5.29405991949387
C11orf17	5.92450074393726
SNRPC	8.26019022140556
KCTD13	4.03700612212981
DLGAP1	3.23151330072496
PGLYRP1	3.62445289807600
IL8	3.83986193647096
IRF7	6.2630565340985
SERPINB13	3.05132429597578
SET	9.8671465567011
NAB2	4.94868857914637
MGC40069	3.50517504270737
BLR1	3.27477639037798
LRP5L	3.8851909452467
FAM120A	6.50987453095779
ASCL2	3.20818463574304
PCDHGA10	3.84908510800699
SHH	3.08784204350568
SH2B1	4.7117506681294
ATP5H	10.6361634743272
THPO	3.39380494436731
HIST1H3E	3.18812155728249
TYRP1	3.63875804706018
EIF2S1	6.66203332632427
RFNG	5.3379113524508
RAB20	6.52901118879301
TNFRSF17	3.68573347437219
RBM7	7.56496699606788
TMPRSS4	7.01344774290692
NKX2-8	2.83700650554267
C1orf115	5.6704873678867
TAF9	7.76676788111013
TERF2	6.94853112243784
TNFRSF1A	7.88175018900244
ACADVL	7.70510775766818
ISCU	9.2866025992255
KIAA0841	4.95211201792914
GTF2H5	8.7027679124036
EDG8	3.19233736816691
RAB15	5.63249217500492
HBP1	5.81586043459208
TNNT2	3.24302721747918
CECR5	6.73090314374479
JRK	4.67467395807063
PHGDH	6.1809768944157
XPO4	4.13929715672442
ARHGAP25	4.73450827827972
CA9	4.19847216966747
TLX1	3.42358221264857
GPS1	5.77067770344146
RPS29	11.3574725380554
MKLN1	5.6260425222215
ATP6V0A2	4.30750184700302
EMR2	3.4234744993848
KIAA0319L	5.03997877685834
DOPEY2	4.5271051698737
SLC29A3	5.45652562671397
LGALS4	3.89269121963924
SDHD	8.52521790114852
USH2A	2.98206565222899
NF1	4.17483229230351
IMPAD1	5.78169238342216
APOBEC3A	4.24858792047361
OLR1	3.99255806768736
HCFC1R1	6.04411808685667
TAOK2	3.53889675232261
NRAP	3.6602908305961
PPFIBP1	6.02989362652629
LYPD3	4.22911657955289
BCL7A	4.88888628493032
AGER	3.46937116829933
MCM10	4.31260547191075
MAP4K3	7.01822667152714
PFTK1	6.2541004499921
CBS	7.04914077823553
CLK3	5.4608481850755
KIAA0753	6.41594584060668
GABRE	3.82422867891394
FIS1	7.16007221777142
ELF4	7.03522062536345
C11orf49	7.96800086550725
CLIP2	5.23254242787398
CLPS	3.57155858520742
PPCDC	4.82478757142025
KDELR1	6.6342206832074
NT5E	5.36698621047215
FOXN2	3.38079065612118
NCSTN	7.0619014861417
PARP4	7.02249548729889
CD83	6.52682825911144
NPY	3.44386272103264
IL18	3.76133199100742
BEGAIN	3.2567647037942
VPS16	7.88509969050858
SLC16A2	5.30830083537949
SLC35B1	8.18992753747363
C4orf20	6.57902400245361
IGFBP2	10.6952880912588
NOTCH2	6.960311417912
SIGLEC1	4.50538756740074
SLC9A2	3.4527713592747
CD93	6.53036216002175
CEP164	4.37032010903052
P53AIP1	3.49441310527802
ADD1	6.318261033394
ZNF136	6.3351207118161
ANP32A	5.24154215229923
MGP	8.81592716086015
DNAJC1	5.1846736493063
CCDC144A	3.14952944571693
ACLY	7.22650539001943
TRPC1	3.64299056847429
CYP4F12	3.69939389632385
FKBP5	3.24508029372573
SMS	7.47734868408912
MAPK7	4.80524506929647
RRAGC	8.68393781477764
PARD6A	4.12712074493769
CCDC85B	3.95895912768275
SYNGR4	3.13469563093092
WIF1	3.10213078063344
GCH1	5.81304476467466
STRN3	4.82442594267762
TMOD2	2.73428674900331
FLI1	3.59516640670137
DGKQ	3.44469771152498
MAB21L2	3.20914856158257
SCNN1B	3.07960929262156
ECHDC3	5.08526999519817
TMEM106C	8.83625843529587
CSNK2A2	6.06221268324931
GPRIN2	4.18055599824814
CPA4	4.09288179964688
RPL39	12.3208976196701
HERC3	3.62490519992594
MELK	7.99921864324843
IL15RA	4.56767691716774
HMBOX1	7.0879456068186
CUL3	6.29086524995831
PODXL	7.55962985484271
CCT6B	5.32165330923722
GPX2	3.74982984807301
ITK	3.95415068433248
CLIC5	5.98718384932495
RABAC1	8.33073446669752
YPEL1	5.15409912209785
DNAJC4	3.7092144690658
NR1D2	5.81700714998512
KIAA0776	7.25283301614466
FBXL5	6.80922262347808
C13orf27	5.33096254572902
DEFA5	3.06191137167714
TRHDE	3.30569078086447
ZNF536	3.12026873190485
MEF2B	3.67268829634042
UQCRQ	9.49756669531748
ITGB2	6.58658235549777
PTPN4	6.58831615974114
STX5	4.76851419081056
CD72	3.62534465017848
ERH	9.07007949654253
XRCC1	5.0409709211428
VEGFA	7.79938182891588
MPHOSPH1	5.11521212811361
MORC1	2.76925169910961
PARVB	3.58443843173720
ELL	3.67625421526359
SETBP1	5.18405553172448
CDH11	8.64366278576044
NDC80	7.43760211053792
GIMAP6	4.84228300557621
AREG	4.47505034742931
BAT2D1	7.17484554707155
CDS2	5.6777704955316
LIPT1	7.11994702088094
SENP3	5.34474735682197
IL1F9	3.3820938835472
GRIN2A	3.91305164446811
MAN2C1	4.61725064620579
NSUN5	7.06235400947832
SF3B5	9.63465564390315
CEP72	5.08220444028095
MYC	7.87672732674978
NRXN1	3.06186342619787
DECR2	5.69881412222836
SLC37A1	5.13531239645495
SUPT16H	8.64976478983156
MUS81	5.33091387001741
PHYH	6.96250332136743
ULBP1	3.23824903081469
OIP5	5.75538945130016
IL10RB	6.44859198934557
OTUB2	3.71073897223515
NELL2	3.67730855168152
MAPK8IP2	3.70473056879667
ARHGAP10	4.42852541036259
POU3F2	3.19658516821601
RPLP2	8.32166830890308
FGF22	3.39672915040797
PSCD4	3.78733417318331
TRAPPC6A	5.40732261933527
C21orf2	3.54384674908367
CEMP1	3.13726369746284
IL1RAPL1	3.16034909522245
LIN7B	3.37444215080884
VCP	8.05264847555275
NKX2-1	3.18785826355267
BGN	6.6862286420774
LAMA3	4.8666323231488
APOBEC3F	3.19021261263114
COCH	3.34373834356074
SCGB1D2	9.7727598657244
SP4	3.70106623394563
SLC11A1	3.8498566170169
ICAM2	4.66871708562455
C21orf25	6.98821348028427
SH3GL1	6.71131019333589
RALB	7.030331713331
GSK3B	7.66363736250322
GNGT1	3.45800589742028
GPD1L	6.08501561866573
VPS37B	6.11789416740092
TNFAIP3	8.17655119621962
C6orf32	3.74207234117913
ATG3	9.7236485510286
KLHDC2	7.84907288729916
NDUFV2	9.33528675671882
PANK3	4.615887549744
BLK	3.03920505635725
MATN4	3.09827614210241
GPM6A	3.29594349295455
WDR82	7.64009397669508
APOM	4.02612490219095
PKP2	5.28852127360195
C1orf135	7.16498516167945
TRIP10	6.27439308379052
HRASLS	7.0924624648583
TESK1	5.79682010681671
FSD1	3.6543658291514
SFXN3	5.35062158181062
MMP1	3.01743966449122
CA12	4.40440384546658
ZNF611	6.40777486739961
C19orf58	6.97302674803114
NCOA6	8.79934684606026
PDE6G	4.0611569106686
PPP4R1	8.83068685830595
HLA-DQA1	6.92555878603218
GCLC	6.0478957276156
MAN1A2	3.99304686714453
SEC61A1	8.6231496322363
IKBKAP	5.58475679480619
TWSG1	4.73069152776613
UPF1	6.32818951544952
KIAA1219	6.52836277379124
CTDP1	4.69123202738781
ZMYND10	3.73921880144051
WNT16	4.10031697405018
ADAMTS6	3.13695592088481
SNW1	8.0091058890456
IL18RAP	3.72493304281963
RPP30	7.55006719205973
KRT86	5.78554037092904
CDC40	5.9691291402866
SLIT1	3.55239775436711
KIAA0574	3.46519906732541
GTPBP2	6.76588295908819
SETD3	6.23043696938785
C15orf44	5.39958681786957
PRRX2	5.15068627504195
GPR110	3.33290099194597
C11orf10	10.1275263489936
MKKS	7.99404728335159
ELK4	3.43857436288446
ACOX3	4.10366623567978
ADCY1	3.40322557719631
KIAA0372	7.1149463019056
TP53AP1	4.93599328544868
RHBG	3.52481547890147
SMURF2	7.50905105555352
TP53I3	8.6015008181184
EBP	5.8901749201149
SLC22A3	2.93553224397757
TOR1A	6.83167101732242
P2RY4	3.39638266660785
TRPV1	4.12410963422158
ADAMTS12	3.32955616791108
PES1	5.52924895137893
UCP2	10.2357771683588
ATG4A	8.86682538261373
FOXG1	3.78532524410774
MAGEA10	3.97241752563803
WFS1	5.77344852376436
TRIM24	6.07806885957199
PABPN1	9.84512065072419
PROC	3.49781980548096
SLCO1C1	3.41944358104531
SLC25A30	3.48040859899748
SLC22A5	4.9421079090269
DEPDC1	6.40632232095245
KIF23	5.81056673188664
SYN2	3.92014128952861
ASPN	7.83563458636732
CENTG2	7.42292914168435
ZDHHC17	4.77053727347697
VNN3	3.50106063344903
KCNH1	3.43105158492913
PPARD	5.22028502906392
PSMAL	3.42396709362289
FLJ10815	4.51788824796281
YBX1	11.3967432588447
STK24	8.33408584054958
SPEG	4.18907830988318
STK10	4.81863590667924
ZNF695	2.67463042939470
SCTR	3.07307820166458
AAAS	4.8168482150744
SSX3	3.31846847465035
ABCD3	7.53390274916929
MTF2	6.03425441225899
FIG4	7.75861310588816
TMCO6	5.57874893538668
C9orf46	7.08714295852573
ATP6V1F	9.1929221583792
IGHMBP2	4.69728597477496
CCDC94	4.57672594473353
EGR4	3.16174729158494
DUS2L	4.53756974863054
FAM3C	9.07707876000904
DCTN4	5.25320044851206
EIF2AK2	6.52195668950201
CST4	3.54102900634649
CCL11	4.71793251314139
LMO7	3.75215112348035
PAM	9.5591388727236
NUTF2	7.54135118446223
ADRBK1	4.93408720861809
ZNF84	5.2544462220663
SLC39A4	6.77365325637804
CITED2	7.23774111181867
C12orf49	5.80665463532218
GRM3	3.2979453426417
CCDC49	4.61684876086169
STARD8	4.15117962912558
FNDC4	4.57240405799977
SIAH2	7.31516656494955
CCDC103	2.77712726582899
ATP5A1	11.5515023352248
HTR7P	3.25101280322034
LALBA	3.01527092405847
RMND5A	5.55742139712563
ATP5J2	9.96659407637306
PSCD2	6.68770490472627
MMP3	4.38537571202945
ZNF409	4.0636835769657
CRHR1	3.37054946493100
WDR70	6.75140103904883
ZFAND1	7.31763880659194
CCL18	3.45233488630273
KRTAP1-3	3.22319805791492
RINT1	5.67375817841869
NRN1	3.66047636042789
SPAG5	6.55837540037472
KIAA0408	2.86105215694462
F13A1	5.65182853554194
DNAH7	3.72528532605539
SLC10A1	3.99952344336543
BRCA2	3.51605766818545
ACADM	8.27635659645413
GIPC2	3.00871891827789
OGN	3.96866485984803
RAGE	5.20339804191566
XPO6	6.14200497209476
FMR1	7.60881621218513
DUSP3	5.46664869059615
ANKMY1	3.38130543364897
CHMP2A	8.76039123858662
FAM8A1	6.79947995426372
GPR21	3.85294605616808
BBS9	5.62129767837923
UNC119B	6.83552520436031
SLC12A3	3.26570102462994
ZDHHC7	6.95717955278747
FVT1	5.90101887004887
ENTPD6	7.34909923451308
PPP1R2P9	3.49963874809117
ERCC4	3.92530234026878
MMP8	3.16878380839705
HMHA1	4.79792151236811
RAD23A	8.20687992184357
ACY1	5.88999637530616
MT1E	8.5336122890725
PPP5C	4.37113878493126
GPR20	3.24489874518848
RFPL3	3.08428872038097
GHITM	8.96018068349093
SCAMP4	4.55905938022592
NARG1L	4.18854432700919
MYO9A	5.53576754687356
BLMH	7.11861906547145
NDUFB7	7.95890860889872
ADCYAP1	3.36281282202835
SP110	6.26793723080103
MIER2	4.18062322242223
KIAA0513	4.17613950968175
SH3BP2	4.07265470556678
PNMA2	3.76661564685312
MAP3K7IP2	7.24339468560569
AGRN	5.41513943839361
CEP290	4.06483468116953
ANXA10	3.71438010992408
RTN2	4.28631620669385
C14orf133	6.76807021214196
PRPS1L1	3.05892203151603
PRPH2	3.65364665340654
KLRA1	2.73737908438768
IRX4	3.00048215877363
GOLGB1	7.26628728472594
GPR97	3.44171450242568
NFKBIL1	4.23913844256056
CHD7	7.36841307476788
APBB3	4.76027874163349
RPS10	10.3597860149483
HIC1	3.09386272816480
TLE3	4.01591283949005
PSMB7	9.53967758023775
IAPP	3.4931388617109
SHQ1	7.31314405107665
API5	5.99288225286662
GP1BB	3.64782311738870
FTHP1	8.50484674321148
TRIM6-TRIM34	5.12820771491485
SLC6A1	3.34234315006808
OCLN	4.51703628551271
NAGLU	5.40379234243317
PTTG3	4.7480049523074
FAM117A	7.07587391535924
SPRY1	6.99473409552483
FLJ10781	8.53144369272314
CDON	3.69160083514218
SH3YL1	9.00836039911426
IGKC	7.86536703588718
TREM2	4.89442562426071
MMP14	4.97176691951078
SERPINI1	6.06763901489107
HDHD3	5.2431341692237
DYNC1LI1	6.44865197438078
FASTKD5	5.50966544462333
TDRD3	4.63706283837279
THSD7A	5.36018159562329
NDST3	3.04472312113399
CXCL2	5.0817161741478
DHRS12	3.79307766090409
MAP3K15	6.62438227934248
FBXO9	7.21651645267697
APPL2	5.67287159153263
TNPO1	8.68559468574631
CARD10	4.52529653188702
MRPL13	7.60716819291224
SNX5	7.4939398380154
EEF1D	7.18988094924001
RAB6A	3.68022171952783
SOD1	10.0300285532478
C12orf5	6.64454263621702
PACS1	4.29641326710797
PAPOLG	3.53555090823561
CHML	3.0804943787368
SIRT5	5.42856004014118
MSRB2	6.30080889437214
BCR	6.32575959152842
PUS3	5.98507624483625
CAPN2	9.4896553040444
FXYD5	6.09803738553996
TWISTNB	3.44364498286428
UBE1L	5.64394545288831
UBE1C	7.37114038059633
CHD2	3.3495306911222
C15orf2	3.48874691266176
FZD5	4.62357655718117
NR4A1	5.0778715457942
LOC339047	6.84261956743594
TRIM17	3.48295735348072
ZSCAN21	3.55318162560172
RPL15	11.6534210993894
ATP5G3	10.0780005930357
PRC1	7.18882032079539
ADAMTS8	3.41359268072407
ABCB9	3.83881662047691
HOXC4	8.23187609764364
TRAK2	6.994704406034
STAB1	5.45223357251301
CEACAM5	3.14364058291302
MYT1L	2.92038884033928
RASA2	4.90920184113436
LRRTM2	2.99325500602591
STAG1	7.18135080332072
OSBPL7	3.50119928193579
GIMAP4	6.16015610232082
FUT3	3.13102074406089
DBI	9.5959172601198
LPIN2	6.00123241708017
PAPD1	6.95276479351913
APOOL	3.60404980757362
DIABLO	8.8719806041047
ARMC9	4.98348388528084
RPS6KA4	4.79173970320182
TRHR	3.39725355185475
SLITRK3	3.39413438045182
TGFBRAP1	5.01958886206324
FAHD2A	6.80574574147692
CNTN1	3.59103079772783
ZNF211	4.72864558479232
BBS4	4.86120951516889
TMEM181	3.34475859722139
PFDN1	7.44285379323517
MINPP1	6.80587009536206
MPHOSPH6	6.40015462314827
RGS11	3.11779225635238
HOXC10	3.60735684293204
ITPKB	5.98969566628556
HS6ST1	3.44255086336133
AKR1D1	3.36671574026031
TNP2	3.10969629424173
MEOX2	3.26938211627526
EML4	5.681676368559
SGTA	5.59117442127997
ATP6V0C	9.85976301022703
PRPF8	8.27596930631162
PSMD6	9.17019571495262
HIST1H2BI	4.68459539852128
TMC5	4.86077631258105
FKBP3	8.32162592412388
FLJ20273	9.13769397414713
PLEKHB2	8.03487820161248
RPL28	8.47037103729121
NOX3	2.80671067863736
ZNF544	6.91022769102284
EPYC	7.54620657132616
ELAC1	3.30622624434619
METT11D1	7.54276373479732
BIN2	3.84605550282201
NACA2	3.33244404459205
RPL18A	12.5742864276948
UBOX5	4.68625226305958
TCERG1	7.82500203930797
MPP6	5.23673232677097
KRT16	3.2783925970323
UBE2O	5.12820110584174
KLF5	6.7894502638171
C9orf31	3.52652992377992
APOLD1	7.46246158319538
UBL5	9.15561270348729
ARHGAP29	7.82390314929708
TNFSF8	3.22798867905906
PDE5A	3.41345503625723
CDR1	2.99692528770792
FBLN2	5.25827531489086
C14orf104	4.59107829326699
HBE1	3.04689501723449
ROBO4	3.03523338075652
C1orf108	9.32629520367715
FOXI1	3.04453553428235
BCKDHA	7.55806482860518
RAB4A	6.76069538317769
C11orf80	4.49782528620119
MYOC	3.47070591048819
GIF	3.69338230849215
TMEM39B	6.54578345470227
RPL3	12.0336007812590
THBS1	6.75373468149387
APOO	7.68446559656834
ATPBD1C	7.3575137484578
FARSA	6.42834074677115
ARMCX1	6.87795106356653
EIF4ENIF1	5.78617608475185
CMAS	6.39231139518374
OR7E24	3.55583548718601
TNFRSF21	7.36912364779814
PLAC1	3.62449997531134
KLHL18	5.17430444026261
LBA1	4.78866248206642
MKL2	7.61356276233314
TBX3	3.75797834784775
TAZ	4.25079629885582
CRIP2	6.87522729960821
DAXX	5.59623674086177
ELMO1	4.42081373856459
RGS13	2.63434721866718
DIO2	3.58133668158713
UNC13A	4.18145378189659
TAF11	7.35745830878318
ORC3L	6.98497771335177
PRX	3.15913253146353
TARBP2	6.84440714095169
CABIN1	5.29741967109836
TRIOBP	6.5063271958573
HIST1H2AC	9.38655338225759
RBM5	6.21694711299662
TUBGCP4	5.75787491774871
NCOA1	7.27895543826349
CDK7	7.21140888620208
SSR2	9.29336794354653
IL25	3.20814027102146
CRELD1	5.17925885382726
GPR6	3.25141060671152
SNCG	4.09499741937354
CHEK2	5.36445664158191
GAL3ST4	5.32252715804858
KBTBD10	3.30327894180718
DRD4	2.94589493668991
GDF11	4.85682746751228
SEMG2	2.86782440853035
MCM2	8.38523139842795
CD247	3.90399471364248
SOX14	3.13278728231467
RBMX2	5.42775119865362
KIAA0922	5.16024105931496
TGS1	6.06625428435603
C16orf57	5.51521810118388
SYF2	7.73287542005152
MCM4	5.77356321784934
PDZD2	5.79226285992671
CEP192	6.21848430590257
IFT88	5.89010560206737
MCC	3.57171156595868
RPL9	12.1760387389251
RAB32	7.85629196743272
P2RX2	3.86147751484726
DDX43	3.1178987635305
HHLA3	5.84379964701504
ID2	8.22693146281484
UBE1	9.38422185298806
SLC24A1	4.02918964680152
ARHGAP5	5.62305951974315
C20orf23	5.03921744183023
CETP	3.36086449421186
ZNF688	3.61247877546012
APOC2	4.21500738751553
PWP1	8.30448251051123
FAM50B	5.73048962423571
PTPN6	7.10178817107279
BAHD1	4.76875233002246
GPR56	6.5145185501058
GRIK3	3.06035125532057
DGCR14	4.63201416920998
CACNB2	3.23242634369016
PDE10A	3.08709033944275
METAP2	7.06039859135504
RHOQ	7.88132479198684
MAP3K4	7.61677474075009
PDHX	7.94724186191812
RPL23AP13	4.44977723958701
MTA1	5.13362263263144
GNG11	7.22250499187397
ZBED4	3.73896574111789
CLCN3	5.95559794254548
CDK2	4.94244890994465
HCG9	3.14254212423935
SLAMF7	4.25118635902362
CDC37	7.33049240094823
ZER1	4.36013456579754
GRK4	3.39424325974831
PRPH	4.14593556543267
PPP2CA	9.00850197097353
LRP12	4.27046500975533
POLR2A	4.20724017653768
SEC14L2	2.99446669546583
OGFOD1	5.89050262782204
DKFZP586H2123	6.06025971259009
MC3R	3.40209124817114
NOL5A	6.5137632512091
PHEX	3.94259548871779
HIST1H2AB	3.58106596397054
C20orf117	4.90100192388875
POLH	4.28123475447366
DDX17	6.69763977119487
CAMTA2	4.75070616853355
PLEKHA2	4.14017509741541
SNAPC2	4.08147531115641
FILIP1L	8.37110421175474
PDE4DIP	3.96612730661637
LRRC1	6.5644018848213
SCN7A	2.84303936841133
GAS1	6.9005567395951
DGKA	4.08126952184887
PEG3	3.32980920091553
NADK	5.2406486903752
SGSH	5.99752132175177
CXCL10	9.07152864787861
GALT	5.44549205851626
MCF2	2.88797060917651
ZMYM4	7.76340558875213
ZNF263	6.20880009271216
STK32B	3.67767179649213
KIAA0888	3.85744127192884
TACSTD1	10.9041071132133
ATP6AP2	7.0043665601086
TYR	3.5588606881911
GDPD2	4.23450989964237
ABHD10	6.8077065100269
TACR3	3.04568368372747
SLC35C1	4.4934047222761
KIF1A	6.56304075605365
VCAN	8.54866777437932
HERC5	7.63148926780743
UBE2A	7.64192175343042
SYDE1	4.10962345088882
ELA3A	3.25376469205112
TM9SF3	8.69076819475389
HAO2	3.64879027647113
RNH1	7.94771388938429
MAFG	5.12862685712836
BICD2	5.69622183559119
C14orf43	4.01372050671242
CDH7	3.04565252506721
JUP	8.5152213501996
SHANK2	3.89131925358429
OSBP2	3.73844886970038
ACOXL	2.98359599997364
DAK	3.9253315005939
CBX3	10.1003492201671
C3orf58	4.19164286648007
RBMXL2	2.87093705837874
TCL1B	3.59076748880616
FGF13	4.36304484535654
KBTBD2	8.40007681731893
KIF3A	4.35297770667588
DCXR	7.03259531492588
MYL9	8.34726545494799
PDIA6	9.11945015052423
CDC23	7.8099392251098
CASKIN2	4.2692399903609
PBXIP1	4.93507951038096
EHD1	4.70320931248983
NBL1	7.3123880449512
MARCKSL1	10.7306892476992
RAB11FIP5	4.85059194878302
CDKN1A	6.12462004680656
NCK1	8.26939281796102
SAPS3	5.10959045498693
ZNF550	3.24938750456628
TRAF3IP3	3.51964489037654
LSR	6.844026253676
MIS12	7.02657646035059
KIAA0774	2.68077575328804
CXorf1	3.38444387131398
CUL7	5.95912058128681
DIO1	2.98550687182252
LIPC	3.15376044211149
EIF2B1	8.90236950176648
OMP	2.94483482368538
HS3ST2	3.80175393966887
C20orf11	8.44236203779404
CTRL	3.10611672551915
GSTZ1	4.64867904338117
PAK4	6.52678707603141
CCRL1	3.09245762566861
RNF10	5.91987160710207
MAGOH	6.93382669279402
CENPB	4.45349533919903
C19orf7	8.43210997062488
JMJD1A	8.8712998139422
GATA2	3.75961982883066
HIST1H4H	4.63657306976758
CELSR2	6.60881530998514
GABRA5	3.03481491146173
STAM2	5.05722942335963
GPC3	3.70459549537588
GRP	3.07000577197757
SV2A	4.01950572467118
EBNA1BP2	9.52770559717
TAF1C	4.32669445108605
MAGEA12	3.38230316685983
GSG1	2.87147984147954
PDGFRA	6.13010798327419
CACNG1	4.01731256157788
CIAPIN1	6.5052859132579
CSTB	10.2620389135112
FRMPD1	3.69973828177641
PTPRJ	3.08516202440478
ZNF668	3.90462102519579
PLEKHJ1	5.03283792134398
