Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E08_586166
Composite Element REF	Signal
SET	8.9881570396062
NAB2	4.86642716326011
MGC40069	3.58121391658082
BLR1	3.14279917591375
LRP5L	3.33605361436859
FAM120A	6.53654283712527
ASCL2	3.10293058061325
PCDHGA10	3.43110847696531
SHH	3.01071624047166
SH2B1	4.61299703179370
ATP5H	11.3560309099464
THPO	3.18903531490555
HIST1H3E	3.83605892932738
TYRP1	3.42341679254237
EIF2S1	8.227187575034
RFNG	6.16422011739331
RAB20	6.49428002981333
TNFRSF17	4.03663192952821
RBM7	8.58089086136329
TMPRSS4	5.12778530280508
NKX2-8	3.25251905143600
C1orf115	6.01424885052039
TAF9	8.08662056837207
TERF2	6.99541143679988
TNFRSF1A	8.34978456382087
ACADVL	6.92053767753716
ISCU	9.22025756977323
KIAA0841	4.61797933847429
GTF2H5	8.48461678263585
EDG8	2.91831833882997
RAB15	6.28584341477749
HBP1	5.67162366663382
TNNT2	3.37639582366359
CECR5	6.98628492343175
JRK	4.36944532172508
PHGDH	9.05325823117388
XPO4	5.03599162049943
ARHGAP25	4.90381437812936
CA9	4.186127088729
TLX1	3.28246801766249
GPS1	7.07257260815476
RPS29	12.5567203880593
MKLN1	6.35893230606497
ATP6V0A2	4.66273225616239
EMR2	3.51805483305324
KIAA0319L	5.51983286388304
DOPEY2	4.38363745867386
SLC29A3	7.02665530810692
LGALS4	3.97166291456537
SDHD	9.8837889896693
USH2A	2.92709243389354
NF1	4.23570706151299
IMPAD1	6.83355230308932
APOBEC3A	4.09266424461859
OLR1	4.43616175999651
HCFC1R1	6.03023134071336
TAOK2	3.59223528557905
NRAP	3.76244165337844
PPFIBP1	5.4076933228213
LYPD3	3.80589950978470
BCL7A	4.72889174513895
AGER	3.40964692073014
MCM10	5.38525865584351
MAP4K3	7.62963899143137
PFTK1	6.36950190015993
CBS	7.08355626191746
CLK3	6.04030009025202
KIAA0753	5.75021465214671
GABRE	3.15583501890231
FIS1	9.07917647659403
ELF4	6.6658409528367
C11orf49	6.99034429880895
CLIP2	3.97539704135248
CLPS	3.79560748965431
PPCDC	6.1511667746293
KDELR1	7.03368260633941
NT5E	6.61357580120056
FOXN2	4.09427424546147
NCSTN	7.07680092112331
PARP4	6.82766164464113
CD83	6.85492581763621
NPY	3.36240110608985
IL18	5.52996950806528
BEGAIN	3.05064099397038
VPS16	7.46924905534584
SLC16A2	4.88264444854205
SLC35B1	7.83112097248999
C4orf20	6.92564525375827
IGFBP2	8.9402767614053
NOTCH2	6.74782921804414
SIGLEC1	4.74990123325003
SLC9A2	4.80434956649201
CD93	6.13729200085333
CEP164	3.8884170922899
P53AIP1	3.13076912481969
ADD1	7.1446781562192
ZNF136	6.69183433978897
ANP32A	4.36865658700528
MGP	8.63051732430681
DNAJC1	6.60638081235633
CCDC144A	3.06701971175019
ACLY	6.62751061814169
TRPC1	4.16047605015849
CYP4F12	3.49509452786233
FKBP5	4.39741507872969
SMS	7.94744842080738
MAPK7	4.41833840975982
RRAGC	8.68474091691571
PARD6A	5.2246067421666
CCDC85B	4.2816572778558
SYNGR4	3.29214761865516
WIF1	3.03178229445027
GCH1	7.41761150180304
STRN3	5.76968320934629
TMOD2	2.88754592710453
FLI1	3.83562263666611
DGKQ	3.67110769054702
MAB21L2	3.23237539837545
SCNN1B	3.05832374981319
ECHDC3	4.48268316042934
TMEM106C	10.1284600959092
CSNK2A2	7.35389886789358
GPRIN2	4.0609737567562
CPA4	3.87935496127977
RPL39	12.8847822094142
HERC3	3.86196103790524
MELK	7.55748882659498
IL15RA	5.85231595160546
HMBOX1	5.14941811551641
CUL3	6.28006629879088
PODXL	9.00525035207808
CCT6B	6.03735910198687
GPX2	3.76750496907177
ITK	3.86125278093816
CLIC5	5.81282870753149
RABAC1	8.8252105542446
YPEL1	5.85203519216699
DNAJC4	4.23135860461503
NR1D2	6.65592394238678
KIAA0776	7.31765619395643
FBXL5	8.38815737817736
C13orf27	5.68823024310025
DEFA5	3.09791654616408
TRHDE	3.09522814669692
ZNF536	2.95295972462198
MEF2B	3.48773566388525
UQCRQ	10.832925737838
ITGB2	7.60877324428401
PTPN4	7.12495822386783
STX5	5.72929752743762
CD72	3.67709505698397
ERH	10.9489164911270
XRCC1	4.79836193814799
VEGFA	6.07745026959661
MPHOSPH1	5.30326890668679
MORC1	2.74156265058805
PARVB	3.96883498448306
ELL	3.48237740080151
SETBP1	4.70554970809183
CDH11	8.25574306606397
NDC80	6.62898289333251
GIMAP6	6.18993085437787
AREG	3.85294881750801
BAT2D1	6.79780755144431
CDS2	6.60102898552074
LIPT1	7.19402082043799
SENP3	5.40401032977895
IL1F9	3.39141601766223
GRIN2A	3.53596398840043
MAN2C1	4.44943797630993
NSUN5	6.6133885247789
SF3B5	9.018853523796
CEP72	5.32213198311034
MYC	7.05708842076003
NRXN1	3.07949910695408
DECR2	5.25080670568342
SLC37A1	4.85028490653411
SUPT16H	8.02023174255436
MUS81	6.65355241263351
PHYH	8.44228255154485
ULBP1	3.23054031445712
OIP5	7.20793465696554
IL10RB	7.10885606103645
OTUB2	3.50001931118577
NELL2	3.83035088609349
MAPK8IP2	3.55961386875324
ARHGAP10	4.91451351354153
POU3F2	3.18185152259388
RPLP2	8.59002914543717
FGF22	3.09454133051704
PSCD4	4.02928048589089
TRAPPC6A	6.79934526489421
C21orf2	3.61342629677063
CEMP1	2.9507389368516
IL1RAPL1	3.21189423417069
LIN7B	3.8369513380178
VCP	7.71088324345737
NKX2-1	3.18940367243690
BGN	6.28831483252151
LAMA3	7.36528505923211
APOBEC3F	4.09630561996814
COCH	4.3308522026425
SCGB1D2	8.17674429075841
SP4	3.81215654042079
SLC11A1	3.78416963587618
ICAM2	5.36111745166794
C21orf25	5.65567603680557
SH3GL1	7.13042162335826
RALB	6.72352273655942
GSK3B	6.90604933228401
GNGT1	3.05898526346912
GPD1L	6.52380791514532
VPS37B	6.38661416122299
TNFAIP3	5.93768954473705
C6orf32	3.98446209453694
ATG3	8.82400243827234
KLHDC2	9.26502407634026
NDUFV2	9.35328307560633
PANK3	5.57702733765507
BLK	2.99486026904497
MATN4	3.23677246403450
GPM6A	3.50447302832398
WDR82	7.09222677746496
APOM	4.37649160967415
PKP2	5.63550911957218
C1orf135	5.43114929498119
TRIP10	5.53234248805105
HRASLS	5.40415641616105
TESK1	5.9830133260528
FSD1	3.54991906469519
SFXN3	5.69825817625598
MMP1	4.50823908073919
CA12	4.13940037056546
ZNF611	6.02107705898872
C19orf58	6.3520329157355
NCOA6	6.99469171876874
PDE6G	3.75933405067422
PPP4R1	8.2867564183226
HLA-DQA1	3.47654622772299
GCLC	6.07913024110628
MAN1A2	4.55070933212056
SEC61A1	8.9079918731033
IKBKAP	5.38157753913686
TWSG1	6.99238812441362
UPF1	5.56009780704139
KIAA1219	6.12536932400156
CTDP1	5.22471050570451
ZMYND10	3.30828930730784
WNT16	4.36565070443067
ADAMTS6	3.14589375234591
SNW1	8.08576953863316
IL18RAP	3.73130587449462
RPP30	8.35942893437655
KRT86	4.84691105818693
CDC40	5.02633516282182
SLIT1	3.52469043862013
KIAA0574	3.48692436252542
GTPBP2	5.10602101017831
SETD3	6.28270611774264
C15orf44	6.35283859966449
PRRX2	4.21085398157331
GPR110	3.69252802918620
C11orf10	10.7371019699624
MKKS	7.98676248788787
ELK4	3.55148954452472
ACOX3	4.4355773073418
ADCY1	3.24145341291778
KIAA0372	7.45132557894357
TP53AP1	6.82181864127802
RHBG	3.68191084169675
SMURF2	7.91020472128811
TP53I3	8.64211671338913
EBP	7.01230774434179
SLC22A3	2.88146697834881
TOR1A	6.87688504493213
P2RY4	3.34317270031411
TRPV1	3.20933183849914
ADAMTS12	3.46375534355924
PES1	6.51688592937948
UCP2	9.98642971975847
ATG4A	5.91072268687468
FOXG1	3.71418702272383
MAGEA10	3.98857478702667
WFS1	7.599828188779
TRIM24	6.07252714184085
PABPN1	9.02720239621517
PROC	3.24895238317143
SLCO1C1	3.54863214837045
SLC25A30	3.29814383631660
SLC22A5	5.90728633073514
DEPDC1	6.72820234877035
KIF23	5.44659190097081
SYN2	3.88993920660169
ASPN	7.66311645812662
CENTG2	6.52651882007382
ZDHHC17	4.53845561906839
VNN3	3.17360272590448
KCNH1	3.56933170112978
PPARD	5.10322921054399
PSMAL	3.19380100458528
FLJ10815	5.69179207111543
YBX1	10.0604254748922
STK24	7.45140771293346
SPEG	4.1612284712158
STK10	4.48351530093179
ZNF695	2.70743928528994
SCTR	3.19826877056873
AAAS	5.10204088955281
SSX3	3.22808001250534
ABCD3	8.5728426802609
MTF2	6.26575581335416
FIG4	6.20922919439317
TMCO6	5.58252689142663
C9orf46	7.5592743850775
ATP6V1F	9.97990608190928
IGHMBP2	4.62732892747382
CCDC94	4.5522438845847
EGR4	3.24930619154959
DUS2L	5.0621347667157
FAM3C	9.44405628062662
DCTN4	6.01928530255987
EIF2AK2	6.68733093429698
CST4	4.49413167893217
CCL11	6.44760048882129
LMO7	3.94349915164364
PAM	9.04545372696934
NUTF2	9.90779416168464
ADRBK1	4.41163808693644
ZNF84	5.89148539725663
SLC39A4	7.96634552685216
CITED2	5.32284756503982
C12orf49	5.59751566174614
GRM3	3.03792124438139
CCDC49	4.19607737717764
STARD8	4.20881199739262
FNDC4	4.7748688801867
SIAH2	7.48730853924329
CCDC103	2.81056771245888
ATP5A1	11.1791557184541
HTR7P	3.27295420704529
LALBA	3.11826989228446
RMND5A	6.03314620632572
ATP5J2	11.1873282090091
PSCD2	6.7773866643674
MMP3	4.38687645491948
ZNF409	3.98762069964282
CRHR1	3.33053247452446
WDR70	7.42099846887579
ZFAND1	7.67884542615693
CCL18	3.99138110672022
KRTAP1-3	3.16908777632576
RINT1	7.38014870975154
NRN1	4.58695302995551
SPAG5	5.57347534266688
KIAA0408	2.83372243551619
F13A1	6.6056241970073
DNAH7	3.10973359116502
SLC10A1	3.7164341229551
BRCA2	3.36285481633582
ACADM	7.73784467358031
GIPC2	3.19033500731181
OGN	4.00440959665541
RAGE	4.10108603201092
XPO6	6.36339902687704
FMR1	8.15320873825948
DUSP3	5.39003982041288
ANKMY1	3.12049197269709
CHMP2A	9.811616445067
FAM8A1	7.7790188514027
GPR21	3.92797738319483
BBS9	5.19918586312869
UNC119B	7.22075957885417
SLC12A3	3.14596727417748
ZDHHC7	6.92087400395125
FVT1	7.01465987785595
ENTPD6	7.06372619636468
PPP1R2P9	3.50393028449834
ERCC4	3.66289020738169
MMP8	2.85185329338329
HMHA1	5.29095606218469
RAD23A	7.966205214765
ACY1	6.96901738923228
MT1E	8.44822269879333
PPP5C	4.49282626627059
GPR20	3.26920402857269
RFPL3	2.95159874403889
GHITM	10.4159921170473
SCAMP4	4.69338443558007
NARG1L	4.11337845575117
MYO9A	4.90354429227228
BLMH	5.91006176993812
NDUFB7	8.85013951797685
ADCYAP1	3.35598374461713
SP110	5.73372310704175
MIER2	3.97247178070176
KIAA0513	4.18339413722548
SH3BP2	4.74139219933398
PNMA2	3.87748213861951
MAP3K7IP2	6.33930934100768
AGRN	5.06759913669153
CEP290	3.69751442519348
ANXA10	3.45874264800025
RTN2	5.1123540740841
C14orf133	7.28007677988025
PRPS1L1	2.89343967170721
PRPH2	4.08942801254022
KLRA1	2.78346459576531
IRX4	3.03993126792077
GOLGB1	6.44349335598506
GPR97	3.38015637410128
NFKBIL1	4.75128487591067
CHD7	5.28815047528898
APBB3	3.90909982046731
RPS10	10.9004386270984
HIC1	2.960632237172
TLE3	3.98553987806896
PSMB7	9.33177761985635
IAPP	3.7774051265473
SHQ1	7.46768502136857
API5	6.00726377262303
GP1BB	4.01603428300519
FTHP1	8.68908152340725
TRIM6-TRIM34	5.11045447555934
SLC6A1	3.5367939432529
OCLN	5.2375462381227
NAGLU	5.56936461751262
PTTG3	5.21705453605234
FAM117A	7.22157782898633
SPRY1	7.28652166490336
FLJ10781	7.60201759360893
CDON	3.48727234682399
SH3YL1	9.67799635975535
IGKC	7.79282047296585
TREM2	6.67159073520567
MMP14	4.92381710122915
SERPINI1	7.72699048807616
HDHD3	6.29481605538181
DYNC1LI1	7.71726411561362
FASTKD5	6.2276620632889
TDRD3	4.84664837201993
THSD7A	3.58203732266136
NDST3	3.054333876053
CXCL2	4.8148829269822
DHRS12	4.00172790642478
MAP3K15	6.48248240527415
FBXO9	6.4304170739502
APPL2	4.70505880781408
TNPO1	8.06070813403047
CARD10	4.10004501917060
MRPL13	8.40404711270804
SNX5	7.51531881726862
EEF1D	7.82790000437248
RAB6A	3.59493425393367
SOD1	9.99526063724352
C12orf5	7.99889820248526
PACS1	4.34626483087290
PAPOLG	3.17151614797276
CHML	3.45025552319960
SIRT5	6.41054917282919
MSRB2	7.27983286236533
BCR	7.07163093406617
PUS3	7.07074252064008
CAPN2	10.0100392168546
FXYD5	6.24074213689406
TWISTNB	2.92139668962272
UBE1L	5.52010128645531
UBE1C	8.3176455683697
CHD2	3.08920266085166
C15orf2	3.34085426975025
FZD5	5.00976165634578
NR4A1	4.46795872229318
LOC339047	4.21329619224667
TRIM17	3.93835130041712
ZSCAN21	3.15777095635916
RPL15	11.7959275793535
ATP5G3	10.3621336551772
PRC1	6.80272214107205
ADAMTS8	3.27335867156362
ABCB9	3.67372346284760
HOXC4	6.67341130862172
TRAK2	6.65200891818836
STAB1	6.44609838851656
CEACAM5	3.06383364431881
MYT1L	3.03140859537828
RASA2	4.47180443879061
LRRTM2	3.09902846489178
STAG1	6.69585452591798
OSBPL7	3.54618702023018
GIMAP4	6.81394789927348
FUT3	3.30756827256809
DBI	10.1059486202357
LPIN2	5.87604980411915
PAPD1	6.84583849655967
APOOL	5.85102431065174
DIABLO	8.60580174797757
ARMC9	4.92849379732469
RPS6KA4	5.35620464243103
TRHR	3.07663181105403
SLITRK3	3.93621638093388
TGFBRAP1	5.09906764431422
FAHD2A	6.61640783652857
CNTN1	3.39922758779188
ZNF211	4.80723826396599
BBS4	5.9229543591575
TMEM181	3.01194056441307
PFDN1	7.76717487217677
MINPP1	7.95234178951672
MPHOSPH6	8.0016449358486
RGS11	3.04844330309697
HOXC10	3.7574441335072
ITPKB	5.22121966191433
HS6ST1	3.26998784944496
AKR1D1	3.3061408394873
TNP2	3.02808665006826
MEOX2	3.84744995538643
EML4	4.53316442638755
SGTA	5.72302114019567
ATP6V0C	8.65092891258842
PRPF8	7.18357072046261
PSMD6	9.2285402627015
HIST1H2BI	4.80072664206117
TMC5	3.98867861996984
FKBP3	10.0696783894025
FLJ20273	8.24114641984179
PLEKHB2	7.4463658654525
RPL28	8.98706125417112
NOX3	2.79665457591794
ZNF544	7.43202214140656
EPYC	7.93685788032529
ELAC1	3.29848228967169
METT11D1	6.76233833999962
BIN2	3.84725323391602
NACA2	3.46535054775920
RPL18A	12.7502614801839
UBOX5	4.52990852249909
TCERG1	7.04432140534589
MPP6	4.90102154089291
KRT16	3.17616371188169
UBE2O	4.94915559071866
KLF5	6.30531587989574
C9orf31	3.38102257966168
APOLD1	5.56341112699901
UBL5	10.1839495594165
ARHGAP29	8.50401093294625
TNFSF8	3.38610956558177
PDE5A	3.31106990249433
CDR1	2.91792024818759
FBLN2	4.89963277184899
C14orf104	7.26589670952510
HBE1	3.14738164555284
ROBO4	3.18244027470556
C1orf108	7.99940593562188
FOXI1	2.85470148728874
BCKDHA	6.86248838444365
RAB4A	7.69524209983165
C11orf80	4.69061646333504
MYOC	3.33646651562811
GIF	3.75032578957457
TMEM39B	5.91379326212617
RPL3	11.9252076104248
THBS1	6.98879570474974
APOO	7.29583856423305
ATPBD1C	7.46412865901859
FARSA	6.16411866409119
ARMCX1	7.47628873915314
EIF4ENIF1	6.50864095478218
CMAS	6.28372876590548
OR7E24	3.66467405069939
TNFRSF21	6.21375124625887
PLAC1	3.96464616374191
KLHL18	4.88122358186303
LBA1	4.43169946015856
MKL2	7.85674152354748
TBX3	3.3569760414118
TAZ	4.55035576767816
CRIP2	6.52252765560203
DAXX	6.03790566484607
ELMO1	4.72750472882901
RGS13	2.88538805440440
DIO2	3.67712700253308
UNC13A	4.13858663903927
TAF11	7.90122911481745
ORC3L	6.4295141404947
PRX	3.07999219154699
TARBP2	7.36847169197283
CABIN1	5.28159162929476
TRIOBP	6.27733181725755
HIST1H2AC	10.1551685876369
RBM5	5.31221200205117
TUBGCP4	4.51620281958362
NCOA1	6.7771073950816
CDK7	7.4633673372566
SSR2	9.65228262328928
IL25	3.12369059805205
CRELD1	5.80177110607243
GPR6	3.51333207669323
SNCG	4.65970655501066
CHEK2	6.76514676203671
GAL3ST4	5.55395733955588
KBTBD10	2.73999522172138
DRD4	2.77552247412576
GDF11	5.13672817399634
SEMG2	2.91579815800972
MCM2	7.62550295773947
CD247	4.43869288233715
SOX14	2.86762639297090
RBMX2	5.68566440250311
KIAA0922	5.54587192837742
TGS1	6.07445885101549
C16orf57	5.53629228022948
SYF2	7.13001934716618
MCM4	5.59810487780311
PDZD2	6.5469971087254
CEP192	5.0936693357233
IFT88	5.55664286689277
MCC	3.47540479459692
RPL9	12.5982120131295
RAB32	7.8004543235586
P2RX2	3.62689832274258
DDX43	3.08792343842229
HHLA3	5.1738003319692
ID2	7.70811151219081
UBE1	9.11869890082665
SLC24A1	3.99191907738928
ARHGAP5	7.51055569338033
C20orf23	5.44136067215768
CETP	3.64599357456768
ZNF688	4.49038745739352
APOC2	5.51523169886752
PWP1	7.95318945007671
FAM50B	3.83081604268176
PTPN6	6.79303835610544
BAHD1	4.37482922422513
GPR56	6.79900725087097
GRIK3	2.87835144788094
DGCR14	4.50825613001659
CACNB2	3.23034050731029
PDE10A	3.05205687575173
METAP2	6.81980799228345
RHOQ	8.27955121523876
MAP3K4	5.18366748375553
PDHX	7.32308184339438
RPL23AP13	4.34958238705893
MTA1	4.71411259024643
GNG11	8.47836081797675
ZBED4	4.02195711292333
CLCN3	6.81466479826956
CDK2	5.52688137758005
HCG9	3.22840668047967
SLAMF7	4.50881550057109
CDC37	6.55220729118441
ZER1	4.36309258270375
GRK4	3.29039422797723
PRPH	3.78072407573358
PPP2CA	8.98077936106518
LRP12	4.37515373933503
POLR2A	4.10365727239142
SEC14L2	3.43779879728165
OGFOD1	7.21441858704133
DKFZP586H2123	5.39338063713727
MC3R	3.24961912026336
NOL5A	6.54337585519232
PHEX	4.11163891378353
HIST1H2AB	3.80558142837131
C20orf117	3.49027666025094
POLH	4.0298006359724
DDX17	6.50934601912548
CAMTA2	4.35880423297241
PLEKHA2	4.3769364079676
SNAPC2	3.87165439503379
FILIP1L	7.25666235664118
PDE4DIP	4.29660441047648
LRRC1	6.49740832662632
SCN7A	2.96297250008948
GAS1	6.89653603432168
DGKA	3.83612713630637
PEG3	3.3737141502825
NADK	5.25576135966791
SGSH	6.10940744952265
CXCL10	8.41021479316255
GALT	5.21003586945996
MCF2	3.06076881441926
ZMYM4	7.31561657965887
ZNF263	5.66399907243619
STK32B	3.74465669010619
KIAA0888	4.56183959735912
TACSTD1	11.0820063915103
ATP6AP2	7.18188078397228
TYR	3.44290427536397
GDPD2	4.64616457808744
ABHD10	7.36660022816035
TACR3	2.84668174834266
SLC35C1	4.40118134516614
KIF1A	3.94124797828222
VCAN	8.0760873278999
HERC5	7.68742374182774
UBE2A	8.60791621285686
SYDE1	4.14623195283307
ELA3A	3.32472759348583
TM9SF3	8.89917397797066
HAO2	3.52472379172441
RNH1	7.97248501547236
MAFG	4.85353943234061
BICD2	5.56004333125877
C14orf43	3.09366321120584
CDH7	2.94416888523391
JUP	7.39189005630554
SHANK2	4.01193766480347
OSBP2	3.40550805312922
ACOXL	2.90816169813601
DAK	5.79874726223259
CBX3	9.48028359496874
C3orf58	6.07799130593029
RBMXL2	3.1034261283652
TCL1B	3.66511033964438
FGF13	4.0328172433853
KBTBD2	6.6386946424638
KIF3A	3.76537291172856
DCXR	8.23688703153477
MYL9	8.7050681970312
PDIA6	8.6141047875844
CDC23	7.53399076663432
CASKIN2	4.2633366909994
PBXIP1	5.32583972648682
EHD1	5.19121633426866
NBL1	8.11726499342114
MARCKSL1	9.05356466951338
RAB11FIP5	5.51400727333196
CDKN1A	5.72701989304373
NCK1	8.28126206799785
SAPS3	6.13788968255944
ZNF550	3.29624394754458
TRAF3IP3	3.46686198924182
LSR	7.85859184305336
MIS12	6.96275676918468
KIAA0774	2.61444644092564
CXorf1	3.37291858281847
CUL7	5.38563243868274
DIO1	2.93636467270407
LIPC	3.17034029887337
EIF2B1	7.79523331770849
OMP	3.23517516091513
HS3ST2	3.83219139030325
C20orf11	7.49592320091424
CTRL	2.98246653991210
GSTZ1	6.74550671722337
PAK4	5.93428449959558
CCRL1	3.66901879154984
RNF10	6.45109676144126
MAGOH	7.53002656058715
CENPB	4.58785876047753
C19orf7	7.23679304307113
JMJD1A	8.13588569863746
GATA2	3.57980113751589
HIST1H4H	6.88632611851658
CELSR2	5.90055554193501
GABRA5	2.91233577988369
STAM2	5.79747887412745
GPC3	4.847057154875
GRP	4.16969047448175
SV2A	3.62959908481823
EBNA1BP2	8.63183826138487
TAF1C	4.5898001639617
MAGEA12	3.17741634427679
GSG1	2.84512553328222
PDGFRA	6.16134581414053
CACNG1	4.06092479088021
CIAPIN1	8.08693684266083
CSTB	10.5869481065754
FRMPD1	3.65528362359480
PTPRJ	3.05649351248461
ZNF668	4.41629551966573
PLEKHJ1	6.3716442565329
ADAT1	6.01566413753336
TMEM50A	8.20852387654565
CENPI	3.70023374759968
HOOK1	6.11914725900096
RPP21	7.88752705564151
GTF2E2	7.22434060240984
IL17B	2.94486421726573
CCNF	3.85397947548335
CRYL1	6.58003872928929
FOXH1	3.06808022723851
NFYB	6.11280202241018
KCNQ3	3.60797703521221
PPM1G	7.49155954941005
NOVA1	3.25023826734409
FZD3	7.17532918663111
NMT1	5.62698307306124
AKAP8	5.75166469568495
SOCS5	7.42747935269959
HADHA	7.94409442614946
PLEKHF1	7.84593169460607
DLG5	6.75897799328663
CFDP1	5.85319065229701
SAGE1	3.02198709375271
PGM5	3.12812683036663
C1orf144	6.79902761302156
SUHW4	4.5504055608058
TFEB	5.33673495384456
RND2	3.80320387920401
ATG12	6.73602540268858
BMI1	8.29992863241812
RNMT	4.58339155878964
MASP1	3.24372720063579
MYH4	2.73546460895819
SLURP1	3.06287241653520
KIAA0984	3.61042168513181
ASTN1	2.96854639345020
MYCL1	5.44210559031392
SH3BGR	6.01818846072689
RPAP2	4.08569515295675
FOSB	4.25757631437406
KRT35	2.8765906674232
MIA3	6.12199648333275
KIR3DL3	3.04419548135735
SEMA3F	4.91960987514555
TMEM135	8.1026903508224
SLC27A2	3.62895753734177
NDUFB2	10.1588301558349
FAM46C	4.68965306541913
G6PC	2.76159323047204
KRT33A	3.84505641003934
OVOL1	3.53121843034484
PAMCI	6.6142845560873
S100A7	3.37965810665749
MAPKBP1	4.78982444629042
CPE	8.6124346790881
HARS2	5.69007003409817
GNB1	8.49141617895603
TRIM46	2.98207313996879
UPF3B	6.09810358580021
CXCR6	3.82411697156712
C16orf3	3.02676369563342
HLA-DOB	4.05559390512961
HPSE	4.92735018947047
GSCL	2.67820757154732
POLD1	4.76477968660604
DMWD	4.04660897244271
CALD1	7.10762799416751
LCAT	3.34735454297188
SCRT1	2.99101738717460
ST6GAL1	5.19293915979805
POMC	3.21879379432189
UNC84B	5.24534452139498
NSMAF	7.38197233749904
ADSS	7.00792362736536
SKIL	3.63830167064654
HMGCS1	4.85460600079672
PYGO1	2.78567575666001
POLR3F	5.32107852566776
ZNF277P	7.99650702083556
CNNM3	5.68107205201987
WRNIP1	3.18095444162852
ALAS2	3.72078689310086
MRPL23	7.46026964990265
ST3GAL5	4.63023790265405
ZBTB7B	3.54588311973405
DHRS1	7.26915993134695
NFKBIA	9.62904216678285
CNOT3	3.86305988457707
GAK	5.67677437913737
SFT2D2	6.23609377517583
HOXA6	3.43973439415401
PSMA6	11.8186875862343
CRTC1	4.06788433182868
LY6D	3.21231662726661
CPT1A	3.38981669272855
ALMS1	4.80719865507202
LMO1	3.39770818358132
EIF3I	8.7819948713459
DCN	10.0992646492995
PRB4	4.41727321735004
MCM3APAS	3.77748268518942
SUCLG2	6.92685806244929
FOXF2	3.37026821951748
MLH1	7.8936030719184
S100A12	3.93618851835487
ABHD14A	7.19362837604664
DEXI	7.09006669490634
ACTN1	9.49254330777744
AMPD2	5.77253708598846
IFNAR2	6.2724999387664
CYB5A	10.2228976179006
TLOC1	9.8023103625757
NRBF2	7.09709997237732
MKS1	4.50830546296088
P2RY11	2.97406381470544
CX3CR1	6.05362018274603
PDE1B	3.36139084759522
KCTD3	6.78271642501815
ITGAE	8.31124483732606
SLC30A3	3.78986135187967
KISS1	3.29101903696655
PLP1	3.26601184795519
C14orf2	8.71773665903873
IFRD2	7.8128476028093
ANKRD7	5.60428389214209
XAB1	9.78714761798313
NARS2	8.35224135095899
TMLHE	3.48399950068435
SERPINB3	2.78848346674330
FAM127B	5.85814732241489
ZNF391	2.99367395754272
ABCA5	5.10404088333132
DNAJB14	7.27801521450251
TSFM	7.41939612920637
WRB	7.72229390647524
ABCC8	3.23721725610669
MAP1S	4.32165785043692
BPI	3.30371484466165
TTC4	6.93144818943453
BNC2	5.84302652113003
HIST1H4A	3.53567382440171
NDUFS3	8.92670879023612
WDR3	7.1111896487633
MAGED1	9.14621143925335
TTC33	6.90360634846637
CPN2	3.52821717117644
STMN2	2.74396123275300
PCOLCE2	5.69154673929871
ROR1	6.33422499400865
HSD17B14	5.88098677471938
SAMD4B	3.34141756479014
HEXA	8.17905895588513
USP39	7.7840552825622
HNRNPU	5.39672235740773
NRD1	8.28795341910134
ATXN2L	3.55452807831537
MAP2K3	5.90619314058755
FLT4	3.94115061729651
OMG	3.15556622906093
SCAP	6.70428794511673
ELA2	2.89514876447732
NARS	9.9402530103682
PRCC	6.72232549216618
ZNF675	3.02644424983815
VENTXP1	2.95530899729244
CALCOCO1	5.75516560315277
ZBTB32	3.44689499296353
RFC5	5.88583570964496
BRAF	5.37880629204577
PAX5	3.39501198592348
MGC14376	6.15760814703572
TNFSF5IP1	9.5113324611113
PEBP1	9.45759968508199
AAK1	3.90454357798047
FBXO2	5.21099350780237
RMND1	5.22078584796858
IGKV1-5	4.50255942041836
COL1A2	11.9957104012140
SERPINA5	7.55509262165066
GMEB1	4.46180552661898
AKT3	3.04109395098269
AANAT	2.81065439241085
CRB1	3.03649761899885
C19orf21	6.09435431173215
UBR4	7.49539577441249
LTBP3	6.90585511784829
AMHR2	3.50487522545537
CTTN	6.82964599930031
UTP15	3.27121950218157
C20orf39	6.11850025468025
MYBBP1A	4.5594487465894
HSBP1	9.50772956503178
PROCR	5.30597961360371
PHF11	7.80231529356905
PASK	3.99427832906851
RFXDC2	5.26487794203493
KIAA0467	3.45291623458514
NDEL1	6.43911878676667
USP8	7.25259772946827
BAIAP2	4.41970884536671
SI	2.82488738208113
ARSJ	5.07263360926746
GULP1	6.40556076793981
KCNE4	4.79242621441372
KCNS3	4.66731547327702
BAAT	3.16944948660194
DKFZp434K191	3.14532845727297
MBD1	5.25424364255986
ITGAL	3.86486652175947
WDR73	6.49608453734323
ARFGAP1	5.26537067462702
ZBTB40	4.49029159693656
CH25H	3.98084611230774
LOC81691	4.15771083005559
CYP4B1	9.20043992731598
ALPL	5.943051505806
FOLR3	5.85986422087431
CHST3	3.68492857117548
TRIM62	3.99330243571678
MAP3K9	3.16645120638924
ABLIM1	7.01148849608037
BTAF1	6.52706041419208
MAST3	4.53258933273384
RBM35B	5.96619280256205
ANKRD25	5.9087429661275
RYBP	7.18395531239873
UQCRC2	8.63962599006557
TTC26	5.00564750501457
ZNF22	8.41713476440847
MAEA	8.10100778165696
