Hybridization REF	TARRE_p_MultiPlate_TCGA_SS_MA_Ref_HT_HG-U133A_96-HTA_E08_586166
Composite Element REF	Signal
SBNO2	3.90221132451096
RACGAP1	8.74056516832949
SC4MOL	10.1286576901102
SLC6A6	3.36882933854307
OBP2A	3.46763067293443
PSMD3	6.41123696963634
ERLIN2	5.32231864901549
PPP1R9A	6.41395570988315
RAB35	4.14814697788829
PDZRN3	5.7213520641792
AVEN	6.42573299834755
FLJ21075	3.78836587006309
BCAM	6.69543858875181
C14orf132	6.31996326600062
PCK2	8.57644882445238
FKRP	3.23391803866176
HLA-DRA	10.5738647666048
GUCY2C	3.22630517024608
RP11-125A7.3	4.45584053295639
BARX2	3.26533604716325
DAO	3.35482334138006
EDNRA	6.04106169009661
NIPBL	5.52286153252364
ZNF331	5.97849479958429
PPP2R5A	6.75191890862405
HMGN4	9.1319549009441
DDX39	8.50715295308828
EFHC1	4.53123949440336
EIF3M	9.33278342308742
SLC17A3	2.9080256014141
ZNF24	5.95484699036443
ASCIZ	7.745696991478
FNDC8	3.47957096378606
ESRRA	5.22121921931352
PTMS	4.59276873239706
PHF7	3.64346583266189
PIP4K2B	4.68106711778185
IRF3	6.54595968984513
GPR19	5.41271158080191
HHLA2	3.42069489745426
GMFG	7.16812976192487
BDH2	8.3351309368081
APOBEC2	3.65306547679149
PRSS21	3.45980768004250
PENK	3.86035823160739
PHF16	5.80512272851182
ZMAT5	6.1599737049174
SMAD9	2.88534848576087
SLAMF1	3.25005881290492
RGL1	8.27560535481968
DLGAP4	4.70044342237805
MBD5	5.10724214274153
PHLDA1	4.1011899316594
BACE2	8.89016322814762
APPBP2	7.30589085516892
LIF	3.73775691006111
OXTR	3.90761246694089
ACTC1	4.11877445521881
USP19	3.64078265635327
SUV39H2	3.46414985305723
ERO1L	6.83086080971786
ZNF395	6.7016742897762
CNTFR	3.51923395042387
HIST1H2BL	2.91359123146778
WNT3	3.37939833138163
ZNF549	3.49726456153048
ZNF467	4.76592210045332
SLC25A21	3.09352636981193
IL5	2.99002551734304
CLSTN2	4.35063358578957
LSM12	7.41795138040184
KRT37	3.0060503716011
NACAD	3.82875941955989
NAG18	2.8575716895274
PTGES	3.7664862452132
GDAP1L1	3.03506436264524
MFAP5	7.09084188092208
OPRK1	3.24414937992701
C12orf4	6.77865077780246
NTAN1	7.3375896465117
CST3	9.59712836403714
WDR6	4.60436432519545
NUP88	7.21157182568175
CD300A	4.38993784221778
FCGBP	5.54652571139289
CNIH	10.5043585792335
VASH1	3.84712054170232
DHX16	6.30265384357983
SLC35A5	7.00044880490264
CLEC3B	3.8329489094774
ARL2BP	5.42940265483125
C10orf79	3.35103923458076
ZNF79	3.90030917132849
CRP	3.28612595196603
OCRL	5.23034417240072
GLA	6.81247013986488
NEBL	3.70915745294336
HSPA8	10.2110189152799
DIDO1	4.04802232717363
PLA2R1	3.27683151338406
NGDN	7.70191399366007
CBFA2T2	4.00395653404594
SAC3D1	7.04139446074306
PNOC	4.72086818202689
PIGP	8.32017170244347
AGGF1	5.60347784336693
PRRG1	6.07035781377385
DPF2	6.9730175485129
MYH13	2.94834833704308
TMED9	8.4664446958216
TRPV5	3.56124202290360
UGT2B4	3.08216837435893
PJA2	7.68183997843371
COLEC11	3.98114000760888
SCYE1	7.93694268534215
MED12	4.7099075291781
CARS	7.97391041680937
MYH1	3.31610596333199
CYP7A1	2.75525995576437
PHF1	6.0971432238007
LOC644096	6.7897393907309
FRYL	5.59546590714212
RHOBTB2	3.20011090646753
MMP27	2.99584433718705
ZNF432	6.8231071332736
SRD5A2	3.54081055560367
UTP14C	6.44955636231382
RABEP2	4.96732433887434
VWA1	6.35808963125994
FUBP1	5.12156513462993
IGLL1	3.92301903282469
KIAA0586	5.38207026139274
IL27RA	5.04787626257206
STON1	7.95132998703914
IL5RA	3.2227331524351
PERP	7.56955943466927
SMPD2	4.27020919387531
TNFSF12	4.69034013051058
FN1	9.48334726273167
MTR	7.01588647435118
CSRP3	3.14736378812636
MMP20	3.05778916524977
PHLPPL	4.2266775097709
CBX6	5.3081937457697
DHFR	6.35631507865576
PRG3	3.20781523549557
ALPP	3.31938587897116
ASH1L	3.96922287447184
CHRNA2	3.91967042590537
PPP1R12A	6.18824005397493
RBM38	5.97627008113033
ZNF7	6.56108629592693
RDH8	3.04239030835797
GPR132	3.63912118903914
DGKD	4.4932182829122
TPMT	7.29753637916658
ATP1A1	9.10318037716912
SERTAD2	6.62972891621517
C5orf4	5.01781190285065
ZNF672	5.94532639500648
PLXNB3	3.13531317938224
FAIM3	4.41228052152651
UBQLN2	7.53270798388511
NR1I3	3.07963712252985
ACVR2A	7.37215048124933
YWHAZ	8.9157551300852
LILRP2	3.35049236411747
GNAO1	3.17605852829976
OPA1	6.07500819401085
RPS6KA6	3.68390965956397
RPL10	12.2562446877173
MMP23B	4.31026037948455
PFKL	6.1246097929989
TMEM140	7.43387587282943
AURKB	5.52370049264676
IFI16	8.69738578045217
CSTA	8.71804072864354
PRPF39	5.96362611335336
DISC1	3.97600579401776
USP4	7.61878908777173
OSBPL10	8.2982248206059
CAPN6	3.16408259349759
CLTCL1	3.54187282806332
NUAK1	8.0455720426329
ALG6	7.45236065356349
NPPA	3.77638433523534
LAMB3	5.33454840573672
PPL	6.14198361900805
LRTM1	2.97019376746952
RRAD	3.25704622896914
TIPIN	6.41375006482321
CARD14	3.3159200115648
RBM9	5.60456159909801
LCN1	3.21261586506618
RALGPS1	3.79091152197231
NCOA3	5.25705630298284
CCDC6	8.71169469727048
RASSF4	4.28728570703013
MTHFD1	8.40158461666148
FCMD	4.59021570876137
IGHD	3.70950729865962
PLA2G6	3.66244303242528
TPT1	11.9731318812164
S100A3	3.41823969946473
SEC63	6.90362960735953
C10orf59	2.89734278971055
TOR1AIP1	6.65770213348849
PAFAH1B3	6.73352917818559
CEBPD	7.07006376895147
ZNF107	6.93756850720242
ALDH6A1	7.29662723396275
G6PC2	3.37304089400513
SNTG2	2.75838487730434
GRWD1	5.11810795117002
FLJ22222	6.4123495306808
BCKDK	6.29133429125385
CTSB	9.29645079762084
PFKFB1	3.41422327567107
ZFP36	6.68113104703702
SVEP1	4.16038725982006
PXN	4.33980801302785
TNF	3.56098231316740
SIRT2	5.78805465563172
C5orf21	6.95078636146198
VIL2	6.2594420061694
DIXDC1	5.29683598909721
GANAB	7.74807151272674
PDSS1	5.64395590874864
GRM6	3.34627362434867
NGFR	2.90150359330021
ATP8B4	3.18416967033176
MEIS1	8.05944579904964
BMP8A	3.51525396028531
NGFRAP1	10.4260475442614
EDAR	3.66472580046677
NEDD4L	4.62257033514808
CRYBB3	3.43768820396833
C6orf60	3.74474495861788
IL1A	3.18245345975953
GNRH1	2.84766605043638
PDGFD	7.447977755344
CACNA1H	3.68849534838187
TXNDC3	3.06422535844379
ERCC1	6.71463930091433
CAV3	3.21644984424176
HARS	7.48555627516081
AQP8	3.48758357196226
CREBBP	4.81047592800941
ITGB1	5.42445119012581
SPACA1	3.33239282359989
ZNF254	4.03139967656808
PARK7	11.3317509728610
PAX1	3.13514985154759
PSMC4	8.26101497737282
KCNH4	3.52487715826098
TUBA1A	9.6159756425431
PRMT8	3.53368262260883
SELP	4.07481438015896
PSMD8	8.69169794700027
SOX10	4.02344608516327
HTR1E	3.3736826917434
RABGEF1	7.07789549861675
EPS8L3	3.51378914890050
MAP1LC3B	8.16753789582116
AGXT2L1	3.17184152554020
CYB5R4	6.35875072053263
MEMO1	8.89120752233064
LRBA	7.12121256263249
TRAPPC2	5.91694221176652
FLJ14107	3.13975149216885
FNTB	4.75682484019211
MYST3	4.36371008403158
KRT8	8.06597862447872
AURKAIP1	9.50533340929121
LMAN2L	7.75014348697916
C1GALT1C1	7.23743084765144
DSE	7.46585731855142
FHIT	4.68801707763781
OSBPL3	6.15351646906266
PPOX	6.25486412364035
SLC39A9	5.62412097112657
EPB49	4.31884245559079
LOC137886	6.25696261194035
C7orf49	7.97243575696945
RHCE	3.47994588200489
CST8	3.24341211948999
ATG7	6.5591649023546
SPP1	10.7037718014962
GLI1	3.25436331930115
HYPK	7.90743267479477
SFTPD	4.41119868826839
MCFD2	7.94685934664994
ZNF157	3.18518546935022
EPS15	7.43338703289818
SFRS2B	7.94564422376188
BTNL3	3.80645030458821
GPR23	3.58669172410074
TRPA1	3.12657703145453
ASPSCR1	4.97239377197117
GNS	8.43710106673245
FDFT1	8.4642632982056
ENO2	5.53762804162274
CBX1	7.35579950287173
PTGS2	3.79109977769445
BMP7	5.26993108167761
CCDC90B	8.82685305990023
LRP5	4.97873245090063
UBE2D3	9.2478707399483
ARFGEF2	4.89968153778015
ARR3	3.57402016016816
MAP1A	3.60267949842489
NEFL	3.065736598342
CD2	6.37307422565756
FLJ23861	4.50337969292579
NAV2	6.00980743615629
ENTPD2	3.19197367345048
COX7B	10.7760187022431
ATP6V1A	6.79970424394269
TRGV3	3.14421852253876
ANKRD17	6.83909659911976
ADH1C	3.50466444353389
ATXN7	3.29919292314535
IL21R	3.71638053162883
CHN2	3.74622634498994
HAS2	3.43496641126489
C6orf48	9.95159607628029
TGIF2	6.53751962899195
KIAA0241	5.2845181512504
IGF2AS	3.41573506422459
CYP2C9	3.41073742139742
DNMT3A	5.55630151374532
CNOT7	8.41870693715082
FCAR	3.18060850317566
SFRS10	7.6975404072814
MARCH3	4.05744346310096
RUNX1T1	3.63960523619984
CTSK	9.32195478634786
LRRC61	5.06714677838555
HNF4G	3.10555033068640
LRCH4	4.62590333144762
PSIP1	7.6479080742818
AP2B1	6.56011413771038
C7orf28A	4.43010564936953
SMCHD1	5.56314156410067
EIF2C3	6.01425021285907
S100B	3.19709458084616
BMP2	3.8601126685898
POP7	8.99900783496659
UGT2A3	2.77449230620111
ESR1	4.3614124010943
ZFPL1	4.43846433664792
ARHGAP12	6.80479787962655
PGGT1B	3.86368966268416
LRRC19	2.73687856832015
ZNF767	3.42010208743676
DEPDC6	8.48444026770029
SLCO1B1	3.34725896577227
SST	6.79330007015841
NACA	11.905492685652
KCNN3	3.44103905963919
GLOD4	7.33626818519912
SCCPDH	6.56217649785188
PRF1	4.66254527779493
LST1	5.58133702641794
CDK4	10.0355339390255
TCF15	3.38639629229124
PARC	4.42423383461209
PRMT1	7.93399764473143
ITIH3	3.47901691776771
PPM2C	5.7116315830593
TEX10	8.02654471742478
EDA2R	3.39939332719242
LOC283345	5.53630603649325
NARFL	4.88864097872908
DENND2A	3.62835531280527
C1orf103	7.16154172325852
DMXL1	6.92313694369042
KCNAB1	4.18540584552431
FLJ20254	7.69994569939462
RBM3	7.54508372073386
GPR1	4.77842158650628
DMTF1	6.22976203935014
HTR5A	3.08746365058023
MXRA5	9.40050476260885
GRM1	3.42562109205389
SCFD1	8.07938468072905
RAPSN	3.25338499529373
ACOT9	6.90812852287942
PDE4D	3.07620707309806
TRPC4	3.02008131044708
EPHB3	4.65032319069962
GEMIN4	5.2778391823512
RAMP3	4.65858239994138
CNTN5	3.36562147224264
DLEU2	4.06789434053042
TSPYL5	6.94715284339907
GRTP1	3.92971983396625
ITGB8	4.70868714178383
GAP43	3.21871857139143
FRS3	3.42647578997617
PDE3A	3.63370090715834
TNFRSF10C	2.98546891370557
JMJD5	3.87609000343034
OTOF	2.65121366407421
TEX14	3.15843834419848
XYLT2	5.30727628298137
HIPK3	3.40893945353202
XPOT	9.9023501791224
RRH	3.05276786072637
CDR2L	5.94042427795856
GAL3ST1	3.65909241878625
DHCR7	7.76911395590373
PDZD7	3.59252684093137
FGFR4	3.62403103087778
CRAT	4.41870269138662
C1orf217	3.27722041708412
SLC19A1	3.89332014175899
PPP1R14D	3.31491634249178
LIMS1	8.66545509030953
TMPRSS11D	3.26349215102492
TRIM14	5.26688817216111
PIK3CD	4.25706968692081
MFAP3L	4.26801992853542
DERL2	8.69254473663223
SLC7A11	7.068730396196
FHL5	3.14525941266372
OR10H2	3.05647796684518
ACAN	3.43897835496424
BRWD2	7.68074281552887
PPM1E	2.92845846581213
DCUN1D2	3.87281867298129
TINAGL1	4.02190680470807
C3orf36	2.83852100713464
DOCK4	7.65602250331218
ENOPH1	8.36280733860498
FAM127A	7.99437968049824
SLC5A3	6.96844751753265
ARPC1A	8.90410646990464
CHST2	7.89791200346388
SPATA2	5.26382923397626
PGLYRP4	3.56660120043719
RUFY1	7.34289230412954
NTS	8.26740108025099
FRMD4A	3.25854490050701
RPS4Y1	4.7752537968390
BCL11B	3.33921377310425
TNFRSF8	3.82263812274483
FOXE3	3.22007818574137
PTGIR	3.93574012646811
ART4	3.14110022827843
EVX1	3.89200706785525
PRM1	3.50522702569853
GLCE	4.85790147764716
GPR18	4.06172221668083
ACAA2	6.69089689822335
PIGK	7.34299237439907
HIST1H2AG	6.1702869604033
C16orf67	3.65608078534244
UQCC	6.64526801289287
PLS3	9.37772632198948
DAG1	6.57583108021444
WWOX	4.49444582287010
GTSE1	5.2411145528371
GP2	3.33357522337758
CHIT1	3.29591897758135
PLOD2	9.6344381799474
RPS24	12.7266144049197
KLF9	5.03762202088174
TTC27	7.34524645450114
PYROXD1	7.87813447377264
MIA	3.84689289067969
TSPAN2	3.27002136705277
MRPL9	6.74982432529034
PCSK2	3.15695672594806
PI3	4.80947131073655
RPL24	12.1270201135443
HIST1H2BE	5.38529591997931
CD86	5.01853605682254
CALM2	11.8338091827855
LFNG	3.17892922005958
GYG2	4.3417789950211
INTS12	7.02055612729892
RAB4B	5.80243511152675
CTSF	6.71932969850129
HUNK	3.06103129365841
GNA13	3.51191560684284
B4GALT4	5.84705916264527
TSPAN31	7.66024392748802
CHD1L	5.13505604321398
CNKSR2	3.51101159425311
C1orf156	6.08335856097373
IBSP	3.35088092644893
FUT8	9.54851479971732
TRMT11	4.8033071653125
AGA	6.40620669254613
GFRA2	3.55947745469738
WWP1	6.76109820498862
B9D2	4.37450516675254
CPZ	5.85127571517269
STAT1	6.66550377604206
PTTG1	9.49365648713646
TMEM62	5.53762993729026
COL8A1	2.83728491049592
RBPJL	3.08437599346943
CASP8AP2	5.67550258405098
SSBP2	6.36598583116833
MMP12	3.82107822745317
NME4	7.17328521874348
LOC55565	4.46950469810095
GABRA1	3.60635550786262
PEX11B	7.20210932232061
HABP2	3.40452377623060
REEP1	4.65003475623701
C9orf156	5.2964404348156
SMARCA1	5.74099587633298
WEE1	6.01245029343531
APOF	2.91636487644242
GCDH	6.38415359360327
SSR4	10.3877327209708
SPAST	6.5217159250783
RGS1	6.45141211508267
ACCN4	3.90545761265958
PLXND1	5.52934630951075
FLJ20489	6.4624638298794
MLCK	2.99695846461982
INTS5	6.62416036006553
BSG	7.70217532807373
PARP8	6.10920544702767
ZNF215	3.26839479404541
TEAD4	5.66116495168672
PDE7B	3.16969506142408
MS4A3	3.03794369201816
DTX4	5.97676329340077
EFEMP1	7.0421608281912
TNRC6B	5.08700549724868
TULP2	3.53234748243724
RERE	4.66961249954064
BNC1	3.62032052034851
FGFBP1	3.80759312293245
TIMM8A	5.95887613792323
PIGB	5.72827730363159
AJAP1	5.25879704326888
COMMD8	8.24468364373267
TRIP11	4.85289587503547
SLC25A42	2.77199987723293
SYP	3.5907487607557
PCDHB6	3.85138295633066
FLJ12716	5.31364077786007
FKBP8	4.47354015686499
KIAA1109	4.12428431505067
PTPRC	6.45520654713426
POT1	7.0038573969111
CCT7	8.59705127859172
MMP11	4.88558253014974
MYO1E	4.9261759886745
EEF1A2	3.91927516361206
MIPEP	5.13799956150791
ZFX	4.62175655876262
UCHL3	7.89716115901739
LRFN4	4.70693332907831
XCL1	3.22539589348153
CARHSP1	6.54642927023328
GREM2	3.53057267368796
CCDC102B	3.87303062604275
HDDC2	6.09216240439858
SHC2	3.66820428962651
SDS	4.66308148553394
CASQ1	3.29950080688255
LYPLA3	5.63362442110353
INPPL1	6.14644142329861
SLC25A40	4.43974517191875
IHH	4.6166113222991
CHGB	2.91174060009468
COL9A3	2.99466012958275
C2orf18	5.70841603822752
DDEF2	7.79912852992412
BUB3	7.71242739711333
C6orf211	7.74082124153729
FOXD2	3.34926502847495
GGH	9.28993430591656
GGT1	3.55938222560722
ADARB1	3.78180072220044
VPS35	9.59471572977931
CNN2	7.14997933068479
DBP	4.66647422019965
WNT1	3.39882300458956
COL5A3	4.68337203580120
RHOD	7.0758558032087
ASNA1	8.31055925424882
WDTC1	5.30870495412968
COL4A2	7.73553061423458
HEBP1	9.67087685623771
SLC1A6	3.68734460482605
LUM	10.5731054659382
C1S	9.8065803008296
TCF7L1	4.57835725715698
ZCCHC6	6.60175934233033
ME2	6.22242568731139
PAGE1	3.51893776111362
DTX2	3.92112460790675
KPNA4	6.29554433085526
H3F3A	10.8527687480358
GLO1	10.5858647834636
WDR61	7.57493196573435
CD302	6.98125274017028
SIRT7	5.79047597464349
D4S234E	5.81998559834276
RABIF	6.46471387408757
DYRK3	5.93335604271985
PKIG	8.46420146547252
PFAS	4.96109866770907
ALOXE3	3.56999104464731
RPLP0	12.4527532645453
RBM34	6.7437069488286
MKNK2	9.34234328572097
ZNF528	5.07852106416243
U2AF2	4.82793769261038
SEC16A	6.91664332358316
EFNA5	3.14591022902292
ZNF44	4.61054176453819
FCGRT	7.735538257843
NOL4	3.23712182999229
CCS	6.04488250910403
IGF2BP2	7.4070459883623
MFSD7	3.39856235222641
OR1D5	3.1825625728226
SIX6	3.25623158411618
CCR6	2.73773741779116
TSSC4	5.51022716715069
COL11A2	3.35667548260184
CHRNA6	4.08859966391984
PLD2	4.04005371735412
PALM	4.81147239855073
ORC1L	3.95504093064506
SASH1	4.60578129286873
PUM2	8.30177791593983
ZNF365	3.77181374589414
CDC14B	5.0678651346163
PHC1	6.74488207201384
KIAA0913	4.09933544892083
LDLRAP1	5.22474185407142
NAT8B	3.16806470833629
PPP3CB	7.95601618095826
ANGPTL4	5.90000478933314
HHEX	4.52544947910244
LSM14B	4.17256393421362
PLCH1	3.47930550224217
INSM1	3.03588174321452
TLN2	4.22344599536217
ZNF493	3.08694736775072
HDAC4	5.13834055496969
GLRA1	3.20296555856937
RPS6	12.2098184804251
SFXN1	6.49035109728033
FAM102A	6.28540744006969
KLHL1	3.37730308460303
SAPS2	4.51022426912231
CTNNBIP1	6.68967097910544
SCGB1A1	3.28053900516986
SCAND2	3.41662011816668
HMGN2	11.3527382673084
NEUROD2	2.87788583503075
YAF2	5.90200692902966
BRPF1	5.5404683914841
RICH2	4.87595300258027
TBCE	7.00512679774336
LIAS	4.09763642342111
MAPK1	6.13320635085546
MRM1	4.16161153059701
HDHD1A	6.87041392048195
CTA-246H3.1	5.36188355241339
ATP9A	6.84147144299159
HSD17B3	3.47570560429161
HN1L	5.46625760265115
SAG	3.11385103875570
C20orf10	3.37349923630309
CTRC	3.45467305580465
HNRNPA2B1	9.64864317052625
RNF216	4.50494055069094
GADD45A	7.9815862689349
MSH4	3.17115312262114
HOXD12	3.11948577132817
TMEM70	7.12990571525382
PPP1R14B	8.59149347013831
SBF1	3.79512558655358
HIST1H2AM	6.42330419343514
GNG3	3.80693787756372
C1orf50	6.8386667057305
FTO	7.07491137197976
CALCB	3.06382327832592
PPP3R1	6.09551018608262
USP46	5.71764389877881
CCNJ	4.09863709398782
PSD	3.07521700052245
GNAZ	3.63266877960169
FAM57A	6.24870140880193
LILRB3	4.9166105250108
DHX8	5.77113388047769
SPI1	4.14831023763603
OXSM	8.19162148262755
GYS2	2.93794765837833
UBE3B	5.136845493161
PLAT	7.37842028434536
NUPL2	6.67194128136052
SF3A1	6.87626343796633
COPE	7.91266872485278
EIF3A	8.45562672713344
IQCE	3.54423151491365
FBXW10	2.65430714997444
KIAA0182	6.4459669670973
YRDC	6.70075295714655
GPRC5D	3.54688139282577
LRRC23	5.0601165314113
BLVRA	6.91570754262337
SLC22A7	3.16500725079482
RASL12	3.83429946250407
DAZAP2	9.08075101722399
IKBKB	4.07597018333413
PPFIA2	3.32814129406542
ZNF271	7.32728687816819
CXorf6	4.06078843606411
FRG1	7.65940986403306
BTN2A2	5.36935798689098
THBS4	4.16395027576878
ARHGAP1	5.13628274358327
ENOX1	3.69607747068938
ZNF706	8.53036668495978
DOK1	4.31786330827011
FCHO1	3.43343326267627
PGAP1	5.01638324864678
HOXD10	3.06931487166309
CXCR3	3.37711042215053
FSCN1	6.13634220484108
KIF17	3.25955981583759
TRIM66	3.25768262456029
CHI3L2	3.76893613167371
SRPX2	6.13356635145876
C13orf24	5.76735503543021
CBR3	5.67749480940954
ZNF132	3.48375600677058
AQP3	4.95592761355518
BNIP1	5.47975177532754
ST6GALNAC4	4.08830947582058
KIAA0391	5.93331866866701
KRTAP5-8	4.23281905996458
SIRPA	4.40591595841642
LYVE1	4.1972357440914
IGFBP6	4.83941583538252
APOH	3.18087266805118
TSC22D2	4.52968147153575
PLCD1	5.7180628935226
NPHS2	3.11650229310207
ARHGEF15	3.48117712340917
M-RIP	6.8259283800713
POLDIP2	6.73726931795115
NDUFV1	8.12339870019684
SRD5A1	6.93232830885812
RAB3GAP2	6.67770190149
CLEC7A	6.05746858383006
REXO4	4.84635722888656
HSPA14	8.13056679237621
TAAR5	3.78981420009686
ZNF142	4.71776039717724
MUT	8.06108981737964
C2orf43	5.46742072199516
SELPLG	4.69849919019826
BAZ2B	6.99866522731452
SLC38A3	3.49019119984657
BRD7	7.66443198468677
POU6F2	2.98159924616615
NISCH	6.24185851468991
TCEB1	8.52938467896463
OPCML	3.37525080118886
DTYMK	8.34744565310583
TAX1BP3	6.04725856857037
F13B	2.97375052241823
RPL34	10.7328080513336
AKAP12	5.80868702500453
MARK2	3.64262498423229
AMBN	3.587393432752
C14orf32	7.08906491063514
FLJ21865	4.80094412423409
HSD3B2	3.08430770029367
HMG20A	5.99972067313586
WDR77	7.95935719981328
ATF2	5.96365988855607
C10orf137	5.20809501164467
ARL6IP5	10.2268255075177
QTRT1	4.75669557522577
CCNT1	5.35492043590765
AP1B1	5.95195920178419
CD74	10.6058817574407
DYNLL1	10.8974091757013
PLSCR1	8.55719244062704
LIPG	3.71622655015952
PHACTR2	5.18354588501844
SLC35E1	6.47404925990951
VENTX	3.49734497428185
FEZ1	4.46503685600306
APOD	4.86403043364084
LAD1	5.44785482672149
C16orf44	5.66582089790042
C1orf166	6.08637469130242
PAOX	4.8531127744950
MAPK8	3.4351339469245
NELF	5.05628065497258
RBBP8	9.28955683525502
DNAJC8	6.04497920033676
KCNJ12	3.91988433339199
WNT11	3.34758933588284
SRP54	7.9479649561288
GPR35	3.78187934524961
NRGN	5.2491966576971
IFNW1	3.47635487718528
ACVR1	8.68718343386578
SCN1B	4.88399449131555
RNASEH2B	4.83694854588803
STAR	3.33746973690312
C14orf65	3.36890964697922
TAAR2	3.05474556354268
VAMP5	5.37397242948105
TUBA1C	11.4401982723750
PIK3R2	4.44865953534268
ARD1A	7.47145084242844
SYTL2	3.27041539015403
UBXD2	7.80406581558494
EBF2	3.36911725619873
CAMSAP1L1	6.35146606755586
CYP3A43	3.05352754902581
CCDC91	7.29637209445216
AKR1B1	9.64959717260096
KAL1	6.63369669498836
GRID2	3.11960370949109
ZNF423	4.21542516707774
PSMB4	10.6554146582395
ARPP-21	3.07605730847194
XPNPEP3	5.32732320285493
CYBB	5.77589877934673
UXS1	7.55205492599204
SART1	6.41702875843149
C7orf16	3.22079765415635
SPTA1	3.35111716865978
SHB	4.13582903609383
CHST7	3.91127475913446
SEMA6D	3.56773829948673
IKZF4	3.43950005296228
NDUFA1	10.5948928063511
HSPE1	9.74146482616885
MAPK13	6.17217598787718
MYCN	4.35353803876702
KCNJ3	2.97497012287728
ZNF573	5.05047161252034
PCDHGA8	3.68681915747962
ERO1LB	4.32853564835902
NTF3	3.8917165016953
GTF2B	7.68010472606261
GSPT1	8.28694757667222
GUSB	8.3375971320251
EXTL3	3.99552469864088
PMPCB	8.40626625985219
COPS3	8.62747176587199
LIG1	4.74690154766873
NID2	8.21875477938193
LSM8	7.6963449589458
TMEM97	7.51510594548931
SUZ12	7.33367130198251
EXTL2	6.98908633899437
PDE6B	4.07169541155218
MRPS16	9.21976409924346
KRT18	10.3559118514764
C10orf118	4.18220944096436
ZDHHC13	7.27596802795418
JMJD2C	4.35424736387391
OR2F1	3.6798080138559
ZNF415	6.44595926575904
CDK5RAP3	6.53059065165543
YTHDF2	8.84842083882507
GGCX	6.71710593901806
FZD8	3.10243806648269
TCEA1	9.83544241545983
ARPC4	7.01395302226553
SUSD4	5.7224852863994
C22orf24	3.0955805263569
EGLN2	6.45403366028856
KBTBD4	5.9851947517462
TNFRSF14	4.5249599909265
ROBO3	4.08223222017374
TRIM28	8.51703147820498
FGF5	3.30403485955272
RTCD1	7.10664120953704
MZF1	4.81434678554348
CNIH4	9.5278609134684
ZFP2	3.73145090048547
CSPG5	5.00795971649535
FKBP15	5.1161437211113
BZW2	9.52157635914376
PTPRN	3.18830103446674
HTATSF1	6.43115643801524
WFDC2	11.0006786558752
TST	8.44947676768765
NDUFA7	8.08213052041697
TTC22	2.91750620477006
RNF24	5.74532452277522
SFRS4	7.20770697332625
CD70	3.83547576289919
DCPS	6.04381814394453
PDXDC1	8.17077365814941
SRC	3.90550710022103
NTNG1	2.94792118307634
SETD1B	6.69006790211792
TINP1	9.65656092220405
ZNF606	6.53583730091313
SSR1	8.69443621535629
NFS1	5.86367227232371
CRMP1	4.64310675617629
NUP107	8.18544637776483
OSBPL9	8.88388433488942
MYOZ3	4.10046199569374
PDE4B	4.02856254939675
ADAM18	3.3860792973905
FBXL7	4.94060305210531
IDH3G	5.93294451454798
CCDC87	3.36897436992817
ARFGAP3	7.3158938990335
MAPRE2	4.21137680114598
CSNK1G1	3.34645042948055
IL1RN	3.80748935708894
MAFB	8.49574098978386
RAC3	3.38951331497655
C1orf54	7.32968385317308
TMEM14B	10.7198098154746
ADIPOR1	7.56407841600699
GRINA	6.84222688831054
CLIP4	4.25798798900670
TFPI	4.07123582380072
DPEP1	3.04515939549678
C14orf118	4.27797053472533
FABP6	3.12492683856919
TMEM87A	8.59660198632034
BBS5	5.80518030772775
SMTN	4.07672949614475
CYP17A1	4.29908767137429
SCG3	2.78410042573927
GFER	4.59116095004411
CD209	3.66119344553836
NRIP2	3.13926342715135
CYB5R2	5.55380750224844
RIC8B	5.56717508548688
CSGlcA-T	6.85439636485626
DNTTIP2	7.47592956288101
TNNI1	3.3723008923774
GABRB3	2.71502019467333
PCBD1	8.76402084897153
KTELC1	6.63291601190475
HOXD3	3.87661689502839
GPR85	3.56309081173805
P11	3.10789756596743
SP3	8.75941492360982
GOSR2	5.06583896737227
DDX1	9.49849901258528
BFSP1	3.45327716590182
FLRT3	7.66551754654138
RNPS1	6.7429841105161
LCP2	5.49257655674992
TAS2R8	3.01367740630623
SEZ6L	3.46747433204139
NR2C1	5.0298006359724
EXDL2	7.45625965090190
SLC25A10	5.38906082097579
ADAMTS3	4.9160632254768
PCYOX1L	6.35595498779075
TNFRSF13B	3.55347250862172
VPS54	6.47384990016227
MKI67	4.80282763053853
C7orf54	3.9479245708549
GLS	4.95026674116358
PCDHB12	5.61648557731393
LGALS13	3.005849808804
IL4R	5.06455332281697
SEC11A	9.82523181175618
C4orf6	3.23416370214064
SPP2	3.66608386643843
CCL5	6.5029481947644
PEX5	5.43789592448514
CLSPN	3.99519575752765
LOC51336	2.88665544570274
SPAG1	5.0982554171567
C9orf82	8.57081578469038
KIAA1024	3.68807536235999
TM4SF1	8.26633475864846
SMG7	4.94907052070332
WDR45L	8.94422036970049
TAS2R13	3.08837952099015
SPAG8	2.95781613885779
VASP	6.39739627620787
ZCCHC11	5.28284635783239
LOX	4.42181071891264
SYPL1	8.63646243956653
BAG5	6.29116549893046
RPS27L	8.83771877624642
MGC2752	6.68496547863344
IQSEC3	4.09478469247822
TGFBR3	7.88073825350111
