Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A12_471884
Composite Element REF	Signal
HCFC1	5.34367302058554
NFYA	4.15116940748726
PBLD	3.53556395967683
PIGF	7.04974038712942
AHNAK	7.43011445697194
ACTR5	3.88046540056541
KIF14	4.86371886667658
PTGER1	3.87279472417769
NOS2A	3.26350060413134
TENC1	5.02220151474211
YIPF2	4.52794596054683
ETV2	3.42138455334767
KIAA1012	7.95618957646667
C17orf53	3.96928884492820
AHR	6.38196323103097
PTPRH	3.47586439464157
ATP10A	4.43384557186132
ATP6V1C1	5.68635507930001
DPH4	5.67039151926422
TAS2R3	3.03719100316776
C5orf5	6.24675552792549
KCNA4	3.82409414334926
COQ10B	6.32448204550613
NMNAT2	4.19617720833036
PSMF1	7.70854180882861
SORBS2	3.32506947827573
NFE2L2	9.63048377434702
SH3PXD2A	3.94836286447205
NRF1	3.94845893789627
SPINK5	4.11270849923371
SH2D2A	3.80689619597508
PRDM12	3.50299503967339
RBBP6	6.9478659076707
OPA3	3.30493238929525
PAQR4	5.39190054212523
IFI27	9.9989395953194
SKAP2	5.34520055988879
TJP3	5.96472062711568
C9orf61	4.37408788364342
MT1G	7.47763574977438
HS1BP3	5.96295520751299
IDS	4.41211315415542
PARG	5.67529872997687
OR2B2	2.99590418607489
DYRK4	6.58844346895311
MICALL1	3.94704838681015
GALR2	2.99665303586585
CHRM4	3.53865406284849
RIC3	3.38881731364385
GPBP1L1	7.61921036302047
ART1	3.52042853131252
TBX21	3.36705755387584
DUS4L	4.3616198872543
KCNJ6	3.28169250613213
TNFAIP6	4.88064298035258
CCT4	10.4301864475323
RTEL1	3.71030039580895
CASP5	3.73845371461923
CHMP6	4.80090226911434
BRD4	6.13592748975055
NDUFA13	9.28874091925815
CYP19A1	3.19497382034105
CD151	6.34375406400119
DOK4	3.95628725739686
FAM26B	6.74209784154712
ARFRP1	4.5110499717075
MRPL41	2.9582247060208
CRYBA1	3.25139095753426
HRH2	3.69471314614097
KIF25	3.45597080730317
MTMR6	6.431019821359
SCAMP3	6.29454517094356
MTG1	4.99109179968048
UBTD1	3.81008538658106
SOX9	9.2269999401847
CRABP1	5.57233859436247
FLJ33790	3.39381515448161
FAU	11.3405980056619
DTNB	4.00253176959051
CARD9	4.73970964899214
PACSIN3	4.79103268831934
OMD	3.23538803234241
HOXB8	2.91631065682479
NSBP1	3.54229732918390
SLC4A5	3.43512020896943
FBXO46	5.39762711242854
UGCGL2	4.85625064265289
SVIL	7.21899225171636
OAS1	4.45077529897593
PHB2	11.3701350278909
NDRG2	3.8502582912206
ERMAP	4.36384747855697
GRIP1	3.54100359305229
APBA2	4.03552655587626
TCF21	4.21593374668406
JPH2	3.21817696875488
DLST	6.5931928854201
SLA	5.19106689767797
AMELX	2.76705663728777
WNT6	3.31346211985125
ATP2B2	3.61243839133465
CPVL	8.20522901967326
RGS20	2.72412629610280
TRAM2	6.19760051435712
ZNRF4	4.36261714453578
ZNF419	4.73398318935393
LXN	7.11155168262007
TLK1	5.50071316385083
UPK3B	6.22159965837108
MTMR12	4.05015239067817
KLHL21	6.09751635416486
ZNF384	5.67286727643379
PI15	3.31679540585019
RER1	6.21695066429986
ELAVL2	3.03505345215632
KLF2	4.98130274391123
RPN1	8.96383025167653
PMVK	5.96318149448243
EIF3D	9.07413427456176
SIX2	3.53089017211319
HPS1	4.59905654713021
RNF7	6.56674344489701
TFE3	5.82052101209781
C11orf17	5.06283520546203
SNRPC	8.58275852291875
KCTD13	4.77380012281277
DLGAP1	3.59071712806958
PGLYRP1	3.78758566562222
IL8	6.87456023457413
IRF7	5.1988550577377
SERPINB13	2.96296544192003
SET	9.5130010486636
NAB2	4.85420106404405
MGC40069	4.02424081597658
BLR1	3.30181614426248
LRP5L	3.80518001245558
FAM120A	6.71211479323158
ASCL2	3.20478559475640
PCDHGA10	4.44311870983118
SHH	3.14601794454848
SH2B1	4.8943256991835
ATP5H	10.8225113159382
THPO	3.29149421113920
HIST1H3E	3.60452472540691
TYRP1	5.6930912933011
EIF2S1	7.10262227844181
RFNG	5.66085942307888
RAB20	6.26714457754417
TNFRSF17	3.8277166840434
RBM7	8.16500050137878
TMPRSS4	6.66541095727931
NKX2-8	2.96295141370573
C1orf115	6.87604146426162
TAF9	6.94423216796532
TERF2	6.33100055539559
TNFRSF1A	7.67326485859743
ACADVL	6.10575987794059
ISCU	8.66700886160542
KIAA0841	4.67751524037572
GTF2H5	7.05734909119075
EDG8	2.84952059409376
RAB15	4.04829428734115
HBP1	5.36276213300356
TNNT2	4.44532294271116
CECR5	6.59363081797454
JRK	4.9426781676101
PHGDH	7.14205702866056
XPO4	4.53253416494744
ARHGAP25	4.62448826192478
CA9	5.39027695418685
TLX1	3.47399663656546
GPS1	5.77462652096364
RPS29	11.8747760586592
MKLN1	5.6487394876725
ATP6V0A2	3.86444820764866
EMR2	3.67346371643226
KIAA0319L	4.58383339418606
DOPEY2	4.03681249963446
SLC29A3	7.18897210241875
LGALS4	3.81112192329048
SDHD	9.80890144532818
USH2A	2.92610539218377
NF1	4.10227417816052
IMPAD1	5.69519334519365
APOBEC3A	3.46706517851528
OLR1	4.25015411018516
HCFC1R1	6.50592273890282
TAOK2	3.89200586307653
NRAP	3.83774456539899
PPFIBP1	4.82686692461745
LYPD3	3.7633761055884
BCL7A	4.42423306560757
AGER	3.52490560637928
MCM10	4.96171392387172
MAP4K3	7.40083228173577
PFTK1	5.57993598859284
CBS	5.8401299920557
CLK3	5.8559225674024
KIAA0753	5.4519700730669
GABRE	3.24435860842642
FIS1	7.77060743976228
ELF4	7.00435301447565
C11orf49	7.21196773500253
CLIP2	3.89042915057481
CLPS	4.02967478594995
PPCDC	4.1027520136181
KDELR1	6.89337976909035
NT5E	4.54205969953915
FOXN2	3.45764902770159
NCSTN	6.29703617523846
PARP4	8.33958567743247
CD83	5.95526243071838
NPY	3.43278807690398
IL18	5.2756557907367
BEGAIN	3.33087271314845
VPS16	5.64628369709637
SLC16A2	5.13619339061131
SLC35B1	6.34662383167636
C4orf20	5.4693883104909
IGFBP2	8.06517697309859
NOTCH2	6.95184095596267
SIGLEC1	3.9479259972856
SLC9A2	3.60288991215275
CD93	5.31561782336251
CEP164	4.07795578627389
P53AIP1	3.24619317592756
ADD1	6.66745429895219
ZNF136	5.33531633742579
ANP32A	6.16084161796738
MGP	7.87878211825458
DNAJC1	5.1312346330256
CCDC144A	3.09418064122951
ACLY	6.32965949394181
TRPC1	3.66402566517589
CYP4F12	4.03721329456633
FKBP5	3.39164152006906
SMS	7.83507120448962
MAPK7	4.04009653874686
RRAGC	6.91991823931646
PARD6A	4.34984151370857
CCDC85B	4.41649577683486
SYNGR4	3.32250900410617
WIF1	3.21238995814324
GCH1	6.00635261895786
STRN3	4.78078794241339
TMOD2	2.82197537575030
FLI1	3.84358115107675
DGKQ	3.79852925085400
MAB21L2	2.95175773354375
SCNN1B	3.12782449601895
ECHDC3	5.29482488771376
TMEM106C	8.14967239474116
CSNK2A2	6.35440220901182
GPRIN2	4.95231423663455
CPA4	3.88836701500804
RPL39	12.4812887447636
HERC3	3.52638031505307
MELK	7.19938778493322
IL15RA	5.13956431080643
HMBOX1	6.81626211330937
CUL3	6.1072375125364
PODXL	9.45292415016299
CCT6B	4.15531483976867
GPX2	3.61463054740441
ITK	3.75415464448552
CLIC5	7.80180218266274
RABAC1	8.0702572391689
YPEL1	4.27004532809932
DNAJC4	4.02805763907968
NR1D2	6.30038845229274
KIAA0776	5.51091178395491
FBXL5	6.29432837066893
C13orf27	4.81311984356412
DEFA5	3.03637587355827
TRHDE	3.16545340919343
ZNF536	3.09376571286380
MEF2B	3.64348399883012
UQCRQ	9.44826328756645
ITGB2	7.80587275153857
PTPN4	6.72825072728428
STX5	4.53418531250428
CD72	3.73397646813486
ERH	9.85262427626638
XRCC1	6.02552468862787
VEGFA	6.28640392132763
MPHOSPH1	5.32951223499895
MORC1	2.71480382582427
PARVB	4.03915785668822
ELL	3.60120007384553
SETBP1	5.7967533819331
CDH11	6.43625912457335
NDC80	5.88028340764761
GIMAP6	4.96246890127313
AREG	3.43572900553716
BAT2D1	7.18318511712651
CDS2	5.8689088179579
LIPT1	6.80156164225831
SENP3	4.77625389894189
IL1F9	3.61996302184729
GRIN2A	5.33340584195879
MAN2C1	5.11763359045399
NSUN5	6.20985565597455
SF3B5	8.68446773684363
CEP72	5.56354914791465
MYC	9.03874722136715
NRXN1	3.101223440907
DECR2	5.8797840237434
SLC37A1	4.37885364297235
SUPT16H	8.76006946177955
MUS81	5.7882640978829
PHYH	6.04409306619467
ULBP1	3.36814380469093
OIP5	5.3252527445944
IL10RB	7.43462415571804
OTUB2	3.57234009797757
NELL2	4.37727183663375
MAPK8IP2	3.81816329416358
ARHGAP10	4.49646238176615
POU3F2	3.38354834212381
RPLP2	8.48741257205704
FGF22	3.71947676892411
PSCD4	3.91964106001341
TRAPPC6A	6.61339526984996
C21orf2	3.65046640021781
CEMP1	3.41155753622179
IL1RAPL1	3.41338892092522
LIN7B	3.43662399261821
VCP	7.91259600248849
NKX2-1	3.11393097946800
BGN	5.30899790416105
LAMA3	8.39067620097148
APOBEC3F	3.04581114396689
COCH	3.27499359015001
SCGB1D2	6.73210054156659
SP4	3.65728126421664
SLC11A1	3.69529807534722
ICAM2	3.86757926484529
C21orf25	5.49953814784584
SH3GL1	6.0531012578266
RALB	6.60418297682136
GSK3B	6.07804148817449
GNGT1	3.17968984647867
GPD1L	6.79249959378265
VPS37B	5.46402505308979
TNFAIP3	7.89051895559102
C6orf32	4.29470838070190
ATG3	9.04334808571674
KLHDC2	8.5473717385521
NDUFV2	9.01649003023125
PANK3	4.86366159227018
BLK	3.21272361109910
MATN4	3.39976985389576
GPM6A	3.64776461057275
WDR82	8.30736898669695
APOM	4.14484663114443
PKP2	5.13819663492865
C1orf135	5.19033093770484
TRIP10	5.70803855534512
HRASLS	3.64962556694858
TESK1	5.55685788142061
FSD1	3.53314101345016
SFXN3	5.55485884649208
MMP1	3.48340852636305
CA12	4.34876083689519
ZNF611	6.36446759587763
C19orf58	5.87369548891257
NCOA6	8.00648462895396
PDE6G	3.79426245586687
PPP4R1	7.68061985555656
HLA-DQA1	8.25708868326474
GCLC	6.21621669049775
MAN1A2	4.0215745909384
SEC61A1	8.00259031165956
IKBKAP	5.17309120303085
TWSG1	5.37527055751498
UPF1	5.26674908819462
KIAA1219	5.44421012364808
CTDP1	4.50323603632809
ZMYND10	3.31746243719501
WNT16	4.09770199919724
ADAMTS6	3.42497637349709
SNW1	8.26232973550165
IL18RAP	3.70711042866952
RPP30	7.71259018043967
KRT86	4.30559810839799
CDC40	4.46370733172196
SLIT1	3.51970463189959
KIAA0574	3.380584323776
GTPBP2	5.42685286347684
SETD3	7.25057629251583
C15orf44	6.25098447739385
PRRX2	4.64855902488645
GPR110	3.3783534699232
C11orf10	10.2514077171434
MKKS	7.51674120731833
ELK4	3.44106908321943
ACOX3	3.55073821465971
ADCY1	3.51138603252866
KIAA0372	5.51448724773864
TP53AP1	4.10872830911419
RHBG	3.99900826521894
SMURF2	7.53697531001194
TP53I3	6.16861795289041
EBP	6.4466191591429
SLC22A3	2.80089062053954
TOR1A	5.97729756935796
P2RY4	3.42780681463219
TRPV1	4.51414552618750
ADAMTS12	3.31607943973119
PES1	5.58983878713785
UCP2	9.88483241128052
ATG4A	4.35446005306176
FOXG1	3.75910746039189
MAGEA10	4.3109254474444
WFS1	5.11044173095276
TRIM24	6.40273755685206
PABPN1	9.88494920069996
PROC	3.83241074866053
SLCO1C1	3.46166366431576
SLC25A30	3.39692992137572
SLC22A5	4.71532169481538
DEPDC1	4.55794076809143
KIF23	6.44931227500456
SYN2	3.6557584584035
ASPN	3.75619703327026
CENTG2	7.24762377821467
ZDHHC17	4.74220292298529
VNN3	3.41992894043893
KCNH1	3.67114678937859
PPARD	5.19008176545445
PSMAL	2.93442669077767
FLJ10815	4.31184017760776
YBX1	10.6445807014367
STK24	8.79024268751365
SPEG	4.74391738327104
STK10	4.54177997394181
ZNF695	2.61208298478154
SCTR	3.05511773654850
AAAS	4.53855070025215
SSX3	3.3221808184544
ABCD3	7.19654449748122
MTF2	6.22854862952796
FIG4	5.93214120559463
TMCO6	5.64763068360091
C9orf46	5.90429494707950
ATP6V1F	9.36973378199668
IGHMBP2	4.52100178033985
CCDC94	5.07760184541379
EGR4	3.27762581564076
DUS2L	4.19577859305608
FAM3C	9.26374815789304
DCTN4	5.94988173302883
EIF2AK2	6.36680963704634
CST4	3.63439884903793
CCL11	4.961025342343
LMO7	3.93497030783065
PAM	9.03790951786509
NUTF2	7.89501430152113
ADRBK1	4.750487521667
ZNF84	4.94018032080249
SLC39A4	7.332713641917
CITED2	5.00223610443291
C12orf49	4.26276944223018
GRM3	3.25119705203725
CCDC49	4.11294961128033
STARD8	3.81941928705415
FNDC4	4.35125293648902
SIAH2	6.12570653733595
CCDC103	3.02187462008119
ATP5A1	11.1070348865926
HTR7P	3.16909771883507
LALBA	3.08522816963342
RMND5A	4.98539794585135
ATP5J2	9.67864580454492
PSCD2	6.79067234015045
MMP3	4.49799335151268
ZNF409	4.26317619856128
CRHR1	3.43999037601095
WDR70	6.74318488960256
ZFAND1	6.78869961650117
CCL18	5.68762428822987
KRTAP1-3	3.13272736062299
RINT1	5.09667189022971
NRN1	3.17502714036574
SPAG5	5.40676917460794
KIAA0408	2.87518623239243
F13A1	6.85121803996468
DNAH7	3.10658849816636
SLC10A1	3.56298452864404
BRCA2	4.3462717303738
ACADM	7.1603712554343
GIPC2	2.86022749724061
OGN	3.82631000113404
RAGE	4.52622901894314
XPO6	6.68840549126017
FMR1	8.08345757714815
DUSP3	4.73592131601883
ANKMY1	3.46015714042416
CHMP2A	9.23395547579826
FAM8A1	6.82783654251844
GPR21	3.77717403125544
BBS9	4.27651747521355
UNC119B	6.81529064439107
SLC12A3	3.1853781680043
ZDHHC7	7.05308749905281
FVT1	6.29275060950243
ENTPD6	6.43984660575971
PPP1R2P9	3.63836233029704
ERCC4	3.87771680734066
MMP8	2.85759190604728
HMHA1	4.92127454980563
RAD23A	7.47015304247322
ACY1	7.4242371669603
MT1E	5.461551638186
PPP5C	4.51188702203124
GPR20	3.59276189019729
RFPL3	3.48745869741362
GHITM	9.33767402641394
SCAMP4	5.18761410022456
NARG1L	4.68009173812957
MYO9A	6.092872124064
BLMH	4.98594761664121
NDUFB7	7.75504872370518
ADCYAP1	3.4402996743652
SP110	4.83940785773972
MIER2	3.97900810531286
KIAA0513	3.85279645981976
SH3BP2	4.64943743027646
PNMA2	4.37439943106683
MAP3K7IP2	6.61487987930834
AGRN	5.04476930544354
CEP290	3.78839245711135
ANXA10	3.69666503050055
RTN2	4.49791139167255
C14orf133	6.26263426137363
PRPS1L1	3.07947990091002
PRPH2	3.55529546143546
KLRA1	2.76257202653372
IRX4	3.14306428063141
GOLGB1	6.59949520077372
GPR97	3.32718105160314
NFKBIL1	4.97019411861506
CHD7	6.3332472250501
APBB3	4.73022797824644
RPS10	10.4129071689385
HIC1	3.4868551483066
TLE3	4.36845770399255
PSMB7	9.38166770154164
IAPP	3.33577401134673
SHQ1	6.94092935861096
API5	6.54764320493776
GP1BB	4.20377186000223
FTHP1	8.46195424227813
TRIM6-TRIM34	4.58897866241552
SLC6A1	3.89599668359114
OCLN	4.94714240700054
NAGLU	4.05746709643065
PTTG3	4.4626576556127
FAM117A	5.70448331150801
SPRY1	8.4179280806756
FLJ10781	7.32394301178012
CDON	3.69364402311363
SH3YL1	9.02860638764627
IGKC	4.54976422538755
TREM2	4.36925959573725
MMP14	4.35101563779226
SERPINI1	3.64887342144393
HDHD3	4.70850413142229
DYNC1LI1	6.46178517223369
FASTKD5	5.53991087086749
TDRD3	5.57845584893098
THSD7A	4.04998345022863
NDST3	2.92194659934576
CXCL2	6.16021735804803
DHRS12	4.0486669641529
MAP3K15	7.34620286917038
FBXO9	7.36199997803441
APPL2	4.25246967697503
TNPO1	7.37645054037928
CARD10	3.9191408388892
MRPL13	7.39145705647961
SNX5	7.94477308628256
EEF1D	7.67243235614883
RAB6A	4.08654525474942
SOD1	9.51162563168468
C12orf5	5.80670261639977
PACS1	4.58302433078532
PAPOLG	3.38164869266005
CHML	3.23571786987385
SIRT5	5.91603196317471
MSRB2	5.82048877796081
BCR	5.94765726850906
PUS3	6.4100325598521
CAPN2	10.9138552441713
FXYD5	5.27447640760903
TWISTNB	2.92043291156154
UBE1L	5.89248500760697
UBE1C	7.52414771472087
CHD2	3.31760099525060
C15orf2	3.54964567632452
FZD5	6.50096876085434
NR4A1	4.33709184075532
LOC339047	6.84331574900385
TRIM17	4.00324080997123
ZSCAN21	3.60872677886676
RPL15	11.8314681698102
ATP5G3	10.4798162749161
PRC1	7.39376462679971
ADAMTS8	3.39593728919658
ABCB9	3.81547486632012
HOXC4	5.92498742554359
TRAK2	6.01308102347154
STAB1	5.66421277737093
CEACAM5	2.87894064067827
MYT1L	2.92959929971099
RASA2	4.37682171134521
LRRTM2	3.06689755962806
STAG1	6.85909833096162
OSBPL7	3.6870746947099
GIMAP4	5.98988619066699
FUT3	3.70228864284654
DBI	9.20441368116705
LPIN2	4.94197640971292
PAPD1	6.89158811491094
APOOL	4.20780376932309
DIABLO	7.22200329496907
ARMC9	4.07315389462758
RPS6KA4	4.49613928763184
TRHR	3.08163020270187
SLITRK3	3.51093966394725
TGFBRAP1	4.88944204035015
FAHD2A	4.53915348518385
CNTN1	3.56075322156426
ZNF211	4.75261023519231
BBS4	4.72238668095972
TMEM181	2.74318036878427
PFDN1	7.09310157915965
MINPP1	5.91844391390851
MPHOSPH6	6.29798423220764
RGS11	3.17561411533015
HOXC10	3.12980292017066
ITPKB	5.26361779633409
HS6ST1	3.32269479616135
AKR1D1	3.19654284661537
TNP2	3.23675816070138
MEOX2	2.70080967153224
EML4	6.62787393084635
SGTA	5.31463938825845
ATP6V0C	9.23032438080182
PRPF8	8.389397513136
PSMD6	8.79192377826246
HIST1H2BI	4.94206333129671
TMC5	5.2229524355563
FKBP3	8.70158736480984
FLJ20273	8.44981690324659
PLEKHB2	7.33064680802955
RPL28	9.53845218513504
NOX3	2.82375604915474
ZNF544	7.29047367977977
EPYC	4.0339818080335
ELAC1	3.25365679447401
METT11D1	6.7437360150515
BIN2	4.40478738097229
NACA2	3.73680416221864
RPL18A	12.4438968581835
UBOX5	4.15684427052322
TCERG1	7.67477803368935
MPP6	3.84724864534002
KRT16	3.63139401252868
UBE2O	5.04228075032815
KLF5	8.41957744082958
C9orf31	3.44315273809362
APOLD1	3.73566829627297
UBL5	8.89346994611762
ARHGAP29	8.9953031698356
TNFSF8	3.39101802480808
PDE5A	3.1592699119816
CDR1	3.06127889047338
FBLN2	3.38013219161798
C14orf104	5.74175786813973
HBE1	3.49262447303883
ROBO4	3.53445784638801
C1orf108	7.41435413637922
FOXI1	2.87737419878496
BCKDHA	6.25074252905064
RAB4A	8.40290497475645
C11orf80	4.41484301678836
MYOC	3.75377190996076
GIF	3.59153741230604
TMEM39B	4.46274913031671
RPL3	11.8494657121401
THBS1	5.38756497913912
APOO	7.26492202720433
ATPBD1C	5.92251725969145
FARSA	6.13899215649517
ARMCX1	6.13591778555505
EIF4ENIF1	5.17993990897679
CMAS	6.2326344980938
OR7E24	3.30424352062393
TNFRSF21	7.45313069369939
PLAC1	3.67291387881819
KLHL18	4.54063179857136
LBA1	4.13778979955435
MKL2	7.34269024408193
TBX3	3.40379728228457
TAZ	4.49650943774285
CRIP2	8.11830601756788
DAXX	6.59199376103895
ELMO1	4.26888989563586
RGS13	2.59907198855012
DIO2	3.37069605267651
UNC13A	4.38733502545323
TAF11	6.81652501945724
ORC3L	6.26342738999008
PRX	3.29087171665263
TARBP2	6.03631382303144
CABIN1	5.06490834162193
TRIOBP	5.92782072332793
HIST1H2AC	9.41632309855826
RBM5	6.21086557212541
TUBGCP4	5.46460956239759
NCOA1	5.6925477162838
CDK7	6.36185370847124
SSR2	8.99352384003747
IL25	3.18685552606069
CRELD1	4.56807579756369
GPR6	3.37936223676442
SNCG	4.31994108427583
CHEK2	5.04368083002440
GAL3ST4	5.00290512767882
KBTBD10	2.71443566225745
DRD4	2.9284378628939
GDF11	3.97737347902849
SEMG2	2.74822694494708
MCM2	8.13081561957029
CD247	3.97404577904095
SOX14	3.20890618971321
RBMX2	5.69056648650192
KIAA0922	4.70656336205481
TGS1	5.67527223652422
C16orf57	4.78668082533237
SYF2	7.34331192904025
MCM4	6.40914280655887
PDZD2	6.96387998121642
CEP192	6.31713116878425
IFT88	5.54939691486115
MCC	3.88029471280458
RPL9	11.9071256652748
RAB32	6.38330047425112
P2RX2	3.77148584251180
DDX43	2.98304943466551
HHLA3	4.23505227436479
ID2	8.71268179701924
UBE1	9.51356195609352
SLC24A1	4.18429076242993
ARHGAP5	6.27340947066725
C20orf23	4.47591175629193
CETP	3.29676962756082
ZNF688	4.62922141800902
APOC2	4.91031929178578
PWP1	6.89931865762648
FAM50B	6.10416969099551
PTPN6	6.33337458406821
BAHD1	4.86108633789775
GPR56	5.14349532225
GRIK3	3.15865221289371
DGCR14	4.39025779596013
CACNB2	3.32569591948404
PDE10A	3.06799557218441
METAP2	6.50097544490447
RHOQ	6.33444515647534
MAP3K4	5.45968337926986
PDHX	6.33948849677508
RPL23AP13	4.66697149189919
MTA1	6.09747359616679
GNG11	6.17686859405671
ZBED4	3.86608620317537
CLCN3	5.09263956803307
CDK2	5.46742756329524
HCG9	3.43748908923875
SLAMF7	4.44411948845492
CDC37	6.95079445819087
ZER1	3.97003820159118
GRK4	3.19745938680075
PRPH	3.81769335642478
PPP2CA	8.99248675618766
LRP12	4.36534393717206
POLR2A	4.00486937317268
SEC14L2	3.25898561839950
OGFOD1	5.6775259933996
DKFZP586H2123	3.53098372974855
MC3R	3.41376103846381
NOL5A	7.01270858515416
PHEX	3.77164340661851
HIST1H2AB	3.6626257868495
C20orf117	5.18708984751219
POLH	4.82184792691431
DDX17	6.35378515118292
CAMTA2	4.31426265622406
PLEKHA2	4.72681290258248
SNAPC2	4.34118543078734
FILIP1L	6.93824611483994
PDE4DIP	4.16484586974491
LRRC1	7.6422612907594
SCN7A	2.95549232193994
GAS1	7.05145939075224
DGKA	4.04415645102897
PEG3	4.35715315108434
NADK	4.45218580423841
SGSH	5.54159223914831
CXCL10	6.65214364318192
GALT	4.83063889469484
MCF2	2.91204288194083
ZMYM4	6.5442232592135
ZNF263	6.4261699131518
STK32B	4.62875100287209
KIAA0888	3.36310140792267
TACSTD1	10.7407573304151
ATP6AP2	7.44069545418068
TYR	3.49199666794620
GDPD2	3.72134945636628
ABHD10	6.49744243827493
TACR3	2.86523042909416
SLC35C1	4.27172731153191
KIF1A	3.50891920268033
VCAN	6.48813286708236
HERC5	4.1811633300764
UBE2A	7.6968510341593
SYDE1	3.95935171601009
ELA3A	3.10822947388442
TM9SF3	9.04729635001523
HAO2	3.64363306286792
RNH1	7.61398376829584
MAFG	5.38381620249658
BICD2	5.55408033744242
C14orf43	4.32479117096646
CDH7	2.9763343315145
JUP	7.44533216312784
SHANK2	4.11010156766304
OSBP2	3.32835909944755
ACOXL	2.81112966681246
DAK	4.86448523650442
CBX3	8.70734196333744
C3orf58	3.30183079353371
RBMXL2	3.13080179696312
TCL1B	3.60337845645857
FGF13	4.30036219677992
KBTBD2	6.92141893702629
KIF3A	3.40799277234522
DCXR	7.98213086391398
MYL9	7.3981644991493
PDIA6	8.10713979577594
CDC23	7.0994007869851
CASKIN2	4.71703918998691
PBXIP1	4.69042421887375
EHD1	5.36926825016742
NBL1	7.1771150389407
MARCKSL1	8.69673729147321
RAB11FIP5	4.07823438029115
CDKN1A	4.70909864613183
NCK1	7.58166021159039
SAPS3	5.47777913770219
ZNF550	3.652954682225
TRAF3IP3	3.43297204476073
LSR	6.80603722820091
MIS12	5.94833853317399
KIAA0774	2.67818048657264
CXorf1	3.44613386141075
CUL7	5.29455526692827
DIO1	2.88316671435707
LIPC	3.15569298800573
EIF2B1	7.44377686884977
OMP	3.33938247404611
HS3ST2	3.96562665739145
C20orf11	8.05776058021189
CTRL	3.0386248284287
GSTZ1	5.33305295700588
PAK4	6.0861590689523
CCRL1	2.960114560422
RNF10	5.38486594130952
MAGOH	7.12505600283315
CENPB	4.72417314575435
C19orf7	8.39121093719764
JMJD1A	8.00098237432703
GATA2	3.48515688743182
HIST1H4H	5.67688045490887
CELSR2	6.94990612734429
GABRA5	2.9982363582481
STAM2	4.47170907180744
GPC3	3.78878234420466
GRP	2.96280168269449
SV2A	3.85210865028709
EBNA1BP2	7.87178419203595
TAF1C	4.40496806985335
MAGEA12	3.27010551421102
GSG1	2.96889956683634
PDGFRA	6.01007832724298
CACNG1	3.83909938709538
CIAPIN1	5.89763296354412
CSTB	10.2529096564634
FRMPD1	3.52384954220376
PTPRJ	3.09862970558002
ZNF668	4.08112385859442
PLEKHJ1	5.4814559142376
ADAT1	4.42919064228687
TMEM50A	4.91251806854911
CENPI	4.24754497331603
HOOK1	5.70614765504503
RPP21	7.8743925992421
GTF2E2	7.23501618084471
IL17B	3.13526651617337
CCNF	4.24668232874501
CRYL1	4.98209360045492
FOXH1	3.33917013330753
NFYB	5.14762991852135
KCNQ3	3.98936452700946
PPM1G	6.40632880936506
NOVA1	3.30097963343623
FZD3	6.73456791894114
NMT1	5.36254410977069
AKAP8	5.66668734215326
SOCS5	6.52777120901328
HADHA	7.30597850067909
PLEKHF1	4.91809136599371
DLG5	8.15589645837054
CFDP1	5.15737361381194
SAGE1	2.97052556188492
PGM5	3.50400389912574
C1orf144	4.8627125476705
SUHW4	4.52926742252093
TFEB	4.62450008686695
RND2	3.24896468471411
ATG12	6.33621451142565
BMI1	6.92045072140549
RNMT	4.75325317476413
MASP1	3.36314312640858
MYH4	2.88848491218246
SLURP1	3.26872188279870
KIAA0984	3.49339775872253
ASTN1	3.38778162009036
MYCL1	4.29128805452134
SH3BGR	3.41984242342576
RPAP2	4.68381983754821
FOSB	3.79020171418294
KRT35	2.85444031102973
MIA3	4.81616209482502
KIR3DL3	2.96138707410427
SEMA3F	6.47417554810432
TMEM135	6.37036002277061
SLC27A2	3.62883697907883
NDUFB2	8.86016563112456
FAM46C	3.58775382879227
G6PC	2.98758548587329
KRT33A	4.3352627645479
OVOL1	3.26057731964841
PAMCI	4.30782394076197
S100A7	3.33256901618144
MAPKBP1	5.34484824642904
CPE	5.4429035162473
HARS2	6.38842582952276
GNB1	7.95798409477204
TRIM46	3.28310276968064
UPF3B	6.66948566770066
CXCR6	3.83890113898625
C16orf3	3.11124123697396
HLA-DOB	4.26213428319798
HPSE	4.08993128942014
GSCL	2.76334419014441
POLD1	5.76898477816421
DMWD	4.16987623398197
CALD1	7.02255153171907
LCAT	3.47268265957464
SCRT1	2.88939051313824
ST6GAL1	5.73634226319371
POMC	2.95846943678090
UNC84B	5.3859101786359
NSMAF	7.17375428729559
ADSS	6.91336771407138
SKIL	3.43556548107881
HMGCS1	4.23102044210301
PYGO1	2.78751422789366
POLR3F	4.91311548496709
ZNF277P	7.40333273226724
CNNM3	5.94000167354714
WRNIP1	3.22603963773271
ALAS2	3.62730298570170
MRPL23	7.60687495178096
ST3GAL5	4.58912626311664
ZBTB7B	3.42630814167287
DHRS1	7.3522007980488
NFKBIA	10.4618511044157
CNOT3	3.94499089763798
GAK	5.78823641301449
SFT2D2	4.60999637045263
HOXA6	3.07324364204459
PSMA6	10.8482103976643
CRTC1	4.3423801828344
LY6D	3.48011419352782
CPT1A	3.36094042628047
ALMS1	5.42685183999707
LMO1	3.35961914707793
EIF3I	8.0225090329776
DCN	8.84737664201681
PRB4	4.41316550099885
MCM3APAS	4.72739493563838
