Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_A12_471884
Composite Element REF	Signal
NPEPL1	4.76267167396414
RP11-114G1.1	3.41438807563032
TUBB6	7.28334585239205
FOXL2	3.63894228014444
LATS1	3.49701050089001
BAZ2A	5.17274795095191
KCNQ2	3.08068043805948
SPOCK2	7.50871988980786
MARCH6	8.58488636772559
MGC10334	5.21932866551153
HTATIP2	5.54282288078622
CENTA2	5.12787376148023
FGF2	3.58877032651008
FXYD7	3.35966525547143
CCDC33	3.15799633061117
PRODH	3.69276170302486
DDX6	3.40403307551714
SLC43A1	3.76418226827413
NTN1	3.55353484980781
ING4	6.15822398143902
DPH2	5.68788224516314
ZNF313	7.15743437098202
VPS28	8.86092167483535
FCGR2C	3.44596684084618
DIAPH1	5.72486176418897
CEP76	4.57743263145857
CORO1A	5.5207597776359
TRAF4	3.95628716876017
ZNF460	3.09545932004051
RRM2	8.0998632059909
EDG4	4.52515336816127
OS9	7.85719160419288
SLC4A1AP	6.5424587580116
COG5	5.85826249733111
COPS8	6.53523740086827
NGLY1	7.67297029589422
AKAP9	5.01020828908413
NCBP2	7.1526424348503
C17orf42	5.41106469548073
GPSM3	4.44432540035309
SLC20A1	6.80817548814113
SIL1	4.70722936080862
LDB2	4.14610202856843
ASB6	4.70433354352946
KLK5	9.22827837118382
SMAD5OS	3.16095930001308
UNC93A	3.44444041507829
SPTB	3.99021435321768
EFEMP2	5.60144663663367
EFNB2	6.55389255645301
C21orf62	2.97603840632626
PCM1	6.02046219379326
FMO5	3.45452810580726
TSG101	8.49574489280696
CEBPG	5.05130288544573
GTF3C4	4.83120700633904
ABHD3	4.27651719124213
TNFRSF1B	4.63561705541841
CLEC1A	3.55816283120473
IQSEC1	4.76627948178676
PIGN	5.28141178787152
PATZ1	4.49508012892274
RBM22	7.83366164177401
AEBP1	7.11924954939733
BAG2	3.6017189970166
PAQR5	3.16944260501168
C9orf127	4.44155596072393
THNSL1	4.38920895419624
ANKRD2	3.64251404595675
JAM2	4.29538037479674
SNRPN	3.62851184417245
ALX4	3.65555736326753
FAM130A1	5.35102642494346
CACNA1S	3.31292504390884
TRIM38	6.97857963590967
CORIN	2.94263190738519
TMCC1	4.66609893202162
PCLKC	3.64001341434295
PLEKHG6	3.93300486855013
LRRC40	6.26834595994281
SMG5	5.16828098104989
NCAPD2	7.45949878411636
WNT2B	3.37057101506156
DCP2	7.12545446243538
ASNS	7.31934384058108
MRPL49	7.77836052284006
TMEM24	4.7286821171437
RPL18	11.2421192615058
SMU1	5.38838641248345
ISG20	3.84245757866697
CASZ1	4.05078478653491
POLR1D	9.35113887619166
GIN1	4.36523779492943
TMEM177	5.9884126956248
CDKN2AIP	5.38980225386608
KRR1	7.0700065911601
CXCL1	5.85123138649885
C1D	7.5851235821445
EPM2A	3.52523068789778
LDHC	3.19852807316499
PC	3.6752268949744
PDZRN4	2.87200118353455
FAH	4.85656582105775
UBE4B	4.97623616276675
NIT1	5.76639919586146
CDC2L6	4.92421683091612
BTN3A3	5.74771706873267
PAX8	6.43138257329174
PRO2012	3.0199576628443
BEX1	7.18125342948199
COMMD3	7.8822646612324
MRPL40	8.0472337687581
SLC2A4	3.48538392914555
SHFM1	8.16702314541917
PKMYT1	3.76404859736423
FEZF2	3.43076747385553
DUT	8.64489101652403
LRRC59	7.7240000026861
LY6H	3.17092536425484
MAP2	3.4829713817059
LYL1	4.36787301833918
EDEM1	5.12341827767134
NOS3	3.22149272073078
ZNF34	5.32381729070332
ADH1A	3.32575520044316
CYP11B1	2.94716524209919
CDC73	6.37029549500701
GPR172A	6.26403706015703
GSTM3	5.39889474747546
C19orf54	6.56379501587068
KCNA5	3.47693169479477
FLRT2	4.50921540156674
WRN	4.77559109235196
ANAPC5	6.60323717490082
SDF2	6.38186899550813
KRT8P12	4.56796025193672
DZIP3	3.86029599215807
C15orf24	8.3588141573671
NFATC2IP	6.45054287034112
RIT1	4.59937522000309
RHBDF2	5.66599065141852
SCML1	4.39778859748669
MED9	4.01723575064596
RAB13	9.59549185864302
FBXW11	6.2218334185743
ETAA1	6.02059207135462
C14orf131	4.38184022209105
SLC12A5	3.65777789872251
PHF14	3.19776562057326
NRIP3	3.25179775649946
TMEM121	3.53425692443285
NOS1AP	4.01419077963779
FAM3A	4.83748030097335
RPL13	11.6113905962944
PRDX2	10.290339804483
SAP30BP	6.92738627157663
WDR76	3.9811119537789
PRMT3	5.71768562594716
TRIM10	3.44104501373220
FAM82B	5.53768870174793
GCNT4	3.06663220433047
MAP9	4.05233354975856
GPRASP1	3.97080691291063
CXorf36	3.44040182966329
CDKN1C	4.10977853745811
DSCR3	4.48805034513104
ZFAND3	6.56910242464451
C7orf43	4.79907258665617
HSPH1	8.16679825778998
SPSB3	6.32259867135686
AQP1	4.3701714871608
COL17A1	3.68939467840457
GFAP	3.54109247852600
CDC16	7.23106996999017
KIAA1614	3.33551084613839
PRSS16	5.4323399074338
KIF13B	5.05540226493224
PCDH9	3.12414435115618
MKRN3	3.25980661027182
ADAMTS13	4.02366638008705
ITFG1	8.5301236280647
TUBG2	3.42920929042298
TTYH1	6.85685776035244
SFRS7	9.23174004118258
C3orf18	4.72319325480082
FLJ13236	3.15006488906645
C18orf25	4.25107046479156
EXTL1	3.52249808299957
RANBP10	3.87779589529765
RARG	4.38941103695956
MYO7A	3.62767113705822
SFRS18	6.62927111958503
CD96	3.57963612340149
ACVR1B	4.37933949536971
DENND1C	3.81024291048603
RBMS3	3.86501326658639
SLC41A3	6.60527027307818
PSMD1	7.73823619265545
DGCR6L	3.12740008231532
ILVBL	6.33823135418887
CSNK1G3	6.50947952439015
RNF186	3.41855485380501
IFNGR1	7.9808272898157
MAGEL2	3.74415992506115
TSPAN6	8.68367176354315
SLC29A2	5.38960770891999
MSL2L1	7.35869210939249
MATN2	7.59662780366167
ST6GALNAC2	8.29233033998034
RBMX	9.17560178126047
MPP3	3.72192525137177
FGL1	3.93631407546776
PSORS1C2	3.77964632464828
RAD51L3	3.318159232825
ARHGEF6	5.68768557853302
TGFBR2	5.32205329282466
ORAI2	3.69703849903483
CDC123	7.93215986293407
IL33	3.2656719843319
DEAF1	5.84939164205405
AMN	3.70747804372012
MSLN	9.39529877964958
DEFA6	3.18261712625965
WWTR1	5.01694478366007
COBL	4.9244113078486
PPP1R16B	5.60241400265879
CIB1	7.99765173059604
TSSK1B	2.97113409217751
GAS7	4.30949828071707
MDN1	5.13755593060222
HAAO	4.1910632820848
HLA-DRB1	10.8092984903941
CTNNAL1	7.04819831703778
TLE6	3.36301422308932
CIT	4.74261546326694
TNFAIP2	7.8780825411062
FOXN1	3.35441660298053
HERC4	4.50813133915646
DRAP1	6.00011608361899
PEMT	5.85700959481655
SLC38A1	9.25838272383734
ARHGAP6	3.26841621198998
PHF20L1	4.57861685231888
MCM3AP	4.23513892435235
MYO1F	5.12199111004914
RAB11A	8.73615291927528
PTBP2	5.11642598502393
SNX1	5.77278925840308
CTB-1048E9.5	4.3999441337133
C19orf60	5.87879717629544
C7orf25	4.50445738910036
ELF5	3.11735964861347
HOXB9	3.2384213589038
RBM8A	7.52734885511698
PARP3	5.26043719518658
ITGA9	3.87970121247361
ZFR	6.48984171451343
VANGL1	5.2104012828177
FLJ20699	4.65342503568044
ACSL6	2.94607714050658
CHAF1B	3.81579888346789
NDUFA3	9.52644777821127
FABP4	3.32174289208192
KCNB1	3.32288482664159
CANX	9.14897441499028
SLC25A28	5.05036266649097
SHARPIN	6.16621013657153
ADIPOR2	7.54470519503783
TTC23	5.64287833658673
UGP2	9.20925745944081
ECHDC2	6.52182996378404
CIRBP	8.89703907408992
SEC14L4	3.87622080742249
SMA4	4.14718085323670
FRZB	3.91225700943401
PABPC1	11.5936204468247
APOBEC3G	5.99584080136816
CUEDC1	4.90423062316643
CLDN8	3.15566288183488
VPS52	8.39004192027423
LOC23117	7.74999777148127
FAT	7.62494590571396
M6PRBP1	6.89027652488848
PPM1F	4.89424593920133
TSR1	6.01661397537558
E2F6	6.0110272404011
TMEM126B	8.77928101650243
ZFHX3	4.6652354961551
PCSK5	3.87574607102345
HEMK1	5.25267005172769
GIMAP5	5.07644359775706
DPY19L4	6.57672709784862
FAM77C	3.38139904584011
CTPS2	4.74223171108474
NDUFA9	9.29909088634951
SCRIB	7.2166814803287
AURKC	3.68512796719733
LOC51035	5.63647062649207
RSRC2	7.06344610297759
ORM2	3.25072995356511
FAM115A	5.06624524985522
EGLN3	3.48080166238815
FZD6	6.9187437939326
PITX3	3.91128618980992
GPX3	9.25636520646758
UNC119	4.72638417578004
NOV	3.98985692082966
GRM4	3.30220701955846
CABC1	6.01324207113431
KLK1	4.09264972903116
GPM6B	5.9845449292651
RRAGD	5.53791153472706
EIF2S2	7.37568299191026
RNF130	7.53659204219384
CKAP5	6.94066783546283
UCHL5	5.71339469633032
C10orf18	7.71274790846263
TMEM93	6.82488689663743
KCNMB2	3.70787325706782
AIM2	3.76543938388972
PNO1	6.94937496803892
ANK3	6.14140540691503
OR2F2	3.16446704425388
GNAT2	3.23722601047999
KRT5	3.84154313756822
ST13	7.52077739881672
SIX1	4.05280881419764
TIMP2	5.71073203676561
CDH12	4.09503026766528
ZMAT4	3.24107046171103
QRSL1	4.39359496650678
CCL15	3.61408602295582
GTF2IRD1	7.52418933197614
CCDC22	4.61105080823922
SNX24	4.33457377364505
RARS	9.52178252861064
MORC2	5.21978462696573
FAM48A	6.2873367227378
FOXD1	3.11440052185838
COX4I1	8.1836706636597
DSN1	4.91441223280227
AMT	4.7517820538696
GPRC5B	6.91978933801942
CTAGE1	3.08930612654272
DTWD1	5.51463652984713
STRN4	4.7205130440678
KITLG	3.15204201259398
HSD11B1	5.26351120626261
HDGF	9.51221155299592
KRT6B	3.47575853635021
SUMO4	7.38269948157106
ARID4B	5.25661657877126
SATL1	4.96688921731734
SETX	5.0983325317267
DDR2	4.43562715461063
KCTD12	10.2730744766383
WWP2	4.7605274821759
CTSH	8.32538410545113
FASTKD1	7.89410417391794
PAF1	5.25042781986955
IFT57	8.05071571475913
TMEM2	4.42276249199244
ZNF592	5.10558325927281
TNFSF9	3.8929476003226
PPFIA4	3.42022444754158
CFP	3.79267523234992
DCTD	6.91090883822329
CNIH3	3.61978463109368
MAP4K4	5.57360662610141
ROD1	4.46444404402336
MFNG	3.74059450377944
JMJD2B	5.13509942445363
DOCK3	3.36553390561432
STX16	6.37034086431318
ALDH3B1	4.94090436410003
THSD4	3.37255703354127
DLAT	6.9197494290066
KIF21B	3.9314723563905
FEZ2	6.1307102188454
CDC5L	6.80418312444493
KCNJ5	3.76328258627494
LMNA	6.72930883500028
TBCD	5.49031791940777
ZNF250	5.32313875739148
CASQ2	3.43988413447342
PEG10	4.80771997046802
TPSD1	3.33265573873582
PRAME	7.06078893072398
NP	6.33848926311245
ZNF12	7.27280801973293
XTP3TPA	8.8620863167211
SIGLEC7	3.92756368474537
FAM70A	4.30416844511618
PANK4	4.18590425248724
SNED1	4.17481903741369
HIP1	4.99794282538298
WNK1	7.45185741739673
AHNAK2	8.70987377781706
FLJ10490	3.95512236714413
TOE1	5.96266499656584
RECQL4	5.1774717009585
PPA1	11.3731394259862
DPAGT1	6.86490826151108
HAS1	3.67907090733896
ST7	5.2913931741874
MAGED2	7.60374008779386
ANKRD55	3.55691025639744
TRPS1	5.78229119599266
POPDC3	3.00564065256903
ACOX2	3.70896429671209
TFPI2	5.48378527740405
CYP4F11	3.06764804066803
PDHB	7.61176676923739
ERN1	3.2445633064597
LHX2	2.94035849783527
B3GALT1	3.39170680430266
ADAMTS5	3.76725379109899
NOTCH3	4.82997633088675
C1orf116	4.2970406546106
UGCGL1	5.05974828597352
NF2	3.70583010236949
POM121	3.36657488362175
CLPP	7.41212775918574
MTMR3	3.8937963509373
ATP1B3	9.7797953870807
TMEM16A	3.45543019846863
HIST1H3F	2.91961960344198
TRIM25	4.20790070772787
CRKL	5.24801440732399
HOXB2	7.25786947557739
ANP32B	10.3438616631068
NUP62	7.03050414930931
GATM	5.53491337958148
AP4E1	3.29597529227514
RASA3	3.16008699411935
EDG5	3.60775697929702
CDKN3	6.94305732027861
CDH4	3.39146098985128
PGD	6.36414681431291
TMEM168	6.57185099343586
RND1	3.73402723841457
GAD1	3.08646523984085
MPG	6.29646102031523
ZNF133	5.29651003222737
LOC440350	4.00362479239308
FJX1	6.43312630996893
CLCF1	5.06581924998582
AMELY	3.36102385320488
PHTF2	4.49901094625684
IGSF2	3.71110009599665
TFF3	4.12050731824379
NDFIP1	8.02706923033989
IQCC	3.79779558106790
CUTA	10.5982994878247
HEYL	3.94723856173039
FTSJ2	6.27245537262554
APPL1	6.26911968610047
TNR	3.38757483911231
WAC	7.61228899399163
ADCY9	4.57125361677929
PYCRL	5.08626550715278
PCGF1	6.44857875701674
PTPN13	3.44841958149354
AGPAT7	5.52293945395005
SSTR5	3.84293543637733
CDKAL1	3.89244313166219
PDYN	3.58622097932863
SFRP1	4.60141070343894
VAV3	6.07780245515298
MTMR11	5.24570429235682
SUOX	6.05089204047840
IDH3B	8.02745671057022
STXBP3	7.71960638319539
EIF3G	9.12557522426256
GOLT1B	5.29417437500622
ARHGAP22	3.50044317604323
NPFFR1	4.31843468472399
NPC1	6.45469765193466
ALDH9A1	8.38928104544734
ICAM5	3.58112402022236
ADD2	3.77020252525883
RASSF1	4.76704319629812
PITPNB	8.51424583551445
PAPOLB	3.06320562690568
URM1	6.25716437833289
TMEM106B	7.30271435779076
LRIG2	5.01440585158491
SLC27A5	5.2059502637797
CDKL1	3.7328882518316
PRODH2	3.52109418373846
SFRS11	8.60092784225698
IL7	3.6685550102831
SCN9A	3.09057087969754
BTG3	7.48330260507187
PAK2	6.25126641020138
ATP2B1	7.02823759899502
GATA4	3.65777332021701
PRKAG1	7.30740970773545
FAM64A	5.5395322868887
ATF7IP2	5.49019107740683
EEF1G	11.9193572801499
INCENP	3.45014122292525
SMAD5	5.12849219107571
GARS	8.73000682757867
CDK10	3.88499287788627
HLX	4.00277622277265
ELAVL3	3.94354618887571
MDM4	3.43013564605603
GNL2	8.09440183387592
CDX1	4.25709228102898
PFDN2	7.75581402546049
ZNF200	4.39638371193299
NDN	6.92600691335965
PRR3	4.84630117421932
HBA2	8.46350628818332
FBLN5	5.91935964445498
PUM1	8.07014568160931
CCDC88A	3.43353399516112
TNNT1	3.78994053157554
KLHL24	5.59967135124294
HNRPH2	8.67822401574815
RAB7A	7.1542221463493
SGPP1	3.71162286657021
PMS2	5.89260469940163
ARNT2	6.68991012683638
CBR1	4.13198315172834
ITPR3	6.80298624457255
BIRC3	6.77612314957499
NRSN2	4.42183305735289
SPOCK1	3.4069081069878
H2AFY	8.15844080972431
RXRB	5.1613075211028
ZNF638	8.23533529224587
APBA1	3.47072241631170
RAB2A	6.1922359161961
ACTN4	6.62536482978431
FXC1	5.56092425675214
C6orf162	3.82620572985492
HPSE2	3.8744781547944
PLCE1	3.82996752689585
INSL3	3.14126413142212
PTPLA	5.28606530211634
EIF2B5	6.21098162110954
DLG1	5.83430225976547
PINK1	4.70146659174729
TFIP11	5.02330123391886
VPS33A	4.60093249137413
SKIP	4.92885853783739
GRAP2	3.23132710668893
GAPDHS	3.37974363057156
POLR2G	8.7046220889554
CNTNAP1	4.35083399702076
PSTPIP1	3.78149839366874
CYP26A1	3.63986629367214
APOL2	4.51909834455089
TACC2	5.51610601352084
CNBP	10.6767153132837
WASF1	5.75189521529729
HSPB1	10.8068348510694
INPP5E	4.49669167374018
COX7A2L	10.1871360727817
HSD17B1	3.82005057545877
ARRB2	4.84625774470331
CUBN	3.82124574917147
SLC7A6	3.72742692921883
IGF1	4.93948380317126
ITPK1	5.52386401569842
NAALAD2	3.46377442314444
G3BP1	8.38729465816004
HSD17B10	8.49650760917138
NUP155	5.84646502755997
CYP39A1	3.04398880876525
GLULD1	2.79732034613897
RBM15	6.84889701221084
AMZ2	7.83948061605311
GDF15	3.35549372522065
CYCS	9.71657070903195
TECTA	3.21220127945869
CCDC46	3.69540354133784
GNAL	3.34032593837772
LPO	3.34477931724623
GZMM	3.57609885954168
PAIP1	6.89296028850122
DDX11	5.24002191827621
TAF9B	3.73508731896549
CACNA2D1	4.22197085484166
IMP4	7.68097014585319
SH3BP4	8.3212653279175
PADI1	4.36998718542276
DEC1	3.22639631631969
PON3	4.55790653859546
PROP1	3.47730878188421
UBB	11.4339299801182
RPA4	3.18238419899211
TCF25	6.58323453118261
NDUFS1	7.38991382313844
UPK1A	3.69068135604231
AES	7.59228958595455
PPP1R13B	6.62183088253129
TCL6	3.47574629289248
ARL2	7.01073843258904
CD2BP2	6.71060099215815
TOP3A	3.88526217580136
CHRM5	3.36204801759262
FGFR1	4.46705062150922
UGT2B17	2.85809893482256
CEACAM6	3.68462921145725
CERK	7.23686222151032
FXYD6	5.16031523868595
AP3S2	5.57946936402448
ZNF208	3.93469222678313
CARKL	4.78661981116081
HIST1H4E	3.76374769123462
GOT1	6.8978515478561
BBC3	4.90753270470499
CASP6	5.44834988153558
HOXA1	3.60094008867966
RCL1	5.23557063551068
RAB40B	7.88062196336984
PI4KB	5.99943828131417
LRRN2	4.00232367708438
B3GAT1	3.43931120814906
OAZ2	6.91179270641233
BET1L	4.28313103721665
NOC4L	3.89204654697055
FRY	3.61173649443427
C10orf12	3.14295696737518
AK3L1	7.47113214697672
FADS1	4.07861275839847
CSF3R	3.65477465951448
DKK2	2.99010803326229
POLR3K	6.98890957379992
LBX1	3.38913699066617
ATG2B	4.78223169592704
RHOT1	6.5185561537284
DARS	9.02624396920292
EPS8	6.3883948215422
OXT	3.34278422586596
C10orf56	4.66588453071016
ARL4A	5.43881443714337
CCDC64	3.69729403585111
DAD1	9.25053798312039
HERC2	6.02493014153202
HSD11B2	3.87121538598064
USE1	6.3348274281979
FAM96B	7.48268919126788
HNMT	4.52962881347966
PCGF3	5.18854493066174
BSN	3.91145480461248
CAND1	7.35035031920787
ACTR10	8.53593053829087
NASP	6.6938209540078
C20orf4	5.89739975812496
ACSBG2	3.31128683516211
COL9A2	3.97785635968846
RWDD2A	3.98399889730962
PALLD	6.99325906655228
GPC5	2.97983335744817
CENTD2	5.33504340853168
TBL3	5.84355326171374
TLR1	4.47914474597352
LMO6	4.12124149891633
CCDC106	4.71520311367381
KPNA2	8.86221215231385
PARP16	5.34573401152993
PDIA3	10.6327129273732
MACROD1	5.20277594208971
SFRS1	7.72814483228887
DCP1A	5.60232575753963
TMCO3	3.51023211793571
NTN2L	3.37524788412450
CLN5	6.84095143071496
BIRC5	7.26529125916956
PRR16	2.8198520304925
FAM63B	4.20501030826497
GLE1L	4.07900845885721
CES2	5.24776225580667
GNAS	9.93827968171906
KATNB1	4.35121896202428
CPLX3	3.49170743113643
WNT8B	3.75042863774488
TSPAN13	5.96873683134386
MRPL52	3.62676444941551
GHR	3.59339192070196
DUX4	3.78489888690968
BCLAF1	7.20525960082276
GOLGA3	5.06737888414540
CLEC4E	3.64994433462669
SCUBE3	4.01309482826137
UCRC	9.00798400345851
CDKL3	3.61027309274382
MGAT4B	6.65126327079596
BBS7	3.18561726610769
ZNF345	4.44125465815013
RTF1	6.54533487683639
SERPINB9	4.87765652911055
DHRS7	5.21838763258826
RIPK4	6.71901388513737
PLEC1	5.3753001252023
PIP3-E	3.56283830383707
KNTC1	4.74557021314726
EXOSC2	4.94195259711905
MS4A2	2.93189223771378
FGF17	3.42670214826157
WDR59	4.10911519841421
LAIR1	4.69130605209994
EVI2A	5.76265018395088
IL17RC	3.88752975157991
GTF3C3	6.53709822340832
HS3ST1	3.93963095249353
ITGB1BP2	3.0863354896357
RBPJ	8.57415000782572
LRRC8D	8.06095463223475
ALDH18A1	7.41567034260556
INE1	3.74174820045277
TPI1	9.91900822984054
FLJ20035	5.1702560873792
GATA6	4.510128027123
CABP1	3.43503332609416
RASGRF1	3.46498714243046
C4orf15	5.48845959785396
ALDH2	7.59679236413793
DAPK3	3.46036977595958
C3	11.4655903177407
EMP2	8.66933297894722
GJB1	5.78278710107194
PIN1	5.68554207516568
SLC6A15	3.14725120360902
POLE3	8.48661630921
RIN2	8.74144240070916
CTSL2	5.55788761272345
APOC4	4.19489193606807
CYorf15B	3.07445591104318
TRIM2	5.01833433562769
CP110	5.54805272010438
KIAA1622	3.1684837550988
DNM1	4.71456887432667
HYOU1	7.81384214363836
OTUD4	5.3716265773222
USP7	6.68600117680907
ZSCAN16	6.56656926607974
ASCC1	6.17280714869358
OTUD3	3.62432392981880
YME1L1	8.82167784787726
HNRNPR	8.76359817700208
SERPING1	7.42285627490337
TPCN1	5.8027364368254
STARD13	4.68833323866006
PCBP4	5.41630299437093
ADI1	8.20381576196317
ASIP	2.94873473467532
CDH10	3.53942934219069
WBSCR22	7.19597423608498
SCP2	8.3026712730483
KL	3.07195411076098
SLC35D2	5.4855253207291
MAFK	3.33853986008613
SON	7.35515857223915
SBNO2	4.42313284125748
RACGAP1	7.86047768214571
SC4MOL	7.09507792856263
SLC6A6	3.22936687619806
OBP2A	3.36404913612286
PSMD3	5.31002442578794
ERLIN2	5.37723251089699
PPP1R9A	5.52506433180132
RAB35	4.4440143090987
PDZRN3	4.51105612648727
AVEN	6.11496440631994
FLJ21075	3.95706935272288
BCAM	7.29327349367573
C14orf132	6.49638070064938
PCK2	6.54209312595517
FKRP	3.38453991494575
HLA-DRA	11.0500439188968
GUCY2C	3.06282186851632
RP11-125A7.3	5.18112267732398
BARX2	4.02011048227332
DAO	3.29861555137467
EDNRA	4.19031601571438
NIPBL	5.7852913157993
ZNF331	6.00877703888629
PPP2R5A	5.98100408956288
HMGN4	8.95352180321249
DDX39	8.2067717384799
EFHC1	5.63875329733506
EIF3M	9.7291548785544
SLC17A3	3.18282077420007
ZNF24	6.08160501161016
ASCIZ	6.31264092186218
FNDC8	3.35434516981716
ESRRA	5.09723261668516
PTMS	4.35192902371637
PHF7	3.52695753053439
PIP4K2B	4.7223938733391
IRF3	5.92125502463834
GPR19	4.20027452812495
HHLA2	3.41785187120800
GMFG	5.58940221648035
BDH2	5.77636756694981
APOBEC2	3.45468535392207
PRSS21	6.59489895524356
PENK	3.75234082977652
PHF16	5.62468737656357
ZMAT5	3.88373558240857
SMAD9	3.03385598624599
SLAMF1	3.45015255265191
RGL1	6.58245315659425
DLGAP4	4.18237768194349
MBD5	4.4263209399401
PHLDA1	5.4202046546988
BACE2	8.31984422467404
APPBP2	6.41647902537001
LIF	4.92182931738336
OXTR	6.58319871547507
ACTC1	3.64701237261079
USP19	3.87911681861608
SUV39H2	3.12753044224213
ERO1L	6.0449271879273
ZNF395	7.36545461051477
CNTFR	3.40564295245970
HIST1H2BL	2.87184236662713
WNT3	3.5259048790014
ZNF549	3.37483758004542
ZNF467	4.02303416861858
SLC25A21	3.12041176187401
IL5	3.18005482905446
CLSTN2	4.41797944255602
LSM12	6.19913193264229
KRT37	3.18948390820371
NACAD	3.94944559277751
NAG18	2.92637499787729
PTGES	3.86561010168420
GDAP1L1	3.25023190511873
MFAP5	4.65162656340178
OPRK1	3.17753222588844
C12orf4	5.19104234159615
NTAN1	5.24688075513898
CST3	9.15383310038185
WDR6	5.48332278115547
NUP88	6.81057536089943
CD300A	3.99403450395853
FCGBP	5.72166058733244
CNIH	9.26680212179222
VASH1	3.93416434612207
DHX16	6.5645103893972
SLC35A5	6.02767571912191
CLEC3B	3.39369917380366
ARL2BP	5.02990154392337
C10orf79	3.20357891445916
ZNF79	3.89634570913388
CRP	3.41619525177273
OCRL	5.11309368671207
GLA	6.98038105512663
NEBL	4.07767632360923
HSPA8	10.7766980770929
DIDO1	5.07866747900235
PLA2R1	2.91240833261808
NGDN	7.71828535986144
CBFA2T2	4.40019215611835
SAC3D1	6.26754953089841
PNOC	7.36414253852508
PIGP	6.80951066102709
AGGF1	4.61689429255891
PRRG1	5.4367763431491
DPF2	6.78585522044381
MYH13	2.93048379594158
TMED9	6.99373173739039
TRPV5	3.50443920374344
UGT2B4	3.27499799635147
PJA2	7.66966764034124
COLEC11	4.60058818939256
SCYE1	6.78162885690133
MED12	5.23682573540516
CARS	7.13342791237986
MYH1	3.46729371669684
CYP7A1	2.88761295133998
PHF1	5.89044594305338
LOC644096	5.32644196840113
FRYL	5.48467922146707
RHOBTB2	3.36812981353117
MMP27	3.11762629869461
ZNF432	5.54264460906862
SRD5A2	3.6781841409243
UTP14C	7.46681221408244
RABEP2	4.73487011552013
VWA1	5.10368720315468
FUBP1	5.5059864423413
IGLL1	3.70457903243813
KIAA0586	4.31262610499625
IL27RA	4.26198900325238
STON1	6.59185934772743
IL5RA	3.36048437203691
PERP	7.38257363310336
SMPD2	3.95703684032408
TNFSF12	3.80073661359057
FN1	8.277757045578
MTR	6.16417883090435
CSRP3	3.07098387223549
MMP20	3.06156599681855
PHLPPL	4.5526053118382
CBX6	6.00411191522532
DHFR	5.78188274614997
PRG3	3.02067904548231
ALPP	3.26018462092844
ASH1L	4.78825304391642
CHRNA2	3.65729871201442
PPP1R12A	6.58159194877639
RBM38	6.54088633149674
ZNF7	7.064935470082
RDH8	3.20704814128975
GPR132	3.74284589168263
DGKD	4.99528772711246
TPMT	5.5848269720266
ATP1A1	9.6690989401717
SERTAD2	7.04946138727331
C5orf4	5.03246483195632
ZNF672	5.62418814368444
PLXNB3	3.47703672567606
FAIM3	3.87985178337959
UBQLN2	7.85213837546724
NR1I3	3.02966063345352
ACVR2A	5.92164248168703
YWHAZ	10.5683580101734
LILRP2	3.59864274635595
GNAO1	3.46935315635686
OPA1	5.36673147906838
RPS6KA6	3.51119007695432
RPL10	12.3512201754118
MMP23B	3.32212675556712
PFKL	5.36360181648179
TMEM140	4.32518630466409
AURKB	5.08113540164332
IFI16	8.62826062922906
CSTA	6.48591539628286
PRPF39	5.47806056145684
DISC1	3.81408895994097
USP4	7.85331859887386
OSBPL10	7.29333791112288
CAPN6	3.43908364838384
CLTCL1	3.63699858507559
NUAK1	4.75711773007127
ALG6	6.12041492609353
NPPA	3.88491148266272
LAMB3	6.85122576190308
PPL	8.67947945519957
LRTM1	3.12521038548102
RRAD	3.14714994768396
TIPIN	4.8861493299799
CARD14	3.32487836230713
RBM9	5.80419218568965
LCN1	3.42795038344262
RALGPS1	4.37051195097285
NCOA3	5.6100344567191
CCDC6	7.41859667188987
RASSF4	4.34437650996382
MTHFD1	8.68257974373584
FCMD	5.05621962010227
IGHD	3.54411015136413
PLA2G6	4.00965317972697
TPT1	11.9680766504979
S100A3	3.58316565403275
SEC63	5.74993314066828
C10orf59	3.08338940280595
TOR1AIP1	6.16846309640529
PAFAH1B3	7.47694924166224
CEBPD	6.40231417735206
ZNF107	4.96610300897717
ALDH6A1	7.50773246807575
G6PC2	3.30497206546421
SNTG2	2.7704613569714
GRWD1	4.95004162402592
FLJ22222	4.84060823707094
BCKDK	5.92812986841182
CTSB	8.85324396474969
PFKFB1	3.17093025280662
ZFP36	7.04634252348452
SVEP1	3.30283217195666
PXN	4.53695670022432
TNF	6.04557154272798
SIRT2	5.49548922248654
C5orf21	6.26690089345791
VIL2	6.53102872095477
DIXDC1	4.7667939594708
GANAB	7.54836874727974
PDSS1	5.65289102345255
GRM6	3.23715378531150
NGFR	2.99834793501156
ATP8B4	2.88411498274864
MEIS1	10.5299154311497
BMP8A	3.67297461068493
NGFRAP1	10.2122922817790
EDAR	6.01799841064633
NEDD4L	4.95051754206013
CRYBB3	3.77167856403570
C6orf60	3.28816667242035
IL1A	3.17650128263169
GNRH1	3.08269530205452
PDGFD	4.92414387264875
CACNA1H	3.71338294867415
TXNDC3	3.31519891098348
ERCC1	6.59079135529864
CAV3	3.42245646841256
HARS	7.39258903152253
AQP8	3.51606596638058
CREBBP	5.08907218650375
ITGB1	5.24808044317302
