Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_C09_472018
Composite Element REF	Signal
HEXB	7.72349409348724
GALNT12	4.60309984230601
LOC339229	5.28361941278277
MRPL35	5.0409861332811
ORC4L	6.84385522403587
TCEB3	5.56423335510363
TNKS	3.92486749171027
C2orf24	5.90241550702032
CRLF1	3.24035433794928
GGTLA1	3.25387373541417
PYCR1	5.66060115798282
CDK5R2	2.97297742040449
WAS	4.48023144511595
CCBL2	6.92869095115828
MADD	4.7755620580982
CDY1B	3.68954365915026
SLC30A4	3.15070688001684
WDR42A	5.87895457485494
TUB	3.37611187285175
KLF12	3.93696047220266
ARHGEF18	5.87903948625755
ARRB1	3.18836940804201
KCNK1	5.79241141893321
HSPA1A	10.4846282135688
ITM2C	4.77327485554009
DAPK2	4.00137915738877
RUNDC3B	3.10892144778080
SCAMP5	4.97256038999677
EREG	3.31545502726116
IL17RB	6.19728119541667
CENPA	6.20229319665159
TMED5	6.2133613147078
MCAM	5.85973353650328
FLJ20323	5.51225978622399
CDH6	4.77089563013063
POLR3E	6.38052064804144
BRP44	7.28401976871963
OR7C1	3.33838180666407
AQR	6.69322574621113
THG1L	4.50302003918369
CAMP	3.63392524286247
GABRA2	3.22381450812128
C14orf166	9.94998393711264
ADAMTSL2	3.56339483360808
MYL1	3.15810638431188
TNFSF18	3.42780770958443
PPIB	9.53400953349641
KLHL4	2.75533311045378
SFN	8.35645734352173
FRAP1	4.54658611630814
CLMN	4.52318934865736
GOLGA5	7.94225980311772
SDCCAG1	6.9703472977042
SSTR3	3.40507016010685
MAGEA5	3.31191804147811
OVOL2	5.30282854704886
C10orf95	3.92010520754143
RBL2	6.71366077609878
JMJD1B	6.46629096502058
PPP1R10	5.76627523499018
C1orf163	5.90075120798114
CSE1L	7.79532369863542
ASRGL1	9.24915932457634
RDH16	4.28100759347505
TOM1	3.45098265361178
PTX3	3.94813495414665
CENPN	4.82688932118688
TTC15	6.16296918037387
TMED2	9.10439191718218
ANG	4.63478092282333
RCAN3	3.211167488061
CINP	6.50334414410305
U2AF1	8.85097739983896
NMT2	4.83904295357418
OSGEPL1	4.37127374536347
DFNB31	4.24041606667884
MARCH7	7.18606420220387
SLC6A20	3.4187740957588
PFKM	9.17136801656045
SGMS1	5.39798909056182
DKC1	8.21198347408781
MGC5590	3.14840706738897
CREBZF	4.03818623823429
DAZ1	3.21376444483622
RIOK3	6.2405236488827
PRPSAP1	6.86964994140171
GCHFR	5.32104961527327
LOC196993	3.48251022463925
UBD	3.77201860990125
ATG9A	4.99546284997903
S100A1	5.71553348246255
RPL6	11.9307298492497
TMEM40	3.38900552976767
DNAJB6	6.39150792725899
ELP3	4.48486541571585
ZNF787	5.43248582947003
KERA	2.68372893925519
PELI1	7.16608031305982
PPT1	10.6104302464710
SLC35C2	4.26613612993509
MT1X	5.78582349917578
UBE2B	5.60535890350758
KEAP1	6.41740199885624
MST1	5.0328014405179
MUC4	3.53065863254029
RFC4	7.67459487281853
BCL2L13	5.05279671066116
GNB2	7.15257807163885
NUP50	4.62448558456593
SULT4A1	4.45193813808952
S100A8	3.53132160559365
C7	3.84704501258571
CCDC130	6.51119707582602
RQCD1	3.34020951648166
AYTL2	7.15074684973051
MTUS1	3.69172158508174
ARFIP2	6.7690146515446
UROS	7.14345608534988
LEMD3	6.69963525009798
PLEKHF2	4.86159923898682
KHDRBS2	3.37916046047568
HOXA7	3.26090388890362
POLQ	4.12007457451326
GTF3C2	7.17478521403952
SOAT1	4.36977970136059
SPAG4	5.15739489453322
MRPS30	7.01229393201846
MR1	3.9794186533317
UBE1L2	7.17705540922463
F8	3.52870829759237
KPNA5	3.17564441710297
ACHE	3.29432542555087
TNFRSF12A	5.77591344382043
EGR3	3.14585691230244
TCEB3B	3.37481410404636
ZNF184	4.61914251040657
OASL	5.62426055710824
SERPIND1	3.33056064845432
IFRD1	5.77903538845319
SPINLW1	3.12330933512468
KCTD9	4.25451513586938
PRR14	5.77477811333435
ZNF267	5.43859758534291
PPP1R3A	3.24297475591267
ZBTB6	3.48969707090156
ACTN2	3.50198183095382
TXNIP	8.91590936831038
NUDT3	6.00301102362451
DFNA5	3.74854338923395
RPL36AL	9.86168356905171
KLK15	3.16599477949834
RAP2B	5.80966746274687
CHAD	3.83198127341777
HEBP2	7.84057635259909
GABPA	4.59955649268093
CAMK2G	5.62071841997281
TLR3	4.88781567837448
FGF14	3.33188420291605
HMGB2	10.5111714935785
POLB	7.03976162817327
KIF3B	6.11030615323115
C3orf27	3.55453287938703
MTMR9	4.02506350499011
SEC31A	9.18786943639589
TRIM58	3.29391613591504
TAS2R14	2.96510178414765
NSDHL	5.44453330489376
GLRA3	3.05478083138391
VPS8	5.55213140383519
H1F0	8.11500093207835
PRKCB1	3.44258401918758
POLR2D	5.61728046917136
UGT2A1	3.37896500410976
TOR1B	5.73744077276053
LSS	4.37466567914223
TOPORS	5.6793697042324
HNRNPC	9.60970088602679
TMEM100	3.39029768677570
DHRS9	3.68984509281345
ISG15	9.71113623491776
DNAH2	3.95736148849204
ZCCHC14	4.75072548636892
FXR1	7.2919985874349
ZMYM3	7.16827899142746
CREBL2	5.42172662570529
TGDS	5.90570925626351
CASP3	6.96498196754664
FAM120C	3.65482228694437
KCNQ1DN	4.12183448584258
SCLY	3.94944790828418
CACNA2D3	3.57975384460509
CA7	3.57728382946999
ENTPD5	4.48846817890324
SUCLG1	8.57358328256115
PDIA5	7.69843517810875
KCTD20	3.68427563449006
WDR47	5.43889043541473
KLRF1	4.78245008414152
MAGEH1	4.78698226925147
PRPF40A	8.14208180941969
SMR3A	3.04699856545286
TAS2R16	3.07842268589064
SPINK2	3.19770773807444
NPY5R	3.21999741873495
IRF4	3.45285818568716
PRKCE	4.36105277698341
ITGAM	3.55633227275262
RGS2	8.71085792085631
DDX19A	6.30199039119339
PDPN	3.93874235836351
TMEM34	6.70561119070442
MST1R	3.94443156192201
MGAM	3.62123775045831
COL3A1	10.6988064934628
PTMA	12.2055850634308
PRDM11	3.57008395425385
NAPA	5.25727402840314
DIRAS3	3.37832422937098
LIPF	3.26045772656833
PSG9	3.20997178622052
ASGR2	3.58270742248984
ARHGEF11	4.0030539290073
PIK3R4	5.66635935748906
IVNS1ABP	7.38555213422953
SIGIRR	4.85960539936105
BTBD3	6.37052990990431
UBE2NL	5.95517701040951
PPP1R2	4.79679238765521
FOSL2	5.13364034742091
IL1RAPL2	3.80005098446525
C4orf30	5.89826388787903
TUBA4A	7.95422924191474
SEPT4	3.43180286370698
SFRS2	8.95901353735414
EEF2	10.7187245465234
ZDHHC11	3.34751648252841
HNF1A	3.52535018474877
EPHA3	3.06787875317791
PRDX3	10.5743207327786
P4HA2	7.99720446700697
RFWD3	5.82297647899513
RBM12	6.456253007146
H2AFJ	3.60268436841136
EDIL3	4.00999720189363
LOC200383	3.61434735742821
SERGEF	4.04303946936974
B3GALT4	4.31455212905624
SMC2	6.0017564210904
LOC90925	3.16464503864745
NPFF	3.40694559438547
DEDD	5.2406552405621
SCYL2	5.04394259946287
PTPN1	5.22930672680645
ZNF174	3.83808536231544
MYH14	3.5575772864747
CCR8	3.64403603114202
SKAP1	4.34053131792917
GADD45G	4.26071082722194
PILRB	4.31439764934924
IFITM3	11.1064956895272
DNMT3L	3.5870568750121
GPATCH1	7.0572148774218
VPS37C	6.5610622826368
DSC3	3.33428842716114
TBX4	3.25589401736713
B3GNT3	3.57240116655906
LHCGR	2.99466254626622
SAP130	5.88043756124706
UBE2S	7.32147701707335
CNR2	3.54716130813617
PCDH1	3.91663749278035
ATP6V1B2	5.60768723149422
PLCG2	4.16874402929413
CAPZA1	9.1383786812178
GLRX3	8.11825214619987
HRH3	3.62230791643127
KIAA0247	6.61477936554926
MGC15523	5.00473344406754
CRYGD	3.29351023821405
HTR2B	3.04556121132071
CCR1	3.99285330300696
NUS1	4.86077820664596
DNAJA2	7.41929787707717
PGRMC1	9.5809216754444
UVRAG	7.70615102840342
ITGA2B	3.46436152701780
CLDN5	4.08814931357887
PTPRN2	3.30258245027927
PSAP	9.65440833455062
MYOM2	4.18228325721499
CHM	4.73661487891559
CCNL1	6.47793263714784
FAM105A	4.16702069451679
LYN	5.53491765286319
DUSP6	6.62993208779444
TGFB3	4.63869364829289
PCDH11Y	2.74382865331024
NAP1L3	4.23356350761808
ELK1	4.30634989160814
HGD	3.63129930611576
C10orf57	4.46589841037047
B3GALNT1	4.6344518070265
AARSD1	4.27255988019054
MYO3A	2.97626807052792
SERPINE2	3.78338226201482
GDAP2	4.37398370989268
MAPK6	7.04960214022213
COX6B1	10.1365545241224
DNASE2	6.85649068984051
MSH5	3.84396924604874
LGMN	7.87999364773164
TCN1	3.55224447100984
SLC24A6	4.29180416353124
TATDN2	6.62994386820096
SDCBP	9.49917412800899
NUDT11	3.80795555697798
LILRB1	3.10690186291491
PYGL	7.34193776225338
P2RY5	4.26964863596404
SNPH	4.18351832323232
NUCB2	9.17146117314103
B3GNT4	3.94265848258932
SNX27	5.84066076808255
C2orf37	3.42572480413088
MIZF	5.62301485223261
FOXO4	4.63121636350581
NUBPL	4.49923411487091
NOD1	4.39836833263459
ID4	8.0779419366296
CDH22	4.09034974503704
PXMP3	7.28250944763805
SOX5	4.96467868135655
NUBP1	5.08486498197224
DSCAM	3.49720424902547
INA	3.49993953382318
DGKI	3.28039769097314
MCOLN1	3.70256163992976
FAM136A	7.77916757781869
RIN3	3.63206543925216
NFIX	4.83594794158763
SLC16A6	3.67612075449916
AKAP1	5.36712102653656
PSG2	3.16451875695732
HIBCH	5.26908329315566
PLA2G5	2.87435366603365
TIMM10	6.103591486553
MED17	6.0485141467076
PSORS1C1	3.60201215483082
KIAA0495	4.52352642250825
LPA	3.24922284818583
PIGA	4.5277673916787
COL4A4	3.35793410785249
LY75	6.79775877895804
TPP1	6.91184947273221
UTS2	3.72928124024206
GJA3	3.59358226667455
GALNACT-2	5.87583641979204
RREB1	3.32469999202268
TMPRSS5	3.62868915912052
MGC3196	7.64042390431948
FLJ31568	3.68664115204575
DNMBP	5.74648541334819
LPHN1	4.37807572691328
NQO1	5.40283056919746
ZSCAN2	3.63082212660708
SP1	4.16895805854123
TOX4	5.43965159287602
SEC24C	7.8549892400273
HSPA9	8.22790791315597
APOBEC1	3.10466225422233
SURF1	7.44034720409478
LSM5	6.08737154592404
ZBTB1	4.91845428701321
GTF2F1	5.1379232879626
DUSP21	3.06258342922523
RPS15A	12.1390224563815
TAF1	4.72592464707335
GINS4	5.36655233994748
MYO15A	3.48817443281557
AP1G2	5.74646931904373
RBM42	5.32870943685229
HCN2	3.78240848893504
UTP3	7.39138402493094
HNRPA3	7.94299997960933
CKLF	7.02706602340552
U1SNRNPBP	5.92918949821744
FLJ20674	3.91907026110489
RUSC1	7.07366173583238
MBNL1	6.66616103524677
NUP160	3.94617649036482
GRIK5	4.12775807155168
USP21	6.36446906535
FLJ22639	3.45945450778307
HAND1	3.29017033316647
ORMDL2	6.46003699561612
SERPINB1	4.34007297708413
FGA	3.21123463793752
PRSS7	3.03071697155198
IGFBP1	3.01419060933851
SLC1A1	3.7587318314713
DHX57	4.85636473416767
PSAT1	8.35407164630703
FLJ13195	3.70047252676605
GDPD3	4.50868471408946
PTPN21	3.63796318938431
TBR1	3.17260986430407
TBC1D1	5.05941625655621
IFNG	3.53454606745999
FOS	6.3302219777878
IQGAP1	8.36074034269724
ZNF226	4.37739007220714
EMD	5.64443690645049
RETN	3.71534379675971
APH1A	8.03487333323791
C14orf1	6.03984310458491
PUS7	6.69723198561711
PAFAH2	4.1997794146877
NPEPL1	4.69363626062442
RP11-114G1.1	3.49991289984947
TUBB6	5.8824922097769
FOXL2	3.26929321787036
LATS1	3.65282079866167
BAZ2A	5.45029479609341
KCNQ2	3.28445828100907
SPOCK2	5.76498211085675
MARCH6	7.34211238603088
MGC10334	4.78509651195136
HTATIP2	6.06521083618495
CENTA2	4.55827974812409
FGF2	3.79653704933116
FXYD7	3.51650425971337
CCDC33	3.38656666965271
PRODH	3.73780507237132
DDX6	3.68588892744181
SLC43A1	3.91243044494263
NTN1	3.48566289089773
ING4	5.40240318323413
DPH2	6.68079077351488
ZNF313	7.05172804903196
VPS28	7.74676657340737
FCGR2C	3.50022481486443
DIAPH1	4.95888622435354
CEP76	5.08578785085842
CORO1A	4.05236555957336
TRAF4	3.91970133672485
ZNF460	3.19551353926928
RRM2	6.51059106495196
EDG4	4.89704895578072
OS9	7.62889425663152
SLC4A1AP	6.34509251901979
COG5	5.82817833156369
COPS8	7.42617810484074
NGLY1	7.93193271369365
AKAP9	4.64399101787258
NCBP2	7.14152031949129
C17orf42	5.41393931615453
GPSM3	4.12975089112127
SLC20A1	6.69870742180147
SIL1	4.09382098982327
LDB2	3.99918827154632
ASB6	5.18623698239768
KLK5	9.62680632793123
SMAD5OS	3.26100679673081
UNC93A	3.15851754710921
SPTB	4.12764489106617
EFEMP2	5.28704215967438
EFNB2	7.59782853873225
C21orf62	3.02741621228054
PCM1	4.87948444128345
FMO5	3.61456719675855
TSG101	8.7534304940287
CEBPG	8.3243865891214
GTF3C4	5.50634753680509
ABHD3	2.95910536560872
TNFRSF1B	3.93138037551575
CLEC1A	3.44378293809679
IQSEC1	4.57258921379534
PIGN	4.43790849341009
PATZ1	6.00562489182075
RBM22	6.364197989165
AEBP1	6.65020363766717
BAG2	5.05796842844066
PAQR5	3.20628019178817
C9orf127	5.23283911007032
THNSL1	4.34805448336541
ANKRD2	4.19864691710271
JAM2	6.4258384947303
SNRPN	3.70394601665382
ALX4	3.49119424471354
FAM130A1	5.73304139652617
CACNA1S	3.38459774883581
TRIM38	5.59516276359187
CORIN	3.04911867037282
TMCC1	4.96127118847873
PCLKC	3.67607457850514
PLEKHG6	3.78982484419938
LRRC40	7.25148602239244
SMG5	5.46380759358732
NCAPD2	7.51567626049168
WNT2B	3.40182923306937
DCP2	6.35264439300075
ASNS	7.34714499486578
MRPL49	7.12374915995137
TMEM24	4.25962503802866
RPL18	11.118965778624
SMU1	5.22145569633497
ISG20	4.88199377663042
CASZ1	4.12788666780861
POLR1D	7.9876093376584
GIN1	4.32464327691126
TMEM177	5.39365885328004
CDKN2AIP	6.00414655642982
KRR1	7.05365846077561
CXCL1	3.70929010136738
C1D	7.48697762085161
EPM2A	3.49223143912225
LDHC	3.6752937759536
PC	4.06419673614997
PDZRN4	3.03306115718027
FAH	6.0083347505519
UBE4B	5.59822723637974
NIT1	5.43752134565848
CDC2L6	5.18768582843246
BTN3A3	5.83620805565848
PAX8	6.75626107862783
PRO2012	3.39244583077672
BEX1	3.42730542625562
COMMD3	7.8655542237746
MRPL40	6.90409727974924
SLC2A4	3.64796383138392
SHFM1	7.8918955752244
PKMYT1	3.94338074695508
FEZF2	3.75884759983578
DUT	8.72952179483378
LRRC59	8.0759341243875
LY6H	3.06418077979712
MAP2	3.42159347880167
LYL1	3.86409421293873
EDEM1	4.80587068562393
NOS3	3.5715919137123
ZNF34	4.25419649008135
ADH1A	3.34560002421248
CYP11B1	3.06931126552788
CDC73	6.10382276413056
GPR172A	6.53709834193113
GSTM3	8.28068653488251
C19orf54	5.04741002125926
KCNA5	3.25598835391172
FLRT2	3.72157402393833
WRN	4.22034334141554
ANAPC5	8.26752767146376
SDF2	6.52431692682467
KRT8P12	4.43644836929257
DZIP3	4.17804156878592
C15orf24	7.54539580300329
NFATC2IP	6.15828562747947
RIT1	4.50651800204689
RHBDF2	5.22679097116919
SCML1	4.06272735378804
MED9	3.73443085544188
RAB13	9.25697527713739
FBXW11	5.74305521869013
ETAA1	5.12240526831906
C14orf131	4.23971942699116
SLC12A5	3.33731673900492
PHF14	2.99968798973469
NRIP3	3.66230948319189
TMEM121	3.96185255433884
NOS1AP	3.97466262832522
FAM3A	5.56972687991008
RPL13	12.1965353426559
PRDX2	10.6712878387874
SAP30BP	5.82594487315492
WDR76	3.84792367830562
PRMT3	5.9332674241147
TRIM10	3.50073394875082
FAM82B	5.20396925899841
GCNT4	3.10894170112243
MAP9	6.28244369644003
GPRASP1	3.50669038390978
CXorf36	3.51085686724267
CDKN1C	6.13283167295786
DSCR3	4.78176180920806
ZFAND3	5.84500547500421
C7orf43	4.14900698765307
HSPH1	8.01213516606575
SPSB3	5.87821372596837
AQP1	4.43118386183527
COL17A1	3.65151073139002
GFAP	3.80002253709903
CDC16	7.52379284298316
KIAA1614	3.57614061986828
PRSS16	4.72511138005214
KIF13B	4.31977781077653
PCDH9	3.85937819332725
MKRN3	3.51796751940247
ADAMTS13	4.10969246886175
ITFG1	8.50965312316597
TUBG2	3.43759652317612
TTYH1	3.1022264339745
SFRS7	8.93676094136656
C3orf18	4.96721842973839
FLJ13236	4.72951691982628
C18orf25	3.81550095845274
EXTL1	3.87380492439784
RANBP10	4.45642197467685
RARG	4.6209958891688
MYO7A	3.54175587342196
SFRS18	6.54280942263059
CD96	3.16671399249751
ACVR1B	4.54449024820161
DENND1C	3.98367627535129
RBMS3	3.7563647262986
SLC41A3	6.21796878788663
PSMD1	8.2290169476452
DGCR6L	3.07041645175736
ILVBL	7.41095759577145
CSNK1G3	5.68568279347859
RNF186	3.44896017747851
IFNGR1	6.88867590559657
MAGEL2	3.87246963854559
TSPAN6	8.79494429858665
SLC29A2	5.50554591065846
MSL2L1	6.98378280944788
MATN2	7.93676579296141
ST6GALNAC2	8.43321305301788
RBMX	9.1663158873506
MPP3	4.02215527973563
FGL1	4.06834646453506
PSORS1C2	3.64383296505062
RAD51L3	3.24577957178365
ARHGEF6	4.28033609177603
TGFBR2	4.53195287264925
ORAI2	3.96503826496836
CDC123	8.40874475176968
IL33	2.77577613431604
DEAF1	5.07626661571608
AMN	3.83248405385951
MSLN	9.37273330345332
DEFA6	3.33553497047865
WWTR1	4.87660031549055
COBL	4.89402523459888
PPP1R16B	4.32090698218091
CIB1	6.81429191832438
TSSK1B	3.1772529992696
GAS7	3.87921415611554
MDN1	5.13165917620035
HAAO	3.81281921084765
HLA-DRB1	9.9159320650971
CTNNAL1	4.82625190113705
TLE6	3.34054476438001
CIT	5.0338123072252
TNFAIP2	6.6925979437698
FOXN1	3.39119336500906
HERC4	4.81346043925876
DRAP1	6.77414328937244
PEMT	6.35094956473116
SLC38A1	8.87390036863983
ARHGAP6	3.15782614701667
PHF20L1	4.30577398620542
MCM3AP	4.34058917752397
MYO1F	4.15062166956619
RAB11A	7.86629103418499
PTBP2	6.21519081060417
SNX1	5.18414363420307
CTB-1048E9.5	4.59543619892987
C19orf60	5.2629296932632
C7orf25	3.98672768709474
ELF5	3.20632029086349
HOXB9	3.17059504310322
RBM8A	7.74071420681832
PARP3	4.85702374242993
ITGA9	3.85448587285678
ZFR	6.12418474799209
VANGL1	6.10446534509334
FLJ20699	4.67919539566434
ACSL6	2.85556628420824
CHAF1B	3.78987577564043
NDUFA3	9.52841631274471
FABP4	3.41256739185488
KCNB1	3.24096393897496
CANX	8.99909069920233
SLC25A28	5.28521381941151
SHARPIN	5.24434104078808
ADIPOR2	7.13649820075533
TTC23	3.41149029943677
UGP2	8.83441703926276
ECHDC2	3.85860815661286
CIRBP	6.45019875183841
SEC14L4	3.93264135513789
SMA4	4.42176116228743
FRZB	8.5618054602433
PABPC1	11.1630842314083
APOBEC3G	7.61180660945999
CUEDC1	4.78104298052484
CLDN8	3.03819511518828
VPS52	7.03706931622855
LOC23117	7.55524150626179
FAT	6.94349789968115
M6PRBP1	6.25206350069361
PPM1F	4.64499077398129
TSR1	5.91655458350304
E2F6	5.64182277554522
TMEM126B	7.11170926792325
ZFHX3	4.84052381851361
PCSK5	3.79368238308807
HEMK1	4.63897342513958
GIMAP5	4.38723680078657
DPY19L4	4.79646902409314
FAM77C	3.42863760271789
CTPS2	4.63618472038608
NDUFA9	8.54493472714266
SCRIB	6.69713598811664
AURKC	3.47874296203912
LOC51035	5.68593863895333
RSRC2	8.10311104694857
ORM2	3.43621781534001
FAM115A	5.0441404382811
EGLN3	3.29945343368049
FZD6	5.51131713738954
PITX3	3.94158237710853
GPX3	5.38853487772037
UNC119	4.72837696057396
NOV	3.4652209931095
GRM4	3.18104273368231
CABC1	6.90379415561628
KLK1	4.29196698128610
GPM6B	5.65503877530587
RRAGD	5.23090731285928
EIF2S2	7.26576754330668
RNF130	6.12135375987909
CKAP5	6.90508543752169
UCHL5	5.59623492065908
C10orf18	7.899666603965
TMEM93	6.3407055687876
KCNMB2	4.26290948369340
AIM2	3.47152886184458
PNO1	6.69723347061115
ANK3	6.33133412245888
OR2F2	3.53858432646847
GNAT2	3.13096184835966
KRT5	4.50411946772589
ST13	8.1820652837618
SIX1	4.48671302785266
TIMP2	5.20685041809436
CDH12	3.28355653804849
ZMAT4	3.30198983319037
QRSL1	4.67727101762318
CCL15	3.62810996828478
GTF2IRD1	7.62254743545819
CCDC22	4.02986667335943
SNX24	3.79113824086245
RARS	8.49206808155532
MORC2	6.29659586907895
FAM48A	6.0174309987392
FOXD1	3.3718516055393
COX4I1	8.55718647955907
DSN1	4.82819605820842
AMT	4.34897852236306
GPRC5B	6.22171219245871
CTAGE1	3.07161505972527
DTWD1	4.34520326757606
STRN4	5.4843330698178
KITLG	3.14132837762189
HSD11B1	4.0672331247769
HDGF	9.4360375661373
KRT6B	3.51584093610059
SUMO4	7.12586810064804
ARID4B	5.47215013776097
SATL1	4.7520163331281
SETX	5.51619969302969
DDR2	5.06864299143441
KCTD12	7.8178614667488
WWP2	4.20798275035141
CTSH	6.39194746523472
FASTKD1	7.77803239924936
PAF1	4.12235644775319
IFT57	8.05418497059516
TMEM2	4.38603126178339
ZNF592	4.13902636095978
TNFSF9	3.77871273140262
PPFIA4	3.35265058862395
CFP	3.90838657327123
DCTD	6.85493589694318
CNIH3	3.91030126492247
MAP4K4	4.97758345459565
ROD1	4.23683128135261
MFNG	4.4469824260713
JMJD2B	4.7888551127875
DOCK3	3.1774777839808
STX16	6.10414521042399
ALDH3B1	4.09460044338484
THSD4	4.786216075581
DLAT	5.62586755646936
KIF21B	3.71676693076118
FEZ2	5.54568649263259
CDC5L	6.13692792372068
KCNJ5	3.70239127382606
LMNA	5.95724262170583
TBCD	5.50011464907675
ZNF250	5.37053469891495
CASQ2	3.51623336325409
PEG10	5.98484945594228
TPSD1	3.32138535315047
PRAME	4.36038041703334
NP	6.63077692129519
ZNF12	6.14026217549088
XTP3TPA	8.98309946317756
SIGLEC7	3.82621106484748
FAM70A	3.73677330474848
PANK4	4.89595583367411
SNED1	3.47676350589384
HIP1	4.86706131957972
WNK1	7.51467553327219
AHNAK2	7.14981749987109
FLJ10490	3.91788292724668
TOE1	4.91892827652013
RECQL4	4.28367423166331
PPA1	11.3943491212815
DPAGT1	5.66165938154443
HAS1	3.96050930907661
ST7	4.65591935799381
MAGED2	9.378490667677
ANKRD55	3.57543422314733
TRPS1	6.47182614040952
POPDC3	2.9028228655362
ACOX2	4.50251037618779
TFPI2	3.65120490332804
CYP4F11	2.87964597116195
PDHB	8.09039901464185
ERN1	3.5483827416723
LHX2	3.15751964259288
B3GALT1	3.1835891953328
ADAMTS5	3.78604473550100
NOTCH3	4.8202695472472
C1orf116	3.85303384514716
UGCGL1	5.399993402724
NF2	3.66921628875826
POM121	3.4548084548105
CLPP	6.7610262554002
MTMR3	5.57938361757279
ATP1B3	10.2771899047079
TMEM16A	6.15211986493913
HIST1H3F	2.93905733507939
TRIM25	4.22520670131159
CRKL	4.6160440931063
HOXB2	6.92421954978645
ANP32B	9.8497995530344
NUP62	6.24564815658595
GATM	5.18064704603917
AP4E1	3.47370884578759
RASA3	3.17991516276886
EDG5	3.37848828634220
CDKN3	7.03374191402035
CDH4	3.33499800625927
PGD	6.42660093761251
TMEM168	4.99854437868023
RND1	4.03186910127099
GAD1	3.13448147112632
MPG	5.67668411176561
ZNF133	5.88159748245197
LOC440350	3.72536064066518
FJX1	5.55638478376295
CLCF1	5.34450126492688
AMELY	3.03299240825800
PHTF2	4.56856885064219
IGSF2	3.76014328691134
TFF3	4.36864260081759
NDFIP1	7.26026360000749
IQCC	3.81418609009367
CUTA	10.2195749055486
HEYL	3.63717143210461
FTSJ2	5.04823973308173
APPL1	5.71979958188705
TNR	3.49704827772574
WAC	8.00985253126577
ADCY9	3.83141849246539
PYCRL	4.26661356491675
PCGF1	5.96658941206314
PTPN13	3.47531634560447
AGPAT7	5.10061534343221
SSTR5	4.11899650203824
CDKAL1	3.47700620572575
PDYN	3.2554807361998
SFRP1	3.45671574053766
VAV3	6.65166181477689
MTMR11	4.92437796045123
SUOX	5.6218948090858
IDH3B	7.95273413878413
STXBP3	7.70278450168494
EIF3G	8.54100678451381
GOLT1B	4.98426667960844
ARHGAP22	3.54351403618361
NPFFR1	4.3254772998926
NPC1	5.13302051399804
ALDH9A1	8.38620326134835
ICAM5	3.69965971152226
ADD2	4.00399666721181
RASSF1	5.79274691136442
PITPNB	8.69058364292336
PAPOLB	3.39829043040675
URM1	5.83954491327854
TMEM106B	6.47542508143346
LRIG2	4.62002736692543
SLC27A5	8.21513554907487
CDKL1	4.12914731133734
PRODH2	3.69655880772795
SFRS11	8.95420403294201
IL7	3.05640734784237
SCN9A	3.79154626497353
BTG3	9.84230717849492
PAK2	5.29739839954595
ATP2B1	7.01152347245994
GATA4	3.31261945812844
PRKAG1	7.1516279161082
FAM64A	5.93059135355865
ATF7IP2	5.44171766801707
EEF1G	11.9826680298710
INCENP	3.23911323407870
SMAD5	4.64489343630143
GARS	8.81963699047584
CDK10	4.52193153688956
HLX	4.57900765418176
ELAVL3	4.15909017496585
MDM4	3.28625415453602
GNL2	7.07428979287552
CDX1	4.60332343980448
PFDN2	8.24984881853141
ZNF200	4.7414946576621
NDN	4.21462431660866
PRR3	4.29440073453818
HBA2	6.25863388864576
FBLN5	5.56320756278243
PUM1	8.35242214109448
CCDC88A	3.42805277775661
TNNT1	5.59524609741999
KLHL24	5.49654893432088
HNRPH2	8.44862160411795
RAB7A	7.187361890633
SGPP1	3.44562074501381
PMS2	5.88300744332096
ARNT2	4.83551122985009
CBR1	5.05326320365130
ITPR3	5.88655377163031
BIRC3	3.54908710750645
NRSN2	4.99985062533497
SPOCK1	3.64784199713063
H2AFY	7.3995486172514
RXRB	4.65893154593484
ZNF638	7.64399431962711
APBA1	3.62627406847188
RAB2A	6.48507382644993
ACTN4	5.59531633544651
FXC1	5.38965339389582
C6orf162	3.78636894800850
HPSE2	3.62749959711705
PLCE1	3.15716587898001
INSL3	3.32519056020589
PTPLA	3.12064194073358
EIF2B5	5.45951604401378
DLG1	5.51189088161693
PINK1	5.05212488806983
TFIP11	4.81998179899054
VPS33A	5.04508238607321
SKIP	4.42295813342937
GRAP2	3.13864944234494
GAPDHS	3.27963849205859
POLR2G	8.75531415987353
CNTNAP1	4.28279956552757
PSTPIP1	3.35333773359455
CYP26A1	3.77628713671523
APOL2	4.83440710492776
TACC2	6.40566969712317
CNBP	10.8399045020282
WASF1	6.31018561644045
HSPB1	10.5160391474039
INPP5E	4.3262334757349
COX7A2L	9.79101559245385
HSD17B1	4.19543979610138
ARRB2	4.82010989983505
CUBN	3.6915792183457
SLC7A6	4.8271815112338
IGF1	6.33487351762424
ITPK1	5.20095965130479
NAALAD2	3.1968779336567
G3BP1	7.39044595546703
HSD17B10	9.82975573118673
NUP155	6.43793071093887
CYP39A1	4.03245356547635
GLULD1	3.07322582378485
RBM15	6.61395162962008
AMZ2	7.89215654528567
GDF15	3.80526672145214
CYCS	9.82737362254056
TECTA	3.33158875720049
CCDC46	5.28289003870499
GNAL	3.28899783407972
LPO	3.65052348283442
GZMM	3.88383484563498
PAIP1	8.21809225104644
DDX11	5.03900972003912
TAF9B	4.26779453392637
CACNA2D1	4.20605776329745
IMP4	7.03154287570502
SH3BP4	7.86182467601387
