Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_E08_516348
Composite Element REF	Signal
ING4	6.17518723428571
DPH2	5.30553298364385
ZNF313	6.85811904907764
VPS28	9.39880395951516
FCGR2C	3.59307032712865
DIAPH1	5.93630949197148
CEP76	4.23588801785664
CORO1A	3.52116477067421
TRAF4	4.16333181346439
ZNF460	3.18384024839465
RRM2	5.38038694627468
EDG4	4.23295691710674
OS9	7.65657554204692
SLC4A1AP	6.41306953603864
COG5	6.53255830111357
COPS8	6.2846470615196
NGLY1	7.46407455047255
AKAP9	5.5723468063951
NCBP2	6.97095335871443
C17orf42	5.80494525195824
GPSM3	4.04157911450032
SLC20A1	5.94284825289829
SIL1	5.52163003073176
LDB2	3.93833245373601
ASB6	5.27165836025599
KLK5	6.46260211902698
SMAD5OS	3.27109138174532
UNC93A	3.72579195951851
SPTB	4.00905273799149
EFEMP2	7.53940792403728
EFNB2	6.64230944326765
C21orf62	4.97150119215192
PCM1	6.72283806356759
FMO5	3.51523988148264
TSG101	8.20386892037257
CEBPG	5.04763167938758
GTF3C4	5.11545139333231
ABHD3	2.85147941889977
TNFRSF1B	3.54851679872219
CLEC1A	3.05792266474803
IQSEC1	4.6264538867453
PIGN	4.87795948597453
PATZ1	4.6821534228533
RBM22	7.49903309430351
AEBP1	5.98787549682678
BAG2	3.39522306536753
PAQR5	3.27722481648978
C9orf127	4.78485376871063
THNSL1	5.08998299707229
ANKRD2	3.87418685114
JAM2	3.89811319624913
SNRPN	3.49637923766185
ALX4	3.87896495526150
FAM130A1	6.2878418499842
CACNA1S	3.48882498278038
TRIM38	5.50648567815443
CORIN	2.86952494117234
TMCC1	4.96553365803010
PCLKC	3.66948199124915
PLEKHG6	4.31024415110105
LRRC40	6.3342345432637
SMG5	5.76481906034774
NCAPD2	6.76828600869691
WNT2B	3.37881965098411
DCP2	6.78357669800218
ASNS	7.75714194832381
MRPL49	7.860084338994
TMEM24	4.9245802078264
RPL18	11.7231225152663
SMU1	5.26114916198493
ISG20	3.52199118380029
CASZ1	4.1418558056043
POLR1D	9.3841400204063
GIN1	4.87750095471115
TMEM177	4.78945484095052
CDKN2AIP	5.81758621612002
KRR1	5.887349577442
CXCL1	3.63723412965125
C1D	6.74880777327554
EPM2A	3.66800567964714
LDHC	3.82541603040394
PC	3.97820036487133
PDZRN4	3.80565748700346
FAH	4.226075368375
UBE4B	4.93139363194467
NIT1	6.03046020029926
CDC2L6	4.44187606534073
BTN3A3	5.51213437647671
PAX8	6.60166697709577
PRO2012	3.05816633556694
BEX1	4.70975842842028
COMMD3	6.96053882691491
MRPL40	7.97435340508173
SLC2A4	3.65490268197446
SHFM1	8.60038515333627
PKMYT1	3.59405323650394
FEZF2	3.67653315144272
DUT	8.10298326566543
LRRC59	7.08499454020406
LY6H	3.25556746447531
MAP2	3.90651227590141
LYL1	4.06751691519594
EDEM1	5.03251292370236
NOS3	4.53124175549871
ZNF34	5.49898198291352
ADH1A	3.56020488620305
CYP11B1	2.97634840502615
CDC73	6.32860248203001
GPR172A	5.7503497131632
GSTM3	7.10740275376258
C19orf54	6.85184166785156
KCNA5	3.75086877779163
FLRT2	7.13081876105345
WRN	5.13812146576873
ANAPC5	6.72666439564747
SDF2	6.75069247213378
KRT8P12	4.47246352635343
DZIP3	3.9233994874979
C15orf24	8.62666153002605
NFATC2IP	5.40827997807691
RIT1	4.30855484625536
RHBDF2	5.00076632311313
SCML1	3.7350424756427
MED9	4.39920789600754
RAB13	9.28916251705179
FBXW11	5.93942362992931
ETAA1	5.03416002278723
C14orf131	4.47626018142073
SLC12A5	3.43251870768181
PHF14	2.95425862223908
NRIP3	3.40621850238180
TMEM121	3.76929670246424
NOS1AP	4.50967245089529
FAM3A	5.13294538833901
RPL13	12.3353690904532
PRDX2	10.3319325726301
SAP30BP	6.09328037726184
WDR76	3.68425101785493
PRMT3	6.10259504859021
TRIM10	3.6974726407728
FAM82B	6.31837275745771
GCNT4	3.11664791769227
MAP9	5.00901701801573
GPRASP1	3.41399417632602
CXorf36	3.48775062690167
CDKN1C	4.98411079810126
DSCR3	5.04122365586542
ZFAND3	5.06802395514949
C7orf43	4.79383287922874
HSPH1	7.31980881349506
SPSB3	6.62756060132799
AQP1	4.04450034860967
COL17A1	3.74836884669873
GFAP	3.64710001298173
CDC16	8.01215563097181
KIAA1614	3.35128906718476
PRSS16	3.89633499104643
KIF13B	4.78489599220033
PCDH9	4.4868729430594
MKRN3	3.93001106094809
ADAMTS13	4.14051198861312
ITFG1	6.98368410261391
TUBG2	3.52461129662769
TTYH1	7.164814419815
SFRS7	8.86480419318556
C3orf18	5.23742151097711
FLJ13236	4.70653237788481
C18orf25	3.51078686049068
EXTL1	3.76032240123993
RANBP10	4.18618815859613
RARG	4.52203370167897
MYO7A	3.71652120461463
SFRS18	6.96621296133399
CD96	3.18467728094826
ACVR1B	4.50670394116016
DENND1C	4.09998147542114
RBMS3	3.55192858791404
SLC41A3	6.69172509881755
PSMD1	7.12082036340597
DGCR6L	3.26921730028937
ILVBL	7.75521767106973
CSNK1G3	5.63917220713982
RNF186	3.32060156777254
IFNGR1	5.40499443736652
MAGEL2	4.47900679960747
TSPAN6	9.0315992427944
SLC29A2	4.41035688810936
MSL2L1	7.25141725269621
MATN2	7.54149381335018
ST6GALNAC2	7.48229910409895
RBMX	9.30043034839809
MPP3	3.87565046761761
FGL1	4.42054096760569
PSORS1C2	3.97565295690145
RAD51L3	3.36596781558181
ARHGEF6	4.06949664198229
TGFBR2	4.49164688586024
ORAI2	4.52159732484547
CDC123	7.389068963445
IL33	2.90364523565420
DEAF1	6.50012170188473
AMN	3.62372947811465
MSLN	10.5792373189084
DEFA6	3.57553036051093
WWTR1	4.94874809990028
COBL	4.47395144086722
PPP1R16B	4.87612336144888
CIB1	7.78596643887693
TSSK1B	2.91716535823892
GAS7	3.90444637262611
MDN1	4.66984029309947
HAAO	4.13874739129739
HLA-DRB1	8.23590671100383
CTNNAL1	5.99872969299396
TLE6	3.42252512085909
CIT	4.40643573420203
TNFAIP2	5.968007283648
FOXN1	3.43549070633314
HERC4	4.44365358174273
DRAP1	5.18318042139968
PEMT	7.59125718670589
SLC38A1	8.46370932705091
ARHGAP6	3.85425919091666
PHF20L1	4.60434203969307
MCM3AP	4.45041890148043
MYO1F	4.21009325945780
RAB11A	8.10799124194553
PTBP2	4.5751406933349
SNX1	5.76861403437539
CTB-1048E9.5	4.75076483671493
C19orf60	5.63415131667849
C7orf25	4.73486846208591
ELF5	3.21640573296315
HOXB9	3.07683826291222
RBM8A	6.75685089534968
PARP3	4.3757264689623
ITGA9	3.23968985896125
ZFR	6.26461340272498
VANGL1	4.92901165258165
FLJ20699	4.52284668987001
ACSL6	2.99672526215914
CHAF1B	3.725812653757
NDUFA3	9.30275144589126
FABP4	3.27651832712745
KCNB1	3.24195290088112
CANX	8.56667574989496
SLC25A28	5.22387930479046
SHARPIN	6.04343887211766
ADIPOR2	7.43036449386095
TTC23	4.65750479815918
UGP2	8.5272260629477
ECHDC2	5.6101295553143
CIRBP	8.20955138311383
SEC14L4	3.86671503913604
SMA4	4.8172990057249
FRZB	3.80920898075042
PABPC1	11.8406388723906
APOBEC3G	3.61620712702335
CUEDC1	6.36114409733025
CLDN8	3.11216744093024
VPS52	8.11238350677643
LOC23117	6.83794874532536
FAT	8.40091395451727
M6PRBP1	4.93884598261768
PPM1F	4.48622789646795
TSR1	5.86736405825866
E2F6	5.80458196231377
TMEM126B	8.68992622496973
ZFHX3	5.4546784519303
PCSK5	3.34267993690480
HEMK1	5.10240971177058
GIMAP5	4.35853235847514
DPY19L4	6.32225977689384
FAM77C	3.64272489849566
CTPS2	4.82497922509063
NDUFA9	8.79857987593405
SCRIB	7.3003546552145
AURKC	3.66290791335241
LOC51035	5.86037215696134
RSRC2	7.78284677815536
ORM2	3.79318405640045
FAM115A	5.40160141176967
EGLN3	3.86364524123859
FZD6	5.64416049817747
PITX3	3.85372007182541
GPX3	10.5145528615357
UNC119	5.37662673265105
NOV	4.60131366800617
GRM4	3.40662477972149
CABC1	7.23213909399587
KLK1	6.10123514491056
GPM6B	5.25991060180226
RRAGD	5.87105507207764
EIF2S2	7.15080974556476
RNF130	8.29732100763334
CKAP5	6.28435194872464
UCHL5	4.94946180124613
C10orf18	7.35242416172058
TMEM93	6.3339941556418
KCNMB2	4.18783516267001
AIM2	3.7640280392997
PNO1	6.32549116187987
ANK3	7.76289061057225
OR2F2	3.37597405109968
GNAT2	3.35761576263100
KRT5	6.68086737423937
ST13	8.29414982955212
SIX1	5.07137381370833
TIMP2	6.72717989543793
CDH12	3.85642837830289
ZMAT4	3.29852032574671
QRSL1	4.28243648483595
CCL15	3.4884144852125
GTF2IRD1	7.84855599024555
CCDC22	4.57004873735154
SNX24	4.04341016821144
RARS	9.07666247085981
MORC2	5.66683435303118
FAM48A	6.37722589029716
FOXD1	3.34237068734391
COX4I1	8.62117178214469
DSN1	4.69238616772444
AMT	6.02037910671442
GPRC5B	5.85089225090977
CTAGE1	3.07153421243374
DTWD1	5.1488416350035
STRN4	5.58178937346452
KITLG	3.22858782085852
HSD11B1	4.315658450425
HDGF	9.32398519115142
KRT6B	3.42235957949486
SUMO4	6.29979074170079
ARID4B	5.29799206595019
SATL1	4.66853369461442
SETX	5.40756535725212
DDR2	5.41671198213228
KCTD12	10.0046881886612
WWP2	4.50051113360847
CTSH	6.22529982932937
FASTKD1	6.40994052845992
PAF1	5.61234378231371
IFT57	7.3132372090279
TMEM2	4.02634934797781
ZNF592	5.05042494609735
TNFSF9	3.64933787017613
PPFIA4	3.81183660266524
CFP	3.94011650154308
DCTD	7.42340204486787
CNIH3	4.10809480507000
MAP4K4	5.39032104338599
ROD1	3.95787723209607
MFNG	3.64534883213733
JMJD2B	4.87095154026062
DOCK3	3.22972243990530
STX16	5.86529443858694
ALDH3B1	5.03264525180583
THSD4	3.56670570793776
DLAT	6.54388957144718
KIF21B	4.23919235517633
FEZ2	5.32017969213742
CDC5L	5.10061085230755
KCNJ5	4.11436922378625
LMNA	6.72806582125366
TBCD	4.72696544662418
ZNF250	6.78833061906386
CASQ2	3.4140006303267
PEG10	7.57276047042456
TPSD1	3.13740552157995
PRAME	8.05270767193617
NP	3.80538068516952
ZNF12	6.80603929387708
XTP3TPA	7.4043782468185
SIGLEC7	3.73232571947666
FAM70A	7.247187255058
PANK4	6.12498535030953
SNED1	3.19048376617619
HIP1	4.6788795889823
WNK1	6.99579155772147
AHNAK2	7.98861769052602
FLJ10490	4.24329167610617
TOE1	5.08892261960684
RECQL4	4.53468877707215
PPA1	10.1502370754275
DPAGT1	6.77525942410147
HAS1	4.06312858707887
ST7	5.22973241320121
MAGED2	8.97996912424908
ANKRD55	3.83713743572576
TRPS1	7.43229746620205
POPDC3	2.94054319435671
ACOX2	5.77261551079509
TFPI2	4.55674552600469
CYP4F11	3.07689419225533
PDHB	8.55511497873223
ERN1	3.30016959519210
LHX2	2.9732798431955
B3GALT1	3.50586084940851
ADAMTS5	5.41405523001709
NOTCH3	5.05461127293201
C1orf116	4.82250042403629
UGCGL1	4.92195395184469
NF2	3.91087572607872
POM121	4.01224055722990
CLPP	6.30274600822189
MTMR3	4.32922054675598
ATP1B3	9.41164403432295
TMEM16A	2.97051248466071
HIST1H3F	2.80443563608911
TRIM25	4.31194838231111
CRKL	5.01267483084343
HOXB2	7.07239318778824
ANP32B	9.61776181176142
NUP62	5.75690076523744
GATM	3.90358658270907
AP4E1	3.54834158130667
RASA3	3.30105738770347
EDG5	4.05825652463406
CDKN3	5.30886518156442
CDH4	3.73594403398820
PGD	5.85482872938494
TMEM168	6.80049866027692
RND1	4.19573264387749
GAD1	3.01077445137598
MPG	6.27644690659843
ZNF133	5.30533550407758
LOC440350	3.98689291830402
FJX1	5.57144516994382
CLCF1	5.14103862332897
AMELY	3.30537349907519
PHTF2	4.47652088883191
IGSF2	3.69085865062643
TFF3	4.23183626328054
NDFIP1	8.54111836302664
IQCC	3.91395674657058
CUTA	10.7120099119465
HEYL	3.92179554712478
FTSJ2	5.43467836219364
APPL1	5.70092436321522
TNR	3.70436837467936
WAC	7.8066184518148
ADCY9	4.49080865372432
PYCRL	5.07658712485107
PCGF1	6.87784287804292
PTPN13	4.06690429139869
AGPAT7	5.85315371322798
SSTR5	3.78473747304156
CDKAL1	3.49000716118559
PDYN	3.68183644053964
SFRP1	4.43380712181757
VAV3	3.57430109697189
MTMR11	4.57250606431953
SUOX	6.36571223691822
IDH3B	7.35184385632536
STXBP3	7.26956603153992
EIF3G	7.69763012142433
GOLT1B	4.91618480478275
ARHGAP22	3.66912262696865
NPFFR1	4.37343723848902
NPC1	9.20203262634448
ALDH9A1	9.25673044493678
ICAM5	3.68481527542864
ADD2	4.66188908643435
RASSF1	5.05501808041399
PITPNB	8.34901511514424
PAPOLB	3.31149043110303
URM1	5.75288387672169
TMEM106B	7.0552470143989
LRIG2	4.4817433955029
SLC27A5	5.35675351572817
CDKL1	3.95279926821103
PRODH2	3.54598631173165
SFRS11	8.02736255029557
IL7	2.83316506363373
SCN9A	3.35207953669992
BTG3	6.82700614613929
PAK2	5.66580084268535
ATP2B1	6.87819024082472
GATA4	3.56391775962768
PRKAG1	7.37643119766124
FAM64A	4.91359698329667
ATF7IP2	4.36339875950212
EEF1G	12.1715648600315
INCENP	3.62588561124217
SMAD5	5.68757634330311
GARS	7.8202257165871
CDK10	4.68017481594764
HLX	4.15266347604662
ELAVL3	3.87977589237319
MDM4	3.29865749899625
GNL2	7.450788007854
CDX1	4.58066571463512
PFDN2	8.16016456746312
ZNF200	4.48627725180039
NDN	3.73563896376687
PRR3	5.86432634577515
HBA2	4.18108217512179
FBLN5	4.55713902390413
PUM1	8.63329426519961
CCDC88A	3.18344472159664
TNNT1	9.3391763870666
KLHL24	6.48346043848836
HNRPH2	7.56550980602208
RAB7A	7.67397680263272
SGPP1	3.00983664564938
PMS2	6.79555745374131
ARNT2	6.19755282348605
CBR1	5.95440018973458
ITPR3	5.96016989891914
BIRC3	3.43046735505857
NRSN2	4.8426612845111
SPOCK1	3.73278838859546
H2AFY	7.83659399778226
RXRB	5.03979358353613
ZNF638	8.10073611736264
APBA1	3.48738263885576
RAB2A	7.27528010736519
ACTN4	6.45834202552143
FXC1	5.01570904995063
C6orf162	4.03438221449539
HPSE2	3.69556666387839
PLCE1	5.33447243573027
INSL3	3.2815149412013
PTPLA	4.55234896816409
EIF2B5	5.92917522802063
DLG1	5.31714593945436
PINK1	4.82305561179405
TFIP11	5.48289594762657
VPS33A	4.5929658878475
SKIP	4.83248859305767
GRAP2	2.98776015854346
GAPDHS	3.19742684001741
POLR2G	8.35602378821491
CNTNAP1	4.45876780052662
PSTPIP1	3.91313658185001
CYP26A1	4.20106542879257
APOL2	4.59322332386543
TACC2	5.41714687152141
CNBP	10.5973344734713
WASF1	5.14141257947391
HSPB1	11.2564055211261
INPP5E	5.1109499941518
COX7A2L	9.88655237623638
HSD17B1	4.57153497705062
ARRB2	4.69720313400108
CUBN	3.85046156634821
SLC7A6	4.11839664368372
IGF1	6.87310358628549
ITPK1	5.70338148318471
NAALAD2	3.40360721580764
G3BP1	7.14212794101991
HSD17B10	8.27219464023477
NUP155	5.76575834694699
CYP39A1	3.87694685376881
GLULD1	4.07627819769327
RBM15	6.379727636531
AMZ2	7.03644647374977
GDF15	3.73304574228706
CYCS	9.92419435472513
TECTA	3.69396756479269
CCDC46	4.77166979994597
GNAL	3.28100193168491
LPO	3.68803981536449
GZMM	3.86659006731378
PAIP1	7.8017633121559
DDX11	4.72170407565583
TAF9B	3.41438459140938
CACNA2D1	3.96774824942804
IMP4	7.27214493767054
SH3BP4	8.24739720252786
PADI1	4.17804308894332
DEC1	3.24648996388771
PON3	3.63417270320038
PROP1	3.60990238997887
UBB	6.48687674742635
RPA4	3.06734359465841
TCF25	6.88475072757524
NDUFS1	7.40737397114684
UPK1A	3.48228543867288
AES	6.28781902796547
PPP1R13B	6.29426035093213
TCL6	3.55231800683338
ARL2	7.0060227980106
CD2BP2	7.12385222943429
TOP3A	3.79669061416634
CHRM5	3.50143219598001
FGFR1	6.33353987466712
UGT2B17	2.9533599882405
CEACAM6	3.82867401429696
CERK	6.20184273767136
FXYD6	9.02453640231881
AP3S2	6.00742358884011
ZNF208	3.0477900808478
CARKL	5.13217838091555
HIST1H4E	4.68319253343016
GOT1	7.76338046224504
BBC3	5.07587554707334
CASP6	4.52009229186954
HOXA1	3.38212753455181
RCL1	5.77003320584479
RAB40B	6.34312809547535
PI4KB	5.7216965669742
LRRN2	4.80181638888107
B3GAT1	3.06599423237426
OAZ2	6.84721337017467
BET1L	4.49806105925033
NOC4L	4.5158623461576
FRY	4.92554629079085
C10orf12	3.05795620290315
AK3L1	6.62462502373016
FADS1	5.03523136675458
CSF3R	3.44063602443445
DKK2	3.34827673361068
POLR3K	5.6698445091576
LBX1	3.54801801993701
ATG2B	4.45236429865103
RHOT1	6.2218092331554
DARS	8.72081099851044
EPS8	5.11332058429413
OXT	3.50014468407151
C10orf56	4.51131701672967
ARL4A	7.84731766362953
CCDC64	3.90828275385833
DAD1	9.07693039026622
HERC2	6.76978186248598
HSD11B2	4.30038007292567
USE1	7.43321661943396
FAM96B	8.14895161368875
HNMT	4.52143054923635
PCGF3	5.13485399787347
BSN	4.0511437072796
CAND1	6.03860640998783
ACTR10	9.02759945797538
NASP	5.93711775959182
C20orf4	5.93474818916662
ACSBG2	3.48941374295847
COL9A2	6.2550137257537
RWDD2A	3.62352866838823
PALLD	7.9309353577658
GPC5	3.0249385933211
CENTD2	4.48682913075572
TBL3	6.08222994581666
TLR1	3.78993605545234
LMO6	3.79817690250835
CCDC106	4.76868934153229
KPNA2	6.60983511242662
PARP16	6.19527802853605
PDIA3	10.3160454556550
MACROD1	5.00436518840472
SFRS1	7.52969255092724
DCP1A	6.20980420475961
TMCO3	3.69122457145086
NTN2L	3.11991505157787
CLN5	5.75600701870684
BIRC5	4.39336688859555
PRR16	3.08245135390827
FAM63B	3.89220982704821
GLE1L	3.98086903010308
CES2	5.27431089278394
GNAS	10.2267044062202
KATNB1	4.37218184034022
CPLX3	3.46351688981405
WNT8B	4.09079262643957
TSPAN13	6.82645790792819
MRPL52	3.77393963207876
GHR	6.02975177983765
DUX4	4.25227187344759
BCLAF1	6.72967405273332
GOLGA3	5.63710110145535
CLEC4E	3.54471863552048
SCUBE3	3.75838914739101
UCRC	9.3478553072485
CDKL3	4.36563762343345
MGAT4B	7.62053363458273
BBS7	3.44070825216387
ZNF345	4.58201066844352
RTF1	6.37311645349784
SERPINB9	4.08272112371164
DHRS7	5.87049801908863
RIPK4	7.21003230109455
PLEC1	5.43277941301931
PIP3-E	3.59013254082919
KNTC1	4.07049457743448
EXOSC2	5.4865334549626
MS4A2	3.14453797879883
FGF17	5.88339607851366
WDR59	4.77592178040683
LAIR1	3.61730468586278
EVI2A	3.62560740892060
IL17RC	4.29616551322075
GTF3C3	5.40724792252812
HS3ST1	3.45344723588996
ITGB1BP2	3.24234783065756
RBPJ	9.24760509141298
LRRC8D	7.25341774663438
ALDH18A1	7.5351842331353
INE1	3.69544761597813
TPI1	9.78397148429196
FLJ20035	5.61342168774128
GATA6	8.86458743877147
CABP1	3.49064709338374
RASGRF1	3.56744818991721
C4orf15	5.26243928045881
ALDH2	9.42453986587087
DAPK3	3.38765542543370
C3	9.18242011801084
EMP2	6.5763190681969
GJB1	4.21150899887357
PIN1	4.16408151904055
SLC6A15	3.18371139609804
POLE3	6.65912705257134
RIN2	8.31904236876163
CTSL2	5.43586403275862
APOC4	4.14238413157656
CYorf15B	3.43859936190904
TRIM2	4.1615381866735
CP110	4.65485604029474
KIAA1622	3.42570342212758
DNM1	4.93394840472858
HYOU1	8.52036822023289
OTUD4	5.65070523374148
USP7	6.09896856970174
ZSCAN16	5.35882703215579
ASCC1	5.79081380617678
OTUD3	3.5917892835321
YME1L1	8.64111066208427
HNRNPR	8.52016796456915
SERPING1	8.8612188879511
TPCN1	5.30513827586951
STARD13	6.13652057391159
PCBP4	4.92330753458527
ADI1	7.6000529746464
ASIP	3.41380493219155
CDH10	3.83832239095963
WBSCR22	8.64917338359307
SCP2	7.36181396019948
KL	2.93574758882064
SLC35D2	5.08442433205319
MAFK	3.54584742489347
SON	8.1734214107285
SBNO2	3.91604736655107
RACGAP1	6.34979117660092
SC4MOL	7.1857885878163
SLC6A6	3.47733398340518
OBP2A	4.15251246771839
PSMD3	5.84295374966843
ERLIN2	6.239510544282
PPP1R9A	6.63092463856491
RAB35	4.32199798694367
PDZRN3	3.65348156400814
AVEN	7.18472418883535
FLJ21075	3.96602703219685
BCAM	8.6847780431559
C14orf132	5.02480183729283
PCK2	6.08725191440227
FKRP	3.84513481967053
HLA-DRA	8.8967266115222
GUCY2C	3.19795904523741
RP11-125A7.3	5.27346638630565
BARX2	3.36419344630116
DAO	3.62087242699906
EDNRA	4.40337733452002
NIPBL	5.76556827247372
ZNF331	5.63698995876962
PPP2R5A	6.17279021350523
HMGN4	8.0998954622516
DDX39	9.7776007710009
EFHC1	4.96414050424855
EIF3M	8.58607078973677
SLC17A3	3.17843721170965
ZNF24	4.73995259021899
ASCIZ	6.55314833790648
FNDC8	3.63293697312607
ESRRA	4.92581663467843
PTMS	5.3482229643506
PHF7	3.92640965651868
PIP4K2B	5.06869940336865
IRF3	5.62687794183138
GPR19	4.31307400562402
HHLA2	3.55476401452155
GMFG	3.50999953344252
BDH2	7.55789181849424
APOBEC2	3.67786306006332
PRSS21	8.80166583531439
PENK	3.41700505736636
PHF16	5.8796100771963
ZMAT5	5.06214234440687
SMAD9	3.82279836571136
SLAMF1	3.09554366654933
RGL1	6.16903500339856
DLGAP4	4.61900410805358
MBD5	4.3051310376242
PHLDA1	4.18544456291274
BACE2	7.32117144801209
APPBP2	5.49481591947871
LIF	3.99674017238754
OXTR	3.87686762559985
ACTC1	3.85670534008165
USP19	4.43247244858792
SUV39H2	3.10772887003417
ERO1L	4.9851303734669
ZNF395	7.68332127188247
CNTFR	3.84878805820098
HIST1H2BL	3.17431114629182
WNT3	3.65832143847897
ZNF549	3.51552443915096
ZNF467	5.02820420606782
SLC25A21	3.2768664338396
IL5	3.33726078999247
CLSTN2	3.63374214143598
LSM12	5.31750273632853
KRT37	2.72715974026905
NACAD	4.18063156832007
NAG18	3.03116776814812
PTGES	4.18372411528554
GDAP1L1	3.17064195270308
MFAP5	8.59139781996148
OPRK1	3.42667003288282
C12orf4	3.95565682422795
NTAN1	4.34320496678464
CST3	10.8736698651682
WDR6	5.85635589975983
NUP88	6.58621811544756
CD300A	3.77312934451285
FCGBP	4.40776190354585
CNIH	8.9850055183323
VASH1	3.77514074450577
DHX16	6.86085415660002
SLC35A5	6.18312437444796
CLEC3B	3.30515358742263
ARL2BP	5.34680586803039
C10orf79	3.61920006216904
ZNF79	4.14012031980397
CRP	3.60968792479806
OCRL	4.59355799041183
GLA	6.21826789060353
NEBL	4.17461699953588
HSPA8	9.45599362604537
DIDO1	5.74399830352363
PLA2R1	2.98618317535271
NGDN	7.25689726927093
CBFA2T2	4.59463008752389
SAC3D1	5.62750917094124
PNOC	10.3885022955079
PIGP	8.64102552452148
AGGF1	5.27712305906092
PRRG1	4.85032020207068
DPF2	7.01749760475054
MYH13	3.10673560599718
TMED9	7.50209574013854
TRPV5	3.72305229321089
UGT2B4	3.31985469629586
PJA2	8.15989088734503
COLEC11	3.65785714817003
SCYE1	6.48916417719101
MED12	5.35251549106541
CARS	6.73486763536808
MYH1	3.10307165693263
CYP7A1	2.87074294951440
PHF1	6.47225626114157
LOC644096	5.13986997057158
FRYL	5.17242872951314
RHOBTB2	4.20305341023915
MMP27	2.99284863640804
ZNF432	5.21166286771414
SRD5A2	3.77538693600443
UTP14C	7.1557107426325
RABEP2	4.77790642489267
VWA1	5.34157813622441
FUBP1	5.78991675822889
IGLL1	3.81974758370385
KIAA0586	4.46727617639891
IL27RA	3.89838144041398
STON1	6.32749782273321
IL5RA	3.48059608473458
PERP	8.1124115070507
SMPD2	4.15946333143174
TNFSF12	4.21324961082425
FN1	6.76530674005136
MTR	6.7778726225765
CSRP3	3.39869151018429
MMP20	3.12445534606488
PHLPPL	4.89013010039242
CBX6	6.65337244157223
DHFR	5.91236858440568
PRG3	3.48606864648208
ALPP	3.63552915750379
ASH1L	4.79948193053651
CHRNA2	3.92065851695889
PPP1R12A	5.43595391675543
RBM38	6.22925185663759
ZNF7	6.12928317418624
RDH8	3.26035018482941
GPR132	3.76023731455274
DGKD	4.88307831550831
TPMT	4.96709219067004
ATP1A1	9.07540667969374
SERTAD2	7.50195899945955
C5orf4	5.54691623806108
ZNF672	5.70237922484113
PLXNB3	3.62389834203506
FAIM3	4.42557576369374
UBQLN2	7.52497528994613
NR1I3	3.25221324909021
ACVR2A	5.78156292642015
YWHAZ	9.65645541491566
LILRP2	3.75347568757113
GNAO1	3.62453109899070
OPA1	5.45347348567518
RPS6KA6	3.60371405789284
RPL10	12.4516933216923
MMP23B	4.39990307491904
PFKL	5.76346728868101
TMEM140	3.61293248483971
AURKB	4.68552934996068
IFI16	7.8002106941584
CSTA	4.37089130251116
PRPF39	5.51527068620565
DISC1	3.94269749446011
USP4	7.90869478036405
OSBPL10	6.66716179651881
CAPN6	4.33490133419863
CLTCL1	3.85833506988302
NUAK1	5.20491108649589
ALG6	5.39953805649248
NPPA	3.84430895905810
LAMB3	6.62979049311815
PPL	7.98849296348291
LRTM1	3.16405603882468
RRAD	3.32239581187336
TIPIN	4.86030783396485
CARD14	3.26545409192242
RBM9	6.4823471167318
LCN1	3.38436033845754
RALGPS1	4.51264607620224
NCOA3	5.08663708825383
CCDC6	5.89716448342462
RASSF4	3.78196636576626
MTHFD1	8.7558061829727
FCMD	4.01085331401593
IGHD	3.52290917162225
PLA2G6	4.61147434884844
TPT1	12.0164595948843
S100A3	3.45032261374637
SEC63	5.35831221928763
C10orf59	3.26190968828326
TOR1AIP1	5.71267046332475
PAFAH1B3	7.64537610073844
CEBPD	6.39949750767519
ZNF107	4.58008106599178
ALDH6A1	8.46152603456052
G6PC2	3.57751734145922
SNTG2	3.01077120801494
GRWD1	4.85518196232830
FLJ22222	5.85630716705398
BCKDK	5.03620531204743
CTSB	8.0683110346791
PFKFB1	3.55981502385996
ZFP36	6.84129991821468
SVEP1	3.36807531333901
PXN	4.66355951570428
TNF	3.40918230812142
SIRT2	5.29680168868421
C5orf21	7.18414787267465
VIL2	5.13350458073645
DIXDC1	4.5283222307228
GANAB	7.5327888227677
PDSS1	4.63051076990579
GRM6	3.07087990278751
NGFR	3.88531245407553
ATP8B4	2.74908336483355
MEIS1	10.1130238771242
BMP8A	3.58352068052904
NGFRAP1	10.1592269434722
EDAR	4.00205493236867
NEDD4L	4.44675279245154
CRYBB3	3.9879980228116
C6orf60	3.25494570051171
IL1A	3.29546305582186
GNRH1	3.00664145003394
PDGFD	6.06563964505104
CACNA1H	3.40722328210801
TXNDC3	2.99858681457470
ERCC1	7.02679914772987
CAV3	3.56547389621196
HARS	7.27509492937908
AQP8	3.49402104686409
CREBBP	5.21014901180316
ITGB1	4.87056254780513
SPACA1	3.28884566156418
ZNF254	4.27843669655284
PARK7	10.2444378779192
PAX1	3.05160343365439
PSMC4	7.20014219511788
KCNH4	3.88172480125856
TUBA1A	9.24283639936336
PRMT8	3.74144877862766
SELP	3.32015420761428
PSMD8	7.9130315510227
SOX10	4.26020185309627
HTR1E	3.68518743835737
RABGEF1	7.16490201767125
EPS8L3	3.89832192718012
MAP1LC3B	6.57849708040847
AGXT2L1	3.21438152888587
CYB5R4	4.33903974985209
MEMO1	6.72317262713575
LRBA	6.789801864777
TRAPPC2	5.24376627229368
