Hybridization REF	FEAST_p_TCGA_B20_21_Expression_HT_HG-U133A_96-HTA_E08_516348
Composite Element REF	Signal
EPN2	4.83784059706931
AQP9	7.82230707909186
XK	3.54901305416755
SLC15A2	4.80581824975236
MREG	3.85505275471018
HEPH	3.37892519547419
THRAP3	4.60020829585601
MET	5.03860557278039
PDLIM2	5.98608758465569
ING3	6.9856699848115
PHYHIP	3.75676417870532
CCT8L2	3.69408790420868
ADAM7	3.27094885398733
COPS7A	7.81798985354748
WSCD1	3.85081987513638
SLC12A8	5.02513702710016
RNF185	3.53810910583726
TNS3	9.48944681912787
IGSF3	4.53995664913432
SRPK1	4.82099596823953
MED13L	5.18826194083413
LOC93432	3.42108054937236
C7orf44	7.3656198704618
PTCD3	7.03460756221
RPL7A	12.4862633784571
TEAD1	5.57994749407382
ARL6IP1	9.67160649919622
CTAGE5	4.23763726025080
SLC25A14	4.64016383054512
LEP	3.21432238209772
PCDH21	4.2512724788821
CACNG5	3.45732062957638
ECH1	6.30462970078146
MAPKAPK2	4.61039262125916
ATXN10	6.44854788111082
LHFPL2	4.64638094102459
CCL22	3.92992313934393
ACTR8	4.16465071569344
PTPN22	3.16792280480181
CYP2F1	2.96659812462983
ITGA3	5.39165397411675
RABGGTA	5.6063925607204
KIAA1033	5.30916962019708
ZNF510	3.40112807937947
SLC26A10	3.28017577992742
STX8	6.3259510024117
RUNX3	3.67239998273814
EFNB1	4.41180318245124
EIF4G3	5.43357041503633
ACSM3	3.9917844305628
C5AR1	3.37314128501548
SIGLEC8	3.47818872134900
ASCC3L1	9.11320133633486
ZNF623	6.48790000326234
A2M	6.36126205538079
NOL8	6.33859249537717
GRPEL1	5.842376433583
LMNB2	4.11918605420005
ROCK2	4.34592509110497
SNX16	4.40893530845888
Magmas	6.88938215720073
ANXA3	6.10318117772957
C11orf2	8.71168881652885
VKORC1	7.82557159822236
TRPM6	3.09337919844459
KIAA1609	4.05794662065267
FOXK2	5.48915069916586
FEV	3.98739127429878
EED	5.28750413177902
RNF32	2.97953152047518
PDCD5	5.98948259558511
SLC8A1	3.31110788539371
HES1	3.65615750884478
DGUOK	7.3903405944151
CLDN16	8.00743368370261
CLC	3.60597690416174
ISL1	3.99903864071075
C1QTNF3	5.93332587337903
GAGE1	3.16795678944361
KIAA0528	7.93967524679111
VGLL3	3.18836669127302
MANEA	3.38396158029231
C1orf61	3.35418009321435
SUPT4H1	7.03096157732672
CD1A	3.57096907576818
ASAHL	3.72364011513668
TRAF5	7.28177484356765
RAPGEF6	5.75027395377154
WHSC1	4.63700245583715
NEIL1	3.70208124468096
KIAA0020	6.18517911620908
C16orf45	4.63389454285258
GFPT2	3.98858874163818
RBM10	7.02499775445834
MRS2L	5.31276609753455
DNAH17	3.67382491190619
STARD5	3.91166545398572
C19orf10	5.20035760429702
SIP1	4.43724612696737
DNAJC15	3.57647454363982
C1orf160	5.82029594240231
SLFN12	3.95898416523356
STAU2	5.40509886357164
FAM98A	7.53522636397772
EXOC3	6.39352282865515
RAD23B	7.36066105156561
HIST3H3	3.77986400271469
NCOR2	4.3621561342009
TNFRSF9	3.40607638860088
KLK8	8.4169773626937
NOL1	6.78035653711646
ALX1	3.79220228000516
CCNE1	4.97834649859313
PKDREJ	4.11460275140807
TIAL1	5.69933087717283
WHSC1L1	3.84974964405559
HIST1H1E	3.75301195292852
SMUG1	4.96768924361638
TM4SF4	3.79776817743557
NPY6R	3.46166366431576
UFM1	7.4937712998023
AP3M2	7.00769236184441
USP14	7.22795696062538
CORO2A	4.26728891058349
ETNK2	3.48696314067182
APOE	5.13725978811112
ANGPT4	3.71855921397663
DSTN	9.61767920801894
SFRS14	5.03161001118183
FRS2	3.14785827950523
NR2E3	3.50975845615101
ST8SIA4	3.52226459379937
GMPR	9.03135104284059
TUBB2C	8.3635412633093
LOC730092	3.86144126064972
ORM1	3.12138980802548
HSPD1	9.61285027887589
C5orf13	7.61108121003271
F2RL1	4.08861923414882
PLEKHA9	5.81354312924297
ZNF232	6.16957961894024
SLC6A7	3.68610026970634
ADH5	7.47742045586561
SHBG	3.23687929669056
DSCR6	3.51790109984053
CROCCL2	3.54726476182387
CDIPT	8.27897868441336
SLC16A5	5.05896132480504
TUBB	10.0029231494178
GAS2L1	4.75585720930491
TOR3A	5.14877074161865
PREP	4.88997382363648
RFX3	3.65464018000395
CHMP1B	6.60136740104988
COPS4	7.34183843300548
MYH6	3.24182230016694
BCHE	3.08788460245438
MAP3K13	3.4364634925475
LCMT1	7.0990234871021
EIF1AX	6.80018511414127
SLC24A5	3.18333825003465
BCL2	3.71111333303212
HBZ	3.72956494311813
HCRTR2	3.32554358918171
TJAP1	5.1210859002648
MAPBPIP	6.65220700663944
TMEM156	3.21892590526037
MYO15B	4.06831529943005
ZNF239	6.09143619342803
KIAA1324	3.66426801641281
PLCL2	3.75480107510782
C4orf29	3.54712411478135
SNX19	5.73827588512827
NAALADL1	3.03393981266226
DUSP5	3.49629730799223
GKN1	3.73856978164099
PXDN	7.34235725790067
FCN1	3.57408947531853
SLMO1	4.21903717052454
TNXB	4.09962808260237
C1QL1	3.27152529207246
BIRC7	3.95732880553077
A4GALT	4.65304743087258
TIMM22	6.3240542967068
ABHD9	3.50276917494651
TOMM34	7.10899783488241
ZNF35	4.20675147182362
LIMD1	3.53666021511791
CARD8	3.65725738220136
KIAA0286	4.80798453598066
CD6	3.78666198299596
RSRC1	6.07871584637948
TOX3	3.24458130688322
C16orf35	4.88789189116614
CRHBP	3.45557129546641
PTRF	6.38415741515997
FBXO24	3.28296071692731
CHST11	3.46162907077595
THRB	4.0798756890732
RNF39	4.12244950559278
MYBPC1	3.28267996258858
PSMD11	5.95756049314592
ALAD	4.79214110163397
AQP2	3.52303568289891
EN1	3.10217051679477
GSTM4	5.03632858123647
ZNF187	5.6943195187
CDC42BPA	5.7060469777501
F7	3.22876497587442
CNOT1	6.50060887018263
SLC13A4	3.62336724130629
ZBTB11	6.87987365270697
B3GALT5	3.13222577179751
LUC7L2	7.72210156283641
SPTBN1	4.89890034713851
EXOC2	3.81943760893042
LSM4	6.74741437570528
IRS1	4.68983624369522
TMEM1	4.48883993450317
MRPL34	7.35534343359273
SAMM50	6.46416830408441
CDC42EP3	5.35795437112724
HSF2	3.82983071951814
SRP72	6.92979783728539
MFN2	5.52657505409286
TSPAN7	5.1636099086406
SGK269	4.05872307217551
NUCB1	6.4566877952509
RHOH	2.99085790651685
MTX1	7.56456667365824
CENTA1	5.84184945498306
ATR	6.35503271852214
IGLV3-25	4.32066780605406
DDX49	5.58692486341447
TACR1	3.56689206086086
SFRS5	7.47297821359887
THAP1	5.07364980598460
RHBDF1	6.2292941097866
RASIP1	4.17081185353554
DPYD	3.20740328958343
MYO5C	8.8092552084638
DOHH	3.61967483259358
POF1B	3.85972822927361
MAPK10	3.51477351870644
ZNF552	5.21328284103732
USP32	4.71465764060732
MED27	5.39137641999701
NCAM1	4.67171619452501
LOC171220	4.47998410832322
PRDX4	10.1143444390444
AGT	3.39073431411426
SLC22A14	3.7381774251709
DAPP1	5.39161503847348
PILRA	3.70238620058151
ATF7	3.97949933592233
ABCF2	5.19428419450577
KIAA0748	3.61294575430997
C17orf85	5.22503131595923
TKTL1	3.1530749554055
FGF1	4.1145476295886
IL6R	3.64672536255355
CHRNB2	3.81420359825739
COL7A1	3.84842723850651
NFIL3	6.15313202729636
LRRC48	4.33520278237494
TM6SF1	3.20197820411453
SPG20	7.03821688861772
COX10	4.70101682939084
DNAJA3	7.3934459736542
ECEL1	3.82137957735684
GCA	5.17874523040147
GLG1	8.5255183000597
CIITA	3.58782157182206
CLDN6	3.70284018533008
EPHA4	6.05025387832891
FANCC	4.28627192429029
MUTYH	5.2812646153468
L2HGDH	4.30500269193613
GPATCH2	4.63327364180664
PSG3	3.22599258368504
ZNF227	3.87165035337558
MRPL15	9.92590969513282
NQO2	7.23797227140358
C21orf59	8.45997335607128
ZBTB20	6.2908354465577
NEU1	7.00361690102162
QRICH1	6.78825135095912
C2orf34	4.71651764609213
UBE2L6	7.40618514908039
HP1BP3	5.28190286753111
MED14	4.60633686810792
TSN	5.94681830587217
TPBG	5.19670267168338
SPRY2	8.00775069488386
LZTFL1	6.69821598937626
OSR2	3.72486717524503
KLHL7	3.54480575982313
XPC	6.86851258630106
GMFB	6.87560228859861
PBEF1	6.94241123375155
CCR3	3.32749878212471
AGTPBP1	4.73715871775649
TMEM8	5.8216872864271
PCSK6	3.41179581367289
STAT5A	3.91148845206252
FAM18B	5.70336944246692
PTPN2	5.81534283484824
SF3A3	6.8319442703558
EFCBP2	3.96793747384377
HCFC1	5.09070315661909
NFYA	3.56416740333298
PBLD	4.32640685595672
PIGF	5.9145823986304
AHNAK	7.11874024239935
ACTR5	4.4083831300787
KIF14	3.71790062200046
PTGER1	4.32309270396814
NOS2A	3.61559910638133
TENC1	6.38438510895729
YIPF2	4.54756707712608
ETV2	3.52038800446333
KIAA1012	6.87886760094664
C17orf53	3.63753386809842
AHR	6.53775492737071
PTPRH	3.38442727053202
ATP10A	3.96488936716536
ATP6V1C1	5.39390494801569
DPH4	5.89013279147095
TAS2R3	3.35829987654714
C5orf5	6.24501934472593
KCNA4	4.06466498474427
COQ10B	5.26427492781301
NMNAT2	3.28705851020558
PSMF1	6.7752178220353
SORBS2	4.51681176714677
NFE2L2	7.9201740988142
SH3PXD2A	3.73844443710079
NRF1	4.31553670400214
SPINK5	5.42045050367204
SH2D2A	4.44189201806403
PRDM12	3.23898019011186
RBBP6	6.5510618708862
OPA3	3.84909599198775
PAQR4	4.87360697712649
IFI27	9.7936325780074
SKAP2	3.38979949733955
TJP3	4.11669978695346
C9orf61	4.43703335849531
MT1G	6.02917784909754
HS1BP3	6.27043549485331
IDS	4.51549688824095
PARG	5.06488992686142
OR2B2	3.12589773176033
DYRK4	5.55465407187934
MICALL1	5.79103636589183
GALR2	3.06550554298168
CHRM4	3.53720619365374
RIC3	3.09325893555690
GPBP1L1	6.87655085675418
ART1	3.56513509138629
TBX21	3.27647672474425
DUS4L	4.93516774791937
KCNJ6	3.27753316721022
TNFAIP6	3.64728494085579
CCT4	10.3246431395838
RTEL1	3.73982530606437
CASP5	3.88984843734897
CHMP6	4.1826509180485
BRD4	7.47607831350711
NDUFA13	9.16825725844998
CYP19A1	3.17548696276206
CD151	6.41403057651205
DOK4	3.88725725039521
FAM26B	4.76913777178663
ARFRP1	4.76881036986652
MRPL41	3.31526401554523
CRYBA1	3.02012523756544
HRH2	3.67913030647349
KIF25	3.60712720822794
MTMR6	5.62853765297299
SCAMP3	6.97800479838151
MTG1	5.9619161256394
UBTD1	3.89432986286657
SOX9	9.07879906052976
CRABP1	7.06680495354633
FLJ33790	3.65135120081547
FAU	11.3036809860824
DTNB	4.46752731820381
CARD9	3.91252967211046
PACSIN3	4.37299560953036
OMD	3.15243680288869
HOXB8	3.23016295917998
NSBP1	3.91113575487388
SLC4A5	3.60246146474603
FBXO46	6.12630761890868
UGCGL2	5.21067000623892
SVIL	5.2247986620523
OAS1	4.30411607102005
PHB2	11.0132010014275
NDRG2	4.71666814299711
ERMAP	4.78615394471384
GRIP1	3.35961954919238
APBA2	4.56616183776993
TCF21	2.98510726261461
JPH2	3.19031074022628
DLST	6.39515297053847
SLA	3.59202023145455
AMELX	3.13892718139754
WNT6	3.81676112537598
ATP2B2	3.68541257225016
CPVL	7.54152075409203
RGS20	2.81057447838912
TRAM2	4.78015836181116
ZNRF4	4.31388015321195
ZNF419	4.52445443441123
LXN	5.59960711329274
TLK1	4.60626343642813
UPK3B	7.3735518062379
MTMR12	4.43374409717842
KLHL21	6.05645332500969
ZNF384	5.5030873900776
PI15	3.48678237161936
RER1	6.95392040164213
ELAVL2	3.04283697183198
KLF2	4.66074074001662
RPN1	9.26091364895684
PMVK	6.8034582374946
EIF3D	9.52635595589865
SIX2	3.59580221607573
HPS1	4.5343341140732
RNF7	6.8862717816092
TFE3	5.46862951139765
C11orf17	4.35643907422017
SNRPC	8.02191561300712
KCTD13	3.49329024696345
DLGAP1	3.37719371374935
PGLYRP1	4.29957850115594
IL8	4.03624925410929
IRF7	5.68249444677301
SERPINB13	3.04569451412023
SET	9.13258225197508
NAB2	5.45646872555025
MGC40069	3.78905916379125
BLR1	3.43755652211301
LRP5L	3.85149066609172
FAM120A	6.55181749041589
ASCL2	3.29104799319813
PCDHGA10	4.24922805728712
SHH	3.37029709160506
SH2B1	5.14057938861636
ATP5H	10.1871915109391
THPO	3.45863352350421
HIST1H3E	3.61230586946657
TYRP1	3.60808140897421
EIF2S1	6.63625985367852
RFNG	5.87949715493886
RAB20	5.49530585847591
TNFRSF17	3.88484368084716
RBM7	6.7939794912216
TMPRSS4	4.30331726974956
NKX2-8	3.26543034066222
C1orf115	7.25571555319924
TAF9	7.72667728278919
TERF2	6.14865206108753
TNFRSF1A	7.40640381329649
ACADVL	6.86607327642907
ISCU	8.38377494574822
KIAA0841	4.59755760233802
GTF2H5	6.42712815317154
EDG8	3.18767676822403
RAB15	4.36688925779964
HBP1	5.88302059223982
TNNT2	8.22176808751724
CECR5	6.20307253370316
JRK	4.92652140913019
PHGDH	7.99943208751434
XPO4	5.07409833307081
ARHGAP25	3.92528459021708
CA9	6.1597680376543
TLX1	3.25416072815257
GPS1	5.11552045056469
RPS29	11.9730484761842
MKLN1	5.40134842288168
ATP6V0A2	3.88404201814065
EMR2	3.24327656549049
KIAA0319L	4.66169743268113
DOPEY2	4.442798374729
SLC29A3	5.68289463444779
LGALS4	3.84619240664691
SDHD	9.14905615547019
USH2A	3.15034880733670
NF1	4.2464943130375
IMPAD1	5.74052934739225
APOBEC3A	3.3254417522076
OLR1	3.51962905485927
HCFC1R1	6.91749546063709
TAOK2	3.76534599823215
NRAP	4.0486884138372
PPFIBP1	5.43165240972822
LYPD3	3.74621937297855
BCL7A	5.3874161510923
AGER	3.45324726969617
MCM10	3.33889766061544
MAP4K3	6.49650273296947
PFTK1	7.25662305685995
CBS	7.15387143773907
CLK3	6.83561791457947
KIAA0753	5.90037311748088
GABRE	3.72902311032732
FIS1	9.3103100344302
ELF4	6.59398658304467
C11orf49	7.26296251529458
CLIP2	4.46316537304516
CLPS	3.98668481414062
PPCDC	4.93867057962502
KDELR1	6.96577336578623
NT5E	4.29568753192814
FOXN2	3.50893962797466
NCSTN	6.57044012953656
PARP4	7.33544255980185
CD83	4.81358109654743
NPY	3.68984146788002
IL18	3.68944938822534
BEGAIN	3.61012910462485
VPS16	5.83626142141417
SLC16A2	4.27360781194513
SLC35B1	7.52958401687823
C4orf20	6.08509749746051
IGFBP2	6.45149399260956
NOTCH2	6.6962892363154
SIGLEC1	3.83842463601818
SLC9A2	3.88443326283298
CD93	4.36093640881084
CEP164	4.26339371883438
P53AIP1	3.35855529609243
ADD1	6.31783847267954
ZNF136	4.79650249251501
ANP32A	5.10709843979417
MGP	7.74977349424221
DNAJC1	4.75071863827698
CCDC144A	3.02488213443068
ACLY	5.0792873380479
TRPC1	3.80642345821676
CYP4F12	3.61361570389890
FKBP5	3.31535496349598
SMS	6.81882272439638
MAPK7	4.83698022180178
RRAGC	7.03750791091758
PARD6A	4.91861888182486
CCDC85B	4.65907531940967
SYNGR4	3.25418250265831
WIF1	3.34785044235888
GCH1	4.43505978585478
STRN3	4.33489015309104
TMOD2	3.49727187196581
FLI1	3.49751821197999
DGKQ	4.05175841306559
MAB21L2	3.02783413370742
SCNN1B	3.00470138830137
ECHDC3	5.53722752600641
TMEM106C	8.7598900113546
CSNK2A2	6.95844297422675
GPRIN2	4.06835351759698
CPA4	3.62373818407428
RPL39	12.5931108010182
HERC3	3.61409782110407
MELK	4.22211506036757
IL15RA	3.81067566938578
HMBOX1	7.61895729907527
CUL3	5.82763829102082
PODXL	9.3596076197493
CCT6B	3.98227686123159
GPX2	3.77810170051487
ITK	3.56210812226882
CLIC5	5.20099526043396
RABAC1	8.52337554473087
YPEL1	5.99361116575708
DNAJC4	4.28359129610547
NR1D2	6.88285431020725
KIAA0776	5.20796235180459
FBXL5	6.50307416285286
C13orf27	5.38391439672047
DEFA5	3.12060619027509
TRHDE	2.94963563007570
ZNF536	3.23934227994026
MEF2B	3.56995211814582
UQCRQ	9.86266866360345
ITGB2	3.62223115915075
PTPN4	6.19887813267604
STX5	4.44653902369624
CD72	3.39889605185854
ERH	9.9180808082485
XRCC1	5.38870158728437
VEGFA	6.28717366343995
MPHOSPH1	5.15521847255382
MORC1	2.75631779050577
PARVB	4.31614505712536
ELL	3.38366382346186
SETBP1	5.55454833638725
CDH11	3.94848504951158
NDC80	4.38444229029536
GIMAP6	3.29105178838929
AREG	3.62383450419846
BAT2D1	7.05007664401456
CDS2	5.09717200376916
LIPT1	6.22643659516916
SENP3	5.28765264172114
IL1F9	3.70149398337213
GRIN2A	3.91797522654673
MAN2C1	5.9204100128677
NSUN5	6.55176880191006
SF3B5	7.72524256974143
CEP72	4.45552376299695
MYC	8.60291380542051
NRXN1	3.3843260806826
DECR2	5.59591145693076
SLC37A1	4.25761098472727
SUPT16H	7.75204237315486
MUS81	5.60474165585551
PHYH	8.46031452623565
ULBP1	3.36873077813363
OIP5	4.41923910264433
IL10RB	7.90295614284064
OTUB2	3.84531000528023
NELL2	5.40250272278184
MAPK8IP2	3.8439949237126
ARHGAP10	5.71596753949681
POU3F2	3.47521143683241
RPLP2	8.55120718147387
FGF22	3.33426837440151
PSCD4	3.52499716248148
TRAPPC6A	6.14321238784905
C21orf2	3.79551197404953
CEMP1	3.01982297836307
IL1RAPL1	3.42972431798141
LIN7B	3.63944824782179
VCP	7.06035966706386
NKX2-1	3.44110759356375
BGN	6.62753967316674
LAMA3	10.5719964233423
APOBEC3F	3.21120329181333
COCH	3.41717881320409
SCGB1D2	8.82008174784897
SP4	3.61816971747581
SLC11A1	3.83881950514929
ICAM2	3.75472320478888
C21orf25	5.73724713668884
SH3GL1	5.54028438855831
RALB	5.51304925550433
GSK3B	7.10827733891833
GNGT1	4.69514905033593
GPD1L	7.40075868109007
VPS37B	5.51794914322929
TNFAIP3	4.41394770666883
C6orf32	3.56220212330029
ATG3	8.11796691131991
KLHDC2	9.05465300205596
NDUFV2	9.305133821569
PANK3	4.52266449582543
BLK	3.29822384154837
MATN4	3.36054706292857
GPM6A	8.659531051976
WDR82	8.12100002918875
APOM	5.20257897754625
PKP2	4.60970798647664
C1orf135	4.4053623632657
TRIP10	4.95981564280022
HRASLS	3.97623930986497
TESK1	5.19701206670819
FSD1	3.81940096494520
SFXN3	6.63982744159857
MMP1	3.00544191748876
CA12	3.80827154402484
ZNF611	6.25472618193444
C19orf58	6.21770970269389
NCOA6	7.2751448146599
PDE6G	3.72539267939
PPP4R1	7.64502299845542
HLA-DQA1	4.04267101283984
GCLC	4.46520766326911
MAN1A2	3.82139758238341
SEC61A1	7.76276888186475
IKBKAP	4.75811258234688
TWSG1	4.5668468971599
UPF1	5.22971525322285
KIAA1219	5.20612112611256
CTDP1	4.35177162181286
ZMYND10	4.53345366961007
WNT16	4.26950139991015
ADAMTS6	3.28128372032057
SNW1	7.80302577214251
IL18RAP	3.79190063357973
RPP30	7.85366763350405
KRT86	4.23683186513531
CDC40	4.2370029032934
SLIT1	3.61176913267113
KIAA0574	5.90679134673967
GTPBP2	4.05366442609135
SETD3	7.3626784052786
C15orf44	6.03442537248322
PRRX2	4.28872360225728
GPR110	3.28586937157522
C11orf10	10.4125809586334
MKKS	6.51766386215407
ELK4	3.46127084774404
ACOX3	4.06375877714101
ADCY1	3.28199693314771
KIAA0372	6.77132433151749
TP53AP1	6.01764270005773
RHBG	3.93691187223146
SMURF2	6.71712184115304
TP53I3	6.09116013738275
EBP	5.65609169931858
SLC22A3	2.86804840384147
TOR1A	6.26564423098848
P2RY4	3.55651295406037
TRPV1	4.46243362416816
ADAMTS12	3.34676421537861
PES1	5.98056653818117
UCP2	5.07445623770707
ATG4A	3.89822513219664
FOXG1	3.96882303423406
MAGEA10	4.45215060555029
WFS1	5.48546807784776
TRIM24	6.53290282167018
PABPN1	9.6325636181617
PROC	3.66664508865045
SLCO1C1	3.70356440523845
SLC25A30	3.37422933557379
SLC22A5	5.33042975811105
DEPDC1	4.06855394136298
KIF23	4.52561196775430
SYN2	3.55468697359111
ASPN	4.30464627093103
CENTG2	6.62512053723961
ZDHHC17	4.68559992531291
VNN3	3.430068376022
KCNH1	3.81872873353745
PPARD	4.75839748419047
PSMAL	2.87686387947941
FLJ10815	4.38657943069915
YBX1	9.78512445674227
STK24	9.1371096609907
SPEG	6.20381531399073
STK10	4.18601703551104
ZNF695	2.60604616973977
SCTR	3.30483521287606
AAAS	5.55047167496797
SSX3	3.31890367332501
ABCD3	6.66651907919016
MTF2	5.34059895638118
FIG4	4.79904362577306
TMCO6	6.3043128819066
C9orf46	6.12879517201928
ATP6V1F	9.55275738443104
IGHMBP2	4.56440723464867
CCDC94	4.41148965291402
EGR4	3.14717961081519
DUS2L	4.34755432888598
FAM3C	8.29465608267795
DCTN4	5.55630186461222
EIF2AK2	6.54006227664653
CST4	3.96645669292592
CCL11	3.709969457192
LMO7	4.09632637294229
PAM	10.3623000986904
NUTF2	8.95667348435296
ADRBK1	4.54300667829357
ZNF84	5.85558481804551
SLC39A4	9.05878020355783
CITED2	4.99825865707211
C12orf49	4.23713904801478
GRM3	3.44922158189064
CCDC49	4.45976478873252
STARD8	3.95867076640645
FNDC4	4.50992018529466
SIAH2	5.30087493076457
CCDC103	3.11611150873371
ATP5A1	10.6293762989299
HTR7P	3.40509652575424
LALBA	3.26574708735201
RMND5A	5.38120032725089
ATP5J2	10.4698165507337
PSCD2	6.9026101850148
MMP3	4.48245495466684
ZNF409	3.99443596458864
CRHR1	3.55550517691505
WDR70	7.15537815446672
ZFAND1	7.5511750219103
CCL18	3.63960887918724
KRTAP1-3	3.29808271044875
RINT1	5.2834326173478
NRN1	3.64285421495285
SPAG5	5.01740279220552
KIAA0408	3.09010595688891
F13A1	4.12913520256897
DNAH7	3.65454665964847
SLC10A1	4.00436124474881
BRCA2	3.42135167725757
ACADM	7.71060582641286
GIPC2	2.92187679412508
OGN	2.97848057242811
RAGE	5.33040828384869
XPO6	6.26389369050862
FMR1	6.56562880172262
DUSP3	4.16432309824455
ANKMY1	3.33374376612915
CHMP2A	9.02024700536407
FAM8A1	7.7555559139303
GPR21	4.00692012491096
BBS9	5.80943922130113
UNC119B	7.2665908335
SLC12A3	3.3983835994124
ZDHHC7	6.82501359190170
FVT1	5.47566070945813
ENTPD6	5.948520696005
PPP1R2P9	3.49985987367077
ERCC4	3.42141396140284
MMP8	2.99325854818785
HMHA1	4.34067419703766
RAD23A	9.41602588888872
ACY1	7.49660842095324
MT1E	8.0729940028824
PPP5C	4.60297789630763
GPR20	3.81236623454609
RFPL3	4.00962499155392
GHITM	9.20669931367843
SCAMP4	3.57886488675210
NARG1L	4.69800652066996
MYO9A	5.87357356087261
BLMH	4.36774347067428
NDUFB7	9.4314356264069
ADCYAP1	3.37814506843278
SP110	4.64747006461549
MIER2	4.20912312114437
KIAA0513	3.45467192638045
SH3BP2	4.37905136258945
PNMA2	3.95064141342924
MAP3K7IP2	5.50051806291203
AGRN	5.78124423662451
CEP290	4.03442906688133
ANXA10	3.83538930855334
RTN2	4.08295934323805
C14orf133	6.96772010984869
PRPS1L1	3.22175923883959
PRPH2	3.95367090204017
KLRA1	2.92052195858274
IRX4	3.25143574570987
GOLGB1	6.38525957758286
GPR97	3.14918798519578
NFKBIL1	5.06818899184822
CHD7	7.58379242968624
APBB3	4.92812119155867
RPS10	10.6884874514245
HIC1	3.32905654032336
TLE3	4.81583503285907
PSMB7	8.69737337140803
IAPP	3.70038669359247
SHQ1	7.32885212223381
API5	5.39992145376189
GP1BB	3.821970706068
FTHP1	8.08538217250841
TRIM6-TRIM34	3.95306366526373
SLC6A1	3.77219917632276
OCLN	5.181713243181
NAGLU	4.11141987078313
PTTG3	4.20590254991533
FAM117A	7.64282921173772
SPRY1	8.52281077959247
FLJ10781	8.39156679352515
CDON	3.83836894558191
SH3YL1	9.3040606304106
IGKC	3.80136951658169
TREM2	4.00452241146923
MMP14	4.50213690553121
SERPINI1	6.01003870448438
HDHD3	4.62713006574977
DYNC1LI1	5.78067922722164
FASTKD5	5.17403038085756
TDRD3	5.37378582540457
THSD7A	3.32692262121506
NDST3	3.19746208650095
CXCL2	4.84752985984864
DHRS12	4.67509010779362
MAP3K15	5.34296254387958
FBXO9	4.42752717879596
APPL2	4.72019936879203
TNPO1	8.32713101431965
CARD10	4.11491676263657
MRPL13	6.83121396615645
SNX5	7.34496862761407
EEF1D	8.24123837912341
RAB6A	3.51323833128754
SOD1	9.41039454480667
C12orf5	4.37768436123741
PACS1	4.59201486895269
PAPOLG	3.44462568325471
CHML	3.21133669382238
SIRT5	5.86824165077221
MSRB2	6.29890007215345
BCR	5.55485615381841
PUS3	6.18076251672248
CAPN2	10.408458416017
FXYD5	6.39594813775665
TWISTNB	2.95358316737134
UBE1L	5.8981777934864
UBE1C	7.29240055723949
CHD2	3.61406332529449
C15orf2	3.30476378821117
FZD5	4.09767564066509
NR4A1	5.24363961236831
LOC339047	6.80568661059265
TRIM17	3.92209545745567
ZSCAN21	3.22101619875919
RPL15	12.1106911861607
ATP5G3	9.8958916914252
PRC1	5.84165331184712
ADAMTS8	3.68076277139457
ABCB9	3.70055274600332
HOXC4	5.37028937469814
TRAK2	4.7337530990439
STAB1	4.27225943613547
CEACAM5	3.24374855219335
MYT1L	3.01115336231820
RASA2	4.63108799847354
LRRTM2	3.09091664762770
STAG1	6.966074397102
OSBPL7	3.63309921820386
GIMAP4	3.66440539943564
FUT3	3.27456939472095
DBI	7.79879362865823
LPIN2	5.25061575735756
PAPD1	6.7685398338011
APOOL	4.57864725437533
DIABLO	8.24989567942942
ARMC9	4.64121983373105
RPS6KA4	4.42737435990608
TRHR	3.32701187747350
SLITRK3	3.54819739316409
TGFBRAP1	4.69008730302202
FAHD2A	5.7530318521951
CNTN1	3.26568299968618
ZNF211	4.61858534888595
BBS4	5.19435844768294
TMEM181	2.9685122930104
PFDN1	6.77929304128172
MINPP1	5.35129068495594
MPHOSPH6	5.92119190659208
RGS11	3.46108820469854
HOXC10	3.33297294864615
ITPKB	6.37334895006544
HS6ST1	3.78545935290482
AKR1D1	3.48412110927592
TNP2	3.32936112841452
MEOX2	2.94485054798523
EML4	4.3744333946915
SGTA	4.84861157535317
ATP6V0C	9.94040949113496
PRPF8	8.21336680325471
PSMD6	8.79218271512641
HIST1H2BI	5.78354642526199
TMC5	4.236234823921
FKBP3	8.66749219755628
FLJ20273	8.42990969822252
PLEKHB2	6.15293002286974
RPL28	8.62284085909409
NOX3	2.86881709252209
ZNF544	6.53677153754154
EPYC	3.74726520816819
ELAC1	3.3092436031025
METT11D1	6.75138336487384
BIN2	3.28268123501245
NACA2	3.82598620205389
RPL18A	12.3994091046951
UBOX5	4.36446599281516
TCERG1	7.47099243966083
MPP6	4.22690795052195
KRT16	3.18546346751003
UBE2O	5.36329996107727
KLF5	8.0270341224597
C9orf31	3.89638035757871
APOLD1	4.03602483366516
UBL5	7.92772615870652
ARHGAP29	7.7215422131933
TNFSF8	3.18609745984232
PDE5A	3.21184077666816
CDR1	3.23206412442012
FBLN2	3.66515263812003
C14orf104	5.80847100161196
HBE1	3.06428112093713
ROBO4	3.41192922151638
C1orf108	6.52200867017815
FOXI1	2.83347219976469
BCKDHA	6.77618711983179
RAB4A	6.17609810623482
C11orf80	4.49586429581711
MYOC	3.82185347263231
GIF	3.99356771949695
TMEM39B	5.59403136083628
RPL3	12.4617559513258
THBS1	4.07341429386215
APOO	6.70461016411728
ATPBD1C	6.19490200282558
FARSA	6.03607884536248
ARMCX1	6.66438347979889
