Hybridization REF	BONES_p_TCGA_Batch8_9_RNA_HT_HG-U133A_96-HTA_E05_298058
Composite Element REF	Signal
LOXL2	4.02912711787102
BPTF	6.56803786342339
SERPINA7	3.344663389622
LRRK1	4.60646971346493
LOC201229	4.2700861180132
DENR	8.32866698454279
CHRNA1	3.42911093794725
RARRES2	8.0104620310232
RPL21	12.1472407988032
SENP2	5.3163099853545
XPNPEP1	6.10059401046557
ADPRH	3.21168113483610
C17orf68	3.795290500159
KCNS1	5.74431701123671
ADAMTS1	6.66167514570854
CDK5RAP1	5.45606220547732
ZNF571	3.39624023397498
PRKG1	3.49568573648033
P2RY6	4.23112491757952
RASGRP1	5.19298279084106
TRIM21	4.35272399126522
CADM3	3.56109748644988
CFI	7.9414166202653
ADRA2B	3.45323759726170
PCF11	5.79811103160902
FOXRED2	4.12574468367149
LOC400451	4.07026641238762
CYP20A1	5.09688433905814
FABP1	3.61986823352201
GLTSCR1	4.90867196943187
C17orf88	3.11632841268253
CDH16	3.51409482698359
CYTL1	3.47735609614187
SORBS1	3.71038080621325
PEA15	9.64458389182862
FGF7	3.27234032012107
GUCY1A2	3.81852279024926
NPC1L1	3.4791563437252
PH-4	7.95230685948325
TAT	3.65525206430618
TBCA	9.24563481132681
FNBP4	6.80037838512287
C12orf43	4.45185163349768
STXBP6	7.06951335911232
SNAP23	5.04668223727991
CBL	3.32808252207426
WDR25	3.83790698797378
ZBTB33	3.02451323784180
MGA	5.32929515119207
FAM128B	7.6924988705048
GPR4	3.73303218760866
GSTK1	8.46177530712155
CLCN5	4.21263530743847
SGCA	2.98097882133511
FUSIP1	6.56593182457347
C22orf29	4.66760014898021
YIPF1	6.18519847807576
MAG	3.43046544083526
FLT3	3.70894883047078
GALK2	3.7703508525013
DLK2	4.00924003975013
ZNF451	4.9375926616461
RAB3B	3.35396090364571
UCP1	3.79948617951382
REEP5	8.51094847439557
FGF9	7.42687205358814
FADD	6.51054820849973
VNN1	4.13283653545415
SRPK2	6.33246876660692
ABI1	6.42876780135855
CACNA1A	4.22676363543063
ALDH3A1	4.2528197371822
GRIN2D	3.0995972649562
SLC1A4	5.3910076637255
CDX4	2.97839730147331
SPG21	8.9808816652338
ZNF286A	3.53212331260160
IL1F6	3.07577633550042
DOK3	3.70655335023591
ZNF302	5.85389583574512
ENY2	9.22808427067607
GRIN1	3.60053159171078
OR1A1	3.44152404766796
CALU	6.74768838988344
ANKFY1	3.72482523902964
LIMCH1	4.96921663742841
DENND3	4.07562326215749
JARID1D	2.84287215305831
RWDD1	8.30620691046418
HIST1H2AK	3.74332728812782
SLC18A2	3.25561255535588
UPK3A	3.27213368670916
LOC93349	4.70367433741629
FIP1L1	5.92108255598744
SSH1	5.12367986407686
LENEP	3.68513288756618
RHOB	6.4321977944966
RIBC2	4.71211825764845
ENSA	7.03321461178285
GNAQ	4.33271295911001
CKAP2	6.43210346966133
HOOK2	5.63661499639697
INTS9	5.57133255596788
DKFZP564J102	3.28972187650967
CCNG1	9.48216416773435
HNRPAB	10.1445981898590
AMH	3.50686843371704
HADH	6.9376073875769
TRPM1	3.15533568759803
CACNG3	3.52146481648833
PPP2R1A	7.62905762418663
CCKAR	3.56912502935490
COL2A1	3.50422229538108
PTH2R	3.24177764888121
IFI30	9.46818338933287
DDN	3.98420765005423
GLUL	7.06259001647528
HK2	4.85084323793703
ELOVL6	6.13112722138591
MDK	8.479111432764
EPHX1	9.5997066468496
RASSF2	5.80021434840954
BFAR	6.22468887051881
ZNF14	4.69582203680381
PPIL2	4.37125353534387
PRTN3	3.60203311667535
CTA-126B4.3	5.15971184351942
AVPR1A	3.32053987116985
KLHL22	4.54127956928068
HSPBP1	5.65578847834546
PRKD1	4.37537066091506
TNFAIP8	7.29269964447996
KIAA0195	4.74369904024965
GNB2L1	11.4744371276013
SCGB2A2	3.54794085318328
CALCRL	3.44477542220469
ICAM1	4.38258893601905
UBXD7	6.39123467242599
TMEM35	4.83218250322031
ZNF674	2.92712861289308
BCL2L1	4.46922979956235
HECTD3	6.11517624284737
BRSK2	2.95688808896991
PCDHGB5	4.60195844579599
CD19	3.20654074133644
RAPGEF3	4.67871156024712
LGALS9	6.40707724655933
SCARB2	7.23317874871654
KIAA0974	4.62175633522671
MAPK3	5.35664848564945
USP34	6.65697622081045
MAP2K1IP1	6.96934734616473
CHIC2	6.59173233960302
SLC16A3	4.32582833771442
STK4	3.90275939582543
APLP2	7.88429425686611
DLX5	3.54145316496295
FBXO41	3.93835910825573
MICAL3	4.72503802930862
ITIH2	3.60758147475233
ADK	6.49437599188733
TNNI3K	2.96999395179855
HDAC2	7.91650246666133
PRR7	4.15128927487236
THBS2	8.16644170535349
CA2	4.5471407106689
RANBP17	4.65042914738827
CRYZ	8.43338155654534
GBAS	7.8985219557192
TGOLN2	7.16786845832804
CTBS	5.36174489999181
ETS1	3.76260821668127
FGD1	5.07739159081102
EDC4	5.47967567937085
PCDH8	2.83913399599932
KCNK15	5.38602257572204
HSP90B1	8.39714280996655
GSTA3	3.8879440295494
TNIP2	5.55617964081346
BCAS1	3.25054550051594
HOXB6	5.04022482804588
NOL6	5.1456663238914
PDHA2	3.20894547189703
SORD	7.43647963231697
SPC25	4.2326609909794
VAMP3	7.46328251323654
WDHD1	4.16862881670364
TCIRG1	6.0623405033741
STAP2	5.0729034223951
CHCHD8	7.97169860682084
TRIM44	7.96477684661963
KIAA1305	7.4748545909355
PARL	9.6104240507701
CRNN	3.44789025645529
SIDT2	6.07631653174332
RYR2	3.58530527874737
TRRAP	5.68823579330749
TRAF1	3.37954190762149
GRN	8.019774461729
SCAMP1	5.23045001619496
TRIM32	5.50125383846713
PTS	8.20152839456222
BANP	6.88881514020906
ATP6V1G1	9.00358790843847
PRKACG	3.64590421826497
ADCY6	4.47383528761894
PRKY	3.02597474552349
CYP51A1	5.47065887406055
DDC	4.22794212908147
ANPEP	4.03161943345488
NPR2	3.9863622714791
PROM1	3.253019053104
COPG	7.35976189066657
OR5I1	3.14611306326089
TRIP4	5.52153215046559
ZFYVE26	5.38702191923019
GDF5	3.78827355841758
SNX3	10.9586879334349
C1orf175	3.50207971081836
CSH2	3.42751988989437
PPY2	3.03325528376033
STOML2	8.60254256579695
ALPI	3.21569739942822
FTSJ1	5.51051887222238
ZNF273	3.87702177002084
DST	4.68860312685788
GLRX5	10.4785179585869
C20orf12	3.63157064058752
CAB39	8.54540240220155
RAB5C	5.92637020170729
FLAD1	5.38661745005501
TTLL3	3.98903816396091
MSH2	7.37066333111355
NPPC	3.18514039169614
PIP4K2C	6.59725887690522
CYLD	4.27628175970859
ZEB2	3.25007891406906
MRP63	8.09302821554692
WTAP	5.23353366687209
NEUROD4	3.50702637249581
MGAT4A	4.25668150230064
MTMR2	5.93658393684346
CHRM2	3.38345974743424
TSC22D4	4.70107892863295
PPYR1	3.33740195157998
CCNH	6.28646483896415
USP48	5.36841387410942
NR1H4	3.6896165975847
RASL10A	3.34262473800569
RRM1	7.41415022597153
GABRA4	3.10428648800345
C1orf35	4.65233580426095
SSTR1	2.93527558647125
APOBEC3C	5.74941128396333
CTDSPL	4.80229833088123
RUSC2	4.60033013585325
PDE11A	3.59074373611543
ZCCHC8	6.34965554106769
RAD17	5.28744396258383
TEX12	3.35376146468092
LILRB5	3.15883862876084
CD5	3.64616227033424
ARHGEF1	3.86703416333282
ABCA4	4.04494402548306
TSPAN9	4.36575908527372
WDR67	5.549020929862
THUMPD1	6.10983113240605
ARID4A	4.38924204570959
OPRM1	3.18024669633895
SYCP2	3.36000298133074
CYP26B1	3.98530638608174
FLJ13231	4.26750552594714
VN1R1	3.70572075613788
LECT2	3.10549086550976
PCCA	5.63064151902362
AQP5	4.42551173815972
RAB30	3.36364632745801
OSBPL11	5.78716834753002
YLPM1	6.85710435269372
GNB5	4.66315848928244
CCL21	3.6730083734767
PRKAR1B	3.68901058478438
C1orf121	6.36636450676555
FMO2	4.34756014091724
IL16	3.72583480354267
MSTN	3.04288822492583
VCL	6.50016413960486
TCF3	4.62707305218186
CCDC88C	3.60484875182336
HFE	3.77072145269803
SERPINE1	4.58411345922559
FAM125B	4.54536693115597
BAI2	4.21910410286444
SMC5	6.45037258347717
AKAP5	3.06630635483069
POU2F3	4.01323832208094
BACH1	4.01579904070045
PPP2R2D	5.0243804999076
C11orf63	3.71782962246972
SSSCA1	5.8780043110743
LRRC51	7.12790303664437
LRRC3	3.10174858465010
PORCN	4.31763701264558
DTL	6.76254242495376
ACTG2	4.56001930060233
FAM124B	3.53381318202587
RSAD2	6.30203977360576
CTBP2	8.13471176604386
ZMYND11	7.61309924397192
CRTC3	8.84380118020295
MYH8	3.22076474416726
LRRFIP2	5.1961266180682
TTN	3.0346968855414
RGS6	3.58829076518512
PLLP	6.4544422584228
SRGAP3	5.59970517148783
PDK1	3.71594743648222
NBR2	3.10361933785805
ZFYVE21	5.11184041670777
C13orf1	4.101406846158
ZNF137	4.7451906321206
CEP27	6.16065730705608
WDR41	6.51544840217402
BEST2	2.99207723028351
RNF121	4.49241115998489
ZNF93	5.48976504663204
MEG3	3.36398138553223
BCCIP	5.66866450509923
OXSR1	7.298874348749
RAD51	4.75387420680106
RPL13A	11.9577564597764
MEST	11.0671896239139
DYRK1A	5.12161192694739
HTRA2	4.94660246569774
SARDH	3.58455782612111
ILKAP	5.80153332333743
ANGPTL2	4.2261671170818
RBBP5	4.50948894782438
ORC2L	4.84180521954989
HBS1L	4.97626168903214
TMEM30A	6.76958596181695
PDS5A	5.11374359654677
WISP3	5.18420085251868
CRK	5.55415155428204
NCAPH2	4.51517429892452
RNASET2	8.30403736700776
NEDD9	4.99973606848146
WDR79	4.64034854622996
PSG6	3.2500418930029
SMPDL3B	4.99293228722457
MORC4	5.73770162971042
PSMD13	5.25876498879496
DDX23	6.31301032498854
ETV5	4.62108713702574
MYRIP	4.53038335566163
LY6E	7.47800203378875
ATP12A	4.20237854823454
BTBD7	3.32698294863052
AUP1	6.5702065116398
PIP	5.14563787337997
GSTO1	9.65132481142227
CORO7	3.91113694378289
COX6A2	3.96086772436287
MAD2L1BP	6.20082588479113
PITPNM3	3.00584141573073
ENPP1	6.02137363308847
SCNN1A	8.50401335839365
LSM1	8.19720049207758
KCNE2	3.40535781833635
IDUA	3.78643695258441
P2RX4	4.55498925953972
PPP2R3C	6.82906981832995
CCND2	4.13741615391779
COX11	7.11007065423644
CUL4A	5.51038836081212
CFB	6.62476969156168
PDZK1	3.39322900311699
PCP4	7.30698256606121
UBIAD1	4.23844803730088
CDC42BPB	4.69369027817658
ZNF323	5.88753932676869
RIMS2	4.93000826270444
CXCL6	3.37345688690691
SLC34A2	6.26004488916653
RNMTL1	4.71078562816363
NPTN	9.2767513066986
SART3	5.88173712183712
UPP1	5.06999708861414
CAPN10	3.54035581664534
SLC6A9	3.46145584082755
CCR5	4.81915505582685
NDUFS5	11.0850167536511
CISD1	8.31607570981072
PDLIM3	4.17203112986632
ZNHIT3	7.02268037483375
SNRPD3	8.47647799710934
VPS24	9.26296337525043
SCN8A	3.30457441915798
KIAA0701	3.77809648548482
UNC93B1	4.35332548284621
GMNN	6.58037416756171
FDXR	4.25626959863093
SPCS2	10.4413082360954
CDCP1	5.80617513018431
PAX3	3.45376571777218
PNLIPRP1	3.35404352412782
LASS4	3.16857220156800
HSD17B8	6.5904069311232
EYA4	3.45113538244396
PRKAB1	4.70844171947539
KIF20A	7.76879785364545
YAP1	6.47915473978637
SC5DL	5.97401312165722
NNT	6.62940331521943
DKFZp566H0824	3.12372169455874
ITPKC	4.57012901673362
ST8SIA2	3.2222518800965
LMX1B	3.21678596341395
RAD21	9.32510640796866
SNRPB	9.65392551318294
MIF	10.6900478613496
DLGAP2	3.39596382227757
PFN1	9.44320523365293
IRF8	4.95968300645008
PRO0132	3.09698066247298
MICALL2	4.91458486200974
ZNF654	4.85944198903896
SS18L1	5.44578641671296
ACD	6.4761194861573
BCL3	4.67485473886317
SLC16A8	3.93117213439895
ITGB3	3.50251826708000
MRLC2	9.73216411259227
CEP152	3.77113639983542
F2RL3	3.28980192808464
CLIP1	4.14807791283348
ZNF75	4.37552073670855
SF3B4	6.51747981091058
ATP5C1	11.4813743645633
MAP7D3	3.89842711169596
SEMA5A	5.60073245239813
PSCDBP	3.78075761109823
UBP1	8.36898315924052
XYLB	3.33133959012891
C13orf15	6.63765005389752
ZNF282	5.15259307966361
ZNF222	3.82216351246109
COL10A1	6.21082708518979
MFSD5	5.89767395062536
C20orf67	4.49304966037973
NLGN4Y	2.77629426616807
INHBC	3.42233108906519
GNG13	3.16347033029697
NUMA1	3.66867078024205
F12	4.00718437126016
C1orf41	6.90424477467338
SUPT6H	4.53676525439599
GSK3A	4.79775996613753
GIPC1	6.17180702159006
ELL2	3.62407343516762
C9orf167	4.38695760634827
PVRL3	8.02520970044622
ADAM20	3.40340087042998
GPR87	2.95881570634192
ZNF770	4.2619961743728
SMR3B	3.28811991151098
FZD1	4.28219650168694
TRPC4AP	4.83080134564133
MKL1	3.92580468484667
C2orf28	10.0484253421922
LAMA4	4.99513070232984
EIF4G2	8.97884729149119
ZZZ3	7.0821963174042
C16orf5	3.95748743054084
GALNAC4S-6ST	5.69902326183931
IGFBP4	6.690089967961
NDUFA10	9.05191320992601
CTNNA2	4.42902164852971
NUDT15	6.82625306509986
CEPT1	7.41324402477746
CLIC2	4.37967198646268
RNF13	7.50295584053995
TDRD1	3.69035952775421
KCNK5	4.37857652540039
CCDC92	6.63794738502121
ETNK1	5.82238877730001
CD69	3.89019366418219
LTA	3.09524408532386
TTPA	3.20851435090696
MYOZ1	4.46009888206855
IFNB1	3.42175371580803
CLNS1A	8.51030649841683
SC65	4.87753774367390
CXorf45	4.92064425298259
ZXDB	3.73738630557098
PEX5L	3.06150782201995
EPS15L1	4.76030615595932
GPA33	3.82476086992682
MGEA5	6.72914626729768
HIST1H3A	2.97578500766137
BCAT1	5.82560459235948
ING1	4.70457006216862
SLC2A9	3.79957619560402
ORC6L	6.25947332723953
PRAMEF12	3.18946203987505
KLK11	8.75926120019157
C19orf28	6.21163227347959
MAGEB1	3.12218959218279
MED22	3.96238240612955
ETV6	3.87164133009779
CEBPB	9.46595892528205
KRT85	3.53830167609564
CRYGA	3.42065969291076
HMGA1	5.61413254080918
CAPN7	5.34713620669957
MGC5566	4.68700323003531
GEM	4.71297990417693
NANOS1	5.1371310863375
RANBP2	5.33442305990072
APITD1	6.36162122577781
LIG3	3.94906544306732
IRAK4	4.02002533959401
PARD3	5.85082874350934
SERPINI2	4.17272033467967
TTC9	4.44726929056885
MLPH	7.8168837524096
RETSAT	5.91472563258957
NRG1	3.36227521366252
CAST	6.64699073626121
TBC1D9	4.95854537011108
TTK	7.46534606336956
ZNF557	3.29007440779773
DDX41	6.60804992838615
TGFBI	8.74669113809922
PGM3	5.26850359390884
PSMB10	7.38886459983657
UBE2D2	7.70596453309943
GABARAPL2	9.86890608699732
DGCR2	5.36282298636776
UNC45A	5.27032013855082
CISH	5.04354250181684
OGDHL	4.4359994287228
SPINT2	10.5985074745347
CASK	6.16062114981585
GIT2	4.4729400490204
CLDN18	3.42268923187973
RNF128	3.3646882671444
NCAPG	5.01763369573854
ABHD6	4.23699648243195
ATP6V0E1	7.38776361173645
C14orf161	3.2958274965398
UTP11L	7.44070622476816
GCNT1	4.97129989082975
DUSP9	3.45662588762058
TM4SF5	3.8231579724772
SUCLA2	5.57561529767701
NANS	7.22368181313262
OLFML1	4.64286996565446
ATP10B	4.84267787510458
SCNM1	7.29397940245518
NPAS3	4.83037139095733
AMD1	7.79208448946648
GGA2	4.99843471097319
PRKCA	4.2092259215624
TRIB2	4.38952106102649
SDCCAG3	5.26286333028102
TTC1	7.80028999920516
GHSR	3.02695613940016
ATP8B1	4.15101065305007
HIPK1	6.09792763424133
C1orf78	4.84830630838253
CLN3	5.59859890649999
STX4	7.25453330088432
WAPAL	5.30770208717073
TUBB1	3.5175468505704
SCN5A	4.23795185501347
ZNF192	3.14908329786905
SEC22A	4.28582620403455
DPY19L1	5.27378222729281
C11orf9	4.51551673938629
GRIA2	3.59307374750126
VDAC2	10.4003602605658
C8orf44	3.50908948519540
ZPBP	3.22934736459705
NUSAP1	8.11467153158945
LANCL1	5.93685473597564
FGF23	3.90202045812618
PCNT	6.38305480571966
BCKDHB	4.75537712374424
IFNA8	3.3731967892154
BET1	7.49107971622634
SPRR1B	3.27090694814793
FLRT1	3.44833677302985
HDAC6	4.20357458334203
SNX17	7.47002106263257
N4BP3	3.06231876157487
PLSCR3	6.96648749752724
TTC30A	4.48667522489112
CRISP1	3.22757878206045
KRT32	3.58813324031795
GHRH	3.1750135825956
IL11RA	7.04895027380453
GDF3	3.38232520186073
RPS6KB1	4.76070908644774
POLR3B	5.34318341069316
TOP1	8.06901290857495
DNAJC10	6.30462190299816
CRCT1	3.22759038590611
ADIPOQ	3.87312546424922
MPST	5.06126273698358
DPM2	5.81525409039981
FAM38B	5.45355549747717
RIT2	3.0466965567907
SLC18A1	3.34210872281204
RPS17	11.8863989677000
ABCA3	5.17067465100083
CD44	5.71784352986948
FARP1	5.68216478447048
KCNMA1	5.44875127185654
PAX7	3.34884726681905
TUBD1	4.31003829832517
NARG2	4.84978390298594
GNL3	7.79418460397162
BTG2	5.19504939014247
ITGA5	5.30379927864448
NDUFS6	9.72688044791496
MEFV	3.63866603216039
TUT1	3.67361586083252
ERAL1	5.14772368906407
ECHS1	9.75578010894055
NMBR	3.57526432248991
VPS4A	6.50036500264871
ABCB7	5.98994862522914
CYP11A1	3.34417465769780
PFKP	8.37891752458098
C9orf91	4.29997277701568
ABCC6	3.39106445203651
LRRC41	6.28946494988741
ATP5F1	10.9869933147908
GFOD2	4.09359213266716
MOSC1	6.63920080740706
NCF4	4.18121429608797
HYMAI	3.62887924234733
SLC25A3	10.8501057445220
NAGPA	4.63256139948336
MTHFD2L	4.47355923134455
ZNF646	3.98010967346268
RAB1B	7.42578907626874
IFT122	6.7658348147641
GALNT3	7.0068874330411
LDB3	3.62038484948433
GARNL1	5.05535029593163
ALDOAP2	2.94101338716082
LRRC6	4.49372842933322
NTRK1	3.43688167034813
ARTS-1	3.96695951777945
UBAC1	5.59553522392509
SLC6A11	3.54824749606106
NAP1L2	4.19107804569987
EPB41L4B	8.58921337588627
RPL19	10.9122152465578
CNGB1	3.33207084094777
LOC643641	5.31158535880312
FAM134B	4.42852758273476
WISP2	3.40910187920899
NTSR1	3.55500307279864
HS3ST3A1	4.74999102219632
GPSM2	6.25946327008929
PRKCG	3.11825626584610
CHORDC1	6.72734424305825
MON1B	4.63391127831803
TRIB3	5.0559456757122
SLC2A5	4.22366355004774
C2orf49	4.67066175930544
DDX5	9.9140022012652
ZNF446	4.3165953191508
MLF1IP	8.47028054116344
SLC26A1	3.21506161680182
RGN	4.1587648356078
COL4A5	6.9796482161657
CCNB1	8.32200706715915
CCDC28B	3.92923266921925
RP11-35N6.1	3.23154508754917
KCNK3	3.46512867832339
ZFP161	4.7134124225233
FGR	4.00624165957907
COX15	5.30688052261973
EPN2	4.2803317018478
AQP9	7.72382475616152
XK	5.00318177948164
SLC15A2	4.32695922928856
MREG	6.58682730675338
HEPH	4.72586204835254
THRAP3	3.85004954908369
MET	4.49490647615614
PDLIM2	5.07591470765831
ING3	5.84801979917507
PHYHIP	3.6546230277759
CCT8L2	3.19808798060791
ADAM7	3.28587783564742
COPS7A	6.96494443471165
WSCD1	3.83890642723805
SLC12A8	6.2096925225426
RNF185	3.31765357206567
TNS3	9.49015752852629
IGSF3	5.49477503286288
SRPK1	6.56076219937555
MED13L	4.88157694610826
LOC93432	3.14658918424164
C7orf44	6.64497845590341
PTCD3	6.65154500024121
RPL7A	11.8147033227261
TEAD1	5.11938856403731
ARL6IP1	10.2302790790090
CTAGE5	4.93042071941425
SLC25A14	5.06963020971978
LEP	3.33081500951459
PCDH21	3.63487529021065
CACNG5	3.27466237583989
ECH1	6.85990866413037
MAPKAPK2	4.76643205482854
ATXN10	7.24047080504081
LHFPL2	6.15796796807283
CCL22	3.88570484373278
ACTR8	4.25171614587659
PTPN22	3.13305595814905
CYP2F1	3.66943863004074
ITGA3	4.66777997789934
RABGGTA	4.47684618165393
KIAA1033	5.3775374228017
ZNF510	3.5796414170343
SLC26A10	3.29702889622908
STX8	7.10412680972095
RUNX3	4.05325408742961
EFNB1	4.16824654488989
EIF4G3	5.45725010566009
ACSM3	4.81914862244544
C5AR1	4.786262846491
SIGLEC8	3.63114896218371
ASCC3L1	9.10584682072736
ZNF623	5.20156653212953
A2M	9.65181156878066
NOL8	6.67891987429352
GRPEL1	5.96446461562275
LMNB2	5.14065598988960
ROCK2	3.60978293353830
SNX16	3.98493131259722
Magmas	4.91290824420696
ANXA3	7.41409149959115
C11orf2	8.08066075984277
VKORC1	7.49761517702568
TRPM6	3.38856391205579
KIAA1609	4.43067764892563
FOXK2	6.4153855071918
FEV	3.66260568716898
EED	5.63664508546972
RNF32	2.93715916706950
PDCD5	6.5904575311274
SLC8A1	3.29434211447370
HES1	6.60486028650088
DGUOK	6.43262090571077
CLDN16	6.60289727268025
CLC	3.50552301435324
ISL1	3.73550406787456
C1QTNF3	5.28048548298437
GAGE1	3.01436532583108
KIAA0528	7.3812708391724
VGLL3	3.12683788829182
MANEA	3.86624612669680
C1orf61	3.60440980012731
SUPT4H1	7.60320049377254
CD1A	3.76939497845265
ASAHL	4.97352904028978
TRAF5	6.4468200460821
RAPGEF6	5.31649561065691
WHSC1	5.09252779233049
NEIL1	3.54011396388759
KIAA0020	6.63405834256943
C16orf45	4.16842330845835
GFPT2	4.79637287232522
RBM10	6.74189989339297
MRS2L	4.61366347328346
DNAH17	3.84396320981515
STARD5	3.64074658661258
C19orf10	6.06383446701347
SIP1	6.14473789473202
DNAJC15	7.65822129083795
C1orf160	5.82714225224364
SLFN12	4.32507524431236
STAU2	5.36239629000355
FAM98A	7.90578719169512
EXOC3	6.2528142523577
RAD23B	8.327258503154
HIST3H3	3.96616137544306
NCOR2	4.258972108501
TNFRSF9	3.38691052066186
KLK8	8.93487153267149
NOL1	6.55723229733098
ALX1	3.69321936423601
CCNE1	5.69381935917478
PKDREJ	3.93999575710305
TIAL1	5.42185667923528
WHSC1L1	4.04396211765201
HIST1H1E	4.29806256771902
SMUG1	4.91872760054773
TM4SF4	3.73306002112351
NPY6R	3.46902567245495
UFM1	7.18690493162189
AP3M2	4.98026808007726
USP14	7.94514883050598
CORO2A	5.57078093301126
ETNK2	3.34151651582607
APOE	6.26120613285333
ANGPT4	3.75897494447067
DSTN	10.2109432858579
SFRS14	5.06649458131189
FRS2	3.30286312272161
NR2E3	3.67284268012399
ST8SIA4	3.30725821409725
GMPR	6.25295627372429
TUBB2C	8.466693617845
LOC730092	4.15703061164064
ORM1	3.56892887822435
HSPD1	11.5577588634740
C5orf13	7.71404119436054
F2RL1	5.12093977405631
PLEKHA9	5.1229090190349
ZNF232	5.06639685771362
SLC6A7	3.2823821845418
ADH5	7.18216320915087
SHBG	3.60694541639188
DSCR6	4.59458840341656
CROCCL2	3.52440672674207
CDIPT	8.22907329407598
SLC16A5	4.17098723376647
TUBB	10.6883734743063
GAS2L1	4.47449765675208
TOR3A	5.71433902078433
PREP	5.18257121058758
RFX3	3.2197875805708
CHMP1B	6.59868454062589
COPS4	8.34841574082717
MYH6	3.34655201161047
BCHE	3.26728005095151
MAP3K13	3.93390078345629
LCMT1	7.54587911441639
EIF1AX	7.6198226836698
SLC24A5	3.30015478936475
BCL2	3.73637602037702
HBZ	3.66387554544723
HCRTR2	3.47073433017222
TJAP1	5.4795504884724
MAPBPIP	6.90037394673513
TMEM156	3.26908671841313
MYO15B	3.54408502818777
ZNF239	5.42419358949133
KIAA1324	4.5688796043936
PLCL2	4.94825430628109
C4orf29	3.63621891260521
SNX19	5.82898917528936
NAALADL1	3.41402954389531
DUSP5	3.56849289131786
GKN1	3.89220843711418
PXDN	7.82531499453254
FCN1	4.00327547209829
SLMO1	3.63964155526894
TNXB	4.1529331165658
C1QL1	3.43998036073462
BIRC7	3.49485192315112
A4GALT	4.37695918727376
TIMM22	4.58553783993456
ABHD9	3.70957166271413
TOMM34	7.5514925955277
ZNF35	3.90899989915853
LIMD1	4.07507350031161
CARD8	5.24647604652026
KIAA0286	5.01141956453785
CD6	3.78913759132801
RSRC1	7.08315433894287
TOX3	3.16248475943356
C16orf35	4.89570950818916
CRHBP	3.53068601447859
PTRF	5.52167950745821
FBXO24	3.23772988104052
CHST11	4.08169212216112
THRB	3.77478042529626
RNF39	4.22015880058433
MYBPC1	3.11852766123760
PSMD11	7.58513997590022
ALAD	4.60078700092381
AQP2	4.08747109639396
EN1	3.04456354880147
GSTM4	4.53204493413334
ZNF187	4.33914525395412
CDC42BPA	6.01133220101914
F7	3.27755700382207
CNOT1	6.55038078189342
SLC13A4	3.41412789732175
ZBTB11	6.09664712125961
B3GALT5	2.84896833873173
LUC7L2	6.3926187704256
SPTBN1	4.91762265511161
EXOC2	4.03084037386767
LSM4	7.37238871353223
IRS1	4.16343286142385
TMEM1	4.58791711612758
MRPL34	7.20515159425515
SAMM50	7.22307208406452
CDC42EP3	4.89514386336543
HSF2	4.36706542143709
SRP72	6.48000556394197
MFN2	5.55070076117452
TSPAN7	6.9517816515895
SGK269	4.20611426815393
NUCB1	6.54806283592826
RHOH	3.50730021308980
MTX1	6.98205511708743
CENTA1	5.09240729713357
ATR	6.05780552290683
IGLV3-25	5.54115689343225
DDX49	5.98986185690894
TACR1	3.4795770076484
SFRS5	7.18844819211719
THAP1	4.48063219851774
RHBDF1	5.96097127354134
RASIP1	5.79721663051328
DPYD	5.12593114483773
MYO5C	6.9597763837111
DOHH	3.45843915633855
POF1B	3.93747368138702
MAPK10	3.46551982327402
ZNF552	5.15949243450258
USP32	5.07080998526024
MED27	7.09632846431072
NCAM1	3.81767432935607
LOC171220	4.34539983209628
PRDX4	10.3581689296671
AGT	3.44248809299278
SLC22A14	3.38781592735423
DAPP1	4.74536155853242
PILRA	3.87886133488194
ATF7	3.55692077792682
ABCF2	4.53471893187242
KIAA0748	3.27579785426425
C17orf85	4.56444003098286
TKTL1	3.3454235209154
FGF1	3.78353693367799
IL6R	4.48411127276381
CHRNB2	3.64408258373064
COL7A1	4.13626005377311
NFIL3	8.59780240195201
LRRC48	3.25991893229117
TM6SF1	4.19786968326662
SPG20	6.3609420332652
COX10	4.3432640749176
DNAJA3	7.57365573875233
ECEL1	3.84438156640931
GCA	5.27465697343120
GLG1	8.2028271962831
CIITA	3.67132390893351
CLDN6	4.15977019300218
EPHA4	5.84234525961268
FANCC	4.26214317448659
MUTYH	6.2711857273756
L2HGDH	4.00607554702784
GPATCH2	4.22545296991776
PSG3	3.05703783499155
ZNF227	3.79664170489676
MRPL15	9.72799625473647
NQO2	7.04152714646612
C21orf59	7.94723552911879
ZBTB20	5.68594526702544
NEU1	4.28763953851764
QRICH1	6.83838346954712
C2orf34	4.33165749950936
UBE2L6	9.15544903274684
HP1BP3	5.16905427721313
MED14	4.65119263819401
TSN	5.97143786639814
TPBG	8.31800182783278
SPRY2	3.94717487554804
LZTFL1	4.7530840992194
OSR2	5.25518132510995
KLHL7	4.40203996828501
XPC	6.54857700274734
GMFB	7.77465587563709
PBEF1	7.47371900117254
CCR3	3.16284935779438
AGTPBP1	5.20754746913926
TMEM8	5.80937121289068
PCSK6	3.51103717933614
STAT5A	4.36450914129207
FAM18B	4.66041901739107
PTPN2	5.95173461535316
SF3A3	7.03233147827495
EFCBP2	3.74026889832014
HCFC1	5.7486903775929
NFYA	3.8028099837725
PBLD	5.10486041588635
PIGF	6.7167225608226
AHNAK	6.74695032797015
ACTR5	4.27169853474717
KIF14	4.945189472197
PTGER1	3.7996056398239
NOS2A	3.15439182841664
