Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B03_458664
Composite Element REF	Signal
DIRAS3	3.63110065781655
LIPF	3.40493650613737
PSG9	3.32830115820709
ASGR2	3.44560988477153
ARHGEF11	4.03097975696737
PIK3R4	5.89696288121043
IVNS1ABP	6.54728700516314
SIGIRR	5.50632743801312
BTBD3	6.64993622380528
UBE2NL	5.68572556228245
PPP1R2	5.39537605904181
FOSL2	3.85702839497046
IL1RAPL2	3.35556684893737
C4orf30	5.04260288732446
TUBA4A	5.80046597565665
SEPT4	3.5264045543916
SFRS2	9.18101633765515
EEF2	10.8883565162109
ZDHHC11	5.71886875286937
HNF1A	3.95752002134788
EPHA3	3.02108790620134
PRDX3	9.57073276452066
P4HA2	5.50869474711375
RFWD3	4.52271082461351
RBM12	6.10278788894103
H2AFJ	4.19669456830322
EDIL3	3.79491812938790
LOC200383	5.8817083736568
SERGEF	3.95700423859992
B3GALT4	4.84750883278765
SMC2	5.38122198296425
LOC90925	3.1382257013708
NPFF	3.62548790811997
DEDD	4.39607295568121
SCYL2	4.99895534321677
PTPN1	5.18228886527678
ZNF174	4.24451815924815
MYH14	3.89337402867808
CCR8	3.55743775811834
SKAP1	4.97778274589513
GADD45G	4.63259257160135
PILRB	5.45635516718027
IFITM3	10.8034645441432
DNMT3L	3.95235396594537
GPATCH1	4.00710582121558
VPS37C	6.52755002552923
DSC3	3.33429647546927
TBX4	3.40962037916778
B3GNT3	4.77737331927503
LHCGR	3.12154711285960
SAP130	5.8018906732862
UBE2S	5.57836658680739
CNR2	4.08620297363644
PCDH1	3.83269477349044
ATP6V1B2	6.14520451673126
PLCG2	5.88191034549916
CAPZA1	8.9810076619318
GLRX3	7.6164778370772
HRH3	3.68604511204029
KIAA0247	6.7632811677338
MGC15523	6.19597138346089
CRYGD	4.03020860433494
HTR2B	2.96444963247589
CCR1	4.27653408744394
NUS1	4.75279355319752
DNAJA2	6.95377044068451
PGRMC1	8.89585804795277
UVRAG	5.7775095738876
ITGA2B	3.70328019015364
CLDN5	4.2335308875555
PTPRN2	3.67405441272854
PSAP	8.98623292168381
MYOM2	3.70811361767271
CHM	4.09317526149468
CCNL1	7.58135426785338
FAM105A	3.40917699813823
LYN	6.60013489193368
DUSP6	8.93151374587097
TGFB3	3.95080807127
PCDH11Y	2.6757211594286
NAP1L3	3.28089605211643
ELK1	4.65490322812103
HGD	3.57969182065206
C10orf57	5.47170572330726
B3GALNT1	4.68266010686315
AARSD1	5.0811438556487
MYO3A	3.32483717020445
SERPINE2	6.24348199819498
GDAP2	4.16894857400036
MAPK6	8.29695274439054
COX6B1	9.21379781148767
DNASE2	6.00195875596236
MSH5	4.33158069377269
LGMN	6.96448039182684
TCN1	3.39057872830017
SLC24A6	4.88379066735227
TATDN2	6.91072863311221
SDCBP	9.6041714367273
NUDT11	4.05748725882547
LILRB1	3.38102931492494
PYGL	6.16726637676877
P2RY5	4.80915872728824
SNPH	4.29883058994751
NUCB2	8.25785048951164
B3GNT4	4.12539202807519
SNX27	4.98999651010129
C2orf37	3.34991978239807
MIZF	6.10773461591552
FOXO4	4.07987926889825
NUBPL	4.43313216942871
NOD1	4.61980981305785
ID4	8.25104488588272
CDH22	3.97732508598311
PXMP3	7.84565361362371
SOX5	3.72070486907993
NUBP1	5.38266927366344
DSCAM	3.83772897648874
INA	3.94960161399197
DGKI	3.47128970471446
MCOLN1	4.41341642630444
FAM136A	8.42320389844777
RIN3	3.67971353406403
NFIX	3.7969321659981
SLC16A6	3.63320999571364
AKAP1	6.05404383577483
PSG2	3.46656144559857
HIBCH	7.46790338940162
PLA2G5	2.87370562565284
TIMM10	6.17058938940024
MED17	6.89127372762014
PSORS1C1	3.36460411682931
KIAA0495	4.52977939611314
LPA	3.40332779082494
PIGA	4.98536502322565
COL4A4	3.25504730482841
LY75	5.77012991900985
TPP1	7.07371615429763
UTS2	3.03956502856263
GJA3	3.49978519588468
GALNACT-2	4.78378319509607
RREB1	3.65188687778538
TMPRSS5	3.69184530601832
MGC3196	7.26315828535125
FLJ31568	3.53976075054495
DNMBP	4.66703431577862
LPHN1	4.49513577148715
NQO1	7.75156581732406
ZSCAN2	3.39750882653576
SP1	3.85262275242639
TOX4	5.14906515129324
SEC24C	6.28513760590301
HSPA9	7.91729258181879
APOBEC1	3.37245912602786
SURF1	8.59201692267916
LSM5	6.52434490769136
ZBTB1	4.24593055393852
GTF2F1	5.80912643458891
DUSP21	3.37447226614006
RPS15A	12.5306548228381
TAF1	4.99412274854044
GINS4	3.64857372604305
MYO15A	3.35629573277458
AP1G2	5.27836806520425
RBM42	4.76412444699899
HCN2	3.92689044795718
UTP3	7.88310190771408
HNRPA3	7.68351746346865
CKLF	7.14273530674361
U1SNRNPBP	6.1127016597159
FLJ20674	3.87629210746977
RUSC1	6.03639281121138
MBNL1	6.37403055583491
NUP160	4.19289898798138
GRIK5	4.18625194663761
USP21	5.61125077272928
FLJ22639	4.05523277950534
HAND1	3.35628928408987
ORMDL2	7.57760815427558
SERPINB1	6.12280209136574
FGA	3.20197745654213
PRSS7	3.22135155090729
IGFBP1	3.29080564254139
SLC1A1	4.32553933468113
DHX57	4.48856232192087
PSAT1	8.60185816091688
FLJ13195	4.25328024372346
GDPD3	4.4469850754767
PTPN21	3.54663262519206
TBR1	3.2963607507589
TBC1D1	4.42501813396127
IFNG	3.30475877582120
FOS	8.4608189451831
IQGAP1	7.92928911471006
ZNF226	4.12499812479437
EMD	5.13733953679012
RETN	3.92535893974047
APH1A	8.21296207817938
C14orf1	5.61548124327539
PUS7	6.87594166334967
PAFAH2	4.47605778856394
NPEPL1	4.66068721522125
RP11-114G1.1	3.4010625688816
TUBB6	5.77870050129102
FOXL2	5.2155910601517
LATS1	3.74354024324341
BAZ2A	4.92962557432833
KCNQ2	3.36992650042022
SPOCK2	5.08144605380319
MARCH6	7.42660157739871
MGC10334	5.76243354268403
HTATIP2	5.06884189927436
CENTA2	5.00399014993602
FGF2	3.60000032728632
FXYD7	3.1366139741799
CCDC33	3.36553550749062
PRODH	4.03814235513101
DDX6	3.56830314948821
SLC43A1	3.68451525013733
NTN1	3.28829539793802
ING4	5.564270691542
DPH2	5.60457969627034
ZNF313	7.3705422814826
VPS28	10.006439086014
FCGR2C	3.63401600910675
DIAPH1	5.00267666116713
CEP76	4.80687909044633
CORO1A	4.77936338423248
TRAF4	4.26375044985903
ZNF460	3.17471665071304
RRM2	6.76783731357126
EDG4	4.60852714099401
OS9	6.95561071227105
SLC4A1AP	5.78576733685545
COG5	5.19829785075235
COPS8	7.35913317687324
NGLY1	7.95956707229298
AKAP9	5.42311655148066
NCBP2	7.12952687756027
C17orf42	4.7876047947901
GPSM3	4.36493975383053
SLC20A1	7.49350196417894
SIL1	4.40904268791818
LDB2	3.4995425272045
ASB6	5.10313794682925
KLK5	4.05593426023368
SMAD5OS	3.3360842692983
UNC93A	4.24323588227697
SPTB	4.11180858557418
EFEMP2	5.68083122006248
EFNB2	7.81073802774439
C21orf62	3.14235623955622
PCM1	6.22094669896778
FMO5	3.5998562180044
TSG101	8.98649568928502
CEBPG	4.50948375286184
GTF3C4	6.03505647353074
ABHD3	4.01414564962516
TNFRSF1B	4.82213938875259
CLEC1A	3.11075091520273
IQSEC1	4.66863161424903
PIGN	4.64871886449656
PATZ1	4.74067005268321
RBM22	6.44858745256079
AEBP1	5.04503904562887
BAG2	3.71056641625547
PAQR5	3.25469302783441
C9orf127	4.70923876861029
THNSL1	3.98517390079619
ANKRD2	4.05459173268921
JAM2	3.7083298343029
SNRPN	3.35322504971239
ALX4	3.62388137841001
FAM130A1	4.82408598338801
CACNA1S	3.68043958115525
TRIM38	5.9142143042395
CORIN	2.97256827780077
TMCC1	4.72573944265617
PCLKC	3.79173135817414
PLEKHG6	3.74378469709539
LRRC40	4.93892555740365
SMG5	4.96475684400644
NCAPD2	6.2596169931601
WNT2B	3.44426207514544
DCP2	5.51880992968137
ASNS	6.89379237083548
MRPL49	7.93565372220212
TMEM24	4.97440925046945
RPL18	11.2152082923631
SMU1	5.43785186890381
ISG20	6.20347974355222
CASZ1	4.16153372748873
POLR1D	8.98082458841939
GIN1	4.70498369187717
TMEM177	6.41988034756947
CDKN2AIP	6.04313995635887
KRR1	6.54286053934403
CXCL1	4.1380048754981
C1D	7.59635322905747
EPM2A	3.59772569344983
LDHC	3.63867509031011
PC	3.88466084221292
PDZRN4	3.18251013896394
FAH	5.13398488033317
UBE4B	5.23973836186444
NIT1	5.85333402023962
CDC2L6	4.2552682154785
BTN3A3	5.11264646521115
PAX8	6.58825084220908
PRO2012	2.94519268775445
BEX1	3.67844583292414
COMMD3	7.59159208134242
MRPL40	8.20345405359116
SLC2A4	3.40660311275481
SHFM1	8.30362329926542
PKMYT1	3.34015408712022
FEZF2	3.47595355196603
DUT	8.49243475432671
LRRC59	9.20974561356937
LY6H	3.35441149112024
MAP2	3.18990085119378
LYL1	4.01987912669649
EDEM1	5.44388990438497
NOS3	4.1022120142788
ZNF34	5.5130586556506
ADH1A	3.32105663642234
CYP11B1	3.08425011089907
CDC73	5.73133508804532
GPR172A	5.93415444538962
GSTM3	4.19091006299637
C19orf54	5.23445274184492
KCNA5	3.32844032284817
FLRT2	4.87498903721754
WRN	4.62835553532104
ANAPC5	7.5895870322793
SDF2	6.38700311228321
KRT8P12	3.9562694413138
DZIP3	5.38634958301392
C15orf24	7.28481605348205
NFATC2IP	5.5578999963468
RIT1	4.67043085362943
RHBDF2	5.33499718818720
SCML1	4.12708956412971
MED9	4.05045782864501
RAB13	8.62037668263997
FBXW11	5.65178135650529
ETAA1	5.47434304862466
C14orf131	4.77175804283258
SLC12A5	3.70859264019463
PHF14	3.1930210045327
NRIP3	3.5185172550768
TMEM121	4.16418589113119
NOS1AP	4.58791837475285
FAM3A	4.66467079593499
RPL13	12.3393142347840
PRDX2	10.1448890967883
SAP30BP	6.53970680278395
WDR76	3.62457861987254
PRMT3	5.9791308632137
TRIM10	3.63178498538296
FAM82B	5.33169070784105
GCNT4	2.86638527875891
MAP9	6.23732113791163
GPRASP1	3.73899356343917
CXorf36	3.46817829212883
CDKN1C	4.18007198278548
DSCR3	4.36992343948624
ZFAND3	6.06114405273697
C7orf43	4.44128569053582
HSPH1	9.55817474525045
SPSB3	6.49023111464829
AQP1	4.83649143027595
COL17A1	3.70257675208041
GFAP	3.67798765265145
CDC16	8.30831208557747
KIAA1614	3.55765487429508
PRSS16	3.36907597643721
KIF13B	4.50135359017516
PCDH9	3.24289773131972
MKRN3	3.89492079891487
ADAMTS13	4.37463729230047
ITFG1	8.12275044104148
TUBG2	3.73902293086288
TTYH1	4.19600891753725
SFRS7	9.46708496087783
C3orf18	5.02392419409471
FLJ13236	3.41259814303641
C18orf25	3.71802745046326
EXTL1	4.15983608351227
RANBP10	4.57335398731789
RARG	4.57471616413754
MYO7A	3.76800618393189
SFRS18	6.50124909978564
CD96	3.27018423727802
ACVR1B	4.31502583743793
DENND1C	3.55537785329527
RBMS3	3.92111607046722
SLC41A3	6.77831770654414
PSMD1	8.17472579267818
DGCR6L	2.93591885268853
ILVBL	6.80653123403302
CSNK1G3	4.76526818909715
RNF186	3.81867539782685
IFNGR1	6.26830669155604
MAGEL2	3.91984633599357
TSPAN6	8.32767666969332
SLC29A2	4.84247148605417
MSL2L1	6.48924001936652
MATN2	5.95093805636029
ST6GALNAC2	9.07971816797653
RBMX	7.9310961897083
MPP3	3.88357320473649
FGL1	3.96683615975661
PSORS1C2	4.23479565466672
RAD51L3	3.4645565935985
ARHGEF6	5.05305036628547
TGFBR2	4.61812209706815
ORAI2	4.04198309794459
CDC123	7.87328216837615
IL33	2.90952754465527
DEAF1	6.88960626525522
AMN	4.01956239435213
MSLN	6.68001455948758
DEFA6	3.32198918183165
WWTR1	4.48822850326038
COBL	6.36010749950476
PPP1R16B	4.88177706965607
CIB1	8.64276741779215
TSSK1B	3.05086315242991
GAS7	4.37001593005936
MDN1	5.26193593585343
HAAO	4.20779379218977
HLA-DRB1	9.98363070244556
CTNNAL1	6.7660504402707
TLE6	3.55850549594335
CIT	4.78617887716495
TNFAIP2	6.18023971427441
FOXN1	3.55898303528994
HERC4	4.1337032096528
DRAP1	5.30501605601103
PEMT	5.89951790266894
SLC38A1	9.20288875867973
ARHGAP6	3.51295609433318
PHF20L1	4.748960158479
MCM3AP	4.12567154270305
MYO1F	4.30629815298592
RAB11A	7.84114814929554
PTBP2	4.8039377597606
SNX1	5.48587941450938
CTB-1048E9.5	4.77927229847477
C19orf60	5.11026600321153
C7orf25	4.37770064268359
ELF5	3.11942117828845
HOXB9	3.30348450703763
RBM8A	7.4439317531029
PARP3	4.32892797800588
ITGA9	3.85400316777019
ZFR	6.21772537926199
VANGL1	5.40062879610091
FLJ20699	4.68307342406547
ACSL6	2.82260272687417
CHAF1B	3.74457847558658
NDUFA3	7.80583694193268
FABP4	3.74304062741421
KCNB1	3.28495284200231
CANX	7.10399735814216
SLC25A28	4.35702102583732
SHARPIN	5.68994712029213
ADIPOR2	6.69190024237854
TTC23	4.39971757888125
UGP2	9.21730589841924
ECHDC2	7.20799034389737
CIRBP	7.10259681053734
SEC14L4	3.54627358481933
SMA4	4.63065118310154
FRZB	4.22224362410141
PABPC1	11.7275963379445
APOBEC3G	5.64695240507878
CUEDC1	6.20192632167069
CLDN8	3.30741373808289
VPS52	7.49438380531208
LOC23117	8.1989025557477
FAT	7.4199619775134
M6PRBP1	6.85712818360521
PPM1F	4.44425019345947
TSR1	5.3226227375384
E2F6	6.51368627811699
TMEM126B	8.80190921912799
ZFHX3	4.22251324637349
PCSK5	3.56391636354887
HEMK1	5.17634316081136
GIMAP5	5.00807396428107
DPY19L4	5.36526650083462
FAM77C	3.76461246275320
CTPS2	4.81683093424068
NDUFA9	8.00066455986139
SCRIB	7.82404702865119
AURKC	3.73085143438068
LOC51035	5.32783822960977
RSRC2	8.19656490803018
ORM2	3.51664708210695
FAM115A	5.28985215149762
EGLN3	3.16421014121241
FZD6	6.05989727831213
PITX3	3.84508781269871
GPX3	6.61432219228175
UNC119	4.7819617648129
NOV	5.07202969911551
GRM4	3.60036825128125
CABC1	6.16112942205317
KLK1	3.63999222459350
GPM6B	5.5992578403221
RRAGD	6.09682403314593
EIF2S2	7.51896428621717
RNF130	6.59663292158195
CKAP5	6.74808748677045
UCHL5	5.23110821373376
C10orf18	7.48099661365068
TMEM93	6.24773270731051
KCNMB2	5.39934169052267
AIM2	3.98824295687282
PNO1	7.41311667978447
ANK3	5.7403414787754
OR2F2	3.34953136601581
GNAT2	3.20958811936287
KRT5	3.87500835472129
ST13	7.8366120065355
SIX1	4.15964009659337
TIMP2	5.18305226759943
CDH12	4.89078657478448
ZMAT4	3.17527923074611
QRSL1	4.34524225770933
CCL15	3.72680199111669
GTF2IRD1	6.56843061328511
CCDC22	4.38856614544200
SNX24	3.7802519952746
RARS	8.61139453637571
MORC2	5.23682719486708
FAM48A	6.87012734635899
FOXD1	3.47992615189591
COX4I1	8.51617516137137
DSN1	3.94065914408867
AMT	5.41819362376859
GPRC5B	6.71945452130697
CTAGE1	2.9295400672032
DTWD1	4.63128587129107
STRN4	4.32394259959777
KITLG	3.04472295440096
HSD11B1	4.19546022228500
HDGF	8.79455270227256
KRT6B	3.28726118502591
SUMO4	6.74873305873266
ARID4B	5.02176688105303
SATL1	4.98242293082152
SETX	5.6892762933281
DDR2	3.87825732685479
KCTD12	9.57682349501126
WWP2	4.94895586867359
CTSH	7.10303947160903
FASTKD1	7.90885417199339
PAF1	4.79935425775304
IFT57	9.69268041095524
TMEM2	4.07531412851477
ZNF592	4.95973172961966
TNFSF9	3.457770122866
PPFIA4	3.62347173558714
CFP	3.89315606128794
DCTD	8.09160841918347
CNIH3	3.61466154777058
MAP4K4	5.42371504793257
ROD1	3.84119989267525
MFNG	3.64957941214577
JMJD2B	5.56109154149537
DOCK3	3.38174927848126
STX16	5.63388966625658
ALDH3B1	5.35245958957169
THSD4	3.36069212563647
DLAT	6.2042772490181
KIF21B	3.7110964190208
FEZ2	5.87786019201542
CDC5L	5.78518792932771
KCNJ5	3.73026695862849
LMNA	6.3863728720539
TBCD	5.64653102443719
ZNF250	6.14132837762189
CASQ2	3.49977327627119
PEG10	5.65434069683522
TPSD1	3.35182903237335
PRAME	4.12549923692904
NP	6.27572881313713
ZNF12	7.46665852244056
XTP3TPA	9.17871651313558
SIGLEC7	3.99906600392069
FAM70A	3.76837102589737
PANK4	4.76400211344105
SNED1	4.05163844651886
HIP1	4.41683295534552
WNK1	6.7372249550855
AHNAK2	6.48082446146241
FLJ10490	3.70058586953231
TOE1	5.15572649003166
RECQL4	4.51595616176199
PPA1	10.7070830381254
DPAGT1	6.22016884021271
HAS1	3.71976251063054
ST7	4.93818939042425
MAGED2	8.33409730075338
ANKRD55	3.46059250338783
TRPS1	6.72661471671753
POPDC3	3.20436920033032
ACOX2	4.56712168886359
TFPI2	4.1401301518361
CYP4F11	2.89692279752280
PDHB	8.11013518924616
ERN1	3.36345009457812
LHX2	3.09917522168275
B3GALT1	3.41436033067473
ADAMTS5	3.65417863751804
NOTCH3	5.26952822310135
C1orf116	3.65675947756125
UGCGL1	4.88635942677338
NF2	3.85801335122484
POM121	3.86533512751077
CLPP	6.97901936073658
MTMR3	4.21315317953344
ATP1B3	9.3681474023958
TMEM16A	4.2838015221121
HIST1H3F	3.17867579137645
TRIM25	4.77575202595855
CRKL	4.95725023939418
HOXB2	7.78094919820313
ANP32B	9.95359453410701
NUP62	5.10803719999687
GATM	5.61830203793294
AP4E1	3.31132453514852
RASA3	3.58091765125474
EDG5	3.60005910158506
CDKN3	5.44013020229107
CDH4	3.47488651763787
PGD	6.69550432690782
TMEM168	5.55713469905008
RND1	3.82000703039862
GAD1	3.132607666652
MPG	6.34795246646935
ZNF133	5.25489309404688
LOC440350	4.27972590526917
FJX1	5.96995172007594
CLCF1	4.61987673898617
AMELY	2.97773943163516
PHTF2	4.18530314866801
IGSF2	3.46184735834975
TFF3	4.8359502539193
NDFIP1	6.37862586812808
IQCC	4.11975804352952
CUTA	10.0506252190869
HEYL	3.90747329272573
FTSJ2	5.77312008605324
APPL1	5.65788494440031
TNR	3.47800684944603
WAC	6.71618059329392
ADCY9	4.19463904208316
PYCRL	5.00209460326848
PCGF1	6.06257025463491
PTPN13	3.44996295684588
AGPAT7	4.2566591896655
SSTR5	3.56755727795918
CDKAL1	3.31696025975276
PDYN	3.31112327234207
SFRP1	3.51306612751804
VAV3	3.83995686651005
MTMR11	3.97348656157894
SUOX	5.41840571421105
IDH3B	6.96390943017129
STXBP3	7.03546446880861
EIF3G	9.73701694727178
GOLT1B	3.91510335535600
ARHGAP22	3.35773978067337
NPFFR1	4.65576380745708
NPC1	5.64311358397763
ALDH9A1	8.20035850239166
ICAM5	3.49879991429714
ADD2	3.58191794928960
RASSF1	4.87375471274868
PITPNB	9.10551516340496
PAPOLB	3.15803548232951
URM1	5.88910842706624
TMEM106B	6.73420683298748
LRIG2	4.59997570490898
SLC27A5	4.68746592509544
CDKL1	4.04490801621366
PRODH2	3.68563018611094
SFRS11	8.66679611214416
IL7	2.86608752415023
SCN9A	3.29329987851167
BTG3	9.97092817706113
PAK2	5.10181108903156
ATP2B1	6.32348019423204
GATA4	3.84867374791036
PRKAG1	7.2560554659271
FAM64A	4.83517069184364
ATF7IP2	5.05404350445619
EEF1G	12.5657852010648
INCENP	3.67776909787991
SMAD5	4.74914608960826
GARS	8.60069831599294
CDK10	4.70083368982579
HLX	3.91131206852453
ELAVL3	3.73851010003142
MDM4	3.11047725626313
GNL2	7.98917133454594
CDX1	4.88124384312967
PFDN2	8.52009552992688
ZNF200	5.02409384576363
NDN	4.95795629530159
PRR3	4.57798079574587
HBA2	8.72333514014168
FBLN5	4.43332182474238
PUM1	9.01990626710141
CCDC88A	3.43804496711119
TNNT1	6.58623862071068
KLHL24	5.54040737511977
HNRPH2	8.35914980311007
RAB7A	7.56279697168671
SGPP1	3.48103739974179
PMS2	6.74663414902816
ARNT2	4.28507959625643
CBR1	4.82577614970992
ITPR3	5.07139361900577
BIRC3	4.10769806533564
NRSN2	3.83916879633780
SPOCK1	3.5062937779633
H2AFY	7.40436538235178
RXRB	4.81743290772973
ZNF638	8.55386326838113
APBA1	3.52412056718612
RAB2A	6.77296650771935
ACTN4	5.53127341046151
FXC1	5.15295786589548
C6orf162	3.61003073828175
HPSE2	3.84753081561686
PLCE1	4.53548161497018
INSL3	3.34066319639237
PTPLA	4.59050253280034
EIF2B5	5.76328400481468
DLG1	5.37029376535714
PINK1	4.7690802497026
TFIP11	5.77288890720636
VPS33A	4.47577473712951
SKIP	4.48973320254445
GRAP2	3.20809441611709
GAPDHS	3.58218126990411
POLR2G	9.26791880527146
CNTNAP1	4.31897440139164
PSTPIP1	3.42766809032223
CYP26A1	3.8805874014436
APOL2	4.51481047217272
TACC2	6.7156716199655
CNBP	10.7752897707457
WASF1	4.80865040149736
HSPB1	10.9733837316448
INPP5E	5.53146320666727
COX7A2L	9.9490644631706
HSD17B1	4.05697567488641
ARRB2	4.64085126358508
CUBN	4.09752583791001
SLC7A6	4.02175349781321
IGF1	3.74093629500417
ITPK1	5.08784722184789
NAALAD2	3.14654474878798
G3BP1	6.26588240597287
HSD17B10	8.73985784903651
NUP155	5.21687253360919
CYP39A1	3.41669510433879
GLULD1	3.05297908195547
RBM15	6.65867936315346
AMZ2	8.62040711229104
GDF15	4.16593867408568
CYCS	10.2770719647582
TECTA	3.7568429567187
CCDC46	4.64096784427621
GNAL	3.25703356439497
LPO	3.33619503034899
GZMM	3.85914459921761
PAIP1	7.2149528598391
DDX11	4.7659992675277
TAF9B	3.52896696897324
CACNA2D1	4.1588551123106
IMP4	8.0263738339308
SH3BP4	7.89237874039335
PADI1	4.24679060423629
DEC1	3.68515877270857
PON3	3.65815448555373
PROP1	3.24871921292085
UBB	12.0880884796238
RPA4	3.35975130265997
TCF25	7.50742241416814
NDUFS1	7.40921507417066
UPK1A	3.52822480345567
AES	4.8970340870427
PPP1R13B	5.50942733194755
TCL6	3.43351871382079
ARL2	6.23846305279373
CD2BP2	7.05023926188965
TOP3A	3.71127805042541
CHRM5	3.49792417917556
FGFR1	4.7733382478709
UGT2B17	4.86803973491811
CEACAM6	3.63255341221306
CERK	7.81215301424312
FXYD6	5.10040857680634
AP3S2	5.27141387008397
ZNF208	3.41496195392156
CARKL	4.43981719068003
HIST1H4E	5.05903082838039
GOT1	6.60405240997915
BBC3	4.66561014160367
CASP6	6.34338567279565
HOXA1	3.44859778632759
RCL1	6.90344214656085
RAB40B	8.13791687955077
PI4KB	5.48268229887892
LRRN2	4.52571124409286
B3GAT1	3.39063907554879
OAZ2	6.81990766091015
BET1L	4.46746127177284
NOC4L	4.69677867277925
FRY	4.08209965166042
C10orf12	3.18324858367694
AK3L1	6.89474478300882
FADS1	4.42047620423004
CSF3R	3.69476818591202
DKK2	2.92796328179158
POLR3K	7.59271296752344
LBX1	3.39903430977797
ATG2B	4.4535900339773
RHOT1	5.77451653615673
DARS	8.97957678696451
EPS8	5.82349542938371
OXT	3.82445478696464
C10orf56	4.36085230721138
ARL4A	5.81848953623254
CCDC64	4.13205016665387
DAD1	10.0662426216262
HERC2	5.23786989488234
HSD11B2	3.49297206295535
USE1	6.17501769564045
FAM96B	8.83928789943056
HNMT	4.00293327581992
PCGF3	4.45713410322977
BSN	3.89387798688235
CAND1	6.38787717890788
ACTR10	8.85857704687475
NASP	6.04391207048368
C20orf4	5.59609259645148
ACSBG2	3.4373493877571
COL9A2	4.82454015102107
RWDD2A	4.4685866329901
PALLD	6.68699030405842
GPC5	4.02085704635548
CENTD2	5.0220597565678
TBL3	5.48613396934288
TLR1	3.95497466029755
LMO6	3.73490308046944
CCDC106	3.91466095098929
KPNA2	9.17315191200985
PARP16	4.78886785437789
PDIA3	10.0259421447671
MACROD1	5.86202528723698
SFRS1	7.94848620803647
DCP1A	6.5289464676805
TMCO3	4.22168608769215
NTN2L	3.19122552290870
CLN5	7.0576500350531
BIRC5	5.42569202679877
PRR16	2.65566861317222
FAM63B	3.7072092410029
GLE1L	4.11407654600823
CES2	5.63012600771659
GNAS	9.72492471848965
KATNB1	5.23867558543583
CPLX3	3.36437969198965
WNT8B	3.8930600303692
TSPAN13	8.31077501582428
MRPL52	3.74714492036368
GHR	3.09469418144097
DUX4	4.33657275285781
BCLAF1	6.97276028870417
GOLGA3	5.11506302374543
CLEC4E	3.85359777622768
SCUBE3	4.00101313793831
UCRC	9.5398416684042
CDKL3	4.72173087715906
MGAT4B	5.57222628145018
BBS7	3.55245427862583
ZNF345	3.98553536146931
RTF1	5.65104030091979
SERPINB9	3.91639294226762
DHRS7	4.6351963367737
RIPK4	5.73031962194006
PLEC1	5.30084896332604
PIP3-E	3.89586488762334
KNTC1	4.3192592087625
EXOSC2	5.37620197995606
MS4A2	3.26109190184279
FGF17	3.54923249959153
WDR59	4.75011229998769
LAIR1	3.99363699104517
EVI2A	4.28740366050176
IL17RC	4.36791273329758
GTF3C3	7.01505683202989
HS3ST1	4.0647902857769
ITGB1BP2	3.1411585556036
RBPJ	8.93551560848733
LRRC8D	7.75639241871825
ALDH18A1	6.81328848763205
INE1	3.86777860630028
TPI1	9.04341217082808
FLJ20035	7.41699938966266
GATA6	5.39322625313011
CABP1	3.48079833492556
RASGRF1	3.56310687575237
C4orf15	4.95386588833116
ALDH2	6.38009175442882
DAPK3	3.78111914289781
C3	10.4140744620400
EMP2	8.8287381171331
GJB1	5.90769094134286
PIN1	6.41509971266136
SLC6A15	3.97458193734001
POLE3	8.30656322428438
RIN2	7.90998470577993
CTSL2	6.00013792349295
APOC4	4.34407494038508
CYorf15B	3.31554997085346
TRIM2	5.8163018648243
CP110	7.09268892078203
KIAA1622	3.19192519396822
DNM1	4.46190741910191
HYOU1	7.1818615291424
OTUD4	6.25711156489237
USP7	6.42582364376433
ZSCAN16	4.84725944758943
ASCC1	5.59340502916394
OTUD3	3.84593045072928
YME1L1	8.60926521221477
HNRNPR	8.6575354359665
SERPING1	6.56572942909884
TPCN1	5.83126896686571
STARD13	4.49926246479166
PCBP4	4.60290735088008
ADI1	8.80753023543339
ASIP	3.21851608547030
CDH10	3.57680101060312
WBSCR22	8.08725936130885
SCP2	8.61793137558808
KL	3.16650652569335
SLC35D2	5.83262727316447
MAFK	3.66105455988695
SON	8.30313412268023
SBNO2	3.92597070621953
RACGAP1	6.4959930789975
SC4MOL	8.2406598984547
SLC6A6	3.66749533768167
OBP2A	3.96353360228714
PSMD3	5.34030216570838
ERLIN2	5.0663641722094
PPP1R9A	5.15594230471121
RAB35	4.60642972558824
PDZRN3	4.11893695503229
AVEN	4.74392734451157
FLJ21075	4.04064206571137
BCAM	5.67950995202902
C14orf132	7.40193388862381
PCK2	6.06284969484356
FKRP	3.23126073904015
HLA-DRA	9.82061332823933
GUCY2C	3.09985213277989
RP11-125A7.3	4.92562741738458
BARX2	3.47281377654696
DAO	3.37252807380191
EDNRA	3.98440854930672
NIPBL	5.54727982613345
ZNF331	4.42378402513767
PPP2R5A	5.40154816149032
HMGN4	7.57107674027705
DDX39	8.87925323887361
EFHC1	7.80245660867534
EIF3M	9.29304260577554
SLC17A3	3.19504037605997
ZNF24	5.87712645896633
ASCIZ	6.07061331381093
FNDC8	3.46272105206815
ESRRA	5.10418153112289
PTMS	4.41589737121106
PHF7	3.95880208013052
PIP4K2B	4.6027303493337
IRF3	4.86163425880416
GPR19	4.0630900656227
HHLA2	3.3588562682284
GMFG	4.8706713746849
BDH2	7.77908359537928
APOBEC2	3.52819856732664
PRSS21	6.93178721122277
PENK	3.85809504476916
PHF16	5.36787901563452
ZMAT5	4.59880582801044
