Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_B03_458664
Composite Element REF	Signal
CUGBP1	4.1438020183867
ENTPD7	3.97511658414728
TTC13	5.31270614195819
GJB5	3.39660661021874
PRSS22	4.46939874476865
CYP3A5	3.35741132434028
MBOAT5	3.99928170765847
CUL4B	5.09177255524354
CENPJ	3.75131266600858
KIAA0664	6.10683654427836
PITX1	3.37719013853308
PDGFRB	4.49395815620008
RDX	5.92984053870499
CELSR3	4.23299511086347
JUND	6.32076144334258
ITSN1	4.10004084719208
CHRNB1	3.5988802080196
EHBP1L1	3.94431931125136
C19orf2	6.16673559552346
FETUB	3.23377705572715
CAMK2B	3.36795724473684
DCTN1	5.62551979083157
TNKS2	6.428469310913
MRTO4	7.80413614294838
C1QBP	6.21415337791169
TTC3	7.81676424976101
NDUFB8	7.89301900460469
CADPS2	3.98269439990833
EDG2	4.25562523241035
MYF5	2.85657104495392
SEMA3G	3.74976295961584
IL23A	3.83580177543548
GJA9	3.69581863920713
R3HDM2	6.5039139117065
C5	4.26257017864191
SLC2A10	5.38572695524678
TRIM45	4.72682661973666
TSP50	3.53549585358407
PAQR3	4.12838426037521
ANKRD26	3.74949690922923
TCP1	7.56302736877394
TMED7	6.02509984397256
CMA1	3.03006729391967
PTCRA	4.3638410635396
HCRTR1	3.86218745912703
FST	3.8314271909567
PAWR	3.98044860928201
LDLR	5.14202616900694
ASTN2	4.16298914983629
SCRN1	7.2900576694332
GPATCH8	5.64534817240672
KIF4A	5.14053102319235
TANC2	3.37502219153723
ZMYM5	4.09660610677015
PGM1	7.48835625349458
ZNF586	4.9325353018735
POLR3G	3.81036874070019
CPD	5.88201253397212
SNCAIP	3.91109798363905
DCT	3.35445924595144
HLA-DOA	3.71094765122387
TANK	6.76717477112544
RCAN1	3.77429825079769
UPK1B	3.83039663475265
DNAJB4	4.92394002310198
UGT1A8	3.03167091836015
LIMD2	3.30805233641554
HIST1H4L	3.39089158828377
PECR	5.1281166014529
HSPA2	4.60130924684385
SERP1	9.65366753422962
TACR2	3.32415554479315
NUP85	7.45141815229402
CD177	3.57636601247398
GPR135	3.36036219734373
PIGG	5.9902925297495
LGR5	4.34060683374573
JAK2	3.55658136146540
DPYSL4	3.36115186331006
TM9SF4	5.11503364566825
PTHR1	3.33406019119216
SIRPG	2.98093795557494
ZNF264	4.1590565969313
BICD1	5.74352647864349
RAB5A	8.28521014996447
FLJ13224	3.40089610934413
METTL5	8.32435540991226
HERC6	5.62323973910127
CASP1	4.79460396282352
USP9Y	2.69551122977142
LRP1B	2.88007905867030
XAF1	7.03566297023718
PLA2G4C	3.56957728096968
APOA2	3.24549177721088
SPAG6	3.06102948020940
KALRN	3.7878797485529
SECTM1	4.6731673607951
THOC7	8.95134555176525
IFNAR1	3.78272102356543
TCTA	6.84213201159233
NY-REN-7	3.42836694615895
TALDO1	9.50686310827682
B2M	11.8974892226179
LPPR4	3.84686506526455
SQLE	8.38376334619434
SEPHS1	5.95767897954115
EIF5A	6.95666347105419
FAM49A	4.33207630582643
YTHDC2	3.87756180108877
EHD2	4.16074269609018
NCF1	3.43606349900331
SPG7	6.43392094115937
ZNF614	3.44062373268887
HOXA5	3.00538092088744
NUP133	7.36661703534568
FGF12	3.6343763579233
SLMO2	6.79964180203681
INPP5B	4.43033667158215
PPID	7.5432666934722
SNTA1	4.14235701867025
IL20RA	4.33341198425942
UBE2J1	5.13038768563709
CACNG2	3.07296113950016
GCM1	3.20220813900009
ELF1	6.85376775002405
TLR5	4.68317721685959
TCFL5	5.82501601890544
C1orf107	6.01734603762927
C19orf22	5.95631030275008
SAFB2	6.01946347546663
MAP3K7IP1	3.92952218862092
NCK2	7.67627455618294
OXA1L	8.18711401777249
KIAA0652	5.19430102956921
KLRG1	3.42639900691176
FRAG1	6.20654744822645
ZSCAN12	2.96513711052537
PSMD12	7.54121468711129
E2F4	5.31975521281968
CLEC4M	3.54993938758906
KIAA0999	4.73861719532224
CLDN10	7.43727457840231
MGC13053	4.02074024635514
TAC1	2.98102569790316
GYPA	3.39222477848293
HPCAL4	3.2503877715636
TRAIP	4.26201467569886
MEX3D	4.0155118672284
KIAA0232	6.10970442314052
ERCC8	5.32772463254068
NFAT5	4.99198099168631
GPX4	9.1266231889067
CSPG4LYP1	3.74494118275137
KIAA0368	6.22596435051977
FBXO3	5.05704577013135
DVL1	6.38513210860807
CMKLR1	3.70124733424784
GPR157	3.71609453800484
TYMS	7.14560289247396
OR52A1	3.23037349278891
PEF1	7.46236372422948
ZNF750	4.16098483498037
ALG9	4.47300968622543
MCM5	6.9026778009502
SDK2	3.64061675014193
BAIAP3	4.08897145288234
RABGGTB	7.53506032572513
KCNK7	3.52462241502470
PTP4A3	5.5332236106975
ANKRD40	4.00514479175137
CALCOCO2	7.44119917818085
TMSL8	4.02886500620733
SNCA	4.30581141313013
ZNF551	3.52307445991465
HBQ1	3.76859889171099
ARHGAP26	4.36299804250227
GEMIN6	7.18768416739851
HRAS	5.83792382576097
KLRC4	2.76824824410543
BSDC1	5.86072422482138
DSC1	3.88871278224908
RNF43	5.53400371341973
NDUFAF1	5.9610638607108
MAP2K4	4.84801932145298
FOLR2	4.76601099898883
LYZL6	3.81994507140325
EPB41L3	3.33257365972589
TEKT2	8.24035288205114
CDKN2B	3.9250842530637
WSB1	6.02572084554918
ZNF480	3.41836324714084
MAP3K6	4.61538874205615
PROS1	5.8616943584013
PSMB8	7.99239685545618
HN1	7.97323656873383
MAS1	3.3585563691884
APOL1	4.91732481851055
CSHL1	3.55306042656803
ZBTB7C	3.34316836191009
AHCTF1	5.65848444958593
SAE2	8.09681663544712
ITGA2	4.13784028901121
AP2S1	7.87004303794748
P15RS	6.76178443792064
MME	5.09261972968767
VAT1	6.17333432864576
MAST4	5.70620879594176
TUFM	9.27028035345943
KRT33B	3.43289012845308
THEG	3.8842877348095
KCTD2	5.29071355548776
WDR26	8.64135623154328
MFI2	3.23796920896348
KRT34	3.26443400945788
NR4A3	3.73488985324484
SGSM3	4.59757146860698
ARSA	3.68682759776812
TOMM22	5.4083174298449
SOCS3	3.8006388698836
UNKL	3.84510341803434
POP4	7.79015019751875
BHLHB3	9.09783089191295
MALL	3.99239201448861
SOX15	3.73907177220161
CCNA2	4.72589563571155
PARK2	3.16448361707284
GPR124	4.08604954443308
TMEM132A	4.87272888639833
CGRRF1	5.40077209883278
RUVBL2	8.57383160610881
MCAT	6.25491990196454
WNT10B	3.78556770849679
ISCA1	7.07377465594374
RPAP1	4.05471691813572
C12orf48	5.071739922247
RAI16	4.7430383667808
RPL27	9.12957136863556
EPN1	3.75830211646168
MAGI1	3.17225092977968
GBX2	3.41519992774859
SLC35A1	6.42348642517776
GAL	3.90541354067491
SLC14A2	3.61736522581299
RDH11	7.69727239812385
ZNF518	3.89189409230509
PCYT1B	3.43538260673749
AUH	5.94061452157002
EIF3H	11.3072084540005
KIF1B	6.45495149463645
MBD2	4.43563465698411
AMOTL2	7.20505879762464
C6orf120	5.48830782743385
PIGT	6.64410712503438
PSRC1	5.23761027512261
PLA2G10	3.99108288768732
ALAS1	7.0716216058664
FOXO1	6.67215532417593
C17orf62	7.41735795687457
KIF5C	4.9299526577695
DUSP10	3.84884239299955
CRLF3	5.53540947049998
CLCNKB	3.62529826946204
PSMA5	9.23013040876289
FARS2	5.12064684448844
CCDC28A	6.70112536907897
AMPD3	5.2240922297124
PIAS1	6.96485905709104
ADCYAP1R1	3.85871428509221
TMEM134	6.47732496526443
CDH20	3.10387861730901
FBXO7	7.98273451973375
FLJ14213	3.85995812814878
ZNF3	6.53311736243219
LRRFIP1	7.7700438960441
TMEM49	8.80224369389144
CNOT2	7.11630842143709
CBX2	3.27783818936114
ZC3H14	6.70006067150626
ALDH5A1	6.26855470702233
HNT	3.07307836515258
SERPINA4	3.36114088380913
FLJ20920	4.80465718751706
CRTAP	4.80220730095769
DDX50	7.62311993035113
STYXL1	7.96531416985906
TK2	4.50346122138854
BLVRB	5.54461110815312
STMN1	6.08967918807332
GUCA2A	3.47673755288447
DPP6	3.22917086797618
GALNT10	3.68905784202928
STK39	4.21098786163548
MMP24	4.44508912861734
CKS2	10.2779945059524
RHO	3.97961969723843
BANF1	9.09663505829551
CR1	3.07075774958003
RPS6KA2	4.34580492503371
HMBS	6.02717910573226
C20orf112	3.57977421181513
SLC25A24	6.69747242866605
MRPL22	6.75935843495128
SLC25A15	5.66973942834319
GADD45B	4.56602232404018
TDP1	5.96105264101715
ZNF287	3.62617267406195
DAAM2	4.23957755318781
C11orf57	5.59798375872273
RFK	6.59600692211328
ZFYVE9	4.17588391575563
TCTN3	6.44080657743603
STCH	5.42249547880163
LOC283871	3.71768604425853
NDUFB3	7.79351053837037
DEFB4	3.73861977210810
FPR1	3.76054118704083
FMNL1	3.99980169037458
SEPT7	9.18661542418316
PTCD2	5.6304769976048
GNLY	3.58352710762036
GRAMD1C	5.4365917161286
ZNF165	4.46373751077763
TR2IT1	3.9353489732366
ARMCX3	6.3920761682764
NDE1	6.03433939109132
MAGEF1	7.45941610884578
ITGA10	4.23672721831187
ARHGDIB	6.46290997695083
FSHB	3.69472451553216
ANXA2	11.4795450612321
HLCS	3.71221483804253
MCF2L	3.60684592929791
AK1	5.73099920010907
FH	5.81613708912045
LGALS2	3.5960448105955
SYNPO2L	2.86859971573991
KIAA1045	3.50138238445238
C1orf183	4.83532212696172
MAGEA8	2.94882125003817
DGCR8	4.70501629183015
GSR	4.04245560499487
NEU2	3.55993099033438
HIST1H4B	3.53159384810413
CACNA1C	3.20758708620431
FAM20B	5.52839639982482
HES2	3.69705112312836
PDCD6	9.62216903527568
INTS7	4.81901887646372
AMPH	4.94442119518791
UCKL1	5.8673636811712
ASB4	3.14801256959178
C10orf97	4.50800968186151
ALDH1L1	3.84633025404552
CCL23	3.24953767563434
OBSL1	5.27184056112495
SLC12A7	7.63658191981719
THAP4	5.911167306358
RBM4B	5.14432807615231
OGFRL1	3.42264868703083
KIAA0831	5.8174592572439
C12orf11	6.80095527881343
PPP1R15A	4.16214712033825
KIAA0240	5.15944146524623
CD1B	3.18679282237704
FCGR2A	4.61348542593855
MDC1	4.35592408028218
MAN1A1	3.29057646845144
KRT9	3.64985982639853
HTR1A	3.35252774869376
OCEL1	5.5803956762029
ATP11B	4.94170683893403
NLGN4X	4.06284426134254
FBXO34	8.09227227248627
ALOX12	3.58103860199631
RB1CC1	6.76799446868372
PCDH12	3.9530566472852
RPE	5.71501087000222
EIF4E	6.36048731910566
CSDC2	3.95890126539056
ABHD5	4.66747043305106
TMBIM1	6.41778840315673
PET112L	5.12795938179366
P2RXL1	3.42243593620514
F2RL2	3.20332290817339
TRMT1	6.1976354566676
IMPG2	3.72186227032107
LRRC32	4.46561173940499
BGLAP	4.8016887252049
HTR4	3.61637788333313
MRAS	4.49985695474195
TRAF6	4.72472117367624
AXL	3.83393162361316
ATP2C2	3.87434625453276
LMNB1	3.59658344759202
TELO2	4.48092415696544
PNPLA3	3.71651042435772
CSNK1E	6.02160796824146
SRP14	9.6074977216503
KCNQ4	3.48482436901562
PIK3C2B	5.95619578144117
C15orf15	8.82132546360016
TUBB2B	3.14081292399145
USP15	5.10101243189907
C12orf41	7.34166431893063
CEND1	3.59648233340226
RNF31	4.37496861419831
TCEAL2	3.50615004797932
PTGER2	4.51396764964414
UBN1	6.59700363818194
SLC5A7	3.22740162822038
SLC31A1	5.18505053472053
ADAM29	3.46530582780554
ST7L	4.14253916398362
GFOD1	4.71085897159549
CTNNA1	8.18481436874652
HRBL	3.99279306815358
CBX4	3.6038985205406
NTRK2	3.45580216310062
FOXN3	4.78863490440121
MFGE8	5.42391504710323
PFKFB2	3.92881165166587
TAS2R4	3.66493191319475
SH3TC2	3.19107804569987
IL10	3.23065874906412
PXMP4	5.2849589117806
RNF167	5.92091733366286
PRMT5	8.01869089436237
TSKU	5.23094849175851
ATPIF1	9.18209620828696
ETV3	3.54362483102156
PAK7	3.15480899454626
PDLIM1	8.44190974310527
CEP63	5.39603505399766
WDFY3	4.71791442415454
RNF126	4.55549487909877
DPM1	8.3645231676088
CLIC4	6.18112449762098
ACR	3.76914301930119
KLK7	7.9389088712846
ALOX5AP	6.72880519945053
LRP1	4.37845851932558
TNK1	4.61254604232932
TAS2R9	3.22449090086193
ZNF16	6.61662567963772
POLR1B	5.48167282378808
SLC8A2	3.67100453799168
OLFM4	2.98567189550401
TACC1	4.13598070514606
SAMHD1	6.36305407202578
ATP13A2	4.50509845829169
KRT4	3.60911345636682
PAX6	3.71012852325132
SCG2	3.44778535165710
SLC17A6	3.31544314159704
TUBB4	3.69973065789608
PADI4	2.94906954081004
FMO3	3.23574372197607
NLK	3.09069233588563
POU4F3	3.12641665039694
MDM2	3.57310500353297
CAPNS1	8.23407158323816
SDF4	6.28114814029318
ITGBL1	3.08667579586335
TAP2	4.17667642911411
OR2C1	3.49191057560838
KLHDC3	5.88099237786102
EFHD2	4.7404115849397
GALR3	3.83193171035400
NBEA	5.67390673437679
ABCA6	3.35349738768161
ABBA-1	4.14429088487816
GNAI1	3.93698481648961
CLDN3	8.65000691794503
AKT2	3.51672990780888
EGFR	4.16962793771316
VPS4B	7.06621239664808
RBM16	6.59099254898156
GALNT6	5.61717642246465
ZDHHC3	5.34407155312706
SLC25A4	6.97790010703175
CYB5B	5.24146083232107
NDRG1	7.17786217896601
SESN1	5.90410049631029
GBE1	6.2676558230361
MRPL46	5.78238329125551
CLASP1	5.08157169368424
FARP2	4.45488148217783
ACOT11	3.84606727074709
LDHAL6B	2.75750934429528
MAPKAPK3	5.53329229948292
NCAM2	3.06639570798483
AFAP1	3.78510868796251
PRKD2	5.07508835708227
OR2H2	3.58552087764574
ZFP36L1	6.48401610104567
DZIP1	5.17049296743305
GPR161	4.51799129998504
RNF146	5.0753252284404
NKX3-1	3.96059423751334
CCNB2	7.56839953125005
ZNF10	4.51212183490238
WDR74	5.64492610289903
FAM134A	8.04351046251155
PCNP	8.32259757117897
PURA	4.39215348943002
DNPEP	6.97514510474381
ERBB2	4.72965351752358
CREB1	6.21959661756075
NEO1	5.51465723550038
DDX3Y	3.29208314803741
RPS3A	12.9625450656619
MXRA7	10.2088651208319
LGALS3	10.8756343456347
GLT8D1	8.4098967758939
TMPRSS3	8.1696103535369
UPB1	3.57533207739250
LAT	4.02123857233012
CLDN14	3.66699023103229
DHX38	5.13630152108734
KCNA3	3.16038879869394
BTBD1	8.19885730531285
TARS2	5.57028886713443
SKIV2L2	8.34084069038959
ABCF1	7.0611275680416
CDT1	3.36146675196653
ZHX2	6.6007475356687
FCF1	5.22141675331568
LRRC49	5.6543337034172
GUCY1B2	4.15273355958275
CD28	3.302134767222
SMARCA4	7.15531638406266
SEPT2	9.62909932498943
SOHLH2	4.13463970491947
MCOLN3	3.47574480882994
LRP8	4.74912808081663
TAGLN3	3.76494203311011
MASP2	3.67958554702385
GPATCH3	4.53134576205415
TTRAP	8.3085076305591
AGL	5.96348174410914
NFE2L3	4.16209609107993
PSD4	4.00139702638349
PALMD	6.32165633670528
CCNB1IP1	8.92787234250887
TMEM43	8.00764086943033
OBFC1	6.09531910720278
STAT5B	4.07505766380519
C14orf79	4.78883600019092
ENPEP	3.26437616361659
SSB	8.66695567718129
SCT	3.32154775671984
TIMM23	6.24835657350471
SKI	4.2045703980192
SLC22A13	3.04970948211959
AKAP3	4.30465838512162
OAS2	5.60545860623272
KIAA0423	7.02678935628555
SEC61G	8.73578200573858
CAPN11	2.96490275978605
TMEM50B	6.80849398018287
DEGS1	6.60865064903842
ARHGEF4	3.89326199347857
DBNDD1	4.64600566417128
TBL1XR1	4.9152518268685
FAIM	6.66541507786507
SP140	3.27774129861578
G6PD	4.86619282082603
NUDC	8.35397530201804
GABRP	3.40954515384281
SCARA3	5.409307281351
TACSTD2	6.0180218498113
EIF3J	7.12612293984455
