Hybridization REF	SEDUM_p_TCGA_Batch14_Expr_HT_HG-U133A_96-HTA_C06_458628
Composite Element REF	Signal
PDC	3.31031488887228
VPS33B	4.69732702215398
HEXB	8.3787418764187
GALNT12	6.09542889613921
LOC339229	6.36662543886492
MRPL35	6.50002150013658
ORC4L	7.02520699638729
TCEB3	6.05220284946588
TNKS	4.46535029862681
C2orf24	5.6444910375383
CRLF1	3.49267006537699
GGTLA1	3.61870654282828
PYCR1	5.35921416093019
CDK5R2	2.97945249695694
WAS	4.61726802432459
CCBL2	6.24759422688212
MADD	4.70673987481904
CDY1B	3.48305099545271
SLC30A4	3.17117878328184
WDR42A	5.00534425315004
TUB	3.13352449189265
KLF12	4.07448906705025
ARHGEF18	7.38782473406815
ARRB1	3.31282175844898
KCNK1	5.53600609647824
HSPA1A	10.1512200503494
ITM2C	4.87549664531236
DAPK2	4.5035241844143
RUNDC3B	3.09852015996407
SCAMP5	4.41109315058839
EREG	3.11240721158937
IL17RB	4.87464043373394
CENPA	4.69649863611415
TMED5	5.17856866334926
MCAM	5.39467934888275
FLJ20323	6.45233199531305
CDH6	3.90093920294481
POLR3E	7.39109763216286
BRP44	7.21737024842888
OR7C1	3.3541802277588
AQR	5.90552757417024
THG1L	4.61081500368668
CAMP	3.66216048894536
GABRA2	3.51363002131911
C14orf166	9.3773876890550
ADAMTSL2	3.43947963507091
MYL1	3.60495516137876
TNFSF18	3.44566102822169
PPIB	9.7511364145914
KLHL4	2.80846226180302
SFN	8.90269564734876
FRAP1	4.00068707903724
CLMN	3.97071222853189
GOLGA5	7.4896240699739
SDCCAG1	5.952106595411
SSTR3	3.48093044161798
MAGEA5	3.34693825597361
OVOL2	6.29576543182607
C10orf95	3.5476786200622
RBL2	7.32741394203865
JMJD1B	6.27778555991001
PPP1R10	6.47310657795407
C1orf163	7.36282459125691
CSE1L	7.37419059027034
ASRGL1	10.1121629856238
RDH16	4.06036082161304
TOM1	4.50553173679808
PTX3	5.39114418797058
CENPN	5.17691651719244
TTC15	6.0792313386132
TMED2	7.27553886195848
ANG	4.90223626227463
RCAN3	4.03469268814026
CINP	5.52965204521192
U2AF1	8.58284533208246
NMT2	5.10020835869237
OSGEPL1	5.45076938490538
DFNB31	3.80749633400374
MARCH7	7.22853424442791
SLC6A20	3.37767853693562
PFKM	8.33096760462731
SGMS1	5.79444263961706
DKC1	7.8472540942724
MGC5590	3.23123275529747
CREBZF	3.88275572566252
DAZ1	2.82554209694314
RIOK3	6.92775906717473
PRPSAP1	5.78489619183564
GCHFR	5.26949997313069
LOC196993	3.63695346228899
UBD	7.29488923592875
ATG9A	5.24838379272076
S100A1	7.34293678066183
RPL6	11.7515901289543
TMEM40	3.22041951298784
DNAJB6	6.41825025290867
ELP3	4.68220647869515
ZNF787	4.55138017354116
KERA	2.93048857845564
PELI1	5.34501520661466
PPT1	10.3909521847642
SLC35C2	4.94785226680125
MT1X	9.48942672850798
UBE2B	6.62454459686513
KEAP1	8.31223610360718
MST1	5.13352370799406
MUC4	3.73003689693686
RFC4	9.2071199526523
BCL2L13	6.60654516779524
GNB2	7.81308431127814
NUP50	5.30572542714971
SULT4A1	4.09127928383943
S100A8	4.07117803762924
C7	3.618396257042
CCDC130	6.41793168507775
RQCD1	3.66317271660558
AYTL2	7.07118213021046
MTUS1	4.97668560377256
ARFIP2	7.09984218286562
UROS	7.4179677286039
LEMD3	7.0052491525723
PLEKHF2	4.95352890773496
KHDRBS2	3.30938614483299
HOXA7	3.09516551745744
POLQ	3.78830940830182
GTF3C2	7.10873803843507
SOAT1	3.93412384269608
SPAG4	5.74437419457169
MRPS30	6.99028880715356
MR1	3.76380350185794
UBE1L2	4.14618533063913
F8	5.89459566602792
KPNA5	3.06721999257912
ACHE	3.35639205657146
TNFRSF12A	6.28199410419606
EGR3	4.05273287526135
TCEB3B	3.38517806721236
ZNF184	6.25001253577898
OASL	5.80357303389109
SERPIND1	3.05877211283484
IFRD1	6.9629582072605
SPINLW1	2.8969228898828
KCTD9	4.49615599276276
PRR14	6.02375909016634
ZNF267	5.49284227651772
PPP1R3A	3.26280456137671
ZBTB6	3.62601566579991
ACTN2	3.46169638379586
TXNIP	10.8688881001968
NUDT3	6.14870589516577
DFNA5	5.58472789731143
RPL36AL	9.30346639060105
KLK15	3.66901295058552
RAP2B	6.28436903584865
CHAD	3.54059443649903
HEBP2	9.50708458158542
GABPA	3.87488672515434
CAMK2G	5.04354900971378
TLR3	5.00179541312449
FGF14	3.70400513944113
HMGB2	9.95492950245343
POLB	8.0216396505508
KIF3B	6.5543943444842
C3orf27	3.60011106605557
MTMR9	4.34077523607835
SEC31A	8.89618261927734
TRIM58	3.77193501600760
TAS2R14	3.13561598379876
NSDHL	5.63795777392274
GLRA3	3.04394960602269
VPS8	5.86807865043787
H1F0	7.26763610815051
PRKCB1	3.62049325157319
POLR2D	4.87425543710103
UGT2A1	3.32680963763270
TOR1B	5.71637812415925
LSS	4.20895544106897
TOPORS	6.59317179473487
HNRNPC	9.12228550489254
TMEM100	4.25969916363505
DHRS9	3.78132409078744
ISG15	9.08963393445019
DNAH2	3.67295983247315
ZCCHC14	5.74749212931586
FXR1	7.914619257645
ZMYM3	6.57759928068639
CREBL2	7.1119812610448
TGDS	6.67863892795851
CASP3	6.13283841770638
FAM120C	3.56065306271229
KCNQ1DN	3.84350936602285
SCLY	3.84558958807789
CACNA2D3	3.44580914457790
CA7	3.74259315847379
ENTPD5	3.81231814764786
SUCLG1	9.30189887581362
PDIA5	8.85683971767158
KCTD20	3.72779065049686
WDR47	5.51754757141003
KLRF1	5.23266889483999
MAGEH1	6.13991351947568
PRPF40A	8.46092702986597
SMR3A	3.07921098944296
TAS2R16	2.82871458726883
SPINK2	2.98276584897346
NPY5R	3.26979514374914
IRF4	3.8443001463077
PRKCE	4.27163926985743
ITGAM	3.78440989811301
RGS2	6.31802872999035
DDX19A	6.72397230619659
PDPN	3.53101300989933
TMEM34	7.21305125207
MST1R	5.07414293305984
MGAM	3.80836739709979
COL3A1	9.17159921707748
PTMA	12.1040519244389
PRDM11	3.19246590389015
NAPA	5.24979443484032
DIRAS3	3.75315726228239
LIPF	3.41633856312712
PSG9	3.10093465863768
ASGR2	3.2893941674286
ARHGEF11	4.05190491469551
PIK3R4	6.61114899246574
IVNS1ABP	6.3996213670456
SIGIRR	5.60022440564521
BTBD3	6.07523218230368
UBE2NL	5.4805649004334
PPP1R2	4.98946362557041
FOSL2	4.87308668462713
IL1RAPL2	3.39734783247056
C4orf30	8.0163028171712
TUBA4A	8.16211653374048
SEPT4	3.61606765730281
SFRS2	8.08463421302579
EEF2	10.9704736033544
ZDHHC11	3.39029020733179
HNF1A	3.64452360323052
EPHA3	3.1071853019535
PRDX3	10.1446545090412
P4HA2	5.2721845289636
RFWD3	5.68429950152221
RBM12	6.66222374002369
H2AFJ	4.45034010964248
EDIL3	3.74448988892965
LOC200383	3.39508247995315
SERGEF	4.26834024824389
B3GALT4	4.73085309242512
SMC2	5.21145686391302
LOC90925	2.92667920536367
NPFF	3.58152919930028
DEDD	4.75334173509577
SCYL2	4.21265000035516
PTPN1	5.28245741252869
ZNF174	4.33174168045977
MYH14	3.73395899281875
CCR8	3.36741408466744
SKAP1	5.61723595872926
GADD45G	4.51982866563561
PILRB	4.36622975340992
IFITM3	10.7647579243083
DNMT3L	3.68956178746809
GPATCH1	6.08481114459177
VPS37C	6.78106860195586
DSC3	3.26863365751863
TBX4	3.20022827283157
B3GNT3	4.46069360679310
LHCGR	3.00650945438721
SAP130	6.04653004206852
UBE2S	5.12700877435578
CNR2	3.74963101457616
PCDH1	3.77897886102444
ATP6V1B2	5.94767189206606
PLCG2	6.14195353711608
CAPZA1	9.6080658380165
GLRX3	8.64568294692096
HRH3	3.57158682190722
KIAA0247	6.36307092057388
MGC15523	6.10988547850465
CRYGD	3.64246634097711
HTR2B	3.0576500350531
CCR1	4.14923264947658
NUS1	4.69023621226429
DNAJA2	7.46836824405104
PGRMC1	9.04645277270925
UVRAG	7.09624673781176
ITGA2B	3.51852289784747
CLDN5	4.22987716489576
PTPRN2	3.34114185059107
PSAP	8.58469727909616
MYOM2	4.00839972602428
CHM	3.46096413915558
CCNL1	7.37727911905995
FAM105A	3.37425587285245
LYN	6.46265066685658
DUSP6	6.78522824694114
TGFB3	3.87417221404215
PCDH11Y	2.81210727110177
NAP1L3	4.64528692610144
ELK1	4.58546104960243
HGD	3.51222180269181
C10orf57	5.33448771188773
B3GALNT1	5.0071075325911
AARSD1	5.46036452607678
MYO3A	2.92743003913578
SERPINE2	8.09092843554516
GDAP2	4.10820203054872
MAPK6	6.90313125178995
COX6B1	9.68904706794038
DNASE2	6.51116401189208
MSH5	3.58391061541621
LGMN	5.91735404946427
TCN1	3.17513803509559
SLC24A6	4.43823715097142
TATDN2	6.40192100234226
SDCBP	9.8563581796122
NUDT11	4.31751708917272
LILRB1	3.55424970594089
PYGL	6.07182304883801
P2RY5	3.73691437682365
SNPH	4.31220743102099
NUCB2	8.15242349537128
B3GNT4	4.14676644632969
SNX27	5.91779571991867
C2orf37	4.24731650169781
MIZF	4.71119590417826
FOXO4	4.51127128591138
NUBPL	4.08862392449484
NOD1	4.69822234928635
ID4	9.2796288578637
CDH22	4.02688085305360
PXMP3	6.12667076261914
SOX5	4.20875783030314
NUBP1	6.09580922926528
DSCAM	3.72946609429893
INA	3.344922588752
DGKI	3.31116568956614
MCOLN1	4.49885748259364
FAM136A	8.30879701071471
RIN3	3.83839231851384
NFIX	4.26260300885335
SLC16A6	3.47877258138276
AKAP1	5.10675045970006
PSG2	3.35240974785917
HIBCH	6.66145149590225
PLA2G5	3.0335443242884
TIMM10	6.22857240866453
MED17	6.83567554225359
PSORS1C1	3.13213632412714
KIAA0495	4.58495871709788
LPA	3.43437027434208
PIGA	6.20837369157702
COL4A4	3.21785670080243
LY75	7.75950249697772
TPP1	6.40824239574072
UTS2	3.08734337917850
GJA3	3.33209898485166
GALNACT-2	5.60319958805387
RREB1	3.47122531902513
TMPRSS5	3.92607398468593
MGC3196	8.31164314384826
FLJ31568	3.57313760274056
DNMBP	3.9988996654539
LPHN1	5.21024415749659
NQO1	8.61556127898612
ZSCAN2	3.28656311963557
SP1	3.28329624988582
TOX4	5.14400857340493
SEC24C	7.71764306213151
HSPA9	7.76044585939481
APOBEC1	3.05497354745743
SURF1	8.20431098508278
LSM5	7.0842955337117
ZBTB1	4.13550968069766
GTF2F1	6.64167870539684
DUSP21	3.63671278358902
RPS15A	12.3597811901243
TAF1	4.38364576363406
GINS4	4.67140803310518
MYO15A	3.82790029503104
AP1G2	4.55947885507828
RBM42	5.55067011669068
HCN2	3.76649231117435
UTP3	8.00266893627258
HNRPA3	7.64718193763672
CKLF	7.74056372727447
U1SNRNPBP	6.71563988825973
FLJ20674	3.86600194135172
RUSC1	6.67134118772593
MBNL1	7.13862553991653
NUP160	4.63681675817411
GRIK5	3.82627062142496
USP21	5.47060066590959
FLJ22639	3.79085853955972
HAND1	2.95707794579578
ORMDL2	7.09782623140444
SERPINB1	9.29043079041214
FGA	3.23373537244899
PRSS7	3.14607529628752
IGFBP1	2.97766039722493
SLC1A1	4.62867058323136
DHX57	4.58670913069473
PSAT1	7.47955702580292
FLJ13195	4.26611539317974
GDPD3	3.87438368691362
PTPN21	3.44843294131790
TBR1	3.3964378064753
TBC1D1	5.13776369440535
IFNG	3.33714793246230
FOS	7.68915096520686
IQGAP1	7.9349799330993
ZNF226	4.40457639709174
EMD	5.58191622582885
RETN	4.04779839977154
APH1A	8.60769253605724
C14orf1	4.83410547366518
PUS7	6.94227215443851
PAFAH2	4.62788428124656
NPEPL1	5.1393311978088
RP11-114G1.1	3.44943558330117
TUBB6	8.31821813457195
FOXL2	3.20780868340817
LATS1	3.14342089579368
BAZ2A	5.07687772349031
KCNQ2	3.24476478225939
SPOCK2	5.68051684437131
MARCH6	7.08948652709266
MGC10334	5.24573315718711
HTATIP2	5.87608559936463
CENTA2	4.42457382262481
FGF2	3.76861887999443
FXYD7	3.38100910904083
CCDC33	3.54969678638175
PRODH	4.13063842884635
DDX6	3.90486950805969
SLC43A1	3.83885354384773
NTN1	3.4212801434887
ING4	5.76036321670028
DPH2	5.74086178915491
ZNF313	7.26782053180585
VPS28	8.80358919333709
FCGR2C	3.32186205203782
DIAPH1	5.41668892005969
CEP76	4.6893126631106
CORO1A	4.57408716486717
TRAF4	4.21239263004812
ZNF460	3.27287862421818
RRM2	5.83101337462467
EDG4	4.69484447308768
OS9	6.9516488080604
SLC4A1AP	6.3619360120171
COG5	6.57216092542243
COPS8	7.07182223068624
NGLY1	8.56759394825699
AKAP9	5.26842463629438
NCBP2	6.43321419936687
C17orf42	5.53838018906423
GPSM3	3.99552676884312
SLC20A1	8.24756931058237
SIL1	4.81224439823167
LDB2	5.84276226360935
ASB6	5.14672729829458
KLK5	6.49922438086407
SMAD5OS	3.48265522131780
UNC93A	3.65770344169895
SPTB	3.92171620206269
EFEMP2	6.55484233915272
EFNB2	6.89695503080632
C21orf62	3.07527968555485
PCM1	5.85860796692137
FMO5	3.87174622221692
TSG101	8.73672448874039
CEBPG	5.08558154128633
GTF3C4	5.68579687644321
ABHD3	4.59710937729646
TNFRSF1B	4.47026067842783
CLEC1A	3.37054973098395
IQSEC1	4.21306045105956
PIGN	5.56203077358028
PATZ1	4.81546489841454
RBM22	7.63967246439482
AEBP1	5.31391169798423
BAG2	4.87582826614167
PAQR5	3.1710150359916
C9orf127	6.17056112055301
THNSL1	3.88449791654083
ANKRD2	3.57575007900283
JAM2	8.26860967301463
SNRPN	3.35902697896909
ALX4	3.63093385650969
FAM130A1	5.47397174815064
CACNA1S	3.4317424289942
TRIM38	6.89960686715847
CORIN	3.01675881958148
TMCC1	5.58105055855309
PCLKC	3.54976681009508
PLEKHG6	4.56088951504898
LRRC40	6.62211171357203
SMG5	4.80510727523709
NCAPD2	6.55172961526857
WNT2B	3.29973345799418
DCP2	7.0987779483519
ASNS	9.09127734657737
MRPL49	8.04450751921922
TMEM24	4.29594125156630
RPL18	10.9704906305114
SMU1	4.51010653179688
ISG20	5.80823991896973
CASZ1	4.12601987486731
POLR1D	7.5869642506195
GIN1	4.31474987213265
TMEM177	5.04205826848394
CDKN2AIP	6.80222505372299
KRR1	7.28602326886423
CXCL1	3.46613286039014
C1D	6.78875536613669
EPM2A	3.63475854842954
LDHC	4.01761959452198
PC	3.78847241445751
PDZRN4	3.04435876346149
FAH	5.69309522920515
UBE4B	4.47488713636544
NIT1	5.85462055243325
CDC2L6	5.70006416499053
BTN3A3	7.20817778758647
PAX8	6.25286260469749
PRO2012	3.09587665831833
BEX1	4.41369506626107
COMMD3	7.24283785275742
MRPL40	8.83596191186835
SLC2A4	3.4811438570967
SHFM1	8.60780911865577
PKMYT1	3.96130625546196
FEZF2	3.667974397436
DUT	8.9138139839604
LRRC59	7.71984124675389
LY6H	3.36448883628722
MAP2	3.78865581170476
LYL1	4.26733663734235
EDEM1	4.59144678725236
NOS3	3.21543983160911
ZNF34	4.82467940304377
ADH1A	3.49962135338712
CYP11B1	2.96523577313329
CDC73	5.69427668504541
GPR172A	5.38700021888499
GSTM3	6.9335491115629
C19orf54	5.58609175535559
KCNA5	4.00544654353028
FLRT2	3.69633455755150
WRN	4.84448414919535
ANAPC5	7.57728486687238
SDF2	5.80693856569305
KRT8P12	4.2209614550421
DZIP3	3.96962725843912
C15orf24	7.72305218902133
NFATC2IP	5.4241375776936
RIT1	4.16722915951555
RHBDF2	4.61231250709929
SCML1	4.85068674763187
MED9	4.37516222587784
RAB13	10.1139859659353
FBXW11	5.33946063258186
ETAA1	5.81168767908355
C14orf131	3.96578349216581
SLC12A5	3.49670703170894
PHF14	3.33603862727699
NRIP3	4.25236572521771
TMEM121	3.37206224692978
NOS1AP	3.83714773634627
FAM3A	5.27575537873555
RPL13	12.2730672180478
PRDX2	10.3653683688091
SAP30BP	5.95996541879135
WDR76	4.1131744644339
PRMT3	6.11301751617376
TRIM10	3.64094468329938
FAM82B	5.44352560490411
GCNT4	3.24769229441677
MAP9	6.69312820527658
GPRASP1	3.76763387529758
CXorf36	3.42134204544865
CDKN1C	5.47815995427167
DSCR3	4.7018658868999
ZFAND3	7.08978261959617
C7orf43	4.27274993925964
HSPH1	7.3532922302906
SPSB3	7.22071441847212
AQP1	4.44963910080655
COL17A1	3.70597275669044
GFAP	3.58463237091792
CDC16	8.07475820682978
KIAA1614	3.45318898287526
PRSS16	5.21686350687416
KIF13B	4.75059189160273
PCDH9	3.26564365874898
MKRN3	3.37946509743256
ADAMTS13	4.14823962851052
ITFG1	7.78969482160511
TUBG2	3.94590154320780
TTYH1	3.27209922119278
SFRS7	9.1887365775773
C3orf18	4.71143823265851
FLJ13236	5.53778703207942
C18orf25	3.84782076645916
EXTL1	3.75140676012267
RANBP10	4.76810737547789
RARG	4.2188245326224
MYO7A	3.73873510433005
SFRS18	7.39364851114596
CD96	3.85756039472862
ACVR1B	4.37232879377756
DENND1C	3.95348716816444
RBMS3	3.70996420024823
SLC41A3	6.51580557272635
PSMD1	8.22034880346446
DGCR6L	2.85667551890533
ILVBL	6.38869777774582
CSNK1G3	4.8430774302075
RNF186	3.4634633819645
IFNGR1	6.92011284209258
MAGEL2	3.63522767346988
TSPAN6	7.73755991256907
SLC29A2	3.87493042670332
MSL2L1	6.83797885990021
MATN2	6.599626180686
ST6GALNAC2	6.80022017543951
RBMX	8.40078434404245
MPP3	3.84632021009286
FGL1	3.74775076565204
PSORS1C2	3.61073166334734
RAD51L3	3.55435370661735
ARHGEF6	4.69844482249601
TGFBR2	4.36559197249354
ORAI2	3.77300817475496
CDC123	8.30877174086452
IL33	2.91623374348522
DEAF1	6.02542533282839
AMN	3.63348307750603
MSLN	9.38992366707177
DEFA6	3.48428622971035
WWTR1	3.84761836130033
COBL	6.53049456812906
PPP1R16B	3.69161808575233
CIB1	6.98775486837096
TSSK1B	3.12285263423545
GAS7	3.87541086889718
MDN1	6.0576151677825
HAAO	4.00300553164339
HLA-DRB1	10.6369502549784
CTNNAL1	7.78044364953161
TLE6	3.23048241281250
CIT	4.48864456945111
TNFAIP2	6.85087613593321
FOXN1	3.43305803277032
HERC4	3.74647382956755
DRAP1	6.50727395665572
PEMT	5.27947059283569
SLC38A1	9.39997476411622
ARHGAP6	3.30734494267720
PHF20L1	4.41569006882495
MCM3AP	4.39455951273861
MYO1F	4.21163450123702
RAB11A	7.9360371522334
PTBP2	4.94476942305406
SNX1	5.33485470022566
CTB-1048E9.5	4.81556310859825
C19orf60	5.68428879886604
C7orf25	5.35911319831907
ELF5	3.32404509198295
HOXB9	3.25164305350613
RBM8A	7.80733349777402
PARP3	5.16809195466687
ITGA9	3.29518388324881
ZFR	6.71355674129097
VANGL1	5.56827728421321
FLJ20699	4.74306611067315
ACSL6	2.86088010367298
CHAF1B	4.42571084824848
NDUFA3	8.64451865241253
FABP4	3.48133420396628
KCNB1	3.42859607467403
CANX	7.5193942609257
SLC25A28	4.47650395478831
SHARPIN	5.16737097814572
ADIPOR2	7.5043372402633
TTC23	4.2699790063718
UGP2	9.04133346132243
ECHDC2	8.30666014533262
CIRBP	6.46365956771139
SEC14L4	3.55268785747054
SMA4	3.73560074798752
FRZB	6.44784373110993
PABPC1	11.1083178634056
APOBEC3G	7.58422748897966
CUEDC1	5.22543708288911
CLDN8	2.92661107642364
VPS52	7.89820390840558
LOC23117	7.477379567391
FAT	8.71527099523736
M6PRBP1	6.61363346305481
PPM1F	4.45476692041473
TSR1	5.71249645894954
E2F6	4.94353599462478
TMEM126B	8.87870130720134
ZFHX3	4.49428161702423
PCSK5	3.89136672515738
HEMK1	4.93618123804394
GIMAP5	4.38275778500161
DPY19L4	4.36276026055165
FAM77C	3.65517922414301
CTPS2	5.15599741101082
NDUFA9	9.37103612676942
SCRIB	6.52972686076117
AURKC	3.57995784892825
LOC51035	5.81229434844746
RSRC2	8.53700114995592
ORM2	3.63408538214156
FAM115A	5.88711888823017
EGLN3	3.49226298358745
FZD6	4.9197725200051
PITX3	3.59212439695146
GPX3	7.57851585300923
UNC119	4.64908948821404
NOV	6.4734227317866
GRM4	3.18234494469579
CABC1	6.99660476806951
KLK1	3.62776352195672
GPM6B	6.4714496020221
RRAGD	8.49420603942882
EIF2S2	7.53773609069614
RNF130	7.71453586068019
CKAP5	6.49028669967962
UCHL5	4.73393221071047
C10orf18	7.52512612003327
TMEM93	6.19625901968859
KCNMB2	4.22626724002192
AIM2	3.76618604937407
PNO1	6.21341857257534
ANK3	5.62500590283628
OR2F2	2.88636845150385
GNAT2	3.14329523404597
KRT5	4.88077215801546
ST13	8.27784740995682
SIX1	4.30557083428609
TIMP2	6.01501989879284
CDH12	3.51482010158501
ZMAT4	3.27472535505904
QRSL1	6.06409638914052
CCL15	3.3057142959038
GTF2IRD1	8.03469957187172
CCDC22	4.25945077039056
SNX24	4.06480623539001
RARS	9.02264668372427
MORC2	5.43373849485503
FAM48A	5.85017806072765
FOXD1	3.27268829737619
COX4I1	9.03636815931372
DSN1	5.68106958490297
AMT	4.81047210353062
GPRC5B	6.55146642710015
CTAGE1	3.03106981014255
DTWD1	4.21470434756295
STRN4	4.25458202812808
KITLG	3.20571361733901
HSD11B1	3.87441032992137
HDGF	8.88039169059437
KRT6B	3.26547498126182
SUMO4	6.35737977678428
ARID4B	5.57495748107111
SATL1	5.11162840811984
SETX	6.23297198985949
DDR2	4.24077604978794
KCTD12	10.2079523757679
WWP2	4.98016050147568
CTSH	8.35891312935182
FASTKD1	7.64965067191014
PAF1	4.92110026698839
IFT57	8.48596414831216
TMEM2	4.35421103810733
ZNF592	4.769284089558
TNFSF9	3.51771119268611
PPFIA4	3.77248010200423
CFP	3.60514986715232
DCTD	7.56125367843827
CNIH3	3.84921733326517
MAP4K4	5.99933659640179
ROD1	4.06914832437756
MFNG	3.62238802120314
JMJD2B	4.96169493840762
DOCK3	3.11756098824994
STX16	5.41497833603386
ALDH3B1	5.32730305304731
THSD4	3.53788085429201
DLAT	6.15302174814037
KIF21B	3.41230055261356
FEZ2	5.99748884691046
CDC5L	7.07209023238781
KCNJ5	3.55398604000069
LMNA	6.41666315194475
TBCD	5.41226850274079
ZNF250	5.69684371330494
CASQ2	3.41016638968453
PEG10	5.47141362977406
TPSD1	3.45708649694133
PRAME	7.1289362582516
NP	5.59889667330475
ZNF12	7.36541122330414
XTP3TPA	8.4302463092875
SIGLEC7	3.75901965979247
FAM70A	4.23660636148916
PANK4	4.6864407895259
SNED1	3.52777717357835
HIP1	5.54572937823993
WNK1	7.86138843958768
AHNAK2	6.38791437547068
FLJ10490	3.71568376789254
TOE1	5.69065855335465
RECQL4	4.56575348102359
PPA1	11.1322160426706
DPAGT1	5.1284561626289
HAS1	3.71388119603537
ST7	5.44547475631587
MAGED2	8.51903473740488
ANKRD55	3.59254862537008
TRPS1	6.55443228774148
POPDC3	2.94609472584054
ACOX2	5.20272632988252
TFPI2	5.33554314812957
CYP4F11	2.95285026791971
PDHB	8.45775697445174
ERN1	3.72095113583654
LHX2	3.1914734434634
B3GALT1	3.03170961495530
ADAMTS5	4.24994412968339
NOTCH3	4.67940729112011
C1orf116	4.88750474423377
UGCGL1	4.38392125029597
NF2	3.88203950305593
POM121	3.77323309557812
CLPP	8.0732511616111
MTMR3	4.19880785785063
ATP1B3	9.25768881016216
TMEM16A	4.50768976854835
HIST1H3F	3.05113358169264
TRIM25	4.12682717770774
CRKL	5.16854527034531
HOXB2	5.26915522185483
ANP32B	10.3961780296247
NUP62	5.49140516869044
GATM	3.67219763246113
AP4E1	3.46277433787878
RASA3	3.12856629042411
EDG5	3.41055861818802
CDKN3	4.97104478109205
CDH4	3.5862327784587
PGD	5.66535424381116
TMEM168	6.46699786668394
RND1	3.97583887390444
GAD1	3.27646266769515
MPG	6.85317256369582
ZNF133	5.1873827335759
LOC440350	3.25598446535162
FJX1	6.28299308639709
CLCF1	4.70939055260563
AMELY	3.09487213814039
PHTF2	4.87924865745675
IGSF2	3.27771930932691
TFF3	4.2830333705307
NDFIP1	7.05167163328369
IQCC	4.31662569987059
CUTA	10.5153800617246
HEYL	3.82534741219209
FTSJ2	6.39911608440549
APPL1	6.11127944927406
TNR	3.46752632317644
WAC	6.43377669208302
ADCY9	5.0653515403027
PYCRL	4.44896395715687
PCGF1	5.94682249922258
PTPN13	3.4417903480849
AGPAT7	4.38693590503568
SSTR5	3.68043657639103
CDKAL1	3.23051495528865
PDYN	3.6207166303973
SFRP1	3.58710415810151
VAV3	5.30805928218884
MTMR11	5.00689616235633
SUOX	5.98920954192392
IDH3B	7.56425812985751
STXBP3	7.62422998547434
EIF3G	9.84925876453478
GOLT1B	4.75516020265461
ARHGAP22	3.93014618257804
NPFFR1	4.38886643871276
NPC1	5.7987480531436
ALDH9A1	8.6768550662861
ICAM5	3.51403051711654
ADD2	4.06592670647434
RASSF1	4.98252215917475
PITPNB	9.4721316645524
PAPOLB	3.26255240127238
URM1	5.8802757462512
TMEM106B	7.88800369362262
LRIG2	4.35524999754186
SLC27A5	4.55795595497970
CDKL1	4.03492973822536
PRODH2	3.56609074669754
SFRS11	8.85776795812957
IL7	3.00826772015595
SCN9A	3.39315723983812
BTG3	9.9330889996178
PAK2	5.47906627362963
ATP2B1	6.15404703454892
GATA4	3.50734086727076
PRKAG1	7.20953457633984
FAM64A	4.26331419447463
ATF7IP2	5.35105689820984
EEF1G	12.1208929599328
INCENP	3.48371554344641
SMAD5	4.90092069007452
GARS	9.70254621057768
CDK10	4.39130102408663
HLX	4.66374581986848
ELAVL3	3.79814287947642
MDM4	2.87082684085215
GNL2	9.42725170943947
CDX1	4.2844637880454
PFDN2	8.147340961355
ZNF200	4.69849707063811
NDN	6.03711289675288
PRR3	5.28445489205318
HBA2	4.74736591843711
FBLN5	4.0891567455742
PUM1	8.55609986811825
CCDC88A	3.53125924911664
TNNT1	7.05479622974843
KLHL24	7.08365315470373
HNRPH2	8.46948855096789
RAB7A	8.09991504032679
SGPP1	3.46524428888999
PMS2	5.67624668151698
ARNT2	5.66446811814063
CBR1	6.83343986764487
ITPR3	6.45847007160554
BIRC3	6.47247567374952
NRSN2	4.55382249839517
SPOCK1	3.78087052444568
H2AFY	7.66031825351669
RXRB	4.76144897126482
ZNF638	8.10942227574236
APBA1	3.42419576839604
RAB2A	6.7037194272511
ACTN4	5.92375400451879
FXC1	4.52278121279302
C6orf162	4.04998976301027
HPSE2	3.54344182027125
PLCE1	4.09243875267372
INSL3	3.29217641179123
PTPLA	3.61253918080237
EIF2B5	5.46910692918856
DLG1	5.36120515287149
PINK1	5.39140054585618
TFIP11	5.79264366068471
VPS33A	4.79439067919355
SKIP	4.6161281369789
GRAP2	3.27564414090684
GAPDHS	3.45530175684794
POLR2G	8.71389367360691
CNTNAP1	4.03935183411255
PSTPIP1	3.0668072523508
CYP26A1	3.79119638091401
APOL2	4.57304905140281
TACC2	6.30673884543948
CNBP	11.0200489154604
WASF1	5.77989325101482
HSPB1	11.0542649739919
INPP5E	5.16331753103908
COX7A2L	9.31048575482746
HSD17B1	4.68034321095614
ARRB2	4.581824994367
CUBN	3.47765588175600
SLC7A6	3.92989163430294
IGF1	7.07964379511813
ITPK1	5.16255221630871
NAALAD2	3.14757682057761
G3BP1	6.6894200606067
HSD17B10	8.8633642202729
NUP155	5.75458702355308
CYP39A1	5.34534297734334
GLULD1	3.12601703811244
RBM15	7.05463097850206
AMZ2	7.9183426357306
GDF15	4.75291939221954
CYCS	10.4529769195721
TECTA	3.51908874365195
CCDC46	4.23654300978650
GNAL	3.13547367050738
LPO	3.28992431821475
GZMM	3.72123929804386
PAIP1	8.06271681517681
DDX11	4.59717145277909
TAF9B	3.74236155883704
CACNA2D1	3.93250790876943
