Hybridization REF	GHYLL_p_TCGABatch17_Mashima45_HT_HG-U133A_96-HTA_D05_472002
Composite Element REF	Signal
PCGF3	5.40387800745942
BSN	3.90292901008805
CAND1	8.0000381796433
ACTR10	8.57789876296711
NASP	6.59293441776084
C20orf4	5.44211255271818
ACSBG2	3.19746058666813
COL9A2	3.89641833131847
RWDD2A	3.97872040781672
PALLD	8.90236269286429
GPC5	3.02030907246007
CENTD2	4.93525175295643
TBL3	4.84951057232759
TLR1	5.05949299976696
LMO6	3.83107108984132
CCDC106	3.89631420142565
KPNA2	9.08975805528092
PARP16	5.13297095345959
PDIA3	10.1270016873177
MACROD1	4.47798227707785
SFRS1	7.84851721311197
DCP1A	6.09972229705253
TMCO3	4.15685985129037
NTN2L	2.95014782244993
CLN5	5.68392250611746
BIRC5	5.80488982912673
PRR16	4.09481062075037
FAM63B	4.08492497909546
GLE1L	4.36636037095869
CES2	5.06915438992118
GNAS	10.0013016652448
KATNB1	4.7443735786053
CPLX3	3.40237702856657
WNT8B	3.51782458744115
TSPAN13	8.20946110017933
MRPL52	3.79514273289665
GHR	3.66006859865514
DUX4	4.11243234781117
BCLAF1	7.8714819095505
GOLGA3	6.31629202925926
CLEC4E	3.56973383223342
SCUBE3	3.82677500778196
UCRC	9.58738736624953
CDKL3	4.30137938814135
MGAT4B	6.5983332266469
BBS7	3.13099435908403
ZNF345	4.76502097306298
RTF1	5.7738735504239
SERPINB9	4.35644901489824
DHRS7	5.12591963947862
RIPK4	6.18909761949126
PLEC1	5.1435635171801
PIP3-E	4.75491369424646
KNTC1	6.1400774014188
EXOSC2	6.03083700695956
MS4A2	3.01121292079807
FGF17	3.5925536437282
WDR59	4.034433432976
LAIR1	4.29764496236787
EVI2A	6.59917382965794
IL17RC	3.90528168394812
GTF3C3	6.11272026949077
HS3ST1	4.14422163497214
ITGB1BP2	3.19840772058804
RBPJ	9.98175975354334
LRRC8D	7.79375361525515
ALDH18A1	7.7979381309174
INE1	3.6741323419988
TPI1	9.68954643173127
FLJ20035	7.70584612927888
GATA6	5.21691692656614
CABP1	3.31532483243918
RASGRF1	3.54203052461376
C4orf15	5.99345464943827
ALDH2	8.93705551140762
DAPK3	3.27874039361857
C3	10.8745286226862
EMP2	8.0120701880649
GJB1	4.97200550623672
PIN1	6.27662268277559
SLC6A15	3.29285435917777
POLE3	9.16974628128947
RIN2	9.03674527050872
CTSL2	5.6815482338474
APOC4	3.86416677617766
CYorf15B	3.07869320999743
TRIM2	6.23643936390576
CP110	5.11953025651939
KIAA1622	3.23548853998589
DNM1	4.20727324752235
HYOU1	7.45613203529685
OTUD4	5.63491494039323
USP7	6.35768018891866
ZSCAN16	4.25620465656217
ASCC1	5.43334882535193
OTUD3	3.68154383739176
YME1L1	9.75601475826693
HNRNPR	8.96977443871429
SERPING1	8.51935586482305
TPCN1	6.37458356801034
STARD13	5.09818938453026
PCBP4	5.35265961263624
ADI1	8.78334249233105
ASIP	3.28699592613507
CDH10	3.27349470099937
WBSCR22	7.64952185361259
SCP2	8.73055482102106
KL	3.09557070789756
SLC35D2	5.77793701681062
MAFK	3.40413848108509
SON	8.00227164926767
SBNO2	3.72784319658986
RACGAP1	7.82445604949602
SC4MOL	8.76404535670356
SLC6A6	3.53720299377364
OBP2A	3.18590168226196
PSMD3	5.77039209101705
ERLIN2	4.91097158456733
PPP1R9A	5.49170437335512
RAB35	4.55052357774676
PDZRN3	6.91976397456054
AVEN	5.19540344879477
FLJ21075	3.74358287158164
BCAM	6.32188695605074
C14orf132	4.57011870693312
PCK2	6.2027648840949
FKRP	3.26138277129455
HLA-DRA	10.8028916105785
GUCY2C	3.05843870256652
RP11-125A7.3	4.59333948566297
BARX2	3.24167176017764
DAO	3.32075937787971
EDNRA	6.06659656812583
NIPBL	5.36132069608916
ZNF331	5.39488419853942
PPP2R5A	5.81155206687095
HMGN4	8.2395156428951
DDX39	7.67284214072654
EFHC1	4.8638564671778
EIF3M	9.17988707606767
SLC17A3	3.10728509117745
ZNF24	6.40485155344665
ASCIZ	6.81145358324989
FNDC8	3.40846295118903
ESRRA	4.77331450122881
PTMS	4.90902380396942
PHF7	3.65360510950895
PIP4K2B	4.93381444901325
IRF3	5.16115233931193
GPR19	4.29531184405069
HHLA2	3.34551894907566
GMFG	5.88505024292806
BDH2	5.62064896044442
APOBEC2	3.55802663031815
PRSS21	7.0461618097807
PENK	3.51640170258994
PHF16	5.72206423790203
ZMAT5	4.14037577482806
SMAD9	3.04456121427899
SLAMF1	3.44496519557207
RGL1	7.14195883656226
DLGAP4	4.26277030230113
MBD5	4.58888010109916
PHLDA1	4.45702560871458
BACE2	7.56029108032085
APPBP2	6.054817919639
LIF	3.50459643888536
OXTR	3.05306163883373
ACTC1	4.10699911672526
USP19	3.35225495815848
SUV39H2	3.30588139470024
ERO1L	4.87571242309625
ZNF395	5.57018878895665
CNTFR	3.5173880167894
HIST1H2BL	2.93769618893677
WNT3	3.45026055824573
ZNF549	3.29331307074869
ZNF467	3.84738916386006
SLC25A21	2.99566141186706
IL5	3.16606713079846
CLSTN2	4.24625088545179
LSM12	6.62586332136648
KRT37	2.73227447517932
NACAD	4.11945426675097
NAG18	2.71268389584178
PTGES	5.25661269190408
GDAP1L1	3.12372043176949
MFAP5	7.14977285369323
OPRK1	3.25237005669047
C12orf4	4.97042269622244
NTAN1	5.38842950839148
CST3	9.64304915908221
WDR6	5.15492253555206
NUP88	7.46069173225797
CD300A	4.34649344382545
FCGBP	7.87749973775742
CNIH	8.93696146035515
VASH1	4.1297810713422
DHX16	5.36653153008933
SLC35A5	6.9617304366071
CLEC3B	3.58186176340837
ARL2BP	5.40030318543804
C10orf79	3.19228092321789
ZNF79	3.83568797333965
CRP	3.27756906386255
OCRL	5.71705749919781
GLA	6.97101012549827
NEBL	3.5677301772126
HSPA8	11.108440387215
DIDO1	4.59533454896312
PLA2R1	3.05827618047731
NGDN	6.58483752124825
CBFA2T2	4.34517619047464
SAC3D1	5.87415748296681
PNOC	3.94577949629858
PIGP	8.44746289817033
AGGF1	5.06280145122478
PRRG1	5.03430714674821
DPF2	5.93494206134443
MYH13	2.87938291498617
TMED9	7.18868014246883
TRPV5	3.68559393723524
UGT2B4	2.98800296525506
PJA2	7.42199660528098
COLEC11	3.63507640949046
SCYE1	6.15261443101743
MED12	5.10549789915308
CARS	7.76412211789732
MYH1	3.22167074907794
CYP7A1	2.74065842211508
PHF1	5.45354457121225
LOC644096	6.56823831144328
FRYL	6.87516476071149
RHOBTB2	3.48894275403929
MMP27	2.96062852562154
ZNF432	5.05129491865576
SRD5A2	3.76824713336718
UTP14C	7.19442578329235
RABEP2	4.51795166546299
VWA1	6.40834671670925
FUBP1	5.35805608578259
IGLL1	3.78608722335532
KIAA0586	4.16635711272826
IL27RA	4.23962416624323
STON1	6.84312920030836
IL5RA	3.30522346172028
PERP	8.18473478072781
SMPD2	4.10043408336869
TNFSF12	3.83781230784263
FN1	9.28054565990599
MTR	6.31913349240166
CSRP3	3.04393425827587
MMP20	3.07105558222863
PHLPPL	5.28396411543934
CBX6	6.37632017074266
DHFR	7.35913786978208
PRG3	3.37926994678699
ALPP	3.17443611658752
ASH1L	4.42254193058642
CHRNA2	3.46433846628576
PPP1R12A	6.74165439995615
RBM38	5.19272188764911
ZNF7	6.4345436057143
RDH8	3.13892593184775
GPR132	3.51571006322727
DGKD	4.38221409980399
TPMT	4.98291456655618
ATP1A1	9.76091857801539
SERTAD2	6.77746502666725
C5orf4	4.24024616071612
ZNF672	5.37787032942135
PLXNB3	3.47877504963395
FAIM3	4.35584855567112
UBQLN2	8.74903782882695
NR1I3	2.99783957096604
ACVR2A	5.05689978963822
YWHAZ	10.7754321502846
LILRP2	3.3572384084128
GNAO1	3.68574908458415
OPA1	6.47659603897737
RPS6KA6	3.50485801497523
RPL10	11.8204160293915
MMP23B	3.46354869423879
PFKL	5.33453299383267
TMEM140	5.51297646255456
AURKB	5.12082241956702
IFI16	9.66506576221636
CSTA	5.24852900145621
PRPF39	4.69043476953904
DISC1	3.96109398559829
USP4	7.3313316620006
OSBPL10	7.00057705835317
CAPN6	3.23418782754791
CLTCL1	3.58488384517806
NUAK1	7.66331834853943
ALG6	6.75235257073508
NPPA	3.69298204108446
LAMB3	4.79795405684751
PPL	6.8702130611327
LRTM1	3.05701584781368
RRAD	3.70782461154755
TIPIN	4.92060309562349
CARD14	3.22716744623047
RBM9	5.47561296851572
LCN1	3.44005541022770
RALGPS1	4.41077377447663
NCOA3	6.21111875787501
CCDC6	6.76459282381343
RASSF4	3.85979447347343
MTHFD1	7.73925094599137
FCMD	4.81896496655017
IGHD	3.7350920718627
PLA2G6	3.86760546827315
TPT1	11.4866944947063
S100A3	3.55412578543675
SEC63	7.45648088303587
C10orf59	2.89237253273785
TOR1AIP1	6.32702202299667
PAFAH1B3	6.1374704088922
CEBPD	6.45439908178416
ZNF107	5.01567859812335
ALDH6A1	7.45632357981956
G6PC2	3.3558399547529
SNTG2	2.82397824814378
GRWD1	4.32812375861704
FLJ22222	4.63457765754316
BCKDK	5.09360438227959
CTSB	9.85638629749513
PFKFB1	3.14481878669212
ZFP36	8.15032122384178
SVEP1	4.36282846973166
PXN	4.45078586874375
TNF	3.30174219805148
SIRT2	6.28600676554117
C5orf21	6.81497511580123
VIL2	7.31980454204897
DIXDC1	3.71281202317509
GANAB	7.16766804758029
PDSS1	4.45253007755305
GRM6	3.08870737775736
NGFR	3.22501836720214
ATP8B4	3.01056532501968
MEIS1	10.6883519158237
BMP8A	3.45161522821623
NGFRAP1	10.4918653261552
EDAR	3.63613016607378
NEDD4L	4.90114826215464
CRYBB3	3.38946460581115
C6orf60	3.67616359244478
IL1A	3.09176351775553
GNRH1	2.81948994194441
PDGFD	7.65208323190562
CACNA1H	3.59168851749397
TXNDC3	4.10628624912797
ERCC1	5.39982277878879
CAV3	3.21522088502422
HARS	6.28415818635014
AQP8	3.40890745843984
CREBBP	4.93095330905099
ITGB1	5.41469542823167
SPACA1	3.21177870408268
ZNF254	4.20187174590496
PARK7	10.6364211723291
PAX1	2.82982123733796
PSMC4	9.7666073574085
KCNH4	3.61893445395065
TUBA1A	10.0290686314858
PRMT8	3.62253000910916
SELP	4.00566532122067
PSMD8	9.96478618695195
SOX10	3.70175581682794
HTR1E	3.80774364874946
RABGEF1	5.90606594393074
EPS8L3	3.79469973684469
MAP1LC3B	7.36774173796207
AGXT2L1	3.25999002674821
CYB5R4	5.37434742271696
MEMO1	7.67279132858173
LRBA	6.19285610671807
TRAPPC2	5.67635376464924
FLJ14107	3.21689117881749
FNTB	4.06796177439938
MYST3	5.18749041731743
KRT8	8.23144298636766
AURKAIP1	9.09343577979379
LMAN2L	5.88399887130415
C1GALT1C1	7.60677082950142
DSE	7.58868616033477
FHIT	4.77786168931364
OSBPL3	4.32225179871121
PPOX	4.84047733337657
SLC39A9	3.91325639898702
EPB49	3.69919625057169
LOC137886	6.96311162720579
C7orf49	6.0947988645108
RHCE	3.07961254760932
CST8	3.38326447713046
ATG7	5.17842003852997
SPP1	11.1943148582244
GLI1	3.03282060567518
HYPK	7.6620164791533
SFTPD	3.82317022027758
MCFD2	7.12906836662919
ZNF157	3.16468876666832
EPS15	7.53978228176352
SFRS2B	6.42441236073548
BTNL3	3.56392427464424
GPR23	3.51482828653493
TRPA1	3.112928459923
ASPSCR1	4.26542676363132
GNS	7.57578158001442
FDFT1	8.8130234247205
ENO2	6.31900652430025
CBX1	7.761202114563
PTGS2	3.16573722847646
BMP7	3.93849389899179
CCDC90B	7.63425104386558
LRP5	4.37972261357259
UBE2D3	8.66216972681873
ARFGEF2	5.39776470875876
ARR3	3.54138214570075
MAP1A	3.54397981276228
NEFL	3.11178232436025
CD2	5.69185020353071
FLJ23861	4.44549066929616
NAV2	6.35260425549286
ENTPD2	3.07458771391478
COX7B	10.5915672009105
ATP6V1A	7.47446695925884
TRGV3	3.18081850377937
ANKRD17	9.41284735847218
ADH1C	3.35672101363077
ATXN7	3.84513750026635
IL21R	3.71269848257410
CHN2	3.79650001706661
HAS2	3.54536539916425
C6orf48	7.78262445099426
TGIF2	6.12899680942632
KIAA0241	4.22167207646446
IGF2AS	3.61034587000304
CYP2C9	3.30543877019655
DNMT3A	4.45791975590061
CNOT7	8.79876100424972
FCAR	3.18049104731239
SFRS10	7.91396769964001
MARCH3	4.13459364657625
RUNX1T1	3.61607169684072
CTSK	9.20097461323083
LRRC61	4.20501866347086
HNF4G	3.25994162544803
LRCH4	4.42026506057653
PSIP1	8.27464105042477
AP2B1	5.84661776840932
C7orf28A	4.4196889168771
SMCHD1	6.08119018922152
EIF2C3	5.23137003159962
S100B	3.28428698756305
BMP2	3.87710267520375
POP7	7.53841535864638
UGT2A3	2.70829457236094
ESR1	5.19158338244291
ZFPL1	3.87443565908517
ARHGAP12	5.13997517248624
PGGT1B	4.14304855015991
LRRC19	2.89859271563244
ZNF767	4.43213049308229
DEPDC6	8.45965461599587
SLCO1B1	3.32080936125113
SST	3.84857088955665
NACA	11.8294877732893
KCNN3	3.89881530534865
GLOD4	7.32985941906234
SCCPDH	6.74045183525082
PRF1	3.95316351229816
LST1	4.38127823348137
CDK4	9.49073987039704
TCF15	3.46731909377171
PARC	3.87079589943552
PRMT1	7.91881247733678
ITIH3	3.93330443925506
PPM2C	5.57982115886505
TEX10	6.9727287414284
EDA2R	3.13329980912259
LOC283345	4.22871023186641
NARFL	4.34678139048138
DENND2A	3.8136141703437
C1orf103	5.4409468314008
DMXL1	5.82164349881896
KCNAB1	3.34810015216807
FLJ20254	6.27956127501155
RBM3	8.66138027295882
GPR1	4.75727707464013
DMTF1	5.96370689032912
HTR5A	3.22319363796602
MXRA5	9.3741896614318
GRM1	3.39265702397215
SCFD1	6.66090304290566
RAPSN	3.48088780402629
ACOT9	7.13665981163058
PDE4D	3.17928968668249
TRPC4	3.083379825676
EPHB3	5.69599349886996
GEMIN4	5.10939581163055
RAMP3	3.76709877852622
CNTN5	3.2108339207823
DLEU2	3.68841584325658
TSPYL5	5.5244304014217
GRTP1	3.54104496330244
ITGB8	4.49968618712717
GAP43	3.06749410241364
FRS3	3.39926892662369
PDE3A	3.65608624234083
TNFRSF10C	3.20573285469954
JMJD5	3.65566533802771
OTOF	3.05340723230943
TEX14	2.98434135418498
XYLT2	4.50667355821651
HIPK3	3.26567498852777
XPOT	8.94043530076484
RRH	3.1140884640155
CDR2L	6.0823162064209
GAL3ST1	3.28565535511529
DHCR7	6.40910045450185
PDZD7	3.85323063682121
FGFR4	3.52182852637746
CRAT	6.64371122175471
C1orf217	3.60495391752919
SLC19A1	3.59255204697978
PPP1R14D	3.22711616793642
LIMS1	7.40108848690936
TMPRSS11D	3.16039064534045
TRIM14	6.23078919177307
PIK3CD	4.35341042820279
MFAP3L	3.65913217133069
DERL2	6.76014044364746
SLC7A11	4.2431341692237
FHL5	3.16915523108284
OR10H2	3.14394506905716
ACAN	3.25841881259883
BRWD2	7.07614508091203
PPM1E	3.32728139511716
DCUN1D2	4.50455740446616
TINAGL1	4.04015675418008
C3orf36	3.07853181369947
DOCK4	5.3038402398857
ENOPH1	7.07924875727492
FAM127A	8.16702054133525
SLC5A3	6.20843695276096
ARPC1A	8.84215263749662
CHST2	5.47064249162014
SPATA2	5.03878790509242
PGLYRP4	3.30791258035149
RUFY1	6.58208821706288
NTS	3.68011567447733
FRMD4A	3.81463605092362
RPS4Y1	5.03384153871625
BCL11B	3.60259489394346
TNFRSF8	4.0357369608233
FOXE3	3.30941820437274
PTGIR	3.88470983741563
ART4	3.12767055028556
EVX1	3.59606893127302
PRM1	3.2436345283089
GLCE	4.52118478365916
GPR18	4.36642173977866
ACAA2	8.39183906792099
PIGK	6.31591628123212
HIST1H2AG	3.32382182509653
C16orf67	3.7233818071601
UQCC	5.88928188217547
PLS3	9.32729811835765
DAG1	6.60237356236919
WWOX	4.39224810391552
GTSE1	5.27053544384493
GP2	3.24319258245373
CHIT1	3.20621072383769
PLOD2	8.00546042156583
RPS24	12.0843141890954
KLF9	5.27775803862391
TTC27	6.09239164976329
PYROXD1	8.18761077798957
MIA	4.09418531352967
TSPAN2	3.32837909753882
MRPL9	6.4457024467736
PCSK2	3.22219792041677
PI3	3.96910287253869
RPL24	11.5674611880742
HIST1H2BE	4.3755164944977
CD86	4.46263356922121
CALM2	11.328121566671
LFNG	3.06355916719412
GYG2	5.24380810248688
INTS12	4.98583099520172
RAB4B	7.8399699333138
CTSF	6.69124161353584
HUNK	3.42119036808491
GNA13	3.60196388477658
B4GALT4	5.07167593769136
TSPAN31	7.37448075669253
CHD1L	5.67153609976846
CNKSR2	3.39096726790813
C1orf156	6.46367652848106
IBSP	3.45041424457452
FUT8	5.62171453340335
TRMT11	6.44997781319384
AGA	5.25882679723286
GFRA2	3.62889559122699
WWP1	6.48105514317981
B9D2	4.00323686324058
CPZ	4.00954349901054
STAT1	7.48489368072865
PTTG1	9.2160704135497
TMEM62	4.3499554067402
COL8A1	2.99568435426834
RBPJL	3.32454934189504
CASP8AP2	5.31828089608213
SSBP2	6.92665124845879
MMP12	3.2254184006964
NME4	6.37759845040152
LOC55565	3.75149226704061
GABRA1	3.14167856267122
PEX11B	7.60106764940172
HABP2	3.42933483974982
REEP1	3.56368029046285
C9orf156	4.64666230715302
SMARCA1	4.96706395031426
WEE1	7.07983940216341
APOF	3.07381828551535
GCDH	4.15388627773289
SSR4	10.2036749424402
SPAST	5.20545023356813
RGS1	6.75806550000149
ACCN4	3.68080450615685
PLXND1	5.29510679295014
FLJ20489	5.65196820271718
MLCK	3.24761074093669
INTS5	4.94412767846037
BSG	6.49028278186211
PARP8	5.54447362179655
ZNF215	3.24343057012141
TEAD4	4.37271577041007
PDE7B	3.45283355817631
MS4A3	3.02091569707077
DTX4	7.65776230994192
EFEMP1	6.82163620075506
TNRC6B	5.60819220615393
TULP2	3.4867870353283
RERE	5.23728101591008
BNC1	5.02949904927818
FGFBP1	4.43343275326530
TIMM8A	4.77013637304662
PIGB	4.96055526473073
AJAP1	3.5095773801311
COMMD8	7.71252364195707
TRIP11	4.27781407367845
SLC25A42	2.94917278226954
SYP	3.47789744362544
PCDHB6	3.51019094137747
FLJ12716	5.52300264980414
FKBP8	3.97609060197218
KIAA1109	3.99533094906666
PTPRC	6.47466202576455
POT1	5.73017054246646
CCT7	8.2298295025677
MMP11	4.38084890466212
MYO1E	4.48667412024423
EEF1A2	3.50645468527781
MIPEP	4.97594432699253
ZFX	4.59480569422644
UCHL3	7.48171543818585
LRFN4	4.04082213463052
XCL1	3.18304423867273
CARHSP1	5.52604414627823
GREM2	3.38027080592917
CCDC102B	3.34401938834929
HDDC2	6.38443003734228
SHC2	3.65214572251053
SDS	4.85185577094352
CASQ1	3.45458558555737
LYPLA3	4.97779575738455
INPPL1	5.98581249815787
SLC25A40	4.0138724551848
IHH	4.14645074620288
CHGB	3.25397527102962
COL9A3	3.43222507106968
C2orf18	3.96913230292634
DDEF2	7.51422102977538
BUB3	8.38210444080961
C6orf211	8.0729442987704
FOXD2	3.35602902873774
GGH	7.41178223950899
GGT1	4.05772654179797
ADARB1	4.02636876790565
VPS35	9.94565547463466
CNN2	6.68497382279742
DBP	4.00410196858716
WNT1	3.25062500903238
COL5A3	3.89552859623506
RHOD	5.17570105991619
ASNA1	6.60481132002874
WDTC1	5.12159485425065
COL4A2	7.97553445073064
HEBP1	8.74204920537465
SLC1A6	3.60032355630245
LUM	10.3774512384319
C1S	10.3775878601138
TCF7L1	4.6214127195944
ZCCHC6	6.27359187735484
ME2	7.23404643229339
PAGE1	3.65178880016811
DTX2	3.46797264843947
KPNA4	4.9625066750763
H3F3A	10.3932888467714
GLO1	9.86251382919517
WDR61	7.37523011642328
CD302	5.42304882508221
SIRT7	4.78959891372773
D4S234E	6.37877626704974
RABIF	5.58126920810603
DYRK3	5.54066159294824
PKIG	7.69642105666152
PFAS	5.15573776012358
ALOXE3	3.45899778189868
RPLP0	11.8572389779325
RBM34	6.16692219543134
MKNK2	8.69784632443129
ZNF528	3.82560614500617
U2AF2	4.86362728324471
SEC16A	8.42972099828341
EFNA5	3.46484596648009
ZNF44	4.28295576956446
FCGRT	6.22597420278083
NOL4	3.20864249524683
CCS	4.48517752906414
IGF2BP2	6.15259509103651
MFSD7	3.68076910142333
OR1D5	3.49626377888401
SIX6	3.34497891845293
CCR6	3.11400058626182
TSSC4	4.92467787808164
COL11A2	3.34288782928056
CHRNA6	3.67011074448824
PLD2	4.02599180572934
PALM	4.77924884972518
ORC1L	3.96406689252576
SASH1	5.89675653992472
PUM2	8.66769596669686
ZNF365	4.01779848287175
CDC14B	4.22985282064185
PHC1	6.1287289495315
KIAA0913	3.97574355726741
LDLRAP1	5.44032603771527
NAT8B	3.40173016777055
PPP3CB	6.73454755663549
ANGPTL4	3.50910495344156
HHEX	4.20186860586659
LSM14B	4.40390504483346
PLCH1	3.52520630932461
INSM1	3.05988341920878
TLN2	4.50150132181158
ZNF493	3.67720304515246
HDAC4	5.36110432950263
GLRA1	3.17709845847621
RPS6	11.5148890703719
SFXN1	5.42782126165053
FAM102A	7.22970850650879
KLHL1	3.14030898948810
SAPS2	4.65487100511973
CTNNBIP1	6.86677341848886
SCGB1A1	2.98066885744202
SCAND2	3.38199662113287
HMGN2	11.8600260673407
NEUROD2	3.07200548509541
YAF2	4.61791579851332
BRPF1	5.38490453268498
RICH2	4.02049712285080
TBCE	5.63379623192716
LIAS	5.35126844044317
MAPK1	5.5488560014925
MRM1	4.1554519666311
HDHD1A	6.59783047056243
CTA-246H3.1	5.17716842978388
ATP9A	7.8708143326998
HSD17B3	3.41366162714322
HN1L	6.37121763526885
SAG	3.34526973970487
C20orf10	3.45237033187913
CTRC	3.81811120564058
HNRNPA2B1	10.7266351912955
RNF216	3.81963942654134
GADD45A	7.69117131363775
MSH4	3.08281092751156
HOXD12	3.04464958999475
TMEM70	6.11018426579028
PPP1R14B	5.71325413774072
SBF1	3.8428082916224
HIST1H2AM	3.09141746848913
GNG3	3.56790444797371
C1orf50	5.40726945012964
FTO	7.61767147418355
CALCB	3.11166135744511
PPP3R1	5.43216745826289
USP46	5.01787747209174
CCNJ	3.69429602943399
PSD	3.38470563775509
GNAZ	4.91079733324852
FAM57A	5.2030979316619
LILRB3	4.19314316119818
DHX8	5.23275685895836
SPI1	4.20296346679774
OXSM	5.98485849342314
GYS2	2.92812643383036
UBE3B	5.52293945395005
PLAT	9.35241298088734
NUPL2	5.40788298140315
SF3A1	6.33909114327796
COPE	6.90104410472277
EIF3A	8.16174729158494
IQCE	3.80879168652472
FBXW10	2.68956637283004
KIAA0182	6.7942296296564
YRDC	6.33169262105498
GPRC5D	3.22775121440842
LRRC23	4.25525510300526
BLVRA	5.41036672294301
SLC22A7	3.3279155088725
RASL12	3.29860716170399
DAZAP2	9.41234901377057
IKBKB	4.57548765923147
PPFIA2	3.47606718556211
ZNF271	7.28616219961239
CXorf6	4.09093586349848
FRG1	7.12446891407801
BTN2A2	4.16792203937273
THBS4	4.5475895511329
ARHGAP1	5.72281284572896
ENOX1	3.68607600486886
ZNF706	9.42492141693374
DOK1	4.00011728740018
FCHO1	3.92639472535228
PGAP1	3.53188067044999
HOXD10	3.24767259453128
CXCR3	3.56278136994745
FSCN1	5.56235540056953
KIF17	3.42608069752771
TRIM66	3.51236517021654
CHI3L2	3.20527660664494
SRPX2	5.00882336275319
C13orf24	5.66150336139046
CBR3	4.73914750391918
ZNF132	2.91054620968385
AQP3	3.85698481242117
BNIP1	4.12910233539963
ST6GALNAC4	4.95986489199365
KIAA0391	4.70314920634748
KRTAP5-8	3.97922752661891
SIRPA	4.23420420335206
LYVE1	3.26909471064894
IGFBP6	5.2088076819573
APOH	3.03280597965710
TSC22D2	4.19619852476419
PLCD1	4.8516077079362
NPHS2	2.83683945603643
ARHGEF15	3.16745551134543
M-RIP	6.4848799169655
POLDIP2	6.08439010590793
NDUFV1	7.61608527409354
SRD5A1	4.18404569176658
RAB3GAP2	6.17754758482602
CLEC7A	5.93484184482651
REXO4	4.99075102816902
HSPA14	7.78282438704322
TAAR5	3.70135860656917
ZNF142	4.485247806693
MUT	7.57128128071089
C2orf43	4.0128069454852
SELPLG	4.50174754808113
BAZ2B	4.92826561821499
SLC38A3	3.80456000447954
BRD7	7.64736191393992
POU6F2	3.11014156291765
NISCH	6.75010319939426
TCEB1	7.77274607511739
OPCML	3.31829537911982
DTYMK	6.06462650429022
TAX1BP3	5.63289793399309
F13B	3.10010021651978
RPL34	9.50115043447124
AKAP12	7.26046189023949
MARK2	3.57352041491098
AMBN	3.39239171737092
C14orf32	6.5948233448204
FLJ21865	4.65729118767751
HSD3B2	3.06300561113862
HMG20A	5.30239600228526
WDR77	5.69236509483951
ATF2	4.79110246120457
C10orf137	4.94228862270175
ARL6IP5	9.62251124203634
QTRT1	4.13521170846375
CCNT1	4.78537004821014
AP1B1	5.2092995584588
CD74	10.8344454915913
DYNLL1	10.5102188353034
PLSCR1	8.66144040492693
LIPG	5.13282398704321
PHACTR2	6.07386697913459
SLC35E1	5.83027892332181
VENTX	3.44469872242248
FEZ1	4.39684580213293
APOD	5.75724075051127
LAD1	5.08401324020312
C16orf44	3.96626982691934
C1orf166	5.01879394040073
PAOX	4.16823644346038
MAPK8	3.83615054558552
NELF	4.55169781933715
RBBP8	9.65183532219058
DNAJC8	5.50904803431186
KCNJ12	3.13352135629574
WNT11	3.80279184385506
SRP54	7.78865889799533
GPR35	3.62170760357228
NRGN	3.37511435581887
IFNW1	3.63194736005741
ACVR1	7.11588822386341
SCN1B	3.98344422120848
RNASEH2B	4.60978214464213
STAR	3.27508142736829
C14orf65	3.26675866583493
TAAR2	3.11879615459585
VAMP5	3.90165678501586
TUBA1C	11.1314439371196
PIK3R2	3.49583917200055
ARD1A	6.20139647567243
SYTL2	3.21597816853724
UBXD2	8.07013192060782
EBF2	3.31566632696797
CAMSAP1L1	6.02049610551156
CYP3A43	3.06012016060288
CCDC91	7.6943217506918
AKR1B1	8.08861810199404
KAL1	10.5070692126777
GRID2	3.19103013872519
ZNF423	5.30675177631847
PSMB4	10.0416723514900
ARPP-21	3.10553450551584
XPNPEP3	5.28828061057955
CYBB	5.87774245290467
UXS1	6.60042587626626
SART1	5.21877827714259
C7orf16	3.08937208204797
SPTA1	3.09819565052971
SHB	4.68543449552640
CHST7	3.99531611053773
SEMA6D	3.46581273883016
IKZF4	3.47883231187611
NDUFA1	10.4308343285537
HSPE1	9.5238405709565
MAPK13	6.74870276241817
MYCN	4.13127279049881
KCNJ3	3.09571990908028
ZNF573	6.40925340820856
PCDHGA8	3.9474826660553
ERO1LB	3.32212400422097
NTF3	3.89138369215712
GTF2B	7.33383355657602
GSPT1	7.70633686718017
GUSB	8.06784052243185
EXTL3	4.03826194182442
PMPCB	8.32836224985019
COPS3	7.86368711085091
LIG1	4.58726809134053
NID2	5.8742324503775
LSM8	6.87896504877833
TMEM97	7.02491459011074
SUZ12	7.46838465233676
EXTL2	6.53557938395514
PDE6B	4.35158481953168
MRPS16	7.40930482084267
KRT18	10.8376483348685
C10orf118	3.47123536784796
ZDHHC13	7.86785315198562
JMJD2C	4.38590649333728
OR2F1	3.43959693889294
ZNF415	4.32640466140057
CDK5RAP3	7.0476909155829
YTHDF2	8.61880073552462
GGCX	5.13017225676189
FZD8	3.5033937666204
TCEA1	9.90550893646152
ARPC4	5.83106480605201
SUSD4	6.90063504598215
C22orf24	3.32817417245668
EGLN2	7.46286929904627
KBTBD4	5.67790681382009
TNFRSF14	4.16092468864317
ROBO3	4.09231937929438
TRIM28	7.26931790449365
FGF5	3.26946173491555
RTCD1	7.65877697346763
MZF1	4.30981396303573
CNIH4	7.85142098927976
ZFP2	3.05498480498892
CSPG5	4.89868256741763
